Orthogroup	DMIR.longest_only	DFIC.longest_only
OG0002251	LOC117191274|XP_033252075.1|DMIR, LOC108159965|XP_017149132.1|DMIR	LOC108095109|XP_017051536.1|DFIC
OG0002252	LOC108160625|XP_017150233.1|DMIR, LOC117189721|XP_033250698.1|DMIR	LOC108095219|XP_017051724.1|DFIC
OG0002253	LOC108160286|XP_017149663.1|DMIR, LOC117193239|XP_033253877.1|DMIR	LOC108101902|XP_017061960.1|DFIC
OG0002254	LOC108154776|XP_017140650.1|DMIR	LOC108099339|XP_017058304.1|DFIC
OG0002255	LOC108155700|XP_017142167.1|DMIR, LOC108164864|XP_017156292.1|DMIR	LOC108097416|XP_017055170.1|DFIC
OG0002256	LOC108159716|XP_017148725.2|DMIR, LOC117194005|XP_033254531.1|DMIR	LOC108096669|XP_017053930.1|DFIC
OG0002257	LOC117185932|XP_033254252.1|DMIR, LOC108158911|XP_017147194.1|DMIR	LOC108086430|XP_017038825.1|DFIC
OG0002258	LOC108152292|XP_017137003.1|DMIR	LOC108093143|XP_017048577.1|DFIC
OG0002259	LOC117186177|XP_033242321.1|DMIR	LOC108094641|XP_017050832.1|DFIC
OG0002260	LOC108154847|XP_017140752.1|DMIR	LOC108100465|XP_017059883.1|DFIC
OG0002261	LOC108156518|XP_017143512.1|DMIR, LOC108151446|XP_017135547.1|DMIR	LOC108088901|XP_017042392.1|DFIC
OG0002262	LOC117193338|XP_033253956.1|DMIR, LOC108159863|XP_017148953.1|DMIR	LOC108090839|XP_017045194.1|DFIC
OG0002263	LOC108152016|XP_017136481.1|DMIR	LOC108089629|XP_017043481.1|DFIC
OG0002264	LOC117193445|XP_033254090.1|DMIR, LOC108159079|XP_017147522.1|DMIR	LOC108101837|XP_017061840.1|DFIC
OG0002265	LOC117186362|XP_033242967.1|DMIR, LOC117186365|XP_033242970.1|DMIR, LOC117186326|XP_033242849.1|DMIR, LOC108152158|XP_017136767.1|DMIR, LOC117186372|XP_033242975.1|DMIR	LOC108089699|XP_017043536.1|DFIC
OG0002266	LOC108153376|XP_017138835.1|DMIR	LOC108100154|XP_017059400.1|DFIC
OG0002267	LOC108151799|XP_017136139.1|DMIR	LOC108093872|XP_017049707.1|DFIC
OG0002268	LOC108152256|XP_017136954.1|DMIR	LOC108093177|XP_017048622.1|DFIC
OG0002269	LOC117192306|XP_033252850.1|DMIR, LOC108160228|XP_017149570.1|DMIR	LOC108087664|XP_017040642.1|DFIC
OG0002270	LOC108160724|XP_017150391.1|DMIR, LOC117192395|XP_033252963.1|DMIR	LOC108094001|XP_017049913.1|DFIC
OG0002271	LOC108152901|XP_017138036.1|DMIR	LOC108093744|XP_017049503.1|DFIC
OG0002272	LOC108151541|XP_017135690.1|DMIR	LOC108100399|XP_017059772.1|DFIC
OG0002273	LOC108153334|XP_033242881.1|DMIR	LOC108096319|XP_017053312.1|DFIC
OG0002274	LOC108152213|XP_017136861.1|DMIR	LOC108093572|XP_017049157.1|DFIC
OG0002275	LOC117186151|XP_033242224.1|DMIR, LOC108152146|XP_033242227.1|DMIR	LOC108099913|XP_017059063.1|DFIC
OG0002276	LOC108151318|XP_017135347.1|DMIR	LOC108100334|XP_017059633.1|DFIC
OG0002277	LOC108152933|XP_017138113.1|DMIR	LOC108100628|XP_017060118.1|DFIC
OG0002278	LOC108165316|XP_033243627.1|DMIR	LOC108088939|XP_017042451.1|DFIC
OG0002279	LOC108152285|XP_017136992.1|DMIR	LOC108096342|XP_017053378.1|DFIC
OG0002280	LOC108165436|XP_033242057.1|DMIR	LOC108089419|XP_017043112.1|DFIC
OG0002281	LOC108151674|XP_017135904.1|DMIR	LOC108089466|XP_017043206.1|DFIC
OG0002282	LOC108151178|XP_017135098.1|DMIR	LOC108099127|XP_017057953.1|DFIC
OG0002283	LOC108159226|XP_017147816.1|DMIR	LOC108087689|XP_017040685.1|DFIC
OG0002284	LOC117191018|XP_033251886.1|DMIR, LOC117191017|XP_033251885.1|DMIR, LOC108159441|XP_017148218.1|DMIR	LOC108101453|XP_017061284.1|DFIC
OG0002285	LOC108161665|XP_017151453.1|DMIR	LOC108095383|XP_017051951.1|DFIC
OG0002286	LOC108159379|XP_017148096.1|DMIR	LOC108096864|XP_017054278.1|DFIC
OG0002287	LOC108160090|XP_017149356.1|DMIR	LOC108093995|XP_017049905.1|DFIC
OG0002288	LOC108152335|XP_017137083.1|DMIR	LOC108093728|XP_017049463.1|DFIC
OG0002289	LOC108153370|XP_017138829.1|DMIR	LOC108088972|XP_017042493.1|DFIC
OG0002290	LOC108162136|XP_017152207.1|DMIR	LOC108093388|XP_017048895.1|DFIC
OG0002291	LOC117188336|XP_033247919.1|DMIR, LOC108158097|XP_033253016.1|DMIR	LOC108093817|XP_017049621.1|DFIC
OG0002292	LOC108163393|XP_017154139.1|DMIR	LOC108094312|XP_017050329.1|DFIC
OG0002293	LOC117188306|XP_033247833.1|DMIR	LOC108086317|XP_017038707.1|DFIC
OG0002294	LOC108156539|XP_033245500.1|DMIR, LOC117185801|XP_017143535.2|DMIR	LOC108097731|XP_017055721.1|DFIC
OG0002295	LOC117188671|XP_033248753.1|DMIR, LOC117188676|XP_033248759.1|DMIR	LOC108089970|XP_017043994.1|DFIC
OG0002295	LOC108161190|XP_033248567.1|DMIR	LOC108102227|XP_017062441.1|DFIC, LOC108090066|XP_017044090.1|DFIC
OG0002296	LOC108161785|XP_017151616.1|DMIR	LOC108100850|XP_017060459.1|DFIC, LOC108097837|XP_017055851.1|DFIC
OG0002297	LOC108156385|XP_033244677.1|DMIR	LOC108098831|XP_017057475.1|DFIC
OG0002298	LOC117187787|XP_033246524.1|DMIR, LOC108159505|XP_017148351.1|DMIR	LOC108090973|XP_017045417.1|DFIC
OG0002299	LOC108165340|XP_033254763.1|DMIR, LOC108156133|XP_017142938.1|DMIR	LOC108086737|XP_017039257.1|DFIC
OG0002300	LOC108164184|XP_033249730.1|DMIR	LOC108093451|XP_017049014.1|DFIC
OG0002301	LOC108163317|XP_017154030.1|DMIR	LOC108095790|XP_017052542.1|DFIC
OG0002302	LOC108162736|XP_017153100.1|DMIR	LOC108094373|XP_017050407.1|DFIC
OG0002303	LOC108158111|XP_017145780.1|DMIR	LOC108095301|XP_017051848.1|DFIC
OG0002304	LOC108162487|XP_017152728.1|DMIR	LOC108095515|XP_017052117.1|DFIC, LOC108101750|XP_017061701.1|DFIC
OG0002305	LOC108152870|XP_017137988.1|DMIR	LOC108100610|XP_017060088.1|DFIC
OG0002306	LOC108162641|XP_017152952.1|DMIR	LOC108101002|XP_017060657.1|DFIC
OG0002307	LOC108163488|XP_017154289.1|DMIR	LOC108094156|XP_017050085.1|DFIC
OG0002308	LOC108161786|XP_017151622.1|DMIR	LOC108097002|XP_017054525.1|DFIC, LOC108101335|XP_017061167.1|DFIC
OG0002309	LOC108162267|XP_017152406.1|DMIR	LOC108089991|XP_017043982.1|DFIC
OG0002310	LOC108161877|XP_033250021.1|DMIR	LOC108089934|XP_017043910.1|DFIC
OG0002311	LOC108162108|XP_033249353.1|DMIR	LOC108092641|XP_017047768.1|DFIC
OG0002312	LOC108163935|XP_033249313.1|DMIR	LOC108094830|XP_017051116.1|DFIC, LOC108092756|XP_017047978.1|DFIC, LOC108102215|XP_017062426.1|DFIC
OG0002313	LOC117188201|XP_033247576.1|DMIR, LOC117188282|XP_033247747.1|DMIR, LOC117188312|XP_033247848.1|DMIR, LOC117187800|XP_033246542.1|DMIR, LOC108157980|XP_033247244.1|DMIR	LOC108086743|XP_017039268.1|DFIC
OG0002314	LOC117188007|XP_033247013.1|DMIR, LOC108160400|XP_017149881.2|DMIR	LOC108090276|XP_017044375.1|DFIC
OG0002315	LOC108159263|XP_017147897.1|DMIR	LOC108087756|XP_017040774.1|DFIC
OG0002316	LOC108162911|XP_017153376.1|DMIR, LOC117188954|XP_033249527.1|DMIR	LOC108100005|XP_017059196.1|DFIC
OG0002317	LOC108152422|XP_017137226.1|DMIR	LOC108087466|XP_017040324.1|DFIC
OG0002318	LOC108163691|XP_017154612.1|DMIR	LOC108096066|XP_017052915.1|DFIC
OG0002319	LOC108162543|XP_017152814.2|DMIR, LOC117188948|XP_033249516.1|DMIR, LOC117188946|XP_033249514.1|DMIR, LOC117188947|XP_033249515.1|DMIR	LOC108101422|XP_017061274.1|DFIC, LOC108092758|XP_017047979.1|DFIC
OG0002320	LOC108159330|XP_017148015.2|DMIR, LOC117188224|XP_033247625.1|DMIR	LOC108095166|XP_017051613.1|DFIC
OG0002321	LOC117188195|XP_033247565.1|DMIR	LOC108086766|XP_017039300.1|DFIC
OG0002322	LOC108163066|XP_017153629.1|DMIR	LOC108093380|XP_017048888.1|DFIC
OG0002323	LOC108163325|XP_017154044.1|DMIR	LOC108089911|XP_017043880.1|DFIC
OG0002324	LOC108152558|XP_017137470.2|DMIR	LOC108088897|XP_017042386.1|DFIC
OG0002325	LOC108152118|XP_017136685.2|DMIR	LOC108099894|XP_017059039.1|DFIC
OG0002326	LOC108152119|XP_017136690.1|DMIR	LOC108099946|XP_017059111.1|DFIC
OG0002327	LOC108156775|XP_017143931.1|DMIR	LOC108087201|XP_017039949.1|DFIC
OG0002328	LOC108163413|XP_017154168.1|DMIR	LOC108101856|XP_017061868.1|DFIC, LOC108098365|XP_017056702.1|DFIC
OG0002329	LOC108164110|XP_017155193.1|DMIR	LOC108101332|XP_017061130.1|DFIC
OG0002330	LOC108162832|XP_017153253.1|DMIR	LOC108101309|XP_017061100.1|DFIC
OG0002331	LOC117185984|XP_033241895.1|DMIR, LOC117185914|XP_033252844.1|DMIR, LOC117192346|XP_033252899.1|DMIR	LOC108087588|XP_017040509.1|DFIC
OG0002332	LOC108152712|XP_017137735.1|DMIR	LOC108099204|XP_017058068.1|DFIC
OG0002333	LOC108160773|XP_017150463.1|DMIR, LOC117193751|XP_033254372.1|DMIR	LOC108090862|XP_017045237.1|DFIC
OG0002334	LOC108163246|XP_017153900.1|DMIR	LOC108088098|XP_017041241.1|DFIC, LOC108102217|XP_017062429.1|DFIC
OG0002335	LOC117192751|XP_033253388.1|DMIR, LOC108159448|XP_033248001.1|DMIR	LOC108090351|XP_017044461.1|DFIC
OG0002336	LOC108150918|XP_017134735.1|DMIR	LOC108088276|XP_017041484.1|DFIC
OG0002337	LOC117193348|XP_033253961.1|DMIR, LOC108159023|XP_017147424.2|DMIR	LOC108090748|XP_017045064.1|DFIC
OG0002338	LOC108163647|XP_017154545.1|DMIR	LOC108093519|XP_017049104.1|DFIC
OG0002339	LOC108163192|XP_033248550.1|DMIR	LOC108092440|XP_017047510.1|DFIC
OG0002340	LOC108162922|XP_017153393.1|DMIR	LOC108093491|XP_017049070.1|DFIC
OG0002341	LOC117188352|XP_033247966.1|DMIR, LOC108158870|XP_017147099.1|DMIR	LOC108094055|XP_017049982.1|DFIC
OG0002342	LOC108162223|XP_017152331.1|DMIR	LOC108089895|XP_017043855.1|DFIC
OG0002343	LOC108161898|XP_017151781.2|DMIR	LOC108089881|XP_017043832.1|DFIC
OG0002344	LOC117189168|XP_033250128.1|DMIR	LOC108101718|XP_017061646.1|DFIC
OG0002345	LOC108159541|XP_033253795.1|DMIR, LOC108159543|XP_017148408.2|DMIR, LOC117188447|XP_033248226.1|DMIR	LOC108101500|XP_017061349.1|DFIC
OG0002346	LOC108162115|XP_033250133.1|DMIR	LOC108088211|XP_017041401.1|DFIC
OG0002347	LOC117190660|XP_033251607.1|DMIR, LOC108160412|XP_017149896.2|DMIR, LOC117188077|XP_033247275.1|DMIR	LOC108087722|XP_017040732.1|DFIC
OG0002348	LOC108163708|XP_033249951.1|DMIR, LOC117189086|XP_033249947.1|DMIR, LOC117189088|XP_033249953.1|DMIR	LOC108092697|XP_017047897.1|DFIC
OG0002349	LOC108160684|XP_017150324.2|DMIR, LOC117193552|XP_033254189.1|DMIR	LOC108101507|XP_017061356.1|DFIC
OG0002350	LOC117187816|XP_033246566.1|DMIR, LOC108159540|XP_033248221.1|DMIR	LOC108101499|XP_017061348.1|DFIC
OG0002351	LOC108160857|XP_017150609.2|DMIR, LOC117188310|XP_033247841.1|DMIR	LOC108086765|XP_017039298.1|DFIC
OG0002352	LOC108159412|XP_017148145.2|DMIR, LOC108159094|XP_017147550.1|DMIR	LOC108096869|XP_017054285.1|DFIC
OG0002353	LOC108162080|XP_017152121.1|DMIR	LOC108101396|XP_017061206.1|DFIC
OG0002354	LOC108162345|XP_017152533.1|DMIR	LOC108098748|XP_017057372.1|DFIC
OG0002355	LOC108162388|XP_017152592.1|DMIR	LOC108099167|XP_017058009.1|DFIC
OG0002356	LOC108163097|XP_033248593.1|DMIR, LOC117188635|XP_033248590.1|DMIR	LOC108098251|XP_017056532.1|DFIC
OG0002357	LOC108156152|XP_017142965.1|DMIR	LOC108092112|XP_017047099.1|DFIC
OG0002358	LOC108162480|XP_017152719.1|DMIR	LOC108089254|XP_017042909.1|DFIC
OG0002359	LOC117186026|XP_033241953.1|DMIR, LOC108159546|XP_033241952.1|DMIR	LOC108091356|XP_017045997.1|DFIC
OG0002360	LOC117189077|XP_033249939.1|DMIR, LOC108162607|XP_017152916.1|DMIR, LOC117189078|XP_033249940.1|DMIR, LOC117189079|XP_033249941.1|DMIR	LOC108089871|XP_017043809.1|DFIC, LOC108095212|XP_017051717.1|DFIC
OG0002361	LOC108152136|XP_033243248.1|DMIR	LOC108100376|XP_017059713.1|DFIC
OG0002362	LOC108162232|XP_033249157.1|DMIR	LOC108100879|XP_017060465.1|DFIC
OG0002363	LOC108162164|XP_017152243.1|DMIR	LOC108093503|XP_017049085.1|DFIC
OG0002364	LOC108162161|XP_017152227.1|DMIR	LOC108093343|XP_017048839.1|DFIC
OG0002365	LOC108162804|XP_017153201.1|DMIR	LOC108099149|XP_017058025.1|DFIC, LOC108093476|XP_017049054.1|DFIC
OG0002366	LOC108161413|XP_017151154.1|DMIR	LOC108089924|XP_017043895.1|DFIC
OG0002367	LOC108162320|XP_017152491.1|DMIR	LOC108088590|XP_017041977.1|DFIC, LOC108092424|XP_017047480.1|DFIC
OG0002368	LOC108162065|XP_017152098.1|DMIR	LOC108098213|XP_017056475.1|DFIC
OG0002369	LOC108159272|XP_017147924.1|DMIR	LOC108097673|XP_017055618.1|DFIC
OG0002370	LOC108164160|XP_033248844.1|DMIR	LOC108096763|XP_017054153.1|DFIC, LOC108098305|XP_017056605.1|DFIC
OG0002371	LOC108163747|XP_017154703.1|DMIR	LOC108098340|XP_017056671.1|DFIC
OG0002372	LOC108161753|XP_017151574.1|DMIR	LOC108091491|XP_017046203.1|DFIC
OG0002373	LOC108163300|XP_017154000.1|DMIR	LOC108098283|XP_017056576.1|DFIC
OG0002374	LOC108155332|XP_017141562.1|DMIR	LOC108096001|XP_017052836.1|DFIC
OG0002375	LOC108156096|XP_017142874.1|DMIR	LOC108098560|XP_017057055.1|DFIC
OG0002376	LOC108162021|XP_017152003.1|DMIR	LOC108088152|XP_017041305.1|DFIC
OG0002377	LOC108155267|XP_017141459.1|DMIR	LOC108090123|XP_017044143.1|DFIC
OG0002378	LOC108152573|XP_017137501.1|DMIR	LOC108095432|XP_017052030.1|DFIC
OG0002379	LOC108163335|XP_017154059.1|DMIR	LOC108098222|XP_017056492.1|DFIC
OG0002380	LOC108164919|XP_017156393.1|DMIR, LOC117189044|XP_033249830.1|DMIR, LOC117188941|XP_033249487.1|DMIR, LOC117189043|XP_033249828.1|DMIR, LOC117189039|XP_033249819.1|DMIR, LOC117187382|XP_033245808.1|DMIR	LOC108097273|XP_017054959.1|DFIC
OG0002381	LOC117192438|XP_033253010.1|DMIR, LOC108159285|XP_017147934.1|DMIR, LOC108154019|XP_017139604.1|DMIR	LOC108094063|XP_017049992.1|DFIC
OG0002382	LOC108158886|XP_017147153.1|DMIR	LOC108094412|XP_017050472.1|DFIC
OG0002383	LOC108153139|XP_017138425.1|DMIR	LOC108100625|XP_017060113.1|DFIC
OG0002384	LOC108162535|XP_017152808.1|DMIR	LOC108097121|XP_017054703.1|DFIC
OG0002385	LOC108164446|XP_017155649.1|DMIR	LOC108095025|XP_017051380.1|DFIC
OG0002386	LOC108155890|XP_017142520.1|DMIR	LOC108101048|XP_017060716.1|DFIC
OG0002387	LOC108156921|XP_017144160.1|DMIR	LOC108091616|XP_017046391.1|DFIC
OG0002388	LOC108154809|XP_017140697.1|DMIR	LOC108097084|XP_017054622.1|DFIC
OG0002389	LOC108156693|XP_017143825.1|DMIR	LOC108100556|XP_017060021.1|DFIC, LOC108091684|XP_017046495.1|DFIC
OG0002390	LOC108163974|XP_017155020.2|DMIR	LOC108100110|XP_017059347.1|DFIC
OG0002391	LOC108160237|XP_017149583.1|DMIR	LOC108093616|XP_017049241.1|DFIC
OG0002392	LOC108153599|XP_017139171.1|DMIR	LOC108096453|XP_017053546.1|DFIC
OG0002393	LOC108151672|XP_017135900.1|DMIR, LOC108154850|XP_017140756.1|DMIR	LOC108089554|XP_017043386.1|DFIC
OG0002394	LOC108155051|XP_017141115.1|DMIR	LOC108095748|XP_017052420.1|DFIC
OG0002395	LOC108156572|XP_017143595.1|DMIR	LOC108092123|XP_017047112.1|DFIC
OG0002396	LOC117191075|XP_033251935.1|DMIR, LOC108158473|XP_017146265.1|DMIR	LOC108101835|XP_017061838.1|DFIC
OG0002397	LOC108160540|XP_017150093.1|DMIR, LOC117190765|XP_033251719.1|DMIR	LOC108100618|XP_017060104.1|DFIC
OG0002398	LOC108160292|XP_017149678.1|DMIR	LOC108088671|XP_017042093.1|DFIC
OG0002399	LOC108158083|XP_033248003.1|DMIR	LOC108095069|XP_017051484.1|DFIC
OG0002400	LOC108160609|XP_017150209.1|DMIR, LOC117195105|XP_033255649.1|DMIR, LOC117195081|XP_033255636.1|DMIR	LOC108094051|XP_017049975.1|DFIC
OG0002401	LOC108164418|XP_017155587.1|DMIR	LOC108098393|XP_017056750.1|DFIC
OG0002402	LOC108157130|XP_017144517.1|DMIR	LOC108097693|XP_017055656.1|DFIC
OG0002403	LOC108157129|XP_017144516.1|DMIR	LOC108098023|XP_017056176.1|DFIC
OG0002404	LOC108156277|XP_017143138.1|DMIR	LOC108101989|XP_017062073.1|DFIC
OG0002405	LOC108157640|XP_017145273.1|DMIR	LOC108090213|XP_017044295.1|DFIC
OG0002406	LOC108151151|XP_017135065.1|DMIR	LOC108089467|XP_017043207.1|DFIC
OG0002407	LOC108154893|XP_017140826.1|DMIR	LOC108100771|XP_017060299.1|DFIC
OG0002408	LOC108156501|XP_017143486.1|DMIR	LOC108090173|XP_017044238.1|DFIC
OG0002409	LOC108151610|XP_017135791.1|DMIR	LOC108086900|XP_017039457.1|DFIC
OG0002410	LOC108156610|XP_017143645.1|DMIR	LOC108101099|XP_017060798.1|DFIC
OG0002411	LOC108155214|XP_017141386.1|DMIR	LOC108099525|XP_017058582.1|DFIC
OG0002412	LOC108155220|XP_017141393.1|DMIR	LOC108091130|XP_017045648.1|DFIC
OG0002413	LOC108164712|XP_017156078.1|DMIR	LOC108097340|XP_017055064.1|DFIC
OG0002414	LOC108151204|XP_017135167.1|DMIR	LOC108100354|XP_017059677.1|DFIC
OG0002415	LOC108156887|XP_033245110.1|DMIR	LOC108087988|XP_017041081.1|DFIC
OG0002416	LOC108164403|XP_017155543.1|DMIR	LOC108095064|XP_017051474.1|DFIC
OG0002417	LOC108161849|XP_017151706.1|DMIR	LOC108091482|XP_017046191.1|DFIC
OG0002418	LOC108154970|XP_017140974.1|DMIR	LOC108086364|XP_017038755.1|DFIC
OG0002419	LOC108153028|XP_017138273.1|DMIR	LOC108091345|XP_017045982.1|DFIC
OG0002420	LOC108151180|XP_017135100.1|DMIR	LOC108099130|XP_017057955.1|DFIC
OG0002421	LOC108153901|XP_017139488.1|DMIR	LOC108091897|XP_017046770.1|DFIC
OG0002422	LOC108154653|XP_017140479.1|DMIR	LOC108098524|XP_017056991.1|DFIC
OG0002423	LOC108152734|XP_017137766.1|DMIR	LOC108099912|XP_017059062.1|DFIC
OG0002424	LOC108164483|XP_017155730.1|DMIR	LOC108102181|XP_017062376.1|DFIC
OG0002425	LOC108155454|XP_033249513.1|DMIR, LOC117188944|XP_033249511.1|DMIR	LOC108094636|XP_017050816.1|DFIC
OG0002426	LOC108151380|XP_017135433.1|DMIR	LOC108100325|XP_017059621.1|DFIC
OG0002427	LOC108164495|XP_033250259.1|DMIR	LOC108098420|XP_017056802.1|DFIC
OG0002428	LOC108159116|XP_017147590.1|DMIR	LOC108097469|XP_017055229.1|DFIC
OG0002429	LOC108153253|XP_017138602.1|DMIR	LOC108099125|XP_017057951.1|DFIC
OG0002430	LOC108160289|XP_017149669.1|DMIR, LOC117190669|XP_033251623.1|DMIR	LOC108093978|XP_017049874.1|DFIC
OG0002431	LOC117194027|XP_033254545.1|DMIR, LOC108160448|XP_017149948.1|DMIR	LOC108094923|XP_017051270.1|DFIC
OG0002432	LOC108164735|XP_017156116.1|DMIR	LOC108086504|XP_017038919.1|DFIC
OG0002433	LOC108157366|XP_017144880.1|DMIR	LOC108087927|XP_017041003.1|DFIC
OG0002434	LOC108154157|XP_017139807.1|DMIR	LOC108098800|XP_017057430.1|DFIC
OG0002435	LOC108157033|XP_033248453.1|DMIR	LOC108095538|XP_017052153.1|DFIC
OG0002436	LOC117192442|XP_033253013.1|DMIR, LOC108158526|XP_017146397.1|DMIR	LOC108096816|XP_017054197.1|DFIC
OG0002437	LOC117193975|XP_033254514.1|DMIR, LOC108160349|XP_017149800.1|DMIR	LOC108094853|XP_017051149.1|DFIC
OG0002438	LOC108157568|XP_017145180.1|DMIR	LOC108097127|XP_017054712.1|DFIC
OG0002439	LOC108162060|XP_017152089.1|DMIR	LOC108098164|XP_017056389.1|DFIC
OG0002440	LOC108151256|XP_017135261.1|DMIR	LOC108099884|XP_017059027.1|DFIC
OG0002441	LOC108159287|XP_017147938.2|DMIR	LOC108090797|XP_017045134.1|DFIC
OG0002442	LOC108158388|XP_017146132.1|DMIR, LOC117189520|XP_033250558.1|DMIR	LOC108094012|XP_017049928.1|DFIC
OG0002443	LOC108159677|XP_017148656.1|DMIR	LOC108096725|XP_017054057.1|DFIC
OG0002444	LOC117192862|XP_033253507.1|DMIR, LOC108160056|XP_017149290.1|DMIR	LOC108090818|XP_017045165.1|DFIC
OG0002445	LOC117193972|XP_033254512.1|DMIR, LOC108160619|XP_017150224.1|DMIR	LOC108094756|XP_017051002.1|DFIC
OG0002446	LOC108159949|XP_017149096.1|DMIR	LOC108086710|XP_017039204.1|DFIC
OG0002447	LOC108151617|XP_017135804.1|DMIR	LOC108089506|XP_017043310.1|DFIC
OG0002448	LOC108159939|XP_017149082.1|DMIR, LOC117190436|XP_033251407.1|DMIR, LOC117190437|XP_033251408.1|DMIR	LOC108096900|XP_017054335.1|DFIC
OG0002449	LOC117187948|XP_033246840.1|DMIR, LOC108160507|XP_017150036.2|DMIR	LOC108093759|XP_017049517.1|DFIC
OG0002450	LOC108156187|XP_017143006.1|DMIR	LOC108098845|XP_017057496.1|DFIC
OG0002451	LOC117194196|XP_033254742.1|DMIR, LOC108158953|XP_017147269.1|DMIR	LOC108090390|XP_017044528.1|DFIC
OG0002452	LOC108160128|XP_017149412.2|DMIR, LOC117187983|XP_033246939.1|DMIR	LOC108096972|XP_017054439.1|DFIC
OG0002453	LOC108160249|XP_017149600.1|DMIR, LOC117193256|XP_033253888.1|DMIR	LOC108096884|XP_017054314.1|DFIC
OG0002454	LOC108151795|XP_017136133.1|DMIR	LOC108099952|XP_017059121.1|DFIC
OG0002455	LOC108151792|XP_017136129.1|DMIR	LOC108099942|XP_017059109.1|DFIC
OG0002456	LOC108157961|XP_033246548.1|DMIR	LOC108096875|XP_017054297.1|DFIC
OG0002457	LOC117188341|XP_033247944.1|DMIR, LOC108158098|XP_033247914.1|DMIR	LOC108093622|XP_017049248.1|DFIC
OG0002458	LOC108162125|XP_017152190.1|DMIR	LOC108093432|XP_017048981.1|DFIC
OG0002459	LOC108158944|XP_017147253.1|DMIR, LOC117190203|XP_033251147.1|DMIR	LOC108094847|XP_017051138.1|DFIC
OG0002460	LOC117194208|XP_033254758.1|DMIR, LOC108161000|XP_017150797.1|DMIR	LOC108090981|XP_017045425.1|DFIC
OG0002461	LOC117191416|XP_033252180.1|DMIR, LOC117191918|XP_033252558.1|DMIR, LOC108158453|XP_017146227.1|DMIR	LOC108093708|XP_017049394.1|DFIC
OG0002462	LOC108158777|XP_017146909.1|DMIR, LOC117185790|XP_033253635.1|DMIR	LOC108095189|XP_017051671.1|DFIC
OG0002463	LOC108158747|XP_017146846.1|DMIR, LOC117189831|XP_033250785.1|DMIR	LOC108090739|XP_017045051.1|DFIC
OG0002464	LOC108158393|XP_017146140.2|DMIR, LOC117187731|XP_033246407.1|DMIR	LOC108093969|XP_017049864.1|DFIC
OG0002465	LOC108160463|XP_017149966.1|DMIR	LOC108096274|XP_017053266.1|DFIC
OG0002466	LOC108164465|XP_017155689.1|DMIR	LOC108095043|XP_017051426.1|DFIC
OG0002467	LOC108153777|XP_017139409.1|DMIR	LOC108099977|XP_017059158.1|DFIC
OG0002468	LOC108153180|XP_017138475.1|DMIR	LOC108095463|XP_017052067.1|DFIC
OG0002469	LOC108156387|XP_017143293.1|DMIR	LOC108098572|XP_017057093.1|DFIC
OG0002470	LOC108159052|XP_017147473.1|DMIR	LOC108090357|XP_017044471.1|DFIC
OG0002471	LOC117189863|XP_033250827.1|DMIR, LOC108159487|XP_017148307.1|DMIR	LOC108090942|XP_017045367.1|DFIC
OG0002472	LOC117190206|XP_033251153.1|DMIR, LOC108159317|XP_017147987.1|DMIR	LOC108086741|XP_017039263.1|DFIC
OG0002473	LOC117194141|XP_033254688.1|DMIR, LOC117194139|XP_033254687.1|DMIR, LOC108159955|XP_017149110.1|DMIR	LOC108094047|XP_017049970.1|DFIC
OG0002474	LOC108150872|XP_033242329.1|DMIR	LOC108096286|XP_017053241.1|DFIC
OG0002475	LOC108155897|XP_017142527.1|DMIR	LOC108099609|XP_017058720.1|DFIC
OG0002476	LOC108159814|XP_017148873.1|DMIR, LOC117190750|XP_033251703.1|DMIR	LOC108096824|XP_017054216.1|DFIC
OG0002477	LOC117188409|XP_033248138.1|DMIR, LOC108160879|XP_033248150.1|DMIR	LOC108094930|XP_017051278.1|DFIC
OG0002478	LOC117192518|XP_033253102.1|DMIR, LOC108159868|XP_017148958.1|DMIR	LOC108095206|XP_017051702.1|DFIC
OG0002479	LOC108159794|XP_017148845.2|DMIR, LOC117191585|XP_033252300.1|DMIR, LOC117188203|XP_033247580.1|DMIR	LOC108093813|XP_017049617.1|DFIC
OG0002480	LOC117188156|XP_033247463.1|DMIR	LOC108101714|XP_017061643.1|DFIC
OG0002481	LOC108154556|XP_017140349.1|DMIR	LOC108097337|XP_017055060.1|DFIC
OG0002482	LOC117192235|XP_033252790.1|DMIR, LOC117192412|XP_033252972.1|DMIR, LOC108158237|XP_017145958.1|DMIR, LOC117194002|XP_033254529.1|DMIR	LOC108094804|XP_017051064.1|DFIC
OG0002483	LOC117191635|XP_033252338.1|DMIR, LOC108160557|XP_017150120.1|DMIR, LOC117190625|XP_033251560.1|DMIR	LOC108090933|XP_017045358.1|DFIC
OG0002484	LOC117188297|XP_033247815.1|DMIR, LOC117188296|XP_033247813.1|DMIR, LOC108159021|XP_017147420.2|DMIR	LOC108093990|XP_017049891.1|DFIC
OG0002485	LOC108159348|XP_033246413.1|DMIR, LOC117192447|XP_033253025.1|DMIR, LOC117193960|XP_033254505.1|DMIR	LOC108090404|XP_017044543.1|DFIC
OG0002486	LOC117186605|XP_033243500.1|DMIR, LOC108152530|XP_017137424.1|DMIR	LOC108100443|XP_017059855.1|DFIC
