Orthogroup	DMIR.longest_only	CPIP.longest_only
OG0001046	LOC117193070|XP_033253693.1|DMIR, LOC108159806|XP_017148865.1|DMIR	LOC120414288|XP_039431353.1|CPIP
OG0001047	LOC117191409|XP_033252177.1|DMIR, LOC117190924|XP_033251815.1|DMIR, LOC108159473|XP_017148285.1|DMIR, LOC117188102|XP_033247332.1|DMIR, LOC117188107|XP_033247337.1|DMIR	LOC120419261|XP_039437850.1|CPIP
OG0001048	LOC117193002|XP_033253619.1|DMIR, LOC108160521|XP_017150066.1|DMIR	LOC120427460|XP_039448272.1|CPIP, LOC120415347|XP_039432770.1|CPIP, LOC120415491|XP_039432993.1|CPIP
OG0001049	LOC108161310|XP_017151020.1|DMIR, LOC108152602|XP_017137549.1|DMIR	LOC120418908|XP_039437369.1|CPIP
OG0001050	LOC108157607|XP_033245713.1|DMIR, LOC108157606|XP_017145223.2|DMIR, LOC117187276|XP_033245508.1|DMIR, LOC108151347|XP_017135390.1|DMIR, LOC108161248|XP_017150960.2|DMIR	LOC120424973|XP_039445263.1|CPIP
OG0001051	LOC108162247|XP_017152383.1|DMIR	LOC120428680|XP_039449673.1|CPIP
OG0001052	LOC108163367|XP_017154107.1|DMIR	LOC120423094|XP_039442705.1|CPIP
OG0001053	LOC117190646|XP_033251582.1|DMIR, LOC108164587|XP_033251578.1|DMIR, LOC117187196|XP_033245228.1|DMIR, LOC117187199|XP_033245232.1|DMIR, LOC117187200|XP_033245235.1|DMIR, LOC117187195|XP_033245224.1|DMIR	LOC120414310|XP_039431383.1|CPIP
OG0001054	LOC108156657|XP_017143759.1|DMIR, LOC108156655|XP_017143758.1|DMIR	LOC120426826|XP_039447547.1|CPIP
OG0001056	LOC117186381|XP_033242994.1|DMIR	LOC120418272|XP_039436525.1|CPIP
OG0001057	LOC108163578|XP_017154437.1|DMIR, LOC108163579|XP_017154438.1|DMIR	LOC120430572|XP_039451611.1|CPIP
OG0001058	LOC108153231|XP_017138555.1|DMIR	LOC120416636|XP_039434382.1|CPIP
OG0001073	LOC108156263|XP_017143115.1|DMIR	LOC120431391|XP_039452478.1|CPIP
OG0001074	LOC108160726|XP_017150395.1|DMIR, LOC117191676|XP_033252370.1|DMIR, LOC117191677|XP_033252371.1|DMIR, LOC117191788|XP_033252443.1|DMIR	LOC120414966|XP_039432232.1|CPIP
OG0001077	LOC117187222|XP_033245320.1|DMIR	LOC120425417|XP_039445881.1|CPIP
OG0001078	LOC108164673|XP_017156015.1|DMIR	LOC120417092|XP_039435005.1|CPIP, LOC120418041|XP_039436223.1|CPIP
OG0001079	LOC108151344|XP_017135388.1|DMIR	LOC120413721|XP_039430582.1|CPIP
OG0001080	LOC117194504|XP_033254946.1|DMIR, LOC117194505|XP_033254947.1|DMIR, LOC117189258|XP_033250328.1|DMIR, LOC117194571|XP_033255004.1|DMIR, LOC117195201|XP_033255734.1|DMIR, LOC117189278|XP_033250334.1|DMIR, LOC117194464|XP_033254918.1|DMIR, LOC117191728|XP_033252406.1|DMIR, LOC117191729|XP_033252407.1|DMIR, LOC117194537|XP_033254977.1|DMIR, LOC117194853|XP_033255213.1|DMIR, LOC117186187|XP_033242369.1|DMIR, LOC108152222|XP_017136892.2|DMIR, LOC117185895|XP_033243609.1|DMIR	LOC120424184|XP_039444173.1|CPIP
OG0001081	LOC108155179|XP_017141338.1|DMIR	LOC120424185|XP_039444176.1|CPIP, LOC120422819|XP_039442287.1|CPIP
OG0001082	LOC117187390|XP_033245862.1|DMIR, LOC117187053|XP_033244676.1|DMIR, LOC117188855|XP_033249252.1|DMIR, LOC117188851|XP_033249239.1|DMIR, LOC117188853|XP_033249246.1|DMIR, LOC108151322|XP_033249225.1|DMIR, LOC117188850|XP_033249233.1|DMIR, LOC117189617|XP_033250626.1|DMIR, LOC108158842|XP_017147052.2|DMIR	LOC120422638|XP_039442070.1|CPIP
OG0001083	LOC108152698|XP_017137699.1|DMIR	LOC120424383|XP_039444416.1|CPIP
OG0001084	LOC108158752|XP_017146851.2|DMIR, LOC108158761|XP_033247631.1|DMIR	LOC120414378|XP_039431483.1|CPIP, LOC120428045|XP_039448942.1|CPIP, LOC120415730|XP_039433256.1|CPIP
OG0001085	LOC117192781|XP_033253425.1|DMIR, LOC117192775|XP_033253414.1|DMIR, LOC117192770|XP_033253407.1|DMIR, LOC117192777|XP_033253418.1|DMIR, LOC117192991|XP_033253614.1|DMIR, LOC108158703|XP_017146730.1|DMIR	LOC120429944|XP_039450976.1|CPIP
OG0001086	LOC108159504|XP_017148350.1|DMIR	LOC120420100|XP_039438981.1|CPIP
OG0001087	LOC108161856|XP_017151714.1|DMIR	LOC120412412|XP_039428808.1|CPIP
OG0001088	LOC108151800|XP_017136140.1|DMIR	LOC120418521|XP_039436891.1|CPIP, LOC120414624|XP_039431791.1|CPIP
OG0001089	LOC108151348|XP_017135391.1|DMIR	LOC120424839|XP_039445003.1|CPIP
OG0001090	LOC108153504|XP_017139043.1|DMIR	LOC120423504|XP_039443279.1|CPIP, LOC120423512|XP_039443287.1|CPIP, LOC120431958|XP_039453026.1|CPIP, LOC120423513|XP_039443290.1|CPIP
OG0001092	LOC108163845|XP_017154851.1|DMIR	LOC120413539|XP_039430351.1|CPIP
OG0001093	LOC108161684|XP_017151485.1|DMIR	LOC120413540|XP_039430353.1|CPIP
OG0001094	LOC108164002|XP_033249294.1|DMIR	LOC120413630|XP_039430474.1|CPIP
OG0001095	LOC117188910|XP_033249376.1|DMIR	LOC120417378|XP_039435329.1|CPIP, LOC120417361|XP_039435306.1|CPIP, LOC120417357|XP_039435303.1|CPIP
OG0001096	LOC108163692|XP_017154613.1|DMIR	LOC120424098|XP_039444044.1|CPIP, LOC120431700|XP_039452749.1|CPIP, LOC120431699|XP_039452748.1|CPIP, LOC120424107|XP_039444051.1|CPIP
OG0001097	LOC108161606|XP_017151390.1|DMIR	LOC120415700|XP_039433225.1|CPIP
OG0001099	LOC108152803|XP_017137877.2|DMIR, LOC117186245|XP_033242599.1|DMIR	LOC120419084|XP_039437601.1|CPIP
OG0001100	LOC108157464|XP_017145030.1|DMIR	LOC120415264|XP_039432666.1|CPIP
OG0001101	LOC117191966|XP_033252598.1|DMIR, LOC117185967|XP_033255247.1|DMIR, LOC108159466|XP_033246436.1|DMIR, LOC117191952|XP_033252585.1|DMIR, LOC117189807|XP_033250757.1|DMIR, LOC117191959|XP_033252591.1|DMIR, LOC117194895|XP_033255249.1|DMIR, LOC117189809|XP_033250760.1|DMIR, LOC117191968|XP_033252601.1|DMIR, LOC117191969|XP_033252602.1|DMIR	LOC120425311|XP_039445716.1|CPIP
OG0001102	LOC108152197|XP_017136844.1|DMIR	LOC120414050|XP_039431003.1|CPIP, LOC120414045|XP_039430999.1|CPIP
OG0001103	LOC108157734|XP_017145399.1|DMIR	LOC120416829|XP_039434650.1|CPIP
OG0001104	LOC117189855|XP_033250815.1|DMIR, LOC117189854|XP_033250813.1|DMIR, LOC108160397|XP_017149876.1|DMIR	LOC120432582|XP_039453752.1|CPIP
OG0001105	LOC108155303|XP_017141510.1|DMIR	LOC120432555|XP_039453718.1|CPIP
OG0001106	LOC108164406|XP_033250268.1|DMIR	LOC120431888|XP_039452951.1|CPIP, LOC120422223|XP_039441542.1|CPIP
OG0001107	LOC117191086|XP_033251940.1|DMIR, LOC117192489|XP_033253083.1|DMIR, LOC117190266|XP_033251214.1|DMIR, LOC117189778|XP_033250738.1|DMIR, LOC117187883|XP_033246694.1|DMIR, LOC117190674|XP_033251633.1|DMIR, LOC117186406|XP_033243052.1|DMIR, LOC117191592|XP_033252306.1|DMIR, LOC117190934|XP_033251824.1|DMIR	LOC120418615|XP_039436994.1|CPIP
OG0001118	LOC117186194|XP_033242377.1|DMIR	LOC120413330|XP_039430037.1|CPIP
OG0001119	LOC108157273|XP_017144754.1|DMIR	LOC120420344|XP_039439272.1|CPIP, LOC120424039|XP_039443997.1|CPIP
OG0001120	LOC108154191|XP_017139892.1|DMIR	LOC120423577|XP_039443370.1|CPIP, LOC120425386|XP_039445836.1|CPIP
OG0001121	LOC108159560|XP_017148477.2|DMIR	LOC120425861|XP_039446420.1|CPIP
OG0001121	LOC117190088|XP_033251061.1|DMIR	LOC120425839|XP_039446395.1|CPIP, LOC120417386|XP_039435339.1|CPIP
OG0001122	LOC108153592|XP_017139162.1|DMIR	LOC120412874|XP_039429439.1|CPIP
OG0001124	LOC108156495|XP_017143476.1|DMIR	LOC120425352|XP_039445788.1|CPIP, LOC120429621|XP_039450585.1|CPIP
OG0001125	LOC108157632|XP_017145261.1|DMIR	LOC120413485|XP_039430269.1|CPIP, LOC120413467|XP_039430239.1|CPIP, LOC120413468|XP_039430240.1|CPIP
OG0001127	LOC108151020|XP_017134868.1|DMIR	LOC120415811|XP_039433372.1|CPIP, LOC120429657|XP_039450624.1|CPIP
OG0001128	LOC108160905|XP_017150667.1|DMIR, LOC117191428|XP_033252189.1|DMIR	LOC120429702|XP_039450671.1|CPIP, LOC120427739|XP_039448579.1|CPIP, LOC120430786|XP_039451833.1|CPIP
OG0001129	LOC108163115|XP_017153705.1|DMIR	LOC120422189|XP_039441499.1|CPIP
OG0001130	LOC108162050|XP_017152072.1|DMIR, LOC117189233|XP_033250255.1|DMIR	LOC120424895|XP_039445117.1|CPIP
OG0001131	LOC108164409|XP_017155564.1|DMIR	LOC120419785|XP_039438552.1|CPIP, LOC120429031|XP_039450101.1|CPIP, LOC120419786|XP_039438553.1|CPIP
OG0001133	LOC108162431|XP_017152655.2|DMIR	LOC120416081|XP_039433692.1|CPIP
OG0001134	LOC108159571|XP_017148502.1|DMIR	LOC120419185|XP_039437793.1|CPIP, LOC120421259|XP_039440389.1|CPIP, LOC120420150|XP_039439048.1|CPIP, LOC120415343|XP_039432765.1|CPIP, LOC120417188|XP_039435089.1|CPIP
OG0001135	LOC108156925|XP_017144166.1|DMIR	LOC120414352|XP_039431447.1|CPIP, LOC120422246|XP_039441573.1|CPIP
OG0001136	LOC108154994|XP_017141026.1|DMIR	LOC120417494|XP_039435503.1|CPIP
OG0001137	LOC108155810|XP_033245499.1|DMIR	LOC120418769|XP_039437179.1|CPIP
OG0001138	LOC108152223|XP_017136894.1|DMIR, LOC117189262|XP_033250330.1|DMIR, LOC117194543|XP_033254983.1|DMIR, LOC117195187|XP_033255719.1|DMIR, LOC117194366|XP_033254829.1|DMIR, LOC117186190|XP_033242374.1|DMIR, LOC117194520|XP_033254961.1|DMIR, LOC117189334|XP_033250369.1|DMIR, LOC117194867|XP_033255223.1|DMIR, LOC117195188|XP_033255720.1|DMIR, LOC108153473|XP_017138994.2|DMIR	LOC120421356|XP_039440478.1|CPIP, LOC120432104|XP_039453171.1|CPIP, LOC120429313|XP_039450469.1|CPIP
OG0001139	LOC117186106|XP_033242092.1|DMIR, LOC117195283|XP_033255786.1|DMIR, LOC117186485|XP_033243255.1|DMIR, LOC108164710|XP_033242804.1|DMIR, LOC117195275|XP_033255779.1|DMIR, LOC117186169|XP_033242298.1|DMIR, LOC117195277|XP_033255781.1|DMIR, LOC117186490|XP_033243260.1|DMIR, LOC117186105|XP_033242091.1|DMIR	LOC120415108|XP_039432461.1|CPIP
OG0001153	LOC117190686|XP_033251638.1|DMIR, LOC108160250|XP_017149601.1|DMIR	LOC120420201|XP_039439120.1|CPIP
OG0001154	LOC108163388|XP_017154132.1|DMIR	LOC120419964|XP_039438772.1|CPIP, LOC120432189|XP_039453265.1|CPIP
OG0001155	LOC108162857|XP_017153295.1|DMIR	LOC120430949|XP_039452010.1|CPIP
OG0001157	LOC108156800|XP_017143970.1|DMIR	LOC120424145|XP_039444120.1|CPIP
OG0001158	LOC108161836|XP_017151684.1|DMIR	LOC120423984|XP_039443915.1|CPIP
OG0001159	LOC108155766|XP_017142301.1|DMIR	LOC120432503|XP_039453649.1|CPIP
OG0001160	LOC108154723|XP_017140574.1|DMIR	LOC120430694|XP_039451737.1|CPIP, LOC120427184|XP_039447982.1|CPIP
OG0001162	LOC108154099|XP_017139709.1|DMIR, LOC108157826|XP_017145515.1|DMIR	LOC120424769|XP_039444908.1|CPIP, LOC120431325|XP_039452391.1|CPIP, LOC120425407|XP_039445871.1|CPIP
OG0001163	LOC108155132|XP_017141268.1|DMIR	LOC120422549|XP_039441951.1|CPIP
OG0001164	LOC108154435|XP_017140194.2|DMIR, LOC108154532|XP_017140325.1|DMIR	LOC120428014|XP_039448919.1|CPIP, LOC120428005|XP_039448908.1|CPIP
OG0001167	LOC117189416|XP_033250433.1|DMIR, LOC117191937|XP_033252575.1|DMIR, LOC117191926|XP_033252562.1|DMIR, LOC117191454|XP_033252207.1|DMIR, LOC117191927|XP_033252563.1|DMIR, LOC117191453|XP_033252206.1|DMIR, LOC117191455|XP_033252208.1|DMIR, LOC108158251|XP_017145975.1|DMIR, LOC117191452|XP_033252205.1|DMIR	LOC120426173|XP_039446825.1|CPIP
OG0001169	LOC108164973|XP_017156477.1|DMIR	LOC120413210|XP_039429863.1|CPIP, LOC120413209|XP_039429861.1|CPIP, LOC120428119|XP_039449038.1|CPIP
OG0001170	LOC108155887|XP_017142516.1|DMIR	LOC120414137|XP_039431105.1|CPIP
OG0001171	LOC108152288|XP_017136995.1|DMIR	LOC120414141|XP_039431114.1|CPIP, LOC120414113|XP_039431074.1|CPIP
OG0001172	LOC108160323|XP_017149738.1|DMIR, LOC117193546|XP_033254182.1|DMIR	LOC120422279|XP_039441597.1|CPIP
OG0001173	LOC108154895|XP_033245245.1|DMIR	LOC120424131|XP_039444104.1|CPIP, LOC120424129|XP_039444102.1|CPIP, LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP
OG0001174	LOC108165485|XP_017157027.1|DMIR	LOC120418803|XP_039437221.1|CPIP
OG0001176	LOC108157221|XP_017144667.1|DMIR, LOC108159217|XP_017147801.1|DMIR	LOC120414663|XP_039431867.1|CPIP
OG0001177	LOC108162807|XP_033248563.1|DMIR	LOC120419053|XP_039437553.1|CPIP
OG0001178	LOC108159963|XP_017149130.2|DMIR, LOC117187994|XP_033246969.1|DMIR	LOC120416798|XP_039434608.1|CPIP
OG0001179	LOC108160734|XP_017150410.2|DMIR, LOC117185736|XP_033247252.1|DMIR	LOC120415576|XP_039433089.1|CPIP
OG0001180	LOC108164427|XP_017155596.1|DMIR	LOC120427095|XP_039447881.1|CPIP
OG0001181	LOC108162168|XP_017152250.1|DMIR, LOC108162167|XP_017152249.1|DMIR, LOC108151409|XP_017135485.1|DMIR	LOC120423217|XP_039442860.1|CPIP
OG0001182	LOC108157213|XP_033243433.1|DMIR, LOC117187217|XP_033245309.1|DMIR	LOC120417657|XP_039435713.1|CPIP, LOC120417666|XP_039435721.1|CPIP
OG0001183	LOC108156255|XP_033244626.1|DMIR	LOC120416960|XP_039434805.1|CPIP
OG0001185	LOC108155320|XP_017141530.1|DMIR	LOC120423279|XP_039442953.1|CPIP
OG0001186	LOC108161562|XP_017151336.1|DMIR, LOC108154853|XP_017140763.1|DMIR	LOC120416650|XP_039434393.1|CPIP
OG0001187	LOC108159946|XP_017149092.2|DMIR, LOC117185744|XP_033246895.1|DMIR	LOC120417575|XP_039435620.1|CPIP, LOC120417596|XP_039435643.1|CPIP
OG0001188	LOC117185723|XP_033250824.1|DMIR, LOC108159485|XP_017148305.1|DMIR	LOC120424646|XP_039444753.1|CPIP, LOC120425447|XP_039445916.1|CPIP
OG0001189	LOC108158609|XP_017146572.1|DMIR, LOC117193325|XP_033253944.1|DMIR	LOC120416208|XP_039433833.1|CPIP, LOC120421579|XP_039440745.1|CPIP
OG0001190	LOC108165140|XP_017156694.1|DMIR	LOC120421476|XP_039440627.1|CPIP, LOC120421479|XP_039440630.1|CPIP
OG0001191	LOC108163235|XP_017153882.1|DMIR	LOC120423257|XP_039442920.1|CPIP, LOC120423245|XP_039442896.1|CPIP
OG0001192	LOC108163206|XP_017153847.1|DMIR, LOC108164197|XP_017155309.1|DMIR	LOC120427744|XP_039448583.1|CPIP
OG0001193	LOC108155671|XP_017142123.1|DMIR	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP
OG0001194	LOC117187789|XP_033246529.1|DMIR, LOC117187786|XP_033246522.1|DMIR, LOC117187794|XP_033246536.1|DMIR, LOC117187801|XP_033246545.1|DMIR, LOC108164604|XP_017155932.2|DMIR, LOC117188817|XP_033249134.1|DMIR, LOC108164080|XP_033249177.1|DMIR	LOC120416843|XP_039434665.1|CPIP
OG0001195	LOC108158185|XP_017145892.1|DMIR	LOC120418583|XP_039436964.1|CPIP
OG0001201	LOC108157227|XP_017144673.1|DMIR	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP
OG0001202	LOC108160362|XP_017149833.1|DMIR	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP
OG0001203	LOC108164475|XP_017155716.1|DMIR	LOC120413295|XP_039429987.1|CPIP
OG0001204	LOC108163159|XP_017153768.2|DMIR	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP
OG0001205	LOC108155961|XP_017142623.1|DMIR	LOC120429512|XP_039450516.1|CPIP, LOC120431269|XP_039452337.1|CPIP, LOC120429510|XP_039450513.1|CPIP
OG0001206	LOC108155914|XP_017142549.1|DMIR	LOC120432275|XP_039453392.1|CPIP
OG0001207	LOC108157711|XP_017145371.2|DMIR, LOC108153694|XP_017139312.1|DMIR	LOC120422052|XP_039441319.1|CPIP
OG0001208	LOC108164581|XP_017155898.1|DMIR	LOC120424548|XP_039444645.1|CPIP
OG0001209	LOC108154331|XP_017140082.1|DMIR	LOC120428053|XP_039448988.1|CPIP, LOC120424496|XP_039444616.1|CPIP
OG0001210	LOC108162800|XP_017153196.1|DMIR	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP
OG0001211	LOC108156084|XP_017142861.1|DMIR	LOC120421097|XP_039440174.1|CPIP, LOC120418759|XP_039437170.1|CPIP
OG0001212	LOC108164733|XP_017156114.1|DMIR	LOC120416356|XP_039434027.1|CPIP, LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP
OG0001213	LOC108164816|XP_017156226.1|DMIR	LOC120429287|XP_039450448.1|CPIP, LOC120425721|XP_039446260.1|CPIP
OG0001214	LOC117194051|XP_033254584.1|DMIR, LOC108160075|XP_017149322.1|DMIR, LOC117186628|XP_033243530.1|DMIR, LOC108152015|XP_033243531.1|DMIR	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP
OG0001215	LOC108157521|XP_017145113.1|DMIR	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP, LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP
OG0001216	LOC108156383|XP_017143288.1|DMIR	LOC120424679|XP_039444789.1|CPIP, LOC120424629|XP_039444729.1|CPIP, LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP
OG0001217	LOC108161214|XP_033248812.1|DMIR	LOC120423813|XP_039443667.1|CPIP
OG0001218	LOC108153767|XP_017139395.1|DMIR, LOC108155888|XP_017142517.1|DMIR	LOC120422590|XP_039442016.1|CPIP
OG0001220	LOC117190882|XP_033251789.1|DMIR, LOC117192050|XP_033252657.1|DMIR, LOC108160998|XP_017150795.1|DMIR	LOC120419490|XP_039438112.1|CPIP, LOC120419491|XP_039438113.1|CPIP
OG0001221	LOC108158845|XP_017147055.2|DMIR, LOC117188407|XP_033248133.1|DMIR	LOC120422630|XP_039442062.1|CPIP
OG0001223	LOC108160062|XP_017149298.1|DMIR, LOC117190666|XP_033251621.1|DMIR	LOC120416560|XP_039434225.1|CPIP
OG0001224	LOC117192980|XP_033253597.1|DMIR, LOC108159553|XP_017148468.1|DMIR	LOC120416226|XP_039433860.1|CPIP
OG0001225	LOC117185684|XP_033252996.1|DMIR, LOC108158107|XP_017145764.2|DMIR	LOC120417471|XP_039435475.1|CPIP, LOC120417456|XP_039435448.1|CPIP
OG0001226	LOC108159714|XP_017148723.1|DMIR	LOC120418804|XP_039437222.1|CPIP
OG0001227	LOC108161474|XP_033249823.1|DMIR, LOC117189041|XP_033249821.1|DMIR	LOC120420146|XP_039439038.1|CPIP
OG0001229	LOC117188472|XP_033248276.1|DMIR, LOC117191854|XP_033252512.1|DMIR	LOC120430378|XP_039451410.1|CPIP
OG0001230	LOC117190545|XP_033251496.1|DMIR, LOC117189458|XP_033250477.1|DMIR, LOC117189459|XP_033250478.1|DMIR, LOC117189470|XP_033250494.1|DMIR, LOC117190544|XP_033251495.1|DMIR, LOC117189460|XP_033250479.1|DMIR, LOC108160123|XP_017149405.1|DMIR, LOC117189452|XP_033250468.1|DMIR, LOC117190547|XP_033251498.1|DMIR, LOC117190546|XP_033251497.1|DMIR	LOC120422782|XP_039442254.1|CPIP
OG0001231	LOC108161913|XP_017151814.1|DMIR	LOC120419802|XP_039438571.1|CPIP
OG0001233	LOC108162942|XP_017153422.1|DMIR	LOC120419669|XP_039438368.1|CPIP
OG0001234	LOC108158581|XP_017146513.1|DMIR, LOC117194186|XP_033254736.1|DMIR	LOC120414574|XP_039431745.1|CPIP
OG0001235	LOC108163988|XP_017155042.1|DMIR	LOC120417314|XP_039435211.1|CPIP, LOC120431742|XP_039452801.1|CPIP, LOC120431749|XP_039452807.1|CPIP, LOC120431747|XP_039452806.1|CPIP, LOC120417299|XP_039435183.1|CPIP, LOC120417300|XP_039435184.1|CPIP
OG0001236	LOC108151625|XP_017135813.1|DMIR	LOC120423226|XP_039442868.1|CPIP
OG0001237	LOC108154801|XP_017140688.1|DMIR	LOC120414317|XP_039431388.1|CPIP
OG0001238	LOC108155059|XP_017141132.1|DMIR	LOC120426763|XP_039447471.1|CPIP
OG0001240	LOC108157833|XP_017145525.1|DMIR	LOC120421246|XP_039440381.1|CPIP, LOC120420595|XP_039439605.1|CPIP, LOC120421250|XP_039440383.1|CPIP
OG0001241	LOC108160571|XP_017150145.1|DMIR, LOC117190374|XP_033251346.1|DMIR, LOC108154973|XP_017140980.1|DMIR	LOC120417870|XP_039436024.1|CPIP
OG0001242	LOC108163347|XP_017154076.1|DMIR, LOC108153068|XP_017138340.1|DMIR	LOC120425656|XP_039446171.1|CPIP
OG0001244	LOC108160647|XP_033245165.1|DMIR, LOC108156406|XP_017143337.1|DMIR	LOC120421573|XP_039440738.1|CPIP, LOC120421830|XP_039441041.1|CPIP
OG0001245	LOC108153934|XP_017139520.1|DMIR	LOC120423077|XP_039442687.1|CPIP, LOC120430091|XP_039451112.1|CPIP, LOC120423090|XP_039442699.1|CPIP, LOC120421067|XP_039440146.1|CPIP, LOC120423067|XP_039442673.1|CPIP, LOC120423076|XP_039442686.1|CPIP
OG0001246	LOC117188431|XP_033248200.1|DMIR	LOC120421869|XP_039441099.1|CPIP, LOC120421861|XP_039441094.1|CPIP, LOC120421865|XP_039441097.1|CPIP
OG0001247	LOC117187834|XP_033246597.1|DMIR, LOC117189493|XP_033250523.1|DMIR, LOC117187837|XP_033246599.1|DMIR, LOC117187836|XP_033246598.1|DMIR, LOC117187744|XP_033246437.1|DMIR, LOC117187741|XP_033246432.1|DMIR, LOC117189492|XP_033250519.1|DMIR, LOC117187833|XP_033246593.1|DMIR	LOC120432576|XP_039453739.1|CPIP
OG0001248	LOC108152264|XP_017136968.1|DMIR	LOC120422204|XP_039441519.1|CPIP
OG0001249	LOC108154906|XP_017140851.1|DMIR	LOC120423895|XP_039443810.1|CPIP
OG0001256	LOC108165228|XP_033242595.1|DMIR, LOC108158023|XP_017145655.1|DMIR	LOC120422406|XP_039441758.1|CPIP
OG0001257	LOC108164394|XP_033250161.1|DMIR	LOC120413281|XP_039429947.1|CPIP
OG0001258	LOC108155808|XP_017142377.1|DMIR	LOC120432334|XP_039453457.1|CPIP
OG0001259	LOC108162699|XP_017153045.1|DMIR	LOC120430956|XP_039452022.1|CPIP, LOC120416739|XP_039434507.1|CPIP
OG0001260	LOC108157135|XP_017144525.1|DMIR	LOC120420175|XP_039439075.1|CPIP, LOC120420182|XP_039439091.1|CPIP
OG0001261	LOC108161346|XP_017151072.1|DMIR, LOC108162253|XP_017152393.1|DMIR	LOC120427227|XP_039448025.1|CPIP
OG0001263	LOC108161281|XP_033250003.1|DMIR, LOC117189102|XP_033249990.1|DMIR, LOC117188699|XP_033248831.1|DMIR, LOC117188700|XP_033248832.1|DMIR, LOC117188973|XP_033249631.1|DMIR, LOC108155349|XP_017141597.2|DMIR	LOC120432642|XP_039453825.1|CPIP
OG0001264	LOC108164151|XP_017155244.2|DMIR	LOC120429252|XP_039450399.1|CPIP, LOC120426464|XP_039447160.1|CPIP
OG0001265	LOC108157372|XP_033247158.1|DMIR	LOC120428458|XP_039449403.1|CPIP
OG0001266	LOC108159856|XP_017148944.1|DMIR	LOC120417192|XP_039435093.1|CPIP
OG0001267	LOC108154761|XP_017140631.1|DMIR	LOC120424506|XP_039444591.1|CPIP, LOC120426739|XP_039447450.1|CPIP
OG0001269	LOC108159849|XP_033253926.1|DMIR, LOC117187930|XP_033246797.1|DMIR	LOC120429645|XP_039450605.1|CPIP
OG0001270	LOC108155145|XP_017141288.1|DMIR	LOC120425363|XP_039445806.1|CPIP, LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP
OG0001271	LOC108158457|XP_017146235.1|DMIR, LOC117191921|XP_033252559.1|DMIR	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP, LOC120419744|XP_039438480.1|CPIP
OG0001272	LOC108151032|XP_033242646.1|DMIR, LOC117186247|XP_033242644.1|DMIR, LOC117186248|XP_033242649.1|DMIR, LOC108165301|XP_033242648.1|DMIR	LOC120424869|XP_039445058.1|CPIP
OG0001273	LOC108154575|XP_017140364.1|DMIR	LOC120429935|XP_039450967.1|CPIP
OG0001274	LOC108151717|XP_017135977.1|DMIR	LOC120418048|XP_039436233.1|CPIP
OG0001276	LOC108152778|XP_017137849.1|DMIR, LOC108161461|XP_017151213.1|DMIR	LOC120413456|XP_039430225.1|CPIP
OG0001277	LOC108152716|XP_017137739.1|DMIR	LOC120424852|XP_039445035.1|CPIP
OG0001278	LOC108152532|XP_017137428.1|DMIR, LOC108161441|XP_017151192.1|DMIR	LOC120419963|XP_039438765.1|CPIP
OG0001279	LOC108153003|XP_017138233.1|DMIR	LOC120419970|XP_039438780.1|CPIP
OG0001280	LOC108151532|XP_017135674.1|DMIR	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP
OG0001281	LOC108150821|XP_017134617.1|DMIR	LOC120421671|XP_039440836.1|CPIP, LOC120421627|XP_039440789.1|CPIP
OG0001282	LOC108163644|XP_017154543.1|DMIR	LOC120429812|XP_039450796.1|CPIP, LOC120425025|XP_039445333.1|CPIP
