Orthogroup	DMIR.longest_only	HILL.longest_only
OG0001727	LOC108157234|XP_017144682.1|DMIR	LOC119652567|XP_037912708.1|HILL
OG0001728	LOC108158697|XP_017146721.1|DMIR, LOC117192428|XP_033252991.1|DMIR, LOC117192429|XP_033252992.1|DMIR, LOC117192181|XP_033252739.1|DMIR, LOC117192180|XP_033252737.1|DMIR	LOC119653008|XP_037913368.1|HILL, LOC119652940|XP_037913258.1|HILL
OG0001729	LOC117191372|XP_033252151.1|DMIR, LOC117188159|XP_033247473.1|DMIR, LOC117195255|XP_033255768.1|DMIR, LOC117187709|XP_033246320.1|DMIR, LOC117188160|XP_033247474.1|DMIR, LOC117185966|XP_033252646.1|DMIR, LOC108158555|XP_033246310.1|DMIR	LOC119661747|XP_037927141.1|HILL
OG0001730	LOC108162295|XP_017152448.1|DMIR	LOC119646998|XP_037903652.1|HILL
OG0001731	LOC108158461|XP_017146237.1|DMIR	LOC119661387|XP_037926637.1|HILL
OG0001732	LOC108162144|XP_017152214.1|DMIR	LOC119648975|XP_037906825.1|HILL
OG0001733	LOC108159643|XP_017148600.1|DMIR	LOC119646388|XP_037902759.1|HILL
OG0001734	LOC117192224|XP_033252785.1|DMIR, LOC117193463|XP_033254115.1|DMIR, LOC108160524|XP_017150069.1|DMIR	LOC119661548|XP_037926861.1|HILL
OG0001735	LOC108157684|XP_017145339.1|DMIR, LOC108151352|XP_017135398.2|DMIR, LOC117186233|XP_033242573.1|DMIR	LOC119650184|XP_037908668.1|HILL
OG0001736	LOC108160705|XP_017150364.1|DMIR, LOC117191284|XP_033252084.1|DMIR	LOC119661518|XP_037926821.1|HILL
OG0001737	LOC117194124|XP_033254661.1|DMIR, LOC108158676|XP_017146694.1|DMIR, LOC117194125|XP_033254662.1|DMIR	LOC119660090|XP_037924397.1|HILL
OG0001738	LOC108163594|XP_017154466.1|DMIR, LOC108150944|XP_017134767.1|DMIR	LOC119648310|XP_037905918.1|HILL
OG0001739	LOC108160664|XP_017150296.1|DMIR	LOC119660084|XP_037924392.1|HILL
OG0001740	LOC108158532|XP_017146418.1|DMIR, LOC117192288|XP_033252837.1|DMIR	LOC119661112|XP_037926235.1|HILL
OG0001741	LOC108154643|XP_017140461.2|DMIR	LOC119646911|XP_037903510.1|HILL
OG0001742	LOC108158527|XP_017146398.1|DMIR	LOC119649624|XP_037907787.1|HILL
OG0001743	LOC108152668|XP_017137654.1|DMIR	LOC119648346|XP_037905970.1|HILL
OG0001744	LOC117187768|XP_033246477.1|DMIR, LOC108160488|XP_017150000.1|DMIR, LOC117190709|XP_033251666.1|DMIR	LOC119649874|XP_037908212.1|HILL
OG0001745	LOC108160643|XP_033246980.1|DMIR, LOC117191525|XP_033252257.1|DMIR	LOC119660852|XP_037925677.1|HILL
OG0001746	LOC117186364|XP_033242969.1|DMIR, LOC117186361|XP_033242966.1|DMIR, LOC117186667|XP_033243598.1|DMIR, LOC108152157|XP_017136766.2|DMIR, LOC117186666|XP_033243597.1|DMIR	LOC119648796|XP_037906569.1|HILL
OG0001747	LOC117185806|XP_033254228.1|DMIR, LOC108159549|XP_017148440.1|DMIR	LOC119661675|XP_037927040.1|HILL
OG0001748	LOC108153634|XP_017139226.2|DMIR	LOC119648513|XP_037906210.1|HILL
OG0001749	LOC117193450|XP_033254097.1|DMIR, LOC108159538|XP_017148403.1|DMIR	LOC119647052|XP_037903738.1|HILL
OG0001750	LOC117193451|XP_033254098.1|DMIR, LOC108159533|XP_017148396.1|DMIR	LOC119656311|XP_037918690.1|HILL
OG0001751	LOC108150941|XP_017134762.1|DMIR	LOC119647600|XP_037904554.1|HILL
OG0001752	LOC108153780|XP_017139411.1|DMIR	LOC119648958|XP_037906804.1|HILL
OG0001753	LOC108153227|XP_017138546.1|DMIR	LOC119649117|XP_037907046.1|HILL
OG0001754	LOC117193921|XP_033254481.1|DMIR, LOC117192694|XP_033253324.1|DMIR, LOC108159264|XP_017147899.1|DMIR	LOC119661680|XP_037927046.1|HILL
OG0001755	LOC108151647|XP_017135842.1|DMIR	LOC119649001|XP_037906870.1|HILL, LOC119648998|XP_037906857.1|HILL
OG0001756	LOC117192679|XP_033253295.1|DMIR, LOC108160368|XP_033246397.1|DMIR	LOC119646516|XP_037902900.1|HILL
OG0001757	LOC108160369|XP_017149830.1|DMIR, LOC117193578|XP_033254212.1|DMIR	LOC119655543|XP_037917390.1|HILL
OG0001758	LOC108153300|XP_033242517.1|DMIR	LOC119648834|XP_037906624.1|HILL
OG0001759	LOC108159299|XP_017147958.1|DMIR	LOC119646476|XP_037902858.1|HILL
OG0001760	LOC108158824|XP_017147010.1|DMIR, LOC108159368|XP_017148084.1|DMIR, LOC108164506|XP_017155779.1|DMIR	LOC119648400|XP_037906104.1|HILL
OG0001761	LOC117190721|XP_033251680.1|DMIR, LOC117187797|XP_033246539.1|DMIR, LOC117187795|XP_033246538.1|DMIR, LOC117188423|XP_033248182.1|DMIR, LOC108157971|XP_033248180.1|DMIR	LOC119652565|XP_037912706.1|HILL
OG0001762	LOC108164001|XP_017155062.1|DMIR	LOC119651874|XP_037911610.1|HILL
OG0001763	LOC108161908|XP_017151797.1|DMIR	LOC119651913|XP_037911667.1|HILL
OG0001764	LOC108154141|XP_017139767.1|DMIR	LOC119659463|XP_037923478.1|HILL
OG0001765	LOC117185877|XP_033253033.1|DMIR, LOC108160347|XP_033247113.1|DMIR	LOC119661249|XP_037926416.1|HILL
OG0001766	LOC108163062|XP_017153622.1|DMIR	LOC119650699|XP_037909613.1|HILL
OG0001767	LOC108161169|XP_033250047.1|DMIR, LOC108161409|XP_017151148.2|DMIR	LOC119647214|XP_037903968.1|HILL
OG0001768	LOC108161823|XP_017151670.1|DMIR, LOC117188593|XP_033248470.1|DMIR, LOC117188594|XP_033248471.1|DMIR	LOC119654969|XP_037916560.1|HILL
OG0001769	LOC108161243|XP_017150956.1|DMIR	LOC119652173|XP_037912046.1|HILL
OG0001770	LOC108163148|XP_017153753.2|DMIR	LOC119647062|XP_037903747.1|HILL
OG0001771	LOC108164049|XP_017155115.1|DMIR	LOC119651116|XP_037910422.1|HILL
OG0001772	LOC108163451|XP_033248711.1|DMIR	LOC119661431|XP_037926704.1|HILL
OG0001773	LOC108163048|XP_017153605.1|DMIR	LOC119652398|XP_037912433.1|HILL
OG0001774	LOC108159156|XP_017147643.1|DMIR, LOC117192580|XP_033253188.1|DMIR	LOC119647111|XP_037903818.1|HILL
OG0001776	LOC108163205|XP_017153845.1|DMIR	LOC119651493|XP_037911035.1|HILL
OG0001777	LOC108162855|XP_017153289.1|DMIR	LOC119650180|XP_037908664.1|HILL
OG0001778	LOC108159822|XP_033242689.1|DMIR, LOC108161889|XP_017151773.1|DMIR	LOC119653702|XP_037914504.1|HILL
OG0001779	LOC108162045|XP_017152061.2|DMIR	LOC119651725|XP_037911377.1|HILL
OG0001780	LOC108159775|XP_017148823.2|DMIR, LOC117185774|XP_033248391.1|DMIR	LOC119646630|XP_037903066.1|HILL
OG0001781	LOC108162747|XP_033249934.1|DMIR	LOC119653022|XP_037913393.1|HILL
OG0001782	LOC108163781|XP_017154749.1|DMIR	LOC119652414|XP_037912459.1|HILL
OG0001783	LOC108162342|XP_017152527.1|DMIR	LOC119652306|XP_037912244.1|HILL
OG0001784	LOC108161528|XP_017151296.1|DMIR	LOC119646844|XP_037903394.1|HILL
OG0001785	LOC117192722|XP_033253350.1|DMIR, LOC108158099|XP_017145755.1|DMIR	LOC119646632|XP_037903070.1|HILL, LOC119646635|XP_037903076.1|HILL
OG0001786	LOC108163719|XP_017154658.1|DMIR	LOC119646394|XP_037902766.1|HILL
OG0001787	LOC108162162|XP_017152242.1|DMIR	LOC119646256|XP_037902584.1|HILL
OG0001788	LOC108159136|XP_017147619.2|DMIR, LOC117186993|XP_033244421.1|DMIR, LOC108154868|XP_017140795.2|DMIR, LOC117186994|XP_033244422.1|DMIR	LOC119657844|XP_037920894.1|HILL
OG0001789	LOC108159381|XP_017148101.1|DMIR	LOC119648971|XP_037906821.1|HILL
OG0001790	LOC108162856|XP_033248621.1|DMIR	LOC119646437|XP_037902816.1|HILL
OG0001791	LOC117185737|XP_033252103.1|DMIR, LOC108159408|XP_017148138.1|DMIR	LOC119650337|XP_037908927.1|HILL
OG0001792	LOC108161703|XP_017151507.1|DMIR	LOC119646135|XP_037902415.1|HILL
OG0001793	LOC117190671|XP_033251626.1|DMIR, LOC108159524|XP_017148378.2|DMIR	LOC119647243|XP_037904036.1|HILL
OG0001794	LOC108161888|XP_017151772.1|DMIR	LOC119647312|XP_037904158.1|HILL
OG0001796	LOC108158022|XP_033245396.1|DMIR	LOC119653945|XP_037915034.1|HILL
OG0001797	LOC108164513|XP_017155784.1|DMIR	LOC119661047|XP_037926168.1|HILL
OG0001798	LOC117194957|XP_033255325.1|DMIR, LOC117194962|XP_033255334.1|DMIR	LOC119655793|XP_037917815.1|HILL, LOC119655542|XP_037917386.1|HILL
OG0001800	LOC108164097|XP_017155174.1|DMIR	LOC119647110|XP_037903816.1|HILL
OG0001801	LOC108152537|XP_017137435.1|DMIR	LOC119649603|XP_037907747.1|HILL
OG0001802	LOC117187355|XP_033245735.1|DMIR, LOC117187354|XP_033245732.1|DMIR, LOC117187353|XP_033245731.1|DMIR, LOC108154854|XP_017140764.2|DMIR	LOC119660149|XP_037924477.1|HILL
OG0001803	LOC108156409|XP_017143343.1|DMIR, LOC108155660|XP_017142111.1|DMIR	LOC119659364|XP_037923344.1|HILL
OG0001804	LOC108155962|XP_017142624.1|DMIR	LOC119659141|XP_037923003.1|HILL
OG0001805	LOC108165458|XP_017156985.1|DMIR	LOC119648083|XP_037905500.1|HILL
OG0001806	LOC108155364|XP_017141614.1|DMIR	LOC119658939|XP_037922721.1|HILL
OG0001807	LOC108157481|XP_017145055.1|DMIR	LOC119658706|XP_037922243.1|HILL
OG0001809	LOC117187236|XP_033245375.1|DMIR, LOC117187237|XP_033245377.1|DMIR, LOC117187230|XP_033245368.1|DMIR, LOC108155845|XP_017142446.2|DMIR, LOC117187231|XP_033245369.1|DMIR, LOC117187235|XP_033245373.1|DMIR	LOC119660235|XP_037924611.1|HILL
OG0001810	LOC108157254|XP_017144721.1|DMIR	LOC119648878|XP_037906698.1|HILL
OG0001811	LOC117191044|XP_033251903.1|DMIR, LOC108160577|XP_017150152.1|DMIR	LOC119656076|XP_037918285.1|HILL
OG0001812	LOC108165122|XP_017156678.1|DMIR	LOC119651076|XP_037910345.1|HILL
OG0001813	LOC108154978|XP_017141002.1|DMIR	LOC119660390|XP_037924842.1|HILL
OG0001814	LOC108155824|XP_017142402.1|DMIR	LOC119658850|XP_037922528.1|HILL
OG0001815	LOC108153069|XP_017138338.2|DMIR, LOC117188320|XP_033247866.1|DMIR, LOC108154746|XP_017140607.1|DMIR, LOC117187077|XP_033244806.1|DMIR	LOC119660115|XP_037924432.1|HILL
OG0001816	LOC117190833|XP_033251758.1|DMIR, LOC108159255|XP_017147874.1|DMIR	LOC119655746|XP_037917728.1|HILL
OG0001817	LOC108158795|XP_017146969.1|DMIR	LOC119653661|XP_037914419.1|HILL
OG0001818	LOC108164872|XP_017156304.1|DMIR	LOC119655406|XP_037917217.1|HILL
OG0001819	LOC108160057|XP_017149293.1|DMIR, LOC117192323|XP_033252864.1|DMIR, LOC117192321|XP_033252862.1|DMIR	LOC119655833|XP_037917869.1|HILL
OG0001820	LOC108163922|XP_033248901.1|DMIR, LOC108163390|XP_017154135.1|DMIR, LOC108164940|XP_017156417.1|DMIR	LOC119654292|XP_037915524.1|HILL
OG0001821	LOC117193422|XP_033254066.1|DMIR, LOC117193674|XP_033254301.1|DMIR, LOC117193419|XP_033254063.1|DMIR, LOC108160748|XP_017150429.1|DMIR	LOC119654320|XP_037915574.1|HILL
OG0001822	LOC108161005|XP_033254161.1|DMIR, LOC117185820|XP_033248219.1|DMIR	LOC119654392|XP_037915694.1|HILL, LOC119654840|XP_037916346.1|HILL
OG0001823	LOC108152924|XP_017138094.1|DMIR	LOC119649125|XP_037907058.1|HILL
OG0001824	LOC108162010|XP_017151990.1|DMIR	LOC119660170|XP_037924504.1|HILL
OG0001825	LOC117185934|XP_033254549.1|DMIR, LOC108159163|XP_017147659.1|DMIR	LOC119655946|XP_037918065.1|HILL
OG0001826	LOC117193417|XP_033254061.1|DMIR, LOC108160588|XP_017150172.1|DMIR	LOC119655762|XP_037917745.1|HILL
OG0001827	LOC108159222|XP_017147812.1|DMIR	LOC119654394|XP_037915702.1|HILL
OG0001828	LOC108156147|XP_017142962.1|DMIR	LOC119653863|XP_037914848.1|HILL
OG0001829	LOC117191641|XP_033252340.1|DMIR, LOC108160803|XP_017150513.1|DMIR, LOC117189824|XP_033250779.1|DMIR	LOC119655295|XP_037917043.1|HILL
OG0001830	LOC108160657|XP_017150283.1|DMIR, LOC117190843|XP_033251764.1|DMIR, LOC117191591|XP_033252305.1|DMIR, LOC117191590|XP_033252304.1|DMIR	LOC119655843|XP_037917883.1|HILL
OG0001831	LOC108165341|XP_017156863.1|DMIR	LOC119647884|XP_037905100.1|HILL
OG0001832	LOC108164438|XP_033246267.1|DMIR	LOC119660892|XP_037925751.1|HILL
OG0001833	LOC117188177|XP_033247519.1|DMIR, LOC117191280|XP_033252080.1|DMIR	LOC119654266|XP_037915461.1|HILL
OG0001834	LOC108155378|XP_017141640.1|DMIR	LOC119651393|XP_037910903.1|HILL
OG0001848	LOC108154147|XP_033244691.1|DMIR	LOC119650675|XP_037909558.1|HILL
OG0001849	LOC108155999|XP_017142688.1|DMIR	LOC119650802|XP_037909869.1|HILL
OG0001850	LOC108164467|XP_017155698.1|DMIR	LOC119660900|XP_037925766.1|HILL
OG0001851	LOC108164440|XP_017155630.1|DMIR	LOC119660999|XP_037926025.1|HILL
OG0001852	LOC108153265|XP_017138617.1|DMIR	LOC119648791|XP_037906565.1|HILL
OG0001853	LOC108155077|XP_017141169.2|DMIR	LOC119651794|XP_037911489.1|HILL
OG0001854	LOC108158766|XP_017146882.2|DMIR, LOC117187127|XP_033245027.1|DMIR	LOC119657167|XP_037919880.1|HILL
OG0001855	LOC108158370|XP_017146112.1|DMIR, LOC117192983|XP_033253601.1|DMIR	LOC119657085|XP_037919768.1|HILL
OG0001856	LOC108162502|XP_017152769.1|DMIR	LOC119656794|XP_037919330.1|HILL
OG0001857	LOC108164580|XP_017155888.1|DMIR	LOC119658348|XP_037921631.1|HILL
OG0001858	LOC108164717|XP_017156090.1|DMIR	LOC119658315|XP_037921567.1|HILL
OG0001859	LOC108159869|XP_017148962.1|DMIR	LOC119656734|XP_037919204.1|HILL
OG0001860	LOC108152929|XP_017138104.1|DMIR	LOC119648757|XP_037906511.1|HILL
OG0001861	LOC117187248|XP_033245400.1|DMIR, LOC108155902|XP_033245397.1|DMIR	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL
OG0001862	LOC108164659|XP_017156001.1|DMIR	LOC119656726|XP_037919181.1|HILL, LOC119656727|XP_037919183.1|HILL
OG0001863	LOC108160992|XP_017150790.1|DMIR	LOC119657322|XP_037920111.1|HILL
OG0001864	LOC108154926|XP_033244992.1|DMIR	LOC119661721|XP_037927106.1|HILL
OG0001865	LOC108151685|XP_017135918.1|DMIR	LOC119657944|XP_037921064.1|HILL
OG0001866	LOC108155997|XP_017142684.1|DMIR	LOC119659495|XP_037923540.1|HILL
OG0001867	LOC108151384|XP_017135441.1|DMIR	LOC119647424|XP_037904251.1|HILL
OG0001868	LOC108163085|XP_017153654.1|DMIR	LOC119652674|XP_037912867.1|HILL
OG0001869	LOC108157824|XP_017145513.1|DMIR	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL
OG0001870	LOC108154350|XP_017140108.1|DMIR	LOC119646980|XP_037903618.1|HILL
OG0001871	LOC108158091|XP_017145742.2|DMIR, LOC117188481|XP_033248308.1|DMIR	LOC119657333|XP_037920130.1|HILL, LOC119657197|XP_037919930.1|HILL, LOC119657102|XP_037919785.1|HILL, LOC119657440|XP_037920276.1|HILL, LOC119657585|XP_037920492.1|HILL, LOC119657304|XP_037920092.1|HILL
OG0001872	LOC108157555|XP_017145148.1|DMIR	LOC119657360|XP_037920160.1|HILL
OG0001873	LOC108156939|XP_017144191.1|DMIR	LOC119652394|XP_037912429.1|HILL
OG0001874	LOC108154085|XP_017139688.1|DMIR	LOC119657327|XP_037920118.1|HILL
OG0001875	LOC108155507|XP_017141836.2|DMIR	LOC119646791|XP_037903303.1|HILL
OG0001876	LOC117186089|XP_033242080.1|DMIR, LOC117186645|XP_033243572.1|DMIR	LOC119658387|XP_037921683.1|HILL
OG0001877	LOC108159225|XP_017147819.1|DMIR	LOC119657237|XP_037919979.1|HILL
OG0001878	LOC108156254|XP_017143094.1|DMIR	LOC119656553|XP_037918847.1|HILL
OG0001879	LOC108154072|XP_017139655.1|DMIR	LOC119658469|XP_037921815.1|HILL
OG0001880	LOC108154041|XP_033245434.1|DMIR, LOC108156946|XP_033244839.1|DMIR	LOC119653041|XP_037913425.1|HILL, LOC119651221|XP_037910605.1|HILL
OG0001881	LOC108154548|XP_017140340.2|DMIR	LOC119658476|XP_037921841.1|HILL
OG0001882	LOC108155602|XP_017142013.1|DMIR	LOC119657673|XP_037920627.1|HILL
OG0001883	LOC108156814|XP_033244995.1|DMIR	LOC119651092|XP_037910374.1|HILL
OG0001884	LOC108155667|XP_017142120.1|DMIR	LOC119650850|XP_037909924.1|HILL
OG0001885	LOC108162298|XP_017152453.1|DMIR	LOC119657133|XP_037919832.1|HILL
OG0001886	LOC108155773|XP_017142319.1|DMIR	LOC119651262|XP_037910690.1|HILL
OG0001887	LOC108158633|XP_017146602.1|DMIR, LOC117189625|XP_033250635.1|DMIR	LOC119654633|XP_037916033.1|HILL
OG0001888	LOC108157321|XP_017144826.1|DMIR	LOC119646671|XP_037903129.1|HILL
OG0001889	LOC108157382|XP_017144901.1|DMIR, LOC108158523|XP_017146396.1|DMIR	LOC119656485|XP_037918737.1|HILL
OG0001890	LOC108156826|XP_017144018.1|DMIR, LOC108153279|XP_017138636.1|DMIR	LOC119651162|XP_037910508.1|HILL
OG0001891	LOC108157065|XP_033245079.1|DMIR	LOC119652430|XP_037912482.1|HILL
OG0001892	LOC108156468|XP_017143421.1|DMIR	LOC119650670|XP_037909548.1|HILL
OG0001893	LOC108155734|XP_017142239.1|DMIR	LOC119652824|XP_037913081.1|HILL
OG0001894	LOC117189663|XP_033250660.1|DMIR, LOC108158981|XP_017147314.1|DMIR	LOC119652620|XP_037912792.1|HILL
OG0001895	LOC117194633|XP_033255043.1|DMIR, LOC108164443|XP_017155636.1|DMIR	LOC119658873|XP_037922570.1|HILL
OG0001897	LOC117186801|XP_033243980.1|DMIR, LOC117186802|XP_033243981.1|DMIR, LOC117186800|XP_033243978.1|DMIR, LOC108154892|XP_033243979.1|DMIR, LOC108153980|XP_033244133.1|DMIR	LOC119656602|XP_037918959.1|HILL
OG0001898	LOC108161288|XP_033249467.1|DMIR, LOC117188940|XP_033249486.1|DMIR, LOC108164564|XP_017155869.2|DMIR	LOC119658001|XP_037921149.1|HILL
OG0001899	LOC108157274|XP_017144759.1|DMIR	LOC119651575|XP_037911139.1|HILL
OG0001900	LOC108151214|XP_017135183.1|DMIR	LOC119648331|XP_037905953.1|HILL
OG0001901	LOC108163204|XP_033248477.1|DMIR	LOC119651068|XP_037910333.1|HILL
OG0001902	LOC108154923|XP_033245642.1|DMIR	LOC119652347|XP_037912302.1|HILL
OG0001903	LOC117187278|XP_033245509.1|DMIR, LOC108156141|XP_033245783.1|DMIR, LOC117188309|XP_033247840.1|DMIR, LOC117188292|XP_033247765.1|DMIR	LOC119652506|XP_037912622.1|HILL
OG0001904	LOC108155091|XP_017141202.1|DMIR	LOC119652679|XP_037912878.1|HILL
OG0001906	LOC108156679|XP_033244517.1|DMIR	LOC119650954|XP_037910123.1|HILL, LOC119650953|XP_037910117.1|HILL
OG0001907	LOC108164644|XP_017155983.1|DMIR	LOC119652852|XP_037913137.1|HILL
OG0001908	LOC108155280|XP_017141478.1|DMIR	LOC119651753|XP_037911418.1|HILL
OG0001909	LOC108165174|XP_017156735.1|DMIR, LOC108164402|XP_033246370.1|DMIR	LOC119657004|XP_037919671.1|HILL
OG0001910	LOC108156726|XP_017143869.1|DMIR	LOC119652713|XP_037912926.1|HILL
OG0001911	LOC108156326|XP_033244586.1|DMIR	LOC119651203|XP_037910572.1|HILL
OG0001912	LOC108160918|XP_017150686.1|DMIR	LOC119647546|XP_037904464.1|HILL, LOC119647543|XP_037904461.1|HILL, LOC119647547|XP_037904465.1|HILL, LOC119647548|XP_037904466.1|HILL
OG0001914	LOC108154977|XP_033245332.1|DMIR	LOC119650748|XP_037909758.1|HILL
OG0001915	LOC108152445|XP_017137281.1|DMIR	LOC119649037|XP_037906924.1|HILL
OG0001916	LOC117187952|XP_033246845.1|DMIR, LOC117188086|XP_033247303.1|DMIR, LOC117188182|XP_033247549.1|DMIR, LOC117188137|XP_033247389.1|DMIR, LOC108160140|XP_017149437.2|DMIR	LOC119659318|XP_037923266.1|HILL
OG0001917	LOC108153548|XP_017139103.1|DMIR, LOC108165372|XP_017156897.1|DMIR	LOC119648161|XP_037905664.1|HILL
OG0001918	LOC108151793|XP_017136130.1|DMIR	LOC119648279|XP_037905861.1|HILL
OG0001919	LOC108159738|XP_017148764.2|DMIR, LOC117187908|XP_033246743.1|DMIR	LOC119661109|XP_037926233.1|HILL, LOC119660811|XP_037925584.1|HILL
OG0001920	LOC108165586|XP_017157147.1|DMIR	LOC119650198|XP_037908693.1|HILL
OG0001921	LOC117188101|XP_033247330.1|DMIR, LOC117188106|XP_033247335.1|DMIR, LOC108159472|XP_017148284.2|DMIR	LOC119650073|XP_037908499.1|HILL
OG0001922	LOC108158363|XP_017146106.2|DMIR, LOC117188464|XP_033248268.1|DMIR	LOC119650082|XP_037908513.1|HILL
OG0001923	LOC108153288|XP_017138651.1|DMIR	LOC119650384|XP_037909052.1|HILL
OG0001924	LOC117188899|XP_033249348.1|DMIR, LOC117186222|XP_033242511.1|DMIR	LOC119647996|XP_037905309.1|HILL
OG0001925	LOC108151065|XP_017134933.2|DMIR	LOC119649855|XP_037908139.1|HILL, LOC119650048|XP_037908461.1|HILL
OG0001926	LOC108153430|XP_017138921.1|DMIR	LOC119649480|XP_037907577.1|HILL
OG0001927	LOC117190011|XP_033250993.1|DMIR, LOC108158146|XP_017145855.1|DMIR	LOC119646736|XP_037903241.1|HILL
OG0001928	LOC108155998|XP_017142687.1|DMIR, LOC108151427|XP_017135508.1|DMIR	LOC119647619|XP_037904589.1|HILL
OG0001929	LOC108151193|XP_017135129.1|DMIR	LOC119656183|XP_037918461.1|HILL, LOC119647768|XP_037904830.1|HILL
OG0001930	LOC117189825|XP_033250780.1|DMIR, LOC108159815|XP_017148874.1|DMIR	LOC119651261|XP_037910688.1|HILL
OG0001931	LOC108153127|XP_017138405.2|DMIR	LOC119648402|XP_037906072.1|HILL
OG0001932	LOC108151925|XP_017136333.1|DMIR	LOC119648398|XP_037906067.1|HILL
OG0001933	LOC117188298|XP_033247816.1|DMIR, LOC108159022|XP_017147421.1|DMIR	LOC119648765|XP_037906522.1|HILL
OG0001934	LOC108151192|XP_017135128.1|DMIR	LOC119649388|XP_037907437.1|HILL
OG0001935	LOC108151283|XP_017135301.1|DMIR	LOC119648672|XP_037906388.1|HILL, LOC119649360|XP_037907401.1|HILL
OG0001937	LOC117187884|XP_033246695.1|DMIR, LOC108159752|XP_017148785.1|DMIR, LOC117190000|XP_033250974.1|DMIR	LOC119661170|XP_037926313.1|HILL
OG0001938	LOC117193626|XP_033254260.1|DMIR, LOC108158916|XP_017147203.1|DMIR, LOC117193630|XP_033254267.1|DMIR	LOC119661149|XP_037926289.1|HILL
OG0001939	LOC117189867|XP_033250831.1|DMIR, LOC108159603|XP_017148546.1|DMIR	LOC119659184|XP_037923072.1|HILL
OG0001940	LOC108159125|XP_017147599.1|DMIR, LOC117190004|XP_033250983.1|DMIR	LOC119647200|XP_037903942.1|HILL
OG0001941	LOC108165590|XP_033243951.1|DMIR, LOC117186793|XP_033243954.1|DMIR, LOC117186794|XP_033243958.1|DMIR, LOC117186795|XP_033243961.1|DMIR	LOC119648112|XP_037905558.1|HILL
OG0001943	LOC108151285|XP_017135305.1|DMIR	LOC119649455|XP_037907537.1|HILL, LOC119649625|XP_037907788.1|HILL, LOC119649112|XP_037907039.1|HILL
OG0001944	LOC108151930|XP_017136344.1|DMIR	LOC119649745|XP_037907962.1|HILL
OG0001945	LOC108160309|XP_017149712.1|DMIR, LOC117185689|XP_033253786.1|DMIR	LOC119661393|XP_037926646.1|HILL
OG0001946	LOC117193040|XP_033253667.1|DMIR, LOC108158125|XP_017145796.1|DMIR	LOC119653908|XP_037914985.1|HILL
OG0001947	LOC117193563|XP_033254201.1|DMIR, LOC108159577|XP_017148514.1|DMIR	LOC119661314|XP_037926534.1|HILL
OG0001948	LOC108162848|XP_017153284.1|DMIR	LOC119648154|XP_037905653.1|HILL
OG0001949	LOC108153345|XP_033242879.1|DMIR	LOC119649181|XP_037907136.1|HILL
OG0001950	LOC108155501|XP_017141824.1|DMIR	LOC119661016|XP_037926092.1|HILL
OG0001951	LOC108158563|XP_017146476.1|DMIR, LOC117189861|XP_033250822.1|DMIR	LOC119647100|XP_037903799.1|HILL
OG0001952	LOC108159932|XP_033246782.1|DMIR	LOC119659888|XP_037924136.1|HILL
OG0001953	LOC117193670|XP_033254297.1|DMIR, LOC108160575|XP_017150151.1|DMIR	LOC119661457|XP_037926741.1|HILL
OG0001954	LOC108158995|XP_017147347.1|DMIR	LOC119647112|XP_037903819.1|HILL
OG0001955	LOC108158137|XP_017145839.1|DMIR, LOC117192369|XP_033252924.1|DMIR	LOC119647118|XP_037903833.1|HILL
OG0001956	LOC108152329|XP_017137065.1|DMIR	LOC119647496|XP_037904382.1|HILL
OG0001957	LOC108159033|XP_017147443.1|DMIR, LOC117189789|XP_033250749.1|DMIR, LOC117189790|XP_033250750.1|DMIR	LOC119659267|XP_037923194.1|HILL
OG0001958	LOC117194036|XP_033254568.1|DMIR, LOC108159207|XP_017147770.1|DMIR	LOC119661584|XP_037926911.1|HILL
OG0001959	LOC108153037|XP_017138282.1|DMIR	LOC119648719|XP_037906455.1|HILL
OG0001960	LOC108151320|XP_017135362.1|DMIR	LOC119647828|XP_037904996.1|HILL
OG0001961	LOC108160437|XP_033253994.1|DMIR, LOC117185780|XP_017149934.1|DMIR	LOC119661384|XP_037926630.1|HILL
OG0001962	LOC117189661|XP_033250658.1|DMIR, LOC117189662|XP_033250659.1|DMIR, LOC108158978|XP_017147310.1|DMIR	LOC119653650|XP_037914398.1|HILL
OG0001963	LOC108152792|XP_017137863.1|DMIR	LOC119648319|XP_037905928.1|HILL
OG0001964	LOC108152705|XP_017137714.1|DMIR	LOC119648632|XP_037906330.1|HILL, LOC119648643|XP_037906341.1|HILL
OG0001965	LOC108152169|XP_033242594.1|DMIR	LOC119649847|XP_037908129.1|HILL
OG0001966	LOC108155585|XP_017141983.1|DMIR	LOC119646800|XP_037903318.1|HILL
OG0001967	LOC108158485|XP_017146282.2|DMIR, LOC117188122|XP_033247360.1|DMIR	LOC119659887|XP_037924171.1|HILL
OG0001968	LOC108153721|XP_017139338.1|DMIR	LOC119649424|XP_037907499.1|HILL
