Orthogroup	DMIR.longest_only	AALB.longest_only
OG0001660	LOC108165439|XP_017156967.2|DMIR, LOC117186611|XP_033243508.1|DMIR, LOC108163933|XP_033249463.1|DMIR, LOC117186612|XP_033243509.1|DMIR, LOC108151860|XP_017136237.2|DMIR, LOC117186613|XP_033243510.1|DMIR	LOC118465257|XP_035789175.1|AALB, LOC118463468|XP_035785951.1|AALB
OG0001661	LOC108155253|XP_017141437.1|DMIR	LOC118457301|XP_035774667.1|AALB
OG0001679	LOC108164894|XP_017156349.1|DMIR	LOC118458751|XP_035777428.1|AALB, LOC118468354|XP_035795010.1|AALB
OG0001680	LOC108155633|XP_017142063.1|DMIR	LOC118466548|XP_035791954.1|AALB
OG0001681	LOC108165034|XP_017156559.1|DMIR	LOC118463419|XP_035785910.1|AALB
OG0001682	LOC108153333|XP_017138739.1|DMIR	LOC118467089|XP_035793027.1|AALB, LOC118459562|XP_035778954.1|AALB
OG0001683	LOC108162193|XP_017152285.1|DMIR	LOC118460338|XP_035780455.1|AALB, LOC118456377|XP_035772957.1|AALB
OG0001684	LOC108164451|XP_017155657.1|DMIR	LOC118457237|XP_035774515.1|AALB
OG0001685	LOC108161891|XP_017151775.1|DMIR	LOC118457050|XP_035774191.1|AALB
OG0001686	LOC108153661|XP_017139265.1|DMIR	LOC118461740|XP_035783335.1|AALB
OG0001687	LOC108164839|XP_017156257.1|DMIR	LOC118466919|XP_035792734.1|AALB
OG0001688	LOC117192856|XP_033253501.1|DMIR, LOC108160234|XP_017149580.1|DMIR	LOC118462832|XP_035784771.1|AALB
OG0001689	LOC108164933|XP_033246400.1|DMIR	LOC118461744|XP_035783353.1|AALB
OG0001690	LOC108151756|XP_017136084.1|DMIR, LOC117186426|XP_033243121.1|DMIR, LOC117186777|XP_033243919.1|DMIR, LOC108156799|XP_033245966.1|DMIR	LOC118456779|XP_035773748.1|AALB
OG0001691	LOC108162380|XP_017152586.1|DMIR	LOC118460088|XP_035780000.1|AALB
OG0001694	LOC108155874|XP_017142485.1|DMIR	LOC118466924|XP_035792702.1|AALB
OG0001695	LOC117188663|XP_033248743.1|DMIR	LOC118464464|XP_035787759.1|AALB
OG0001696	LOC108157331|XP_017144836.2|DMIR	LOC118462041|XP_035783909.1|AALB
OG0001697	LOC108154086|XP_033244571.1|DMIR	LOC118462003|XP_035783831.1|AALB
OG0001698	LOC108154946|XP_033247440.1|DMIR	LOC118457500|XP_035775034.1|AALB
OG0001699	LOC108154955|XP_017140949.1|DMIR	LOC118459331|XP_035778482.1|AALB
OG0001700	LOC108154139|XP_017139764.1|DMIR	LOC118460598|XP_035780918.1|AALB
OG0001701	LOC108157117|XP_017144488.1|DMIR	LOC118456154|XP_035772562.1|AALB
OG0001702	LOC108162593|XP_017152899.1|DMIR	LOC118462533|XP_035784186.1|AALB, LOC118461206|XP_035782151.1|AALB
OG0001703	LOC108154190|XP_017139888.2|DMIR	LOC118458537|XP_035777011.1|AALB
OG0001704	LOC108154207|XP_017139918.2|DMIR	LOC118459050|XP_035777967.1|AALB
OG0001705	LOC108156215|XP_017143042.1|DMIR	LOC118460318|XP_035780423.1|AALB
OG0001706	LOC108163083|XP_017153651.1|DMIR	LOC118457760|XP_035775473.1|AALB
OG0001707	LOC108156798|XP_017143966.1|DMIR	LOC118467331|XP_035793565.1|AALB
OG0001708	LOC108157414|XP_017144954.1|DMIR	LOC118459365|XP_035778557.1|AALB
OG0001709	LOC108151790|XP_017136128.1|DMIR	LOC118461370|XP_035782511.1|AALB
OG0001710	LOC108156226|XP_017143054.1|DMIR	LOC118458839|XP_035777634.1|AALB
OG0001711	LOC108155727|XP_017142224.1|DMIR	LOC118461451|XP_035782673.1|AALB
OG0001712	LOC117187090|XP_033244847.1|DMIR, LOC117187088|XP_033244846.1|DMIR, LOC108155645|XP_017142083.1|DMIR	LOC118460817|XP_035781326.1|AALB
OG0001713	LOC108154964|XP_017140967.1|DMIR	LOC118467444|XP_035793844.1|AALB
OG0001714	LOC108155427|XP_017141722.1|DMIR	LOC118461096|XP_035781897.1|AALB
OG0001715	LOC108151682|XP_017135915.1|DMIR	LOC118463662|XP_035786306.1|AALB, LOC118459955|XP_035779734.1|AALB
OG0001716	LOC108153402|XP_017138887.1|DMIR	LOC118462048|XP_035783923.1|AALB
OG0001717	LOC108154956|XP_017140953.1|DMIR	LOC118459801|XP_035779431.1|AALB
OG0001718	LOC108155881|XP_017142499.1|DMIR, LOC108153948|XP_033246022.1|DMIR	LOC118458987|XP_035777875.1|AALB
OG0001719	LOC108155886|XP_017142512.1|DMIR	LOC118461946|XP_035783721.1|AALB
OG0001720	LOC117186936|XP_033244209.1|DMIR, LOC117187359|XP_033245766.1|DMIR, LOC108153914|XP_033244210.1|DMIR	LOC118458202|XP_035776339.1|AALB
OG0001721	LOC108154260|XP_017139984.1|DMIR	LOC118461008|XP_035781746.1|AALB, LOC118456847|XP_035773836.1|AALB
OG0001722	LOC108152426|XP_017137232.1|DMIR	LOC118463324|XP_035785709.1|AALB, LOC118463323|XP_035785707.1|AALB
OG0001723	LOC108160511|XP_017150044.2|DMIR	LOC118465945|XP_035790565.1|AALB
OG0001724	LOC108158772|XP_033247214.1|DMIR, LOC117187848|XP_033246615.1|DMIR, LOC117192172|XP_033252716.1|DMIR	LOC118462931|XP_035784933.1|AALB
OG0001725	LOC108159488|XP_017148308.1|DMIR	LOC118465302|XP_035789291.1|AALB
OG0001726	LOC108152967|XP_017138165.1|DMIR	LOC118466837|XP_035792541.1|AALB, LOC118463913|XP_035786744.1|AALB
OG0001727	LOC108157234|XP_017144682.1|DMIR	LOC118462531|XP_035784180.1|AALB, LOC118465085|XP_035788882.1|AALB
OG0001728	LOC108158697|XP_017146721.1|DMIR, LOC117192428|XP_033252991.1|DMIR, LOC117192429|XP_033252992.1|DMIR, LOC117192181|XP_033252739.1|DMIR, LOC117192180|XP_033252737.1|DMIR	LOC118465405|XP_035789517.1|AALB
OG0001729	LOC117191372|XP_033252151.1|DMIR, LOC117188159|XP_033247473.1|DMIR, LOC117195255|XP_033255768.1|DMIR, LOC117187709|XP_033246320.1|DMIR, LOC117188160|XP_033247474.1|DMIR, LOC117185966|XP_033252646.1|DMIR, LOC108158555|XP_033246310.1|DMIR	LOC118463780|XP_035786487.1|AALB
OG0001730	LOC108162295|XP_017152448.1|DMIR	LOC118465198|XP_035789073.1|AALB
OG0001731	LOC117189706|XP_033250687.1|DMIR	LOC118463011|XP_035785137.1|AALB
OG0001732	LOC108162144|XP_017152214.1|DMIR	LOC118466551|XP_035791965.1|AALB
OG0001733	LOC108159643|XP_017148600.1|DMIR	LOC118463168|XP_035785455.1|AALB
OG0001734	LOC117192224|XP_033252785.1|DMIR, LOC117193463|XP_033254115.1|DMIR, LOC108160524|XP_017150069.1|DMIR	LOC118463164|XP_035785444.1|AALB, LOC118463882|XP_035786695.1|AALB
OG0001735	LOC108157684|XP_017145339.1|DMIR, LOC108151352|XP_017135398.2|DMIR, LOC117186233|XP_033242573.1|DMIR	LOC118464676|XP_035788087.1|AALB
OG0001736	LOC108160705|XP_017150364.1|DMIR, LOC117191284|XP_033252084.1|DMIR	LOC118464472|XP_035787774.1|AALB
OG0001737	LOC117194124|XP_033254661.1|DMIR, LOC108158676|XP_017146694.1|DMIR, LOC117194125|XP_033254662.1|DMIR	LOC118467076|XP_035793005.1|AALB
OG0001738	LOC108163594|XP_017154466.1|DMIR, LOC108150944|XP_017134767.1|DMIR	LOC118467899|XP_035794711.1|AALB
OG0001739	LOC108160664|XP_017150296.1|DMIR	LOC118467179|XP_035793255.1|AALB
OG0001740	LOC108158532|XP_017146418.1|DMIR, LOC117192288|XP_033252837.1|DMIR	LOC118467871|XP_035794672.1|AALB
OG0001742	LOC108158527|XP_017146398.1|DMIR	LOC118466231|XP_035791164.1|AALB, LOC118466234|XP_035791167.1|AALB
OG0001743	LOC108152668|XP_017137654.1|DMIR	LOC118463291|XP_035785666.1|AALB
OG0001744	LOC117187768|XP_033246477.1|DMIR, LOC108160488|XP_017150000.1|DMIR, LOC117190709|XP_033251666.1|DMIR	LOC118465954|XP_035790576.1|AALB
OG0001745	LOC108160643|XP_033246980.1|DMIR, LOC117191525|XP_033252257.1|DMIR	LOC118462653|XP_035784405.1|AALB
OG0001746	LOC117186364|XP_033242969.1|DMIR, LOC117186361|XP_033242966.1|DMIR, LOC117186667|XP_033243598.1|DMIR, LOC108152157|XP_017136766.2|DMIR, LOC117186666|XP_033243597.1|DMIR	LOC118467234|XP_035793385.1|AALB
OG0001747	LOC117185806|XP_033254228.1|DMIR, LOC108159549|XP_017148440.1|DMIR	LOC118464679|XP_035788090.1|AALB
OG0001748	LOC108153634|XP_017139226.2|DMIR	LOC118466182|XP_035791066.1|AALB
OG0001749	LOC117193450|XP_033254097.1|DMIR, LOC108159538|XP_017148403.1|DMIR	LOC118462693|XP_035784510.1|AALB
OG0001750	LOC117193451|XP_033254098.1|DMIR, LOC108159533|XP_017148396.1|DMIR	LOC118462689|XP_035784499.1|AALB
OG0001751	LOC108150941|XP_017134762.1|DMIR	LOC118462534|XP_035784182.1|AALB
OG0001752	LOC108153780|XP_017139411.1|DMIR	LOC118467358|XP_035793650.1|AALB
OG0001753	LOC108153227|XP_017138546.1|DMIR	LOC118463634|XP_035786248.1|AALB
OG0001754	LOC117192694|XP_033253324.1|DMIR, LOC108159264|XP_017147899.1|DMIR	LOC118467596|XP_035794166.1|AALB
OG0001755	LOC108151647|XP_017135842.1|DMIR	LOC118466400|XP_035791556.1|AALB
OG0001756	LOC117192679|XP_033253295.1|DMIR, LOC108160368|XP_033246397.1|DMIR	LOC118467243|XP_035793403.1|AALB
OG0001757	LOC108160369|XP_017149830.1|DMIR, LOC117193578|XP_033254212.1|DMIR	LOC118467289|XP_035793496.1|AALB
OG0001758	LOC108153300|XP_033242517.1|DMIR	LOC118467787|XP_035794522.1|AALB
OG0001759	LOC108159299|XP_017147958.1|DMIR	LOC118467683|XP_035794347.1|AALB
OG0001760	LOC108158824|XP_017147010.1|DMIR, LOC108159368|XP_017148084.1|DMIR, LOC108164506|XP_017155779.1|DMIR	LOC118466140|XP_035790985.1|AALB
OG0001761	LOC117190721|XP_033251680.1|DMIR, LOC117187797|XP_033246539.1|DMIR, LOC117187795|XP_033246538.1|DMIR, LOC117188423|XP_033248182.1|DMIR, LOC108157971|XP_033248180.1|DMIR	LOC118467356|XP_035793647.1|AALB
OG0001762	LOC108164001|XP_017155062.1|DMIR	LOC118458303|XP_035776524.1|AALB, LOC118461870|XP_035783587.1|AALB
OG0001763	LOC108161908|XP_017151797.1|DMIR	LOC118458029|XP_035776031.1|AALB
OG0001764	LOC108154141|XP_017139767.1|DMIR	LOC118458934|XP_035777805.1|AALB
OG0001765	LOC117185877|XP_033253033.1|DMIR, LOC108160347|XP_033247113.1|DMIR	LOC118459878|XP_035779561.1|AALB
OG0001766	LOC108163062|XP_017153622.1|DMIR	LOC118458956|XP_035777830.1|AALB
OG0001767	LOC108161169|XP_033250047.1|DMIR, LOC108161409|XP_017151148.2|DMIR	LOC118461641|XP_035783104.1|AALB
OG0001768	LOC108161823|XP_017151670.1|DMIR, LOC117188593|XP_033248470.1|DMIR, LOC117188594|XP_033248471.1|DMIR	LOC118461019|XP_035781762.1|AALB
OG0001769	LOC108161243|XP_017150956.1|DMIR	LOC118458855|XP_035777669.1|AALB
OG0001770	LOC108163148|XP_017153753.2|DMIR	LOC118460106|XP_035780034.1|AALB
OG0001771	LOC108164049|XP_017155115.1|DMIR	LOC118460109|XP_035780037.1|AALB
OG0001772	LOC108163451|XP_033248711.1|DMIR	LOC118457976|XP_035775917.1|AALB
OG0001774	LOC108159156|XP_017147643.1|DMIR, LOC117192580|XP_033253188.1|DMIR	LOC118467738|XP_035794441.1|AALB
OG0001776	LOC108163205|XP_017153845.1|DMIR	LOC118456899|XP_035773916.1|AALB
OG0001777	LOC108162855|XP_017153289.1|DMIR	LOC118461661|XP_035783137.1|AALB
OG0001778	LOC108159822|XP_033242689.1|DMIR, LOC108161889|XP_017151773.1|DMIR	LOC118467223|XP_035793371.1|AALB
OG0001779	LOC108162045|XP_017152061.2|DMIR	LOC118467877|XP_035794685.1|AALB
OG0001780	LOC108159775|XP_017148823.2|DMIR, LOC117185774|XP_033248391.1|DMIR	LOC118457366|XP_035774776.1|AALB
OG0001781	LOC108162747|XP_033249934.1|DMIR	LOC118456960|XP_035774035.1|AALB, LOC118459133|XP_035778101.1|AALB
OG0001782	LOC108163781|XP_017154749.1|DMIR	LOC118459318|XP_035778456.1|AALB
OG0001783	LOC108162342|XP_017152527.1|DMIR	LOC118457468|XP_035774987.1|AALB
OG0001784	LOC108161528|XP_017151296.1|DMIR	LOC118457600|XP_035775193.1|AALB
OG0001785	LOC117192722|XP_033253350.1|DMIR, LOC108158099|XP_017145755.1|DMIR	LOC118459198|XP_035778252.1|AALB
OG0001786	LOC108163719|XP_017154658.1|DMIR	LOC118457687|XP_035775348.1|AALB
OG0001787	LOC108162162|XP_017152242.1|DMIR	LOC118461166|XP_035782058.1|AALB
OG0001788	LOC108159136|XP_017147619.2|DMIR, LOC117186993|XP_033244421.1|DMIR, LOC108154868|XP_017140795.2|DMIR, LOC117186994|XP_033244422.1|DMIR	LOC118459773|XP_035779377.1|AALB
OG0001789	LOC108159381|XP_017148101.1|DMIR	LOC118459174|XP_035778213.1|AALB
OG0001790	LOC108162856|XP_033248621.1|DMIR	LOC118456504|XP_035773225.1|AALB
OG0001791	LOC117185737|XP_033252103.1|DMIR, LOC108159408|XP_017148138.1|DMIR	LOC118468460|XP_035795140.1|AALB
OG0001792	LOC108161703|XP_017151507.1|DMIR	LOC118457359|XP_035774764.1|AALB
OG0001793	LOC117190671|XP_033251626.1|DMIR, LOC108159524|XP_017148378.2|DMIR	LOC118458657|XP_035777239.1|AALB
OG0001794	LOC108161888|XP_017151772.1|DMIR	LOC118459760|XP_035779350.1|AALB
OG0001795	LOC108161977|XP_033249111.1|DMIR	LOC118461128|XP_035781973.1|AALB
OG0001797	LOC108164513|XP_017155784.1|DMIR	LOC118468780|XP_035795864.1|AALB
OG0001798	LOC108160892|XP_017150650.1|DMIR, LOC117194957|XP_033255325.1|DMIR, LOC117194962|XP_033255334.1|DMIR	LOC118459945|XP_035779716.1|AALB
OG0001799	LOC108158723|XP_033249292.1|DMIR	LOC118468611|XP_035795503.1|AALB
OG0001800	LOC108164097|XP_017155174.1|DMIR	LOC118459578|XP_035778999.1|AALB
OG0001801	LOC108152537|XP_017137435.1|DMIR	LOC118459867|XP_035779541.1|AALB, LOC118459868|XP_035779543.1|AALB
OG0001802	LOC117187355|XP_033245735.1|DMIR, LOC117187354|XP_033245732.1|DMIR, LOC117187353|XP_033245731.1|DMIR, LOC108154854|XP_017140764.2|DMIR	LOC118461528|XP_035782853.1|AALB
OG0001803	LOC108156409|XP_017143343.1|DMIR, LOC108155660|XP_017142111.1|DMIR	LOC118457995|XP_035775959.1|AALB
OG0001804	LOC108155962|XP_017142624.1|DMIR	LOC118469068|XP_035796443.1|AALB
OG0001805	LOC108165458|XP_017156985.1|DMIR	LOC118459706|XP_035779245.1|AALB
OG0001806	LOC108155364|XP_017141614.1|DMIR	LOC118459865|XP_035779533.1|AALB
OG0001808	LOC108155500|XP_017141819.1|DMIR	LOC118458523|XP_035776993.1|AALB
OG0001809	LOC117187236|XP_033245375.1|DMIR, LOC117187237|XP_033245377.1|DMIR, LOC117187230|XP_033245368.1|DMIR, LOC108155845|XP_017142446.2|DMIR, LOC117187231|XP_033245369.1|DMIR, LOC117187235|XP_033245373.1|DMIR	LOC118468963|XP_035796220.1|AALB
OG0001810	LOC108157254|XP_017144721.1|DMIR	LOC118461188|XP_035782110.1|AALB, LOC118457042|XP_035774183.1|AALB, LOC118461352|XP_035782471.1|AALB
OG0001811	LOC117191044|XP_033251903.1|DMIR, LOC108160577|XP_017150152.1|DMIR	LOC118457890|XP_035775718.1|AALB
OG0001812	LOC108165122|XP_017156678.1|DMIR	LOC118461261|XP_035782275.1|AALB
OG0001814	LOC108155824|XP_017142402.1|DMIR	LOC118459749|XP_035779336.1|AALB, LOC118461482|XP_035782735.1|AALB
OG0001815	LOC108153069|XP_017138338.2|DMIR, LOC117188320|XP_033247866.1|DMIR, LOC108154746|XP_017140607.1|DMIR, LOC117187077|XP_033244806.1|DMIR	LOC118456700|XP_035773600.1|AALB
OG0001816	LOC117190833|XP_033251758.1|DMIR, LOC108159255|XP_017147874.1|DMIR	LOC118466383|XP_035791508.1|AALB
OG0001817	LOC108158795|XP_017146969.1|DMIR	LOC118467216|XP_035793353.1|AALB
OG0001818	LOC108164872|XP_017156304.1|DMIR	LOC118464318|XP_035787507.1|AALB
OG0001819	LOC108160057|XP_017149293.1|DMIR, LOC117192323|XP_033252864.1|DMIR, LOC117192321|XP_033252862.1|DMIR	LOC118462873|XP_035784827.1|AALB
OG0001820	LOC108163922|XP_033248901.1|DMIR, LOC108163390|XP_017154135.1|DMIR, LOC108164940|XP_017156417.1|DMIR	LOC118465556|XP_035789793.1|AALB
OG0001821	LOC117193422|XP_033254066.1|DMIR, LOC117193674|XP_033254301.1|DMIR, LOC117193419|XP_033254063.1|DMIR, LOC108160748|XP_017150429.1|DMIR	LOC118465215|XP_035789099.1|AALB
OG0001822	LOC108161005|XP_033254161.1|DMIR, LOC117185820|XP_033248219.1|DMIR	LOC118467908|XP_035794729.1|AALB, LOC118464032|XP_035786982.1|AALB
OG0001823	LOC108152924|XP_017138094.1|DMIR	LOC118462928|XP_035784930.1|AALB, LOC118463894|XP_035786717.1|AALB
OG0001824	LOC108162010|XP_017151990.1|DMIR	LOC118464185|XP_035787228.1|AALB
OG0001825	LOC117185934|XP_033254549.1|DMIR, LOC108159163|XP_017147659.1|DMIR	LOC118463584|XP_035786117.1|AALB
OG0001826	LOC117193417|XP_033254061.1|DMIR, LOC108160588|XP_017150172.1|DMIR	LOC118464758|XP_035788270.1|AALB
OG0001827	LOC108159222|XP_017147812.1|DMIR	LOC118467103|XP_035793050.1|AALB
OG0001828	LOC108156147|XP_017142962.1|DMIR	LOC118467531|XP_035793992.1|AALB
OG0001829	LOC117191641|XP_033252340.1|DMIR, LOC108160803|XP_017150513.1|DMIR, LOC117189824|XP_033250779.1|DMIR	LOC118463602|XP_035786157.1|AALB
OG0001830	LOC108160657|XP_017150283.1|DMIR, LOC117190843|XP_033251764.1|DMIR, LOC117191591|XP_033252305.1|DMIR, LOC117191590|XP_033252304.1|DMIR	LOC118465675|XP_035789998.1|AALB
OG0001831	LOC108165341|XP_017156863.1|DMIR	LOC118466821|XP_035792503.1|AALB, LOC118465394|XP_035789485.1|AALB
OG0001832	LOC108164438|XP_033246267.1|DMIR	LOC118466066|XP_035790822.1|AALB
OG0001833	LOC117188177|XP_033247519.1|DMIR, LOC117191280|XP_033252080.1|DMIR	LOC118464943|XP_035788623.1|AALB
OG0001834	LOC108155378|XP_017141640.1|DMIR	LOC118465432|XP_035789566.1|AALB, LOC118457154|XP_035774372.1|AALB, LOC118464683|XP_035788098.1|AALB
OG0001848	LOC108154147|XP_033244691.1|DMIR	LOC118465206|XP_035789090.1|AALB
OG0001849	LOC108155999|XP_017142688.1|DMIR	LOC118459869|XP_035779547.1|AALB
OG0001850	LOC108164467|XP_017155698.1|DMIR	LOC118469022|XP_035796362.1|AALB
OG0001851	LOC108164440|XP_017155630.1|DMIR	LOC118465447|XP_035789644.1|AALB
OG0001852	LOC108153265|XP_017138617.1|DMIR	LOC118457849|XP_035775633.1|AALB
OG0001853	LOC108155077|XP_017141169.2|DMIR	LOC118457756|XP_035775472.1|AALB
OG0001854	LOC108158766|XP_017146882.2|DMIR, LOC117187127|XP_033245027.1|DMIR	LOC118461080|XP_035781865.1|AALB
OG0001855	LOC108158370|XP_017146112.1|DMIR, LOC117192983|XP_033253601.1|DMIR	LOC118460223|XP_035780285.1|AALB
OG0001856	LOC108162502|XP_017152769.1|DMIR	LOC118458941|XP_035777816.1|AALB
OG0001857	LOC108164580|XP_017155888.1|DMIR	LOC118466146|XP_035791000.1|AALB
OG0001858	LOC108164717|XP_017156090.1|DMIR	LOC118468495|XP_035795222.1|AALB, LOC118468344|XP_035794999.1|AALB
OG0001859	LOC108159869|XP_017148962.1|DMIR	LOC118467497|XP_035793941.1|AALB
OG0001860	LOC108152929|XP_017138104.1|DMIR	LOC118466780|XP_035792400.1|AALB
OG0001861	LOC117187248|XP_033245400.1|DMIR, LOC108155902|XP_033245397.1|DMIR	LOC118458106|XP_035776175.1|AALB
OG0001862	LOC108164659|XP_017156001.1|DMIR	LOC118458712|XP_035777348.1|AALB
OG0001863	LOC108160992|XP_017150790.1|DMIR	LOC118458321|XP_035776558.1|AALB
OG0001864	LOC108154926|XP_033244992.1|DMIR	LOC118463422|XP_035785873.1|AALB
OG0001865	LOC108151685|XP_017135918.1|DMIR	LOC118463551|XP_035786067.1|AALB
OG0001866	LOC108155997|XP_017142684.1|DMIR	LOC118460461|XP_035780674.1|AALB, LOC118459514|XP_035778853.1|AALB
OG0001867	LOC108151384|XP_017135441.1|DMIR	LOC118461842|XP_035783519.1|AALB, LOC118459176|XP_035778223.1|AALB
OG0001868	LOC108163085|XP_017153654.1|DMIR	LOC118462697|XP_035784521.1|AALB
OG0001869	LOC108157824|XP_017145513.1|DMIR	LOC118462647|XP_035784394.1|AALB
OG0001870	LOC108154350|XP_017140108.1|DMIR	LOC118461327|XP_035782468.1|AALB
OG0001871	LOC108158091|XP_017145742.2|DMIR, LOC117188481|XP_033248308.1|DMIR	LOC118460099|XP_035780023.1|AALB
OG0001872	LOC108157555|XP_017145148.1|DMIR	LOC118458559|XP_035777099.1|AALB
OG0001873	LOC108156939|XP_017144191.1|DMIR	LOC118463298|XP_035785680.1|AALB
OG0001874	LOC108154085|XP_017139688.1|DMIR	LOC118463238|XP_035785601.1|AALB
OG0001875	LOC108155507|XP_017141836.2|DMIR	LOC118459269|XP_035778393.1|AALB
OG0001876	LOC117186089|XP_033242080.1|DMIR, LOC117186645|XP_033243572.1|DMIR	LOC118456712|XP_035773640.1|AALB
OG0001877	LOC108159225|XP_017147819.1|DMIR	LOC118460019|XP_035779843.1|AALB
OG0001878	LOC108156254|XP_017143094.1|DMIR	LOC118467756|XP_035794476.1|AALB, LOC118460268|XP_035780341.1|AALB
OG0001879	LOC108154072|XP_017139655.1|DMIR	LOC118461633|XP_035783092.1|AALB
OG0001880	LOC108154041|XP_033245434.1|DMIR, LOC108156946|XP_033244839.1|DMIR	LOC118459503|XP_035778821.1|AALB
OG0001881	LOC108154548|XP_017140340.2|DMIR	LOC118458748|XP_035777419.1|AALB
OG0001882	LOC108155602|XP_017142013.1|DMIR	LOC118460923|XP_035781570.1|AALB
OG0001883	LOC108156814|XP_033244995.1|DMIR	LOC118458159|XP_035776249.1|AALB
OG0001884	LOC108155667|XP_017142120.1|DMIR	LOC118457820|XP_035775588.1|AALB
OG0001885	LOC108162298|XP_017152453.1|DMIR	LOC118466364|XP_035791443.1|AALB
OG0001886	LOC108155773|XP_017142319.1|DMIR	LOC118462034|XP_035783901.1|AALB
OG0001887	LOC108158633|XP_017146602.1|DMIR, LOC117189625|XP_033250635.1|DMIR	LOC118460313|XP_035780415.1|AALB
OG0001888	LOC108157321|XP_017144826.1|DMIR	LOC118457191|XP_035774433.1|AALB
OG0001889	LOC108157382|XP_017144901.1|DMIR, LOC108158523|XP_017146396.1|DMIR	LOC118460534|XP_035780813.1|AALB
OG0001890	LOC108156826|XP_017144018.1|DMIR, LOC108153279|XP_017138636.1|DMIR	LOC118461638|XP_035783101.1|AALB
OG0001891	LOC108157065|XP_033245079.1|DMIR	LOC118461558|XP_035782905.1|AALB
OG0001892	LOC108156468|XP_017143421.1|DMIR	LOC118458094|XP_035776149.1|AALB
OG0001893	LOC108155734|XP_017142239.1|DMIR	LOC118457921|XP_035775815.1|AALB
OG0001894	LOC117189663|XP_033250660.1|DMIR, LOC108158981|XP_017147314.1|DMIR	LOC118457092|XP_035774273.1|AALB
OG0001895	LOC117194633|XP_033255043.1|DMIR, LOC108164443|XP_017155636.1|DMIR	LOC118460144|XP_035780126.1|AALB
OG0001896	LOC108163129|XP_017153729.1|DMIR	LOC118468567|XP_035795386.1|AALB
OG0001897	LOC117186801|XP_033243980.1|DMIR, LOC117186802|XP_033243981.1|DMIR, LOC117186800|XP_033243978.1|DMIR, LOC108154892|XP_033243979.1|DMIR, LOC108153980|XP_033244133.1|DMIR	LOC118461457|XP_035782679.1|AALB
OG0001898	LOC108161288|XP_033249467.1|DMIR, LOC117188940|XP_033249486.1|DMIR, LOC108164564|XP_017155869.2|DMIR	LOC118459352|XP_035778529.1|AALB
OG0001899	LOC108157274|XP_017144759.1|DMIR	LOC118457755|XP_035775464.1|AALB
OG0001900	LOC108151214|XP_017135183.1|DMIR	LOC118461924|XP_035783691.1|AALB, LOC118466570|XP_035792007.1|AALB
OG0001901	LOC108163204|XP_033248477.1|DMIR	LOC118459615|XP_035779065.1|AALB
OG0001902	LOC108154923|XP_033245642.1|DMIR	LOC118460310|XP_035780406.1|AALB
OG0001903	LOC117187278|XP_033245509.1|DMIR, LOC108156141|XP_033245783.1|DMIR, LOC117188309|XP_033247840.1|DMIR, LOC117188292|XP_033247765.1|DMIR	LOC118468926|XP_035796130.1|AALB
OG0001904	LOC108155091|XP_017141202.1|DMIR	LOC118461183|XP_035782104.1|AALB
OG0001905	LOC108156400|XP_017143327.1|DMIR	LOC118459505|XP_035778824.1|AALB
OG0001906	LOC108156679|XP_033244517.1|DMIR	LOC118457003|XP_035774120.1|AALB
OG0001907	LOC108164644|XP_017155983.1|DMIR	LOC118468772|XP_035795844.1|AALB
OG0001908	LOC108155280|XP_017141478.1|DMIR	LOC118460422|XP_035780606.1|AALB
OG0001909	LOC108165174|XP_017156735.1|DMIR, LOC108164402|XP_033246370.1|DMIR	LOC118458057|XP_035776081.1|AALB
OG0001910	LOC108156726|XP_017143869.1|DMIR	LOC118465922|XP_035790514.1|AALB
OG0001911	LOC108156326|XP_033244586.1|DMIR	LOC118468826|XP_035795950.1|AALB
OG0001912	LOC108160918|XP_017150686.1|DMIR	LOC118459120|XP_035778082.1|AALB, LOC118459121|XP_035778083.1|AALB
OG0001913	LOC108163975|XP_033249392.1|DMIR	LOC118464510|XP_035787839.1|AALB
OG0001914	LOC108154977|XP_033245332.1|DMIR	LOC118458576|XP_035777117.1|AALB
OG0001915	LOC108152445|XP_017137281.1|DMIR	LOC118466116|XP_035790946.1|AALB
OG0001916	LOC117187952|XP_033246845.1|DMIR, LOC117188086|XP_033247303.1|DMIR, LOC117188182|XP_033247549.1|DMIR, LOC117188137|XP_033247389.1|DMIR, LOC108160140|XP_017149437.2|DMIR	LOC118464648|XP_035788005.1|AALB
OG0001917	LOC108153548|XP_017139103.1|DMIR, LOC108165372|XP_017156897.1|DMIR	LOC118465717|XP_035790046.1|AALB
OG0001918	LOC108151793|XP_017136130.1|DMIR	LOC118462993|XP_035785112.1|AALB
OG0001919	LOC108159738|XP_017148764.2|DMIR, LOC117187908|XP_033246743.1|DMIR	LOC118466690|XP_035792213.1|AALB
OG0001920	LOC108165586|XP_017157147.1|DMIR	LOC118466682|XP_035792196.1|AALB
OG0001921	LOC117188101|XP_033247330.1|DMIR, LOC117188106|XP_033247335.1|DMIR, LOC108159472|XP_017148284.2|DMIR	LOC118462989|XP_035785095.1|AALB
OG0001922	LOC108158363|XP_017146106.2|DMIR, LOC117188464|XP_033248268.1|DMIR	LOC118465947|XP_035790567.1|AALB
OG0001924	LOC117188899|XP_033249348.1|DMIR, LOC117186222|XP_033242511.1|DMIR	LOC118463191|XP_035785514.1|AALB
