Orthogroup	DMIR.longest_only	DHYD.longest_only
OG0001261	LOC108162253|XP_017152393.1|DMIR	LOC111600196|XP_023171977.1|DHYD
OG0001262	LOC108152429|XP_033242401.1|DMIR	LOC111604471|XP_023178320.2|DHYD
OG0001263	LOC108161281|XP_033250003.1|DMIR, LOC117189102|XP_033249990.1|DMIR, LOC117188699|XP_033248831.1|DMIR, LOC117188700|XP_033248832.1|DMIR, LOC117188973|XP_033249631.1|DMIR, LOC108155349|XP_017141597.2|DMIR	LOC111596397|XP_023166371.1|DHYD
OG0001264	LOC108164151|XP_017155244.2|DMIR	LOC111601567|XP_030080310.1|DHYD
OG0001265	LOC108157372|XP_033247158.1|DMIR	LOC111595946|XP_023165680.2|DHYD
OG0001266	LOC108159856|XP_017148944.1|DMIR	LOC111605272|XP_023179483.2|DHYD
OG0001267	LOC108154761|XP_017140631.1|DMIR	LOC111597805|XP_023168458.1|DHYD
OG0001268	LOC108157422|XP_017144961.1|DMIR	LOC111596633|XP_023166692.1|DHYD
OG0001269	LOC108159849|XP_033253926.1|DMIR, LOC117187930|XP_033246797.1|DMIR	LOC111592203|XP_023160038.1|DHYD
OG0001270	LOC108155145|XP_017141288.1|DMIR	LOC111598646|XP_023169761.2|DHYD
OG0001271	LOC108158457|XP_017146235.1|DMIR, LOC117191921|XP_033252559.1|DMIR	LOC111600731|XP_023172771.2|DHYD
OG0001272	LOC108151032|XP_033242646.1|DMIR, LOC117186247|XP_033242644.1|DMIR, LOC117186248|XP_033242649.1|DMIR, LOC108165301|XP_033242648.1|DMIR	LOC111601736|XP_023174228.2|DHYD
OG0001273	LOC108154575|XP_017140364.1|DMIR	LOC111601442|XP_023173786.1|DHYD
OG0001274	LOC108151717|XP_017135977.1|DMIR	LOC111604427|XP_023178256.1|DHYD
OG0001275	LOC108164532|XP_017155815.1|DMIR	LOC111605140|XP_023179287.1|DHYD
OG0001276	LOC108152778|XP_017137849.1|DMIR, LOC108161461|XP_017151213.1|DMIR	LOC111596616|XP_023166671.1|DHYD
OG0001277	LOC108152716|XP_017137739.1|DMIR	LOC111597564|XP_023168131.2|DHYD
OG0001278	LOC108152532|XP_017137428.1|DMIR	LOC111603732|XP_023177212.1|DHYD
OG0001279	LOC108153003|XP_017138233.1|DMIR	LOC111603742|XP_023177228.1|DHYD
OG0001280	LOC108151532|XP_017135674.1|DMIR	LOC111600514|XP_023172411.1|DHYD
OG0001281	LOC108150821|XP_017134617.1|DMIR	LOC111591857|XP_023159507.1|DHYD
OG0001282	LOC108163644|XP_017154543.1|DMIR	LOC111603965|XP_023177571.2|DHYD
OG0001283	LOC117192487|XP_033253081.1|DMIR, LOC117193890|XP_033254464.1|DMIR, LOC117192481|XP_033253068.1|DMIR, LOC117192485|XP_033253075.1|DMIR, LOC108159046|XP_033248066.1|DMIR, LOC117192488|XP_033253082.1|DMIR, LOC117188385|XP_033248070.1|DMIR, LOC117192495|XP_033253094.1|DMIR, LOC117192482|XP_033253072.1|DMIR, LOC117192483|XP_033253073.1|DMIR	LOC111594018|XP_023162888.2|DHYD
OG0001284	LOC117188987|XP_033249676.1|DMIR	LOC115483177|XP_030080195.1|DHYD, LOC111599984|XP_030079074.1|DHYD
OG0001285	LOC108152026|XP_017136496.1|DMIR	LOC111598758|XP_023169934.1|DHYD
OG0001286	LOC108164105|XP_017155185.1|DMIR	LOC111596084|XP_023165913.1|DHYD
OG0001287	LOC108155154|XP_017141303.2|DMIR	LOC111600268|XP_023172084.2|DHYD
OG0001288	LOC108163582|XP_017154443.1|DMIR	LOC111599114|XP_023170442.2|DHYD
OG0001289	LOC108161385|XP_017151123.2|DMIR	LOC111601651|XP_023174105.2|DHYD
OG0001290	LOC108161745|XP_033249429.1|DMIR	LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD
OG0001291	LOC108160498|XP_017150024.1|DMIR, LOC117190561|XP_033251507.1|DMIR	LOC111600014|XP_023171687.1|DHYD
OG0001292	LOC117192871|XP_033253514.1|DMIR, LOC108159611|XP_017148554.1|DMIR	LOC111594729|XP_023163932.2|DHYD
OG0001293	LOC108164588|XP_017155903.1|DMIR	LOC111605594|XP_023179971.1|DHYD
OG0001294	LOC108156837|XP_017144035.1|DMIR	LOC111603471|XP_023176829.1|DHYD
OG0001295	LOC108162367|XP_017152569.1|DMIR	LOC111602855|XP_023175938.1|DHYD
OG0001296	LOC108160067|XP_017149306.1|DMIR	LOC111605641|XP_023180070.2|DHYD
OG0001297	LOC108154764|XP_017140635.1|DMIR	LOC111601790|XP_023174327.1|DHYD
OG0001298	LOC108155192|XP_017141353.1|DMIR	LOC111602638|XP_023175567.1|DHYD
OG0001299	LOC108153385|XP_033242955.1|DMIR	LOC111604503|XP_023178363.2|DHYD
OG0001300	LOC117186434|XP_033243131.1|DMIR, LOC108157098|XP_017144452.1|DMIR	LOC111598513|XP_023169555.1|DHYD, LOC111605417|XP_023179693.2|DHYD
OG0001301	LOC108164204|XP_017155323.1|DMIR	LOC111597755|XP_023168378.2|DHYD
OG0001302	LOC108160735|XP_033254209.1|DMIR	LOC111594327|XP_023163342.1|DHYD
OG0001303	LOC108156496|XP_017143478.1|DMIR	LOC111602449|XP_023175280.2|DHYD
OG0001304	LOC108158520|XP_017146388.1|DMIR, LOC117192440|XP_033253011.1|DMIR	LOC111592217|XP_023160058.1|DHYD
OG0001305	LOC108155146|XP_017141290.1|DMIR	LOC111594314|XP_023163324.2|DHYD, LOC111598519|XP_023169563.1|DHYD
OG0001306	LOC108156304|XP_017143181.1|DMIR	LOC111595196|XP_023164559.1|DHYD
OG0001307	LOC108152327|XP_017137062.1|DMIR, LOC108157831|XP_017145523.1|DMIR, LOC108151754|XP_017136081.1|DMIR	LOC111594841|XP_023164075.2|DHYD
OG0001308	LOC108161191|XP_017150911.1|DMIR	LOC111596830|XP_023166969.1|DHYD
OG0001309	LOC108155099|XP_017141216.1|DMIR	LOC111604956|XP_023179001.1|DHYD
OG0001310	LOC108165010|XP_017156534.1|DMIR	LOC111598328|XP_023169296.1|DHYD
OG0001311	LOC108159813|XP_017148876.1|DMIR	LOC111603228|XP_030079291.1|DHYD
OG0001312	LOC108165290|XP_017156814.1|DMIR	LOC111592737|XP_023160899.1|DHYD
OG0001313	LOC117188333|XP_033247892.1|DMIR, LOC117188334|XP_033247893.1|DMIR, LOC117188331|XP_033247889.1|DMIR, LOC117188332|XP_033247890.1|DMIR, LOC117188329|XP_033247887.1|DMIR, LOC117188330|XP_033247888.1|DMIR, LOC108159248|XP_017147859.2|DMIR, LOC117192675|XP_033253288.1|DMIR	LOC111600546|XP_023172459.2|DHYD
OG0001314	LOC108163160|XP_017153769.1|DMIR	LOC111600371|XP_023172216.2|DHYD
OG0001315	LOC108164631|XP_017155968.1|DMIR	LOC111604067|XP_023177704.1|DHYD
OG0001316	LOC108159479|XP_017148296.1|DMIR	LOC111593925|XP_023162767.1|DHYD
OG0001317	LOC117189330|XP_033250367.1|DMIR, LOC117191403|XP_033252174.1|DMIR, LOC117191719|XP_033252396.1|DMIR, LOC117190822|XP_033251751.1|DMIR, LOC117189366|XP_033250385.1|DMIR, LOC117189387|XP_033250399.1|DMIR, LOC117189386|XP_033250398.1|DMIR, LOC117189391|XP_033250402.1|DMIR, LOC117192103|XP_033252694.1|DMIR, LOC108163380|XP_033249023.1|DMIR	LOC111601159|XP_023173405.2|DHYD
OG0001319	LOC108164003|XP_017155066.2|DMIR	LOC111600413|XP_023172261.2|DHYD
OG0001320	LOC117190207|XP_033251154.1|DMIR, LOC108164985|XP_033252212.1|DMIR, LOC108159316|XP_017147979.1|DMIR, LOC108165173|XP_017156734.2|DMIR, LOC108156364|XP_033244728.1|DMIR, LOC117191581|XP_033252298.1|DMIR	LOC111597960|XP_023168692.2|DHYD
OG0001321	LOC108160662|XP_017150292.1|DMIR, LOC117189817|XP_033250766.1|DMIR	LOC111593285|XP_023161726.2|DHYD
OG0001322	LOC108154695|XP_017140533.2|DMIR, LOC108156161|XP_017142978.1|DMIR	LOC111604863|XP_023178865.1|DHYD
OG0001323	LOC108161602|XP_017151379.1|DMIR	LOC111602168|XP_023174894.2|DHYD, LOC111602166|XP_023174891.2|DHYD
OG0001324	LOC108161468|XP_017151224.2|DMIR, LOC117186476|XP_033243242.1|DMIR, LOC117186377|XP_033242985.1|DMIR, LOC117186379|XP_033242986.1|DMIR, LOC117186470|XP_033243228.1|DMIR, LOC117186471|XP_033243229.1|DMIR, LOC117186466|XP_033243225.1|DMIR, LOC108165454|XP_033243226.1|DMIR, LOC117186469|XP_033243227.1|DMIR, LOC108153551|XP_017139110.2|DMIR, LOC108165452|XP_033242983.1|DMIR	LOC111595009|XP_023164282.1|DHYD
OG0001325	LOC108157776|XP_017145455.1|DMIR	LOC111597544|XP_023168102.2|DHYD
OG0001326	LOC108156454|XP_033244788.1|DMIR	LOC111603295|XP_023176585.1|DHYD
OG0001328	LOC117186172|XP_033242308.1|DMIR, LOC117186171|XP_033242301.1|DMIR	LOC111596963|XP_030079613.1|DHYD
OG0001329	LOC108158289|XP_017146018.2|DMIR, LOC117186578|XP_033243429.1|DMIR	LOC111594997|XP_023164264.1|DHYD
OG0001330	LOC108154454|XP_033252854.1|DMIR	LOC111592999|XP_023161285.2|DHYD
OG0001331	LOC108151464|XP_017135574.1|DMIR	LOC111598637|XP_023169785.2|DHYD
OG0001332	LOC108161729|XP_017151545.1|DMIR	LOC111598290|XP_023169241.1|DHYD
OG0001333	LOC108163846|XP_017154852.2|DMIR	LOC111591909|XP_023159609.1|DHYD
OG0001334	LOC108157355|XP_017144864.1|DMIR	LOC111592492|XP_023160479.2|DHYD
OG0001335	LOC108155421|XP_033245279.1|DMIR	LOC111592028|XP_023159791.2|DHYD
OG0001337	LOC117195341|XP_033255821.1|DMIR, LOC117186085|XP_033242076.1|DMIR, LOC117186165|XP_033242278.1|DMIR, LOC117195340|XP_033255818.1|DMIR, LOC108151170|XP_033255819.1|DMIR, LOC117195344|XP_033255825.1|DMIR, LOC117186174|XP_033242310.1|DMIR, LOC117186495|XP_033243265.1|DMIR, LOC117195338|XP_033255817.1|DMIR, LOC117186111|XP_033242122.1|DMIR	LOC111603386|XP_023176713.1|DHYD
OG0001338	LOC117191960|XP_033252592.1|DMIR, LOC117189805|XP_033250755.1|DMIR, LOC117190454|XP_033251418.1|DMIR, LOC117191962|XP_033252595.1|DMIR, LOC108160415|XP_017149900.2|DMIR, LOC117189812|XP_033250763.1|DMIR, LOC117185927|XP_033246433.1|DMIR	LOC111595542|XP_023165095.1|DHYD
OG0001339	LOC108153884|XP_033244263.1|DMIR, LOC108160348|XP_033246468.1|DMIR	LOC111604516|XP_023178383.1|DHYD
OG0001340	LOC108157005|XP_033244823.1|DMIR	LOC111600939|XP_023173078.2|DHYD
OG0001341	LOC108157206|XP_017144643.1|DMIR	LOC111593681|XP_023162341.1|DHYD
OG0001342	LOC108155391|XP_017141661.1|DMIR	LOC111596410|XP_023166387.2|DHYD
OG0001343	LOC108153926|XP_017139510.1|DMIR	LOC111594441|XP_023163497.2|DHYD
OG0001344	LOC108156426|XP_017143368.1|DMIR	LOC111597828|XP_023168492.1|DHYD
OG0001345	LOC108156774|XP_017143930.1|DMIR	LOC111594624|XP_023163782.2|DHYD
OG0001346	LOC117187184|XP_033245190.1|DMIR, LOC108155296|XP_033245187.1|DMIR, LOC117187176|XP_033245179.1|DMIR	LOC111599551|XP_023170985.2|DHYD
OG0001347	LOC108158377|XP_017146122.1|DMIR, LOC117186506|XP_033243278.1|DMIR, LOC108165429|XP_033243283.1|DMIR	LOC111593051|XP_023161392.1|DHYD
OG0001349	LOC108152696|XP_017137692.1|DMIR	LOC111595298|XP_023164721.2|DHYD, LOC111601590|XP_023174013.2|DHYD, LOC111601557|XP_023173967.2|DHYD
OG0001350	LOC108152200|XP_033243591.1|DMIR	LOC111593115|XP_030080248.1|DHYD, LOC115483195|XP_030080249.1|DHYD, LOC111601129|XP_023173353.2|DHYD
OG0001351	LOC117190431|XP_033251402.1|DMIR, LOC108160420|XP_017149908.1|DMIR, LOC108158868|XP_017147097.1|DMIR	LOC111593942|XP_023162798.2|DHYD
OG0001352	LOC117195230|XP_033255747.1|DMIR, LOC108159227|XP_017147817.2|DMIR, LOC117185841|XP_033247448.1|DMIR, LOC117195217|XP_033255741.1|DMIR, LOC117194572|XP_033255005.1|DMIR, LOC117189324|XP_033250364.1|DMIR	LOC111603185|XP_023176440.1|DHYD
OG0001353	LOC108152722|XP_017137748.1|DMIR	LOC111595065|XP_023164389.1|DHYD
OG0001354	LOC117185846|XP_033253360.1|DMIR, LOC108159758|XP_017148802.1|DMIR	LOC111603814|XP_023177337.2|DHYD
OG0001355	LOC117187978|XP_033246920.1|DMIR, LOC108159426|XP_017148182.2|DMIR	LOC111593924|XP_023162766.1|DHYD
OG0001356	LOC108157060|XP_017144379.1|DMIR	LOC111600282|XP_023172100.1|DHYD
OG0001357	LOC108151814|XP_017136157.1|DMIR	LOC111595087|XP_023164411.2|DHYD
OG0001358	LOC108152843|XP_017137940.1|DMIR	LOC111592324|XP_023160214.2|DHYD
OG0001359	LOC108162155|XP_017152222.1|DMIR	LOC111605041|XP_023179145.1|DHYD
OG0001360	LOC117188221|XP_033247622.1|DMIR, LOC108160354|XP_017149810.2|DMIR	LOC111593857|XP_023162672.1|DHYD
OG0001361	LOC108151437|XP_017135536.1|DMIR	LOC111603699|XP_023177167.2|DHYD
OG0001362	LOC108152534|XP_017137432.1|DMIR	LOC111603733|XP_023177217.1|DHYD
OG0001363	LOC108157465|XP_017145032.1|DMIR	LOC111604218|XP_023177955.1|DHYD
OG0001364	LOC108160017|XP_017149241.1|DMIR, LOC117194075|XP_033254604.1|DMIR	LOC111593177|XP_023161552.1|DHYD
OG0001365	LOC108150878|XP_017134680.1|DMIR, LOC108155090|XP_017141201.1|DMIR, LOC108151500|XP_017135629.1|DMIR	LOC111601058|XP_023173244.1|DHYD
OG0001366	LOC108151749|XP_017136075.2|DMIR, LOC108154889|XP_017140822.2|DMIR	LOC111601693|XP_023174172.2|DHYD
OG0001367	LOC108159427|XP_033247203.1|DMIR, LOC117189959|XP_033250930.1|DMIR	LOC111593872|XP_023162701.1|DHYD
OG0001368	LOC117185884|XP_033252937.1|DMIR, LOC108158666|XP_017146663.1|DMIR	LOC111603475|XP_023176836.1|DHYD
OG0001369	LOC108162120|XP_017152186.1|DMIR	LOC111597472|XP_023167992.1|DHYD
OG0001370	LOC117187851|XP_033246626.1|DMIR, LOC117187663|XP_033246197.1|DMIR, LOC117187664|XP_033246199.1|DMIR, LOC117187667|XP_033246203.1|DMIR, LOC117187657|XP_033246189.1|DMIR, LOC117187659|XP_033246193.1|DMIR, LOC117187658|XP_033246191.1|DMIR, LOC108158053|XP_033246633.1|DMIR, LOC117187661|XP_033246195.1|DMIR, LOC108159661|XP_033246184.1|DMIR	LOC111603836|XP_023177369.2|DHYD
OG0001371	LOC108161318|XP_033248961.1|DMIR	LOC111594747|XP_023163961.1|DHYD
OG0001372	LOC117193538|XP_033254175.1|DMIR, LOC108160054|XP_033246912.1|DMIR, LOC117192989|XP_033253611.1|DMIR	LOC111597681|XP_023168279.2|DHYD
OG0001373	LOC108163632|XP_017154527.1|DMIR	LOC111602382|XP_023175171.1|DHYD
OG0001374	LOC117192945|XP_033253561.1|DMIR, LOC108158595|XP_017146536.1|DMIR	LOC111593743|XP_023162504.1|DHYD
OG0001375	LOC108154098|XP_033244623.1|DMIR	LOC111604830|XP_023178822.2|DHYD
OG0001376	LOC108160767|XP_017150457.1|DMIR	LOC111605395|XP_023179662.2|DHYD
OG0001377	LOC108163360|XP_017154094.1|DMIR	LOC111602512|XP_023175361.2|DHYD
OG0001378	LOC108162338|XP_017152519.1|DMIR, LOC108163651|XP_017154558.1|DMIR	LOC111596339|XP_023166288.1|DHYD
OG0001379	LOC108163710|XP_017154643.1|DMIR	LOC115482908|XP_030079014.1|DHYD
OG0001380	LOC108159967|XP_017149138.1|DMIR	LOC111600910|XP_030081111.1|DHYD
OG0001381	LOC117189454|XP_033250471.1|DMIR, LOC117189453|XP_033250470.1|DMIR, LOC117189455|XP_033250472.1|DMIR, LOC117189456|XP_033250473.1|DMIR, LOC117191548|XP_033252271.1|DMIR, LOC117188489|XP_033248322.1|DMIR, LOC108159271|XP_033248323.1|DMIR	LOC111600717|XP_023172742.2|DHYD
OG0001382	LOC108162309|XP_017152467.2|DMIR	LOC111599073|XP_023170369.2|DHYD, LOC111599125|XP_030080390.1|DHYD
OG0001383	LOC108161596|XP_017151372.1|DMIR, LOC117188144|XP_033247425.1|DMIR, LOC108162758|XP_017153134.1|DMIR, LOC108159723|XP_017148733.1|DMIR, LOC117190131|XP_033251104.1|DMIR	LOC111597690|XP_023168291.1|DHYD
OG0001384	LOC117189005|XP_033249733.1|DMIR, LOC108161124|XP_033249337.1|DMIR	LOC111600249|XP_023172061.1|DHYD
OG0001385	LOC108163091|XP_017153666.1|DMIR	LOC111602262|XP_023175025.1|DHYD, LOC115483017|XP_030079576.1|DHYD
OG0001386	LOC108162481|XP_033248525.1|DMIR	LOC111594767|XP_023163984.2|DHYD
OG0001387	LOC108163187|XP_017153816.1|DMIR	LOC111600902|XP_023173025.2|DHYD
OG0001388	LOC108161325|XP_017151045.1|DMIR	LOC111603998|XP_023177615.1|DHYD
OG0001389	LOC108157766|XP_017145437.1|DMIR	LOC111605506|XP_023179824.1|DHYD
OG0001390	LOC108163505|XP_017154321.1|DMIR	LOC111599163|XP_023170506.1|DHYD
OG0001391	LOC108161925|XP_017151838.1|DMIR	LOC111600368|XP_023172217.2|DHYD
OG0001392	LOC108163820|XP_017154799.1|DMIR	LOC111601853|XP_030079346.1|DHYD
OG0001393	LOC108164966|XP_017156468.1|DMIR, LOC108157223|XP_017144669.1|DMIR, LOC117186314|XP_033242819.1|DMIR, LOC117186313|XP_033242817.1|DMIR, LOC108154259|XP_017139983.1|DMIR, LOC117186315|XP_033242835.1|DMIR	LOC111592710|XP_023160864.1|DHYD
OG0001394	LOC108164102|XP_033248526.1|DMIR	LOC111597405|XP_023167852.1|DHYD
OG0001395	LOC108155153|XP_017141302.1|DMIR	LOC111602982|XP_023176145.1|DHYD
OG0001396	LOC108162432|XP_017152659.1|DMIR	LOC111598790|XP_023169974.2|DHYD, LOC111600228|XP_023172022.2|DHYD
OG0001397	LOC108155521|XP_017141856.1|DMIR	LOC111604566|XP_023178435.1|DHYD
OG0001398	LOC108164632|XP_017155965.1|DMIR	LOC111604062|XP_030079992.1|DHYD
OG0001399	LOC117188125|XP_033247365.1|DMIR	LOC111599996|XP_023171663.2|DHYD
OG0001400	LOC108157580|XP_017145190.1|DMIR	LOC111594555|XP_023163678.2|DHYD
OG0001401	LOC108151014|XP_017134864.1|DMIR	LOC111600941|XP_023173080.2|DHYD
OG0001402	LOC108151878|XP_017136263.1|DMIR	LOC111595346|XP_023164788.1|DHYD
OG0001403	LOC108153585|XP_017139153.1|DMIR	LOC111605103|XP_030079565.1|DHYD
OG0001404	LOC108159475|XP_017148286.1|DMIR, LOC117190366|XP_033251336.1|DMIR	LOC111599715|XP_023171220.2|DHYD
OG0001405	LOC117192861|XP_033253506.1|DMIR, LOC108160046|XP_017149279.1|DMIR, LOC117193760|XP_033254381.1|DMIR	LOC111597065|XP_023167360.2|DHYD
OG0001406	LOC108163706|XP_017154636.1|DMIR	LOC111601815|XP_023174404.1|DHYD
OG0001407	LOC117189012|XP_033249753.1|DMIR, LOC117188994|XP_033249687.1|DMIR, LOC108150947|XP_017134770.2|DMIR, LOC117186282|XP_033242731.1|DMIR	LOC111594879|XP_023164132.1|DHYD
OG0001408	LOC108158909|XP_017147192.1|DMIR	LOC111592144|XP_023159958.1|DHYD
OG0001411	LOC108156080|XP_017142857.1|DMIR	LOC111602616|XP_030081661.1|DHYD
OG0001412	LOC108161296|XP_017151003.1|DMIR, LOC108161165|XP_033249876.1|DMIR, LOC108154236|XP_033245809.1|DMIR	LOC111596374|XP_023166347.2|DHYD
OG0001413	LOC108159307|XP_017147968.1|DMIR	LOC111600762|XP_023172808.1|DHYD
OG0001414	LOC117189418|XP_033250437.1|DMIR	LOC111596754|XP_023166899.2|DHYD
OG0001415	LOC117190394|XP_033251361.1|DMIR, LOC108160514|XP_033247480.1|DMIR, LOC108159690|XP_017148686.1|DMIR	LOC111594762|XP_023163982.2|DHYD
OG0001416	LOC108164274|XP_017155407.1|DMIR	LOC111598782|XP_023169964.2|DHYD
OG0001417	LOC108165131|XP_017156685.1|DMIR	LOC111591890|XP_023159565.2|DHYD
OG0001418	LOC108165540|XP_017157103.1|DMIR	LOC111592762|XP_023160930.2|DHYD
OG0001419	LOC108164172|XP_017155277.1|DMIR, LOC108163501|XP_017154315.1|DMIR	LOC111598986|XP_023170255.1|DHYD, LOC115483308|XP_030080545.1|DHYD
OG0001420	LOC117191343|XP_033252135.1|DMIR, LOC117191307|XP_033252105.1|DMIR, LOC117191335|XP_033252133.1|DMIR, LOC117191361|XP_033252149.1|DMIR, LOC108156736|XP_017143884.1|DMIR, LOC117191370|XP_033252153.1|DMIR, LOC117191289|XP_033252089.1|DMIR, LOC117191381|XP_033252159.1|DMIR, LOC117191298|XP_033252098.1|DMIR, LOC117191261|XP_033252069.1|DMIR, LOC117191353|XP_033252141.1|DMIR, LOC117191313|XP_033252108.1|DMIR, LOC117191394|XP_033252169.1|DMIR, LOC117191270|XP_033252072.1|DMIR, LOC117191388|XP_033252166.1|DMIR, LOC117191330|XP_033252126.1|DMIR, LOC117191278|XP_033252082.1|DMIR, LOC117191322|XP_033252117.1|DMIR	LOC111596484|XP_023166513.2|DHYD
OG0001422	LOC108152865|XP_017137983.1|DMIR	LOC111598797|XP_023169982.2|DHYD, LOC111598798|XP_023169983.1|DHYD, LOC111598796|XP_023169981.2|DHYD
OG0001423	LOC108157713|XP_017145373.1|DMIR	LOC111599669|XP_023171142.1|DHYD, LOC111593331|XP_023161810.2|DHYD, LOC111604880|XP_023178885.1|DHYD, LOC111593338|XP_023161816.1|DHYD
OG0001424	LOC108164627|XP_017155961.1|DMIR	LOC111597194|XP_023167532.1|DHYD, LOC111594115|XP_023163045.2|DHYD
OG0001426	LOC117186223|XP_033242543.1|DMIR, LOC108153763|XP_017139391.2|DMIR, LOC117186224|XP_033242544.1|DMIR, LOC108163145|XP_017153747.1|DMIR	LOC111599403|XP_023170826.1|DHYD
OG0001427	LOC117187963|XP_033246867.1|DMIR, LOC108160339|XP_017149769.2|DMIR	LOC111594156|XP_023163105.1|DHYD
OG0001429	LOC108157784|XP_033245883.1|DMIR	LOC111593244|XP_023161665.2|DHYD
OG0001430	LOC108155483|XP_017141796.1|DMIR	LOC111605551|XP_023179880.1|DHYD
OG0001431	LOC108153137|XP_017138426.1|DMIR	LOC111598306|XP_023169262.2|DHYD
OG0001432	LOC108151485|XP_017135613.1|DMIR	LOC111605605|XP_023179987.1|DHYD
OG0001433	LOC108157088|XP_017144441.1|DMIR, LOC108156914|XP_017144151.2|DMIR	LOC111595674|XP_023165277.2|DHYD
OG0001434	LOC108163458|XP_017154241.1|DMIR	LOC111603346|XP_023176651.1|DHYD
OG0001435	LOC117189776|XP_033250734.1|DMIR, LOC108158689|XP_017146712.1|DMIR, LOC108151263|XP_017135276.1|DMIR	LOC111600790|XP_023172848.2|DHYD
OG0001436	LOC108164699|XP_017156063.1|DMIR	LOC111596721|XP_023166817.1|DHYD
OG0001437	LOC108163817|XP_017154797.1|DMIR	LOC111598551|XP_023169612.1|DHYD, LOC111598951|XP_023170202.1|DHYD
OG0001438	LOC117188672|XP_033248757.1|DMIR, LOC108154928|XP_033248747.1|DMIR, LOC108155159|XP_017141310.1|DMIR	LOC111596159|XP_023166018.2|DHYD
OG0001439	LOC108156714|XP_017143852.1|DMIR	LOC111600727|XP_023172767.1|DHYD
OG0001440	LOC108157763|XP_017145438.1|DMIR	LOC111603161|XP_023176407.1|DHYD
OG0001441	LOC108165073|XP_017156612.1|DMIR	LOC111593431|XP_023161945.1|DHYD
OG0001442	LOC108162158|XP_017152225.1|DMIR	LOC111605027|XP_023179126.1|DHYD
OG0001443	LOC108155894|XP_017142525.1|DMIR	LOC111603236|XP_023176508.1|DHYD
OG0001444	LOC108155542|XP_017141908.2|DMIR	LOC111599036|XP_023170319.2|DHYD
OG0001445	LOC108160788|XP_017150484.1|DMIR, LOC108157392|XP_017144922.1|DMIR	LOC111595445|XP_023164942.1|DHYD
OG0001446	LOC108154195|XP_017139900.1|DMIR	LOC111603490|XP_023176857.2|DHYD
OG0001447	LOC108157124|XP_017144496.1|DMIR	LOC111592002|XP_023159736.2|DHYD
OG0001448	LOC108156453|XP_033244786.1|DMIR	LOC111603294|XP_023176584.1|DHYD
OG0001449	LOC108158797|XP_017146973.1|DMIR	LOC111599987|XP_023171649.2|DHYD
OG0001450	LOC108163718|XP_017154655.1|DMIR	LOC111602242|XP_023174999.1|DHYD
OG0001451	LOC108158434|XP_017146205.1|DMIR	LOC111593943|XP_023162800.1|DHYD
OG0001452	LOC108159195|XP_033246733.1|DMIR	LOC111603823|XP_030081370.1|DHYD
OG0001453	LOC108153147|XP_017138437.1|DMIR	LOC111600455|XP_023172325.1|DHYD
OG0001454	LOC108156397|XP_017143321.1|DMIR	LOC111602615|XP_023175548.2|DHYD
OG0001455	LOC108152846|XP_017137946.1|DMIR	LOC111603719|XP_023177197.2|DHYD
OG0001456	LOC108159544|XP_033246371.1|DMIR	LOC115482755|XP_030078923.1|DHYD, LOC115482831|XP_030078925.1|DHYD, LOC111591923|XP_030080873.1|DHYD
OG0001457	LOC117189712|XP_033250695.1|DMIR, LOC117189707|XP_033250688.1|DMIR, LOC117189703|XP_033250685.1|DMIR, LOC117189692|XP_033250682.1|DMIR, LOC117189670|XP_033250667.1|DMIR, LOC117190074|XP_033251047.1|DMIR, LOC117189691|XP_033250681.1|DMIR, LOC108158463|XP_017146242.1|DMIR	LOC111595327|XP_023164754.2|DHYD
OG0001458	LOC108158227|XP_033252645.1|DMIR, LOC117185733|XP_033248172.1|DMIR	LOC111600681|XP_023172703.2|DHYD
OG0001459	LOC108153090|XP_017138359.1|DMIR	LOC111592442|XP_023160394.2|DHYD
OG0001460	LOC117192317|XP_033252861.1|DMIR, LOC108158088|XP_017145724.1|DMIR	LOC111604106|XP_030081318.1|DHYD
OG0001461	LOC108162622|XP_017152937.1|DMIR	LOC111595425|XP_023164956.1|DHYD
OG0001462	LOC108150965|XP_017134788.1|DMIR	LOC111598466|XP_030081599.1|DHYD
OG0001463	LOC108156932|XP_017144179.1|DMIR	LOC111596676|XP_023166748.2|DHYD
OG0001464	LOC108158690|XP_017146716.1|DMIR	LOC111596778|XP_023166897.1|DHYD
OG0001465	LOC117186721|XP_033243728.1|DMIR, LOC117186725|XP_033243732.1|DMIR, LOC117186653|XP_033243585.1|DMIR, LOC117186724|XP_033243731.1|DMIR, LOC117194157|XP_033254704.1|DMIR, LOC117186726|XP_033243733.1|DMIR, LOC108160246|XP_017149595.2|DMIR, LOC117186727|XP_033243734.1|DMIR, LOC117193726|XP_033254342.1|DMIR	LOC111604103|XP_023177773.1|DHYD
OG0001466	LOC108161565|XP_017151342.2|DMIR	LOC111595844|XP_023165522.2|DHYD
OG0001467	LOC108161870|XP_017151750.1|DMIR	LOC111592659|XP_023160779.1|DHYD
OG0001468	LOC108153691|XP_017139304.1|DMIR	LOC111604758|XP_023178716.1|DHYD
OG0001469	LOC108158513|XP_017146378.1|DMIR, LOC117193387|XP_033254027.1|DMIR	LOC111592530|XP_030081414.1|DHYD
OG0001470	LOC108153756|XP_017139377.1|DMIR	LOC115483748|XP_030081856.1|DHYD, LOC111600957|XP_023173104.2|DHYD
