Orthogroup	DMIR.longest_only	ASTE.longest_only
OG0001312	LOC108165290|XP_017156814.1|DMIR	LOC118503305|XP_035892318.1|ASTE
OG0001313	LOC117188333|XP_033247892.1|DMIR, LOC117188334|XP_033247893.1|DMIR, LOC117188331|XP_033247889.1|DMIR, LOC117188332|XP_033247890.1|DMIR, LOC117188329|XP_033247887.1|DMIR, LOC117188330|XP_033247888.1|DMIR, LOC108159248|XP_017147859.2|DMIR, LOC117192675|XP_033253288.1|DMIR	LOC118507236|XP_035901379.1|ASTE
OG0001314	LOC108163160|XP_017153769.1|DMIR	LOC118512881|XP_035914293.1|ASTE
OG0001315	LOC108164631|XP_017155968.1|DMIR	LOC118506659|XP_035899970.1|ASTE
OG0001326	LOC108156454|XP_033244788.1|DMIR	LOC118508303|XP_035903851.1|ASTE
OG0001328	LOC117186172|XP_033242308.1|DMIR, LOC117186171|XP_033242301.1|DMIR	LOC118503066|XP_035891829.1|ASTE
OG0001329	LOC108158289|XP_017146018.2|DMIR, LOC117186578|XP_033243429.1|DMIR	LOC118509272|XP_035905520.1|ASTE
OG0001330	LOC108154454|XP_033252854.1|DMIR, LOC117192357|XP_033252887.1|DMIR	LOC118517158|XP_035918929.1|ASTE
OG0001331	LOC108151464|XP_017135574.1|DMIR	LOC118512722|XP_035913464.1|ASTE
OG0001332	LOC108161729|XP_017151545.1|DMIR	LOC118511331|XP_035910159.1|ASTE, LOC118511265|XP_035910034.1|ASTE
OG0001333	LOC108163846|XP_017154852.2|DMIR	LOC118509806|XP_035906845.1|ASTE, LOC118509778|XP_035906813.1|ASTE
OG0001334	LOC108157355|XP_017144864.1|DMIR	LOC118502597|XP_035890857.1|ASTE, LOC118502813|XP_035891349.1|ASTE
OG0001335	LOC108155421|XP_033245279.1|DMIR	LOC118505565|XP_035897415.1|ASTE, LOC118505566|XP_035897416.1|ASTE
OG0001337	LOC117195341|XP_033255821.1|DMIR, LOC117186085|XP_033242076.1|DMIR, LOC117186165|XP_033242278.1|DMIR, LOC117195340|XP_033255818.1|DMIR, LOC108151170|XP_033255819.1|DMIR, LOC117195344|XP_033255825.1|DMIR, LOC117186174|XP_033242310.1|DMIR, LOC117186495|XP_033243265.1|DMIR, LOC117195338|XP_033255817.1|DMIR, LOC117186111|XP_033242122.1|DMIR	LOC118511391|XP_035910312.1|ASTE
OG0001338	LOC117191960|XP_033252592.1|DMIR, LOC117189805|XP_033250755.1|DMIR, LOC117190454|XP_033251418.1|DMIR, LOC117191962|XP_033252595.1|DMIR, LOC108160415|XP_017149900.2|DMIR, LOC117189812|XP_033250763.1|DMIR, LOC117185927|XP_033246433.1|DMIR, LOC117191976|XP_033252605.1|DMIR	LOC118505063|XP_035896234.1|ASTE, LOC118516461|XP_035918252.1|ASTE
OG0001339	LOC108153884|XP_033244263.1|DMIR, LOC108160348|XP_033246468.1|DMIR	LOC118502918|XP_035891545.1|ASTE, LOC118512193|XP_035912188.1|ASTE
OG0001340	LOC108157005|XP_033244823.1|DMIR	LOC118506774|XP_035900262.1|ASTE
OG0001341	LOC108157206|XP_017144643.1|DMIR	LOC118507844|XP_035902868.1|ASTE
OG0001343	LOC108153926|XP_017139510.1|DMIR	LOC118502423|XP_035890543.1|ASTE
OG0001344	LOC108156426|XP_017143368.1|DMIR	LOC118506366|XP_035899279.1|ASTE, LOC118506365|XP_035899272.1|ASTE
OG0001345	LOC108156774|XP_017143930.1|DMIR	LOC118516458|XP_035918249.1|ASTE, LOC118505112|XP_035896307.1|ASTE, LOC118516457|XP_035918247.1|ASTE, LOC118505111|XP_035896305.1|ASTE
OG0001346	LOC117187184|XP_033245190.1|DMIR, LOC108155296|XP_033245187.1|DMIR, LOC117187176|XP_033245179.1|DMIR	LOC118505438|XP_035897125.1|ASTE
OG0001347	LOC108158377|XP_017146122.1|DMIR, LOC117186506|XP_033243278.1|DMIR, LOC108165429|XP_033243283.1|DMIR	LOC118508585|XP_035904383.1|ASTE
OG0001348	LOC117186159|XP_033242264.1|DMIR, LOC108161740|XP_017151554.1|DMIR	LOC118517273|XP_035919140.1|ASTE, LOC118514280|XP_035916915.1|ASTE
OG0001349	LOC108152696|XP_017137692.1|DMIR	LOC118510488|XP_035908267.1|ASTE
OG0001350	LOC108152200|XP_033243591.1|DMIR	LOC118512205|XP_035912208.1|ASTE
OG0001351	LOC117190431|XP_033251402.1|DMIR, LOC108160420|XP_017149908.1|DMIR, LOC108158868|XP_017147097.1|DMIR	LOC118512096|XP_035911955.1|ASTE
OG0001352	LOC117195230|XP_033255747.1|DMIR, LOC108159227|XP_017147817.2|DMIR, LOC117185841|XP_033247448.1|DMIR, LOC117195217|XP_033255741.1|DMIR, LOC117194572|XP_033255005.1|DMIR, LOC117189324|XP_033250364.1|DMIR	LOC118509480|XP_035906015.1|ASTE
OG0001353	LOC108152722|XP_017137748.1|DMIR	LOC118504607|XP_035895177.1|ASTE, LOC118509513|XP_035906095.1|ASTE
OG0001354	LOC117185846|XP_033253360.1|DMIR, LOC108159758|XP_017148802.1|DMIR	LOC118511541|XP_035910637.1|ASTE
OG0001355	LOC117187978|XP_033246920.1|DMIR, LOC108159426|XP_017148182.2|DMIR	LOC118511525|XP_035910607.1|ASTE
OG0001356	LOC108157060|XP_017144379.1|DMIR	LOC118513488|XP_035915204.1|ASTE, LOC118509738|XP_035906760.1|ASTE
OG0001357	LOC108151814|XP_017136157.1|DMIR	LOC118512759|XP_035913542.1|ASTE, LOC118516367|XP_035918113.1|ASTE
OG0001358	LOC108152843|XP_017137940.1|DMIR	LOC118512760|XP_035913544.1|ASTE, LOC118516364|XP_035918093.1|ASTE
OG0001359	LOC108162155|XP_017152222.1|DMIR	LOC118514604|XP_035917493.1|ASTE, LOC118512664|XP_035913309.1|ASTE
OG0001360	LOC117188221|XP_033247622.1|DMIR, LOC108160354|XP_017149810.2|DMIR	LOC118514357|XP_035917072.1|ASTE
OG0001361	LOC108151437|XP_017135536.1|DMIR	LOC118509799|XP_035906828.1|ASTE, LOC118509800|XP_035906829.1|ASTE
OG0001362	LOC108152534|XP_017137432.1|DMIR	LOC118512297|XP_035912420.1|ASTE
OG0001363	LOC108157465|XP_017145032.1|DMIR	LOC118503687|XP_035893121.1|ASTE, LOC118512288|XP_035912404.1|ASTE
OG0001364	LOC108160017|XP_017149241.1|DMIR, LOC117194075|XP_033254604.1|DMIR	LOC118514188|XP_035916767.1|ASTE, LOC118513327|XP_035914827.1|ASTE
OG0001365	LOC108150878|XP_017134680.1|DMIR, LOC108155090|XP_017141201.1|DMIR, LOC108151500|XP_017135629.1|DMIR	LOC118513191|XP_035914572.1|ASTE
OG0001367	LOC108159427|XP_033247203.1|DMIR, LOC117189959|XP_033250930.1|DMIR, LOC117189964|XP_033250937.1|DMIR	LOC118509863|XP_035906966.1|ASTE
OG0001368	LOC117185884|XP_033252937.1|DMIR, LOC108158666|XP_017146663.1|DMIR	LOC118513233|XP_035914671.1|ASTE
OG0001369	LOC108162120|XP_017152186.1|DMIR	LOC118514260|XP_035916869.1|ASTE
OG0001370	LOC117187851|XP_033246626.1|DMIR, LOC117187663|XP_033246197.1|DMIR, LOC117187664|XP_033246199.1|DMIR, LOC117187667|XP_033246203.1|DMIR, LOC117187657|XP_033246189.1|DMIR, LOC117187659|XP_033246193.1|DMIR, LOC117187658|XP_033246191.1|DMIR, LOC108158053|XP_033246633.1|DMIR, LOC117187661|XP_033246195.1|DMIR, LOC108159661|XP_033246184.1|DMIR	LOC118517323|XP_035919196.1|ASTE, LOC118509379|XP_035905813.1|ASTE
OG0001371	LOC108161318|XP_033248961.1|DMIR	LOC118509649|XP_035906463.1|ASTE
OG0001372	LOC117193538|XP_033254175.1|DMIR, LOC108160054|XP_033246912.1|DMIR, LOC117192989|XP_033253611.1|DMIR	LOC118512013|XP_035911681.1|ASTE
OG0001373	LOC108163632|XP_017154527.1|DMIR	LOC118511033|XP_035909507.1|ASTE
OG0001374	LOC117188823|XP_033249152.1|DMIR, LOC117192945|XP_033253561.1|DMIR, LOC108158595|XP_017146536.1|DMIR	LOC118513899|XP_035916109.1|ASTE
OG0001376	LOC108160767|XP_017150457.1|DMIR	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE, LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE
OG0001377	LOC108163360|XP_017154094.1|DMIR	LOC118513915|XP_035916158.1|ASTE
OG0001378	LOC108162338|XP_017152519.1|DMIR, LOC108163651|XP_017154558.1|DMIR	LOC118512644|XP_035913253.1|ASTE
OG0001379	LOC108163710|XP_017154643.1|DMIR	LOC118513885|XP_035916092.1|ASTE
OG0001380	LOC108159967|XP_017149138.1|DMIR	LOC118508988|XP_035904879.1|ASTE
OG0001381	LOC117189454|XP_033250471.1|DMIR, LOC117189453|XP_033250470.1|DMIR, LOC117189455|XP_033250472.1|DMIR, LOC117189456|XP_033250473.1|DMIR, LOC117191548|XP_033252271.1|DMIR, LOC117188489|XP_033248322.1|DMIR, LOC108159271|XP_033248323.1|DMIR	LOC118514539|XP_035917415.1|ASTE
OG0001382	LOC108162309|XP_017152467.2|DMIR	LOC118512516|XP_035912927.1|ASTE
OG0001383	LOC108161596|XP_017151372.1|DMIR, LOC117188144|XP_033247425.1|DMIR, LOC108162758|XP_017153134.1|DMIR, LOC108159723|XP_017148733.1|DMIR, LOC117190131|XP_033251104.1|DMIR	LOC118511029|XP_035909502.1|ASTE
OG0001384	LOC117189005|XP_033249733.1|DMIR, LOC108161124|XP_033249337.1|DMIR	LOC118509868|XP_035906984.1|ASTE
OG0001385	LOC108163091|XP_017153666.1|DMIR	LOC118513824|XP_035915953.1|ASTE, LOC118506497|XP_035899585.1|ASTE
OG0001387	LOC108163187|XP_017153816.1|DMIR	LOC118510806|XP_035909014.1|ASTE, LOC118510807|XP_035909016.1|ASTE
OG0001388	LOC108161325|XP_017151045.1|DMIR	LOC118510750|XP_035908882.1|ASTE, LOC118510751|XP_035908887.1|ASTE
OG0001389	LOC108157766|XP_017145437.1|DMIR	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE
OG0001390	LOC108163505|XP_017154321.1|DMIR	LOC118506752|XP_035900235.1|ASTE
OG0001391	LOC108152351|XP_017137111.1|DMIR, LOC117186477|XP_033243244.1|DMIR, LOC108161925|XP_017151838.1|DMIR	LOC118504503|XP_035894922.1|ASTE
OG0001392	LOC108163820|XP_017154799.1|DMIR	LOC118506657|XP_035899968.1|ASTE
OG0001393	LOC108164966|XP_017156468.1|DMIR, LOC108157223|XP_017144669.1|DMIR, LOC117186314|XP_033242819.1|DMIR, LOC117186313|XP_033242817.1|DMIR, LOC108154259|XP_017139983.1|DMIR, LOC117186315|XP_033242835.1|DMIR	LOC118502606|XP_035890863.1|ASTE
OG0001394	LOC108164102|XP_033248526.1|DMIR	LOC118507094|XP_035900977.1|ASTE, LOC118504798|XP_035895669.1|ASTE
OG0001395	LOC108155153|XP_017141302.1|DMIR, LOC108157297|XP_017144788.2|DMIR	LOC118505832|XP_035898080.1|ASTE
OG0001396	LOC108162432|XP_017152659.1|DMIR	LOC118506543|XP_035899727.1|ASTE
OG0001397	LOC108155521|XP_017141856.1|DMIR	LOC118508436|XP_035904108.1|ASTE, LOC118507361|XP_035901666.1|ASTE
OG0001399	LOC117188125|XP_033247365.1|DMIR	LOC118512891|XP_035913888.1|ASTE
OG0001400	LOC108157580|XP_017145190.1|DMIR	LOC118503474|XP_035892665.1|ASTE
OG0001401	LOC108151014|XP_017134864.1|DMIR	LOC118508071|XP_035903427.1|ASTE, LOC118509254|XP_035905482.1|ASTE
OG0001402	LOC108151878|XP_017136263.1|DMIR	LOC118508085|XP_035903453.1|ASTE
OG0001403	LOC108153585|XP_017139153.1|DMIR	LOC118512335|XP_035912510.1|ASTE
OG0001404	LOC108159475|XP_017148286.1|DMIR, LOC117190366|XP_033251336.1|DMIR	LOC118505990|XP_035898449.1|ASTE
OG0001405	LOC117192861|XP_033253506.1|DMIR, LOC108160046|XP_017149279.1|DMIR, LOC117193760|XP_033254381.1|DMIR	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE
OG0001406	LOC108163706|XP_017154636.1|DMIR, LOC108164932|XP_017156410.1|DMIR	LOC118506116|XP_035898717.1|ASTE
OG0001407	LOC117189012|XP_033249753.1|DMIR, LOC117188994|XP_033249687.1|DMIR, LOC108150947|XP_017134770.2|DMIR, LOC117186282|XP_033242731.1|DMIR	LOC118508052|XP_035903398.1|ASTE
OG0001408	LOC108158909|XP_017147192.1|DMIR	LOC118509985|XP_035907259.1|ASTE
OG0001410	LOC117191877|XP_033252533.1|DMIR	LOC118506989|XP_035900800.1|ASTE, LOC118507043|XP_035900935.1|ASTE, LOC118517067|XP_035918817.1|ASTE
OG0001429	LOC108157784|XP_033245883.1|DMIR	LOC118504939|XP_035895931.1|ASTE, LOC118504930|XP_035895920.1|ASTE
OG0001430	LOC108155483|XP_017141796.1|DMIR	LOC118513099|XP_035914393.1|ASTE, LOC118510660|XP_035908704.1|ASTE
OG0001431	LOC108153137|XP_017138426.1|DMIR	LOC118502803|XP_035891317.1|ASTE
OG0001432	LOC108151485|XP_017135613.1|DMIR	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE
OG0001433	LOC108157088|XP_017144441.1|DMIR, LOC108156914|XP_017144151.2|DMIR	LOC118503728|XP_035893234.1|ASTE
OG0001434	LOC108155991|XP_017142678.2|DMIR, LOC108156252|XP_017143091.1|DMIR, LOC108163458|XP_017154241.1|DMIR	LOC118503987|XP_035893827.1|ASTE
OG0001435	LOC117189776|XP_033250734.1|DMIR, LOC108158689|XP_017146712.1|DMIR, LOC108151263|XP_017135276.1|DMIR	LOC118511737|XP_035911080.1|ASTE
OG0001436	LOC108164699|XP_017156063.1|DMIR	LOC118517432|XP_035919444.1|ASTE
OG0001437	LOC108163817|XP_017154797.1|DMIR	LOC118513084|XP_035914345.1|ASTE
OG0001438	LOC117188672|XP_033248757.1|DMIR, LOC108154928|XP_033248747.1|DMIR, LOC108155159|XP_017141310.1|DMIR	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE
OG0001439	LOC108156714|XP_017143852.1|DMIR	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE
OG0001440	LOC108157763|XP_017145438.1|DMIR	LOC118508086|XP_035903459.1|ASTE
OG0001442	LOC108162158|XP_017152225.1|DMIR	LOC118508483|XP_035904197.1|ASTE, LOC118505129|XP_035896339.1|ASTE
OG0001443	LOC108155894|XP_017142525.1|DMIR	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE
OG0001444	LOC108155542|XP_017141908.2|DMIR	LOC118502379|XP_035890493.1|ASTE
OG0001445	LOC108160788|XP_017150484.1|DMIR, LOC108157392|XP_017144922.1|DMIR	LOC118503034|XP_035891758.1|ASTE
OG0001446	LOC108154195|XP_017139900.1|DMIR	LOC118505222|XP_035896639.1|ASTE
OG0001447	LOC108157124|XP_017144496.1|DMIR	LOC118504441|XP_035894794.1|ASTE
OG0001448	LOC108156453|XP_033244786.1|DMIR	LOC118508304|XP_035903852.1|ASTE
OG0001449	LOC108158797|XP_017146973.1|DMIR	LOC118502961|XP_035891617.1|ASTE
OG0001450	LOC108163718|XP_017154655.1|DMIR	LOC118512095|XP_035911953.1|ASTE
OG0001451	LOC108158434|XP_017146205.1|DMIR	LOC118510862|XP_035909101.1|ASTE
OG0001452	LOC108159195|XP_033246733.1|DMIR	LOC118508899|XP_035904631.1|ASTE
OG0001453	LOC108153147|XP_017138437.1|DMIR	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE
OG0001454	LOC108156397|XP_017143321.1|DMIR	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE
OG0001455	LOC108152846|XP_017137946.1|DMIR	LOC118512978|XP_035914115.1|ASTE
OG0001456	LOC108159544|XP_033246371.1|DMIR	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE
OG0001457	LOC117189712|XP_033250695.1|DMIR, LOC117189707|XP_033250688.1|DMIR, LOC117189703|XP_033250685.1|DMIR, LOC117189692|XP_033250682.1|DMIR, LOC117189670|XP_033250667.1|DMIR, LOC117190074|XP_033251047.1|DMIR, LOC117189691|XP_033250681.1|DMIR, LOC108158463|XP_017146242.1|DMIR	LOC118512050|XP_035911786.1|ASTE
OG0001458	LOC108158227|XP_033252645.1|DMIR, LOC117185733|XP_033248172.1|DMIR	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE
OG0001459	LOC108153090|XP_017138359.1|DMIR	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE
OG0001460	LOC117192317|XP_033252861.1|DMIR, LOC108158088|XP_017145724.1|DMIR	LOC118509617|XP_035906336.1|ASTE
OG0001461	LOC108162622|XP_017152937.1|DMIR, LOC108153590|XP_017139159.1|DMIR	LOC118512844|XP_035913798.1|ASTE
OG0001462	LOC108150965|XP_017134788.1|DMIR	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE
OG0001464	LOC108158690|XP_017146716.1|DMIR	LOC118510298|XP_035907815.1|ASTE
OG0001466	LOC108161565|XP_017151342.2|DMIR	LOC118509517|XP_035906111.1|ASTE
OG0001467	LOC108161870|XP_017151750.1|DMIR	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE
OG0001468	LOC108153691|XP_017139304.1|DMIR	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE
OG0001469	LOC108158513|XP_017146378.1|DMIR, LOC117193387|XP_033254027.1|DMIR	LOC118512310|XP_035912446.1|ASTE
OG0001470	LOC108153756|XP_017139377.1|DMIR	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE
OG0001471	LOC108152190|XP_017136825.1|DMIR	LOC118509952|XP_035907180.1|ASTE
OG0001472	LOC108151212|XP_033244013.1|DMIR, LOC108151350|XP_017135396.1|DMIR	LOC118511819|XP_035911252.1|ASTE
OG0001473	LOC108154459|XP_017140220.1|DMIR	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE
OG0001474	LOC108164753|XP_017156142.1|DMIR, LOC108160541|XP_033252386.1|DMIR	LOC118511983|XP_035911615.1|ASTE
OG0001475	LOC108158450|XP_017146224.1|DMIR, LOC117190434|XP_033251404.1|DMIR, LOC117185748|XP_033246902.1|DMIR, LOC117190433|XP_033251403.1|DMIR	LOC118505830|XP_035898077.1|ASTE
OG0001476	LOC117189378|XP_033250393.1|DMIR, LOC117188518|XP_033248409.1|DMIR	LOC118510956|XP_035909305.1|ASTE
OG0001477	LOC108155913|XP_017142547.1|DMIR	LOC118513902|XP_035916117.1|ASTE
OG0001478	LOC108162087|XP_017152136.1|DMIR	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE
OG0001479	LOC108153501|XP_017139041.1|DMIR	LOC118513844|XP_035916015.1|ASTE
OG0001480	LOC108155693|XP_033242004.1|DMIR, LOC108161816|XP_017151665.1|DMIR	LOC118513940|XP_035916216.1|ASTE
OG0001481	LOC108163198|XP_033248882.1|DMIR	LOC118511126|XP_035909752.1|ASTE
OG0001482	LOC108159150|XP_017147636.1|DMIR, LOC117189472|XP_033250496.1|DMIR	LOC118514014|XP_035916376.1|ASTE
OG0001483	LOC108162387|XP_017152590.1|DMIR	LOC118510033|XP_035907314.1|ASTE
OG0001484	LOC108161416|XP_017151160.1|DMIR	LOC118511672|XP_035910923.1|ASTE
OG0001485	LOC108153426|XP_017138918.1|DMIR	LOC118512587|XP_035913119.1|ASTE
OG0001486	LOC108163483|XP_017154280.1|DMIR	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE
OG0001487	LOC117188782|XP_033249041.1|DMIR	LOC118511555|XP_035910677.1|ASTE
OG0001488	LOC108160873|XP_017150624.1|DMIR	LOC118509962|XP_035907234.1|ASTE
OG0001489	LOC108162324|XP_033249847.1|DMIR	LOC118510785|XP_035908963.1|ASTE
OG0001490	LOC108163308|XP_017154013.1|DMIR	LOC118510781|XP_035908959.1|ASTE
OG0001491	LOC108163427|XP_017154195.1|DMIR	LOC118514099|XP_035916532.1|ASTE
OG0001492	LOC108162618|XP_017152927.1|DMIR	LOC118510657|XP_035908675.1|ASTE
OG0001493	LOC108156078|XP_017142853.1|DMIR, LOC108152671|XP_033244150.1|DMIR	LOC118506650|XP_035899947.1|ASTE
OG0001494	LOC108151562|XP_017135726.1|DMIR	LOC118517546|XP_035919678.1|ASTE
OG0001495	LOC117189857|XP_033250816.1|DMIR, LOC108158695|XP_017146719.1|DMIR, LOC108153383|XP_017138844.1|DMIR	LOC118506658|XP_035899969.1|ASTE
OG0001496	LOC108151457|XP_017135567.1|DMIR, LOC108164836|XP_017156249.1|DMIR	LOC118507659|XP_035902329.1|ASTE
OG0001497	LOC108160477|XP_017149986.1|DMIR, LOC117193443|XP_033254085.1|DMIR	LOC118502537|XP_035890702.1|ASTE
OG0001500	LOC117187784|XP_033246515.1|DMIR, LOC108160133|XP_017149416.2|DMIR	LOC118505138|XP_035896380.1|ASTE
OG0001501	LOC108155422|XP_017141717.1|DMIR	LOC118507979|XP_035903221.1|ASTE
OG0001502	LOC108158194|XP_017145902.1|DMIR, LOC117189350|XP_033250379.1|DMIR, LOC117190073|XP_033251045.1|DMIR, LOC117190071|XP_033251042.1|DMIR	LOC118504323|XP_035894545.1|ASTE
OG0001503	LOC117190225|XP_033251167.1|DMIR, LOC108160290|XP_017149672.2|DMIR	LOC118512405|XP_035912684.1|ASTE
OG0001504	LOC108158503|XP_017146325.2|DMIR	LOC118507224|XP_035901272.1|ASTE
OG0001506	LOC117185721|XP_033248317.1|DMIR, LOC108159484|XP_017148304.2|DMIR	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE
OG0001507	LOC108159578|XP_017148515.1|DMIR	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE
OG0001508	LOC117185699|XP_033253778.1|DMIR, LOC108160352|XP_017149806.1|DMIR	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE
OG0001509	LOC108159940|XP_017149083.1|DMIR, LOC117190809|XP_033251742.1|DMIR	LOC118505926|XP_035898319.1|ASTE
OG0001510	LOC108162838|XP_017153269.1|DMIR	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE
OG0001511	LOC117193362|XP_033253968.1|DMIR, LOC108160564|XP_017150133.1|DMIR, LOC117185918|XP_033253970.1|DMIR	LOC118507242|XP_035901387.1|ASTE
OG0001512	LOC108150796|XP_017134589.1|DMIR	LOC118503073|XP_035891843.1|ASTE
OG0001513	LOC108152559|XP_017137480.1|DMIR	LOC118508391|XP_035904027.1|ASTE
OG0001515	LOC108153429|XP_017138920.1|DMIR, LOC108156196|XP_017143019.2|DMIR, LOC117187472|XP_033246127.1|DMIR	LOC118503019|XP_035891735.1|ASTE
OG0001534	LOC108165461|XP_033243977.1|DMIR	LOC118505899|XP_035898676.1|ASTE
OG0001535	LOC108162231|XP_017152351.1|DMIR	LOC118517720|XP_035920066.1|ASTE
OG0001536	LOC108156573|XP_017143600.1|DMIR	LOC118506790|XP_035900302.1|ASTE
OG0001537	LOC108161820|XP_033249218.1|DMIR, LOC108163976|XP_017155022.1|DMIR	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE
OG0001538	LOC108164610|XP_017155938.1|DMIR	LOC118503667|XP_035893096.1|ASTE
OG0001539	LOC108159130|XP_017147611.1|DMIR	LOC118517360|XP_035919269.1|ASTE
OG0001540	LOC108153785|XP_017139418.1|DMIR, LOC108154451|XP_017140211.1|DMIR, LOC108163249|XP_017153904.1|DMIR	LOC118511146|XP_035909770.1|ASTE
OG0001541	LOC108165356|XP_017156879.1|DMIR	LOC118517446|XP_035919481.1|ASTE
OG0001542	LOC108157053|XP_017144363.1|DMIR	LOC118502635|XP_035890979.1|ASTE
OG0001545	LOC108159855|XP_017148951.1|DMIR	LOC118506676|XP_035900013.1|ASTE
OG0001546	LOC108159841|XP_017148921.1|DMIR	LOC118508312|XP_035903877.1|ASTE
OG0001547	LOC108156758|XP_033247891.1|DMIR	LOC118506882|XP_035900543.1|ASTE
OG0001548	LOC108164284|XP_017155421.2|DMIR, LOC117189147|XP_033250107.1|DMIR, LOC108162941|XP_017153421.1|DMIR	LOC118517085|XP_035918834.1|ASTE
OG0001549	LOC108163265|XP_033248672.1|DMIR	LOC118511070|XP_035909580.1|ASTE
OG0001551	LOC108157564|XP_017145171.2|DMIR	LOC118508471|XP_035904171.1|ASTE
OG0001552	LOC108155289|XP_017141494.1|DMIR	LOC118506807|XP_035900358.1|ASTE
OG0001553	LOC108165024|XP_017156549.1|DMIR	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE
OG0001554	LOC108157411|XP_017144949.2|DMIR	LOC118503590|XP_035892934.1|ASTE
OG0001555	LOC108163674|XP_017154590.1|DMIR	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE
OG0001556	LOC117193041|XP_033253668.1|DMIR, LOC117192763|XP_033253394.1|DMIR, LOC108159478|XP_017148295.1|DMIR	LOC118514356|XP_035917071.1|ASTE
OG0001557	LOC108153001|XP_017138234.1|DMIR	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE
OG0001558	LOC117186785|XP_033243934.1|DMIR	LOC118504481|XP_035894891.1|ASTE
OG0001559	LOC108157172|XP_017144581.1|DMIR	LOC118502705|XP_035891142.1|ASTE
OG0001560	LOC108156097|XP_017142875.1|DMIR	LOC118506880|XP_035900522.1|ASTE
OG0001561	LOC108155176|XP_017141335.1|DMIR	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE
OG0001562	LOC108162157|XP_017152224.1|DMIR, LOC117186086|XP_033242077.1|DMIR	LOC118511566|XP_035910698.1|ASTE
OG0001563	LOC117187079|XP_033244822.1|DMIR	LOC118506798|XP_035900314.1|ASTE
OG0001564	LOC108156021|XP_017142742.1|DMIR	LOC118505168|XP_035896467.1|ASTE
OG0001565	LOC108156927|XP_017144170.1|DMIR	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE
OG0001566	LOC108165449|XP_017156979.1|DMIR, LOC108155388|XP_017141657.1|DMIR	LOC118505781|XP_035897970.1|ASTE
OG0001567	LOC108160776|XP_017150467.1|DMIR, LOC117188188|XP_033247557.1|DMIR	LOC118511921|XP_035911452.1|ASTE
OG0001568	LOC117188390|XP_033248086.1|DMIR, LOC108155215|XP_033245875.1|DMIR, LOC108155217|XP_033248915.1|DMIR	LOC118511924|XP_035911466.1|ASTE
OG0001569	LOC108157412|XP_017144950.1|DMIR	LOC118511929|XP_035911502.1|ASTE
OG0001570	LOC108154351|XP_017140105.2|DMIR	LOC118504393|XP_035894692.1|ASTE
OG0001571	LOC108162512|XP_017152778.1|DMIR	LOC118511747|XP_035911102.1|ASTE
OG0001572	LOC108164845|XP_017156263.1|DMIR	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE
OG0001573	LOC108152338|XP_017137089.1|DMIR	LOC118512694|XP_035913394.1|ASTE
