Orthogroup	DMIR.longest_only	BCOP.longest_only
OG0001941	LOC108165590|XP_033243951.1|DMIR, LOC117186793|XP_033243954.1|DMIR, LOC117186794|XP_033243958.1|DMIR, LOC117186795|XP_033243961.1|DMIR	LOC119084724|XP_037050696.1|BCOP
OG0001943	LOC108151285|XP_017135305.1|DMIR	LOC119080982|XP_037045522.1|BCOP
OG0001944	LOC108151930|XP_017136344.1|DMIR	LOC119080072|XP_037044186.1|BCOP
OG0001945	LOC108160309|XP_017149712.1|DMIR, LOC117185689|XP_033253786.1|DMIR	LOC119073449|XP_037034837.1|BCOP
OG0001946	LOC117193040|XP_033253667.1|DMIR, LOC108158125|XP_017145796.1|DMIR	LOC119082790|XP_037048279.1|BCOP, LOC119075499|XP_037037860.1|BCOP
OG0001947	LOC117193563|XP_033254201.1|DMIR, LOC108159577|XP_017148514.1|DMIR	LOC119079362|XP_037043105.1|BCOP
OG0001948	LOC108162848|XP_017153284.1|DMIR	LOC119080503|XP_037044798.1|BCOP
OG0001949	LOC108153345|XP_033242879.1|DMIR	LOC119077322|XP_037040397.1|BCOP
OG0001950	LOC108155501|XP_017141824.1|DMIR	LOC119073232|XP_037034439.1|BCOP
OG0001951	LOC108158563|XP_017146476.1|DMIR, LOC117189861|XP_033250822.1|DMIR	LOC119081713|XP_037046718.1|BCOP
OG0001952	LOC108159932|XP_033246782.1|DMIR	LOC119074053|XP_037035898.1|BCOP
OG0001953	LOC117193670|XP_033254297.1|DMIR, LOC108160575|XP_017150151.1|DMIR	LOC119079610|XP_037043499.1|BCOP
OG0001954	LOC108158995|XP_017147347.1|DMIR	LOC119079366|XP_037043115.1|BCOP
OG0001955	LOC108158137|XP_017145839.1|DMIR, LOC117192369|XP_033252924.1|DMIR	LOC119079390|XP_037043171.1|BCOP
OG0001956	LOC108152329|XP_017137065.1|DMIR	LOC119080715|XP_037045092.1|BCOP
OG0001957	LOC108159033|XP_017147443.1|DMIR, LOC117189789|XP_033250749.1|DMIR, LOC117189790|XP_033250750.1|DMIR	LOC119079960|XP_037043967.1|BCOP
OG0001958	LOC117194036|XP_033254568.1|DMIR, LOC108159207|XP_017147770.1|DMIR	LOC119081650|XP_037046627.1|BCOP
OG0001959	LOC108153037|XP_017138282.1|DMIR	LOC119072456|XP_037033575.1|BCOP
OG0001960	LOC108151320|XP_017135362.1|DMIR	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP
OG0001961	LOC108160437|XP_033253994.1|DMIR, LOC117185780|XP_017149934.1|DMIR	LOC119079675|XP_037043622.1|BCOP
OG0001962	LOC117189661|XP_033250658.1|DMIR, LOC117189662|XP_033250659.1|DMIR, LOC108158978|XP_017147310.1|DMIR	LOC119079441|XP_037043249.1|BCOP
OG0001963	LOC108152792|XP_017137863.1|DMIR	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP
OG0001964	LOC108152705|XP_017137714.1|DMIR	LOC119073177|XP_037034382.1|BCOP
OG0001965	LOC108152169|XP_033242594.1|DMIR	LOC119083324|XP_037048904.1|BCOP, LOC119083366|XP_037048978.1|BCOP
OG0001966	LOC108155585|XP_017141983.1|DMIR	LOC119067255|XP_037026026.1|BCOP
OG0001967	LOC108158485|XP_017146282.2|DMIR, LOC117188122|XP_033247360.1|DMIR	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP
OG0001968	LOC108153721|XP_017139338.1|DMIR	LOC119080491|XP_037044779.1|BCOP
OG0001969	LOC117192720|XP_033253348.1|DMIR, LOC117192718|XP_033253343.1|DMIR, LOC108158093|XP_017145749.1|DMIR	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP
OG0001970	LOC117190684|XP_033251636.1|DMIR, LOC108160360|XP_017149819.1|DMIR	LOC119080020|XP_037044093.1|BCOP
OG0001971	LOC117192301|XP_033252848.1|DMIR, LOC108158051|XP_017145686.1|DMIR	LOC119085338|XP_037051616.1|BCOP
OG0001972	LOC117188308|XP_033247838.1|DMIR	LOC119071816|XP_037032780.1|BCOP
OG0001973	LOC108160758|XP_017150447.1|DMIR	LOC119079603|XP_037043489.1|BCOP
OG0001974	LOC117193290|XP_033253922.1|DMIR, LOC108160497|XP_017150022.1|DMIR	LOC119081078|XP_037045716.1|BCOP
OG0001975	LOC108153156|XP_017138448.1|DMIR	LOC119076310|XP_037038872.1|BCOP, LOC119078786|XP_037042397.1|BCOP
OG0001976	LOC108159881|XP_017148983.2|DMIR, LOC117187934|XP_033246821.1|DMIR	LOC119084443|XP_037050319.1|BCOP
OG0001978	LOC108162398|XP_017152609.1|DMIR	LOC119066330|XP_037024625.1|BCOP
OG0001979	LOC108163041|XP_017153581.1|DMIR	LOC119070930|XP_037031369.1|BCOP
OG0001980	LOC108162500|XP_017152754.1|DMIR	LOC119078499|XP_037041948.1|BCOP
OG0001982	LOC108161920|XP_017151825.1|DMIR	LOC119081937|XP_037047088.1|BCOP
OG0001983	LOC117189156|XP_033250115.1|DMIR	LOC119080917|XP_037045428.1|BCOP, LOC119080401|XP_037044625.1|BCOP, LOC119068171|XP_037027550.1|BCOP, LOC119068854|XP_037028575.1|BCOP
OG0001984	LOC108162958|XP_017153446.2|DMIR	LOC119078695|XP_037042252.1|BCOP
OG0001985	LOC108161784|XP_017151615.1|DMIR	LOC119078457|XP_037041886.1|BCOP
OG0001986	LOC117188579|XP_033248459.1|DMIR, LOC108163650|XP_017154557.1|DMIR	LOC119072804|XP_037033996.1|BCOP
OG0001987	LOC108153505|XP_017139050.1|DMIR	LOC119073791|XP_037035415.1|BCOP, LOC119068065|XP_037027361.1|BCOP
OG0001988	LOC117194952|XP_033255315.1|DMIR, LOC108159296|XP_017147954.1|DMIR	LOC119074080|XP_037035925.1|BCOP
OG0001989	LOC108161300|XP_017151008.1|DMIR	LOC119076077|XP_037038621.1|BCOP
OG0001990	LOC108162799|XP_017153190.1|DMIR	LOC119066370|XP_037024689.1|BCOP
OG0001991	LOC117188761|XP_033248991.1|DMIR	LOC119076320|XP_037038884.1|BCOP
OG0001992	LOC108163703|XP_017154632.1|DMIR	LOC119075686|XP_037038099.1|BCOP
OG0001993	LOC108163319|XP_017154033.1|DMIR	LOC119071486|XP_037032232.1|BCOP
OG0001994	LOC108156546|XP_017143552.1|DMIR	LOC119076301|XP_037038860.1|BCOP, LOC119076299|XP_037038858.1|BCOP, LOC119066634|XP_037025093.1|BCOP, LOC119066632|XP_037025090.1|BCOP
OG0001995	LOC108163058|XP_017153619.2|DMIR	LOC119085141|XP_037051313.1|BCOP
OG0001996	LOC108162310|XP_033249735.1|DMIR	LOC119076361|XP_037038960.1|BCOP
OG0001997	LOC108159402|XP_017148132.1|DMIR, LOC117192245|XP_033252800.1|DMIR	LOC119073369|XP_037034684.1|BCOP
OG0001998	LOC108159400|XP_017148126.2|DMIR, LOC117192243|XP_033252798.1|DMIR, LOC117192244|XP_033252799.1|DMIR	LOC119073380|XP_037034699.1|BCOP
OG0001999	LOC117191450|XP_033252203.1|DMIR, LOC108159921|XP_017149048.2|DMIR	LOC119083775|XP_037049456.1|BCOP
OG0002000	LOC108163549|XP_017154399.1|DMIR	LOC119066480|XP_037024884.1|BCOP, LOC119085551|XP_037051865.1|BCOP, LOC119076607|XP_037039358.1|BCOP, LOC119084359|XP_037050201.1|BCOP, LOC119068360|XP_037027824.1|BCOP
OG0002001	LOC108162852|XP_017153285.1|DMIR	LOC119085307|XP_037051552.1|BCOP
OG0002002	LOC108158151|XP_017145860.1|DMIR	LOC119081466|XP_037046350.1|BCOP
OG0002003	LOC108162344|XP_017152530.1|DMIR	LOC119076345|XP_037038935.1|BCOP
OG0002004	LOC108162316|XP_017152485.1|DMIR	LOC119082567|XP_037047988.1|BCOP
OG0002005	LOC108161429|XP_033249279.1|DMIR, LOC117188868|XP_033249280.1|DMIR, LOC117188869|XP_033249281.1|DMIR, LOC117188866|XP_033249276.1|DMIR, LOC108161428|XP_017151182.1|DMIR	LOC119066968|XP_037025594.1|BCOP
OG0002006	LOC108162884|XP_033248687.1|DMIR	LOC119069445|XP_037029394.1|BCOP, LOC119076358|XP_037038950.1|BCOP, LOC119069460|XP_037029406.1|BCOP
OG0002007	LOC108163364|XP_017154103.2|DMIR	LOC119075381|XP_037037717.1|BCOP, LOC119085517|XP_037051827.1|BCOP, LOC119085233|XP_037051442.1|BCOP
OG0002008	LOC108164397|XP_033250157.1|DMIR	LOC119067811|XP_037026857.1|BCOP, LOC119085004|XP_037051078.1|BCOP
OG0002009	LOC108160989|XP_017150782.2|DMIR, LOC117188459|XP_033248262.1|DMIR	LOC119076740|XP_037039568.1|BCOP
OG0002010	LOC108162339|XP_033248420.1|DMIR	LOC119072338|XP_037033424.1|BCOP
OG0002011	LOC108162000|XP_017151970.2|DMIR	LOC119076348|XP_037038940.1|BCOP
OG0002012	LOC108162474|XP_017152713.1|DMIR	LOC119081891|XP_037047014.1|BCOP, LOC119076292|XP_037038850.1|BCOP
OG0002013	LOC117188967|XP_033249603.1|DMIR, LOC108163525|XP_033249359.1|DMIR	LOC119072256|XP_037033334.1|BCOP
OG0002014	LOC117193486|XP_033254127.1|DMIR, LOC108159327|XP_017148011.1|DMIR	LOC119068127|XP_037027481.1|BCOP
OG0002015	LOC108162944|XP_017153424.1|DMIR	LOC119077146|XP_037040226.1|BCOP
OG0002016	LOC108159966|XP_017149134.1|DMIR, LOC117192390|XP_033252956.1|DMIR, LOC117192389|XP_033252952.1|DMIR	LOC119081426|XP_037046240.1|BCOP
OG0002017	LOC108163699|XP_017154623.2|DMIR	LOC119085893|XP_037052325.1|BCOP, LOC119078115|XP_037041463.1|BCOP
OG0002018	LOC108163295|XP_017153990.1|DMIR	LOC119075634|XP_037038010.1|BCOP
OG0002019	LOC108162678|XP_017153011.1|DMIR	LOC119079090|XP_037042801.1|BCOP
OG0002020	LOC108162644|XP_033249684.1|DMIR	LOC119085889|XP_037052320.1|BCOP
OG0002021	LOC108158479|XP_017146273.1|DMIR	LOC119074077|XP_037035919.1|BCOP, LOC119074075|XP_037035913.1|BCOP, LOC119074074|XP_037035912.1|BCOP
OG0002022	LOC108161801|XP_017151640.2|DMIR	LOC119070933|XP_037031376.1|BCOP
OG0002023	LOC108154180|XP_017139843.1|DMIR	LOC119082763|XP_037048245.1|BCOP, LOC119070653|XP_037030979.1|BCOP
OG0002025	LOC108163420|XP_017154177.1|DMIR	LOC119085816|XP_037052200.1|BCOP
OG0002026	LOC108150989|XP_017134828.1|DMIR	LOC119070840|XP_037031248.1|BCOP
OG0002027	LOC108158827|XP_017147013.1|DMIR	LOC119082838|XP_037048389.1|BCOP
OG0002028	LOC108160502|XP_017150029.1|DMIR, LOC117190248|XP_033251192.1|DMIR, LOC117190257|XP_033251205.1|DMIR	LOC119082846|XP_037048407.1|BCOP
OG0002029	LOC108163891|XP_017154899.2|DMIR, LOC117189158|XP_033250118.1|DMIR, LOC117189159|XP_033250119.1|DMIR, LOC108151739|XP_017136046.2|DMIR	LOC119067718|XP_037026730.1|BCOP, LOC119077752|XP_037040959.1|BCOP, LOC119073642|XP_037035134.1|BCOP
OG0002030	LOC108159537|XP_017148402.2|DMIR, LOC117188073|XP_033247265.1|DMIR	LOC119073674|XP_037035175.1|BCOP, LOC119084288|XP_037050109.1|BCOP
OG0002031	LOC108159005|XP_017147367.1|DMIR, LOC117192019|XP_033252631.1|DMIR	LOC119066123|XP_037024303.1|BCOP
OG0002032	LOC108155334|XP_017141573.1|DMIR	LOC119081115|XP_037045753.1|BCOP, LOC119074600|XP_037036746.1|BCOP
OG0002033	LOC108158394|XP_017146144.1|DMIR	LOC119076024|XP_037038523.1|BCOP, LOC119071625|XP_037032474.1|BCOP, LOC119076028|XP_037038541.1|BCOP, LOC119076027|XP_037038540.1|BCOP
OG0002034	LOC108151896|XP_017136288.1|DMIR	LOC119074965|XP_037037248.1|BCOP
OG0002035	LOC108155866|XP_017142473.1|DMIR	LOC119076751|XP_037039593.1|BCOP
OG0002036	LOC108155240|XP_017141418.1|DMIR	LOC119076673|XP_037039463.1|BCOP
OG0002037	LOC108152919|XP_017138087.1|DMIR	LOC119074391|XP_037036405.1|BCOP
OG0002038	LOC108157028|XP_017144328.2|DMIR	LOC119082225|XP_037047573.1|BCOP
OG0002039	LOC108157109|XP_017144472.1|DMIR	LOC119069135|XP_037028936.1|BCOP
OG0002040	LOC108154972|XP_017140977.1|DMIR	LOC119076843|XP_037039742.1|BCOP
OG0002041	LOC117192471|XP_033253055.1|DMIR, LOC108159985|XP_017149176.1|DMIR	LOC119071703|XP_037032588.1|BCOP
OG0002042	LOC108155765|XP_033244262.1|DMIR	LOC119071706|XP_037032598.1|BCOP
OG0002043	LOC108155871|XP_017142479.1|DMIR	LOC119084128|XP_037049872.1|BCOP, LOC119073545|XP_037034992.1|BCOP
OG0002044	LOC117187328|XP_033245630.1|DMIR, LOC108155638|XP_017142069.2|DMIR	LOC119074435|XP_037036458.1|BCOP
OG0002045	LOC108154443|XP_017140204.1|DMIR	LOC119076462|XP_037039124.1|BCOP
OG0002046	LOC108164578|XP_017155886.1|DMIR	LOC119074348|XP_037036338.1|BCOP
OG0002047	LOC108156629|XP_017143701.1|DMIR	LOC119084246|XP_037050039.1|BCOP
OG0002048	LOC108156270|XP_017143128.1|DMIR	LOC119076119|XP_037038682.1|BCOP
OG0002049	LOC108155494|XP_017141811.1|DMIR	LOC119066552|XP_037024990.1|BCOP
OG0002050	LOC108155281|XP_017141479.1|DMIR	LOC119074831|XP_037037016.1|BCOP
OG0002051	LOC117193581|XP_033254215.1|DMIR, LOC108160409|XP_017149892.1|DMIR, LOC117193580|XP_033254213.1|DMIR	LOC119074387|XP_037036401.1|BCOP
OG0002053	LOC108156809|XP_017143991.1|DMIR	LOC119067125|XP_037025799.1|BCOP
OG0002054	LOC108155480|XP_017141792.1|DMIR	LOC119076474|XP_037039146.1|BCOP
OG0002055	LOC108154275|XP_017140013.1|DMIR	LOC119078030|XP_037041338.1|BCOP
OG0002056	LOC108151368|XP_017135418.1|DMIR	LOC119072096|XP_037033145.1|BCOP
OG0002057	LOC117188571|XP_033248445.1|DMIR, LOC108163971|XP_017155017.2|DMIR	LOC119083151|XP_037048692.1|BCOP
OG0002058	LOC108165591|XP_017157155.1|DMIR	LOC119083154|XP_037048696.1|BCOP
OG0002059	LOC108154254|XP_017139977.1|DMIR	LOC119071955|XP_037032980.1|BCOP
OG0002060	LOC117190461|XP_033251424.1|DMIR, LOC108159945|XP_017149089.1|DMIR	LOC119072723|XP_037033893.1|BCOP
OG0002061	LOC108160080|XP_017149336.1|DMIR, LOC117190050|XP_033251025.1|DMIR	LOC119075375|XP_037037700.1|BCOP
OG0002062	LOC108156467|XP_017143423.1|DMIR	LOC119076630|XP_037039430.1|BCOP, LOC119078348|XP_037041745.1|BCOP
OG0002063	LOC108164036|XP_017155106.1|DMIR	LOC119074412|XP_037036437.1|BCOP
OG0002064	LOC117186133|XP_033242197.1|DMIR	LOC119084475|XP_037050355.1|BCOP
OG0002065	LOC108152088|XP_033242271.1|DMIR	LOC119084520|XP_037050428.1|BCOP, LOC119083954|XP_037049658.1|BCOP, LOC119083333|XP_037048917.1|BCOP, LOC119083956|XP_037049659.1|BCOP
OG0002066	LOC108155591|XP_017141995.1|DMIR	LOC119074548|XP_037036613.1|BCOP
OG0002067	LOC108159432|XP_017148192.1|DMIR	LOC119074674|XP_037036852.1|BCOP
OG0002068	LOC117187877|XP_033246661.1|DMIR, LOC117187876|XP_033246660.1|DMIR, LOC117185769|XP_033246655.1|DMIR, LOC117185858|XP_033246653.1|DMIR, LOC117189664|XP_033250661.1|DMIR	LOC119074954|XP_037037238.1|BCOP
OG0002069	LOC117188774|XP_033249028.1|DMIR	LOC119074755|XP_037036916.1|BCOP
OG0002070	LOC108155608|XP_017142023.1|DMIR	LOC119068727|XP_037028316.1|BCOP
OG0002071	LOC108155330|XP_017141560.1|DMIR	LOC119071555|XP_037032373.1|BCOP
OG0002072	LOC117194185|XP_033254735.1|DMIR, LOC108158578|XP_017146510.1|DMIR	LOC119080154|XP_037044269.1|BCOP
OG0002073	LOC108151222|XP_033243458.1|DMIR	LOC119078320|XP_037041719.1|BCOP
OG0002074	LOC117190395|XP_033251362.1|DMIR, LOC117189844|XP_033250809.1|DMIR, LOC108160515|XP_017150054.1|DMIR	LOC119074748|XP_037036906.1|BCOP
OG0002075	LOC108162382|XP_017152588.1|DMIR	LOC119078225|XP_037041580.1|BCOP
OG0002076	LOC117185701|XP_033246485.1|DMIR, LOC108158605|XP_033254676.1|DMIR	LOC119070671|XP_037030998.1|BCOP
OG0002077	LOC108152463|XP_017137320.1|DMIR	LOC119072345|XP_037033428.1|BCOP
OG0002078	LOC108159140|XP_017147624.1|DMIR, LOC117193641|XP_033254276.1|DMIR	LOC119070722|XP_037031070.1|BCOP
OG0002079	LOC108151025|XP_017134874.1|DMIR	LOC119071814|XP_037032777.1|BCOP
OG0002080	LOC108160690|XP_017150331.1|DMIR	LOC119070971|XP_037031441.1|BCOP
OG0002081	LOC117192647|XP_033253260.1|DMIR, LOC117192648|XP_033253261.1|DMIR, LOC108158936|XP_017147234.2|DMIR, LOC117188227|XP_033247628.1|DMIR	LOC119079101|XP_037042814.1|BCOP
OG0002082	LOC117192874|XP_033253516.1|DMIR, LOC117192975|XP_033253588.1|DMIR, LOC108159551|XP_033247590.1|DMIR	LOC119076952|XP_037039900.1|BCOP
OG0002083	LOC108164652|XP_033246938.1|DMIR	LOC119075772|XP_037038214.1|BCOP, LOC119075781|XP_037038236.1|BCOP
OG0002084	LOC108158991|XP_017147327.1|DMIR, LOC117190039|XP_033251018.1|DMIR, LOC117190037|XP_033251016.1|DMIR, LOC117190036|XP_033251015.1|DMIR, LOC117190038|XP_033251017.1|DMIR, LOC117190542|XP_033251492.1|DMIR	LOC119071316|XP_037032094.1|BCOP
OG0002085	LOC108160127|XP_017149410.1|DMIR	LOC119082803|XP_037048343.1|BCOP
OG0002086	LOC117190644|XP_033251581.1|DMIR, LOC108160487|XP_017149998.1|DMIR, LOC117192068|XP_033252670.1|DMIR, LOC117189958|XP_033250929.1|DMIR	LOC119071097|XP_037031637.1|BCOP
OG0002087	LOC108150984|XP_017134816.2|DMIR	LOC119066517|XP_037024925.1|BCOP
OG0002088	LOC108151520|XP_017135658.1|DMIR	LOC119071860|XP_037032817.1|BCOP
OG0002089	LOC117194110|XP_033254643.1|DMIR, LOC108159350|XP_017148047.1|DMIR	LOC119071904|XP_037032912.1|BCOP
OG0002090	LOC108151981|XP_017136434.1|DMIR	LOC119066947|XP_037025561.1|BCOP
OG0002091	LOC117192899|XP_033253532.1|DMIR, LOC108158416|XP_017146172.1|DMIR, LOC117192897|XP_033253530.1|DMIR	LOC119074240|XP_037036157.1|BCOP
OG0002092	LOC108152365|XP_017137132.1|DMIR	LOC119072408|XP_037033520.1|BCOP, LOC119069249|XP_037029196.1|BCOP, LOC119071245|XP_037031977.1|BCOP
OG0002093	LOC108160045|XP_017149278.1|DMIR, LOC117192860|XP_033253505.1|DMIR	LOC119066901|XP_037025485.1|BCOP
OG0002094	LOC117190856|XP_033251775.1|DMIR, LOC108160456|XP_017149961.1|DMIR	LOC119083173|XP_037048728.1|BCOP
OG0002095	LOC108155279|XP_017141489.1|DMIR	LOC119074654|XP_037036828.1|BCOP
OG0002096	LOC108159694|XP_017148692.1|DMIR, LOC117190103|XP_033251080.1|DMIR	LOC119071682|XP_037032558.1|BCOP
OG0002097	LOC117194011|XP_033254536.1|DMIR, LOC108158802|XP_017146977.1|DMIR, LOC117193967|XP_033254509.1|DMIR	LOC119072630|XP_037033769.1|BCOP
OG0002099	LOC108157057|XP_017144376.1|DMIR	LOC119078295|XP_037041685.1|BCOP, LOC119078343|XP_037041741.1|BCOP
OG0002100	LOC108153136|XP_017138420.1|DMIR	LOC119071084|XP_037031618.1|BCOP
OG0002101	LOC108160338|XP_017149761.1|DMIR	LOC119066386|XP_037024713.1|BCOP
OG0002102	LOC108159436|XP_017148200.1|DMIR, LOC117192535|XP_033253124.1|DMIR	LOC119071138|XP_037031727.1|BCOP
OG0002103	LOC108155802|XP_017142372.1|DMIR	LOC119085732|XP_037052097.1|BCOP
OG0002105	LOC108162596|XP_017152903.1|DMIR, LOC117190165|XP_033251119.1|DMIR	LOC119069623|XP_037029617.1|BCOP, LOC119083924|XP_037049633.1|BCOP, LOC119082950|XP_037048494.1|BCOP, LOC119078121|XP_037041469.1|BCOP
OG0002106	LOC108156688|XP_017143820.2|DMIR	LOC119069921|XP_037030037.1|BCOP, LOC119066113|XP_037024289.1|BCOP, LOC119066695|XP_037025187.1|BCOP, LOC119084692|XP_037050667.1|BCOP, LOC119076372|XP_037038977.1|BCOP, LOC119071196|XP_037031877.1|BCOP
OG0002107	LOC108163288|XP_033249642.1|DMIR	LOC119077008|XP_037040013.1|BCOP
OG0002117	LOC108164688|XP_017156047.1|DMIR	LOC119079205|XP_037042886.1|BCOP, LOC119067803|XP_037026848.1|BCOP
OG0002118	LOC108153908|XP_033245602.1|DMIR	LOC119075266|XP_037037558.1|BCOP, LOC119069940|XP_037030060.1|BCOP
OG0002119	LOC108155792|XP_017142351.1|DMIR	LOC119070028|XP_037030208.1|BCOP
OG0002120	LOC108164502|XP_017155767.1|DMIR	LOC119085060|XP_037051186.1|BCOP
OG0002121	LOC108155268|XP_017141460.1|DMIR	LOC119073069|XP_037034268.1|BCOP, LOC119082165|XP_037047474.1|BCOP, LOC119083340|XP_037048932.1|BCOP
OG0002122	LOC108162063|XP_017152096.1|DMIR	LOC119066913|XP_037025511.1|BCOP
OG0002123	LOC108163571|XP_033249323.1|DMIR	LOC119083896|XP_037049601.1|BCOP
OG0002124	LOC108165145|XP_017156702.1|DMIR	LOC119069671|XP_037029684.1|BCOP
OG0002125	LOC117185688|XP_033248222.1|DMIR, LOC108159982|XP_033253443.1|DMIR	LOC119079473|XP_037043301.1|BCOP
OG0002126	LOC108152838|XP_017137933.1|DMIR	LOC119073593|XP_037035062.1|BCOP
OG0002127	LOC108156656|XP_017143762.1|DMIR	LOC119085600|XP_037051916.1|BCOP
OG0002128	LOC108159792|XP_017148864.1|DMIR	LOC119070370|XP_037030566.1|BCOP, LOC119070369|XP_037030565.1|BCOP
OG0002129	LOC117187379|XP_033245805.1|DMIR, LOC108154639|XP_033245802.1|DMIR, LOC117187378|XP_033245804.1|DMIR, LOC108154635|XP_017140447.2|DMIR	LOC119068015|XP_037027269.1|BCOP
OG0002131	LOC108156971|XP_017144250.2|DMIR	LOC119067244|XP_037026006.1|BCOP, LOC119069693|XP_037029717.1|BCOP
OG0002132	LOC117186546|XP_033243363.1|DMIR, LOC108162041|XP_017152055.1|DMIR	LOC119076232|XP_037038785.1|BCOP
OG0002133	LOC108161668|XP_017151493.1|DMIR	LOC119068988|XP_037028755.1|BCOP
OG0002134	LOC108163498|XP_017154311.1|DMIR, LOC108155363|XP_017141618.1|DMIR	LOC119084479|XP_037050362.1|BCOP
OG0002135	LOC108156923|XP_033241937.1|DMIR	LOC119068606|XP_037028151.1|BCOP
OG0002136	LOC108157470|XP_017145038.1|DMIR	LOC119070453|XP_037030699.1|BCOP
OG0002137	LOC108156117|XP_017142907.1|DMIR	LOC119068487|XP_037027993.1|BCOP, LOC119068501|XP_037028006.1|BCOP, LOC119085510|XP_037051820.1|BCOP
OG0002138	LOC108155335|XP_017141577.1|DMIR	LOC119083180|XP_037048738.1|BCOP
OG0002139	LOC108163136|XP_017153742.1|DMIR, LOC108161476|XP_017151233.2|DMIR	LOC119067435|XP_037026303.1|BCOP
OG0002140	LOC108163914|XP_017154934.1|DMIR	LOC119069470|XP_037029418.1|BCOP, LOC119069437|XP_037029390.1|BCOP, LOC119069436|XP_037029389.1|BCOP
OG0002141	LOC108154161|XP_017139810.1|DMIR	LOC119068176|XP_037027559.1|BCOP
OG0002142	LOC108153864|XP_017139450.2|DMIR, LOC108156930|XP_017144175.1|DMIR	LOC119068290|XP_037027723.1|BCOP
OG0002143	LOC108161769|XP_017151594.1|DMIR	LOC119068125|XP_037027478.1|BCOP
OG0002144	LOC108164433|XP_017155616.1|DMIR	LOC119080273|XP_037044430.1|BCOP
OG0002145	LOC108157676|XP_017145330.1|DMIR	LOC119067269|XP_037026043.1|BCOP, LOC119083079|XP_037048597.1|BCOP
OG0002146	LOC108156338|XP_017143226.1|DMIR	LOC119069157|XP_037028956.1|BCOP
OG0002147	LOC117186596|XP_033243468.1|DMIR, LOC108164901|XP_033243442.1|DMIR	LOC119068311|XP_037027749.1|BCOP
OG0002148	LOC108152775|XP_017137844.1|DMIR	LOC119068400|XP_037027855.1|BCOP
OG0002149	LOC108164462|XP_017155684.1|DMIR	LOC119075571|XP_037037936.1|BCOP
OG0002150	LOC108164335|XP_017155473.1|DMIR	LOC119085647|XP_037051979.1|BCOP
OG0002151	LOC108162803|XP_017153200.1|DMIR	LOC119074031|XP_037035868.1|BCOP, LOC119074101|XP_037035960.1|BCOP
OG0002152	LOC108155577|XP_017141968.1|DMIR	LOC119082372|XP_037047794.1|BCOP
OG0002153	LOC108157650|XP_017145289.1|DMIR	LOC119068706|XP_037028290.1|BCOP
OG0002154	LOC108152643|XP_017137623.1|DMIR	LOC119067768|XP_037026807.1|BCOP
OG0002155	LOC108157458|XP_017145019.1|DMIR	LOC119069323|XP_037029275.1|BCOP
OG0002156	LOC117188299|XP_033247817.1|DMIR, LOC108152889|XP_017138017.1|DMIR	LOC119081040|XP_037045635.1|BCOP
OG0002157	LOC108156183|XP_017143003.1|DMIR	LOC119069857|XP_037029927.1|BCOP
OG0002158	LOC117187873|XP_033246659.1|DMIR, LOC117187872|XP_033246658.1|DMIR, LOC108158980|XP_017147313.2|DMIR, LOC117187871|XP_033246657.1|DMIR	LOC119074956|XP_037037240.1|BCOP, LOC119068516|XP_037028020.1|BCOP
OG0002159	LOC117192195|XP_033252753.1|DMIR, LOC108158539|XP_017146436.1|DMIR	LOC119068701|XP_037028287.1|BCOP
OG0002160	LOC108157762|XP_017145434.1|DMIR	LOC119068295|XP_037027729.1|BCOP
OG0002161	LOC108156403|XP_017143330.1|DMIR	LOC119085218|XP_037051427.1|BCOP
OG0002162	LOC108157405|XP_017144936.2|DMIR	LOC119067373|XP_037026189.1|BCOP
OG0002163	LOC108152022|XP_017136488.1|DMIR	LOC119067190|XP_037025916.1|BCOP
OG0002164	LOC108157182|XP_017144594.1|DMIR	LOC119068336|XP_037027789.1|BCOP
OG0002165	LOC108156985|XP_017144268.1|DMIR	LOC119068466|XP_037027955.1|BCOP
OG0002166	LOC108163260|XP_017153919.1|DMIR	LOC119066227|XP_037024446.1|BCOP
OG0002167	LOC117193714|XP_033254332.1|DMIR, LOC108160826|XP_017150545.1|DMIR	LOC119066372|XP_037024695.1|BCOP
OG0002168	LOC117189535|XP_033250561.1|DMIR, LOC108159322|XP_017148002.1|DMIR	LOC119068986|XP_037028752.1|BCOP
OG0002169	LOC117187411|XP_033245927.1|DMIR, LOC108165333|XP_033242713.1|DMIR	LOC119068737|XP_037028331.1|BCOP
OG0002170	LOC108164432|XP_017155615.1|DMIR	LOC119083567|XP_037049205.1|BCOP
OG0002171	LOC117187092|XP_033244849.1|DMIR, LOC117187091|XP_033244848.1|DMIR, LOC108155644|XP_017142082.2|DMIR	LOC119069264|XP_037029217.1|BCOP
OG0002172	LOC108157171|XP_017144579.1|DMIR	LOC119067940|XP_037027151.1|BCOP
OG0002173	LOC108163149|XP_017153754.1|DMIR	LOC119078710|XP_037042275.1|BCOP
OG0002174	LOC108157268|XP_017144745.1|DMIR	LOC119082710|XP_037048184.1|BCOP
