Orthogroup	DMIR.longest_only	AEAL.longest_only
OG0001272	LOC108151032|XP_033242646.1|DMIR, LOC117186247|XP_033242644.1|DMIR, LOC117186248|XP_033242649.1|DMIR, LOC108165301|XP_033242648.1|DMIR	LOC109402588|XP_019530832.2|AEAL
OG0001273	LOC108154575|XP_017140364.1|DMIR	LOC109406565|XP_019535205.2|AEAL, LOC115265703|XP_029727526.1|AEAL, LOC109415843|XP_019545328.2|AEAL, LOC109418743|XP_029715739.1|AEAL, LOC109415844|XP_019545329.1|AEAL
OG0001274	LOC108151717|XP_017135977.1|DMIR	LOC115269683|XP_029734372.1|AEAL, LOC109404909|XP_029734943.1|AEAL, LOC115270107|XP_029734980.1|AEAL, LOC109400595|XP_019528628.2|AEAL, LOC115270106|XP_029734979.1|AEAL
OG0001276	LOC108152778|XP_017137849.1|DMIR, LOC108161461|XP_017151213.1|DMIR	LOC109425655|XP_029734743.1|AEAL
OG0001277	LOC108152716|XP_017137739.1|DMIR	LOC109423359|XP_029725090.1|AEAL, LOC109401474|XP_029721727.1|AEAL
OG0001278	LOC108152532|XP_017137428.1|DMIR, LOC108161441|XP_017151192.1|DMIR	LOC115268895|XP_029732944.1|AEAL, LOC109403769|XP_029722460.1|AEAL
OG0001279	LOC108153003|XP_017138233.1|DMIR	LOC115254218|XP_029732946.1|AEAL, LOC115259606|XP_029716199.1|AEAL, LOC109420587|XP_019550498.2|AEAL, LOC115260841|XP_029718021.1|AEAL, LOC109407261|XP_019535814.2|AEAL, LOC115258603|XP_029714746.1|AEAL, LOC109413533|XP_019542761.2|AEAL, LOC109404211|XP_019532592.2|AEAL, LOC109416926|XP_019546586.1|AEAL
OG0001280	LOC108151532|XP_017135674.1|DMIR	LOC109424159|XP_029722010.1|AEAL, LOC115253833|XP_029710342.1|AEAL, LOC109430829|XP_019562461.1|AEAL
OG0001281	LOC108150821|XP_017134617.1|DMIR	LOC115254264|XP_029736044.1|AEAL, LOC109399532|XP_029736040.1|AEAL, LOC109404375|XP_019532768.1|AEAL, LOC115254263|XP_029736038.1|AEAL, LOC109404377|XP_029735738.1|AEAL, LOC115270449|XP_029736039.1|AEAL
OG0001282	LOC108163644|XP_017154543.1|DMIR	LOC109622166|XP_019931946.2|AEAL, LOC115269807|XP_029734460.1|AEAL, LOC115270436|XP_029736024.1|AEAL, LOC115269438|XP_029734080.1|AEAL, LOC115258972|XP_029715337.1|AEAL, LOC115258974|XP_029715338.1|AEAL
OG0001283	LOC117192487|XP_033253081.1|DMIR, LOC117193890|XP_033254464.1|DMIR, LOC117192481|XP_033253068.1|DMIR, LOC117192485|XP_033253075.1|DMIR, LOC108159046|XP_033248066.1|DMIR, LOC117192488|XP_033253082.1|DMIR, LOC117188385|XP_033248070.1|DMIR, LOC117192495|XP_033253094.1|DMIR, LOC117192482|XP_033253072.1|DMIR, LOC117192483|XP_033253073.1|DMIR	LOC109405605|XP_019534212.2|AEAL
OG0001284	LOC117188987|XP_033249676.1|DMIR	LOC115266358|XP_029728399.1|AEAL, LOC109427900|XP_029723150.1|AEAL, LOC109428219|XP_029723153.1|AEAL, LOC115263996|XP_029723158.1|AEAL
OG0001285	LOC108152026|XP_017136496.1|DMIR	LOC109407533|XP_019536144.2|AEAL, LOC109428193|XP_019559437.2|AEAL, LOC115266363|XP_029728424.1|AEAL, LOC109427881|XP_029734304.1|AEAL
OG0001286	LOC108164105|XP_017155185.1|DMIR	LOC109622823|XP_029714587.1|AEAL, LOC109397529|XP_029714595.1|AEAL
OG0001287	LOC108155154|XP_017141303.2|DMIR	LOC109417665|XP_029709322.1|AEAL, LOC115255401|XP_029709329.1|AEAL, LOC109417666|XP_019547261.3|AEAL
OG0001288	LOC108163582|XP_017154443.1|DMIR	LOC109621380|XP_029732585.1|AEAL, LOC115268590|XP_029732564.1|AEAL
OG0001289	LOC108161385|XP_017151123.2|DMIR	LOC109398322|XP_019526217.2|AEAL, LOC109429831|XP_029729192.1|AEAL, LOC109429832|XP_029729191.1|AEAL, LOC109398331|XP_019526230.2|AEAL, LOC109398282|XP_019526155.2|AEAL
OG0001290	LOC108161745|XP_033249429.1|DMIR	LOC109411751|XP_029720185.1|AEAL
OG0001291	LOC108160498|XP_017150024.1|DMIR, LOC117190561|XP_033251507.1|DMIR	LOC115262189|XP_029720388.1|AEAL, LOC115262185|XP_029720380.1|AEAL
OG0001292	LOC117192871|XP_033253514.1|DMIR, LOC108159611|XP_017148554.1|DMIR	LOC109426269|XP_029707774.1|AEAL, LOC115257201|XP_029712497.1|AEAL, LOC115257193|XP_029712483.1|AEAL
OG0001293	LOC108164588|XP_017155903.1|DMIR	LOC109621638|XP_029713982.1|AEAL, LOC109426360|XP_029707782.1|AEAL
OG0001294	LOC108156837|XP_017144035.1|DMIR	LOC109428031|XP_029720704.1|AEAL
OG0001295	LOC108162367|XP_017152569.1|DMIR, LOC108154810|XP_033245977.1|DMIR	LOC109427321|XP_019558396.2|AEAL
OG0001296	LOC108160067|XP_017149306.1|DMIR	LOC115263973|XP_029723137.1|AEAL, LOC109418392|XP_029721394.1|AEAL
OG0001297	LOC108154764|XP_017140635.1|DMIR	LOC109403034|XP_029724657.1|AEAL
OG0001298	LOC108155192|XP_017141353.1|DMIR	LOC115271076|XP_029736372.1|AEAL, LOC109402751|XP_029712232.1|AEAL
OG0001299	LOC108153385|XP_033242955.1|DMIR	LOC109415647|XP_019545096.2|AEAL, LOC109425050|XP_029727810.1|AEAL, LOC109416667|XP_029717986.1|AEAL, LOC109400170|XP_029727844.1|AEAL, LOC115260810|XP_029717992.1|AEAL
OG0001300	LOC117186434|XP_033243131.1|DMIR, LOC108157098|XP_017144452.1|DMIR	LOC109404863|XP_029730231.1|AEAL
OG0001301	LOC108164204|XP_017155323.1|DMIR	LOC115268049|XP_029731831.1|AEAL, LOC109423386|XP_019553926.2|AEAL, LOC115254205|XP_029731856.1|AEAL, LOC109409546|XP_029731850.1|AEAL, LOC109423387|XP_029731947.1|AEAL
OG0001302	LOC108160735|XP_033254209.1|DMIR	LOC109409577|XP_019538575.2|AEAL, LOC109430467|XP_019562082.1|AEAL, LOC115268973|XP_029733111.1|AEAL
OG0001303	LOC108156496|XP_017143478.1|DMIR	LOC109405755|XP_019534367.2|AEAL
OG0001304	LOC108158520|XP_017146388.1|DMIR, LOC117192440|XP_033253011.1|DMIR	LOC109422619|XP_029712250.1|AEAL
OG0001305	LOC108155146|XP_017141290.1|DMIR	LOC109424108|XP_019554748.2|AEAL, LOC109408394|XP_029736004.1|AEAL
OG0001306	LOC108156304|XP_017143181.1|DMIR	LOC109431902|XP_029727831.1|AEAL, LOC115266069|XP_029727795.1|AEAL, LOC109404401|XP_019532794.2|AEAL
OG0001307	LOC108152327|XP_017137062.1|DMIR, LOC108157831|XP_017145523.1|DMIR, LOC108151754|XP_017136081.1|DMIR	LOC109401126|XP_019529151.2|AEAL, LOC109422683|XP_019553087.2|AEAL
OG0001308	LOC108161191|XP_017150911.1|DMIR, LOC117186562|XP_033243401.1|DMIR, LOC108153754|XP_033243397.1|DMIR, LOC117186561|XP_033243399.1|DMIR	LOC115260119|XP_029716884.1|AEAL, LOC109402817|XP_029736414.1|AEAL, LOC109422652|XP_029716899.1|AEAL
OG0001309	LOC108155099|XP_017141216.1|DMIR	LOC109406154|XP_019534767.1|AEAL, LOC109406159|XP_019534772.2|AEAL, LOC109401790|XP_029710058.1|AEAL
OG0001311	LOC108159813|XP_017148876.1|DMIR, LOC117189098|XP_033249984.1|DMIR, LOC108163801|XP_017154779.1|DMIR	LOC115256563|XP_029711158.1|AEAL, LOC115256637|XP_029711331.1|AEAL, LOC109401927|XP_019530096.2|AEAL
OG0001312	LOC108165290|XP_017156814.1|DMIR	LOC109422322|XP_029708138.1|AEAL
OG0001313	LOC117188333|XP_033247892.1|DMIR, LOC117188334|XP_033247893.1|DMIR, LOC117188331|XP_033247889.1|DMIR, LOC117188332|XP_033247890.1|DMIR, LOC117188329|XP_033247887.1|DMIR, LOC117188330|XP_033247888.1|DMIR, LOC108159248|XP_017147859.2|DMIR, LOC117192675|XP_033253288.1|DMIR	LOC115254196|XP_029731204.1|AEAL, LOC109399588|XP_029731213.1|AEAL
OG0001314	LOC108163160|XP_017153769.1|DMIR	LOC109408951|XP_019537896.2|AEAL
OG0001315	LOC108164631|XP_017155968.1|DMIR	LOC115261157|XP_029718373.1|AEAL, LOC115269127|XP_029733395.1|AEAL, LOC109427228|XP_019558280.2|AEAL
OG0001326	LOC108156454|XP_033244788.1|DMIR	LOC115254736|XP_029708273.1|AEAL, LOC109421123|XP_029719625.1|AEAL, LOC109415200|XP_029710897.1|AEAL, LOC109426281|XP_019557293.2|AEAL
OG0001328	LOC117186172|XP_033242308.1|DMIR, LOC117186171|XP_033242301.1|DMIR	LOC109426400|XP_019557457.1|AEAL, LOC109428421|XP_019559716.2|AEAL, LOC109430528|XP_029729088.1|AEAL
OG0001329	LOC108158289|XP_017146018.2|DMIR, LOC117186578|XP_033243429.1|DMIR	LOC109428569|XP_019559888.2|AEAL
OG0001330	LOC108154454|XP_033252854.1|DMIR, LOC117192357|XP_033252887.1|DMIR	LOC109406965|XP_019535520.2|AEAL
OG0001331	LOC108151464|XP_017135574.1|DMIR	LOC109401885|XP_029709685.1|AEAL, LOC115255730|XP_029709713.1|AEAL, LOC109401884|XP_019530032.2|AEAL, LOC109414706|XP_029709686.1|AEAL, LOC115255731|XP_029709714.1|AEAL
OG0001332	LOC108161729|XP_017151545.1|DMIR	LOC109433012|XP_019564937.2|AEAL, LOC115253665|XP_029734202.1|AEAL, LOC109397726|XP_019525586.2|AEAL, LOC109433016|XP_029734230.1|AEAL
OG0001333	LOC108163846|XP_017154852.2|DMIR	LOC109423055|XP_029708388.1|AEAL, LOC115260697|XP_029717773.1|AEAL, LOC115253915|XP_029717759.1|AEAL, LOC109432368|XP_029717766.1|AEAL, LOC109423056|XP_019553505.2|AEAL
OG0001334	LOC108157355|XP_017144864.1|DMIR	LOC109425180|XP_029717616.1|AEAL, LOC115253810|XP_029714023.1|AEAL, LOC109425173|XP_029717621.1|AEAL
OG0001335	LOC108155421|XP_033245279.1|DMIR	LOC109412094|XP_019541280.1|AEAL, LOC109427342|XP_019558420.2|AEAL, LOC109412097|XP_029707539.1|AEAL, LOC109427354|XP_029733712.1|AEAL
OG0001336	LOC108156869|XP_017144086.1|DMIR	LOC115257836|XP_029713656.1|AEAL
OG0001337	LOC117195341|XP_033255821.1|DMIR, LOC117186085|XP_033242076.1|DMIR, LOC117186165|XP_033242278.1|DMIR, LOC117195340|XP_033255818.1|DMIR, LOC108151170|XP_033255819.1|DMIR, LOC117195344|XP_033255825.1|DMIR, LOC117186174|XP_033242310.1|DMIR, LOC117186495|XP_033243265.1|DMIR, LOC117195338|XP_033255817.1|DMIR, LOC117186111|XP_033242122.1|DMIR	LOC109405489|XP_019534122.2|AEAL
OG0001338	LOC117191960|XP_033252592.1|DMIR, LOC117189805|XP_033250755.1|DMIR, LOC117190454|XP_033251418.1|DMIR, LOC117191962|XP_033252595.1|DMIR, LOC108160415|XP_017149900.2|DMIR, LOC117189812|XP_033250763.1|DMIR, LOC117185927|XP_033246433.1|DMIR, LOC117191976|XP_033252605.1|DMIR	LOC109430336|XP_019561937.2|AEAL
OG0001339	LOC108153884|XP_033244263.1|DMIR, LOC108160348|XP_033246468.1|DMIR	LOC109400129|XP_019528163.2|AEAL, LOC109621258|XP_019931277.2|AEAL, LOC109622561|XP_019932516.2|AEAL
OG0001340	LOC108157005|XP_033244823.1|DMIR	LOC109399955|XP_019527968.2|AEAL
OG0001341	LOC108157206|XP_017144643.1|DMIR	LOC109398471|XP_019526395.2|AEAL
OG0001343	LOC108153926|XP_017139510.1|DMIR	LOC109411182|XP_029730128.1|AEAL
OG0001344	LOC108156426|XP_017143368.1|DMIR	LOC109423591|XP_029720533.1|AEAL, LOC109402459|XP_019530693.1|AEAL, LOC115264100|XP_029723287.1|AEAL, LOC109423594|XP_029723283.1|AEAL
OG0001345	LOC108156774|XP_017143930.1|DMIR	LOC109402412|XP_019530630.2|AEAL, LOC109423538|XP_019554067.2|AEAL, LOC109402443|XP_019530675.1|AEAL
OG0001346	LOC117187184|XP_033245190.1|DMIR, LOC108155296|XP_033245187.1|DMIR, LOC117187176|XP_033245179.1|DMIR	LOC109402420|XP_029733451.1|AEAL, LOC115267181|XP_029729909.1|AEAL, LOC109405431|XP_029712606.1|AEAL
OG0001347	LOC108158377|XP_017146122.1|DMIR, LOC117186506|XP_033243278.1|DMIR, LOC108165429|XP_033243283.1|DMIR	LOC109404017|XP_019532425.2|AEAL
OG0001348	LOC117186159|XP_033242264.1|DMIR, LOC108161740|XP_017151554.1|DMIR	LOC109418066|XP_019547779.2|AEAL
OG0001349	LOC108152696|XP_017137692.1|DMIR	LOC109407770|XP_019536490.2|AEAL
OG0001350	LOC108152200|XP_033243591.1|DMIR	LOC109397828|XP_019525707.2|AEAL, LOC109418971|XP_029709783.1|AEAL
OG0001351	LOC117190431|XP_033251402.1|DMIR, LOC108160420|XP_017149908.1|DMIR, LOC108158868|XP_017147097.1|DMIR	LOC109419691|XP_029733477.1|AEAL
OG0001352	LOC117195230|XP_033255747.1|DMIR, LOC108159227|XP_017147817.2|DMIR, LOC117185841|XP_033247448.1|DMIR, LOC117195217|XP_033255741.1|DMIR, LOC117194572|XP_033255005.1|DMIR, LOC117189324|XP_033250364.1|DMIR	LOC115254554|XP_029708023.1|AEAL, LOC109415740|XP_019545217.2|AEAL
OG0001353	LOC108152722|XP_017137748.1|DMIR	LOC115263700|XP_029722794.1|AEAL, LOC115261548|XP_029719298.1|AEAL, LOC115262218|XP_029720456.1|AEAL, LOC115262103|XP_029719983.1|AEAL, LOC109427105|XP_029725593.1|AEAL
OG0001354	LOC117185846|XP_033253360.1|DMIR, LOC108159758|XP_017148802.1|DMIR	LOC115256955|XP_029712021.1|AEAL, LOC109417878|XP_029725401.1|AEAL
OG0001355	LOC117187978|XP_033246920.1|DMIR, LOC108159426|XP_017148182.2|DMIR	LOC115259327|XP_029715719.1|AEAL, LOC109407944|XP_019536686.1|AEAL, LOC109431510|XP_019563283.2|AEAL, LOC109413835|XP_019543106.1|AEAL
OG0001356	LOC108157060|XP_017144379.1|DMIR	LOC109408027|XP_029735244.1|AEAL, LOC109405168|XP_019533733.2|AEAL, LOC109408089|XP_019536851.2|AEAL, LOC115269850|XP_029734492.1|AEAL
OG0001357	LOC108151814|XP_017136157.1|DMIR	LOC109400603|XP_029734998.1|AEAL, LOC115270110|XP_029734987.1|AEAL, LOC109404943|XP_019533441.1|AEAL
OG0001358	LOC108152843|XP_017137940.1|DMIR	LOC115253910|XP_029734981.1|AEAL, LOC109404941|XP_029734936.1|AEAL, LOC115269652|XP_029734348.1|AEAL, LOC109400600|XP_029734996.1|AEAL
OG0001359	LOC108162155|XP_017152222.1|DMIR	LOC109425685|XP_019556514.2|AEAL, LOC109422978|XP_019553427.1|AEAL, LOC109422959|XP_019553405.2|AEAL
OG0001360	LOC117188221|XP_033247622.1|DMIR, LOC108160354|XP_017149810.2|DMIR	LOC115256976|XP_029712057.1|AEAL, LOC109622716|XP_019932694.1|AEAL, LOC109415868|XP_019545358.1|AEAL
OG0001361	LOC108151437|XP_017135536.1|DMIR	LOC115259395|XP_029715801.1|AEAL, LOC109403799|XP_019532244.2|AEAL, LOC115263322|XP_029722453.1|AEAL, LOC109416943|XP_029722481.1|AEAL, LOC109403757|XP_019532171.2|AEAL
OG0001362	LOC108152534|XP_017137432.1|DMIR	LOC109403770|XP_019532186.1|AEAL, LOC109416931|XP_019546590.1|AEAL
OG0001363	LOC108157465|XP_017145032.1|DMIR	LOC109406369|XP_029722267.1|AEAL, LOC109403810|XP_029722363.1|AEAL, LOC115263267|XP_029722257.1|AEAL
OG0001364	LOC108160017|XP_017149241.1|DMIR, LOC117194075|XP_033254604.1|DMIR	LOC115263159|XP_029721947.1|AEAL, LOC109424117|XP_029721943.1|AEAL, LOC109429844|XP_019561380.2|AEAL, LOC109398308|XP_019526201.2|AEAL
OG0001365	LOC108150878|XP_017134680.1|DMIR, LOC108155090|XP_017141201.1|DMIR, LOC108151500|XP_017135629.1|DMIR	LOC109431682|XP_019563486.1|AEAL
OG0001367	LOC108159427|XP_033247203.1|DMIR, LOC117189959|XP_033250930.1|DMIR, LOC117189964|XP_033250937.1|DMIR	LOC109398078|XP_029730551.1|AEAL, LOC115267582|XP_029730520.1|AEAL, LOC109399526|XP_029730510.1|AEAL
OG0001368	LOC117185884|XP_033252937.1|DMIR, LOC108158666|XP_017146663.1|DMIR	LOC109404349|XP_029735721.1|AEAL, LOC109399512|XP_029736056.1|AEAL
OG0001369	LOC108162120|XP_017152186.1|DMIR	LOC115270441|XP_029736029.1|AEAL, LOC109408637|XP_019537514.2|AEAL, LOC109622204|XP_019931996.2|AEAL
OG0001370	LOC117187851|XP_033246626.1|DMIR, LOC117187663|XP_033246197.1|DMIR, LOC117187664|XP_033246199.1|DMIR, LOC117187667|XP_033246203.1|DMIR, LOC117187657|XP_033246189.1|DMIR, LOC117187659|XP_033246193.1|DMIR, LOC117187658|XP_033246191.1|DMIR, LOC108158053|XP_033246633.1|DMIR, LOC117187661|XP_033246195.1|DMIR, LOC108159661|XP_033246184.1|DMIR	LOC109414239|XP_019543595.2|AEAL
OG0001371	LOC108161318|XP_033248961.1|DMIR	LOC115253735|XP_029728876.1|AEAL, LOC109408223|XP_029728880.1|AEAL
OG0001372	LOC117193538|XP_033254175.1|DMIR, LOC108160054|XP_033246912.1|DMIR, LOC117192989|XP_033253611.1|DMIR	LOC109418473|XP_029728843.1|AEAL, LOC109408904|XP_029728815.1|AEAL
OG0001373	LOC108163632|XP_017154527.1|DMIR	LOC109397797|XP_029723962.1|AEAL, LOC115266340|XP_029728312.1|AEAL, LOC109428281|XP_029728477.1|AEAL, LOC115266389|XP_029728485.1|AEAL
OG0001374	LOC117188823|XP_033249152.1|DMIR, LOC117192945|XP_033253561.1|DMIR, LOC108158595|XP_017146536.1|DMIR	LOC109427897|XP_019559050.2|AEAL, LOC115263986|XP_029723147.1|AEAL
OG0001375	LOC108154098|XP_033244623.1|DMIR	LOC109428178|XP_029715576.1|AEAL, LOC109427870|XP_029715349.1|AEAL, LOC109401180|XP_029712116.1|AEAL, LOC109401201|XP_019529218.2|AEAL
OG0001376	LOC108160767|XP_017150457.1|DMIR	LOC109412024|XP_019541216.2|AEAL, LOC109408014|XP_019536780.2|AEAL, LOC109408021|XP_019536792.2|AEAL, LOC115257656|XP_029713359.1|AEAL
OG0001377	LOC108163360|XP_017154094.1|DMIR	LOC109433090|XP_029710985.1|AEAL, LOC109420215|XP_029710421.1|AEAL
OG0001378	LOC108162338|XP_017152519.1|DMIR, LOC108163651|XP_017154558.1|DMIR	LOC109414033|XP_019543313.2|AEAL, LOC109404241|XP_029724933.1|AEAL
OG0001379	LOC108163710|XP_017154643.1|DMIR	LOC115264902|XP_029724803.1|AEAL, LOC109429421|XP_029733194.1|AEAL
OG0001380	LOC108159967|XP_017149138.1|DMIR	LOC115258732|XP_029714955.1|AEAL, LOC115258736|XP_029714960.1|AEAL, LOC115258668|XP_029714847.1|AEAL, LOC109398707|XP_019526632.2|AEAL, LOC109406768|XP_029714809.1|AEAL
OG0001381	LOC117189454|XP_033250471.1|DMIR, LOC117189453|XP_033250470.1|DMIR, LOC117189455|XP_033250472.1|DMIR, LOC117189456|XP_033250473.1|DMIR, LOC117191548|XP_033252271.1|DMIR, LOC117188489|XP_033248322.1|DMIR, LOC108159271|XP_033248323.1|DMIR	LOC115258888|XP_029715202.1|AEAL, LOC109410215|XP_019539283.2|AEAL
OG0001382	LOC108162309|XP_017152467.2|DMIR	LOC115255420|XP_029709403.1|AEAL, LOC115255409|XP_029709370.1|AEAL, LOC109417649|XP_029709342.1|AEAL
OG0001383	LOC108161596|XP_017151372.1|DMIR, LOC117188144|XP_033247425.1|DMIR, LOC108162758|XP_017153134.1|DMIR, LOC108159723|XP_017148733.1|DMIR, LOC117190131|XP_033251104.1|DMIR	LOC109417767|XP_019547455.1|AEAL, LOC109420003|XP_019549836.1|AEAL
OG0001384	LOC117189005|XP_033249733.1|DMIR, LOC108161124|XP_033249337.1|DMIR	LOC109423887|XP_019554490.2|AEAL, LOC109404823|XP_029727279.1|AEAL
OG0001385	LOC108163091|XP_017153666.1|DMIR	LOC109421435|XP_029726866.1|AEAL, LOC109432573|XP_019564462.2|AEAL, LOC109416633|XP_019546246.1|AEAL, LOC115261557|XP_029719294.1|AEAL
OG0001386	LOC108162481|XP_033248525.1|DMIR	LOC109406511|XP_029719858.1|AEAL, LOC109406530|XP_029720495.1|AEAL, LOC109429658|XP_029720005.1|AEAL, LOC115266961|XP_029729541.1|AEAL
OG0001387	LOC108163187|XP_017153816.1|DMIR	LOC109429643|XP_029719832.1|AEAL, LOC109622650|XP_029719985.1|AEAL, LOC109623408|XP_029719831.1|AEAL, LOC109429642|XP_029719984.1|AEAL
OG0001388	LOC108161325|XP_017151045.1|DMIR	LOC109429565|XP_029719898.1|AEAL, LOC109429982|XP_029719917.1|AEAL, LOC109429983|XP_019561538.2|AEAL
OG0001389	LOC108157766|XP_017145437.1|DMIR	LOC115268723|XP_029732721.1|AEAL, LOC115268721|XP_029732715.1|AEAL, LOC115261987|XP_029719806.1|AEAL, LOC109421768|XP_029732716.1|AEAL, LOC109428027|XP_029732743.1|AEAL
OG0001390	LOC108163505|XP_017154321.1|DMIR	LOC109407473|XP_029723563.1|AEAL, LOC109419242|XP_029723552.1|AEAL
OG0001391	LOC108152351|XP_017137111.1|DMIR, LOC117186477|XP_033243244.1|DMIR, LOC108161925|XP_017151838.1|DMIR	LOC109415473|XP_029724555.1|AEAL, LOC115254124|XP_029724145.1|AEAL
OG0001392	LOC108163820|XP_017154799.1|DMIR	LOC115254114|XP_029723018.1|AEAL, LOC109399740|XP_029723014.1|AEAL, LOC109402036|XP_029723017.1|AEAL
OG0001393	LOC108164966|XP_017156468.1|DMIR, LOC108157223|XP_017144669.1|DMIR, LOC117186314|XP_033242819.1|DMIR, LOC117186313|XP_033242817.1|DMIR, LOC108154259|XP_017139983.1|DMIR, LOC117186315|XP_033242835.1|DMIR	LOC109415341|XP_019544773.1|AEAL, LOC109423643|XP_019554185.1|AEAL
OG0001394	LOC108164102|XP_033248526.1|DMIR	LOC115269560|XP_029734224.1|AEAL, LOC109622075|XP_019931860.2|AEAL, LOC109420370|XP_019550253.2|AEAL
OG0001395	LOC108155153|XP_017141302.1|DMIR, LOC108157297|XP_017144788.2|DMIR	LOC109621259|XP_019931809.1|AEAL
OG0001396	LOC108162432|XP_017152659.1|DMIR	LOC109408447|XP_029716986.1|AEAL
OG0001397	LOC108155521|XP_017141856.1|DMIR	LOC115261197|XP_029718404.1|AEAL, LOC109422513|XP_029718411.1|AEAL, LOC109406152|XP_029718413.1|AEAL, LOC115261211|XP_029718422.1|AEAL, LOC115261195|XP_029718401.1|AEAL
OG0001399	LOC117188125|XP_033247365.1|DMIR	LOC109428757|XP_029734015.1|AEAL, LOC109424534|XP_029709896.1|AEAL
OG0001400	LOC108157580|XP_017145190.1|DMIR	LOC109415897|XP_019545391.2|AEAL, LOC115254133|XP_029724468.1|AEAL
OG0001401	LOC108151014|XP_017134864.1|DMIR	LOC109403463|XP_029712834.1|AEAL
OG0001402	LOC108151878|XP_017136263.1|DMIR	LOC115257380|XP_029712769.1|AEAL, LOC109403447|XP_019531815.1|AEAL
OG0001403	LOC108153585|XP_017139153.1|DMIR	LOC115262659|XP_029721118.1|AEAL, LOC109424732|XP_029721057.1|AEAL
OG0001404	LOC108159475|XP_017148286.1|DMIR, LOC117190366|XP_033251336.1|DMIR	LOC109432689|XP_029723912.1|AEAL, LOC115254120|XP_029723927.1|AEAL
OG0001405	LOC117192861|XP_033253506.1|DMIR, LOC108160046|XP_017149279.1|DMIR, LOC117193760|XP_033254381.1|DMIR	LOC109408794|XP_029730753.1|AEAL, LOC109428939|XP_019560326.2|AEAL
OG0001406	LOC108163706|XP_017154636.1|DMIR, LOC108164932|XP_017156410.1|DMIR	LOC109622277|XP_029732223.1|AEAL
OG0001407	LOC117189012|XP_033249753.1|DMIR, LOC117188994|XP_033249687.1|DMIR, LOC108150947|XP_017134770.2|DMIR, LOC117186282|XP_033242731.1|DMIR	LOC109621453|XP_019931038.2|AEAL, LOC115254203|XP_029731755.1|AEAL
OG0001408	LOC108158909|XP_017147192.1|DMIR	LOC109411296|XP_019540373.2|AEAL, LOC109397098|XP_019524966.2|AEAL, LOC109622023|XP_029725054.1|AEAL
OG0001410	LOC117191877|XP_033252533.1|DMIR	LOC115269831|XP_029734473.1|AEAL, LOC115269490|XP_029734131.1|AEAL, LOC115267196|XP_029729928.1|AEAL, LOC115267461|XP_029730310.1|AEAL, LOC115258130|XP_029714031.1|AEAL, LOC115264714|XP_029724589.1|AEAL, LOC115267465|XP_029730314.1|AEAL, LOC115269025|XP_029733170.1|AEAL, LOC109412468|XP_029718854.1|AEAL, LOC115269924|XP_029734595.1|AEAL, LOC115269896|XP_029734559.1|AEAL, LOC115261844|XP_029719616.1|AEAL, LOC115268670|XP_029732642.1|AEAL, LOC109414733|XP_029729122.1|AEAL, LOC115264301|XP_029723833.1|AEAL, LOC109399035|XP_029720522.1|AEAL
OG0001429	LOC108157784|XP_033245883.1|DMIR	LOC109405374|XP_029715425.1|AEAL, LOC109413245|XP_029709614.1|AEAL, LOC109405399|XP_019534004.2|AEAL
OG0001430	LOC108155483|XP_017141796.1|DMIR	LOC109414630|XP_019544011.1|AEAL, LOC109424816|XP_019555548.2|AEAL, LOC109424967|XP_019555705.1|AEAL, LOC109431093|XP_029718287.1|AEAL
OG0001431	LOC108153137|XP_017138426.1|DMIR	LOC109431142|XP_019562883.2|AEAL, LOC109415746|XP_029711620.1|AEAL
OG0001432	LOC108151485|XP_017135613.1|DMIR	LOC109422158|XP_029710417.1|AEAL, LOC109428450|XP_019559761.2|AEAL
OG0001433	LOC108157088|XP_017144441.1|DMIR, LOC108156914|XP_017144151.2|DMIR	LOC109415176|XP_019544599.2|AEAL, LOC109428489|XP_019559813.2|AEAL, LOC115253714|XP_029711714.1|AEAL
OG0001434	LOC108155991|XP_017142678.2|DMIR, LOC108156252|XP_017143091.1|DMIR	LOC109430093|XP_019561672.2|AEAL
OG0001434	LOC108163458|XP_017154241.1|DMIR	LOC115256340|XP_029710522.1|AEAL, LOC109428515|XP_029718193.1|AEAL
OG0001435	LOC117189776|XP_033250734.1|DMIR, LOC108158689|XP_017146712.1|DMIR, LOC108151263|XP_017135276.1|DMIR	LOC109416125|XP_029710971.1|AEAL
OG0001436	LOC108164699|XP_017156063.1|DMIR	LOC115256737|XP_029711540.1|AEAL, LOC109401907|XP_019530067.2|AEAL, LOC115256392|XP_029710675.1|AEAL
OG0001437	LOC108163817|XP_017154797.1|DMIR	LOC115269102|XP_029733347.1|AEAL, LOC109432612|XP_019564516.1|AEAL, LOC109422147|XP_019552335.1|AEAL, LOC115254221|XP_029733210.1|AEAL
OG0001438	LOC117188672|XP_033248757.1|DMIR, LOC108154928|XP_033248747.1|DMIR, LOC108155159|XP_017141310.1|DMIR	LOC109422027|XP_029711761.1|AEAL
OG0001439	LOC108156714|XP_017143852.1|DMIR	LOC115256414|XP_029710779.1|AEAL, LOC115270464|XP_029736059.1|AEAL, LOC109412987|XP_019542190.1|AEAL, LOC109409466|XP_019538452.2|AEAL
