Orthogroup	DMIR.longest_only	DNOV.longest_only
OG0001622	LOC108157735|XP_017145403.2|DMIR, LOC108154794|XP_033246420.1|DMIR	LOC115767260|XP_030567340.1|DNOV
OG0001623	LOC108162347|XP_017152537.1|DMIR	LOC115765999|XP_030565627.1|DNOV
OG0001624	LOC108163296|XP_017153994.1|DMIR	LOC115763539|XP_030562015.1|DNOV
OG0001625	LOC108162642|XP_017152954.1|DMIR	LOC115767445|XP_030567602.1|DNOV, LOC115763236|XP_030561572.1|DNOV
OG0001626	LOC108162701|XP_017153044.1|DMIR	LOC115760102|XP_030557151.1|DNOV
OG0001627	LOC108154812|XP_017140701.1|DMIR	LOC115766086|XP_030565756.1|DNOV, LOC115766242|XP_030565965.1|DNOV
OG0001628	LOC108153900|XP_017139487.1|DMIR	LOC115762541|XP_030560675.1|DNOV, LOC115770566|XP_030571738.1|DNOV, LOC115762539|XP_030560673.1|DNOV
OG0001629	LOC108156507|XP_017143498.1|DMIR	LOC115760386|XP_030557542.1|DNOV
OG0001630	LOC108163361|XP_017154099.1|DMIR, LOC108154700|XP_017140539.2|DMIR	LOC115764113|XP_030562835.1|DNOV
OG0001632	LOC117186553|XP_033243372.1|DMIR, LOC108162966|XP_017153454.2|DMIR	LOC115759819|XP_030556771.1|DNOV
OG0001633	LOC108155525|XP_017141863.1|DMIR	LOC115767920|XP_030568149.1|DNOV
OG0001634	LOC108154971|XP_017140975.1|DMIR	LOC115760353|XP_030557502.1|DNOV
OG0001635	LOC108154303|XP_017140046.1|DMIR	LOC115765634|XP_030565147.1|DNOV
OG0001636	LOC108157229|XP_017144675.1|DMIR	LOC115759438|XP_030556213.1|DNOV
OG0001637	LOC108155772|XP_017142318.1|DMIR	LOC115761969|XP_030559871.1|DNOV
OG0001638	LOC108160196|XP_017149523.1|DMIR	LOC115768038|XP_030568320.1|DNOV
OG0001639	LOC117193274|XP_033253909.1|DMIR, LOC108159176|XP_017147710.2|DMIR, LOC117187993|XP_033246962.1|DMIR, LOC117187958|XP_033246860.1|DMIR, LOC117187998|XP_033246977.1|DMIR	LOC115762437|XP_030560493.1|DNOV
OG0001640	LOC108156592|XP_017143620.1|DMIR	LOC115759471|XP_030556265.1|DNOV
OG0001641	LOC108155118|XP_017141249.1|DMIR	LOC115770711|XP_030571968.1|DNOV
OG0001642	LOC108153392|XP_017138860.1|DMIR	LOC115765255|XP_030564594.1|DNOV
OG0001643	LOC108162377|XP_017152583.1|DMIR	LOC115759043|XP_030555727.1|DNOV
OG0001644	LOC108152693|XP_017137685.1|DMIR	LOC115771484|XP_030573066.1|DNOV
OG0001645	LOC108158775|XP_017146897.2|DMIR, LOC117188062|XP_033247222.1|DMIR, LOC117188064|XP_033247228.1|DMIR, LOC117188063|XP_033247227.1|DMIR, LOC117193286|XP_033253920.1|DMIR	LOC115771742|XP_030573434.1|DNOV
OG0001646	LOC108160357|XP_033253884.1|DMIR, LOC117185807|XP_033246587.1|DMIR	LOC115757791|XP_030554064.1|DNOV
OG0001647	LOC108158722|XP_033248008.1|DMIR	LOC115764471|XP_030563401.1|DNOV
OG0001648	LOC108151608|XP_017135783.1|DMIR	LOC115768772|XP_030569326.1|DNOV
OG0001649	LOC108158594|XP_017146535.2|DMIR, LOC117187893|XP_033246719.1|DMIR	LOC115760627|XP_030557938.1|DNOV
OG0001650	LOC117193442|XP_033254083.1|DMIR, LOC117187865|XP_033246637.1|DMIR, LOC117192865|XP_033253509.1|DMIR, LOC117193439|XP_033254075.1|DMIR, LOC108160270|XP_033247730.1|DMIR	LOC115766513|XP_030566334.1|DNOV
OG0001651	LOC117190469|XP_033251431.1|DMIR, LOC108158564|XP_017146482.1|DMIR	LOC115771027|XP_030572419.1|DNOV
OG0001652	LOC108151254|XP_017135259.1|DMIR	LOC115767714|XP_030567878.1|DNOV
OG0001653	LOC108152902|XP_017138037.1|DMIR	LOC115766725|XP_030566546.1|DNOV, LOC115770755|XP_030572030.1|DNOV
OG0001654	LOC117189733|XP_033250704.1|DMIR, LOC108158386|XP_017146129.2|DMIR, LOC117188053|XP_033247174.1|DMIR, LOC117188048|XP_033247154.1|DMIR, LOC117187728|XP_033246402.1|DMIR	LOC115767487|XP_030567655.1|DNOV
OG0001655	LOC108158805|XP_017146981.1|DMIR	LOC115758295|XP_030554722.1|DNOV
OG0001656	LOC108164137|XP_017155227.1|DMIR	LOC115763070|XP_030561359.1|DNOV
OG0001657	LOC108150774|XP_017134559.1|DMIR, LOC108154445|XP_017140205.1|DMIR, LOC108153364|XP_017138820.1|DMIR	LOC115770086|XP_030571058.1|DNOV
OG0001658	LOC108151780|XP_017136112.1|DMIR	LOC115771536|XP_030573134.1|DNOV
OG0001659	LOC108153249|XP_017138587.1|DMIR	LOC115770153|XP_030571163.1|DNOV
OG0001659	LOC108153488|XP_017139017.1|DMIR	LOC115770154|XP_030571167.1|DNOV
OG0001660	LOC108165439|XP_017156967.2|DMIR, LOC117186611|XP_033243508.1|DMIR, LOC108163933|XP_033249463.1|DMIR, LOC117186612|XP_033243509.1|DMIR, LOC108151860|XP_017136237.2|DMIR, LOC117186613|XP_033243510.1|DMIR	LOC115771195|XP_030572651.1|DNOV
OG0001661	LOC108155253|XP_017141437.1|DMIR	LOC115764994|XP_030564192.1|DNOV
OG0001662	LOC117193137|XP_033253758.1|DMIR, LOC117186481|XP_033243247.1|DMIR, LOC117193019|XP_033253627.1|DMIR, LOC117193660|XP_033254290.1|DMIR, LOC117193168|XP_033253792.1|DMIR, LOC117192628|XP_033253246.1|DMIR, LOC117193140|XP_033253761.1|DMIR, LOC117193139|XP_033253760.1|DMIR, LOC108165457|XP_033253865.1|DMIR	LOC115762947|XP_030561192.1|DNOV
OG0001663	LOC108156677|XP_017143791.1|DMIR	LOC115761673|XP_030559387.1|DNOV
OG0001663	LOC108157581|XP_017145192.1|DMIR	LOC115761672|XP_030559386.1|DNOV
OG0001664	LOC117191878|XP_033252534.1|DMIR, LOC108158603|XP_017146554.1|DMIR	LOC115757858|XP_030554154.1|DNOV
OG0001666	LOC108162909|XP_017153373.1|DMIR	LOC115758821|XP_030555458.1|DNOV
OG0001667	LOC117193717|XP_033254333.1|DMIR, LOC117189320|XP_033250362.1|DMIR, LOC117189322|XP_033250363.1|DMIR, LOC117189319|XP_033250361.1|DMIR, LOC117193880|XP_033254455.1|DMIR, LOC117193873|XP_033254453.1|DMIR, LOC108159062|XP_017147491.1|DMIR, LOC117189304|XP_033250352.1|DMIR, LOC117194885|XP_033255237.1|DMIR, LOC117189313|XP_033250357.1|DMIR, LOC117193868|XP_033254449.1|DMIR, LOC117193006|XP_033253621.1|DMIR, LOC117194298|XP_033254764.1|DMIR, LOC117193869|XP_033254450.1|DMIR	LOC115761096|XP_030558578.1|DNOV
OG0001668	LOC108151939|XP_017136359.1|DMIR	LOC115767645|XP_030567792.1|DNOV
OG0001669	LOC108151840|XP_017136211.1|DMIR	LOC115770353|XP_030571451.1|DNOV
OG0001670	LOC108159347|XP_017148043.2|DMIR, LOC117187749|XP_033246442.1|DMIR, LOC117186719|XP_033243720.1|DMIR	LOC115767460|XP_030567625.1|DNOV
OG0001671	LOC108164224|XP_017155347.1|DMIR	LOC115764377|XP_030563199.1|DNOV, LOC115760308|XP_030557457.1|DNOV
OG0001672	LOC108158640|XP_017146612.1|DMIR	LOC115758313|XP_030554739.1|DNOV, LOC115758315|XP_030554741.1|DNOV
OG0001673	LOC117191577|XP_033252295.1|DMIR	LOC115769348|XP_030570017.1|DNOV
OG0001674	LOC108154934|XP_017140910.1|DMIR, LOC108151187|XP_017135126.1|DMIR	LOC115763664|XP_030562195.1|DNOV
OG0001675	LOC108157596|XP_017145212.1|DMIR	LOC115763827|XP_030562440.1|DNOV
OG0001678	LOC108158321|XP_017146054.2|DMIR	LOC115764287|XP_030563079.1|DNOV
OG0001679	LOC108164894|XP_017156349.1|DMIR	LOC115768682|XP_030569226.1|DNOV
OG0001680	LOC108155633|XP_017142063.1|DMIR	LOC115772090|XP_030573910.1|DNOV, LOC115768818|XP_030569376.1|DNOV
OG0001681	LOC108165034|XP_017156559.1|DMIR	LOC115765136|XP_030564394.1|DNOV
OG0001682	LOC108153333|XP_017138739.1|DMIR	LOC115766521|XP_030566348.1|DNOV, LOC115766903|XP_030566841.1|DNOV
OG0001683	LOC108162193|XP_017152285.1|DMIR	LOC115763329|XP_030561693.1|DNOV
OG0001684	LOC108164451|XP_017155657.1|DMIR	LOC115766746|XP_030566583.1|DNOV
OG0001685	LOC108161891|XP_017151775.1|DMIR	LOC115758401|XP_030554904.1|DNOV
OG0001686	LOC108153661|XP_017139265.1|DMIR	LOC115766336|XP_030566089.1|DNOV
OG0001687	LOC108164839|XP_017156257.1|DMIR	LOC115768145|XP_030568500.1|DNOV
OG0001688	LOC117192856|XP_033253501.1|DMIR, LOC108160234|XP_017149580.1|DMIR	LOC115768672|XP_030569215.1|DNOV
OG0001689	LOC108164933|XP_033246400.1|DMIR	LOC115768836|XP_030569393.1|DNOV
OG0001690	LOC108151756|XP_017136084.1|DMIR, LOC117186426|XP_033243121.1|DMIR, LOC117186777|XP_033243919.1|DMIR, LOC108156799|XP_033245966.1|DMIR	LOC115769816|XP_030570644.1|DNOV
OG0001691	LOC108162380|XP_017152586.1|DMIR	LOC115758956|XP_030555617.1|DNOV
OG0001692	LOC108157730|XP_017145390.1|DMIR	LOC115764064|XP_030562772.1|DNOV
OG0001693	LOC108163724|XP_017154668.1|DMIR	LOC115768791|XP_030569347.1|DNOV
OG0001694	LOC108155874|XP_017142485.1|DMIR	LOC115761709|XP_030559444.1|DNOV
OG0001695	LOC117188663|XP_033248743.1|DMIR	LOC115763945|XP_030562600.1|DNOV, LOC115763963|XP_030562621.1|DNOV
OG0001696	LOC108157331|XP_017144836.2|DMIR	LOC115761829|XP_030559631.1|DNOV
OG0001697	LOC108154086|XP_033244571.1|DMIR	LOC115760379|XP_030557535.1|DNOV
OG0001698	LOC108154946|XP_033247440.1|DMIR	LOC115768217|XP_030568601.1|DNOV
OG0001699	LOC108154955|XP_017140949.1|DMIR	LOC115762020|XP_030559948.1|DNOV
OG0001700	LOC108154139|XP_017139764.1|DMIR	LOC115759572|XP_030556398.1|DNOV
OG0001701	LOC108157117|XP_017144488.1|DMIR	LOC115764158|XP_030562896.1|DNOV
OG0001702	LOC108162593|XP_017152899.1|DMIR	LOC115763608|XP_030562096.1|DNOV
OG0001703	LOC108154190|XP_017139888.2|DMIR	LOC115768650|XP_030569183.1|DNOV
OG0001704	LOC108154207|XP_017139918.2|DMIR	LOC115768633|XP_030569159.1|DNOV
OG0001705	LOC108156215|XP_017143042.1|DMIR	LOC115760584|XP_030557869.1|DNOV
OG0001706	LOC108163083|XP_017153651.1|DMIR	LOC115763609|XP_030562097.1|DNOV
OG0001707	LOC108156798|XP_017143966.1|DMIR	LOC115771787|XP_030573517.1|DNOV
OG0001708	LOC108157414|XP_017144954.1|DMIR	LOC115764098|XP_030562811.1|DNOV
OG0001709	LOC108151790|XP_017136128.1|DMIR	LOC115769677|XP_030570454.1|DNOV
OG0001710	LOC108156226|XP_017143054.1|DMIR	LOC115771750|XP_030573457.1|DNOV
OG0001711	LOC108155727|XP_017142224.1|DMIR	LOC115772017|XP_030573808.1|DNOV
OG0001712	LOC117187090|XP_033244847.1|DMIR, LOC117187088|XP_033244846.1|DMIR, LOC108155645|XP_017142083.1|DMIR	LOC115764678|XP_030563726.1|DNOV
OG0001713	LOC108154964|XP_017140967.1|DMIR	LOC115770873|XP_030572170.1|DNOV
OG0001714	LOC108155427|XP_017141722.1|DMIR	LOC115763644|XP_030562139.1|DNOV
OG0001715	LOC108151682|XP_017135915.1|DMIR	LOC115765240|XP_030564558.1|DNOV
OG0001716	LOC108153402|XP_017138887.1|DMIR	LOC115767354|XP_030567467.1|DNOV, LOC115765289|XP_030564639.1|DNOV
OG0001717	LOC108154956|XP_017140953.1|DMIR	LOC115761177|XP_030558699.1|DNOV
OG0001718	LOC108153948|XP_033246022.1|DMIR	LOC115761452|XP_030559079.1|DNOV
OG0001719	LOC108155886|XP_017142512.1|DMIR	LOC115772057|XP_030573861.1|DNOV
OG0001720	LOC117187359|XP_033245766.1|DMIR	LOC115764973|XP_030564158.1|DNOV
OG0001721	LOC108154260|XP_017139984.1|DMIR	LOC115765003|XP_030564209.1|DNOV
OG0001722	LOC108152426|XP_017137232.1|DMIR	LOC115769439|XP_030570108.1|DNOV
OG0001723	LOC108160511|XP_017150044.2|DMIR	LOC115762128|XP_030560093.1|DNOV
OG0001724	LOC108158772|XP_033247214.1|DMIR, LOC117187848|XP_033246615.1|DMIR, LOC117192172|XP_033252716.1|DMIR	LOC115760764|XP_030558104.1|DNOV
OG0001725	LOC108159488|XP_017148308.1|DMIR	LOC115760937|XP_030558375.1|DNOV
OG0001726	LOC108152967|XP_017138165.1|DMIR	LOC115762693|XP_030560875.1|DNOV
OG0001727	LOC108157234|XP_017144682.1|DMIR	LOC115772075|XP_030573886.1|DNOV
OG0001728	LOC108158697|XP_017146721.1|DMIR, LOC117192428|XP_033252991.1|DMIR, LOC117192429|XP_033252992.1|DMIR, LOC117192181|XP_033252739.1|DMIR, LOC117192180|XP_033252737.1|DMIR	LOC115762406|XP_030560456.1|DNOV
OG0001729	LOC117191372|XP_033252151.1|DMIR, LOC117188159|XP_033247473.1|DMIR, LOC117195255|XP_033255768.1|DMIR, LOC117187709|XP_033246320.1|DMIR, LOC117188160|XP_033247474.1|DMIR, LOC117185966|XP_033252646.1|DMIR, LOC108158555|XP_033246310.1|DMIR	LOC115760521|XP_030557751.1|DNOV
OG0001730	LOC108162295|XP_017152448.1|DMIR	LOC115758369|XP_030554817.1|DNOV
OG0001731	LOC108158461|XP_017146237.1|DMIR	LOC115761107|XP_030558595.1|DNOV
OG0001732	LOC108162144|XP_017152214.1|DMIR	LOC115759351|XP_030556133.1|DNOV
OG0001733	LOC108159643|XP_017148600.1|DMIR	LOC115762398|XP_030560444.1|DNOV
OG0001734	LOC117192224|XP_033252785.1|DMIR, LOC117193463|XP_033254115.1|DMIR, LOC108160524|XP_017150069.1|DMIR	LOC115760920|XP_030558353.1|DNOV
OG0001735	LOC108157684|XP_017145339.1|DMIR, LOC108151352|XP_017135398.2|DMIR, LOC117186233|XP_033242573.1|DMIR	LOC115767136|XP_030567158.1|DNOV
OG0001736	LOC108160705|XP_017150364.1|DMIR, LOC117191284|XP_033252084.1|DMIR	LOC115761616|XP_030559301.1|DNOV
OG0001737	LOC117194124|XP_033254661.1|DMIR, LOC108158676|XP_017146694.1|DMIR, LOC117194125|XP_033254662.1|DMIR	LOC115762451|XP_030560514.1|DNOV
OG0001738	LOC108163594|XP_017154466.1|DMIR, LOC108150944|XP_017134767.1|DMIR	LOC115771009|XP_030572375.1|DNOV
OG0001739	LOC108160664|XP_017150296.1|DMIR	LOC115760094|XP_030557139.1|DNOV
OG0001740	LOC108158532|XP_017146418.1|DMIR, LOC117192288|XP_033252837.1|DMIR	LOC115760765|XP_030558109.1|DNOV
OG0001741	LOC108154643|XP_017140461.2|DMIR	LOC115766113|XP_030565794.1|DNOV
OG0001742	LOC108158527|XP_017146398.1|DMIR	LOC115760073|XP_030557113.1|DNOV
OG0001744	LOC117187768|XP_033246477.1|DMIR, LOC108160488|XP_017150000.1|DMIR, LOC117190709|XP_033251666.1|DMIR	LOC115761853|XP_030560103.1|DNOV
OG0001745	LOC108160643|XP_033246980.1|DMIR, LOC117191525|XP_033252257.1|DMIR	LOC115758318|XP_030554745.1|DNOV, LOC115767030|XP_030567052.1|DNOV
OG0001746	LOC117186364|XP_033242969.1|DMIR, LOC117186361|XP_033242966.1|DMIR, LOC117186667|XP_033243598.1|DMIR, LOC108152157|XP_017136766.2|DMIR, LOC117186666|XP_033243597.1|DMIR	LOC115770036|XP_030570963.1|DNOV
OG0001747	LOC117185806|XP_033254228.1|DMIR, LOC108159549|XP_017148440.1|DMIR	LOC115760738|XP_030558074.1|DNOV
OG0001748	LOC108153634|XP_017139226.2|DMIR	LOC115771148|XP_030572580.1|DNOV
OG0001749	LOC117193450|XP_033254097.1|DMIR, LOC108159538|XP_017148403.1|DMIR	LOC115771122|XP_030572550.1|DNOV
OG0001750	LOC117193451|XP_033254098.1|DMIR, LOC108159533|XP_017148396.1|DMIR	LOC115771103|XP_030572526.1|DNOV
OG0001751	LOC108150941|XP_017134762.1|DMIR	LOC115770986|XP_030572335.1|DNOV
OG0001752	LOC108153780|XP_017139411.1|DMIR	LOC115769737|XP_030570536.1|DNOV
OG0001753	LOC108153227|XP_017138546.1|DMIR	LOC115767135|XP_030567156.1|DNOV
OG0001754	LOC117192694|XP_033253324.1|DMIR, LOC108159264|XP_017147899.1|DMIR	LOC115760794|XP_030558149.1|DNOV
OG0001755	LOC108151647|XP_017135842.1|DMIR	LOC115767174|XP_030567217.1|DNOV
OG0001756	LOC117192679|XP_033253295.1|DMIR, LOC108160368|XP_033246397.1|DMIR	LOC115760554|XP_030557810.1|DNOV
OG0001757	LOC108160369|XP_017149830.1|DMIR, LOC117193578|XP_033254212.1|DMIR	LOC115761094|XP_030558576.1|DNOV
OG0001758	LOC108153300|XP_033242517.1|DMIR	LOC115770040|XP_030570970.1|DNOV, LOC115757656|XP_030554237.1|DNOV
OG0001759	LOC108159299|XP_017147958.1|DMIR	LOC115760005|XP_030557027.1|DNOV
OG0001760	LOC108158824|XP_017147010.1|DMIR, LOC108159368|XP_017148084.1|DMIR, LOC108164506|XP_017155779.1|DMIR	LOC115762069|XP_030560018.1|DNOV
OG0001761	LOC117190721|XP_033251680.1|DMIR, LOC117187797|XP_033246539.1|DMIR, LOC117187795|XP_033246538.1|DMIR, LOC117188423|XP_033248182.1|DMIR, LOC108157971|XP_033248180.1|DMIR	LOC115771810|XP_030573551.1|DNOV
OG0001762	LOC108164001|XP_017155062.1|DMIR	LOC115758847|XP_030555489.1|DNOV
OG0001763	LOC108161908|XP_017151797.1|DMIR	LOC115760261|XP_030557385.1|DNOV, LOC115760262|XP_030557386.1|DNOV
OG0001764	LOC108154141|XP_017139767.1|DMIR	LOC115761281|XP_030558861.1|DNOV
OG0001765	LOC117185877|XP_033253033.1|DMIR, LOC108160347|XP_033247113.1|DMIR	LOC115762159|XP_030560133.1|DNOV
OG0001766	LOC108163062|XP_017153622.1|DMIR	LOC115760124|XP_030557182.1|DNOV
OG0001767	LOC108161169|XP_033250047.1|DMIR, LOC108161409|XP_017151148.2|DMIR	LOC115758692|XP_030555297.1|DNOV
OG0001768	LOC108161823|XP_017151670.1|DMIR, LOC117188593|XP_033248470.1|DMIR, LOC117188594|XP_033248471.1|DMIR	LOC115765893|XP_030565495.1|DNOV
OG0001769	LOC108161243|XP_017150956.1|DMIR	LOC115759320|XP_030556090.1|DNOV
OG0001770	LOC108163148|XP_017153753.2|DMIR	LOC115760045|XP_030557072.1|DNOV
OG0001771	LOC108164049|XP_017155115.1|DMIR	LOC115758600|XP_030555183.1|DNOV, LOC115758555|XP_030555113.1|DNOV
OG0001772	LOC108163451|XP_033248711.1|DMIR	LOC115763960|XP_030562618.1|DNOV
OG0001773	LOC108163048|XP_017153605.1|DMIR	LOC115763441|XP_030561866.1|DNOV
OG0001774	LOC108159156|XP_017147643.1|DMIR, LOC117192580|XP_033253188.1|DMIR	LOC115762089|XP_030560044.1|DNOV
OG0001775	LOC108158278|XP_017146006.1|DMIR	LOC115768166|XP_030568522.1|DNOV
OG0001776	LOC108163205|XP_017153845.1|DMIR	LOC115763405|XP_030561816.1|DNOV
OG0001777	LOC108162855|XP_017153289.1|DMIR	LOC115759805|XP_030556749.1|DNOV
OG0001778	LOC108159822|XP_033242689.1|DMIR, LOC108161889|XP_017151773.1|DMIR	LOC115759119|XP_030555822.1|DNOV
OG0001779	LOC108162045|XP_017152061.2|DMIR	LOC115763358|XP_030561743.1|DNOV
OG0001780	LOC108159775|XP_017148823.2|DMIR, LOC117185774|XP_033248391.1|DMIR	LOC115762062|XP_030560008.1|DNOV
OG0001781	LOC108162747|XP_033249934.1|DMIR	LOC115763435|XP_030561858.1|DNOV
OG0001782	LOC108163781|XP_017154749.1|DMIR	LOC115769235|XP_030569808.1|DNOV
OG0001783	LOC108162342|XP_017152527.1|DMIR	LOC115763051|XP_030561336.1|DNOV
OG0001784	LOC108161528|XP_017151296.1|DMIR	LOC115758503|XP_030555050.1|DNOV
OG0001785	LOC117192722|XP_033253350.1|DMIR, LOC108158099|XP_017145755.1|DMIR	LOC115762228|XP_030560223.1|DNOV
OG0001786	LOC108163719|XP_017154658.1|DMIR	LOC115760122|XP_030557179.1|DNOV
OG0001787	LOC108162162|XP_017152242.1|DMIR	LOC115759854|XP_030556815.1|DNOV, LOC115759983|XP_030556997.1|DNOV
OG0001788	LOC108159136|XP_017147619.2|DMIR, LOC117186993|XP_033244421.1|DMIR, LOC108154868|XP_017140795.2|DMIR, LOC117186994|XP_033244422.1|DMIR	LOC115758091|XP_030554470.1|DNOV
OG0001789	LOC108159381|XP_017148101.1|DMIR	LOC115766544|XP_030566377.1|DNOV
OG0001790	LOC108162856|XP_033248621.1|DMIR	LOC115760171|XP_030557251.1|DNOV
OG0001791	LOC117185737|XP_033252103.1|DMIR, LOC108159408|XP_017148138.1|DMIR	LOC115770853|XP_030572184.1|DNOV
OG0001792	LOC108161703|XP_017151507.1|DMIR	LOC115760120|XP_030557175.1|DNOV
OG0001793	LOC117190671|XP_033251626.1|DMIR, LOC108159524|XP_017148378.2|DMIR	LOC115758192|XP_030554598.1|DNOV
OG0001794	LOC108161888|XP_017151772.1|DMIR	LOC115758830|XP_030555467.1|DNOV
OG0001795	LOC108161977|XP_033249111.1|DMIR	LOC115760281|XP_030557410.1|DNOV
OG0001796	LOC108158022|XP_033245396.1|DMIR	LOC115767199|XP_030567249.1|DNOV
OG0001797	LOC108164513|XP_017155784.1|DMIR	LOC115766752|XP_030566590.1|DNOV
OG0001798	LOC108160892|XP_017150650.1|DMIR	LOC115758715|XP_030555328.1|DNOV
OG0001799	LOC108158723|XP_033249292.1|DMIR	LOC115765318|XP_030564678.1|DNOV
OG0001800	LOC108164097|XP_017155174.1|DMIR	LOC115759785|XP_030556720.1|DNOV
OG0001801	LOC108152537|XP_017137435.1|DMIR	LOC115769914|XP_030570797.1|DNOV
OG0001802	LOC117187355|XP_033245735.1|DMIR, LOC117187354|XP_033245732.1|DMIR, LOC117187353|XP_033245731.1|DMIR, LOC108154854|XP_017140764.2|DMIR	LOC115759552|XP_030556374.1|DNOV
OG0001803	LOC108156409|XP_017143343.1|DMIR, LOC108155660|XP_017142111.1|DMIR	LOC115763836|XP_030562455.1|DNOV
OG0001804	LOC108155962|XP_017142624.1|DMIR	LOC115759416|XP_030556168.1|DNOV
OG0001805	LOC108165458|XP_017156985.1|DMIR	LOC115770990|XP_030572342.1|DNOV
OG0001806	LOC108155364|XP_017141614.1|DMIR	LOC115770844|XP_030572141.1|DNOV, LOC115770909|XP_030572213.1|DNOV
OG0001807	LOC108157481|XP_017145055.1|DMIR	LOC115766065|XP_030565725.1|DNOV
OG0001808	LOC108155500|XP_017141819.1|DMIR	LOC115767883|XP_030568106.1|DNOV
OG0001810	LOC108157254|XP_017144721.1|DMIR	LOC115764652|XP_030563693.1|DNOV
OG0001811	LOC117191044|XP_033251903.1|DMIR, LOC108160577|XP_017150152.1|DMIR	LOC115759566|XP_030556395.1|DNOV
OG0001812	LOC108165122|XP_017156678.1|DMIR	LOC115769132|XP_030569699.1|DNOV
OG0001813	LOC108154978|XP_017141002.1|DMIR	LOC115759659|XP_030556513.1|DNOV
OG0001814	LOC108155824|XP_017142402.1|DMIR	LOC115764616|XP_030563634.1|DNOV
OG0001815	LOC108153069|XP_017138338.2|DMIR, LOC117188320|XP_033247866.1|DMIR, LOC108154746|XP_017140607.1|DMIR, LOC117187077|XP_033244806.1|DMIR	LOC115763695|XP_030562242.1|DNOV
OG0001816	LOC117190833|XP_033251758.1|DMIR, LOC108159255|XP_017147874.1|DMIR	LOC115764576|XP_030563583.1|DNOV
OG0001817	LOC108158795|XP_017146969.1|DMIR	LOC115763938|XP_030562592.1|DNOV
OG0001818	LOC108164872|XP_017156304.1|DMIR	LOC115768188|XP_030568557.1|DNOV
OG0001819	LOC108160057|XP_017149293.1|DMIR, LOC117192323|XP_033252864.1|DMIR, LOC117192321|XP_033252862.1|DMIR	LOC115765190|XP_030564481.1|DNOV
OG0001820	LOC108163922|XP_033248901.1|DMIR, LOC108163390|XP_017154135.1|DMIR, LOC108164940|XP_017156417.1|DMIR	LOC115767226|XP_030567283.1|DNOV
OG0001821	LOC117193422|XP_033254066.1|DMIR, LOC117193674|XP_033254301.1|DMIR, LOC117193419|XP_033254063.1|DMIR, LOC108160748|XP_017150429.1|DMIR	LOC115761152|XP_030558683.1|DNOV
OG0001822	LOC108161005|XP_033254161.1|DMIR, LOC117185820|XP_033248219.1|DMIR	LOC115760908|XP_030558338.1|DNOV
OG0001823	LOC108152924|XP_017138094.1|DMIR	LOC115766248|XP_030565971.1|DNOV
OG0001824	LOC108162010|XP_017151990.1|DMIR	LOC115760255|XP_030557376.1|DNOV
OG0001825	LOC117185934|XP_033254549.1|DMIR, LOC108159163|XP_017147659.1|DMIR	LOC115767430|XP_030567569.1|DNOV
OG0001826	LOC117193417|XP_033254061.1|DMIR, LOC108160588|XP_017150172.1|DMIR	LOC115759727|XP_030556608.1|DNOV
OG0001827	LOC108159222|XP_017147812.1|DMIR	LOC115758236|XP_030554648.1|DNOV
OG0001828	LOC108156147|XP_017142962.1|DMIR	LOC115767872|XP_030568092.1|DNOV, LOC115769940|XP_030570844.1|DNOV
OG0001829	LOC117191641|XP_033252340.1|DMIR, LOC108160803|XP_017150513.1|DMIR, LOC117189824|XP_033250779.1|DMIR	LOC115757828|XP_030554112.1|DNOV
OG0001830	LOC108160657|XP_017150283.1|DMIR, LOC117190843|XP_033251764.1|DMIR, LOC117191591|XP_033252305.1|DMIR, LOC117191590|XP_033252304.1|DMIR	LOC115757906|XP_030554217.1|DNOV
OG0001831	LOC108165341|XP_017156863.1|DMIR	LOC115771387|XP_030572932.1|DNOV
OG0001832	LOC108164438|XP_033246267.1|DMIR	LOC115767569|XP_030567714.1|DNOV, LOC115767568|XP_030567713.1|DNOV, LOC115764066|XP_030562774.1|DNOV
OG0001833	LOC117188177|XP_033247519.1|DMIR, LOC117191280|XP_033252080.1|DMIR	LOC115763798|XP_030562401.1|DNOV, LOC115761868|XP_030559731.1|DNOV
OG0001834	LOC108155378|XP_017141640.1|DMIR	LOC115761629|XP_030559318.1|DNOV
OG0001838	LOC108160716|XP_033252411.1|DMIR, LOC117188127|XP_033247369.1|DMIR, LOC117187899|XP_033246727.1|DMIR, LOC117187895|XP_033246722.1|DMIR, LOC117187898|XP_033246725.1|DMIR, LOC117187897|XP_033246724.1|DMIR, LOC117187896|XP_033246723.1|DMIR, LOC117187766|XP_033246475.1|DMIR, LOC117187900|XP_033246728.1|DMIR	LOC115760883|XP_030558305.1|DNOV
OG0001839	LOC108160765|XP_017150455.1|DMIR, LOC117191664|XP_033252362.1|DMIR	LOC115761395|XP_030559016.1|DNOV
OG0001841	LOC108151381|XP_033242688.1|DMIR	LOC115770178|XP_030571198.1|DNOV
OG0001842	LOC108165527|XP_017157087.1|DMIR	LOC115768084|XP_030568419.1|DNOV
OG0001843	LOC108151169|XP_017135087.1|DMIR	LOC115769341|XP_030569962.1|DNOV
OG0001844	LOC117186418|XP_033243090.1|DMIR, LOC108165513|XP_017157058.2|DMIR	LOC115770246|XP_030571314.1|DNOV
OG0001845	LOC108161007|XP_033252614.1|DMIR, LOC117185719|XP_017150803.1|DMIR	LOC115766547|XP_030566379.1|DNOV
