Orthogroup	DMIR.longest_only	DBIA.longest_only
OG0002094	LOC117190856|XP_033251775.1|DMIR, LOC108160456|XP_017149961.1|DMIR	LOC108026593|XP_016953054.1|DBIA
OG0002095	LOC108155279|XP_017141489.1|DMIR	LOC108024093|XP_016949357.1|DBIA
OG0002096	LOC108159694|XP_017148692.1|DMIR, LOC117190103|XP_033251080.1|DMIR	LOC108022612|XP_016947137.1|DBIA
OG0002097	LOC117194011|XP_033254536.1|DMIR, LOC108158802|XP_017146977.1|DMIR, LOC117193967|XP_033254509.1|DMIR	LOC108036327|XP_016967829.1|DBIA
OG0002099	LOC108157057|XP_017144376.1|DMIR	LOC108031104|XP_016959804.1|DBIA, LOC108032054|XP_016961359.1|DBIA
OG0002100	LOC108153136|XP_017138420.1|DMIR	LOC108030656|XP_016959164.1|DBIA
OG0002101	LOC108160338|XP_017149761.1|DMIR	LOC108029579|XP_016957430.1|DBIA
OG0002102	LOC108159436|XP_017148200.1|DMIR, LOC117192535|XP_033253124.1|DMIR	LOC108029639|XP_016957531.1|DBIA
OG0002103	LOC108155802|XP_017142372.1|DMIR	LOC108031937|XP_016961206.1|DBIA
OG0002105	LOC108162596|XP_017152903.1|DMIR	LOC108027814|XP_016954881.1|DBIA
OG0002106	LOC108156688|XP_017143820.2|DMIR	LOC108031737|XP_016960916.1|DBIA
OG0002107	LOC108163288|XP_033249642.1|DMIR	LOC108033919|XP_016964079.1|DBIA
OG0002108	LOC108157574|XP_017145184.1|DMIR, LOC108157572|XP_017145182.1|DMIR, LOC108157573|XP_017145183.1|DMIR	LOC108024420|XP_016949826.1|DBIA
OG0002109	LOC108154545|XP_017140337.1|DMIR	LOC108025171|XP_016950937.1|DBIA
OG0002110	LOC108162878|XP_017153320.1|DMIR	LOC108032327|XP_016961625.1|DBIA
OG0002111	LOC108164320|XP_017155463.1|DMIR	LOC108036817|XP_016968656.1|DBIA
OG0002113	LOC108154426|XP_017140184.1|DMIR	LOC108031030|XP_016959720.1|DBIA
OG0002114	LOC108156374|XP_017143271.1|DMIR	LOC108025293|XP_016951169.1|DBIA, LOC108025292|XP_016951168.1|DBIA
OG0002115	LOC117185842|XP_033246913.1|DMIR, LOC108160050|XP_017149283.2|DMIR	LOC108026630|XP_016953137.1|DBIA, LOC108026629|XP_016953135.1|DBIA
OG0002116	LOC108163195|XP_017153829.1|DMIR	LOC108032665|XP_016962114.1|DBIA
OG0002116	LOC108153746|XP_017139365.2|DMIR	LOC108028360|XP_016955622.1|DBIA
OG0002117	LOC108164688|XP_017156047.1|DMIR	LOC108026695|XP_016953272.1|DBIA
OG0002118	LOC108153908|XP_033245602.1|DMIR	LOC108032961|XP_016962524.1|DBIA
OG0002119	LOC108155792|XP_017142351.1|DMIR	LOC108026199|XP_016952480.1|DBIA
OG0002120	LOC108164502|XP_017155767.1|DMIR	LOC108036012|XP_016967414.1|DBIA
OG0002121	LOC108155268|XP_017141460.1|DMIR	LOC108026235|XP_016952559.1|DBIA
OG0002123	LOC108163571|XP_033249323.1|DMIR	LOC108033850|XP_016963974.1|DBIA
OG0002124	LOC108165145|XP_017156702.1|DMIR	LOC108035796|XP_016967027.1|DBIA
OG0002125	LOC117185688|XP_033248222.1|DMIR, LOC108159982|XP_033253443.1|DMIR	LOC108030030|XP_016958074.1|DBIA
OG0002126	LOC108152838|XP_017137933.1|DMIR	LOC108028833|XP_016956310.1|DBIA
OG0002127	LOC108156656|XP_017143762.1|DMIR	LOC108023591|XP_016948683.1|DBIA
OG0002128	LOC108159792|XP_017148864.1|DMIR	LOC108035766|XP_016966958.1|DBIA
OG0002129	LOC117187379|XP_033245805.1|DMIR, LOC108154639|XP_033245802.1|DMIR, LOC117187378|XP_033245804.1|DMIR, LOC108154635|XP_017140447.2|DMIR	LOC108031580|XP_016960634.1|DBIA
OG0002130	LOC108165560|XP_017157124.1|DMIR	LOC108023316|XP_016948108.1|DBIA
OG0002131	LOC108156971|XP_017144250.2|DMIR	LOC108025363|XP_016951315.1|DBIA
OG0002132	LOC117186546|XP_033243363.1|DMIR, LOC108162041|XP_017152055.1|DMIR	LOC108034811|XP_016965348.1|DBIA
OG0002133	LOC108161668|XP_017151493.1|DMIR	LOC108036294|XP_016967797.1|DBIA
OG0002134	LOC108163498|XP_017154311.1|DMIR, LOC108155363|XP_017141618.1|DMIR	LOC108023559|XP_016948635.1|DBIA
OG0002135	LOC108156923|XP_033241937.1|DMIR	LOC108023951|XP_016949132.1|DBIA
OG0002136	LOC108157470|XP_017145038.1|DMIR	LOC108025326|XP_016951241.1|DBIA
OG0002137	LOC108156117|XP_017142907.1|DMIR	LOC108026146|XP_016952366.1|DBIA
OG0002138	LOC108155335|XP_017141577.1|DMIR	LOC108023692|XP_016948805.1|DBIA
OG0002139	LOC108163136|XP_017153742.1|DMIR	LOC108033054|XP_016962670.1|DBIA
OG0002140	LOC108163914|XP_017154934.1|DMIR	LOC108023214|XP_016947973.1|DBIA
OG0002141	LOC108154161|XP_017139810.1|DMIR	LOC108024077|XP_016949341.1|DBIA
OG0002142	LOC108153864|XP_017139450.2|DMIR, LOC108156930|XP_017144175.1|DMIR	LOC108024995|XP_016950740.1|DBIA
OG0002143	LOC108161769|XP_017151594.1|DMIR	LOC108027786|XP_016954842.1|DBIA
OG0002144	LOC108164433|XP_017155616.1|DMIR	LOC108036687|XP_016968468.1|DBIA, LOC108033014|XP_016962633.1|DBIA
OG0002145	LOC108157676|XP_017145330.1|DMIR	LOC108031903|XP_016961159.1|DBIA
OG0002146	LOC108156338|XP_017143226.1|DMIR	LOC108024962|XP_016950689.1|DBIA
OG0002147	LOC117186596|XP_033243468.1|DMIR, LOC108164901|XP_033243442.1|DMIR	LOC108025764|XP_016951847.1|DBIA
OG0002148	LOC108152775|XP_017137844.1|DMIR	LOC108034563|XP_016964981.1|DBIA
OG0002149	LOC108164462|XP_017155684.1|DMIR	LOC108036005|XP_016967390.1|DBIA
OG0002150	LOC108164335|XP_017155473.1|DMIR	LOC108026580|XP_016953026.1|DBIA
OG0002151	LOC108162803|XP_017153200.1|DMIR	LOC108033385|XP_016963193.1|DBIA
OG0002152	LOC108155577|XP_017141968.1|DMIR	LOC108025125|XP_016950885.1|DBIA
OG0002153	LOC108157650|XP_017145289.1|DMIR	LOC108026066|XP_016952250.1|DBIA
OG0002154	LOC108152643|XP_017137623.1|DMIR	LOC108023601|XP_016948698.1|DBIA
OG0002155	LOC108157458|XP_017145019.1|DMIR	LOC108025109|XP_016950863.1|DBIA
OG0002156	LOC108152889|XP_017138017.1|DMIR	LOC108030806|XP_016959390.1|DBIA
OG0002157	LOC108156183|XP_017143003.1|DMIR	LOC108024344|XP_016949738.1|DBIA
OG0002158	LOC117187873|XP_033246659.1|DMIR, LOC117187872|XP_033246658.1|DMIR, LOC108158980|XP_017147313.2|DMIR, LOC117187871|XP_033246657.1|DMIR	LOC108030378|XP_016958737.1|DBIA
OG0002159	LOC117192195|XP_033252753.1|DMIR, LOC108158539|XP_017146436.1|DMIR	LOC108022600|XP_016947123.1|DBIA
OG0002160	LOC108157762|XP_017145434.1|DMIR	LOC108031111|XP_016959811.1|DBIA
OG0002161	LOC108156403|XP_017143330.1|DMIR	LOC108031804|XP_016961013.1|DBIA
OG0002162	LOC108157405|XP_017144936.2|DMIR	LOC108024705|XP_016950278.1|DBIA
OG0002163	LOC108152022|XP_017136488.1|DMIR	LOC108036566|XP_016968306.1|DBIA
OG0002164	LOC108157182|XP_017144594.1|DMIR	LOC108026438|XP_016952864.1|DBIA
OG0002165	LOC108156985|XP_017144268.1|DMIR	LOC108033622|XP_016963484.1|DBIA
OG0002166	LOC108163260|XP_017153919.1|DMIR	LOC108036799|XP_016968635.1|DBIA
OG0002167	LOC117193714|XP_033254332.1|DMIR, LOC108160826|XP_017150545.1|DMIR	LOC108030451|XP_016958832.1|DBIA
OG0002168	LOC117189535|XP_033250561.1|DMIR, LOC108159322|XP_017148002.1|DMIR	LOC108026917|XP_016953617.1|DBIA
OG0002169	LOC117187411|XP_033245927.1|DMIR, LOC108165333|XP_033242713.1|DMIR	LOC108035317|XP_016966379.1|DBIA
OG0002170	LOC108164432|XP_017155615.1|DMIR	LOC108024903|XP_016950557.1|DBIA
OG0002171	LOC117187092|XP_033244849.1|DMIR, LOC117187091|XP_033244848.1|DMIR, LOC108155644|XP_017142082.2|DMIR	LOC108026205|XP_016952496.1|DBIA
OG0002172	LOC108157171|XP_017144579.1|DMIR	LOC108032234|XP_016961585.1|DBIA
OG0002173	LOC108163149|XP_017153754.1|DMIR	LOC108033327|XP_016963101.1|DBIA
OG0002174	LOC108157268|XP_017144745.1|DMIR	LOC108024757|XP_016950355.1|DBIA
OG0002175	LOC108157269|XP_017144746.1|DMIR	LOC108024758|XP_016950356.1|DBIA
OG0002176	LOC108157271|XP_017144752.2|DMIR, LOC108154042|XP_033245432.1|DMIR	LOC108032126|XP_016961447.1|DBIA
OG0002177	LOC108157652|XP_017145292.1|DMIR	LOC108023355|XP_016948207.1|DBIA
OG0002178	LOC108155604|XP_033245710.1|DMIR	LOC108025240|XP_016951075.1|DBIA
OG0002179	LOC108156122|XP_017142917.2|DMIR	LOC108026414|XP_016952831.1|DBIA
OG0002180	LOC108156280|XP_017143142.2|DMIR	LOC108025207|XP_016951029.1|DBIA
OG0002181	LOC108159304|XP_017147969.1|DMIR	LOC108023675|XP_016948785.1|DBIA
OG0002182	LOC108154717|XP_017140559.1|DMIR	LOC108031489|XP_016960466.1|DBIA
OG0002183	LOC108159745|XP_017148773.1|DMIR	LOC108036244|XP_016967741.1|DBIA
OG0002184	LOC108155469|XP_017141779.1|DMIR	LOC108031751|XP_016960944.1|DBIA
OG0002185	LOC108155122|XP_017141253.1|DMIR	LOC108023846|XP_016948980.1|DBIA, LOC108026323|XP_016952702.1|DBIA
OG0002186	LOC108164015|XP_017155080.1|DMIR	LOC108023829|XP_016948965.1|DBIA
OG0002187	LOC108156834|XP_017144032.1|DMIR	LOC108032093|XP_016961408.1|DBIA
OG0002188	LOC108158749|XP_017146848.1|DMIR, LOC117190508|XP_033251465.1|DMIR	LOC108026653|XP_016953180.1|DBIA
OG0002189	LOC108156888|XP_017144113.1|DMIR	LOC108022847|XP_016947550.1|DBIA
OG0002190	LOC108156248|XP_017143086.2|DMIR	LOC108026239|XP_016952563.1|DBIA
OG0002191	LOC108151655|XP_017135863.2|DMIR	LOC108028321|XP_016955543.1|DBIA
OG0002192	LOC117186619|XP_033243516.1|DMIR, LOC108152270|XP_017136979.2|DMIR	LOC108028575|XP_016955969.1|DBIA
OG0002193	LOC117187111|XP_033244970.1|DMIR, LOC117187110|XP_033244969.1|DMIR, LOC108156144|XP_033244968.1|DMIR	LOC108031839|XP_016961078.1|DBIA
OG0002194	LOC108154315|XP_017140063.1|DMIR	LOC108024407|XP_016949809.1|DBIA
OG0002195	LOC108156943|XP_017144196.1|DMIR	LOC108026398|XP_016952810.1|DBIA
OG0002196	LOC108156920|XP_017144159.1|DMIR	LOC108031127|XP_016959830.1|DBIA
OG0002197	LOC108151929|XP_017136343.1|DMIR	LOC108030958|XP_016959650.1|DBIA
OG0002198	LOC108155825|XP_017142410.1|DMIR	LOC108027260|XP_016954111.1|DBIA
OG0002199	LOC108155933|XP_017142579.1|DMIR	LOC108031630|XP_016960724.1|DBIA
OG0002200	LOC108164681|XP_017156032.1|DMIR	LOC108025770|XP_016951856.1|DBIA
OG0002202	LOC108156879|XP_017144098.2|DMIR	LOC108031728|XP_016960889.1|DBIA
OG0002203	LOC108157015|XP_033245275.1|DMIR	LOC108024702|XP_016950272.1|DBIA
OG0002204	LOC108155952|XP_033244245.1|DMIR	LOC108026389|XP_016952800.1|DBIA
OG0002205	LOC108154662|XP_017140488.1|DMIR	LOC108023712|XP_016948835.1|DBIA
OG0002206	LOC108157486|XP_017145070.1|DMIR	LOC108031187|XP_016959895.1|DBIA
OG0002207	LOC108156867|XP_017144084.1|DMIR	LOC108024688|XP_016950253.1|DBIA
OG0002208	LOC108156880|XP_017144101.2|DMIR	LOC108024870|XP_016950503.1|DBIA
OG0002209	LOC108165472|XP_017157011.1|DMIR	LOC108023592|XP_016948685.1|DBIA
OG0002210	LOC108157450|XP_017144999.1|DMIR	LOC108027372|XP_016954286.1|DBIA
OG0002211	LOC108157006|XP_017144294.1|DMIR	LOC108031916|XP_016961175.1|DBIA
OG0002212	LOC108156624|XP_017143670.1|DMIR	LOC108031977|XP_016961260.1|DBIA
OG0002213	LOC108155597|XP_017142008.1|DMIR	LOC108027441|XP_016954379.1|DBIA
OG0002215	LOC108155327|XP_033245921.1|DMIR	LOC108031383|XP_016960231.1|DBIA
OG0002216	LOC108161702|XP_017151506.1|DMIR	LOC108026376|XP_016952786.1|DBIA
OG0002217	LOC108157325|XP_017144831.1|DMIR	LOC108024808|XP_016950419.1|DBIA
OG0002218	LOC108164565|XP_033250515.1|DMIR, LOC117189480|XP_033250507.1|DMIR	LOC108026620|XP_016953106.1|DBIA
OG0002219	LOC108157667|XP_017145316.1|DMIR	LOC108032044|XP_016961345.1|DBIA
OG0002220	LOC108153921|XP_017139506.1|DMIR	LOC108030971|XP_016959659.1|DBIA
OG0002221	LOC108165400|XP_017156928.1|DMIR	LOC108035386|XP_016966482.1|DBIA
OG0002222	LOC108159081|XP_017147524.1|DMIR	LOC108022738|XP_016947317.1|DBIA
OG0002223	LOC117185729|XP_033250407.1|DMIR	LOC108036335|XP_016967864.1|DBIA
OG0002224	LOC108158090|XP_017145733.2|DMIR	LOC108030034|XP_016958083.1|DBIA
OG0002225	LOC108153239|XP_017138566.1|DMIR	LOC108028666|XP_016956087.1|DBIA
OG0002226	LOC108158762|XP_017146871.1|DMIR, LOC117189885|XP_033250855.1|DMIR	LOC108030057|XP_016958130.1|DBIA
OG0002227	LOC108159238|XP_017147847.1|DMIR, LOC117191458|XP_033252210.1|DMIR	LOC108022543|XP_016947010.1|DBIA
OG0002228	LOC108160366|XP_017149827.1|DMIR, LOC117190735|XP_033251690.1|DMIR	LOC108029709|XP_016957673.1|DBIA
OG0002229	LOC117185899|XP_033254433.1|DMIR, LOC108159108|XP_017147571.1|DMIR	LOC108022551|XP_016947028.1|DBIA
OG0002230	LOC108158915|XP_033254256.1|DMIR, LOC117185795|XP_033247972.1|DMIR	LOC108029635|XP_016957523.1|DBIA
OG0002231	LOC108160144|XP_017149442.2|DMIR, LOC117188038|XP_033247088.1|DMIR	LOC108030256|XP_016958565.1|DBIA
OG0002232	LOC108159329|XP_017148014.1|DMIR, LOC117192599|XP_033253203.1|DMIR	LOC108022735|XP_016947313.1|DBIA
OG0002233	LOC108153611|XP_017139199.1|DMIR	LOC108030689|XP_016959212.1|DBIA
OG0002234	LOC108159832|XP_033246803.1|DMIR	LOC108022163|XP_016946496.1|DBIA
OG0002235	LOC117192737|XP_033253373.1|DMIR, LOC117192735|XP_033253366.1|DMIR, LOC108159054|XP_017147477.1|DMIR	LOC108026632|XP_016953139.1|DBIA
OG0002236	LOC117191325|XP_033252116.1|DMIR, LOC108160696|XP_017150337.1|DMIR	LOC108026688|XP_016953265.1|DBIA
OG0002237	LOC117190507|XP_033251462.1|DMIR, LOC108158746|XP_017146843.1|DMIR	LOC108026650|XP_016953176.1|DBIA
OG0002238	LOC108163253|XP_017153909.1|DMIR, LOC108160004|XP_033251509.1|DMIR	LOC108030221|XP_016958487.1|DBIA
OG0002239	LOC108158157|XP_017145868.1|DMIR, LOC117189841|XP_033250807.1|DMIR, LOC108158158|XP_017145870.2|DMIR, LOC117187855|XP_033246631.1|DMIR	LOC108029733|XP_016957709.1|DBIA
OG0002240	LOC108159944|XP_017149088.1|DMIR, LOC117194096|XP_033254629.1|DMIR, LOC117194097|XP_033254630.1|DMIR, LOC117194098|XP_033254631.1|DMIR	LOC108026702|XP_016953284.1|DBIA
OG0002241	LOC108151242|XP_017135232.1|DMIR	LOC108035287|XP_016966343.1|DBIA
OG0002242	LOC108152690|XP_017137683.1|DMIR	LOC108035256|XP_016966291.1|DBIA
OG0002243	LOC108157067|XP_017144391.1|DMIR	LOC108031643|XP_016960763.1|DBIA
OG0002244	LOC108151899|XP_017136298.1|DMIR	LOC108028313|XP_016955525.1|DBIA
OG0002245	LOC108153045|XP_017138296.1|DMIR	LOC108035055|XP_016965924.1|DBIA
OG0002246	LOC117191894|XP_033252541.1|DMIR, LOC108164130|XP_017155219.1|DMIR	LOC108030324|XP_016958670.1|DBIA
OG0002247	LOC108159323|XP_017148003.1|DMIR, LOC117189547|XP_033250584.1|DMIR, LOC117189548|XP_033250585.1|DMIR	LOC108026897|XP_016953595.1|DBIA
OG0002248	LOC108152359|XP_017137121.1|DMIR	LOC108035357|XP_016966442.1|DBIA
OG0002249	LOC108165350|XP_017156872.1|DMIR	LOC108034754|XP_016965192.1|DBIA
OG0002250	LOC108160890|XP_017150648.2|DMIR, LOC117188421|XP_033248171.1|DMIR	LOC108022882|XP_016947568.1|DBIA
OG0002251	LOC117191274|XP_033252075.1|DMIR, LOC108159965|XP_017149132.1|DMIR	LOC108023070|XP_016947806.1|DBIA
OG0002252	LOC108160625|XP_017150233.1|DMIR, LOC117189721|XP_033250698.1|DMIR	LOC108022983|XP_016947698.1|DBIA
OG0002253	LOC108160286|XP_017149663.1|DMIR, LOC117193239|XP_033253877.1|DMIR	LOC108022755|XP_016947342.1|DBIA
OG0002254	LOC108154776|XP_017140650.1|DMIR	LOC108031743|XP_016960929.1|DBIA
OG0002255	LOC108155700|XP_017142167.1|DMIR, LOC108164864|XP_017156292.1|DMIR	LOC108024203|XP_016949542.1|DBIA
OG0002256	LOC108159716|XP_017148725.2|DMIR, LOC117194005|XP_033254531.1|DMIR	LOC108036412|XP_016968027.1|DBIA
OG0002257	LOC117185932|XP_033254252.1|DMIR, LOC108158911|XP_017147194.1|DMIR	LOC108022698|XP_016947261.1|DBIA
OG0002258	LOC108152292|XP_017137003.1|DMIR	LOC108028518|XP_016955890.1|DBIA
OG0002259	LOC117186177|XP_033242321.1|DMIR	LOC108025803|XP_016951936.1|DBIA
OG0002260	LOC108154847|XP_017140752.1|DMIR	LOC108028464|XP_016955811.1|DBIA
OG0002261	LOC108156518|XP_017143512.1|DMIR, LOC108151446|XP_017135547.1|DMIR	LOC108030802|XP_016959376.1|DBIA
OG0002262	LOC117193338|XP_033253956.1|DMIR, LOC108159863|XP_017148953.1|DMIR	LOC108036476|XP_016968146.1|DBIA
OG0002263	LOC108152016|XP_017136481.1|DMIR	LOC108034545|XP_016964961.1|DBIA
OG0002264	LOC117193445|XP_033254090.1|DMIR, LOC108159079|XP_017147522.1|DMIR	LOC108022737|XP_016947316.1|DBIA
OG0002265	LOC117186362|XP_033242967.1|DMIR, LOC117186365|XP_033242970.1|DMIR, LOC117186326|XP_033242849.1|DMIR, LOC108152158|XP_017136767.1|DMIR, LOC117186372|XP_033242975.1|DMIR	LOC108034612|XP_016965036.1|DBIA
OG0002266	LOC108153376|XP_017138835.1|DMIR	LOC108028055|XP_016955182.1|DBIA
OG0002267	LOC108151799|XP_017136139.1|DMIR	LOC108027863|XP_016954967.1|DBIA
OG0002268	LOC108152256|XP_017136954.1|DMIR	LOC108028315|XP_016955533.1|DBIA
OG0002269	LOC117192306|XP_033252850.1|DMIR, LOC108160228|XP_017149570.1|DMIR	LOC108030220|XP_016958484.1|DBIA
OG0002270	LOC108160724|XP_017150391.1|DMIR, LOC117192395|XP_033252963.1|DMIR	LOC108036519|XP_016968214.1|DBIA
OG0002271	LOC108152901|XP_017138036.1|DMIR	LOC108030704|XP_016959237.1|DBIA
OG0002272	LOC108151541|XP_017135690.1|DMIR	LOC108035467|XP_016966604.1|DBIA
OG0002273	LOC108153334|XP_033242881.1|DMIR	LOC108030579|XP_016959004.1|DBIA
OG0002274	LOC108152213|XP_017136861.1|DMIR	LOC108030786|XP_016959327.1|DBIA
OG0002275	LOC117186151|XP_033242224.1|DMIR, LOC108152146|XP_033242227.1|DMIR	LOC108035435|XP_016966556.1|DBIA
OG0002276	LOC108151318|XP_017135347.1|DMIR	LOC108030398|XP_016958775.1|DBIA
OG0002277	LOC108152933|XP_017138113.1|DMIR	LOC108030096|XP_016958254.1|DBIA
OG0002278	LOC108165316|XP_033243627.1|DMIR	LOC108034400|XP_016964771.1|DBIA
OG0002279	LOC108152285|XP_017136992.1|DMIR	LOC108029691|XP_016957643.1|DBIA
OG0002280	LOC108165436|XP_033242057.1|DMIR	LOC108035244|XP_016966267.1|DBIA
OG0002281	LOC108151674|XP_017135904.1|DMIR	LOC108035142|XP_016966072.1|DBIA
OG0002282	LOC108151178|XP_017135098.1|DMIR	LOC108035509|XP_016966659.1|DBIA
OG0002283	LOC108159226|XP_017147816.1|DMIR	LOC108022788|XP_016947403.1|DBIA
OG0002284	LOC117191018|XP_033251886.1|DMIR, LOC117191017|XP_033251885.1|DMIR, LOC108159441|XP_017148218.1|DMIR	LOC108029395|XP_016957112.1|DBIA
OG0002285	LOC108161665|XP_017151453.1|DMIR	LOC108032037|XP_016961341.1|DBIA
OG0002286	LOC108159379|XP_017148096.1|DMIR	LOC108022914|XP_016947610.1|DBIA
OG0002287	LOC108160090|XP_017149356.1|DMIR	LOC108036564|XP_016968301.1|DBIA
OG0002288	LOC108152335|XP_017137083.1|DMIR	LOC108029736|XP_016957715.1|DBIA
OG0002289	LOC108153370|XP_017138829.1|DMIR	LOC108034882|XP_016965579.1|DBIA
OG0002290	LOC108162136|XP_017152207.1|DMIR	LOC108022489|XP_016946971.1|DBIA
OG0002291	LOC117188336|XP_033247919.1|DMIR, LOC108158097|XP_033253016.1|DMIR	LOC108030129|XP_016958327.1|DBIA
OG0002292	LOC108163393|XP_017154139.1|DMIR	LOC108030207|XP_016958453.1|DBIA
OG0002293	LOC117188306|XP_033247833.1|DMIR	LOC108032781|XP_016962276.1|DBIA
OG0002294	LOC108156539|XP_033245500.1|DMIR, LOC117185801|XP_017143535.2|DMIR	LOC108032002|XP_016961287.1|DBIA
OG0002295	LOC108161190|XP_033248567.1|DMIR	LOC108033695|XP_016963683.1|DBIA
OG0002296	LOC108161785|XP_017151616.1|DMIR	LOC108032590|XP_016961986.1|DBIA
OG0002297	LOC108156385|XP_033244677.1|DMIR	LOC108031415|XP_016960304.1|DBIA
OG0002298	LOC117187787|XP_033246524.1|DMIR, LOC108159505|XP_017148351.1|DMIR	LOC108026529|XP_016952966.1|DBIA
OG0002299	LOC108165340|XP_033254763.1|DMIR, LOC108156133|XP_017142938.1|DMIR	LOC108022229|XP_016946576.1|DBIA
OG0002300	LOC108164184|XP_033249730.1|DMIR	LOC108034325|XP_016964686.1|DBIA
OG0002301	LOC108163317|XP_017154030.1|DMIR	LOC108033974|XP_016964178.1|DBIA
OG0002302	LOC108162736|XP_017153100.1|DMIR	LOC108033761|XP_016963823.1|DBIA
OG0002303	LOC108158111|XP_017145780.1|DMIR	LOC108032156|XP_016961494.1|DBIA
OG0002304	LOC108162487|XP_017152728.1|DMIR	LOC108029171|XP_016956805.1|DBIA
OG0002305	LOC108152870|XP_017137988.1|DMIR	LOC108028581|XP_016955978.1|DBIA
OG0002306	LOC108162641|XP_017152952.1|DMIR	LOC108036114|XP_016967578.1|DBIA
OG0002307	LOC108163488|XP_017154289.1|DMIR	LOC108032575|XP_016961963.1|DBIA
OG0002308	LOC108161786|XP_017151622.1|DMIR	LOC108032632|XP_016962062.1|DBIA
OG0002309	LOC108162267|XP_017152406.1|DMIR	LOC108029080|XP_016956654.1|DBIA
OG0002310	LOC108161877|XP_033250021.1|DMIR	LOC108034171|XP_016964469.1|DBIA
OG0002311	LOC108162108|XP_033249353.1|DMIR	LOC108032368|XP_016961670.1|DBIA
OG0002312	LOC108163935|XP_033249313.1|DMIR	LOC108032784|XP_016962274.1|DBIA
OG0002314	LOC117188007|XP_033247013.1|DMIR, LOC108160400|XP_017149881.2|DMIR	LOC108029416|XP_016957141.1|DBIA
OG0002315	LOC108159263|XP_017147897.1|DMIR	LOC108030435|XP_016958810.1|DBIA
OG0002316	LOC108162911|XP_017153376.1|DMIR, LOC117188954|XP_033249527.1|DMIR	LOC108033377|XP_016963185.1|DBIA
OG0002317	LOC108152422|XP_017137226.1|DMIR	LOC108035250|XP_016966275.1|DBIA
OG0002318	LOC108163691|XP_017154612.1|DMIR	LOC108034073|XP_016964321.1|DBIA
OG0002319	LOC108162543|XP_017152814.2|DMIR, LOC117188948|XP_033249516.1|DMIR, LOC117188946|XP_033249514.1|DMIR, LOC117188947|XP_033249515.1|DMIR	LOC108032804|XP_016962300.1|DBIA
OG0002320	LOC108159330|XP_017148015.2|DMIR, LOC117188224|XP_033247625.1|DMIR	LOC108022591|XP_016947107.1|DBIA
OG0002321	LOC117188195|XP_033247565.1|DMIR	LOC108023088|XP_016947832.1|DBIA
OG0002322	LOC108163066|XP_017153629.1|DMIR	LOC108034199|XP_016964518.1|DBIA
OG0002323	LOC108163325|XP_017154044.1|DMIR	LOC108034229|XP_016964564.1|DBIA
OG0002324	LOC108152558|XP_017137470.2|DMIR	LOC108030801|XP_016959373.1|DBIA
OG0002325	LOC108152118|XP_017136685.2|DMIR	LOC108028529|XP_016955910.1|DBIA
OG0002326	LOC108152119|XP_017136690.1|DMIR	LOC108028651|XP_016956064.1|DBIA
OG0002327	LOC108156775|XP_017143931.1|DMIR	LOC108024745|XP_016950334.1|DBIA
OG0002328	LOC108163413|XP_017154168.1|DMIR	LOC108032793|XP_016962286.1|DBIA
OG0002329	LOC108164110|XP_017155193.1|DMIR	LOC108027926|XP_016955039.1|DBIA
OG0002330	LOC108162832|XP_017153253.1|DMIR	LOC108027913|XP_016955023.1|DBIA
OG0002331	LOC117185984|XP_033241895.1|DMIR, LOC117185914|XP_033252844.1|DMIR, LOC117192346|XP_033252899.1|DMIR	LOC108035772|XP_016966967.1|DBIA
OG0002332	LOC108152712|XP_017137735.1|DMIR	LOC108027496|XP_016954432.1|DBIA, LOC108035554|XP_016966712.1|DBIA
OG0002333	LOC108160773|XP_017150463.1|DMIR, LOC117193751|XP_033254372.1|DMIR	LOC108022607|XP_016947132.1|DBIA
OG0002334	LOC108163246|XP_017153900.1|DMIR	LOC108034141|XP_016964424.1|DBIA
OG0002335	LOC117192751|XP_033253388.1|DMIR, LOC108159448|XP_033248001.1|DMIR	LOC108029708|XP_016957671.1|DBIA
OG0002336	LOC108150918|XP_017134735.1|DMIR	LOC108035916|XP_016967179.1|DBIA
OG0002337	LOC117193348|XP_033253961.1|DMIR, LOC108159023|XP_017147424.2|DMIR	LOC108036330|XP_016967851.1|DBIA
OG0002338	LOC108163647|XP_017154545.1|DMIR	LOC108034180|XP_016964486.1|DBIA
OG0002339	LOC108163192|XP_033248550.1|DMIR	LOC108027830|XP_016954904.1|DBIA
OG0002340	LOC108162922|XP_017153393.1|DMIR	LOC108033967|XP_016964165.1|DBIA
OG0002341	LOC117188352|XP_033247966.1|DMIR, LOC108158870|XP_017147099.1|DMIR	LOC108022165|XP_016946498.1|DBIA
OG0002342	LOC108162223|XP_017152331.1|DMIR	LOC108029107|XP_016956707.1|DBIA
OG0002343	LOC108161898|XP_017151781.2|DMIR	LOC108029043|XP_016956583.1|DBIA
OG0002344	LOC117189168|XP_033250128.1|DMIR	LOC108023835|XP_016948968.1|DBIA
OG0002345	LOC108159541|XP_033253795.1|DMIR, LOC108159543|XP_017148408.2|DMIR, LOC117188447|XP_033248226.1|DMIR	LOC108029520|XP_016957308.1|DBIA
OG0002346	LOC108162115|XP_033250133.1|DMIR	LOC108034074|XP_016964323.1|DBIA
OG0002347	LOC117190660|XP_033251607.1|DMIR, LOC108160412|XP_017149896.2|DMIR, LOC117188077|XP_033247275.1|DMIR	LOC108030291|XP_016958611.1|DBIA
