Orthogroup	DYAK.longest_only	BCOP.longest_only
OG0002181	LOC6525926|XP_002101746.1|DYAK	LOC119069061|XP_037028831.1|BCOP
OG0002182	LOC6535980|XP_039231818.1|DYAK	LOC119067226|XP_037025967.1|BCOP
OG0002183	LOC6530967|XP_002091805.1|DYAK	LOC119071530|XP_037032309.1|BCOP
OG0002184	LOC6537350|XP_002097907.1|DYAK	LOC119067354|XP_037026158.1|BCOP
OG0002185	LOC6537189|XP_039231668.1|DYAK	LOC119069969|XP_037030103.1|BCOP
OG0002186	LOC6528074|XP_002089141.1|DYAK	LOC119079315|XP_037043004.1|BCOP
OG0002187	LOC6537759|XP_002098300.1|DYAK	LOC119069210|XP_037029076.1|BCOP, LOC119070066|XP_037030256.1|BCOP
OG0002188	LOC6531965|XP_002092751.1|DYAK	LOC119080885|XP_037045359.1|BCOP
OG0002189	LOC120322354|XP_039233329.1|DYAK, LOC120322241|XP_039233226.1|DYAK, LOC26535209|XP_015044760.1|DYAK	LOC119069499|XP_037029465.1|BCOP
OG0002190	LOC6538808|XP_002099321.1|DYAK	LOC119084695|XP_037050671.1|BCOP
OG0002191	LOC6534746|XP_002095421.1|DYAK	LOC119067687|XP_037026702.1|BCOP
OG0002192	LOC6534204|XP_002094887.1|DYAK	LOC119078993|XP_037042652.1|BCOP
OG0002193	LOC6536514|XP_002097091.1|DYAK	LOC119085773|XP_037052160.1|BCOP
OG0002194	LOC6538254|XP_002098781.1|DYAK	LOC119070038|XP_037030217.1|BCOP
OG0002195	LOC6538781|XP_002099294.2|DYAK	LOC119067218|XP_037025959.1|BCOP
OG0002196	LOC6536545|XP_002097121.1|DYAK	LOC119078582|XP_037042054.1|BCOP
OG0002197	LOC6532186|XP_002092959.1|DYAK	LOC119069309|XP_037029255.1|BCOP
OG0002198	LOC6536001|XP_015047508.2|DYAK	LOC119068092|XP_037027404.1|BCOP
OG0002199	LOC6536184|XP_002096775.1|DYAK	LOC119074834|XP_037037026.1|BCOP
OG0002200	LOC6526003|XP_002101821.1|DYAK	LOC119070571|XP_037030872.1|BCOP
OG0002202	LOC6537006|XP_015048063.1|DYAK	LOC119068798|XP_037028455.1|BCOP
OG0002203	LOC6537301|XP_002097859.1|DYAK	LOC119069182|XP_037029011.1|BCOP
OG0002204	LOC6538612|XP_002099134.1|DYAK	LOC119069037|XP_037028801.1|BCOP
OG0002205	LOC6536934|XP_002097503.1|DYAK	LOC119070447|XP_037030693.1|BCOP
OG0002206	LOC6537789|XP_002098330.1|DYAK	LOC119067466|XP_037026348.1|BCOP
OG0002207	LOC6538168|XP_002098696.2|DYAK	LOC119068191|XP_037027584.1|BCOP, LOC119068192|XP_037027585.1|BCOP
OG0002208	LOC6538172|XP_002098700.1|DYAK	LOC119068186|XP_037027576.1|BCOP
OG0002209	LOC6524038|XP_002099908.1|DYAK	LOC119076431|XP_037039074.1|BCOP
OG0002210	LOC6537543|XP_015048405.1|DYAK	LOC119067337|XP_037026136.1|BCOP
OG0002211	LOC6536947|XP_002097516.1|DYAK	LOC119070046|XP_037030224.1|BCOP
OG0002212	LOC6535636|XP_002096264.1|DYAK	LOC119069248|XP_037029195.1|BCOP, LOC119070313|XP_037030474.1|BCOP
OG0002213	LOC6536148|XP_002096749.1|DYAK	LOC119069748|XP_037029784.1|BCOP
OG0002214	LOC6537636|XP_015048450.1|DYAK	LOC119069073|XP_037028846.1|BCOP
OG0002215	LOC6537269|XP_015048241.2|DYAK	LOC119069952|XP_037030076.1|BCOP
OG0002216	LOC6538030|XP_002098565.1|DYAK	LOC119081256|XP_037045888.1|BCOP
OG0002217	LOC6537282|XP_015048256.1|DYAK	LOC119069242|XP_037029190.1|BCOP
OG0002218	LOC6524831|XP_002100673.1|DYAK	LOC119067252|XP_037026023.1|BCOP
OG0002219	LOC6536963|XP_015048031.1|DYAK	LOC119078248|XP_037041621.1|BCOP, LOC119069089|XP_037028872.1|BCOP
OG0002220	LOC6536964|XP_002097533.3|DYAK	LOC119072018|XP_037033032.1|BCOP, LOC119074239|XP_037036156.1|BCOP
OG0002221	LOC6532532|XP_039230906.1|DYAK	LOC119084830|XP_037050808.1|BCOP
OG0002222	LOC6532070|XP_002092847.2|DYAK	LOC119083959|XP_037049662.1|BCOP, LOC119083465|XP_037049080.1|BCOP, LOC119079723|XP_037043682.1|BCOP, LOC119082955|XP_037048497.1|BCOP
OG0002224	LOC6528453|XP_039227177.1|DYAK	LOC119081716|XP_037046729.1|BCOP
OG0002225	LOC6533343|XP_002094069.2|DYAK	LOC119073439|XP_037034818.1|BCOP
OG0002226	LOC6528304|XP_002089357.1|DYAK	LOC119081374|XP_037046151.1|BCOP
OG0002227	LOC6528898|XP_039227299.1|DYAK	LOC119080299|XP_037044467.1|BCOP
OG0002228	LOC6528558|XP_002089602.1|DYAK	LOC119082140|XP_037047415.1|BCOP, LOC119079257|XP_037042931.1|BCOP
OG0002229	LOC6532086|XP_015051691.1|DYAK	LOC119081545|XP_037046455.1|BCOP
OG0002230	LOC6530055|XP_002091001.1|DYAK	LOC119079254|XP_037042930.1|BCOP
OG0002231	LOC6528402|XP_002089449.1|DYAK	LOC119073448|XP_037034836.1|BCOP
OG0002233	LOC6533892|XP_002094592.2|DYAK	LOC119075212|XP_037037494.1|BCOP
OG0002235	LOC6531612|XP_039228980.1|DYAK	LOC119083565|XP_037049197.1|BCOP
OG0002236	LOC6531949|XP_002092735.1|DYAK	LOC119080175|XP_037044295.1|BCOP
OG0002237	LOC6531964|XP_015051638.1|DYAK	LOC119079255|XP_037042933.1|BCOP
OG0002238	LOC6528330|XP_015053921.1|DYAK	LOC119083149|XP_037048686.1|BCOP, LOC119076738|XP_037039550.1|BCOP
OG0002239	LOC6530074|XP_002091020.1|DYAK	LOC119085382|XP_037051663.1|BCOP
OG0002240	LOC6531591|XP_002092389.1|DYAK	LOC119079503|XP_037043346.1|BCOP
OG0002241	LOC6532559|XP_002093304.2|DYAK	LOC119081255|XP_037045885.1|BCOP
OG0002242	LOC6532715|XP_002093457.1|DYAK	LOC119080678|XP_037045006.1|BCOP
OG0002243	LOC6535793|XP_002096416.1|DYAK	LOC119083632|XP_037049262.1|BCOP
OG0002244	LOC6533657|XP_002094363.1|DYAK	LOC119084555|XP_037050465.1|BCOP, LOC119073695|XP_037035190.1|BCOP, LOC119084557|XP_037050468.1|BCOP
OG0002245	LOC6533366|XP_002094091.1|DYAK	LOC119073696|XP_037035191.1|BCOP
OG0002246	LOC6528332|XP_039226443.1|DYAK	LOC119079508|XP_037043357.1|BCOP
OG0002247	LOC26536030|XP_015051600.1|DYAK	LOC119079492|XP_037043336.1|BCOP
OG0002248	LOC6532950|XP_039230898.1|DYAK	LOC119079312|XP_037043005.1|BCOP
OG0002249	LOC26534760|XP_015049582.1|DYAK	LOC119080647|XP_037044956.1|BCOP
OG0002250	LOC6530732|XP_002091622.1|DYAK	LOC119073479|XP_037034879.1|BCOP
OG0002251	LOC6530734|XP_039228092.1|DYAK	LOC119073572|XP_037035026.1|BCOP
OG0002252	LOC6530751|XP_015052744.2|DYAK	LOC119077679|XP_037040836.1|BCOP
OG0002253	LOC26535160|XP_015051683.1|DYAK	LOC119074011|XP_037035841.1|BCOP
OG0002254	LOC6538655|XP_002099175.1|DYAK	LOC119079368|XP_037043133.1|BCOP
OG0002255	LOC6525190|XP_002101028.1|DYAK	LOC119084172|XP_037049926.1|BCOP
OG0002256	LOC6529368|XP_002090373.1|DYAK	LOC119081221|XP_037045840.1|BCOP, LOC119074128|XP_037036006.1|BCOP
OG0002257	LOC6529294|XP_002090299.1|DYAK	LOC119070242|XP_037030411.1|BCOP, LOC119075133|XP_037037414.1|BCOP
OG0002258	LOC6533249|XP_002093975.1|DYAK	LOC119079286|XP_037042971.1|BCOP, LOC119079287|XP_037042972.1|BCOP
OG0002259	LOC6524899|XP_002100739.1|DYAK	LOC119078492|XP_037041943.1|BCOP
OG0002260	LOC6534896|XP_002095568.2|DYAK	LOC119079351|XP_037043075.1|BCOP
OG0002261	LOC6534917|XP_002095588.1|DYAK	LOC119080525|XP_037044831.1|BCOP
OG0002262	LOC6528800|XP_002089832.2|DYAK	LOC119070724|XP_037031072.1|BCOP
OG0002263	LOC6535106|XP_002095769.1|DYAK	LOC119077861|XP_037041090.1|BCOP
OG0002264	LOC6532071|XP_002092848.1|DYAK	LOC119081148|XP_037045791.1|BCOP
OG0002265	LOC6533611|XP_002094319.1|DYAK	LOC119076153|XP_037038732.1|BCOP
OG0002266	LOC6534861|XP_015050878.1|DYAK	LOC119073649|XP_037035142.1|BCOP
OG0002267	LOC6532638|XP_002093382.1|DYAK	LOC119083362|XP_037048971.1|BCOP, LOC119075050|XP_037037340.1|BCOP
OG0002268	LOC6539382|XP_002086275.1|DYAK	LOC119080619|XP_037044918.1|BCOP, LOC119066077|XP_037024241.1|BCOP
OG0002269	LOC6531527|XP_002092326.1|DYAK	LOC119081728|XP_037046784.1|BCOP
OG0002270	LOC6531486|XP_039228131.1|DYAK	LOC119074506|XP_037036558.1|BCOP
OG0002271	LOC6532626|XP_015049496.1|DYAK	LOC119080669|XP_037044995.1|BCOP
OG0002272	LOC6532418|XP_002093169.1|DYAK	LOC119075051|XP_037037341.1|BCOP, LOC119083363|XP_037048973.1|BCOP
OG0002273	LOC6534555|XP_039230841.1|DYAK	LOC119069867|XP_037029932.1|BCOP, LOC119079355|XP_037043083.1|BCOP
OG0002274	LOC6535120|XP_039230790.1|DYAK	LOC119073513|XP_037034927.1|BCOP
OG0002275	LOC6534360|XP_002095038.1|DYAK	LOC119084843|XP_037050844.1|BCOP
OG0002276	LOC6532383|XP_002093134.2|DYAK	LOC119079718|XP_037043674.1|BCOP
OG0002277	LOC6532376|XP_015049297.2|DYAK	LOC119073271|XP_037034548.1|BCOP
OG0002279	LOC6532591|XP_002093335.3|DYAK	LOC119076586|XP_037039320.1|BCOP
OG0002280	LOC6534398|XP_002095076.2|DYAK	LOC119070015|XP_037030188.1|BCOP, LOC119070968|XP_037031440.1|BCOP, LOC119080389|XP_037044595.1|BCOP, LOC119069110|XP_037028897.1|BCOP
OG0002281	LOC6534409|XP_002095087.1|DYAK	LOC119077996|XP_037041271.1|BCOP
OG0002282	LOC6532811|XP_039230773.1|DYAK	LOC119085901|XP_037052340.1|BCOP, LOC119077824|XP_037041030.1|BCOP, LOC119073806|XP_037035464.1|BCOP
OG0002284	LOC6528525|XP_002089571.1|DYAK	LOC119081350|XP_037046090.1|BCOP
OG0002285	LOC6525457|XP_039233409.1|DYAK	LOC119072366|XP_037033455.1|BCOP, LOC119077792|XP_037040999.1|BCOP
OG0002286	LOC6531766|XP_002092553.2|DYAK	LOC119079844|XP_037043804.1|BCOP
OG0002287	LOC6531485|XP_002092284.1|DYAK	LOC119074511|XP_037036568.1|BCOP
OG0002288	LOC6532627|XP_015049497.1|DYAK	LOC119080406|XP_037044632.1|BCOP
OG0002289	LOC6532696|XP_002093438.1|DYAK	LOC119073547|XP_037034995.1|BCOP, LOC119073548|XP_037034996.1|BCOP
OG0002290	LOC6527124|XP_002088217.1|DYAK	LOC119076753|XP_037039597.1|BCOP, LOC119069972|XP_037030110.1|BCOP
OG0002291	LOC6528429|XP_002089475.2|DYAK	LOC119079329|XP_037043021.1|BCOP
OG0002292	LOC6528334|XP_015054423.1|DYAK	LOC119079063|XP_037042770.1|BCOP
OG0002293	LOC6539197|XP_002086098.3|DYAK	LOC119073985|XP_037035791.1|BCOP
OG0002294	LOC6536195|XP_002096786.1|DYAK	LOC119079625|XP_037043517.1|BCOP, LOC119079626|XP_037043519.1|BCOP
OG0002295	LOC6526995|XP_039226177.1|DYAK	LOC119066270|XP_037024521.1|BCOP
OG0002296	LOC6527870|XP_015052994.1|DYAK	LOC119072829|XP_037034024.1|BCOP
OG0002297	LOC6537220|XP_002097778.2|DYAK	LOC119080976|XP_037045515.1|BCOP
OG0002298	LOC6531973|XP_002092759.1|DYAK	LOC119073204|XP_037034409.1|BCOP, LOC119081199|XP_037045810.1|BCOP
OG0002299	LOC6529341|XP_002090346.1|DYAK	LOC119081201|XP_037045816.1|BCOP, LOC119073225|XP_037034432.1|BCOP
OG0002300	LOC6528129|XP_015053883.1|DYAK	LOC119071456|XP_037032203.1|BCOP
OG0002301	LOC6529207|XP_015052250.1|DYAK	LOC119082756|XP_037048233.1|BCOP
OG0002302	LOC6529200|XP_039229243.1|DYAK	LOC119070830|XP_037031227.1|BCOP
OG0002303	LOC6523820|XP_002099695.1|DYAK	LOC119077038|XP_037040057.1|BCOP
OG0002304	LOC6528277|XP_002089330.1|DYAK	LOC119081963|XP_037047162.1|BCOP
OG0002305	LOC6534792|XP_002095464.1|DYAK	LOC119085146|XP_037051319.1|BCOP
OG0002306	LOC6527736|XP_002088819.1|DYAK	LOC119070890|XP_037031307.1|BCOP
OG0002307	LOC6526464|XP_039227768.1|DYAK	LOC119066739|XP_037025256.1|BCOP
OG0002308	LOC6527872|XP_002088944.1|DYAK	LOC119072832|XP_037034035.1|BCOP
OG0002309	LOC6528161|XP_015054450.1|DYAK	LOC119069832|XP_037029895.1|BCOP
OG0002310	LOC6529232|XP_002090238.1|DYAK	LOC119085817|XP_037052203.1|BCOP
OG0002311	LOC6529747|XP_039229294.1|DYAK	LOC119082307|XP_037047697.1|BCOP
OG0002312	LOC6527489|XP_039226509.1|DYAK	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP
OG0002313	LOC6530404|XP_015051950.1|DYAK	LOC119085561|XP_037051885.1|BCOP
OG0002314	LOC6528614|XP_002089657.1|DYAK	LOC119073895|XP_037035679.1|BCOP
OG0002315	LOC6530204|XP_002091142.1|DYAK	LOC119066318|XP_037024602.1|BCOP
OG0002316	LOC6527226|XP_002088320.1|DYAK	LOC119072614|XP_037033763.1|BCOP
OG0002317	LOC6534172|XP_015050490.1|DYAK	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP
OG0002318	LOC6529609|XP_002090603.1|DYAK	LOC119082095|XP_037047357.1|BCOP
OG0002319	LOC6527464|XP_002088555.1|DYAK	LOC119072731|XP_037033902.1|BCOP
OG0002320	LOC6530716|XP_002091607.1|DYAK	LOC119079431|XP_037043237.1|BCOP
OG0002321	LOC6530164|XP_002091106.2|DYAK	LOC119066374|XP_037024694.1|BCOP
OG0002322	LOC6529217|XP_002090224.1|DYAK	LOC119082065|XP_037047298.1|BCOP
OG0002323	LOC6529246|XP_002090252.1|DYAK	LOC119084003|XP_037049710.1|BCOP
OG0002324	LOC6534914|XP_015050925.1|DYAK	LOC119073596|XP_037035065.1|BCOP
OG0002325	LOC6533644|XP_015050198.1|DYAK	LOC119066721|XP_037025230.1|BCOP, LOC119073537|XP_037034975.1|BCOP, LOC119073517|XP_037034939.1|BCOP
OG0002326	LOC6533645|XP_015050200.1|DYAK	LOC119076472|XP_037039144.1|BCOP, LOC119072872|XP_037034074.1|BCOP, LOC119073530|XP_037034964.1|BCOP
OG0002327	LOC26534581|XP_015047853.1|DYAK	LOC119073735|XP_037035282.1|BCOP
OG0002328	LOC6529777|XP_002090761.1|DYAK	LOC119082380|XP_037047798.1|BCOP
OG0002329	LOC6526387|XP_002087506.1|DYAK	LOC119070923|XP_037031360.1|BCOP
OG0002330	LOC6526389|XP_002087508.1|DYAK	LOC119077117|XP_037040181.1|BCOP
OG0002331	LOC6525854|XP_002101674.1|DYAK	LOC119076302|XP_037038862.1|BCOP
OG0002332	LOC6533454|XP_002094165.1|DYAK	LOC119085089|XP_037051225.1|BCOP
OG0002333	LOC6532131|XP_002092907.2|DYAK	LOC119079279|XP_037042960.1|BCOP, LOC119079284|XP_037042968.1|BCOP
OG0002334	LOC6528109|XP_002089176.1|DYAK	LOC119084807|XP_037050773.1|BCOP, LOC119080246|XP_037044389.1|BCOP
OG0002335	LOC6528669|XP_002089711.2|DYAK	LOC119084622|XP_037050583.1|BCOP
OG0002336	LOC6534992|XP_002095662.2|DYAK	LOC119071160|XP_037031810.1|BCOP
OG0002337	LOC6528772|XP_002089806.2|DYAK	LOC119081396|XP_037046177.1|BCOP
OG0002338	LOC6526970|XP_002088066.1|DYAK	LOC119082046|XP_037047267.1|BCOP
OG0002339	LOC6526683|XP_015053293.1|DYAK	LOC119076373|XP_037038978.1|BCOP
OG0002340	LOC6527323|XP_015053657.1|DYAK	LOC119076367|XP_037038968.1|BCOP
OG0002341	LOC6528856|XP_002089888.1|DYAK	LOC119068618|XP_037028179.1|BCOP, LOC119073643|XP_037035136.1|BCOP, LOC119072585|XP_037033733.1|BCOP
OG0002342	LOC6527582|XP_039226729.1|DYAK	LOC119085397|XP_037051694.1|BCOP
OG0002343	LOC6527598|XP_002088686.2|DYAK	LOC119077071|XP_037040108.1|BCOP
OG0002344	LOC6539147|XP_039227262.1|DYAK	LOC119082390|XP_037047814.1|BCOP
OG0002345	LOC6528500|XP_002089546.1|DYAK	LOC119074085|XP_037035935.1|BCOP
OG0002346	LOC6527000|XP_015053563.1|DYAK	LOC119084611|XP_037050572.1|BCOP, LOC119072567|XP_037033702.1|BCOP
OG0002347	LOC6530177|XP_039229348.1|DYAK	LOC119081380|XP_037046159.1|BCOP
OG0002348	LOC6527695|XP_002088779.1|DYAK	LOC119066932|XP_037025540.1|BCOP
OG0002349	LOC26536309|XP_015054727.1|DYAK	LOC119073881|XP_037035656.1|BCOP
OG0002350	LOC6528499|XP_002089545.1|DYAK	LOC119081404|XP_037046193.1|BCOP
OG0002351	LOC6530119|XP_002091065.1|DYAK	LOC119081501|XP_037046402.1|BCOP
OG0002352	LOC6530036|XP_002090982.1|DYAK	LOC119081468|XP_037046352.1|BCOP
OG0002353	LOC6540552|XP_002087342.2|DYAK	LOC119082403|XP_037047829.1|BCOP
OG0002354	LOC26535576|XP_015054641.1|DYAK, LOC6527802|XP_039227119.1|DYAK	LOC119085918|XP_037052367.1|BCOP
OG0002355	LOC6539240|XP_002086139.2|DYAK	LOC119082262|XP_037047617.1|BCOP
OG0002356	LOC6529553|XP_002090550.1|DYAK	LOC119083269|XP_037048850.1|BCOP
OG0002357	LOC6537292|XP_002097850.1|DYAK	LOC119079343|XP_037043066.1|BCOP, LOC119080488|XP_037044780.1|BCOP
OG0002358	LOC6527985|XP_002089052.1|DYAK	LOC119066242|XP_037024457.1|BCOP
OG0002359	LOC6524299|XP_002100158.2|DYAK	LOC119077069|XP_037040106.1|BCOP
OG0002360	LOC6530319|XP_002091246.1|DYAK	LOC119071573|XP_037032407.1|BCOP
OG0002361	LOC6534872|XP_002095544.1|DYAK	LOC119077610|XP_037040726.1|BCOP
OG0002362	LOC6526927|XP_015053515.1|DYAK	LOC119076930|XP_037039853.1|BCOP
OG0002363	LOC6526968|XP_002088064.1|DYAK	LOC119076926|XP_037039846.1|BCOP
OG0002364	LOC6526966|XP_039226223.1|DYAK	LOC119076922|XP_037039831.1|BCOP
OG0002365	LOC6526964|XP_002088060.1|DYAK	LOC119075602|XP_037037966.1|BCOP
OG0002366	LOC6527628|XP_002088716.2|DYAK	LOC119072718|XP_037033884.1|BCOP
OG0002367	LOC6526508|XP_002087619.1|DYAK	LOC119068278|XP_037027704.1|BCOP, LOC119084601|XP_037050551.1|BCOP
OG0002368	LOC6528068|XP_002089135.1|DYAK	LOC119077129|XP_037040198.1|BCOP
OG0002369	LOC6530134|XP_002091080.1|DYAK	LOC119077133|XP_037040207.1|BCOP
OG0002370	LOC6528185|XP_002089248.2|DYAK	LOC119075583|XP_037037946.1|BCOP
OG0002371	LOC6528183|XP_002089246.1|DYAK	LOC119076257|XP_037038820.1|BCOP
OG0002372	LOC6526801|XP_039226537.1|DYAK	LOC119078905|XP_037042529.1|BCOP
OG0002373	LOC6529529|XP_002090531.1|DYAK	LOC119076965|XP_037039952.1|BCOP
OG0002374	LOC6538623|XP_015048928.1|DYAK	LOC119069869|XP_037029935.1|BCOP
OG0002375	LOC6535989|XP_002096604.1|DYAK	LOC119081144|XP_037045783.1|BCOP
OG0002376	LOC6527011|XP_002088106.1|DYAK	LOC119081928|XP_037047078.1|BCOP
OG0002377	LOC6535411|XP_002096060.1|DYAK	LOC119065987|XP_037024088.1|BCOP, LOC119077235|XP_037040319.1|BCOP
OG0002378	LOC6533960|XP_002094660.1|DYAK	LOC119084173|XP_037049927.1|BCOP
OG0002379	LOC6529409|XP_002090414.1|DYAK	LOC119078936|XP_037042577.1|BCOP
OG0002380	LOC6524009|XP_015045430.1|DYAK	LOC119082244|XP_037047603.1|BCOP
OG0002381	LOC6530350|XP_002091277.1|DYAK	LOC119066384|XP_037024711.1|BCOP
OG0002382	LOC6525292|XP_002101128.1|DYAK	LOC119071174|XP_037031832.1|BCOP
OG0002383	LOC6532438|XP_002093185.1|DYAK	LOC119071194|XP_037031870.1|BCOP
OG0002384	LOC6524451|XP_015045707.1|DYAK	LOC119069011|XP_037028783.1|BCOP, LOC119074536|XP_037036598.1|BCOP
OG0002386	LOC6535740|XP_002096363.1|DYAK	LOC119084151|XP_037049893.1|BCOP
OG0002387	LOC6537856|XP_015048547.1|DYAK	LOC119084427|XP_037050299.1|BCOP
OG0002388	LOC6537217|XP_002097775.2|DYAK	LOC119066565|XP_037025007.1|BCOP, LOC119080347|XP_037044540.1|BCOP, LOC119078065|XP_037041397.1|BCOP
OG0002389	LOC6537877|XP_002098418.1|DYAK	LOC119076759|XP_037039611.1|BCOP
OG0002390	LOC6527171|XP_002088265.1|DYAK	LOC119073788|XP_037035407.1|BCOP
OG0002391	LOC6531657|XP_002092454.1|DYAK	LOC119085224|XP_037051432.1|BCOP
OG0002392	LOC6533023|XP_015049779.1|DYAK	LOC119072765|XP_037033958.1|BCOP, LOC119075003|XP_037037300.1|BCOP
OG0002393	LOC6534442|XP_002095119.1|DYAK	LOC119074933|XP_037037218.1|BCOP
OG0002394	LOC6538492|XP_015048887.1|DYAK	LOC119068580|XP_037028158.1|BCOP
OG0002395	LOC6536579|XP_039231214.1|DYAK	LOC119078061|XP_037041390.1|BCOP
OG0002396	LOC6530507|XP_015052692.1|DYAK	LOC119080349|XP_037044542.1|BCOP
OG0002397	LOC6529110|XP_002090123.1|DYAK	LOC119076486|XP_037039166.1|BCOP
OG0002398	LOC6525234|XP_002101072.2|DYAK	LOC119082077|XP_037047312.1|BCOP, LOC119073932|XP_037035696.1|BCOP, LOC119072043|XP_037033057.1|BCOP, LOC119072044|XP_037033063.1|BCOP
OG0002399	LOC6529080|XP_002090093.1|DYAK	LOC119071691|XP_037032574.1|BCOP
OG0002400	LOC6531632|XP_002092429.2|DYAK	LOC119071702|XP_037032585.1|BCOP
OG0002401	LOC6523699|XP_002099576.1|DYAK	LOC119079502|XP_037043345.1|BCOP
OG0002402	LOC6537081|XP_002097642.2|DYAK	LOC119076888|XP_037039787.1|BCOP
OG0002403	LOC6537080|XP_002097641.1|DYAK	LOC119074386|XP_037036399.1|BCOP, LOC119076884|XP_037039783.1|BCOP
OG0002404	LOC6535249|XP_002095905.1|DYAK	LOC119084374|XP_037050221.1|BCOP
OG0002405	LOC6535404|XP_002096053.1|DYAK	LOC119071729|XP_037032653.1|BCOP
OG0002406	LOC6539324|XP_002086216.1|DYAK	LOC119074007|XP_037035839.1|BCOP
OG0002407	LOC6539029|XP_002099531.1|DYAK	LOC119084019|XP_037049728.1|BCOP
OG0002408	LOC6535417|XP_002096066.1|DYAK	LOC119068865|XP_037028601.1|BCOP
OG0002410	LOC6535726|XP_039231406.1|DYAK	LOC119074783|XP_037036952.1|BCOP
OG0002411	LOC6536303|XP_002096887.1|DYAK	LOC119068782|XP_037028437.1|BCOP
OG0002412	LOC26534951|XP_015044780.2|DYAK	LOC119068166|XP_037027543.1|BCOP
OG0002413	LOC6524064|XP_002099933.1|DYAK	LOC119085333|XP_037051612.1|BCOP
OG0002414	LOC6532343|XP_002093103.1|DYAK	LOC119083075|XP_037048592.1|BCOP
OG0002415	LOC6536783|XP_015047950.1|DYAK	LOC119076085|XP_037038633.1|BCOP, LOC119076088|XP_037038636.1|BCOP
OG0002416	LOC6523720|XP_039233076.1|DYAK	LOC119076143|XP_037038713.1|BCOP, LOC119078096|XP_037041460.1|BCOP
OG0002417	LOC6526260|XP_002087382.1|DYAK	LOC119070846|XP_037031251.1|BCOP
OG0002418	LOC26536186|XP_039232837.1|DYAK	LOC119066192|XP_037024404.1|BCOP
OG0002419	LOC6524244|XP_002100107.1|DYAK	LOC119077851|XP_037041073.1|BCOP
OG0002420	LOC6532813|XP_002093550.2|DYAK	LOC119079301|XP_037042983.1|BCOP, LOC119078134|XP_037041505.1|BCOP, LOC119082199|XP_037047528.1|BCOP
OG0002421	LOC6538721|XP_002099236.1|DYAK	LOC119079652|XP_037043628.1|BCOP, LOC119076131|XP_037038698.1|BCOP, LOC119079578|XP_037043500.1|BCOP
OG0002422	LOC6535969|XP_015047482.2|DYAK	LOC119078114|XP_037041461.1|BCOP, LOC119080523|XP_037044828.1|BCOP
OG0002423	LOC6533673|XP_002094379.1|DYAK	LOC119074331|XP_037036310.1|BCOP
OG0002424	LOC6523694|XP_002099572.1|DYAK	LOC119076864|XP_037039764.1|BCOP
OG0002425	LOC6524846|XP_002100686.2|DYAK	LOC119067380|XP_037026195.1|BCOP
OG0002426	LOC6532295|XP_002093055.1|DYAK	LOC119083250|XP_037048809.1|BCOP
OG0002427	LOC6523700|XP_002099577.1|DYAK	LOC119078692|XP_037042251.1|BCOP
OG0002428	LOC6525155|XP_002100993.2|DYAK	LOC119067826|XP_037026893.1|BCOP
OG0002429	LOC6533478|XP_039230863.1|DYAK	LOC119082512|XP_037047919.1|BCOP
OG0002430	LOC6528410|XP_002089456.1|DYAK	LOC119078236|XP_037041589.1|BCOP
OG0002431	LOC6530942|XP_002091784.1|DYAK	LOC119071319|XP_037032097.1|BCOP
OG0002432	LOC6524217|XP_002100080.1|DYAK	LOC119074344|XP_037036332.1|BCOP
OG0002433	LOC6535645|XP_002096273.1|DYAK	LOC119077797|XP_037041003.1|BCOP
OG0002434	LOC6536396|XP_002096978.1|DYAK	LOC119084220|XP_037050014.1|BCOP
OG0002436	LOC6529880|XP_002090837.1|DYAK	LOC119071260|XP_037032010.1|BCOP
OG0002437	LOC6529915|XP_039229312.1|DYAK	LOC119085315|XP_037051589.1|BCOP
OG0002438	LOC6524485|XP_039226161.1|DYAK	LOC119071047|XP_037031544.1|BCOP
OG0002439	LOC6528069|XP_002089136.2|DYAK	LOC119070966|XP_037031432.1|BCOP
OG0002440	LOC6534273|XP_002094954.1|DYAK	LOC119085381|XP_037051662.1|BCOP, LOC119067279|XP_037026051.1|BCOP
OG0002441	LOC6528792|XP_002089826.1|DYAK	LOC119071391|XP_037032162.1|BCOP
OG0002442	LOC6531256|XP_002092065.1|DYAK	LOC119074198|XP_037036089.1|BCOP
OG0002443	LOC6529353|XP_015052293.1|DYAK	LOC119072386|XP_037033484.1|BCOP, LOC119072392|XP_037033496.1|BCOP
OG0002444	LOC6531583|XP_002092381.1|DYAK	LOC119084080|XP_037049810.1|BCOP
OG0002445	LOC6529900|XP_002090857.2|DYAK	LOC119069836|XP_037029898.1|BCOP
OG0002447	LOC6533935|XP_015050347.1|DYAK	LOC119071927|XP_037032945.1|BCOP
OG0002448	LOC6530580|XP_002091493.1|DYAK	LOC119066229|XP_037024448.1|BCOP
OG0002449	LOC6531345|XP_002092149.1|DYAK	LOC119071329|XP_037032108.1|BCOP
OG0002450	LOC6536537|XP_002097113.1|DYAK	LOC119084537|XP_037050445.1|BCOP, LOC119084500|XP_037050417.1|BCOP
OG0002451	LOC6528657|XP_002089699.1|DYAK	LOC119084029|XP_037049746.1|BCOP, LOC119077965|XP_037041240.1|BCOP
