Orthogroup	DYAK.longest_only	HILL.longest_only
OG0001728	LOC6530222|XP_002091159.1|DYAK	LOC119653008|XP_037913368.1|HILL, LOC119652940|XP_037913258.1|HILL
OG0001729	LOC6532157|XP_039228994.1|DYAK	LOC119661747|XP_037927141.1|HILL
OG0001730	LOC6527343|XP_002088435.1|DYAK	LOC119646998|XP_037903652.1|HILL
OG0001731	LOC6530011|XP_039228078.1|DYAK	LOC119661387|XP_037926637.1|HILL
OG0001732	LOC6527125|XP_002088219.1|DYAK	LOC119648975|XP_037906825.1|HILL
OG0001733	LOC6530654|XP_002091552.1|DYAK	LOC119646388|XP_037902759.1|HILL
OG0001734	LOC6528690|XP_002089732.1|DYAK	LOC119661548|XP_037926861.1|HILL
OG0001735	LOC6534649|XP_002095324.2|DYAK	LOC119650184|XP_037908668.1|HILL
OG0001736	LOC6531026|XP_002091863.1|DYAK	LOC119661518|XP_037926821.1|HILL
OG0001737	LOC6531873|XP_002092660.2|DYAK	LOC119660090|XP_037924397.1|HILL
OG0001738	LOC6534349|XP_002095028.1|DYAK	LOC119648310|XP_037905918.1|HILL
OG0001739	LOC26536353|XP_015045318.1|DYAK	LOC119660084|XP_037924392.1|HILL
OG0001740	LOC6531814|XP_002092601.1|DYAK	LOC119661112|XP_037926235.1|HILL
OG0001741	LOC6539040|XP_002099542.1|DYAK	LOC119646911|XP_037903510.1|HILL
OG0001742	LOC6528872|XP_002089904.1|DYAK	LOC119649624|XP_037907787.1|HILL
OG0001743	LOC6532441|XP_002093188.1|DYAK	LOC119648346|XP_037905970.1|HILL
OG0001744	LOC6528316|XP_039226740.1|DYAK	LOC119649874|XP_037908212.1|HILL
OG0001745	LOC6531327|XP_039228422.1|DYAK	LOC119660852|XP_037925677.1|HILL
OG0001746	LOC6533610|XP_002094318.1|DYAK	LOC119648796|XP_037906569.1|HILL
OG0001747	LOC6531184|XP_039228291.1|DYAK	LOC119661675|XP_037927040.1|HILL
OG0001748	LOC6532644|XP_002093388.2|DYAK	LOC119648513|XP_037906210.1|HILL
OG0001749	LOC6532075|XP_002092852.1|DYAK	LOC119647052|XP_037903738.1|HILL
OG0001750	LOC6532073|XP_002092850.1|DYAK	LOC119656311|XP_037918690.1|HILL
OG0001751	LOC6534338|XP_015050580.1|DYAK	LOC119647600|XP_037904554.1|HILL
OG0001752	LOC6533128|XP_002093854.1|DYAK	LOC119648958|XP_037906804.1|HILL
OG0001753	LOC6532831|XP_015049628.2|DYAK	LOC119649117|XP_037907046.1|HILL
OG0001754	LOC6530076|XP_015052583.2|DYAK	LOC119661680|XP_037927046.1|HILL
OG0001755	LOC6532841|XP_015049649.1|DYAK	LOC119649001|XP_037906870.1|HILL, LOC119648998|XP_037906857.1|HILL
OG0001756	LOC6531481|XP_002092280.1|DYAK	LOC119646516|XP_037902900.1|HILL
OG0001757	LOC6531086|XP_002091920.1|DYAK	LOC119655543|XP_037917390.1|HILL
OG0001758	LOC6534033|XP_015050384.1|DYAK	LOC119648834|XP_037906624.1|HILL
OG0001759	LOC6531651|XP_002092448.3|DYAK	LOC119646476|XP_037902858.1|HILL
OG0001760	LOC6528723|XP_002089758.1|DYAK	LOC119648400|XP_037906104.1|HILL
OG0001761	LOC6530656|XP_002091554.2|DYAK	LOC119652565|XP_037912706.1|HILL
OG0001762	LOC6527046|XP_015053579.1|DYAK	LOC119651874|XP_037911610.1|HILL
OG0001763	LOC6527020|XP_002088115.2|DYAK	LOC119651913|XP_037911667.1|HILL
OG0001764	LOC6537029|XP_002097596.2|DYAK	LOC119659463|XP_037923478.1|HILL
OG0001765	LOC6528766|XP_039227560.1|DYAK	LOC119661249|XP_037926416.1|HILL
OG0001766	LOC6527761|XP_015053795.1|DYAK	LOC119650699|XP_037909613.1|HILL
OG0001767	LOC6526693|XP_002087797.2|DYAK	LOC119647214|XP_037903968.1|HILL
OG0001768	LOC6526304|XP_002087426.1|DYAK	LOC119654969|XP_037916560.1|HILL
OG0001769	LOC6528096|XP_002089163.1|DYAK	LOC119652173|XP_037912046.1|HILL
OG0001770	LOC6527199|XP_002088293.1|DYAK	LOC119647062|XP_037903747.1|HILL
OG0001771	LOC6526731|XP_002087834.1|DYAK	LOC119651116|XP_037910422.1|HILL
OG0001772	LOC6528015|XP_002089082.1|DYAK	LOC119661431|XP_037926704.1|HILL
OG0001773	LOC6527945|XP_002089012.3|DYAK	LOC119652398|XP_037912433.1|HILL
OG0001774	LOC120322342|XP_039233324.1|DYAK, LOC6532112|XP_002092888.2|DYAK	LOC119647111|XP_037903818.1|HILL
OG0001776	LOC6527078|XP_002088171.1|DYAK	LOC119651493|XP_037911035.1|HILL
OG0001777	LOC6526949|XP_002088045.1|DYAK	LOC119650180|XP_037908664.1|HILL
OG0001778	LOC6528924|XP_002089956.1|DYAK	LOC119653702|XP_037914504.1|HILL
OG0001779	LOC6527958|XP_039226979.1|DYAK	LOC119651725|XP_037911377.1|HILL
OG0001780	LOC6529106|XP_002090119.1|DYAK	LOC119646630|XP_037903066.1|HILL
OG0001781	LOC6529789|XP_039229228.1|DYAK	LOC119653022|XP_037913393.1|HILL
OG0001782	LOC6527519|XP_015053705.1|DYAK	LOC119652414|XP_037912459.1|HILL
OG0001783	LOC6527800|XP_002088873.1|DYAK	LOC119652306|XP_037912244.1|HILL
OG0001784	LOC6526434|XP_002087553.1|DYAK	LOC119646844|XP_037903394.1|HILL
OG0001785	LOC6528775|XP_002089809.1|DYAK	LOC119646632|XP_037903070.1|HILL, LOC119646635|XP_037903076.1|HILL
OG0001786	LOC6526971|XP_002088067.1|DYAK	LOC119646394|XP_037902766.1|HILL
OG0001787	LOC6526969|XP_002088065.2|DYAK	LOC119646256|XP_037902584.1|HILL
OG0001788	LOC6529898|XP_002090855.1|DYAK	LOC119657844|XP_037920894.1|HILL
OG0001789	LOC6531765|XP_002092552.1|DYAK	LOC119648971|XP_037906821.1|HILL
OG0001790	LOC6526953|XP_002088049.1|DYAK	LOC119646437|XP_037902816.1|HILL
OG0001791	LOC6530270|XP_039229130.1|DYAK	LOC119650337|XP_037908927.1|HILL
OG0001792	LOC6529618|XP_015052092.1|DYAK	LOC119646135|XP_037902415.1|HILL
OG0001793	LOC6530368|XP_015052658.1|DYAK	LOC119647243|XP_037904036.1|HILL
OG0001794	LOC6528923|XP_002089955.1|DYAK	LOC119647312|XP_037904158.1|HILL
OG0001796	LOC6525593|XP_002101428.1|DYAK	LOC119653945|XP_037915034.1|HILL
OG0001797	LOC6523713|XP_039233042.1|DYAK	LOC119661047|XP_037926168.1|HILL
OG0001800	LOC6526943|XP_002088041.2|DYAK	LOC119647110|XP_037903816.1|HILL
OG0001801	LOC6532511|XP_002093257.2|DYAK	LOC119649603|XP_037907747.1|HILL
OG0001802	LOC6536248|XP_002096834.1|DYAK	LOC119660149|XP_037924477.1|HILL
OG0001803	LOC6535965|XP_039231787.1|DYAK	LOC119659364|XP_037923344.1|HILL
OG0001804	LOC6537472|XP_002098028.2|DYAK	LOC119659141|XP_037923003.1|HILL
OG0001805	LOC6532739|XP_002093481.1|DYAK	LOC119648083|XP_037905500.1|HILL
OG0001806	LOC6538699|XP_002099214.1|DYAK	LOC119658939|XP_037922721.1|HILL
OG0001807	LOC6537207|XP_002097765.1|DYAK	LOC119658706|XP_037922243.1|HILL
OG0001809	LOC6535310|XP_015047048.2|DYAK	LOC119660235|XP_037924611.1|HILL
OG0001810	LOC6537850|XP_002098391.1|DYAK	LOC119648878|XP_037906698.1|HILL
OG0001811	LOC6528522|XP_002089568.3|DYAK	LOC119656076|XP_037918285.1|HILL
OG0001812	LOC6525188|XP_015046148.1|DYAK	LOC119651076|XP_037910345.1|HILL
OG0001813	LOC6535695|XP_039231150.1|DYAK	LOC119660390|XP_037924842.1|HILL
OG0001814	LOC6535998|XP_039231592.1|DYAK	LOC119658850|XP_037922528.1|HILL
OG0001815	LOC6537498|XP_002098046.1|DYAK	LOC119660115|XP_037924432.1|HILL
OG0001816	LOC6529928|XP_002090884.1|DYAK	LOC119655746|XP_037917728.1|HILL
OG0001817	LOC6528821|XP_039226531.1|DYAK	LOC119653661|XP_037914419.1|HILL
OG0001818	LOC6525087|XP_039226098.1|DYAK	LOC119655406|XP_037917217.1|HILL
OG0001819	LOC6531584|XP_002092382.1|DYAK	LOC119655833|XP_037917869.1|HILL
OG0001820	LOC6525439|XP_002101274.1|DYAK	LOC119654292|XP_037915524.1|HILL
OG0001821	LOC6532093|XP_002092869.1|DYAK	LOC119654320|XP_037915574.1|HILL
OG0001822	LOC6531730|XP_002092520.1|DYAK	LOC119654392|XP_037915694.1|HILL, LOC119654840|XP_037916346.1|HILL
OG0001823	LOC6533669|XP_002094375.1|DYAK	LOC119649125|XP_037907058.1|HILL
OG0001824	LOC6526447|XP_002087566.1|DYAK	LOC119660170|XP_037924504.1|HILL
OG0001825	LOC6530918|XP_039228589.1|DYAK	LOC119655946|XP_037918065.1|HILL
OG0001826	LOC6529359|XP_002090364.1|DYAK	LOC119655762|XP_037917745.1|HILL
OG0001827	LOC6531696|XP_015051490.1|DYAK	LOC119654394|XP_037915702.1|HILL
OG0001828	LOC6524613|XP_002100470.1|DYAK	LOC119653863|XP_037914848.1|HILL
OG0001829	LOC6530195|XP_002091133.1|DYAK	LOC119655295|XP_037917043.1|HILL
OG0001830	LOC6531758|XP_002092548.1|DYAK	LOC119655843|XP_037917883.1|HILL
OG0001831	LOC6534266|XP_002094947.1|DYAK	LOC119647884|XP_037905100.1|HILL
OG0001832	LOC6524003|XP_015045421.1|DYAK	LOC119660892|XP_037925751.1|HILL
OG0001833	LOC6531931|XP_002092717.2|DYAK	LOC119654266|XP_037915461.1|HILL
OG0001834	LOC6537260|XP_002097818.1|DYAK	LOC119651393|XP_037910903.1|HILL
OG0001848	LOC26535568|XP_039233334.1|DYAK	LOC119650675|XP_037909558.1|HILL
OG0001849	LOC6538812|XP_002099325.1|DYAK	LOC119650802|XP_037909869.1|HILL
OG0001850	LOC6523746|XP_039232891.1|DYAK	LOC119660900|XP_037925766.1|HILL
OG0001851	LOC6523728|XP_039232878.1|DYAK	LOC119660999|XP_037926025.1|HILL
OG0001852	LOC6532234|XP_039229372.1|DYAK	LOC119648791|XP_037906565.1|HILL
OG0001853	LOC6538383|XP_039231982.1|DYAK	LOC119651794|XP_037911489.1|HILL
OG0001854	LOC6524813|XP_002100655.2|DYAK	LOC119657167|XP_037919880.1|HILL
OG0001855	LOC6531359|XP_002092162.1|DYAK	LOC119657085|XP_037919768.1|HILL
OG0001856	LOC6525264|XP_002101100.1|DYAK	LOC119656794|XP_037919330.1|HILL
OG0001857	LOC6526091|XP_002101908.1|DYAK	LOC119658348|XP_037921631.1|HILL
OG0001858	LOC6525823|XP_002101643.1|DYAK	LOC119658315|XP_037921567.1|HILL
OG0001859	LOC6526196|XP_002102005.1|DYAK	LOC119656734|XP_037919204.1|HILL
OG0001860	LOC6534246|XP_002094928.1|DYAK	LOC119648757|XP_037906511.1|HILL
OG0001861	LOC6538349|XP_002098874.1|DYAK	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL
OG0001862	LOC6526135|XP_002101952.2|DYAK	LOC119656726|XP_037919181.1|HILL, LOC119656727|XP_037919183.1|HILL
OG0001863	LOC6524650|XP_002100507.1|DYAK	LOC119657322|XP_037920111.1|HILL
OG0001864	LOC6537274|XP_015048245.1|DYAK	LOC119661721|XP_037927106.1|HILL
OG0001865	LOC6525601|XP_002101436.1|DYAK	LOC119657944|XP_037921064.1|HILL
OG0001866	LOC6536913|XP_015048008.1|DYAK	LOC119659495|XP_037923540.1|HILL
OG0001867	LOC6534316|XP_015050569.1|DYAK	LOC119647424|XP_037904251.1|HILL
OG0001868	LOC6529230|XP_039228821.1|DYAK	LOC119652674|XP_037912867.1|HILL
OG0001869	LOC6535871|XP_039231370.1|DYAK	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL
OG0001870	LOC6525489|XP_002101324.1|DYAK	LOC119646980|XP_037903618.1|HILL
OG0001871	LOC6525014|XP_002100853.1|DYAK	LOC119657333|XP_037920130.1|HILL, LOC119657197|XP_037919930.1|HILL, LOC119657102|XP_037919785.1|HILL, LOC119657440|XP_037920276.1|HILL, LOC119657585|XP_037920492.1|HILL, LOC119657304|XP_037920092.1|HILL
OG0001872	LOC6538886|XP_039231533.1|DYAK	LOC119657360|XP_037920160.1|HILL
OG0001873	LOC6535251|XP_002095907.1|DYAK	LOC119652394|XP_037912429.1|HILL
OG0001874	LOC6538608|XP_002099130.1|DYAK	LOC119657327|XP_037920118.1|HILL
OG0001875	LOC6538944|XP_002099448.1|DYAK	LOC119646791|XP_037903303.1|HILL
OG0001876	LOC6524873|XP_002100713.1|DYAK	LOC119658387|XP_037921683.1|HILL
OG0001877	LOC6524375|XP_002100233.1|DYAK	LOC119657237|XP_037919979.1|HILL
OG0001878	LOC6536954|XP_015048029.1|DYAK	LOC119656553|XP_037918847.1|HILL
OG0001879	LOC6538602|XP_002099124.2|DYAK	LOC119658469|XP_037921815.1|HILL
OG0001880	LOC6535639|XP_002096267.1|DYAK	LOC119653041|XP_037913425.1|HILL, LOC119651221|XP_037910605.1|HILL
OG0001881	LOC6535952|XP_002096568.2|DYAK	LOC119658476|XP_037921841.1|HILL
OG0001882	LOC6538302|XP_002098829.1|DYAK	LOC119657673|XP_037920627.1|HILL
OG0001883	LOC6537841|XP_015048540.1|DYAK	LOC119651092|XP_037910374.1|HILL
OG0001884	LOC6535853|XP_002096472.2|DYAK	LOC119650850|XP_037909924.1|HILL
OG0001885	LOC6527341|XP_002088433.1|DYAK	LOC119657133|XP_037919832.1|HILL
OG0001886	LOC6536352|XP_002096934.1|DYAK	LOC119651262|XP_037910690.1|HILL
OG0001887	LOC6529342|XP_002090347.1|DYAK	LOC119654633|XP_037916033.1|HILL
OG0001888	LOC6535378|XP_015047097.1|DYAK	LOC119646671|XP_037903129.1|HILL
OG0001889	LOC6525245|XP_002101082.1|DYAK	LOC119656485|XP_037918737.1|HILL
OG0001890	LOC6539743|XP_002086623.1|DYAK	LOC119651162|XP_037910508.1|HILL
OG0001891	LOC6535791|XP_015047354.2|DYAK	LOC119652430|XP_037912482.1|HILL
OG0001892	LOC6539976|XP_002086851.1|DYAK	LOC119650670|XP_037909548.1|HILL
OG0001893	LOC6538289|XP_002098816.1|DYAK	LOC119652824|XP_037913081.1|HILL
OG0001894	LOC6528488|XP_002089534.1|DYAK	LOC119652620|XP_037912792.1|HILL
OG0001895	LOC6523748|XP_015046915.2|DYAK	LOC119658873|XP_037922570.1|HILL
OG0001897	LOC6536486|XP_002097064.1|DYAK	LOC119656602|XP_037918959.1|HILL
OG0001898	LOC6524832|XP_002100674.1|DYAK	LOC119658001|XP_037921149.1|HILL
OG0001899	LOC6535610|XP_039231329.1|DYAK	LOC119651575|XP_037911139.1|HILL
OG0001900	LOC6540283|XP_039229939.1|DYAK	LOC119648331|XP_037905953.1|HILL
OG0001901	LOC6527061|XP_039226320.1|DYAK	LOC119651068|XP_037910333.1|HILL
OG0001902	LOC26536261|XP_039233618.1|DYAK	LOC119652347|XP_037912302.1|HILL
OG0001903	LOC6535277|XP_002095933.1|DYAK	LOC119652506|XP_037912622.1|HILL
OG0001904	LOC6538205|XP_002098733.1|DYAK	LOC119652679|XP_037912878.1|HILL
OG0001906	LOC6535875|XP_039232664.1|DYAK	LOC119650954|XP_037910123.1|HILL, LOC119650953|XP_037910117.1|HILL
OG0001907	LOC26534649|XP_039233759.1|DYAK	LOC119652852|XP_037913137.1|HILL
OG0001908	LOC6538234|XP_002098761.1|DYAK	LOC119651753|XP_037911418.1|HILL
OG0001909	LOC6525276|XP_039230950.1|DYAK	LOC119657004|XP_037919671.1|HILL
OG0001910	LOC6536467|XP_002097048.1|DYAK	LOC119652713|XP_037912926.1|HILL
OG0001911	LOC6536724|XP_015047916.1|DYAK	LOC119651203|XP_037910572.1|HILL
OG0001912	LOC6530493|XP_002091408.1|DYAK	LOC119647546|XP_037904464.1|HILL, LOC119647543|XP_037904461.1|HILL, LOC119647547|XP_037904465.1|HILL, LOC119647548|XP_037904466.1|HILL
OG0001914	LOC6538752|XP_015049010.1|DYAK	LOC119650748|XP_037909758.1|HILL
OG0001915	LOC6532504|XP_002093250.1|DYAK	LOC119649037|XP_037906924.1|HILL
OG0001916	LOC6530996|XP_002091834.1|DYAK	LOC119659318|XP_037923266.1|HILL
OG0001917	LOC6533358|XP_015049945.1|DYAK	LOC119648161|XP_037905664.1|HILL
OG0001918	LOC6532956|XP_002093691.2|DYAK	LOC119648279|XP_037905861.1|HILL
OG0001919	LOC6531557|XP_002092355.1|DYAK	LOC119661109|XP_037926233.1|HILL, LOC119660811|XP_037925584.1|HILL
OG0001920	LOC6532221|XP_002092994.1|DYAK	LOC119650198|XP_037908693.1|HILL
OG0001921	LOC6529944|XP_002090899.1|DYAK	LOC119650073|XP_037908499.1|HILL
OG0001922	LOC6531734|XP_015051535.1|DYAK	LOC119650082|XP_037908513.1|HILL
OG0001923	LOC6533257|XP_039229400.1|DYAK	LOC119650384|XP_037909052.1|HILL
OG0001924	LOC6540553|XP_039226247.1|DYAK	LOC119647996|XP_037905309.1|HILL
OG0001925	LOC6533039|XP_002093774.2|DYAK	LOC119649855|XP_037908139.1|HILL, LOC119650048|XP_037908461.1|HILL
OG0001926	LOC6532725|XP_002093467.1|DYAK	LOC119649480|XP_037907577.1|HILL
OG0001927	LOC6530105|XP_002091051.1|DYAK	LOC119646736|XP_037903241.1|HILL
OG0001928	LOC6533605|XP_015050185.1|DYAK	LOC119647619|XP_037904589.1|HILL
OG0001929	LOC6533598|XP_039230382.1|DYAK	LOC119656183|XP_037918461.1|HILL, LOC119647768|XP_037904830.1|HILL
OG0001930	LOC6531068|XP_002091902.2|DYAK	LOC119651261|XP_037910688.1|HILL
OG0001931	LOC6533659|XP_002094365.2|DYAK	LOC119648402|XP_037906072.1|HILL
OG0001932	LOC6533658|XP_039229966.1|DYAK	LOC119648398|XP_037906067.1|HILL
OG0001933	LOC6531269|XP_002092078.1|DYAK, LOC6531628|XP_002092425.1|DYAK	LOC119648765|XP_037906522.1|HILL
OG0001934	LOC6533592|XP_002094300.3|DYAK	LOC119649388|XP_037907437.1|HILL
OG0001935	LOC6539512|XP_002086400.2|DYAK	LOC119648672|XP_037906388.1|HILL, LOC119649360|XP_037907401.1|HILL
OG0001937	LOC6530498|XP_039227875.1|DYAK	LOC119661170|XP_037926313.1|HILL
OG0001938	LOC6529293|XP_002090298.1|DYAK	LOC119661149|XP_037926289.1|HILL
OG0001939	LOC6530724|XP_039228706.1|DYAK	LOC119659184|XP_037923072.1|HILL
OG0001940	LOC6528475|XP_002089521.2|DYAK	LOC119647200|XP_037903942.1|HILL
OG0001941	LOC6532224|XP_039229587.1|DYAK	LOC119648112|XP_037905558.1|HILL
OG0001943	LOC6535087|XP_002095751.2|DYAK	LOC119649455|XP_037907537.1|HILL, LOC119649625|XP_037907788.1|HILL, LOC119649112|XP_037907039.1|HILL
OG0001944	LOC6532190|XP_039229778.1|DYAK	LOC119649745|XP_037907962.1|HILL
OG0001945	LOC6528491|XP_039227640.1|DYAK	LOC119661393|XP_037926646.1|HILL
OG0001946	LOC6528442|XP_002089488.1|DYAK	LOC119653908|XP_037914985.1|HILL
OG0001947	LOC6531199|XP_002092027.1|DYAK	LOC119661314|XP_037926534.1|HILL
OG0001948	LOC6525780|XP_002101601.1|DYAK	LOC119648154|XP_037905653.1|HILL
OG0001949	LOC6534684|XP_002095359.2|DYAK	LOC119649181|XP_037907136.1|HILL
OG0001950	LOC6535420|XP_002096069.3|DYAK	LOC119661016|XP_037926092.1|HILL
OG0001951	LOC6531326|XP_002092130.3|DYAK	LOC119647100|XP_037903799.1|HILL
OG0001952	LOC6539140|XP_002086036.2|DYAK	LOC119659888|XP_037924136.1|HILL
OG0001953	LOC6531602|XP_015051430.1|DYAK	LOC119661457|XP_037926741.1|HILL
OG0001954	LOC6528877|XP_039227329.1|DYAK	LOC119647112|XP_037903819.1|HILL
OG0001955	LOC6529399|XP_002090404.1|DYAK	LOC119647118|XP_037903833.1|HILL
OG0001956	LOC6533384|XP_002094109.1|DYAK	LOC119647496|XP_037904382.1|HILL
OG0001957	LOC6530652|XP_039229198.1|DYAK	LOC119659267|XP_037923194.1|HILL
OG0001958	LOC6531075|XP_039227943.1|DYAK	LOC119661584|XP_037926911.1|HILL
OG0001959	LOC6534803|XP_002095475.1|DYAK	LOC119648719|XP_037906455.1|HILL
OG0001960	LOC6532382|XP_002093133.1|DYAK	LOC119647828|XP_037904996.1|HILL
OG0001961	LOC6532125|XP_015051712.1|DYAK	LOC119661384|XP_037926630.1|HILL
OG0001962	LOC6528487|XP_002089533.2|DYAK	LOC119653650|XP_037914398.1|HILL
OG0001963	LOC6534407|XP_002095085.1|DYAK	LOC119648319|XP_037905928.1|HILL
OG0001964	LOC6533312|XP_015049897.1|DYAK	LOC119648632|XP_037906330.1|HILL, LOC119648643|XP_037906341.1|HILL
OG0001965	LOC6533205|XP_002093931.2|DYAK	LOC119649847|XP_037908129.1|HILL
OG0001966	LOC6535429|XP_015047154.1|DYAK	LOC119646800|XP_037903318.1|HILL
OG0001967	LOC6530671|XP_002091569.1|DYAK	LOC119659887|XP_037924171.1|HILL
OG0001968	LOC6533617|XP_002094324.1|DYAK	LOC119649424|XP_037907499.1|HILL
OG0001969	LOC6528440|XP_039227163.1|DYAK	LOC119661195|XP_037926345.1|HILL
OG0001970	LOC6531332|XP_002092136.1|DYAK	LOC119648481|XP_037906174.1|HILL
OG0001971	LOC6530847|XP_002091728.2|DYAK	LOC119655219|XP_037916926.1|HILL
OG0001972	LOC6539198|XP_002086099.1|DYAK, LOC26535449|XP_039226542.1|DYAK, LOC26534781|XP_039226541.1|DYAK, LOC26536421|XP_015045273.1|DYAK	LOC119659168|XP_037923047.1|HILL
OG0001973	LOC6531836|XP_015051570.1|DYAK	LOC119646351|XP_037902713.1|HILL
OG0001974	LOC6528742|XP_002089777.1|DYAK	LOC119646579|XP_037902999.1|HILL
OG0001975	LOC6533525|XP_002094235.1|DYAK	LOC119648358|XP_037905999.1|HILL
OG0001976	LOC6530182|XP_002091120.1|DYAK	LOC119654729|XP_037916185.1|HILL
OG0001978	LOC6529426|XP_002090430.1|DYAK	LOC119646769|XP_037903279.1|HILL
OG0001979	LOC6526899|XP_002087998.1|DYAK	LOC119661563|XP_037926885.1|HILL
OG0001980	LOC6526245|XP_002087369.1|DYAK	LOC119649846|XP_037908130.1|HILL
OG0001981	LOC6528158|XP_002089223.1|DYAK	LOC119653257|XP_037913793.1|HILL
OG0001982	LOC26536130|XP_015045256.1|DYAK	LOC119651562|XP_037911123.1|HILL
OG0001983	LOC26535169|XP_039233278.1|DYAK	LOC119660966|XP_037925954.1|HILL
OG0001984	LOC6528057|XP_002089124.1|DYAK	LOC119651214|XP_037910593.1|HILL
OG0001985	LOC6527881|XP_002088953.2|DYAK	LOC119650304|XP_037908878.1|HILL
OG0001986	LOC6527040|XP_002088133.1|DYAK	LOC119647314|XP_037904168.1|HILL
OG0001987	LOC6523823|XP_002099698.1|DYAK	LOC119660727|XP_037925308.1|HILL
OG0001988	LOC6531647|XP_002092444.1|DYAK	LOC119661433|XP_037926706.1|HILL
OG0001989	LOC6526343|XP_002087465.2|DYAK	LOC119651051|XP_037910305.1|HILL, LOC119652146|XP_037912018.1|HILL
OG0001990	LOC6527134|XP_002088228.1|DYAK	LOC119653176|XP_037913650.1|HILL, LOC119652300|XP_037912228.1|HILL
OG0001991	LOC26535090|XP_039233244.1|DYAK	LOC119646940|XP_037903558.1|HILL
OG0001992	LOC6527363|XP_002088455.2|DYAK	LOC119647247|XP_037904053.1|HILL
OG0001993	LOC6527086|XP_002088179.1|DYAK	LOC119651039|XP_037910285.1|HILL
OG0001994	LOC6535809|XP_015047365.1|DYAK	LOC119661576|XP_037926903.1|HILL
OG0001995	LOC6529718|XP_002090711.1|DYAK	LOC119652957|XP_037913281.1|HILL
OG0001996	LOC6528156|XP_039226650.1|DYAK	LOC119646634|XP_037903074.1|HILL
OG0001997	LOC6532109|XP_002092885.1|DYAK	LOC119661401|XP_037926657.1|HILL
OG0001998	LOC6532111|XP_002092887.2|DYAK	LOC119646269|XP_037902604.1|HILL
OG0001999	LOC6528880|XP_039227334.1|DYAK	LOC119654824|XP_037916320.1|HILL
OG0002000	LOC6527699|XP_002088783.1|DYAK	LOC119657620|XP_037920554.1|HILL
OG0002001	LOC6529556|XP_002090553.3|DYAK	LOC119651608|XP_037911192.1|HILL
OG0002002	LOC6530107|XP_002091053.1|DYAK	LOC119646462|XP_037902838.1|HILL
OG0002003	LOC6527799|XP_015053817.1|DYAK	LOC119653100|XP_037913542.1|HILL, LOC119651921|XP_037911677.1|HILL
OG0002004	LOC6529453|XP_015052357.1|DYAK	LOC119652691|XP_037912896.1|HILL
OG0002005	LOC6528940|XP_039227391.1|DYAK	LOC119652676|XP_037912873.1|HILL
OG0002006	LOC6526937|XP_015053526.1|DYAK	LOC119652692|XP_037912901.1|HILL
OG0002007	LOC6527706|XP_015053783.1|DYAK	LOC119647145|XP_037903867.1|HILL
OG0002008	LOC6523751|XP_039233120.1|DYAK	LOC119660773|XP_037925469.1|HILL
OG0002009	LOC6531729|XP_002092519.1|DYAK	LOC119661080|XP_037926200.1|HILL
OG0002010	LOC120320428|XP_015053007.1|DYAK	LOC119652866|XP_037913151.1|HILL
OG0002011	LOC6529799|XP_002090783.1|DYAK	LOC119646725|XP_037903232.1|HILL
OG0002012	LOC6528173|XP_002089236.3|DYAK	LOC119656680|XP_037919095.1|HILL
OG0002013	LOC6529671|XP_039228207.1|DYAK	LOC119650589|XP_037909361.1|HILL
OG0002014	LOC6530702|XP_002091593.1|DYAK	LOC119650239|XP_037908753.1|HILL, LOC119650220|XP_037908725.1|HILL
OG0002015	LOC6526909|XP_002088008.1|DYAK	LOC119646430|XP_037902808.1|HILL
OG0002016	LOC6528674|XP_039227534.1|DYAK	LOC119646971|XP_037903601.1|HILL
OG0002017	LOC6527190|XP_002088284.1|DYAK	LOC119651134|XP_037910456.1|HILL
OG0002018	LOC6527085|XP_002088178.2|DYAK	LOC119651428|XP_037910953.1|HILL
OG0002019	LOC6527378|XP_002088470.1|DYAK	LOC119646570|XP_037902989.1|HILL
OG0002020	LOC6529711|XP_002090704.1|DYAK	LOC119652879|XP_037913171.1|HILL
OG0002021	LOC6530672|XP_002091570.1|DYAK	LOC119659470|XP_037923533.1|HILL
OG0002022	LOC6529253|XP_002090258.2|DYAK	LOC119646797|XP_037903314.1|HILL, LOC119650151|XP_037908617.1|HILL
OG0002023	LOC6536902|XP_002097471.1|DYAK	LOC119656328|XP_037918719.1|HILL
OG0002024	LOC6528008|XP_002089075.1|DYAK	LOC119658398|XP_037921718.1|HILL
OG0002025	LOC6527267|XP_002088361.2|DYAK	LOC119661327|XP_037926555.1|HILL
OG0002026	LOC6539337|XP_002086229.2|DYAK, LOC6540168|XP_039230565.1|DYAK	LOC119647988|XP_037905301.1|HILL
OG0002027	LOC6531277|XP_002092086.1|DYAK	LOC119655920|XP_037918014.1|HILL
OG0002028	LOC6531905|XP_039228916.1|DYAK	LOC119654882|XP_037916419.1|HILL
OG0002029	LOC6533085|XP_002093817.1|DYAK	LOC119659931|XP_037924197.1|HILL
OG0002030	LOC6532080|XP_002092857.1|DYAK	LOC119659276|XP_037923212.1|HILL
OG0002031	LOC6529887|XP_015052449.1|DYAK	LOC119655014|XP_037916612.1|HILL
OG0002032	LOC6535903|XP_002096519.2|DYAK	LOC119653873|XP_037914909.1|HILL
OG0002033	LOC6525098|XP_039233354.1|DYAK	LOC119656155|XP_037918417.1|HILL
