Orthogroup	DYAK.longest_only	SLEB.longest_only
OG0000586	LOC6530578|XP_002091491.1|DYAK, LOC6528668|XP_039227750.1|DYAK, LOC6529961|XP_002090908.2|DYAK	LOC115624710|XP_030375394.1|SLEB
OG0000590	LOC6537853|XP_002098394.1|DYAK	LOC115621604|XP_030371157.1|SLEB
OG0000590	LOC6524288|XP_002100150.1|DYAK	LOC115628967|XP_030381105.1|SLEB
OG0000592	LOC6528485|XP_002089531.1|DYAK	LOC115620051|XP_030369040.1|SLEB
OG0000592	LOC6530384|XP_002091310.1|DYAK	LOC115634746|XP_030388498.1|SLEB
OG0000593	LOC6524921|XP_002100761.1|DYAK	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB
OG0000594	LOC6538086|XP_002098620.1|DYAK	LOC115620678|XP_030369902.1|SLEB
OG0000594	LOC6536776|XP_002097347.1|DYAK	LOC115623706|XP_030374044.1|SLEB
OG0000595	LOC6536984|XP_002097553.1|DYAK	LOC115625556|XP_030376508.1|SLEB
OG0000595	LOC6538160|XP_039232124.1|DYAK	LOC115620820|XP_030370108.1|SLEB
OG0000596	LOC6523866|XP_002099739.1|DYAK	LOC115626832|XP_030378173.1|SLEB
OG0000596	LOC6536544|XP_002097120.1|DYAK	LOC115625220|XP_030376063.1|SLEB
OG0000597	LOC6538646|XP_002099166.2|DYAK	LOC115621662|XP_030371229.1|SLEB
OG0000597	LOC6538993|XP_039231671.1|DYAK	LOC115621009|XP_030370388.1|SLEB
OG0000598	LOC6536886|XP_002097455.1|DYAK	LOC115621982|XP_030371694.1|SLEB
OG0000599	LOC6523845|XP_039229652.1|DYAK	LOC115622412|XP_030372206.1|SLEB
OG0000600	LOC6530024|XP_002090970.1|DYAK	LOC115632442|XP_030385460.1|SLEB
OG0000600	LOC6530025|XP_015052548.1|DYAK	LOC115633704|XP_030387024.1|SLEB
OG0000601	LOC6526989|XP_002088085.1|DYAK	LOC115633839|XP_030387190.1|SLEB
OG0000601	LOC6526618|XP_002087726.1|DYAK	LOC115626624|XP_030377888.1|SLEB
OG0000602	LOC6527470|XP_002088561.1|DYAK	LOC115626085|XP_030377198.1|SLEB
OG0000603	LOC6537446|XP_015048353.1|DYAK, LOC6526518|XP_039227730.1|DYAK, LOC6527669|XP_002088755.1|DYAK	LOC115628477|XP_030380458.1|SLEB
OG0000604	LOC6526617|XP_002087725.1|DYAK	LOC115630657|XP_030383158.1|SLEB
OG0000604	LOC6526616|XP_002087724.1|DYAK	LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB
OG0000605	LOC6529254|XP_002090259.1|DYAK	LOC115630512|XP_030382973.1|SLEB
OG0000606	LOC6537818|XP_002098359.1|DYAK	LOC115620195|XP_030369188.1|SLEB
OG0000607	LOC6536669|XP_002097241.1|DYAK	LOC115620885|XP_030370225.1|SLEB
OG0000607	LOC6535898|XP_002096514.2|DYAK	LOC115624393|XP_030374965.1|SLEB
OG0000608	LOC6538397|XP_002098921.1|DYAK	LOC115625074|XP_030375822.1|SLEB
OG0000608	LOC6538402|XP_039231178.1|DYAK	LOC115625574|XP_030376535.1|SLEB
OG0000609	LOC6526415|XP_002087534.1|DYAK	LOC115627917|XP_030379671.1|SLEB
OG0000610	LOC6535030|XP_002095696.2|DYAK, LOC6530566|XP_002091479.1|DYAK	LOC115623312|XP_030373437.1|SLEB
OG0000611	LOC6530701|XP_039229352.1|DYAK	LOC115629627|XP_030381991.1|SLEB
OG0000611	LOC6531411|XP_002092214.1|DYAK	LOC115626533|XP_030377776.1|SLEB
OG0000612	LOC6534209|XP_039229516.1|DYAK, LOC6534210|XP_002094892.3|DYAK, LOC6534211|XP_039229518.1|DYAK	LOC115623041|XP_030373078.1|SLEB, LOC115622314|XP_030372080.1|SLEB
OG0000614	LOC26536392|XP_015048590.2|DYAK	LOC115626391|XP_030377611.1|SLEB
OG0000614	LOC6525999|XP_015046580.1|DYAK	LOC115629316|XP_030381621.1|SLEB
OG0000615	LOC6525802|XP_002101623.1|DYAK	LOC115627692|XP_030379295.1|SLEB
OG0000615	LOC6536427|XP_002097009.3|DYAK	LOC115620406|XP_030369485.1|SLEB
OG0000616	LOC6525792|XP_039233576.1|DYAK, LOC120322404|XP_039233595.1|DYAK	LOC115627474|XP_030379011.1|SLEB
OG0000617	LOC6538246|XP_002098773.3|DYAK	LOC115621815|XP_030371461.1|SLEB
OG0000617	LOC6536825|XP_002097395.1|DYAK	LOC115620342|XP_030369403.1|SLEB
OG0000618	LOC6537663|XP_002098208.1|DYAK	LOC115622043|XP_030371775.1|SLEB
OG0000618	LOC6535117|XP_015051019.2|DYAK	LOC115621508|XP_030371040.1|SLEB
OG0000619	LOC6531037|XP_002091873.2|DYAK	LOC115634836|XP_030388617.1|SLEB
OG0000620	LOC6525119|XP_002100957.1|DYAK	LOC115627320|XP_030378822.1|SLEB
OG0000620	LOC6532571|XP_002093315.2|DYAK	LOC115633030|XP_030386227.1|SLEB
OG0000621	LOC6535794|XP_002096417.1|DYAK	LOC115620478|XP_030369572.1|SLEB
OG0000621	LOC6524388|XP_002100246.1|DYAK	LOC115627100|XP_030378516.1|SLEB
OG0000622	LOC6533219|XP_002093945.1|DYAK	LOC115622549|XP_030372376.1|SLEB
OG0000622	LOC6532603|XP_002093347.3|DYAK	LOC115632202|XP_030385111.1|SLEB
OG0000623	LOC6532342|XP_002093102.1|DYAK	LOC115624552|XP_030375137.1|SLEB
OG0000623	LOC6533320|XP_002094046.1|DYAK	LOC115628260|XP_030380139.1|SLEB
OG0000624	LOC6531062|XP_002091896.1|DYAK	LOC115633640|XP_030386940.1|SLEB
OG0000625	LOC6533131|XP_002093857.3|DYAK	LOC115622157|XP_030371885.1|SLEB
OG0000625	LOC6533130|XP_002093856.1|DYAK	LOC115622847|XP_030372788.1|SLEB
OG0000626	LOC6528797|XP_002089829.1|DYAK	LOC115634382|XP_030387926.1|SLEB
OG0000626	LOC6531848|XP_002092635.1|DYAK	LOC115634725|XP_030388467.1|SLEB
OG0000627	LOC6534327|XP_002095007.3|DYAK	LOC115633005|XP_030386190.1|SLEB
OG0000627	LOC6524189|XP_002100052.1|DYAK	LOC115628860|XP_030380971.1|SLEB
OG0000628	LOC6527468|XP_002088559.1|DYAK	LOC115630700|XP_030383212.1|SLEB
OG0000628	LOC6527979|XP_002089046.2|DYAK	LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB
OG0000629	LOC6536586|XP_002097162.1|DYAK, LOC6529236|XP_002090242.1|DYAK	LOC115628582|XP_030380626.1|SLEB
OG0000630	LOC6529693|XP_002090686.2|DYAK	LOC115626220|XP_030377378.1|SLEB
OG0000630	LOC6529687|XP_039228020.1|DYAK	LOC115625733|XP_030376744.1|SLEB
OG0000631	LOC26535591|XP_015054643.1|DYAK	LOC115631173|XP_030383722.1|SLEB
OG0000631	LOC6529025|XP_002090057.1|DYAK	LOC115626352|XP_030377562.1|SLEB
OG0000632	LOC6526856|XP_039226528.1|DYAK	LOC115630690|XP_030383200.1|SLEB
OG0000632	LOC6526382|XP_039227652.1|DYAK	LOC115630409|XP_030382802.1|SLEB
OG0000633	LOC26535410|XP_015050273.1|DYAK	LOC115623010|XP_030373041.1|SLEB
OG0000633	LOC6533823|XP_039230869.1|DYAK	LOC115623003|XP_030373028.1|SLEB
OG0000635	LOC6530838|XP_002091721.1|DYAK	LOC115620742|XP_030369999.1|SLEB
OG0000635	LOC6524882|XP_002100722.1|DYAK	LOC115629274|XP_030381560.1|SLEB
OG0000636	LOC6529691|XP_002090684.1|DYAK	LOC115626223|XP_030377382.1|SLEB
OG0000636	LOC6529692|XP_002090685.1|DYAK	LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB
OG0000637	LOC6524137|XP_039229658.1|DYAK	LOC115627962|XP_030379716.1|SLEB
OG0000637	LOC6524136|XP_002100000.1|DYAK	LOC115627960|XP_030379713.1|SLEB
OG0000638	LOC6524992|XP_002100832.1|DYAK	LOC115627144|XP_030378581.1|SLEB
OG0000639	LOC26535012|XP_039229684.1|DYAK	LOC115633115|XP_030386361.1|SLEB
OG0000641	LOC120320753|XP_039227238.1|DYAK, LOC6527370|XP_039227336.1|DYAK, LOC6527771|XP_002088846.2|DYAK, LOC6527830|XP_039227727.1|DYAK, LOC6527828|XP_039227069.1|DYAK	LOC115623783|XP_030374184.1|SLEB, LOC115623786|XP_030374188.1|SLEB
OG0000642	LOC6530120|XP_002091066.2|DYAK	LOC115626067|XP_030377180.1|SLEB
OG0000642	LOC6528258|XP_002089311.2|DYAK	LOC115626065|XP_030377178.1|SLEB, LOC115626066|XP_030377179.1|SLEB, LOC115625957|XP_030377055.1|SLEB, LOC115625960|XP_030377061.1|SLEB
OG0000643	LOC6538257|XP_002098784.1|DYAK, LOC26535019|XP_015048735.1|DYAK, LOC6538256|XP_002098783.1|DYAK, LOC6538258|XP_002098785.1|DYAK	LOC115620332|XP_030369388.1|SLEB, LOC115620334|XP_030369391.1|SLEB
OG0000644	LOC6533734|XP_002094439.1|DYAK, LOC6533730|XP_002094435.1|DYAK, LOC6533729|XP_002094434.3|DYAK	LOC115631644|XP_030384315.1|SLEB
OG0000645	LOC6526822|XP_015053477.1|DYAK	LOC115630472|XP_030382903.1|SLEB
OG0000645	LOC26534623|XP_015054528.1|DYAK	LOC115630471|XP_030382902.1|SLEB
OG0000646	LOC6538765|XP_002099279.1|DYAK	LOC115620235|XP_030369240.1|SLEB
OG0000646	LOC6538134|XP_002098669.1|DYAK	LOC115621842|XP_030371513.1|SLEB
OG0000647	LOC6537567|XP_039232326.1|DYAK	LOC115621967|XP_030371674.1|SLEB
OG0000647	LOC6524316|XP_002100175.1|DYAK	LOC115629630|XP_030381990.1|SLEB
OG0000648	LOC6525669|XP_002101491.1|DYAK	LOC115627944|XP_030379697.1|SLEB
OG0000648	LOC6525676|XP_002101498.1|DYAK	LOC115627942|XP_030379695.1|SLEB
OG0000649	LOC6525755|XP_002101576.1|DYAK	LOC115627568|XP_030379152.1|SLEB
OG0000649	LOC6525758|XP_015046487.1|DYAK	LOC115627550|XP_030379125.1|SLEB
OG0000650	LOC6538784|XP_002099297.3|DYAK	LOC115620503|XP_030369617.1|SLEB
OG0000650	LOC6523718|XP_002099593.1|DYAK	LOC115627753|XP_030379398.1|SLEB
OG0000651	LOC6534371|XP_002095049.1|DYAK	LOC115632259|XP_030385191.1|SLEB
OG0000651	LOC6532905|XP_002093641.1|DYAK	LOC115622859|XP_030372803.1|SLEB
OG0000652	LOC6528477|XP_039226285.1|DYAK	LOC115628872|XP_030380991.1|SLEB
OG0000652	LOC6524156|XP_002100019.1|DYAK	LOC115629665|XP_030382040.1|SLEB
OG0000653	LOC6536813|XP_002097383.1|DYAK, LOC6535371|XP_002096021.2|DYAK	LOC115620491|XP_030369592.1|SLEB
OG0000654	LOC6532399|XP_015049327.1|DYAK	LOC115628368|XP_030380304.1|SLEB
OG0000654	LOC6534380|XP_002095058.2|DYAK	LOC115632989|XP_030386166.1|SLEB
OG0000655	LOC6530051|XP_015052562.1|DYAK	LOC115621850|XP_030371563.1|SLEB
OG0000655	LOC6526375|XP_002087494.1|DYAK	LOC115630722|XP_030383235.1|SLEB
OG0000656	LOC6536737|XP_002097309.1|DYAK	LOC115623639|XP_030373943.1|SLEB
OG0000656	LOC6536738|XP_002097310.2|DYAK	LOC115627596|XP_030379180.1|SLEB
OG0000657	LOC6532177|XP_002092951.1|DYAK	LOC115624836|XP_030375543.1|SLEB
OG0000657	LOC6526738|XP_002087841.1|DYAK	LOC115631152|XP_030383683.1|SLEB
OG0000658	LOC6525625|XP_002101460.1|DYAK	LOC115627088|XP_030378498.1|SLEB
OG0000658	LOC6537254|XP_002097812.1|DYAK	LOC115626258|XP_030377426.1|SLEB
OG0000659	LOC6526649|XP_002087757.1|DYAK	LOC115625878|XP_030376954.1|SLEB
OG0000659	LOC6529685|XP_002090678.1|DYAK	LOC115626361|XP_030377571.1|SLEB
OG0000660	LOC6526661|XP_002087769.1|DYAK	LOC115631511|XP_030384136.1|SLEB
OG0000661	LOC6533296|XP_002094022.1|DYAK	LOC115622386|XP_030372170.1|SLEB
OG0000661	LOC6526868|XP_039226361.1|DYAK	LOC115630509|XP_030382967.1|SLEB
OG0000662	LOC6532851|XP_002093588.1|DYAK	LOC115632944|XP_030386100.1|SLEB
OG0000662	LOC6535694|XP_002096322.1|DYAK	LOC115627291|XP_030378783.1|SLEB
OG0000663	LOC6532139|XP_002092915.1|DYAK	LOC115627042|XP_030378440.1|SLEB
OG0000664	LOC6535946|XP_002096562.2|DYAK	LOC115626049|XP_030377161.1|SLEB
OG0000664	LOC6524215|XP_002100078.1|DYAK	LOC115629221|XP_030381490.1|SLEB
OG0000665	LOC6538560|XP_002099082.1|DYAK	LOC115623916|XP_030374332.1|SLEB
OG0000666	LOC6530828|XP_002091711.1|DYAK	LOC115624988|XP_030375715.1|SLEB
OG0000666	LOC26536383|XP_015046613.1|DYAK	LOC115627419|XP_030378949.1|SLEB
OG0000667	LOC6524387|XP_002100245.1|DYAK, LOC6536568|XP_002097144.3|DYAK	LOC115623576|XP_030373834.1|SLEB
OG0000668	LOC6540492|XP_002087287.1|DYAK, LOC120322355|XP_039233331.1|DYAK	LOC115620304|XP_030369348.1|SLEB
OG0000668	LOC6537000|XP_002097569.1|DYAK	LOC115622050|XP_030371784.1|SLEB
OG0000669	LOC6524757|XP_002100601.2|DYAK	LOC115626945|XP_030378320.1|SLEB
OG0000670	LOC6527850|XP_002088922.1|DYAK, LOC6524227|XP_002100090.1|DYAK	LOC115626707|XP_030378000.1|SLEB
OG0000671	LOC6535247|XP_002095903.1|DYAK	LOC115620863|XP_030370184.1|SLEB
OG0000671	LOC6538180|XP_002098708.2|DYAK	LOC115621283|XP_030370746.1|SLEB
OG0000672	LOC6523991|XP_002099863.1|DYAK	LOC115627870|XP_030379614.1|SLEB
OG0000672	LOC6525165|XP_002101003.1|DYAK	LOC115624926|XP_030375637.1|SLEB
OG0000673	LOC6524596|XP_002100453.1|DYAK	LOC115627417|XP_030378947.1|SLEB
OG0000673	LOC6534464|XP_002095141.1|DYAK	LOC115626494|XP_030377738.1|SLEB
OG0000675	LOC6527750|XP_002088830.1|DYAK	LOC115631118|XP_030383639.1|SLEB
OG0000677	LOC6533795|XP_002094496.1|DYAK	LOC115623186|XP_030373268.1|SLEB
OG0000677	LOC6525062|XP_002100901.1|DYAK	LOC115627739|XP_030379369.1|SLEB
OG0000678	LOC6536679|XP_002097252.1|DYAK	LOC115621186|XP_030370620.1|SLEB
OG0000678	LOC6526344|XP_002087466.1|DYAK	LOC115631717|XP_030384411.1|SLEB
OG0000679	LOC6525527|XP_002101362.1|DYAK	LOC115633757|XP_030387092.1|SLEB
OG0000680	LOC6525214|XP_039228893.1|DYAK	LOC115627844|XP_030379560.1|SLEB
OG0000681	LOC6537015|XP_002097582.1|DYAK	LOC115621828|XP_030371496.1|SLEB
OG0000681	LOC6524587|XP_002100444.1|DYAK	LOC115627476|XP_030379015.1|SLEB
OG0000683	LOC6538769|XP_002099283.1|DYAK	LOC115620499|XP_030369611.1|SLEB
OG0000684	LOC6536765|XP_002097337.1|DYAK	LOC115624151|XP_030374608.1|SLEB
OG0000684	LOC6537910|XP_002098450.1|DYAK	LOC115620565|XP_030369714.1|SLEB
OG0000685	LOC6526024|XP_002101841.1|DYAK	LOC115629499|XP_030381839.1|SLEB
OG0000685	LOC6535915|XP_002096531.1|DYAK	LOC115623675|XP_030374005.1|SLEB
OG0000686	LOC6528327|XP_002089380.1|DYAK	LOC115625171|XP_030375975.1|SLEB
OG0000686	LOC6525863|XP_002101683.1|DYAK	LOC115633274|XP_030386545.1|SLEB
OG0000687	LOC6530892|XP_002091744.1|DYAK	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB
OG0000687	LOC6533513|XP_002094224.1|DYAK	LOC115633169|XP_030386442.1|SLEB
OG0000688	LOC6531182|XP_015051156.1|DYAK	LOC115634831|XP_030388608.1|SLEB
OG0000689	LOC6528854|XP_002089886.1|DYAK	LOC115628671|XP_030380705.1|SLEB
OG0000689	LOC6528855|XP_002089887.1|DYAK	LOC115628661|XP_030380693.1|SLEB
OG0000690	LOC6526083|XP_002101900.1|DYAK	LOC115629307|XP_030381612.1|SLEB
OG0000691	LOC6527778|XP_002088851.1|DYAK	LOC115626605|XP_030377857.1|SLEB
OG0000691	LOC6534182|XP_002094865.1|DYAK	LOC115634680|XP_030388399.1|SLEB
OG0000692	LOC6539471|XP_002086361.2|DYAK	LOC115632631|XP_030385721.1|SLEB
OG0000692	LOC6535043|XP_002095708.1|DYAK	LOC115632633|XP_030385722.1|SLEB
OG0000693	LOC6525680|XP_015046408.1|DYAK	LOC115627792|XP_030379472.1|SLEB
OG0000693	LOC26536336|XP_015047341.1|DYAK	LOC115623630|XP_030373932.1|SLEB
OG0000694	LOC6533769|XP_002094473.2|DYAK	LOC115622249|XP_030372007.1|SLEB
OG0000695	LOC6527119|XP_002088212.3|DYAK	LOC115626345|XP_030377554.1|SLEB
OG0000695	LOC6527114|XP_002088207.2|DYAK	LOC115626555|XP_030377793.1|SLEB
OG0000696	LOC6527642|XP_002088730.1|DYAK	LOC115631207|XP_030383771.1|SLEB
OG0000697	LOC6526118|XP_002101935.1|DYAK, LOC6528062|XP_002089129.1|DYAK	LOC115626630|XP_030377894.1|SLEB
OG0000698	LOC6526778|XP_002087881.2|DYAK	LOC115631784|XP_030384478.1|SLEB
OG0000698	LOC6526779|XP_002087882.1|DYAK	LOC115631797|XP_030384494.1|SLEB
OG0000699	LOC6526974|XP_015053212.1|DYAK	LOC115631361|XP_030383939.1|SLEB
OG0000699	LOC6537815|XP_002098356.2|DYAK	LOC115621427|XP_030370939.1|SLEB
OG0000700	LOC6526372|XP_002087491.1|DYAK, LOC6526603|XP_015053428.1|DYAK	LOC115630522|XP_030382986.1|SLEB
OG0000701	LOC6529966|XP_002090913.1|DYAK	LOC115633828|XP_030387176.1|SLEB
OG0000701	LOC6524737|XP_002100581.1|DYAK	LOC115627353|XP_030378861.1|SLEB
OG0000702	LOC6538475|XP_039231629.1|DYAK	LOC115623432|XP_030373638.1|SLEB
OG0000702	LOC6538476|XP_015048878.1|DYAK	LOC115623431|XP_030373622.1|SLEB
OG0000703	LOC6527538|XP_002088628.2|DYAK	LOC115626522|XP_030377762.1|SLEB
OG0000703	LOC6531518|XP_002092317.1|DYAK	LOC115632207|XP_030385123.1|SLEB
OG0000704	LOC6524383|XP_039233591.1|DYAK	LOC115629751|XP_030382150.1|SLEB
OG0000704	LOC6539002|XP_002099504.1|DYAK	LOC115620514|XP_030369639.1|SLEB
OG0000705	LOC6532388|XP_002093139.1|DYAK, LOC6532387|XP_015049320.1|DYAK	LOC115632166|XP_030385053.1|SLEB
OG0000706	LOC6529568|XP_002090565.1|DYAK	LOC115631541|XP_030384176.1|SLEB
OG0000706	LOC6524048|XP_002099917.1|DYAK	LOC115633220|XP_030386469.1|SLEB
OG0000707	LOC6531787|XP_002092574.1|DYAK	LOC115634062|XP_030387466.1|SLEB
OG0000707	LOC6524960|XP_002100800.1|DYAK	LOC115628046|XP_030379850.1|SLEB
OG0000708	LOC6524184|XP_039226429.1|DYAK	LOC115627708|XP_030379316.1|SLEB
OG0000708	LOC6525558|XP_039229187.1|DYAK	LOC115627653|XP_030379253.1|SLEB
OG0000709	LOC6538928|XP_015049122.1|DYAK	LOC115621323|XP_030370803.1|SLEB
OG0000709	LOC6524976|XP_002100816.1|DYAK	LOC115626872|XP_030378240.1|SLEB
OG0000710	LOC6536033|XP_002096648.1|DYAK	LOC115623330|XP_030373453.1|SLEB
OG0000710	LOC6531189|XP_002092018.1|DYAK	LOC115634159|XP_030387599.1|SLEB
OG0000711	LOC6533586|XP_002094294.1|DYAK	LOC115622779|XP_030372697.1|SLEB
OG0000711	LOC6525754|XP_002101575.1|DYAK	LOC115629865|XP_030382313.1|SLEB
OG0000712	LOC6535760|XP_039232036.1|DYAK	LOC115623932|XP_030374352.1|SLEB
OG0000712	LOC6535764|XP_002096387.1|DYAK	LOC115623732|XP_030374102.1|SLEB
OG0000713	LOC6537566|XP_002098112.1|DYAK	LOC115621208|XP_030370649.1|SLEB
OG0000713	LOC6531542|XP_002092341.1|DYAK	LOC115628094|XP_030379931.1|SLEB
OG0000714	LOC6525643|XP_002101465.1|DYAK	LOC115633315|XP_030386605.1|SLEB
OG0000714	LOC6533002|XP_002093737.1|DYAK	LOC115623265|XP_030373395.1|SLEB
OG0000715	LOC26535147|XP_015050509.1|DYAK	LOC115623127|XP_030373195.1|SLEB
OG0000715	LOC6534207|XP_002094889.1|DYAK	LOC115623055|XP_030373093.1|SLEB
OG0000716	LOC6524095|XP_002099959.1|DYAK	LOC115633996|XP_030387379.1|SLEB
OG0000716	LOC6534153|XP_002094837.1|DYAK	LOC115624701|XP_030375377.1|SLEB
OG0000717	LOC6535167|XP_002095829.1|DYAK	LOC115632838|XP_030385954.1|SLEB
OG0000718	LOC6523767|XP_002099642.2|DYAK	LOC115627733|XP_030379356.1|SLEB
OG0000718	LOC6523738|XP_015046871.1|DYAK	LOC115627755|XP_030379400.1|SLEB
OG0000719	LOC6533531|XP_002094241.2|DYAK	LOC115622473|XP_030372276.1|SLEB
OG0000719	LOC6533577|XP_002094287.1|DYAK	LOC115622387|XP_030372171.1|SLEB
OG0000720	LOC6538199|XP_002098727.1|DYAK, LOC6536401|XP_002096983.1|DYAK	LOC115620246|XP_030369255.1|SLEB, LOC115621204|XP_030370645.1|SLEB, LOC115621379|XP_030370868.1|SLEB
OG0000721	LOC6528089|XP_002089156.1|DYAK	LOC115626288|XP_030377472.1|SLEB
OG0000722	LOC26535065|XP_015051679.1|DYAK, LOC26536324|XP_015051678.1|DYAK, LOC6532061|XP_015051677.1|DYAK	LOC115629852|XP_030382337.1|SLEB
OG0000723	LOC6530019|XP_002090965.1|DYAK, LOC6530020|XP_002090966.1|DYAK	LOC115634058|XP_030387461.1|SLEB
OG0000724	LOC6526166|XP_002101976.1|DYAK	LOC115633429|XP_030386749.1|SLEB
OG0000724	LOC6538910|XP_002099414.1|DYAK	LOC115626300|XP_030377488.1|SLEB
OG0000726	LOC6537030|XP_002097597.1|DYAK, LOC6537031|XP_002097598.1|DYAK	LOC115624214|XP_030374686.1|SLEB
OG0000727	LOC26535257|XP_015047272.2|DYAK	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB
OG0000728	LOC6525893|XP_002101713.1|DYAK	LOC115630207|XP_030382636.1|SLEB
OG0000728	LOC6536343|XP_015047677.1|DYAK	LOC115625568|XP_030376522.1|SLEB
OG0000729	LOC26535746|XP_015048760.1|DYAK	LOC115620938|XP_030370310.1|SLEB
OG0000729	LOC6538293|XP_002098820.2|DYAK	LOC115620939|XP_030370311.1|SLEB
OG0000730	LOC6524975|XP_002100815.1|DYAK, LOC6526477|XP_002087594.2|DYAK	LOC115632855|XP_030385975.1|SLEB
OG0000731	LOC6532987|XP_039229603.1|DYAK	LOC115622743|XP_030372650.1|SLEB
OG0000731	LOC6531558|XP_002092356.1|DYAK	LOC115633836|XP_030387186.1|SLEB
OG0000732	LOC6534397|XP_002095075.1|DYAK	LOC115632506|XP_030385555.1|SLEB
OG0000732	LOC6534396|XP_002095074.1|DYAK	LOC115632505|XP_030385554.1|SLEB
OG0000733	LOC6538076|XP_002098610.1|DYAK	LOC115621490|XP_030371018.1|SLEB
OG0000733	LOC6533054|XP_002093786.1|DYAK	LOC115622518|XP_030372333.1|SLEB
OG0000734	LOC6525095|XP_039233357.1|DYAK	LOC115629183|XP_030381425.1|SLEB
OG0000734	LOC6532904|XP_002093640.1|DYAK	LOC115622143|XP_030371864.1|SLEB
OG0000735	LOC6524165|XP_002100028.1|DYAK	LOC115627337|XP_030378842.1|SLEB
OG0000735	LOC6527878|XP_002088950.1|DYAK	LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB
OG0000736	LOC6526672|XP_002087780.1|DYAK	LOC115630795|XP_030383313.1|SLEB
OG0000736	LOC6526675|XP_002087781.2|DYAK	LOC115630588|XP_030383066.1|SLEB
OG0000737	LOC6528299|XP_039226664.1|DYAK	LOC115628220|XP_030380078.1|SLEB
OG0000738	LOC6527632|XP_002088720.1|DYAK	LOC115630461|XP_030382886.1|SLEB
OG0000738	LOC6528233|XP_002089295.1|DYAK	LOC115626486|XP_030377730.1|SLEB
OG0000739	LOC6537255|XP_002097813.1|DYAK, LOC6537253|XP_002097811.1|DYAK	LOC115623627|XP_030373927.1|SLEB
OG0000740	LOC6536400|XP_039232567.1|DYAK	LOC115628455|XP_030380428.1|SLEB
OG0000741	LOC6524962|XP_002100802.1|DYAK, LOC6536705|XP_002097277.1|DYAK	LOC115628044|XP_030379847.1|SLEB
OG0000742	LOC6526092|XP_015046635.2|DYAK	LOC115627583|XP_030379167.1|SLEB
OG0000742	LOC6526094|XP_002101911.3|DYAK	LOC115627481|XP_030379020.1|SLEB
OG0000743	LOC6532345|XP_002093105.3|DYAK	LOC115633054|XP_030386259.1|SLEB
OG0000743	LOC6531783|XP_002092570.1|DYAK	LOC115634620|XP_030388329.1|SLEB
OG0000744	LOC6529347|XP_002090352.1|DYAK	LOC115629175|XP_030381413.1|SLEB
OG0000745	LOC6530733|XP_002091623.2|DYAK	LOC115634146|XP_030387579.1|SLEB, LOC115627071|XP_030378479.1|SLEB
OG0000745	LOC6529372|XP_002090377.1|DYAK	LOC115634664|XP_030388387.1|SLEB
OG0000746	LOC6528520|XP_002089566.1|DYAK, LOC6528519|XP_002089565.1|DYAK	LOC115620015|XP_030368977.1|SLEB
OG0000747	LOC6535206|XP_002095865.3|DYAK	LOC115632487|XP_030385525.1|SLEB
OG0000747	LOC6535204|XP_039230072.1|DYAK	LOC115632957|XP_030386116.1|SLEB
OG0000748	LOC6526593|XP_002087701.1|DYAK	LOC115630703|XP_030383216.1|SLEB
OG0000748	LOC6523927|XP_015045377.1|DYAK	LOC115626976|XP_030378352.1|SLEB
OG0000750	LOC6530121|XP_039228708.1|DYAK, LOC6536348|XP_002096930.1|DYAK	LOC115625460|XP_030376367.1|SLEB, LOC115625461|XP_030376368.1|SLEB
OG0000751	LOC6531601|XP_002092398.3|DYAK, LOC6531599|XP_039228484.1|DYAK	LOC115633185|XP_030386445.1|SLEB, LOC115630937|XP_030383368.1|SLEB
OG0000752	LOC6526565|XP_002087675.3|DYAK	LOC115624068|XP_030374514.1|SLEB
OG0000753	LOC6536814|XP_002097384.1|DYAK	LOC115621110|XP_030370512.1|SLEB
OG0000754	LOC6525594|XP_015046379.1|DYAK	LOC115627163|XP_030378607.1|SLEB
OG0000754	LOC6523988|XP_002099860.1|DYAK	LOC115627856|XP_030379577.1|SLEB
OG0000755	LOC6536943|XP_039231758.1|DYAK	LOC115620993|XP_030370373.1|SLEB
OG0000755	LOC6536944|XP_002097513.1|DYAK	LOC115620992|XP_030370371.1|SLEB
OG0000756	LOC6538593|XP_002099115.1|DYAK	LOC115629548|XP_030381890.1|SLEB
OG0000757	LOC6532791|XP_039230756.1|DYAK	LOC115628322|XP_030380237.1|SLEB
OG0000758	LOC6535041|XP_002095706.2|DYAK, LOC6535040|XP_002095705.1|DYAK	LOC115624504|XP_030375069.1|SLEB
OG0000759	LOC6533516|XP_002094227.3|DYAK	LOC115632664|XP_030385757.1|SLEB
OG0000759	LOC6533519|XP_039229879.1|DYAK	LOC115632137|XP_030385012.1|SLEB
