Orthogroup	DYAK.longest_only	AEAL.longest_only
OG0001816	LOC6529928|XP_002090884.1|DYAK	LOC109411983|XP_019541185.2|AEAL, LOC109424556|XP_019555284.2|AEAL
OG0001817	LOC6528821|XP_039226531.1|DYAK	LOC109428793|XP_029733949.1|AEAL, LOC115269413|XP_029733984.1|AEAL, LOC109397766|XP_029712678.1|AEAL
OG0001818	LOC6525087|XP_039226098.1|DYAK	LOC109405215|XP_029724201.1|AEAL, LOC109400336|XP_029724202.1|AEAL, LOC115264553|XP_029724210.1|AEAL
OG0001819	LOC6531584|XP_002092382.1|DYAK	LOC115257598|XP_029713244.1|AEAL, LOC115257469|XP_029712942.1|AEAL, LOC109420372|XP_029713785.1|AEAL, LOC109401663|XP_029730474.1|AEAL
OG0001820	LOC6525439|XP_002101274.1|DYAK	LOC115257375|XP_029712756.1|AEAL, LOC109402281|XP_029712737.1|AEAL
OG0001821	LOC6532093|XP_002092869.1|DYAK	LOC109403400|XP_019531769.2|AEAL, LOC109416718|XP_019546317.2|AEAL
OG0001822	LOC6531730|XP_002092520.1|DYAK	LOC115257411|XP_029712850.1|AEAL, LOC109400004|XP_029713728.1|AEAL
OG0001823	LOC6533669|XP_002094375.1|DYAK	LOC109424401|XP_029707750.1|AEAL, LOC109422303|XP_029715437.1|AEAL
OG0001824	LOC6526447|XP_002087566.1|DYAK	LOC109422321|XP_029708139.1|AEAL, LOC109422323|XP_019552557.2|AEAL
OG0001825	LOC6530918|XP_039228589.1|DYAK	LOC109422356|XP_029716853.1|AEAL, LOC109424454|XP_029729597.1|AEAL, LOC115253932|XP_029708231.1|AEAL
OG0001826	LOC6529359|XP_002090364.1|DYAK	LOC109418552|XP_019548303.2|AEAL, LOC109413115|XP_019542377.1|AEAL
OG0001827	LOC6531696|XP_015051490.1|DYAK	LOC115270966|XP_029736200.1|AEAL, LOC109431039|XP_029721513.1|AEAL, LOC109431059|XP_029721511.1|AEAL
OG0001828	LOC6524613|XP_002100470.1|DYAK	LOC115262623|XP_029720893.1|AEAL, LOC109408612|XP_029720923.1|AEAL
OG0001829	LOC6530195|XP_002091133.1|DYAK	LOC109432645|XP_029731426.1|AEAL, LOC109432643|XP_029730715.1|AEAL
OG0001830	LOC6531758|XP_002092548.1|DYAK	LOC109409849|XP_019538883.2|AEAL, LOC109397143|XP_019525028.2|AEAL
OG0001832	LOC6524003|XP_015045421.1|DYAK	LOC109426386|XP_019557431.1|AEAL
OG0001833	LOC6531931|XP_002092717.2|DYAK	LOC109433537|XP_019565520.2|AEAL, LOC109410618|XP_019539685.2|AEAL
OG0001834	LOC6537260|XP_002097818.1|DYAK	LOC109427461|XP_029729550.1|AEAL, LOC109621246|XP_019933270.1|AEAL
OG0001848	LOC26535568|XP_039233334.1|DYAK	LOC109402165|XP_029729861.1|AEAL
OG0001849	LOC6538812|XP_002099325.1|DYAK	LOC115254180|XP_029729865.1|AEAL, LOC109413229|XP_019542501.1|AEAL, LOC109402168|XP_019530343.2|AEAL
OG0001850	LOC6523746|XP_039232891.1|DYAK	LOC109424982|XP_029730262.1|AEAL, LOC115256417|XP_029710788.1|AEAL
OG0001851	LOC6523728|XP_039232878.1|DYAK	LOC115256846|XP_029711724.1|AEAL, LOC109415375|XP_019544793.2|AEAL
OG0001852	LOC6532234|XP_039229372.1|DYAK	LOC109415425|XP_019544842.2|AEAL, LOC115256958|XP_029712027.1|AEAL, LOC109431149|XP_019562899.2|AEAL
OG0001853	LOC6538383|XP_039231982.1|DYAK	LOC109415434|XP_029710602.1|AEAL, LOC109431096|XP_029711858.1|AEAL, LOC115253608|XP_029712024.1|AEAL
OG0001854	LOC6524813|XP_002100655.2|DYAK	LOC109431144|XP_019562885.2|AEAL, LOC115256550|XP_029711142.1|AEAL, LOC109415668|XP_019545133.2|AEAL, LOC115256346|XP_029710532.1|AEAL
OG0001855	LOC6531359|XP_002092162.1|DYAK	LOC109415799|XP_029711289.1|AEAL, LOC109431186|XP_019562945.2|AEAL
OG0001856	LOC6525264|XP_002101100.1|DYAK	LOC109405106|XP_029711085.1|AEAL, LOC115253933|XP_029708261.1|AEAL, LOC115254725|XP_029708270.1|AEAL
OG0001857	LOC6526091|XP_002101908.1|DYAK	LOC115256654|XP_029711379.1|AEAL, LOC109415228|XP_029712291.1|AEAL, LOC109415232|XP_019544663.2|AEAL, LOC109428357|XP_019559620.2|AEAL
OG0001858	LOC6525823|XP_002101643.1|DYAK	LOC109415216|XP_019544649.2|AEAL
OG0001859	LOC6526196|XP_002102005.1|DYAK	LOC109428400|XP_019559669.2|AEAL
OG0001860	LOC6534246|XP_002094928.1|DYAK	LOC109428442|XP_019559752.2|AEAL, LOC109398212|XP_029733532.1|AEAL, LOC109419713|XP_029709809.1|AEAL
OG0001861	LOC6538349|XP_002098874.1|DYAK	LOC109406620|XP_019535252.2|AEAL
OG0001862	LOC6526135|XP_002101952.2|DYAK	LOC109427518|XP_029724754.1|AEAL
OG0001863	LOC6524650|XP_002100507.1|DYAK	LOC109427521|XP_019558620.2|AEAL
OG0001864	LOC6537274|XP_015048245.1|DYAK	LOC115254223|XP_029733336.1|AEAL, LOC109432605|XP_029733213.1|AEAL, LOC109397194|XP_029733212.1|AEAL
OG0001865	LOC6525601|XP_002101436.1|DYAK	LOC115256567|XP_029711183.1|AEAL, LOC109422009|XP_019552197.2|AEAL
OG0001866	LOC6536913|XP_015048008.1|DYAK	LOC115253434|XP_029710773.1|AEAL, LOC109422004|XP_029710719.1|AEAL
OG0001867	LOC6534316|XP_015050569.1|DYAK	LOC109398400|XP_029711747.1|AEAL, LOC109400382|XP_029711825.1|AEAL
OG0001868	LOC6529230|XP_039228821.1|DYAK	LOC109400390|XP_029711140.1|AEAL, LOC109400389|XP_029711145.1|AEAL
OG0001869	LOC6535871|XP_039231370.1|DYAK	LOC109398394|XP_019526285.2|AEAL
OG0001870	LOC6525489|XP_002101324.1|DYAK	LOC109409419|XP_019538408.2|AEAL
OG0001871	LOC6525014|XP_002100853.1|DYAK	LOC115269531|XP_029734178.1|AEAL, LOC109432952|XP_019564851.2|AEAL
OG0001872	LOC6538886|XP_039231533.1|DYAK	LOC115256094|XP_029710212.1|AEAL, LOC109414074|XP_019543355.1|AEAL, LOC115256107|XP_029710225.1|AEAL, LOC115256114|XP_029710230.1|AEAL
OG0001873	LOC6535251|XP_002095907.1|DYAK	LOC109423066|XP_029708369.1|AEAL, LOC109432367|XP_029717740.1|AEAL
OG0001874	LOC6538608|XP_002099130.1|DYAK	LOC115260613|XP_029717505.1|AEAL, LOC109422822|XP_019553257.1|AEAL, LOC115269510|XP_029734156.1|AEAL, LOC109400926|XP_019528958.1|AEAL
OG0001875	LOC6538944|XP_002099448.1|DYAK	LOC115253646|XP_029717688.1|AEAL, LOC109418647|XP_019548413.2|AEAL, LOC109424966|XP_019555707.2|AEAL
OG0001876	LOC6524873|XP_002100713.1|DYAK	LOC109431404|XP_019563168.2|AEAL, LOC109427742|XP_019558881.2|AEAL
OG0001877	LOC6524375|XP_002100233.1|DYAK	LOC109431400|XP_019563162.2|AEAL
OG0001878	LOC6536954|XP_015048029.1|DYAK	LOC109427648|XP_019558761.1|AEAL, LOC109431461|XP_019563212.2|AEAL, LOC115260727|XP_029717840.1|AEAL
OG0001879	LOC6538602|XP_002099124.2|DYAK	LOC109412137|XP_029718070.1|AEAL
OG0001880	LOC6535639|XP_002096267.1|DYAK	LOC109423238|XP_029722766.1|AEAL, LOC115263687|XP_029722772.1|AEAL
OG0001881	LOC6535952|XP_002096568.2|DYAK	LOC115259336|XP_029715725.1|AEAL, LOC109425431|XP_029722818.1|AEAL, LOC109432222|XP_019564090.1|AEAL
OG0001882	LOC6538302|XP_002098829.1|DYAK	LOC109425436|XP_029713268.1|AEAL
OG0001883	LOC6537841|XP_015048540.1|DYAK	LOC115254336|XP_029707620.1|AEAL, LOC109400018|XP_029707622.1|AEAL, LOC109621537|XP_029729840.1|AEAL
OG0001884	LOC6535853|XP_002096472.2|DYAK	LOC109621577|XP_029707660.1|AEAL, LOC109400090|XP_029707704.1|AEAL
OG0001885	LOC6527341|XP_002088433.1|DYAK	LOC109417009|XP_019546681.1|AEAL, LOC115268493|XP_029732375.1|AEAL, LOC109410420|XP_029732455.1|AEAL
OG0001886	LOC6536352|XP_002096934.1|DYAK	LOC109621241|XP_019931226.2|AEAL, LOC115254326|XP_029707604.1|AEAL
OG0001887	LOC6529342|XP_002090347.1|DYAK	LOC109621594|XP_029712567.1|AEAL, LOC109400116|XP_029707630.1|AEAL, LOC115254331|XP_029707615.1|AEAL
OG0001888	LOC6535378|XP_015047097.1|DYAK	LOC109621572|XP_029707618.1|AEAL, LOC109400059|XP_029707624.1|AEAL
OG0001889	LOC6525245|XP_002101082.1|DYAK	LOC115254338|XP_029707623.1|AEAL, LOC109621599|XP_019931227.2|AEAL
OG0001890	LOC6539743|XP_002086623.1|DYAK	LOC109400055|XP_029707687.1|AEAL, LOC109621568|XP_019931180.1|AEAL
OG0001891	LOC6535791|XP_015047354.2|DYAK	LOC115263765|XP_029722962.1|AEAL, LOC109408875|XP_029714159.1|AEAL
OG0001892	LOC6539976|XP_002086851.1|DYAK	LOC109415405|XP_029713552.1|AEAL, LOC109430367|XP_029713471.1|AEAL
OG0001893	LOC6538289|XP_002098816.1|DYAK	LOC109425394|XP_019556223.2|AEAL, LOC109403247|XP_019531575.2|AEAL
OG0001894	LOC6528488|XP_002089534.1|DYAK	LOC109425384|XP_019556182.1|AEAL
OG0001895	LOC6523748|XP_015046915.2|DYAK	LOC109425480|XP_029715881.1|AEAL, LOC115259479|XP_029715924.1|AEAL
OG0001896	LOC6539265|XP_039227277.1|DYAK	LOC109417800|XP_019547520.2|AEAL
OG0001897	LOC6536486|XP_002097064.1|DYAK	LOC109400400|XP_029715817.1|AEAL, LOC115259546|XP_029716087.1|AEAL
OG0001898	LOC6524832|XP_002100674.1|DYAK	LOC109412726|XP_029716094.1|AEAL, LOC115259620|XP_029716232.1|AEAL
OG0001899	LOC6535610|XP_039231329.1|DYAK	LOC115259724|XP_029716360.1|AEAL, LOC109425332|XP_029716066.1|AEAL, LOC109419787|XP_029716052.1|AEAL, LOC115259537|XP_029716057.1|AEAL
OG0001900	LOC6540283|XP_039229939.1|DYAK	LOC109399427|XP_019527418.2|AEAL, LOC109401200|XP_029716045.1|AEAL
OG0001901	LOC6527061|XP_039226320.1|DYAK	LOC115259753|XP_029716400.1|AEAL, LOC115259491|XP_029715955.1|AEAL, LOC109433664|XP_029715952.1|AEAL
OG0001902	LOC26536261|XP_039233618.1|DYAK	LOC109623088|XP_029716374.1|AEAL, LOC109408327|XP_029716075.1|AEAL
OG0001903	LOC6535277|XP_002095933.1|DYAK	LOC109416357|XP_029730197.1|AEAL, LOC109430031|XP_029730181.1|AEAL
OG0001904	LOC6538205|XP_002098733.1|DYAK	LOC115267136|XP_029729837.1|AEAL, LOC115254184|XP_029730179.1|AEAL, LOC109416360|XP_029730196.1|AEAL
OG0001905	LOC6525046|XP_002100885.1|DYAK	LOC109430002|XP_019561560.1|AEAL, LOC115254109|XP_029722555.1|AEAL, LOC109416397|XP_019545979.1|AEAL
OG0001906	LOC6535875|XP_039232664.1|DYAK	LOC109415284|XP_029733766.1|AEAL
OG0001907	LOC26534649|XP_039233759.1|DYAK	LOC109402413|XP_029717987.1|AEAL, LOC115260811|XP_029717990.1|AEAL, LOC115253590|XP_029732774.1|AEAL, LOC109405455|XP_029717118.1|AEAL
OG0001908	LOC6538234|XP_002098761.1|DYAK	LOC109402383|XP_019530593.2|AEAL, LOC109405481|XP_019534114.2|AEAL
OG0001909	LOC6525276|XP_039230950.1|DYAK	LOC115264185|XP_029723480.1|AEAL, LOC115264180|XP_029723474.1|AEAL
OG0001910	LOC6536467|XP_002097048.1|DYAK	LOC115264208|XP_029723558.1|AEAL, LOC109424847|XP_019555590.2|AEAL, LOC109424846|XP_019555589.2|AEAL
OG0001911	LOC6536724|XP_015047916.1|DYAK	LOC115264073|XP_029723238.1|AEAL, LOC115264215|XP_029723579.1|AEAL, LOC109404189|XP_029723593.1|AEAL
OG0001913	LOC6527170|XP_002088264.1|DYAK	LOC109398444|XP_029716388.1|AEAL, LOC109412883|XP_019542083.2|AEAL, LOC109406187|XP_029712296.1|AEAL
OG0001914	LOC6538752|XP_015049010.1|DYAK	LOC109403972|XP_029723600.1|AEAL, LOC109432032|XP_029723667.1|AEAL
OG0001915	LOC6532504|XP_002093250.1|DYAK	LOC109401727|XP_019529866.2|AEAL, LOC115265368|XP_029725984.1|AEAL
OG0001916	LOC6530996|XP_002091834.1|DYAK	LOC109406055|XP_019534675.2|AEAL
OG0001917	LOC6533358|XP_015049945.1|DYAK	LOC109621842|XP_019931580.2|AEAL
OG0001918	LOC6532956|XP_002093691.2|DYAK	LOC109621708|XP_019931404.2|AEAL, LOC109410373|XP_019539468.2|AEAL
OG0001919	LOC6531557|XP_002092355.1|DYAK	LOC109622547|XP_019932500.2|AEAL, LOC109622551|XP_019932504.2|AEAL
OG0001920	LOC6532221|XP_002092994.1|DYAK	LOC109409370|XP_029726254.1|AEAL
OG0001921	LOC6529944|XP_002090899.1|DYAK	LOC109409346|XP_019538345.2|AEAL
OG0001922	LOC6531734|XP_015051535.1|DYAK	LOC109423373|XP_029727575.1|AEAL
OG0001924	LOC6540553|XP_039226247.1|DYAK	LOC109418091|XP_029726738.1|AEAL
OG0001925	LOC6533039|XP_002093774.2|DYAK	LOC109418125|XP_019547870.2|AEAL
OG0001926	LOC6532725|XP_002093467.1|DYAK	LOC109418925|XP_029726695.1|AEAL
OG0001927	LOC6530105|XP_002091051.1|DYAK	LOC115255803|XP_029709804.1|AEAL, LOC109418995|XP_019548772.2|AEAL
OG0001928	LOC6533605|XP_015050185.1|DYAK	LOC109419715|XP_019549530.1|AEAL, LOC115255816|XP_029709858.1|AEAL
OG0001929	LOC6533598|XP_039230382.1|DYAK	LOC109419707|XP_029733516.1|AEAL, LOC109398542|XP_029709818.1|AEAL
OG0001930	LOC6531068|XP_002091902.2|DYAK	LOC115269199|XP_029733510.1|AEAL, LOC109398290|XP_029709834.1|AEAL
OG0001932	LOC6533658|XP_039229966.1|DYAK	LOC109420217|XP_029725826.1|AEAL
OG0001933	LOC6531269|XP_002092078.1|DYAK, LOC6531628|XP_002092425.1|DYAK	LOC115260243|XP_029717033.1|AEAL, LOC109420186|XP_019550057.1|AEAL
OG0001934	LOC6533592|XP_002094300.3|DYAK	LOC115256192|XP_029710312.1|AEAL, LOC109397354|XP_029732959.1|AEAL, LOC115265331|XP_029725777.1|AEAL, LOC109420259|XP_019550143.2|AEAL
OG0001935	LOC6539512|XP_002086400.2|DYAK	LOC109402593|XP_029725685.1|AEAL, LOC109416472|XP_019546090.2|AEAL
OG0001937	LOC6530498|XP_039227875.1|DYAK	LOC115265680|XP_029727500.1|AEAL, LOC109426918|XP_029725651.1|AEAL, LOC115265295|XP_029725645.1|AEAL
OG0001938	LOC6529293|XP_002090298.1|DYAK	LOC109406574|XP_029712396.1|AEAL, LOC109427172|XP_029725594.1|AEAL
OG0001939	LOC6530724|XP_039228706.1|DYAK	LOC115265670|XP_029727485.1|AEAL, LOC109426632|XP_019557705.2|AEAL, LOC115267288|XP_029730062.1|AEAL, LOC109426633|XP_019557706.2|AEAL
OG0001940	LOC6528475|XP_002089521.2|DYAK	LOC115262279|XP_029720540.1|AEAL, LOC109417793|XP_019547501.2|AEAL
OG0001941	LOC6532224|XP_039229587.1|DYAK	LOC109417821|XP_019547543.1|AEAL
OG0001942	LOC6528335|XP_015054422.1|DYAK	LOC109409388|XP_019538407.2|AEAL, LOC109426708|XP_029725442.1|AEAL
OG0001943	LOC6535087|XP_002095751.2|DYAK	LOC109426738|XP_019557820.2|AEAL, LOC109417931|XP_019547621.2|AEAL, LOC115258083|XP_029713946.1|AEAL
OG0001944	LOC6532190|XP_039229778.1|DYAK	LOC109407921|XP_029732346.1|AEAL, LOC109412279|XP_029723162.1|AEAL
OG0001945	LOC6528491|XP_039227640.1|DYAK	LOC109403681|XP_029735161.1|AEAL, LOC109407968|XP_029735104.1|AEAL
OG0001946	LOC6528442|XP_002089488.1|DYAK	LOC109407986|XP_029735117.1|AEAL, LOC115258365|XP_029714313.1|AEAL, LOC115270149|XP_029735148.1|AEAL
OG0001947	LOC6531199|XP_002092027.1|DYAK	LOC109403625|XP_029735146.1|AEAL, LOC109408086|XP_019536850.2|AEAL
OG0001948	LOC6525780|XP_002101601.1|DYAK	LOC109404954|XP_019533456.2|AEAL, LOC109400617|XP_019528652.2|AEAL
OG0001949	LOC6534684|XP_002095359.2|DYAK	LOC109399436|XP_029734823.1|AEAL
OG0001950	LOC6535420|XP_002096069.3|DYAK	LOC109400722|XP_029734811.1|AEAL, LOC109402722|XP_029715806.1|AEAL
OG0001951	LOC6531326|XP_002092130.3|DYAK	LOC109415818|XP_029725138.1|AEAL, LOC115253838|XP_029734706.1|AEAL
OG0001952	LOC6539140|XP_002086036.2|DYAK	LOC115269964|XP_029734662.1|AEAL, LOC109425698|XP_029734674.1|AEAL, LOC115269966|XP_029734671.1|AEAL
OG0001953	LOC6531602|XP_015051430.1|DYAK	LOC115254608|XP_029708080.1|AEAL, LOC115260123|XP_029716886.1|AEAL, LOC109430555|XP_019562174.2|AEAL
OG0001954	LOC6528877|XP_039227329.1|DYAK	LOC115256967|XP_029712039.1|AEAL, LOC109622630|XP_029712070.1|AEAL, LOC115263144|XP_029721928.1|AEAL
OG0001955	LOC6529399|XP_002090404.1|DYAK	LOC109415865|XP_019545356.1|AEAL, LOC109622715|XP_029712059.1|AEAL, LOC115256975|XP_029712053.1|AEAL
OG0001956	LOC6533384|XP_002094109.1|DYAK	LOC109415878|XP_029722428.1|AEAL, LOC109621282|XP_029722445.1|AEAL
OG0001957	LOC6530652|XP_039229198.1|DYAK	LOC109621247|XP_019933513.2|AEAL, LOC109430239|XP_019561832.1|AEAL, LOC109428867|XP_019560249.2|AEAL
OG0001958	LOC6531075|XP_039227943.1|DYAK	LOC115263373|XP_029722531.1|AEAL, LOC109416238|XP_029722308.1|AEAL, LOC115263375|XP_029722533.1|AEAL, LOC109407411|XP_029722231.1|AEAL
OG0001959	LOC6534803|XP_002095475.1|DYAK	LOC109424175|XP_029722127.1|AEAL, LOC109413562|XP_029721402.1|AEAL, LOC115260112|XP_029716867.1|AEAL
OG0001960	LOC6532382|XP_002093133.1|DYAK	LOC115263344|XP_029722501.1|AEAL, LOC115263179|XP_029721970.1|AEAL, LOC109430897|XP_029721968.1|AEAL
OG0001961	LOC6532125|XP_015051712.1|DYAK	LOC115259287|XP_029715676.1|AEAL, LOC109430942|XP_029730376.1|AEAL, LOC109431686|XP_029715644.1|AEAL
OG0001962	LOC6528487|XP_002089533.2|DYAK	LOC109430950|XP_019562611.2|AEAL, LOC109431714|XP_019563527.2|AEAL
OG0001963	LOC6534407|XP_002095085.1|DYAK	LOC109399513|XP_029714085.1|AEAL, LOC115254259|XP_029735711.1|AEAL, LOC109398045|XP_029714084.1|AEAL
OG0001964	LOC6533312|XP_015049897.1|DYAK	LOC115254260|XP_029735856.1|AEAL, LOC109408641|XP_029736020.1|AEAL, LOC109428978|XP_029730422.1|AEAL
OG0001966	LOC6535429|XP_015047154.1|DYAK	LOC109401032|XP_019529062.1|AEAL, LOC115270470|XP_029736064.1|AEAL, LOC109414964|XP_019544355.1|AEAL, LOC109415154|XP_019544586.2|AEAL
OG0001967	LOC6530671|XP_002091569.1|DYAK	LOC109424271|XP_029719648.1|AEAL, LOC109428709|XP_029735262.1|AEAL, LOC115270173|XP_029735276.1|AEAL
OG0001968	LOC6533617|XP_002094324.1|DYAK	LOC115265043|XP_029725102.1|AEAL, LOC115269721|XP_029734406.1|AEAL, LOC115269719|XP_029734401.1|AEAL, LOC109428738|XP_019560109.2|AEAL
OG0001969	LOC6528440|XP_039227163.1|DYAK	LOC115270213|XP_029735333.1|AEAL, LOC115270240|XP_029735367.1|AEAL
OG0001970	LOC6531332|XP_002092136.1|DYAK	LOC115254256|XP_029735450.1|AEAL, LOC115270264|XP_029735393.1|AEAL, LOC109423800|XP_019554378.1|AEAL, LOC109430605|XP_019562214.2|AEAL
OG0001971	LOC6530847|XP_002091728.2|DYAK	LOC109423676|XP_019554218.2|AEAL, LOC115269757|XP_029734441.1|AEAL
OG0001972	LOC6539198|XP_002086099.1|DYAK, LOC26535449|XP_039226542.1|DYAK, LOC26534781|XP_039226541.1|DYAK, LOC26536421|XP_015045273.1|DYAK	LOC109423751|XP_029735575.1|AEAL, LOC109414256|XP_029735556.1|AEAL
OG0001973	LOC6531836|XP_015051570.1|DYAK	LOC109423655|XP_029715596.1|AEAL, LOC115259212|XP_029715591.1|AEAL
OG0001974	LOC6528742|XP_002089777.1|DYAK	LOC109408899|XP_019537814.2|AEAL, LOC115266575|XP_029728811.1|AEAL
OG0001975	LOC6533525|XP_002094235.1|DYAK	LOC109416689|XP_019546295.2|AEAL, LOC115266655|XP_029729044.1|AEAL, LOC109416512|XP_029729043.1|AEAL
OG0001976	LOC6530182|XP_002091120.1|DYAK	LOC115254758|XP_029708288.1|AEAL, LOC115266635|XP_029729004.1|AEAL, LOC109414979|XP_029728942.1|AEAL, LOC109415142|XP_029728995.1|AEAL
OG0001977	LOC6527054|XP_002088147.2|DYAK	LOC109427863|XP_029728530.1|AEAL, LOC115259071|XP_029715442.1|AEAL, LOC115259143|XP_029715519.1|AEAL, LOC115258928|XP_029715307.1|AEAL, LOC109428168|XP_029717224.1|AEAL
OG0001978	LOC6529426|XP_002090430.1|DYAK	LOC109433268|XP_019565239.1|AEAL, LOC109424444|XP_019555108.1|AEAL, LOC115259303|XP_029715695.1|AEAL
OG0001979	LOC6526899|XP_002087998.1|DYAK	LOC109420083|XP_019549936.1|AEAL
OG0001980	LOC6526245|XP_002087369.1|DYAK	LOC109412016|XP_019541205.1|AEAL, LOC109407960|XP_019536713.2|AEAL
OG0001982	LOC26536130|XP_015045256.1|DYAK	LOC115255682|XP_029709646.1|AEAL, LOC109432886|XP_029712419.1|AEAL, LOC109401423|XP_019529520.1|AEAL
OG0001983	LOC26535169|XP_039233278.1|DYAK	LOC109433074|XP_029711242.1|AEAL, LOC109411297|XP_029711472.1|AEAL
OG0001984	LOC6528057|XP_002089124.1|DYAK	LOC109433083|XP_019565019.2|AEAL
OG0001985	LOC6527881|XP_002088953.2|DYAK	LOC109621803|XP_029724949.1|AEAL, LOC109404203|XP_029724890.1|AEAL
OG0001986	LOC6527040|XP_002088133.1|DYAK	LOC115264922|XP_029724857.1|AEAL, LOC109414034|XP_029724875.1|AEAL, LOC115253903|XP_029724936.1|AEAL
OG0001987	LOC6523823|XP_002099698.1|DYAK	LOC109428779|XP_019560166.2|AEAL, LOC115253803|XP_029733997.1|AEAL
OG0001988	LOC6531647|XP_002092444.1|DYAK	LOC115258948|XP_029715326.1|AEAL, LOC109409322|XP_029721659.1|AEAL, LOC109419104|XP_029715310.1|AEAL
OG0001989	LOC6526343|XP_002087465.2|DYAK	LOC115258621|XP_029714772.1|AEAL, LOC109419107|XP_029721665.1|AEAL, LOC109409319|XP_029714703.1|AEAL
OG0001990	LOC6527134|XP_002088228.1|DYAK	LOC109419108|XP_029715128.1|AEAL, LOC109409361|XP_029715193.1|AEAL, LOC115262912|XP_029721672.1|AEAL
OG0001991	LOC26535090|XP_039233244.1|DYAK	LOC115269124|XP_029733393.1|AEAL, LOC109397556|XP_029715197.1|AEAL
OG0001992	LOC6527363|XP_002088455.2|DYAK	LOC115258833|XP_029715127.1|AEAL, LOC109397539|XP_029714675.1|AEAL
OG0001993	LOC6527086|XP_002088179.1|DYAK	LOC115258581|XP_029714677.1|AEAL, LOC115258553|XP_029714578.1|AEAL, LOC109397524|XP_019525370.1|AEAL
OG0001994	LOC6535809|XP_015047365.1|DYAK	LOC109405873|XP_019534477.2|AEAL, LOC109407201|XP_019535726.2|AEAL
OG0001995	LOC6529718|XP_002090711.1|DYAK	LOC115258769|XP_029715029.1|AEAL, LOC109405703|XP_019534308.2|AEAL, LOC109410201|XP_029730241.1|AEAL
OG0001996	LOC6528156|XP_039226650.1|DYAK	LOC109417642|XP_029709337.1|AEAL, LOC115255414|XP_029709383.1|AEAL, LOC115255422|XP_029709410.1|AEAL
OG0001997	LOC6532109|XP_002092885.1|DYAK	LOC115255375|XP_029709277.1|AEAL, LOC115253948|XP_029709288.1|AEAL, LOC109417687|XP_019547293.2|AEAL
OG0001998	LOC6532111|XP_002092887.2|DYAK	LOC115253946|XP_029709239.1|AEAL, LOC109416929|XP_029709253.1|AEAL, LOC109417691|XP_019547307.2|AEAL
OG0001999	LOC6528880|XP_039227334.1|DYAK	LOC109417772|XP_029709100.1|AEAL
OG0002000	LOC6527699|XP_002088783.1|DYAK	LOC109415253|XP_029709033.1|AEAL
OG0002001	LOC6529556|XP_002090553.3|DYAK	LOC109419931|XP_029708900.1|AEAL, LOC115255157|XP_029708909.1|AEAL
OG0002002	LOC6530107|XP_002091053.1|DYAK	LOC109419878|XP_019549708.2|AEAL, LOC109420708|XP_019550709.2|AEAL
OG0002003	LOC6527799|XP_015053817.1|DYAK	LOC109414247|XP_029736327.1|AEAL, LOC115253939|XP_029708865.1|AEAL, LOC109420697|XP_019550692.1|AEAL
OG0002004	LOC6529453|XP_015052357.1|DYAK	LOC109420660|XP_019550626.2|AEAL
OG0002005	LOC6528940|XP_039227391.1|DYAK	LOC109420492|XP_029708637.1|AEAL, LOC109419733|XP_029708643.1|AEAL
OG0002006	LOC6526937|XP_015053526.1|DYAK	LOC115269356|XP_029733865.1|AEAL, LOC109420302|XP_029732976.1|AEAL, LOC109419769|XP_029708609.1|AEAL, LOC115255044|XP_029708632.1|AEAL
OG0002007	LOC6527706|XP_015053783.1|DYAK	LOC115261019|XP_029718245.1|AEAL, LOC109430154|XP_019561731.1|AEAL
OG0002008	LOC6523751|XP_039233120.1|DYAK	LOC109430176|XP_029727434.1|AEAL
OG0002009	LOC6531729|XP_002092519.1|DYAK	LOC109427576|XP_019558699.2|AEAL, LOC109432855|XP_019564749.2|AEAL, LOC115268908|XP_029732979.1|AEAL
OG0002010	LOC120320428|XP_015053007.1|DYAK	LOC109427591|XP_029727422.1|AEAL, LOC109621901|XP_019931649.2|AEAL
OG0002011	LOC6529799|XP_002090783.1|DYAK	LOC109431006|XP_019562675.2|AEAL, LOC115265222|XP_029725363.1|AEAL, LOC115266443|XP_029728532.1|AEAL, LOC109421438|XP_029727014.1|AEAL, LOC109432536|XP_019564411.2|AEAL
OG0002012	LOC6528173|XP_002089236.3|DYAK	LOC109423927|XP_019554535.1|AEAL, LOC109404813|XP_019533310.1|AEAL
OG0002013	LOC6529671|XP_039228207.1|DYAK	LOC109423906|XP_029727280.1|AEAL, LOC109404819|XP_029727242.1|AEAL
OG0002014	LOC6530702|XP_002091593.1|DYAK	LOC109421536|XP_029727097.1|AEAL
OG0002015	LOC6526909|XP_002088008.1|DYAK	LOC109421342|XP_019551395.1|AEAL, LOC109432570|XP_029726915.1|AEAL
OG0002016	LOC6528674|XP_039227534.1|DYAK	LOC109415848|XP_029720051.1|AEAL
OG0002017	LOC6527190|XP_002088284.1|DYAK	LOC109416795|XP_029720043.1|AEAL, LOC109402508|XP_029732812.1|AEAL
OG0002018	LOC6527085|XP_002088178.2|DYAK	LOC109429591|XP_029719953.1|AEAL, LOC115254140|XP_029724789.1|AEAL
OG0002019	LOC6527378|XP_002088470.1|DYAK	LOC109429555|XP_019561077.2|AEAL
OG0002020	LOC6529711|XP_002090704.1|DYAK	LOC109415452|XP_019544873.2|AEAL
OG0002021	LOC6530672|XP_002091570.1|DYAK	LOC109398549|XP_029720118.1|AEAL
