Orthogroup	DYAK.longest_only	DSUB.longest_only
OG0001908	LOC6538234|XP_002098761.1|DYAK	LOC117898742|XP_034664255.1|DSUB
OG0001909	LOC6525276|XP_039230950.1|DYAK	LOC117903254|XP_034671047.1|DSUB, LOC117892177|XP_034654152.1|DSUB
OG0001910	LOC6536467|XP_002097048.1|DYAK	LOC117897101|XP_034661635.1|DSUB
OG0001911	LOC6536724|XP_015047916.1|DYAK	LOC117898578|XP_034663990.1|DSUB
OG0001912	LOC6530493|XP_002091408.1|DYAK	LOC117890941|XP_034651967.1|DSUB
OG0001913	LOC6527170|XP_002088264.1|DYAK	LOC117900444|XP_034666705.1|DSUB
OG0001914	LOC6538752|XP_015049010.1|DYAK	LOC117899561|XP_034665546.1|DSUB
OG0001915	LOC6532504|XP_002093250.1|DYAK	LOC117893120|XP_034655456.1|DSUB
OG0001916	LOC6530996|XP_002091834.1|DYAK	LOC117892488|XP_034654645.1|DSUB
OG0001917	LOC6533358|XP_015049945.1|DYAK	LOC117895868|XP_034659732.1|DSUB
OG0001918	LOC6532956|XP_002093691.2|DYAK	LOC117895361|XP_034658835.1|DSUB
OG0001919	LOC6531557|XP_002092355.1|DYAK	LOC117889971|XP_034650428.1|DSUB
OG0001920	LOC6532221|XP_002092994.1|DYAK	LOC117893390|XP_034655877.1|DSUB
OG0001921	LOC6529944|XP_002090899.1|DYAK	LOC117890827|XP_034651795.1|DSUB
OG0001922	LOC6531734|XP_015051535.1|DYAK	LOC117890768|XP_034651728.1|DSUB
OG0001923	LOC6533257|XP_039229400.1|DYAK	LOC117894937|XP_034658131.1|DSUB
OG0001924	LOC6540553|XP_039226247.1|DYAK	LOC117901474|XP_034668128.1|DSUB
OG0001925	LOC6533039|XP_002093774.2|DYAK	LOC117893026|XP_034655275.1|DSUB
OG0001926	LOC6532725|XP_002093467.1|DYAK	LOC117895815|XP_034659632.1|DSUB
OG0001927	LOC6530105|XP_002091051.1|DYAK	LOC117892373|XP_034654474.1|DSUB
OG0001928	LOC6533605|XP_015050185.1|DYAK	LOC117895448|XP_034659006.1|DSUB
OG0001929	LOC6533598|XP_039230382.1|DYAK	LOC117895375|XP_034658854.1|DSUB
OG0001930	LOC6531068|XP_002091902.2|DYAK	LOC117891627|XP_034653056.1|DSUB
OG0001931	LOC6533659|XP_002094365.2|DYAK	LOC117893678|XP_034656258.1|DSUB
OG0001932	LOC6533658|XP_039229966.1|DYAK	LOC117894899|XP_034658081.1|DSUB
OG0001933	LOC6531269|XP_002092078.1|DYAK, LOC6531628|XP_002092425.1|DYAK	LOC117891167|XP_034652381.1|DSUB
OG0001934	LOC6533592|XP_002094300.3|DYAK	LOC117893756|XP_034656382.1|DSUB
OG0001935	LOC6539512|XP_002086400.2|DYAK	LOC117894503|XP_034657504.1|DSUB
OG0001937	LOC6530498|XP_039227875.1|DYAK	LOC117889850|XP_034650235.1|DSUB
OG0001938	LOC6529293|XP_002090298.1|DYAK	LOC117890759|XP_034651711.1|DSUB
OG0001939	LOC6530724|XP_039228706.1|DYAK	LOC117892698|XP_034655000.1|DSUB
OG0001940	LOC6528475|XP_002089521.2|DYAK	LOC117891824|XP_034653454.1|DSUB
OG0001941	LOC6532224|XP_039229587.1|DYAK	LOC117894716|XP_034657789.1|DSUB
OG0001942	LOC6528335|XP_015054422.1|DYAK	LOC117891427|XP_034652789.1|DSUB
OG0001943	LOC6535087|XP_002095751.2|DYAK	LOC117894507|XP_034657507.1|DSUB
OG0001944	LOC6532190|XP_039229778.1|DYAK	LOC117892914|XP_034655118.1|DSUB
OG0001945	LOC6528491|XP_039227640.1|DYAK	LOC117890052|XP_034650574.1|DSUB
OG0001946	LOC6528442|XP_002089488.1|DYAK	LOC117890335|XP_034651018.1|DSUB
OG0001947	LOC6531199|XP_002092027.1|DYAK	LOC117890224|XP_034650852.1|DSUB
OG0001948	LOC6525780|XP_002101601.1|DYAK	LOC117901550|XP_034668242.1|DSUB
OG0001949	LOC6534684|XP_002095359.2|DYAK	LOC117893647|XP_034656227.1|DSUB
OG0001950	LOC6535420|XP_002096069.3|DYAK	LOC117898212|XP_034663326.1|DSUB
OG0001951	LOC6531326|XP_002092130.3|DYAK	LOC117892224|XP_034654214.1|DSUB
OG0001952	LOC6539140|XP_002086036.2|DYAK	LOC117891075|XP_034652143.1|DSUB
OG0001953	LOC6531602|XP_015051430.1|DYAK	LOC117890937|XP_034651961.1|DSUB
OG0001954	LOC6528877|XP_039227329.1|DYAK	LOC117890484|XP_034651259.1|DSUB
OG0001955	LOC6529399|XP_002090404.1|DYAK	LOC117892032|XP_034653847.1|DSUB
OG0001956	LOC6533384|XP_002094109.1|DYAK	LOC117894134|XP_034656919.1|DSUB
OG0001957	LOC6530652|XP_039229198.1|DYAK	LOC117892187|XP_034654165.1|DSUB
OG0001958	LOC6531075|XP_039227943.1|DYAK	LOC117890259|XP_034650901.1|DSUB
OG0001959	LOC6534803|XP_002095475.1|DYAK	LOC117894683|XP_034657752.1|DSUB
OG0001960	LOC6532382|XP_002093133.1|DYAK	LOC117895693|XP_034659429.1|DSUB
OG0001961	LOC6532125|XP_015051712.1|DYAK	LOC117891071|XP_034652135.1|DSUB
OG0001962	LOC6528487|XP_002089533.2|DYAK	LOC117890236|XP_034650866.1|DSUB
OG0001963	LOC6534407|XP_002095085.1|DYAK	LOC117893795|XP_034656430.1|DSUB
OG0001964	LOC6533312|XP_015049897.1|DYAK	LOC117894115|XP_034656885.1|DSUB
OG0001965	LOC6533205|XP_002093931.2|DYAK	LOC117895647|XP_034659321.1|DSUB
OG0001966	LOC6535429|XP_015047154.1|DYAK	LOC117896172|XP_034660144.1|DSUB
OG0001967	LOC6530671|XP_002091569.1|DYAK	LOC117892169|XP_034654127.1|DSUB
OG0001968	LOC6533617|XP_002094324.1|DYAK	LOC117893806|XP_034656444.1|DSUB
OG0001969	LOC6528440|XP_039227163.1|DYAK	LOC117890949|XP_034651981.1|DSUB
OG0001970	LOC6531332|XP_002092136.1|DYAK	LOC117892432|XP_034654560.1|DSUB
OG0001971	LOC6530847|XP_002091728.2|DYAK	LOC117890685|XP_034651563.1|DSUB
OG0001972	LOC6539198|XP_002086099.1|DYAK, LOC26535449|XP_039226542.1|DYAK, LOC26534781|XP_039226541.1|DYAK, LOC26536421|XP_015045273.1|DYAK	LOC117891322|XP_034652628.1|DSUB
OG0001973	LOC6531836|XP_015051570.1|DYAK	LOC117891082|XP_034652153.1|DSUB
OG0001974	LOC6528742|XP_002089777.1|DYAK	LOC117890658|XP_034651520.1|DSUB
OG0001975	LOC6533525|XP_002094235.1|DYAK	LOC117895346|XP_034658818.1|DSUB
OG0001976	LOC6530182|XP_002091120.1|DYAK	LOC117890022|XP_034650527.1|DSUB
OG0001977	LOC6527054|XP_002088147.2|DYAK	LOC117902592|XP_034669982.1|DSUB
OG0001978	LOC6529426|XP_002090430.1|DYAK	LOC117899992|XP_034666052.1|DSUB
OG0001979	LOC6526899|XP_002087998.1|DYAK	LOC117902588|XP_034669978.1|DSUB
OG0001980	LOC6526245|XP_002087369.1|DYAK	LOC117900088|XP_034666187.1|DSUB
OG0001981	LOC6528158|XP_002089223.1|DYAK	LOC117901284|XP_034667868.1|DSUB
OG0001982	LOC26536130|XP_015045256.1|DYAK	LOC117900743|XP_034667112.1|DSUB
OG0001983	LOC26535169|XP_039233278.1|DYAK	LOC117902277|XP_034669436.1|DSUB
OG0001984	LOC6528057|XP_002089124.1|DYAK	LOC117901733|XP_034668506.1|DSUB
OG0001985	LOC6527881|XP_002088953.2|DYAK	LOC117902369|XP_034669576.1|DSUB
OG0001986	LOC6527040|XP_002088133.1|DYAK	LOC117900513|XP_034666799.1|DSUB
OG0001987	LOC6523823|XP_002099698.1|DYAK	LOC117903105|XP_034670817.1|DSUB
OG0001988	LOC6531647|XP_002092444.1|DYAK	LOC117890711|XP_034651639.1|DSUB
OG0001989	LOC6526343|XP_002087465.2|DYAK	LOC117900618|XP_034666936.1|DSUB
OG0001990	LOC6527134|XP_002088228.1|DYAK	LOC117902304|XP_034669477.1|DSUB
OG0001991	LOC26535090|XP_039233244.1|DYAK	LOC117901751|XP_034668528.1|DSUB
OG0001992	LOC6527363|XP_002088455.2|DYAK	LOC117900288|XP_034666491.1|DSUB
OG0001993	LOC6527086|XP_002088179.1|DYAK	LOC117899982|XP_034666038.1|DSUB
OG0001994	LOC6535809|XP_015047365.1|DYAK	LOC117899659|XP_034665733.1|DSUB
OG0001995	LOC6529718|XP_002090711.1|DYAK	LOC117900760|XP_034667133.1|DSUB
OG0001997	LOC6532109|XP_002092885.1|DYAK	LOC117891440|XP_034652807.1|DSUB
OG0001998	LOC6532111|XP_002092887.2|DYAK	LOC117891438|XP_034652803.1|DSUB
OG0001999	LOC6528880|XP_039227334.1|DYAK	LOC117890291|XP_034650947.1|DSUB
OG0002000	LOC6527699|XP_002088783.1|DYAK	LOC117900356|XP_034666595.1|DSUB
OG0002001	LOC6529556|XP_002090553.3|DYAK	LOC117900167|XP_034666300.1|DSUB
OG0002002	LOC6530107|XP_002091053.1|DYAK	LOC117897968|XP_034662970.1|DSUB
OG0002003	LOC6527799|XP_015053817.1|DYAK	LOC117902123|XP_034669138.1|DSUB
OG0002004	LOC6529453|XP_015052357.1|DYAK	LOC117901464|XP_034668117.1|DSUB
OG0002005	LOC6528940|XP_039227391.1|DYAK	LOC117902822|XP_034670340.1|DSUB
OG0002006	LOC6526937|XP_015053526.1|DYAK	LOC117902704|XP_034670142.1|DSUB
OG0002007	LOC6527706|XP_015053783.1|DYAK	LOC117902344|XP_034669535.1|DSUB
OG0002008	LOC6523751|XP_039233120.1|DYAK	LOC117902972|XP_034670521.1|DSUB
OG0002009	LOC6531729|XP_002092519.1|DYAK	LOC117890742|XP_034651687.1|DSUB
OG0002010	LOC120320428|XP_015053007.1|DYAK	LOC117902121|XP_034669136.1|DSUB
OG0002011	LOC6529799|XP_002090783.1|DYAK	LOC117902616|XP_034670018.1|DSUB
OG0002012	LOC6528173|XP_002089236.3|DYAK	LOC117901946|XP_034668809.1|DSUB
OG0002013	LOC6529671|XP_039228207.1|DYAK	LOC117901606|XP_034668313.1|DSUB
OG0002014	LOC6530702|XP_002091593.1|DYAK	LOC117891658|XP_034653104.1|DSUB
OG0002015	LOC6526909|XP_002088008.1|DYAK	LOC117902551|XP_034669880.1|DSUB
OG0002016	LOC6528674|XP_039227534.1|DYAK	LOC117892019|XP_034653803.1|DSUB
OG0002017	LOC6527190|XP_002088284.1|DYAK	LOC117901516|XP_034668179.1|DSUB
OG0002018	LOC6527085|XP_002088178.2|DYAK	LOC117899980|XP_034666036.1|DSUB
OG0002019	LOC6527378|XP_002088470.1|DYAK	LOC117900905|XP_034667356.1|DSUB
OG0002020	LOC6529711|XP_002090704.1|DYAK	LOC117902663|XP_034670083.1|DSUB
OG0002021	LOC6530672|XP_002091570.1|DYAK	LOC117892168|XP_034654126.1|DSUB
OG0002022	LOC6529253|XP_002090258.2|DYAK	LOC117900084|XP_034666180.1|DSUB
OG0002023	LOC6536902|XP_002097471.1|DYAK	LOC117896942|XP_034661377.1|DSUB
OG0002024	LOC6528008|XP_002089075.1|DYAK	LOC117901112|XP_034667636.1|DSUB
OG0002025	LOC6527267|XP_002088361.2|DYAK	LOC117900975|XP_034667452.1|DSUB
OG0002026	LOC6539337|XP_002086229.2|DYAK, LOC6540168|XP_039230565.1|DYAK	LOC117893776|XP_034656406.1|DSUB
OG0002027	LOC6531277|XP_002092086.1|DYAK	LOC117891803|XP_034653369.1|DSUB
OG0002028	LOC6531905|XP_039228916.1|DYAK	LOC117889888|XP_034650288.1|DSUB
OG0002029	LOC6533085|XP_002093817.1|DYAK	LOC117895020|XP_034658279.1|DSUB
OG0002030	LOC6532080|XP_002092857.1|DYAK	LOC117892212|XP_034654203.1|DSUB
OG0002031	LOC6529887|XP_015052449.1|DYAK	LOC117891148|XP_034652291.1|DSUB
OG0002032	LOC6535903|XP_002096519.2|DYAK	LOC117898836|XP_034664401.1|DSUB
OG0002033	LOC6525098|XP_039233354.1|DYAK	LOC117891884|XP_034653576.1|DSUB
OG0002034	LOC6523902|XP_039233412.1|DYAK	LOC117890122|XP_034650695.1|DSUB
OG0002035	LOC6536239|XP_002096828.1|DYAK	LOC117897094|XP_034661629.1|DSUB
OG0002036	LOC6536455|XP_002097036.2|DYAK	LOC117899019|XP_034664669.1|DSUB
OG0002037	LOC6532943|XP_002093678.1|DYAK	LOC117895048|XP_034658317.1|DSUB
OG0002038	LOC6535769|XP_002096392.1|DYAK	LOC117896740|XP_034661096.1|DSUB
OG0002039	LOC26535238|XP_015044598.1|DYAK	LOC117896931|XP_034661362.1|DSUB
OG0002040	LOC26534948|XP_039231392.1|DYAK	LOC117896068|XP_034659981.1|DSUB
OG0002041	LOC6528625|XP_002089668.1|DYAK	LOC117890015|XP_034650507.1|DSUB
OG0002042	LOC6536064|XP_002096674.2|DYAK	LOC117898900|XP_034664473.1|DSUB
OG0002043	LOC6537523|XP_002098069.2|DYAK	LOC117897483|XP_034662237.1|DSUB
OG0002044	LOC6537781|XP_015048507.1|DYAK	LOC117898252|XP_034663390.1|DSUB
OG0002045	LOC6536232|XP_015047616.2|DYAK	LOC117898809|XP_034664352.1|DSUB
OG0002046	LOC6523757|XP_002099632.1|DYAK	LOC117899562|XP_034665591.1|DSUB
OG0002047	LOC6525186|XP_039227624.1|DYAK	LOC117903560|XP_034671653.1|DSUB
OG0002048	LOC6536787|XP_002097357.2|DYAK	LOC117899099|XP_034664771.1|DSUB
OG0002049	LOC6536642|XP_002097214.1|DYAK	LOC117899418|XP_034665299.1|DSUB
OG0002050	LOC6537135|XP_002097696.1|DYAK	LOC117896076|XP_034659997.1|DSUB
OG0002051	LOC6530283|XP_015052627.1|DYAK	LOC117890000|XP_034650478.1|DSUB, LOC117889999|XP_034650477.1|DSUB
OG0002052	LOC6535050|XP_002095714.1|DYAK	LOC117894506|XP_034657506.1|DSUB
OG0002053	LOC6536268|XP_002096854.3|DYAK	LOC117899489|XP_034665428.1|DSUB
OG0002054	LOC6537507|XP_002098053.1|DYAK	LOC117898538|XP_034663903.1|DSUB
OG0002055	LOC6536739|XP_002097311.1|DYAK	LOC117899269|XP_034665058.1|DSUB
OG0002056	LOC6533900|XP_002094600.1|DYAK	LOC117894445|XP_034657421.1|DSUB
OG0002057	LOC6527141|XP_002088235.1|DYAK	LOC117902326|XP_034669507.1|DSUB
OG0002058	LOC6532197|XP_002092971.2|DYAK	LOC117895112|XP_034658409.1|DSUB
OG0002059	LOC6538511|XP_002099033.1|DYAK	LOC117899236|XP_034665001.1|DSUB
OG0002060	LOC6530428|XP_002091344.1|DYAK	LOC117891905|XP_034653619.1|DSUB
OG0002061	LOC6531977|XP_039228520.1|DYAK	LOC117892160|XP_034654115.1|DSUB
OG0002062	LOC6526178|XP_002101988.1|DYAK	LOC117898414|XP_034663716.1|DSUB
OG0002063	LOC6524045|XP_002099914.1|DYAK	LOC117903406|XP_034671295.1|DSUB
OG0002064	LOC6532910|XP_002093646.1|DYAK	LOC117891619|XP_034653086.1|DSUB
OG0002065	LOC6533477|XP_015050047.1|DYAK	LOC117893068|XP_034655369.1|DSUB
OG0002066	LOC6537090|XP_015048107.1|DYAK	LOC117898239|XP_034663367.1|DSUB
OG0002067	LOC6531904|XP_002092690.1|DYAK	LOC117889889|XP_034650291.1|DSUB
OG0002068	LOC6531059|XP_002091893.1|DYAK	LOC117890591|XP_034651419.1|DSUB
OG0002069	LOC26535583|XP_039227618.1|DYAK, LOC26535361|XP_039227619.1|DYAK	LOC117900828|XP_034667227.1|DSUB
OG0002070	LOC6536569|XP_002097145.1|DYAK	LOC117899782|XP_034665946.1|DSUB
OG0002071	LOC6538625|XP_002099147.1|DYAK	LOC117896277|XP_034660371.1|DSUB
OG0002072	LOC6531491|XP_002092290.1|DYAK	LOC117891709|XP_034653194.1|DSUB
OG0002073	LOC6534167|XP_039230319.1|DYAK	LOC117893204|XP_034655610.1|DSUB
OG0002074	LOC6530489|XP_015052689.1|DYAK	LOC117891502|XP_034652883.1|DSUB
OG0002075	LOC26534725|XP_015054544.1|DYAK	LOC117901480|XP_034668140.1|DSUB
OG0002076	LOC6531741|XP_015051537.1|DYAK	LOC117891292|XP_034652576.1|DSUB
OG0002077	LOC6532326|XP_015049281.1|DYAK	LOC117892907|XP_034655107.1|DSUB
OG0002078	LOC6529896|XP_015052506.1|DYAK	LOC117891508|XP_034652893.1|DSUB
OG0002079	LOC6539416|XP_002086307.1|DYAK	LOC117894775|XP_034657892.1|DSUB
OG0002080	LOC6531685|XP_002092476.2|DYAK	LOC117890199|XP_034650797.1|DSUB
OG0002081	LOC6532011|XP_002092790.1|DYAK	LOC117889736|XP_034650051.1|DSUB
OG0002082	LOC6531363|XP_015051280.1|DYAK	LOC117892102|XP_034653992.1|DSUB
OG0002083	LOC6524407|XP_039233701.1|DYAK	LOC117890108|XP_034650669.1|DSUB
OG0002084	LOC6531809|XP_002092596.1|DYAK	LOC117892095|XP_034653982.1|DSUB
OG0002085	LOC6531616|XP_015051442.1|DYAK	LOC117889876|XP_034650275.1|DSUB
OG0002086	LOC6530589|XP_039228145.1|DYAK	LOC117892099|XP_034653987.1|DSUB
OG0002087	LOC26535083|XP_039229464.1|DYAK	LOC117894398|XP_034657295.1|DSUB
OG0002088	LOC6534765|XP_015050822.2|DYAK	LOC117895201|XP_034658572.1|DSUB
OG0002089	LOC6528639|XP_002089681.1|DYAK	LOC117890845|XP_034651820.1|DSUB
OG0002090	LOC6533973|XP_002094668.1|DYAK	LOC117893368|XP_034655852.1|DSUB
OG0002091	LOC6532018|XP_002092796.1|DYAK	LOC117890105|XP_034650662.1|DSUB
OG0002092	LOC6535038|XP_002095703.1|DYAK	LOC117893223|XP_034655649.1|DSUB
OG0002093	LOC6530515|XP_002091430.2|DYAK	LOC117891986|XP_034653754.1|DSUB
OG0002094	LOC6531917|XP_002092703.1|DYAK	LOC117892625|XP_034654868.1|DSUB
OG0002095	LOC6525160|XP_002100998.1|DYAK	LOC117898528|XP_034663892.1|DSUB
OG0002096	LOC6530395|XP_002091321.1|DYAK	LOC117891048|XP_034652109.1|DSUB
OG0002097	LOC6528783|XP_015054260.1|DYAK	LOC117891379|XP_034652706.1|DSUB
OG0002099	LOC6536208|XP_002096799.1|DYAK	LOC117897119|XP_034661663.1|DSUB
OG0002100	LOC6539578|XP_015045092.1|DYAK	LOC117895551|XP_034659145.1|DSUB
OG0002101	LOC6528582|XP_039227584.1|DYAK	LOC117892686|XP_034654981.1|DSUB
OG0002102	LOC6530817|XP_039228948.1|DYAK	LOC117892493|XP_034654650.1|DSUB, LOC117896110|XP_034660059.1|DSUB
OG0002103	LOC6536201|XP_002096792.1|DYAK	LOC117899203|XP_034664966.1|DSUB
OG0002105	LOC6526385|XP_002087504.1|DYAK	LOC117902743|XP_034670217.1|DSUB
OG0002106	LOC6536214|XP_002096805.2|DYAK	LOC117896995|XP_034661446.1|DSUB
OG0002107	LOC6527179|XP_002088273.1|DYAK	LOC117900363|XP_034666603.1|DSUB
OG0002108	LOC6537460|XP_002098016.3|DYAK	LOC117899389|XP_034665264.1|DSUB, LOC117899390|XP_034665265.1|DSUB
OG0002109	LOC6538990|XP_002099492.1|DYAK, LOC26536065|XP_015049153.2|DYAK	LOC117897601|XP_034662450.1|DSUB
OG0002110	LOC6534974|XP_002095644.1|DYAK, LOC6527525|XP_002088615.1|DYAK	LOC117902762|XP_034670246.1|DSUB
OG0002111	LOC6527791|XP_002088864.1|DYAK	LOC117901906|XP_034668763.1|DSUB
OG0002113	LOC6535435|XP_002096084.1|DYAK	LOC117897191|XP_034661782.1|DSUB
OG0002114	LOC6538824|XP_002099337.2|DYAK, LOC6538823|XP_002099336.1|DYAK	LOC117898852|XP_034664420.1|DSUB
OG0002115	LOC6531572|XP_002092370.1|DYAK, LOC6531573|XP_002092371.2|DYAK	LOC117891272|XP_034652538.1|DSUB
OG0002116	LOC6529792|XP_002090776.1|DYAK	LOC117902630|XP_034670041.1|DSUB
OG0002116	LOC6532369|XP_002093121.2|DYAK	LOC117894558|XP_034657573.1|DSUB
OG0002117	LOC6530938|XP_002091780.1|DYAK	LOC117903163|XP_034670898.1|DSUB
OG0002118	LOC26535507|XP_039229577.1|DYAK, LOC26535881|XP_039233327.1|DYAK, LOC26535306|XP_039229578.1|DYAK	LOC117896930|XP_034661360.1|DSUB
OG0002119	LOC6538611|XP_002099133.1|DYAK	LOC117898437|XP_034663729.1|DSUB
OG0002120	LOC6523764|XP_002099639.1|DYAK	LOC117902913|XP_034670367.1|DSUB
OG0002121	LOC6538069|XP_002098604.1|DYAK	LOC117899072|XP_034664731.1|DSUB
OG0002123	LOC6526902|XP_002088001.1|DYAK	LOC117901593|XP_034668295.1|DSUB
OG0002124	LOC6525786|XP_039230038.1|DYAK	LOC117901561|XP_034668253.1|DSUB
OG0002125	LOC6530472|XP_002091388.1|DYAK	LOC117892365|XP_034654465.1|DSUB
OG0002126	LOC6534736|XP_039229725.1|DYAK	LOC117893450|XP_034655960.1|DSUB
OG0002127	LOC6525688|XP_015046410.1|DYAK	LOC117895686|XP_034659409.1|DSUB
OG0002128	LOC6525803|XP_015046503.1|DYAK	LOC117899646|XP_034665717.1|DSUB
OG0002129	LOC6535609|XP_002096237.3|DYAK	LOC117899645|XP_034665712.1|DSUB
OG0002130	LOC120321193|XP_039229116.1|DYAK	LOC117889591|XP_034649892.1|DSUB
OG0002131	LOC6535548|XP_002096177.1|DYAK	LOC117899284|XP_034665084.1|DSUB
OG0002132	LOC6527972|XP_002089039.1|DYAK	LOC117902283|XP_034669447.1|DSUB
OG0002133	LOC6524529|XP_002100386.1|DYAK	LOC117894226|XP_034657036.1|DSUB
OG0002134	LOC6525705|XP_002101527.1|DYAK	LOC117900524|XP_034666813.1|DSUB, LOC117903728|XP_034671971.1|DSUB
OG0002135	LOC6525363|XP_015046261.1|DYAK	LOC117903769|XP_034672073.1|DSUB
OG0002136	LOC6537975|XP_002098512.1|DYAK	LOC117897574|XP_034662417.1|DSUB
OG0002137	LOC6538799|XP_002099312.1|DYAK	LOC117898424|XP_034663703.1|DSUB
OG0002138	LOC6525732|XP_002101554.1|DYAK	LOC117892612|XP_034654857.1|DSUB
OG0002139	LOC6524282|XP_002100144.2|DYAK	LOC117892757|XP_034655076.1|DSUB
OG0002140	LOC6525236|XP_002101074.1|DYAK	LOC117890820|XP_034651786.1|DSUB
OG0002141	LOC6535215|XP_002095874.1|DYAK	LOC117897162|XP_034661724.1|DSUB
OG0002142	LOC6535287|XP_002095943.1|DYAK	LOC117897430|XP_034662159.1|DSUB
OG0002143	LOC6526392|XP_015053387.1|DYAK	LOC117901625|XP_034668345.1|DSUB
OG0002144	LOC6523773|XP_015046967.1|DYAK	LOC117902962|XP_034670501.1|DSUB
OG0002145	LOC6535778|XP_039231645.1|DYAK	LOC117897926|XP_034662900.1|DSUB
OG0002146	LOC6535289|XP_002095945.1|DYAK	LOC117896134|XP_034660091.1|DSUB
OG0002147	LOC6526028|XP_039226048.1|DYAK	LOC117892351|XP_034654449.1|DSUB
OG0002148	LOC6532815|XP_002093552.1|DYAK	LOC117894910|XP_034658098.1|DSUB
OG0002149	LOC6523753|XP_002099628.1|DYAK	LOC117902973|XP_034670525.1|DSUB
OG0002150	LOC6524788|XP_002100632.1|DYAK	LOC117903596|XP_034671726.1|DSUB
OG0002151	LOC6527133|XP_002088227.2|DYAK	LOC117902310|XP_034669483.1|DSUB
OG0002152	LOC6535569|XP_039232554.1|DYAK	LOC117897052|XP_034661535.1|DSUB
OG0002153	LOC6538026|XP_002098561.1|DYAK	LOC117897013|XP_034661476.1|DSUB
OG0002154	LOC120321172|XP_039228938.1|DYAK	LOC117889590|XP_034649891.1|DSUB
OG0002155	LOC6538940|XP_002099444.1|DYAK	LOC117897836|XP_034662791.1|DSUB
OG0002156	LOC6535184|XP_002095846.1|DYAK	LOC117894045|XP_034656787.1|DSUB
OG0002157	LOC6536916|XP_002097485.2|DYAK	LOC117896500|XP_034660738.1|DSUB
OG0002158	LOC6531060|XP_002091894.1|DYAK	LOC117890592|XP_034651420.1|DSUB
OG0002159	LOC6531820|XP_002092607.1|DYAK	LOC117891626|XP_034653055.1|DSUB
OG0002160	LOC6535958|XP_002096574.3|DYAK	LOC117898072|XP_034663138.1|DSUB
OG0002161	LOC6535632|XP_002096260.1|DYAK	LOC117898446|XP_034663744.1|DSUB
OG0002162	LOC6536491|XP_002097069.2|DYAK	LOC117899425|XP_034665311.1|DSUB
OG0002163	LOC6524107|XP_002099971.1|DYAK	LOC117903556|XP_034671651.1|DSUB, LOC117900180|XP_034666317.1|DSUB
OG0002164	LOC6538491|XP_002099013.1|DYAK	LOC117897737|XP_034662664.1|DSUB
OG0002165	LOC6529491|XP_002090493.1|DYAK	LOC117898395|XP_034663644.1|DSUB
OG0002166	LOC6527431|XP_002088523.1|DYAK	LOC117899955|XP_034666000.1|DSUB
OG0002167	LOC6530977|XP_039228567.1|DYAK	LOC117891412|XP_034652750.1|DSUB
OG0002168	LOC6531907|XP_039228915.1|DYAK	LOC117890443|XP_034651165.1|DSUB
OG0002169	LOC6532510|XP_002093256.1|DYAK	LOC117893745|XP_034656370.1|DSUB
OG0002170	LOC6523705|XP_002099582.1|DYAK	LOC117902998|XP_034670612.1|DSUB
OG0002171	LOC6538796|XP_039232717.1|DYAK	LOC117898473|XP_034663795.1|DSUB
OG0002172	LOC6537851|XP_002098392.1|DYAK	LOC117897921|XP_034662896.1|DSUB
OG0002173	LOC6527201|XP_002088295.1|DYAK	LOC117899986|XP_034666046.1|DSUB
OG0002174	LOC6537304|XP_002097862.1|DYAK	LOC117897972|XP_034662974.1|DSUB
OG0002175	LOC6537305|XP_002097863.1|DYAK	LOC117897973|XP_034662975.1|DSUB
OG0002176	LOC6535640|XP_002096268.1|DYAK	LOC117897569|XP_034662403.1|DSUB
OG0002177	LOC6536718|XP_002097290.1|DYAK	LOC117898603|XP_034664043.1|DSUB
OG0002178	LOC6538300|XP_002098827.1|DYAK	LOC117896323|XP_034660445.1|DSUB
OG0002179	LOC6538575|XP_002099097.2|DYAK	LOC117897708|XP_034662621.1|DSUB
OG0002180	LOC6538875|XP_002099379.3|DYAK	LOC117897087|XP_034661616.1|DSUB
OG0002181	LOC6525926|XP_002101746.1|DYAK	LOC117903835|XP_034672178.1|DSUB
OG0002182	LOC6535980|XP_039231818.1|DYAK	LOC117897379|XP_034662072.1|DSUB
OG0002183	LOC6530967|XP_002091805.1|DYAK	LOC117892646|XP_034654892.1|DSUB
OG0002184	LOC6537350|XP_002097907.1|DYAK	LOC117896648|XP_034660986.1|DSUB
OG0002185	LOC6537189|XP_039231668.1|DYAK	LOC117898257|XP_034663403.1|DSUB
OG0002186	LOC6528074|XP_002089141.1|DYAK	LOC117901770|XP_034668558.1|DSUB
OG0002187	LOC6537759|XP_002098300.1|DYAK	LOC117897931|XP_034662912.1|DSUB
OG0002188	LOC6531965|XP_002092751.1|DYAK	LOC117889846|XP_034650230.1|DSUB
OG0002189	LOC120322354|XP_039233329.1|DYAK, LOC120322241|XP_039233226.1|DYAK, LOC26535209|XP_015044760.1|DYAK	LOC117897881|XP_034662847.1|DSUB
OG0002190	LOC6538808|XP_002099321.1|DYAK	LOC117895963|XP_034659808.1|DSUB
OG0002191	LOC6534746|XP_002095421.1|DYAK	LOC117894650|XP_034657714.1|DSUB
OG0002192	LOC6534204|XP_002094887.1|DYAK	LOC117895883|XP_034659774.1|DSUB
OG0002193	LOC6536514|XP_002097091.1|DYAK	LOC117898322|XP_034663531.1|DSUB
OG0002194	LOC6538254|XP_002098781.1|DYAK	LOC117898552|XP_034663927.1|DSUB
