Orthogroup	DYAK.longest_only	CPIP.longest_only
OG0002554	LOC120322002|XP_039232474.1|DYAK	LOC120422047|XP_039441307.1|CPIP
OG0002555	LOC6524109|XP_002099973.1|DYAK	LOC120422043|XP_039441302.1|CPIP
OG0002556	LOC6528066|XP_002089133.1|DYAK	LOC120428285|XP_039449527.1|CPIP
OG0002557	LOC6524607|XP_002100464.1|DYAK	LOC120424694|XP_039444807.1|CPIP
OG0002558	LOC6537930|XP_002098470.1|DYAK	LOC120431230|XP_039452304.1|CPIP
OG0002559	LOC26535787|XP_039231833.1|DYAK	LOC120424517|XP_039444607.1|CPIP
OG0002560	LOC6535870|XP_002096486.1|DYAK	LOC120431686|XP_039452734.1|CPIP, LOC120431594|XP_039452635.1|CPIP
OG0002561	LOC6535652|XP_039231460.1|DYAK	LOC120430612|XP_039451643.1|CPIP, LOC120426028|XP_039446641.1|CPIP
OG0002562	LOC6525015|XP_002100854.1|DYAK	LOC120412825|XP_039429369.1|CPIP, LOC120412847|XP_039429407.1|CPIP
OG0002563	LOC6525624|XP_002101459.2|DYAK	LOC120412477|XP_039428903.1|CPIP
OG0002564	LOC6538887|XP_002099391.1|DYAK	LOC120416427|XP_039434115.1|CPIP
OG0002565	LOC6536323|XP_002096907.1|DYAK	LOC120427023|XP_039447777.1|CPIP
OG0002566	LOC6535550|XP_039231411.1|DYAK	LOC120416234|XP_039433865.1|CPIP
OG0002567	LOC6525487|XP_002101322.1|DYAK	LOC120419614|XP_039438288.1|CPIP
OG0002568	LOC6536269|XP_002096855.1|DYAK	LOC120417031|XP_039434908.1|CPIP
OG0002569	LOC6539734|XP_002086618.1|DYAK	LOC120426178|XP_039446852.1|CPIP
OG0002570	LOC6535585|XP_002096213.2|DYAK	LOC120415640|XP_039433171.1|CPIP
OG0002571	LOC6535583|XP_002096211.2|DYAK	LOC120415616|XP_039433145.1|CPIP
OG0002572	LOC6530865|XP_039228434.1|DYAK	LOC120415599|XP_039433126.1|CPIP
OG0002573	LOC6539924|XP_002086800.1|DYAK	LOC120416904|XP_039434735.1|CPIP
OG0002574	LOC6535553|XP_002096182.2|DYAK	LOC120424521|XP_039444612.1|CPIP
OG0002575	LOC6537372|XP_015048301.2|DYAK	LOC120426457|XP_039447153.1|CPIP
OG0002576	LOC6539101|XP_015045307.1|DYAK	LOC120429941|XP_039450973.1|CPIP
OG0002577	LOC6534336|XP_015050578.1|DYAK	LOC120423741|XP_039443587.1|CPIP
OG0002578	LOC6526827|XP_002087928.1|DYAK	LOC120423864|XP_039443747.1|CPIP, LOC120422129|XP_039441438.1|CPIP
OG0002579	LOC6527333|XP_002088425.1|DYAK	LOC120416321|XP_039433977.1|CPIP, LOC120426395|XP_039447083.1|CPIP, LOC120421585|XP_039440751.1|CPIP
OG0002580	LOC6530060|XP_002091006.1|DYAK	LOC120419940|XP_039438771.1|CPIP
OG0002581	LOC6537954|XP_039232112.1|DYAK	LOC120430904|XP_039451960.1|CPIP, LOC120426433|XP_039447131.1|CPIP
OG0002582	LOC6536416|XP_002096998.2|DYAK	LOC120424945|XP_039445188.1|CPIP
OG0002583	LOC6536505|XP_039232201.1|DYAK	LOC120431534|XP_039452560.1|CPIP
OG0002584	LOC6534966|XP_002095636.1|DYAK	LOC120429239|XP_039450384.1|CPIP
OG0002585	LOC6534967|XP_002095637.1|DYAK	LOC120429241|XP_039450386.1|CPIP
OG0002586	LOC6535631|XP_002096259.2|DYAK	LOC120424947|XP_039445191.1|CPIP
OG0002587	LOC6536179|XP_002096770.2|DYAK	LOC120424943|XP_039445181.1|CPIP
OG0002588	LOC6536430|XP_002097012.1|DYAK	LOC120430740|XP_039451781.1|CPIP
OG0002589	LOC6538361|XP_002098885.2|DYAK	LOC120432026|XP_039453097.1|CPIP
OG0002590	LOC6524985|XP_002100825.1|DYAK	LOC120427371|XP_039448160.1|CPIP
OG0002591	LOC6538935|XP_002099439.1|DYAK	LOC120427702|XP_039448534.1|CPIP
OG0002592	LOC6538235|XP_002098762.3|DYAK	LOC120425500|XP_039445983.1|CPIP
OG0002593	LOC6538240|XP_039230951.1|DYAK	LOC120431907|XP_039452972.1|CPIP, LOC120425107|XP_039445435.1|CPIP
OG0002594	LOC6537363|XP_039232819.1|DYAK	LOC120425114|XP_039445451.1|CPIP
OG0002595	LOC6535633|XP_002096261.2|DYAK	LOC120427714|XP_039448547.1|CPIP
OG0002596	LOC6536968|XP_002097537.1|DYAK	LOC120425820|XP_039446367.1|CPIP
OG0002597	LOC6536488|XP_002097066.1|DYAK	LOC120428991|XP_039450063.1|CPIP
OG0002598	LOC6537819|XP_002098360.2|DYAK	LOC120431685|XP_039452737.1|CPIP
OG0002599	LOC6536415|XP_002096997.1|DYAK	LOC120417847|XP_039436002.1|CPIP, LOC120417845|XP_039436000.1|CPIP
OG0002600	LOC6528839|XP_002089871.1|DYAK	LOC120418746|XP_039437157.1|CPIP
OG0002601	LOC6535943|XP_002096559.1|DYAK	LOC120417218|XP_039435112.1|CPIP
OG0002602	LOC6538150|XP_002098684.1|DYAK	LOC120432523|XP_039453674.1|CPIP
OG0002603	LOC6538837|XP_039232018.1|DYAK	LOC120425734|XP_039446271.1|CPIP
OG0002604	LOC6538836|XP_039232019.1|DYAK	LOC120430225|XP_039451239.1|CPIP
OG0002605	LOC6536855|XP_002097424.1|DYAK	LOC120424504|XP_039444589.1|CPIP
OG0002606	LOC6536991|XP_039232260.1|DYAK	LOC120429673|XP_039450636.1|CPIP
OG0002607	LOC6539848|XP_002086731.1|DYAK	LOC120430689|XP_039451724.1|CPIP, LOC120430352|XP_039451386.1|CPIP
OG0002608	LOC6537071|XP_002097632.1|DYAK	LOC120421795|XP_039441001.1|CPIP
OG0002609	LOC6530210|XP_002091148.1|DYAK	LOC120424978|XP_039445269.1|CPIP
OG0002610	LOC6535908|XP_002096524.2|DYAK	LOC120416025|XP_039433624.1|CPIP, LOC120424223|XP_039444213.1|CPIP
OG0002611	LOC6536354|XP_002096936.1|DYAK	LOC120415982|XP_039433575.1|CPIP
OG0002612	LOC6535790|XP_002096413.1|DYAK	LOC120429001|XP_039450075.1|CPIP
OG0002613	LOC6538783|XP_015049029.1|DYAK	LOC120426741|XP_039447452.1|CPIP
OG0002614	LOC6538384|XP_002098908.2|DYAK	LOC120428666|XP_039449648.1|CPIP
OG0002615	LOC6533472|XP_002094183.1|DYAK	LOC120424028|XP_039443982.1|CPIP
OG0002616	LOC6538255|XP_002098782.1|DYAK	LOC120418324|XP_039436591.1|CPIP
OG0002617	LOC6536395|XP_002096977.1|DYAK	LOC120427249|XP_039448039.1|CPIP
OG0002618	LOC6535294|XP_002095950.1|DYAK	LOC120425377|XP_039445823.1|CPIP
OG0002619	LOC6536658|XP_002097230.3|DYAK	LOC120418340|XP_039436616.1|CPIP
OG0002620	LOC6538686|XP_002099205.2|DYAK	LOC120422574|XP_039441994.1|CPIP
OG0002621	LOC6537787|XP_002098328.1|DYAK	LOC120415772|XP_039433326.1|CPIP
OG0002622	LOC6535092|XP_002095756.1|DYAK	LOC120422820|XP_039442288.1|CPIP
OG0002623	LOC6536324|XP_039232699.1|DYAK	LOC120427893|XP_039448761.1|CPIP
OG0002624	LOC6537667|XP_002098212.1|DYAK	LOC120427895|XP_039448763.1|CPIP
OG0002625	LOC6537679|XP_002098224.3|DYAK	LOC120422150|XP_039441456.1|CPIP, LOC120427900|XP_039448774.1|CPIP
OG0002626	LOC6525383|XP_002101219.1|DYAK	LOC120415891|XP_039433469.1|CPIP, LOC120416109|XP_039433729.1|CPIP
OG0002628	LOC6537538|XP_039231014.1|DYAK	LOC120424277|XP_039444275.1|CPIP
OG0002629	LOC6536629|XP_039231889.1|DYAK	LOC120423418|XP_039443152.1|CPIP
OG0002630	LOC6537133|XP_015048156.1|DYAK	LOC120429640|XP_039450601.1|CPIP
OG0002631	LOC6538628|XP_002099150.1|DYAK	LOC120414273|XP_039431328.1|CPIP
OG0002632	LOC6537351|XP_002097908.1|DYAK	LOC120426681|XP_039447390.1|CPIP
OG0002633	LOC26535669|XP_015047220.1|DYAK	LOC120427258|XP_039448052.1|CPIP, LOC120427260|XP_039448053.1|CPIP
OG0002634	LOC6537324|XP_015048281.1|DYAK	LOC120427255|XP_039448047.1|CPIP
OG0002635	LOC6536442|XP_002097023.1|DYAK	LOC120431817|XP_039452870.1|CPIP
OG0002637	LOC6527344|XP_002088436.1|DYAK	LOC120427150|XP_039447942.1|CPIP
OG0002638	LOC6537965|XP_002098502.2|DYAK	LOC120423958|XP_039443875.1|CPIP, LOC120423965|XP_039443887.1|CPIP
OG0002640	LOC6537005|XP_002097574.1|DYAK	LOC120416816|XP_039434635.1|CPIP
OG0002641	LOC6537008|XP_039231343.1|DYAK	LOC120415779|XP_039433340.1|CPIP
OG0002642	LOC6537009|XP_002097578.1|DYAK	LOC120416858|XP_039434692.1|CPIP
OG0002643	LOC6537010|XP_015048067.1|DYAK	LOC120426245|XP_039446916.1|CPIP
OG0002644	LOC6537577|XP_002098123.1|DYAK	LOC120429545|XP_039450536.1|CPIP, LOC120430324|XP_039451359.1|CPIP
OG0002645	LOC6537571|XP_039231708.1|DYAK	LOC120425992|XP_039446584.1|CPIP, LOC120429013|XP_039450084.1|CPIP
OG0002646	LOC6538702|XP_002099217.1|DYAK	LOC120422018|XP_039441276.1|CPIP
OG0002647	LOC6536160|XP_002096760.1|DYAK	LOC120422019|XP_039441277.1|CPIP
OG0002648	LOC6535983|XP_039231963.1|DYAK	LOC120429627|XP_039450591.1|CPIP
OG0002649	LOC6537644|XP_015048453.1|DYAK	LOC120422584|XP_039442006.1|CPIP
OG0002650	LOC6536159|XP_002096759.1|DYAK	LOC120425422|XP_039445882.1|CPIP
OG0002651	LOC6537069|XP_002097630.1|DYAK	LOC120418745|XP_039437156.1|CPIP
OG0002652	LOC6535877|XP_015047428.1|DYAK	LOC120431087|XP_039452177.1|CPIP, LOC120430930|XP_039451984.1|CPIP
OG0002653	LOC6538173|XP_002098701.2|DYAK	LOC120426163|XP_039446815.1|CPIP
OG0002654	LOC6538170|XP_002098698.2|DYAK	LOC120426151|XP_039446803.1|CPIP
OG0002655	LOC6535788|XP_039232725.1|DYAK	LOC120424660|XP_039444768.1|CPIP
OG0002656	LOC6536946|XP_002097515.1|DYAK	LOC120424635|XP_039444736.1|CPIP
OG0002657	LOC6536441|XP_002097022.1|DYAK	LOC120421782|XP_039440984.1|CPIP
OG0002658	LOC6538980|XP_002099483.1|DYAK	LOC120421027|XP_039440095.1|CPIP
OG0002659	LOC6538140|XP_002098674.1|DYAK	LOC120423557|XP_039443339.1|CPIP
OG0002660	LOC6524647|XP_002100504.1|DYAK	LOC120425048|XP_039445354.1|CPIP
OG0002661	LOC6538182|XP_002098710.2|DYAK	LOC120422124|XP_039441431.1|CPIP
OG0002663	LOC6538751|XP_002099265.1|DYAK	LOC120423560|XP_039443345.1|CPIP, LOC120420998|XP_039440047.1|CPIP
OG0002664	LOC6529156|XP_002087365.1|DYAK	LOC120425361|XP_039445800.1|CPIP
OG0002665	LOC6528547|XP_002089592.2|DYAK	LOC120428081|XP_039448994.1|CPIP
OG0002666	LOC6528543|XP_039226501.1|DYAK	LOC120428067|XP_039448967.1|CPIP
OG0002667	LOC6528861|XP_002089893.1|DYAK	LOC120428075|XP_039448985.1|CPIP
OG0002668	LOC6532432|XP_015049345.1|DYAK	LOC120428389|XP_039449321.1|CPIP
OG0002669	LOC6527752|XP_002088832.1|DYAK	LOC120428404|XP_039449352.1|CPIP
OG0002670	LOC6533363|XP_002094088.1|DYAK	LOC120423027|XP_039442602.1|CPIP
OG0002671	LOC6533359|XP_015049948.1|DYAK	LOC120423009|XP_039442573.1|CPIP
OG0002672	LOC6530670|XP_015051867.1|DYAK	LOC120425495|XP_039445980.1|CPIP
OG0002673	LOC6531958|XP_002092744.1|DYAK	LOC120417387|XP_039435340.1|CPIP
OG0002674	LOC6528858|XP_002089890.1|DYAK	LOC120424178|XP_039444166.1|CPIP
OG0002675	LOC6533298|XP_002094024.1|DYAK	LOC120417803|XP_039435935.1|CPIP, LOC120417838|XP_039435991.1|CPIP
OG0002676	LOC6532105|XP_002092881.1|DYAK	LOC120422832|XP_039442303.1|CPIP
OG0002677	LOC6528404|XP_039226905.1|DYAK	LOC120427562|XP_039448375.1|CPIP, LOC120419770|XP_039438531.1|CPIP
OG0002678	LOC6529296|XP_002090301.1|DYAK	LOC120419487|XP_039438106.1|CPIP
OG0002679	LOC6531953|XP_015051635.1|DYAK	LOC120417396|XP_039435356.1|CPIP
OG0002680	LOC6523819|XP_002099694.2|DYAK	LOC120417129|XP_039435042.1|CPIP
OG0002681	LOC6530675|XP_015051862.1|DYAK	LOC120423185|XP_039442817.1|CPIP
OG0002682	LOC6532996|XP_002093731.1|DYAK	LOC120414203|XP_039431222.1|CPIP
OG0002684	LOC6539988|XP_002086859.1|DYAK	LOC120422649|XP_039442088.1|CPIP, LOC120431521|XP_039452552.1|CPIP
OG0002685	LOC6532307|XP_039230778.1|DYAK	LOC120425581|XP_039446088.1|CPIP
OG0002686	LOC6533510|XP_002094221.1|DYAK	LOC120413463|XP_039430234.1|CPIP
OG0002687	LOC6539445|XP_015045141.2|DYAK	LOC120426804|XP_039447526.1|CPIP
OG0002688	LOC6534362|XP_015050590.1|DYAK	LOC120432614|XP_039453795.1|CPIP
OG0002689	LOC6523986|XP_002099858.1|DYAK	LOC120427160|XP_039447956.1|CPIP
OG0002690	LOC6533680|XP_002094386.1|DYAK	LOC120426733|XP_039447445.1|CPIP
OG0002691	LOC6531736|XP_002092526.2|DYAK	LOC120426727|XP_039447435.1|CPIP
OG0002692	LOC6531976|XP_002092762.1|DYAK	LOC120427524|XP_039448328.1|CPIP
OG0002693	LOC6532414|XP_015049336.1|DYAK	LOC120427021|XP_039447779.1|CPIP
OG0002694	LOC6528890|XP_002089922.1|DYAK	LOC120426190|XP_039446833.1|CPIP
OG0002695	LOC6533098|XP_002093824.1|DYAK	LOC120422347|XP_039441678.1|CPIP
OG0002696	LOC6534439|XP_002095116.1|DYAK	LOC120430366|XP_039451404.1|CPIP
OG0002697	LOC6533369|XP_002094094.2|DYAK	LOC120429648|XP_039450608.1|CPIP, LOC120422430|XP_039441780.1|CPIP
OG0002698	LOC6533438|XP_039230033.1|DYAK	LOC120427232|XP_039448029.1|CPIP
OG0002699	LOC6533300|XP_002094026.1|DYAK	LOC120427234|XP_039448032.1|CPIP
OG0002700	LOC6534567|XP_039230667.1|DYAK	LOC120424884|XP_039445082.1|CPIP
OG0002701	LOC6531821|XP_002092608.2|DYAK	LOC120424878|XP_039445072.1|CPIP
OG0002702	LOC6531883|XP_002092670.1|DYAK	LOC120418858|XP_039437319.1|CPIP
OG0002703	LOC6529097|XP_039226298.1|DYAK	LOC120426789|XP_039447500.1|CPIP
OG0002704	LOC6530496|XP_002091411.1|DYAK	LOC120430332|XP_039451369.1|CPIP
OG0002705	LOC6533211|XP_002093937.2|DYAK	LOC120430033|XP_039451065.1|CPIP
OG0002706	LOC6529291|XP_002090296.1|DYAK	LOC120430090|XP_039451115.1|CPIP
OG0002707	LOC6532184|XP_015049201.1|DYAK	LOC120426683|XP_039447395.1|CPIP
OG0002708	LOC6535071|XP_002095735.2|DYAK	LOC120428338|XP_039449271.1|CPIP, LOC120418185|XP_039436420.1|CPIP
OG0002709	LOC6528717|XP_039227683.1|DYAK	LOC120429259|XP_039450408.1|CPIP
OG0002710	LOC6530725|XP_002091616.1|DYAK	LOC120429255|XP_039450405.1|CPIP
OG0002711	LOC6530727|XP_002091618.3|DYAK	LOC120429258|XP_039450407.1|CPIP
OG0002712	LOC6531179|XP_015051153.1|DYAK	LOC120417403|XP_039435376.1|CPIP
OG0002713	LOC6530080|XP_039229055.1|DYAK	LOC120423173|XP_039442790.1|CPIP
OG0002714	LOC6528473|XP_002089519.1|DYAK	LOC120421337|XP_039440444.1|CPIP
OG0002715	LOC6525606|XP_002101441.1|DYAK	LOC120420682|XP_039439712.1|CPIP
OG0002716	LOC6532136|XP_039228987.1|DYAK	LOC120412388|XP_039428760.1|CPIP
OG0002717	LOC6536222|XP_002096813.1|DYAK	LOC120426807|XP_039447525.1|CPIP
OG0002719	LOC6536547|XP_002097123.1|DYAK	LOC120413248|XP_039429911.1|CPIP
OG0002720	LOC6533034|XP_002093769.3|DYAK	LOC120413252|XP_039429914.1|CPIP
OG0002721	LOC6529680|XP_015052400.1|DYAK	LOC120413194|XP_039429843.1|CPIP
OG0002722	LOC6528728|XP_002089763.1|DYAK	LOC120413255|XP_039429918.1|CPIP
OG0002723	LOC6532097|XP_002092873.2|DYAK	LOC120413234|XP_039429897.1|CPIP
OG0002724	LOC6538687|XP_002099206.1|DYAK	LOC120413217|XP_039429872.1|CPIP
OG0002725	LOC6534919|XP_002095590.1|DYAK	LOC120413229|XP_039429889.1|CPIP
OG0002726	LOC6533530|XP_015050103.1|DYAK	LOC120413230|XP_039429891.1|CPIP
OG0002727	LOC6532809|XP_002093546.1|DYAK	LOC120413188|XP_039429836.1|CPIP
OG0002728	LOC6530088|XP_002091034.1|DYAK	LOC120418485|XP_039436857.1|CPIP
OG0002729	LOC6533654|XP_039230781.1|DYAK	LOC120418479|XP_039436851.1|CPIP
OG0002730	LOC6529910|XP_039229245.1|DYAK	LOC120424828|XP_039444983.1|CPIP
OG0002731	LOC6532245|XP_002093018.1|DYAK	LOC120424829|XP_039444990.1|CPIP, LOC120432514|XP_039453669.1|CPIP
OG0002732	LOC6530187|XP_002091125.2|DYAK	LOC120420120|XP_039439003.1|CPIP
OG0002733	LOC6531200|XP_002092028.1|DYAK	LOC120420098|XP_039438978.1|CPIP
OG0002734	LOC6539190|XP_015045271.1|DYAK	LOC120420064|XP_039438913.1|CPIP
OG0002735	LOC6528849|XP_015054240.1|DYAK	LOC120420072|XP_039438928.1|CPIP
OG0002736	LOC6528846|XP_002089878.2|DYAK	LOC120429148|XP_039450285.1|CPIP, LOC120432046|XP_039453112.1|CPIP
OG0002737	LOC6532588|XP_002093332.1|DYAK	LOC120429149|XP_039450288.1|CPIP
OG0002738	LOC6532879|XP_002093615.1|DYAK	LOC120416518|XP_039434168.1|CPIP
OG0002739	LOC6534860|XP_002095532.1|DYAK	LOC120418038|XP_039436217.1|CPIP
OG0002740	LOC6539717|XP_039229730.1|DYAK	LOC120418039|XP_039436219.1|CPIP
OG0002743	LOC6533491|XP_002094202.1|DYAK	LOC120420645|XP_039439659.1|CPIP, LOC120420668|XP_039439700.1|CPIP
OG0002744	LOC6534689|XP_002095364.2|DYAK	LOC120420664|XP_039439692.1|CPIP
OG0002745	LOC6532451|XP_002093198.1|DYAK	LOC120412399|XP_039428789.1|CPIP
OG0002746	LOC6531488|XP_002092287.1|DYAK	LOC120412396|XP_039428780.1|CPIP
OG0002747	LOC6535428|XP_002096077.1|DYAK	LOC120413449|XP_039430217.1|CPIP
OG0002748	LOC6531995|XP_002092781.1|DYAK	LOC120430122|XP_039451139.1|CPIP
OG0002749	LOC6532104|XP_002092880.1|DYAK	LOC120414614|XP_039431771.1|CPIP
OG0002750	LOC6530362|XP_002091288.2|DYAK	LOC120412588|XP_039429037.1|CPIP
OG0002751	LOC6528521|XP_039226313.1|DYAK	LOC120412603|XP_039429085.1|CPIP
OG0002752	LOC6528740|XP_002089775.1|DYAK	LOC120412893|XP_039429457.1|CPIP
OG0002753	LOC6531604|XP_002092401.1|DYAK	LOC120430653|XP_039451693.1|CPIP, LOC120412904|XP_039429470.1|CPIP
OG0002754	LOC6533226|XP_039230747.1|DYAK	LOC120420352|XP_039439282.1|CPIP
OG0002755	LOC6531056|XP_002091890.1|DYAK	LOC120416568|XP_039434235.1|CPIP
OG0002756	LOC6534821|XP_002095493.2|DYAK	LOC120416582|XP_039434251.1|CPIP
OG0002757	LOC6532523|XP_039230453.1|DYAK	LOC120419991|XP_039438807.1|CPIP
OG0002758	LOC6531187|XP_039228303.1|DYAK	LOC120414125|XP_039431088.1|CPIP
OG0002759	LOC6531209|XP_015051169.1|DYAK	LOC120414139|XP_039431107.1|CPIP
OG0002760	LOC6532148|XP_002092924.1|DYAK	LOC120414116|XP_039431077.1|CPIP
OG0002761	LOC6531019|XP_002091856.1|DYAK	LOC120414127|XP_039431090.1|CPIP
OG0002762	LOC6531084|XP_039228053.1|DYAK	LOC120414135|XP_039431099.1|CPIP
OG0002763	LOC6532645|XP_002093389.1|DYAK	LOC120418523|XP_039436893.1|CPIP
OG0002764	LOC6534304|XP_039229858.1|DYAK	LOC120418567|XP_039436944.1|CPIP
OG0002765	LOC6531154|XP_002091983.3|DYAK	LOC120432140|XP_039453206.1|CPIP, LOC120418524|XP_039436895.1|CPIP
OG0002766	LOC6531155|XP_002091984.1|DYAK	LOC120418535|XP_039436905.1|CPIP
OG0002767	LOC6531214|XP_002092042.2|DYAK	LOC120418550|XP_039436916.1|CPIP
OG0002768	LOC6531928|XP_002092714.1|DYAK	LOC120414500|XP_039431633.1|CPIP
OG0002769	LOC6530090|XP_002091036.1|DYAK	LOC120414445|XP_039431567.1|CPIP
OG0002770	LOC6526951|XP_002088047.1|DYAK	LOC120414444|XP_039431566.1|CPIP
OG0002771	LOC6533560|XP_039230314.1|DYAK	LOC120414454|XP_039431576.1|CPIP
OG0002772	LOC6533553|XP_002094263.2|DYAK	LOC120429025|XP_039450097.1|CPIP, LOC120426133|XP_039446770.1|CPIP
OG0002773	LOC6530049|XP_002090995.1|DYAK	LOC120417620|XP_039435668.1|CPIP
OG0002774	LOC6530603|XP_002091516.2|DYAK	LOC120416043|XP_039433633.1|CPIP
OG0002775	LOC6534342|XP_002095022.1|DYAK	LOC120413411|XP_039430150.1|CPIP
OG0002776	LOC6532587|XP_002093331.1|DYAK	LOC120413390|XP_039430120.1|CPIP
OG0002777	LOC6534408|XP_002095086.1|DYAK	LOC120420041|XP_039438877.1|CPIP
OG0002778	LOC6534410|XP_002095088.1|DYAK	LOC120420026|XP_039438859.1|CPIP
OG0002779	LOC6533306|XP_002094032.1|DYAK	LOC120420044|XP_039438884.1|CPIP
OG0002780	LOC6536102|XP_002096710.1|DYAK	LOC120422288|XP_039441613.1|CPIP
OG0002781	LOC6530453|XP_002091369.1|DYAK	LOC120423766|XP_039443614.1|CPIP
OG0002782	LOC6539697|XP_039230484.1|DYAK	LOC120423764|XP_039443612.1|CPIP, LOC120430032|XP_039451061.1|CPIP
OG0002783	LOC6532827|XP_002093564.1|DYAK	LOC120424972|XP_039445261.1|CPIP
OG0002784	LOC6531812|XP_002092599.1|DYAK	LOC120424981|XP_039445279.1|CPIP
OG0002785	LOC6535116|XP_002095779.1|DYAK	LOC120424480|XP_039444552.1|CPIP
OG0002786	LOC6534424|XP_002095102.1|DYAK	LOC120424487|XP_039444563.1|CPIP
OG0002787	LOC6533246|XP_002093972.1|DYAK	LOC120424483|XP_039444559.1|CPIP
OG0002788	LOC6533245|XP_002093971.1|DYAK	LOC120424486|XP_039444562.1|CPIP
OG0002789	LOC6539387|XP_002086279.2|DYAK	LOC120424502|XP_039444586.1|CPIP
OG0002790	LOC6533646|XP_002094352.1|DYAK, LOC6533647|XP_002094353.1|DYAK	LOC120423506|XP_039443281.1|CPIP
OG0002791	LOC6535007|XP_002095677.1|DYAK	LOC120431800|XP_039452853.1|CPIP, LOC120430108|XP_039451127.1|CPIP
OG0002792	LOC6530028|XP_002090974.1|DYAK	LOC120430128|XP_039451147.1|CPIP, LOC120430096|XP_039451118.1|CPIP
OG0002793	LOC6532552|XP_002093297.1|DYAK	LOC120412585|XP_039429032.1|CPIP
OG0002794	LOC6533091|XP_002093822.1|DYAK	LOC120412569|XP_039429014.1|CPIP
OG0002795	LOC6533192|XP_002093918.1|DYAK	LOC120412592|XP_039429056.1|CPIP
OG0002796	LOC6533124|XP_002093850.1|DYAK	LOC120420874|XP_039439928.1|CPIP, LOC120421792|XP_039440998.1|CPIP, LOC120428836|XP_039449887.1|CPIP
OG0002797	LOC6533649|XP_002094355.1|DYAK	LOC120418683|XP_039437080.1|CPIP
OG0002798	LOC6529607|XP_002090601.1|DYAK	LOC120419004|XP_039437509.1|CPIP
OG0002799	LOC6532294|XP_002093054.1|DYAK	LOC120418990|XP_039437470.1|CPIP
OG0002800	LOC6534426|XP_039229940.1|DYAK	LOC120419542|XP_039438186.1|CPIP, LOC120431441|XP_039452494.1|CPIP
OG0002801	LOC6532101|XP_002092877.1|DYAK	LOC120413399|XP_039430132.1|CPIP
OG0002802	LOC6532089|XP_002092866.3|DYAK	LOC120413376|XP_039430101.1|CPIP
OG0002803	LOC6529640|XP_002090634.1|DYAK	LOC120413413|XP_039430152.1|CPIP
OG0002804	LOC6531621|XP_002092418.1|DYAK	LOC120422684|XP_039442128.1|CPIP
OG0002805	LOC6528548|XP_002089593.1|DYAK	LOC120422685|XP_039442129.1|CPIP
OG0002806	LOC6535008|XP_002095678.1|DYAK	LOC120422691|XP_039442134.1|CPIP
OG0002807	LOC6532106|XP_002092882.1|DYAK	LOC120417454|XP_039435445.1|CPIP
OG0002808	LOC6531993|XP_002092779.1|DYAK	LOC120417484|XP_039435493.1|CPIP
OG0002809	LOC6533873|XP_002094573.1|DYAK	LOC120417451|XP_039435436.1|CPIP
OG0002810	LOC6532304|XP_015049276.1|DYAK	LOC120417452|XP_039435437.1|CPIP, LOC120430760|XP_039451806.1|CPIP
OG0002811	LOC6533841|XP_002094541.1|DYAK	LOC120429710|XP_039450678.1|CPIP
OG0002812	LOC6530009|XP_002090955.1|DYAK	LOC120429713|XP_039450686.1|CPIP
OG0002813	LOC6531033|XP_002091869.1|DYAK	LOC120421410|XP_039440551.1|CPIP
OG0002814	LOC6530631|XP_039229190.1|DYAK	LOC120421382|XP_039440512.1|CPIP
OG0002815	LOC6530099|XP_002091045.2|DYAK	LOC120431118|XP_039452205.1|CPIP, LOC120421935|XP_039441175.1|CPIP
OG0002816	LOC6531049|XP_002091885.1|DYAK	LOC120418828|XP_039437279.1|CPIP
OG0002817	LOC6539092|XP_002085971.1|DYAK	LOC120418844|XP_039437301.1|CPIP
OG0002818	LOC6528867|XP_002089899.2|DYAK	LOC120418815|XP_039437260.1|CPIP
OG0002819	LOC6532747|XP_039229436.1|DYAK	LOC120418805|XP_039437223.1|CPIP
OG0002820	LOC6532744|XP_002093486.1|DYAK	LOC120418841|XP_039437296.1|CPIP
OG0002821	LOC6533919|XP_002094619.2|DYAK	LOC120417699|XP_039435779.1|CPIP
OG0002824	LOC6528754|XP_002089789.1|DYAK	LOC120426026|XP_039446639.1|CPIP
OG0002825	LOC6535149|XP_039230255.1|DYAK	LOC120423029|XP_039442604.1|CPIP
OG0002826	LOC6530595|XP_002091508.1|DYAK	LOC120431831|XP_039452889.1|CPIP
OG0002827	LOC6523698|XP_002099570.2|DYAK	LOC120430532|XP_039451580.1|CPIP
OG0002828	LOC6530662|XP_015052732.1|DYAK	LOC120431481|XP_039452529.1|CPIP
OG0002829	LOC6530098|XP_002091044.1|DYAK	LOC120415849|XP_039433419.1|CPIP
OG0002830	LOC6529385|XP_039228824.1|DYAK	LOC120423289|XP_039442985.1|CPIP, LOC120430797|XP_039451851.1|CPIP
OG0002838	LOC6531314|XP_002092118.1|DYAK	LOC120429684|XP_039450650.1|CPIP, LOC120429894|XP_039450922.1|CPIP
OG0002839	LOC6531996|XP_002092782.1|DYAK	LOC120425442|XP_039445906.1|CPIP
OG0002840	LOC6527066|XP_002088159.1|DYAK	LOC120425445|XP_039445912.1|CPIP
OG0002841	LOC120320850|XP_039227686.1|DYAK, LOC6526736|XP_002087839.2|DYAK	LOC120414702|XP_039431935.1|CPIP
OG0002842	LOC6527535|XP_002088625.1|DYAK	LOC120414703|XP_039431936.1|CPIP
