Orthogroup	DYAK.longest_only	CCAP.longest_only
OG0000730	LOC6524975|XP_002100815.1|DYAK, LOC6526477|XP_002087594.2|DYAK	CCAP1982_LOCUS11317|CAD7002848.1|CCAP
OG0000731	LOC6532987|XP_039229603.1|DYAK, LOC6531558|XP_002092356.1|DYAK	CCAP1982_LOCUS21712|CAD7013669.1|CCAP
OG0000732	LOC6534397|XP_002095075.1|DYAK	CCAP1982_LOCUS11935|CAD7003484.1|CCAP
OG0000733	LOC6538076|XP_002098610.1|DYAK, LOC6533054|XP_002093786.1|DYAK	CCAP1982_LOCUS11956|CAD7003506.1|CCAP, CCAP1982_LOCUS11588|CAD7003126.1|CCAP
OG0000734	LOC6525095|XP_039233357.1|DYAK	CCAP1982_LOCUS11176|CAD7002699.1|CCAP
OG0000734	LOC6532904|XP_002093640.1|DYAK	CCAP1982_LOCUS11177|CAD7002700.1|CCAP
OG0000735	LOC6527878|XP_002088950.1|DYAK	CCAP1982_LOCUS5622|CAD6996955.1|CCAP
OG0000736	LOC6526672|XP_002087780.1|DYAK, LOC6526675|XP_002087781.2|DYAK	CCAP1982_LOCUS7876|CAD6999349.1|CCAP
OG0000737	LOC6528299|XP_039226664.1|DYAK	CCAP1982_LOCUS21802|CAD7013779.1|CCAP
OG0000739	LOC6537255|XP_002097813.1|DYAK, LOC6537253|XP_002097811.1|DYAK	CCAP1982_LOCUS4635|CAD6995933.1|CCAP
OG0000740	LOC6536400|XP_039232567.1|DYAK	CCAP1982_LOCUS851|CAD6991963.1|CCAP
OG0000743	LOC6532345|XP_002093105.3|DYAK, LOC6531783|XP_002092570.1|DYAK	CCAP1982_LOCUS12884|CAD7004479.1|CCAP
OG0000744	LOC6529347|XP_002090352.1|DYAK	CCAP1982_LOCUS20285|CAD7012184.1|CCAP
OG0000746	LOC6528520|XP_002089566.1|DYAK, LOC6528519|XP_002089565.1|DYAK	CCAP1982_LOCUS7111|CAD6998524.1|CCAP
OG0000747	LOC6535206|XP_002095865.3|DYAK	CCAP1982_LOCUS14652|CAD7006330.1|CCAP
OG0000747	LOC6535204|XP_039230072.1|DYAK	CCAP1982_LOCUS14644|CAD7006322.1|CCAP
OG0000750	LOC6530121|XP_039228708.1|DYAK, LOC6536348|XP_002096930.1|DYAK	CCAP1982_LOCUS5975|CAD6997343.1|CCAP
OG0000753	LOC6536814|XP_002097384.1|DYAK	CCAP1982_LOCUS3763|CAD6995033.1|CCAP
OG0000755	LOC6536943|XP_039231758.1|DYAK, LOC6536944|XP_002097513.1|DYAK	CCAP1982_LOCUS2374|CAD6993561.1|CCAP
OG0000756	LOC6538593|XP_002099115.1|DYAK	CCAP1982_LOCUS3474|CAD6994741.1|CCAP
OG0000757	LOC6532791|XP_039230756.1|DYAK	CCAP1982_LOCUS12322|CAD7003892.1|CCAP
OG0000758	LOC6535041|XP_002095706.2|DYAK, LOC6535040|XP_002095705.1|DYAK	CCAP1982_LOCUS10824|CAD7002337.1|CCAP, CCAP1982_LOCUS10825|CAD7002339.1|CCAP
OG0000759	LOC6533516|XP_002094227.3|DYAK, LOC6533519|XP_039229879.1|DYAK	CCAP1982_LOCUS11488|CAD7003025.1|CCAP
OG0000760	LOC6531335|XP_039228329.1|DYAK	CCAP1982_LOCUS23060|CAD7015107.1|CCAP
OG0000762	LOC6527708|XP_002088792.1|DYAK	CCAP1982_LOCUS5527|CAD6996851.1|CCAP
OG0000763	LOC6529257|XP_002090262.2|DYAK	CCAP1982_LOCUS7967|CAD6999443.1|CCAP
OG0000763	LOC6529256|XP_002090261.1|DYAK	CCAP1982_LOCUS7966|CAD6999442.1|CCAP
OG0000764	LOC6537705|XP_002098250.1|DYAK, LOC6525520|XP_002101355.3|DYAK	CCAP1982_LOCUS9835|CAD7001338.1|CCAP, CCAP1982_LOCUS9837|CAD7001340.1|CCAP
OG0000767	LOC6537469|XP_002098025.3|DYAK, LOC6534924|XP_015050931.1|DYAK	CCAP1982_LOCUS13379|CAD7005004.1|CCAP
OG0000768	LOC6534818|XP_039229456.1|DYAK	CCAP1982_LOCUS13967|CAD7005608.1|CCAP
OG0000770	LOC6528857|XP_002089889.1|DYAK	CCAP1982_LOCUS23234|CAD7015287.1|CCAP, CCAP1982_LOCUS23236|CAD7015289.1|CCAP, CCAP1982_LOCUS23235|CAD7015288.1|CCAP, CCAP1982_LOCUS23208|CAD7015260.1|CCAP, CCAP1982_LOCUS23233|CAD7015286.1|CCAP
OG0000771	LOC6532849|XP_002093586.3|DYAK, LOC6532848|XP_002093585.3|DYAK	CCAP1982_LOCUS11323|CAD7002853.1|CCAP
OG0000772	LOC6532149|XP_002092925.2|DYAK, LOC6531519|XP_002092318.1|DYAK	CCAP1982_LOCUS7245|CAD6998687.1|CCAP
OG0000773	LOC26535929|XP_015046131.1|DYAK	CCAP1982_LOCUS2181|CAD6993363.1|CCAP, CCAP1982_LOCUS2182|CAD6993364.1|CCAP
OG0000774	LOC6531991|XP_039228524.1|DYAK, LOC6531990|XP_002092776.2|DYAK, LOC6531992|XP_002092778.3|DYAK	CCAP1982_LOCUS7034|CAD6998434.1|CCAP, CCAP1982_LOCUS7765|CAD6999233.1|CCAP
OG0000775	LOC6529999|XP_002090945.2|DYAK, LOC6528885|XP_002089917.1|DYAK	CCAP1982_LOCUS23219|CAD7015271.1|CCAP
OG0000778	LOC6533076|XP_002093808.1|DYAK, LOC6529128|XP_002090139.2|DYAK	CCAP1982_LOCUS4113|CAD6995395.1|CCAP
OG0000785	LOC6538111|XP_002098646.1|DYAK, LOC6538274|XP_002098801.1|DYAK	CCAP1982_LOCUS2663|CAD6993869.1|CCAP
OG0000786	LOC6535874|XP_015047407.2|DYAK	CCAP1982_LOCUS1451|CAD6992602.1|CCAP
OG0000787	LOC6532554|XP_002093299.1|DYAK, LOC6523979|XP_002099851.1|DYAK	CCAP1982_LOCUS11438|CAD7002975.1|CCAP
OG0000788	LOC26534473|XP_015052819.1|DYAK, LOC6533310|XP_002094036.1|DYAK	CCAP1982_LOCUS11851|CAD7003393.1|CCAP
OG0000789	LOC6528123|XP_039226925.1|DYAK	CCAP1982_LOCUS7762|CAD6999230.1|CCAP
OG0000790	LOC6526258|XP_002087380.2|DYAK, LOC6526259|XP_002087381.3|DYAK	CCAP1982_LOCUS7014|CAD6998414.1|CCAP
OG0000791	LOC6538400|XP_002098924.2|DYAK, LOC6538042|XP_002098577.1|DYAK	CCAP1982_LOCUS2495|CAD6993689.1|CCAP
OG0000792	LOC6526421|XP_002087540.3|DYAK	CCAP1982_LOCUS22816|CAD7014849.1|CCAP, CCAP1982_LOCUS8894|CAD7000418.1|CCAP, CCAP1982_LOCUS8893|CAD7000417.1|CCAP, CCAP1982_LOCUS8892|CAD7000416.1|CCAP
OG0000793	LOC6535734|XP_002096357.1|DYAK, LOC26535498|XP_015046541.1|DYAK	CCAP1982_LOCUS1000|CAD6992116.1|CCAP
OG0000797	LOC6536385|XP_002096967.1|DYAK, LOC6536384|XP_002096966.1|DYAK	CCAP1982_LOCUS4428|CAD6995722.1|CCAP
OG0000798	LOC6529930|XP_015052509.1|DYAK, LOC6529931|XP_015052513.1|DYAK	CCAP1982_LOCUS20568|CAD7012491.1|CCAP
OG0000799	LOC6536756|XP_002097328.1|DYAK	CCAP1982_LOCUS23391|CAD7015450.1|CCAP
OG0000800	LOC6533206|XP_002093932.1|DYAK	CCAP1982_LOCUS12705|CAD7004285.1|CCAP
OG0000801	LOC6531791|XP_039228851.1|DYAK, LOC6530588|XP_002091501.1|DYAK	CCAP1982_LOCUS20234|CAD7012137.1|CCAP
OG0000802	LOC6524001|XP_002099873.2|DYAK, LOC6524000|XP_002099872.2|DYAK	CCAP1982_LOCUS12829|CAD7004420.1|CCAP
OG0000803	LOC6527176|XP_002088270.1|DYAK, LOC6532894|XP_002093630.1|DYAK	CCAP1982_LOCUS7929|CAD6999403.1|CCAP
OG0000804	LOC6530158|XP_002091100.1|DYAK, LOC6537625|XP_002098170.1|DYAK	CCAP1982_LOCUS21024|CAD7012927.1|CCAP
OG0000805	LOC6529978|XP_002090924.1|DYAK, LOC6529979|XP_002090925.1|DYAK	CCAP1982_LOCUS22507|CAD7014506.1|CCAP, CCAP1982_LOCUS22504|CAD7014503.1|CCAP, CCAP1982_LOCUS22503|CAD7014502.1|CCAP
OG0000806	LOC6526428|XP_002087547.1|DYAK	CCAP1982_LOCUS8652|CAD7000159.1|CCAP
OG0000807	LOC6535113|XP_039230608.1|DYAK, LOC6526436|XP_002087555.1|DYAK	CCAP1982_LOCUS14477|CAD7006149.1|CCAP
OG0000810	LOC6528386|XP_002089433.3|DYAK	CCAP1982_LOCUS7167|CAD6998589.1|CCAP, CCAP1982_LOCUS7168|CAD6998590.1|CCAP, CCAP1982_LOCUS7166|CAD6998588.1|CCAP, CCAP1982_LOCUS7165|CAD6998587.1|CCAP
OG0000811	LOC6531417|XP_002092220.1|DYAK	CCAP1982_LOCUS23414|CAD7015474.1|CCAP
OG0000813	LOC6530041|XP_002090987.1|DYAK	CCAP1982_LOCUS7210|CAD6998639.1|CCAP
OG0000814	LOC6529410|XP_002090415.1|DYAK	CCAP1982_LOCUS189|CAD6991255.1|CCAP
OG0000815	LOC6528157|XP_002089222.1|DYAK	CCAP1982_LOCUS6833|CAD6998221.1|CCAP, CCAP1982_LOCUS6832|CAD6998220.1|CCAP
OG0000820	LOC6525183|XP_002101021.1|DYAK	CCAP1982_LOCUS607|CAD6991694.1|CCAP
OG0000820	LOC6529361|XP_002090366.1|DYAK	CCAP1982_LOCUS20527|CAD7012446.1|CCAP
OG0000823	LOC6536851|XP_002097420.3|DYAK, LOC6536852|XP_002097421.2|DYAK, LOC6536850|XP_002097419.1|DYAK	CCAP1982_LOCUS2925|CAD6994160.1|CCAP
OG0000824	LOC6527377|XP_002088469.1|DYAK	CCAP1982_LOCUS3412|CAD6994677.1|CCAP
OG0000825	LOC6534350|XP_002095029.1|DYAK, LOC6528988|XP_039226419.1|DYAK	CCAP1982_LOCUS8451|CAD6999943.1|CCAP, CCAP1982_LOCUS8452|CAD6999944.1|CCAP, CCAP1982_LOCUS19940|CAD7011830.1|CCAP
OG0000826	LOC6531649|XP_002092446.1|DYAK	CCAP1982_LOCUS22257|CAD7014254.1|CCAP
OG0000827	LOC6533167|XP_002093893.3|DYAK, LOC6533168|XP_002093894.3|DYAK, LOC6533170|XP_002093896.1|DYAK, LOC6533169|XP_002093895.1|DYAK	CCAP1982_LOCUS12545|CAD7004124.1|CCAP
OG0000827	LOC26534575|XP_015049836.2|DYAK	CCAP1982_LOCUS12542|CAD7004121.1|CCAP, CCAP1982_LOCUS12543|CAD7004122.1|CCAP, CCAP1982_LOCUS12544|CAD7004123.1|CCAP
OG0000828	LOC26536022|XP_015048365.1|DYAK, LOC6537464|XP_002098020.2|DYAK	CCAP1982_LOCUS3024|CAD6994263.1|CCAP
OG0000831	LOC6533845|XP_002094545.2|DYAK	CCAP1982_LOCUS2876|CAD6994107.1|CCAP
OG0000832	LOC6531490|XP_002092289.1|DYAK	CCAP1982_LOCUS22663|CAD7014678.1|CCAP
OG0000833	LOC6535006|XP_002095676.3|DYAK	CCAP1982_LOCUS14574|CAD7006248.1|CCAP
OG0000834	LOC6537978|XP_002098515.1|DYAK	CCAP1982_LOCUS2133|CAD6993316.1|CCAP, CCAP1982_LOCUS2134|CAD6993317.1|CCAP, CCAP1982_LOCUS2135|CAD6993318.1|CCAP
OG0000835	LOC6533279|XP_002094005.3|DYAK	CCAP1982_LOCUS12097|CAD7003659.1|CCAP
OG0000836	LOC6528044|XP_039227579.1|DYAK	CCAP1982_LOCUS5624|CAD6996957.1|CCAP
OG0000839	LOC6537494|XP_002098042.1|DYAK, LOC6535774|XP_015047348.2|DYAK	CCAP1982_LOCUS770|CAD6991879.1|CCAP
OG0000841	LOC6535245|XP_039231317.1|DYAK	CCAP1982_LOCUS4224|CAD6995511.1|CCAP
OG0000842	LOC6528509|XP_002089555.1|DYAK, LOC6535816|XP_002096438.1|DYAK	CCAP1982_LOCUS21103|CAD7013014.1|CCAP
OG0000843	LOC6531936|XP_039228503.1|DYAK	CCAP1982_LOCUS5498|CAD6996825.1|CCAP
OG0000844	LOC6531979|XP_015051651.1|DYAK, LOC6536096|XP_015047565.1|DYAK	CCAP1982_LOCUS21108|CAD7013021.1|CCAP
OG0000846	LOC6538027|XP_002098562.1|DYAK	CCAP1982_LOCUS1614|CAD6992773.1|CCAP
OG0000847	LOC6530047|XP_002090993.1|DYAK, LOC6532091|XP_002092867.1|DYAK	CCAP1982_LOCUS7164|CAD6998586.1|CCAP
OG0000848	LOC6526533|XP_002087643.1|DYAK	CCAP1982_LOCUS8247|CAD6999721.1|CCAP
OG0000848	LOC6529178|XP_015052243.1|DYAK	CCAP1982_LOCUS8237|CAD6999711.1|CCAP
OG0000849	LOC6527286|XP_002088380.1|DYAK, LOC6526381|XP_002087500.1|DYAK	CCAP1982_LOCUS8441|CAD6999928.1|CCAP, CCAP1982_LOCUS8442|CAD6999929.1|CCAP, CCAP1982_LOCUS8443|CAD6999930.1|CCAP
OG0000850	LOC6531324|XP_039228428.1|DYAK, LOC6531323|XP_002092127.3|DYAK	CCAP1982_LOCUS22786|CAD7014819.1|CCAP
OG0000856	LOC6524744|XP_002100588.1|DYAK, LOC6534633|XP_002095308.3|DYAK	CCAP1982_LOCUS13873|CAD7005513.1|CCAP
OG0000858	LOC6536892|XP_002097461.1|DYAK, LOC6536893|XP_002097462.1|DYAK	CCAP1982_LOCUS3995|CAD6995275.1|CCAP
OG0000860	LOC6534766|XP_002095441.3|DYAK, LOC6533426|XP_039230595.1|DYAK	CCAP1982_LOCUS12607|CAD7004188.1|CCAP
OG0000861	LOC6531869|XP_002092656.2|DYAK	CCAP1982_LOCUS23355|CAD7015412.1|CCAP
OG0000863	LOC6537728|XP_002098273.1|DYAK, LOC6537686|XP_002098231.2|DYAK	CCAP1982_LOCUS13300|CAD7004917.1|CCAP, CCAP1982_LOCUS13301|CAD7004918.1|CCAP
OG0000865	LOC6526232|XP_002102041.1|DYAK, LOC6536375|XP_002096957.1|DYAK	CCAP1982_LOCUS4953|CAD6996270.1|CCAP
OG0000866	LOC6526399|XP_002087518.1|DYAK, LOC6526400|XP_002087519.2|DYAK	CCAP1982_LOCUS8871|CAD7000396.1|CCAP
OG0000867	LOC6528005|XP_002089072.1|DYAK	CCAP1982_LOCUS6476|CAD6997852.1|CCAP
OG0000869	LOC6536075|XP_002096685.1|DYAK	CCAP1982_LOCUS4368|CAD6995661.1|CCAP, CCAP1982_LOCUS4369|CAD6995662.1|CCAP
OG0000870	LOC6531925|XP_002092711.3|DYAK	CCAP1982_LOCUS20504|CAD7012418.1|CCAP
OG0000871	LOC6530190|XP_002091128.1|DYAK	CCAP1982_LOCUS19771|CAD7011687.1|CCAP
OG0000872	LOC6531967|XP_039228526.1|DYAK	CCAP1982_LOCUS21128|CAD7013046.1|CCAP
OG0000873	LOC6539817|XP_039229443.1|DYAK	CCAP1982_LOCUS11691|CAD7003230.1|CCAP
OG0000875	LOC6534857|XP_002095529.1|DYAK	CCAP1982_LOCUS14457|CAD7006125.1|CCAP
OG0000878	LOC6531801|XP_015051559.1|DYAK, LOC6527951|XP_002089018.1|DYAK	CCAP1982_LOCUS20172|CAD7012072.1|CCAP, CCAP1982_LOCUS20173|CAD7012073.1|CCAP, CCAP1982_LOCUS20174|CAD7012074.1|CCAP, CCAP1982_LOCUS20175|CAD7012075.1|CCAP
OG0000885	LOC6535629|XP_015047244.1|DYAK	CCAP1982_LOCUS3879|CAD6995158.1|CCAP
OG0000886	LOC6535579|XP_002096208.1|DYAK	CCAP1982_LOCUS2115|CAD6993301.1|CCAP
OG0000888	LOC6532220|XP_015049231.1|DYAK	CCAP1982_LOCUS11353|CAD7002884.1|CCAP, CCAP1982_LOCUS11349|CAD7002880.1|CCAP
OG0000889	LOC6535174|XP_015051058.2|DYAK	CCAP1982_LOCUS13751|CAD7005391.1|CCAP
OG0000890	LOC6531333|XP_002092137.1|DYAK	CCAP1982_LOCUS23265|CAD7015320.1|CCAP
OG0000891	LOC6527532|XP_002088622.1|DYAK, LOC6527336|XP_002088428.1|DYAK	CCAP1982_LOCUS8035|CAD6999510.1|CCAP
OG0000892	LOC6533697|XP_002094402.1|DYAK, LOC6534771|XP_015050827.2|DYAK	CCAP1982_LOCUS14260|CAD7005922.1|CCAP
OG0000893	LOC6539878|XP_002086762.3|DYAK	CCAP1982_LOCUS4761|CAD6996054.1|CCAP
OG0000894	LOC6536100|XP_002096708.2|DYAK	CCAP1982_LOCUS5163|CAD6996494.1|CCAP
OG0000895	LOC6531432|XP_002092235.1|DYAK	CCAP1982_LOCUS22848|CAD7014884.1|CCAP
OG0000897	LOC6538424|XP_002098948.1|DYAK	CCAP1982_LOCUS357|CAD6991430.1|CCAP
OG0000897	LOC6538427|XP_002098951.1|DYAK	CCAP1982_LOCUS354|CAD6991427.1|CCAP
OG0000898	LOC6531388|XP_002092191.1|DYAK, LOC6531737|XP_002092527.1|DYAK	CCAP1982_LOCUS251|CAD6991322.1|CCAP
OG0000899	LOC6536175|XP_002096766.3|DYAK, LOC6536176|XP_002096767.2|DYAK	CCAP1982_LOCUS2195|CAD6993379.1|CCAP
OG0000900	LOC6531321|XP_002092125.1|DYAK, LOC6531320|XP_002092124.1|DYAK	CCAP1982_LOCUS22789|CAD7014822.1|CCAP
OG0000901	LOC6530539|XP_002091454.1|DYAK, LOC6530538|XP_002091453.1|DYAK	CCAP1982_LOCUS19938|CAD7011828.1|CCAP, CCAP1982_LOCUS19939|CAD7011829.1|CCAP
OG0000909	LOC6537951|XP_002098488.1|DYAK	CCAP1982_LOCUS3768|CAD6995038.1|CCAP
OG0000911	LOC6531203|XP_002092031.1|DYAK	CCAP1982_LOCUS21662|CAD7013610.1|CCAP
OG0000912	LOC6534551|XP_002095228.1|DYAK, LOC6534552|XP_002095229.1|DYAK	CCAP1982_LOCUS14320|CAD7005984.1|CCAP
OG0000913	LOC26534502|XP_015050324.1|DYAK	CCAP1982_LOCUS10762|CAD7002267.1|CCAP
OG0000913	LOC6533908|XP_002094608.2|DYAK	CCAP1982_LOCUS10773|CAD7002278.1|CCAP
OG0000914	LOC6530117|XP_002091063.1|DYAK	CCAP1982_LOCUS21261|CAD7013190.1|CCAP
OG0000915	LOC6531445|XP_002092248.1|DYAK, LOC6524225|XP_002100088.1|DYAK	CCAP1982_LOCUS21547|CAD7013485.1|CCAP
OG0000916	LOC6527679|XP_039227663.1|DYAK	CCAP1982_LOCUS8269|CAD6999743.1|CCAP
OG0000917	LOC6527664|XP_039227662.1|DYAK	CCAP1982_LOCUS8922|CAD7000445.1|CCAP
OG0000918	LOC6539125|XP_039226520.1|DYAK, LOC6526679|XP_002087785.1|DYAK	CCAP1982_LOCUS5537|CAD6996863.1|CCAP
OG0000922	LOC6532914|XP_002093650.1|DYAK	CCAP1982_LOCUS12740|CAD7004321.1|CCAP, CCAP1982_LOCUS12739|CAD7004320.1|CCAP, CCAP1982_LOCUS12737|CAD7004318.1|CCAP
OG0000923	LOC6534227|XP_002094909.1|DYAK, LOC6536247|XP_002096833.1|DYAK	CCAP1982_LOCUS5176|CAD6996508.1|CCAP, CCAP1982_LOCUS22264|CAD7014261.1|CCAP
OG0000925	LOC6538932|XP_002099436.2|DYAK, LOC6538931|XP_002099435.1|DYAK	CCAP1982_LOCUS1840|CAD6993005.1|CCAP
OG0000927	LOC6538379|XP_002098903.1|DYAK, LOC6538376|XP_002098900.1|DYAK	CCAP1982_LOCUS3546|CAD6994815.1|CCAP, CCAP1982_LOCUS3625|CAD6994890.1|CCAP
OG0000928	LOC6527819|XP_002088892.1|DYAK, LOC6527818|XP_002088891.1|DYAK	CCAP1982_LOCUS5385|CAD6996701.1|CCAP
OG0000930	LOC26535461|XP_015050723.1|DYAK, LOC6534568|XP_039230696.1|DYAK	CCAP1982_LOCUS12351|CAD7003926.1|CCAP
OG0000931	LOC6531780|XP_002092567.1|DYAK, LOC6528962|XP_039227029.1|DYAK	CCAP1982_LOCUS14267|CAD7005929.1|CCAP
OG0000932	LOC6539418|XP_039229812.1|DYAK	CCAP1982_LOCUS13477|CAD7005115.1|CCAP, CCAP1982_LOCUS13478|CAD7005116.1|CCAP
OG0000932	LOC6539420|XP_039230445.1|DYAK	CCAP1982_LOCUS13476|CAD7005114.1|CCAP
OG0000935	LOC6538122|XP_002098657.2|DYAK	CCAP1982_LOCUS3212|CAD6994467.1|CCAP
OG0000936	LOC26535107|XP_015054583.1|DYAK, LOC6524692|XP_002100536.1|DYAK	CCAP1982_LOCUS4121|CAD6995403.1|CCAP
OG0000937	LOC6538315|XP_039232217.1|DYAK	CCAP1982_LOCUS3421|CAD6994686.1|CCAP, CCAP1982_LOCUS3422|CAD6994687.1|CCAP
OG0000939	LOC6526903|XP_002088002.1|DYAK, LOC6526897|XP_002087996.1|DYAK	CCAP1982_LOCUS8572|CAD7000071.1|CCAP
OG0000942	LOC26536025|XP_015045162.1|DYAK	CCAP1982_LOCUS13068|CAD7004674.1|CCAP
OG0000945	LOC6532318|XP_002093078.1|DYAK, LOC6532317|XP_002093077.3|DYAK	CCAP1982_LOCUS22125|CAD7014119.1|CCAP
OG0000947	LOC6531959|XP_002092745.1|DYAK	CCAP1982_LOCUS19572|CAD7011472.1|CCAP
OG0000948	LOC6532828|XP_002093565.1|DYAK	CCAP1982_LOCUS11573|CAD7003110.1|CCAP
OG0000951	LOC6536823|XP_002097393.1|DYAK	CCAP1982_LOCUS166|CAD6991229.1|CCAP
OG0000952	LOC6527346|XP_002088438.1|DYAK	CCAP1982_LOCUS7797|CAD6999267.1|CCAP
OG0000954	LOC6529055|XP_002090084.1|DYAK	CCAP1982_LOCUS8898|CAD7000422.1|CCAP, CCAP1982_LOCUS8895|CAD7000419.1|CCAP, CCAP1982_LOCUS19795|CAD7011710.1|CCAP
OG0000955	LOC26536214|XP_015048558.2|DYAK	CCAP1982_LOCUS21840|CAD7013820.1|CCAP
OG0000955	LOC6537883|XP_002098424.2|DYAK	CCAP1982_LOCUS481|CAD6991562.1|CCAP
OG0000956	LOC6535704|XP_002096331.1|DYAK, LOC6535700|XP_039231151.1|DYAK	CCAP1982_LOCUS4932|CAD6996249.1|CCAP, CCAP1982_LOCUS4465|CAD6995762.1|CCAP
OG0000957	LOC6531174|XP_002092003.2|DYAK, LOC6531175|XP_002092004.1|DYAK	CCAP1982_LOCUS13628|CAD7005271.1|CCAP
OG0000958	LOC26534936|XP_015047983.1|DYAK, LOC6532168|XP_002092941.2|DYAK	CCAP1982_LOCUS4000|CAD6995281.1|CCAP
OG0000959	LOC6534183|XP_002094866.1|DYAK, LOC6538345|XP_002098870.1|DYAK	CCAP1982_LOCUS19918|CAD7011808.1|CCAP
OG0000961	LOC6539533|XP_002086421.1|DYAK, LOC6539536|XP_002086424.2|DYAK	CCAP1982_LOCUS14090|CAD7005739.1|CCAP
OG0000964	LOC6531446|XP_002092249.2|DYAK	CCAP1982_LOCUS19682|CAD7011593.1|CCAP
OG0000966	LOC6529891|XP_002090848.1|DYAK, LOC6538936|XP_002099440.2|DYAK	CCAP1982_LOCUS5066|CAD6996391.1|CCAP
OG0000968	LOC6534444|XP_002095121.1|DYAK	CCAP1982_LOCUS11834|CAD7003375.1|CCAP
OG0000969	LOC6530718|XP_002091609.1|DYAK, LOC6538968|XP_002099471.1|DYAK	CCAP1982_LOCUS23334|CAD7015390.1|CCAP
OG0000970	LOC6538215|XP_002098742.1|DYAK	CCAP1982_LOCUS2746|CAD6993961.1|CCAP
OG0000971	LOC6529502|XP_002090504.1|DYAK	CCAP1982_LOCUS8220|CAD6999693.1|CCAP
OG0000972	LOC6533152|XP_002093878.1|DYAK, LOC6524411|XP_002100269.1|DYAK	CCAP1982_LOCUS11059|CAD7002571.1|CCAP
OG0000974	LOC6532885|XP_039229755.1|DYAK, LOC6532886|XP_002093622.1|DYAK	CCAP1982_LOCUS12256|CAD7003823.1|CCAP, CCAP1982_LOCUS12257|CAD7003824.1|CCAP
OG0000975	LOC6537433|XP_002097989.1|DYAK, LOC6537434|XP_002097990.1|DYAK	CCAP1982_LOCUS5108|CAD6996435.1|CCAP, CCAP1982_LOCUS5109|CAD6996436.1|CCAP, CCAP1982_LOCUS5107|CAD6996434.1|CCAP
OG0000976	LOC6536217|XP_015047608.1|DYAK	CCAP1982_LOCUS4860|CAD6996168.1|CCAP
OG0000976	LOC26534895|XP_015047609.1|DYAK	CCAP1982_LOCUS4863|CAD6996171.1|CCAP
OG0000977	LOC120321725|XP_039231261.1|DYAK, LOC6537218|XP_002097776.3|DYAK	CCAP1982_LOCUS4904|CAD6996216.1|CCAP, CCAP1982_LOCUS4902|CAD6996214.1|CCAP
OG0000978	LOC26535170|XP_039227694.1|DYAK, LOC26535791|XP_015054664.1|DYAK, LOC120320856|XP_039227693.1|DYAK, LOC120320855|XP_039227692.1|DYAK, LOC6536623|XP_002097195.1|DYAK	CCAP1982_LOCUS4767|CAD6996059.1|CCAP
OG0000979	LOC6531620|XP_002092417.2|DYAK	CCAP1982_LOCUS1023|CAD6992145.1|CCAP
OG0000982	LOC6537401|XP_002097957.1|DYAK, LOC26535717|XP_015047733.1|DYAK, LOC26534505|XP_039232148.1|DYAK	CCAP1982_LOCUS2938|CAD6994173.1|CCAP
OG0000984	LOC6538514|XP_039232322.1|DYAK, LOC6527122|XP_039226990.1|DYAK	CCAP1982_LOCUS5396|CAD6996713.1|CCAP, CCAP1982_LOCUS9002|CAD7000524.1|CCAP
OG0000992	LOC6537865|XP_039231172.1|DYAK	CCAP1982_LOCUS4021|CAD6995302.1|CCAP
OG0000995	LOC6537087|XP_002097648.1|DYAK, LOC6524843|XP_002100683.1|DYAK	CCAP1982_LOCUS22836|CAD7014872.1|CCAP
OG0000996	LOC6530214|XP_039229237.1|DYAK	CCAP1982_LOCUS21390|CAD7013320.1|CCAP
OG0000997	LOC6530018|XP_002090964.1|DYAK	CCAP1982_LOCUS23125|CAD7015172.1|CCAP
OG0000998	LOC6532226|XP_039229591.1|DYAK	CCAP1982_LOCUS11159|CAD7002677.1|CCAP
OG0001000	LOC6529139|XP_002090148.1|DYAK	CCAP1982_LOCUS7177|CAD6998602.1|CCAP
OG0001001	LOC6531580|XP_039229220.1|DYAK	CCAP1982_LOCUS7241|CAD6998682.1|CCAP
OG0001002	LOC6529583|XP_002090577.1|DYAK	CCAP1982_LOCUS8673|CAD7000182.1|CCAP, CCAP1982_LOCUS8675|CAD7000184.1|CCAP, CCAP1982_LOCUS8672|CAD7000181.1|CCAP
OG0001004	LOC6535906|XP_002096522.3|DYAK, LOC6536405|XP_002096987.1|DYAK	CCAP1982_LOCUS519|CAD6991602.1|CCAP
OG0001005	LOC6529670|XP_002090663.1|DYAK, LOC6524460|XP_039233531.1|DYAK	CCAP1982_LOCUS13375|CAD7004999.1|CCAP
OG0001006	LOC6537249|XP_002097807.1|DYAK, LOC6533787|XP_002094489.1|DYAK	CCAP1982_LOCUS13426|CAD7005058.1|CCAP
OG0001007	LOC6531972|XP_002092758.1|DYAK	CCAP1982_LOCUS21101|CAD7013012.1|CCAP
OG0001009	LOC6538416|XP_002098940.1|DYAK, LOC6536350|XP_002096932.1|DYAK	CCAP1982_LOCUS8077|CAD6999557.1|CCAP
OG0001013	LOC6533808|XP_002094509.2|DYAK, LOC6534836|XP_015050865.1|DYAK	CCAP1982_LOCUS13472|CAD7005110.1|CCAP
OG0001014	LOC6534895|XP_002095567.1|DYAK, LOC6533840|XP_002094540.1|DYAK	CCAP1982_LOCUS14739|CAD7006419.1|CCAP
OG0001019	LOC6538319|XP_039232213.1|DYAK	CCAP1982_LOCUS3433|CAD6994698.1|CCAP
