Orthogroup	DFIC.longest_only	AALB.longest_only
OG0001345	LOC108098818|XP_017057461.1|DFIC	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB
OG0001346	LOC108099586|XP_017058681.1|DFIC	LOC118460211|XP_035780218.1|AALB
OG0001347	LOC108100927|XP_017060556.1|DFIC	LOC118456588|XP_035773378.1|AALB
OG0001348	LOC108098040|XP_017056194.1|DFIC	LOC118467737|XP_035794437.1|AALB
OG0001349	LOC108089006|XP_017042568.1|DFIC	LOC118467457|XP_035793858.1|AALB
OG0001350	LOC108100715|XP_017060236.1|DFIC	LOC118467767|XP_035794488.1|AALB
OG0001351	LOC108093699|XP_017049378.1|DFIC	LOC118464619|XP_035787957.1|AALB
OG0001352	LOC108091132|XP_017045651.1|DFIC	LOC118466479|XP_035791754.1|AALB
OG0001353	LOC108096326|XP_017053347.1|DFIC	LOC118459943|XP_035779714.1|AALB, LOC118464453|XP_035787733.1|AALB
OG0001354	LOC108087693|XP_017040691.1|DFIC	LOC118466957|XP_035792751.1|AALB
OG0001355	LOC108096872|XP_017054290.1|DFIC	LOC118463066|XP_035785216.1|AALB
OG0001356	LOC108092118|XP_017047107.1|DFIC	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB
OG0001357	LOC108096226|XP_017053109.1|DFIC	LOC118465108|XP_035788945.1|AALB
OG0001358	LOC108088284|XP_017041494.1|DFIC	LOC118466506|XP_035791828.1|AALB
OG0001359	LOC108088158|XP_017041311.1|DFIC	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB
OG0001360	LOC108090733|XP_017045045.1|DFIC	LOC118462579|XP_035784280.1|AALB
OG0001361	LOC108087421|XP_017040257.1|DFIC	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB
OG0001362	LOC108087431|XP_017040274.1|DFIC	LOC118467608|XP_035794202.1|AALB
OG0001363	LOC108101018|XP_017060672.1|DFIC	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB
OG0001364	LOC108086608|XP_017039072.1|DFIC	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB
OG0001365	LOC108093107|XP_017048537.1|DFIC, LOC108089004|XP_017042565.1|DFIC	LOC118464898|XP_035788551.1|AALB
OG0001367	LOC108096795|XP_017054163.1|DFIC	LOC118467236|XP_035793387.1|AALB
OG0001368	LOC108090480|XP_017044668.1|DFIC	LOC118464370|XP_035787602.1|AALB
OG0001369	LOC108097650|XP_017055570.1|DFIC	LOC118463125|XP_035785375.1|AALB
OG0001370	LOC108087732|XP_017040742.1|DFIC	LOC118463513|XP_035786008.1|AALB
OG0001371	LOC108101621|XP_017061525.1|DFIC, LOC108086346|XP_017038736.1|DFIC, LOC108102202|XP_017062433.1|DFIC	LOC118462782|XP_035784652.1|AALB
OG0001372	LOC108101854|XP_017061863.1|DFIC	LOC118465741|XP_035790096.1|AALB
OG0001373	LOC108093443|XP_017048996.1|DFIC	LOC118469078|XP_035796453.1|AALB
OG0001374	LOC108101528|XP_017061389.1|DFIC	LOC118460501|XP_035780748.1|AALB
OG0001376	LOC108086400|XP_017038791.1|DFIC	LOC118468385|XP_035795038.1|AALB
OG0001377	LOC108100852|XP_017060420.1|DFIC	LOC118459042|XP_035777956.1|AALB
OG0001378	LOC108088219|XP_017041414.1|DFIC	LOC118457312|XP_035774691.1|AALB
OG0001379	LOC108092522|XP_017047633.1|DFIC	LOC118457594|XP_035775183.1|AALB
OG0001380	LOC108101343|XP_017061138.1|DFIC	LOC118460719|XP_035781157.1|AALB
OG0001381	LOC108090430|XP_017044590.1|DFIC	LOC118461747|XP_035783354.1|AALB
OG0001382	LOC108092364|XP_017047390.1|DFIC	LOC118459816|XP_035779454.1|AALB
OG0001383	LOC108090520|XP_017044728.1|DFIC	LOC118461252|XP_035782261.1|AALB
OG0001384	LOC108101177|XP_017060897.1|DFIC	LOC118456735|XP_035773678.1|AALB
OG0001385	LOC108101194|XP_017060926.1|DFIC	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB
OG0001387	LOC108100877|XP_017060460.1|DFIC	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB
OG0001388	LOC108089206|XP_017042845.1|DFIC	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB
OG0001389	LOC108091710|XP_017046537.1|DFIC	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB
OG0001390	LOC108101278|XP_017061060.1|DFIC	LOC118458124|XP_035776197.1|AALB
OG0001391	LOC108101169|XP_017060886.1|DFIC	LOC118459337|XP_035778502.1|AALB
OG0001392	LOC108092972|XP_017048349.1|DFIC	LOC118468995|XP_035796313.1|AALB
OG0001393	LOC108101219|XP_017060956.1|DFIC	LOC118461806|XP_035783445.1|AALB
OG0001394	LOC108089179|XP_017042803.1|DFIC	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB
OG0001395	LOC108098936|XP_017057630.1|DFIC	LOC118461065|XP_035781850.1|AALB
OG0001396	LOC108095368|XP_017051938.1|DFIC	LOC118461617|XP_035783052.1|AALB
OG0001397	LOC108102077|XP_017062209.1|DFIC	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB
OG0001399	LOC108086330|XP_017038720.1|DFIC	LOC118467164|XP_035793213.1|AALB
OG0001400	LOC108087120|XP_017039791.1|DFIC	LOC118467333|XP_035793580.1|AALB
OG0001401	LOC108100215|XP_017059481.1|DFIC	LOC118465172|XP_035789027.1|AALB
OG0001402	LOC108096292|XP_017053254.1|DFIC, LOC108096459|XP_017053555.1|DFIC	LOC118462786|XP_035784666.1|AALB
OG0001403	LOC108088928|XP_017042439.1|DFIC	LOC118465458|XP_035789641.1|AALB
OG0001404	LOC108094886|XP_017051212.1|DFIC	LOC118466099|XP_035790907.1|AALB
OG0001405	LOC108090766|XP_017045094.1|DFIC	LOC118462520|XP_035784158.1|AALB
OG0001406	LOC108091032|XP_017045472.1|DFIC	LOC118467314|XP_035793542.1|AALB
OG0001407	LOC108099890|XP_017059035.1|DFIC	LOC118462750|XP_035784606.1|AALB
OG0001408	LOC108093661|XP_017049330.1|DFIC	LOC118459018|XP_035777913.1|AALB
OG0001429	LOC108091857|XP_017046726.1|DFIC	LOC118462353|XP_035784012.1|AALB
OG0001430	LOC108091624|XP_017046409.1|DFIC	LOC118463054|XP_035785198.1|AALB, LOC118462484|XP_035784114.1|AALB
OG0001431	LOC108088574|XP_017041912.1|DFIC	LOC118456390|XP_035772976.1|AALB
OG0001432	LOC108090553|XP_017044785.1|DFIC, LOC108098110|XP_017056313.1|DFIC	LOC118462553|XP_035784225.1|AALB
OG0001433	LOC108095972|XP_017052803.1|DFIC	LOC118463279|XP_035785648.1|AALB
OG0001434	LOC108091337|XP_017045969.1|DFIC	LOC118461158|XP_035782047.1|AALB, LOC118457372|XP_035774794.1|AALB
OG0001435	LOC108101488|XP_017061328.1|DFIC	LOC118468680|XP_035795684.1|AALB
OG0001436	LOC108092893|XP_017048230.1|DFIC	LOC118462763|XP_035784623.1|AALB
OG0001437	LOC108100978|XP_017060621.1|DFIC	LOC118467096|XP_035793035.1|AALB
OG0001438	LOC108097493|XP_017055285.1|DFIC	LOC118461615|XP_035783053.1|AALB
OG0001439	LOC108093349|XP_017048846.1|DFIC	LOC118464402|XP_035787653.1|AALB
OG0001442	LOC108088206|XP_017041396.1|DFIC	LOC118460818|XP_035781331.1|AALB
OG0001443	LOC108099432|XP_017058455.1|DFIC	LOC118458118|XP_035776184.1|AALB, LOC118458117|XP_035776183.1|AALB
OG0001444	LOC108099544|XP_017058608.1|DFIC	LOC118459988|XP_035779777.1|AALB, LOC118459989|XP_035779778.1|AALB
OG0001445	LOC108098565|XP_017057068.1|DFIC	LOC118468537|XP_035795312.1|AALB
OG0001446	LOC108091654|XP_017046451.1|DFIC	LOC118459986|XP_035779776.1|AALB, LOC118457058|XP_035774206.1|AALB, LOC118457059|XP_035774208.1|AALB
OG0001447	LOC108102063|XP_017062182.1|DFIC	LOC118460135|XP_035780092.1|AALB
OG0001448	LOC108099487|XP_017058536.1|DFIC	LOC118461382|XP_035782531.1|AALB
OG0001449	LOC108093746|XP_017049501.1|DFIC	LOC118461800|XP_035783436.1|AALB
OG0001450	LOC108088131|XP_017041280.1|DFIC	LOC118466662|XP_035792153.1|AALB
OG0001451	LOC108094230|XP_017050178.1|DFIC	LOC118456242|XP_035772729.1|AALB, LOC118466667|XP_035792163.1|AALB
OG0001452	LOC108096751|XP_017054095.1|DFIC	LOC118467047|XP_035792926.1|AALB
OG0001453	LOC108093211|XP_017048662.1|DFIC	LOC118464727|XP_035788201.1|AALB, LOC118464726|XP_035788199.1|AALB
OG0001454	LOC108097537|XP_017055376.1|DFIC	LOC118469058|XP_035796423.1|AALB, LOC118462835|XP_035784782.1|AALB
OG0001455	LOC108100431|XP_017059830.1|DFIC	LOC118462833|XP_035784775.1|AALB
OG0001456	LOC108096608|XP_017053804.1|DFIC	LOC118465294|XP_035789261.1|AALB
OG0001457	LOC108096621|XP_017053855.1|DFIC	LOC118463147|XP_035785415.1|AALB
OG0001458	LOC108101451|XP_017061278.1|DFIC	LOC118464241|XP_035787325.1|AALB, LOC118463827|XP_035786603.1|AALB
OG0001459	LOC108093207|XP_017048659.1|DFIC	LOC118462862|XP_035784812.1|AALB
OG0001460	LOC108093762|XP_017049520.1|DFIC	LOC118464506|XP_035787835.1|AALB, LOC118466337|XP_035791350.1|AALB
OG0001461	LOC108097656|XP_017055578.1|DFIC	LOC118467643|XP_035794267.1|AALB
OG0001462	LOC108099150|XP_017057984.1|DFIC	LOC118464830|XP_035788398.1|AALB, LOC118464831|XP_035788400.1|AALB
OG0001464	LOC108097130|XP_017054715.1|DFIC	LOC118467133|XP_035793136.1|AALB
OG0001465	LOC108096952|XP_017054408.1|DFIC	LOC118464144|XP_035787142.1|AALB
OG0001466	LOC108092271|XP_017047294.1|DFIC	LOC118465793|XP_035790245.1|AALB
OG0001467	LOC108095266|XP_017051783.1|DFIC, LOC108098705|XP_017057307.1|DFIC	LOC118467000|XP_035792818.1|AALB, LOC118467351|XP_035793627.1|AALB
OG0001468	LOC108096427|XP_017053503.1|DFIC, LOC108096443|XP_017053530.1|DFIC, LOC108096444|XP_017053537.1|DFIC, LOC108096426|XP_017053500.1|DFIC	LOC118463433|XP_035785895.1|AALB
OG0001469	LOC108093801|XP_017049594.1|DFIC	LOC118467373|XP_035793680.1|AALB
OG0001470	LOC108100705|XP_017060222.1|DFIC	LOC118463134|XP_035785386.1|AALB
OG0001471	LOC108100386|XP_017059730.1|DFIC	LOC118465752|XP_035790117.1|AALB
OG0001472	LOC108089389|XP_017043061.1|DFIC	LOC118466349|XP_035791375.1|AALB
OG0001473	LOC108098497|XP_017056905.1|DFIC	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB
OG0001474	LOC108097274|XP_017054961.1|DFIC	LOC118464199|XP_035787251.1|AALB
OG0001475	LOC108093895|XP_017049740.1|DFIC	LOC118461063|XP_035781846.1|AALB
OG0001476	LOC108088662|XP_017042079.1|DFIC	LOC118461681|XP_035783163.1|AALB
OG0001477	LOC108087125|XP_017039813.1|DFIC, LOC108088515|XP_017041842.1|DFIC	LOC118460502|XP_035780749.1|AALB
OG0001478	LOC108091462|XP_017046163.1|DFIC	LOC118460386|XP_035780538.1|AALB, LOC118458564|XP_035777101.1|AALB
OG0001479	LOC108092952|XP_017048311.1|DFIC	LOC118460847|XP_035781441.1|AALB
OG0001480	LOC108091525|XP_017046276.1|DFIC	LOC118458422|XP_035776770.1|AALB
OG0001481	LOC108086720|XP_017039271.1|DFIC, LOC108091264|XP_017045865.1|DFIC	LOC118460390|XP_035780556.1|AALB
OG0001482	LOC108090307|XP_017044406.1|DFIC	LOC118468347|XP_035795000.1|AALB
OG0001483	LOC108101605|XP_017061511.1|DFIC	LOC118460969|XP_035781674.1|AALB
OG0001484	LOC108092335|XP_017047360.1|DFIC	LOC118468693|XP_035795702.1|AALB
OG0001485	LOC108088306|XP_017041525.1|DFIC	LOC118459248|XP_035778352.1|AALB, LOC118458152|XP_035776241.1|AALB
OG0001486	LOC108100897|XP_017060495.1|DFIC	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB
OG0001487	LOC108100495|XP_017059933.1|DFIC	LOC118458271|XP_035776477.1|AALB
OG0001488	LOC108087873|XP_017040947.1|DFIC	LOC118456299|XP_035772830.1|AALB
OG0001489	LOC108098314|XP_017056616.1|DFIC, LOC108101958|XP_017062035.1|DFIC	LOC118459507|XP_035778825.1|AALB
OG0001490	LOC108092376|XP_017047406.1|DFIC	LOC118459402|XP_035778604.1|AALB
OG0001491	LOC108092513|XP_017047621.1|DFIC	LOC118458493|XP_035776939.1|AALB
OG0001492	LOC108100022|XP_017059218.1|DFIC	LOC118468433|XP_035795089.1|AALB
OG0001493	LOC108097791|XP_017055811.1|DFIC	LOC118469002|XP_035796329.1|AALB
OG0001495	LOC108101494|XP_017061341.1|DFIC	LOC118468998|XP_035796320.1|AALB
OG0001496	LOC108095329|XP_017051899.1|DFIC	LOC118461832|XP_035783486.1|AALB
OG0001497	LOC108090541|XP_017044764.1|DFIC	LOC118461801|XP_035783437.1|AALB
OG0001500	LOC108095183|XP_017051658.1|DFIC	LOC118456637|XP_035773464.1|AALB
OG0001501	LOC108087898|XP_017040965.1|DFIC	LOC118461685|XP_035783172.1|AALB, LOC118458942|XP_035777813.1|AALB
OG0001502	LOC108093941|XP_017049815.1|DFIC	LOC118461259|XP_035782272.1|AALB
OG0001503	LOC108093979|XP_017049876.1|DFIC	LOC118466174|XP_035791054.1|AALB
OG0001504	LOC108090595|XP_017044836.1|DFIC, LOC108092905|XP_017048249.1|DFIC	LOC118466794|XP_035792431.1|AALB
OG0001506	LOC108096786|XP_017054150.1|DFIC	LOC118464164|XP_035787192.1|AALB
OG0001507	LOC108090790|XP_017045126.1|DFIC	LOC118463692|XP_035786362.1|AALB, LOC118463647|XP_035786283.1|AALB
OG0001508	LOC108094920|XP_017051259.1|DFIC	LOC118463606|XP_035786167.1|AALB, LOC118465181|XP_035789036.1|AALB
OG0001509	LOC108096586|XP_017053774.1|DFIC	LOC118467501|XP_035793944.1|AALB
OG0001510	LOC108088122|XP_017041265.1|DFIC	LOC118466044|XP_035790773.1|AALB, LOC118466046|XP_035790777.1|AALB
OG0001511	LOC108095203|XP_017051700.1|DFIC	LOC118462626|XP_035784359.1|AALB
OG0001512	LOC108086963|XP_017039565.1|DFIC	LOC118467300|XP_035793512.1|AALB
OG0001513	LOC108100738|XP_017060265.1|DFIC, LOC108101636|XP_017061538.1|DFIC	LOC118463792|XP_035786520.1|AALB
OG0001515	LOC108090041|XP_017044031.1|DFIC, LOC108097377|XP_017055114.1|DFIC	LOC118460654|XP_035781010.1|AALB
OG0001516	LOC108099420|XP_017058438.1|DFIC, LOC108099229|XP_017058090.1|DFIC, LOC108099422|XP_017058441.1|DFIC	LOC118458012|XP_035776003.1|AALB, LOC118458013|XP_035776004.1|AALB
OG0001534	LOC108097114|XP_017054687.1|DFIC	LOC118465774|XP_035790226.1|AALB
OG0001535	LOC108098118|XP_017056327.1|DFIC	LOC118457255|XP_035774538.1|AALB
OG0001536	LOC108091098|XP_017045605.1|DFIC	LOC118457824|XP_035775592.1|AALB
OG0001537	LOC108091566|XP_017046328.1|DFIC	LOC118462838|XP_035784792.1|AALB
OG0001538	LOC108095547|XP_017052164.1|DFIC	LOC118460246|XP_035780308.1|AALB
OG0001539	LOC108101408|XP_017061223.1|DFIC	LOC118463471|XP_035785957.1|AALB
OG0001540	LOC108092442|XP_017047512.1|DFIC	LOC118460831|XP_035781392.1|AALB
OG0001541	LOC108088762|XP_017042200.1|DFIC	LOC118461438|XP_035782643.1|AALB
OG0001542	LOC108097431|XP_017055193.1|DFIC	LOC118459326|XP_035778479.1|AALB
OG0001545	LOC108092806|XP_017048067.1|DFIC	LOC118463055|XP_035785202.1|AALB
OG0001546	LOC108092797|XP_017048057.1|DFIC	LOC118457273|XP_035774564.1|AALB
OG0001548	LOC108098087|XP_017056280.1|DFIC	LOC118459929|XP_035779689.1|AALB
OG0001549	LOC108098208|XP_017056455.1|DFIC	LOC118457891|XP_035775731.1|AALB
OG0001550	LOC108086670|XP_017039146.1|DFIC	LOC118459581|XP_035779002.1|AALB
OG0001551	LOC108095640|XP_017052295.1|DFIC, LOC108091704|XP_017046531.1|DFIC	LOC118458450|XP_035776826.1|AALB
OG0001552	LOC108099521|XP_017058576.1|DFIC	LOC118468972|XP_035796242.1|AALB
OG0001553	LOC108097370|XP_017055104.1|DFIC	LOC118460141|XP_035780121.1|AALB, LOC118458310|XP_035776538.1|AALB
OG0001554	LOC108098933|XP_017057627.1|DFIC	LOC118458577|XP_035777126.1|AALB
OG0001555	LOC108101250|XP_017060995.1|DFIC	LOC118457703|XP_035775376.1|AALB, LOC118461372|XP_035782513.1|AALB
OG0001556	LOC108090539|XP_017044762.1|DFIC	LOC118462575|XP_035784271.1|AALB
OG0001557	LOC108101685|XP_017061603.1|DFIC	LOC118459558|XP_035778944.1|AALB, LOC118461851|XP_035783531.1|AALB
OG0001558	LOC108094680|XP_017050889.1|DFIC	LOC118460243|XP_035780291.1|AALB
OG0001559	LOC108092159|XP_017047168.1|DFIC	LOC118468892|XP_035796078.1|AALB
OG0001560	LOC108098562|XP_017057058.1|DFIC	LOC118459595|XP_035779015.1|AALB
OG0001561	LOC108092071|XP_017047028.1|DFIC	LOC118457814|XP_035775568.1|AALB
OG0001562	LOC108088160|XP_017041313.1|DFIC	LOC118464784|XP_035788308.1|AALB
OG0001563	LOC108101135|XP_017060846.1|DFIC, LOC108101990|XP_017062074.1|DFIC	LOC118468455|XP_035795128.1|AALB
OG0001564	LOC108099403|XP_017058398.1|DFIC	LOC118458845|XP_035777642.1|AALB
OG0001565	LOC108099453|XP_017058483.1|DFIC	LOC118456664|XP_035773512.1|AALB
OG0001566	LOC108092044|XP_017046975.1|DFIC	LOC118460066|XP_035779956.1|AALB
OG0001567	LOC108086421|XP_017038812.1|DFIC	LOC118463265|XP_035785628.1|AALB
OG0001568	LOC108091947|XP_017046825.1|DFIC	LOC118462565|XP_035784248.1|AALB
OG0001569	LOC108091915|XP_017046789.1|DFIC	LOC118462583|XP_035784283.1|AALB
OG0001570	LOC108087082|XP_017039751.1|DFIC	LOC118458696|XP_035777328.1|AALB
OG0001571	LOC108089273|XP_017042935.1|DFIC	LOC118468784|XP_035795874.1|AALB
OG0001572	LOC108102177|XP_017062370.1|DFIC	LOC118463819|XP_035786591.1|AALB, LOC118463818|XP_035786590.1|AALB
OG0001573	LOC108096253|XP_017053197.1|DFIC	LOC118463557|XP_035786074.1|AALB
OG0001574	LOC108092974|XP_017048352.1|DFIC	LOC118462966|XP_035785023.1|AALB, LOC118464066|XP_035787007.1|AALB
OG0001575	LOC108092004|XP_017046922.1|DFIC	LOC118465336|XP_035789378.1|AALB
OG0001576	LOC108087384|XP_017040216.1|DFIC	LOC118464403|XP_035787650.1|AALB
OG0001577	LOC108088491|XP_017041799.1|DFIC	LOC118464309|XP_035787493.1|AALB
OG0001578	LOC108096910|XP_017054349.1|DFIC	LOC118463396|XP_035785834.1|AALB
OG0001579	LOC108097541|XP_017055380.1|DFIC	LOC118464271|XP_035787426.1|AALB
OG0001580	LOC108096842|XP_017054242.1|DFIC	LOC118464408|XP_035787657.1|AALB
OG0001581	LOC108097567|XP_017055443.1|DFIC, LOC108086322|XP_017038715.1|DFIC	LOC118468973|XP_035796248.1|AALB, LOC118467150|XP_035793181.1|AALB
OG0001582	LOC108086764|XP_017039291.1|DFIC	LOC118464532|XP_035787862.1|AALB
OG0001583	LOC108101529|XP_017061390.1|DFIC	LOC118466473|XP_035791747.1|AALB
OG0001584	LOC108100156|XP_017059402.1|DFIC	LOC118465768|XP_035790176.1|AALB
OG0001586	LOC108088249|XP_017041455.1|DFIC	LOC118465652|XP_035789959.1|AALB
OG0001587	LOC108102088|XP_017062230.1|DFIC	LOC118466944|XP_035792738.1|AALB
OG0001588	LOC108101547|XP_017061428.1|DFIC	LOC118464405|XP_035787652.1|AALB
OG0001589	LOC108100411|XP_017059791.1|DFIC	LOC118460867|XP_035781491.1|AALB
OG0001590	LOC108094745|XP_017050981.1|DFIC, LOC108094746|XP_017050988.1|DFIC	LOC118465624|XP_035789915.1|AALB
OG0001591	LOC108086584|XP_017039031.1|DFIC	LOC118467389|XP_035793729.1|AALB
OG0001593	LOC108094515|XP_017050605.1|DFIC	LOC118457738|XP_035775439.1|AALB
OG0001594	LOC108101266|XP_017061010.1|DFIC	LOC118468366|XP_035795018.1|AALB
OG0001595	LOC108086463|XP_017038877.1|DFIC	LOC118459536|XP_035778890.1|AALB
OG0001596	LOC108094433|XP_017050493.1|DFIC	LOC118458369|XP_035776658.1|AALB
OG0001597	LOC108093208|XP_017048663.1|DFIC	LOC118469076|XP_035796451.1|AALB
OG0001598	LOC108102275|XP_017062518.1|DFIC, LOC108090040|XP_017044027.1|DFIC	LOC118457598|XP_035775190.1|AALB
OG0001599	LOC108088174|XP_017041341.1|DFIC	LOC118459793|XP_035779416.1|AALB
OG0001600	LOC108100907|XP_017060511.1|DFIC	LOC118458741|XP_035777408.1|AALB
OG0001601	LOC108093431|XP_017048980.1|DFIC	LOC118456834|XP_035773823.1|AALB
OG0001603	LOC108097825|XP_017055835.1|DFIC	LOC118460103|XP_035780031.1|AALB, LOC118460105|XP_035780033.1|AALB
OG0001604	LOC108097167|XP_017054790.1|DFIC	LOC118457907|XP_035775794.1|AALB
OG0001605	LOC108090542|XP_017044765.1|DFIC	LOC118457695|XP_035775361.1|AALB
OG0001606	LOC108102214|XP_017062425.1|DFIC	LOC118460076|XP_035779984.1|AALB
OG0001607	LOC108098199|XP_017056426.1|DFIC	LOC118459538|XP_035778903.1|AALB
OG0001608	LOC108095808|XP_017052571.1|DFIC	LOC118461668|XP_035783149.1|AALB
OG0001609	LOC108101946|XP_017062021.1|DFIC	LOC118459320|XP_035778463.1|AALB
OG0001610	LOC108098103|XP_017056308.1|DFIC, LOC108098353|XP_017056687.1|DFIC	LOC118459136|XP_035778107.1|AALB
OG0001611	LOC108089940|XP_017043918.1|DFIC	LOC118461129|XP_035781983.1|AALB
OG0001612	LOC108092762|XP_017047986.1|DFIC	LOC118469060|XP_035796425.1|AALB, LOC118469061|XP_035796427.1|AALB
OG0001613	LOC108089192|XP_017042819.1|DFIC	LOC118461249|XP_035782257.1|AALB
OG0001614	LOC108090535|XP_017044752.1|DFIC	LOC118457865|XP_035775657.1|AALB
OG0001615	LOC108086333|XP_017038722.1|DFIC	LOC118461237|XP_035782229.1|AALB
OG0001616	LOC108087516|XP_017040412.1|DFIC, LOC108093499|XP_017049078.1|DFIC	LOC118461189|XP_035782113.1|AALB
OG0001617	LOC108098328|XP_017056641.1|DFIC	LOC118461412|XP_035782588.1|AALB
OG0001618	LOC108089126|XP_017042731.1|DFIC	LOC118460381|XP_035780533.1|AALB, LOC118460776|XP_035781273.1|AALB
OG0001619	LOC108102157|XP_017062342.1|DFIC	LOC118460610|XP_035780944.1|AALB
OG0001620	LOC108090953|XP_017045386.1|DFIC	LOC118458046|XP_035776059.1|AALB
OG0001621	LOC108093674|XP_017049342.1|DFIC	LOC118456918|XP_035773941.1|AALB
OG0001622	LOC108088603|XP_017041970.1|DFIC	LOC118458662|XP_035777252.1|AALB, LOC118459937|XP_035779694.1|AALB
OG0001623	LOC108091520|XP_017046269.1|DFIC	LOC118468373|XP_035795026.1|AALB
OG0001624	LOC108094371|XP_017050404.1|DFIC	LOC118459396|XP_035778599.1|AALB
OG0001625	LOC108094381|XP_017050432.1|DFIC	LOC118459390|XP_035778586.1|AALB
OG0001626	LOC108100849|XP_017060418.1|DFIC	LOC118458763|XP_035777449.1|AALB
OG0001627	LOC108097524|XP_017055350.1|DFIC	LOC118460994|XP_035781708.1|AALB
OG0001628	LOC108095651|XP_017052305.1|DFIC	LOC118460341|XP_035780460.1|AALB, LOC118461444|XP_035782658.1|AALB
OG0001630	LOC108092203|XP_017047218.1|DFIC	LOC118460578|XP_035780884.1|AALB, LOC118461858|XP_035783553.1|AALB
OG0001631	LOC108091388|XP_017046058.1|DFIC	LOC118468984|XP_035796269.1|AALB
OG0001632	LOC108101232|XP_017060971.1|DFIC	LOC118457791|XP_035775530.1|AALB
OG0001633	LOC108102055|XP_017062171.1|DFIC	LOC118457962|XP_035775888.1|AALB
OG0001635	LOC108096022|XP_017052860.1|DFIC	LOC118460376|XP_035780524.1|AALB, LOC118460375|XP_035780521.1|AALB
OG0001636	LOC108098595|XP_017057146.1|DFIC	LOC118466678|XP_035792195.1|AALB
OG0001637	LOC108099346|XP_017058314.1|DFIC	LOC118458420|XP_035776766.1|AALB
OG0001638	LOC108091342|XP_017045979.1|DFIC	LOC118461258|XP_035782271.1|AALB
OG0001639	LOC108091137|XP_017045661.1|DFIC	LOC118460172|XP_035780168.1|AALB
OG0001640	LOC108087401|XP_017040231.1|DFIC, LOC108089085|XP_017042684.1|DFIC	LOC118464493|XP_035787814.1|AALB
OG0001641	LOC108102003|XP_017062090.1|DFIC	LOC118466589|XP_035792041.1|AALB
OG0001642	LOC108097996|XP_017056122.1|DFIC	LOC118468523|XP_035795284.1|AALB
OG0001643	LOC108100894|XP_017060492.1|DFIC, LOC108095005|XP_017051334.1|DFIC	LOC118465356|XP_035789422.1|AALB
OG0001644	LOC108095467|XP_017052071.1|DFIC	LOC118464022|XP_035786971.1|AALB
OG0001645	LOC108090879|XP_017045267.1|DFIC	LOC118465180|XP_035789035.1|AALB
OG0001646	LOC108093806|XP_017049606.1|DFIC, LOC108092035|XP_017047349.1|DFIC	LOC118462638|XP_035784378.1|AALB
OG0001647	LOC108094287|XP_017050269.1|DFIC	LOC118464714|XP_035788141.1|AALB
OG0001648	LOC108086897|XP_017039447.1|DFIC	LOC118467012|XP_035792849.1|AALB
OG0001649	LOC108101527|XP_017061388.1|DFIC	LOC118467219|XP_035793358.1|AALB, LOC118466533|XP_035791933.1|AALB, LOC118467585|XP_035794128.1|AALB, LOC118466532|XP_035791931.1|AALB
OG0001650	LOC108095208|XP_017051705.1|DFIC	LOC118467408|XP_035793776.1|AALB
OG0001651	LOC108096832|XP_017054226.1|DFIC	LOC118462824|XP_035784740.1|AALB, LOC118464236|XP_035787314.1|AALB
OG0001652	LOC108099905|XP_017059054.1|DFIC	LOC118464366|XP_035787593.1|AALB
OG0001653	LOC108088878|XP_017042362.1|DFIC	LOC118462773|XP_035784638.1|AALB
OG0001654	LOC108093946|XP_017049831.1|DFIC	LOC118464698|XP_035788113.1|AALB
OG0001655	LOC108090755|XP_017045076.1|DFIC	LOC118465283|XP_035789219.1|AALB
OG0001656	LOC108092362|XP_017047387.1|DFIC, LOC108092361|XP_017047386.1|DFIC, LOC108092481|XP_017047562.1|DFIC	LOC118464262|XP_035787400.1|AALB
OG0001657	LOC108096327|XP_017053349.1|DFIC	LOC118462758|XP_035784617.1|AALB
OG0001658	LOC108100165|XP_017059417.1|DFIC	LOC118465827|XP_035790308.1|AALB
