Orthogroup	DFIC.longest_only	DALB.longest_only
OG0000605	LOC108089988|XP_017043978.1|DFIC	LOC117563778|XP_034098176.1|DALB, LOC117563777|XP_034098175.1|DALB
OG0000606	LOC108095812|XP_017052574.1|DFIC	LOC117574263|XP_034113889.1|DALB
OG0000607	LOC108097929|XP_017055975.1|DFIC	LOC117573731|XP_034112993.1|DALB
OG0000607	LOC108098630|XP_017057194.1|DFIC	LOC117573336|XP_034112336.1|DALB
OG0000608	LOC108095666|XP_017052320.1|DFIC	LOC117575661|XP_034115840.1|DALB
OG0000609	LOC108095180|XP_017051656.1|DFIC	LOC117564819|XP_034099631.1|DALB
OG0000610	LOC108088330|XP_017041561.1|DFIC	LOC117567740|XP_034103816.1|DALB
OG0000610	LOC108090673|XP_017044948.1|DFIC	LOC117568908|XP_034105704.1|DALB
OG0000611	LOC108095187|XP_017051664.1|DFIC	LOC117572225|XP_034110794.1|DALB
OG0000611	LOC108090540|XP_017044763.1|DFIC	LOC117569955|XP_034107216.1|DALB
OG0000612	LOC108099729|XP_017058841.1|DFIC, LOC108099728|XP_017058840.1|DFIC, LOC108099978|XP_017059162.1|DFIC	LOC117571175|XP_034109093.1|DALB
OG0000614	LOC108097486|XP_017055275.1|DFIC	LOC117573517|XP_034112645.1|DALB
OG0000615	LOC108088613|XP_017041990.1|DFIC	LOC117569740|XP_034106917.1|DALB
OG0000615	LOC108098877|XP_017057552.1|DFIC	LOC117574393|XP_034114122.1|DALB
OG0000616	LOC108088564|XP_017041900.1|DFIC	LOC117575413|XP_034115488.1|DALB
OG0000617	LOC108088482|XP_017041769.1|DFIC	LOC117575989|XP_034116376.1|DALB
OG0000617	LOC108087951|XP_017041029.1|DFIC	LOC117575506|XP_034115640.1|DALB
OG0000618	LOC108099439|XP_017058465.1|DFIC	LOC117573703|XP_034112962.1|DALB
OG0000618	LOC108088862|XP_017042328.1|DFIC	LOC117572345|XP_034110993.1|DALB
OG0000619	LOC108087819|XP_017040875.1|DFIC	LOC117572298|XP_034110901.1|DALB
OG0000620	LOC108096270|XP_017053220.1|DFIC	LOC117567579|XP_034103547.1|DALB
OG0000621	LOC108093346|XP_017048843.1|DFIC	LOC117576522|XP_034117232.1|DALB
OG0000621	LOC108092982|XP_017048364.1|DFIC	LOC117570374|XP_034107863.1|DALB
OG0000622	LOC108093262|XP_017048728.1|DFIC	LOC117570206|XP_034107585.1|DALB
OG0000622	LOC108096417|XP_017053485.1|DFIC	LOC117569833|XP_034107049.1|DALB
OG0000623	LOC108100357|XP_017059679.1|DFIC	LOC117569825|XP_034107040.1|DALB
OG0000623	LOC108086981|XP_017039598.1|DFIC	LOC117571426|XP_034109457.1|DALB
OG0000624	LOC108096615|XP_017053848.1|DFIC	LOC117570531|XP_034108127.1|DALB
OG0000625	LOC108093112|XP_017048543.1|DFIC	LOC117572722|XP_034111677.1|DALB
OG0000625	LOC108093115|XP_017048546.1|DFIC	LOC117572724|XP_034111680.1|DALB
OG0000626	LOC108090659|XP_017044930.1|DFIC	LOC117566761|XP_034102195.1|DALB
OG0000626	LOC108087659|XP_017040638.1|DFIC	LOC117569433|XP_034106484.1|DALB
OG0000627	LOC108099958|XP_017059127.1|DFIC	LOC117572507|XP_034111252.1|DALB
OG0000627	LOC108101778|XP_017061742.1|DFIC	LOC117574429|XP_034114161.1|DALB
OG0000628	LOC108089236|XP_017042886.1|DFIC	LOC117565246|XP_034100148.1|DALB
OG0000629	LOC108092202|XP_017047217.1|DFIC	LOC117574207|XP_034113802.1|DALB, LOC117574206|XP_034113801.1|DALB
OG0000629	LOC108089892|XP_017043852.1|DFIC	LOC117565174|XP_034100057.1|DALB, LOC117564067|XP_034098584.1|DALB
OG0000630	LOC108101731|XP_017061672.1|DFIC	LOC117564045|XP_034098545.1|DALB
OG0000630	LOC108095349|XP_017051922.1|DFIC, LOC108089216|XP_017042856.1|DFIC	LOC117565056|XP_034099894.1|DALB
OG0000631	LOC108101999|XP_017062086.1|DFIC	LOC117564713|XP_034099485.1|DALB
OG0000631	LOC108098440|XP_017056821.1|DFIC	LOC117565173|XP_034100055.1|DALB
OG0000632	LOC108089979|XP_017043969.1|DFIC	LOC117565524|XP_034100553.1|DALB
OG0000632	LOC108101255|XP_017060999.1|DFIC	LOC117565870|XP_034101098.1|DALB
OG0000634	LOC108100632|XP_017060126.1|DFIC	LOC117568717|XP_034105424.1|DALB
OG0000635	LOC108094905|XP_017051239.1|DFIC	LOC117567613|XP_034103593.1|DALB
OG0000635	LOC108094709|XP_017050935.1|DFIC	LOC117577669|XP_034118448.1|DALB
OG0000636	LOC108089120|XP_017042724.1|DFIC	LOC117564269|XP_034098862.1|DALB
OG0000636	LOC108089125|XP_017042730.1|DFIC	LOC117564177|XP_034098736.1|DALB
OG0000637	LOC108097390|XP_017055138.1|DFIC	LOC117567319|XP_034103113.1|DALB
OG0000637	LOC108097147|XP_017054755.1|DFIC	LOC117576420|XP_034117048.1|DALB
OG0000638	LOC108087276|XP_017040071.1|DFIC	LOC117569856|XP_034107080.1|DALB
OG0000638	LOC108095318|XP_017051883.1|DFIC	LOC117565791|XP_034100967.1|DALB
OG0000639	LOC108093061|XP_017048456.1|DFIC	LOC117572595|XP_034111394.1|DALB
OG0000641	LOC108093455|XP_017049019.1|DFIC, LOC108093524|XP_017049106.1|DFIC	LOC117574421|XP_034114149.1|DALB, LOC117576933|XP_034117967.1|DALB
OG0000642	LOC108086615|XP_017039080.1|DFIC	LOC117563538|XP_034097808.1|DALB
OG0000643	LOC108088354|XP_017041590.1|DFIC, LOC108088355|XP_017041591.1|DFIC, LOC108088357|XP_017041592.1|DFIC	LOC117574455|XP_034114184.1|DALB
OG0000644	LOC108100603|XP_017060078.1|DFIC, LOC108100184|XP_017059442.1|DFIC, LOC108100176|XP_017059433.1|DFIC	LOC117567265|XP_034103015.1|DALB
OG0000645	LOC108094823|XP_017051128.1|DFIC	LOC117563298|XP_034097433.1|DALB, LOC117563299|XP_034097434.1|DALB
OG0000646	LOC108092115|XP_017047104.1|DFIC	LOC117576972|XP_034118040.1|DALB
OG0000646	LOC108097589|XP_017055475.1|DFIC	LOC117573382|XP_034112460.1|DALB
OG0000647	LOC108091815|XP_017046674.1|DFIC	LOC117575946|XP_034116298.1|DALB
OG0000647	LOC108092934|XP_017048289.1|DFIC	LOC117569887|XP_034107121.1|DALB
OG0000648	LOC108098144|XP_017056359.1|DFIC	LOC117577850|XP_034118682.1|DALB
OG0000648	LOC108098155|XP_017056375.1|DFIC	LOC117577986|XP_034118972.1|DALB
OG0000649	LOC108088664|XP_017042081.1|DFIC	LOC117577572|XP_034118299.1|DALB
OG0000649	LOC108088675|XP_017042098.1|DFIC	LOC117577482|XP_034118253.1|DALB
OG0000650	LOC108091957|XP_017046842.1|DFIC	LOC117576519|XP_034117219.1|DALB
OG0000650	LOC108098411|XP_017056795.1|DFIC	LOC117573113|XP_034111930.1|DALB
OG0000651	LOC108099820|XP_017058938.1|DFIC	LOC117567804|XP_034103930.1|DALB
OG0000651	LOC108100594|XP_017060064.1|DFIC	LOC117568586|XP_034105209.1|DALB
OG0000652	LOC108101591|XP_017061492.1|DFIC	LOC117569337|XP_034106358.1|DALB
OG0000652	LOC108095388|XP_017051956.1|DFIC	LOC117577682|XP_034118468.1|DALB
OG0000653	LOC108088002|XP_017041102.1|DFIC, LOC108090201|XP_017044278.1|DFIC	LOC117576011|XP_034116409.1|DALB
OG0000654	LOC108100260|XP_017059526.1|DFIC	LOC117572400|XP_034111072.1|DALB
OG0000654	LOC108100423|XP_017059809.1|DFIC	LOC117566801|XP_034102235.1|DALB
OG0000655	LOC108096630|XP_017053868.1|DFIC	LOC117567327|XP_034103125.1|DALB
OG0000656	LOC108088038|XP_017041161.1|DFIC	LOC117574283|XP_034113925.1|DALB
OG0000657	LOC108098995|XP_017057716.1|DFIC	LOC117568889|XP_034105680.1|DALB
OG0000657	LOC108092559|XP_017047688.1|DFIC	LOC117564144|XP_034098698.1|DALB
OG0000658	LOC108098004|XP_017056130.1|DFIC	LOC117569426|XP_034106479.1|DALB
OG0000658	LOC108098918|XP_017057611.1|DFIC	LOC117573941|XP_034113359.1|DALB
OG0000659	LOC108089211|XP_017042850.1|DFIC	LOC117563557|XP_034097828.1|DALB
OG0000660	LOC108092545|XP_017047665.1|DFIC	LOC117564213|XP_034098789.1|DALB
OG0000661	LOC108089459|XP_017043192.1|DFIC	LOC117572351|XP_034111002.1|DALB
OG0000661	LOC108089902|XP_017043868.1|DFIC	LOC117565090|XP_034099931.1|DALB
OG0000662	LOC108099830|XP_017058954.1|DFIC	LOC117570924|XP_034108745.1|DALB
OG0000662	LOC108101046|XP_017060713.1|DFIC	LOC117577860|XP_034118700.1|DALB
OG0000663	LOC108090716|XP_017045007.1|DFIC	LOC117569390|XP_034106410.1|DALB
OG0000664	LOC108098649|XP_017057213.1|DFIC	LOC117564016|XP_034098505.1|DALB
OG0000664	LOC108086500|XP_017038914.1|DFIC	LOC117570880|XP_034108667.1|DALB
OG0000665	LOC108095673|XP_017052330.1|DFIC	LOC117573325|XP_034112325.1|DALB
OG0000665	LOC108095908|XP_017052725.1|DFIC	LOC117575323|XP_034115370.1|DALB
OG0000666	LOC108094884|XP_017051208.1|DFIC	LOC117569897|XP_034107129.1|DALB
OG0000666	LOC108091191|XP_017045760.1|DFIC	LOC117578059|XP_034119086.1|DALB
OG0000667	LOC108097309|XP_017055015.1|DFIC	LOC117578274|XP_034119594.1|DALB
OG0000667	LOC108092042|XP_017046972.1|DFIC	LOC117573551|XP_034112722.1|DALB
OG0000668	LOC108094405|XP_017050460.1|DFIC	LOC117573147|XP_034111977.1|DALB
OG0000668	LOC108091965|XP_017046862.1|DFIC	LOC117576626|XP_034117441.1|DALB
OG0000669	LOC108101675|XP_017061588.1|DFIC	LOC117578037|XP_034119049.1|DALB
OG0000669	LOC108101672|XP_017061586.1|DFIC	LOC117578011|XP_034119005.1|DALB
OG0000670	LOC108091360|XP_017046002.1|DFIC	LOC117565760|XP_034100947.1|DALB
OG0000671	LOC108096979|XP_017054445.1|DFIC	LOC117575061|XP_034115033.1|DALB
OG0000671	LOC108102301|XP_017062552.1|DFIC	LOC117575017|XP_034114987.1|DALB
OG0000672	LOC108097618|XP_017055519.1|DFIC	LOC117567786|XP_034103901.1|DALB
OG0000672	LOC108097790|XP_017055810.1|DFIC	LOC117571431|XP_034109468.1|DALB
OG0000673	LOC108095530|XP_017052146.1|DFIC	LOC117576886|XP_034117903.1|DALB
OG0000673	LOC108096180|XP_017053052.1|DFIC	LOC117568027|XP_034104258.1|DALB
OG0000675	LOC108100985|XP_017060632.1|DFIC, LOC108100984|XP_017060631.1|DFIC	LOC117577641|XP_034118401.1|DALB, LOC117571689|XP_034109870.1|DALB, LOC117577754|XP_034118556.1|DALB
OG0000677	LOC108100688|XP_017060193.1|DFIC	LOC117571268|XP_034109222.1|DALB
OG0000677	LOC108091239|XP_017045838.1|DFIC	LOC117578262|XP_034119575.1|DALB
OG0000678	LOC108097620|XP_017055525.1|DFIC	LOC117574094|XP_034113622.1|DALB
OG0000678	LOC108091445|XP_017046130.1|DFIC	LOC117565020|XP_034099855.1|DALB
OG0000679	LOC108097531|XP_017055366.1|DFIC	LOC117577714|XP_034118508.1|DALB
OG0000680	LOC108094609|XP_017050766.1|DFIC	LOC117577640|XP_034118400.1|DALB
OG0000680	LOC108094482|XP_017050562.1|DFIC	LOC117568471|XP_034105051.1|DALB
OG0000681	LOC108092126|XP_017047119.1|DFIC	LOC117573364|XP_034112384.1|DALB
OG0000681	LOC108095604|XP_017052258.1|DFIC	LOC117566126|XP_034101500.1|DALB
OG0000683	LOC108092081|XP_017047049.1|DFIC	LOC117574071|XP_034113592.1|DALB
OG0000684	LOC108088086|XP_017041230.1|DFIC	LOC117575991|XP_034116379.1|DALB
OG0000684	LOC108091674|XP_017046483.1|DFIC	LOC117576609|XP_034117401.1|DALB
OG0000685	LOC108098550|XP_017057037.1|DFIC	LOC117574214|XP_034113812.1|DALB
OG0000686	LOC108094327|XP_017050366.1|DFIC	LOC117570004|XP_034107290.1|DALB
OG0000686	LOC108087601|XP_017040529.1|DFIC	LOC117578192|XP_034119401.1|DALB
OG0000687	LOC108094928|XP_017051275.1|DFIC	LOC117568559|XP_034105178.1|DALB
OG0000687	LOC108099703|XP_017058817.1|DFIC	LOC117572061|XP_034110530.1|DALB
OG0000688	LOC108093847|XP_017049670.1|DFIC	LOC117566937|XP_034102459.1|DALB
OG0000689	LOC108094057|XP_017049984.1|DFIC	LOC117570131|XP_034107487.1|DALB
OG0000689	LOC108094056|XP_017049983.1|DFIC	LOC117570130|XP_034107486.1|DALB
OG0000690	LOC108095501|XP_017052096.1|DFIC	LOC117577602|XP_034118339.1|DALB
OG0000691	LOC108098728|XP_017057338.1|DFIC	LOC117563341|XP_034097509.1|DALB
OG0000691	LOC108088331|XP_017041562.1|DFIC	LOC117572769|XP_034111749.1|DALB
OG0000692	LOC108089306|XP_017042972.1|DFIC	LOC117572055|XP_034110522.1|DALB
OG0000693	LOC108098108|XP_017056312.1|DFIC	LOC117578299|XP_034119635.1|DALB
OG0000693	LOC108101082|XP_017060770.1|DFIC	LOC117574730|XP_034114551.1|DALB
OG0000694	LOC108091238|XP_017045833.1|DFIC	LOC117573076|XP_034111850.1|DALB
OG0000694	LOC108100473|XP_017059892.1|DFIC	LOC117572591|XP_034111369.1|DALB
OG0000695	LOC108093419|XP_017048953.1|DFIC	LOC117563999|XP_034098480.1|DALB
OG0000695	LOC108101656|XP_017061564.1|DFIC	LOC117564236|XP_034098818.1|DALB
OG0000696	LOC108100836|XP_017060396.1|DFIC, LOC108091326|XP_017045956.1|DFIC	LOC117563384|XP_034097588.1|DALB
OG0000697	LOC108097955|XP_017056053.1|DFIC	LOC117577858|XP_034118698.1|DALB
OG0000697	LOC108093408|XP_017048934.1|DFIC	LOC117564401|XP_034099016.1|DALB
OG0000698	LOC108091427|XP_017046106.1|DFIC	LOC117564328|XP_034098925.1|DALB
OG0000698	LOC108091577|XP_017046343.1|DFIC	LOC117565639|XP_034100740.1|DALB
OG0000699	LOC108093463|XP_017049034.1|DFIC	LOC117564258|XP_034098852.1|DALB
OG0000699	LOC108095671|XP_017052326.1|DFIC	LOC117576161|XP_034116627.1|DALB
OG0000700	LOC108091511|XP_017046249.1|DFIC	LOC117565951|XP_034101231.1|DALB
OG0000700	LOC108092507|XP_017047614.1|DFIC	LOC117564896|XP_034099736.1|DALB
OG0000701	LOC108094773|XP_017051035.1|DFIC	LOC117568902|XP_034105696.1|DALB
OG0000701	LOC108097666|XP_017055604.1|DFIC	LOC117577732|XP_034118526.1|DALB
OG0000702	LOC108095766|XP_017052490.1|DFIC	LOC117574244|XP_034113862.1|DALB
OG0000702	LOC108095768|XP_017052501.1|DFIC	LOC117574242|XP_034113854.1|DALB
OG0000703	LOC108087625|XP_017040569.1|DFIC	LOC117571007|XP_034108853.1|DALB
OG0000704	LOC108097006|XP_017054494.1|DFIC	LOC117577622|XP_034118367.1|DALB
OG0000704	LOC108086868|XP_017039419.1|DFIC	LOC117574946|XP_034114891.1|DALB
OG0000705	LOC108100312|XP_017059603.1|DFIC	LOC117568186|XP_034104530.1|DALB
OG0000706	LOC108095089|XP_017051514.1|DFIC	LOC117565201|XP_034100096.1|DALB
OG0000706	LOC108097178|XP_017054806.1|DFIC	LOC117578084|XP_034119137.1|DALB
OG0000707	LOC108096541|XP_017053716.1|DFIC	LOC117571527|XP_034109597.1|DALB
OG0000707	LOC108102141|XP_017062299.1|DFIC	LOC117577825|XP_034118653.1|DALB
OG0000708	LOC108101768|XP_017061722.1|DFIC	LOC117566954|XP_034102489.1|DALB
OG0000708	LOC108095526|XP_017052133.1|DFIC, LOC108101662|XP_017061571.1|DFIC	LOC117568465|XP_034105038.1|DALB
OG0000709	LOC108086871|XP_017039422.1|DFIC	LOC117576075|XP_034116503.1|DALB
OG0000709	LOC108097993|XP_017056116.1|DFIC	LOC117567689|XP_034103708.1|DALB
OG0000710	LOC108096125|XP_017052991.1|DFIC	LOC117576461|XP_034117123.1|DALB
OG0000710	LOC108094025|XP_017049944.1|DFIC	LOC117566942|XP_034102465.1|DALB
OG0000711	LOC108089765|XP_017043645.1|DFIC	LOC117571032|XP_034108886.1|DALB
OG0000711	LOC108091095|XP_017045600.1|DFIC	LOC117575987|XP_034116783.1|DALB
OG0000712	LOC108101015|XP_017060668.1|DFIC	LOC117575191|XP_034115194.1|DALB
OG0000712	LOC108101076|XP_017060763.1|DFIC	LOC117575190|XP_034115193.1|DALB
OG0000713	LOC108091749|XP_017046583.1|DFIC	LOC117575947|XP_034116299.1|DALB
OG0000713	LOC108087645|XP_017040598.1|DFIC	LOC117573086|XP_034111870.1|DALB
OG0000714	LOC108097963|XP_017056067.1|DFIC	LOC117577929|XP_034118823.1|DALB
OG0000714	LOC108096265|XP_017053214.1|DFIC	LOC117570895|XP_034108689.1|DALB
OG0000715	LOC108099789|XP_017058907.1|DFIC	LOC117570536|XP_034108134.1|DALB
OG0000715	LOC108099762|XP_017058880.1|DFIC	LOC117570535|XP_034108132.1|DALB
OG0000716	LOC108092884|XP_017048214.1|DFIC	LOC117569972|XP_034107243.1|DALB
OG0000716	LOC108087560|XP_017040476.1|DFIC	LOC117568974|XP_034105825.1|DALB
OG0000717	LOC108088768|XP_017042210.1|DFIC	LOC117566524|XP_034101955.1|DALB
OG0000718	LOC108101722|XP_017061661.1|DFIC	LOC117573107|XP_034111920.1|DALB
OG0000718	LOC108095033|XP_017051402.1|DFIC	LOC117573166|XP_034112022.1|DALB
OG0000719	LOC108087488|XP_017040365.1|DFIC	LOC117571875|XP_034110223.1|DALB, LOC117571876|XP_034110226.1|DALB, LOC117571771|XP_034110019.1|DALB, LOC117571877|XP_034110227.1|DALB, LOC117571878|XP_034110228.1|DALB, LOC117569348|XP_034106372.1|DALB
OG0000719	LOC108089708|XP_017043543.1|DFIC	LOC117568699|XP_034105404.1|DALB
OG0000720	LOC108088519|XP_017041848.1|DFIC	LOC117573621|XP_034112814.1|DALB, LOC117573623|XP_034112816.1|DALB, LOC117573351|XP_034112368.1|DALB, LOC117573622|XP_034112815.1|DALB, LOC117573353|XP_034112369.1|DALB
OG0000721	LOC108088139|XP_017041292.1|DFIC	LOC117565112|XP_034099962.1|DALB, LOC117565111|XP_034099961.1|DALB
OG0000723	LOC108096557|XP_017053735.1|DFIC	LOC117571371|XP_034109377.1|DALB, LOC117571179|XP_034109098.1|DALB
OG0000724	LOC108098098|XP_017056297.1|DFIC	LOC117569982|XP_034107254.1|DALB
OG0000724	LOC108099385|XP_017058373.1|DFIC	LOC117576001|XP_034116395.1|DALB
OG0000726	LOC108087033|XP_017039690.1|DFIC	LOC117575529|XP_034115668.1|DALB
OG0000726	LOC108086997|XP_017039620.1|DFIC	LOC117574905|XP_034114838.1|DALB
OG0000727	LOC108101114|XP_017060822.1|DFIC	LOC117576060|XP_034116485.1|DALB
OG0000728	LOC108088584|XP_017041923.1|DFIC	LOC117578224|XP_034119488.1|DALB
OG0000729	LOC108086587|XP_017039036.1|DFIC	LOC117574265|XP_034113893.1|DALB
OG0000729	LOC108086599|XP_017039059.1|DFIC	LOC117574266|XP_034113894.1|DALB
OG0000730	LOC108097995|XP_017056121.1|DFIC	LOC117570590|XP_034108225.1|DALB
OG0000730	LOC108094155|XP_017050084.1|DFIC	LOC117565891|XP_034101124.1|DALB
OG0000731	LOC108096438|XP_017053521.1|DFIC	LOC117572709|XP_034111657.1|DALB
OG0000731	LOC108101947|XP_017062022.1|DFIC	LOC117568865|XP_034105643.1|DALB
OG0000732	LOC108089424|XP_017043116.1|DFIC	LOC117569565|XP_034106675.1|DALB
OG0000732	LOC108089422|XP_017043115.1|DFIC	LOC117569564|XP_034106673.1|DALB
OG0000733	LOC108086525|XP_017038942.1|DFIC	LOC117576057|XP_034116480.1|DALB
OG0000733	LOC108089021|XP_017042595.1|DFIC	LOC117568400|XP_034104923.1|DALB
OG0000734	LOC108100544|XP_017059998.1|DFIC, LOC108100739|XP_017060264.1|DFIC	LOC117572665|XP_034111555.1|DALB
OG0000735	LOC108094231|XP_017050179.1|DFIC	LOC117565984|XP_034101289.1|DALB
OG0000735	LOC108097852|XP_017055878.1|DFIC	LOC117565101|XP_034099950.1|DALB
OG0000736	LOC108092318|XP_017047341.1|DFIC	LOC117564655|XP_034099405.1|DALB
OG0000736	LOC108092319|XP_017047343.1|DFIC	LOC117564656|XP_034099406.1|DALB
OG0000737	LOC108094254|XP_017050204.1|DFIC	LOC117566900|XP_034102408.1|DALB
OG0000738	LOC108100882|XP_017060480.1|DFIC	LOC117564734|XP_034099512.1|DALB
OG0000738	LOC108090017|XP_017044006.1|DFIC	LOC117564431|XP_034099058.1|DALB
OG0000739	LOC108098920|XP_017057613.1|DFIC	LOC117573942|XP_034113360.1|DALB
OG0000739	LOC108098919|XP_017057612.1|DFIC	LOC117573943|XP_034113361.1|DALB
OG0000740	LOC108098916|XP_017057607.1|DFIC	LOC117575420|XP_034115495.1|DALB
OG0000741	LOC108102165|XP_017062352.1|DFIC, LOC108097694|XP_017055653.1|DFIC, LOC108087039|XP_017039702.1|DFIC	LOC117563427|XP_034097655.1|DALB
OG0000742	LOC108094409|XP_017050465.1|DFIC	LOC117573481|XP_034112604.1|DALB
OG0000742	LOC108094418|XP_017050478.1|DFIC	LOC117575324|XP_034115374.1|DALB
OG0000743	LOC108100534|XP_017059984.1|DFIC	LOC117569820|XP_034107033.1|DALB
OG0000743	LOC108096584|XP_017053773.1|DFIC	LOC117571542|XP_034109626.1|DALB
OG0000744	LOC108096948|XP_017054403.1|DFIC	LOC117571109|XP_034108983.1|DALB, LOC117566807|XP_034102246.1|DALB
OG0000745	LOC108095125|XP_017051555.1|DFIC	LOC117569015|XP_034105894.1|DALB
OG0000745	LOC108096720|XP_017054048.1|DFIC	LOC117566607|XP_034102039.1|DALB
OG0000746	LOC108101472|XP_017061307.1|DFIC, LOC108101450|XP_017061277.1|DFIC	LOC117568399|XP_034104922.1|DALB
OG0000747	LOC108088802|XP_017042260.1|DFIC	LOC117569971|XP_034107239.1|DALB
OG0000747	LOC108088804|XP_017042264.1|DFIC	LOC117569548|XP_034106647.1|DALB
OG0000748	LOC108092311|XP_017047335.1|DFIC	LOC117565221|XP_034100120.1|DALB
OG0000750	LOC108086617|XP_017039082.1|DFIC, LOC108086616|XP_017039081.1|DFIC	LOC117566718|XP_034102154.1|DALB, LOC117569122|XP_034106034.1|DALB
OG0000751	LOC108096800|XP_017054172.1|DFIC	LOC117566618|XP_034102050.1|DALB, LOC117568406|XP_034104934.1|DALB
OG0000752	LOC108087157|XP_017039869.1|DFIC, LOC108092588|XP_017047724.1|DFIC	LOC117573324|XP_034112323.1|DALB
OG0000753	LOC108088003|XP_017041103.1|DFIC	LOC117576010|XP_034116408.1|DALB
OG0000753	LOC108096181|XP_017053054.1|DFIC	LOC117571892|XP_034110248.1|DALB
OG0000754	LOC108098034|XP_017056179.1|DFIC	LOC117573213|XP_034112120.1|DALB
OG0000754	LOC108097619|XP_017055520.1|DFIC	LOC117578190|XP_034119397.1|DALB
OG0000755	LOC108087074|XP_017039739.1|DFIC	LOC117575392|XP_034115459.1|DALB
OG0000755	LOC108087073|XP_017039736.1|DFIC	LOC117575391|XP_034115458.1|DALB
OG0000756	LOC108095702|XP_017052363.1|DFIC	LOC117574861|XP_034114767.1|DALB
OG0000756	LOC108095713|XP_017052374.1|DFIC	LOC117574986|XP_034114947.1|DALB
OG0000757	LOC108099213|XP_017058082.1|DFIC	LOC117572369|XP_034111027.1|DALB
OG0000758	LOC108089552|XP_017043381.1|DFIC	LOC117568793|XP_034105543.1|DALB
OG0000758	LOC108089551|XP_017043378.1|DFIC	LOC117568792|XP_034105540.1|DALB
OG0000759	LOC108099963|XP_017059143.1|DFIC	LOC117570747|XP_034108459.1|DALB
OG0000759	LOC108100164|XP_017059420.1|DFIC	LOC117569826|XP_034107041.1|DALB
OG0000760	LOC108096937|XP_017054380.1|DFIC	LOC117570110|XP_034107462.1|DALB
OG0000762	LOC108100996|XP_017060650.1|DFIC	LOC117564060|XP_034098574.1|DALB
OG0000762	LOC108092316|XP_017047339.1|DFIC	LOC117565606|XP_034100702.1|DALB
OG0000763	LOC108089796|XP_017043681.1|DFIC	LOC117564355|XP_034098961.1|DALB
OG0000763	LOC108089792|XP_017043676.1|DFIC	LOC117563779|XP_034098177.1|DALB
OG0000764	LOC108099254|XP_017058115.1|DFIC	LOC117574354|XP_034114069.1|DALB
OG0000764	LOC108097526|XP_017055353.1|DFIC	LOC117578381|XP_034119710.1|DALB
OG0000765	LOC108100205|XP_017059469.1|DFIC	LOC117569387|XP_034106408.1|DALB
OG0000765	LOC108097174|XP_017054801.1|DFIC	LOC117576457|XP_034117121.1|DALB
OG0000766	LOC108093465|XP_017049039.1|DFIC	LOC117565562|XP_034100621.1|DALB
OG0000766	LOC108092911|XP_017048259.1|DFIC	LOC117577628|XP_034118385.1|DALB, LOC117569631|XP_034106760.1|DALB
OG0000767	LOC108090093|XP_017044084.1|DFIC	LOC117577791|XP_034118607.1|DALB, LOC117575444|XP_034115543.1|DALB
OG0000767	LOC108088924|XP_017042429.1|DFIC	LOC117572334|XP_034110963.1|DALB
OG0000768	LOC108100644|XP_017060136.1|DFIC	LOC117571269|XP_034109223.1|DALB
OG0000769	LOC108096019|XP_017052858.1|DFIC	LOC117575653|XP_034115830.1|DALB
OG0000769	LOC108098111|XP_017056314.1|DFIC	LOC117569676|XP_034107211.1|DALB
OG0000771	LOC108099328|XP_017058287.1|DFIC	LOC117570925|XP_034108746.1|DALB
OG0000772	LOC108090642|XP_017044909.1|DFIC, LOC108087626|XP_017040572.1|DFIC	LOC117571008|XP_034108857.1|DALB
OG0000773	LOC108101478|XP_017061316.1|DFIC, LOC108092312|XP_017047336.1|DFIC, LOC108099017|XP_017057740.1|DFIC, LOC108101996|XP_017062079.1|DFIC	LOC117570853|XP_034108623.1|DALB, LOC117577238|XP_034118118.1|DALB, LOC117571192|XP_034109122.1|DALB
OG0000774	LOC108090834|XP_017045188.1|DFIC, LOC108090835|XP_017045189.1|DFIC	LOC117570836|XP_034108602.1|DALB, LOC117570839|XP_034108606.1|DALB
OG0000775	LOC108087823|XP_017040881.1|DFIC	LOC117567754|XP_034103833.1|DALB
OG0000775	LOC108096565|XP_017053748.1|DFIC	LOC117568491|XP_034105071.1|DALB
OG0000776	LOC108091981|XP_017046879.1|DFIC, LOC108100513|XP_017059957.1|DFIC, LOC108100514|XP_017059959.1|DFIC	LOC117569411|XP_034106438.1|DALB
OG0000778	LOC108101729|XP_017061669.1|DFIC	LOC117574403|XP_034114132.1|DALB, LOC117573155|XP_034112004.1|DALB
OG0000779	LOC108088696|XP_017042126.1|DFIC	LOC117572674|XP_034111596.1|DALB
OG0000780	LOC108090701|XP_017044981.1|DFIC	LOC117569209|XP_034106172.1|DALB, LOC117569208|XP_034106170.1|DALB
OG0000781	LOC108098052|XP_017056222.1|DFIC	LOC117563918|XP_034098379.1|DALB
OG0000782	LOC108100417|XP_017059797.1|DFIC	LOC117572470|XP_034111208.1|DALB
OG0000782	LOC108095627|XP_017052284.1|DFIC	LOC117577755|XP_034118560.1|DALB
OG0000783	LOC108097250|XP_017054920.1|DFIC	LOC117577545|XP_034118266.1|DALB
OG0000784	LOC108099780|XP_017058898.1|DFIC	LOC117568520|XP_034105113.1|DALB
OG0000784	LOC108097980|XP_017056086.1|DFIC	LOC117577783|XP_034118599.1|DALB
