Orthogroup	DFIC.longest_only	CCAP.longest_only
OG0002076	LOC108096691|XP_017053983.1|DFIC	CCAP1982_LOCUS20493|CAD7012405.1|CCAP
OG0002077	LOC108100294|XP_017059581.1|DFIC	CCAP1982_LOCUS20706|CAD7012622.1|CCAP, CCAP1982_LOCUS20719|CAD7012632.1|CCAP
OG0002078	LOC108094753|XP_017050999.1|DFIC	CCAP1982_LOCUS11090|CAD7002606.1|CCAP, CCAP1982_LOCUS19774|CAD7011690.1|CCAP
OG0002079	LOC108100380|XP_017059723.1|DFIC	CCAP1982_LOCUS13468|CAD7005106.1|CCAP, CCAP1982_LOCUS13467|CAD7005105.1|CCAP, CCAP1982_LOCUS13469|CAD7005107.1|CCAP
OG0002081	LOC108090855|XP_017045225.1|DFIC	CCAP1982_LOCUS19470|CAD7011368.1|CCAP
OG0002082	LOC108090419|XP_017044567.1|DFIC	CCAP1982_LOCUS20250|CAD7012153.1|CCAP
OG0002084	LOC108096922|XP_017054362.1|DFIC	CCAP1982_LOCUS20885|CAD7012782.1|CCAP
OG0002085	LOC108096706|XP_017054028.1|DFIC	CCAP1982_LOCUS20467|CAD7012373.1|CCAP
OG0002086	LOC108096941|XP_017054388.1|DFIC	CCAP1982_LOCUS20236|CAD7012138.1|CCAP
OG0002087	LOC108100270|XP_017059543.1|DFIC	CCAP1982_LOCUS318|CAD6991391.1|CCAP, CCAP1982_LOCUS324|CAD6991397.1|CCAP, CCAP1982_LOCUS14474|CAD7006146.1|CCAP, CCAP1982_LOCUS14470|CAD7006142.1|CCAP
OG0002088	LOC108100427|XP_017059821.1|DFIC	CCAP1982_LOCUS13994|CAD7005636.1|CCAP, CCAP1982_LOCUS13982|CAD7005624.1|CCAP, CCAP1982_LOCUS13981|CAD7005623.1|CCAP, CCAP1982_LOCUS13995|CAD7005637.1|CCAP
OG0002089	LOC108090405|XP_017044546.1|DFIC	CCAP1982_LOCUS19383|CAD7011275.1|CCAP
OG0002090	LOC108095443|XP_017052041.1|DFIC	CCAP1982_LOCUS14391|CAD7006056.1|CCAP
OG0002091	LOC108090675|XP_017044950.1|DFIC	CCAP1982_LOCUS19481|CAD7011380.1|CCAP
OG0002092	LOC108089469|XP_017043211.1|DFIC	CCAP1982_LOCUS14442|CAD7006110.1|CCAP
OG0002093	LOC108090763|XP_017045092.1|DFIC	CCAP1982_LOCUS19982|CAD7011870.1|CCAP, CCAP1982_LOCUS19983|CAD7011871.1|CCAP, CCAP1982_LOCUS19984|CAD7011872.1|CCAP
OG0002094	LOC108090687|XP_017044962.1|DFIC	CCAP1982_LOCUS20508|CAD7012424.1|CCAP
OG0002096	LOC108086724|XP_017039236.1|DFIC	CCAP1982_LOCUS20399|CAD7012303.1|CCAP
OG0002097	LOC108090753|XP_017045074.1|DFIC	CCAP1982_LOCUS20691|CAD7012607.1|CCAP
OG0002098	LOC108088876|XP_017042359.1|DFIC	CCAP1982_LOCUS11791|CAD7003331.1|CCAP
OG0002099	LOC108097612|XP_017055510.1|DFIC	CCAP1982_LOCUS1590|CAD6992745.1|CCAP
OG0002100	LOC108096419|XP_017053489.1|DFIC	CCAP1982_LOCUS13404|CAD7005032.1|CCAP
OG0002101	LOC108090364|XP_017044482.1|DFIC	CCAP1982_LOCUS20972|CAD7012873.1|CCAP
OG0002102	LOC108094881|XP_017051201.1|DFIC	CCAP1982_LOCUS20632|CAD7012547.1|CCAP
OG0002103	LOC108097689|XP_017055646.1|DFIC	CCAP1982_LOCUS1632|CAD6992793.1|CCAP, CCAP1982_LOCUS1642|CAD6992803.1|CCAP
OG0002105	LOC108101283|XP_017061065.1|DFIC	CCAP1982_LOCUS10109|CAD7001615.1|CCAP
OG0002106	LOC108097718|XP_017055699.1|DFIC	CCAP1982_LOCUS11799|CAD7003340.1|CCAP, CCAP1982_LOCUS1564|CAD6992719.1|CCAP, CCAP1982_LOCUS1559|CAD6992714.1|CCAP
OG0002107	LOC108100064|XP_017059287.1|DFIC	CCAP1982_LOCUS10008|CAD7001511.1|CCAP, CCAP1982_LOCUS9526|CAD7001054.1|CCAP, CCAP1982_LOCUS10007|CAD7001510.1|CCAP, CCAP1982_LOCUS10009|CAD7001512.1|CCAP, CCAP1982_LOCUS9531|CAD7001059.1|CCAP, CCAP1982_LOCUS10003|CAD7001506.1|CCAP, CCAP1982_LOCUS10006|CAD7001509.1|CCAP, CCAP1982_LOCUS9516|CAD7001044.1|CCAP, CCAP1982_LOCUS9271|CAD7000796.1|CCAP, CCAP1982_LOCUS9273|CAD7000798.1|CCAP, CCAP1982_LOCUS9272|CAD7000797.1|CCAP, CCAP1982_LOCUS9530|CAD7001058.1|CCAP, CCAP1982_LOCUS7926|CAD6999400.1|CCAP
OG0002108	LOC108092220|XP_017047242.1|DFIC	CCAP1982_LOCUS3025|CAD6994264.1|CCAP
OG0002109	LOC108086798|XP_017039328.1|DFIC	CCAP1982_LOCUS1350|CAD6992499.1|CCAP
OG0002110	LOC108092661|XP_017047811.1|DFIC	CCAP1982_LOCUS14266|CAD7005928.1|CCAP, CCAP1982_LOCUS11344|CAD7002875.1|CCAP, CCAP1982_LOCUS2317|CAD6993504.1|CCAP
OG0002117	LOC108094936|XP_017051284.1|DFIC	CCAP1982_LOCUS9994|CAD7001497.1|CCAP, CCAP1982_LOCUS9998|CAD7001501.1|CCAP
OG0002118	LOC108101139|XP_017060850.1|DFIC	CCAP1982_LOCUS4161|CAD6995444.1|CCAP
OG0002119	LOC108095813|XP_017052575.1|DFIC	CCAP1982_LOCUS1582|CAD6992737.1|CCAP
OG0002120	LOC108095035|XP_017051407.1|DFIC	CCAP1982_LOCUS9323|CAD7000849.1|CCAP, CCAP1982_LOCUS9817|CAD7001320.1|CCAP
OG0002121	LOC108086560|XP_017039002.1|DFIC	CCAP1982_LOCUS38|CAD6991090.1|CCAP, CCAP1982_LOCUS37|CAD6991089.1|CCAP
OG0002123	LOC108100797|XP_017060340.1|DFIC	CCAP1982_LOCUS8567|CAD7000064.1|CCAP, CCAP1982_LOCUS8568|CAD7000065.1|CCAP
OG0002125	LOC108087657|XP_017040634.1|DFIC	CCAP1982_LOCUS19878|CAD7011766.1|CCAP, CCAP1982_LOCUS19879|CAD7011767.1|CCAP
OG0002126	LOC108096461|XP_017053557.1|DFIC	CCAP1982_LOCUS14264|CAD7005926.1|CCAP
OG0002129	LOC108087986|XP_017041076.1|DFIC	CCAP1982_LOCUS1207|CAD6992343.1|CCAP
OG0002131	LOC108087342|XP_017040171.1|DFIC	CCAP1982_LOCUS1884|CAD6993052.1|CCAP
OG0002132	LOC108089239|XP_017042889.1|DFIC	CCAP1982_LOCUS5552|CAD6996879.1|CCAP
OG0002136	LOC108088506|XP_017041826.1|DFIC	CCAP1982_LOCUS2138|CAD6993322.1|CCAP
OG0002142	LOC108098652|XP_017057217.1|DFIC	CCAP1982_LOCUS1997|CAD6993175.1|CCAP
OG0002143	LOC108101317|XP_017061109.1|DFIC	CCAP1982_LOCUS9161|CAD7000687.1|CCAP
OG0002144	LOC108101978|XP_017062062.1|DFIC, LOC108101977|XP_017062061.1|DFIC	CCAP1982_LOCUS13418|CAD7005047.1|CCAP
OG0002145	LOC108101124|XP_017060837.1|DFIC	CCAP1982_LOCUS622|CAD6991709.1|CCAP
OG0002146	LOC108098557|XP_017057051.1|DFIC	CCAP1982_LOCUS1665|CAD6992828.1|CCAP
OG0002148	LOC108099016|XP_017057739.1|DFIC	CCAP1982_LOCUS13092|CAD7004699.1|CCAP
OG0002149	LOC108095048|XP_017051439.1|DFIC	CCAP1982_LOCUS10222|CAD7001732.1|CCAP, CCAP1982_LOCUS10223|CAD7001733.1|CCAP, CCAP1982_LOCUS10221|CAD7001731.1|CCAP
OG0002152	LOC108087172|XP_017039904.1|DFIC	CCAP1982_LOCUS2091|CAD6993275.1|CCAP
OG0002153	LOC108088381|XP_017041618.1|DFIC	CCAP1982_LOCUS1613|CAD6992772.1|CCAP
OG0002154	LOC108097303|XP_017055007.1|DFIC	CCAP1982_LOCUS6308|CAD6997677.1|CCAP
OG0002155	LOC108086794|XP_017039322.1|DFIC	CCAP1982_LOCUS1752|CAD6992919.1|CCAP, CCAP1982_LOCUS1751|CAD6992918.1|CCAP, CCAP1982_LOCUS1753|CAD6992920.1|CCAP
OG0002156	LOC108088801|XP_017042259.1|DFIC	CCAP1982_LOCUS13759|CAD7005399.1|CCAP
OG0002157	LOC108087208|XP_017039962.1|DFIC	CCAP1982_LOCUS4056|CAD6995338.1|CCAP
OG0002159	LOC108101424|XP_017061242.1|DFIC, LOC108087752|XP_017040769.1|DFIC, LOC108087751|XP_017040767.1|DFIC	CCAP1982_LOCUS2713|CAD6993925.1|CCAP
OG0002160	LOC108098661|XP_017057226.1|DFIC	CCAP1982_LOCUS3058|CAD6994297.1|CCAP
OG0002161	LOC108088045|XP_017041169.1|DFIC	CCAP1982_LOCUS1659|CAD6992820.1|CCAP
OG0002162	LOC108087319|XP_017040139.1|DFIC	CCAP1982_LOCUS2186|CAD6993368.1|CCAP, CCAP1982_LOCUS2185|CAD6993367.1|CCAP
OG0002164	LOC108095978|XP_017052811.1|DFIC	CCAP1982_LOCUS11815|CAD7003356.1|CCAP
OG0002165	LOC108098216|XP_017056483.1|DFIC	CCAP1982_LOCUS3691|CAD6994959.1|CCAP
OG0002166	LOC108101390|XP_017061198.1|DFIC, LOC108093235|XP_017048702.1|DFIC	CCAP1982_LOCUS6734|CAD6998123.1|CCAP
OG0002167	LOC108095250|XP_017051767.1|DFIC	CCAP1982_LOCUS19368|CAD7011260.1|CCAP
OG0002169	LOC108087562|XP_017040478.1|DFIC	CCAP1982_LOCUS12749|CAD7004330.1|CCAP
OG0002170	LOC108098406|XP_017056778.1|DFIC	CCAP1982_LOCUS10174|CAD7001683.1|CCAP, CCAP1982_LOCUS10177|CAD7001687.1|CCAP
OG0002171	LOC108087134|XP_017039821.1|DFIC	CCAP1982_LOCUS3355|CAD6994620.1|CCAP
OG0002172	LOC108091668|XP_017046470.1|DFIC	CCAP1982_LOCUS2672|CAD6993878.1|CCAP, CCAP1982_LOCUS2670|CAD6993876.1|CCAP
OG0002173	LOC108100077|XP_017059306.1|DFIC	CCAP1982_LOCUS7908|CAD6999382.1|CCAP
OG0002174	LOC108092128|XP_017047121.1|DFIC	CCAP1982_LOCUS2681|CAD6993887.1|CCAP
OG0002175	LOC108092129|XP_017047122.1|DFIC	CCAP1982_LOCUS2682|CAD6993889.1|CCAP
OG0002176	LOC108088005|XP_017041106.1|DFIC	CCAP1982_LOCUS1364|CAD6992515.1|CCAP
OG0002177	LOC108087047|XP_017039714.1|DFIC	CCAP1982_LOCUS3852|CAD6995130.1|CCAP
OG0002178	LOC108086559|XP_017039001.1|DFIC	CCAP1982_LOCUS1381|CAD6992532.1|CCAP
OG0002179	LOC108095929|XP_017052754.1|DFIC	CCAP1982_LOCUS3487|CAD6994754.1|CCAP
OG0002180	LOC108099380|XP_017058362.1|DFIC	CCAP1982_LOCUS1104|CAD6992234.1|CCAP, CCAP1982_LOCUS1116|CAD6992246.1|CCAP
OG0002182	LOC108098587|XP_017057116.1|DFIC	CCAP1982_LOCUS1440|CAD6992591.1|CCAP
OG0002183	LOC108095249|XP_017051766.1|DFIC	CCAP1982_LOCUS19379|CAD7011271.1|CCAP
OG0002184	LOC108092105|XP_017047088.1|DFIC	CCAP1982_LOCUS9213|CAD7000740.1|CCAP, CCAP1982_LOCUS2019|CAD6993197.1|CCAP
OG0002185	LOC108097232|XP_017054891.1|DFIC	CCAP1982_LOCUS3699|CAD6994967.1|CCAP
OG0002186	LOC108088137|XP_017041290.1|DFIC	CCAP1982_LOCUS2857|CAD6994088.1|CCAP
OG0002187	LOC108099599|XP_017058704.1|DFIC	CCAP1982_LOCUS3865|CAD6995142.1|CCAP
OG0002188	LOC108090744|XP_017045058.1|DFIC	CCAP1982_LOCUS19577|CAD7011477.1|CCAP
OG0002189	LOC108087726|XP_017040736.1|DFIC	CCAP1982_LOCUS4100|CAD6995382.1|CCAP
OG0002191	LOC108096280|XP_017053235.1|DFIC	CCAP1982_LOCUS13802|CAD7005442.1|CCAP
OG0002192	LOC108099957|XP_017059126.1|DFIC	CCAP1982_LOCUS14127|CAD7005778.1|CCAP
OG0002193	LOC108087263|XP_017040059.1|DFIC	CCAP1982_LOCUS3660|CAD6994927.1|CCAP
OG0002194	LOC108088373|XP_017041607.1|DFIC	CCAP1982_LOCUS2698|CAD6993906.1|CCAP
OG0002195	LOC108091954|XP_017046840.1|DFIC	CCAP1982_LOCUS2686|CAD6993893.1|CCAP, CCAP1982_LOCUS2687|CAD6993894.1|CCAP
OG0002197	LOC108099055|XP_017057812.1|DFIC	CCAP1982_LOCUS3658|CAD6994925.1|CCAP
OG0002198	LOC108098571|XP_017057083.1|DFIC	CCAP1982_LOCUS4689|CAD6995982.1|CCAP
OG0002199	LOC108097649|XP_017055569.1|DFIC	CCAP1982_LOCUS2211|CAD6993395.1|CCAP
OG0002200	LOC108095608|XP_017052261.1|DFIC	CCAP1982_LOCUS3278|CAD6994535.1|CCAP, CCAP1982_LOCUS3279|CAD6994536.1|CCAP, CCAP1982_LOCUS3251|CAD6994507.1|CCAP
OG0002202	LOC108091962|XP_017046856.1|DFIC	CCAP1982_LOCUS1281|CAD6992417.1|CCAP
OG0002203	LOC108092093|XP_017047072.1|DFIC	CCAP1982_LOCUS2054|CAD6993237.1|CCAP
OG0002204	LOC108095814|XP_017052576.1|DFIC	CCAP1982_LOCUS1580|CAD6992735.1|CCAP
OG0002205	LOC108087106|XP_017039777.1|DFIC	CCAP1982_LOCUS2381|CAD6993569.1|CCAP
OG0002206	LOC108095727|XP_017052391.1|DFIC	CCAP1982_LOCUS1459|CAD6992610.1|CCAP
OG0002207	LOC108102300|XP_017062551.1|DFIC	CCAP1982_LOCUS2900|CAD6994134.1|CCAP
OG0002208	LOC108086288|XP_017038666.1|DFIC	CCAP1982_LOCUS2891|CAD6994125.1|CCAP
OG0002209	LOC108097301|XP_017055005.1|DFIC	CCAP1982_LOCUS21453|CAD7013388.1|CCAP
OG0002210	LOC108090205|XP_017044284.1|DFIC	CCAP1982_LOCUS2579|CAD6993781.1|CCAP
OG0002211	LOC108087311|XP_017040120.1|DFIC	CCAP1982_LOCUS2365|CAD6993553.1|CCAP
OG0002212	LOC108088006|XP_017041107.1|DFIC	CCAP1982_LOCUS3299|CAD6994559.1|CCAP
OG0002213	LOC108091823|XP_017046690.1|DFIC	CCAP1982_LOCUS4071|CAD6995352.1|CCAP
OG0002214	LOC108099299|XP_017058184.1|DFIC	CCAP1982_LOCUS3903|CAD6995182.1|CCAP
OG0002215	LOC108098822|XP_017057464.1|DFIC	CCAP1982_LOCUS1788|CAD6992956.1|CCAP, CCAP1982_LOCUS1791|CAD6992959.1|CCAP, CCAP1982_LOCUS1790|CAD6992958.1|CCAP
OG0002216	LOC108088458|XP_017041731.1|DFIC	CCAP1982_LOCUS20225|CAD7012126.1|CCAP
OG0002217	LOC108092209|XP_017047227.1|DFIC	CCAP1982_LOCUS1629|CAD6992790.1|CCAP, CCAP1982_LOCUS1647|CAD6992808.1|CCAP, CCAP1982_LOCUS1640|CAD6992801.1|CCAP, CCAP1982_LOCUS1630|CAD6992791.1|CCAP, CCAP1982_LOCUS1648|CAD6992809.1|CCAP
OG0002219	LOC108091699|XP_017046520.1|DFIC	CCAP1982_LOCUS3325|CAD6994586.1|CCAP, CCAP1982_LOCUS2338|CAD6993526.1|CCAP
OG0002220	LOC108091581|XP_017046346.1|DFIC	CCAP1982_LOCUS14529|CAD7006201.1|CCAP
OG0002221	LOC108087543|XP_017040441.1|DFIC	CCAP1982_LOCUS11417|CAD7002953.1|CCAP, CCAP1982_LOCUS11418|CAD7002954.1|CCAP
OG0002222	LOC108101839|XP_017061841.1|DFIC	CCAP1982_LOCUS22828|CAD7014862.1|CCAP, CCAP1982_LOCUS22827|CAD7014861.1|CCAP
OG0002223	LOC108090348|XP_017044458.1|DFIC	CCAP1982_LOCUS23412|CAD7015472.1|CCAP, CCAP1982_LOCUS23413|CAD7015473.1|CCAP
OG0002224	LOC108093623|XP_017049250.1|DFIC	CCAP1982_LOCUS22630|CAD7014640.1|CCAP, CCAP1982_LOCUS22629|CAD7014639.1|CCAP, CCAP1982_LOCUS22633|CAD7014643.1|CCAP
OG0002225	LOC108086987|XP_017039606.1|DFIC	CCAP1982_LOCUS10934|CAD7002445.1|CCAP, CCAP1982_LOCUS10935|CAD7002446.1|CCAP
OG0002226	LOC108094260|XP_017050214.1|DFIC	CCAP1982_LOCUS21808|CAD7013787.1|CCAP
OG0002227	LOC108096647|XP_017053900.1|DFIC	CCAP1982_LOCUS21604|CAD7013545.1|CCAP
OG0002228	LOC108101584|XP_017061485.1|DFIC	CCAP1982_LOCUS21006|CAD7012907.1|CCAP
OG0002229	LOC108101849|XP_017061857.1|DFIC	CCAP1982_LOCUS21232|CAD7013161.1|CCAP
OG0002230	LOC108096628|XP_017053863.1|DFIC	CCAP1982_LOCUS21573|CAD7013513.1|CCAP
OG0002231	LOC108094308|XP_017050318.1|DFIC	CCAP1982_LOCUS21526|CAD7013461.1|CCAP
OG0002232	LOC108095239|XP_017051756.1|DFIC	CCAP1982_LOCUS21781|CAD7013750.1|CCAP, CCAP1982_LOCUS21783|CAD7013752.1|CCAP
OG0002233	LOC108089607|XP_017043457.1|DFIC	CCAP1982_LOCUS11802|CAD7003343.1|CCAP
OG0002235	LOC108096717|XP_017054041.1|DFIC	CCAP1982_LOCUS22957|CAD7015000.1|CCAP
OG0002236	LOC108090825|XP_017045174.1|DFIC	CCAP1982_LOCUS19571|CAD7011471.1|CCAP
OG0002237	LOC108090738|XP_017045050.1|DFIC	CCAP1982_LOCUS19587|CAD7011488.1|CCAP
OG0002238	LOC108094314|XP_017050331.1|DFIC	CCAP1982_LOCUS21182|CAD7013109.1|CCAP, CCAP1982_LOCUS21181|CAD7013108.1|CCAP, CCAP1982_LOCUS21185|CAD7013112.1|CCAP
OG0002240	LOC108096755|XP_017054103.1|DFIC	CCAP1982_LOCUS22572|CAD7014573.1|CCAP
OG0002242	LOC108089040|XP_017042634.1|DFIC	CCAP1982_LOCUS11880|CAD7003424.1|CCAP
OG0002243	LOC108093345|XP_017048842.1|DFIC	CCAP1982_LOCUS8857|CAD7000381.1|CCAP
OG0002244	LOC108099852|XP_017058987.1|DFIC	CCAP1982_LOCUS14732|CAD7006412.1|CCAP
OG0002245	LOC108096294|XP_017053256.1|DFIC	CCAP1982_LOCUS10938|CAD7002449.1|CCAP, CCAP1982_LOCUS10942|CAD7002453.1|CCAP
OG0002246	LOC108094326|XP_017050358.1|DFIC	CCAP1982_LOCUS21176|CAD7013102.1|CCAP, CCAP1982_LOCUS21175|CAD7013101.1|CCAP, CCAP1982_LOCUS21174|CAD7013100.1|CCAP
OG0002247	LOC108096510|XP_017053608.1|DFIC, LOC108090808|XP_017045153.1|DFIC	CCAP1982_LOCUS11613|CAD7003152.1|CCAP
OG0002248	LOC108100445|XP_017059859.1|DFIC	CCAP1982_LOCUS11531|CAD7003068.1|CCAP, CCAP1982_LOCUS11168|CAD7002690.1|CCAP
OG0002250	LOC108095252|XP_017051769.1|DFIC	CCAP1982_LOCUS22096|CAD7014090.1|CCAP, CCAP1982_LOCUS22103|CAD7014097.1|CCAP
OG0002251	LOC108095109|XP_017051536.1|DFIC	CCAP1982_LOCUS22090|CAD7014083.1|CCAP, CCAP1982_LOCUS22091|CAD7014085.1|CCAP
OG0002252	LOC108095219|XP_017051724.1|DFIC	CCAP1982_LOCUS22059|CAD7014051.1|CCAP
OG0002253	LOC108101902|XP_017061960.1|DFIC	CCAP1982_LOCUS23400|CAD7015460.1|CCAP
OG0002254	LOC108099339|XP_017058304.1|DFIC	CCAP1982_LOCUS858|CAD6991971.1|CCAP
OG0002256	LOC108096669|XP_017053930.1|DFIC	CCAP1982_LOCUS23303|CAD7015358.1|CCAP
OG0002257	LOC108086430|XP_017038825.1|DFIC	CCAP1982_LOCUS21457|CAD7013392.1|CCAP
OG0002258	LOC108093143|XP_017048577.1|DFIC	CCAP1982_LOCUS10808|CAD7002318.1|CCAP, CCAP1982_LOCUS10810|CAD7002320.1|CCAP
OG0002260	LOC108100465|XP_017059883.1|DFIC	CCAP1982_LOCUS14451|CAD7006119.1|CCAP
OG0002261	LOC108088901|XP_017042392.1|DFIC	CCAP1982_LOCUS14525|CAD7006197.1|CCAP
OG0002262	LOC108090839|XP_017045194.1|DFIC	CCAP1982_LOCUS20358|CAD7012262.1|CCAP
OG0002263	LOC108089629|XP_017043481.1|DFIC	CCAP1982_LOCUS10964|CAD7002475.1|CCAP
OG0002264	LOC108101837|XP_017061840.1|DFIC	CCAP1982_LOCUS22829|CAD7014863.1|CCAP
OG0002265	LOC108089699|XP_017043536.1|DFIC	CCAP1982_LOCUS11793|CAD7003333.1|CCAP
OG0002266	LOC108100154|XP_017059400.1|DFIC	CCAP1982_LOCUS14431|CAD7006099.1|CCAP
OG0002267	LOC108093872|XP_017049707.1|DFIC	CCAP1982_LOCUS12835|CAD7004426.1|CCAP
OG0002268	LOC108093177|XP_017048622.1|DFIC	CCAP1982_LOCUS13024|CAD7004629.1|CCAP, CCAP1982_LOCUS13025|CAD7004630.1|CCAP
OG0002269	LOC108087664|XP_017040642.1|DFIC	CCAP1982_LOCUS7222|CAD6998656.1|CCAP
OG0002270	LOC108094001|XP_017049913.1|DFIC	CCAP1982_LOCUS22654|CAD7014666.1|CCAP
OG0002271	LOC108093744|XP_017049503.1|DFIC	CCAP1982_LOCUS13262|CAD7004877.1|CCAP, CCAP1982_LOCUS13264|CAD7004879.1|CCAP, CCAP1982_LOCUS13263|CAD7004878.1|CCAP, CCAP1982_LOCUS13256|CAD7004871.1|CCAP
OG0002272	LOC108100399|XP_017059772.1|DFIC	CCAP1982_LOCUS12832|CAD7004423.1|CCAP
OG0002273	LOC108096319|XP_017053312.1|DFIC	CCAP1982_LOCUS14315|CAD7005978.1|CCAP, CCAP1982_LOCUS14316|CAD7005979.1|CCAP
OG0002274	LOC108093572|XP_017049157.1|DFIC	CCAP1982_LOCUS14297|CAD7005959.1|CCAP
OG0002275	LOC108099913|XP_017059063.1|DFIC	CCAP1982_LOCUS11882|CAD7003426.1|CCAP
OG0002276	LOC108100334|XP_017059633.1|DFIC	CCAP1982_LOCUS12220|CAD7003784.1|CCAP
OG0002277	LOC108100628|XP_017060118.1|DFIC	CCAP1982_LOCUS12211|CAD7003775.1|CCAP
OG0002278	LOC108088939|XP_017042451.1|DFIC	CCAP1982_LOCUS12310|CAD7003880.1|CCAP, CCAP1982_LOCUS12309|CAD7003879.1|CCAP
OG0002279	LOC108096342|XP_017053378.1|DFIC	CCAP1982_LOCUS13194|CAD7004805.1|CCAP, CCAP1982_LOCUS13209|CAD7004820.1|CCAP
OG0002280	LOC108089419|XP_017043112.1|DFIC	CCAP1982_LOCUS11938|CAD7003487.1|CCAP, CCAP1982_LOCUS11939|CAD7003488.1|CCAP
OG0002281	LOC108089466|XP_017043206.1|DFIC	CCAP1982_LOCUS11749|CAD7003287.1|CCAP
OG0002282	LOC108099127|XP_017057953.1|DFIC	CCAP1982_LOCUS14975|CAD7006673.1|CCAP
OG0002283	LOC108087689|XP_017040685.1|DFIC	CCAP1982_LOCUS22246|CAD7014243.1|CCAP, CCAP1982_LOCUS22247|CAD7014244.1|CCAP
OG0002284	LOC108101453|XP_017061284.1|DFIC	CCAP1982_LOCUS21874|CAD7013855.1|CCAP
OG0002285	LOC108095383|XP_017051951.1|DFIC	CCAP1982_LOCUS14043|CAD7005691.1|CCAP
OG0002286	LOC108096864|XP_017054278.1|DFIC	CCAP1982_LOCUS11952|CAD7003502.1|CCAP, CCAP1982_LOCUS11953|CAD7003503.1|CCAP
OG0002287	LOC108093995|XP_017049905.1|DFIC	CCAP1982_LOCUS22653|CAD7014665.1|CCAP, CCAP1982_LOCUS22652|CAD7014664.1|CCAP
OG0002288	LOC108093728|XP_017049463.1|DFIC	CCAP1982_LOCUS13266|CAD7004882.1|CCAP, CCAP1982_LOCUS13265|CAD7004880.1|CCAP, CCAP1982_LOCUS13257|CAD7004872.1|CCAP, CCAP1982_LOCUS13267|CAD7004883.1|CCAP
OG0002289	LOC108088972|XP_017042493.1|DFIC	CCAP1982_LOCUS11194|CAD7002719.1|CCAP
OG0002290	LOC108093388|XP_017048895.1|DFIC	CCAP1982_LOCUS9006|CAD7000528.1|CCAP
OG0002291	LOC108093817|XP_017049621.1|DFIC	CCAP1982_LOCUS21679|CAD7013631.1|CCAP
OG0002292	LOC108094312|XP_017050329.1|DFIC	CCAP1982_LOCUS22752|CAD7014781.1|CCAP
OG0002293	LOC108086317|XP_017038707.1|DFIC	CCAP1982_LOCUS23020|CAD7015064.1|CCAP
OG0002294	LOC108097731|XP_017055721.1|DFIC	CCAP1982_LOCUS22296|CAD7014294.1|CCAP
OG0002295	LOC108089970|XP_017043994.1|DFIC, LOC108102227|XP_017062441.1|DFIC, LOC108090066|XP_017044090.1|DFIC	CCAP1982_LOCUS5586|CAD6996915.1|CCAP
OG0002296	LOC108100924|XP_017060581.1|DFIC, LOC108100850|XP_017060459.1|DFIC, LOC108097837|XP_017055851.1|DFIC	CCAP1982_LOCUS5628|CAD6996961.1|CCAP, CCAP1982_LOCUS5627|CAD6996960.1|CCAP
OG0002297	LOC108098831|XP_017057475.1|DFIC	CCAP1982_LOCUS4903|CAD6996215.1|CCAP, CCAP1982_LOCUS4901|CAD6996213.1|CCAP
OG0002298	LOC108090973|XP_017045417.1|DFIC	CCAP1982_LOCUS21102|CAD7013013.1|CCAP
OG0002300	LOC108093451|XP_017049014.1|DFIC	CCAP1982_LOCUS7777|CAD6999246.1|CCAP
OG0002301	LOC108095790|XP_017052542.1|DFIC	CCAP1982_LOCUS5582|CAD6996910.1|CCAP
OG0002302	LOC108094373|XP_017050407.1|DFIC	CCAP1982_LOCUS9095|CAD7000621.1|CCAP
OG0002304	LOC108095515|XP_017052117.1|DFIC	CCAP1982_LOCUS5687|CAD6997028.1|CCAP
OG0002305	LOC108100610|XP_017060088.1|DFIC	CCAP1982_LOCUS13684|CAD7005324.1|CCAP, CCAP1982_LOCUS13683|CAD7005323.1|CCAP
OG0002306	LOC108101002|XP_017060657.1|DFIC	CCAP1982_LOCUS7849|CAD6999322.1|CCAP
OG0002307	LOC108094156|XP_017050085.1|DFIC	CCAP1982_LOCUS8359|CAD6999847.1|CCAP, CCAP1982_LOCUS8360|CAD6999848.1|CCAP
OG0002308	LOC108097814|XP_017055822.1|DFIC, LOC108097002|XP_017054525.1|DFIC, LOC108101335|XP_017061167.1|DFIC	CCAP1982_LOCUS5615|CAD6996947.1|CCAP
OG0002309	LOC108089991|XP_017043982.1|DFIC	CCAP1982_LOCUS7873|CAD6999346.1|CCAP
OG0002310	LOC108089934|XP_017043910.1|DFIC	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP
OG0002311	LOC108092641|XP_017047768.1|DFIC	CCAP1982_LOCUS9051|CAD7000576.1|CCAP
OG0002312	LOC108094830|XP_017051116.1|DFIC, LOC108092756|XP_017047978.1|DFIC, LOC108102215|XP_017062426.1|DFIC	CCAP1982_LOCUS9023|CAD7000547.1|CCAP
OG0002313	LOC108086743|XP_017039268.1|DFIC	CCAP1982_LOCUS19978|CAD7011866.1|CCAP
OG0002314	LOC108090276|XP_017044375.1|DFIC	CCAP1982_LOCUS22129|CAD7014123.1|CCAP
OG0002315	LOC108087756|XP_017040774.1|DFIC	CCAP1982_LOCUS21029|CAD7012932.1|CCAP
OG0002316	LOC108100005|XP_017059196.1|DFIC	CCAP1982_LOCUS19358|CAD7011250.1|CCAP
