Orthogroup	DFIC.longest_only	CQUI.longest_only
OG0001576	LOC108087384|XP_017040216.1|DFIC	LOC6036108|XP_038113191.1|CQUI
OG0001577	LOC108088491|XP_017041799.1|DFIC	LOC6052635|XP_001868870.2|CQUI
OG0001578	LOC108096910|XP_017054349.1|DFIC	LOC6043960|XP_001861544.2|CQUI
OG0001580	LOC108096842|XP_017054242.1|DFIC	LOC6044030|XP_038120827.1|CQUI
OG0001581	LOC108097567|XP_017055443.1|DFIC, LOC108086322|XP_017038715.1|DFIC	LOC6033567|XP_038117164.1|CQUI
OG0001582	LOC108086764|XP_017039291.1|DFIC	LOC6040624|XP_038117190.1|CQUI
OG0001583	LOC108101529|XP_017061390.1|DFIC	LOC6033584|XP_038119265.1|CQUI
OG0001584	LOC108100156|XP_017059402.1|DFIC	LOC6037160|XP_001847097.2|CQUI
OG0001586	LOC108088249|XP_017041455.1|DFIC	LOC6033454|XP_038119090.1|CQUI
OG0001587	LOC108102088|XP_017062230.1|DFIC	LOC119768753|XP_038115649.1|CQUI
OG0001588	LOC108101547|XP_017061428.1|DFIC	LOC6044356|XP_038107986.1|CQUI
OG0001589	LOC108100411|XP_017059791.1|DFIC	LOC6039992|XP_038107604.1|CQUI
OG0001590	LOC108094745|XP_017050981.1|DFIC, LOC108094746|XP_017050988.1|DFIC	LOC6041414|XP_038114421.1|CQUI
OG0001591	LOC108086584|XP_017039031.1|DFIC	LOC6041386|XP_038110439.1|CQUI
OG0001593	LOC108094515|XP_017050605.1|DFIC	LOC6037875|XP_038113769.1|CQUI
OG0001594	LOC108101266|XP_017061010.1|DFIC	LOC6048482|XP_038113910.1|CQUI
OG0001595	LOC108086463|XP_017038877.1|DFIC	LOC6048886|XP_038109078.1|CQUI
OG0001596	LOC108094433|XP_017050493.1|DFIC	LOC6045156|XP_001862557.2|CQUI
OG0001597	LOC108093208|XP_017048663.1|DFIC	LOC6046049|XP_001863305.1|CQUI
OG0001598	LOC108102275|XP_017062518.1|DFIC, LOC108090040|XP_017044027.1|DFIC	LOC6036156|XP_038107213.1|CQUI
OG0001599	LOC108088174|XP_017041341.1|DFIC	LOC6038712|XP_001848456.2|CQUI
OG0001600	LOC108100907|XP_017060511.1|DFIC	LOC6045655|XP_038110464.1|CQUI
OG0001601	LOC108093431|XP_017048980.1|DFIC	LOC6043313|XP_001870928.1|CQUI
OG0001602	LOC108097859|XP_017055885.1|DFIC, LOC108097799|XP_017055850.1|DFIC	LOC6043309|XP_038108452.1|CQUI
OG0001603	LOC108097825|XP_017055835.1|DFIC	LOC6038292|XP_038111276.1|CQUI, LOC6038293|XP_038114208.1|CQUI
OG0001604	LOC108097167|XP_017054790.1|DFIC	LOC6050057|XP_001866724.1|CQUI
OG0001605	LOC108090542|XP_017044765.1|DFIC	LOC6050058|XP_038109855.1|CQUI
OG0001606	LOC108102214|XP_017062425.1|DFIC	LOC6037122|XP_001847065.1|CQUI
OG0001607	LOC108098199|XP_017056426.1|DFIC	LOC6031810|XP_001842517.1|CQUI
OG0001608	LOC108095808|XP_017052571.1|DFIC	LOC6044446|XP_038112177.1|CQUI
OG0001609	LOC108101946|XP_017062021.1|DFIC	LOC6051399|XP_038111691.1|CQUI
OG0001610	LOC108098103|XP_017056308.1|DFIC, LOC108098353|XP_017056687.1|DFIC	LOC6042259|XP_001851397.2|CQUI
OG0001611	LOC108089940|XP_017043918.1|DFIC	LOC6036366|XP_001846424.1|CQUI
OG0001612	LOC108092762|XP_017047986.1|DFIC	LOC6031731|XP_038111935.1|CQUI, LOC6031732|XP_038113681.1|CQUI
OG0001613	LOC108089192|XP_017042819.1|DFIC	LOC6048990|XP_001865824.1|CQUI, LOC6048992|XP_038113614.1|CQUI
OG0001614	LOC108090535|XP_017044752.1|DFIC	LOC6043183|XP_038111683.1|CQUI
OG0001615	LOC108086333|XP_017038722.1|DFIC	LOC6043231|XP_038112460.1|CQUI
OG0001616	LOC108087516|XP_017040412.1|DFIC, LOC108093499|XP_017049078.1|DFIC	LOC6034894|XP_038112470.1|CQUI
OG0001617	LOC108098328|XP_017056641.1|DFIC	LOC6045785|XP_038113684.1|CQUI
OG0001618	LOC108089126|XP_017042731.1|DFIC	LOC119768964|XP_038116737.1|CQUI, LOC6046678|XP_038116735.1|CQUI
OG0001619	LOC108102157|XP_017062342.1|DFIC	LOC6044501|XP_038117207.1|CQUI, LOC6043468|XP_038108133.1|CQUI
OG0001620	LOC108090953|XP_017045386.1|DFIC	LOC6053699|XP_038111510.1|CQUI
OG0001621	LOC108093674|XP_017049342.1|DFIC	LOC6047973|XP_038111062.1|CQUI
OG0001622	LOC108088603|XP_017041970.1|DFIC	LOC6052415|XP_038108162.1|CQUI, LOC6033089|XP_038116420.1|CQUI
OG0001623	LOC108091520|XP_017046269.1|DFIC	LOC6033347|XP_001843810.2|CQUI
OG0001624	LOC108094371|XP_017050404.1|DFIC	LOC6032136|XP_001842790.2|CQUI
OG0001625	LOC108094381|XP_017050432.1|DFIC	LOC6032148|XP_038113764.1|CQUI
OG0001626	LOC108100849|XP_017060418.1|DFIC	LOC6042208|XP_001851349.1|CQUI
OG0001627	LOC108097524|XP_017055350.1|DFIC	LOC6045488|XP_038122368.1|CQUI, LOC6038139|XP_001847974.1|CQUI
OG0001628	LOC108095651|XP_017052305.1|DFIC	LOC6033095|XP_038111732.1|CQUI
OG0001630	LOC108092203|XP_017047218.1|DFIC	LOC6039823|XP_038117663.1|CQUI
OG0001631	LOC108091388|XP_017046058.1|DFIC	LOC6046005|XP_038120722.1|CQUI
OG0001632	LOC108101232|XP_017060971.1|DFIC	LOC6043429|XP_038116389.1|CQUI
OG0001633	LOC108102055|XP_017062171.1|DFIC	LOC6053368|XP_001869468.1|CQUI
OG0001635	LOC108096022|XP_017052860.1|DFIC	LOC6037793|XP_038115973.1|CQUI, LOC6037794|XP_038119882.1|CQUI
OG0001636	LOC108098595|XP_017057146.1|DFIC	LOC6040818|XP_038121776.1|CQUI, LOC6037782|XP_038121472.1|CQUI
OG0001637	LOC108099346|XP_017058314.1|DFIC	LOC6043581|XP_001860242.2|CQUI
OG0001638	LOC108091342|XP_017045979.1|DFIC	LOC6033998|XP_001844385.2|CQUI
OG0001639	LOC108091137|XP_017045661.1|DFIC	LOC6041876|XP_001851074.2|CQUI
OG0001640	LOC108087401|XP_017040231.1|DFIC, LOC108089085|XP_017042684.1|DFIC	LOC6046196|XP_001863427.1|CQUI
OG0001641	LOC108102003|XP_017062090.1|DFIC	LOC119767400|XP_038111848.1|CQUI, LOC6039957|XP_001849450.1|CQUI
OG0001642	LOC108097996|XP_017056122.1|DFIC	LOC119768029|XP_038114244.1|CQUI
OG0001643	LOC108100894|XP_017060492.1|DFIC, LOC108095005|XP_017051334.1|DFIC	LOC6047363|XP_038112326.1|CQUI
OG0001644	LOC108095467|XP_017052071.1|DFIC	LOC6053964|XP_038112903.1|CQUI
OG0001645	LOC108090879|XP_017045267.1|DFIC	LOC6038116|XP_038112719.1|CQUI
OG0001646	LOC108093806|XP_017049606.1|DFIC, LOC108092035|XP_017047349.1|DFIC	LOC6037723|XP_038106396.1|CQUI
OG0001647	LOC108094287|XP_017050269.1|DFIC	LOC6037737|XP_038109785.1|CQUI
OG0001648	LOC108086897|XP_017039447.1|DFIC	LOC6040102|XP_038112402.1|CQUI
OG0001649	LOC108101527|XP_017061388.1|DFIC	LOC6048211|XP_038112527.1|CQUI
OG0001650	LOC108095208|XP_017051705.1|DFIC	LOC6031714|XP_038108789.1|CQUI
OG0001651	LOC108096832|XP_017054226.1|DFIC	LOC6041652|XP_038107260.1|CQUI, LOC6043155|XP_038107430.1|CQUI
OG0001652	LOC108099905|XP_017059054.1|DFIC	LOC6038348|XP_001848163.2|CQUI
OG0001653	LOC108088878|XP_017042362.1|DFIC	LOC6040184|XP_038112148.1|CQUI
OG0001654	LOC108093946|XP_017049831.1|DFIC	LOC6043055|XP_001855187.2|CQUI
OG0001655	LOC108090755|XP_017045076.1|DFIC	LOC6040170|XP_038118838.1|CQUI, LOC6049138|XP_001865945.2|CQUI
OG0001656	LOC108092362|XP_017047387.1|DFIC, LOC108092361|XP_017047386.1|DFIC, LOC108092481|XP_017047562.1|DFIC	LOC6051216|XP_038107612.1|CQUI
OG0001657	LOC108096327|XP_017053349.1|DFIC	LOC6052468|XP_038112062.1|CQUI
OG0001658	LOC108100165|XP_017059417.1|DFIC	LOC6047164|XP_038111356.1|CQUI
OG0001659	LOC108095456|XP_017052059.1|DFIC	LOC6037205|XP_038111675.1|CQUI
OG0001660	LOC108100264|XP_017059536.1|DFIC	LOC6034452|XP_038110838.1|CQUI
OG0001661	LOC108096826|XP_017054221.1|DFIC	LOC6035035|XP_001845278.1|CQUI
OG0001665	LOC108094404|XP_017050459.1|DFIC, LOC108098455|XP_017056847.1|DFIC, LOC108102191|XP_017062383.1|DFIC	LOC119766918|XP_038109322.1|CQUI
OG0001666	LOC108092500|XP_017047602.1|DFIC	LOC6041378|XP_001850642.2|CQUI
OG0001678	LOC108097967|XP_017056072.1|DFIC	LOC6040414|XP_038104840.1|CQUI
OG0001680	LOC108095338|XP_017051909.1|DFIC	LOC6045214|XP_001862604.2|CQUI
OG0001681	LOC108097759|XP_017055760.1|DFIC	LOC6052447|XP_038121734.1|CQUI
OG0001682	LOC108091120|XP_017045637.1|DFIC	LOC6041755|XP_038105185.1|CQUI
OG0001683	LOC108087131|XP_017040226.1|DFIC, LOC108100988|XP_017060639.1|DFIC	LOC6038194|XP_001848024.2|CQUI, LOC6034883|XP_038108971.1|CQUI
OG0001684	LOC108095031|XP_017051392.1|DFIC	LOC6047707|XP_038112375.1|CQUI
OG0001685	LOC108098278|XP_017056569.1|DFIC	LOC6032441|XP_001843038.1|CQUI, LOC6031862|XP_001842563.2|CQUI
OG0001686	LOC108088685|XP_017042115.1|DFIC	LOC6045350|XP_001862738.2|CQUI
OG0001687	LOC108092828|XP_017048121.1|DFIC	LOC6052845|XP_001869041.1|CQUI, LOC6040466|XP_038122912.1|CQUI
OG0001688	LOC108092901|XP_017048238.1|DFIC	LOC6048190|XP_001865144.2|CQUI
OG0001689	LOC108101699|XP_017061625.1|DFIC	LOC6048192|XP_001865146.2|CQUI
OG0001690	LOC108093094|XP_017048520.1|DFIC	LOC6040726|XP_001850079.1|CQUI
OG0001691	LOC108101652|XP_017061559.1|DFIC, LOC108100818|XP_017060375.1|DFIC	LOC6039041|XP_001848719.1|CQUI
OG0001694	LOC108087163|XP_017039885.1|DFIC	LOC6045627|XP_038105482.1|CQUI, LOC6054003|XP_038113589.1|CQUI
OG0001695	LOC108096949|XP_017054406.1|DFIC	LOC6038271|XP_038107999.1|CQUI, LOC6034418|XP_001844736.1|CQUI
OG0001696	LOC108087183|XP_017039927.1|DFIC	LOC6034727|XP_038122578.1|CQUI
OG0001697	LOC108092850|XP_017048159.1|DFIC	LOC119766294|XP_038106684.1|CQUI
OG0001697	LOC108095792|XP_017052539.1|DFIC	LOC119765468|XP_038105276.1|CQUI
OG0001698	LOC108088619|XP_017042001.1|DFIC	LOC6031437|XP_038105157.1|CQUI
OG0001699	LOC108087072|XP_017039735.1|DFIC, LOC108098812|XP_017057451.1|DFIC	LOC6045521|XP_038105211.1|CQUI
OG0001700	LOC108098801|XP_017057432.1|DFIC	LOC6033579|XP_001844007.2|CQUI, LOC6033580|XP_038121073.1|CQUI
OG0001701	LOC108091806|XP_017046660.1|DFIC	LOC6039306|XP_038104058.1|CQUI
OG0001702	LOC108089150|XP_017042761.1|DFIC	LOC6031800|XP_001842507.1|CQUI
OG0001703	LOC108091598|XP_017046361.1|DFIC	LOC6036490|XP_001846536.2|CQUI, LOC119765219|XP_038104576.1|CQUI
OG0001704	LOC108091713|XP_017046543.1|DFIC	LOC6036489|XP_038105371.1|CQUI, LOC119765234|XP_038104634.1|CQUI
OG0001705	LOC108088398|XP_017041636.1|DFIC	LOC6036505|XP_038105296.1|CQUI
OG0001706	LOC108095546|XP_017052168.1|DFIC	LOC6039889|XP_038104652.1|CQUI
OG0001707	LOC108091649|XP_017046442.1|DFIC	LOC6042423|XP_038104240.1|CQUI
OG0001708	LOC108092169|XP_017047181.1|DFIC	LOC6039909|XP_001849407.2|CQUI
OG0001709	LOC108100598|XP_017060069.1|DFIC	LOC6041726|XP_038122907.1|CQUI
OG0001710	LOC108099440|XP_017058466.1|DFIC	LOC6040133|XP_001849591.2|CQUI, LOC6040873|XP_001850203.1|CQUI
OG0001711	LOC108099406|XP_017058408.1|DFIC	LOC119766888|XP_038109163.1|CQUI, LOC6046294|XP_038106161.1|CQUI
OG0001712	LOC108087135|XP_017039822.1|DFIC	LOC6041358|XP_001850628.1|CQUI
OG0001713	LOC108092104|XP_017047087.1|DFIC	LOC6035505|XP_001845679.1|CQUI
OG0001714	LOC108090146|XP_017044185.1|DFIC	LOC6039666|XP_038122615.1|CQUI
OG0001715	LOC108098106|XP_017056309.1|DFIC	LOC6048329|XP_038118337.1|CQUI, LOC6040675|XP_038122584.1|CQUI
OG0001716	LOC108098134|XP_017056346.1|DFIC	LOC6035411|XP_001845604.1|CQUI
OG0001717	LOC108088437|XP_017041699.1|DFIC	LOC6045596|XP_038105790.1|CQUI
OG0001719	LOC108091635|XP_017046421.1|DFIC	LOC6040900|XP_038104586.1|CQUI
OG0001720	LOC108098866|XP_017057538.1|DFIC	LOC6040916|XP_038104970.1|CQUI
OG0001721	LOC108097462|XP_017055225.1|DFIC	LOC6036809|XP_001846803.2|CQUI, LOC6036808|XP_001846802.2|CQUI, LOC6036807|XP_001846801.2|CQUI
OG0001722	LOC108089485|XP_017043252.1|DFIC	LOC6032833|XP_001843370.1|CQUI
OG0001723	LOC108098721|XP_017057332.1|DFIC	LOC6050945|XP_001867458.1|CQUI
OG0001724	LOC108101253|XP_017061000.1|DFIC	LOC6052662|XP_038121953.1|CQUI
OG0001725	LOC108093738|XP_017049485.1|DFIC	LOC6041022|XP_038122386.1|CQUI
OG0001726	LOC108088253|XP_017041459.1|DFIC	LOC6049583|XP_038121941.1|CQUI
OG0001727	LOC108099629|XP_017058747.1|DFIC	LOC6035294|XP_001845514.2|CQUI
OG0001728	LOC108093983|XP_017049881.1|DFIC	LOC6049347|XP_038118815.1|CQUI
OG0001729	LOC108090711|XP_017044993.1|DFIC	LOC6049354|XP_038118662.1|CQUI
OG0001730	LOC108093517|XP_017049098.1|DFIC	LOC6041179|XP_038117743.1|CQUI, LOC6041180|XP_038117741.1|CQUI
OG0001732	LOC108093446|XP_017049001.1|DFIC	LOC6052396|XP_001868677.2|CQUI, LOC119767123|XP_038110744.1|CQUI, LOC6031836|XP_038117068.1|CQUI, LOC6044964|XP_001862389.2|CQUI
OG0001733	LOC108087829|XP_017040889.1|DFIC	LOC6043697|XP_001861323.2|CQUI
OG0001734	LOC108090575|XP_017044809.1|DFIC	LOC6043698|XP_038117261.1|CQUI
OG0001735	LOC108093158|XP_017048594.1|DFIC	LOC6040583|XP_001849963.2|CQUI
OG0001736	LOC108087759|XP_017040778.1|DFIC, LOC108087874|XP_017040948.1|DFIC	LOC6048738|XP_001865614.2|CQUI
OG0001737	LOC108087678|XP_017040672.1|DFIC	LOC6037311|XP_038115534.1|CQUI
OG0001739	LOC108094553|XP_017050649.1|DFIC, LOC108091127|XP_017045647.1|DFIC	LOC6041340|XP_001850617.1|CQUI
OG0001740	LOC108090692|XP_017044966.1|DFIC, LOC108101419|XP_017061234.1|DFIC	LOC6036294|XP_038116515.1|CQUI
OG0001742	LOC108096848|XP_017054251.1|DFIC	LOC6036265|XP_001846332.2|CQUI
OG0001743	LOC108100371|XP_017059704.1|DFIC	LOC6036262|XP_038119186.1|CQUI
OG0001744	LOC108094296|XP_017050290.1|DFIC	LOC6054588|XP_038121964.1|CQUI
OG0001745	LOC108096747|XP_017054089.1|DFIC	LOC119769222|XP_038117074.1|CQUI, LOC6038595|XP_038118253.1|CQUI, LOC6038593|XP_038118254.1|CQUI
OG0001746	LOC108089763|XP_017043643.1|DFIC	LOC6036558|XP_001846598.2|CQUI
OG0001747	LOC108093825|XP_017049630.1|DFIC	LOC6036201|XP_038120017.1|CQUI
OG0001748	LOC108093996|XP_017049910.1|DFIC	LOC6033564|XP_038117165.1|CQUI
OG0001749	LOC108101843|XP_017061851.1|DFIC	LOC6036422|XP_001846474.1|CQUI
OG0001750	LOC108101841|XP_017061844.1|DFIC	LOC6036421|XP_038119048.1|CQUI
OG0001751	LOC108099877|XP_017059017.1|DFIC	LOC6042855|XP_038114678.1|CQUI
OG0001752	LOC108093056|XP_017048453.1|DFIC	LOC6040996|XP_038119438.1|CQUI
OG0001753	LOC108099169|XP_017058014.1|DFIC	LOC6054690|XP_038115069.1|CQUI, LOC6031315|XP_038115068.1|CQUI
OG0001754	LOC108096774|XP_017054139.1|DFIC	LOC6050843|XP_001867373.2|CQUI
OG0001755	LOC108099269|XP_017058139.1|DFIC	LOC6052250|XP_038120707.1|CQUI
OG0001756	LOC108093725|XP_017049424.1|DFIC	LOC6053151|XP_038114960.1|CQUI
OG0001757	LOC108086309|XP_017038699.1|DFIC	LOC6043790|XP_038121470.1|CQUI
OG0001758	LOC108095412|XP_017051986.1|DFIC	LOC6043689|XP_038120429.1|CQUI
OG0001759	LOC108094029|XP_017049949.1|DFIC	LOC6033506|XP_001843947.2|CQUI
OG0001760	LOC108090557|XP_017044788.1|DFIC	LOC6053983|XP_001869974.2|CQUI
OG0001761	LOC108087827|XP_017040887.1|DFIC	LOC6030821|XP_038116016.1|CQUI
OG0001762	LOC108093564|XP_017049150.1|DFIC, LOC108088221|XP_017041417.1|DFIC	LOC6032229|XP_038120484.1|CQUI, LOC119767059|XP_038110416.1|CQUI
OG0001763	LOC108088213|XP_017041406.1|DFIC	LOC6042603|XP_038108791.1|CQUI
OG0001764	LOC108087031|XP_017039687.1|DFIC	LOC6046458|XP_001863652.1|CQUI, LOC6047560|XP_001864605.2|CQUI
OG0001765	LOC108090798|XP_017045135.1|DFIC	LOC6051485|XP_038107849.1|CQUI
OG0001766	LOC108100980|XP_017060624.1|DFIC, LOC108096143|XP_017053018.1|DFIC	LOC6032480|XP_038113756.1|CQUI
OG0001767	LOC108092584|XP_017047718.1|DFIC	LOC6038630|XP_038111107.1|CQUI
OG0001768	LOC108091541|XP_017046295.1|DFIC	LOC6043200|XP_001857537.1|CQUI
OG0001769	LOC108088099|XP_017041242.1|DFIC	LOC6032939|XP_038112351.1|CQUI
OG0001770	LOC108100092|XP_017059323.1|DFIC	LOC6031963|XP_001842639.2|CQUI, LOC6031964|XP_001842640.2|CQUI, LOC6031965|XP_001842641.2|CQUI
OG0001771	LOC108092571|XP_017047700.1|DFIC	LOC6036359|XP_001846418.2|CQUI
OG0001772	LOC108089231|XP_017042877.1|DFIC	LOC6037387|XP_001847305.2|CQUI
OG0001774	LOC108090777|XP_017045110.1|DFIC	LOC6050045|XP_038113995.1|CQUI
OG0001776	LOC108094380|XP_017050430.1|DFIC	LOC6031792|XP_001842500.2|CQUI
OG0001777	LOC108100887|XP_017060486.1|DFIC	LOC6038084|XP_038107632.1|CQUI
OG0001778	LOC108098233|XP_017056504.1|DFIC	LOC6048084|XP_038107441.1|CQUI
OG0001779	LOC108089159|XP_017042772.1|DFIC	LOC6038075|XP_038113585.1|CQUI
OG0001781	LOC108098352|XP_017056684.1|DFIC	LOC6041564|XP_001850809.2|CQUI
OG0001782	LOC108092673|XP_017047843.1|DFIC	LOC6042229|XP_038107954.1|CQUI
OG0001783	LOC108098750|XP_017057373.1|DFIC	LOC6031827|XP_038111291.1|CQUI
OG0001784	LOC108094145|XP_017050072.1|DFIC	LOC6041615|XP_038107354.1|CQUI
OG0001785	LOC108090749|XP_017045068.1|DFIC	LOC6042128|XP_038111879.1|CQUI
OG0001786	LOC108093492|XP_017049073.1|DFIC	LOC6042125|XP_038111657.1|CQUI
OG0001787	LOC108093449|XP_017049012.1|DFIC	LOC6040864|XP_038108373.1|CQUI
OG0001789	LOC108096865|XP_017054279.1|DFIC	LOC6048506|XP_001865416.1|CQUI
OG0001790	LOC108100884|XP_017060482.1|DFIC	LOC6041779|XP_001850996.1|CQUI
OG0001791	LOC108086423|XP_017038813.1|DFIC	LOC6034040|XP_001844420.1|CQUI, LOC6043078|XP_038108346.1|CQUI
OG0001792	LOC108086299|XP_017038683.1|DFIC, LOC108096073|XP_017052923.1|DFIC, LOC108094648|XP_017050887.1|DFIC	LOC6045612|XP_038111898.1|CQUI
OG0001793	LOC108101539|XP_017061410.1|DFIC	LOC6046544|XP_038112495.1|CQUI
OG0001794	LOC108098234|XP_017056506.1|DFIC	LOC6036321|XP_038109201.1|CQUI
OG0001795	LOC108098203|XP_017056429.1|DFIC, LOC108097569|XP_017055484.1|DFIC	LOC6047491|XP_038109664.1|CQUI
OG0001797	LOC108098416|XP_017056799.1|DFIC	LOC6047551|XP_038118672.1|CQUI, LOC6050873|XP_038122154.1|CQUI
OG0001798	LOC108093875|XP_017049706.1|DFIC	LOC6033088|XP_001843587.1|CQUI
OG0001799	LOC108097868|XP_017055893.1|DFIC	LOC6043563|XP_001859940.2|CQUI
OG0001800	LOC108094157|XP_017050092.1|DFIC, LOC108100902|XP_017060504.1|DFIC	LOC6051493|XP_038117999.1|CQUI
OG0001801	LOC108087575|XP_017040495.1|DFIC	LOC6049899|XP_038119313.1|CQUI
OG0001802	LOC108099621|XP_017058733.1|DFIC	LOC119770526|XP_038121485.1|CQUI, LOC6046222|XP_001863451.2|CQUI
OG0001803	LOC108098600|XP_017057150.1|DFIC	LOC6039393|XP_001849006.2|CQUI
OG0001804	LOC108090179|XP_017044251.1|DFIC	LOC6053879|XP_038114581.1|CQUI
OG0001805	LOC108089001|XP_017042561.1|DFIC	LOC6052240|XP_001868538.2|CQUI
OG0001806	LOC108092056|XP_017047003.1|DFIC	LOC6032501|XP_001843089.2|CQUI
OG0001808	LOC108102035|XP_017062144.1|DFIC	LOC6039490|XP_038115956.1|CQUI
OG0001809	LOC108091397|XP_017046070.1|DFIC	LOC6046894|XP_038121868.1|CQUI
OG0001810	LOC108091669|XP_017046471.1|DFIC	LOC119767837|XP_038113417.1|CQUI, LOC6048710|XP_038115683.1|CQUI, LOC6042778|XP_038119753.1|CQUI
OG0001811	LOC108101599|XP_017061501.1|DFIC	LOC6052426|XP_038121257.1|CQUI
OG0001812	LOC108097419|XP_017055172.1|DFIC	LOC6033997|XP_001844384.1|CQUI
OG0001813	LOC108101043|XP_017060711.1|DFIC	LOC6045837|XP_038108395.1|CQUI
OG0001814	LOC108098574|XP_017057097.1|DFIC	LOC6042171|XP_001851318.2|CQUI
OG0001815	LOC108090209|XP_017044290.1|DFIC	LOC6052975|XP_038122237.1|CQUI
OG0001816	LOC108094911|XP_017051246.1|DFIC	LOC6039946|XP_001849441.1|CQUI
OG0001817	LOC108090696|XP_017044968.1|DFIC	LOC6033778|XP_038113959.1|CQUI
OG0001818	LOC108091233|XP_017045828.1|DFIC	LOC6031465|XP_038110900.1|CQUI, LOC6031468|XP_038106439.1|CQUI
OG0001819	LOC108090819|XP_017045168.1|DFIC	LOC6052485|XP_038106063.1|CQUI
OG0001820	LOC108095322|XP_017051890.1|DFIC	LOC6031908|XP_038108785.1|CQUI
OG0001821	LOC108101940|XP_017062013.1|DFIC	LOC6045851|XP_038113040.1|CQUI
OG0001822	LOC108096971|XP_017054438.1|DFIC	LOC6051898|XP_038107802.1|CQUI
OG0001823	LOC108099834|XP_017058955.1|DFIC	LOC6049608|XP_001866335.2|CQUI
OG0001824	LOC108094140|XP_017050061.1|DFIC	LOC6043663|XP_001861292.2|CQUI, LOC6043665|XP_038111105.1|CQUI
OG0001825	LOC108094763|XP_017051010.1|DFIC	LOC6052855|XP_038109737.1|CQUI
OG0001826	LOC108096791|XP_017054159.1|DFIC	LOC6051516|XP_038113255.1|CQUI
OG0001827	LOC108093680|XP_017049346.1|DFIC	LOC6047130|XP_038111924.1|CQUI, LOC6040294|XP_038110969.1|CQUI
OG0001828	LOC108088652|XP_017042068.1|DFIC	LOC6037826|XP_038114259.1|CQUI
OG0001829	LOC108087754|XP_017040771.1|DFIC	LOC6053615|XP_038114283.1|CQUI
OG0001830	LOC108096956|XP_017054413.1|DFIC	LOC6049875|XP_001866565.2|CQUI
OG0001831	LOC108099747|XP_017058861.1|DFIC	LOC6038352|XP_038109026.1|CQUI, LOC6038350|XP_001848165.2|CQUI
OG0001832	LOC108097324|XP_017055034.1|DFIC	LOC6036088|XP_001846181.1|CQUI
OG0001833	LOC108090729|XP_017045032.1|DFIC	LOC6043113|XP_001855895.2|CQUI
OG0001835	LOC108086603|XP_017039066.1|DFIC	LOC119769093|XP_038116924.1|CQUI
OG0001848	LOC108098859|XP_017057519.1|DFIC, LOC108094954|XP_017051309.1|DFIC	LOC6044339|XP_038122494.1|CQUI
OG0001849	LOC108087271|XP_017040067.1|DFIC	LOC6044345|XP_001861875.1|CQUI
OG0001850	LOC108095032|XP_017051395.1|DFIC	LOC6038326|XP_038110281.1|CQUI
OG0001851	LOC108095012|XP_017051344.1|DFIC	LOC6052786|XP_038111864.1|CQUI
OG0001852	LOC108098984|XP_017057689.1|DFIC	LOC6038309|XP_038105365.1|CQUI, LOC6038308|XP_038105255.1|CQUI
OG0001853	LOC108095764|XP_017052447.1|DFIC	LOC6038307|XP_038117280.1|CQUI
OG0001854	LOC108094722|XP_017050953.1|DFIC	LOC6041765|XP_038116879.1|CQUI
OG0001855	LOC108090281|XP_017044382.1|DFIC	LOC6035157|XP_038105344.1|CQUI
OG0001856	LOC108088710|XP_017042142.1|DFIC	LOC6046575|XP_001863756.2|CQUI
OG0001857	LOC108097484|XP_017055272.1|DFIC	LOC6042718|XP_001870735.2|CQUI, LOC6042721|XP_001870738.2|CQUI
OG0001858	LOC108088631|XP_017042037.1|DFIC	LOC6041772|XP_038104722.1|CQUI
OG0001859	LOC108092794|XP_017048055.1|DFIC	LOC119767634|XP_038112546.1|CQUI
OG0001860	LOC108099847|XP_017058983.1|DFIC	LOC6047045|XP_038104177.1|CQUI, LOC6042830|XP_001870827.1|CQUI
OG0001861	LOC108095797|XP_017052549.1|DFIC	LOC6037954|XP_038104548.1|CQUI
OG0001862	LOC108097958|XP_017056055.1|DFIC	LOC6045736|XP_038105476.1|CQUI, LOC6045737|XP_001863044.2|CQUI
OG0001863	LOC108097559|XP_017055429.1|DFIC	LOC6042593|XP_038114195.1|CQUI, LOC6045734|XP_001863041.2|CQUI
OG0001864	LOC108098808|XP_017057438.1|DFIC	LOC6053324|XP_038105480.1|CQUI
OG0001865	LOC108098063|XP_017056241.1|DFIC	LOC6042722|XP_001870739.2|CQUI
OG0001866	LOC108087065|XP_017039729.1|DFIC	LOC6042730|XP_038104345.1|CQUI
OG0001867	LOC108099839|XP_017058959.1|DFIC	LOC6048195|XP_038116728.1|CQUI
OG0001868	LOC108093425|XP_017048967.1|DFIC	LOC6052598|XP_038104287.1|CQUI
OG0001869	LOC108093362|XP_017048871.1|DFIC	LOC6038423|XP_038105660.1|CQUI
OG0001870	LOC108092888|XP_017048221.1|DFIC	LOC6044993|XP_001862417.2|CQUI
OG0001871	LOC108091125|XP_017045645.1|DFIC	LOC6039039|XP_038104101.1|CQUI
OG0001872	LOC108099605|XP_017058713.1|DFIC	LOC6034331|XP_038122572.1|CQUI
OG0001873	LOC108098601|XP_017057152.1|DFIC	LOC6045619|XP_038104541.1|CQUI
OG0001874	LOC108095829|XP_017052600.1|DFIC	LOC6043591|XP_038105079.1|CQUI
OG0001875	LOC108086828|XP_017039363.1|DFIC	LOC6047655|XP_038112718.1|CQUI
OG0001876	LOC108094646|XP_017050845.1|DFIC	LOC6034410|XP_001844728.2|CQUI
