Orthogroup	DFIC.longest_only	BTRY.longest_only
OG0000505	LOC108097282|XP_017054972.1|DFIC	LOC120775324|XP_039961397.1|BTRY
OG0000505	LOC108097208|XP_017054844.1|DFIC	LOC120774415|XP_039959976.1|BTRY
OG0000506	LOC108095677|XP_017052334.1|DFIC	LOC120766859|XP_039948522.1|BTRY
OG0000506	LOC108095679|XP_017052336.1|DFIC	LOC120782649|XP_039970957.1|BTRY
OG0000507	LOC108091229|XP_017045823.1|DFIC	LOC120773974|XP_039959153.1|BTRY
OG0000507	LOC108091162|XP_017045690.1|DFIC	LOC120773975|XP_039959154.1|BTRY
OG0000508	LOC108100199|XP_017059462.1|DFIC, LOC108099052|XP_017057804.1|DFIC	LOC120776949|XP_039963970.1|BTRY
OG0000509	LOC108090483|XP_017044673.1|DFIC	LOC120772985|XP_039957831.1|BTRY
OG0000509	LOC108090384|XP_017044521.1|DFIC	LOC120772083|XP_039956414.1|BTRY
OG0000510	LOC108093816|XP_017049620.1|DFIC	LOC120772271|XP_039956709.1|BTRY
OG0000511	LOC108098211|XP_017056466.1|DFIC	LOC120769370|XP_039952267.1|BTRY
OG0000511	LOC108098289|XP_017056585.1|DFIC	LOC120769224|XP_039952054.1|BTRY
OG0000512	LOC108100069|XP_017059293.1|DFIC	LOC120768852|XP_039951539.1|BTRY
OG0000512	LOC108100475|XP_017059896.1|DFIC	LOC120767602|XP_039949686.1|BTRY
OG0000513	LOC108094250|XP_017050198.1|DFIC	LOC120769179|XP_039951999.1|BTRY
OG0000513	LOC108101212|XP_017060950.1|DFIC	LOC120768966|XP_039951693.1|BTRY
OG0000514	LOC108092278|XP_017047302.1|DFIC, LOC108095085|XP_017051509.1|DFIC	LOC120769684|XP_039952740.1|BTRY
OG0000514	LOC108094513|XP_017050602.1|DFIC, LOC108096214|XP_017053132.1|DFIC	LOC120769689|XP_039952749.1|BTRY
OG0000515	LOC108095042|XP_017051425.1|DFIC	LOC120779487|XP_039967707.1|BTRY, LOC120779596|XP_039967875.1|BTRY
OG0000515	LOC108089640|XP_017043495.1|DFIC	LOC120782348|XP_039970514.1|BTRY
OG0000516	LOC108101676|XP_017061589.1|DFIC, LOC108101679|XP_017061592.1|DFIC	LOC120774305|XP_039959770.1|BTRY, LOC120774648|XP_039960307.1|BTRY
OG0000517	LOC108096293|XP_017053255.1|DFIC, LOC108096291|XP_017053253.1|DFIC	LOC120777075|XP_039964137.1|BTRY, LOC120777077|XP_039964140.1|BTRY
OG0000518	LOC108089002|XP_017042562.1|DFIC	LOC120770868|XP_039954424.1|BTRY
OG0000521	LOC108088737|XP_017042177.1|DFIC, LOC108088556|XP_017041892.1|DFIC	LOC120775638|XP_039961825.1|BTRY
OG0000522	LOC108100002|XP_017059193.1|DFIC, LOC108093556|XP_017049139.1|DFIC, LOC108102134|XP_017062293.1|DFIC	LOC120774539|XP_039960199.1|BTRY
OG0000523	LOC108095784|XP_017052529.1|DFIC	LOC120780298|XP_039968523.1|BTRY
OG0000523	LOC108097957|XP_017056054.1|DFIC	LOC120774979|XP_039960814.1|BTRY
OG0000524	LOC108088677|XP_017042109.1|DFIC, LOC108095937|XP_017052763.1|DFIC, LOC108087080|XP_017039749.1|DFIC, LOC108087321|XP_017040140.1|DFIC	LOC120769532|XP_039952508.1|BTRY
OG0000525	LOC108090410|XP_017044551.1|DFIC, LOC108090409|XP_017044550.1|DFIC	LOC120770398|XP_039953764.1|BTRY, LOC120770397|XP_039953762.1|BTRY, LOC120770400|XP_039953768.1|BTRY, LOC120771845|XP_039956021.1|BTRY
OG0000526	LOC108093256|XP_017048725.1|DFIC, LOC108092741|XP_017047959.1|DFIC, LOC108094869|XP_017051180.1|DFIC	LOC120780162|XP_039968375.1|BTRY
OG0000527	LOC108091458|XP_017046147.1|DFIC	LOC120767406|XP_039949378.1|BTRY
OG0000528	LOC108092549|XP_017047673.1|DFIC	LOC120767683|XP_039949807.1|BTRY
OG0000529	LOC108092307|XP_017047330.1|DFIC	LOC120767635|XP_039949736.1|BTRY
OG0000530	LOC108099790|XP_017058908.1|DFIC	LOC120776537|XP_039963209.1|BTRY
OG0000530	LOC108100227|XP_017059494.1|DFIC	LOC120778816|XP_039966756.1|BTRY
OG0000531	LOC108099799|XP_017058916.1|DFIC, LOC108101111|XP_017060818.1|DFIC, LOC108095081|XP_017051497.1|DFIC	LOC120767638|XP_039949739.1|BTRY
OG0000532	LOC108101437|XP_017061253.1|DFIC, LOC108101439|XP_017061262.1|DFIC	LOC120766923|XP_039948602.1|BTRY
OG0000533	LOC108098100|XP_017056299.1|DFIC	LOC120775711|XP_039961956.1|BTRY
OG0000533	LOC108099617|XP_017058728.1|DFIC	LOC120776600|XP_039963320.1|BTRY
OG0000534	LOC108095550|XP_017052173.1|DFIC, LOC108100989|XP_017060645.1|DFIC	LOC120774093|XP_039959362.1|BTRY
OG0000535	LOC108096685|XP_017053976.1|DFIC, LOC108101455|XP_017061287.1|DFIC	LOC120771683|XP_039955748.1|BTRY
OG0000536	LOC108099941|XP_017059100.1|DFIC	LOC120778760|XP_039966672.1|BTRY
OG0000537	LOC108094323|XP_017050356.1|DFIC	LOC120772240|XP_039956668.1|BTRY
OG0000538	LOC108093970|XP_017049865.1|DFIC	LOC120771082|XP_039954840.1|BTRY
OG0000538	LOC108090438|XP_017044604.1|DFIC	LOC120769984|XP_039952994.1|BTRY
OG0000539	LOC108095690|XP_017052350.1|DFIC	LOC120782873|XP_039971349.1|BTRY
OG0000539	LOC108095993|XP_017052826.1|DFIC	LOC120766319|XP_039947675.1|BTRY
OG0000540	LOC108089783|XP_017043667.1|DFIC, LOC108089989|XP_017043979.1|DFIC	LOC120769539|XP_039952518.1|BTRY, LOC120768273|XP_039950807.1|BTRY
OG0000542	LOC108095741|XP_017052411.1|DFIC	LOC120770999|XP_039954690.1|BTRY
OG0000542	LOC108095022|XP_017051378.1|DFIC	LOC120768572|XP_039951254.1|BTRY
OG0000543	LOC108091702|XP_017046529.1|DFIC	LOC120775741|XP_039962000.1|BTRY
OG0000543	LOC108101443|XP_017061269.1|DFIC	LOC120781210|XP_039969264.1|BTRY
OG0000544	LOC108093203|XP_017048654.1|DFIC	LOC120778784|XP_039966705.1|BTRY
OG0000544	LOC108098615|XP_017057169.1|DFIC	LOC120782819|XP_039971267.1|BTRY
OG0000545	LOC108092172|XP_017047183.1|DFIC	LOC120779132|XP_039967273.1|BTRY
OG0000545	LOC108092183|XP_017047196.1|DFIC	LOC120777855|XP_039965332.1|BTRY
OG0000546	LOC108098957|XP_017057658.1|DFIC, LOC108097579|XP_017055454.1|DFIC	LOC120774190|XP_039959553.1|BTRY
OG0000547	LOC108091197|XP_017045768.1|DFIC, LOC108095123|XP_017051551.1|DFIC, LOC108089889|XP_017043848.1|DFIC	LOC120775742|XP_039962001.1|BTRY
OG0000548	LOC108093110|XP_017048540.1|DFIC, LOC108093124|XP_017048557.1|DFIC	LOC120778152|XP_039965809.1|BTRY
OG0000549	LOC108087740|XP_017040750.1|DFIC	LOC120770506|XP_039953967.1|BTRY
OG0000550	LOC108099148|XP_017057983.1|DFIC	LOC120777862|XP_039965345.1|BTRY
OG0000550	LOC108099109|XP_017057923.1|DFIC	LOC120777763|XP_039965201.1|BTRY
OG0000551	LOC108093654|XP_017049315.1|DFIC	LOC120770108|XP_039953211.1|BTRY, LOC120770115|XP_039953222.1|BTRY
OG0000552	LOC108097774|XP_017055790.1|DFIC, LOC108097752|XP_017055752.1|DFIC	LOC120766712|XP_039948292.1|BTRY
OG0000553	LOC108101623|XP_017061527.1|DFIC, LOC108101198|XP_017060931.1|DFIC	LOC120768198|XP_039950704.1|BTRY, LOC120768197|XP_039950702.1|BTRY, LOC120769626|XP_039952665.1|BTRY
OG0000554	LOC108091628|XP_017046416.1|DFIC, LOC108091629|XP_017046417.1|DFIC	LOC120775942|XP_039962289.1|BTRY
OG0000555	LOC108099806|XP_017058922.1|DFIC, LOC108099210|XP_017058076.1|DFIC	LOC120777453|XP_039964706.1|BTRY
OG0000556	LOC108098048|XP_017056209.1|DFIC, LOC108096498|XP_017053600.1|DFIC	LOC120766962|XP_039948685.1|BTRY
OG0000557	LOC108087895|XP_017040962.1|DFIC	LOC120766756|XP_039948364.1|BTRY
OG0000557	LOC108088094|XP_017041238.1|DFIC	LOC120782350|XP_039970516.1|BTRY
OG0000558	LOC108096236|XP_017053133.1|DFIC, LOC108095281|XP_017051813.1|DFIC	LOC120776305|XP_039962785.1|BTRY, LOC120776489|XP_039963107.1|BTRY
OG0000559	LOC108087314|XP_017040125.1|DFIC	LOC120782203|XP_039970326.1|BTRY
OG0000559	LOC108096171|XP_017053043.1|DFIC	LOC120778831|XP_039966776.1|BTRY, LOC120778424|XP_039966141.1|BTRY
OG0000560	LOC108093957|XP_017049845.1|DFIC, LOC108093956|XP_017049844.1|DFIC	LOC120771404|XP_039955313.1|BTRY
OG0000561	LOC108089621|XP_017043472.1|DFIC	LOC120778148|XP_039965805.1|BTRY
OG0000561	LOC108089569|XP_017043411.1|DFIC	LOC120778579|XP_039966376.1|BTRY
OG0000562	LOC108100477|XP_017059898.1|DFIC	LOC120776985|XP_039964018.1|BTRY
OG0000562	LOC108100564|XP_017060030.1|DFIC	LOC120776671|XP_039963479.1|BTRY
OG0000564	LOC108093054|XP_017048450.1|DFIC	LOC120778345|XP_039966069.1|BTRY
OG0000564	LOC108093046|XP_017048443.1|DFIC	LOC120777865|XP_039965351.1|BTRY
OG0000566	LOC108097951|XP_017056045.1|DFIC	LOC120780611|XP_039968803.1|BTRY
OG0000566	LOC108099177|XP_017058027.1|DFIC	LOC120778897|XP_039966879.1|BTRY
OG0000567	LOC108101649|XP_017061553.1|DFIC	LOC120774482|XP_039960077.1|BTRY
OG0000568	LOC108092936|XP_017048292.1|DFIC, LOC108098641|XP_017057204.1|DFIC	LOC120782259|XP_039970358.1|BTRY
OG0000569	LOC108098938|XP_017057634.1|DFIC	LOC120782617|XP_039970920.1|BTRY
OG0000569	LOC108086994|XP_017039619.1|DFIC	LOC120780914|XP_039969079.1|BTRY
OG0000570	LOC108092150|XP_017047157.1|DFIC	LOC120782352|XP_039970518.1|BTRY
OG0000570	LOC108092170|XP_017047182.1|DFIC	LOC120781684|XP_039969839.1|BTRY
OG0000571	LOC108086285|XP_017038663.1|DFIC	LOC120776321|XP_039962789.1|BTRY
OG0000571	LOC108088446|XP_017041711.1|DFIC	LOC120782759|XP_039971147.1|BTRY
OG0000572	LOC108087086|XP_017039754.1|DFIC	LOC120766363|XP_039947727.1|BTRY
OG0000572	LOC108087096|XP_017039766.1|DFIC	LOC120766624|XP_039948170.1|BTRY
OG0000573	LOC108099030|XP_017057774.1|DFIC, LOC108087649|XP_017040605.1|DFIC	LOC120777513|XP_039964812.1|BTRY, LOC120777517|XP_039964820.1|BTRY
OG0000574	LOC108101107|XP_017060809.1|DFIC	LOC120776636|XP_039963388.1|BTRY
OG0000575	LOC108089558|XP_017043391.1|DFIC	LOC120777122|XP_039964199.1|BTRY
OG0000575	LOC108089559|XP_017043392.1|DFIC	LOC120778944|XP_039966939.1|BTRY, LOC120778817|XP_039966757.1|BTRY
OG0000577	LOC108096089|XP_017052946.1|DFIC, LOC108087361|XP_017040227.1|DFIC, LOC108096070|XP_017052920.1|DFIC	LOC120769242|XP_039952076.1|BTRY
OG0000578	LOC108089242|XP_017042895.1|DFIC	LOC120768542|XP_039951215.1|BTRY
OG0000578	LOC108096880|XP_017054307.1|DFIC	LOC120777900|XP_039965413.1|BTRY, LOC120769124|XP_039951920.1|BTRY
OG0000579	LOC108091889|XP_017046763.1|DFIC	LOC120771467|XP_039955413.1|BTRY
OG0000579	LOC108095433|XP_017052032.1|DFIC	LOC120778504|XP_039966267.1|BTRY
OG0000580	LOC108092039|XP_017046967.1|DFIC, LOC108092041|XP_017046971.1|DFIC	LOC120766709|XP_039948290.1|BTRY, LOC120782512|XP_039970754.1|BTRY
OG0000581	LOC108098521|XP_017056982.1|DFIC	LOC120766216|XP_039947533.1|BTRY
OG0000581	LOC108097723|XP_017055707.1|DFIC	LOC120774791|XP_039960506.1|BTRY
OG0000582	LOC108100412|XP_017059789.1|DFIC	LOC120772613|XP_039957261.1|BTRY
OG0000582	LOC108094747|XP_017050989.1|DFIC	LOC120770442|XP_039953845.1|BTRY
OG0000583	LOC108101414|XP_017061229.1|DFIC	LOC120772305|XP_039956751.1|BTRY
OG0000584	LOC108093188|XP_017048641.1|DFIC, LOC108102151|XP_017062330.1|DFIC, LOC108102147|XP_017062315.1|DFIC	LOC120773787|XP_039958812.1|BTRY
OG0000589	LOC108091059|XP_017045513.1|DFIC	LOC120775967|XP_039962317.1|BTRY
OG0000590	LOC108091618|XP_017046402.1|DFIC	LOC120774336|XP_039959829.1|BTRY
OG0000592	LOC108101600|XP_017061502.1|DFIC, LOC108101465|XP_017061299.1|DFIC	LOC120772914|XP_039957748.1|BTRY
OG0000593	LOC108086528|XP_017038946.1|DFIC, LOC108094651|XP_017050850.1|DFIC	LOC120774484|XP_039960081.1|BTRY
OG0000594	LOC108086551|XP_017038978.1|DFIC, LOC108088088|XP_017041233.1|DFIC	LOC120776937|XP_039963952.1|BTRY, LOC120776957|XP_039963985.1|BTRY
OG0000595	LOC108091632|XP_017046420.1|DFIC	LOC120778985|XP_039967021.1|BTRY
OG0000595	LOC108102288|XP_017062524.1|DFIC	LOC120773103|XP_039958013.1|BTRY
OG0000596	LOC108097386|XP_017055126.1|DFIC	LOC120775092|XP_039961027.1|BTRY
OG0000596	LOC108098976|XP_017057681.1|DFIC	LOC120778360|XP_039966084.1|BTRY
OG0000597	LOC108099311|XP_017058194.1|DFIC	LOC120766973|XP_039948698.1|BTRY
OG0000598	LOC108087250|XP_017040043.1|DFIC	LOC120766839|XP_039948484.1|BTRY, LOC120766841|XP_039948485.1|BTRY
OG0000599	LOC108100252|XP_017059518.1|DFIC, LOC108100250|XP_017059516.1|DFIC	LOC120777152|XP_039964231.1|BTRY
OG0000600	LOC108096938|XP_017054382.1|DFIC	LOC120771549|XP_039955542.1|BTRY
OG0000601	LOC108102235|XP_017062462.1|DFIC, LOC108092484|XP_017047568.1|DFIC	LOC120769303|XP_039952170.1|BTRY
OG0000602	LOC108092616|XP_017047743.1|DFIC, LOC108096814|XP_017054605.1|DFIC	LOC120768420|XP_039951035.1|BTRY
OG0000602	LOC108092765|XP_017047987.1|DFIC, LOC108097568|XP_017055849.1|DFIC	LOC120769465|XP_039952411.1|BTRY
OG0000603	LOC108092692|XP_017047889.1|DFIC	LOC120769731|XP_039952813.1|BTRY
OG0000604	LOC108092487|XP_017047571.1|DFIC	LOC120768047|XP_039950490.1|BTRY
OG0000604	LOC108092488|XP_017047572.1|DFIC	LOC120768046|XP_039950487.1|BTRY
OG0000605	LOC108089988|XP_017043978.1|DFIC	LOC120769679|XP_039952733.1|BTRY, LOC120768195|XP_039950700.1|BTRY
OG0000606	LOC108095812|XP_017052574.1|DFIC	LOC120776032|XP_039962410.1|BTRY
OG0000607	LOC108097929|XP_017055975.1|DFIC, LOC108098630|XP_017057194.1|DFIC	LOC120775170|XP_039961159.1|BTRY
OG0000608	LOC108095666|XP_017052320.1|DFIC	LOC120771362|XP_039955252.1|BTRY
OG0000609	LOC108095180|XP_017051656.1|DFIC	LOC120774369|XP_039959897.1|BTRY
OG0000610	LOC108088330|XP_017041561.1|DFIC, LOC108090673|XP_017044948.1|DFIC	LOC120776826|XP_039963780.1|BTRY
OG0000611	LOC108095187|XP_017051664.1|DFIC, LOC108090540|XP_017044763.1|DFIC	LOC120771420|XP_039955336.1|BTRY
OG0000614	LOC108097486|XP_017055275.1|DFIC	LOC120776006|XP_039962372.1|BTRY
OG0000615	LOC108088613|XP_017041990.1|DFIC, LOC108098877|XP_017057552.1|DFIC	LOC120766300|XP_039947638.1|BTRY
OG0000616	LOC108088564|XP_017041900.1|DFIC	LOC120775714|XP_039961960.1|BTRY, LOC120775702|XP_039961947.1|BTRY, LOC120775470|XP_039961596.1|BTRY, LOC120775611|XP_039961785.1|BTRY
OG0000617	LOC108088482|XP_017041769.1|DFIC	LOC120766658|XP_039948225.1|BTRY
OG0000617	LOC108087951|XP_017041029.1|DFIC	LOC120766225|XP_039947535.1|BTRY
OG0000618	LOC108099439|XP_017058465.1|DFIC	LOC120774191|XP_039959558.1|BTRY
OG0000619	LOC108087819|XP_017040875.1|DFIC	LOC120770241|XP_039953473.1|BTRY
OG0000620	LOC108088573|XP_017041908.1|DFIC	LOC120770404|XP_039953772.1|BTRY
OG0000621	LOC108093346|XP_017048843.1|DFIC, LOC108092982|XP_017048364.1|DFIC	LOC120775491|XP_039961630.1|BTRY
OG0000622	LOC108093262|XP_017048728.1|DFIC, LOC108096417|XP_017053485.1|DFIC	LOC120778660|XP_039966517.1|BTRY
OG0000623	LOC108100357|XP_017059679.1|DFIC	LOC120776793|XP_039963713.1|BTRY
OG0000623	LOC108086981|XP_017039598.1|DFIC	LOC120776685|XP_039963497.1|BTRY
OG0000624	LOC108096616|XP_017053850.1|DFIC, LOC108096615|XP_017053848.1|DFIC	LOC120770040|XP_039953089.1|BTRY
OG0000625	LOC108093112|XP_017048543.1|DFIC, LOC108093115|XP_017048546.1|DFIC	LOC120776452|XP_039963043.1|BTRY
OG0000626	LOC108087659|XP_017040638.1|DFIC	LOC120771101|XP_039954876.1|BTRY
OG0000627	LOC108099958|XP_017059127.1|DFIC	LOC120776359|XP_039962868.1|BTRY
OG0000627	LOC108101778|XP_017061742.1|DFIC	LOC120774493|XP_039960098.1|BTRY
OG0000628	LOC108092622|XP_017047749.1|DFIC, LOC108099094|XP_017058315.1|DFIC, LOC108089236|XP_017042886.1|DFIC	LOC120768533|XP_039951203.1|BTRY
OG0000629	LOC108092202|XP_017047217.1|DFIC, LOC108089892|XP_017043852.1|DFIC	LOC120767240|XP_039949015.1|BTRY
OG0000630	LOC108101731|XP_017061672.1|DFIC	LOC120768594|XP_039951291.1|BTRY
OG0000630	LOC108095349|XP_017051922.1|DFIC, LOC108089216|XP_017042856.1|DFIC	LOC120768253|XP_039950781.1|BTRY
OG0000631	LOC108101999|XP_017062086.1|DFIC, LOC108098440|XP_017056821.1|DFIC	LOC120769034|XP_039951813.1|BTRY
OG0000632	LOC108089979|XP_017043969.1|DFIC, LOC108101255|XP_017060999.1|DFIC	LOC120768631|XP_039951330.1|BTRY
OG0000635	LOC108094905|XP_017051239.1|DFIC, LOC108094709|XP_017050935.1|DFIC	LOC120771029|XP_039954743.1|BTRY
OG0000636	LOC108089120|XP_017042724.1|DFIC, LOC108089125|XP_017042730.1|DFIC	LOC120774407|XP_039959966.1|BTRY
OG0000637	LOC108097390|XP_017055138.1|DFIC	LOC120774775|XP_039960480.1|BTRY
OG0000637	LOC108097147|XP_017054755.1|DFIC	LOC120775765|XP_039962032.1|BTRY
OG0000638	LOC108087276|XP_017040071.1|DFIC, LOC108095318|XP_017051883.1|DFIC	LOC120776108|XP_039962534.1|BTRY
OG0000639	LOC108093061|XP_017048456.1|DFIC	LOC120776470|XP_039963074.1|BTRY
OG0000642	LOC108086615|XP_017039080.1|DFIC, LOC108090007|XP_017043996.1|DFIC	LOC120778716|XP_039966613.1|BTRY, LOC120778015|XP_039965615.1|BTRY
OG0000643	LOC108088354|XP_017041590.1|DFIC, LOC108088355|XP_017041591.1|DFIC, LOC108088357|XP_017041592.1|DFIC	LOC120778680|XP_039966551.1|BTRY, LOC120767030|XP_039948810.1|BTRY, LOC120766788|XP_039948419.1|BTRY
OG0000644	LOC108100603|XP_017060078.1|DFIC, LOC108100184|XP_017059442.1|DFIC, LOC108100176|XP_017059433.1|DFIC	LOC120768079|XP_039950543.1|BTRY
OG0000645	LOC108094823|XP_017051128.1|DFIC	LOC120773530|XP_039958420.1|BTRY, LOC120773531|XP_039958421.1|BTRY, LOC120778094|XP_039965728.1|BTRY
OG0000646	LOC108092115|XP_017047104.1|DFIC, LOC108097589|XP_017055475.1|DFIC	LOC120766994|XP_039948732.1|BTRY
OG0000647	LOC108091815|XP_017046674.1|DFIC, LOC108092934|XP_017048289.1|DFIC	LOC120775839|XP_039962142.1|BTRY
OG0000648	LOC108098155|XP_017056375.1|DFIC	LOC120775350|XP_039961442.1|BTRY
OG0000649	LOC108088664|XP_017042081.1|DFIC	LOC120773891|XP_039958997.1|BTRY
OG0000650	LOC108091957|XP_017046842.1|DFIC	LOC120773802|XP_039958844.1|BTRY, LOC120773804|XP_039958847.1|BTRY
OG0000650	LOC108098411|XP_017056795.1|DFIC	LOC120778312|XP_039966039.1|BTRY
OG0000651	LOC108099820|XP_017058938.1|DFIC, LOC108100594|XP_017060064.1|DFIC	LOC120777253|XP_039964383.1|BTRY
OG0000652	LOC108101591|XP_017061492.1|DFIC, LOC108095388|XP_017051956.1|DFIC	LOC120772025|XP_039956326.1|BTRY
OG0000653	LOC108088002|XP_017041102.1|DFIC, LOC108090201|XP_017044278.1|DFIC	LOC120779703|XP_039968003.1|BTRY, LOC120771262|XP_039955118.1|BTRY
OG0000654	LOC108100423|XP_017059809.1|DFIC	LOC120777165|XP_039964249.1|BTRY
OG0000655	LOC108096630|XP_017053868.1|DFIC	LOC120781232|XP_039969302.1|BTRY
OG0000656	LOC108088038|XP_017041161.1|DFIC	LOC120767029|XP_039948809.1|BTRY
OG0000656	LOC108088039|XP_017041163.1|DFIC	LOC120774595|XP_039960261.1|BTRY
OG0000657	LOC108092559|XP_017047688.1|DFIC	LOC120768026|XP_039950434.1|BTRY
OG0000658	LOC108098004|XP_017056130.1|DFIC	LOC120775403|XP_039961500.1|BTRY
OG0000659	LOC108092458|XP_017047536.1|DFIC, LOC108089211|XP_017042850.1|DFIC	LOC120782147|XP_039970218.1|BTRY
OG0000660	LOC108092545|XP_017047665.1|DFIC	LOC120771061|XP_039954801.1|BTRY
OG0000661	LOC108089459|XP_017043192.1|DFIC, LOC108089902|XP_017043868.1|DFIC	LOC120767720|XP_039949850.1|BTRY
OG0000662	LOC108099830|XP_017058954.1|DFIC	LOC120777857|XP_039965335.1|BTRY
OG0000662	LOC108101046|XP_017060713.1|DFIC	LOC120777932|XP_039965448.1|BTRY
OG0000663	LOC108090716|XP_017045007.1|DFIC	LOC120781218|XP_039969275.1|BTRY
OG0000664	LOC108086500|XP_017038914.1|DFIC	LOC120776183|XP_039962735.1|BTRY
OG0000665	LOC108095673|XP_017052330.1|DFIC	LOC120766477|XP_039947953.1|BTRY, LOC120779745|XP_039968064.1|BTRY
OG0000665	LOC108095908|XP_017052725.1|DFIC	LOC120766254|XP_039947574.1|BTRY
OG0000666	LOC108094884|XP_017051208.1|DFIC	LOC120770479|XP_039953917.1|BTRY, LOC120770478|XP_039953915.1|BTRY
OG0000666	LOC108091191|XP_017045760.1|DFIC	LOC120775238|XP_039961251.1|BTRY
OG0000667	LOC108097309|XP_017055015.1|DFIC, LOC108092042|XP_017046972.1|DFIC	LOC120766741|XP_039948341.1|BTRY
OG0000668	LOC108094405|XP_017050460.1|DFIC	LOC120780330|XP_039968558.1|BTRY
OG0000669	LOC108101675|XP_017061588.1|DFIC	LOC120774304|XP_039959769.1|BTRY
OG0000669	LOC108101672|XP_017061586.1|DFIC	LOC120774306|XP_039959771.1|BTRY, LOC120775615|XP_039961794.1|BTRY
OG0000670	LOC108091360|XP_017046002.1|DFIC	LOC120775920|XP_039962256.1|BTRY
OG0000671	LOC108096979|XP_017054445.1|DFIC	LOC120782859|XP_039971325.1|BTRY
OG0000671	LOC108102301|XP_017062552.1|DFIC	LOC120779834|XP_039968135.1|BTRY
OG0000672	LOC108097618|XP_017055519.1|DFIC, LOC108097790|XP_017055810.1|DFIC	LOC120778847|XP_039966808.1|BTRY
OG0000673	LOC108095530|XP_017052146.1|DFIC, LOC108096180|XP_017053052.1|DFIC	LOC120780362|XP_039968587.1|BTRY, LOC120773620|XP_039958557.1|BTRY
OG0000675	LOC108100985|XP_017060632.1|DFIC, LOC108100984|XP_017060631.1|DFIC	LOC120768402|XP_039951011.1|BTRY, LOC120769614|XP_039952648.1|BTRY, LOC120769623|XP_039952662.1|BTRY, LOC120768269|XP_039950801.1|BTRY
OG0000677	LOC108100688|XP_017060193.1|DFIC, LOC108091239|XP_017045838.1|DFIC	LOC120774442|XP_039960017.1|BTRY
OG0000678	LOC108097620|XP_017055525.1|DFIC, LOC108091445|XP_017046130.1|DFIC	LOC120780287|XP_039968489.1|BTRY
OG0000679	LOC108097531|XP_017055366.1|DFIC	LOC120775899|XP_039962224.1|BTRY
OG0000680	LOC108094609|XP_017050766.1|DFIC	LOC120773876|XP_039958965.1|BTRY
OG0000680	LOC108094482|XP_017050562.1|DFIC	LOC120773880|XP_039958976.1|BTRY, LOC120773878|XP_039958970.1|BTRY
OG0000681	LOC108092126|XP_017047119.1|DFIC, LOC108095604|XP_017052258.1|DFIC	LOC120773430|XP_039958244.1|BTRY
OG0000683	LOC108092081|XP_017047049.1|DFIC	LOC120766329|XP_039947691.1|BTRY
OG0000684	LOC108088086|XP_017041230.1|DFIC, LOC108091674|XP_017046483.1|DFIC	LOC120782171|XP_039970241.1|BTRY
OG0000685	LOC108098550|XP_017057037.1|DFIC	LOC120772951|XP_039957791.1|BTRY
OG0000686	LOC108094327|XP_017050366.1|DFIC	LOC120781242|XP_039969316.1|BTRY
OG0000686	LOC108087601|XP_017040529.1|DFIC	LOC120773579|XP_039958500.1|BTRY
OG0000687	LOC108094928|XP_017051275.1|DFIC, LOC108099703|XP_017058817.1|DFIC	LOC120776960|XP_039963984.1|BTRY
OG0000688	LOC108093847|XP_017049670.1|DFIC	LOC120772776|XP_039957486.1|BTRY
OG0000689	LOC108094057|XP_017049984.1|DFIC, LOC108094056|XP_017049983.1|DFIC	LOC120770031|XP_039953075.1|BTRY
OG0000690	LOC108095501|XP_017052096.1|DFIC	LOC120773565|XP_039958468.1|BTRY, LOC120773566|XP_039958469.1|BTRY
OG0000691	LOC108098728|XP_017057338.1|DFIC, LOC108088331|XP_017041562.1|DFIC	LOC120777191|XP_039964294.1|BTRY
OG0000692	LOC108089305|XP_017042970.1|DFIC	LOC120779210|XP_039967421.1|BTRY
OG0000692	LOC108089306|XP_017042972.1|DFIC	LOC120778127|XP_039965765.1|BTRY
OG0000693	LOC108098108|XP_017056312.1|DFIC	LOC120771158|XP_039954971.1|BTRY
OG0000693	LOC108101082|XP_017060770.1|DFIC	LOC120782889|XP_039971371.1|BTRY
OG0000694	LOC108091238|XP_017045833.1|DFIC	LOC120774032|XP_039959264.1|BTRY
OG0000695	LOC108093419|XP_017048953.1|DFIC	LOC120767751|XP_039949899.1|BTRY
OG0000695	LOC108101656|XP_017061564.1|DFIC	LOC120781358|XP_039969503.1|BTRY
OG0000696	LOC108100836|XP_017060396.1|DFIC, LOC108091326|XP_017045956.1|DFIC	LOC120768165|XP_039950663.1|BTRY
OG0000697	LOC108093408|XP_017048934.1|DFIC	LOC120781423|XP_039969578.1|BTRY
OG0000698	LOC108091427|XP_017046106.1|DFIC	LOC120768119|XP_039950603.1|BTRY
OG0000698	LOC108091577|XP_017046343.1|DFIC	LOC120769374|XP_039952275.1|BTRY
OG0000699	LOC108093463|XP_017049034.1|DFIC, LOC108095671|XP_017052326.1|DFIC	LOC120768226|XP_039950738.1|BTRY
OG0000700	LOC108091511|XP_017046249.1|DFIC, LOC108092507|XP_017047614.1|DFIC	LOC120768126|XP_039950614.1|BTRY
OG0000701	LOC108094773|XP_017051035.1|DFIC	LOC120771893|XP_039956097.1|BTRY
OG0000701	LOC108097666|XP_017055604.1|DFIC	LOC120776077|XP_039962480.1|BTRY
OG0000702	LOC108095766|XP_017052490.1|DFIC, LOC108095768|XP_017052501.1|DFIC	LOC120781839|XP_039969995.1|BTRY
