Orthogroup	DFIC.longest_only	DVIR.longest_only
OG0001964	LOC108088244|XP_017041448.1|DFIC	LOC6622277|XP_002046649.2|DVIR
OG0001965	LOC108093097|XP_017048522.1|DFIC	LOC6623540|XP_002047328.2|DVIR
OG0001966	LOC108092122|XP_017047111.1|DFIC	LOC6630544|XP_002054415.1|DVIR
OG0001967	LOC108087872|XP_017040945.1|DFIC	LOC6625387|XP_002050304.1|DVIR
OG0001968	LOC108089748|XP_017043623.1|DFIC	LOC6623937|XP_002046279.1|DVIR
OG0001969	LOC108093832|XP_017049650.1|DFIC	LOC6625261|XP_002050690.1|DVIR
OG0001970	LOC108096876|XP_017054298.1|DFIC	LOC6625600|XP_002050260.1|DVIR
OG0001971	LOC108094814|XP_017051074.1|DFIC	LOC6626723|XP_032293156.1|DVIR
OG0001972	LOC108086318|XP_017038710.1|DFIC	LOC6626123|XP_002050030.1|DVIR
OG0001973	LOC108087714|XP_017040723.1|DFIC	LOC6627053|XP_015030141.1|DVIR
OG0001974	LOC108089165|XP_017042785.1|DFIC, LOC108090417|XP_017044563.1|DFIC	LOC6625696|XP_002048846.2|DVIR
OG0001975	LOC108099214|XP_017058086.1|DFIC	LOC6623862|XP_002047408.1|DVIR
OG0001976	LOC108087683|XP_017040676.1|DFIC	LOC6626906|XP_002050966.1|DVIR
OG0001977	LOC108088156|XP_017041309.1|DFIC	LOC6627449|XP_032293907.1|DVIR
OG0001978	LOC108095088|XP_017051513.1|DFIC	LOC6628402|XP_032294042.1|DVIR
OG0001979	LOC108100811|XP_017060367.1|DFIC	LOC6628450|XP_002051653.1|DVIR
OG0001980	LOC108091528|XP_017046279.1|DFIC	LOC6635756|XP_002059113.1|DVIR
OG0001981	LOC108089951|XP_017043930.1|DFIC	LOC6628102|XP_032294392.1|DVIR
OG0001982	LOC108101717|XP_017061645.1|DFIC	LOC6629007|XP_002051276.2|DVIR
OG0001983	LOC108098848|XP_017057543.1|DFIC	LOC26531357|XP_032288987.1|DVIR
OG0001984	LOC108093430|XP_017048979.1|DFIC	LOC6628168|XP_002051464.2|DVIR
OG0001985	LOC108101145|XP_017060856.1|DFIC, LOC108101203|XP_017060939.1|DFIC	LOC6634040|XP_032293613.1|DVIR
OG0001986	LOC108093573|XP_017049164.1|DFIC, LOC108088146|XP_017041300.1|DFIC	LOC6628175|XP_002051445.1|DVIR
OG0001987	LOC108097020|XP_017054521.1|DFIC	LOC6633394|XP_032289114.1|DVIR
OG0001988	LOC108093869|XP_017049700.1|DFIC	LOC6625855|XP_002050111.1|DVIR
OG0001989	LOC108091415|XP_017046094.1|DFIC	LOC6628311|XP_002052865.1|DVIR
OG0001990	LOC108089258|XP_017042913.1|DFIC, LOC108095888|XP_017052691.1|DFIC	LOC6627818|XP_002051143.2|DVIR
OG0001992	LOC108101998|XP_017062084.1|DFIC	LOC6627897|XP_032294616.1|DVIR
OG0001993	LOC108094376|XP_017050412.1|DFIC	LOC6634213|XP_002057806.1|DVIR
OG0001994	LOC108093352|XP_017048851.1|DFIC	LOC6629688|XP_015027572.1|DVIR
OG0001995	LOC108094467|XP_017050539.1|DFIC	LOC6634297|XP_002057449.1|DVIR
OG0001996	LOC108089969|XP_017043961.1|DFIC	LOC6628189|XP_032294003.1|DVIR
OG0001997	LOC108090781|XP_017045117.1|DFIC	LOC6626236|XP_002048860.1|DVIR
OG0001998	LOC108090778|XP_017045111.1|DFIC	LOC6626332|XP_032291752.1|DVIR
OG0001999	LOC108096687|XP_017053978.1|DFIC	LOC6627059|XP_015029165.1|DVIR
OG0002000	LOC108092617|XP_017047744.1|DFIC, LOC108095046|XP_017051477.1|DFIC	LOC6627761|XP_002052650.1|DVIR
OG0002001	LOC108095076|XP_017051488.1|DFIC, LOC108101596|XP_017061500.1|DFIC	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR
OG0002002	LOC108086747|XP_017039276.1|DFIC	LOC6626541|XP_002050751.2|DVIR, LOC6625666|XP_002050787.1|DVIR
OG0002003	LOC108094098|XP_017050013.1|DFIC, LOC108098751|XP_017057374.1|DFIC	LOC6633984|XP_002057848.1|DVIR
OG0002004	LOC108090620|XP_017044885.1|DFIC	LOC6628214|XP_015028608.1|DVIR
OG0002005	LOC108098252|XP_017056535.1|DFIC	LOC6633901|XP_015025296.2|DVIR
OG0002006	LOC108100863|XP_017060431.1|DFIC	LOC6628358|XP_032294603.1|DVIR
OG0002007	LOC108086321|XP_017038712.1|DFIC	LOC6628906|XP_002051550.1|DVIR
OG0002008	LOC108095006|XP_017051335.1|DFIC	LOC6636271|XP_032290159.1|DVIR
OG0002009	LOC108096547|XP_017053724.1|DFIC	LOC6624883|XP_032292330.1|DVIR
OG0002010	LOC108098747|XP_017057371.1|DFIC, LOC108091421|XP_017046137.1|DFIC	LOC6633986|XP_002057850.1|DVIR
OG0002011	LOC108098358|XP_017056692.1|DFIC	LOC6634004|XP_002057825.3|DVIR
OG0002012	LOC108089818|XP_017043709.1|DFIC	LOC6627349|XP_002052460.2|DVIR
OG0002013	LOC108101236|XP_017060975.1|DFIC	LOC6634155|XP_032293567.1|DVIR
OG0002014	LOC108095188|XP_017051670.1|DFIC	LOC6626383|XP_002050057.1|DVIR
OG0002015	LOC108100810|XP_017060366.1|DFIC	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR
OG0002016	LOC108090449|XP_017044621.1|DFIC	LOC6626610|XP_032292177.1|DVIR
OG0002017	LOC108100059|XP_017059281.1|DFIC	LOC6629111|XP_032293893.1|DVIR
OG0002018	LOC108094353|XP_017050382.1|DFIC	LOC6634214|XP_002057807.3|DVIR
OG0002019	LOC108094174|XP_017050155.1|DFIC, LOC108094512|XP_017050601.1|DFIC	LOC6628983|XP_032293990.1|DVIR
OG0002020	LOC108094457|XP_017050524.1|DFIC	LOC6634183|XP_002057441.2|DVIR
OG0002021	LOC108087825|XP_017040883.1|DFIC	LOC6625386|XP_002050303.2|DVIR
OG0002022	LOC108089932|XP_017043908.1|DFIC	LOC6628404|XP_032294501.1|DVIR
OG0002023	LOC108087117|XP_017039786.1|DFIC	LOC6632895|XP_002056195.1|DVIR
OG0002025	LOC108098702|XP_017057304.1|DFIC	LOC6628942|XP_032293538.1|DVIR
OG0002026	LOC108093584|XP_017049198.1|DFIC	LOC6622563|XP_002047703.2|DVIR
OG0002027	LOC108096603|XP_017053790.1|DFIC	LOC6626290|XP_015029287.1|DVIR
OG0002028	LOC108090805|XP_017045148.1|DFIC	LOC6626936|XP_032293080.1|DVIR
OG0002029	LOC108089723|XP_017043591.1|DFIC	LOC6623931|XP_002047397.2|DVIR
OG0002030	LOC108101920|XP_017061987.1|DFIC	LOC6625886|XP_002050357.1|DVIR
OG0002031	LOC108096918|XP_017054358.1|DFIC	LOC6624786|XP_015029730.1|DVIR
OG0002032	LOC108098503|XP_017056920.1|DFIC	LOC6629903|XP_002053401.1|DVIR
OG0002033	LOC108091226|XP_017045820.1|DFIC	LOC6633486|XP_002057345.1|DVIR
OG0002034	LOC108097225|XP_017054873.1|DFIC	LOC6634834|XP_002058015.3|DVIR
OG0002035	LOC108099615|XP_017058727.1|DFIC	LOC6633157|XP_002056606.1|DVIR, LOC6631504|XP_002055323.2|DVIR
OG0002036	LOC108098765|XP_017057386.1|DFIC	LOC6630386|XP_015027037.2|DVIR
OG0002037	LOC108100207|XP_017059470.1|DFIC	LOC6624342|XP_002046338.1|DVIR
OG0002038	LOC108093113|XP_017048547.1|DFIC, LOC108101118|XP_017060827.1|DFIC	LOC6629346|XP_002053262.1|DVIR
OG0002039	LOC108091718|XP_017046549.1|DFIC	LOC26530948|XP_015027846.1|DVIR
OG0002040	LOC108100432|XP_017059842.1|DFIC	LOC6629308|XP_032288888.1|DVIR
OG0002041	LOC108090432|XP_017044594.1|DFIC	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR
OG0002042	LOC108093543|XP_017049126.1|DFIC	LOC6632341|XP_002056409.1|DVIR
OG0002043	LOC108090217|XP_017044299.1|DFIC	LOC6629647|XP_002053557.2|DVIR
OG0002044	LOC108088454|XP_017041723.1|DFIC	LOC6633046|XP_002056269.1|DVIR
OG0002045	LOC108099658|XP_017058781.1|DFIC	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR
OG0002046	LOC108092801|XP_017048061.1|DFIC	LOC6634693|XP_002058304.1|DVIR
OG0002047	LOC108097406|XP_017055150.1|DFIC	LOC6634675|XP_032296474.1|DVIR
OG0002048	LOC108087914|XP_017040988.1|DFIC	LOC6632363|XP_002056724.2|DVIR
OG0002049	LOC108102032|XP_017062136.1|DFIC	LOC6632287|XP_002056729.1|DVIR
OG0002050	LOC108097145|XP_017054747.1|DFIC	LOC6629856|XP_032292860.1|DVIR
OG0002051	LOC108086407|XP_017038798.1|DFIC	LOC26531904|XP_015030378.1|DVIR
OG0002052	LOC108089347|XP_017043017.1|DFIC	LOC6623847|XP_002046229.1|DVIR
OG0002053	LOC108099557|XP_017058632.1|DFIC	LOC6629603|XP_002054668.2|DVIR
OG0002054	LOC108090130|XP_017044155.1|DFIC	LOC6632543|XP_002056186.1|DVIR
OG0002055	LOC108088037|XP_017041160.1|DFIC	LOC116651717|XP_032294562.1|DVIR, LOC6630898|XP_002053127.1|DVIR
OG0002056	LOC108089435|XP_017043154.1|DFIC	LOC6622886|XP_002048169.1|DVIR
OG0002057	LOC108089142|XP_017042752.1|DFIC	LOC6627975|XP_002051781.1|DVIR
OG0002058	LOC108099146|XP_017057981.1|DFIC	LOC6623174|XP_002046124.1|DVIR
OG0002059	LOC108095851|XP_017052638.1|DFIC	LOC6632616|XP_002056316.1|DVIR
OG0002060	LOC108086738|XP_017039259.1|DFIC	LOC6626587|XP_002049766.1|DVIR
OG0002061	LOC108090902|XP_017045307.1|DFIC	LOC6625739|XP_032291908.1|DVIR
OG0002062	LOC108092779|XP_017048013.1|DFIC	LOC6634648|XP_002058299.3|DVIR
OG0002063	LOC108097034|XP_017054542.1|DFIC, LOC108095242|XP_017051761.1|DFIC, LOC108098190|XP_017056414.1|DFIC, LOC108097363|XP_017055096.1|DFIC	LOC6633540|XP_002057238.1|DVIR
OG0002064	LOC108100466|XP_017059885.1|DFIC	LOC6634505|XP_015025097.1|DVIR
OG0002065	LOC108099106|XP_017057917.1|DFIC	LOC6623715|XP_002047355.2|DVIR
OG0002066	LOC108096604|XP_017053800.1|DFIC	LOC6630811|XP_015027417.1|DVIR
OG0002067	LOC108090806|XP_017045151.1|DFIC	LOC6626937|XP_002049244.1|DVIR
OG0002068	LOC108096882|XP_017054312.1|DFIC	LOC6625314|XP_002048757.1|DVIR
OG0002069	LOC108095714|XP_017052378.1|DFIC	LOC6633275|XP_002057134.1|DVIR
OG0002070	LOC108092146|XP_017047150.1|DFIC	LOC6630130|XP_002053682.1|DVIR
OG0002071	LOC108095773|XP_017052507.1|DFIC	LOC6631122|XP_002054242.1|DVIR
OG0002072	LOC108093922|XP_017049780.1|DFIC	LOC6626533|XP_002050657.1|DVIR
OG0002073	LOC108087462|XP_017040313.1|DFIC	LOC6622626|XP_032290694.1|DVIR
OG0002074	LOC108101925|XP_017061993.1|DFIC	LOC6626580|XP_002049693.1|DVIR
OG0002075	LOC108095010|XP_017051346.1|DFIC, LOC108100895|XP_017060493.1|DFIC	LOC26530442|XP_015028814.1|DVIR
OG0002076	LOC108096691|XP_017053983.1|DFIC	LOC6626692|XP_032292959.1|DVIR
OG0002077	LOC108100294|XP_017059581.1|DFIC	LOC6622532|XP_032291318.1|DVIR
OG0002078	LOC108094753|XP_017050999.1|DFIC	LOC6625145|XP_002049554.1|DVIR
OG0002079	LOC108100380|XP_017059723.1|DFIC	LOC6624462|XP_002048071.1|DVIR
OG0002080	LOC108093803|XP_017049598.1|DFIC	LOC6625119|XP_002049499.1|DVIR
OG0002081	LOC108090855|XP_017045225.1|DFIC	LOC6624784|XP_002049437.1|DVIR
OG0002082	LOC108090419|XP_017044567.1|DFIC	LOC6625656|XP_032293288.1|DVIR
OG0002083	LOC108092874|XP_017048199.1|DFIC	LOC6633873|XP_032296511.1|DVIR
OG0002084	LOC108096922|XP_017054362.1|DFIC	LOC6625624|XP_002049068.1|DVIR
OG0002085	LOC108096706|XP_017054028.1|DFIC	LOC6626264|XP_002050906.1|DVIR
OG0002086	LOC108096941|XP_017054388.1|DFIC	LOC6626480|XP_002049074.1|DVIR
OG0002087	LOC108100270|XP_017059543.1|DFIC	LOC26531396|XP_032289985.1|DVIR
OG0002088	LOC108100427|XP_017059821.1|DFIC	LOC6624726|XP_015030511.1|DVIR
OG0002089	LOC108090405|XP_017044546.1|DFIC	LOC6635359|XP_002058905.1|DVIR
OG0002090	LOC108095443|XP_017052041.1|DFIC	LOC6624051|XP_002047469.1|DVIR
OG0002091	LOC108090675|XP_017044950.1|DFIC	LOC6626001|XP_032293005.1|DVIR
OG0002092	LOC108089469|XP_017043211.1|DFIC	LOC6623949|XP_032291244.1|DVIR
OG0002093	LOC108090763|XP_017045092.1|DFIC	LOC6627267|XP_002049909.1|DVIR
OG0002094	LOC108090687|XP_017044962.1|DFIC	LOC6624979|XP_032289448.1|DVIR, LOC116650951|XP_032292149.1|DVIR
OG0002095	LOC108097765|XP_017055776.1|DFIC	LOC6634544|XP_002058288.1|DVIR
OG0002096	LOC108086724|XP_017039236.1|DFIC	LOC6626956|XP_032292980.1|DVIR
OG0002097	LOC108090753|XP_017045074.1|DFIC	LOC6625109|XP_002049283.2|DVIR
OG0002098	LOC108088876|XP_017042359.1|DFIC	LOC6624287|XP_015031432.1|DVIR
OG0002099	LOC108097612|XP_017055510.1|DFIC	LOC6629885|XP_002054545.1|DVIR
OG0002100	LOC108096419|XP_017053489.1|DFIC	LOC6623652|XP_002048244.3|DVIR
OG0002101	LOC108090364|XP_017044482.1|DFIC	LOC6625848|XP_032292941.1|DVIR
OG0002102	LOC108094881|XP_017051201.1|DFIC	LOC6626790|XP_002049829.2|DVIR
OG0002103	LOC108097689|XP_017055646.1|DFIC	LOC6629840|XP_002054540.2|DVIR
OG0002106	LOC108097718|XP_017055699.1|DFIC	LOC6629940|XP_002054368.2|DVIR
OG0002107	LOC108100064|XP_017059287.1|DFIC	LOC6629238|XP_002052614.1|DVIR
OG0002108	LOC108092220|XP_017047242.1|DFIC	LOC6630695|XP_002054402.2|DVIR
OG0002109	LOC108086798|XP_017039328.1|DFIC	LOC6629275|XP_002052981.2|DVIR
OG0002110	LOC108092661|XP_017047811.1|DFIC	LOC6628810|XP_002051233.2|DVIR
OG0002111	LOC108098722|XP_017057329.1|DFIC, LOC108098716|XP_017057322.1|DFIC	LOC116651459|XP_032293700.1|DVIR
OG0002112	LOC108098695|XP_017057293.1|DFIC	LOC6629115|XP_015028760.2|DVIR
OG0002113	LOC108091924|XP_017046798.1|DFIC, LOC108091849|XP_017046718.1|DFIC	LOC6630550|XP_002054421.3|DVIR
OG0002114	LOC108097643|XP_017055561.1|DFIC, LOC108097713|XP_017055691.1|DFIC	LOC6633067|XP_002056139.2|DVIR
OG0002115	LOC108101855|XP_017061864.1|DFIC, LOC108101857|XP_017061865.1|DFIC	LOC26531333|XP_015030311.1|DVIR
OG0002117	LOC108094936|XP_017051284.1|DFIC	LOC6635550|XP_002059097.1|DVIR
OG0002118	LOC108101139|XP_017060850.1|DFIC	LOC26531314|XP_032296684.1|DVIR
OG0002119	LOC108095813|XP_017052575.1|DFIC	LOC6631147|XP_015026969.1|DVIR
OG0002120	LOC108095035|XP_017051407.1|DFIC	LOC6636209|XP_002059699.1|DVIR
OG0002121	LOC108086560|XP_017039002.1|DFIC	LOC6634874|XP_032295296.1|DVIR
OG0002123	LOC108100797|XP_017060340.1|DFIC	LOC6628453|XP_032294579.1|DVIR
OG0002124	LOC108088720|XP_017042154.1|DFIC, LOC108088713|XP_017042146.1|DFIC	LOC6635457|XP_002059059.2|DVIR
OG0002125	LOC108087657|XP_017040634.1|DFIC	LOC6626451|XP_002049681.1|DVIR
OG0002126	LOC108096461|XP_017053557.1|DFIC	LOC6622481|XP_015030519.1|DVIR
OG0002127	LOC108098082|XP_017056273.1|DFIC	LOC6631364|XP_032296113.1|DVIR
OG0002128	LOC108088610|XP_017041984.1|DFIC	LOC6635484|XP_032296156.1|DVIR
OG0002129	LOC108087986|XP_017041076.1|DFIC	LOC6635015|XP_002058659.2|DVIR
OG0002130	LOC108097058|XP_017054583.1|DFIC	LOC6634737|XP_032289213.1|DVIR
OG0002131	LOC108087342|XP_017040171.1|DFIC	LOC6632912|XP_002056257.1|DVIR
OG0002132	LOC108089239|XP_017042889.1|DFIC	LOC6634124|XP_002057725.1|DVIR
OG0002133	LOC108095573|XP_017052213.1|DFIC	LOC6633868|XP_002056970.1|DVIR
OG0002134	LOC108092787|XP_017048041.1|DFIC	LOC6634526|XP_002057955.1|DVIR
OG0002135	LOC108097921|XP_017055959.1|DFIC	LOC6633633|XP_032296266.1|DVIR
OG0002136	LOC108088506|XP_017041826.1|DFIC	LOC6633024|XP_002055941.1|DVIR
OG0002137	LOC108087143|XP_017039843.1|DFIC	LOC6630771|XP_032294881.1|DVIR
OG0002138	LOC108091108|XP_017045620.1|DFIC	LOC6633690|XP_002057007.1|DVIR
OG0002139	LOC108091302|XP_017045914.1|DFIC	LOC6634723|XP_032289223.1|DVIR
OG0002140	LOC108088683|XP_017042113.1|DFIC	LOC6636033|XP_032296209.1|DVIR
OG0002141	LOC108094854|XP_017051154.1|DFIC	LOC6628236|XP_002051806.1|DVIR, LOC6635239|XP_002058767.1|DVIR
OG0002142	LOC108098652|XP_017057217.1|DFIC	LOC116651839|XP_032294831.1|DVIR, LOC6631029|XP_002054120.1|DVIR
OG0002143	LOC108101317|XP_017061109.1|DFIC	LOC6629068|XP_002051612.1|DVIR
OG0002144	LOC108101978|XP_017062062.1|DFIC, LOC108101977|XP_017062061.1|DFIC	LOC6636217|XP_002059718.2|DVIR
OG0002145	LOC108101124|XP_017060837.1|DFIC	LOC6630186|XP_002053255.2|DVIR
OG0002146	LOC108098557|XP_017057051.1|DFIC	LOC6633035|XP_002056062.1|DVIR
OG0002147	LOC108095545|XP_017052163.1|DFIC	LOC6631667|XP_032295642.1|DVIR
OG0002148	LOC108099016|XP_017057739.1|DFIC	LOC6636821|XP_002060303.1|DVIR
OG0002149	LOC108095048|XP_017051439.1|DFIC	LOC6636273|XP_002059686.2|DVIR
OG0002150	LOC108094675|XP_017050880.1|DFIC	LOC6634442|XP_002058057.1|DVIR
OG0002151	LOC108089259|XP_017042916.1|DFIC	LOC6627819|XP_002051144.2|DVIR, LOC116651415|XP_032293610.1|DVIR
OG0002152	LOC108087172|XP_017039904.1|DFIC	LOC6632813|XP_015026071.2|DVIR
OG0002153	LOC108088381|XP_017041618.1|DFIC	LOC6632214|XP_002055882.1|DVIR
OG0002154	LOC108097303|XP_017055007.1|DFIC	LOC6634683|XP_015025121.1|DVIR
OG0002155	LOC108086794|XP_017039322.1|DFIC	LOC6629478|XP_002054093.1|DVIR
OG0002156	LOC108088801|XP_017042259.1|DFIC	LOC6622839|XP_002047681.1|DVIR
OG0002157	LOC108087208|XP_017039962.1|DFIC	LOC6632474|XP_002056175.1|DVIR
OG0002158	LOC108096883|XP_017054313.1|DFIC	LOC6626071|XP_015029587.1|DVIR
OG0002159	LOC108101424|XP_017061242.1|DFIC, LOC108087752|XP_017040769.1|DFIC, LOC108087751|XP_017040767.1|DFIC	LOC6626895|XP_002050817.1|DVIR
OG0002160	LOC108098661|XP_017057226.1|DFIC	LOC6630552|XP_032295302.1|DVIR
OG0002161	LOC108088045|XP_017041169.1|DFIC	LOC6631150|XP_002054253.1|DVIR
OG0002162	LOC108087319|XP_017040139.1|DFIC	LOC6631254|XP_015027358.1|DVIR
OG0002163	LOC108092988|XP_017048370.1|DFIC	LOC6633681|XP_002057286.2|DVIR, LOC6623976|XP_002047394.1|DVIR
OG0002164	LOC108095978|XP_017052811.1|DFIC	LOC6632752|XP_002056475.1|DVIR
OG0002165	LOC108098216|XP_017056483.1|DFIC	LOC6630211|XP_002053714.1|DVIR
OG0002166	LOC108101390|XP_017061198.1|DFIC, LOC108093235|XP_017048702.1|DFIC	LOC6627363|XP_002051670.1|DVIR
OG0002167	LOC108095250|XP_017051767.1|DFIC	LOC6635352|XP_002058898.1|DVIR
OG0002168	LOC108090804|XP_017045147.1|DFIC	LOC116651107|XP_032292837.1|DVIR, LOC6626797|XP_002049948.2|DVIR
OG0002169	LOC108087562|XP_017040478.1|DFIC	LOC6622909|XP_002047074.1|DVIR
OG0002170	LOC108098406|XP_017056778.1|DFIC	LOC6636192|XP_002059738.1|DVIR
OG0002171	LOC108087134|XP_017039821.1|DFIC	LOC6631188|XP_002054833.1|DVIR
OG0002172	LOC108091668|XP_017046470.1|DFIC	LOC6630961|XP_002054738.1|DVIR
OG0002173	LOC108100077|XP_017059306.1|DFIC	LOC6629109|XP_002052603.1|DVIR
OG0002174	LOC108092128|XP_017047121.1|DFIC	LOC6630756|XP_002054495.1|DVIR
OG0002175	LOC108092129|XP_017047122.1|DFIC	LOC6630755|XP_002054494.1|DVIR
OG0002176	LOC108088005|XP_017041106.1|DFIC	LOC6631181|XP_002053236.1|DVIR
OG0002177	LOC108087047|XP_017039714.1|DFIC	LOC6630372|XP_002054347.1|DVIR
OG0002178	LOC108086559|XP_017039001.1|DFIC	LOC6630849|XP_015027057.1|DVIR
OG0002179	LOC108095929|XP_017052754.1|DFIC	LOC6630295|XP_002052947.2|DVIR
OG0002180	LOC108099380|XP_017058362.1|DFIC	LOC6632798|XP_002056114.3|DVIR
OG0002181	LOC108097753|XP_017055753.1|DFIC	LOC6632209|XP_002055523.1|DVIR
OG0002182	LOC108098587|XP_017057116.1|DFIC	LOC6634890|XP_015024853.1|DVIR
OG0002183	LOC108095249|XP_017051766.1|DFIC	LOC6635358|XP_002058904.1|DVIR
OG0002184	LOC108092105|XP_017047088.1|DFIC	LOC6630008|XP_002054770.1|DVIR
OG0002185	LOC108097232|XP_017054891.1|DFIC	LOC6633080|XP_002055958.2|DVIR
OG0002186	LOC108088137|XP_017041290.1|DFIC	LOC6627578|XP_002051391.1|DVIR
OG0002187	LOC108099599|XP_017058704.1|DFIC	LOC6635187|XP_002058386.1|DVIR
OG0002188	LOC108090744|XP_017045058.1|DFIC	LOC6625790|XP_032292638.1|DVIR
OG0002189	LOC108087726|XP_017040736.1|DFIC	LOC26531700|XP_015027924.1|DVIR
OG0002190	LOC108087229|XP_017040002.1|DFIC	LOC6630253|XP_002053767.1|DVIR
OG0002191	LOC108096280|XP_017053235.1|DFIC	LOC6622313|XP_002048080.1|DVIR
OG0002192	LOC108099957|XP_017059126.1|DFIC	LOC6624612|XP_002048264.1|DVIR
OG0002193	LOC108087263|XP_017040059.1|DFIC	LOC6631138|XP_002053034.1|DVIR
OG0002194	LOC108088373|XP_017041607.1|DFIC	LOC6632310|XP_002055999.1|DVIR
OG0002195	LOC108091954|XP_017046840.1|DFIC	LOC6634854|XP_002058644.1|DVIR
OG0002196	LOC108098770|XP_017057391.1|DFIC	LOC6629731|XP_002053607.1|DVIR
OG0002197	LOC108099055|XP_017057812.1|DFIC	LOC6622573|XP_002046440.3|DVIR, LOC116650597|XP_032290572.1|DVIR
OG0002198	LOC108098571|XP_017057083.1|DFIC	LOC6632743|XP_032289508.1|DVIR
OG0002199	LOC108097649|XP_017055569.1|DFIC	LOC6631217|XP_002053960.1|DVIR
OG0002200	LOC108095608|XP_017052261.1|DFIC	LOC6629698|XP_002052956.1|DVIR
OG0002202	LOC108091962|XP_017046856.1|DFIC	LOC6634848|XP_032295190.1|DVIR
OG0002203	LOC108092093|XP_017047072.1|DFIC	LOC6630351|XP_032295456.1|DVIR
OG0002204	LOC108095814|XP_017052576.1|DFIC	LOC6631146|XP_002054249.1|DVIR
OG0002205	LOC108087106|XP_017039777.1|DFIC	LOC6632422|XP_002056094.1|DVIR
OG0002206	LOC108095727|XP_017052391.1|DFIC	LOC6632381|XP_032289422.1|DVIR
OG0002207	LOC108102300|XP_017062551.1|DFIC	LOC6634938|XP_002058708.2|DVIR
OG0002208	LOC108086288|XP_017038666.1|DFIC	LOC6634934|XP_002058704.1|DVIR
OG0002209	LOC108097301|XP_017055005.1|DFIC	LOC6633415|XP_002056814.1|DVIR
OG0002210	LOC108090205|XP_017044284.1|DFIC	LOC6630804|XP_015026964.1|DVIR
OG0002211	LOC108087311|XP_017040120.1|DFIC	LOC6632236|XP_002056085.1|DVIR
OG0002212	LOC108088006|XP_017041107.1|DFIC	LOC6632549|XP_002055828.1|DVIR
OG0002213	LOC108091823|XP_017046690.1|DFIC	LOC6629314|XP_002053533.1|DVIR
OG0002214	LOC108099299|XP_017058184.1|DFIC	LOC6630950|XP_002053940.3|DVIR
OG0002215	LOC108098822|XP_017057464.1|DFIC	LOC6630827|XP_032296148.1|DVIR
OG0002216	LOC108088458|XP_017041731.1|DFIC	LOC6626204|XP_002049790.1|DVIR
OG0002217	LOC108092209|XP_017047227.1|DFIC	LOC6630403|XP_002054268.1|DVIR
OG0002218	LOC108094621|XP_017050793.1|DFIC	LOC6633846|XP_002057198.1|DVIR
OG0002219	LOC108091699|XP_017046520.1|DFIC	LOC6633129|XP_002056072.2|DVIR
OG0002220	LOC108091581|XP_017046346.1|DFIC	LOC6633128|XP_002056071.2|DVIR
OG0002221	LOC108087543|XP_017040441.1|DFIC	LOC6623193|XP_032291353.1|DVIR
OG0002222	LOC108101839|XP_017061841.1|DFIC	LOC6626423|XP_002050367.1|DVIR
OG0002223	LOC108090348|XP_017044458.1|DFIC	LOC6636319|XP_032292053.1|DVIR
OG0002224	LOC108093623|XP_017049250.1|DFIC	LOC6626188|XP_032292180.1|DVIR
OG0002225	LOC108086987|XP_017039606.1|DFIC	LOC6623942|XP_032290647.1|DVIR
OG0002226	LOC108094260|XP_017050214.1|DFIC	LOC6626479|XP_002050464.1|DVIR
OG0002227	LOC108096647|XP_017053900.1|DFIC	LOC6625061|XP_032291796.1|DVIR
OG0002228	LOC108101584|XP_017061485.1|DFIC	LOC6627283|XP_002049625.1|DVIR
OG0002229	LOC108101849|XP_017061857.1|DFIC	LOC6626985|XP_015029593.1|DVIR
OG0002230	LOC108096628|XP_017053863.1|DFIC	LOC6636411|XP_015023923.1|DVIR, LOC116649746|XP_032292217.1|DVIR
OG0002231	LOC108094308|XP_017050318.1|DFIC	LOC6624866|XP_002048885.1|DVIR
OG0002232	LOC108095239|XP_017051756.1|DFIC	LOC6626278|XP_002050165.1|DVIR
OG0002233	LOC108089607|XP_017043457.1|DFIC	LOC6624109|XP_002047132.2|DVIR
OG0002235	LOC108096717|XP_017054041.1|DFIC	LOC6625800|XP_032291862.1|DVIR
OG0002236	LOC108090825|XP_017045174.1|DFIC	LOC6625978|XP_002049993.1|DVIR
OG0002237	LOC108090738|XP_017045050.1|DFIC	LOC6635397|XP_002058840.1|DVIR
OG0002238	LOC108094314|XP_017050331.1|DFIC	LOC6625720|XP_015030021.1|DVIR
OG0002239	LOC108096779|XP_017054143.1|DFIC	LOC6626218|XP_002050746.1|DVIR
OG0002240	LOC108096755|XP_017054103.1|DFIC	LOC6625868|XP_002050789.1|DVIR
OG0002241	LOC108087444|XP_017040286.1|DFIC	LOC6622463|XP_032291045.1|DVIR
OG0002242	LOC108089040|XP_017042634.1|DFIC	LOC6624361|XP_032290406.1|DVIR
OG0002243	LOC108093345|XP_017048842.1|DFIC	LOC6630396|XP_002054004.1|DVIR
OG0002244	LOC108099852|XP_017058987.1|DFIC	LOC6623800|XP_002047364.1|DVIR
OG0002245	LOC108096294|XP_017053256.1|DFIC	LOC6623941|XP_002048294.1|DVIR
