Orthogroup	DFIC.longest_only	AAEG.longest_only
OG0000480	LOC108092360|XP_017047385.1|DFIC, LOC108086341|XP_017038731.1|DFIC, LOC108089619|XP_017043473.1|DFIC, LOC108092357|XP_017047381.1|DFIC	LOC5565774|XP_001650133.1|AAEG
OG0000482	LOC108101096|XP_017060797.1|DFIC	LOC5564156|XP_001648504.1|AAEG, LOC5564158|XP_001648505.2|AAEG, LOC110680419|XP_021711910.1|AAEG
OG0000483	LOC108091937|XP_017046814.1|DFIC, LOC108091898|XP_017046771.1|DFIC	LOC5563950|XP_001648275.2|AAEG, LOC5563953|XP_001648304.2|AAEG
OG0000484	LOC108101061|XP_017060736.1|DFIC, LOC108101062|XP_017060737.1|DFIC	LOC5576159|XP_001662504.2|AAEG
OG0000485	LOC108099937|XP_017059096.1|DFIC, LOC108099722|XP_017058834.1|DFIC, LOC108099936|XP_017059093.1|DFIC	LOC5570054|XP_001658946.1|AAEG
OG0000486	LOC108087696|XP_017040698.1|DFIC, LOC108087694|XP_017040695.1|DFIC	LOC5565804|XP_001650170.2|AAEG
OG0000489	LOC108098686|XP_017057284.1|DFIC, LOC108091156|XP_017045681.1|DFIC	LOC5566180|XP_021693011.1|AAEG, LOC5566818|XP_001651225.2|AAEG, LOC5566819|XP_001651227.2|AAEG, LOC5566178|XP_001650550.2|AAEG
OG0000490	LOC108097318|XP_017055027.1|DFIC	LOC5564407|XP_021699908.1|AAEG
OG0000490	LOC108092804|XP_017048063.1|DFIC	LOC5564043|XP_021703783.1|AAEG
OG0000491	LOC108087109|XP_017039780.1|DFIC, LOC108087734|XP_017040744.1|DFIC, LOC108093952|XP_017049841.1|DFIC, LOC108087733|XP_017040743.1|DFIC	LOC5568339|XP_021710734.1|AAEG
OG0000492	LOC108090324|XP_017044425.1|DFIC	LOC5576114|XP_001662460.1|AAEG
OG0000492	LOC108101359|XP_017061158.1|DFIC, LOC108102104|XP_017062259.1|DFIC	LOC5577628|XP_021702254.1|AAEG
OG0000493	LOC108086286|XP_017038664.1|DFIC, LOC108086287|XP_017038665.1|DFIC	LOC5571043|XP_021696304.1|AAEG
OG0000494	LOC108094925|XP_017051276.1|DFIC, LOC108101739|XP_017061687.1|DFIC	LOC5569984|XP_001658869.1|AAEG
OG0000495	LOC108092967|XP_017048345.1|DFIC, LOC108087627|XP_017040573.1|DFIC	LOC5576051|XP_021701656.1|AAEG, LOC5576056|XP_021701652.1|AAEG
OG0000496	LOC108091896|XP_017046806.1|DFIC	LOC5575526|XP_021703709.1|AAEG
OG0000496	LOC108095270|XP_017051831.1|DFIC, LOC108092259|XP_017047263.1|DFIC, LOC108095191|XP_017051716.1|DFIC	LOC5575525|XP_021703714.1|AAEG
OG0000497	LOC108100122|XP_017059364.1|DFIC, LOC108100088|XP_017059320.1|DFIC, LOC108093314|XP_017048790.1|DFIC	LOC5569758|XP_021704072.1|AAEG
OG0000498	LOC108091845|XP_017046715.1|DFIC, LOC108091921|XP_017046796.1|DFIC	LOC5563949|XP_001648276.2|AAEG, LOC5563976|XP_001648277.2|AAEG
OG0000499	LOC108101874|XP_017061899.1|DFIC	LOC5572478|XP_001660426.1|AAEG
OG0000500	LOC108099769|XP_017058886.1|DFIC, LOC108099953|XP_017059118.1|DFIC	LOC5576162|XP_001662510.3|AAEG, LOC5577003|XP_021705393.1|AAEG
OG0000504	LOC108089401|XP_017043079.1|DFIC	LOC5571710|XP_021698830.1|AAEG, LOC5565972|XP_001650340.2|AAEG, LOC110674831|XP_021694990.1|AAEG, LOC110676201|XP_021698831.1|AAEG, LOC5565973|XP_021698828.1|AAEG
OG0000505	LOC108097282|XP_017054972.1|DFIC, LOC108097208|XP_017054844.1|DFIC	LOC5575878|XP_021703710.1|AAEG, LOC5575881|XP_021703689.1|AAEG
OG0000506	LOC108095677|XP_017052334.1|DFIC, LOC108095679|XP_017052336.1|DFIC	LOC5575876|XP_021709863.1|AAEG, LOC5575877|XP_021709869.1|AAEG, LOC5568369|XP_021693930.1|AAEG
OG0000507	LOC108091229|XP_017045823.1|DFIC	LOC5565544|XP_001649911.1|AAEG
OG0000507	LOC108091162|XP_017045690.1|DFIC	LOC5574054|XP_021713281.1|AAEG
OG0000508	LOC108100199|XP_017059462.1|DFIC, LOC108099052|XP_017057804.1|DFIC	LOC5568311|XP_021695181.1|AAEG, LOC110677246|XP_021704041.1|AAEG
OG0000509	LOC108090483|XP_017044673.1|DFIC	LOC5567324|XP_021698227.1|AAEG
OG0000510	LOC108093816|XP_017049620.1|DFIC, LOC108093815|XP_017049619.1|DFIC	LOC5567701|XP_021699791.1|AAEG
OG0000511	LOC108098211|XP_017056466.1|DFIC, LOC108098289|XP_017056585.1|DFIC	LOC5566989|XP_001651389.2|AAEG, LOC5564510|XP_001648852.1|AAEG
OG0000512	LOC108100069|XP_017059293.1|DFIC, LOC108100475|XP_017059896.1|DFIC	LOC23687743|XP_021701399.1|AAEG, LOC23687655|XP_011493370.2|AAEG
OG0000513	LOC108094250|XP_017050198.1|DFIC, LOC108101212|XP_017060950.1|DFIC	LOC5575852|XP_001662263.2|AAEG
OG0000514	LOC108092278|XP_017047302.1|DFIC, LOC108095085|XP_017051509.1|DFIC, LOC108094513|XP_017050602.1|DFIC, LOC108096214|XP_017053132.1|DFIC	LOC23687865|XP_021704006.1|AAEG
OG0000515	LOC108095042|XP_017051425.1|DFIC, LOC108089640|XP_017043495.1|DFIC	LOC5577999|XP_001656737.2|AAEG, LOC5576214|XP_001655991.1|AAEG
OG0000516	LOC108101676|XP_017061589.1|DFIC, LOC108101679|XP_017061592.1|DFIC	LOC5563973|XP_001648306.2|AAEG, LOC5563958|XP_001648307.2|AAEG, LOC5563956|XP_001648305.2|AAEG
OG0000517	LOC108096293|XP_017053255.1|DFIC, LOC108096291|XP_017053253.1|DFIC	LOC5565741|XP_001650092.2|AAEG
OG0000521	LOC108088737|XP_017042177.1|DFIC, LOC108088556|XP_017041892.1|DFIC	LOC23687658|XP_021694216.1|AAEG
OG0000522	LOC108100002|XP_017059193.1|DFIC, LOC108093556|XP_017049139.1|DFIC, LOC108102134|XP_017062293.1|DFIC	LOC5578806|XP_021699844.1|AAEG
OG0000523	LOC108095784|XP_017052529.1|DFIC	LOC5576121|XP_001662467.1|AAEG
OG0000523	LOC108097957|XP_017056054.1|DFIC	LOC5564391|XP_001648748.1|AAEG
OG0000524	LOC108088677|XP_017042109.1|DFIC, LOC108095937|XP_017052763.1|DFIC, LOC108087080|XP_017039749.1|DFIC, LOC108087321|XP_017040140.1|DFIC	LOC5570276|XP_001659032.1|AAEG
OG0000525	LOC108090410|XP_017044551.1|DFIC, LOC108090409|XP_017044550.1|DFIC	LOC5571821|XP_001659953.1|AAEG, LOC5571822|XP_001659954.2|AAEG
OG0000526	LOC108093256|XP_017048725.1|DFIC, LOC108092741|XP_017047959.1|DFIC, LOC108094869|XP_017051180.1|DFIC	LOC5580247|XP_001662644.1|AAEG
OG0000527	LOC108091458|XP_017046147.1|DFIC, LOC108091497|XP_017046219.1|DFIC	LOC5577413|XP_021700511.1|AAEG, LOC5564164|XP_021700512.1|AAEG
OG0000528	LOC108092549|XP_017047673.1|DFIC	LOC5568778|XP_021700715.1|AAEG, LOC5568779|XP_001658144.1|AAEG, LOC5568783|XP_001658148.2|AAEG, LOC5568782|XP_001658147.1|AAEG, LOC5574730|XP_021700710.1|AAEG
OG0000529	LOC108092307|XP_017047330.1|DFIC, LOC108089817|XP_017043708.1|DFIC	LOC5572655|XP_021700824.1|AAEG
OG0000530	LOC108099790|XP_017058908.1|DFIC, LOC108100227|XP_017059494.1|DFIC	LOC5570472|XP_021701466.1|AAEG
OG0000531	LOC108099799|XP_017058916.1|DFIC, LOC108101111|XP_017060818.1|DFIC, LOC108095081|XP_017051497.1|DFIC	LOC5566804|XP_001651213.1|AAEG
OG0000532	LOC108101437|XP_017061253.1|DFIC, LOC108101439|XP_017061262.1|DFIC	LOC5577450|XP_001663376.2|AAEG
OG0000533	LOC108099617|XP_017058728.1|DFIC	LOC5568210|XP_021707094.1|AAEG
OG0000535	LOC108096685|XP_017053976.1|DFIC, LOC108101455|XP_017061287.1|DFIC	LOC110679157|XP_021708917.1|AAEG, LOC5579833|XP_001651508.2|AAEG
OG0000536	LOC108099941|XP_017059100.1|DFIC	LOC5570239|XP_001659019.2|AAEG, LOC5574261|XP_001655077.2|AAEG, LOC5574259|XP_001655076.1|AAEG, LOC5574263|XP_021707712.1|AAEG
OG0000537	LOC108094323|XP_017050356.1|DFIC	LOC5572401|XP_001660343.2|AAEG
OG0000538	LOC108093970|XP_017049865.1|DFIC, LOC108090438|XP_017044604.1|DFIC	LOC5574674|XP_021709504.1|AAEG
OG0000539	LOC108095690|XP_017052350.1|DFIC, LOC108095993|XP_017052826.1|DFIC	LOC5564126|XP_001648447.1|AAEG
OG0000542	LOC108095741|XP_017052411.1|DFIC, LOC108095022|XP_017051378.1|DFIC	LOC5574746|XP_001655316.1|AAEG
OG0000543	LOC108091702|XP_017046529.1|DFIC, LOC108101443|XP_017061269.1|DFIC	LOC5577559|XP_021694639.1|AAEG, LOC5579016|XP_001664196.2|AAEG
OG0000544	LOC108093203|XP_017048654.1|DFIC, LOC108098615|XP_017057169.1|DFIC	LOC5578623|XP_001657045.2|AAEG
OG0000545	LOC108092172|XP_017047183.1|DFIC, LOC108092183|XP_017047196.1|DFIC	LOC5564746|XP_021693658.1|AAEG, LOC5566409|XP_021693084.1|AAEG
OG0000546	LOC108098957|XP_017057658.1|DFIC, LOC108097579|XP_017055454.1|DFIC	LOC5575232|XP_021694125.1|AAEG
OG0000547	LOC108091197|XP_017045768.1|DFIC, LOC108095123|XP_017051551.1|DFIC, LOC108089889|XP_017043848.1|DFIC	LOC5571763|XP_021695756.1|AAEG
OG0000548	LOC108093110|XP_017048540.1|DFIC, LOC108093124|XP_017048557.1|DFIC	LOC5575141|XP_021697915.1|AAEG
OG0000549	LOC108087740|XP_017040750.1|DFIC	LOC5577716|XP_001663497.1|AAEG, LOC5577704|XP_021698193.1|AAEG, LOC5577714|XP_001663495.1|AAEG, LOC5573687|XP_001661010.2|AAEG, LOC5573688|XP_001661011.1|AAEG, LOC5577711|XP_001663492.1|AAEG, LOC5577713|XP_001663494.1|AAEG, LOC5577709|XP_001663490.2|AAEG, LOC5577717|XP_001663499.2|AAEG
OG0000550	LOC108099148|XP_017057983.1|DFIC, LOC108099109|XP_017057923.1|DFIC	LOC5578287|XP_001663815.1|AAEG
OG0000552	LOC108097774|XP_017055790.1|DFIC, LOC108097752|XP_017055752.1|DFIC	LOC110676642|XP_021701014.1|AAEG
OG0000553	LOC108101623|XP_017061527.1|DFIC, LOC108101198|XP_017060931.1|DFIC	LOC5573859|XP_001654890.1|AAEG, LOC5573858|XP_001654889.1|AAEG, LOC5573855|XP_001654886.2|AAEG
OG0000554	LOC108091628|XP_017046416.1|DFIC, LOC108091629|XP_017046417.1|DFIC	LOC5573301|XP_021708251.1|AAEG
OG0000555	LOC108099806|XP_017058922.1|DFIC, LOC108099210|XP_017058076.1|DFIC	LOC5575012|XP_021710949.1|AAEG
OG0000556	LOC108098048|XP_017056209.1|DFIC, LOC108096498|XP_017053600.1|DFIC	LOC110681197|XP_021712666.1|AAEG, LOC5564890|XP_001649215.1|AAEG
OG0000557	LOC108087895|XP_017040962.1|DFIC, LOC108088094|XP_017041238.1|DFIC	LOC5568513|XP_001652336.1|AAEG
OG0000558	LOC108096236|XP_017053133.1|DFIC, LOC108095281|XP_017051813.1|DFIC	LOC5575971|XP_001662322.1|AAEG
OG0000559	LOC108087314|XP_017040125.1|DFIC, LOC108096171|XP_017053043.1|DFIC	LOC110681168|XP_021712631.1|AAEG, LOC5577241|XP_021709285.1|AAEG
OG0000560	LOC108093957|XP_017049845.1|DFIC, LOC108093956|XP_017049844.1|DFIC	LOC5563762|XP_021707462.1|AAEG
OG0000561	LOC108089621|XP_017043472.1|DFIC, LOC108089569|XP_017043411.1|DFIC	LOC110678585|XP_021707316.1|AAEG
OG0000562	LOC108100477|XP_017059898.1|DFIC, LOC108100564|XP_017060030.1|DFIC	LOC5569968|XP_021710058.1|AAEG
OG0000566	LOC108097951|XP_017056045.1|DFIC, LOC108099177|XP_017058027.1|DFIC	LOC5579820|XP_001651051.1|AAEG
OG0000567	LOC108101649|XP_017061553.1|DFIC	LOC5570126|XP_001653106.2|AAEG
OG0000568	LOC108092936|XP_017048292.1|DFIC, LOC108098641|XP_017057204.1|DFIC	LOC5577017|XP_001656302.2|AAEG
OG0000569	LOC108098938|XP_017057634.1|DFIC, LOC108086994|XP_017039619.1|DFIC	LOC5565055|XP_021705510.1|AAEG
OG0000570	LOC108092150|XP_017047157.1|DFIC, LOC108092170|XP_017047182.1|DFIC	LOC5576289|XP_001662579.2|AAEG
OG0000571	LOC108086285|XP_017038663.1|DFIC, LOC108088446|XP_017041711.1|DFIC	LOC5571436|XP_021693888.1|AAEG
OG0000572	LOC108087086|XP_017039754.1|DFIC, LOC108087096|XP_017039766.1|DFIC	LOC5570663|XP_021695778.1|AAEG
OG0000573	LOC108099030|XP_017057774.1|DFIC, LOC108087649|XP_017040605.1|DFIC	LOC5574096|XP_021696111.1|AAEG
OG0000574	LOC108089421|XP_017043114.1|DFIC, LOC108101107|XP_017060809.1|DFIC	LOC5572198|XP_021698798.1|AAEG
OG0000575	LOC108089558|XP_017043391.1|DFIC, LOC108089559|XP_017043392.1|DFIC	LOC5569243|XP_021699828.1|AAEG
OG0000576	LOC108093545|XP_017049129.1|DFIC, LOC108093544|XP_017049127.1|DFIC	LOC5568781|XP_021700712.1|AAEG
OG0000577	LOC108096070|XP_017052920.1|DFIC	LOC5575668|XP_001662127.2|AAEG
OG0000578	LOC108089242|XP_017042895.1|DFIC, LOC108096880|XP_017054307.1|DFIC	LOC5564323|XP_021710053.1|AAEG
OG0000579	LOC108091889|XP_017046763.1|DFIC, LOC108095433|XP_017052032.1|DFIC	LOC5577308|XP_021707576.1|AAEG, LOC5579901|XP_001657881.1|AAEG
OG0000580	LOC108092039|XP_017046967.1|DFIC, LOC108092041|XP_017046971.1|DFIC	LOC23687878|XP_011493518.1|AAEG
OG0000581	LOC108098521|XP_017056982.1|DFIC	LOC5574667|XP_021708899.1|AAEG
OG0000582	LOC108100412|XP_017059789.1|DFIC, LOC108094747|XP_017050989.1|DFIC	LOC5575223|XP_021710179.1|AAEG
OG0000583	LOC108101415|XP_017061230.1|DFIC, LOC108101414|XP_017061229.1|DFIC	LOC5578117|XP_001656815.1|AAEG
OG0000589	LOC108091059|XP_017045513.1|DFIC	LOC5563768|XP_021695117.1|AAEG
OG0000590	LOC108091317|XP_017045936.1|DFIC	LOC110675318|XP_021695560.1|AAEG, LOC5574244|XP_001661299.1|AAEG
OG0000592	LOC108101600|XP_017061502.1|DFIC, LOC108101465|XP_017061299.1|DFIC	LOC5567565|XP_001657556.2|AAEG
OG0000593	LOC108086528|XP_017038946.1|DFIC, LOC108094651|XP_017050850.1|DFIC	LOC5569992|XP_001658881.1|AAEG, LOC110678504|XP_021707160.1|AAEG
OG0000594	LOC108086551|XP_017038978.1|DFIC, LOC108088088|XP_017041233.1|DFIC	LOC5567423|XP_001657403.1|AAEG
OG0000595	LOC108091632|XP_017046420.1|DFIC, LOC108102288|XP_017062524.1|DFIC	LOC5573372|XP_021712996.1|AAEG
OG0000596	LOC108097386|XP_017055126.1|DFIC, LOC108098976|XP_017057681.1|DFIC	LOC5569242|XP_021713275.1|AAEG
OG0000597	LOC108099311|XP_017058194.1|DFIC, LOC108086810|XP_017039338.1|DFIC	LOC5580165|XP_021692926.1|AAEG
OG0000598	LOC108087250|XP_017040043.1|DFIC	LOC5564380|XP_001648725.1|AAEG, LOC5564382|XP_001648727.1|AAEG, LOC5564381|XP_001648726.1|AAEG
OG0000599	LOC108100252|XP_017059518.1|DFIC, LOC108100250|XP_017059516.1|DFIC, LOC108100257|XP_017059522.1|DFIC	LOC5574457|XP_001661473.2|AAEG, LOC5563655|XP_021709330.1|AAEG
OG0000600	LOC108096938|XP_017054382.1|DFIC, LOC108096855|XP_017054263.1|DFIC	LOC5574458|XP_001661472.1|AAEG
OG0000601	LOC108102235|XP_017062462.1|DFIC, LOC108092484|XP_017047568.1|DFIC	LOC110676327|XP_021699471.1|AAEG
OG0000602	LOC108092616|XP_017047743.1|DFIC, LOC108096814|XP_017054605.1|DFIC, LOC108092765|XP_017047987.1|DFIC, LOC108097568|XP_017055849.1|DFIC	LOC5565773|XP_001650121.1|AAEG
OG0000603	LOC108092692|XP_017047889.1|DFIC	LOC5569072|XP_021703041.1|AAEG
OG0000604	LOC108092487|XP_017047571.1|DFIC, LOC108092488|XP_017047572.1|DFIC	LOC5566987|XP_001651390.1|AAEG
OG0000605	LOC108089988|XP_017043978.1|DFIC	LOC5568178|XP_021703896.1|AAEG, LOC5568172|XP_001652108.2|AAEG, LOC5568173|XP_001652109.1|AAEG, LOC5568169|XP_021703894.1|AAEG, LOC5568164|XP_001652105.2|AAEG
OG0000606	LOC108095812|XP_017052574.1|DFIC	LOC5570005|XP_001658888.1|AAEG
OG0000607	LOC108097929|XP_017055975.1|DFIC, LOC108098630|XP_017057194.1|DFIC	LOC5570154|XP_001658956.1|AAEG
OG0000608	LOC108095666|XP_017052320.1|DFIC, LOC108095831|XP_017052601.1|DFIC	LOC5567031|XP_001651423.1|AAEG
OG0000609	LOC108086496|XP_017038911.1|DFIC, LOC108095180|XP_017051656.1|DFIC	LOC5574870|XP_021709064.1|AAEG
OG0000610	LOC108088330|XP_017041561.1|DFIC, LOC108090673|XP_017044948.1|DFIC	LOC5579045|XP_011493105.1|AAEG
OG0000611	LOC108095187|XP_017051664.1|DFIC, LOC108090540|XP_017044763.1|DFIC	LOC5572224|XP_021705793.1|AAEG
OG0000615	LOC108088613|XP_017041990.1|DFIC, LOC108098877|XP_017057552.1|DFIC	LOC5569196|XP_021699444.1|AAEG
OG0000616	LOC108088564|XP_017041900.1|DFIC	LOC5564988|XP_001649322.2|AAEG
OG0000617	LOC108088482|XP_017041769.1|DFIC, LOC108087951|XP_017041029.1|DFIC	LOC5577523|XP_001656544.2|AAEG, LOC110674002|XP_021711205.1|AAEG
OG0000618	LOC108088862|XP_017042328.1|DFIC	LOC5566485|XP_001650875.1|AAEG
OG0000619	LOC108087819|XP_017040875.1|DFIC	LOC5566457|XP_001650838.1|AAEG
OG0000620	LOC108088573|XP_017041908.1|DFIC, LOC108096270|XP_017053220.1|DFIC	LOC5570947|XP_001653412.2|AAEG
OG0000621	LOC108093346|XP_017048843.1|DFIC, LOC108092982|XP_017048364.1|DFIC	LOC5568436|XP_001652269.1|AAEG
OG0000622	LOC108093262|XP_017048728.1|DFIC, LOC108096417|XP_017053485.1|DFIC	LOC5569846|XP_021696307.1|AAEG
OG0000623	LOC108100357|XP_017059679.1|DFIC, LOC108086981|XP_017039598.1|DFIC	LOC5572347|XP_001660306.2|AAEG
OG0000624	LOC108096616|XP_017053850.1|DFIC, LOC108096615|XP_017053848.1|DFIC	LOC5569174|XP_001658351.2|AAEG
OG0000625	LOC108093112|XP_017048543.1|DFIC, LOC108093115|XP_017048546.1|DFIC	LOC5564078|XP_021698835.1|AAEG
OG0000626	LOC108090659|XP_017044930.1|DFIC, LOC108087659|XP_017040638.1|DFIC	LOC5569119|XP_001652722.1|AAEG
OG0000627	LOC108099958|XP_017059127.1|DFIC, LOC108101778|XP_017061742.1|DFIC	LOC5564979|XP_001649333.2|AAEG
OG0000628	LOC108092622|XP_017047749.1|DFIC, LOC108099094|XP_017058315.1|DFIC, LOC108089236|XP_017042886.1|DFIC	LOC5565869|XP_001650228.1|AAEG
OG0000629	LOC108092202|XP_017047217.1|DFIC, LOC108089892|XP_017043852.1|DFIC	LOC5580315|XP_001663037.1|AAEG
OG0000630	LOC108101731|XP_017061672.1|DFIC, LOC108095349|XP_017051922.1|DFIC, LOC108089216|XP_017042856.1|DFIC	LOC5575168|XP_021702281.1|AAEG
OG0000631	LOC108101999|XP_017062086.1|DFIC, LOC108098440|XP_017056821.1|DFIC	LOC5569442|XP_021702401.1|AAEG
OG0000632	LOC108089979|XP_017043969.1|DFIC, LOC108101255|XP_017060999.1|DFIC	LOC5573892|XP_021703330.1|AAEG
OG0000634	LOC108100632|XP_017060126.1|DFIC	LOC5569647|XP_001652909.2|AAEG
OG0000635	LOC108094905|XP_017051239.1|DFIC, LOC108094709|XP_017050935.1|DFIC	LOC5572315|XP_001654005.2|AAEG
OG0000636	LOC108089120|XP_017042724.1|DFIC, LOC108089125|XP_017042730.1|DFIC	LOC5578295|XP_001656875.1|AAEG
OG0000637	LOC108097390|XP_017055138.1|DFIC, LOC108097147|XP_017054755.1|DFIC	LOC5564774|XP_021704609.1|AAEG
OG0000638	LOC108087276|XP_017040071.1|DFIC, LOC108095318|XP_017051883.1|DFIC	LOC5573827|XP_021706608.1|AAEG
OG0000639	LOC108093061|XP_017048456.1|DFIC	LOC5567245|XP_021710885.1|AAEG
OG0000646	LOC108092115|XP_017047104.1|DFIC, LOC108097589|XP_017055475.1|DFIC	LOC110674862|XP_021695067.1|AAEG
OG0000647	LOC108091815|XP_017046674.1|DFIC, LOC108092934|XP_017048289.1|DFIC	LOC5579005|XP_021694209.1|AAEG
OG0000648	LOC108098155|XP_017056375.1|DFIC	LOC5570655|XP_021706985.1|AAEG
OG0000649	LOC108088664|XP_017042081.1|DFIC, LOC108088675|XP_017042098.1|DFIC	LOC5571800|XP_001659930.2|AAEG
OG0000650	LOC108091957|XP_017046842.1|DFIC	LOC5573407|XP_001654581.2|AAEG
OG0000651	LOC108099820|XP_017058938.1|DFIC, LOC108100594|XP_017060064.1|DFIC	LOC5565048|XP_001649404.1|AAEG
OG0000652	LOC108101591|XP_017061492.1|DFIC, LOC108095388|XP_017051956.1|DFIC	LOC5573370|XP_001660865.1|AAEG
OG0000653	LOC108088002|XP_017041102.1|DFIC, LOC108090201|XP_017044278.1|DFIC	LOC5576350|XP_021693310.1|AAEG, LOC5576348|XP_001656086.1|AAEG, LOC5576346|XP_001656087.2|AAEG
OG0000654	LOC108100423|XP_017059809.1|DFIC	LOC5568292|XP_021697103.1|AAEG
OG0000655	LOC108096630|XP_017053868.1|DFIC	LOC5575242|XP_001655652.1|AAEG
OG0000656	LOC108088038|XP_017041161.1|DFIC, LOC108088039|XP_017041163.1|DFIC	LOC5574633|XP_001661549.2|AAEG
OG0000657	LOC108098995|XP_017057716.1|DFIC, LOC108092559|XP_017047688.1|DFIC	LOC5580250|XP_001662649.1|AAEG
OG0000658	LOC108098004|XP_017056130.1|DFIC, LOC108098918|XP_017057611.1|DFIC	LOC5578313|XP_001656889.1|AAEG
OG0000659	LOC108092458|XP_017047536.1|DFIC, LOC108089211|XP_017042850.1|DFIC	LOC5576865|XP_001662960.1|AAEG
OG0000660	LOC108092545|XP_017047665.1|DFIC	LOC5565850|XP_001650194.1|AAEG
OG0000661	LOC108089459|XP_017043192.1|DFIC, LOC108089902|XP_017043868.1|DFIC	LOC5567335|XP_001651759.1|AAEG
OG0000662	LOC108099830|XP_017058954.1|DFIC, LOC108101046|XP_017060713.1|DFIC	LOC5568430|XP_001652258.1|AAEG
OG0000663	LOC108090716|XP_017045007.1|DFIC	LOC5568431|XP_001652261.2|AAEG
OG0000664	LOC108086500|XP_017038914.1|DFIC	LOC5572517|XP_001660456.1|AAEG
OG0000665	LOC108095673|XP_017052330.1|DFIC, LOC108095908|XP_017052725.1|DFIC	LOC5575634|XP_001655779.1|AAEG, LOC110681162|XP_021712622.1|AAEG
OG0000666	LOC108094884|XP_017051208.1|DFIC, LOC108091191|XP_017045760.1|DFIC	LOC5567515|XP_021710706.1|AAEG
OG0000667	LOC108097309|XP_017055015.1|DFIC, LOC108092042|XP_017046972.1|DFIC	LOC5564165|XP_021705035.1|AAEG
OG0000668	LOC108094405|XP_017050460.1|DFIC, LOC108091965|XP_017046862.1|DFIC	LOC5573885|XP_001654923.1|AAEG
OG0000669	LOC108101675|XP_017061588.1|DFIC, LOC108101672|XP_017061586.1|DFIC	LOC5563963|XP_021710654.1|AAEG
OG0000670	LOC108092929|XP_017048284.1|DFIC, LOC108091360|XP_017046002.1|DFIC	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG
OG0000671	LOC108096979|XP_017054445.1|DFIC, LOC108102301|XP_017062552.1|DFIC	LOC5572082|XP_001660161.1|AAEG
OG0000672	LOC108097618|XP_017055519.1|DFIC, LOC108097790|XP_017055810.1|DFIC	LOC5568965|XP_001652618.1|AAEG
OG0000673	LOC108095530|XP_017052146.1|DFIC, LOC108096180|XP_017053052.1|DFIC	LOC5564117|XP_001648452.3|AAEG
OG0000677	LOC108100688|XP_017060193.1|DFIC, LOC108091239|XP_017045838.1|DFIC	LOC110674775|XP_021694756.1|AAEG
OG0000678	LOC108097620|XP_017055525.1|DFIC, LOC108091445|XP_017046130.1|DFIC	LOC5573033|XP_001654349.2|AAEG
OG0000679	LOC108097531|XP_017055366.1|DFIC	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG, LOC5576067|XP_021713213.1|AAEG, LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG
OG0000680	LOC108094609|XP_017050766.1|DFIC, LOC108094482|XP_017050562.1|DFIC	LOC5570450|XP_021696861.1|AAEG
OG0000681	LOC108092126|XP_017047119.1|DFIC, LOC108095604|XP_017052258.1|DFIC	LOC5571511|XP_021704098.1|AAEG
OG0000683	LOC108092081|XP_017047049.1|DFIC	LOC5567780|XP_021712292.1|AAEG, LOC5567781|XP_001657682.1|AAEG, LOC5567779|XP_001657680.2|AAEG, LOC5565951|XP_021693916.1|AAEG
OG0000684	LOC108088086|XP_017041230.1|DFIC, LOC108091674|XP_017046483.1|DFIC	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG
OG0000685	LOC108095510|XP_017052109.1|DFIC, LOC108098550|XP_017057037.1|DFIC	LOC5565927|XP_001650303.1|AAEG
OG0000686	LOC108094327|XP_017050366.1|DFIC, LOC108087601|XP_017040529.1|DFIC	LOC5573238|XP_001660815.1|AAEG
OG0000687	LOC108094928|XP_017051275.1|DFIC, LOC108099703|XP_017058817.1|DFIC	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG
OG0000688	LOC108093847|XP_017049670.1|DFIC	LOC5579438|XP_021697177.1|AAEG
OG0000689	LOC108094057|XP_017049984.1|DFIC, LOC108094056|XP_017049983.1|DFIC	LOC5575898|XP_001655893.1|AAEG
OG0000690	LOC108095501|XP_017052096.1|DFIC	LOC5563622|XP_001647922.2|AAEG, LOC5576180|XP_001655977.1|AAEG, LOC5563613|XP_001647923.1|AAEG, LOC5563595|XP_001647921.1|AAEG
OG0000691	LOC108098728|XP_017057338.1|DFIC, LOC108088331|XP_017041562.1|DFIC	LOC5577893|XP_001663600.1|AAEG
OG0000692	LOC108089305|XP_017042970.1|DFIC, LOC108089306|XP_017042972.1|DFIC	LOC5577134|XP_021699126.1|AAEG
OG0000693	LOC108098108|XP_017056312.1|DFIC, LOC108101082|XP_017060770.1|DFIC	LOC110676378|XP_021699721.1|AAEG
OG0000694	LOC108091238|XP_017045833.1|DFIC, LOC108100473|XP_017059892.1|DFIC	LOC5569581|XP_001658647.1|AAEG
OG0000695	LOC108093419|XP_017048953.1|DFIC, LOC108101656|XP_017061564.1|DFIC	LOC110675169|XP_021695251.1|AAEG, LOC5575443|XP_021700367.1|AAEG
