Orthogroup	DFIC.longest_only	CPIP.longest_only
OG0002095	LOC108097765|XP_017055776.1|DFIC	LOC120415199|XP_039432591.1|CPIP
OG0002096	LOC108086724|XP_017039236.1|DFIC	LOC120424725|XP_039444841.1|CPIP
OG0002097	LOC108090753|XP_017045074.1|DFIC	LOC120421572|XP_039440737.1|CPIP
OG0002098	LOC108088876|XP_017042359.1|DFIC	LOC120432554|XP_039453717.1|CPIP, LOC120432556|XP_039453719.1|CPIP
OG0002099	LOC108097612|XP_017055510.1|DFIC	LOC120425826|XP_039446378.1|CPIP, LOC120416713|XP_039434469.1|CPIP
OG0002100	LOC108096419|XP_017053489.1|DFIC	LOC120431445|XP_039452497.1|CPIP, LOC120422226|XP_039441545.1|CPIP, LOC120422221|XP_039441539.1|CPIP
OG0002101	LOC108090364|XP_017044482.1|DFIC	LOC120423808|XP_039443658.1|CPIP
OG0002102	LOC108094881|XP_017051201.1|DFIC	LOC120428249|XP_039449169.1|CPIP
OG0002103	LOC108097689|XP_017055646.1|DFIC	LOC120424261|XP_039444257.1|CPIP
OG0002105	LOC108101283|XP_017061065.1|DFIC	LOC120423727|XP_039443567.1|CPIP
OG0002117	LOC108094936|XP_017051284.1|DFIC	LOC120422063|XP_039441333.1|CPIP
OG0002119	LOC108095813|XP_017052575.1|DFIC	LOC120428556|XP_039449519.1|CPIP, LOC120413279|XP_039429944.1|CPIP
OG0002120	LOC108095035|XP_017051407.1|DFIC	LOC120413305|XP_039430000.1|CPIP
OG0002121	LOC108086560|XP_017039002.1|DFIC	LOC120431490|XP_039452556.1|CPIP
OG0002123	LOC108100797|XP_017060340.1|DFIC	LOC120419276|XP_039437875.1|CPIP
OG0002124	LOC108088720|XP_017042154.1|DFIC, LOC108088713|XP_017042146.1|DFIC	LOC120428874|XP_039449934.1|CPIP
OG0002125	LOC108087657|XP_017040634.1|DFIC	LOC120431117|XP_039452206.1|CPIP
OG0002126	LOC108096461|XP_017053557.1|DFIC	LOC120422458|XP_039441834.1|CPIP
OG0002127	LOC108098082|XP_017056273.1|DFIC	LOC120420229|XP_039439152.1|CPIP
OG0002128	LOC108088610|XP_017041984.1|DFIC	LOC120420212|XP_039439133.1|CPIP
OG0002129	LOC108087986|XP_017041076.1|DFIC	LOC120432319|XP_039453437.1|CPIP
OG0002130	LOC108097058|XP_017054583.1|DFIC	LOC120413375|XP_039430100.1|CPIP
OG0002131	LOC108087342|XP_017040171.1|DFIC	LOC120430730|XP_039451775.1|CPIP, LOC120413341|XP_039430054.1|CPIP
OG0002132	LOC108089239|XP_017042889.1|DFIC	LOC120428359|XP_039449300.1|CPIP
OG0002133	LOC108095573|XP_017052213.1|DFIC	LOC120413362|XP_039430081.1|CPIP
OG0002134	LOC108092787|XP_017048041.1|DFIC	LOC120417703|XP_039435782.1|CPIP
OG0002135	LOC108097921|XP_017055959.1|DFIC	LOC120432195|XP_039453283.1|CPIP, LOC120427666|XP_039448477.1|CPIP
OG0002136	LOC108088506|XP_017041826.1|DFIC	LOC120417027|XP_039434901.1|CPIP
OG0002137	LOC108087143|XP_017039843.1|DFIC	LOC120422079|XP_039441358.1|CPIP
OG0002138	LOC108091108|XP_017045620.1|DFIC	LOC120413337|XP_039430047.1|CPIP
OG0002139	LOC108091302|XP_017045914.1|DFIC	LOC120413324|XP_039430031.1|CPIP
OG0002140	LOC108088683|XP_017042113.1|DFIC	LOC120431394|XP_039452455.1|CPIP
OG0002141	LOC108094854|XP_017051154.1|DFIC	LOC120424691|XP_039444804.1|CPIP
OG0002142	LOC108098652|XP_017057217.1|DFIC	LOC120416920|XP_039434760.1|CPIP, LOC120430553|XP_039451603.1|CPIP
OG0002143	LOC108101317|XP_017061109.1|DFIC	LOC120430599|XP_039451639.1|CPIP
OG0002144	LOC108101978|XP_017062062.1|DFIC	LOC120426029|XP_039446642.1|CPIP
OG0002145	LOC108101124|XP_017060837.1|DFIC	LOC120427971|XP_039448861.1|CPIP
OG0002146	LOC108098557|XP_017057051.1|DFIC	LOC120429017|XP_039450091.1|CPIP
OG0002147	LOC108095545|XP_017052163.1|DFIC	LOC120413718|XP_039430575.1|CPIP
OG0002148	LOC108099016|XP_017057739.1|DFIC	LOC120416248|XP_039433884.1|CPIP, LOC120416247|XP_039433883.1|CPIP, LOC120416256|XP_039433892.1|CPIP
OG0002149	LOC108095048|XP_017051439.1|DFIC	LOC120431264|XP_039452335.1|CPIP
OG0002150	LOC108094675|XP_017050880.1|DFIC	LOC120419617|XP_039438292.1|CPIP
OG0002151	LOC108089259|XP_017042916.1|DFIC	LOC120419620|XP_039438294.1|CPIP
OG0002152	LOC108087172|XP_017039904.1|DFIC	LOC120416903|XP_039434733.1|CPIP
OG0002153	LOC108088381|XP_017041618.1|DFIC	LOC120424542|XP_039444640.1|CPIP, LOC120429007|XP_039450079.1|CPIP
OG0002154	LOC108097303|XP_017055007.1|DFIC	LOC120426470|XP_039447167.1|CPIP
OG0002155	LOC108086794|XP_017039322.1|DFIC	LOC120423054|XP_039442659.1|CPIP
OG0002156	LOC108088801|XP_017042259.1|DFIC	LOC120419889|XP_039438688.1|CPIP
OG0002157	LOC108087208|XP_017039962.1|DFIC	LOC120424135|XP_039444112.1|CPIP
OG0002158	LOC108096883|XP_017054313.1|DFIC	LOC120424147|XP_039444125.1|CPIP
OG0002159	LOC108101424|XP_017061242.1|DFIC, LOC108087752|XP_017040769.1|DFIC, LOC108087751|XP_017040767.1|DFIC	LOC120425011|XP_039445317.1|CPIP
OG0002160	LOC108098661|XP_017057226.1|DFIC	LOC120425027|XP_039445332.1|CPIP
OG0002161	LOC108088045|XP_017041169.1|DFIC	LOC120424948|XP_039445193.1|CPIP, LOC120427119|XP_039447906.1|CPIP
OG0002162	LOC108087319|XP_017040139.1|DFIC	LOC120424944|XP_039445182.1|CPIP
OG0002164	LOC108095978|XP_017052811.1|DFIC	LOC120427447|XP_039448249.1|CPIP
OG0002165	LOC108098216|XP_017056483.1|DFIC	LOC120427457|XP_039448260.1|CPIP
OG0002166	LOC108101390|XP_017061198.1|DFIC, LOC108093235|XP_017048702.1|DFIC	LOC120429237|XP_039450381.1|CPIP
OG0002167	LOC108095250|XP_017051767.1|DFIC	LOC120429250|XP_039450396.1|CPIP
OG0002168	LOC108090804|XP_017045147.1|DFIC	LOC120416847|XP_039434670.1|CPIP
OG0002169	LOC108087562|XP_017040478.1|DFIC	LOC120426989|XP_039447739.1|CPIP, LOC120419251|XP_039437838.1|CPIP
OG0002170	LOC108098406|XP_017056778.1|DFIC	LOC120425471|XP_039445940.1|CPIP
OG0002171	LOC108087134|XP_017039821.1|DFIC	LOC120427719|XP_039448556.1|CPIP
OG0002172	LOC108091668|XP_017046470.1|DFIC	LOC120428999|XP_039450073.1|CPIP
OG0002173	LOC108100077|XP_017059306.1|DFIC	LOC120413450|XP_039430222.1|CPIP, LOC120413460|XP_039430232.1|CPIP
OG0002174	LOC108092128|XP_017047121.1|DFIC	LOC120426014|XP_039446619.1|CPIP
OG0002175	LOC108092129|XP_017047122.1|DFIC	LOC120426015|XP_039446620.1|CPIP
OG0002176	LOC108088005|XP_017041106.1|DFIC	LOC120417855|XP_039436009.1|CPIP
OG0002177	LOC108087047|XP_017039714.1|DFIC	LOC120426230|XP_039446898.1|CPIP, LOC120426232|XP_039446900.1|CPIP
OG0002178	LOC108086559|XP_017039001.1|DFIC	LOC120417189|XP_039435091.1|CPIP
OG0002179	LOC108095929|XP_017052754.1|DFIC	LOC120425564|XP_039446063.1|CPIP
OG0002180	LOC108099380|XP_017058362.1|DFIC	LOC120423290|XP_039442986.1|CPIP
OG0002182	LOC108098587|XP_017057116.1|DFIC	LOC120427181|XP_039447973.1|CPIP, LOC120430691|XP_039451726.1|CPIP
OG0002183	LOC108095249|XP_017051766.1|DFIC	LOC120412611|XP_039429093.1|CPIP, LOC120417685|XP_039435755.1|CPIP
OG0002184	LOC108092105|XP_017047088.1|DFIC	LOC120431815|XP_039452868.1|CPIP
OG0002185	LOC108097232|XP_017054891.1|DFIC	LOC120426735|XP_039447442.1|CPIP
OG0002186	LOC108088137|XP_017041290.1|DFIC	LOC120421820|XP_039441032.1|CPIP
OG0002187	LOC108099599|XP_017058704.1|DFIC	LOC120416088|XP_039433709.1|CPIP
OG0002188	LOC108090744|XP_017045058.1|DFIC	LOC120416600|XP_039434328.1|CPIP
OG0002189	LOC108087726|XP_017040736.1|DFIC	LOC120424029|XP_039443986.1|CPIP
OG0002190	LOC108087229|XP_017040002.1|DFIC	LOC120425993|XP_039446585.1|CPIP
OG0002191	LOC108096280|XP_017053235.1|DFIC	LOC120425994|XP_039446587.1|CPIP
OG0002192	LOC108099957|XP_017059126.1|DFIC	LOC120428190|XP_039449104.1|CPIP
OG0002193	LOC108087263|XP_017040059.1|DFIC	LOC120425752|XP_039446293.1|CPIP
OG0002194	LOC108088373|XP_017041607.1|DFIC	LOC120418354|XP_039436640.1|CPIP, LOC120418359|XP_039436649.1|CPIP
OG0002195	LOC108091954|XP_017046840.1|DFIC	LOC120427148|XP_039447940.1|CPIP
OG0002196	LOC108098770|XP_017057391.1|DFIC	LOC120432515|XP_039453666.1|CPIP
OG0002197	LOC108099055|XP_017057812.1|DFIC	LOC120426022|XP_039446630.1|CPIP
OG0002198	LOC108098571|XP_017057083.1|DFIC	LOC120425714|XP_039446247.1|CPIP
OG0002199	LOC108097649|XP_017055569.1|DFIC	LOC120426688|XP_039447398.1|CPIP
OG0002200	LOC108095608|XP_017052261.1|DFIC	LOC120427262|XP_039448055.1|CPIP
OG0002202	LOC108091962|XP_017046856.1|DFIC	LOC120416688|XP_039434442.1|CPIP
OG0002203	LOC108092093|XP_017047072.1|DFIC	LOC120425982|XP_039446570.1|CPIP
OG0002204	LOC108095814|XP_017052576.1|DFIC	LOC120422017|XP_039441275.1|CPIP
OG0002205	LOC108087106|XP_017039777.1|DFIC	LOC120430262|XP_039451281.1|CPIP
OG0002206	LOC108095727|XP_017052391.1|DFIC	LOC120431088|XP_039452178.1|CPIP, LOC120430929|XP_039451983.1|CPIP
OG0002207	LOC108102300|XP_017062551.1|DFIC	LOC120414299|XP_039431367.1|CPIP
OG0002208	LOC108086288|XP_017038666.1|DFIC	LOC120426162|XP_039446814.1|CPIP
OG0002209	LOC108097301|XP_017055005.1|DFIC	LOC120424682|XP_039444792.1|CPIP, LOC120424624|XP_039444723.1|CPIP
OG0002210	LOC108090205|XP_017044284.1|DFIC	LOC120424666|XP_039444773.1|CPIP, LOC120424615|XP_039444710.1|CPIP
OG0002211	LOC108087311|XP_017040120.1|DFIC	LOC120424634|XP_039444734.1|CPIP
OG0002212	LOC108088006|XP_017041107.1|DFIC	LOC120421021|XP_039440078.1|CPIP
OG0002213	LOC108091823|XP_017046690.1|DFIC	LOC120424610|XP_039444704.1|CPIP
OG0002214	LOC108099299|XP_017058184.1|DFIC	LOC120417090|XP_039435002.1|CPIP
OG0002215	LOC108098822|XP_017057464.1|DFIC	LOC120422123|XP_039441427.1|CPIP
OG0002216	LOC108088458|XP_017041731.1|DFIC	LOC120422564|XP_039441984.1|CPIP, LOC120426174|XP_039446824.1|CPIP
OG0002217	LOC108092209|XP_017047227.1|DFIC	LOC120425369|XP_039445812.1|CPIP
OG0002218	LOC108094621|XP_017050793.1|DFIC	LOC120427415|XP_039448216.1|CPIP
OG0002219	LOC108091699|XP_017046520.1|DFIC	LOC120425436|XP_039445901.1|CPIP
OG0002220	LOC108091581|XP_017046346.1|DFIC	LOC120425434|XP_039445899.1|CPIP
OG0002221	LOC108087543|XP_017040441.1|DFIC	LOC120428082|XP_039448995.1|CPIP
OG0002222	LOC108101839|XP_017061841.1|DFIC	LOC120428079|XP_039448990.1|CPIP
OG0002224	LOC108093623|XP_017049250.1|DFIC	LOC120430981|XP_039452053.1|CPIP
OG0002225	LOC108086987|XP_017039606.1|DFIC	LOC120423006|XP_039442563.1|CPIP, LOC120423028|XP_039442603.1|CPIP
OG0002226	LOC108094260|XP_017050214.1|DFIC	LOC120422859|XP_039442342.1|CPIP, LOC120425224|XP_039445589.1|CPIP
OG0002227	LOC108096647|XP_017053900.1|DFIC	LOC120417793|XP_039435896.1|CPIP
OG0002228	LOC108101584|XP_017061485.1|DFIC	LOC120422874|XP_039442355.1|CPIP
OG0002229	LOC108101849|XP_017061857.1|DFIC	LOC120422876|XP_039442369.1|CPIP
OG0002230	LOC108096628|XP_017053863.1|DFIC	LOC120422845|XP_039442323.1|CPIP
OG0002231	LOC108094308|XP_017050318.1|DFIC	LOC120419763|XP_039438524.1|CPIP, LOC120427223|XP_039448024.1|CPIP
OG0002232	LOC108095239|XP_017051756.1|DFIC	LOC120417389|XP_039435342.1|CPIP, LOC120417390|XP_039435345.1|CPIP
OG0002233	LOC108089607|XP_017043457.1|DFIC	LOC120424797|XP_039444943.1|CPIP, LOC120424803|XP_039444951.1|CPIP
OG0002235	LOC108096717|XP_017054041.1|DFIC	LOC120422922|XP_039442430.1|CPIP
OG0002236	LOC108090825|XP_017045174.1|DFIC	LOC120427083|XP_039447862.1|CPIP
OG0002237	LOC108090738|XP_017045050.1|DFIC	LOC120425904|XP_039446461.1|CPIP
OG0002238	LOC108094314|XP_017050331.1|DFIC	LOC120423496|XP_039443270.1|CPIP
OG0002239	LOC108096779|XP_017054143.1|DFIC	LOC120422883|XP_039442377.1|CPIP
OG0002240	LOC108096755|XP_017054103.1|DFIC	LOC120426030|XP_039446645.1|CPIP
OG0002241	LOC108087444|XP_017040286.1|DFIC	LOC120425351|XP_039445787.1|CPIP, LOC120429623|XP_039450587.1|CPIP
OG0002243	LOC108093345|XP_017048842.1|DFIC	LOC120420561|XP_039439563.1|CPIP
OG0002244	LOC108099852|XP_017058987.1|DFIC	LOC120420568|XP_039439580.1|CPIP
OG0002245	LOC108096294|XP_017053256.1|DFIC	LOC120430538|XP_039451586.1|CPIP, LOC120431293|XP_039452369.1|CPIP, LOC120422431|XP_039441782.1|CPIP
OG0002246	LOC108094326|XP_017050358.1|DFIC	LOC120415738|XP_039433273.1|CPIP
OG0002247	LOC108096510|XP_017053608.1|DFIC, LOC108090808|XP_017045153.1|DFIC	LOC120424882|XP_039445080.1|CPIP
OG0002248	LOC108100445|XP_017059859.1|DFIC	LOC120424795|XP_039444940.1|CPIP
OG0002249	LOC108089064|XP_017042662.1|DFIC	LOC120429924|XP_039450955.1|CPIP
OG0002250	LOC108095252|XP_017051769.1|DFIC	LOC120420700|XP_039439731.1|CPIP
OG0002251	LOC108095109|XP_017051536.1|DFIC	LOC120420698|XP_039439726.1|CPIP
OG0002252	LOC108095219|XP_017051724.1|DFIC	LOC120417416|XP_039435393.1|CPIP, LOC120430669|XP_039451704.1|CPIP
OG0002253	LOC108101902|XP_017061960.1|DFIC	LOC120417420|XP_039435397.1|CPIP, LOC120431078|XP_039452164.1|CPIP
OG0002254	LOC108099339|XP_017058304.1|DFIC	LOC120420684|XP_039439713.1|CPIP
OG0002255	LOC108097416|XP_017055170.1|DFIC	LOC120426800|XP_039447515.1|CPIP
OG0002256	LOC108096669|XP_017053930.1|DFIC	LOC120421528|XP_039440681.1|CPIP
OG0002257	LOC108086430|XP_017038825.1|DFIC	LOC120420092|XP_039438958.1|CPIP
OG0002258	LOC108093143|XP_017048577.1|DFIC	LOC120413191|XP_039429838.1|CPIP
OG0002259	LOC108094641|XP_017050832.1|DFIC	LOC120413269|XP_039429932.1|CPIP, LOC120413262|XP_039429924.1|CPIP
OG0002260	LOC108100465|XP_017059883.1|DFIC	LOC120413256|XP_039429919.1|CPIP
OG0002261	LOC108088901|XP_017042392.1|DFIC	LOC120413231|XP_039429894.1|CPIP
OG0002263	LOC108089629|XP_017043481.1|DFIC	LOC120424834|XP_039444997.1|CPIP
OG0002264	LOC108101837|XP_017061840.1|DFIC	LOC120420087|XP_039438951.1|CPIP
OG0002265	LOC108089699|XP_017043536.1|DFIC	LOC120432434|XP_039453586.1|CPIP
OG0002266	LOC108100154|XP_017059400.1|DFIC	LOC120418016|XP_039436191.1|CPIP
OG0002267	LOC108093872|XP_017049707.1|DFIC	LOC120418934|XP_039437405.1|CPIP
OG0002268	LOC108093177|XP_017048622.1|DFIC	LOC120418918|XP_039437383.1|CPIP
OG0002269	LOC108087664|XP_017040642.1|DFIC	LOC120414641|XP_039431811.1|CPIP, LOC120420157|XP_039439057.1|CPIP
OG0002270	LOC108094001|XP_017049913.1|DFIC	LOC120427423|XP_039448217.1|CPIP, LOC120428825|XP_039449866.1|CPIP
OG0002271	LOC108093744|XP_017049503.1|DFIC	LOC120416566|XP_039434232.1|CPIP
OG0002272	LOC108100399|XP_017059772.1|DFIC	LOC120430341|XP_039451378.1|CPIP
OG0002273	LOC108096319|XP_017053312.1|DFIC	LOC120424315|XP_039444333.1|CPIP
OG0002274	LOC108093572|XP_017049157.1|DFIC	LOC120424318|XP_039444343.1|CPIP
OG0002275	LOC108099913|XP_017059063.1|DFIC	LOC120414431|XP_039431548.1|CPIP
OG0002276	LOC108100334|XP_017059633.1|DFIC	LOC120417610|XP_039435653.1|CPIP
OG0002277	LOC108100628|XP_017060118.1|DFIC	LOC120426777|XP_039447484.1|CPIP
OG0002278	LOC108088939|XP_017042451.1|DFIC	LOC120413394|XP_039430126.1|CPIP
OG0002279	LOC108096342|XP_017053378.1|DFIC	LOC120413424|XP_039430170.1|CPIP
OG0002280	LOC108089419|XP_017043112.1|DFIC	LOC120413392|XP_039430124.1|CPIP
OG0002281	LOC108089466|XP_017043206.1|DFIC	LOC120420039|XP_039438873.1|CPIP
OG0002282	LOC108099127|XP_017057953.1|DFIC	LOC120425134|XP_039445494.1|CPIP
OG0002283	LOC108087689|XP_017040685.1|DFIC	LOC120423762|XP_039443609.1|CPIP, LOC120423759|XP_039443608.1|CPIP
OG0002284	LOC108101453|XP_017061284.1|DFIC	LOC120423775|XP_039443628.1|CPIP
OG0002285	LOC108095383|XP_017051951.1|DFIC	LOC120420921|XP_039439982.1|CPIP, LOC120420914|XP_039439973.1|CPIP
OG0002286	LOC108096864|XP_017054278.1|DFIC	LOC120412637|XP_039429125.1|CPIP
OG0002287	LOC108093995|XP_017049905.1|DFIC	LOC120431346|XP_039452412.1|CPIP, LOC120427734|XP_039448576.1|CPIP, LOC120425689|XP_039446207.1|CPIP
OG0002288	LOC108093728|XP_017049463.1|DFIC	LOC120427730|XP_039448567.1|CPIP
OG0002289	LOC108088972|XP_017042493.1|DFIC	LOC120415802|XP_039433361.1|CPIP
OG0002290	LOC108093388|XP_017048895.1|DFIC	LOC120426546|XP_039447250.1|CPIP, LOC120426350|XP_039447046.1|CPIP
OG0002291	LOC108093817|XP_017049621.1|DFIC	LOC120417473|XP_039435481.1|CPIP
OG0002292	LOC108094312|XP_017050329.1|DFIC	LOC120429716|XP_039450692.1|CPIP
OG0002293	LOC108086317|XP_017038707.1|DFIC	LOC120421396|XP_039440531.1|CPIP
OG0002294	LOC108097731|XP_017055721.1|DFIC	LOC120431185|XP_039452261.1|CPIP
OG0002296	LOC108100850|XP_017060459.1|DFIC, LOC108097837|XP_017055851.1|DFIC	LOC120431809|XP_039452861.1|CPIP
OG0002297	LOC108098831|XP_017057475.1|DFIC	LOC120428723|XP_039449730.1|CPIP
OG0002298	LOC108090973|XP_017045417.1|DFIC	LOC120425452|XP_039445918.1|CPIP
OG0002299	LOC108086737|XP_017039257.1|DFIC	LOC120425451|XP_039445917.1|CPIP
OG0002300	LOC108093451|XP_017049014.1|DFIC	LOC120422193|XP_039441508.1|CPIP
OG0002301	LOC108095790|XP_017052542.1|DFIC	LOC120414667|XP_039431876.1|CPIP
OG0002302	LOC108094373|XP_017050407.1|DFIC	LOC120426537|XP_039447237.1|CPIP, LOC120426346|XP_039447041.1|CPIP
OG0002303	LOC108095301|XP_017051848.1|DFIC	LOC120417163|XP_039435078.1|CPIP
OG0002304	LOC108095515|XP_017052117.1|DFIC, LOC108101750|XP_017061701.1|DFIC	LOC120422787|XP_039442259.1|CPIP
OG0002305	LOC108100610|XP_017060088.1|DFIC	LOC120428091|XP_039449009.1|CPIP
OG0002306	LOC108101002|XP_017060657.1|DFIC	LOC120425855|XP_039446412.1|CPIP
OG0002307	LOC108094156|XP_017050085.1|DFIC	LOC120428131|XP_039449048.1|CPIP
OG0002308	LOC108097814|XP_017055822.1|DFIC, LOC108097002|XP_017054525.1|DFIC, LOC108101335|XP_017061167.1|DFIC	LOC120413536|XP_039430344.1|CPIP
OG0002309	LOC108089991|XP_017043982.1|DFIC	LOC120413609|XP_039430447.1|CPIP
OG0002310	LOC108089934|XP_017043910.1|DFIC	LOC120413615|XP_039430454.1|CPIP
OG0002311	LOC108092641|XP_017047768.1|DFIC	LOC120416326|XP_039433984.1|CPIP
OG0002312	LOC108094830|XP_017051116.1|DFIC, LOC108092756|XP_017047978.1|DFIC, LOC108102215|XP_017062426.1|DFIC	LOC120424906|XP_039445132.1|CPIP
OG0002313	LOC108086743|XP_017039268.1|DFIC	LOC120413117|XP_039429760.1|CPIP
OG0002314	LOC108090276|XP_017044375.1|DFIC	LOC120413143|XP_039429785.1|CPIP
OG0002315	LOC108087756|XP_017040774.1|DFIC	LOC120413127|XP_039429766.1|CPIP, LOC120431577|XP_039452623.1|CPIP
OG0002316	LOC108100005|XP_017059196.1|DFIC	LOC120416329|XP_039433993.1|CPIP
OG0002317	LOC108087466|XP_017040324.1|DFIC	LOC120413106|XP_039429746.1|CPIP
OG0002318	LOC108096066|XP_017052915.1|DFIC	LOC120431698|XP_039452747.1|CPIP, LOC120424106|XP_039444050.1|CPIP
OG0002319	LOC108101422|XP_017061274.1|DFIC, LOC108092758|XP_017047979.1|DFIC	LOC120428535|XP_039449501.1|CPIP
OG0002320	LOC108095166|XP_017051613.1|DFIC	LOC120418944|XP_039437416.1|CPIP
OG0002321	LOC108086766|XP_017039300.1|DFIC	LOC120414767|XP_039432014.1|CPIP
OG0002322	LOC108093380|XP_017048888.1|DFIC	LOC120428054|XP_039448951.1|CPIP
OG0002323	LOC108089911|XP_017043880.1|DFIC	LOC120424360|XP_039444389.1|CPIP
OG0002324	LOC108088897|XP_017042386.1|DFIC	LOC120420799|XP_039439851.1|CPIP
OG0002325	LOC108099894|XP_017059039.1|DFIC	LOC120420805|XP_039439860.1|CPIP
OG0002326	LOC108099946|XP_017059111.1|DFIC	LOC120420810|XP_039439865.1|CPIP
OG0002327	LOC108087201|XP_017039949.1|DFIC	LOC120420797|XP_039439843.1|CPIP
OG0002328	LOC108101856|XP_017061868.1|DFIC, LOC108098365|XP_017056702.1|DFIC	LOC120426846|XP_039447568.1|CPIP
OG0002329	LOC108101332|XP_017061130.1|DFIC	LOC120420602|XP_039439614.1|CPIP
OG0002330	LOC108101309|XP_017061100.1|DFIC	LOC120420151|XP_039439051.1|CPIP
OG0002331	LOC108087588|XP_017040509.1|DFIC	LOC120420046|XP_039438891.1|CPIP
OG0002332	LOC108099204|XP_017058068.1|DFIC	LOC120428257|XP_039449185.1|CPIP
OG0002333	LOC108090862|XP_017045237.1|DFIC	LOC120431110|XP_039452197.1|CPIP
OG0002334	LOC108088098|XP_017041241.1|DFIC, LOC108102217|XP_017062429.1|DFIC	LOC120428324|XP_039449255.1|CPIP
OG0002335	LOC108090351|XP_017044461.1|DFIC	LOC120425202|XP_039445567.1|CPIP, LOC120418964|XP_039437443.1|CPIP
OG0002336	LOC108088276|XP_017041484.1|DFIC	LOC120423645|XP_039443452.1|CPIP
OG0002337	LOC108090748|XP_017045064.1|DFIC	LOC120423129|XP_039442742.1|CPIP
OG0002338	LOC108093519|XP_017049104.1|DFIC	LOC120420900|XP_039439956.1|CPIP
OG0002339	LOC108092440|XP_017047510.1|DFIC	LOC120419774|XP_039438542.1|CPIP, LOC120415198|XP_039432590.1|CPIP
OG0002340	LOC108093491|XP_017049070.1|DFIC	LOC120424350|XP_039444376.1|CPIP
OG0002341	LOC108094055|XP_017049982.1|DFIC	LOC120421110|XP_039440203.1|CPIP
OG0002342	LOC108089895|XP_017043855.1|DFIC	LOC120421117|XP_039440211.1|CPIP
OG0002343	LOC108089881|XP_017043832.1|DFIC	LOC120415454|XP_039432933.1|CPIP
OG0002344	LOC108100548|XP_017060009.1|DFIC, LOC108101718|XP_017061646.1|DFIC	LOC120415489|XP_039432990.1|CPIP
OG0002345	LOC108101500|XP_017061349.1|DFIC	LOC120415995|XP_039433582.1|CPIP
OG0002346	LOC108088211|XP_017041401.1|DFIC	LOC120416779|XP_039434578.1|CPIP
OG0002347	LOC108087722|XP_017040732.1|DFIC	LOC120416776|XP_039434575.1|CPIP
OG0002348	LOC108092697|XP_017047897.1|DFIC	LOC120416069|XP_039433671.1|CPIP
OG0002349	LOC108101507|XP_017061356.1|DFIC	LOC120426128|XP_039446764.1|CPIP, LOC120427962|XP_039448851.1|CPIP
OG0002350	LOC108101499|XP_017061348.1|DFIC	LOC120427961|XP_039448850.1|CPIP, LOC120426127|XP_039446763.1|CPIP
OG0002351	LOC108086765|XP_017039298.1|DFIC	LOC120419854|XP_039438625.1|CPIP
OG0002352	LOC108096869|XP_017054285.1|DFIC	LOC120427335|XP_039448120.1|CPIP
OG0002353	LOC108101396|XP_017061206.1|DFIC	LOC120419803|XP_039438573.1|CPIP
OG0002354	LOC108098748|XP_017057372.1|DFIC	LOC120416777|XP_039434576.1|CPIP
OG0002355	LOC108099167|XP_017058009.1|DFIC	LOC120424552|XP_039444651.1|CPIP
OG0002356	LOC108098251|XP_017056532.1|DFIC	LOC120412848|XP_039429404.1|CPIP
OG0002357	LOC108092112|XP_017047099.1|DFIC	LOC120412846|XP_039429403.1|CPIP
OG0002358	LOC108089254|XP_017042909.1|DFIC	LOC120415720|XP_039433249.1|CPIP
OG0002359	LOC108091356|XP_017045997.1|DFIC	LOC120427816|XP_039448674.1|CPIP
OG0002360	LOC108089871|XP_017043809.1|DFIC, LOC108095212|XP_017051717.1|DFIC	LOC120415533|XP_039433026.1|CPIP
OG0002361	LOC108100376|XP_017059713.1|DFIC	LOC120415542|XP_039433043.1|CPIP, LOC120421990|XP_039441238.1|CPIP
OG0002362	LOC108100879|XP_017060465.1|DFIC	LOC120417700|XP_039435783.1|CPIP, LOC120412454|XP_039428854.1|CPIP
OG0002363	LOC108093503|XP_017049085.1|DFIC	LOC120423975|XP_039443901.1|CPIP
OG0002364	LOC108093343|XP_017048839.1|DFIC	LOC120423992|XP_039443923.1|CPIP
OG0002365	LOC108099149|XP_017058025.1|DFIC, LOC108093476|XP_017049054.1|DFIC	LOC120423996|XP_039443939.1|CPIP
OG0002366	LOC108089924|XP_017043895.1|DFIC	LOC120412503|XP_039428936.1|CPIP, LOC120418410|XP_039436723.1|CPIP
OG0002367	LOC108088590|XP_017041977.1|DFIC, LOC108092424|XP_017047480.1|DFIC	LOC120421150|XP_039440274.1|CPIP
OG0002368	LOC108098213|XP_017056475.1|DFIC	LOC120419647|XP_039438337.1|CPIP
OG0002369	LOC108097673|XP_017055618.1|DFIC	LOC120429906|XP_039450934.1|CPIP
OG0002370	LOC108096763|XP_017054153.1|DFIC, LOC108098305|XP_017056605.1|DFIC	LOC120415512|XP_039433002.1|CPIP
OG0002371	LOC108098340|XP_017056671.1|DFIC	LOC120415513|XP_039433004.1|CPIP
OG0002372	LOC108091491|XP_017046203.1|DFIC	LOC120417285|XP_039435170.1|CPIP
OG0002373	LOC108098283|XP_017056576.1|DFIC	LOC120419153|XP_039437731.1|CPIP
OG0002374	LOC108096001|XP_017052836.1|DFIC	LOC120429067|XP_039450143.1|CPIP
OG0002375	LOC108098560|XP_017057055.1|DFIC	LOC120416343|XP_039434003.1|CPIP
OG0002376	LOC108088152|XP_017041305.1|DFIC	LOC120414302|XP_039431374.1|CPIP
