Orthogroup	DFIC.longest_only	DPSE.longest_only
OG0002185	LOC108097232|XP_017054891.1|DFIC	LOC4800694|XP_015038652.1|DPSE
OG0002186	LOC108088137|XP_017041290.1|DFIC	LOC4818010|XP_001357198.2|DPSE
OG0002187	LOC108099599|XP_017058704.1|DFIC	LOC4801658|XP_001358710.1|DPSE
OG0002188	LOC108090744|XP_017045058.1|DFIC	LOC4804306|XP_001360886.2|DPSE
OG0002189	LOC108087726|XP_017040736.1|DFIC	LOC26533533|XP_015044546.2|DPSE
OG0002190	LOC108087229|XP_017040002.1|DFIC	LOC4801742|XP_033241804.1|DPSE
OG0002191	LOC108096280|XP_017053235.1|DFIC	LOC4812387|XP_001353010.2|DPSE
OG0002192	LOC108099957|XP_017059126.1|DFIC	LOC4813628|XP_001353989.3|DPSE
OG0002193	LOC108087263|XP_017040059.1|DFIC	LOC6899343|XP_033233400.1|DPSE, LOC4801028|XP_015038643.2|DPSE
OG0002194	LOC108088373|XP_017041607.1|DFIC	LOC4801190|XP_001358320.3|DPSE
OG0002195	LOC108091954|XP_017046840.1|DFIC	LOC4801769|XP_001358810.4|DPSE
OG0002196	LOC108098770|XP_017057391.1|DFIC	LOC117183968|XP_033235612.1|DPSE, LOC4803224|XP_001360000.1|DPSE
OG0002197	LOC108099055|XP_017057812.1|DFIC	LOC6899959|XP_002135327.2|DPSE
OG0002198	LOC108098571|XP_017057083.1|DFIC	LOC6897882|XP_015038215.2|DPSE
OG0002199	LOC108097649|XP_017055569.1|DFIC	LOC4801711|XP_001358758.3|DPSE
OG0002200	LOC108095608|XP_017052261.1|DFIC	LOC4816067|XP_001355617.2|DPSE
OG0002202	LOC108091962|XP_017046856.1|DFIC	LOC4801308|XP_015037148.2|DPSE
OG0002203	LOC108092093|XP_017047072.1|DFIC	LOC4801723|XP_033240169.1|DPSE
OG0002204	LOC108095814|XP_017052576.1|DFIC	LOC4801369|XP_001358476.2|DPSE
OG0002205	LOC108087106|XP_017039777.1|DFIC	LOC4801281|XP_001358401.3|DPSE
OG0002206	LOC108095727|XP_017052391.1|DFIC	LOC4801534|XP_003736536.3|DPSE
OG0002207	LOC108102300|XP_017062551.1|DFIC	LOC4801871|XP_033238940.1|DPSE
OG0002208	LOC108086288|XP_017038666.1|DFIC	LOC6897140|XP_002137320.2|DPSE
OG0002209	LOC108097301|XP_017055005.1|DFIC	LOC4815563|XP_001355390.1|DPSE
OG0002210	LOC108090205|XP_017044284.1|DFIC	LOC6897389|XP_003736628.2|DPSE
OG0002211	LOC108087311|XP_017040120.1|DFIC	LOC4801272|XP_001358392.2|DPSE
OG0002212	LOC108088006|XP_017041107.1|DFIC	LOC4800516|XP_001357781.1|DPSE
OG0002213	LOC108091823|XP_017046690.1|DFIC	LOC4802274|XP_001359226.1|DPSE
OG0002214	LOC108099299|XP_017058184.1|DFIC	LOC6896974|XP_033232526.1|DPSE
OG0002215	LOC108098822|XP_017057464.1|DFIC	LOC6897024|XP_002137209.4|DPSE
OG0002216	LOC108088458|XP_017041731.1|DFIC	LOC117184028|XP_033235892.1|DPSE, LOC6902957|XP_002132683.2|DPSE
OG0002217	LOC108092209|XP_017047227.1|DFIC	LOC4801361|XP_001358468.2|DPSE
OG0002218	LOC108094621|XP_017050793.1|DFIC	LOC4816021|XP_001355279.2|DPSE
OG0002219	LOC108091699|XP_017046520.1|DFIC	LOC4801991|XP_001359002.3|DPSE
OG0002220	LOC108091581|XP_017046346.1|DFIC	LOC4801992|XP_033233457.1|DPSE
OG0002221	LOC108087543|XP_017040441.1|DFIC	LOC4812746|XP_001353124.4|DPSE
OG0002222	LOC108101839|XP_017061841.1|DFIC	LOC4805451|XP_001361850.5|DPSE
OG0002223	LOC108090348|XP_017044458.1|DFIC	LOC4803802|XP_033234347.1|DPSE
OG0002224	LOC108093623|XP_017049250.1|DFIC	LOC4804900|XP_033234157.1|DPSE
OG0002225	LOC108086987|XP_017039606.1|DFIC	LOC6899990|XP_002135356.3|DPSE
OG0002226	LOC108094260|XP_017050214.1|DFIC	LOC4803424|XP_001360139.1|DPSE
OG0002227	LOC108096647|XP_017053900.1|DFIC	LOC4804232|XP_033234573.1|DPSE
OG0002228	LOC108101584|XP_017061485.1|DFIC	LOC4803580|XP_001360284.2|DPSE
OG0002229	LOC108101849|XP_017061857.1|DFIC	LOC6898965|XP_002138925.3|DPSE
OG0002230	LOC108096628|XP_017053863.1|DFIC	LOC4804755|XP_004444285.2|DPSE
OG0002231	LOC108094308|XP_017050318.1|DFIC	LOC4803485|XP_001360203.4|DPSE
OG0002232	LOC108095239|XP_017051756.1|DFIC	LOC4805512|XP_001361903.2|DPSE
OG0002233	LOC108089607|XP_017043457.1|DFIC	LOC6900478|XP_002134868.3|DPSE
OG0002235	LOC108096717|XP_017054041.1|DFIC	LOC4805212|XP_033234659.1|DPSE
OG0002236	LOC108090825|XP_017045174.1|DFIC	LOC4804289|XP_001360870.3|DPSE
OG0002237	LOC108090738|XP_017045050.1|DFIC	LOC4804305|XP_015039799.2|DPSE
OG0002238	LOC108094314|XP_017050331.1|DFIC	LOC4803415|XP_015039068.2|DPSE
OG0002239	LOC108096779|XP_017054143.1|DFIC	LOC4803538|XP_001360248.1|DPSE
OG0002240	LOC108096755|XP_017054103.1|DFIC	LOC4805227|XP_001361665.2|DPSE
OG0002241	LOC108087444|XP_017040286.1|DFIC	LOC4812220|XP_001352612.3|DPSE
OG0002242	LOC108089040|XP_017042634.1|DFIC	LOC4813950|XP_001354110.3|DPSE
OG0002243	LOC108093345|XP_017048842.1|DFIC	LOC4801861|XP_033241811.1|DPSE
OG0002244	LOC108099852|XP_017058987.1|DFIC	LOC4812636|XP_001353026.3|DPSE
OG0002245	LOC108096294|XP_017053256.1|DFIC	LOC4811920|XP_001352523.4|DPSE
OG0002246	LOC108094326|XP_017050358.1|DFIC	LOC4803416|XP_033234070.1|DPSE
OG0002247	LOC108090808|XP_017045153.1|DFIC	LOC26533982|XP_015039134.1|DPSE
OG0002248	LOC108100445|XP_017059859.1|DFIC	LOC4812023|XP_001352600.2|DPSE
OG0002249	LOC108089064|XP_017042662.1|DFIC	LOC6900883|XP_002135240.1|DPSE
OG0002250	LOC108095252|XP_017051769.1|DFIC	LOC4804402|XP_001360971.3|DPSE
OG0002251	LOC108095109|XP_017051536.1|DFIC	LOC4804400|XP_001360970.3|DPSE
OG0002252	LOC108095219|XP_017051724.1|DFIC	LOC4804414|XP_001360982.4|DPSE
OG0002253	LOC108101902|XP_017061960.1|DFIC	LOC4805586|XP_001361967.3|DPSE
OG0002254	LOC108099339|XP_017058304.1|DFIC	LOC4800424|XP_033241599.1|DPSE
OG0002255	LOC108097416|XP_017055170.1|DFIC	LOC6896700|XP_002136914.2|DPSE, LOC4815712|XP_001355484.1|DPSE
OG0002256	LOC108096669|XP_017053930.1|DFIC	LOC4805321|XP_001361740.3|DPSE
OG0002257	LOC108086430|XP_017038825.1|DFIC	LOC4804745|XP_001361257.2|DPSE
OG0002258	LOC108093143|XP_017048577.1|DFIC	LOC4814040|XP_001354185.2|DPSE
OG0002259	LOC108094641|XP_017050832.1|DFIC	LOC117184417|XP_033237535.1|DPSE
OG0002260	LOC108100465|XP_017059883.1|DFIC	LOC6897488|XP_033232401.1|DPSE, LOC6897487|XP_002137636.2|DPSE
OG0002261	LOC108088901|XP_017042392.1|DFIC	LOC6896818|XP_002137021.2|DPSE, LOC4811999|XP_001352964.1|DPSE
OG0002262	LOC108090839|XP_017045194.1|DFIC	LOC6898797|XP_033233521.1|DPSE
OG0002263	LOC108089629|XP_017043481.1|DFIC	LOC117184953|XP_033240097.1|DPSE, LOC117184954|XP_033240098.1|DPSE, LOC4812098|XP_001352532.1|DPSE
OG0002264	LOC108101837|XP_017061840.1|DFIC	LOC4805450|XP_001361849.2|DPSE
OG0002265	LOC108089699|XP_017043536.1|DFIC	LOC4812932|XP_001353784.2|DPSE
OG0002266	LOC108100154|XP_017059400.1|DFIC	LOC6901984|XP_033239645.1|DPSE
OG0002267	LOC108093872|XP_017049707.1|DFIC	LOC4812185|XP_001352768.3|DPSE
OG0002268	LOC108093177|XP_017048622.1|DFIC	LOC4813219|XP_001354081.1|DPSE
OG0002269	LOC108087664|XP_017040642.1|DFIC	LOC6899116|XP_002139033.2|DPSE
OG0002270	LOC108094001|XP_017049913.1|DFIC	LOC4805354|XP_015040595.2|DPSE
OG0002271	LOC108093744|XP_017049503.1|DFIC	LOC4814003|XP_001354157.2|DPSE
OG0002272	LOC108100399|XP_017059772.1|DFIC	LOC4813762|XP_001353728.1|DPSE
OG0002273	LOC108096319|XP_017053312.1|DFIC	LOC6900496|XP_015042837.2|DPSE
OG0002274	LOC108093572|XP_017049157.1|DFIC	LOC4813190|XP_033240151.1|DPSE
OG0002275	LOC108099913|XP_017059063.1|DFIC	LOC4813952|XP_015043487.1|DPSE, LOC117184715|XP_033239300.1|DPSE
OG0002276	LOC108100334|XP_017059633.1|DFIC	LOC4814086|XP_015042453.2|DPSE
OG0002277	LOC108100628|XP_017060118.1|DFIC	LOC4814148|XP_001354236.2|DPSE
OG0002278	LOC108088939|XP_017042451.1|DFIC	LOC4812879|XP_001353753.3|DPSE
OG0002279	LOC108096342|XP_017053378.1|DFIC	LOC4814189|XP_001354315.1|DPSE
OG0002280	LOC108089419|XP_017043112.1|DFIC	LOC6900150|XP_033237540.1|DPSE
OG0002281	LOC108089466|XP_017043206.1|DFIC	LOC4812172|XP_001352825.3|DPSE
OG0002282	LOC108099127|XP_017057953.1|DFIC	LOC4812505|XP_001352483.2|DPSE
OG0002283	LOC108087689|XP_017040685.1|DFIC	LOC4804467|XP_001361026.3|DPSE
OG0002284	LOC108101453|XP_017061284.1|DFIC	LOC4804037|XP_001360665.2|DPSE
OG0002285	LOC108095383|XP_017051951.1|DFIC	LOC4814837|XP_001355139.1|DPSE
OG0002286	LOC108096864|XP_017054278.1|DFIC	LOC6898207|XP_002138277.3|DPSE
OG0002287	LOC108093995|XP_017049905.1|DFIC	LOC4805355|XP_015040597.2|DPSE
OG0002288	LOC108093728|XP_017049463.1|DFIC	LOC4813986|XP_033240801.1|DPSE
OG0002289	LOC108088972|XP_017042493.1|DFIC	LOC4812738|XP_001353116.2|DPSE
OG0002290	LOC108093388|XP_017048895.1|DFIC	LOC4818177|XP_004444598.3|DPSE
OG0002291	LOC108093817|XP_017049621.1|DFIC	LOC4804924|XP_001361408.4|DPSE
OG0002292	LOC108094312|XP_017050329.1|DFIC	LOC4803417|XP_015039071.1|DPSE
OG0002293	LOC108086317|XP_017038707.1|DFIC	LOC4803332|XP_001357513.3|DPSE
OG0002294	LOC108097731|XP_017055721.1|DFIC	LOC4801805|XP_001358840.1|DPSE, LOC6897347|XP_002137500.1|DPSE
OG0002295	LOC108102227|XP_017062441.1|DFIC, LOC108090066|XP_017044090.1|DFIC	LOC4818003|XP_033235189.1|DPSE
OG0002296	LOC108100850|XP_017060459.1|DFIC, LOC108097837|XP_017055851.1|DFIC	LOC4817016|XP_033236783.1|DPSE
OG0002297	LOC108098831|XP_017057475.1|DFIC	LOC4803093|XP_033233877.1|DPSE
OG0002298	LOC108090973|XP_017045417.1|DFIC	LOC4804311|XP_001360891.1|DPSE
OG0002299	LOC108086737|XP_017039257.1|DFIC	LOC6898394|XP_002138441.1|DPSE, LOC6902289|XP_002133816.3|DPSE, LOC6902259|XP_002133786.1|DPSE
OG0002300	LOC108093451|XP_017049014.1|DFIC	LOC6902591|XP_015036696.2|DPSE
OG0002301	LOC108095790|XP_017052542.1|DFIC	LOC4817935|XP_001357416.4|DPSE
OG0002302	LOC108094373|XP_017050407.1|DFIC	LOC4818001|XP_033236505.1|DPSE
OG0002303	LOC108095301|XP_017051848.1|DFIC	LOC4814716|XP_001355137.1|DPSE, LOC6899448|XP_002136085.1|DPSE
OG0002304	LOC108095515|XP_017052117.1|DFIC, LOC108101750|XP_017061701.1|DFIC	LOC6903466|XP_015035425.2|DPSE
OG0002305	LOC108100610|XP_017060088.1|DFIC	LOC4813969|XP_001354127.3|DPSE
OG0002306	LOC108101002|XP_017060657.1|DFIC	LOC6902343|XP_002133289.3|DPSE
OG0002307	LOC108094156|XP_017050085.1|DFIC	LOC4817520|XP_001356935.3|DPSE
OG0002308	LOC108097002|XP_017054525.1|DFIC, LOC108101335|XP_017061167.1|DFIC	LOC4816964|XP_001356376.3|DPSE
OG0002309	LOC108089991|XP_017043982.1|DFIC	LOC4817161|XP_001356818.1|DPSE
OG0002310	LOC108089934|XP_017043910.1|DFIC	LOC4817996|XP_015035580.2|DPSE
OG0002311	LOC108092641|XP_017047768.1|DFIC	LOC6902405|XP_015036986.1|DPSE
OG0002312	LOC108094830|XP_017051116.1|DFIC, LOC108092756|XP_017047978.1|DFIC, LOC108102215|XP_017062426.1|DFIC	LOC4817953|XP_001357342.4|DPSE
OG0002313	LOC108086743|XP_017039268.1|DFIC	LOC4803967|XP_015039514.1|DPSE
OG0002314	LOC108090276|XP_017044375.1|DFIC	LOC6898050|XP_002138136.1|DPSE
OG0002315	LOC108087756|XP_017040774.1|DFIC	LOC4804144|XP_033233884.1|DPSE
OG0002316	LOC108100005|XP_017059196.1|DFIC	LOC4817270|XP_001356777.3|DPSE
OG0002317	LOC108087466|XP_017040324.1|DFIC	LOC6900355|XP_015042586.1|DPSE
OG0002318	LOC108096066|XP_017052915.1|DFIC	LOC4817648|XP_001357040.2|DPSE
OG0002319	LOC108101422|XP_017061274.1|DFIC, LOC108092758|XP_017047979.1|DFIC	LOC4816342|XP_001356136.2|DPSE
OG0002320	LOC108095166|XP_017051613.1|DFIC	LOC4805511|XP_001361902.2|DPSE
OG0002321	LOC108086766|XP_017039300.1|DFIC	LOC4803680|XP_033234103.1|DPSE
OG0002322	LOC108093380|XP_017048888.1|DFIC	LOC4816583|XP_001356097.4|DPSE
OG0002323	LOC108089911|XP_017043880.1|DFIC	LOC4818190|XP_001357501.2|DPSE
OG0002324	LOC108088897|XP_017042386.1|DFIC	LOC6903667|XP_033239097.1|DPSE, LOC6900270|XP_015044041.2|DPSE
OG0002325	LOC108099894|XP_017059039.1|DFIC	LOC4813316|XP_015042984.1|DPSE
OG0002326	LOC108099946|XP_017059111.1|DFIC	LOC4813019|XP_015042986.2|DPSE
OG0002327	LOC108087201|XP_017039949.1|DFIC	LOC4803139|XP_003736916.2|DPSE
OG0002328	LOC108101856|XP_017061868.1|DFIC, LOC108098365|XP_017056702.1|DFIC	LOC4816611|XP_015036723.1|DPSE
OG0002329	LOC108101332|XP_017061130.1|DFIC	LOC4817602|XP_001357004.1|DPSE
OG0002330	LOC108101309|XP_017061100.1|DFIC	LOC4817604|XP_001357006.3|DPSE
OG0002331	LOC108087588|XP_017040509.1|DFIC	LOC4814533|XP_001355103.2|DPSE
OG0002332	LOC108099204|XP_017058068.1|DFIC	LOC4812068|XP_001352719.3|DPSE
OG0002333	LOC108090862|XP_017045237.1|DFIC	LOC6898614|XP_002138619.3|DPSE
OG0002334	LOC108088098|XP_017041241.1|DFIC, LOC108102217|XP_017062429.1|DFIC	LOC4818020|XP_001357220.3|DPSE
OG0002335	LOC108090351|XP_017044461.1|DFIC	LOC6898566|XP_002138586.3|DPSE
OG0002336	LOC108088276|XP_017041484.1|DFIC	LOC4812124|XP_033240410.1|DPSE
OG0002337	LOC108090748|XP_017045064.1|DFIC	LOC6898867|XP_033234569.1|DPSE
OG0002338	LOC108093519|XP_017049104.1|DFIC	LOC4817780|XP_001357144.3|DPSE
OG0002339	LOC108092440|XP_017047510.1|DFIC	LOC6902511|XP_002133053.3|DPSE
OG0002340	LOC108093491|XP_017049070.1|DFIC	LOC4817014|XP_001356841.3|DPSE
OG0002341	LOC108094055|XP_017049982.1|DFIC	LOC4804085|XP_001360702.1|DPSE
OG0002342	LOC108089895|XP_017043855.1|DFIC	LOC4817341|XP_015035889.1|DPSE
OG0002343	LOC108089881|XP_017043832.1|DFIC	LOC4816738|XP_001355956.3|DPSE
OG0002344	LOC108101718|XP_017061646.1|DFIC	LOC26533548|XP_033236789.1|DPSE
OG0002345	LOC108101500|XP_017061349.1|DFIC	LOC4805000|XP_001361470.2|DPSE
OG0002346	LOC108088211|XP_017041401.1|DFIC	LOC4816108|XP_001355782.2|DPSE
OG0002347	LOC108087722|XP_017040732.1|DFIC	LOC6898047|XP_002138133.2|DPSE
OG0002348	LOC108092697|XP_017047897.1|DFIC	LOC4817306|XP_033235353.1|DPSE
OG0002349	LOC108101507|XP_017061356.1|DFIC	LOC4805002|XP_003736961.3|DPSE
OG0002350	LOC108101499|XP_017061348.1|DFIC	LOC4805001|XP_033234249.1|DPSE
OG0002351	LOC108086765|XP_017039298.1|DFIC	LOC4804275|XP_001360856.3|DPSE
OG0002352	LOC108096869|XP_017054285.1|DFIC	LOC4805198|XP_001361643.2|DPSE
OG0002353	LOC108101396|XP_017061206.1|DFIC	LOC6903361|XP_002132242.2|DPSE
OG0002354	LOC108098748|XP_017057372.1|DFIC	LOC6902362|XP_002133308.1|DPSE
OG0002355	LOC108099167|XP_017058009.1|DFIC	LOC6902745|XP_002133259.2|DPSE
OG0002356	LOC108098251|XP_017056532.1|DFIC	LOC6903123|XP_002132833.3|DPSE, LOC4817496|XP_001356915.2|DPSE
OG0002357	LOC108092112|XP_017047099.1|DFIC	LOC4801730|XP_001358773.2|DPSE
OG0002358	LOC108089254|XP_017042909.1|DFIC	LOC117184099|XP_033236157.1|DPSE, LOC117184409|XP_033237489.1|DPSE
OG0002359	LOC108091356|XP_017045997.1|DFIC	LOC4815909|XP_001355722.1|DPSE
OG0002360	LOC108089871|XP_017043809.1|DFIC, LOC108095212|XP_017051717.1|DFIC	LOC4817280|XP_001356860.1|DPSE
OG0002361	LOC108100376|XP_017059713.1|DFIC	LOC6900843|XP_033237624.1|DPSE
OG0002362	LOC108100879|XP_017060465.1|DFIC	LOC4817195|XP_015035828.2|DPSE
OG0002363	LOC108093503|XP_017049085.1|DFIC	LOC4817299|XP_001356402.1|DPSE
OG0002364	LOC108093343|XP_017048839.1|DFIC	LOC4817033|XP_015035785.2|DPSE
OG0002365	LOC108099149|XP_017058025.1|DFIC, LOC108093476|XP_017049054.1|DFIC	LOC6902796|XP_015035780.2|DPSE
OG0002366	LOC108089924|XP_017043895.1|DFIC	LOC4817444|XP_001356728.3|DPSE
OG0002367	LOC108088590|XP_017041977.1|DFIC, LOC108092424|XP_017047480.1|DFIC	LOC4817078|XP_015036059.2|DPSE
OG0002368	LOC108098213|XP_017056475.1|DFIC	LOC4818128|XP_001357192.1|DPSE
OG0002369	LOC108097673|XP_017055618.1|DFIC	LOC6897896|XP_002137998.2|DPSE, LOC4815283|XP_001354957.3|DPSE
OG0002370	LOC108096763|XP_017054153.1|DFIC, LOC108098305|XP_017056605.1|DFIC	LOC6902704|XP_002133218.2|DPSE
OG0002371	LOC108098340|XP_017056671.1|DFIC	LOC4816330|XP_015036804.1|DPSE
OG0002372	LOC108091491|XP_017046203.1|DFIC	LOC4817792|XP_001357109.4|DPSE
OG0002373	LOC108098283|XP_017056576.1|DFIC	LOC4817344|XP_001356547.1|DPSE
OG0002374	LOC108096001|XP_017052836.1|DFIC	LOC6897161|XP_003736489.2|DPSE
OG0002375	LOC108098560|XP_017057055.1|DFIC	LOC4802018|XP_001359021.1|DPSE
OG0002376	LOC108088152|XP_017041305.1|DFIC	LOC4816111|XP_001355773.1|DPSE
OG0002377	LOC108090123|XP_017044143.1|DFIC	LOC4802440|XP_001359359.2|DPSE
OG0002378	LOC108095432|XP_017052030.1|DFIC	LOC4813788|XP_001353501.1|DPSE
OG0002379	LOC108098222|XP_017056492.1|DFIC	LOC4817489|XP_001356908.3|DPSE
OG0002380	LOC108097273|XP_017054959.1|DFIC	LOC4814921|XP_001355096.1|DPSE
OG0002381	LOC108094063|XP_017049992.1|DFIC	LOC4805350|XP_001361764.1|DPSE
OG0002382	LOC108094412|XP_017050472.1|DFIC	LOC4815218|XP_033240934.1|DPSE
OG0002383	LOC108100625|XP_017060113.1|DFIC	LOC4812321|XP_001352753.2|DPSE
OG0002384	LOC108097121|XP_017054703.1|DFIC	LOC6901166|XP_002133867.3|DPSE
OG0002385	LOC108095025|XP_017051380.1|DFIC	LOC4811846|XP_015044280.1|DPSE
OG0002386	LOC108101048|XP_017060716.1|DFIC	LOC4802901|XP_001359728.3|DPSE
OG0002387	LOC108091616|XP_017046391.1|DFIC	LOC4801234|XP_015037102.2|DPSE
OG0002388	LOC108097084|XP_017054622.1|DFIC	LOC4803095|XP_001359893.3|DPSE
OG0002389	LOC108100556|XP_017060021.1|DFIC, LOC108091684|XP_017046495.1|DFIC	LOC6899197|XP_002136327.3|DPSE, LOC4800421|XP_001357699.1|DPSE
OG0002390	LOC108100110|XP_017059347.1|DFIC	LOC4816772|XP_001356055.3|DPSE
OG0002391	LOC108093616|XP_017049241.1|DFIC	LOC4805399|XP_001361804.2|DPSE
OG0002392	LOC108096453|XP_017053546.1|DFIC	LOC4811994|XP_001352669.3|DPSE
OG0002393	LOC108089554|XP_017043386.1|DFIC	LOC6900032|XP_033237408.1|DPSE, LOC6897885|XP_002137987.1|DPSE
OG0002394	LOC108095748|XP_017052420.1|DFIC	LOC4802422|XP_001359342.2|DPSE
OG0002395	LOC108092123|XP_017047112.1|DFIC	LOC6897931|XP_033236597.1|DPSE
OG0002396	LOC108101835|XP_017061838.1|DFIC	LOC4803356|XP_001360110.3|DPSE
OG0002397	LOC108100618|XP_017060104.1|DFIC	LOC4803333|XP_001357518.1|DPSE
OG0002398	LOC108088671|XP_017042093.1|DFIC	LOC4815335|XP_001354928.3|DPSE
OG0002399	LOC108095069|XP_017051484.1|DFIC	LOC4805672|XP_001362032.2|DPSE
OG0002400	LOC108094051|XP_017049975.1|DFIC	LOC4803936|XP_001360576.3|DPSE
OG0002401	LOC108098393|XP_017056750.1|DFIC	LOC117184353|XP_033237266.1|DPSE
OG0002402	LOC108097693|XP_017055656.1|DFIC	LOC6897836|XP_002137941.2|DPSE
OG0002403	LOC108098023|XP_017056176.1|DFIC	LOC6897835|XP_033232643.1|DPSE
OG0002404	LOC108101989|XP_017062073.1|DFIC	LOC4802777|XP_001359637.2|DPSE
OG0002405	LOC108090213|XP_017044295.1|DFIC	LOC4802446|XP_001359364.3|DPSE
OG0002406	LOC108089467|XP_017043207.1|DFIC	LOC4812613|XP_001352579.3|DPSE
OG0002407	LOC108100771|XP_017060299.1|DFIC	LOC6897412|XP_033234752.1|DPSE
OG0002408	LOC108090173|XP_017044238.1|DFIC	LOC4802434|XP_001359356.1|DPSE
OG0002409	LOC108086900|XP_017039457.1|DFIC	LOC4813025|XP_033240981.1|DPSE
OG0002410	LOC108101099|XP_017060798.1|DFIC	LOC4803285|XP_033241673.1|DPSE
OG0002411	LOC108099525|XP_017058582.1|DFIC	LOC4803036|XP_001359838.1|DPSE
OG0002412	LOC108091130|XP_017045648.1|DFIC	LOC13036350|XP_033233061.1|DPSE
OG0002413	LOC108097340|XP_017055064.1|DFIC	LOC4815497|XP_001355571.1|DPSE
OG0002414	LOC108100354|XP_017059677.1|DFIC	LOC4812263|XP_001352456.2|DPSE
OG0002415	LOC108087988|XP_017041081.1|DFIC	LOC4802615|XP_001359502.4|DPSE
OG0002416	LOC108095064|XP_017051474.1|DFIC	LOC4811848|XP_033237142.1|DPSE
OG0002417	LOC108091482|XP_017046191.1|DFIC	LOC4817743|XP_001357106.1|DPSE
OG0002418	LOC108086364|XP_017038755.1|DFIC	LOC6897797|XP_002137902.2|DPSE
OG0002419	LOC108091345|XP_017045982.1|DFIC	LOC4816016|XP_015041091.2|DPSE
OG0002420	LOC108099130|XP_017057955.1|DFIC	LOC4812067|XP_001352481.1|DPSE
OG0002421	LOC108091897|XP_017046770.1|DFIC	LOC4802153|XP_001359129.3|DPSE
OG0002422	LOC108098524|XP_017056991.1|DFIC	LOC4802717|XP_015038028.1|DPSE
OG0002423	LOC108099912|XP_017059062.1|DFIC	LOC4813902|XP_001353940.2|DPSE
OG0002424	LOC108102181|XP_017062376.1|DFIC	LOC4811794|XP_001352361.1|DPSE
OG0002425	LOC108094636|XP_017050816.1|DFIC	LOC6902297|XP_033240720.1|DPSE, LOC6902295|XP_033240719.1|DPSE
OG0002426	LOC108100325|XP_017059621.1|DFIC	LOC4813386|XP_001353674.3|DPSE
OG0002427	LOC108098420|XP_017056802.1|DFIC	LOC4811793|XP_001352360.3|DPSE
OG0002428	LOC108097469|XP_017055229.1|DFIC	LOC6902138|XP_002133669.2|DPSE
OG0002429	LOC108099125|XP_017057951.1|DFIC	LOC4814034|XP_033238279.1|DPSE
OG0002430	LOC108093978|XP_017049874.1|DFIC	LOC4803493|XP_015039118.2|DPSE
OG0002431	LOC108094923|XP_017051270.1|DFIC	LOC6903882|XP_002136629.1|DPSE
OG0002432	LOC108086504|XP_017038919.1|DFIC	LOC4815138|XP_001355173.3|DPSE
OG0002433	LOC108087927|XP_017041003.1|DFIC	LOC6899369|XP_002136158.2|DPSE
OG0002434	LOC108098800|XP_017057430.1|DFIC	LOC4802132|XP_001359112.3|DPSE
OG0002435	LOC108095538|XP_017052153.1|DFIC	LOC6901476|XP_033239515.1|DPSE
OG0002436	LOC108096816|XP_017054197.1|DFIC	LOC4804876|XP_001361365.2|DPSE
OG0002437	LOC108094853|XP_017051149.1|DFIC	LOC4805164|XP_015040470.2|DPSE
OG0002438	LOC108097127|XP_017054712.1|DFIC	LOC4814729|XP_001354516.3|DPSE
OG0002439	LOC108098164|XP_017056389.1|DFIC	LOC4817941|XP_001357193.3|DPSE
OG0002440	LOC108099884|XP_017059027.1|DFIC	LOC4813289|XP_001353958.3|DPSE
OG0002441	LOC108090797|XP_017045134.1|DFIC	LOC6898791|XP_002138767.3|DPSE
OG0002442	LOC108094012|XP_017049928.1|DFIC	LOC4804000|XP_001360631.2|DPSE
OG0002443	LOC108096725|XP_017054057.1|DFIC	LOC4804882|XP_001361370.4|DPSE
OG0002444	LOC108090818|XP_017045165.1|DFIC	LOC4805701|XP_001362059.3|DPSE
OG0002445	LOC108094756|XP_017051002.1|DFIC	LOC4805150|XP_004444403.3|DPSE
OG0002446	LOC108086710|XP_017039204.1|DFIC	LOC4803985|XP_001360618.3|DPSE
OG0002447	LOC108089506|XP_017043310.1|DFIC	LOC4812897|XP_001354000.2|DPSE
OG0002448	LOC108096900|XP_017054335.1|DFIC	LOC4803694|XP_001360371.1|DPSE
OG0002449	LOC108093759|XP_017049517.1|DFIC	LOC4804176|XP_001360779.2|DPSE
OG0002450	LOC108098845|XP_017057496.1|DFIC	LOC4803233|XP_001360007.2|DPSE
OG0002451	LOC108090390|XP_017044528.1|DFIC	LOC4805044|XP_001361509.3|DPSE
OG0002452	LOC108096972|XP_017054439.1|DFIC	LOC4805209|XP_001361650.4|DPSE
OG0002453	LOC108096884|XP_017054314.1|DFIC	LOC4805210|XP_001361651.1|DPSE
OG0002454	LOC108099952|XP_017059121.1|DFIC	LOC4812861|XP_015043275.2|DPSE
OG0002455	LOC108099942|XP_017059109.1|DFIC	LOC4812860|XP_001353889.3|DPSE
OG0002456	LOC108096875|XP_017054297.1|DFIC	LOC26532019|XP_033234230.1|DPSE
OG0002457	LOC108093622|XP_017049248.1|DFIC	LOC4804903|XP_004444345.2|DPSE
OG0002458	LOC108093432|XP_017048981.1|DFIC	LOC4818175|XP_001357172.4|DPSE
OG0002459	LOC108094847|XP_017051138.1|DFIC	LOC4804388|XP_001360959.3|DPSE
OG0002460	LOC108090981|XP_017045425.1|DFIC	LOC6899070|XP_002138994.1|DPSE
OG0002461	LOC108093708|XP_017049394.1|DFIC	LOC4804095|XP_001360713.2|DPSE
OG0002462	LOC108095189|XP_017051671.1|DFIC	LOC4804604|XP_015040042.2|DPSE
