Orthogroup	DFIC.longest_only	SLEB.longest_only
OG0000772	LOC108090642|XP_017044909.1|DFIC, LOC108087626|XP_017040572.1|DFIC	LOC115634665|XP_030388384.1|SLEB
OG0000774	LOC108090834|XP_017045188.1|DFIC, LOC108090835|XP_017045189.1|DFIC	LOC115634000|XP_030387384.1|SLEB
OG0000775	LOC108087823|XP_017040881.1|DFIC	LOC115624948|XP_030375659.1|SLEB
OG0000775	LOC108096565|XP_017053748.1|DFIC	LOC115634170|XP_030387613.1|SLEB
OG0000778	LOC108089734|XP_017043605.1|DFIC, LOC108101729|XP_017061669.1|DFIC	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB
OG0000779	LOC108088696|XP_017042126.1|DFIC	LOC115626746|XP_030378057.1|SLEB
OG0000780	LOC108090701|XP_017044981.1|DFIC	LOC115623469|XP_030373696.1|SLEB
OG0000781	LOC108098052|XP_017056222.1|DFIC	LOC115626655|XP_030377922.1|SLEB
OG0000782	LOC108100417|XP_017059797.1|DFIC	LOC115623231|XP_030373340.1|SLEB
OG0000782	LOC108095627|XP_017052284.1|DFIC	LOC115629137|XP_030381342.1|SLEB
OG0000783	LOC108100691|XP_017060199.1|DFIC	LOC115620854|XP_030370158.1|SLEB
OG0000783	LOC108097250|XP_017054920.1|DFIC	LOC115633212|XP_030386459.1|SLEB
OG0000784	LOC108099780|XP_017058898.1|DFIC	LOC115632956|XP_030386115.1|SLEB
OG0000784	LOC108097980|XP_017056086.1|DFIC	LOC115628703|XP_030380744.1|SLEB
OG0000785	LOC108097766|XP_017055778.1|DFIC, LOC108088472|XP_017041748.1|DFIC	LOC115621118|XP_030370522.1|SLEB
OG0000786	LOC108098514|XP_017056957.1|DFIC	LOC115620536|XP_030369671.1|SLEB
OG0000787	LOC108087445|XP_017040288.1|DFIC	LOC115632438|XP_030385442.1|SLEB
OG0000787	LOC108097893|XP_017055921.1|DFIC	LOC115629947|XP_030382416.1|SLEB
OG0000788	LOC108100719|XP_017060245.1|DFIC	LOC115631634|XP_030384303.1|SLEB
OG0000788	LOC108088250|XP_017041456.1|DFIC	LOC115628252|XP_030380128.1|SLEB
OG0000789	LOC108093377|XP_017048885.1|DFIC	LOC115629061|XP_030381237.1|SLEB
OG0000789	LOC108093396|XP_017048904.1|DFIC	LOC115629060|XP_030381236.1|SLEB
OG0000790	LOC108091478|XP_017046188.1|DFIC	LOC115628530|XP_030380551.1|SLEB
OG0000791	LOC108095894|XP_017052698.1|DFIC	LOC115629879|XP_030382336.1|SLEB
OG0000791	LOC108088503|XP_017041823.1|DFIC	LOC115621525|XP_030371051.1|SLEB
OG0000792	LOC108095165|XP_017051615.1|DFIC, LOC108095122|XP_017051554.1|DFIC	LOC115631780|XP_030384474.1|SLEB
OG0000793	LOC108101094|XP_017060794.1|DFIC, LOC108097572|XP_017055445.1|DFIC	LOC115623565|XP_030373822.1|SLEB
OG0000794	LOC108101293|XP_017061084.1|DFIC, LOC108097140|XP_017054730.1|DFIC	LOC115629864|XP_030382312.1|SLEB
OG0000795	LOC108091879|XP_017046750.1|DFIC	LOC115629651|XP_030382021.1|SLEB, LOC115625331|XP_030376215.1|SLEB
OG0000796	LOC108098953|XP_017057650.1|DFIC	LOC115620420|XP_030369504.1|SLEB
OG0000796	LOC108091167|XP_017045695.1|DFIC	LOC115626807|XP_030378137.1|SLEB
OG0000797	LOC108098948|XP_017057645.1|DFIC	LOC115623362|XP_030373508.1|SLEB
OG0000798	LOC108094916|XP_017051252.1|DFIC	LOC115626864|XP_030378234.1|SLEB
OG0000798	LOC108094896|XP_017051225.1|DFIC	LOC115628315|XP_030380233.1|SLEB
OG0000799	LOC108088089|XP_017041234.1|DFIC	LOC115622877|XP_030372826.1|SLEB
OG0000799	LOC108097165|XP_017054787.1|DFIC	LOC115629792|XP_030382211.1|SLEB
OG0000800	LOC108093096|XP_017048521.1|DFIC	LOC115624783|XP_030375474.1|SLEB
OG0000801	LOC108096940|XP_017054387.1|DFIC	LOC115626800|XP_030378133.1|SLEB
OG0000802	LOC108097380|XP_017055120.1|DFIC	LOC115628822|XP_030380912.1|SLEB
OG0000803	LOC108100097|XP_017059331.1|DFIC	LOC115630694|XP_030383206.1|SLEB
OG0000803	LOC108100671|XP_017060175.1|DFIC	LOC115622649|XP_030372516.1|SLEB
OG0000804	LOC108086629|XP_017039093.1|DFIC, LOC108091799|XP_017046656.1|DFIC	LOC115623042|XP_030373079.1|SLEB, LOC115622933|XP_030372921.1|SLEB
OG0000805	LOC108087856|XP_017040928.1|DFIC	LOC115633725|XP_030387052.1|SLEB, LOC115633387|XP_030386694.1|SLEB, LOC115633782|XP_030387119.1|SLEB, LOC115631591|XP_030384252.1|SLEB
OG0000806	LOC108094173|XP_017050122.1|DFIC	LOC115631223|XP_030383792.1|SLEB
OG0000810	LOC108094201|XP_017050145.1|DFIC, LOC108087607|XP_017040535.1|DFIC	LOC115633165|XP_030386437.1|SLEB
OG0000811	LOC108101661|XP_017061568.1|DFIC	LOC115634013|XP_030387397.1|SLEB
OG0000811	LOC108090347|XP_017044456.1|DFIC	LOC115627523|XP_030379086.1|SLEB
OG0000812	LOC108094688|XP_017050900.1|DFIC, LOC108096376|XP_017053418.1|DFIC	LOC115628035|XP_030379838.1|SLEB
OG0000813	LOC108096676|XP_017053948.1|DFIC	LOC115621588|XP_030371142.1|SLEB
OG0000813	LOC108097629|XP_017055543.1|DFIC	LOC115631533|XP_030384166.1|SLEB
OG0000814	LOC108098176|XP_017056398.1|DFIC, LOC108097075|XP_017054649.1|DFIC	LOC115631370|XP_030383951.1|SLEB
OG0000815	LOC108089972|XP_017043963.1|DFIC	LOC115628494|XP_030380489.1|SLEB
OG0000816	LOC108091255|XP_017045859.1|DFIC	LOC115626829|XP_030378170.1|SLEB
OG0000816	LOC108096123|XP_017052989.1|DFIC	LOC115623329|XP_030373452.1|SLEB
OG0000817	LOC108095692|XP_017052352.1|DFIC	LOC115625273|XP_030376136.1|SLEB
OG0000817	LOC108095731|XP_017052395.1|DFIC	LOC115625540|XP_030376476.1|SLEB
OG0000818	LOC108092951|XP_017048310.1|DFIC	LOC115627273|XP_030378763.1|SLEB
OG0000818	LOC108094501|XP_017050592.1|DFIC	LOC115627208|XP_030378687.1|SLEB
OG0000819	LOC108101882|XP_017061918.1|DFIC	LOC115629908|XP_030382373.1|SLEB
OG0000819	LOC108101892|XP_017061945.1|DFIC	LOC115629909|XP_030382374.1|SLEB
OG0000820	LOC108097452|XP_017055213.1|DFIC	LOC115629748|XP_030382144.1|SLEB
OG0000820	LOC108096902|XP_017054338.1|DFIC	LOC115633748|XP_030387083.1|SLEB
OG0000821	LOC108087095|XP_017039765.1|DFIC	LOC115621003|XP_030370383.1|SLEB
OG0000821	LOC108096955|XP_017054412.1|DFIC	LOC115634734|XP_030388480.1|SLEB
OG0000822	LOC108099801|XP_017058917.1|DFIC, LOC108089575|XP_017043797.1|DFIC, LOC108100994|XP_017060648.1|DFIC	LOC115626101|XP_030377213.1|SLEB
OG0000823	LOC108087912|XP_017040986.1|DFIC, LOC108087909|XP_017040981.1|DFIC, LOC108088078|XP_017041218.1|DFIC	LOC115621687|XP_030371257.1|SLEB, LOC115621478|XP_030370997.1|SLEB
OG0000824	LOC108094519|XP_017050610.1|DFIC	LOC115631358|XP_030383935.1|SLEB, LOC115631355|XP_030383932.1|SLEB
OG0000825	LOC108099808|XP_017058921.1|DFIC	LOC115631892|XP_030384601.1|SLEB
OG0000825	LOC108094536|XP_017050628.1|DFIC	LOC115631910|XP_030384621.1|SLEB
OG0000826	LOC108093870|XP_017049701.1|DFIC	LOC115625100|XP_030376272.1|SLEB
OG0000827	LOC108093135|XP_017048568.1|DFIC, LOC108093141|XP_017048575.1|DFIC, LOC108093134|XP_017048567.1|DFIC	LOC115632510|XP_030385560.1|SLEB
OG0000828	LOC108091872|XP_017046742.1|DFIC	LOC115621661|XP_030371228.1|SLEB
OG0000828	LOC108091873|XP_017046743.1|DFIC	LOC115621520|XP_030371045.1|SLEB, LOC115621657|XP_030371223.1|SLEB
OG0000830	LOC108088623|XP_017042020.1|DFIC	LOC115627051|XP_030378454.1|SLEB
OG0000831	LOC108100463|XP_017059881.1|DFIC	LOC115620550|XP_030369694.1|SLEB
OG0000832	LOC108093921|XP_017049779.1|DFIC	LOC115630056|XP_030382550.1|SLEB
OG0000832	LOC108094386|XP_017050437.1|DFIC	LOC115626117|XP_030377232.1|SLEB
OG0000833	LOC108088324|XP_017041551.1|DFIC	LOC115633915|XP_030387287.1|SLEB
OG0000834	LOC108088388|XP_017041625.1|DFIC	LOC115622025|XP_030371744.1|SLEB
OG0000835	LOC108089496|XP_017043270.1|DFIC	LOC115633164|XP_030386435.1|SLEB
OG0000836	LOC108094396|XP_017050453.1|DFIC, LOC108089151|XP_017042762.1|DFIC	LOC115631033|XP_030383516.1|SLEB
OG0000837	LOC108090922|XP_017045342.1|DFIC	LOC115633929|XP_030387306.1|SLEB
OG0000837	LOC108086494|XP_017038908.1|DFIC	LOC115629286|XP_030381586.1|SLEB
OG0000838	LOC108096039|XP_017052875.1|DFIC	LOC115631443|XP_030384046.1|SLEB
OG0000838	LOC108096041|XP_017052877.1|DFIC	LOC115631811|XP_030384508.1|SLEB
OG0000839	LOC108090109|XP_017044115.1|DFIC	LOC115623518|XP_030373759.1|SLEB
OG0000839	LOC108101016|XP_017060670.1|DFIC	LOC115623788|XP_030374190.1|SLEB
OG0000840	LOC108094295|XP_017050289.1|DFIC, LOC108095364|XP_017051934.1|DFIC	LOC115627464|XP_030378996.1|SLEB
OG0000841	LOC108096980|XP_017054449.1|DFIC	LOC115621899|XP_030371588.1|SLEB
OG0000842	LOC108101570|XP_017061469.1|DFIC	LOC115634348|XP_030387864.1|SLEB
OG0000842	LOC108093320|XP_017048797.1|DFIC	LOC115620792|XP_030370072.1|SLEB
OG0000843	LOC108090959|XP_017045392.1|DFIC	LOC115623677|XP_030374010.1|SLEB
OG0000844	LOC108090886|XP_017045277.1|DFIC	LOC115620021|XP_030368985.1|SLEB
OG0000844	LOC108098402|XP_017056774.1|DFIC	LOC115623803|XP_030374206.1|SLEB
OG0000845	LOC108091116|XP_017045631.1|DFIC, LOC108091102|XP_017045613.1|DFIC	LOC115629856|XP_030382299.1|SLEB
OG0000846	LOC108088524|XP_017041854.1|DFIC	LOC115621852|XP_030371524.1|SLEB
OG0000847	LOC108096520|XP_017053638.1|DFIC	LOC115634639|XP_030388354.1|SLEB
OG0000847	LOC108101898|XP_017061951.1|DFIC	LOC115626111|XP_030377225.1|SLEB
OG0000848	LOC108092583|XP_017047717.1|DFIC	LOC115632007|XP_030384796.1|SLEB
OG0000848	LOC108094392|XP_017050446.1|DFIC	LOC115626119|XP_030377233.1|SLEB
OG0000849	LOC108088828|XP_017042324.1|DFIC	LOC115630527|XP_030382990.1|SLEB
OG0000849	LOC108101333|XP_017061131.1|DFIC	LOC115623659|XP_030373977.1|SLEB
OG0000850	LOC108096911|XP_017054350.1|DFIC, LOC108096503|XP_017053602.1|DFIC	LOC115634453|XP_030388034.1|SLEB
OG0000850	LOC108096962|XP_017054422.1|DFIC	LOC115633707|XP_030387028.1|SLEB
OG0000852	LOC108087841|XP_017040905.1|DFIC, LOC108087839|XP_017040903.1|DFIC, LOC108087840|XP_017040904.1|DFIC	LOC115625340|XP_030376228.1|SLEB
OG0000854	LOC108092864|XP_017048187.1|DFIC	LOC115627108|XP_030378530.1|SLEB
OG0000855	LOC108097305|XP_017055009.1|DFIC	LOC115626856|XP_030378217.1|SLEB
OG0000856	LOC108097514|XP_017055327.1|DFIC, LOC108088915|XP_017042417.1|DFIC	LOC115624521|XP_030375100.1|SLEB
OG0000857	LOC108098142|XP_017056356.1|DFIC	LOC115633358|XP_030386658.1|SLEB
OG0000858	LOC108087217|XP_017039980.1|DFIC, LOC108087216|XP_017039979.1|DFIC	LOC115620449|XP_030369539.1|SLEB
OG0000860	LOC108099072|XP_017057845.1|DFIC	LOC115632420|XP_030385419.1|SLEB
OG0000861	LOC108087653|XP_017040621.1|DFIC	LOC115634652|XP_030388369.1|SLEB
OG0000862	LOC108095152|XP_017051579.1|DFIC, LOC108102216|XP_017062428.1|DFIC	LOC115634668|XP_030388388.1|SLEB
OG0000863	LOC108099482|XP_017058528.1|DFIC	LOC115625341|XP_030376227.1|SLEB
OG0000864	LOC108092766|XP_017047988.1|DFIC	LOC115626614|XP_030377867.1|SLEB
OG0000864	LOC108095600|XP_017052253.1|DFIC	LOC115629280|XP_030381572.1|SLEB
OG0000865	LOC108098956|XP_017057657.1|DFIC	LOC115623571|XP_030373827.1|SLEB
OG0000866	LOC108101290|XP_017061079.1|DFIC, LOC108101291|XP_017061080.1|DFIC	LOC115632046|XP_030384877.1|SLEB
OG0000867	LOC108089230|XP_017042876.1|DFIC	LOC115629843|XP_030382284.1|SLEB
OG0000868	LOC108091248|XP_017045850.1|DFIC	LOC115626754|XP_030378069.1|SLEB
OG0000869	LOC108098527|XP_017056997.1|DFIC	LOC115624085|XP_030374534.1|SLEB
OG0000870	LOC108090671|XP_017044942.1|DFIC	LOC115631395|XP_030384015.1|SLEB
OG0000871	LOC108087602|XP_017040530.1|DFIC, LOC108087702|XP_017040707.1|DFIC	LOC115623615|XP_030373897.1|SLEB
OG0000872	LOC108088585|XP_017041924.1|DFIC	LOC115629607|XP_030381963.1|SLEB
OG0000872	LOC108090868|XP_017045249.1|DFIC	LOC115633646|XP_030386947.1|SLEB
OG0000873	LOC108093570|XP_017049154.1|DFIC	LOC115634051|XP_030387456.1|SLEB
OG0000874	LOC108090534|XP_017044750.1|DFIC	LOC115633322|XP_030386614.1|SLEB, LOC115628366|XP_030380306.1|SLEB
OG0000875	LOC108100149|XP_017059394.1|DFIC	LOC115624766|XP_030375459.1|SLEB
OG0000877	LOC108088900|XP_017042390.1|DFIC	LOC115633565|XP_030386882.1|SLEB
OG0000877	LOC108092984|XP_017048365.1|DFIC	LOC115629824|XP_030382255.1|SLEB
OG0000878	LOC108096933|XP_017054374.1|DFIC	LOC115627482|XP_030379021.1|SLEB
OG0000879	LOC108094806|XP_017051066.1|DFIC	LOC115634304|XP_030387816.1|SLEB
OG0000880	LOC108092824|XP_017048117.1|DFIC	LOC115626970|XP_030378345.1|SLEB
OG0000880	LOC108089702|XP_017043538.1|DFIC	LOC115622390|XP_030372175.1|SLEB
OG0000881	LOC108093043|XP_017048440.1|DFIC, LOC108093223|XP_017048683.1|DFIC, LOC108093225|XP_017048684.1|DFIC	LOC115632920|XP_030386071.1|SLEB
OG0000882	LOC108098102|XP_017056302.1|DFIC	LOC115629213|XP_030381474.1|SLEB
OG0000883	LOC108097762|XP_017055771.1|DFIC	LOC115629813|XP_030382240.1|SLEB
OG0000884	LOC108089797|XP_017043682.1|DFIC	LOC115629830|XP_030382265.1|SLEB
OG0000885	LOC108087965|XP_017041052.1|DFIC	LOC115621601|XP_030371153.1|SLEB
OG0000886	LOC108087167|XP_017039897.1|DFIC	LOC115621674|XP_030371245.1|SLEB
OG0000887	LOC108091241|XP_017045843.1|DFIC	LOC115626660|XP_030377932.1|SLEB
OG0000888	LOC108099077|XP_017057858.1|DFIC	LOC115632606|XP_030385693.1|SLEB
OG0000889	LOC108088759|XP_017042196.1|DFIC	LOC115632962|XP_030386122.1|SLEB
OG0000890	LOC108096857|XP_017054271.1|DFIC	LOC115620765|XP_030370030.1|SLEB
OG0000891	LOC108092653|XP_017047798.1|DFIC	LOC115631029|XP_030383507.1|SLEB
OG0000891	LOC108093485|XP_017049060.1|DFIC	LOC115631138|XP_030383667.1|SLEB
OG0000892	LOC108100175|XP_017059431.1|DFIC	LOC115623089|XP_030373155.1|SLEB
OG0000892	LOC108100436|XP_017059845.1|DFIC	LOC115630075|XP_030382571.1|SLEB
OG0000893	LOC108093525|XP_017049107.1|DFIC	LOC115623838|XP_030374239.1|SLEB
OG0000894	LOC108098528|XP_017056994.1|DFIC, LOC108091828|XP_017046695.1|DFIC, LOC108098281|XP_017056577.1|DFIC, LOC108089087|XP_017042686.1|DFIC	LOC115625115|XP_030375881.1|SLEB
OG0000895	LOC108090581|XP_017044819.1|DFIC	LOC115633662|XP_030386967.1|SLEB
OG0000896	LOC108097320|XP_017055029.1|DFIC	LOC115629791|XP_030382210.1|SLEB
OG0000897	LOC108095717|XP_017052381.1|DFIC	LOC115625529|XP_030376463.1|SLEB
OG0000897	LOC108095709|XP_017052370.1|DFIC	LOC115625442|XP_030376350.1|SLEB
OG0000898	LOC108090586|XP_017044825.1|DFIC, LOC108096530|XP_017053702.1|DFIC	LOC115626286|XP_030377474.1|SLEB, LOC115629699|XP_030382081.1|SLEB
OG0000899	LOC108099624|XP_017058739.1|DFIC	LOC115620964|XP_030370345.1|SLEB
OG0000900	LOC108096561|XP_017053742.1|DFIC	LOC115634772|XP_030388527.1|SLEB
OG0000900	LOC108096560|XP_017053738.1|DFIC	LOC115634771|XP_030388526.1|SLEB
OG0000901	LOC108090691|XP_017044965.1|DFIC	LOC115624900|XP_030375609.1|SLEB
OG0000902	LOC108095265|XP_017051779.1|DFIC	LOC115627660|XP_030379261.1|SLEB
OG0000902	LOC108095267|XP_017051780.1|DFIC	LOC115627661|XP_030379263.1|SLEB
OG0000903	LOC108089620|XP_017043470.1|DFIC, LOC108089334|XP_017043003.1|DFIC	LOC115632649|XP_030385739.1|SLEB, LOC115632862|XP_030385986.1|SLEB
OG0000906	LOC108086384|XP_017038775.1|DFIC, LOC108086477|XP_017038893.1|DFIC	LOC115634598|XP_030388307.1|SLEB, LOC115634386|XP_030387931.1|SLEB
OG0000907	LOC108090960|XP_017045393.1|DFIC	LOC115623688|XP_030374022.1|SLEB
OG0000909	LOC108097059|XP_017054584.1|DFIC	LOC115629921|XP_030382386.1|SLEB
OG0000909	LOC108087374|XP_017040205.1|DFIC	LOC115629451|XP_030381776.1|SLEB
OG0000910	LOC108095548|XP_017052166.1|DFIC	LOC115629094|XP_030381271.1|SLEB
OG0000911	LOC108094048|XP_017049971.1|DFIC	LOC115628689|XP_030380728.1|SLEB
OG0000912	LOC108096430|XP_017053508.1|DFIC, LOC108096437|XP_017053519.1|DFIC	LOC115633636|XP_030386934.1|SLEB
OG0000913	LOC108089443|XP_017043169.1|DFIC	LOC115624512|XP_030375084.1|SLEB
OG0000914	LOC108086661|XP_017039133.1|DFIC	LOC115634220|XP_030387671.1|SLEB
OG0000915	LOC108090287|XP_017044387.1|DFIC	LOC115634001|XP_030387386.1|SLEB
OG0000916	LOC108101154|XP_017060869.1|DFIC, LOC108094417|XP_017050512.1|DFIC, LOC108092689|XP_017047874.1|DFIC	LOC115631986|XP_030384763.1|SLEB
OG0000917	LOC108092686|XP_017047872.1|DFIC, LOC108092849|XP_017048555.1|DFIC	LOC115632019|XP_030384822.1|SLEB
OG0000918	LOC108092366|XP_017047392.1|DFIC	LOC115625872|XP_030376943.1|SLEB
OG0000921	LOC108097125|XP_017054710.1|DFIC, LOC108097235|XP_017054893.1|DFIC, LOC108097381|XP_017055121.1|DFIC	LOC115630018|XP_030382512.1|SLEB
OG0000923	LOC108099975|XP_017059156.1|DFIC, LOC108099543|XP_017058607.1|DFIC	LOC115623827|XP_030374230.1|SLEB
OG0000924	LOC108091195|XP_017045765.1|DFIC	LOC115629931|XP_030382395.1|SLEB
OG0000925	LOC108086860|XP_017039405.1|DFIC, LOC108086861|XP_017039406.1|DFIC	LOC115621220|XP_030370664.1|SLEB
OG0000926	LOC108091722|XP_017046554.1|DFIC, LOC108089076|XP_017042671.1|DFIC	LOC115623884|XP_030374296.1|SLEB
OG0000926	LOC108096305|XP_017053284.1|DFIC	LOC115624201|XP_030374664.1|SLEB
OG0000927	LOC108096014|XP_017052853.1|DFIC	LOC115621447|XP_030370961.1|SLEB
OG0000927	LOC108095917|XP_017052733.1|DFIC	LOC115620365|XP_030369430.1|SLEB
OG0000928	LOC108102187|XP_017062382.1|DFIC, LOC108102138|XP_017062300.1|DFIC	LOC115626331|XP_030377534.1|SLEB
OG0000929	LOC108092561|XP_017047689.1|DFIC	LOC115631368|XP_030383946.1|SLEB, LOC115631284|XP_030383857.1|SLEB
OG0000929	LOC108092562|XP_017047690.1|DFIC	LOC115631556|XP_030384203.1|SLEB
OG0000930	LOC108089329|XP_017042996.1|DFIC, LOC108089490|XP_017043258.1|DFIC	LOC115622376|XP_030372159.1|SLEB
OG0000931	LOC108096537|XP_017053712.1|DFIC	LOC115624492|XP_030375055.1|SLEB
OG0000931	LOC108101361|XP_017061161.1|DFIC	LOC115634172|XP_030387617.1|SLEB
OG0000932	LOC108100220|XP_017059485.1|DFIC	LOC115622269|XP_030372031.1|SLEB, LOC115629206|XP_030381465.1|SLEB
OG0000932	LOC108100224|XP_017059490.1|DFIC	LOC115622267|XP_030372029.1|SLEB
OG0000933	LOC108095115|XP_017051541.1|DFIC	LOC115634678|XP_030388396.1|SLEB
OG0000933	LOC108095116|XP_017051543.1|DFIC	LOC115634677|XP_030388395.1|SLEB
OG0000934	LOC108090288|XP_017044388.1|DFIC, LOC108090300|XP_017044399.1|DFIC	LOC115634663|XP_030388383.1|SLEB
OG0000935	LOC108097525|XP_017055352.1|DFIC	LOC115620735|XP_030369981.1|SLEB
OG0000936	LOC108101430|XP_017061249.1|DFIC	LOC115630040|XP_030382533.1|SLEB
OG0000937	LOC108086589|XP_017039038.1|DFIC	LOC115621318|XP_030370797.1|SLEB
OG0000938	LOC108094676|XP_017050881.1|DFIC	LOC115629870|XP_030382325.1|SLEB
OG0000939	LOC108100812|XP_017060368.1|DFIC	LOC115631095|XP_030383606.1|SLEB
OG0000940	LOC108095395|XP_017051967.1|DFIC	LOC115629373|XP_030381691.1|SLEB
OG0000940	LOC108100684|XP_017060189.1|DFIC	LOC115628257|XP_030380135.1|SLEB
OG0000941	LOC108096573|XP_017053759.1|DFIC	LOC115626463|XP_030377705.1|SLEB
OG0000941	LOC108097782|XP_017055801.1|DFIC	LOC115630089|XP_030382576.1|SLEB
OG0000942	LOC108093074|XP_017048476.1|DFIC	LOC115623244|XP_030373364.1|SLEB
OG0000943	LOC108093772|XP_017049531.1|DFIC	LOC115620354|XP_030369421.1|SLEB
OG0000944	LOC108097751|XP_017055751.1|DFIC	LOC115627130|XP_030378563.1|SLEB
OG0000945	LOC108100297|XP_017059584.1|DFIC, LOC108100296|XP_017059583.1|DFIC	LOC115624796|XP_030375500.1|SLEB
OG0000946	LOC108100880|XP_017060478.1|DFIC	LOC115630459|XP_030382884.1|SLEB
OG0000947	LOC108090746|XP_017045062.1|DFIC	LOC115634584|XP_030388277.1|SLEB
OG0000948	LOC108099142|XP_017057973.1|DFIC	LOC115632809|XP_030385921.1|SLEB
OG0000949	LOC108095529|XP_017052140.1|DFIC	LOC115629933|XP_030382398.1|SLEB, LOC115629932|XP_030382397.1|SLEB
OG0000950	LOC108097659|XP_017055583.1|DFIC, LOC108096140|XP_017053010.1|DFIC	LOC115624154|XP_030374611.1|SLEB
OG0000951	LOC108087955|XP_017041033.1|DFIC	LOC115620607|XP_030369781.1|SLEB
OG0000952	LOC108093489|XP_017049068.1|DFIC	LOC115631113|XP_030383633.1|SLEB
OG0000954	LOC108094236|XP_017050183.1|DFIC, LOC108094197|XP_017050139.1|DFIC	LOC115624830|XP_030375537.1|SLEB
OG0000955	LOC108091590|XP_017046354.1|DFIC	LOC115620968|XP_030370348.1|SLEB
OG0000956	LOC108101104|XP_017060806.1|DFIC, LOC108101029|XP_017060687.1|DFIC	LOC115623812|XP_030374216.1|SLEB
OG0000957	LOC108093608|XP_017049224.1|DFIC	LOC115632493|XP_030385572.1|SLEB
OG0000957	LOC108093609|XP_017049225.1|DFIC	LOC115632571|XP_030385690.1|SLEB
OG0000958	LOC108087252|XP_017040045.1|DFIC, LOC108095136|XP_017051563.1|DFIC	LOC115621983|XP_030371695.1|SLEB
OG0000959	LOC108092895|XP_017048232.1|DFIC, LOC108095963|XP_017052792.1|DFIC	LOC115622295|XP_030372058.1|SLEB, LOC115622622|XP_030372489.1|SLEB
OG0000960	LOC108097017|XP_017054505.1|DFIC	LOC115626902|XP_030378272.1|SLEB
OG0000961	LOC108096289|XP_017053251.1|DFIC	LOC115633964|XP_030387344.1|SLEB
OG0000961	LOC108096290|XP_017053252.1|DFIC	LOC115633962|XP_030387342.1|SLEB
OG0000963	LOC108088569|XP_017041905.1|DFIC	LOC115627565|XP_030379148.1|SLEB
OG0000964	LOC108093866|XP_017049696.1|DFIC	LOC115629928|XP_030382396.1|SLEB
OG0000965	LOC108088728|XP_017042166.1|DFIC	LOC115633244|XP_030386499.1|SLEB
OG0000966	LOC108096644|XP_017053896.1|DFIC, LOC108086838|XP_017039375.1|DFIC	LOC115633760|XP_030387095.1|SLEB
OG0000968	LOC108089562|XP_017043395.1|DFIC	LOC115628295|XP_030380202.1|SLEB
OG0000969	LOC108095167|XP_017051614.1|DFIC	LOC115629995|XP_030382487.1|SLEB
OG0000969	LOC108086799|XP_017039329.1|DFIC	LOC115633028|XP_030386225.1|SLEB, LOC115621359|XP_030370843.1|SLEB
OG0000970	LOC108095921|XP_017052742.1|DFIC	LOC115620768|XP_030370032.1|SLEB
OG0000971	LOC108101970|XP_017062047.1|DFIC, LOC108098275|XP_017056566.1|DFIC	LOC115631506|XP_030384125.1|SLEB
OG0000972	LOC108093231|XP_017048691.1|DFIC	LOC115632559|XP_030385633.1|SLEB
OG0000972	LOC108092975|XP_017048356.1|DFIC	LOC115633225|XP_030386479.1|SLEB
OG0000973	LOC108097216|XP_017054852.1|DFIC	LOC115633334|XP_030386626.1|SLEB
OG0000974	LOC108100255|XP_017059520.1|DFIC	LOC115622410|XP_030372203.1|SLEB
OG0000975	LOC108102054|XP_017062169.1|DFIC	LOC115621202|XP_030370641.1|SLEB, LOC115623709|XP_030374048.1|SLEB
OG0000976	LOC108097521|XP_017055338.1|DFIC	LOC115625075|XP_030375823.1|SLEB
OG0000977	LOC108097100|XP_017054659.1|DFIC, LOC108097070|XP_017054600.1|DFIC	LOC115625370|XP_030376266.1|SLEB
OG0000978	LOC108096686|XP_017053977.1|DFIC, LOC108092190|XP_017047206.1|DFIC	LOC115623541|XP_030373784.1|SLEB
OG0000979	LOC108096866|XP_017054281.1|DFIC	LOC115628156|XP_030379990.1|SLEB
OG0000980	LOC108095736|XP_017052402.1|DFIC	LOC115621034|XP_030370416.1|SLEB
OG0000980	LOC108091701|XP_017046528.1|DFIC	LOC115621874|XP_030371560.1|SLEB
OG0000981	LOC108089185|XP_017042811.1|DFIC	LOC115632018|XP_030384815.1|SLEB
OG0000982	LOC108098915|XP_017057606.1|DFIC	LOC115624236|XP_030374717.1|SLEB, LOC115624076|XP_030374526.1|SLEB
OG0000984	LOC108095646|XP_017052301.1|DFIC	LOC115623773|XP_030374169.1|SLEB
OG0000984	LOC108093452|XP_017049017.1|DFIC	LOC115626561|XP_030377800.1|SLEB
OG0000985	LOC108093915|XP_017049772.1|DFIC, LOC108093916|XP_017049773.1|DFIC	LOC115633230|XP_030386484.1|SLEB
OG0000986	LOC108098205|XP_017056434.1|DFIC	LOC115631939|XP_030384651.1|SLEB
OG0000986	LOC108094400|XP_017050457.1|DFIC	LOC115632119|XP_030384984.1|SLEB
OG0000987	LOC108093457|XP_017049021.1|DFIC, LOC108091608|XP_017046378.1|DFIC, LOC108091715|XP_017046545.1|DFIC	LOC115621692|XP_030371261.1|SLEB
OG0000988	LOC108093493|XP_017049071.1|DFIC	LOC115631590|XP_030384251.1|SLEB, LOC115629834|XP_030382271.1|SLEB
OG0000990	LOC108097722|XP_017055706.1|DFIC	LOC115626648|XP_030377913.1|SLEB
OG0000991	LOC108097405|XP_017055148.1|DFIC	LOC115620234|XP_030369238.1|SLEB
