Orthogroup	DFIC.longest_only	HILL.longest_only
OG0002141	LOC108094854|XP_017051154.1|DFIC	LOC119658647|XP_037922113.1|HILL
OG0002142	LOC108098652|XP_017057217.1|DFIC	LOC119652352|XP_037912360.1|HILL
OG0002143	LOC108101317|XP_017061109.1|DFIC	LOC119646616|XP_037903050.1|HILL
OG0002144	LOC108101978|XP_017062062.1|DFIC, LOC108101977|XP_017062061.1|DFIC	LOC119660743|XP_037925386.1|HILL
OG0002145	LOC108101124|XP_017060837.1|DFIC	LOC119661362|XP_037926640.1|HILL
OG0002146	LOC108098557|XP_017057051.1|DFIC	LOC119650779|XP_037909815.1|HILL
OG0002147	LOC108095545|XP_017052163.1|DFIC	LOC119657972|XP_037921111.1|HILL
OG0002148	LOC108099016|XP_017057739.1|DFIC	LOC119656565|XP_037918877.1|HILL
OG0002149	LOC108095048|XP_017051439.1|DFIC	LOC119660866|XP_037925690.1|HILL
OG0002150	LOC108094675|XP_017050880.1|DFIC	LOC119646740|XP_037903246.1|HILL
OG0002151	LOC108089259|XP_017042916.1|DFIC	LOC119661168|XP_037926312.1|HILL, LOC119646524|XP_037902916.1|HILL
OG0002152	LOC108087172|XP_017039904.1|DFIC	LOC119652511|XP_037912633.1|HILL
OG0002153	LOC108088381|XP_017041618.1|DFIC	LOC119652345|XP_037912298.1|HILL
OG0002154	LOC108097303|XP_017055007.1|DFIC	LOC119657793|XP_037920805.1|HILL
OG0002155	LOC108086794|XP_017039322.1|DFIC	LOC119658159|XP_037921355.1|HILL
OG0002156	LOC108088801|XP_017042259.1|DFIC	LOC119660802|XP_037925559.1|HILL
OG0002157	LOC108087208|XP_017039962.1|DFIC	LOC119651054|XP_037910311.1|HILL
OG0002158	LOC108096883|XP_017054313.1|DFIC	LOC119651960|XP_037911747.1|HILL, LOC119651888|XP_037911638.1|HILL, LOC119659188|XP_037923076.1|HILL
OG0002159	LOC108101424|XP_017061242.1|DFIC, LOC108087752|XP_017040769.1|DFIC, LOC108087751|XP_017040767.1|DFIC	LOC119651415|XP_037910937.1|HILL
OG0002160	LOC108098661|XP_017057226.1|DFIC	LOC119653182|XP_037913664.1|HILL
OG0002161	LOC108088045|XP_017041169.1|DFIC	LOC119650997|XP_037910210.1|HILL
OG0002162	LOC108087319|XP_017040139.1|DFIC	LOC119659601|XP_037923697.1|HILL
OG0002163	LOC108092988|XP_017048370.1|DFIC	LOC119652577|XP_037912719.1|HILL
OG0002164	LOC108095978|XP_017052811.1|DFIC	LOC119658470|XP_037921820.1|HILL
OG0002165	LOC108098216|XP_017056483.1|DFIC	LOC119651145|XP_037910477.1|HILL
OG0002166	LOC108101390|XP_017061198.1|DFIC, LOC108093235|XP_017048702.1|DFIC	LOC119646480|XP_037902861.1|HILL
OG0002167	LOC108095250|XP_017051767.1|DFIC	LOC119660949|XP_037925889.1|HILL
OG0002168	LOC108090804|XP_017045147.1|DFIC	LOC119658017|XP_037921174.1|HILL
OG0002169	LOC108087562|XP_017040478.1|DFIC	LOC119658302|XP_037921533.1|HILL
OG0002170	LOC108098406|XP_017056778.1|DFIC	LOC119660722|XP_037925301.1|HILL
OG0002171	LOC108087134|XP_017039821.1|DFIC	LOC119657940|XP_037921057.1|HILL
OG0002172	LOC108091668|XP_017046470.1|DFIC	LOC119657818|XP_037920860.1|HILL
OG0002173	LOC108100077|XP_017059306.1|DFIC	LOC119660310|XP_037924716.1|HILL
OG0002174	LOC108092128|XP_017047121.1|DFIC	LOC119651946|XP_037911728.1|HILL
OG0002175	LOC108092129|XP_017047122.1|DFIC	LOC119651947|XP_037911729.1|HILL
OG0002176	LOC108088005|XP_017041106.1|DFIC	LOC119652239|XP_037912142.1|HILL
OG0002177	LOC108087047|XP_017039714.1|DFIC	LOC119651431|XP_037910957.1|HILL
OG0002178	LOC108086559|XP_017039001.1|DFIC	LOC119656556|XP_037918862.1|HILL
OG0002179	LOC108095929|XP_017052754.1|DFIC	LOC119652952|XP_037913273.1|HILL
OG0002180	LOC108099380|XP_017058362.1|DFIC	LOC119653216|XP_037913716.1|HILL
OG0002181	LOC108097753|XP_017055753.1|DFIC	LOC119657501|XP_037920363.1|HILL
OG0002182	LOC108098587|XP_017057116.1|DFIC	LOC119653170|XP_037913639.1|HILL
OG0002183	LOC108095249|XP_017051766.1|DFIC	LOC119654245|XP_037915415.1|HILL
OG0002184	LOC108092105|XP_017047088.1|DFIC	LOC119660227|XP_037924603.1|HILL, LOC119660228|XP_037924604.1|HILL
OG0002185	LOC108097232|XP_017054891.1|DFIC	LOC119651143|XP_037910474.1|HILL
OG0002186	LOC108088137|XP_017041290.1|DFIC	LOC119651163|XP_037910509.1|HILL
OG0002187	LOC108099599|XP_017058704.1|DFIC	LOC119651707|XP_037911348.1|HILL
OG0002188	LOC108090744|XP_017045058.1|DFIC	LOC119656601|XP_037918961.1|HILL
OG0002189	LOC108087726|XP_017040736.1|DFIC	LOC119656534|XP_037918808.1|HILL
OG0002190	LOC108087229|XP_017040002.1|DFIC	LOC119656531|XP_037918804.1|HILL
OG0002191	LOC108096280|XP_017053235.1|DFIC	LOC119658503|XP_037921893.1|HILL
OG0002192	LOC108099957|XP_017059126.1|DFIC	LOC119650042|XP_037908453.1|HILL
OG0002193	LOC108087263|XP_017040059.1|DFIC	LOC119650569|XP_037909314.1|HILL
OG0002194	LOC108088373|XP_017041607.1|DFIC	LOC119651777|XP_037911459.1|HILL
OG0002195	LOC108091954|XP_017046840.1|DFIC	LOC119651763|XP_037911430.1|HILL
OG0002196	LOC108098770|XP_017057391.1|DFIC	LOC119660377|XP_037924823.1|HILL
OG0002197	LOC108099055|XP_017057812.1|DFIC	LOC119651176|XP_037910531.1|HILL
OG0002198	LOC108098571|XP_017057083.1|DFIC	LOC119660590|XP_037925187.1|HILL
OG0002199	LOC108097649|XP_017055569.1|DFIC	LOC119660116|XP_037924433.1|HILL
OG0002200	LOC108095608|XP_017052261.1|DFIC	LOC119652671|XP_037912865.1|HILL
OG0002202	LOC108091962|XP_017046856.1|DFIC	LOC119651531|XP_037911090.1|HILL
OG0002203	LOC108092093|XP_017047072.1|DFIC	LOC119652412|XP_037912453.1|HILL
OG0002204	LOC108095814|XP_017052576.1|DFIC	LOC119651218|XP_037910600.1|HILL
OG0002205	LOC108087106|XP_017039777.1|DFIC	LOC119651865|XP_037911601.1|HILL
OG0002206	LOC108095727|XP_017052391.1|DFIC	LOC119652902|XP_037913206.1|HILL
OG0002207	LOC108102300|XP_017062551.1|DFIC	LOC119650917|XP_037910070.1|HILL
OG0002208	LOC108086288|XP_017038666.1|DFIC	LOC119652747|XP_037912974.1|HILL
OG0002209	LOC108097301|XP_017055005.1|DFIC	LOC119646183|XP_037902493.1|HILL
OG0002210	LOC108090205|XP_017044284.1|DFIC	LOC119652626|XP_037912800.1|HILL
OG0002211	LOC108087311|XP_017040120.1|DFIC	LOC119650782|XP_037909821.1|HILL
OG0002212	LOC108088006|XP_017041107.1|DFIC	LOC119651457|XP_037910991.1|HILL
OG0002213	LOC108091823|XP_017046690.1|DFIC	LOC119656652|XP_037919045.1|HILL
OG0002214	LOC108099299|XP_017058184.1|DFIC	LOC119658013|XP_037921167.1|HILL, LOC119657904|XP_037920992.1|HILL
OG0002215	LOC108098822|XP_017057464.1|DFIC	LOC119651153|XP_037910489.1|HILL
OG0002216	LOC108088458|XP_017041731.1|DFIC	LOC119658048|XP_037921220.1|HILL
OG0002217	LOC108092209|XP_017047227.1|DFIC	LOC119651310|XP_037910765.1|HILL
OG0002218	LOC108094621|XP_017050793.1|DFIC	LOC119657383|XP_037920196.1|HILL
OG0002219	LOC108091699|XP_017046520.1|DFIC	LOC119657494|XP_037920350.1|HILL
OG0002220	LOC108091581|XP_017046346.1|DFIC	LOC119658101|XP_037921295.1|HILL
OG0002221	LOC108087543|XP_017040441.1|DFIC	LOC119648528|XP_037906224.1|HILL
OG0002222	LOC108101839|XP_017061841.1|DFIC	LOC119659466|XP_037923481.1|HILL
OG0002223	LOC108090348|XP_017044458.1|DFIC	LOC119660616|XP_037925236.1|HILL
OG0002224	LOC108093623|XP_017049250.1|DFIC	LOC119659327|XP_037923288.1|HILL
OG0002225	LOC108086987|XP_017039606.1|DFIC	LOC119647812|XP_037904959.1|HILL
OG0002226	LOC108094260|XP_017050214.1|DFIC	LOC119646855|XP_037903406.1|HILL
OG0002227	LOC108096647|XP_017053900.1|DFIC	LOC119654275|XP_037915480.1|HILL
OG0002228	LOC108101584|XP_017061485.1|DFIC	LOC119646814|XP_037903343.1|HILL
OG0002229	LOC108101849|XP_017061857.1|DFIC	LOC119647063|XP_037903749.1|HILL, LOC119647328|XP_037904194.1|HILL
OG0002230	LOC108096628|XP_017053863.1|DFIC	LOC119651222|XP_037910610.1|HILL
OG0002231	LOC108094308|XP_017050318.1|DFIC	LOC119650627|XP_037909458.1|HILL
OG0002232	LOC108095239|XP_017051756.1|DFIC	LOC119647095|XP_037903793.1|HILL
OG0002233	LOC108089607|XP_017043457.1|DFIC	LOC119649443|XP_037907522.1|HILL
OG0002235	LOC108096717|XP_017054041.1|DFIC	LOC119656207|XP_037918530.1|HILL
OG0002236	LOC108090825|XP_017045174.1|DFIC	LOC119654446|XP_037915780.1|HILL
OG0002237	LOC108090738|XP_017045050.1|DFIC	LOC119648981|XP_037906834.1|HILL
OG0002238	LOC108094314|XP_017050331.1|DFIC	LOC119646673|XP_037903131.1|HILL
OG0002239	LOC108096779|XP_017054143.1|DFIC	LOC119650661|XP_037909529.1|HILL, LOC119660823|XP_037925614.1|HILL
OG0002240	LOC108096755|XP_017054103.1|DFIC	LOC119653608|XP_037914303.1|HILL
OG0002241	LOC108087444|XP_017040286.1|DFIC	LOC119649540|XP_037907655.1|HILL
OG0002242	LOC108089040|XP_017042634.1|DFIC	LOC119650457|XP_037909241.1|HILL
OG0002243	LOC108093345|XP_017048842.1|DFIC	LOC119648974|XP_037906824.1|HILL
OG0002244	LOC108099852|XP_017058987.1|DFIC	LOC119648399|XP_037906071.1|HILL
OG0002245	LOC108096294|XP_017053256.1|DFIC	LOC119647821|XP_037904979.1|HILL
OG0002246	LOC108094326|XP_017050358.1|DFIC	LOC119661166|XP_037926309.1|HILL
OG0002247	LOC108096510|XP_017053608.1|DFIC, LOC108090808|XP_017045153.1|DFIC	LOC119649772|XP_037908000.1|HILL
OG0002248	LOC108100445|XP_017059859.1|DFIC	LOC119650105|XP_037908553.1|HILL
OG0002249	LOC108089064|XP_017042662.1|DFIC	LOC119650067|XP_037908492.1|HILL
OG0002250	LOC108095252|XP_017051769.1|DFIC	LOC119661059|XP_037926188.1|HILL
OG0002251	LOC108095109|XP_017051536.1|DFIC	LOC119646912|XP_037903511.1|HILL
OG0002252	LOC108095219|XP_017051724.1|DFIC	LOC119647096|XP_037903794.1|HILL, LOC119661252|XP_037926428.1|HILL, LOC119661187|XP_037926335.1|HILL
OG0002253	LOC108101902|XP_017061960.1|DFIC	LOC119661309|XP_037926529.1|HILL
OG0002254	LOC108099339|XP_017058304.1|DFIC	LOC119659864|XP_037924104.1|HILL
OG0002255	LOC108097416|XP_017055170.1|DFIC	LOC119659877|XP_037924124.1|HILL
OG0002256	LOC108096669|XP_017053930.1|DFIC	LOC119647267|XP_037904084.1|HILL
OG0002257	LOC108086430|XP_017038825.1|DFIC	LOC119659138|XP_037923001.1|HILL
OG0002258	LOC108093143|XP_017048577.1|DFIC	LOC119649712|XP_037907914.1|HILL
OG0002259	LOC108094641|XP_017050832.1|DFIC	LOC119660723|XP_037925304.1|HILL
OG0002260	LOC108100465|XP_017059883.1|DFIC	LOC119650103|XP_037908551.1|HILL
OG0002261	LOC108088901|XP_017042392.1|DFIC	LOC119649098|XP_037907029.1|HILL
OG0002262	LOC108090839|XP_017045194.1|DFIC	LOC119655348|XP_037917128.1|HILL
OG0002263	LOC108089629|XP_017043481.1|DFIC	LOC119649924|XP_037908255.1|HILL
OG0002264	LOC108101837|XP_017061840.1|DFIC	LOC119646417|XP_037902791.1|HILL
OG0002265	LOC108089699|XP_017043536.1|DFIC	LOC119649321|XP_037907351.1|HILL
OG0002266	LOC108100154|XP_017059400.1|DFIC	LOC119649683|XP_037907872.1|HILL
OG0002267	LOC108093872|XP_017049707.1|DFIC	LOC119647746|XP_037904789.1|HILL
OG0002268	LOC108093177|XP_017048622.1|DFIC	LOC119648816|XP_037906597.1|HILL
OG0002269	LOC108087664|XP_017040642.1|DFIC	LOC119661153|XP_037926293.1|HILL
OG0002270	LOC108094001|XP_017049913.1|DFIC	LOC119646408|XP_037902781.1|HILL
OG0002271	LOC108093744|XP_017049503.1|DFIC	LOC119647797|XP_037904933.1|HILL
OG0002272	LOC108100399|XP_017059772.1|DFIC	LOC119647750|XP_037904797.1|HILL
OG0002273	LOC108096319|XP_017053312.1|DFIC	LOC119649571|XP_037907701.1|HILL
OG0002274	LOC108093572|XP_017049157.1|DFIC	LOC119647790|XP_037904910.1|HILL
OG0002275	LOC108099913|XP_017059063.1|DFIC	LOC119647795|XP_037904925.1|HILL
OG0002277	LOC108100628|XP_017060118.1|DFIC	LOC119649061|XP_037906973.1|HILL
OG0002278	LOC108088939|XP_017042451.1|DFIC	LOC119650383|XP_037909050.1|HILL
OG0002279	LOC108096342|XP_017053378.1|DFIC	LOC119648852|XP_037906657.1|HILL, LOC119649155|XP_037907094.1|HILL
OG0002280	LOC108089419|XP_017043112.1|DFIC	LOC119648199|XP_037905723.1|HILL
OG0002281	LOC108089466|XP_017043206.1|DFIC	LOC119648008|XP_037905336.1|HILL
OG0002282	LOC108099127|XP_017057953.1|DFIC	LOC119649086|XP_037907016.1|HILL
OG0002283	LOC108087689|XP_017040685.1|DFIC	LOC119657305|XP_037920132.1|HILL, LOC119657228|XP_037920008.1|HILL, LOC119657393|XP_037920249.1|HILL
OG0002284	LOC108101453|XP_017061284.1|DFIC	LOC119646518|XP_037902906.1|HILL
OG0002285	LOC108095383|XP_017051951.1|DFIC	LOC119650463|XP_037909255.1|HILL
OG0002286	LOC108096864|XP_017054278.1|DFIC	LOC119649955|XP_037908319.1|HILL
OG0002287	LOC108093995|XP_017049905.1|DFIC	LOC119653021|XP_037913392.1|HILL
OG0002288	LOC108093728|XP_017049463.1|DFIC	LOC119648663|XP_037906373.1|HILL
OG0002289	LOC108088972|XP_017042493.1|DFIC	LOC119649250|XP_037907246.1|HILL
OG0002290	LOC108093388|XP_017048895.1|DFIC	LOC119651797|XP_037911508.1|HILL
OG0002291	LOC108093817|XP_017049621.1|DFIC	LOC119647226|XP_037903991.1|HILL
OG0002292	LOC108094312|XP_017050329.1|DFIC	LOC119653533|XP_037914141.1|HILL
OG0002293	LOC108086317|XP_017038707.1|DFIC	LOC119659415|XP_037923419.1|HILL
OG0002294	LOC108097731|XP_017055721.1|DFIC	LOC119661107|XP_037926231.1|HILL
OG0002295	LOC108089970|XP_017043994.1|DFIC, LOC108102227|XP_017062441.1|DFIC, LOC108090066|XP_017044090.1|DFIC	LOC119653230|XP_037913745.1|HILL
OG0002296	LOC108100850|XP_017060459.1|DFIC, LOC108097837|XP_017055851.1|DFIC	LOC119652982|XP_037913322.1|HILL
OG0002297	LOC108098831|XP_017057475.1|DFIC	LOC119659876|XP_037924122.1|HILL
OG0002298	LOC108090973|XP_017045417.1|DFIC	LOC119656593|XP_037918937.1|HILL
OG0002299	LOC108086737|XP_017039257.1|DFIC	LOC119657831|XP_037920880.1|HILL
OG0002300	LOC108093451|XP_017049014.1|DFIC	LOC119653080|XP_037913497.1|HILL
OG0002301	LOC108095790|XP_017052542.1|DFIC	LOC119653049|XP_037913441.1|HILL
OG0002302	LOC108094373|XP_017050407.1|DFIC	LOC119650848|XP_037909921.1|HILL
OG0002303	LOC108095301|XP_017051848.1|DFIC	LOC119653669|XP_037914431.1|HILL
OG0002304	LOC108095515|XP_017052117.1|DFIC, LOC108101750|XP_017061701.1|DFIC	LOC119652508|XP_037912624.1|HILL
OG0002305	LOC108100610|XP_017060088.1|DFIC	LOC119651745|XP_037911403.1|HILL, LOC119651397|XP_037910906.1|HILL, LOC119652571|XP_037912713.1|HILL
OG0002306	LOC108101002|XP_017060657.1|DFIC	LOC119653029|XP_037913402.1|HILL
OG0002308	LOC108097814|XP_017055822.1|DFIC, LOC108097002|XP_017054525.1|DFIC, LOC108101335|XP_017061167.1|DFIC	LOC119650780|XP_037909817.1|HILL
OG0002309	LOC108089991|XP_017043982.1|DFIC	LOC119651381|XP_037910882.1|HILL
OG0002310	LOC108089934|XP_017043910.1|DFIC	LOC119647257|XP_037904066.1|HILL
OG0002311	LOC108092641|XP_017047768.1|DFIC	LOC119652655|XP_037912835.1|HILL
OG0002312	LOC108094830|XP_017051116.1|DFIC, LOC108092756|XP_017047978.1|DFIC, LOC108102215|XP_017062426.1|DFIC	LOC119652707|XP_037912916.1|HILL
OG0002313	LOC108086743|XP_017039268.1|DFIC	LOC119655802|XP_037917826.1|HILL
OG0002314	LOC108090276|XP_017044375.1|DFIC	LOC119655834|XP_037917872.1|HILL, LOC119655507|XP_037917343.1|HILL
OG0002315	LOC108087756|XP_017040774.1|DFIC	LOC119655367|XP_037917156.1|HILL
OG0002316	LOC108100005|XP_017059196.1|DFIC	LOC119651316|XP_037910774.1|HILL, LOC119646240|XP_037902563.1|HILL
OG0002317	LOC108087466|XP_017040324.1|DFIC	LOC119648385|XP_037906049.1|HILL
OG0002318	LOC108096066|XP_017052915.1|DFIC	LOC119655108|XP_037916758.1|HILL
OG0002319	LOC108101422|XP_017061274.1|DFIC, LOC108092758|XP_017047979.1|DFIC	LOC119652959|XP_037913282.1|HILL
OG0002320	LOC108095166|XP_017051613.1|DFIC	LOC119661768|XP_037927170.1|HILL
OG0002321	LOC108086766|XP_017039300.1|DFIC	LOC119654879|XP_037916414.1|HILL
OG0002322	LOC108093380|XP_017048888.1|DFIC	LOC119651720|XP_037911370.1|HILL
OG0002323	LOC108089911|XP_017043880.1|DFIC	LOC119655386|XP_037917185.1|HILL
OG0002324	LOC108088897|XP_017042386.1|DFIC	LOC119649617|XP_037907765.1|HILL
OG0002325	LOC108099894|XP_017059039.1|DFIC	LOC119649629|XP_037907792.1|HILL
OG0002326	LOC108099946|XP_017059111.1|DFIC	LOC119649630|XP_037907797.1|HILL
OG0002327	LOC108087201|XP_017039949.1|DFIC	LOC119647579|XP_037904514.1|HILL
OG0002328	LOC108101856|XP_017061868.1|DFIC, LOC108098365|XP_017056702.1|DFIC	LOC119651995|XP_037911843.1|HILL
OG0002329	LOC108101332|XP_017061130.1|DFIC	LOC119661282|XP_037926486.1|HILL
OG0002330	LOC108101309|XP_017061100.1|DFIC	LOC119659245|XP_037923156.1|HILL
OG0002331	LOC108087588|XP_017040509.1|DFIC	LOC119646483|XP_037902866.1|HILL, LOC119646794|XP_037903311.1|HILL
OG0002332	LOC108099204|XP_017058068.1|DFIC	LOC119659200|XP_037923095.1|HILL
OG0002333	LOC108090862|XP_017045237.1|DFIC	LOC119657902|XP_037920990.1|HILL
OG0002334	LOC108088098|XP_017041241.1|DFIC, LOC108102217|XP_017062429.1|DFIC	LOC119652270|XP_037912182.1|HILL
OG0002335	LOC108090351|XP_017044461.1|DFIC	LOC119656022|XP_037918209.1|HILL
OG0002336	LOC108088276|XP_017041484.1|DFIC	LOC119648710|XP_037906447.1|HILL
OG0002337	LOC108090748|XP_017045064.1|DFIC	LOC119661456|XP_037926740.1|HILL
OG0002338	LOC108093519|XP_017049104.1|DFIC	LOC119646257|XP_037902586.1|HILL
OG0002339	LOC108092440|XP_017047510.1|DFIC	LOC119661238|XP_037926395.1|HILL, LOC119658619|XP_037922043.1|HILL
OG0002340	LOC108093491|XP_017049070.1|DFIC	LOC119646924|XP_037903532.1|HILL
OG0002341	LOC108094055|XP_017049982.1|DFIC	LOC119646973|XP_037903605.1|HILL
OG0002342	LOC108089895|XP_017043855.1|DFIC	LOC119649030|XP_037906931.1|HILL
OG0002343	LOC108089881|XP_017043832.1|DFIC	LOC119660713|XP_037925287.1|HILL
OG0002344	LOC108100548|XP_017060009.1|DFIC, LOC108101718|XP_017061646.1|DFIC	LOC119651744|XP_037911406.1|HILL
OG0002345	LOC108101500|XP_017061349.1|DFIC	LOC119657767|XP_037920762.1|HILL
OG0002346	LOC108088211|XP_017041401.1|DFIC	LOC119651353|XP_037910840.1|HILL, LOC119653163|XP_037913631.1|HILL
OG0002347	LOC108087722|XP_017040732.1|DFIC	LOC119646674|XP_037903132.1|HILL
OG0002348	LOC108092697|XP_017047897.1|DFIC	LOC119647049|XP_037903733.1|HILL
OG0002349	LOC108101507|XP_017061356.1|DFIC	LOC119658296|XP_037921522.1|HILL
OG0002350	LOC108101499|XP_017061348.1|DFIC	LOC119657278|XP_037920050.1|HILL
OG0002351	LOC108086765|XP_017039298.1|DFIC	LOC119646879|XP_037903434.1|HILL
OG0002352	LOC108096869|XP_017054285.1|DFIC	LOC119647139|XP_037903859.1|HILL
OG0002353	LOC108101396|XP_017061206.1|DFIC	LOC119652308|XP_037912247.1|HILL
OG0002354	LOC108098748|XP_017057372.1|DFIC	LOC119652287|XP_037912211.1|HILL
OG0002355	LOC108099167|XP_017058009.1|DFIC	LOC119651278|XP_037910710.1|HILL
OG0002356	LOC108098251|XP_017056532.1|DFIC	LOC119660436|XP_037924918.1|HILL
OG0002357	LOC108092112|XP_017047099.1|DFIC	LOC119653801|XP_037914745.1|HILL
OG0002358	LOC108089254|XP_017042909.1|DFIC	LOC119656951|XP_037919596.1|HILL
OG0002359	LOC108091356|XP_017045997.1|DFIC	LOC119657707|XP_037920678.1|HILL
OG0002360	LOC108089871|XP_017043809.1|DFIC, LOC108095212|XP_017051717.1|DFIC	LOC119652938|XP_037913255.1|HILL
OG0002361	LOC108100376|XP_017059713.1|DFIC	LOC119650828|XP_037909898.1|HILL
OG0002362	LOC108100879|XP_017060465.1|DFIC	LOC119647434|XP_037904283.1|HILL
OG0002363	LOC108093503|XP_017049085.1|DFIC	LOC119652537|XP_037912672.1|HILL
OG0002364	LOC108093343|XP_017048839.1|DFIC	LOC119649693|XP_037907892.1|HILL
OG0002365	LOC108099149|XP_017058025.1|DFIC, LOC108093476|XP_017049054.1|DFIC	LOC119661179|XP_037926325.1|HILL
OG0002366	LOC108089924|XP_017043895.1|DFIC	LOC119661623|XP_037926971.1|HILL
OG0002367	LOC108088590|XP_017041977.1|DFIC, LOC108092424|XP_017047480.1|DFIC	LOC119661318|XP_037926538.1|HILL
OG0002368	LOC108098213|XP_017056475.1|DFIC	LOC119652467|XP_037912566.1|HILL
OG0002369	LOC108097673|XP_017055618.1|DFIC	LOC119649382|XP_037907428.1|HILL, LOC119660565|XP_037925142.1|HILL
OG0002370	LOC108096763|XP_017054153.1|DFIC, LOC108098305|XP_017056605.1|DFIC	LOC119651809|XP_037911527.1|HILL
OG0002371	LOC108098340|XP_017056671.1|DFIC	LOC119656539|XP_037918816.1|HILL, LOC119651032|XP_037910274.1|HILL, LOC119650814|XP_037909880.1|HILL
OG0002372	LOC108091491|XP_017046203.1|DFIC	LOC119660545|XP_037925112.1|HILL, LOC119646395|XP_037902770.1|HILL
OG0002373	LOC108098283|XP_017056576.1|DFIC	LOC119661102|XP_037926219.1|HILL
OG0002374	LOC108096001|XP_017052836.1|DFIC	LOC119653043|XP_037913433.1|HILL
OG0002375	LOC108098560|XP_017057055.1|DFIC	LOC119660203|XP_037924565.1|HILL
OG0002376	LOC108088152|XP_017041305.1|DFIC	LOC119651132|XP_037910455.1|HILL
OG0002377	LOC108090123|XP_017044143.1|DFIC	LOC119659088|XP_037922929.1|HILL
OG0002378	LOC108095432|XP_017052030.1|DFIC	LOC119649998|XP_037908388.1|HILL
OG0002379	LOC108098222|XP_017056492.1|DFIC	LOC119660040|XP_037924350.1|HILL
OG0002380	LOC108097273|XP_017054959.1|DFIC	LOC119646172|XP_037902478.1|HILL
OG0002381	LOC108094063|XP_017049992.1|DFIC	LOC119653793|XP_037914727.1|HILL
OG0002382	LOC108094412|XP_017050472.1|DFIC	LOC119654175|XP_037915288.1|HILL
OG0002383	LOC108100625|XP_017060113.1|DFIC	LOC119655164|XP_037916840.1|HILL
OG0002384	LOC108097121|XP_017054703.1|DFIC	LOC119655722|XP_037917683.1|HILL
OG0002386	LOC108101048|XP_017060716.1|DFIC	LOC119660530|XP_037925082.1|HILL
OG0002387	LOC108091616|XP_017046391.1|DFIC	LOC119658632|XP_037922074.1|HILL
OG0002388	LOC108097084|XP_017054622.1|DFIC	LOC119660597|XP_037925202.1|HILL
OG0002389	LOC108100556|XP_017060021.1|DFIC, LOC108091684|XP_017046495.1|DFIC	LOC119659861|XP_037924097.1|HILL
OG0002390	LOC108100110|XP_017059347.1|DFIC	LOC119660777|XP_037925481.1|HILL
OG0002391	LOC108093616|XP_017049241.1|DFIC	LOC119654799|XP_037916278.1|HILL
OG0002392	LOC108096453|XP_017053546.1|DFIC	LOC119648776|XP_037906538.1|HILL
OG0002393	LOC108089554|XP_017043386.1|DFIC	LOC119650098|XP_037908545.1|HILL
OG0002394	LOC108095748|XP_017052420.1|DFIC	LOC119660569|XP_037925148.1|HILL
OG0002395	LOC108092123|XP_017047112.1|DFIC	LOC119660359|XP_037924794.1|HILL
OG0002396	LOC108101835|XP_017061838.1|DFIC	LOC119646132|XP_037902409.1|HILL
OG0002397	LOC108100618|XP_017060104.1|DFIC	LOC119660308|XP_037924711.1|HILL
OG0002398	LOC108088671|XP_017042093.1|DFIC	LOC119655398|XP_037917203.1|HILL
OG0002399	LOC108095069|XP_017051484.1|DFIC	LOC119654108|XP_037915199.1|HILL
OG0002400	LOC108094051|XP_017049975.1|DFIC	LOC119655117|XP_037916767.1|HILL
OG0002401	LOC108098393|XP_017056750.1|DFIC	LOC119660972|XP_037925964.1|HILL
OG0002402	LOC108097693|XP_017055656.1|DFIC	LOC119658794|XP_037922439.1|HILL
OG0002403	LOC108098023|XP_017056176.1|DFIC	LOC119658795|XP_037922441.1|HILL
OG0002404	LOC108101989|XP_017062073.1|DFIC	LOC119658822|XP_037922481.1|HILL
OG0002405	LOC108090213|XP_017044295.1|DFIC	LOC119658571|XP_037921946.1|HILL
OG0002406	LOC108089467|XP_017043207.1|DFIC	LOC119648375|XP_037906032.1|HILL
OG0002407	LOC108100771|XP_017060299.1|DFIC	LOC119658730|XP_037922320.1|HILL
OG0002408	LOC108090173|XP_017044238.1|DFIC	LOC119660604|XP_037925218.1|HILL
OG0002410	LOC108101099|XP_017060798.1|DFIC	LOC119660586|XP_037925170.1|HILL
OG0002411	LOC108099525|XP_017058582.1|DFIC	LOC119659118|XP_037922970.1|HILL
OG0002412	LOC108091130|XP_017045648.1|DFIC	LOC119658884|XP_037922597.1|HILL
OG0002413	LOC108097340|XP_017055064.1|DFIC	LOC119655404|XP_037917215.1|HILL
OG0002414	LOC108100354|XP_017059677.1|DFIC	LOC119649954|XP_037908318.1|HILL
OG0002415	LOC108087988|XP_017041081.1|DFIC	LOC119659203|XP_037923099.1|HILL
OG0002416	LOC108095064|XP_017051474.1|DFIC	LOC119660796|XP_037925541.1|HILL
OG0002417	LOC108091482|XP_017046191.1|DFIC	LOC119660805|XP_037925571.1|HILL, LOC119646214|XP_037902524.1|HILL
OG0002418	LOC108086364|XP_017038755.1|DFIC	LOC119658681|XP_037922173.1|HILL
OG0002419	LOC108091345|XP_017045982.1|DFIC	LOC119653741|XP_037914593.1|HILL
OG0002420	LOC108099130|XP_017057955.1|DFIC	LOC119647472|XP_037904337.1|HILL
