Orthogroup	DSER.longest_only	BCOP.longest_only
OG0001512	LOC110176730|XP_020798833.1|DSER	LOC119071191|XP_037031860.1|BCOP, LOC119077034|XP_037040054.1|BCOP, LOC119071183|XP_037031848.1|BCOP, LOC119071407|XP_037032181.1|BCOP, LOC119071406|XP_037032179.1|BCOP, LOC119071408|XP_037032182.1|BCOP, LOC119071188|XP_037031857.1|BCOP
OG0001513	LOC110190376|XP_020816448.1|DSER	LOC119071130|XP_037031699.1|BCOP
OG0001515	LOC110179484|XP_020802717.1|DSER	LOC119076873|XP_037039777.1|BCOP
OG0001517	LOC110177408|XP_020799785.1|DSER	LOC119085002|XP_037051073.1|BCOP
OG0001518	LOC110184158|XP_020808225.1|DSER	LOC119067207|XP_037025945.1|BCOP
OG0001534	LOC110187078|XP_020812126.1|DSER	LOC119069790|XP_037029827.1|BCOP
OG0001535	LOC110176048|XP_020797921.1|DSER	LOC119081291|XP_037045952.1|BCOP
OG0001536	LOC110184295|XP_020808441.1|DSER	LOC119083641|XP_037049277.1|BCOP
OG0001537	LOC110178134|XP_020800820.1|DSER	LOC119070285|XP_037030449.1|BCOP, LOC119070287|XP_037030450.1|BCOP
OG0001538	LOC110184208|XP_020808314.1|DSER	LOC119084761|XP_037050722.1|BCOP
OG0001539	LOC110178507|XP_020801315.1|DSER	LOC119080435|XP_037044693.1|BCOP
OG0001540	LOC110176958|XP_020799124.1|DSER	LOC119077061|XP_037040084.1|BCOP
OG0001541	LOC110190308|XP_020816355.1|DSER	LOC119067503|XP_037026408.1|BCOP, LOC119074747|XP_037036905.1|BCOP
OG0001542	LOC110190931|XP_020817256.1|DSER	LOC119083755|XP_037049434.1|BCOP
OG0001543	LOC110184346|XP_020808500.1|DSER	LOC119067212|XP_037025951.1|BCOP
OG0001544	LOC110183061|XP_020806906.1|DSER	LOC119068022|XP_037027277.1|BCOP
OG0001545	LOC110181720|XP_020805235.1|DSER	LOC119071911|XP_037032925.1|BCOP, LOC119067565|XP_037026541.1|BCOP
OG0001546	LOC110181874|XP_020805459.1|DSER	LOC119084624|XP_037050587.1|BCOP, LOC119069480|XP_037029442.1|BCOP, LOC119071884|XP_037032878.1|BCOP
OG0001547	LOC110184470|XP_020808669.1|DSER	LOC119067177|XP_037025885.1|BCOP
OG0001548	LOC110177396|XP_020799760.1|DSER, LOC110181569|XP_020805018.1|DSER	LOC119067604|XP_037026594.1|BCOP
OG0001549	LOC110184857|XP_020809157.1|DSER	LOC119078658|XP_037042167.1|BCOP
OG0001550	LOC110186158|XP_020810868.1|DSER	LOC119067024|XP_037025651.1|BCOP
OG0001551	LOC110190326|XP_020816384.1|DSER	LOC119068659|XP_037028230.1|BCOP
OG0001552	LOC110186522|XP_020811379.1|DSER	LOC119069945|XP_037030067.1|BCOP
OG0001553	LOC110184469|XP_020808668.1|DSER, LOC110184404|XP_020808589.1|DSER	LOC119068481|XP_037027987.1|BCOP, LOC119077795|XP_037041001.1|BCOP
OG0001554	LOC110191002|XP_020817377.1|DSER	LOC119068534|XP_037028040.1|BCOP
OG0001556	LOC110191542|XP_020818073.1|DSER	LOC119069503|XP_037029472.1|BCOP
OG0001557	LOC110184225|XP_020808338.1|DSER	LOC119077131|XP_037040206.1|BCOP
OG0001558	LOC110184399|XP_020808581.1|DSER	LOC119085650|XP_037051990.1|BCOP
OG0001559	LOC110176420|XP_020798422.1|DSER	LOC119069552|XP_037029526.1|BCOP, LOC119067227|XP_037025974.1|BCOP
OG0001560	LOC110185398|XP_020809843.1|DSER	LOC119070423|XP_037030655.1|BCOP
OG0001561	LOC110187697|XP_020812791.1|DSER	LOC119078770|XP_037042373.1|BCOP
OG0001562	LOC110185599|XP_020810201.1|DSER	LOC119073818|XP_037035490.1|BCOP
OG0001563	LOC110179403|XP_020802586.1|DSER	LOC119067500|XP_037026402.1|BCOP
OG0001564	LOC110191232|XP_020817661.1|DSER	LOC119067239|XP_037025996.1|BCOP
OG0001565	LOC110185603|XP_020810208.1|DSER	LOC119067360|XP_037026166.1|BCOP
OG0001566	LOC110188333|XP_020813700.1|DSER	LOC119067590|XP_037026583.1|BCOP
OG0001567	LOC110179297|XP_020802442.1|DSER	LOC119085861|XP_037052270.1|BCOP
OG0001568	LOC110176511|XP_020798546.1|DSER	LOC119069780|XP_037029810.1|BCOP
OG0001570	LOC110184133|XP_020808204.1|DSER	LOC119070649|XP_037030978.1|BCOP, LOC119070659|XP_037030988.1|BCOP, LOC119067461|XP_037026342.1|BCOP
OG0001571	LOC110183341|XP_020807251.1|DSER	LOC119066962|XP_037025589.1|BCOP
OG0001572	LOC110175939|XP_020797779.1|DSER	LOC119073400|XP_037034725.1|BCOP
OG0001573	LOC110189850|XP_020815719.1|DSER	LOC119082450|XP_037047868.1|BCOP, LOC119083348|XP_037048936.1|BCOP
OG0001574	LOC110182651|XP_020806378.1|DSER	LOC119071041|XP_037031536.1|BCOP, LOC119073628|XP_037035113.1|BCOP
OG0001575	LOC110188133|XP_020813380.1|DSER	LOC119070120|XP_037030329.1|BCOP, LOC119071146|XP_037031769.1|BCOP
OG0001576	LOC110190997|XP_020817369.1|DSER	LOC119082146|XP_037047441.1|BCOP, LOC119084794|XP_037050755.1|BCOP
OG0001577	LOC110176408|XP_020798407.1|DSER	LOC119076585|XP_037039324.1|BCOP
OG0001578	LOC110189352|XP_020815053.1|DSER	LOC119066452|XP_037024848.1|BCOP, LOC119085051|XP_037051162.1|BCOP, LOC119085839|XP_037052237.1|BCOP, LOC119082619|XP_037048073.1|BCOP
OG0001579	LOC110180100|XP_020803384.1|DSER	LOC119083540|XP_037049158.1|BCOP
OG0001580	LOC110189292|XP_020814982.1|DSER	LOC119080394|XP_037044608.1|BCOP
OG0001581	LOC110179377|XP_020802550.1|DSER	LOC119081125|XP_037045764.1|BCOP
OG0001582	LOC110180013|XP_020803265.1|DSER	LOC119073350|XP_037034640.1|BCOP
OG0001584	LOC110178634|XP_020801480.1|DSER	LOC119074639|XP_037036814.1|BCOP, LOC119067311|XP_037026114.1|BCOP
OG0001585	LOC110184222|XP_020808333.1|DSER	LOC119067960|XP_037027182.1|BCOP
OG0001586	LOC110176704|XP_020798801.1|DSER, LOC110182108|XP_020805774.1|DSER	LOC119081213|XP_037045828.1|BCOP
OG0001587	LOC110176671|XP_020798765.1|DSER	LOC119071784|XP_037032739.1|BCOP
OG0001588	LOC110191903|XP_020818551.1|DSER	LOC119073902|XP_037035686.1|BCOP
OG0001589	LOC110188771|XP_020814263.1|DSER	LOC119072887|XP_037034105.1|BCOP
OG0001590	LOC110179414|XP_020802604.1|DSER	LOC119071876|XP_037032846.1|BCOP
OG0001591	LOC110186457|XP_020811300.1|DSER	LOC119082064|XP_037047296.1|BCOP
OG0001592	LOC110183909|XP_020807913.1|DSER, LOC110177979|XP_020800631.1|DSER, LOC110183904|XP_020807907.1|DSER	LOC119066743|XP_037025260.1|BCOP
OG0001593	LOC110184822|XP_020809124.1|DSER	LOC119066748|XP_037025272.1|BCOP, LOC119066741|XP_037025258.1|BCOP
OG0001595	LOC110179333|XP_020802486.1|DSER	LOC119073618|XP_037035090.1|BCOP
OG0001596	LOC110185795|XP_020810458.1|DSER	LOC119074048|XP_037035889.1|BCOP, LOC119082323|XP_037047717.1|BCOP, LOC119078412|XP_037041808.1|BCOP, LOC119077099|XP_037040151.1|BCOP
OG0001597	LOC110184514|XP_020808741.1|DSER, LOC110184512|XP_020808733.1|DSER	LOC119081933|XP_037047081.1|BCOP
OG0001598	LOC110185984|XP_020810666.1|DSER	LOC119081944|XP_037047103.1|BCOP
OG0001599	LOC110185981|XP_020810664.1|DSER	LOC119077001|XP_037040003.1|BCOP
OG0001601	LOC110185872|XP_020810542.1|DSER	LOC119078696|XP_037042253.1|BCOP
OG0001602	LOC110183735|XP_020807740.1|DSER	LOC119085260|XP_037051503.1|BCOP
OG0001603	LOC110177883|XP_020800506.1|DSER	LOC119072752|XP_037033933.1|BCOP, LOC119072750|XP_037033931.1|BCOP
OG0001604	LOC110188612|XP_020814040.1|DSER, LOC110184676|XP_020808943.1|DSER, LOC110179581|XP_020802833.1|DSER	LOC119084493|XP_037050394.1|BCOP
OG0001605	LOC110190889|XP_020817209.1|DSER	LOC119073863|XP_037035623.1|BCOP
OG0001606	LOC110185536|XP_020810103.1|DSER, LOC110187183|XP_020812241.1|DSER	LOC119071515|XP_037032285.1|BCOP
OG0001607	LOC110184865|XP_020809169.1|DSER	LOC119081917|XP_037047049.1|BCOP
OG0001608	LOC110185092|XP_020809442.1|DSER	LOC119069430|XP_037029382.1|BCOP, LOC119070907|XP_037031331.1|BCOP
OG0001609	LOC110177790|XP_020800318.1|DSER	LOC119080234|XP_037044376.1|BCOP
OG0001610	LOC110185752|XP_020810410.1|DSER	LOC119085960|XP_037052411.1|BCOP
OG0001611	LOC110184973|XP_020809283.1|DSER	LOC119078606|XP_037042095.1|BCOP
OG0001612	LOC110177030|XP_020799206.1|DSER	LOC119068420|XP_037027884.1|BCOP, LOC119085336|XP_037051614.1|BCOP
OG0001613	LOC110183325|XP_020807231.1|DSER	LOC119078421|XP_037041823.1|BCOP
OG0001614	LOC110188952|XP_020814551.1|DSER	LOC119084837|XP_037050828.1|BCOP
OG0001615	LOC110185059|XP_020809394.1|DSER, LOC110185017|XP_020809328.1|DSER, LOC110185014|XP_020809326.1|DSER	LOC119082410|XP_037047838.1|BCOP
OG0001616	LOC110180777|XP_020804116.1|DSER, LOC110184944|XP_020809249.1|DSER	LOC119075332|XP_037037655.1|BCOP
OG0001617	LOC110181353|XP_020804732.1|DSER	LOC119071474|XP_037032218.1|BCOP
OG0001618	LOC110183368|XP_020807289.1|DSER	LOC119078628|XP_037042122.1|BCOP
OG0001619	LOC110179866|XP_020803125.1|DSER, LOC110181417|XP_020804817.1|DSER	LOC119071103|XP_037031640.1|BCOP
OG0001620	LOC110180997|XP_020804335.1|DSER	LOC119085342|XP_037051620.1|BCOP
OG0001621	LOC110188940|XP_020814538.1|DSER	LOC119066774|XP_037025323.1|BCOP, LOC119080914|XP_037045424.1|BCOP, LOC119077640|XP_037040755.1|BCOP, LOC119070524|XP_037030795.1|BCOP, LOC119066295|XP_037024565.1|BCOP, LOC119083210|XP_037048772.1|BCOP
OG0001622	LOC110179079|XP_020802118.1|DSER	LOC119068566|XP_037028089.1|BCOP
OG0001623	LOC110178195|XP_020800888.1|DSER	LOC119083103|XP_037048625.1|BCOP, LOC119083105|XP_037048631.1|BCOP, LOC119083108|XP_037048635.1|BCOP
OG0001624	LOC110180584|XP_020803935.1|DSER	LOC119085274|XP_037051523.1|BCOP, LOC119075636|XP_037038012.1|BCOP
OG0001625	LOC110185136|XP_020809495.1|DSER	LOC119066260|XP_037024508.1|BCOP
OG0001626	LOC110176832|XP_020798943.1|DSER	LOC119074811|XP_037036993.1|BCOP
OG0001628	LOC110186154|XP_020810863.1|DSER	LOC119076696|XP_037039506.1|BCOP
OG0001629	LOC110182511|XP_020806219.1|DSER	LOC119077391|XP_037040487.1|BCOP
OG0001630	LOC110188658|XP_020814103.1|DSER	LOC119077822|XP_037041025.1|BCOP
OG0001631	LOC110187837|XP_020812975.1|DSER	LOC119083402|XP_037049016.1|BCOP, LOC119076405|XP_037039027.1|BCOP
OG0001632	LOC110183479|XP_020807418.1|DSER	LOC119068038|XP_037027298.1|BCOP, LOC119068036|XP_037027296.1|BCOP
OG0001633	LOC110186992|XP_020812008.1|DSER	LOC119084121|XP_037049869.1|BCOP, LOC119077838|XP_037041049.1|BCOP
OG0001634	LOC110184526|XP_020808760.1|DSER	LOC119073458|XP_037034849.1|BCOP, LOC119071722|XP_037032634.1|BCOP, LOC119085412|XP_037051717.1|BCOP
OG0001635	LOC110176436|XP_020798445.1|DSER	LOC119073768|XP_037035330.1|BCOP
OG0001636	LOC110183894|XP_020807899.1|DSER, LOC110188003|XP_020813184.1|DSER	LOC119066825|XP_037025377.1|BCOP, LOC119069449|XP_037029399.1|BCOP, LOC119086042|XP_037052511.1|BCOP
OG0001637	LOC110188002|XP_020813187.1|DSER	LOC119072635|XP_037033773.1|BCOP, LOC119085107|XP_037051257.1|BCOP
OG0001638	LOC110183246|XP_020807126.1|DSER, LOC110183253|XP_020807137.1|DSER	LOC119076967|XP_037039954.1|BCOP, LOC119073720|XP_037035241.1|BCOP
OG0001639	LOC110189588|XP_020815379.1|DSER	LOC119076591|XP_037039330.1|BCOP
OG0001640	LOC110177161|XP_020799405.1|DSER	LOC119076800|XP_037039659.1|BCOP
OG0001641	LOC110188231|XP_020813543.1|DSER	LOC119083470|XP_037049086.1|BCOP, LOC119079711|XP_037043663.1|BCOP
OG0001642	LOC110179721|XP_020802999.1|DSER, LOC110185296|XP_020809703.1|DSER	LOC119066090|XP_037024257.1|BCOP
OG0001643	LOC110176906|XP_020799054.1|DSER	LOC119078224|XP_037041579.1|BCOP
OG0001645	LOC110177791|XP_020800319.1|DSER	LOC119071400|XP_037032171.1|BCOP, LOC119071401|XP_037032172.1|BCOP
OG0001646	LOC110182597|XP_020806315.1|DSER	LOC119071297|XP_037032066.1|BCOP, LOC119071313|XP_037032088.1|BCOP, LOC119071315|XP_037032093.1|BCOP, LOC119071414|XP_037032186.1|BCOP, LOC119071415|XP_037032187.1|BCOP, LOC119071312|XP_037032086.1|BCOP
OG0001647	LOC110189703|XP_020815538.1|DSER	LOC119066071|XP_037024196.1|BCOP
OG0001648	LOC110185328|XP_020809759.1|DSER	LOC119074220|XP_037036116.1|BCOP
OG0001649	LOC110176775|XP_020798872.1|DSER, LOC110189607|XP_020815401.1|DSER	LOC119082638|XP_037048099.1|BCOP, LOC119082195|XP_037047524.1|BCOP
OG0001650	LOC110177865|XP_020800470.1|DSER	LOC119085352|XP_037051622.1|BCOP
OG0001651	LOC110177581|XP_020800026.1|DSER	LOC119081719|XP_037046753.1|BCOP
OG0001652	LOC110178956|XP_020801917.1|DSER	LOC119070872|XP_037031280.1|BCOP
OG0001653	LOC110179817|XP_020803082.1|DSER	LOC119071874|XP_037032844.1|BCOP
OG0001654	LOC110184242|XP_020808394.1|DSER	LOC119069545|XP_037029520.1|BCOP
OG0001655	LOC110191811|XP_020818427.1|DSER	LOC119077077|XP_037040131.1|BCOP, LOC119083695|XP_037049375.1|BCOP
OG0001656	LOC110185925|XP_020810596.1|DSER	LOC119068316|XP_037027759.1|BCOP, LOC119067357|XP_037026162.1|BCOP, LOC119071770|XP_037032715.1|BCOP
OG0001657	LOC110176149|XP_020798045.1|DSER	LOC119086068|XP_037052539.1|BCOP
OG0001658	LOC110179017|XP_020802018.1|DSER	LOC119071227|XP_037031938.1|BCOP
OG0001659	LOC110189966|XP_020815914.1|DSER	LOC119071248|XP_037031981.1|BCOP
OG0001660	LOC110191317|XP_020817797.1|DSER	LOC119082328|XP_037047729.1|BCOP
OG0001661	LOC110191057|XP_020817445.1|DSER	LOC119078813|XP_037042413.1|BCOP, LOC119085962|XP_037052414.1|BCOP
OG0001678	LOC110184410|XP_020808603.1|DSER	LOC119084546|XP_037050454.1|BCOP, LOC119077826|XP_037041028.1|BCOP
OG0001679	LOC110181508|XP_020804936.1|DSER	LOC119068406|XP_037027864.1|BCOP
OG0001680	LOC110184253|XP_020808373.1|DSER	LOC119067812|XP_037026859.1|BCOP
OG0001681	LOC110175960|XP_020797808.1|DSER	LOC119070363|XP_037030555.1|BCOP, LOC119076744|XP_037039584.1|BCOP
OG0001682	LOC110187775|XP_020812898.1|DSER	LOC119085255|XP_037051487.1|BCOP, LOC119069413|XP_037029357.1|BCOP, LOC119078998|XP_037042658.1|BCOP
OG0001683	LOC110183824|XP_020807835.1|DSER	LOC119070881|XP_037031295.1|BCOP
OG0001684	LOC110185402|XP_020809861.1|DSER	LOC119077200|XP_037040276.1|BCOP, LOC119076428|XP_037039068.1|BCOP
OG0001685	LOC110181199|XP_020804539.1|DSER	LOC119077691|XP_037040851.1|BCOP
OG0001686	LOC110182030|XP_020805619.1|DSER	LOC119069627|XP_037029621.1|BCOP
OG0001687	LOC110185531|XP_020810098.1|DSER	LOC119068651|XP_037028222.1|BCOP
OG0001688	LOC110181533|XP_020804972.1|DSER	LOC119076000|XP_037038468.1|BCOP
OG0001689	LOC110179493|XP_020802726.1|DSER	LOC119075265|XP_037037557.1|BCOP, LOC119084308|XP_037050123.1|BCOP, LOC119069045|XP_037028810.1|BCOP
OG0001690	LOC110190827|XP_020817145.1|DSER	LOC119080524|XP_037044829.1|BCOP
OG0001691	LOC110177061|XP_020799236.1|DSER	LOC119077971|XP_037041247.1|BCOP
OG0001693	LOC110184239|XP_020808354.1|DSER, LOC110187861|XP_020813005.1|DSER	LOC119069078|XP_037028850.1|BCOP
OG0001694	LOC110183673|XP_020807671.1|DSER, LOC110187998|XP_020813180.1|DSER	LOC119069932|XP_037030051.1|BCOP
OG0001695	LOC110189435|XP_020815165.1|DSER	LOC119067243|XP_037026004.1|BCOP
OG0001696	LOC110186234|XP_020810957.1|DSER	LOC119067018|XP_037025641.1|BCOP
OG0001697	LOC110191120|XP_020817528.1|DSER	LOC119067851|XP_037026983.1|BCOP
OG0001698	LOC110184187|XP_020808257.1|DSER	LOC119068832|XP_037028497.1|BCOP
OG0001699	LOC110189749|XP_020815619.1|DSER	LOC119067858|XP_037026990.1|BCOP
OG0001700	LOC110184928|XP_020809234.1|DSER	LOC119077575|XP_037040681.1|BCOP, LOC119084064|XP_037049798.1|BCOP
OG0001701	LOC110191392|XP_020817907.1|DSER	LOC119069177|XP_037028999.1|BCOP
OG0001702	LOC110183213|XP_020807085.1|DSER	LOC119066373|XP_037024692.1|BCOP
OG0001703	LOC110191141|XP_020817554.1|DSER	LOC119068930|XP_037028690.1|BCOP
OG0001704	LOC110191123|XP_020817534.1|DSER	LOC119068928|XP_037028688.1|BCOP
OG0001705	LOC110176417|XP_020798418.1|DSER	LOC119067910|XP_037027098.1|BCOP
OG0001706	LOC110188790|XP_020814302.1|DSER, LOC110188787|XP_020814293.1|DSER	LOC119081527|XP_037046427.1|BCOP
OG0001707	LOC110191323|XP_020817805.1|DSER	LOC119070533|XP_037030802.1|BCOP
OG0001708	LOC110191291|XP_020817759.1|DSER	LOC119068790|XP_037028445.1|BCOP
OG0001709	LOC110183571|XP_020807538.1|DSER	LOC119068970|XP_037028730.1|BCOP
OG0001711	LOC110188278|XP_020813631.1|DSER	LOC119070360|XP_037030550.1|BCOP
OG0001712	LOC110191382|XP_020817896.1|DSER	LOC119069168|XP_037028972.1|BCOP
OG0001713	LOC110177416|XP_020799792.1|DSER	LOC119070411|XP_037030638.1|BCOP
OG0001714	LOC110188055|XP_020813264.1|DSER	LOC119068105|XP_037027426.1|BCOP
OG0001715	LOC110179103|XP_020802150.1|DSER	LOC119068244|XP_037027670.1|BCOP
OG0001716	LOC110179735|XP_020803011.1|DSER	LOC119081196|XP_037045807.1|BCOP
OG0001717	LOC110191357|XP_020817863.1|DSER, LOC110191276|XP_020817731.1|DSER	LOC119067038|XP_037025668.1|BCOP
OG0001718	LOC110177371|XP_020799727.1|DSER	LOC119067040|XP_037025672.1|BCOP
OG0001719	LOC110190942|XP_020817276.1|DSER	LOC119068687|XP_037028261.1|BCOP, LOC119068679|XP_037028259.1|BCOP
OG0001720	LOC110191107|XP_020817511.1|DSER	LOC119070509|XP_037030762.1|BCOP
OG0001721	LOC110186912|XP_020811891.1|DSER	LOC119067428|XP_037026293.1|BCOP
OG0001722	LOC110190597|XP_020816849.1|DSER	LOC119074593|XP_037036734.1|BCOP
OG0001723	LOC110189385|XP_020815094.1|DSER	LOC119083678|XP_037049357.1|BCOP
OG0001724	LOC110176796|XP_020798891.1|DSER, LOC110189504|XP_020815271.1|DSER	LOC119074111|XP_037035969.1|BCOP
OG0001725	LOC110178005|XP_020800666.1|DSER	LOC119073997|XP_037035821.1|BCOP
OG0001726	LOC110190130|XP_020816113.1|DSER	LOC119073360|XP_037034663.1|BCOP
OG0001727	LOC110188409|XP_020813793.1|DSER	LOC119070539|XP_037030810.1|BCOP
OG0001728	LOC110178286|XP_020801016.1|DSER	LOC119076376|XP_037038987.1|BCOP, LOC119081678|XP_037046662.1|BCOP
OG0001729	LOC110180250|XP_020803566.1|DSER	LOC119079298|XP_037042980.1|BCOP
OG0001730	LOC110184955|XP_020809261.1|DSER	LOC119085974|XP_037052431.1|BCOP
OG0001731	LOC110189248|XP_020814911.1|DSER	LOC119077466|XP_037040571.1|BCOP, LOC119075429|XP_037037762.1|BCOP
OG0001733	LOC110179330|XP_020802482.1|DSER	LOC119083620|XP_037049252.1|BCOP, LOC119083619|XP_037049251.1|BCOP
OG0001734	LOC110188963|XP_020814565.1|DSER	LOC119075456|XP_037037792.1|BCOP, LOC119070476|XP_037030728.1|BCOP
OG0001735	LOC110190783|XP_020817079.1|DSER, LOC110190784|XP_020817080.1|DSER	LOC119073264|XP_037034537.1|BCOP
OG0001736	LOC110178468|XP_020801267.1|DSER, LOC110178492|XP_020801299.1|DSER	LOC119080231|XP_037044373.1|BCOP
OG0001737	LOC110177053|XP_020799230.1|DSER	LOC119080960|XP_037045487.1|BCOP
OG0001738	LOC110190299|XP_020816343.1|DSER	LOC119080843|XP_037045298.1|BCOP
OG0001739	LOC110182624|XP_020806346.1|DSER, LOC110184026|XP_020808050.1|DSER	LOC119080808|XP_037045274.1|BCOP
OG0001740	LOC110178533|XP_020801350.1|DSER	LOC119075498|XP_037037858.1|BCOP, LOC119070240|XP_037030407.1|BCOP
OG0001741	LOC110186261|XP_020811027.1|DSER	LOC119073401|XP_037034730.1|BCOP, LOC119085850|XP_037052253.1|BCOP
OG0001742	LOC110178302|XP_020801050.1|DSER	LOC119080199|XP_037044335.1|BCOP
OG0001743	LOC110177583|XP_020800023.1|DSER	LOC119076138|XP_037038711.1|BCOP
OG0001744	LOC110189667|XP_020815470.1|DSER	LOC119079410|XP_037043196.1|BCOP
OG0001745	LOC110181156|XP_020804493.1|DSER	LOC119081729|XP_037046785.1|BCOP
OG0001746	LOC110185160|XP_020809524.1|DSER	LOC119085490|XP_037051801.1|BCOP
OG0001747	LOC110177915|XP_020800551.1|DSER	LOC119079630|XP_037043520.1|BCOP
OG0001748	LOC110190693|XP_020816965.1|DSER	LOC119081126|XP_037045765.1|BCOP
OG0001749	LOC110178200|XP_020800897.1|DSER	LOC119079661|XP_037043605.1|BCOP
OG0001750	LOC110178180|XP_020800875.1|DSER	LOC119079658|XP_037043596.1|BCOP
OG0001751	LOC110189902|XP_020815824.1|DSER	LOC119080835|XP_037045288.1|BCOP
OG0001752	LOC110190701|XP_020816972.1|DSER	LOC119080955|XP_037045480.1|BCOP
OG0001753	LOC110177580|XP_020800020.1|DSER	LOC119073253|XP_037034509.1|BCOP
OG0001754	LOC110190951|XP_020817294.1|DSER	LOC119073323|XP_037034608.1|BCOP
OG0001755	LOC110177593|XP_020800036.1|DSER	LOC119076046|XP_037038572.1|BCOP
OG0001756	LOC110188948|XP_020814547.1|DSER	LOC119074519|XP_037036577.1|BCOP
OG0001757	LOC110189713|XP_020815561.1|DSER	LOC119074147|XP_037036042.1|BCOP
OG0001758	LOC110189895|XP_020815807.1|DSER	LOC119080723|XP_037045104.1|BCOP
OG0001759	LOC110176785|XP_020798880.1|DSER, LOC110189489|XP_020815238.1|DSER	LOC119073603|XP_037035073.1|BCOP
OG0001760	LOC110188979|XP_020814587.1|DSER	LOC119074615|XP_037036773.1|BCOP
OG0001761	LOC110179315|XP_020802462.1|DSER	LOC119073322|XP_037034606.1|BCOP
OG0001762	LOC110185565|XP_020810144.1|DSER	LOC119066255|XP_037024487.1|BCOP
OG0001763	LOC110185560|XP_020810138.1|DSER	LOC119080693|XP_037045035.1|BCOP, LOC119066128|XP_037024312.1|BCOP
OG0001764	LOC110177353|XP_020799704.1|DSER	LOC119084901|XP_037050950.1|BCOP
OG0001765	LOC110189309|XP_020815042.1|DSER	LOC119073248|XP_037034476.1|BCOP
OG0001766	LOC110183867|XP_020807879.1|DSER	LOC119083409|XP_037049024.1|BCOP, LOC119082183|XP_037047494.1|BCOP, LOC119082515|XP_037047922.1|BCOP
OG0001767	LOC110187214|XP_020812272.1|DSER	LOC119084667|XP_037050638.1|BCOP
OG0001768	LOC110187558|XP_020812606.1|DSER	LOC119069042|XP_037028808.1|BCOP
OG0001769	LOC110183086|XP_020806935.1|DSER	LOC119082055|XP_037047282.1|BCOP
OG0001770	LOC110183453|XP_020807391.1|DSER	LOC119073705|XP_037035204.1|BCOP, LOC119083728|XP_037049425.1|BCOP, LOC119067046|XP_037025684.1|BCOP
OG0001771	LOC110176931|XP_020799087.1|DSER	LOC119070858|XP_037031266.1|BCOP
OG0001772	LOC110183356|XP_020807276.1|DSER	LOC119078700|XP_037042258.1|BCOP, LOC119078699|XP_037042257.1|BCOP
OG0001773	LOC110187362|XP_020812412.1|DSER	LOC119082576|XP_037047996.1|BCOP
OG0001774	LOC110189614|XP_020815409.1|DSER	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP
OG0001776	LOC110181459|XP_020804865.1|DSER, LOC110180587|XP_020803938.1|DSER	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP
OG0001777	LOC110182656|XP_020806387.1|DSER	LOC119078707|XP_037042271.1|BCOP
OG0001778	LOC110181205|XP_020804545.1|DSER	LOC119079060|XP_037042761.1|BCOP
OG0001779	LOC110187368|XP_020812418.1|DSER, LOC110187369|XP_020812419.1|DSER	LOC119075648|XP_037038030.1|BCOP
OG0001780	LOC110189579|XP_020815371.1|DSER	LOC119081661|XP_037046639.1|BCOP
OG0001781	LOC110190216|XP_020816231.1|DSER, LOC110185643|XP_020810260.1|DSER	LOC119085957|XP_037052409.1|BCOP
OG0001782	LOC110185134|XP_020809490.1|DSER	LOC119072880|XP_037034088.1|BCOP
OG0001783	LOC110183017|XP_020806864.1|DSER, LOC110183032|XP_020806877.1|DSER, LOC110180605|XP_020803949.1|DSER	LOC119076346|XP_037038936.1|BCOP
OG0001784	LOC110179930|XP_020803187.1|DSER	LOC119082062|XP_037047291.1|BCOP
OG0001785	LOC110177048|XP_020799227.1|DSER	LOC119081413|XP_037046205.1|BCOP, LOC119083653|XP_037049324.1|BCOP
OG0001786	LOC110180228|XP_020803537.1|DSER, LOC110182659|XP_020806393.1|DSER	LOC119085436|XP_037051749.1|BCOP
OG0001787	LOC110182677|XP_020806423.1|DSER	LOC119066153|XP_037024350.1|BCOP
OG0001788	LOC110189786|XP_020815677.1|DSER	LOC119084388|XP_037050251.1|BCOP
OG0001789	LOC110184064|XP_020808101.1|DSER	LOC119079846|XP_037043808.1|BCOP
OG0001790	LOC110182675|XP_020806419.1|DSER, LOC110180302|XP_020803615.1|DSER	LOC119076539|XP_037039228.1|BCOP, LOC119082236|XP_037047594.1|BCOP
OG0001791	LOC110179372|XP_020802549.1|DSER	LOC119081629|XP_037046575.1|BCOP
OG0001792	LOC110176918|XP_020799069.1|DSER	LOC119078851|XP_037042455.1|BCOP
OG0001793	LOC110189201|XP_020814830.1|DSER	LOC119073435|XP_037034811.1|BCOP
OG0001794	LOC110181207|XP_020804546.1|DSER	LOC119066773|XP_037025321.1|BCOP
OG0001795	LOC110181163|XP_020804497.1|DSER, LOC110181155|XP_020804490.1|DSER	LOC119072041|XP_037033055.1|BCOP
OG0001796	LOC110180642|XP_020803995.1|DSER	LOC119069660|XP_037029673.1|BCOP
OG0001797	LOC110185486|XP_020810018.1|DSER	LOC119081026|XP_037045607.1|BCOP
OG0001799	LOC110176010|XP_020797874.1|DSER	LOC119084672|XP_037050644.1|BCOP
OG0001800	LOC110182665|XP_020806402.1|DSER	LOC119074840|XP_037037041.1|BCOP, LOC119078739|XP_037042328.1|BCOP
