Orthogroup	DSER.longest_only	AAEG.longest_only
OG0001832	LOC110181867|XP_020805448.1|DSER	LOC5568452|XP_021706577.1|AAEG
OG0001833	LOC110191505|XP_020818032.1|DSER	LOC5571930|XP_001660027.1|AAEG
OG0001848	LOC110180476|XP_020803818.1|DSER, LOC110185344|XP_020809781.1|DSER	LOC5575825|XP_001655856.2|AAEG
OG0001849	LOC110191339|XP_020817842.1|DSER	LOC5575828|XP_001655853.1|AAEG
OG0001850	LOC110185429|XP_020809903.1|DSER	LOC110681442|XP_021712895.1|AAEG, LOC5579827|XP_001651058.2|AAEG
OG0001851	LOC110185451|XP_020809948.1|DSER	LOC5578495|XP_021694587.1|AAEG
OG0001852	LOC110184504|XP_020808726.1|DSER	LOC5565125|XP_021694596.1|AAEG
OG0001853	LOC110186255|XP_020810996.1|DSER	LOC5574328|XP_021694599.1|AAEG
OG0001854	LOC110187024|XP_020812048.1|DSER	LOC5569472|XP_001658557.1|AAEG
OG0001855	LOC110180445|XP_020803777.1|DSER	LOC5574649|XP_001661572.1|AAEG
OG0001856	LOC110181854|XP_020805427.1|DSER	LOC110674760|XP_021694723.1|AAEG
OG0001857	LOC110175938|XP_020797778.1|DSER	LOC5575262|XP_001661863.2|AAEG, LOC5575265|XP_021694857.1|AAEG
OG0001858	LOC110182028|XP_020805618.1|DSER, LOC110182005|XP_020805596.1|DSER, LOC110181670|XP_020805155.1|DSER	LOC5567841|XP_021694869.1|AAEG
OG0001859	LOC110181866|XP_020805447.1|DSER	LOC5580066|XP_001654807.1|AAEG
OG0001860	LOC110178975|XP_020801945.1|DSER	LOC5564571|XP_021694963.1|AAEG, LOC5568118|XP_021696651.1|AAEG
OG0001861	LOC110186497|XP_020811350.1|DSER	LOC5579466|XP_021693350.1|AAEG
OG0001862	LOC110175927|XP_020797765.1|DSER	LOC5570649|XP_021706525.1|AAEG, LOC5570648|XP_001659242.1|AAEG
OG0001863	LOC110175928|XP_020797766.1|DSER	LOC5570651|XP_001659247.1|AAEG
OG0001864	LOC110187716|XP_020812813.1|DSER	LOC110674837|XP_021695016.1|AAEG, LOC5578628|XP_021694917.1|AAEG
OG0001865	LOC110179096|XP_020802140.1|DSER	LOC110675288|XP_021695482.1|AAEG
OG0001866	LOC110187760|XP_020812883.1|DSER, LOC110183815|XP_020807829.1|DSER	LOC5574246|XP_021695568.1|AAEG
OG0001867	LOC110185263|XP_020809661.1|DSER	LOC5575004|XP_021697527.1|AAEG, LOC5570553|XP_021706976.1|AAEG
OG0001868	LOC110182727|XP_020806487.1|DSER	LOC5574992|XP_001655465.2|AAEG, LOC5574991|XP_001655464.2|AAEG
OG0001869	LOC110177144|XP_020799380.1|DSER	LOC5574987|XP_021697648.1|AAEG
OG0001870	LOC110181521|XP_020804955.1|DSER	LOC110681030|XP_021712488.1|AAEG, LOC110674273|XP_021694239.1|AAEG, LOC110681059|XP_021712516.1|AAEG, LOC5575006|XP_021697806.1|AAEG
OG0001871	LOC110180412|XP_020803736.1|DSER	LOC5571998|XP_001660103.3|AAEG
OG0001872	LOC110186402|XP_020811225.1|DSER	LOC5574573|XP_021699531.1|AAEG
OG0001873	LOC110187805|XP_020812939.1|DSER	LOC5578825|XP_021701935.1|AAEG
OG0001874	LOC110190988|XP_020817358.1|DSER	LOC5567722|XP_021702328.1|AAEG
OG0001875	LOC110186420|XP_020811259.1|DSER	LOC110677055|XP_021703299.1|AAEG
OG0001876	LOC110184487|XP_020808701.1|DSER	LOC5564040|XP_001648384.2|AAEG
OG0001877	LOC110179107|XP_020802154.1|DSER	LOC5571508|XP_001659759.2|AAEG
OG0001878	LOC110185097|XP_020809450.1|DSER	LOC5566087|XP_021704628.1|AAEG
OG0001879	LOC110191311|XP_020817783.1|DSER	LOC5565257|XP_021705692.1|AAEG
OG0001880	LOC110191177|XP_020817601.1|DSER	LOC5570606|XP_001653270.2|AAEG
OG0001881	LOC110188648|XP_020814085.1|DSER	LOC5566189|XP_001650563.2|AAEG
OG0001882	LOC110186888|XP_020811847.1|DSER	LOC110680416|XP_021711907.1|AAEG, LOC110679567|XP_021710262.1|AAEG, LOC5566197|XP_021711888.1|AAEG, LOC110679570|XP_021710271.1|AAEG, LOC110674299|XP_021694273.1|AAEG
OG0001883	LOC110191241|XP_020817678.1|DSER	LOC5577698|XP_021711630.1|AAEG
OG0001884	LOC110177223|XP_020799503.1|DSER	LOC5577407|XP_001656488.1|AAEG
OG0001885	LOC110180503|XP_020803839.1|DSER, LOC110184956|XP_020809262.1|DSER	LOC5577423|XP_021711870.1|AAEG
OG0001886	LOC110189150|XP_020814779.1|DSER	LOC5572728|XP_001660554.2|AAEG
OG0001887	LOC110177313|XP_020799648.1|DSER	LOC5567793|XP_021712137.1|AAEG
OG0001888	LOC110177118|XP_020799323.1|DSER	LOC110681150|XP_021712610.1|AAEG, LOC5567790|XP_001657693.2|AAEG
OG0001889	LOC110184407|XP_020808597.1|DSER	LOC5567788|XP_001657691.1|AAEG
OG0001890	LOC110184632|XP_020808887.1|DSER	LOC5567782|XP_001657683.2|AAEG
OG0001891	LOC110188198|XP_020813453.1|DSER	LOC5567775|XP_021712347.1|AAEG, LOC5567776|XP_021712762.1|AAEG
OG0001892	LOC110180481|XP_020803824.1|DSER	LOC23687555|XP_021712394.1|AAEG, LOC110681196|XP_021712670.1|AAEG
OG0001893	LOC110177380|XP_020799738.1|DSER	LOC5572443|XP_021695330.1|AAEG, LOC110675186|XP_021695285.1|AAEG, LOC5572571|XP_021713040.1|AAEG, LOC5569499|XP_021695253.1|AAEG
OG0001894	LOC110179105|XP_020802155.1|DSER, LOC110191586|XP_020818130.1|DSER	LOC5572582|XP_001654091.1|AAEG
OG0001895	LOC110185393|XP_020809828.1|DSER	LOC23687627|XP_021713176.1|AAEG
OG0001896	LOC110185359|XP_020809798.1|DSER, LOC110182626|XP_020806349.1|DSER	LOC110680784|XP_021712262.1|AAEG, LOC5569234|XP_021713263.1|AAEG
OG0001897	LOC110187728|XP_020812838.1|DSER	LOC5579206|XP_021713312.1|AAEG
OG0001898	LOC110184268|XP_020808392.1|DSER	LOC5580016|XP_001653897.2|AAEG
OG0001899	LOC110186821|XP_020811768.1|DSER	LOC5580177|XP_001655592.2|AAEG, LOC5580175|XP_021713419.1|AAEG
OG0001900	LOC110190263|XP_020816288.1|DSER, LOC110190297|XP_020816341.1|DSER	LOC5568029|XP_001657830.1|AAEG, LOC5563727|XP_001648015.1|AAEG
OG0001901	LOC110183006|XP_020806854.1|DSER	LOC5563615|XP_021693058.1|AAEG
OG0001902	LOC110187879|XP_020813025.1|DSER, LOC110185378|XP_020809819.1|DSER	LOC5576356|XP_021693302.1|AAEG
OG0001903	LOC110176458|XP_020798470.1|DSER	LOC5573314|XP_021693438.1|AAEG
OG0001904	LOC110188397|XP_020813780.1|DSER	LOC5573316|XP_021693443.1|AAEG
OG0001905	LOC110176032|XP_020797903.1|DSER	LOC5569643|XP_001658667.1|AAEG
OG0001906	LOC110177233|XP_020799523.1|DSER	LOC5576390|XP_021693504.1|AAEG
OG0001907	LOC110184255|XP_020808376.1|DSER	LOC110674160|XP_021693697.1|AAEG, LOC5566429|XP_021695258.1|AAEG
OG0001908	LOC110177363|XP_020799715.1|DSER	LOC5564006|XP_001648330.1|AAEG
OG0001909	LOC110184343|XP_020808497.1|DSER	LOC5569687|XP_021693811.1|AAEG
OG0001910	LOC110188590|XP_020814012.1|DSER	LOC5565945|XP_001650321.1|AAEG, LOC5565940|XP_001650319.2|AAEG
OG0001911	LOC110189210|XP_020814844.1|DSER	LOC110674205|XP_021693943.1|AAEG
OG0001912	LOC110177746|XP_020800263.1|DSER	LOC110674342|XP_021694330.1|AAEG, LOC5576146|XP_021694069.1|AAEG
OG0001913	LOC110183438|XP_020807378.1|DSER	LOC110674222|XP_021694070.1|AAEG, LOC5576149|XP_001662497.2|AAEG
OG0001914	LOC110187722|XP_020812826.1|DSER	LOC5565160|XP_021694133.1|AAEG
OG0001915	LOC110188816|XP_020814352.1|DSER	LOC5566122|XP_021695354.1|AAEG
OG0001916	LOC110184077|XP_020808121.1|DSER	LOC5570941|XP_001653408.1|AAEG
OG0001917	LOC110189118|XP_020814752.1|DSER, LOC110189127|XP_020814759.1|DSER	LOC5579868|XP_021695539.1|AAEG
OG0001918	LOC110183561|XP_020807521.1|DSER	LOC5575750|XP_001662178.1|AAEG
OG0001919	LOC110182449|XP_020806183.1|DSER	LOC5579460|XP_001647758.2|AAEG
OG0001920	LOC110178788|XP_020801698.1|DSER	LOC5571764|XP_021695753.1|AAEG
OG0001921	LOC110177794|XP_020800328.1|DSER	LOC5571757|XP_001659890.2|AAEG
OG0001922	LOC110176060|XP_020797942.1|DSER	LOC5571267|XP_001653565.1|AAEG
OG0001924	LOC110188784|XP_020814290.1|DSER	LOC23687479|XP_021696447.1|AAEG
OG0001925	LOC110189052|XP_020814677.1|DSER	LOC5567637|XP_001657588.2|AAEG
OG0001926	LOC110190670|XP_020816934.1|DSER	LOC5566295|XP_021696526.1|AAEG
OG0001927	LOC110178358|XP_020801150.1|DSER	LOC5568108|XP_021696643.1|AAEG
OG0001928	LOC110185155|XP_020809517.1|DSER	LOC5568114|XP_001652053.1|AAEG
OG0001929	LOC110185149|XP_020809509.1|DSER, LOC110184677|XP_020808944.1|DSER	LOC5568122|XP_021696657.1|AAEG
OG0001930	LOC110189541|XP_020815331.1|DSER	LOC5569448|XP_021696661.1|AAEG
OG0001932	LOC110183636|XP_020807614.1|DSER, LOC110182484|XP_020806191.1|DSER, LOC110180208|XP_020803523.1|DSER	LOC5574425|XP_021696832.1|AAEG
OG0001933	LOC110180069|XP_020803350.1|DSER	LOC5566235|XP_001650598.2|AAEG
OG0001934	LOC110184683|XP_020808955.1|DSER	LOC5565654|XP_001650004.2|AAEG
OG0001935	LOC110190654|XP_020816913.1|DSER, LOC110190653|XP_020816912.1|DSER	LOC5573776|XP_001654802.2|AAEG
OG0001937	LOC110177798|XP_020800346.1|DSER	LOC5574901|XP_021697034.1|AAEG
OG0001938	LOC110179308|XP_020802453.1|DSER	LOC5567330|XP_021697068.1|AAEG
OG0001939	LOC110179224|XP_020802320.1|DSER	LOC5571823|XP_001659955.1|AAEG, LOC5571824|XP_001659956.1|AAEG
OG0001940	LOC110181946|XP_020805545.1|DSER	LOC5578975|XP_021697211.1|AAEG
OG0001941	LOC110178789|XP_020801701.1|DSER	LOC5577574|XP_001663445.2|AAEG
OG0001942	LOC110189393|XP_020815101.1|DSER	LOC5565244|XP_021697467.1|AAEG, LOC5574904|XP_001661710.2|AAEG
OG0001943	LOC110190727|XP_020817008.1|DSER	LOC110675827|XP_021697395.1|AAEG
OG0001944	LOC110178825|XP_020801751.1|DSER	LOC5565994|XP_001650362.2|AAEG
OG0001945	LOC110191588|XP_020818132.1|DSER, LOC110182957|XP_020806806.1|DSER	LOC5575250|XP_021697553.1|AAEG
OG0001946	LOC110191540|XP_020818071.1|DSER	LOC5572759|XP_001660580.2|AAEG
OG0001947	LOC110191226|XP_020817651.1|DSER	LOC110675915|XP_021697633.1|AAEG, LOC5572761|XP_021712888.1|AAEG
OG0001948	LOC110187432|XP_020812481.1|DSER, LOC110175992|XP_020797845.1|DSER	LOC5573420|XP_001654595.2|AAEG
OG0001949	LOC110189877|XP_020815779.1|DSER	LOC5575138|XP_021697912.1|AAEG
OG0001950	LOC110177231|XP_020799509.1|DSER	LOC5564815|XP_021697926.1|AAEG
OG0001951	LOC110177670|XP_020800155.1|DSER	LOC5564736|XP_021698057.1|AAEG
OG0001952	LOC110189230|XP_020814872.1|DSER	LOC5568132|XP_021698130.1|AAEG
OG0001953	LOC110182765|XP_020806545.1|DSER	LOC5571480|XP_021698235.1|AAEG
OG0001954	LOC110178349|XP_020801133.1|DSER	LOC5563832|XP_021698302.1|AAEG
OG0001955	LOC110189499|XP_020815262.1|DSER	LOC5576039|XP_001662377.1|AAEG
OG0001956	LOC110189098|XP_020814734.1|DSER	LOC5576036|XP_021698320.1|AAEG
OG0001957	LOC110179342|XP_020802504.1|DSER	LOC5564212|XP_001648594.1|AAEG
OG0001958	LOC110189304|XP_020814996.1|DSER	LOC5569618|XP_021698469.1|AAEG
OG0001959	LOC110184657|XP_020808918.1|DSER	LOC5577966|XP_021698584.1|AAEG, LOC5575279|XP_021704623.1|AAEG
OG0001960	LOC110178727|XP_020801605.1|DSER	LOC5576957|XP_021698653.1|AAEG
OG0001961	LOC110184057|XP_020808093.1|DSER	LOC5572304|XP_021698709.1|AAEG
OG0001962	LOC110191581|XP_020818123.1|DSER	LOC5572270|XP_021698749.1|AAEG
OG0001963	LOC110183559|XP_020807519.1|DSER	LOC5574335|XP_001661369.2|AAEG
OG0001964	LOC110176702|XP_020798797.1|DSER	LOC110677712|XP_021704551.1|AAEG, LOC5563554|XP_021699088.1|AAEG
OG0001966	LOC110187851|XP_020812995.1|DSER	LOC5572494|XP_001660440.2|AAEG, LOC5568681|XP_001658084.2|AAEG
OG0001967	LOC110181114|XP_020804444.1|DSER	LOC5578856|XP_021699344.1|AAEG
OG0001968	LOC110178648|XP_020801498.1|DSER	LOC5578863|XP_001664072.2|AAEG
OG0001969	LOC110191614|XP_020818162.1|DSER	LOC5572859|XP_021699398.1|AAEG
OG0001970	LOC110177059|XP_020799238.1|DSER	LOC5575914|XP_001655906.1|AAEG
OG0001971	LOC110181801|XP_020805346.1|DSER	LOC5563933|XP_021699532.1|AAEG, LOC110676342|XP_021699535.1|AAEG
OG0001972	LOC110181190|XP_020804529.1|DSER	LOC5570728|XP_001659320.1|AAEG
OG0001973	LOC110178455|XP_020801249.1|DSER	LOC23687899|XP_021699564.1|AAEG
OG0001974	LOC110176999|XP_020799167.1|DSER	LOC5569574|XP_001658635.1|AAEG
OG0001975	LOC110188859|XP_020814425.1|DSER	LOC110676393|XP_021699804.1|AAEG
OG0001976	LOC110177838|XP_020800444.1|DSER	LOC5574834|XP_001661657.1|AAEG
OG0001977	LOC110186031|XP_020810727.1|DSER	LOC5575445|XP_021700364.1|AAEG
OG0001978	LOC110187470|XP_020812516.1|DSER	LOC5578159|XP_001663732.1|AAEG
OG0001979	LOC110177001|XP_020799169.1|DSER	LOC5580329|XP_001663282.1|AAEG
OG0001980	LOC110178207|XP_020800902.1|DSER	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG
OG0001982	LOC110184511|XP_020808732.1|DSER	LOC5570903|XP_001653381.1|AAEG
OG0001983	LOC110188122|XP_020813360.1|DSER	LOC5569680|XP_001652945.1|AAEG
OG0001984	LOC110185871|XP_020810540.1|DSER	LOC5572638|XP_001654135.1|AAEG
OG0001985	LOC110177884|XP_020800507.1|DSER	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG
OG0001986	LOC110186079|XP_020810773.1|DSER	LOC5564309|XP_001648656.2|AAEG
OG0001987	LOC110182580|XP_020806286.1|DSER	LOC110680374|XP_021711872.1|AAEG, LOC5572849|XP_021711343.1|AAEG, LOC5566255|XP_021700957.1|AAEG
OG0001988	LOC110189297|XP_020814987.1|DSER, LOC110176787|XP_020798884.1|DSER	LOC5574483|XP_021701245.1|AAEG
OG0001989	LOC110178185|XP_020800878.1|DSER	LOC5574486|XP_001655150.2|AAEG
OG0001990	LOC110183371|XP_020807292.1|DSER	LOC5574491|XP_021695288.1|AAEG
OG0001991	LOC110180592|XP_020803941.1|DSER	LOC5568825|XP_021701340.1|AAEG
OG0001992	LOC110187325|XP_020812371.1|DSER	LOC5564970|XP_021701369.1|AAEG
OG0001993	LOC110185078|XP_020809416.1|DSER	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG
OG0001994	LOC110188237|XP_020813556.1|DSER	LOC5578318|XP_021701535.1|AAEG
OG0001995	LOC110181357|XP_020804740.1|DSER, LOC110178694|XP_020801556.1|DSER	LOC5579212|XP_001664294.2|AAEG
OG0001996	LOC110187394|XP_020812444.1|DSER	LOC5575210|XP_021701890.1|AAEG
OG0001997	LOC110182069|XP_020805710.1|DSER, LOC110177802|XP_020800355.1|DSER	LOC5578032|XP_001663654.1|AAEG
OG0001998	LOC110191767|XP_020818372.1|DSER, LOC110182075|XP_020805721.1|DSER	LOC5569849|XP_021701970.1|AAEG
OG0001999	LOC110178274|XP_020801001.1|DSER	LOC5565997|XP_021702090.1|AAEG
OG0002000	LOC110176945|XP_020799105.1|DSER	LOC110676888|XP_021702136.1|AAEG
OG0002001	LOC110187468|XP_020812514.1|DSER	LOC5570817|XP_021702205.1|AAEG
OG0002002	LOC110178362|XP_020801156.1|DSER	LOC5577613|XP_001656607.2|AAEG
OG0002003	LOC110180601|XP_020803945.1|DSER, LOC110183012|XP_020806861.1|DSER, LOC110183033|XP_020806878.1|DSER	LOC5577626|XP_021702248.1|AAEG
OG0002004	LOC110187228|XP_020812284.1|DSER	LOC5575148|XP_001655525.2|AAEG
OG0002005	LOC110185706|XP_020810336.1|DSER	LOC5572463|XP_021702484.1|AAEG
OG0002006	LOC110182693|XP_020806446.1|DSER	LOC5565314|XP_021702525.1|AAEG
OG0002007	LOC110176396|XP_020798387.1|DSER, LOC110183821|XP_020807832.1|DSER, LOC110181628|XP_020805095.1|DSER, LOC110181397|XP_020804790.1|DSER	LOC5568618|XP_001652452.1|AAEG
OG0002008	LOC110185394|XP_020809831.1|DSER	LOC5577545|XP_021702797.1|AAEG
OG0002009	LOC110179862|XP_020803123.1|DSER	LOC5564025|XP_001648348.3|AAEG
OG0002010	LOC110180604|XP_020803948.1|DSER, LOC110183016|XP_020806863.1|DSER, LOC110183035|XP_020806880.1|DSER	LOC5577897|XP_001656695.1|AAEG
OG0002011	LOC110185601|XP_020810203.1|DSER	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG
OG0002012	LOC110187401|XP_020812450.1|DSER	LOC5575841|XP_021702942.1|AAEG
OG0002013	LOC110179874|XP_020803132.1|DSER, LOC110181451|XP_020804854.1|DSER	LOC5568759|XP_021702968.1|AAEG
OG0002014	LOC110179210|XP_020802302.1|DSER	LOC5568940|XP_021703175.1|AAEG
OG0002015	LOC110177005|XP_020799174.1|DSER	LOC5573896|XP_001654930.1|AAEG
OG0002016	LOC110188951|XP_020814550.1|DSER, LOC110176377|XP_020798368.1|DSER	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG
OG0002017	LOC110183462|XP_020807401.1|DSER	LOC5572370|XP_021703595.1|AAEG
OG0002018	LOC110180580|XP_020803930.1|DSER	LOC5564935|XP_001649274.2|AAEG
OG0002019	LOC110183995|XP_020808011.1|DSER	LOC5565904|XP_021703806.1|AAEG
OG0002020	LOC110181362|XP_020804744.1|DSER, LOC110179511|XP_020802747.1|DSER	LOC5569705|XP_001658696.2|AAEG
OG0002021	LOC110181102|XP_020804432.1|DSER	LOC5569712|XP_021703870.1|AAEG
OG0002022	LOC110179897|XP_020803152.1|DSER	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG
OG0002023	LOC110187649|XP_020812716.1|DSER	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG
OG0002024	LOC110183352|XP_020807266.1|DSER	LOC5569515|XP_021704011.1|AAEG
OG0002025	LOC110184012|XP_020808037.1|DSER	LOC110677254|XP_021704066.1|AAEG
OG0002026	LOC110179811|XP_020803074.1|DSER	LOC5568423|XP_021710375.1|AAEG
OG0002027	LOC110180808|XP_020804147.1|DSER	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG
OG0002028	LOC110178205|XP_020800900.1|DSER, LOC110191504|XP_020818029.1|DSER	LOC5564319|XP_001648667.1|AAEG
OG0002029	LOC110176236|XP_020798194.1|DSER	LOC5570130|XP_021706330.1|AAEG
OG0002030	LOC110176804|XP_020798905.1|DSER	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG
OG0002031	LOC110189284|XP_020814967.1|DSER	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG
OG0002032	LOC110187925|XP_020813095.1|DSER	LOC5566411|XP_021707212.1|AAEG
OG0002033	LOC110181604|XP_020805062.1|DSER	LOC5577434|XP_021710157.1|AAEG
OG0002034	LOC110181728|XP_020805245.1|DSER, LOC110179469|XP_020802698.1|DSER	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG
OG0002035	LOC110187929|XP_020813099.1|DSER	LOC5567371|XP_001657386.1|AAEG
OG0002036	LOC110188754|XP_020814255.1|DSER	LOC5580311|XP_021709149.1|AAEG
OG0002037	LOC110183557|XP_020807517.1|DSER	LOC5573964|XP_011493566.1|AAEG
OG0002038	LOC110188051|XP_020813260.1|DSER	LOC5579885|XP_001657864.1|AAEG
OG0002039	LOC110179905|XP_020803161.1|DSER	LOC5579021|XP_001664201.1|AAEG
OG0002040	LOC110187948|XP_020813122.1|DSER	LOC5567539|XP_001657534.2|AAEG
OG0002041	LOC110189738|XP_020815591.1|DSER	LOC5574220|XP_021705038.1|AAEG
OG0002042	LOC110188523|XP_020813924.1|DSER	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG
OG0002043	LOC110187687|XP_020812778.1|DSER, LOC110180925|XP_020804260.1|DSER	LOC5566845|XP_021707045.1|AAEG
OG0002044	LOC110188662|XP_020814107.1|DSER	LOC5569098|XP_021704479.1|AAEG
OG0002045	LOC110187820|XP_020812956.1|DSER	LOC5575783|XP_021711581.1|AAEG
OG0002046	LOC110181701|XP_020805204.1|DSER	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG
OG0002047	LOC110180145|XP_020803450.1|DSER	LOC5574875|XP_021705084.1|AAEG
OG0002048	LOC110191771|XP_020818374.1|DSER	LOC5568508|XP_021706823.1|AAEG
OG0002049	LOC110186490|XP_020811336.1|DSER	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG
OG0002050	LOC110191844|XP_020818471.1|DSER	LOC5567603|XP_001657581.2|AAEG
OG0002051	LOC110179354|XP_020802525.1|DSER	LOC5572308|XP_001654008.2|AAEG
OG0002052	LOC110190750|XP_020817031.1|DSER	LOC5578479|XP_001657002.1|AAEG
OG0002053	LOC110188293|XP_020813654.1|DSER	LOC5567154|XP_021710816.1|AAEG
OG0002054	LOC110187970|XP_020813149.1|DSER	LOC5573603|XP_001654737.1|AAEG
OG0002055	LOC110176651|XP_020798741.1|DSER	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG
OG0002056	LOC110190754|XP_020817036.1|DSER	LOC5577348|XP_001656424.1|AAEG
OG0002057	LOC110183391|XP_020807317.1|DSER	LOC5577352|XP_001656428.1|AAEG
OG0002058	LOC110178815|XP_020801736.1|DSER	LOC5577353|XP_001656429.1|AAEG
OG0002059	LOC110186775|XP_020811704.1|DSER	LOC5577389|XP_021704715.1|AAEG
OG0002060	LOC110187156|XP_020812230.1|DSER, LOC110178597|XP_020801445.1|DSER	LOC5577358|XP_021705543.1|AAEG
OG0002061	LOC110191547|XP_020818079.1|DSER	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG
OG0002062	LOC110181697|XP_020805199.1|DSER	LOC5574435|XP_001661442.2|AAEG
OG0002063	LOC110187153|XP_020812229.1|DSER	LOC5574436|XP_001661450.1|AAEG
OG0002064	LOC110184412|XP_020808609.1|DSER, LOC110184377|XP_020808536.1|DSER	LOC5569005|XP_021710263.1|AAEG
OG0002065	LOC110185341|XP_020809779.1|DSER	LOC5568999|XP_021710982.1|AAEG
OG0002066	LOC110191929|XP_020818590.1|DSER	LOC5572998|XP_021708630.1|AAEG
OG0002067	LOC110191510|XP_020818037.1|DSER	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG
OG0002068	LOC110189567|XP_020815357.1|DSER	LOC5572482|XP_001660430.2|AAEG
OG0002069	LOC110188779|XP_020814283.1|DSER	LOC5568009|XP_021708297.1|AAEG
OG0002070	LOC110188084|XP_020813296.1|DSER	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG
OG0002071	LOC110191193|XP_020817620.1|DSER	LOC5579855|XP_021708220.1|AAEG
OG0002072	LOC110176379|XP_020798369.1|DSER, LOC110188953|XP_020814552.1|DSER, LOC110188932|XP_020814529.1|DSER	LOC5579835|XP_001651510.2|AAEG
OG0002073	LOC110176210|XP_020798135.1|DSER	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG
OG0002074	LOC110177740|XP_020800256.1|DSER	LOC5576240|XP_001656018.1|AAEG
OG0002075	LOC110176907|XP_020799055.1|DSER	LOC5574555|XP_001661504.1|AAEG
OG0002076	LOC110182887|XP_020806694.1|DSER	LOC5568197|XP_021710717.1|AAEG
OG0002077	LOC110178659|XP_020801512.1|DSER	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG
OG0002078	LOC110189789|XP_020815681.1|DSER	LOC5563914|XP_001648220.1|AAEG
OG0002079	LOC110178549|XP_020801373.1|DSER	LOC5575305|XP_021704437.1|AAEG
OG0002080	LOC110191440|XP_020817965.1|DSER	LOC5571113|XP_001659554.2|AAEG
OG0002081	LOC110177373|XP_020799733.1|DSER	LOC5573774|XP_001654766.1|AAEG
OG0002082	LOC110182085|XP_020805729.1|DSER	LOC5565492|XP_021709770.1|AAEG
OG0002083	LOC110179593|XP_020802852.1|DSER, LOC110179425|XP_020802613.1|DSER	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG
OG0002084	LOC110177939|XP_020800579.1|DSER	LOC5569429|XP_021708673.1|AAEG
OG0002085	LOC110176480|XP_020798507.1|DSER	LOC5564333|XP_021708440.1|AAEG
OG0002086	LOC110177943|XP_020800584.1|DSER	LOC5568708|XP_001652532.1|AAEG
OG0002087	LOC110178934|XP_020801886.1|DSER	LOC5567364|XP_021707763.1|AAEG
OG0002088	LOC110184635|XP_020808892.1|DSER	LOC5576762|XP_021704245.1|AAEG
OG0002089	LOC110189676|XP_020815493.1|DSER	LOC5567176|XP_021711063.1|AAEG
OG0002090	LOC110190964|XP_020817313.1|DSER	LOC5571906|XP_001659999.1|AAEG
OG0002091	LOC110181273|XP_020804647.1|DSER	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG
OG0002092	LOC110188358|XP_020813725.1|DSER	LOC5578091|XP_021708505.1|AAEG
OG0002093	LOC110177687|XP_020800168.1|DSER	LOC5566861|XP_021704283.1|AAEG
OG0002094	LOC110191517|XP_020818044.1|DSER	LOC110678270|XP_021706584.1|AAEG
OG0002095	LOC110180098|XP_020803380.1|DSER, LOC110175980|XP_020797837.1|DSER	LOC5568456|XP_021706643.1|AAEG
OG0002096	LOC110191278|XP_020817738.1|DSER	LOC5573267|XP_021706586.1|AAEG
OG0002097	LOC110191871|XP_020818517.1|DSER	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG
OG0002098	LOC110189900|XP_020815820.1|DSER	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG
OG0002099	LOC110186426|XP_020811267.1|DSER	LOC5563694|XP_021709597.1|AAEG
OG0002100	LOC110176207|XP_020798129.1|DSER	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG
OG0002101	LOC110177963|XP_020800617.1|DSER	LOC5564119|XP_021711134.1|AAEG
OG0002102	LOC110182878|XP_020806680.1|DSER	LOC5573221|XP_001654423.1|AAEG
