Orthogroup	DSER.longest_only	DHYD.longest_only
OG0002575	LOC110176613|XP_020798696.1|DSER	LOC111592046|XP_023159811.2|DHYD
OG0002576	LOC110180319|XP_020803634.1|DSER	LOC111598120|XP_023168944.1|DHYD
OG0002577	LOC110190044|XP_020816010.1|DSER	LOC111594880|XP_023164133.1|DHYD
OG0002578	LOC110185582|XP_020810172.1|DSER	LOC111599186|XP_023170539.2|DHYD
OG0002579	LOC110185005|XP_020809322.1|DSER	LOC111595415|XP_023164905.1|DHYD
OG0002580	LOC110181597|XP_020805053.1|DSER	LOC111605211|XP_023179401.1|DHYD
OG0002581	LOC110188068|XP_020813277.1|DSER	LOC111603656|XP_030080672.1|DHYD
OG0002582	LOC110184675|XP_020808942.1|DSER, LOC110188381|XP_020813757.1|DSER	LOC111598543|XP_023169601.2|DHYD
OG0002583	LOC110186873|XP_020811827.1|DSER	LOC111601785|XP_023174314.2|DHYD
OG0002584	LOC110190221|XP_020816238.1|DSER	LOC111604533|XP_023178398.1|DHYD
OG0002585	LOC110190222|XP_020816239.1|DSER	LOC111604534|XP_023178402.1|DHYD
OG0002586	LOC110186665|XP_020811589.1|DSER	LOC111602690|XP_023175688.1|DHYD
OG0002587	LOC110189376|XP_020815087.1|DSER	LOC111605429|XP_023179706.1|DHYD
OG0002588	LOC110188751|XP_020814250.1|DSER	LOC111602726|XP_023175739.1|DHYD
OG0002589	LOC110186700|XP_020811632.1|DSER	LOC111601993|XP_023174650.1|DHYD
OG0002590	LOC110181585|XP_020805037.1|DSER	LOC111595952|XP_023165693.1|DHYD
OG0002591	LOC110186708|XP_020811639.1|DSER	LOC111601991|XP_023174648.2|DHYD
OG0002592	LOC110177388|XP_020799750.1|DSER	LOC111593226|XP_030081693.1|DHYD
OG0002593	LOC110177405|XP_020799770.1|DSER	LOC111593238|XP_030081659.1|DHYD
OG0002594	LOC110190953|XP_020817293.1|DSER	LOC111599783|XP_023171326.1|DHYD
OG0002595	LOC110188012|XP_020813199.1|DSER	LOC111595972|XP_030080645.1|DHYD
OG0002596	LOC110185509|XP_020810066.1|DSER	LOC111605488|XP_023179798.2|DHYD
OG0002597	LOC110186197|XP_020810916.1|DSER	LOC111595906|XP_023165617.2|DHYD
OG0002598	LOC110177351|XP_020799702.1|DSER	LOC111603498|XP_023176872.1|DHYD
OG0002599	LOC110188283|XP_020813639.1|DSER	LOC111598536|XP_023169592.2|DHYD
OG0002600	LOC110180894|XP_020804262.1|DSER	LOC111600631|XP_023172602.2|DHYD
OG0002601	LOC110188463|XP_020813852.1|DSER	LOC111602621|XP_030081690.1|DHYD
OG0002602	LOC110184198|XP_020808293.1|DSER	LOC111596150|XP_030080634.1|DHYD
OG0002603	LOC110186157|XP_020810867.1|DSER, LOC110186957|XP_020811952.1|DSER	LOC111594630|XP_023163789.2|DHYD
OG0002604	LOC110186181|XP_020810899.1|DSER	LOC111594463|XP_023163531.1|DHYD
OG0002605	LOC110186423|XP_020811263.1|DSER	LOC111595235|XP_023164644.1|DHYD
OG0002606	LOC110191082|XP_020817478.1|DSER	LOC111594611|XP_023163761.2|DHYD
OG0002607	LOC110188420|XP_020813807.1|DSER	LOC111594615|XP_023163769.1|DHYD
OG0002608	LOC110188503|XP_020813894.1|DSER	LOC111604627|XP_023178523.2|DHYD
OG0002609	LOC110178526|XP_020801341.1|DSER	LOC111603114|XP_023176357.2|DHYD
OG0002610	LOC110188182|XP_020813413.1|DSER	LOC111602671|XP_023175632.1|DHYD
OG0002611	LOC110182487|XP_020806194.1|DSER, LOC110189138|XP_020814770.1|DSER	LOC111595706|XP_023165319.1|DHYD
OG0002612	LOC110188388|XP_020813767.1|DSER	LOC111595979|XP_023165732.1|DHYD, LOC111598482|XP_023169508.1|DHYD
OG0002613	LOC110191075|XP_020817467.1|DSER	LOC111596494|XP_030080821.1|DHYD
OG0002614	LOC110176427|XP_020798434.1|DSER	LOC111601398|XP_030078695.1|DHYD
OG0002615	LOC110185336|XP_020809773.1|DSER	LOC111600233|XP_030081596.1|DHYD, LOC111600823|XP_023172894.1|DHYD
OG0002616	LOC110177332|XP_020799673.1|DSER	LOC111593246|XP_023161668.2|DHYD
OG0002617	LOC110187930|XP_020813100.1|DSER	LOC111598515|XP_023169557.1|DHYD
OG0002618	LOC110190398|XP_020816514.1|DSER	LOC111605481|XP_023179784.1|DHYD
OG0002619	LOC110188210|XP_020813498.1|DSER	LOC111594610|XP_023163753.1|DHYD
OG0002620	LOC110188181|XP_020813417.1|DSER	LOC111593676|XP_023162331.1|DHYD
OG0002621	LOC110177302|XP_020799626.1|DSER	LOC111597753|XP_023168376.1|DHYD
OG0002622	LOC110190587|XP_020816839.1|DSER	LOC111600465|XP_023172339.1|DHYD
OG0002623	LOC110186866|XP_020811818.1|DSER	LOC111594803|XP_023164033.2|DHYD
OG0002624	LOC110190856|XP_020817165.1|DSER, LOC110191384|XP_020817899.1|DSER	LOC111594808|XP_023164038.1|DHYD
OG0002625	LOC110190901|XP_020817218.1|DSER	LOC111594978|XP_030079665.1|DHYD
OG0002626	LOC110184285|XP_020808426.1|DSER	LOC111598159|XP_023169015.2|DHYD
OG0002627	LOC110188624|XP_020814049.1|DSER	LOC111599724|XP_023171240.2|DHYD
OG0002628	LOC110190947|XP_020817280.1|DSER	LOC111598723|XP_023169886.2|DHYD
OG0002629	LOC110177402|XP_020799765.1|DSER	LOC115482740|XP_030078826.1|DHYD
OG0002630	LOC110191948|XP_020818626.1|DSER	LOC111603433|XP_030081734.1|DHYD
OG0002631	LOC110187664|XP_020812741.1|DSER	LOC111594526|XP_023163626.2|DHYD
OG0002632	LOC110186590|XP_020811471.1|DSER	LOC111593256|XP_023161688.1|DHYD
OG0002633	LOC110187836|XP_020812974.1|DSER	LOC111592944|XP_023161178.1|DHYD
OG0002634	LOC110186924|XP_020811909.1|DSER	LOC111602614|XP_023175543.2|DHYD
OG0002635	LOC110188218|XP_020813518.1|DSER	LOC111601980|XP_023174630.2|DHYD
OG0002636	LOC110188069|XP_020813278.1|DSER	LOC111595672|XP_023165269.2|DHYD
OG0002637	LOC110184997|XP_020809308.1|DSER	LOC111602497|XP_023175336.2|DHYD
OG0002638	LOC110176530|XP_020798569.1|DSER	LOC111596423|XP_023166403.2|DHYD
OG0002639	LOC110188668|XP_020814122.1|DSER	LOC111592035|XP_023159796.2|DHYD
OG0002640	LOC110191404|XP_020817921.1|DSER	LOC111594459|XP_023163524.2|DHYD
OG0002641	LOC110191287|XP_020817753.1|DSER	LOC111594521|XP_023163619.1|DHYD
OG0002642	LOC110191100|XP_020817505.1|DSER	LOC111594520|XP_023163618.2|DHYD
OG0002643	LOC110176573|XP_020798641.1|DSER	LOC111594519|XP_023163615.1|DHYD
OG0002644	LOC110176598|XP_020798675.1|DSER	LOC111594602|XP_023163734.2|DHYD
OG0002645	LOC110176594|XP_020798669.1|DSER	LOC111594597|XP_023163730.1|DHYD
OG0002646	LOC110184480|XP_020808690.1|DSER	LOC111593350|XP_023161831.1|DHYD
OG0002647	LOC110184449|XP_020808651.1|DSER	LOC111605465|XP_023179752.1|DHYD
OG0002648	LOC110184290|XP_020808437.1|DSER	LOC111605491|XP_023179804.1|DHYD
OG0002649	LOC110191155|XP_020817571.1|DSER	LOC111598224|XP_023169151.1|DHYD
OG0002650	LOC110184441|XP_020808641.1|DSER	LOC111605463|XP_023179750.2|DHYD
OG0002651	LOC110176570|XP_020798624.1|DSER	LOC111602992|XP_023176157.2|DHYD
OG0002652	LOC110177190|XP_020799444.1|DSER	LOC111603476|XP_023176832.2|DHYD
OG0002653	LOC110186383|XP_020811194.1|DSER	LOC111596328|XP_023166265.2|DHYD
OG0002654	LOC110187007|XP_020812028.1|DSER	LOC111595990|XP_030078786.1|DHYD
OG0002655	LOC110188233|XP_020813546.1|DSER	LOC111595975|XP_023165721.2|DHYD
OG0002656	LOC110184113|XP_020808171.1|DSER	LOC111605522|XP_023179851.1|DHYD
OG0002657	LOC110188217|XP_020813517.1|DSER	LOC111602020|XP_023174687.2|DHYD
OG0002658	LOC110186615|XP_020811508.1|DSER	LOC111597834|XP_023168498.1|DHYD
OG0002659	LOC110184217|XP_020808329.1|DSER	LOC111596158|XP_023166017.2|DHYD
OG0002660	LOC110191985|XP_020818675.1|DSER	LOC111602083|XP_030079606.1|DHYD, LOC111605135|XP_030079577.1|DHYD
OG0002661	LOC110176533|XP_020798572.1|DSER	LOC111601491|XP_023173847.2|DHYD
OG0002662	LOC110189253|XP_020814920.1|DSER	LOC111593794|XP_023162581.2|DHYD
OG0002663	LOC110187712|XP_020812808.1|DSER	LOC111596252|XP_023166153.1|DHYD
OG0002664	LOC110178117|XP_020800793.1|DSER	LOC111596001|XP_023165771.2|DHYD
OG0002665	LOC110176911|XP_020799060.1|DSER	LOC115482840|XP_030078939.1|DHYD, LOC111600676|XP_023172695.1|DHYD
OG0002666	LOC110182415|XP_020806114.1|DSER	LOC111600780|XP_023172827.2|DHYD, LOC115482843|XP_030078942.1|DHYD
OG0002667	LOC110177998|XP_020800658.1|DSER	LOC111600686|XP_023172708.1|DHYD
OG0002668	LOC110177626|XP_020800094.1|DSER	LOC111592858|XP_030079491.1|DHYD
OG0002669	LOC110183871|XP_020807883.1|DSER, LOC110178062|XP_020800728.1|DSER	LOC111603895|XP_023177481.2|DHYD
OG0002670	LOC110189122|XP_020814756.1|DSER	LOC111603059|XP_023176286.1|DHYD
OG0002671	LOC110176688|XP_020798778.1|DSER, LOC110189117|XP_020814750.1|DSER	LOC111601672|XP_023174133.1|DHYD
OG0002672	LOC110181131|XP_020804461.1|DSER	LOC111604097|XP_023177762.2|DHYD
OG0002673	LOC110191659|XP_020818216.1|DSER	LOC111600081|XP_023171789.2|DHYD
OG0002674	LOC110177997|XP_020800655.1|DSER	LOC111597706|XP_023168311.1|DHYD
OG0002675	LOC110190466|XP_020816634.1|DSER	LOC111592854|XP_023161060.2|DHYD
OG0002676	LOC110188923|XP_020814507.1|DSER, LOC110177172|XP_020799438.1|DSER	LOC111593800|XP_023162591.2|DHYD
OG0002677	LOC110189467|XP_020815204.1|DSER	LOC111593860|XP_023162675.2|DHYD
OG0002678	LOC110179357|XP_020802529.1|DSER	LOC111605224|XP_023179420.1|DHYD
OG0002679	LOC110191681|XP_020818252.1|DSER	LOC111600131|XP_023171866.2|DHYD
OG0002680	LOC110183535|XP_020807494.1|DSER	LOC111593481|XP_023162011.2|DHYD
OG0002681	LOC110179230|XP_020802339.1|DSER	LOC111597093|XP_023167400.1|DHYD
OG0002682	LOC110189969|XP_020815917.1|DSER	LOC111599428|XP_023170851.1|DHYD
OG0002683	LOC110177254|XP_020799564.1|DSER	LOC111597515|XP_023168052.1|DHYD
OG0002684	LOC110191959|XP_020818636.1|DSER	LOC111595367|XP_023164821.1|DHYD
OG0002685	LOC110178646|XP_020801496.1|DSER	LOC111591921|XP_030079621.1|DHYD
OG0002686	LOC110188847|XP_020814411.1|DSER, LOC110182855|XP_020806651.1|DSER	LOC111599283|XP_023170649.1|DHYD
OG0002687	LOC110189975|XP_020815923.1|DSER	LOC111604508|XP_023178368.2|DHYD
OG0002688	LOC110187899|XP_020813059.1|DSER, LOC110190103|XP_020816070.1|DSER	LOC111602930|XP_023176047.2|DHYD
OG0002689	LOC110181511|XP_020804944.1|DSER	LOC111596795|XP_023166921.1|DHYD
OG0002690	LOC110189987|XP_020815935.1|DSER	LOC111604476|XP_023178328.2|DHYD
OG0002691	LOC110179503|XP_020802742.1|DSER	LOC111595629|XP_023165207.2|DHYD
OG0002692	LOC110191548|XP_020818081.1|DSER	LOC111600052|XP_023171744.1|DHYD
OG0002693	LOC110177606|XP_020800063.1|DSER	LOC111595278|XP_023164692.2|DHYD
OG0002694	LOC110178295|XP_020801042.1|DSER	LOC111592034|XP_023159803.1|DHYD
OG0002695	LOC110176224|XP_020798165.1|DSER	LOC111595309|XP_023164735.2|DHYD
OG0002696	LOC110177542|XP_020799970.1|DSER	LOC111597770|XP_023168398.1|DHYD
OG0002697	LOC110189092|XP_020814723.1|DSER	LOC111603069|XP_023176295.2|DHYD
OG0002698	LOC110182773|XP_020806552.1|DSER	LOC111591918|XP_023159608.1|DHYD
OG0002699	LOC110190584|XP_020816836.1|DSER	LOC111601074|XP_023173268.1|DHYD
OG0002700	LOC110190762|XP_020817051.1|DSER	LOC111598703|XP_030081540.1|DHYD
OG0002701	LOC110178447|XP_020801241.1|DSER	LOC111603838|XP_023177373.1|DHYD
OG0002702	LOC110176963|XP_020799128.1|DSER	LOC111599918|XP_023171515.2|DHYD
OG0002703	LOC110189672|XP_020815487.1|DSER	LOC111600906|XP_023173030.1|DHYD
OG0002704	LOC110177799|XP_020800347.1|DSER	LOC111600882|XP_023172984.2|DHYD
OG0002705	LOC110178780|XP_020801685.1|DSER	LOC111592320|XP_023160207.2|DHYD
OG0002706	LOC110179307|XP_020802452.1|DSER	LOC111605262|XP_023179469.2|DHYD
OG0002707	LOC110178711|XP_020801570.1|DSER	LOC115482996|XP_030079512.1|DHYD, LOC111596895|XP_023167112.2|DHYD
OG0002708	LOC110190684|XP_020816953.1|DSER	LOC111604697|XP_023178636.2|DHYD
OG0002709	LOC110188973|XP_020814580.1|DSER	LOC111602097|XP_023174799.1|DHYD
OG0002710	LOC110179225|XP_020802321.1|DSER	LOC111602117|XP_023174833.1|DHYD
OG0002711	LOC110179242|XP_020802354.1|DSER	LOC111602127|XP_023174843.2|DHYD
OG0002712	LOC110177908|XP_020800538.1|DSER	LOC111597673|XP_023168267.1|DHYD
OG0002713	LOC110178109|XP_020800786.1|DSER	LOC111593561|XP_023162186.2|DHYD
OG0002714	LOC110185015|XP_020809364.1|DSER	LOC111595320|XP_030080971.1|DHYD
OG0002715	LOC110179075|XP_020802114.1|DSER	LOC111604734|XP_023178673.2|DHYD
OG0002716	LOC110184103|XP_020808153.1|DSER	LOC111604611|XP_023178493.2|DHYD
OG0002717	LOC110177155|XP_020799396.1|DSER	LOC111597486|XP_023168006.2|DHYD
OG0002718	LOC110191185|XP_020817612.1|DSER	LOC111601077|XP_030081482.1|DHYD
OG0002719	LOC110186608|XP_020811499.1|DSER	LOC111598565|XP_023169634.1|DHYD
OG0002720	LOC110189050|XP_020814676.1|DSER	LOC111601655|XP_023174106.2|DHYD
OG0002721	LOC110181442|XP_020804845.1|DSER	LOC111600208|XP_023171999.1|DHYD
OG0002722	LOC110182210|XP_020805899.1|DSER	LOC111593195|XP_023161587.2|DHYD, LOC115483071|XP_030079789.1|DHYD
OG0002723	LOC110191374|XP_020817888.1|DSER	LOC111593844|XP_023162656.1|DHYD
OG0002724	LOC110188170|XP_020813405.1|DSER	LOC111593675|XP_023162330.2|DHYD
OG0002725	LOC110190106|XP_020816073.1|DSER	LOC111605068|XP_023179167.2|DHYD
OG0002726	LOC110188879|XP_020814453.1|DSER	LOC111598672|XP_030081838.1|DHYD
OG0002727	LOC110183370|XP_020807291.1|DSER, LOC110187379|XP_020812430.1|DSER	LOC111603706|XP_023177173.1|DHYD
OG0002728	LOC110181871|XP_020805458.1|DSER	LOC111605366|XP_030081397.1|DHYD
OG0002729	LOC110178585|XP_020801422.1|DSER	LOC111597558|XP_023168123.2|DHYD
OG0002730	LOC110189254|XP_020814921.1|DSER	LOC111595414|XP_023164899.1|DHYD
OG0002731	LOC110179419|XP_020802607.1|DSER	LOC111601068|XP_023173259.1|DHYD
OG0002732	LOC110177812|XP_020800361.1|DSER	LOC111602284|XP_023175053.2|DHYD
OG0002733	LOC110191126|XP_020817538.1|DSER	LOC111600959|XP_023173111.2|DHYD
OG0002734	LOC110189830|XP_020815686.1|DSER	LOC111600032|XP_023171716.1|DHYD
OG0002735	LOC110178336|XP_020801105.1|DSER	LOC111593939|XP_023162789.1|DHYD
OG0002736	LOC110178262|XP_020800986.1|DSER	LOC111593940|XP_023162793.1|DHYD
OG0002737	LOC110190656|XP_020816915.1|DSER	LOC111597487|XP_023168008.2|DHYD
OG0002738	LOC110183655|XP_020807642.1|DSER	LOC111604496|XP_023178355.2|DHYD
OG0002739	LOC110189893|XP_020815805.1|DSER	LOC111604327|XP_023178154.1|DHYD
OG0002740	LOC110189892|XP_020815804.1|DSER	LOC111604326|XP_023178152.1|DHYD
OG0002741	LOC110179206|XP_020802284.1|DSER	LOC111597921|XP_023168633.2|DHYD
OG0002742	LOC110191509|XP_020818036.1|DSER	LOC111600011|XP_023171682.1|DHYD
OG0002743	LOC110188876|XP_020814449.1|DSER, LOC110188875|XP_020814448.1|DSER	LOC111602925|XP_023176041.2|DHYD
OG0002744	LOC110189907|XP_020815831.1|DSER	LOC111594362|XP_030080497.1|DHYD
OG0002745	LOC110177550|XP_020799979.1|DSER	LOC111601596|XP_023174029.2|DHYD
OG0002746	LOC110188920|XP_020814501.1|DSER	LOC111594016|XP_023162883.1|DHYD
OG0002747	LOC110187709|XP_020812803.1|DSER	LOC111601411|XP_023173737.1|DHYD
OG0002748	LOC110179280|XP_020802431.1|DSER	LOC115482842|XP_030078941.1|DHYD, LOC111600783|XP_023172838.1|DHYD
OG0002749	LOC110179361|XP_020802538.1|DSER	LOC111593847|XP_023162661.2|DHYD
OG0002750	LOC110189281|XP_020814963.1|DSER, LOC110176774|XP_020798871.1|DSER	LOC111593750|XP_023162520.1|DHYD
OG0002751	LOC110182896|XP_020806707.1|DSER	LOC111604084|XP_023177738.1|DHYD
OG0002752	LOC110177078|XP_020799254.1|DSER	LOC111604190|XP_023177913.1|DHYD
OG0002753	LOC110182758|XP_020806531.1|DSER	LOC111600893|XP_030081113.1|DHYD, LOC115483410|XP_030081101.1|DHYD
OG0002754	LOC110178774|XP_020801676.1|DSER	LOC111600503|XP_030079650.1|DHYD
OG0002755	LOC110179442|XP_020802648.1|DSER, LOC110189381|XP_020815089.1|DSER	LOC111593898|XP_023162735.1|DHYD
OG0002756	LOC110178544|XP_020801362.1|DSER, LOC110184619|XP_020808873.1|DSER	LOC111592272|XP_023160139.2|DHYD
OG0002757	LOC110190572|XP_020816808.1|DSER	LOC111603701|XP_030081459.1|DHYD
OG0002758	LOC110177903|XP_020800530.1|DSER	LOC111605385|XP_023179641.1|DHYD
OG0002759	LOC110188117|XP_020813357.1|DSER	LOC111603224|XP_023176500.2|DHYD
OG0002760	LOC110184069|XP_020808108.1|DSER	LOC111605375|XP_023179626.2|DHYD
OG0002761	LOC110184095|XP_020808139.1|DSER	LOC111593283|XP_023161724.2|DHYD
OG0002762	LOC110189514|XP_020815297.1|DSER	LOC111602199|XP_023174928.1|DHYD
OG0002763	LOC110190491|XP_020816666.1|DSER	LOC111592734|XP_023160894.1|DHYD
OG0002764	LOC110185187|XP_020809563.1|DSER	LOC111601043|XP_023173224.2|DHYD
OG0002765	LOC110180052|XP_020803332.1|DSER	LOC111600641|XP_023172618.2|DHYD
OG0002766	LOC110180054|XP_020803335.1|DSER	LOC111600642|XP_023172624.2|DHYD
OG0002767	LOC110190925|XP_020817247.1|DSER	LOC111597650|XP_023168238.2|DHYD
OG0002768	LOC110191501|XP_020818026.1|DSER	LOC111600113|XP_023171844.1|DHYD
OG0002769	LOC110180015|XP_020803270.1|DSER	LOC111593192|XP_023161584.1|DHYD
OG0002770	LOC110182682|XP_020806433.1|DSER, LOC110180304|XP_020803618.1|DSER	LOC111600979|XP_023173134.1|DHYD
OG0002771	LOC110190505|XP_020816682.1|DSER	LOC111598737|XP_023169898.1|DHYD
OG0002772	LOC110190476|XP_020816645.1|DSER	LOC111598747|XP_023169916.2|DHYD
OG0002773	LOC110188988|XP_020814596.1|DSER, LOC110176383|XP_020798373.1|DSER	LOC111592458|XP_023160429.2|DHYD
OG0002774	LOC110189595|XP_020815385.1|DSER	LOC111592522|XP_023160543.1|DHYD
OG0002775	LOC110190162|XP_020816157.1|DSER	LOC111605189|XP_030081476.1|DHYD
OG0002776	LOC110190494|XP_020816668.1|DSER	LOC111597491|XP_023168014.1|DHYD
OG0002777	LOC110183606|XP_020807581.1|DSER	LOC111605667|XP_023180099.1|DHYD
OG0002778	LOC110183604|XP_020807579.1|DSER	LOC111605656|XP_023180085.2|DHYD
OG0002779	LOC110190815|XP_020817125.1|DSER	LOC111601037|XP_023173216.1|DHYD
OG0002780	LOC110177160|XP_020799404.1|DSER	LOC111603566|XP_023176980.2|DHYD
OG0002781	LOC110189377|XP_020815083.1|DSER	LOC111597942|XP_023168667.1|DHYD
OG0002782	LOC110190407|XP_020816532.1|DSER	LOC111605062|XP_023179160.2|DHYD
OG0002783	LOC110184240|XP_020808355.1|DSER, LOC110177560|XP_020799992.1|DSER	LOC111601115|XP_023173331.1|DHYD
OG0002784	LOC110178510|XP_020801319.1|DSER	LOC111603798|XP_023177314.1|DHYD
OG0002785	LOC110188512|XP_020813926.1|DSER	LOC111594920|XP_023164177.2|DHYD
OG0002786	LOC110183590|XP_020807561.1|DSER	LOC111592445|XP_023160396.1|DHYD
OG0002787	LOC110178764|XP_020801661.1|DSER	LOC111601099|XP_023173306.1|DHYD
OG0002788	LOC110178765|XP_020801662.1|DSER	LOC111601100|XP_023173307.2|DHYD
OG0002789	LOC110190156|XP_020816151.1|DSER	LOC111594375|XP_030080191.1|DHYD
OG0002790	LOC110178677|XP_020801538.1|DSER	LOC111597596|XP_023168165.2|DHYD
OG0002791	LOC110185239|XP_020809634.1|DSER	LOC111592283|XP_023160153.2|DHYD
OG0002792	LOC110189286|XP_020814970.1|DSER	LOC111603507|XP_023176887.2|DHYD
OG0002793	LOC110190767|XP_020817056.1|DSER	LOC111605675|XP_023180108.2|DHYD
OG0002794	LOC110176225|XP_020798166.1|DSER	LOC111599541|XP_030078570.1|DHYD
OG0002795	LOC110184709|XP_020808985.1|DSER	LOC111592315|XP_030079218.1|DHYD
OG0002796	LOC110190483|XP_020816654.1|DSER	LOC111594837|XP_023164069.1|DHYD
OG0002797	LOC110178602|XP_020801446.1|DSER	LOC111597601|XP_023168169.1|DHYD
OG0002798	LOC110187506|XP_020812558.1|DSER	LOC111599349|XP_023170746.1|DHYD
OG0002799	LOC110178618|XP_020801462.1|DSER	LOC111597470|XP_023167987.2|DHYD
OG0002800	LOC110183566|XP_020807531.1|DSER	LOC111592453|XP_023160407.2|DHYD
OG0002801	LOC110182804|XP_020806600.1|DSER	LOC111593839|XP_023162644.2|DHYD
OG0002802	LOC110178263|XP_020800991.1|DSER	LOC111593883|XP_023162717.2|DHYD
OG0002803	LOC110176882|XP_020799018.1|DSER	LOC111595763|XP_023165407.2|DHYD
OG0002804	LOC110179841|XP_020803111.1|DSER	LOC111595244|XP_023164650.2|DHYD
OG0002805	LOC110176912|XP_020799061.1|DSER	LOC111595588|XP_023165167.2|DHYD
OG0002806	LOC110185240|XP_020809635.1|DSER	LOC111592284|XP_023160154.2|DHYD
OG0002807	LOC110181043|XP_020804379.1|DSER, LOC110179914|XP_020803175.1|DSER, LOC110176369|XP_020798354.1|DSER	LOC111593801|XP_023162595.2|DHYD
OG0002808	LOC110191615|XP_020818163.1|DSER	LOC111600782|XP_023172836.2|DHYD
OG0002809	LOC110176215|XP_020798150.1|DSER	LOC111598748|XP_023169917.1|DHYD
OG0002810	LOC110178591|XP_020801431.1|DSER	LOC111591934|XP_030079648.1|DHYD
OG0002811	LOC110178897|XP_020801832.1|DSER	LOC111604412|XP_023178236.1|DHYD
OG0002812	LOC110189249|XP_020814912.1|DSER	LOC111595330|XP_023164758.1|DHYD
OG0002813	LOC110178442|XP_020801233.1|DSER	LOC111604217|XP_030081387.1|DHYD
OG0002814	LOC110189650|XP_020815455.1|DSER	LOC111593551|XP_023162173.2|DHYD
OG0002815	LOC110180029|XP_020803295.1|DSER	LOC111604541|XP_023178411.2|DHYD
OG0002816	LOC110178477|XP_020801278.1|DSER	LOC111604132|XP_023177816.1|DHYD
OG0002817	LOC110189530|XP_020815320.1|DSER	LOC111600031|XP_023171715.1|DHYD
OG0002818	LOC110178000|XP_020800660.1|DSER	LOC111593729|XP_023162481.2|DHYD, LOC115483446|XP_030081289.1|DHYD
OG0002819	LOC110183693|XP_020807691.1|DSER	LOC111592818|XP_023161003.2|DHYD
OG0002820	LOC110185273|XP_020809679.1|DSER	LOC111592830|XP_023161021.1|DHYD
OG0002821	LOC110177479|XP_020799881.1|DSER	LOC111605634|XP_023180059.1|DHYD
OG0002822	LOC110189408|XP_020815123.1|DSER	LOC111592516|XP_023160530.2|DHYD
OG0002823	LOC110191584|XP_020818128.1|DSER	LOC111599894|XP_023171484.1|DHYD
OG0002824	LOC110176841|XP_020798956.1|DSER	LOC111599924|XP_030079714.1|DHYD
OG0002825	LOC110190329|XP_020816383.1|DSER	LOC111597611|XP_023168177.2|DHYD
OG0002826	LOC110178493|XP_020801300.1|DSER	LOC111593854|XP_023162667.2|DHYD
OG0002827	LOC110185408|XP_020809874.1|DSER	LOC111595887|XP_023165583.2|DHYD
OG0002828	LOC110179368|XP_020802542.1|DSER	LOC111604115|XP_023177790.2|DHYD
OG0002829	LOC110180010|XP_020803261.1|DSER	LOC111593172|XP_023161546.2|DHYD
OG0002830	LOC110189748|XP_020815611.1|DSER	LOC111599326|XP_023170715.2|DHYD
OG0002831	LOC110182743|XP_020806503.1|DSER	LOC111602308|XP_023175077.2|DHYD
OG0002832	LOC110183891|XP_020807895.1|DSER	LOC115482732|XP_030079571.1|DHYD, LOC111600347|XP_030081058.1|DHYD
OG0002833	LOC110184097|XP_020808142.1|DSER	LOC111605363|XP_023179610.2|DHYD
OG0002834	LOC110191522|XP_020818050.1|DSER	LOC111592211|XP_023160050.2|DHYD
OG0002835	LOC110180035|XP_020803302.1|DSER	LOC111598423|XP_023169433.2|DHYD, LOC111604603|XP_023178484.1|DHYD
OG0002836	LOC110191704|XP_020818279.1|DSER, LOC110188977|XP_020814585.1|DSER	LOC111593864|XP_023162685.1|DHYD
OG0002837	LOC110191589|XP_020818133.1|DSER	LOC111597712|XP_023168320.2|DHYD
OG0002838	LOC110176247|XP_020798209.1|DSER	LOC111600650|XP_023172638.1|DHYD
OG0002839	LOC110191728|XP_020818310.1|DSER	LOC111600616|XP_023172585.2|DHYD, LOC115482737|XP_030078938.1|DHYD
OG0002840	LOC110183024|XP_020806870.1|DSER, LOC110180606|XP_020803951.1|DSER	LOC111600421|XP_023172270.2|DHYD
OG0002841	LOC110176862|XP_020798995.1|DSER	LOC111602330|XP_023175103.2|DHYD, LOC115482909|XP_030079017.1|DHYD
OG0002842	LOC110185587|XP_020810178.1|DSER	LOC111600426|XP_023172277.2|DHYD
OG0002843	LOC110191583|XP_020818124.1|DSER	LOC111593897|XP_023162734.2|DHYD
OG0002844	LOC110176219|XP_020798155.1|DSER	LOC111597219|XP_023167565.2|DHYD
OG0002845	LOC110182337|XP_020806028.1|DSER	LOC111601865|XP_023174474.1|DHYD
OG0002846	LOC110182942|XP_020806784.1|DSER	LOC111599944|XP_023171563.1|DHYD
OG0002847	LOC110182333|XP_020806023.1|DSER	LOC111601871|XP_023174480.1|DHYD
OG0002848	LOC110178091|XP_020800754.1|DSER	LOC111595564|XP_023165129.2|DHYD
OG0002849	LOC110185851|XP_020810518.1|DSER	LOC111596340|XP_023166291.1|DHYD
OG0002850	LOC110185659|XP_020810277.1|DSER	LOC111594756|XP_030079037.1|DHYD
OG0002851	LOC110183389|XP_020807315.1|DSER	LOC111592626|XP_023160730.2|DHYD
OG0002852	LOC110179312|XP_020802457.1|DSER	LOC111605414|XP_030082018.1|DHYD
OG0002853	LOC110185653|XP_020810269.1|DSER	LOC111600343|XP_030080556.1|DHYD
OG0002854	LOC110176817|XP_020798918.1|DSER	LOC111601885|XP_030079178.1|DHYD
