Orthogroup	DSER.longest_only	DBUS.longest_only
OG0000381	LOC110181415|XP_020804812.1|DSER, LOC110179859|XP_020803117.1|DSER	LOC108596902|XP_033150618.1|DBUS
OG0000382	LOC110190039|XP_020816003.1|DSER	LOC108598924|XP_017841177.1|DBUS
OG0000383	LOC110187287|XP_020812336.1|DSER	LOC108607215|XP_017853376.1|DBUS
OG0000383	LOC110184938|XP_020809246.1|DSER	LOC108607896|XP_017854492.1|DBUS
OG0000384	LOC110179316|XP_020802464.1|DSER	LOC108594998|XP_017835619.1|DBUS
OG0000384	LOC110179317|XP_020802465.1|DSER	LOC108594994|XP_017835616.1|DBUS
OG0000385	LOC110182946|XP_020806791.1|DSER, LOC110187151|XP_020812223.1|DSER	LOC108605629|XP_017850901.1|DBUS
OG0000385	LOC110187150|XP_020812222.1|DSER	LOC108607176|XP_017853320.1|DBUS, LOC108607918|XP_017854520.2|DBUS, LOC108607919|XP_017854521.2|DBUS
OG0000386	LOC110186322|XP_020811120.1|DSER	LOC108604745|XP_017849820.1|DBUS
OG0000388	LOC110188860|XP_020814426.1|DSER, LOC110188831|XP_020814380.1|DSER, LOC110188852|XP_020814417.1|DSER, LOC110188830|XP_020814379.1|DSER	LOC108598995|XP_017841260.1|DBUS
OG0000389	LOC110190500|XP_020816675.1|DSER	LOC108600795|XP_033149530.1|DBUS
OG0000390	LOC110183484|XP_020807423.1|DSER	LOC108608398|XP_017855244.1|DBUS
OG0000391	LOC110184084|XP_020808129.1|DSER	LOC108597558|XP_017839655.1|DBUS
OG0000391	LOC110184039|XP_020808073.1|DSER	LOC108597593|XP_017839703.1|DBUS
OG0000392	LOC110187426|XP_020812475.1|DSER	LOC108599415|XP_017841719.1|DBUS
OG0000392	LOC110187386|XP_020812436.1|DSER	LOC108608050|XP_017854720.1|DBUS
OG0000393	LOC110187261|XP_020812308.1|DSER	LOC108607828|XP_017854370.1|DBUS
OG0000393	LOC110180003|XP_020803252.1|DSER, LOC110187262|XP_020812309.1|DSER	LOC108607843|XP_017854397.1|DBUS
OG0000394	LOC110181592|XP_020805044.1|DSER	LOC117134893|XP_033150163.1|DBUS
OG0000394	LOC110181549|XP_020804991.1|DSER	LOC108606185|XP_017851523.1|DBUS
OG0000395	LOC110179001|XP_020801993.1|DSER	LOC108599448|XP_017841768.1|DBUS
OG0000396	LOC110177020|XP_020799192.1|DSER	LOC108608552|XP_017855460.2|DBUS
OG0000398	LOC110184168|XP_020808279.1|DSER	LOC108596309|XP_017837402.1|DBUS
OG0000399	LOC110190647|XP_020816909.1|DSER	LOC108601880|XP_017845342.1|DBUS
OG0000399	LOC110182956|XP_020806809.1|DSER	LOC108604528|XP_017849529.1|DBUS
OG0000400	LOC110175976|XP_020797830.1|DSER	LOC108605281|XP_017850418.1|DBUS
OG0000400	LOC110176062|XP_020797940.1|DSER, LOC110176063|XP_020797941.1|DSER	LOC108597988|XP_017840093.1|DBUS, LOC108597987|XP_017840092.1|DBUS, LOC108601644|XP_017845036.2|DBUS, LOC108600888|XP_017844199.2|DBUS, LOC108606376|XP_017851920.1|DBUS
OG0000401	LOC110182871|XP_020806676.1|DSER, LOC110181833|XP_020805395.1|DSER, LOC110181838|XP_020805402.1|DSER	LOC108606634|XP_017852416.1|DBUS
OG0000402	LOC110182009|XP_020805599.1|DSER	LOC108607251|XP_017853423.1|DBUS
OG0000403	LOC110176449|XP_020798459.1|DSER	LOC108603125|XP_017847132.1|DBUS
OG0000403	LOC110181126|XP_020804457.1|DSER	LOC108597123|XP_017838991.1|DBUS
OG0000404	LOC110186276|XP_020811049.1|DSER	LOC108601568|XP_033149876.1|DBUS, LOC117134621|XP_033149902.1|DBUS
OG0000405	LOC110183048|XP_020806891.1|DSER	LOC108605590|XP_017850850.1|DBUS
OG0000405	LOC110188480|XP_020813869.1|DSER	LOC108604844|XP_017849953.1|DBUS
OG0000406	LOC110189994|XP_020815951.1|DSER	LOC108600280|XP_017843237.1|DBUS
OG0000406	LOC110179321|XP_020802472.1|DSER	LOC108597246|XP_017839185.1|DBUS
OG0000407	LOC110190439|XP_020816584.1|DSER	LOC108598388|XP_017840490.1|DBUS
OG0000407	LOC110190437|XP_020816579.1|DSER	LOC108600062|XP_017842902.1|DBUS
OG0000408	LOC110185489|XP_020810028.1|DSER	LOC108603695|XP_033150816.1|DBUS, LOC117134937|XP_033150368.1|DBUS, LOC117134997|XP_033150616.1|DBUS
OG0000408	LOC110182730|XP_020806490.1|DSER	LOC108603640|XP_017848095.1|DBUS
OG0000409	LOC110178483|XP_020801284.1|DSER	LOC108595278|XP_017835980.1|DBUS
OG0000409	LOC110188995|XP_020814606.1|DSER	LOC108595198|XP_017835874.1|DBUS
OG0000410	LOC110187235|XP_020812291.1|DSER, LOC110187213|XP_020812271.1|DSER	LOC108607800|XP_017854328.1|DBUS
OG0000411	LOC110188761|XP_020814261.1|DSER	LOC108603090|XP_017847070.1|DBUS
OG0000411	LOC110183779|XP_020807795.1|DSER, LOC110179290|XP_020802434.1|DSER	LOC108607910|XP_017854513.1|DBUS
OG0000412	LOC110182869|XP_020806671.1|DSER	LOC108595083|XP_017835723.1|DBUS
OG0000412	LOC110182789|XP_020806573.1|DSER	LOC108598417|XP_017840533.2|DBUS
OG0000413	LOC110188011|XP_020813194.1|DSER	LOC108601252|XP_017844641.1|DBUS
OG0000413	LOC110177256|XP_020799566.1|DSER	LOC108601340|XP_017844728.1|DBUS
OG0000414	LOC110189433|XP_020815163.1|DSER	LOC108597667|XP_017839826.1|DBUS
OG0000415	LOC110177780|XP_020800307.1|DSER	LOC108596401|XP_017837574.1|DBUS
OG0000415	LOC110177775|XP_020800300.1|DSER	LOC108596402|XP_017837576.1|DBUS
OG0000416	LOC110182834|XP_020806626.1|DSER	LOC108606941|XP_017852982.1|DBUS
OG0000416	LOC110183220|XP_020807093.1|DSER	LOC108606670|XP_017852491.1|DBUS
OG0000417	LOC110187777|XP_020812900.1|DSER	LOC108602147|XP_017845668.1|DBUS
OG0000417	LOC110186618|XP_020811512.1|DSER	LOC108602278|XP_017845824.1|DBUS
OG0000418	LOC110180442|XP_020803771.1|DSER, LOC110180440|XP_020803769.1|DSER	LOC108605818|XP_017851112.1|DBUS
OG0000418	LOC110182635|XP_020806361.1|DSER	LOC108605612|XP_017850879.1|DBUS
OG0000419	LOC110177822|XP_020800371.1|DSER	LOC108596816|XP_017838420.1|DBUS
OG0000419	LOC110187079|XP_020812137.1|DSER	LOC117134914|XP_033150275.1|DBUS
OG0000421	LOC110185660|XP_020810278.1|DSER	LOC108607237|XP_033150963.1|DBUS
OG0000421	LOC110182698|XP_020806452.1|DSER	LOC108607592|XP_017853983.2|DBUS
OG0000422	LOC110180482|XP_020803826.1|DSER	LOC108603801|XP_017848388.1|DBUS
OG0000423	LOC110189417|XP_020815135.1|DSER	LOC108596957|XP_017838692.1|DBUS
OG0000423	LOC110189506|XP_020815273.1|DSER	LOC108597031|XP_017838809.1|DBUS
OG0000424	LOC110188596|XP_020814021.1|DSER	LOC108597683|XP_017839846.1|DBUS
OG0000424	LOC110184074|XP_020808117.1|DSER	LOC108597457|XP_017839513.1|DBUS
OG0000425	LOC110178776|XP_020801682.1|DSER	LOC108596313|XP_033149114.1|DBUS
OG0000425	LOC110182873|XP_020806674.1|DSER	LOC108595119|XP_017835770.1|DBUS
OG0000426	LOC110191606|XP_020818152.1|DSER, LOC110191605|XP_020818151.1|DSER	LOC108596540|XP_033149027.1|DBUS, LOC108596537|XP_017837915.1|DBUS, LOC108596539|XP_017837916.2|DBUS
OG0000428	LOC110189967|XP_020815915.1|DSER, LOC110190310|XP_020816358.1|DSER	LOC108600418|XP_017843469.1|DBUS
OG0000428	LOC110190300|XP_020816344.1|DSER	LOC108600419|XP_017843470.2|DBUS
OG0000429	LOC110179323|XP_020802474.1|DSER	LOC117134709|XP_033149127.1|DBUS
OG0000430	LOC110186765|XP_020811686.1|DSER	LOC108602465|XP_017846078.1|DBUS
OG0000430	LOC110189780|XP_020815669.1|DSER, LOC110177259|XP_020799569.1|DSER	LOC108602430|XP_017846037.1|DBUS
OG0000433	LOC110184324|XP_020808476.1|DSER	LOC108606800|XP_017852752.1|DBUS
OG0000433	LOC110190627|XP_020816880.1|DSER	LOC108599596|XP_017842035.1|DBUS
OG0000434	LOC110189545|XP_020815336.1|DSER	LOC108596629|XP_017838065.1|DBUS
OG0000435	LOC110179047|XP_020802062.1|DSER	LOC108605027|XP_017850084.1|DBUS
OG0000437	LOC110183318|XP_020807223.1|DSER	LOC108597712|XP_017839895.1|DBUS
OG0000437	LOC110183414|XP_020807350.1|DSER	LOC108594335|XP_017834978.1|DBUS
OG0000438	LOC110186178|XP_020810895.1|DSER	LOC108601968|XP_017845445.1|DBUS
OG0000439	LOC110183899|XP_020807900.1|DSER	LOC108594507|XP_033150665.1|DBUS
OG0000439	LOC110190278|XP_020816311.1|DSER	LOC108598194|XP_017840298.2|DBUS
OG0000440	LOC110176942|XP_020799106.1|DSER	LOC108597650|XP_017839794.1|DBUS, LOC108597649|XP_017839793.1|DBUS
OG0000440	LOC110179341|XP_020802503.1|DSER	LOC108595640|XP_017836400.1|DBUS
OG0000441	LOC110189671|XP_020815486.1|DSER	LOC108595815|XP_017836594.1|DBUS
OG0000441	LOC110189653|XP_020815458.1|DSER	LOC108595711|XP_017836482.1|DBUS
OG0000442	LOC110185170|XP_020809540.1|DSER, LOC110179621|XP_020802887.1|DSER	LOC108599457|XP_017841782.2|DBUS
OG0000443	LOC110183676|XP_020807673.1|DSER	LOC108598826|XP_017841067.1|DBUS
OG0000443	LOC110183646|XP_020807627.1|DSER	LOC108598965|XP_017841225.1|DBUS
OG0000444	LOC110183892|XP_020807896.1|DSER, LOC110178072|XP_020800736.1|DSER	LOC108594808|XP_017835439.1|DBUS
OG0000444	LOC110183893|XP_020807897.1|DSER	LOC108594820|XP_017835450.1|DBUS
OG0000446	LOC110185138|XP_020809498.1|DSER, LOC110185139|XP_020809499.1|DSER	LOC108596488|XP_033149121.1|DBUS
OG0000447	LOC110177628|XP_020800101.1|DSER	LOC108600461|XP_017843544.2|DBUS
OG0000448	LOC110186701|XP_020811633.1|DSER	LOC108601744|XP_017845153.2|DBUS
OG0000449	LOC110185203|XP_020809588.1|DSER	LOC108600043|XP_017842877.1|DBUS
OG0000449	LOC110185970|XP_020810648.1|DSER	LOC108596492|XP_017837795.1|DBUS
OG0000450	LOC110180292|XP_020803608.1|DSER	LOC108605329|XP_033150295.1|DBUS
OG0000450	LOC110175936|XP_020797776.1|DSER	LOC108606942|XP_017852983.1|DBUS
OG0000451	LOC110182461|XP_020806156.1|DSER	LOC108606406|XP_017851980.1|DBUS
OG0000451	LOC110182460|XP_020806155.1|DSER	LOC108606405|XP_017851979.1|DBUS
OG0000453	LOC110186460|XP_020811307.1|DSER	LOC108602064|XP_017845573.2|DBUS
OG0000454	LOC110190971|XP_020817321.1|DSER, LOC110177627|XP_020800100.1|DSER	LOC108607945|XP_017854550.1|DBUS, LOC108607946|XP_017854551.2|DBUS, LOC108597283|XP_033149976.1|DBUS
OG0000456	LOC110185733|XP_020810377.1|DSER	LOC108608258|XP_033150053.1|DBUS
OG0000457	LOC110181409|XP_020804804.1|DSER	LOC108598909|XP_033150733.1|DBUS
OG0000457	LOC110185761|XP_020810422.1|DSER	LOC108607636|XP_033149578.1|DBUS
OG0000458	LOC110183917|XP_020807935.1|DSER	LOC108607022|XP_033149992.1|DBUS
OG0000460	LOC110183094|XP_020806946.1|DSER	LOC108608333|XP_017855163.1|DBUS
OG0000462	LOC110188619|XP_020814045.1|DSER	LOC108603008|XP_017846892.1|DBUS
OG0000462	LOC110188620|XP_020814046.1|DSER	LOC108603007|XP_017846890.1|DBUS
OG0000463	LOC110185880|XP_020810554.1|DSER, LOC110185891|XP_020810565.1|DSER	LOC108601515|XP_017844903.1|DBUS
OG0000463	LOC110182079|XP_020805720.1|DSER, LOC110185000|XP_020809317.1|DSER	LOC108601481|XP_033150130.1|DBUS, LOC108595813|XP_017836596.2|DBUS
OG0000464	LOC110183922|XP_020807942.1|DSER, LOC110183919|XP_020807939.1|DSER	LOC108607081|XP_017853194.2|DBUS
OG0000464	LOC110183929|XP_020807952.1|DSER	LOC108607097|XP_033150843.1|DBUS
OG0000465	LOC110190848|XP_020817156.1|DSER	LOC108605063|XP_017850119.1|DBUS
OG0000465	LOC110190999|XP_020817371.1|DSER	LOC108602829|XP_017846552.1|DBUS
OG0000466	LOC110176019|XP_020797889.1|DSER	LOC108606045|XP_017851382.1|DBUS
OG0000466	LOC110177034|XP_020799210.1|DSER	LOC108594401|XP_017835057.1|DBUS
OG0000467	LOC110189658|XP_020815461.1|DSER	LOC117134632|XP_017837083.1|DBUS
OG0000467	LOC110189600|XP_020815393.1|DSER	LOC108594730|XP_033148919.1|DBUS
OG0000468	LOC110186259|XP_020811025.1|DSER	LOC108603095|XP_017847080.1|DBUS
OG0000468	LOC110178299|XP_020801046.1|DSER	LOC108596066|XP_017836950.1|DBUS
OG0000469	LOC110183004|XP_020806853.1|DSER, LOC110180597|XP_020803943.1|DSER, LOC110184005|XP_020808021.1|DSER, LOC110183959|XP_020807973.1|DSER	LOC108608447|XP_033150823.1|DBUS
OG0000469	LOC110183003|XP_020806852.1|DSER	LOC108607865|XP_033150865.1|DBUS
OG0000470	LOC110177527|XP_020799945.1|DSER	LOC108599162|XP_017841438.1|DBUS
OG0000470	LOC110179694|XP_020802963.1|DSER	LOC108600871|XP_017844171.1|DBUS
OG0000471	LOC110177592|XP_020800035.1|DSER	LOC108599012|XP_017841278.1|DBUS
OG0000471	LOC110184959|XP_020809266.1|DSER, LOC110180495|XP_020803835.1|DSER	LOC108597544|XP_017839642.2|DBUS
OG0000473	LOC110184193|XP_020808283.1|DSER	LOC108606785|XP_017852707.1|DBUS
OG0000473	LOC110180138|XP_020803443.1|DSER	LOC108606568|XP_017852275.1|DBUS
OG0000474	LOC110177012|XP_020799184.1|DSER, LOC110191202|XP_020817628.1|DSER	LOC108606889|XP_017852903.1|DBUS
OG0000474	LOC110181260|XP_020804626.1|DSER	LOC108599045|XP_017841314.1|DBUS
OG0000475	LOC110187715|XP_020812811.1|DSER	LOC108603139|XP_017847164.1|DBUS
OG0000475	LOC110188027|XP_020813224.1|DSER	LOC108596826|XP_017838432.1|DBUS, LOC108603138|XP_033149782.1|DBUS
OG0000476	LOC110188422|XP_020813805.1|DSER, LOC110191003|XP_020817380.1|DSER	LOC108601874|XP_017845333.1|DBUS
OG0000476	LOC110190847|XP_020817154.1|DSER	LOC108601876|XP_017845334.1|DBUS
OG0000477	LOC110184237|XP_020808356.1|DSER	LOC108603330|XP_017847543.1|DBUS
OG0000477	LOC110184661|XP_020808928.1|DSER	LOC108603329|XP_017847541.1|DBUS
OG0000478	LOC110184166|XP_020808236.1|DSER, LOC110186160|XP_020810870.1|DSER	LOC108604187|XP_017849026.1|DBUS
OG0000479	LOC110191129|XP_020817541.1|DSER, LOC110191372|XP_020817883.1|DSER, LOC110190998|XP_020817370.1|DSER	LOC108602210|XP_017845746.1|DBUS
OG0000480	LOC110182342|XP_020806042.1|DSER	LOC108608176|XP_017854923.1|DBUS
OG0000480	LOC110182344|XP_020806043.1|DSER	LOC108608263|XP_017855045.2|DBUS
OG0000482	LOC110176614|XP_020798699.1|DSER	LOC108602417|XP_017846021.1|DBUS
OG0000482	LOC110188404|XP_020813788.1|DSER	LOC108602929|XP_017846761.1|DBUS
OG0000483	LOC110186151|XP_020810861.1|DSER	LOC108601521|XP_017844910.1|DBUS
OG0000483	LOC110186225|XP_020810947.1|DSER	LOC108601522|XP_017844911.1|DBUS
OG0000484	LOC110188615|XP_020814041.1|DSER	LOC108601234|XP_017844622.1|DBUS
OG0000484	LOC110188616|XP_020814042.1|DSER	LOC108603005|XP_017846888.1|DBUS
OG0000485	LOC110178952|XP_020801912.1|DSER	LOC108598797|XP_017841030.2|DBUS
OG0000485	LOC110178935|XP_020801891.1|DSER	LOC108598796|XP_017841029.1|DBUS
OG0000486	LOC110181098|XP_020804426.1|DSER	LOC108596151|XP_017837135.1|DBUS, LOC108596152|XP_017837136.1|DBUS
OG0000486	LOC110181097|XP_020804425.1|DSER	LOC108596150|XP_017837133.1|DBUS
OG0000487	LOC110189204|XP_020814834.1|DSER	LOC108596686|XP_017838191.1|DBUS
OG0000487	LOC110189197|XP_020814827.1|DSER	LOC108596684|XP_017838190.1|DBUS
OG0000488	LOC110187594|XP_020812646.1|DSER	LOC108607531|XP_017853901.1|DBUS, LOC108607530|XP_017853900.1|DBUS, LOC108597677|XP_017839842.1|DBUS
OG0000488	LOC110181376|XP_020804764.1|DSER	LOC108608285|XP_017855094.2|DBUS
OG0000489	LOC110176502|XP_020798535.1|DSER	LOC108601233|XP_017844621.1|DBUS
OG0000489	LOC110176097|XP_020797995.1|DSER	LOC108605120|XP_017850171.1|DBUS
OG0000490	LOC110176103|XP_020798001.1|DSER	LOC108604935|XP_017849993.2|DBUS
OG0000490	LOC110181845|XP_020805411.1|DSER	LOC108605671|XP_033150192.1|DBUS
OG0000491	LOC110185453|XP_020809953.1|DSER, LOC110178525|XP_020801340.1|DSER	LOC108596506|XP_017837835.1|DBUS
OG0000492	LOC110177090|XP_020799277.1|DSER	LOC108595995|XP_017836771.1|DBUS
OG0000493	LOC110176446|XP_020798454.1|DSER, LOC110176465|XP_020798483.1|DSER	LOC108594289|XP_017834920.1|DBUS
OG0000494	LOC110190506|XP_020816690.1|DSER	LOC108601934|XP_017845401.1|DBUS
OG0000494	LOC110186083|XP_020810779.1|DSER	LOC108607321|XP_017853484.2|DBUS
OG0000495	LOC110182569|XP_020806277.1|DSER	LOC108607252|XP_017853424.1|DBUS
OG0000495	LOC110178319|XP_020801088.1|DSER	LOC108595134|XP_033148928.1|DBUS
OG0000496	LOC110183129|XP_020806976.1|DSER	LOC108607804|XP_017854336.2|DBUS
OG0000496	LOC110183927|XP_020807949.1|DSER	LOC108606710|XP_033150553.1|DBUS
OG0000497	LOC110181200|XP_020804540.1|DSER	LOC108608244|XP_017855020.1|DBUS
OG0000497	LOC110179068|XP_020802094.1|DSER, LOC110181213|XP_020804554.1|DSER, LOC110182683|XP_020806434.1|DSER	LOC108608243|XP_017855019.1|DBUS
OG0000498	LOC110186148|XP_020810858.1|DSER	LOC108601527|XP_017844916.1|DBUS
OG0000498	LOC110186146|XP_020810856.1|DSER	LOC108601529|XP_017844918.1|DBUS
OG0000499	LOC110182915|XP_020806776.1|DSER	LOC108595373|XP_017836089.1|DBUS
OG0000499	LOC110179499|XP_020802733.1|DSER	LOC108605782|XP_017851073.1|DBUS
OG0000500	LOC110190890|XP_020817207.1|DSER	LOC108598631|XP_017840820.1|DBUS
OG0000500	LOC110178950|XP_020801910.1|DSER	LOC108598855|XP_033149397.1|DBUS
OG0000501	LOC110176180|XP_020798090.1|DSER, LOC110176189|XP_020798102.1|DSER, LOC110177879|XP_020800503.1|DSER	LOC108596166|XP_017837162.1|DBUS, LOC108596167|XP_017837163.1|DBUS
OG0000502	LOC110179199|XP_020802275.1|DSER	LOC108595426|XP_017836143.1|DBUS
OG0000504	LOC110183558|XP_020807518.1|DSER	LOC108596168|XP_017837167.1|DBUS, LOC108601108|XP_033149346.1|DBUS
OG0000505	LOC110179747|XP_020803021.1|DSER	LOC108606873|XP_017852885.1|DBUS
OG0000505	LOC110179751|XP_020803026.1|DSER	LOC108605502|XP_017850739.1|DBUS
OG0000506	LOC110189034|XP_020814662.1|DSER	LOC108602955|XP_017846796.1|DBUS
OG0000506	LOC110189038|XP_020814666.1|DSER, LOC110189014|XP_020814631.1|DSER	LOC108602956|XP_017846797.1|DBUS
OG0000507	LOC110182054|XP_020805669.1|DSER	LOC108606223|XP_017851609.1|DBUS
OG0000507	LOC110182092|XP_020805732.1|DSER	LOC117134647|XP_017851605.1|DBUS
OG0000508	LOC110178795|XP_020801706.1|DSER	LOC108599042|XP_017841310.1|DBUS
OG0000508	LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER	LOC108598122|XP_017840227.1|DBUS
OG0000509	LOC110177555|XP_020799989.1|DSER	LOC108596839|XP_017838456.1|DBUS
OG0000509	LOC110181469|XP_020804882.1|DSER	LOC108596688|XP_017838193.1|DBUS
OG0000510	LOC110179275|XP_020802421.1|DSER	LOC108596336|XP_017837479.1|DBUS
OG0000511	LOC110184918|XP_020809222.1|DSER	LOC108594496|XP_017835181.1|DBUS
OG0000511	LOC110184891|XP_020809196.1|DSER	LOC108598453|XP_017840588.2|DBUS
OG0000512	LOC110178868|XP_020801801.1|DSER	LOC108594653|XP_017835287.1|DBUS
OG0000513	LOC110189268|XP_020814942.1|DSER	LOC108597032|XP_017838814.1|DBUS
OG0000513	LOC110183775|XP_020807791.1|DSER	LOC108597626|XP_017839762.2|DBUS
OG0000514	LOC110183926|XP_020807947.1|DSER, LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER	LOC108599549|XP_017841933.2|DBUS
OG0000514	LOC110183911|XP_020807915.1|DSER	LOC108608448|XP_017855316.1|DBUS
OG0000515	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER	LOC108600368|XP_017843395.1|DBUS
OG0000516	LOC110187129|XP_020812199.1|DSER	LOC108605975|XP_033150222.1|DBUS
OG0000516	LOC110187149|XP_020812221.1|DSER	LOC108605334|XP_033150223.1|DBUS
OG0000517	LOC110189862|XP_020815740.1|DSER	LOC108599512|XP_017841869.2|DBUS
OG0000518	LOC110176722|XP_020798822.1|DSER	LOC108600991|XP_017844343.2|DBUS
OG0000518	LOC110183709|XP_020807716.1|DSER	LOC108600753|XP_017843999.1|DBUS
OG0000518	LOC110191302|XP_020817772.1|DSER, LOC110179657|XP_020802914.1|DSER, LOC110187963|XP_020813141.1|DSER	LOC117134651|XP_033149545.1|DBUS, LOC108598001|XP_033149576.1|DBUS
OG0000519	LOC110187523|XP_020812578.1|DSER	LOC108604951|XP_033150406.1|DBUS
OG0000521	LOC110182031|XP_020805620.1|DSER	LOC108605597|XP_017850861.1|DBUS
OG0000521	LOC110182032|XP_020805621.1|DSER	LOC108607174|XP_033150359.1|DBUS
OG0000522	LOC110188505|XP_020813898.1|DSER	LOC108601241|XP_017844629.1|DBUS
OG0000522	LOC110184251|XP_020808371.1|DSER	LOC108605160|XP_017850231.1|DBUS
OG0000523	LOC110191312|XP_020817790.1|DSER	LOC108604389|XP_017849335.1|DBUS
OG0000523	LOC110176082|XP_020797983.1|DSER	LOC108606259|XP_017851704.1|DBUS
OG0000524	LOC110177426|XP_020799807.1|DSER, LOC110191360|XP_020817867.1|DSER, LOC110189030|XP_020814659.1|DSER	LOC108603982|XP_017848697.1|DBUS
OG0000525	LOC110188987|XP_020814595.1|DSER, LOC110188986|XP_020814594.1|DSER	LOC108597586|XP_017839695.1|DBUS
OG0000526	LOC110177188|XP_020799442.1|DSER	LOC108603066|XP_017847004.2|DBUS
OG0000526	LOC110177140|XP_020799377.1|DSER	LOC108596578|XP_017837991.1|DBUS
OG0000527	LOC110187498|XP_020812550.1|DSER	LOC108607852|XP_017854421.2|DBUS
OG0000527	LOC110187536|XP_020812589.1|DSER	LOC108595917|XP_033149916.1|DBUS
OG0000528	LOC110183785|XP_020807801.1|DSER	LOC108607615|XP_017854017.1|DBUS
OG0000529	LOC110184964|XP_020809271.1|DSER	LOC108598475|XP_017840655.1|DBUS
OG0000529	LOC110187374|XP_020812423.1|DSER	LOC108606451|XP_017852056.1|DBUS, LOC108606430|XP_017852034.1|DBUS, LOC108606441|XP_017852045.1|DBUS
OG0000530	LOC110178608|XP_020801452.1|DSER	LOC108598640|XP_017840834.2|DBUS
OG0000530	LOC110188887|XP_020814463.1|DSER	LOC108599143|XP_033149536.1|DBUS
OG0000531	LOC110185061|XP_020809397.1|DSER	LOC108600171|XP_017843069.1|DBUS
OG0000531	LOC110178108|XP_020800782.1|DSER	LOC108607925|XP_017854528.2|DBUS
OG0000532	LOC110188006|XP_020813188.1|DSER	LOC108602981|XP_017846856.1|DBUS, LOC108602982|XP_017846857.2|DBUS
OG0000532	LOC110188005|XP_020813186.1|DSER	LOC108602983|XP_017846858.1|DBUS
OG0000533	LOC110176029|XP_020797898.1|DSER	LOC108606118|XP_017851461.1|DBUS
OG0000533	LOC110187943|XP_020813116.1|DSER	LOC108604646|XP_017849685.1|DBUS
OG0000534	LOC110180345|XP_020803666.1|DSER, LOC110180325|XP_020803641.1|DSER	LOC108606757|XP_017852651.1|DBUS
OG0000534	LOC110185545|XP_020810118.1|DSER	LOC108601002|XP_033149627.1|DBUS
OG0000535	LOC110180040|XP_020803311.1|DSER	LOC108595799|XP_017836579.1|DBUS
OG0000535	LOC110176886|XP_020799029.1|DSER	LOC108595694|XP_017836465.1|DBUS
OG0000536	LOC110176177|XP_020798079.1|DSER	LOC108600702|XP_017843912.1|DBUS
OG0000537	LOC110189300|XP_020814989.1|DSER	LOC108595146|XP_017835801.1|DBUS
OG0000538	LOC110191630|XP_020818182.1|DSER	LOC108597300|XP_017839267.1|DBUS
OG0000538	LOC110178407|XP_020801207.1|DSER	LOC108595482|XP_017836221.1|DBUS
OG0000539	LOC110186215|XP_020810937.1|DSER	LOC108602420|XP_017846023.1|DBUS
OG0000539	LOC110186190|XP_020810907.1|DSER	LOC108602112|XP_017845626.1|DBUS
OG0000540	LOC110187269|XP_020812315.1|DSER	LOC108602949|XP_017846792.1|DBUS
OG0000542	LOC110186788|XP_020811725.1|DSER	LOC108602847|XP_017846605.1|DBUS
OG0000542	LOC110185410|XP_020809876.1|DSER	LOC108607338|XP_017853510.1|DBUS
OG0000543	LOC110184670|XP_020808940.1|DSER	LOC108602308|XP_017845880.1|DBUS
OG0000543	LOC110182885|XP_020806688.1|DSER	LOC108597250|XP_017839191.1|DBUS
OG0000544	LOC110178724|XP_020801589.1|DSER	LOC108598572|XP_017840747.1|DBUS
OG0000544	LOC110184507|XP_020808731.1|DSER	LOC108601988|XP_017845471.1|DBUS
OG0000545	LOC110187823|XP_020812958.1|DSER	LOC108604827|XP_017849929.1|DBUS
OG0000545	LOC110187739|XP_020812855.1|DSER	LOC108601838|XP_017845270.1|DBUS
OG0000546	LOC110188731|XP_020814204.1|DSER	LOC108601923|XP_017845389.1|DBUS
OG0000546	LOC110179470|XP_020802700.1|DSER	LOC108606610|XP_017852368.1|DBUS
OG0000547	LOC110181593|XP_020805045.1|DSER	LOC117134897|XP_033150171.1|DBUS
OG0000547	LOC110187897|XP_020813051.1|DSER	LOC117134917|XP_033150290.1|DBUS
OG0000548	LOC110190295|XP_020816338.1|DSER	LOC108599999|XP_017842768.1|DBUS
OG0000548	LOC110190296|XP_020816339.1|DSER	LOC108598747|XP_017840972.1|DBUS
OG0000549	LOC110177056|XP_020799233.1|DSER	LOC108597358|XP_017839362.1|DBUS
OG0000550	LOC110178745|XP_020801635.1|DSER	LOC108600246|XP_017843171.1|DBUS
OG0000550	LOC110178791|XP_020801703.1|DSER	LOC108599789|XP_017842337.1|DBUS
OG0000551	LOC110178530|XP_020801347.1|DSER	LOC117134716|XP_033149173.1|DBUS
OG0000551	LOC110178527|XP_020801342.1|DSER	LOC117134707|XP_033149110.1|DBUS
OG0000552	LOC110186838|XP_020811787.1|DSER	LOC108604775|XP_017849861.1|DBUS
OG0000552	LOC110186668|XP_020811592.1|DSER	LOC108604553|XP_017849570.1|DBUS
