Orthogroup	DSER.longest_only	AALB.longest_only
OG0002180	LOC110186968|XP_020811973.1|DSER	LOC118460315|XP_035780417.1|AALB
OG0002181	LOC110184372|XP_020808530.1|DSER	LOC118457098|XP_035774278.1|AALB
OG0002182	LOC110188364|XP_020813737.1|DSER	LOC118457816|XP_035775571.1|AALB
OG0002183	LOC110177867|XP_020800476.1|DSER	LOC118457826|XP_035775593.1|AALB
OG0002184	LOC110186954|XP_020811948.1|DSER	LOC118458249|XP_035776422.1|AALB
OG0002185	LOC110191873|XP_020818515.1|DSER	LOC118462036|XP_035783903.1|AALB
OG0002186	LOC110185821|XP_020810487.1|DSER	LOC118461639|XP_035783102.1|AALB
OG0002187	LOC110188250|XP_020813582.1|DSER	LOC118461517|XP_035782842.1|AALB
OG0002188	LOC110191667|XP_020818227.1|DSER	LOC118464488|XP_035787808.1|AALB
OG0002189	LOC110179405|XP_020802589.1|DSER	LOC118457718|XP_035775401.1|AALB
OG0002190	LOC110188486|XP_020813878.1|DSER	LOC118468668|XP_035795615.1|AALB
OG0002191	LOC110176701|XP_020798796.1|DSER	LOC118461342|XP_035782447.1|AALB
OG0002192	LOC110185213|XP_020809602.1|DSER	LOC118463197|XP_035785524.1|AALB
OG0002193	LOC110188622|XP_020814051.1|DSER	LOC118461675|XP_035783159.1|AALB
OG0002194	LOC110177367|XP_020799718.1|DSER	LOC118457721|XP_035775405.1|AALB
OG0002195	LOC110191068|XP_020817459.1|DSER	LOC118456905|XP_035773923.1|AALB
OG0002196	LOC110176471|XP_020798490.1|DSER	LOC118458158|XP_035776248.1|AALB
OG0002197	LOC110178823|XP_020801749.1|DSER	LOC118459491|XP_035778803.1|AALB
OG0002198	LOC110185693|XP_020810323.1|DSER	LOC118456733|XP_035773672.1|AALB
OG0002199	LOC110186474|XP_020811319.1|DSER, LOC110186476|XP_020811322.1|DSER	LOC118459620|XP_035779088.1|AALB
OG0002200	LOC110179459|XP_020802677.1|DSER	LOC118458709|XP_035777342.1|AALB
OG0002202	LOC110191284|XP_020817750.1|DSER	LOC118461486|XP_035782755.1|AALB
OG0002203	LOC110176487|XP_020798519.1|DSER	LOC118468834|XP_035795967.1|AALB
OG0002204	LOC110189477|XP_020815222.1|DSER	LOC118457345|XP_035774735.1|AALB
OG0002205	LOC110186218|XP_020810943.1|DSER	LOC118457621|XP_035775230.1|AALB
OG0002206	LOC110177398|XP_020799762.1|DSER	LOC118459116|XP_035778074.1|AALB
OG0002207	LOC110186398|XP_020811220.1|DSER	LOC118457570|XP_035775138.1|AALB
OG0002208	LOC110186565|XP_020811431.1|DSER	LOC118458446|XP_035776821.1|AALB
OG0002209	LOC110187071|XP_020812120.1|DSER	LOC118459810|XP_035779445.1|AALB
OG0002210	LOC110188789|XP_020814304.1|DSER	LOC118459808|XP_035779442.1|AALB
OG0002211	LOC110184099|XP_020808150.1|DSER	LOC118457884|XP_035775706.1|AALB, LOC118457882|XP_035775704.1|AALB
OG0002212	LOC110191220|XP_020817646.1|DSER	LOC118459829|XP_035779485.1|AALB
OG0002213	LOC110191754|XP_020818351.1|DSER	LOC118461266|XP_035782292.1|AALB
OG0002214	LOC110191194|XP_020817621.1|DSER	LOC118456662|XP_035773509.1|AALB
OG0002215	LOC110188042|XP_020813245.1|DSER	LOC118466705|XP_035792244.1|AALB
OG0002216	LOC110179190|XP_020802262.1|DSER	LOC118458540|XP_035777015.1|AALB
OG0002217	LOC110186143|XP_020810852.1|DSER	LOC118459559|XP_035778951.1|AALB
OG0002218	LOC110184272|XP_020808396.1|DSER	LOC118456590|XP_035773381.1|AALB
OG0002219	LOC110184261|XP_020808386.1|DSER	LOC118458854|XP_035777668.1|AALB, LOC118456583|XP_035773367.1|AALB
OG0002220	LOC110184900|XP_020809208.1|DSER	LOC118460354|XP_035780489.1|AALB
OG0002221	LOC110190672|XP_020816936.1|DSER	LOC118466122|XP_035790961.1|AALB
OG0002222	LOC110189758|XP_020815675.1|DSER	LOC118465306|XP_035789299.1|AALB
OG0002224	LOC110182647|XP_020806377.1|DSER	LOC118466447|XP_035791661.1|AALB
OG0002225	LOC110189124|XP_020814757.1|DSER	LOC118464801|XP_035788354.1|AALB
OG0002226	LOC110189733|XP_020815586.1|DSER	LOC118464919|XP_035788585.1|AALB
OG0002227	LOC110191670|XP_020818238.1|DSER	LOC118466510|XP_035791849.1|AALB
OG0002228	LOC110191203|XP_020817632.1|DSER	LOC118466654|XP_035792134.1|AALB
OG0002229	LOC110190114|XP_020816126.1|DSER, LOC110177208|XP_020799489.1|DSER	LOC118466657|XP_035792146.1|AALB
OG0002230	LOC110182221|XP_020805910.1|DSER	LOC118466664|XP_035792156.1|AALB
OG0002231	LOC110189427|XP_020815149.1|DSER	LOC118465942|XP_035790558.1|AALB
OG0002233	LOC110190548|XP_020816757.1|DSER	LOC118464923|XP_035788589.1|AALB, LOC118464291|XP_035787466.1|AALB
OG0002234	LOC110179313|XP_020802459.1|DSER	LOC118458706|XP_035777340.1|AALB, LOC118463578|XP_035786111.1|AALB, LOC118463534|XP_035786044.1|AALB
OG0002235	LOC110177441|XP_020799831.1|DSER	LOC118467551|XP_035794042.1|AALB
OG0002236	LOC110191555|XP_020818089.1|DSER	LOC118467329|XP_035793559.1|AALB
OG0002237	LOC110191666|XP_020818223.1|DSER	LOC118467325|XP_035793555.1|AALB
OG0002238	LOC110189773|XP_020815653.1|DSER	LOC118466106|XP_035790918.1|AALB
OG0002239	LOC110182501|XP_020806212.1|DSER	LOC118466786|XP_035792416.1|AALB
OG0002240	LOC110184537|XP_020808807.1|DSER	LOC118467051|XP_035792940.1|AALB
OG0002241	LOC110190690|XP_020816961.1|DSER	LOC118462990|XP_035785096.1|AALB
OG0002243	LOC110188200|XP_020813456.1|DSER	LOC118466547|XP_035791953.1|AALB
OG0002244	LOC110183695|XP_020807693.1|DSER	LOC118464377|XP_035787612.1|AALB
OG0002245	LOC110189120|XP_020814754.1|DSER	LOC118463123|XP_035785367.1|AALB
OG0002246	LOC110189649|XP_020815452.1|DSER	LOC118467806|XP_035794573.1|AALB
OG0002247	LOC110191518|XP_020818045.1|DSER	LOC118467478|XP_035793912.1|AALB
OG0002248	LOC110183582|XP_020807552.1|DSER	LOC118465040|XP_035788799.1|AALB, LOC118464290|XP_035787462.1|AALB
OG0002249	LOC110190717|XP_020816998.1|DSER	LOC118467855|XP_035794651.1|AALB, LOC118465592|XP_035789851.1|AALB
OG0002250	LOC110182993|XP_020806844.1|DSER	LOC118465351|XP_035789406.1|AALB
OG0002251	LOC110182999|XP_020806850.1|DSER	LOC118464478|XP_035787784.1|AALB
OG0002252	LOC110182980|XP_020806831.1|DSER	LOC118464998|XP_035788732.1|AALB
OG0002253	LOC110178688|XP_020801553.1|DSER	LOC118467285|XP_035793488.1|AALB
OG0002254	LOC110190390|XP_020816502.1|DSER	LOC118464907|XP_035788563.1|AALB
OG0002255	LOC110180132|XP_020803435.1|DSER	LOC118467349|XP_035793625.1|AALB
OG0002256	LOC110189550|XP_020815339.1|DSER	LOC118464864|XP_035788473.1|AALB
OG0002257	LOC110179306|XP_020802451.1|DSER	LOC118463114|XP_035785332.1|AALB
OG0002258	LOC110189313|XP_020815018.1|DSER	LOC118463220|XP_035785558.1|AALB
OG0002259	LOC110184395|XP_020808566.1|DSER	LOC118464525|XP_035787855.1|AALB, LOC118463221|XP_035785559.1|AALB
OG0002260	LOC110179040|XP_020802055.1|DSER	LOC118465240|XP_035789152.1|AALB
OG0002261	LOC110190148|XP_020816136.1|DSER	LOC118464846|XP_035788434.1|AALB
OG0002263	LOC110190814|XP_020817124.1|DSER	LOC118467095|XP_035793034.1|AALB
OG0002264	LOC110189684|XP_020815546.1|DSER	LOC118466285|XP_035791263.1|AALB
OG0002265	LOC110185164|XP_020809528.1|DSER	LOC118467337|XP_035793588.1|AALB
OG0002266	LOC110189981|XP_020815928.1|DSER	LOC118465839|XP_035790340.1|AALB
OG0002267	LOC110190496|XP_020816671.1|DSER	LOC118463242|XP_035785602.1|AALB
OG0002268	LOC110189889|XP_020815798.1|DSER	LOC118463126|XP_035785376.1|AALB
OG0002269	LOC110178249|XP_020800960.1|DSER	LOC118464520|XP_035787849.1|AALB
OG0002270	LOC110188922|XP_020814505.1|DSER	LOC118467183|XP_035793264.1|AALB
OG0002271	LOC110190475|XP_020816644.1|DSER	LOC118464879|XP_035788514.1|AALB
OG0002272	LOC110177614|XP_020800078.1|DSER	LOC118463255|XP_035785617.1|AALB
OG0002273	LOC110189870|XP_020815754.1|DSER	LOC118467338|XP_035793589.1|AALB
OG0002274	LOC110188197|XP_020813454.1|DSER	LOC118467061|XP_035792956.1|AALB
OG0002275	LOC110190622|XP_020816876.1|DSER	LOC118467896|XP_035794708.1|AALB
OG0002276	LOC110178725|XP_020801590.1|DSER	LOC118462934|XP_035784938.1|AALB
OG0002277	LOC110178820|XP_020801745.1|DSER	LOC118463957|XP_035786833.1|AALB
OG0002278	LOC110176305|XP_020798285.1|DSER	LOC118464557|XP_035787889.1|AALB
OG0002279	LOC110190592|XP_020816843.1|DSER	LOC118463351|XP_035785757.1|AALB
OG0002280	LOC110189982|XP_020815929.1|DSER	LOC118466262|XP_035791217.1|AALB
OG0002281	LOC110183605|XP_020807580.1|DSER	LOC118462558|XP_035784237.1|AALB
OG0002282	LOC110187663|XP_020812744.1|DSER, LOC110183328|XP_020807236.1|DSER	LOC118466665|XP_035792161.1|AALB
OG0002283	LOC110181107|XP_020804436.1|DSER	LOC118464587|XP_035787924.1|AALB
OG0002284	LOC110182921|XP_020806744.1|DSER	LOC118465383|XP_035789470.1|AALB
OG0002285	LOC110183526|XP_020807479.1|DSER	LOC118465615|XP_035789889.1|AALB
OG0002286	LOC110184063|XP_020808100.1|DSER	LOC118466211|XP_035791126.1|AALB
OG0002287	LOC110188934|XP_020814531.1|DSER	LOC118467184|XP_035793272.1|AALB
OG0002288	LOC110190796|XP_020817097.1|DSER	LOC118463340|XP_035785748.1|AALB
OG0002289	LOC110190026|XP_020815988.1|DSER	LOC118463546|XP_035786061.1|AALB
OG0002290	LOC110185819|XP_020810483.1|DSER	LOC118459786|XP_035779400.1|AALB
OG0002291	LOC110180011|XP_020803262.1|DSER	LOC118465044|XP_035788809.1|AALB
OG0002292	LOC110189226|XP_020814866.1|DSER	LOC118467303|XP_035793516.1|AALB
OG0002293	LOC110176697|XP_020798831.1|DSER	LOC118466943|XP_035792737.1|AALB
OG0002294	LOC110186705|XP_020811637.1|DSER	LOC118466144|XP_035790989.1|AALB
OG0002295	LOC110185581|XP_020810169.1|DSER	LOC118457932|XP_035775836.1|AALB
OG0002296	LOC110176803|XP_020798898.1|DSER	LOC118456875|XP_035773881.1|AALB
OG0002297	LOC110188604|XP_020814026.1|DSER	LOC118469081|XP_035796478.1|AALB
OG0002298	LOC110191563|XP_020818099.1|DSER	LOC118457113|XP_035774306.1|AALB
OG0002299	LOC110180017|XP_020803274.1|DSER	LOC118457111|XP_035774303.1|AALB
OG0002300	LOC110182726|XP_020806486.1|DSER	LOC118456309|XP_035772839.1|AALB
OG0002301	LOC110185085|XP_020809427.1|DSER	LOC118457041|XP_035774177.1|AALB
OG0002302	LOC110185050|XP_020809374.1|DSER	LOC118459785|XP_035779394.1|AALB
OG0002303	LOC110183513|XP_020807458.1|DSER	LOC118459800|XP_035779430.1|AALB
OG0002304	LOC110185705|XP_020810335.1|DSER	LOC118460844|XP_035781427.1|AALB
OG0002305	LOC110184655|XP_020808914.1|DSER	LOC118468932|XP_035796148.1|AALB
OG0002306	LOC110183858|XP_020807872.1|DSER	LOC118468367|XP_035795019.1|AALB, LOC118457509|XP_035775043.1|AALB
OG0002307	LOC110179133|XP_020802183.1|DSER, LOC110181312|XP_020804689.1|DSER	LOC118468763|XP_035795830.1|AALB
OG0002308	LOC110176800|XP_020798894.1|DSER	LOC118456776|XP_035773744.1|AALB
OG0002309	LOC110187391|XP_020812439.1|DSER, LOC110177658|XP_020800129.1|DSER	LOC118468743|XP_035795794.1|AALB
OG0002310	LOC110187405|XP_020812452.1|DSER	LOC118457960|XP_035775879.1|AALB
OG0002311	LOC110181339|XP_020804716.1|DSER	LOC118468467|XP_035795154.1|AALB
OG0002312	LOC110185696|XP_020810322.1|DSER	LOC118468469|XP_035795180.1|AALB
OG0002313	LOC110188770|XP_020814303.1|DSER	LOC118456223|XP_035772701.1|AALB
OG0002314	LOC110190899|XP_020817221.1|DSER	LOC118458937|XP_035777809.1|AALB
OG0002315	LOC110176323|XP_020798301.1|DSER	LOC118459688|XP_035779216.1|AALB
OG0002316	LOC110183172|XP_020807023.1|DSER	LOC118456915|XP_035773937.1|AALB
OG0002317	LOC110176167|XP_020798063.1|DSER	LOC118457869|XP_035775675.1|AALB
OG0002318	LOC110187488|XP_020812538.1|DSER, LOC110187505|XP_020812557.1|DSER, LOC110179884|XP_020803144.1|DSER	LOC118457634|XP_035775258.1|AALB
OG0002319	LOC110185890|XP_020810561.1|DSER	LOC118460721|XP_035781161.1|AALB
OG0002320	LOC110179214|XP_020802307.1|DSER	LOC118456762|XP_035773720.1|AALB
OG0002321	LOC110189267|XP_020814941.1|DSER	LOC118457451|XP_035774941.1|AALB
OG0002322	LOC110185978|XP_020810660.1|DSER	LOC118458228|XP_035776389.1|AALB
OG0002323	LOC110187443|XP_020812491.1|DSER	LOC118456898|XP_035773915.1|AALB
OG0002324	LOC110187840|XP_020812981.1|DSER, LOC110190223|XP_020816240.1|DSER	LOC118468475|XP_035795186.1|AALB
OG0002325	LOC110178673|XP_020801533.1|DSER	LOC118456146|XP_035772552.1|AALB
OG0002326	LOC110178674|XP_020801534.1|DSER	LOC118460709|XP_035781129.1|AALB
OG0002327	LOC110188135|XP_020813382.1|DSER	LOC118460707|XP_035781112.1|AALB
OG0002328	LOC110181369|XP_020804756.1|DSER	LOC118468753|XP_035795807.1|AALB
OG0002329	LOC110185810|XP_020810473.1|DSER	LOC118456215|XP_035772688.1|AALB
OG0002330	LOC110185651|XP_020810267.1|DSER	LOC118460750|XP_035781229.1|AALB
OG0002331	LOC110179463|XP_020802681.1|DSER	LOC118456462|XP_035773131.1|AALB
OG0002332	LOC110185290|XP_020809698.1|DSER	LOC118458894|XP_035777742.1|AALB
OG0002333	LOC110184111|XP_020808163.1|DSER	LOC118458297|XP_035776515.1|AALB
OG0002334	LOC110183124|XP_020806974.1|DSER	LOC118458560|XP_035777096.1|AALB
OG0002335	LOC110178264|XP_020800988.1|DSER	LOC118456211|XP_035772674.1|AALB
OG0002336	LOC110185301|XP_020809711.1|DSER	LOC118460658|XP_035781016.1|AALB
OG0002337	LOC110177027|XP_020799205.1|DSER	LOC118461048|XP_035781832.1|AALB
OG0002338	LOC110180229|XP_020803541.1|DSER, LOC110182660|XP_020806397.1|DSER	LOC118461165|XP_035782056.1|AALB
OG0002339	LOC110187208|XP_020812267.1|DSER	LOC118461475|XP_035782722.1|AALB
OG0002340	LOC110183998|XP_020808014.1|DSER	LOC118461474|XP_035782720.1|AALB
OG0002341	LOC110178012|XP_020800685.1|DSER	LOC118460122|XP_035780054.1|AALB
OG0002342	LOC110184862|XP_020809165.1|DSER	LOC118459081|XP_035778027.1|AALB
OG0002343	LOC110182349|XP_020806048.1|DSER	LOC118461707|XP_035783226.1|AALB
OG0002344	LOC110182853|XP_020806646.1|DSER	LOC118467663|XP_035794309.1|AALB
OG0002345	LOC110182890|XP_020806693.1|DSER	LOC118460115|XP_035780046.1|AALB
OG0002346	LOC110185698|XP_020810325.1|DSER	LOC118457666|XP_035775313.1|AALB
OG0002347	LOC110177693|XP_020800175.1|DSER	LOC118457603|XP_035775202.1|AALB
OG0002348	LOC110176849|XP_020798969.1|DSER	LOC118468429|XP_035795084.1|AALB
OG0002349	LOC110182892|XP_020806701.1|DSER	LOC118459299|XP_035778441.1|AALB
OG0002350	LOC110184192|XP_020808277.1|DSER	LOC118463437|XP_035785904.1|AALB
OG0002351	LOC110178229|XP_020800937.1|DSER	LOC118459093|XP_035778051.1|AALB
OG0002352	LOC110189396|XP_020815110.1|DSER	LOC118457750|XP_035775456.1|AALB
OG0002353	LOC110185013|XP_020809324.1|DSER, LOC110185119|XP_020809470.1|DSER, LOC110176568|XP_020798618.1|DSER, LOC110185019|XP_020809330.1|DSER	LOC118461236|XP_035782228.1|AALB
OG0002354	LOC110180603|XP_020803947.1|DSER, LOC110183034|XP_020806879.1|DSER, LOC110183013|XP_020806862.1|DSER	LOC118460926|XP_035781579.1|AALB
OG0002355	LOC110176560|XP_020798607.1|DSER	LOC118461968|XP_035783771.1|AALB
OG0002356	LOC110181173|XP_020804508.1|DSER	LOC118466908|XP_035792668.1|AALB
OG0002357	LOC110176433|XP_020798441.1|DSER	LOC118466858|XP_035792590.1|AALB
OG0002358	LOC110183294|XP_020807187.1|DSER	LOC118461531|XP_035782856.1|AALB
OG0002359	LOC110183236|XP_020807111.1|DSER	LOC118459526|XP_035778876.1|AALB
OG0002360	LOC110184990|XP_020809301.1|DSER	LOC118458718|XP_035777356.1|AALB
OG0002361	LOC110190134|XP_020816116.1|DSER	LOC118456206|XP_035772664.1|AALB
OG0002362	LOC110180315|XP_020803630.1|DSER, LOC110182696|XP_020806450.1|DSER	LOC118467138|XP_035793152.1|AALB
OG0002363	LOC110182664|XP_020806401.1|DSER, LOC110180221|XP_020803531.1|DSER	LOC118458268|XP_035776472.1|AALB
OG0002364	LOC110182655|XP_020806385.1|DSER, LOC110180222|XP_020803532.1|DSER	LOC118458266|XP_035776451.1|AALB
OG0002365	LOC110182681|XP_020806432.1|DSER	LOC118458465|XP_035776877.1|AALB
OG0002366	LOC110179181|XP_020802243.1|DSER	LOC118459997|XP_035779791.1|AALB
OG0002367	LOC110182246|XP_020805922.1|DSER	LOC118459833|XP_035779489.1|AALB
OG0002368	LOC110186098|XP_020810799.1|DSER	LOC118460004|XP_035779816.1|AALB
OG0002369	LOC110180118|XP_020803417.1|DSER	LOC118468377|XP_035795029.1|AALB, LOC118457076|XP_035774248.1|AALB
OG0002370	LOC110185988|XP_020810673.1|DSER	LOC118460984|XP_035781699.1|AALB
OG0002371	LOC110185728|XP_020810371.1|DSER	LOC118460985|XP_035781700.1|AALB
OG0002372	LOC110177067|XP_020799244.1|DSER	LOC118457711|XP_035775387.1|AALB
OG0002373	LOC110187338|XP_020812384.1|DSER	LOC118462015|XP_035783854.1|AALB
OG0002374	LOC110190556|XP_020816775.1|DSER	LOC118456445|XP_035773101.1|AALB
OG0002375	LOC110185391|XP_020809829.1|DSER	LOC118466314|XP_035791318.1|AALB
OG0002376	LOC110185552|XP_020810129.1|DSER	LOC118460350|XP_035780481.1|AALB
OG0002377	LOC110177196|XP_020799451.1|DSER	LOC118456556|XP_035773318.1|AALB
OG0002378	LOC110177485|XP_020799896.1|DSER	LOC118460962|XP_035781631.1|AALB
OG0002379	LOC110181184|XP_020804521.1|DSER	LOC118461197|XP_035782135.1|AALB
OG0002380	LOC110182063|XP_020805684.1|DSER	LOC118459636|XP_035779107.1|AALB
OG0002381	LOC110179263|XP_020802377.1|DSER	LOC118460788|XP_035781285.1|AALB
OG0002382	LOC110184120|XP_020808184.1|DSER	LOC118460791|XP_035781289.1|AALB
OG0002383	LOC110177590|XP_020800033.1|DSER	LOC118460797|XP_035781297.1|AALB
OG0002384	LOC110180159|XP_020803473.1|DSER	LOC118459894|XP_035779594.1|AALB
OG0002386	LOC110188468|XP_020813857.1|DSER	LOC118461232|XP_035782219.1|AALB
OG0002387	LOC110190974|XP_020817328.1|DSER	LOC118456943|XP_035773999.1|AALB
OG0002388	LOC110188720|XP_020814193.1|DSER	LOC118461033|XP_035781807.1|AALB
OG0002389	LOC110185244|XP_020809642.1|DSER	LOC118457262|XP_035774544.1|AALB
OG0002390	LOC110183431|XP_020807371.1|DSER	LOC118456611|XP_035773413.1|AALB
OG0002391	LOC110177337|XP_020799685.1|DSER	LOC118458861|XP_035777685.1|AALB
OG0002392	LOC110185201|XP_020809586.1|DSER	LOC118457880|XP_035775702.1|AALB
OG0002393	LOC110177572|XP_020800007.1|DSER	LOC118458618|XP_035777194.1|AALB
OG0002394	LOC110191787|XP_020818396.1|DSER	LOC118469031|XP_035796379.1|AALB
OG0002395	LOC110187721|XP_020812825.1|DSER	LOC118461927|XP_035783692.1|AALB
OG0002396	LOC110177796|XP_020800344.1|DSER	LOC118457109|XP_035774301.1|AALB
OG0002397	LOC110181850|XP_020805418.1|DSER	LOC118461824|XP_035783473.1|AALB
OG0002398	LOC110184421|XP_020808615.1|DSER	LOC118459453|XP_035778752.1|AALB
OG0002399	LOC110189368|XP_020815074.1|DSER	LOC118458284|XP_035776499.1|AALB
OG0002400	LOC110180023|XP_020803282.1|DSER	LOC118456280|XP_035772786.1|AALB
OG0002401	LOC110185450|XP_020809943.1|DSER	LOC118468297|XP_035794919.1|AALB
OG0002402	LOC110191741|XP_020818331.1|DSER	LOC118460542|XP_035780825.1|AALB
OG0002403	LOC110191801|XP_020818412.1|DSER	LOC118460543|XP_035780826.1|AALB
OG0002404	LOC110187662|XP_020812740.1|DSER	LOC118457979|XP_035775919.1|AALB
OG0002405	LOC110177165|XP_020799410.1|DSER	LOC118457615|XP_035775219.1|AALB
OG0002406	LOC110188532|XP_020813935.1|DSER	LOC118468618|XP_035795521.1|AALB
OG0002408	LOC110177129|XP_020799357.1|DSER	LOC118461594|XP_035782991.1|AALB
OG0002410	LOC110188314|XP_020813681.1|DSER	LOC118457203|XP_035774446.1|AALB
OG0002411	LOC110184152|XP_020808220.1|DSER, LOC110186338|XP_020811145.1|DSER	LOC118461853|XP_035783539.1|AALB
OG0002412	LOC110188919|XP_020814500.1|DSER	LOC118461405|XP_035782574.1|AALB
OG0002413	LOC110179631|XP_020802901.1|DSER	LOC118461318|XP_035782411.1|AALB
OG0002414	LOC110186976|XP_020811987.1|DSER	LOC118461716|XP_035783267.1|AALB
OG0002415	LOC110176591|XP_020798666.1|DSER	LOC118468461|XP_035795147.1|AALB
OG0002416	LOC110185423|XP_020809895.1|DSER	LOC118461510|XP_035782832.1|AALB, LOC118463829|XP_035786610.1|AALB
OG0002417	LOC110176949|XP_020799110.1|DSER	LOC118459010|XP_035777908.1|AALB
OG0002418	LOC110185348|XP_020809784.1|DSER	LOC118458867|XP_035777710.1|AALB
OG0002419	LOC110181882|XP_020805469.1|DSER	LOC118460727|XP_035781172.1|AALB, LOC118464927|XP_035788593.1|AALB
OG0002420	LOC110187672|XP_020812756.1|DSER	LOC118460161|XP_035780154.1|AALB
OG0002421	LOC110186227|XP_020810949.1|DSER	LOC118456354|XP_035772908.1|AALB
OG0002422	LOC110191085|XP_020817489.1|DSER	LOC118457412|XP_035774876.1|AALB
OG0002423	LOC110190160|XP_020816154.1|DSER	LOC118460151|XP_035780140.1|AALB
OG0002424	LOC110185438|XP_020809921.1|DSER	LOC118460491|XP_035780737.1|AALB
OG0002425	LOC110179478|XP_020802710.1|DSER	LOC118459182|XP_035778230.1|AALB
OG0002426	LOC110178619|XP_020801463.1|DSER	LOC118468863|XP_035796021.1|AALB
OG0002427	LOC110184517|XP_020808744.1|DSER	LOC118461260|XP_035782273.1|AALB
OG0002428	LOC110176050|XP_020797923.1|DSER, LOC110178130|XP_020800813.1|DSER	LOC118466759|XP_035792367.1|AALB
OG0002429	LOC110188861|XP_020814427.1|DSER	LOC118458589|XP_035777145.1|AALB
OG0002430	LOC110189456|XP_020815189.1|DSER	LOC118466378|XP_035791496.1|AALB
OG0002431	LOC110191481|XP_020818007.1|DSER	LOC118464630|XP_035787969.1|AALB
OG0002432	LOC110183478|XP_020807417.1|DSER, LOC110183257|XP_020807141.1|DSER	LOC118456443|XP_035773097.1|AALB
OG0002433	LOC110188595|XP_020814017.1|DSER	LOC118464298|XP_035787476.1|AALB
OG0002434	LOC110187938|XP_020813112.1|DSER	LOC118464154|XP_035787174.1|AALB
OG0002436	LOC110178261|XP_020800985.1|DSER	LOC118463302|XP_035785681.1|AALB
OG0002437	LOC110189692|XP_020815524.1|DSER	LOC118464260|XP_035787392.1|AALB, LOC118464363|XP_035787581.1|AALB
OG0002438	LOC110179623|XP_020802888.1|DSER	LOC118467021|XP_035792862.1|AALB
OG0002439	LOC110186096|XP_020810796.1|DSER	LOC118458026|XP_035776025.1|AALB
OG0002440	LOC110178893|XP_020801826.1|DSER	LOC118463730|XP_035786417.1|AALB
OG0002441	LOC110190879|XP_020817199.1|DSER	LOC118465670|XP_035789990.1|AALB
OG0002442	LOC110178478|XP_020801282.1|DSER	LOC118465730|XP_035790085.1|AALB
OG0002443	LOC110189750|XP_020815615.1|DSER	LOC118466936|XP_035792720.1|AALB
OG0002444	LOC110177724|XP_020800225.1|DSER	LOC118462872|XP_035784824.1|AALB
OG0002445	LOC110189403|XP_020815116.1|DSER	LOC118466744|XP_035792322.1|AALB
OG0002446	LOC110187166|XP_020812234.1|DSER, LOC110187175|XP_020812236.1|DSER, LOC110190709|XP_020817023.1|DSER	LOC118465220|XP_035789105.1|AALB
OG0002447	LOC110177532|XP_020799954.1|DSER	LOC118463947|XP_035786817.1|AALB
OG0002448	LOC110177686|XP_020800167.1|DSER	LOC118464420|XP_035787671.1|AALB
OG0002449	LOC110177383|XP_020799746.1|DSER	LOC118464230|XP_035787305.1|AALB
OG0002450	LOC110190006|XP_020815967.1|DSER	LOC118458328|XP_035776572.1|AALB
OG0002451	LOC110178244|XP_020800954.1|DSER	LOC118464169|XP_035787201.1|AALB
OG0002452	LOC110176339|XP_020798324.1|DSER	LOC118463813|XP_035786583.1|AALB
OG0002453	LOC110190871|XP_020817187.1|DSER	LOC118463812|XP_035786582.1|AALB
OG0002454	LOC110183647|XP_020807628.1|DSER	LOC118463825|XP_035786601.1|AALB
OG0002455	LOC110183689|XP_020807688.1|DSER	LOC118466013|XP_035790716.1|AALB
OG0002456	LOC110179561|XP_020802806.1|DSER	LOC118466060|XP_035790802.1|AALB
OG0002457	LOC110180444|XP_020803808.1|DSER	LOC118464737|XP_035788235.1|AALB
OG0002458	LOC110185926|XP_020810597.1|DSER	LOC118457749|XP_035775454.1|AALB
OG0002459	LOC110191671|XP_020818244.1|DSER	LOC118467100|XP_035793042.1|AALB
OG0002460	LOC110180410|XP_020803735.1|DSER	LOC118464694|XP_035788107.1|AALB
