Orthogroup	DSER.longest_only	ASTE.longest_only
OG0001489	LOC110181343|XP_020804721.1|DSER	LOC118510785|XP_035908963.1|ASTE
OG0001490	LOC110185769|XP_020810431.1|DSER	LOC118510781|XP_035908959.1|ASTE
OG0001491	LOC110187309|XP_020812357.1|DSER	LOC118514099|XP_035916532.1|ASTE
OG0001492	LOC110181212|XP_020804553.1|DSER	LOC118510657|XP_035908675.1|ASTE
OG0001493	LOC110180168|XP_020803485.1|DSER	LOC118506650|XP_035899947.1|ASTE
OG0001494	LOC110178035|XP_020800710.1|DSER	LOC118517546|XP_035919678.1|ASTE
OG0001495	LOC110180734|XP_020804078.1|DSER	LOC118506658|XP_035899969.1|ASTE
OG0001496	LOC110184335|XP_020808490.1|DSER	LOC118507659|XP_035902329.1|ASTE
OG0001497	LOC110176866|XP_020799000.1|DSER	LOC118502537|XP_035890702.1|ASTE
OG0001500	LOC110184038|XP_020808072.1|DSER	LOC118505138|XP_035896380.1|ASTE
OG0001501	LOC110176661|XP_020798758.1|DSER	LOC118507979|XP_035903221.1|ASTE
OG0001502	LOC110177834|XP_020800438.1|DSER	LOC118504323|XP_035894545.1|ASTE
OG0001503	LOC110189457|XP_020815191.1|DSER	LOC118512405|XP_035912684.1|ASTE
OG0001504	LOC110180420|XP_020803743.1|DSER	LOC118507224|XP_035901272.1|ASTE
OG0001506	LOC110182469|XP_020806170.1|DSER	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE
OG0001507	LOC110177671|XP_020800152.1|DSER	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE
OG0001508	LOC110176894|XP_020799041.1|DSER	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE
OG0001509	LOC110177772|XP_020800297.1|DSER	LOC118505926|XP_035898319.1|ASTE
OG0001510	LOC110185704|XP_020810334.1|DSER	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE
OG0001511	LOC110180232|XP_020803545.1|DSER, LOC110180249|XP_020803565.1|DSER	LOC118507242|XP_035901387.1|ASTE
OG0001512	LOC110176730|XP_020798833.1|DSER	LOC118503073|XP_035891843.1|ASTE
OG0001513	LOC110190376|XP_020816448.1|DSER	LOC118508391|XP_035904027.1|ASTE
OG0001515	LOC110179484|XP_020802717.1|DSER	LOC118503019|XP_035891735.1|ASTE
OG0001534	LOC110187078|XP_020812126.1|DSER	LOC118505899|XP_035898676.1|ASTE
OG0001535	LOC110176048|XP_020797921.1|DSER	LOC118517720|XP_035920066.1|ASTE
OG0001536	LOC110184295|XP_020808441.1|DSER	LOC118506790|XP_035900302.1|ASTE
OG0001537	LOC110178134|XP_020800820.1|DSER	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE
OG0001538	LOC110184208|XP_020808314.1|DSER	LOC118503667|XP_035893096.1|ASTE
OG0001539	LOC110178507|XP_020801315.1|DSER	LOC118517360|XP_035919269.1|ASTE
OG0001540	LOC110176958|XP_020799124.1|DSER	LOC118511146|XP_035909770.1|ASTE
OG0001541	LOC110190308|XP_020816355.1|DSER	LOC118517446|XP_035919481.1|ASTE
OG0001542	LOC110190931|XP_020817256.1|DSER	LOC118502635|XP_035890979.1|ASTE
OG0001545	LOC110181720|XP_020805235.1|DSER	LOC118506676|XP_035900013.1|ASTE
OG0001546	LOC110181874|XP_020805459.1|DSER	LOC118508312|XP_035903877.1|ASTE
OG0001548	LOC110177396|XP_020799760.1|DSER, LOC110181569|XP_020805018.1|DSER	LOC118517085|XP_035918834.1|ASTE
OG0001549	LOC110184857|XP_020809157.1|DSER	LOC118511070|XP_035909580.1|ASTE
OG0001551	LOC110190326|XP_020816384.1|DSER	LOC118508471|XP_035904171.1|ASTE
OG0001552	LOC110186522|XP_020811379.1|DSER	LOC118506807|XP_035900358.1|ASTE
OG0001553	LOC110184469|XP_020808668.1|DSER, LOC110184404|XP_020808589.1|DSER	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE
OG0001554	LOC110191002|XP_020817377.1|DSER	LOC118503590|XP_035892934.1|ASTE
OG0001555	LOC110176895|XP_020799038.1|DSER	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE
OG0001556	LOC110191542|XP_020818073.1|DSER	LOC118514356|XP_035917071.1|ASTE
OG0001557	LOC110184225|XP_020808338.1|DSER	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE
OG0001558	LOC110184399|XP_020808581.1|DSER	LOC118504481|XP_035894891.1|ASTE
OG0001559	LOC110176420|XP_020798422.1|DSER	LOC118502705|XP_035891142.1|ASTE
OG0001560	LOC110185398|XP_020809843.1|DSER	LOC118506880|XP_035900522.1|ASTE
OG0001561	LOC110187697|XP_020812791.1|DSER	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE
OG0001562	LOC110185599|XP_020810201.1|DSER	LOC118511566|XP_035910698.1|ASTE
OG0001563	LOC110179403|XP_020802586.1|DSER	LOC118506798|XP_035900314.1|ASTE
OG0001564	LOC110191232|XP_020817661.1|DSER	LOC118505168|XP_035896467.1|ASTE
OG0001565	LOC110185603|XP_020810208.1|DSER	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE
OG0001566	LOC110188333|XP_020813700.1|DSER	LOC118505781|XP_035897970.1|ASTE
OG0001567	LOC110179297|XP_020802442.1|DSER	LOC118511921|XP_035911452.1|ASTE
OG0001568	LOC110176511|XP_020798546.1|DSER	LOC118511924|XP_035911466.1|ASTE
OG0001569	LOC110191285|XP_020817751.1|DSER	LOC118511929|XP_035911502.1|ASTE
OG0001570	LOC110184133|XP_020808204.1|DSER	LOC118504393|XP_035894692.1|ASTE
OG0001571	LOC110183341|XP_020807251.1|DSER	LOC118511747|XP_035911102.1|ASTE
OG0001572	LOC110175939|XP_020797779.1|DSER	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE
OG0001573	LOC110189850|XP_020815719.1|DSER	LOC118512694|XP_035913394.1|ASTE
OG0001574	LOC110182651|XP_020806378.1|DSER	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE
OG0001575	LOC110188133|XP_020813380.1|DSER	LOC118511278|XP_035910063.1|ASTE
OG0001576	LOC110190997|XP_020817369.1|DSER	LOC118512248|XP_035912283.1|ASTE
OG0001577	LOC110176408|XP_020798407.1|DSER	LOC118508852|XP_035904498.1|ASTE
OG0001578	LOC110189352|XP_020815053.1|DSER	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE
OG0001579	LOC110180100|XP_020803384.1|DSER	LOC118509698|XP_035906659.1|ASTE
OG0001580	LOC110189292|XP_020814982.1|DSER	LOC118511539|XP_035910626.1|ASTE
OG0001581	LOC110179377|XP_020802550.1|DSER	LOC118512895|XP_035913900.1|ASTE
OG0001582	LOC110180013|XP_020803265.1|DSER	LOC118514210|XP_035916796.1|ASTE
OG0001583	LOC110182941|XP_020806780.1|DSER	LOC118509919|XP_035907122.1|ASTE
OG0001584	LOC110178634|XP_020801480.1|DSER	LOC118509247|XP_035905474.1|ASTE
OG0001586	LOC110176704|XP_020798801.1|DSER, LOC110182108|XP_020805774.1|DSER	LOC118510349|XP_035907937.1|ASTE
OG0001587	LOC110176671|XP_020798765.1|DSER	LOC118511335|XP_035910161.1|ASTE
OG0001588	LOC110191903|XP_020818551.1|DSER	LOC118512235|XP_035912262.1|ASTE
OG0001589	LOC110188771|XP_020814263.1|DSER	LOC118507578|XP_035902124.1|ASTE
OG0001590	LOC110179414|XP_020802604.1|DSER	LOC118512262|XP_035912326.1|ASTE
OG0001591	LOC110186457|XP_020811300.1|DSER	LOC118509673|XP_035906569.1|ASTE
OG0001593	LOC110184822|XP_020809124.1|DSER	LOC118513303|XP_035914777.1|ASTE
OG0001594	LOC110179174|XP_020802234.1|DSER	LOC118508926|XP_035904703.1|ASTE
OG0001595	LOC110179333|XP_020802486.1|DSER	LOC118513575|XP_035915404.1|ASTE
OG0001596	LOC110185795|XP_020810458.1|DSER	LOC118509053|XP_035905056.1|ASTE
OG0001597	LOC110184514|XP_020808741.1|DSER, LOC110184512|XP_020808733.1|DSER	LOC118509170|XP_035905323.1|ASTE
OG0001598	LOC110185984|XP_020810666.1|DSER	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE
OG0001599	LOC110185981|XP_020810664.1|DSER	LOC118513962|XP_035916270.1|ASTE
OG0001600	LOC110185546|XP_020810121.1|DSER	LOC118512033|XP_035911718.1|ASTE
OG0001601	LOC110185872|XP_020810542.1|DSER	LOC118511048|XP_035909539.1|ASTE
OG0001603	LOC110177883|XP_020800506.1|DSER	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE
OG0001604	LOC110188612|XP_020814040.1|DSER, LOC110184676|XP_020808943.1|DSER, LOC110179581|XP_020802833.1|DSER	LOC118506855|XP_035900478.1|ASTE
OG0001605	LOC110190889|XP_020817209.1|DSER	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE
OG0001606	LOC110185536|XP_020810103.1|DSER, LOC110187183|XP_020812241.1|DSER	LOC118511131|XP_035909758.1|ASTE
OG0001607	LOC110184865|XP_020809169.1|DSER	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE
OG0001608	LOC110185092|XP_020809442.1|DSER	LOC118511595|XP_035910750.1|ASTE
OG0001609	LOC110177790|XP_020800318.1|DSER	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE
OG0001610	LOC110185752|XP_020810410.1|DSER	LOC118513447|XP_035915090.1|ASTE
OG0001611	LOC110184973|XP_020809283.1|DSER	LOC118511616|XP_035910799.1|ASTE
OG0001612	LOC110177030|XP_020799206.1|DSER	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE
OG0001613	LOC110183325|XP_020807231.1|DSER	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE
OG0001614	LOC110188952|XP_020814551.1|DSER	LOC118508973|XP_035904842.1|ASTE
OG0001615	LOC110185059|XP_020809394.1|DSER, LOC110185017|XP_020809328.1|DSER, LOC110185014|XP_020809326.1|DSER	LOC118510591|XP_035908485.1|ASTE
OG0001616	LOC110180777|XP_020804116.1|DSER, LOC110184944|XP_020809249.1|DSER	LOC118513265|XP_035914725.1|ASTE
OG0001617	LOC110181353|XP_020804732.1|DSER	LOC118510872|XP_035909124.1|ASTE
OG0001618	LOC110183368|XP_020807289.1|DSER	LOC118506415|XP_035899396.1|ASTE, LOC118502532|XP_035890695.1|ASTE
OG0001619	LOC110179866|XP_020803125.1|DSER, LOC110181417|XP_020804817.1|DSER	LOC118512480|XP_035912868.1|ASTE
OG0001620	LOC110180997|XP_020804335.1|DSER	LOC118510914|XP_035909210.1|ASTE
OG0001621	LOC110188940|XP_020814538.1|DSER	LOC118513213|XP_035914620.1|ASTE
OG0001622	LOC110179079|XP_020802118.1|DSER	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE
OG0001623	LOC110178195|XP_020800888.1|DSER	LOC118513316|XP_035914811.1|ASTE
OG0001624	LOC110180584|XP_020803935.1|DSER	LOC118510774|XP_035908934.1|ASTE
OG0001625	LOC110185136|XP_020809495.1|DSER	LOC118510768|XP_035908920.1|ASTE
OG0001626	LOC110176832|XP_020798943.1|DSER	LOC118504252|XP_035894372.1|ASTE
OG0001627	LOC110188305|XP_020813671.1|DSER	LOC118504929|XP_035895915.1|ASTE
OG0001628	LOC110186154|XP_020810863.1|DSER	LOC118514678|XP_035917619.1|ASTE
OG0001630	LOC110188658|XP_020814103.1|DSER	LOC118502353|XP_035890429.1|ASTE
OG0001631	LOC110187837|XP_020812975.1|DSER	LOC118506721|XP_035900137.1|ASTE
OG0001632	LOC110183479|XP_020807418.1|DSER	LOC118502653|XP_035890997.1|ASTE
OG0001633	LOC110186992|XP_020812008.1|DSER	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE
OG0001635	LOC110176436|XP_020798445.1|DSER	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE
OG0001636	LOC110183894|XP_020807899.1|DSER, LOC110188003|XP_020813184.1|DSER	LOC118506419|XP_035899410.1|ASTE
OG0001637	LOC110188002|XP_020813187.1|DSER	LOC118507153|XP_035901082.1|ASTE
OG0001638	LOC110183246|XP_020807126.1|DSER, LOC110183253|XP_020807137.1|DSER	LOC118504328|XP_035894552.1|ASTE
OG0001639	LOC110189588|XP_020815379.1|DSER	LOC118507978|XP_035903220.1|ASTE
OG0001640	LOC110177161|XP_020799405.1|DSER	LOC118511402|XP_035910329.1|ASTE
OG0001641	LOC110188231|XP_020813543.1|DSER	LOC118504238|XP_035894355.1|ASTE
OG0001642	LOC110179721|XP_020802999.1|DSER, LOC110185296|XP_020809703.1|DSER	LOC118504527|XP_035894962.1|ASTE
OG0001643	LOC110176906|XP_020799054.1|DSER	LOC118508101|XP_035903477.1|ASTE
OG0001644	LOC110190968|XP_020817317.1|DSER	LOC118503910|XP_035893596.1|ASTE
OG0001645	LOC110177791|XP_020800319.1|DSER	LOC118506316|XP_035899158.1|ASTE
OG0001646	LOC110182597|XP_020806315.1|DSER	LOC118507916|XP_035903110.1|ASTE
OG0001647	LOC110189703|XP_020815538.1|DSER	LOC118507219|XP_035901214.1|ASTE
OG0001648	LOC110185328|XP_020809759.1|DSER	LOC118504048|XP_035893944.1|ASTE
OG0001649	LOC110176775|XP_020798872.1|DSER, LOC110189607|XP_020815401.1|DSER	LOC118512355|XP_035912550.1|ASTE
OG0001650	LOC110177865|XP_020800470.1|DSER	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE
OG0001651	LOC110177581|XP_020800026.1|DSER	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE
OG0001652	LOC110178956|XP_020801917.1|DSER	LOC118504165|XP_035894194.1|ASTE
OG0001653	LOC110179817|XP_020803082.1|DSER	LOC118503238|XP_035892140.1|ASTE
OG0001654	LOC110184242|XP_020808394.1|DSER	LOC118503058|XP_035891817.1|ASTE
OG0001655	LOC110191811|XP_020818427.1|DSER	LOC118503057|XP_035891815.1|ASTE
OG0001656	LOC110185925|XP_020810596.1|DSER	LOC118503089|XP_035891872.1|ASTE
OG0001657	LOC110176149|XP_020798045.1|DSER	LOC118503360|XP_035892445.1|ASTE
OG0001658	LOC110179017|XP_020802018.1|DSER	LOC118508050|XP_035903397.1|ASTE
OG0001659	LOC110189966|XP_020815914.1|DSER	LOC118504911|XP_035895873.1|ASTE
OG0001660	LOC110191317|XP_020817797.1|DSER	LOC118504453|XP_035894843.1|ASTE
OG0001661	LOC110191057|XP_020817445.1|DSER	LOC118508365|XP_035903979.1|ASTE
OG0001662	LOC110183630|XP_020807607.1|DSER	LOC118510373|XP_035907991.1|ASTE
OG0001678	LOC110184410|XP_020808603.1|DSER	LOC118505686|XP_035897718.1|ASTE
OG0001679	LOC110181508|XP_020804936.1|DSER	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE
OG0001680	LOC110184253|XP_020808373.1|DSER	LOC118503965|XP_035893774.1|ASTE
OG0001681	LOC110175960|XP_020797808.1|DSER	LOC118511258|XP_035910021.1|ASTE
OG0001682	LOC110187775|XP_020812898.1|DSER	LOC118505497|XP_035897250.1|ASTE
OG0001683	LOC110183824|XP_020807835.1|DSER	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE
OG0001684	LOC110185402|XP_020809861.1|DSER	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE
OG0001685	LOC110181199|XP_020804539.1|DSER	LOC118513284|XP_035914745.1|ASTE
OG0001686	LOC110182030|XP_020805619.1|DSER	LOC118511071|XP_035909614.1|ASTE
OG0001687	LOC110185531|XP_020810098.1|DSER	LOC118507884|XP_035903014.1|ASTE
OG0001688	LOC110181533|XP_020804972.1|DSER	LOC118504183|XP_035894235.1|ASTE
OG0001689	LOC110179493|XP_020802726.1|DSER	LOC118507763|XP_035902677.1|ASTE
OG0001690	LOC110190827|XP_020817145.1|DSER	LOC118517487|XP_035919576.1|ASTE
OG0001691	LOC110177061|XP_020799236.1|DSER	LOC118511295|XP_035910098.1|ASTE
OG0001693	LOC110187861|XP_020813005.1|DSER	LOC118510630|XP_035908562.1|ASTE, LOC118511352|XP_035910209.1|ASTE
OG0001694	LOC110183673|XP_020807671.1|DSER, LOC110187998|XP_020813180.1|DSER	LOC118508393|XP_035904036.1|ASTE
OG0001695	LOC110189435|XP_020815165.1|DSER	LOC118505813|XP_035898050.1|ASTE
OG0001696	LOC110186234|XP_020810957.1|DSER	LOC118502666|XP_035891025.1|ASTE
OG0001698	LOC110184187|XP_020808257.1|DSER	LOC118517004|XP_035918739.1|ASTE
OG0001699	LOC110189749|XP_020815619.1|DSER	LOC118504564|XP_035895066.1|ASTE
OG0001700	LOC110184928|XP_020809234.1|DSER	LOC118502360|XP_035890470.1|ASTE
OG0001701	LOC110191392|XP_020817907.1|DSER	LOC118502680|XP_035891081.1|ASTE
OG0001702	LOC110183213|XP_020807085.1|DSER	LOC118513413|XP_035915014.1|ASTE
OG0001703	LOC110191141|XP_020817554.1|DSER	LOC118508469|XP_035904168.1|ASTE
OG0001704	LOC110191123|XP_020817534.1|DSER	LOC118508468|XP_035904167.1|ASTE
OG0001705	LOC110176417|XP_020798418.1|DSER	LOC118508458|XP_035904154.1|ASTE
OG0001706	LOC110188790|XP_020814302.1|DSER, LOC110188787|XP_020814293.1|DSER	LOC118506152|XP_035898802.1|ASTE
OG0001707	LOC110191323|XP_020817805.1|DSER	LOC118505428|XP_035897085.1|ASTE
OG0001708	LOC110191291|XP_020817759.1|DSER	LOC118506955|XP_035900667.1|ASTE
OG0001709	LOC110183571|XP_020807538.1|DSER	LOC118508295|XP_035903837.1|ASTE
OG0001710	LOC110191114|XP_020817518.1|DSER	LOC118507504|XP_035901928.1|ASTE
OG0001711	LOC110188278|XP_020813631.1|DSER	LOC118503294|XP_035892281.1|ASTE
OG0001712	LOC110191382|XP_020817896.1|DSER	LOC118505624|XP_035897580.1|ASTE
OG0001713	LOC110177416|XP_020799792.1|DSER	LOC118506917|XP_035900606.1|ASTE
OG0001714	LOC110188055|XP_020813264.1|DSER	LOC118505300|XP_035896802.1|ASTE
OG0001715	LOC110179103|XP_020802150.1|DSER	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE
OG0001716	LOC110179735|XP_020803011.1|DSER	LOC118504968|XP_035895992.1|ASTE
OG0001717	LOC110191357|XP_020817863.1|DSER, LOC110191276|XP_020817731.1|DSER	LOC118504829|XP_035895725.1|ASTE
OG0001718	LOC110177371|XP_020799727.1|DSER	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE
OG0001719	LOC110190942|XP_020817276.1|DSER	LOC118507821|XP_035902795.1|ASTE
OG0001720	LOC110191107|XP_020817511.1|DSER	LOC118508567|XP_035904359.1|ASTE
OG0001721	LOC110186912|XP_020811891.1|DSER	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE
OG0001722	LOC110190597|XP_020816849.1|DSER	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE
OG0001723	LOC110189385|XP_020815094.1|DSER	LOC118512085|XP_035911941.1|ASTE
OG0001724	LOC110176796|XP_020798891.1|DSER, LOC110189504|XP_020815271.1|DSER	LOC118508883|XP_035904591.1|ASTE
OG0001725	LOC110178005|XP_020800666.1|DSER	LOC118508866|XP_035904519.1|ASTE
OG0001726	LOC110190130|XP_020816113.1|DSER	LOC118509604|XP_035906293.1|ASTE
OG0001727	LOC110188409|XP_020813793.1|DSER	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE
OG0001728	LOC110178286|XP_020801016.1|DSER	LOC118512957|XP_035914073.1|ASTE
OG0001729	LOC110180250|XP_020803566.1|DSER	LOC118512169|XP_035912142.1|ASTE
OG0001730	LOC110184955|XP_020809261.1|DSER	LOC118510465|XP_035908214.1|ASTE
OG0001731	LOC110189248|XP_020814911.1|DSER	LOC118513610|XP_035915554.1|ASTE
OG0001732	LOC110185791|XP_020810454.1|DSER	LOC118509125|XP_035905212.1|ASTE
OG0001733	LOC110179330|XP_020802482.1|DSER	LOC118513033|XP_035914203.1|ASTE
OG0001734	LOC110188963|XP_020814565.1|DSER	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE
OG0001735	LOC110190783|XP_020817079.1|DSER, LOC110190784|XP_020817080.1|DSER	LOC118509500|XP_035906051.1|ASTE
OG0001736	LOC110178468|XP_020801267.1|DSER, LOC110178492|XP_020801299.1|DSER	LOC118512837|XP_035913783.1|ASTE
OG0001737	LOC110177053|XP_020799230.1|DSER	LOC118511438|XP_035910426.1|ASTE
OG0001738	LOC110190299|XP_020816343.1|DSER	LOC118514230|XP_035916826.1|ASTE
OG0001739	LOC110182624|XP_020806346.1|DSER, LOC110184026|XP_020808050.1|DSER	LOC118511795|XP_035911218.1|ASTE
OG0001740	LOC110178533|XP_020801350.1|DSER	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE
OG0001742	LOC110178302|XP_020801050.1|DSER	LOC118514205|XP_035916791.1|ASTE
OG0001743	LOC110177583|XP_020800023.1|DSER	LOC118509515|XP_035906105.1|ASTE
OG0001744	LOC110189667|XP_020815470.1|DSER	LOC118509613|XP_035906319.1|ASTE
OG0001745	LOC110181156|XP_020804493.1|DSER	LOC118510343|XP_035907906.1|ASTE
OG0001746	LOC110185160|XP_020809524.1|DSER	LOC118511871|XP_035911364.1|ASTE
OG0001747	LOC110177915|XP_020800551.1|DSER	LOC118512853|XP_035913817.1|ASTE
OG0001748	LOC110190693|XP_020816965.1|DSER	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE
OG0001749	LOC110178200|XP_020800897.1|DSER	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE
OG0001750	LOC110178180|XP_020800875.1|DSER	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE
OG0001751	LOC110189902|XP_020815824.1|DSER	LOC118511876|XP_035911386.1|ASTE
OG0001752	LOC110190701|XP_020816972.1|DSER	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE
OG0001753	LOC110177580|XP_020800020.1|DSER	LOC118511557|XP_035910679.1|ASTE
OG0001754	LOC110190951|XP_020817294.1|DSER	LOC118512260|XP_035912318.1|ASTE
OG0001755	LOC110177593|XP_020800036.1|DSER	LOC118513483|XP_035915187.1|ASTE
OG0001756	LOC110188948|XP_020814547.1|DSER	LOC118511549|XP_035910651.1|ASTE
OG0001757	LOC110189713|XP_020815561.1|DSER	LOC118511847|XP_035911284.1|ASTE
OG0001758	LOC110189895|XP_020815807.1|DSER	LOC118511858|XP_035911299.1|ASTE
OG0001759	LOC110176785|XP_020798880.1|DSER, LOC110189489|XP_020815238.1|DSER	LOC118511522|XP_035910603.1|ASTE
OG0001760	LOC110188979|XP_020814587.1|DSER	LOC118511345|XP_035910192.1|ASTE
OG0001761	LOC110179315|XP_020802462.1|DSER	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE
OG0001762	LOC110185565|XP_020810144.1|DSER	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE
OG0001763	LOC110185560|XP_020810138.1|DSER	LOC118504332|XP_035894559.1|ASTE
OG0001764	LOC110177353|XP_020799704.1|DSER	LOC118510973|XP_035909359.1|ASTE
OG0001765	LOC110189309|XP_020815042.1|DSER	LOC118510963|XP_035909322.1|ASTE
OG0001766	LOC110183867|XP_020807879.1|DSER	LOC118512726|XP_035913475.1|ASTE
OG0001767	LOC110187214|XP_020812272.1|DSER	LOC118511704|XP_035911013.1|ASTE
OG0001768	LOC110187558|XP_020812606.1|DSER	LOC118513979|XP_035916298.1|ASTE
OG0001769	LOC110183086|XP_020806935.1|DSER	LOC118510626|XP_035908556.1|ASTE
OG0001770	LOC110183453|XP_020807391.1|DSER	LOC118513941|XP_035916217.1|ASTE
OG0001771	LOC110176931|XP_020799087.1|DSER	LOC118513978|XP_035916297.1|ASTE
OG0001772	LOC110183356|XP_020807276.1|DSER	LOC118511057|XP_035909559.1|ASTE
OG0001774	LOC110189614|XP_020815409.1|DSER	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE
OG0001776	LOC110181459|XP_020804865.1|DSER, LOC110180587|XP_020803938.1|DSER	LOC118513424|XP_035915030.1|ASTE
OG0001777	LOC110182656|XP_020806387.1|DSER	LOC118511584|XP_035910729.1|ASTE
OG0001778	LOC110181205|XP_020804545.1|DSER	LOC118510842|XP_035909063.1|ASTE
OG0001779	LOC110187368|XP_020812418.1|DSER, LOC110187369|XP_020812419.1|DSER	LOC118513433|XP_035915055.1|ASTE
OG0001780	LOC110189579|XP_020815371.1|DSER	LOC118508989|XP_035904880.1|ASTE
OG0001781	LOC110190216|XP_020816231.1|DSER, LOC110185643|XP_020810260.1|DSER	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE
OG0001782	LOC110185134|XP_020809490.1|DSER	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE
OG0001783	LOC110183017|XP_020806864.1|DSER, LOC110183032|XP_020806877.1|DSER, LOC110180605|XP_020803949.1|DSER	LOC118510106|XP_035907465.1|ASTE
OG0001784	LOC110179930|XP_020803187.1|DSER	LOC118514156|XP_035916665.1|ASTE
OG0001785	LOC110177048|XP_020799227.1|DSER	LOC118508993|XP_035904884.1|ASTE
OG0001786	LOC110180228|XP_020803537.1|DSER, LOC110182659|XP_020806393.1|DSER	LOC118512499|XP_035912901.1|ASTE
OG0001787	LOC110182677|XP_020806423.1|DSER	LOC118512503|XP_035912906.1|ASTE
OG0001788	LOC110189786|XP_020815677.1|DSER	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE
OG0001789	LOC110184064|XP_020808101.1|DSER	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE
OG0001790	LOC110180940|XP_020804275.1|DSER, LOC110182675|XP_020806419.1|DSER, LOC110180302|XP_020803615.1|DSER	LOC118513622|XP_035915572.1|ASTE
OG0001791	LOC110179372|XP_020802549.1|DSER	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE
OG0001792	LOC110176918|XP_020799069.1|DSER	LOC118513003|XP_035914153.1|ASTE
OG0001793	LOC110189201|XP_020814830.1|DSER	LOC118513202|XP_035914586.1|ASTE
OG0001794	LOC110181207|XP_020804546.1|DSER	LOC118514049|XP_035916437.1|ASTE
OG0001795	LOC110181163|XP_020804497.1|DSER, LOC110181155|XP_020804490.1|DSER	LOC118510682|XP_035908738.1|ASTE
OG0001797	LOC110185486|XP_020810018.1|DSER	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE
