Orthogroup	DSER.longest_only	CPIP.longest_only
OG0001461	LOC110187641|XP_020812708.1|DSER	LOC120428615|XP_039449592.1|CPIP
OG0001462	LOC110182799|XP_020806591.1|DSER	LOC120413219|XP_039429879.1|CPIP, LOC120413220|XP_039429880.1|CPIP
OG0001464	LOC110179535|XP_020802773.1|DSER	LOC120418919|XP_039437384.1|CPIP
OG0001465	LOC110189630|XP_020815428.1|DSER	LOC120421533|XP_039440686.1|CPIP
OG0001466	LOC110183931|XP_020807954.1|DSER	LOC120420371|XP_039439305.1|CPIP
OG0001468	LOC110190555|XP_020816769.1|DSER	LOC120414487|XP_039431616.1|CPIP
OG0001469	LOC110179277|XP_020802424.1|DSER	LOC120430836|XP_039451884.1|CPIP, LOC120430387|XP_039451425.1|CPIP
OG0001470	LOC110190035|XP_020815996.1|DSER	LOC120420926|XP_039439988.1|CPIP, LOC120420927|XP_039439990.1|CPIP
OG0001471	LOC110178592|XP_020801437.1|DSER	LOC120418991|XP_039437471.1|CPIP
OG0001472	LOC110183597|XP_020807570.1|DSER	LOC120419516|XP_039438150.1|CPIP
OG0001473	LOC110188672|XP_020814128.1|DSER	LOC120413378|XP_039430110.1|CPIP, LOC120413379|XP_039430112.1|CPIP
OG0001476	LOC110187605|XP_020812657.1|DSER, LOC110176554|XP_020798645.1|DSER	LOC120432010|XP_039453077.1|CPIP, LOC120429681|XP_039450646.1|CPIP
OG0001477	LOC110189026|XP_020814648.1|DSER	LOC120414675|XP_039431894.1|CPIP
OG0001478	LOC110187548|XP_020812595.1|DSER	LOC120427693|XP_039448524.1|CPIP, LOC120412642|XP_039429130.1|CPIP
OG0001480	LOC110187553|XP_020812601.1|DSER, LOC110187552|XP_020812599.1|DSER	LOC120415680|XP_039433201.1|CPIP
OG0001481	LOC110176876|XP_020799011.1|DSER	LOC120413612|XP_039430450.1|CPIP
OG0001482	LOC110181265|XP_020804634.1|DSER	LOC120413101|XP_039429740.1|CPIP
OG0001483	LOC110182816|XP_020806611.1|DSER	LOC120425908|XP_039446462.1|CPIP
OG0001484	LOC110183754|XP_020807772.1|DSER	LOC120422504|XP_039441892.1|CPIP
OG0001485	LOC110185243|XP_020809638.1|DSER	LOC120413565|XP_039430378.1|CPIP, LOC120413515|XP_039430308.1|CPIP, LOC120413557|XP_039430371.1|CPIP
OG0001486	LOC110176805|XP_020798902.1|DSER	LOC120423096|XP_039442708.1|CPIP
OG0001487	LOC110188788|XP_020814294.1|DSER	LOC120421136|XP_039440234.1|CPIP
OG0001488	LOC110177414|XP_020799794.1|DSER	LOC120419011|XP_039437511.1|CPIP
OG0001489	LOC110181343|XP_020804721.1|DSER	LOC120418014|XP_039436193.1|CPIP
OG0001490	LOC110185769|XP_020810431.1|DSER	LOC120423401|XP_039443134.1|CPIP
OG0001491	LOC110187309|XP_020812357.1|DSER	LOC120420492|XP_039439472.1|CPIP
OG0001492	LOC110181212|XP_020804553.1|DSER	LOC120429073|XP_039450154.1|CPIP
OG0001493	LOC110180168|XP_020803485.1|DSER	LOC120414354|XP_039431449.1|CPIP
OG0001494	LOC110178035|XP_020800710.1|DSER	LOC120416197|XP_039433816.1|CPIP, LOC120416193|XP_039433811.1|CPIP, LOC120416187|XP_039433805.1|CPIP, LOC120416179|XP_039433798.1|CPIP, LOC120416195|XP_039433813.1|CPIP
OG0001495	LOC110180734|XP_020804078.1|DSER	LOC120420012|XP_039438851.1|CPIP, LOC120422247|XP_039441574.1|CPIP
OG0001496	LOC110184335|XP_020808490.1|DSER	LOC120417150|XP_039435068.1|CPIP
OG0001497	LOC110176866|XP_020799000.1|DSER	LOC120414826|XP_039432087.1|CPIP
OG0001500	LOC110184038|XP_020808072.1|DSER	LOC120413984|XP_039430924.1|CPIP
OG0001501	LOC110176661|XP_020798758.1|DSER	LOC120421498|XP_039440651.1|CPIP, LOC120421520|XP_039440672.1|CPIP
OG0001502	LOC110177834|XP_020800438.1|DSER	LOC120418275|XP_039436528.1|CPIP, LOC120422754|XP_039442233.1|CPIP
OG0001503	LOC110189457|XP_020815191.1|DSER	LOC120419561|XP_039438218.1|CPIP
OG0001504	LOC110180420|XP_020803743.1|DSER	LOC120415019|XP_039432316.1|CPIP
OG0001506	LOC110182469|XP_020806170.1|DSER	LOC120424251|XP_039444250.1|CPIP
OG0001507	LOC110177671|XP_020800152.1|DSER	LOC120421584|XP_039440749.1|CPIP, LOC120425814|XP_039446365.1|CPIP
OG0001508	LOC110176894|XP_020799041.1|DSER	LOC120427764|XP_039448609.1|CPIP
OG0001509	LOC110177772|XP_020800297.1|DSER	LOC120428519|XP_039449476.1|CPIP, LOC120431155|XP_039452229.1|CPIP
OG0001510	LOC110185704|XP_020810334.1|DSER	LOC120429989|XP_039451016.1|CPIP, LOC120428239|XP_039449152.1|CPIP
OG0001511	LOC110180232|XP_020803545.1|DSER, LOC110180249|XP_020803565.1|DSER	LOC120415119|XP_039432471.1|CPIP
OG0001512	LOC110176730|XP_020798833.1|DSER	LOC120423805|XP_039443656.1|CPIP, LOC120423806|XP_039443657.1|CPIP
OG0001513	LOC110190376|XP_020816448.1|DSER	LOC120423811|XP_039443665.1|CPIP
OG0001515	LOC110179484|XP_020802717.1|DSER	LOC120413929|XP_039430852.1|CPIP
OG0001534	LOC110187078|XP_020812126.1|DSER	LOC120422462|XP_039441840.1|CPIP
OG0001535	LOC110176048|XP_020797921.1|DSER	LOC120430582|XP_039451626.1|CPIP
OG0001536	LOC110184295|XP_020808441.1|DSER	LOC120420167|XP_039439067.1|CPIP, LOC120420202|XP_039439123.1|CPIP
OG0001537	LOC110178134|XP_020800820.1|DSER	LOC120427218|XP_039448013.1|CPIP
OG0001538	LOC110184208|XP_020808314.1|DSER	LOC120430775|XP_039451824.1|CPIP
OG0001539	LOC110178507|XP_020801315.1|DSER	LOC120430692|XP_039451733.1|CPIP
OG0001540	LOC110176958|XP_020799124.1|DSER	LOC120431926|XP_039452997.1|CPIP, LOC120413743|XP_039430602.1|CPIP
OG0001541	LOC110190308|XP_020816355.1|DSER	LOC120427969|XP_039448859.1|CPIP
OG0001542	LOC110190931|XP_020817256.1|DSER	LOC120419629|XP_039438316.1|CPIP
OG0001545	LOC110181720|XP_020805235.1|DSER	LOC120420405|XP_039439351.1|CPIP
OG0001546	LOC110181874|XP_020805459.1|DSER	LOC120420415|XP_039439367.1|CPIP, LOC120420408|XP_039439360.1|CPIP
OG0001548	LOC110177396|XP_020799760.1|DSER, LOC110181569|XP_020805018.1|DSER	LOC120429690|XP_039450657.1|CPIP
OG0001549	LOC110184857|XP_020809157.1|DSER	LOC120424957|XP_039445244.1|CPIP, LOC120424955|XP_039445242.1|CPIP
OG0001551	LOC110190326|XP_020816384.1|DSER	LOC120431897|XP_039452965.1|CPIP, LOC120432103|XP_039453173.1|CPIP
OG0001552	LOC110186522|XP_020811379.1|DSER	LOC120423845|XP_039443725.1|CPIP
OG0001553	LOC110184469|XP_020808668.1|DSER, LOC110184404|XP_020808589.1|DSER	LOC120431180|XP_039452251.1|CPIP
OG0001554	LOC110191002|XP_020817377.1|DSER	LOC120422141|XP_039441446.1|CPIP
OG0001555	LOC110176895|XP_020799038.1|DSER	LOC120426950|XP_039447709.1|CPIP, LOC120415949|XP_039433530.1|CPIP
OG0001556	LOC110191542|XP_020818073.1|DSER	LOC120420074|XP_039438931.1|CPIP
OG0001557	LOC110184225|XP_020808338.1|DSER	LOC120423713|XP_039443551.1|CPIP, LOC120413069|XP_039429706.1|CPIP
OG0001558	LOC110184399|XP_020808581.1|DSER	LOC120418363|XP_039436657.1|CPIP
OG0001559	LOC110176420|XP_020798422.1|DSER	LOC120418338|XP_039436611.1|CPIP
OG0001560	LOC110185398|XP_020809843.1|DSER	LOC120423422|XP_039443159.1|CPIP
OG0001562	LOC110185599|XP_020810201.1|DSER	LOC120422327|XP_039441656.1|CPIP, LOC120423807|XP_039443662.1|CPIP, LOC120422326|XP_039441655.1|CPIP
OG0001563	LOC110179403|XP_020802586.1|DSER	LOC120425403|XP_039445850.1|CPIP
OG0001564	LOC110191232|XP_020817661.1|DSER	LOC120423960|XP_039443877.1|CPIP
OG0001565	LOC110185603|XP_020810208.1|DSER	LOC120432036|XP_039453105.1|CPIP, LOC120422030|XP_039441289.1|CPIP, LOC120426396|XP_039447084.1|CPIP
OG0001566	LOC110188333|XP_020813700.1|DSER	LOC120424628|XP_039444728.1|CPIP, LOC120424676|XP_039444785.1|CPIP
OG0001567	LOC110179297|XP_020802442.1|DSER	LOC120425062|XP_039445369.1|CPIP
OG0001569	LOC110191285|XP_020817751.1|DSER	LOC120425071|XP_039445381.1|CPIP
OG0001570	LOC110184133|XP_020808204.1|DSER	LOC120423532|XP_039443313.1|CPIP
OG0001571	LOC110183341|XP_020807251.1|DSER	LOC120428538|XP_039449503.1|CPIP
OG0001572	LOC110175939|XP_020797779.1|DSER	LOC120417836|XP_039435989.1|CPIP, LOC120417834|XP_039435983.1|CPIP
OG0001573	LOC110189850|XP_020815719.1|DSER	LOC120414196|XP_039431211.1|CPIP
OG0001574	LOC110182651|XP_020806378.1|DSER	LOC120432655|XP_039453832.1|CPIP, LOC120422639|XP_039442071.1|CPIP
OG0001575	LOC110188133|XP_020813380.1|DSER	LOC120429956|XP_039450984.1|CPIP
OG0001576	LOC110190997|XP_020817369.1|DSER	LOC120415204|XP_039432593.1|CPIP
OG0001577	LOC110176408|XP_020798407.1|DSER	LOC120416488|XP_039434141.1|CPIP
OG0001579	LOC110180100|XP_020803384.1|DSER	LOC120412384|XP_039428753.1|CPIP
OG0001580	LOC110189292|XP_020814982.1|DSER	LOC120421525|XP_039440677.1|CPIP
OG0001581	LOC110179377|XP_020802550.1|DSER	LOC120418536|XP_039436906.1|CPIP
OG0001582	LOC110180013|XP_020803265.1|DSER	LOC120417638|XP_039435685.1|CPIP
OG0001583	LOC110182941|XP_020806780.1|DSER	LOC120424971|XP_039445260.1|CPIP
OG0001584	LOC110178634|XP_020801480.1|DSER	LOC120427114|XP_039447898.1|CPIP
OG0001586	LOC110176704|XP_020798801.1|DSER, LOC110182108|XP_020805774.1|DSER	LOC120429820|XP_039450813.1|CPIP
OG0001587	LOC110176671|XP_020798765.1|DSER	LOC120421380|XP_039440510.1|CPIP
OG0001588	LOC110191903|XP_020818551.1|DSER	LOC120422162|XP_039441470.1|CPIP
OG0001593	LOC110184822|XP_020809124.1|DSER	LOC120428086|XP_039449002.1|CPIP
OG0001594	LOC110179174|XP_020802234.1|DSER	LOC120425843|XP_039446396.1|CPIP
OG0001595	LOC110179333|XP_020802486.1|DSER	LOC120430195|XP_039451210.1|CPIP, LOC120415674|XP_039433192.1|CPIP
OG0001596	LOC110185795|XP_020810458.1|DSER	LOC120418288|XP_039436549.1|CPIP, LOC120426792|XP_039447505.1|CPIP
OG0001597	LOC110184514|XP_020808741.1|DSER, LOC110184512|XP_020808733.1|DSER	LOC120419202|XP_039437807.1|CPIP
OG0001598	LOC110185984|XP_020810666.1|DSER	LOC120413529|XP_039430335.1|CPIP
OG0001599	LOC110185981|XP_020810664.1|DSER	LOC120413554|XP_039430367.1|CPIP, LOC120431163|XP_039452237.1|CPIP, LOC120413567|XP_039430381.1|CPIP
OG0001600	LOC110185546|XP_020810121.1|DSER	LOC120420138|XP_039439026.1|CPIP
OG0001601	LOC110185872|XP_020810542.1|DSER	LOC120414106|XP_039431064.1|CPIP
OG0001602	LOC110183735|XP_020807740.1|DSER	LOC120414103|XP_039431061.1|CPIP
OG0001603	LOC110177883|XP_020800506.1|DSER	LOC120414749|XP_039432000.1|CPIP, LOC120414764|XP_039432012.1|CPIP
OG0001604	LOC110188612|XP_020814040.1|DSER, LOC110184676|XP_020808943.1|DSER, LOC110179581|XP_020802833.1|DSER	LOC120413129|XP_039429768.1|CPIP
OG0001605	LOC110190889|XP_020817209.1|DSER	LOC120413091|XP_039429732.1|CPIP
OG0001606	LOC110185536|XP_020810103.1|DSER, LOC110187183|XP_020812241.1|DSER	LOC120416330|XP_039433994.1|CPIP
OG0001607	LOC110184865|XP_020809169.1|DSER	LOC120418969|XP_039437448.1|CPIP
OG0001608	LOC110185092|XP_020809442.1|DSER	LOC120427864|XP_039448726.1|CPIP
OG0001609	LOC110177790|XP_020800318.1|DSER	LOC120420820|XP_039439874.1|CPIP
OG0001610	LOC110185752|XP_020810410.1|DSER	LOC120428576|XP_039449546.1|CPIP
OG0001611	LOC110184973|XP_020809283.1|DSER	LOC120420604|XP_039439616.1|CPIP
OG0001612	LOC110177030|XP_020799206.1|DSER	LOC120419183|XP_039437785.1|CPIP
OG0001613	LOC110183325|XP_020807231.1|DSER	LOC120416790|XP_039434590.1|CPIP, LOC120416799|XP_039434609.1|CPIP
OG0001614	LOC110188952|XP_020814551.1|DSER	LOC120422521|XP_039441909.1|CPIP
OG0001615	LOC110185059|XP_020809394.1|DSER, LOC110185017|XP_020809328.1|DSER, LOC110185014|XP_020809326.1|DSER	LOC120419796|XP_039438566.1|CPIP
OG0001616	LOC110180777|XP_020804116.1|DSER, LOC110184944|XP_020809249.1|DSER	LOC120423118|XP_039442730.1|CPIP
OG0001617	LOC110181353|XP_020804732.1|DSER	LOC120432444|XP_039453594.1|CPIP
OG0001618	LOC110183368|XP_020807289.1|DSER	LOC120414795|XP_039432045.1|CPIP
OG0001619	LOC110179866|XP_020803125.1|DSER, LOC110181417|XP_020804817.1|DSER	LOC120428738|XP_039449747.1|CPIP, LOC120428155|XP_039449072.1|CPIP, LOC120414547|XP_039431695.1|CPIP
OG0001620	LOC110180997|XP_020804335.1|DSER	LOC120429789|XP_039450783.1|CPIP
OG0001621	LOC110188940|XP_020814538.1|DSER	LOC120432437|XP_039453589.1|CPIP
OG0001622	LOC110179079|XP_020802118.1|DSER	LOC120432427|XP_039453566.1|CPIP, LOC120418668|XP_039437055.1|CPIP
OG0001623	LOC110178195|XP_020800888.1|DSER	LOC120420521|XP_039439520.1|CPIP
OG0001624	LOC110180584|XP_020803935.1|DSER	LOC120423390|XP_039443109.1|CPIP
OG0001625	LOC110185136|XP_020809495.1|DSER	LOC120423393|XP_039443115.1|CPIP, LOC120423414|XP_039443148.1|CPIP
OG0001626	LOC110176832|XP_020798943.1|DSER	LOC120414851|XP_039432111.1|CPIP
OG0001627	LOC110188305|XP_020813671.1|DSER	LOC120432366|XP_039453493.1|CPIP, LOC120414733|XP_039431979.1|CPIP
OG0001628	LOC110186154|XP_020810863.1|DSER	LOC120427953|XP_039448839.1|CPIP, LOC120426132|XP_039446769.1|CPIP
OG0001630	LOC110188658|XP_020814103.1|DSER	LOC120413746|XP_039430604.1|CPIP
OG0001631	LOC110187837|XP_020812975.1|DSER	LOC120422096|XP_039441377.1|CPIP
OG0001632	LOC110183479|XP_020807418.1|DSER	LOC120412941|XP_039429512.1|CPIP
OG0001633	LOC110186992|XP_020812008.1|DSER	LOC120424393|XP_039444425.1|CPIP
OG0001635	LOC110176436|XP_020798445.1|DSER	LOC120421493|XP_039440646.1|CPIP, LOC120421517|XP_039440669.1|CPIP
OG0001636	LOC110183894|XP_020807899.1|DSER, LOC110188003|XP_020813184.1|DSER	LOC120421751|XP_039440961.1|CPIP, LOC120421508|XP_039440662.1|CPIP
OG0001637	LOC110188002|XP_020813187.1|DSER	LOC120425675|XP_039446192.1|CPIP, LOC120425682|XP_039446199.1|CPIP
OG0001638	LOC110183246|XP_020807126.1|DSER, LOC110183253|XP_020807137.1|DSER	LOC120418263|XP_039436514.1|CPIP, LOC120422746|XP_039442223.1|CPIP
OG0001640	LOC110177161|XP_020799405.1|DSER	LOC120419431|XP_039438043.1|CPIP
OG0001641	LOC110188231|XP_020813543.1|DSER	LOC120426911|XP_039447651.1|CPIP, LOC120429731|XP_039450717.1|CPIP, LOC120423165|XP_039442780.1|CPIP
OG0001642	LOC110179721|XP_020802999.1|DSER, LOC110185296|XP_020809703.1|DSER	LOC120419434|XP_039438047.1|CPIP
OG0001643	LOC110176906|XP_020799054.1|DSER	LOC120429849|XP_039450856.1|CPIP, LOC120429588|XP_039450559.1|CPIP, LOC120424595|XP_039444692.1|CPIP
OG0001644	LOC110190968|XP_020817317.1|DSER	LOC120426488|XP_039447190.1|CPIP
OG0001645	LOC110177791|XP_020800319.1|DSER	LOC120418465|XP_039436834.1|CPIP
OG0001646	LOC110182597|XP_020806315.1|DSER	LOC120424451|XP_039444526.1|CPIP
OG0001647	LOC110189703|XP_020815538.1|DSER	LOC120424726|XP_039444847.1|CPIP
OG0001648	LOC110185328|XP_020809759.1|DSER	LOC120414035|XP_039430991.1|CPIP
OG0001649	LOC110176775|XP_020798872.1|DSER, LOC110189607|XP_020815401.1|DSER	LOC120430247|XP_039451262.1|CPIP
OG0001650	LOC110177865|XP_020800470.1|DSER	LOC120412727|XP_039429247.1|CPIP
OG0001651	LOC110177581|XP_020800026.1|DSER	LOC120419314|XP_039437917.1|CPIP, LOC120430523|XP_039451573.1|CPIP
OG0001652	LOC110178956|XP_020801917.1|DSER	LOC120412353|XP_039428701.1|CPIP
OG0001653	LOC110179817|XP_020803082.1|DSER	LOC120416809|XP_039434617.1|CPIP
OG0001654	LOC110184242|XP_020808394.1|DSER	LOC120426496|XP_039447199.1|CPIP
OG0001655	LOC110191811|XP_020818427.1|DSER	LOC120420338|XP_039439267.1|CPIP
OG0001656	LOC110185925|XP_020810596.1|DSER	LOC120423728|XP_039443568.1|CPIP
OG0001657	LOC110176149|XP_020798045.1|DSER	LOC120422234|XP_039441552.1|CPIP
OG0001658	LOC110179017|XP_020802018.1|DSER	LOC120431660|XP_039452701.1|CPIP, LOC120422225|XP_039441544.1|CPIP
OG0001659	LOC110189966|XP_020815914.1|DSER	LOC120423689|XP_039443515.1|CPIP
OG0001661	LOC110191057|XP_020817445.1|DSER	LOC120414638|XP_039431808.1|CPIP
OG0001662	LOC110183630|XP_020807607.1|DSER	LOC120413243|XP_039429906.1|CPIP
OG0001666	LOC110183749|XP_020807764.1|DSER	LOC120418637|XP_039437016.1|CPIP
OG0001678	LOC110184410|XP_020808603.1|DSER	LOC120419284|XP_039437885.1|CPIP
OG0001679	LOC110181508|XP_020804936.1|DSER	LOC120432273|XP_039453389.1|CPIP, LOC120432259|XP_039453374.1|CPIP
OG0001680	LOC110184253|XP_020808373.1|DSER	LOC120418132|XP_039436345.1|CPIP
OG0001681	LOC110175960|XP_020797808.1|DSER	LOC120424011|XP_039443959.1|CPIP, LOC120419710|XP_039438431.1|CPIP
OG0001682	LOC110187775|XP_020812898.1|DSER	LOC120432300|XP_039453421.1|CPIP
OG0001683	LOC110183824|XP_020807835.1|DSER	LOC120431556|XP_039452597.1|CPIP
OG0001684	LOC110185402|XP_020809861.1|DSER	LOC120420164|XP_039439064.1|CPIP
OG0001685	LOC110181199|XP_020804539.1|DSER	LOC120414662|XP_039431865.1|CPIP, LOC120415701|XP_039433226.1|CPIP
OG0001686	LOC110182030|XP_020805619.1|DSER	LOC120423038|XP_039442630.1|CPIP
OG0001687	LOC110185531|XP_020810098.1|DSER	LOC120429378|XP_039450484.1|CPIP, LOC120428917|XP_039450024.1|CPIP
OG0001688	LOC110181533|XP_020804972.1|DSER	LOC120417713|XP_039435798.1|CPIP
OG0001689	LOC110179493|XP_020802726.1|DSER	LOC120417698|XP_039435777.1|CPIP
OG0001690	LOC110190827|XP_020817145.1|DSER	LOC120427975|XP_039448865.1|CPIP
OG0001691	LOC110177061|XP_020799236.1|DSER	LOC120412506|XP_039428944.1|CPIP
OG0001693	LOC110187861|XP_020813005.1|DSER	LOC120425318|XP_039445730.1|CPIP
OG0001694	LOC110183673|XP_020807671.1|DSER, LOC110187998|XP_020813180.1|DSER	LOC120415614|XP_039433143.1|CPIP, LOC120430709|XP_039451751.1|CPIP
OG0001695	LOC110189435|XP_020815165.1|DSER	LOC120427808|XP_039448667.1|CPIP, LOC120419865|XP_039438650.1|CPIP, LOC120418082|XP_039436274.1|CPIP
OG0001696	LOC110186234|XP_020810957.1|DSER	LOC120429492|XP_039450498.1|CPIP
OG0001700	LOC110184928|XP_020809234.1|DSER	LOC120413748|XP_039430614.1|CPIP, LOC120413786|XP_039430669.1|CPIP
OG0001701	LOC110191392|XP_020817907.1|DSER	LOC120422133|XP_039441441.1|CPIP
OG0001702	LOC110183213|XP_020807085.1|DSER	LOC120418959|XP_039437436.1|CPIP
OG0001703	LOC110191141|XP_020817554.1|DSER	LOC120431818|XP_039452875.1|CPIP
OG0001704	LOC110191123|XP_020817534.1|DSER	LOC120432144|XP_039453211.1|CPIP
OG0001705	LOC110176417|XP_020798418.1|DSER	LOC120431584|XP_039452629.1|CPIP
OG0001706	LOC110188790|XP_020814302.1|DSER, LOC110188787|XP_020814293.1|DSER	LOC120421783|XP_039440987.1|CPIP
OG0001707	LOC110191323|XP_020817805.1|DSER	LOC120423819|XP_039443675.1|CPIP
OG0001708	LOC110191291|XP_020817759.1|DSER	LOC120424254|XP_039444252.1|CPIP
OG0001709	LOC110183571|XP_020807538.1|DSER	LOC120430071|XP_039451096.1|CPIP, LOC120429522|XP_039450525.1|CPIP, LOC120421807|XP_039441018.1|CPIP
OG0001710	LOC110191114|XP_020817518.1|DSER	LOC120421118|XP_039440212.1|CPIP, LOC120422581|XP_039442004.1|CPIP
OG0001711	LOC110188278|XP_020813631.1|DSER	LOC120430053|XP_039451082.1|CPIP, LOC120431438|XP_039452490.1|CPIP, LOC120432002|XP_039453068.1|CPIP, LOC120427890|XP_039448758.1|CPIP
OG0001712	LOC110191382|XP_020817896.1|DSER	LOC120420722|XP_039439754.1|CPIP
OG0001713	LOC110177416|XP_020799792.1|DSER	LOC120425504|XP_039445987.1|CPIP
OG0001714	LOC110188055|XP_020813264.1|DSER	LOC120429283|XP_039450438.1|CPIP, LOC120428367|XP_039449304.1|CPIP
OG0001715	LOC110179103|XP_020802150.1|DSER	LOC120412901|XP_039429467.1|CPIP
OG0001716	LOC110179735|XP_020803011.1|DSER	LOC120427410|XP_039448208.1|CPIP
OG0001717	LOC110191357|XP_020817863.1|DSER, LOC110191276|XP_020817731.1|DSER	LOC120424680|XP_039444790.1|CPIP, LOC120424622|XP_039444721.1|CPIP
OG0001718	LOC110177371|XP_020799727.1|DSER	LOC120432527|XP_039453679.1|CPIP
OG0001719	LOC110190942|XP_020817276.1|DSER	LOC120422589|XP_039442014.1|CPIP
OG0001722	LOC110190597|XP_020816849.1|DSER	LOC120427608|XP_039448418.1|CPIP
OG0001723	LOC110189385|XP_020815094.1|DSER	LOC120426984|XP_039447737.1|CPIP, LOC120419737|XP_039438472.1|CPIP
OG0001724	LOC110176796|XP_020798891.1|DSER, LOC110189504|XP_020815271.1|DSER	LOC120419483|XP_039438100.1|CPIP
OG0001725	LOC110178005|XP_020800666.1|DSER	LOC120429768|XP_039450757.1|CPIP
OG0001726	LOC110190130|XP_020816113.1|DSER	LOC120416559|XP_039434224.1|CPIP, LOC120415184|XP_039432575.1|CPIP
OG0001727	LOC110188409|XP_020813793.1|DSER	LOC120429045|XP_039450121.1|CPIP, LOC120423654|XP_039443470.1|CPIP, LOC120420428|XP_039439385.1|CPIP
OG0001728	LOC110178286|XP_020801016.1|DSER	LOC120425582|XP_039446089.1|CPIP
OG0001729	LOC110180250|XP_020803566.1|DSER	LOC120425590|XP_039446103.1|CPIP
OG0001730	LOC110184955|XP_020809261.1|DSER	LOC120426311|XP_039447006.1|CPIP, LOC120425981|XP_039446572.1|CPIP
OG0001731	LOC110189248|XP_020814911.1|DSER	LOC120426266|XP_039446945.1|CPIP
OG0001732	LOC110185791|XP_020810454.1|DSER	LOC120415971|XP_039433554.1|CPIP, LOC120415998|XP_039433587.1|CPIP, LOC120413260|XP_039429922.1|CPIP, LOC120420563|XP_039439569.1|CPIP
OG0001733	LOC110179330|XP_020802482.1|DSER	LOC120418891|XP_039437357.1|CPIP
OG0001734	LOC110188963|XP_020814565.1|DSER	LOC120418881|XP_039437349.1|CPIP
OG0001735	LOC110190783|XP_020817079.1|DSER, LOC110190784|XP_020817080.1|DSER	LOC120430048|XP_039451078.1|CPIP
OG0001736	LOC110178468|XP_020801267.1|DSER, LOC110178492|XP_020801299.1|DSER	LOC120413202|XP_039429852.1|CPIP
OG0001737	LOC110177053|XP_020799230.1|DSER	LOC120428758|XP_039449774.1|CPIP
OG0001738	LOC110190299|XP_020816343.1|DSER	LOC120413222|XP_039429882.1|CPIP
OG0001739	LOC110182624|XP_020806346.1|DSER, LOC110184026|XP_020808050.1|DSER	LOC120418492|XP_039436864.1|CPIP
OG0001740	LOC110178533|XP_020801350.1|DSER	LOC120420119|XP_039439002.1|CPIP
OG0001742	LOC110178302|XP_020801050.1|DSER	LOC120420062|XP_039438910.1|CPIP
OG0001743	LOC110177583|XP_020800023.1|DSER	LOC120420083|XP_039438946.1|CPIP
OG0001744	LOC110189667|XP_020815470.1|DSER	LOC120412391|XP_039428766.1|CPIP
OG0001745	LOC110181156|XP_020804493.1|DSER	LOC120420149|XP_039439042.1|CPIP
OG0001746	LOC110185160|XP_020809524.1|DSER	LOC120416574|XP_039434241.1|CPIP
OG0001747	LOC110177915|XP_020800551.1|DSER	LOC120419966|XP_039438770.1|CPIP
OG0001748	LOC110190693|XP_020816965.1|DSER	LOC120418537|XP_039436907.1|CPIP
OG0001749	LOC110178200|XP_020800897.1|DSER	LOC120416049|XP_039433644.1|CPIP, LOC120423609|XP_039443409.1|CPIP
OG0001750	LOC110178180|XP_020800875.1|DSER	LOC120423614|XP_039443415.1|CPIP, LOC120416056|XP_039433652.1|CPIP
OG0001751	LOC110189902|XP_020815824.1|DSER	LOC120413418|XP_039430166.1|CPIP
OG0001752	LOC110190701|XP_020816972.1|DSER	LOC120420029|XP_039438862.1|CPIP
OG0001753	LOC110177580|XP_020800020.1|DSER	LOC120425129|XP_039445487.1|CPIP
OG0001754	LOC110190951|XP_020817294.1|DSER	LOC120412624|XP_039429109.1|CPIP
OG0001755	LOC110177593|XP_020800036.1|DSER	LOC120428835|XP_039449885.1|CPIP, LOC120412567|XP_039429008.1|CPIP
OG0001756	LOC110188948|XP_020814547.1|DSER	LOC120427031|XP_039447786.1|CPIP
OG0001757	LOC110189713|XP_020815561.1|DSER	LOC120422704|XP_039442150.1|CPIP
OG0001758	LOC110189895|XP_020815807.1|DSER	LOC120422695|XP_039442138.1|CPIP
OG0001759	LOC110176785|XP_020798880.1|DSER, LOC110189489|XP_020815238.1|DSER	LOC120417487|XP_039435497.1|CPIP
OG0001760	LOC110188979|XP_020814587.1|DSER	LOC120431187|XP_039452263.1|CPIP
OG0001761	LOC110179315|XP_020802462.1|DSER	LOC120421909|XP_039441143.1|CPIP
OG0001762	LOC110185565|XP_020810144.1|DSER	LOC120427012|XP_039447766.1|CPIP
OG0001764	LOC110177353|XP_020799704.1|DSER	LOC120412610|XP_039429092.1|CPIP
OG0001765	LOC110189309|XP_020815042.1|DSER	LOC120429891|XP_039450906.1|CPIP
OG0001766	LOC110183867|XP_020807879.1|DSER	LOC120414689|XP_039431909.1|CPIP
OG0001767	LOC110187214|XP_020812272.1|DSER	LOC120416612|XP_039434345.1|CPIP
OG0001768	LOC110187558|XP_020812606.1|DSER	LOC120415684|XP_039433202.1|CPIP
OG0001769	LOC110183086|XP_020806935.1|DSER	LOC120423676|XP_039443501.1|CPIP
OG0001770	LOC110183453|XP_020807391.1|DSER	LOC120424085|XP_039444033.1|CPIP, LOC120424104|XP_039444049.1|CPIP, LOC120424087|XP_039444036.1|CPIP
OG0001771	LOC110176931|XP_020799087.1|DSER	LOC120420598|XP_039439606.1|CPIP
