Orthogroup	DSER.longest_only	DALB.longest_only
OG0001010	LOC110182110|XP_020805776.1|DSER, LOC110177091|XP_020799278.1|DSER	LOC117565022|XP_034099858.1|DALB
OG0001011	LOC110187231|XP_020812288.1|DSER	LOC117564539|XP_034099251.1|DALB
OG0001012	LOC110187146|XP_020812219.1|DSER, LOC110187145|XP_020812218.1|DSER	LOC117578170|XP_034119351.1|DALB, LOC117578169|XP_034119349.1|DALB
OG0001013	LOC110179024|XP_020802029.1|DSER	LOC117572469|XP_034111207.1|DALB
OG0001013	LOC110178569|XP_020801401.1|DSER	LOC117568614|XP_034105266.1|DALB
OG0001014	LOC110178988|XP_020801962.1|DSER	LOC117569474|XP_034106533.1|DALB
OG0001014	LOC110178917|XP_020801858.1|DSER	LOC117568105|XP_034104388.1|DALB
OG0001015	LOC110179053|XP_020802070.1|DSER	LOC117577743|XP_034118545.1|DALB
OG0001015	LOC110179052|XP_020802069.1|DSER	LOC117577812|XP_034118633.1|DALB
OG0001016	LOC110191944|XP_020818623.1|DSER, LOC110182078|XP_020805719.1|DSER	LOC117564638|XP_034099390.1|DALB, LOC117569705|XP_034106864.1|DALB
OG0001017	LOC110182104|XP_020805752.1|DSER	LOC117571541|XP_034109625.1|DALB
OG0001020	LOC110176011|XP_020797875.1|DSER	LOC117567376|XP_034103215.1|DALB
OG0001021	LOC110185566|XP_020810149.1|DSER, LOC110185915|XP_020810586.1|DSER	LOC117566208|XP_034101627.1|DALB
OG0001022	LOC110181686|XP_020805186.1|DSER	LOC117564466|XP_034099149.1|DALB
OG0001025	LOC110187080|XP_020812142.1|DSER	LOC117570523|XP_034108116.1|DALB, LOC117570992|XP_034108831.1|DALB, LOC117572512|XP_034111257.1|DALB, LOC117572504|XP_034111247.1|DALB
OG0001026	LOC110182964|XP_020806815.1|DSER	LOC117572187|XP_034110733.1|DALB, LOC117568642|XP_034105325.1|DALB
OG0001027	LOC110185189|XP_020809570.1|DSER	LOC117572768|XP_034111747.1|DALB
OG0001028	LOC110183134|XP_020806983.1|DSER	LOC117563841|XP_034098261.1|DALB
OG0001029	LOC110177097|XP_020799295.1|DSER	LOC117569349|XP_034106373.1|DALB
OG0001031	LOC110185133|XP_020809489.1|DSER	LOC117565334|XP_034100274.1|DALB
OG0001032	LOC110191705|XP_020818280.1|DSER, LOC110184513|XP_020808734.1|DSER	LOC117565668|XP_034100790.1|DALB
OG0001033	LOC110180411|XP_020803734.1|DSER, LOC110191925|XP_020818589.1|DSER	LOC117566751|XP_034102186.1|DALB
OG0001034	LOC110190187|XP_020816194.1|DSER	LOC117567281|XP_034103039.1|DALB
OG0001035	LOC110180365|XP_020803690.1|DSER	LOC117577999|XP_034118989.1|DALB
OG0001037	LOC110178676|XP_020801536.1|DSER, LOC110178675|XP_020801535.1|DSER	LOC117571195|XP_034109127.1|DALB, LOC117573318|XP_034112316.1|DALB
OG0001038	LOC110187888|XP_020813033.1|DSER	LOC117574728|XP_034114549.1|DALB
OG0001038	LOC110187887|XP_020813031.1|DSER	LOC117574731|XP_034114552.1|DALB, LOC117574729|XP_034114550.1|DALB
OG0001042	LOC110186562|XP_020811426.1|DSER	LOC117575862|XP_034116174.1|DALB
OG0001043	LOC110179448|XP_020802655.1|DSER	LOC117577741|XP_034118543.1|DALB
OG0001044	LOC110179622|XP_020802892.1|DSER	LOC117571187|XP_034109115.1|DALB
OG0001045	LOC110177707|XP_020800205.1|DSER	LOC117569790|XP_034106983.1|DALB
OG0001046	LOC110191181|XP_020817606.1|DSER	LOC117572650|XP_034111520.1|DALB
OG0001047	LOC110176237|XP_020798197.1|DSER, LOC110180086|XP_020803372.1|DSER, LOC110179213|XP_020802306.1|DSER	LOC117568166|XP_034104488.1|DALB
OG0001048	LOC110177668|XP_020800149.1|DSER	LOC117570904|XP_034108700.1|DALB
OG0001049	LOC110182684|XP_020806435.1|DSER	LOC117563877|XP_034098326.1|DALB
OG0001049	LOC110190262|XP_020816286.1|DSER	LOC117572710|XP_034111659.1|DALB
OG0001050	LOC110187589|XP_020812637.1|DSER, LOC110183595|XP_020807568.1|DSER	LOC117572583|XP_034111358.1|DALB
OG0001051	LOC110177900|XP_020800528.1|DSER	LOC117565410|XP_034100387.1|DALB
OG0001052	LOC110183831|XP_020807843.1|DSER	LOC117563456|XP_034097699.1|DALB
OG0001053	LOC110176117|XP_020798013.1|DSER	LOC117571475|XP_034109529.1|DALB, LOC117564313|XP_034098901.1|DALB
OG0001054	LOC110177291|XP_020799612.1|DSER	LOC117573519|XP_034112643.1|DALB
OG0001055	LOC110186865|XP_020811817.1|DSER, LOC110186425|XP_020811266.1|DSER	LOC117576831|XP_034117796.1|DALB, LOC117574968|XP_034114923.1|DALB
OG0001056	LOC110190878|XP_020817194.1|DSER, LOC110179638|XP_020802909.1|DSER	LOC117573846|XP_034113209.1|DALB
OG0001057	LOC110183748|XP_020807763.1|DSER	LOC117563256|XP_034097369.1|DALB
OG0001058	LOC110179596|XP_020802854.1|DSER, LOC110179597|XP_020802855.1|DSER, LOC110176000|XP_020797858.1|DSER, LOC110184134|XP_020808201.1|DSER, LOC110179617|XP_020802884.1|DSER, LOC110176107|XP_020798005.1|DSER, LOC110175999|XP_020797856.1|DSER, LOC110176058|XP_020797931.1|DSER, LOC110181617|XP_020805080.1|DSER, LOC110181619|XP_020805082.1|DSER, LOC110181620|XP_020805087.1|DSER, LOC110181217|XP_020804564.1|DSER, LOC110181219|XP_020804565.1|DSER, LOC110180178|XP_020803498.1|DSER, LOC110180084|XP_020803368.1|DSER, LOC110179521|XP_020802757.1|DSER	LOC117575555|XP_034115710.1|DALB
OG0001059	LOC110178933|XP_020801884.1|DSER	LOC117571789|XP_034110039.1|DALB
OG0001060	LOC110189498|XP_020815265.1|DSER	LOC117575355|XP_034115412.1|DALB
OG0001061	LOC110188490|XP_020813879.1|DSER, LOC110188491|XP_020813880.1|DSER	LOC117574437|XP_034114166.1|DALB
OG0001063	LOC110182188|XP_020805855.1|DSER	LOC117574569|XP_034114339.1|DALB
OG0001064	LOC110180209|XP_020803524.1|DSER	LOC117565914|XP_034101177.1|DALB
OG0001064	LOC110184590|XP_020808840.1|DSER	LOC117566413|XP_034101829.1|DALB
OG0001065	LOC110181416|XP_020804816.1|DSER	LOC117566770|XP_034102204.1|DALB
OG0001066	LOC110185507|XP_020810061.1|DSER, LOC110180200|XP_020803512.1|DSER	LOC117578292|XP_034119623.1|DALB
OG0001067	LOC110185836|XP_020810502.1|DSER	LOC117564486|XP_034099182.1|DALB
OG0001067	LOC110185838|XP_020810504.1|DSER	LOC117564488|XP_034099186.1|DALB
OG0001068	LOC110176304|XP_020798284.1|DSER	LOC117569686|XP_034106826.1|DALB
OG0001068	LOC110178886|XP_020801818.1|DSER	LOC117571237|XP_034109182.1|DALB
OG0001069	LOC110179339|XP_020802505.1|DSER, LOC110178505|XP_020801317.1|DSER	LOC117568490|XP_034105068.1|DALB
OG0001072	LOC110179032|XP_020802045.1|DSER	LOC117568336|XP_034104811.1|DALB
OG0001074	LOC110179292|XP_020802475.1|DSER	LOC117567898|XP_034104063.1|DALB
OG0001075	LOC110190549|XP_020816758.1|DSER	LOC117569508|XP_034106583.1|DALB
OG0001077	LOC110180480|XP_020803823.1|DSER	LOC117569698|XP_034106852.1|DALB
OG0001078	LOC110181859|XP_020805437.1|DSER	LOC117571270|XP_034109227.1|DALB
OG0001079	LOC110183567|XP_020807532.1|DSER	LOC117571612|XP_034109723.1|DALB
OG0001080	LOC110188394|XP_020813775.1|DSER	LOC117567041|XP_034102643.1|DALB
OG0001081	LOC110188255|XP_020813599.1|DSER	LOC117571435|XP_034109470.1|DALB, LOC117570687|XP_034108379.1|DALB
OG0001082	LOC110182906|XP_020806724.1|DSER	LOC117568326|XP_034104798.1|DALB
OG0001083	LOC110187069|XP_020812118.1|DSER, LOC110190515|XP_020816706.1|DSER	LOC117571508|XP_034109570.1|DALB, LOC117570504|XP_034108095.1|DALB
OG0001084	LOC110189244|XP_020814906.1|DSER	LOC117567179|XP_034102892.1|DALB
OG0001085	LOC110189390|XP_020815099.1|DSER	LOC117571066|XP_034108926.1|DALB
OG0001086	LOC110191634|XP_020818184.1|DSER	LOC117572129|XP_034110654.1|DALB
OG0001087	LOC110183183|XP_020807032.1|DSER	LOC117563726|XP_034098081.1|DALB
OG0001088	LOC110190671|XP_020816935.1|DSER	LOC117572629|XP_034111479.1|DALB
OG0001089	LOC110183572|XP_020807539.1|DSER	LOC117567599|XP_034103575.1|DALB
OG0001090	LOC110178624|XP_020801468.1|DSER	LOC117571369|XP_034109375.1|DALB
OG0001092	LOC110185798|XP_020810460.1|DSER	LOC117565305|XP_034100234.1|DALB
OG0001093	LOC110186006|XP_020810699.1|DSER	LOC117563550|XP_034097820.1|DALB
OG0001094	LOC110185938|XP_020810612.1|DSER	LOC117564619|XP_034099364.1|DALB
OG0001095	LOC110177854|XP_020800460.1|DSER	LOC117567862|XP_034104015.1|DALB
OG0001096	LOC110187519|XP_020812573.1|DSER, LOC110187490|XP_020812539.1|DSER, LOC110179885|XP_020803145.1|DSER	LOC117564722|XP_034099495.1|DALB, LOC117564720|XP_034099494.1|DALB
OG0001097	LOC110184028|XP_020808051.1|DSER, LOC110184029|XP_020808052.1|DSER, LOC110182849|XP_020806643.1|DSER	LOC117564048|XP_034098549.1|DALB
OG0001099	LOC110189944|XP_020815890.1|DSER, LOC110190067|XP_020816032.1|DSER	LOC117571438|XP_034109472.1|DALB, LOC117570019|XP_034107326.1|DALB
OG0001100	LOC110188035|XP_020813231.1|DSER	LOC117575479|XP_034115603.1|DALB
OG0001101	LOC110182198|XP_020805874.1|DSER	LOC117566704|XP_034102141.1|DALB
OG0001102	LOC110185321|XP_020809746.1|DSER	LOC117567506|XP_034103438.1|DALB
OG0001103	LOC110191011|XP_020817388.1|DSER	LOC117574165|XP_034113745.1|DALB
OG0001104	LOC110178278|XP_020801006.1|DSER	LOC117566766|XP_034102199.1|DALB, LOC117570636|XP_034108294.1|DALB
OG0001105	LOC110175972|XP_020797825.1|DSER	LOC117569145|XP_034106083.1|DALB
OG0001106	LOC110185475|XP_020809997.1|DSER	LOC117573248|XP_034112198.1|DALB
OG0001108	LOC110186150|XP_020810860.1|DSER, LOC110186164|XP_020810874.1|DSER	LOC117573299|XP_034112294.1|DALB
OG0001109	LOC110189191|XP_020814818.1|DSER	LOC117566578|XP_034102010.1|DALB
OG0001109	LOC110189193|XP_020814820.1|DSER	LOC117566577|XP_034102009.1|DALB, LOC117570475|XP_034108050.1|DALB
OG0001110	LOC110185028|XP_020809339.1|DSER, LOC110185116|XP_020809467.1|DSER, LOC110179822|XP_020803086.1|DSER	LOC117568852|XP_034105620.1|DALB
OG0001111	LOC110181137|XP_020804470.1|DSER, LOC110190928|XP_020817255.1|DSER	LOC117568157|XP_034104467.1|DALB, LOC117569127|XP_034106038.1|DALB
OG0001112	LOC110177954|XP_020800603.1|DSER	LOC117568780|XP_034105509.1|DALB, LOC117568409|XP_034104940.1|DALB
OG0001113	LOC110185835|XP_020810501.1|DSER	LOC117563817|XP_034098241.1|DALB
OG0001113	LOC110185837|XP_020810503.1|DSER	LOC117564487|XP_034099184.1|DALB
OG0001114	LOC110183424|XP_020807362.1|DSER, LOC110183423|XP_020807361.1|DSER	LOC117565450|XP_034100438.1|DALB
OG0001115	LOC110179880|XP_020803136.1|DSER, LOC110187500|XP_020812552.1|DSER	LOC117565052|XP_034099886.1|DALB
OG0001116	LOC110191674|XP_020818245.1|DSER	LOC117568735|XP_034105452.1|DALB
OG0001116	LOC110191673|XP_020818243.1|DSER	LOC117571143|XP_034109036.1|DALB
OG0001117	LOC110178961|XP_020801923.1|DSER, LOC110178954|XP_020801915.1|DSER	LOC117568275|XP_034104656.1|DALB, LOC117568975|XP_034105826.1|DALB, LOC117569285|XP_034106281.1|DALB
OG0001118	LOC110189172|XP_020814802.1|DSER	LOC117577856|XP_034118695.1|DALB
OG0001119	LOC110183954|XP_020807971.1|DSER	LOC117575118|XP_034115107.1|DALB
OG0001120	LOC110190896|XP_020817214.1|DSER	LOC117576088|XP_034116528.1|DALB
OG0001121	LOC110189553|XP_020815342.1|DSER, LOC110189554|XP_020815343.1|DSER	LOC117571825|XP_034110086.1|DALB
OG0001122	LOC110178657|XP_020801507.1|DSER	LOC117570724|XP_034108429.1|DALB
OG0001124	LOC110191214|XP_020817639.1|DSER	LOC117575044|XP_034115018.1|DALB
OG0001125	LOC110188383|XP_020813761.1|DSER	LOC117575376|XP_034115439.1|DALB
OG0001126	LOC110176234|XP_020798187.1|DSER	LOC117568394|XP_034104898.1|DALB
OG0001127	LOC110178887|XP_020801819.1|DSER	LOC117569771|XP_034106959.1|DALB
OG0001128	LOC110177911|XP_020800541.1|DSER	LOC117568896|XP_034105688.1|DALB
OG0001129	LOC110185865|XP_020810533.1|DSER	LOC117563751|XP_034098123.1|DALB
OG0001130	LOC110183191|XP_020807053.1|DSER	LOC117564994|XP_034099830.1|DALB
OG0001131	LOC110185470|XP_020809985.1|DSER	LOC117573165|XP_034112021.1|DALB
OG0001133	LOC110182695|XP_020806449.1|DSER	LOC117563361|XP_034097542.1|DALB
OG0001134	LOC110178469|XP_020801271.1|DSER	LOC117568847|XP_034105615.1|DALB
OG0001135	LOC110191174|XP_020817596.1|DSER	LOC117576431|XP_034117071.1|DALB
OG0001136	LOC110186892|XP_020811850.1|DSER	LOC117573877|XP_034113245.1|DALB
OG0001137	LOC110186364|XP_020811172.1|DSER	LOC117574951|XP_034114896.1|DALB
OG0001138	LOC110188494|XP_020813883.1|DSER	LOC117567042|XP_034102644.1|DALB
OG0001139	LOC110177508|XP_020799921.1|DSER	LOC117571325|XP_034109302.1|DALB
OG0001140	LOC110178049|XP_020800721.1|DSER	LOC117573378|XP_034112407.1|DALB
OG0001143	LOC110186092|XP_020810793.1|DSER	LOC117565782|XP_034100950.1|DALB
OG0001144	LOC110188580|XP_020814003.1|DSER, LOC110183269|XP_020807157.1|DSER, LOC110187187|XP_020812278.1|DSER	LOC117567169|XP_034102875.1|DALB
OG0001145	LOC110181423|XP_020804827.1|DSER, LOC110189920|XP_020815894.1|DSER	LOC117570046|XP_034107365.1|DALB, LOC117564647|XP_034099399.1|DALB
OG0001146	LOC110181380|XP_020804768.1|DSER, LOC110182200|XP_020805880.1|DSER	LOC117577866|XP_034118712.1|DALB
OG0001148	LOC110187590|XP_020812634.1|DSER	LOC117564748|XP_034099529.1|DALB
OG0001149	LOC110176742|XP_020798845.1|DSER	LOC117571427|XP_034109458.1|DALB
OG0001150	LOC110179831|XP_020803100.1|DSER	LOC117571957|XP_034110347.1|DALB
OG0001151	LOC110188372|XP_020813744.1|DSER	LOC117576790|XP_034117736.1|DALB
OG0001152	LOC110176595|XP_020798670.1|DSER	LOC117574204|XP_034113800.1|DALB
OG0001153	LOC110191482|XP_020818005.1|DSER	LOC117568314|XP_034104756.1|DALB
OG0001154	LOC110187359|XP_020812409.1|DSER	LOC117564345|XP_034098948.1|DALB
OG0001155	LOC110187109|XP_020812177.1|DSER	LOC117571549|XP_034109645.1|DALB
OG0001157	LOC110184882|XP_020809190.1|DSER	LOC117576483|XP_034117145.1|DALB
OG0001158	LOC110187418|XP_020812466.1|DSER	LOC117565636|XP_034100736.1|DALB
OG0001159	LOC110186958|XP_020811958.1|DSER	LOC117574869|XP_034114778.1|DALB
OG0001160	LOC110188410|XP_020813797.1|DSER	LOC117574142|XP_034113709.1|DALB, LOC117574136|XP_034113692.1|DALB, LOC117574138|XP_034113696.1|DALB, LOC117574140|XP_034113706.1|DALB, LOC117574139|XP_034113705.1|DALB, LOC117574141|XP_034113707.1|DALB
OG0001161	LOC110191364|XP_020817872.1|DSER	LOC117576430|XP_034117067.1|DALB
OG0001162	LOC110185498|XP_020810055.1|DSER	LOC117574552|XP_034114314.1|DALB
OG0001163	LOC110184394|XP_020808570.1|DSER	LOC117575205|XP_034115216.1|DALB
OG0001164	LOC110187971|XP_020813150.1|DSER	LOC117574790|XP_034114637.1|DALB
OG0001165	LOC110178508|XP_020801316.1|DSER	LOC117569451|XP_034106506.1|DALB
OG0001166	LOC110188840|XP_020814393.1|DSER	LOC117570607|XP_034108242.1|DALB
OG0001167	LOC110178257|XP_020800970.1|DSER	LOC117569731|XP_034106896.1|DALB
OG0001168	LOC110191628|XP_020818176.1|DSER	LOC117571849|XP_034110131.1|DALB
OG0001169	LOC110184292|XP_020808436.1|DSER	LOC117572465|XP_034111204.1|DALB
OG0001170	LOC110190957|XP_020817303.1|DSER	LOC117573424|XP_034112526.1|DALB
OG0001171	LOC110190076|XP_020816041.1|DSER	LOC117572136|XP_034110662.1|DALB
OG0001172	LOC110178488|XP_020801292.1|DSER	LOC117570134|XP_034107490.1|DALB
OG0001174	LOC110184681|XP_020808953.1|DSER	LOC117567918|XP_034104088.1|DALB
OG0001175	LOC110190945|XP_020817278.1|DSER	LOC117572648|XP_034111518.1|DALB
OG0001176	LOC110189215|XP_020814846.1|DSER	LOC117568626|XP_034105308.1|DALB
OG0001178	LOC110182997|XP_020806848.1|DSER	LOC117568384|XP_034104886.1|DALB
OG0001179	LOC110179311|XP_020802455.1|DSER	LOC117568304|XP_034104738.1|DALB
OG0001180	LOC110185430|XP_020809909.1|DSER	LOC117573171|XP_034112034.1|DALB
OG0001181	LOC110176209|XP_020798132.1|DSER	LOC117569941|XP_034107190.1|DALB
OG0001182	LOC110185043|XP_020809358.1|DSER	LOC117574277|XP_034113917.1|DALB
OG0001183	LOC110186583|XP_020811456.1|DSER	LOC117568713|XP_034105419.1|DALB, LOC117573502|XP_034112620.1|DALB
OG0001184	LOC110189636|XP_020815443.1|DSER	LOC117575213|XP_034115228.1|DALB
OG0001185	LOC110188191|XP_020813430.1|DSER	LOC117573534|XP_034112676.1|DALB
OG0001186	LOC110184532|XP_020808771.1|DSER	LOC117571955|XP_034110344.1|DALB
OG0001187	LOC110190345|XP_020816445.1|DSER	LOC117567136|XP_034102838.1|DALB
OG0001188	LOC110182476|XP_020806184.1|DSER	LOC117568935|XP_034105751.1|DALB
OG0001189	LOC110179310|XP_020802458.1|DSER	LOC117568052|XP_034104289.1|DALB
OG0001190	LOC110180335|XP_020803653.1|DSER	LOC117568825|XP_034105594.1|DALB
OG0001191	LOC110183786|XP_020807802.1|DSER	LOC117565705|XP_034100837.1|DALB
OG0001192	LOC110185723|XP_020810364.1|DSER	LOC117564503|XP_034099211.1|DALB
OG0001194	LOC110182835|XP_020806627.1|DSER	LOC117577568|XP_034118302.1|DALB
OG0001195	LOC110177613|XP_020800076.1|DSER	LOC117570897|XP_034108691.1|DALB
OG0001196	LOC110181821|XP_020805376.1|DSER	LOC117575998|XP_034116387.1|DALB, LOC117570990|XP_034108832.1|DALB
OG0001197	LOC110177458|XP_020799854.1|DSER, LOC110177459|XP_020799856.1|DSER, LOC110177397|XP_020799761.1|DSER	LOC117576475|XP_034117136.1|DALB
OG0001198	LOC110190853|XP_020817161.1|DSER	LOC117574981|XP_034114939.1|DALB
OG0001200	LOC110182259|XP_020805935.1|DSER, LOC110184850|XP_020809149.1|DSER, LOC110179786|XP_020803058.1|DSER	LOC117572172|XP_034110712.1|DALB
OG0001201	LOC110186280|XP_020811053.1|DSER	LOC117574341|XP_034114052.1|DALB
OG0001202	LOC110180344|XP_020803665.1|DSER	LOC117572403|XP_034111078.1|DALB
OG0001203	LOC110185435|XP_020809918.1|DSER	LOC117573226|XP_034112164.1|DALB
OG0001204	LOC110185637|XP_020810253.1|DSER	LOC117565835|XP_034101036.1|DALB
OG0001205	LOC110177265|XP_020799575.1|DSER	LOC117576681|XP_034117568.1|DALB
OG0001206	LOC110188679|XP_020814141.1|DSER	LOC117567475|XP_034103397.1|DALB, LOC117564954|XP_034099800.1|DALB, LOC117576986|XP_034118063.1|DALB
OG0001207	LOC110184356|XP_020808509.1|DSER	LOC117566189|XP_034101597.1|DALB, LOC117576517|XP_034117221.1|DALB
OG0001208	LOC110179065|XP_020802086.1|DSER	LOC117578077|XP_034119115.1|DALB
OG0001209	LOC110187828|XP_020812966.1|DSER	LOC117574614|XP_034114392.1|DALB
OG0001210	LOC110181932|XP_020805526.1|DSER	LOC117577709|XP_034118504.1|DALB
OG0001211	LOC110188460|XP_020813849.1|DSER	LOC117574211|XP_034113807.1|DALB
OG0001212	LOC110183232|XP_020807106.1|DSER	LOC117577925|XP_034118818.1|DALB
OG0001213	LOC110188588|XP_020814009.1|DSER	LOC117575912|XP_034116256.1|DALB
OG0001214	LOC110177301|XP_020799625.1|DSER	LOC117573465|XP_034112581.1|DALB
OG0001217	LOC110185069|XP_020809408.1|DSER	LOC117563791|XP_034098212.1|DALB
OG0001218	LOC110191013|XP_020817390.1|DSER	LOC117573425|XP_034112527.1|DALB, LOC117573426|XP_034112528.1|DALB
OG0001220	LOC110189573|XP_020815362.1|DSER	LOC117570318|XP_034107751.1|DALB
OG0001221	LOC110182910|XP_020806728.1|DSER	LOC117569679|XP_034106818.1|DALB
OG0001222	LOC110177461|XP_020799858.1|DSER	LOC117574147|XP_034113715.1|DALB
OG0001223	LOC110176670|XP_020798763.1|DSER	LOC117567117|XP_034102811.1|DALB
OG0001224	LOC110176761|XP_020798869.1|DSER	LOC117567927|XP_034104104.1|DALB
OG0001225	LOC110180045|XP_020803317.1|DSER	LOC117568940|XP_034105764.1|DALB
OG0001226	LOC110179328|XP_020802479.1|DSER	LOC117567826|XP_034103960.1|DALB
OG0001227	LOC110180309|XP_020803622.1|DSER	LOC117565183|XP_034100072.1|DALB
OG0001228	LOC110179641|XP_020802912.1|DSER	LOC117578304|XP_034119649.1|DALB
OG0001229	LOC110185535|XP_020810101.1|DSER	LOC117569028|XP_034105910.1|DALB
OG0001230	LOC110182355|XP_020806057.1|DSER	LOC117568309|XP_034104750.1|DALB
OG0001231	LOC110182819|XP_020806614.1|DSER	LOC117565681|XP_034100805.1|DALB
OG0001232	LOC110176812|XP_020798913.1|DSER	LOC117564729|XP_034099506.1|DALB, LOC117564728|XP_034099505.1|DALB, LOC117564727|XP_034099504.1|DALB, LOC117564726|XP_034099501.1|DALB
OG0001233	LOC110176905|XP_020799051.1|DSER	LOC117566236|XP_034101675.1|DALB
OG0001234	LOC110188933|XP_020814530.1|DSER, LOC110176381|XP_020798371.1|DSER, LOC110178517|XP_020801328.1|DSER	LOC117571987|XP_034110386.1|DALB
OG0001235	LOC110178124|XP_020800804.1|DSER	LOC117566219|XP_034101654.1|DALB
OG0001236	LOC110184617|XP_020808869.1|DSER	LOC117571273|XP_034109226.1|DALB
OG0001237	LOC110188234|XP_020813550.1|DSER	LOC117573844|XP_034113203.1|DALB
OG0001238	LOC110186135|XP_020810840.1|DSER	LOC117575761|XP_034116014.1|DALB
OG0001239	LOC110186593|XP_020811476.1|DSER	LOC117574648|XP_034114440.1|DALB
OG0001240	LOC110186155|XP_020810864.1|DSER	LOC117574154|XP_034113726.1|DALB
OG0001241	LOC110178227|XP_020800935.1|DSER	LOC117566698|XP_034102135.1|DALB
OG0001242	LOC110185597|XP_020810195.1|DSER	LOC117572701|XP_034111648.1|DALB
OG0001242	LOC110181928|XP_020805523.1|DSER	LOC117577559|XP_034118288.1|DALB
OG0001243	LOC110189879|XP_020815782.1|DSER	LOC117572050|XP_034110515.1|DALB
OG0001245	LOC110188646|XP_020814083.1|DSER	LOC117575317|XP_034115364.1|DALB
OG0001246	LOC110191492|XP_020818015.1|DSER	LOC117569883|XP_034107113.1|DALB, LOC117566735|XP_034102168.1|DALB
OG0001247	LOC110189412|XP_020815126.1|DSER	LOC117569183|XP_034106142.1|DALB
OG0001248	LOC110190488|XP_020816663.1|DSER	LOC117570002|XP_034107289.1|DALB
OG0001249	LOC110182831|XP_020806623.1|DSER	LOC117564616|XP_034099366.1|DALB
OG0001253	LOC110178307|XP_020801058.1|DSER	LOC117568452|XP_034105017.1|DALB
OG0001254	LOC110182877|XP_020806679.1|DSER, LOC110182876|XP_020806678.1|DSER	LOC117566567|XP_034101999.1|DALB
OG0001255	LOC110189302|XP_020814993.1|DSER	LOC117570245|XP_034107641.1|DALB
OG0001256	LOC110182756|XP_020806526.1|DSER	LOC117567722|XP_034103775.1|DALB
OG0001257	LOC110185455|XP_020809950.1|DSER	LOC117573250|XP_034112207.1|DALB
OG0001258	LOC110186697|XP_020811628.1|DSER	LOC117575112|XP_034115102.1|DALB
OG0001259	LOC110178561|XP_020801392.1|DSER	LOC117574289|XP_034113944.1|DALB
OG0001260	LOC110188355|XP_020813722.1|DSER	LOC117575472|XP_034115580.1|DALB
OG0001261	LOC110176049|XP_020797922.1|DSER	LOC117575972|XP_034116345.1|DALB
OG0001262	LOC110189926|XP_020815864.1|DSER	LOC117567012|XP_034102588.1|DALB
OG0001263	LOC110188014|XP_020813197.1|DSER	LOC117573702|XP_034112961.1|DALB
OG0001264	LOC110178214|XP_020800915.1|DSER	LOC117566011|XP_034101323.1|DALB
OG0001265	LOC110182507|XP_020806217.1|DSER	LOC117570830|XP_034108626.1|DALB
OG0001266	LOC110176927|XP_020799086.1|DSER	LOC117571973|XP_034110366.1|DALB
OG0001267	LOC110188013|XP_020813196.1|DSER	LOC117575549|XP_034115697.1|DALB
OG0001268	LOC110187996|XP_020813178.1|DSER	LOC117576130|XP_034116581.1|DALB
OG0001269	LOC110180266|XP_020803581.1|DSER	LOC117567450|XP_034103354.1|DALB
OG0001270	LOC110177268|XP_020799579.1|DSER	LOC117576926|XP_034117960.1|DALB
OG0001271	LOC110178003|XP_020800662.1|DSER	LOC117568208|XP_034104569.1|DALB
OG0001272	LOC110188883|XP_020814459.1|DSER	LOC117568281|XP_034104684.1|DALB
OG0001273	LOC110188047|XP_020813255.1|DSER	LOC117575075|XP_034115060.1|DALB
OG0001274	LOC110178986|XP_020801960.1|DSER	LOC117570742|XP_034108455.1|DALB
OG0001275	LOC110191974|XP_020818654.1|DSER	LOC117568362|XP_034104857.1|DALB
OG0001276	LOC110183641|XP_020807621.1|DSER	LOC117568691|XP_034105392.1|DALB
OG0001277	LOC110185326|XP_020809757.1|DSER	LOC117569960|XP_034107224.1|DALB
OG0001278	LOC110190777|XP_020817067.1|DSER	LOC117567236|XP_034102958.1|DALB
