Orthogroup	DSER.longest_only	CQUI.longest_only
OG0001360	LOC110180786|XP_020804157.1|DSER	LOC6036534|XP_001846579.2|CQUI
OG0001361	LOC110190504|XP_020816681.1|DSER	LOC6039413|XP_038114631.1|CQUI, LOC6031921|XP_038114630.1|CQUI
OG0001362	LOC110190780|XP_020817077.1|DSER	LOC6036218|XP_001846293.1|CQUI
OG0001363	LOC110188349|XP_020813716.1|DSER	LOC6039410|XP_001849022.1|CQUI, LOC6047507|XP_001864556.2|CQUI
OG0001364	LOC110191559|XP_020818093.1|DSER	LOC6045816|XP_038117771.1|CQUI, LOC6049405|XP_038110257.1|CQUI
OG0001365	LOC110191304|XP_020817774.1|DSER	LOC6036529|XP_001846574.1|CQUI
OG0001367	LOC110180165|XP_020803499.1|DSER	LOC6035628|XP_038118306.1|CQUI
OG0001368	LOC110188968|XP_020814572.1|DSER	LOC6033581|XP_038118796.1|CQUI
OG0001369	LOC110183634|XP_020807611.1|DSER	LOC6035620|XP_001845769.2|CQUI
OG0001370	LOC110178462|XP_020801260.1|DSER	LOC6030780|XP_001841674.2|CQUI
OG0001372	LOC110176859|XP_020798993.1|DSER	LOC6052802|XP_038118759.1|CQUI
OG0001373	LOC110182721|XP_020806480.1|DSER	LOC6041327|XP_038111903.1|CQUI
OG0001374	LOC110189535|XP_020815323.1|DSER, LOC110176776|XP_020798873.1|DSER	LOC6032452|XP_001843048.1|CQUI
OG0001375	LOC110187945|XP_020813118.1|DSER	LOC119766164|XP_038106502.1|CQUI
OG0001376	LOC110179351|XP_020802520.1|DSER	LOC6048889|XP_001865734.2|CQUI, LOC6048890|XP_001865735.2|CQUI
OG0001377	LOC110176816|XP_020798916.1|DSER	LOC6031968|XP_038112116.1|CQUI
OG0001378	LOC110185914|XP_020810585.1|DSER	LOC6039573|XP_001849170.2|CQUI
OG0001379	LOC110182598|XP_020806311.1|DSER	LOC6045361|XP_038113639.1|CQUI
OG0001381	LOC110182389|XP_020806091.1|DSER	LOC6033216|XP_001843693.2|CQUI
OG0001382	LOC110187249|XP_020812306.1|DSER	LOC6031266|XP_038109596.1|CQUI
OG0001383	LOC110176382|XP_020798372.1|DSER, LOC110188936|XP_020814534.1|DSER	LOC6048994|XP_001865828.1|CQUI
OG0001384	LOC110181428|XP_020804830.1|DSER	LOC6046637|XP_001863807.2|CQUI
OG0001385	LOC110177889|XP_020800514.1|DSER	LOC6034387|XP_038110617.1|CQUI
OG0001386	LOC110177636|XP_020800143.1|DSER, LOC110177123|XP_020799376.1|DSER	LOC6053855|XP_038106997.1|CQUI
OG0001387	LOC110182657|XP_020806388.1|DSER	LOC6047222|XP_001864306.1|CQUI, LOC6047224|XP_038112158.1|CQUI
OG0001388	LOC110183323|XP_020807228.1|DSER	LOC6032182|XP_038109835.1|CQUI, LOC6032181|XP_038113802.1|CQUI, LOC6052123|XP_001868440.2|CQUI
OG0001389	LOC110185063|XP_020809402.1|DSER	LOC6044883|XP_038121439.1|CQUI, LOC6038982|XP_038119289.1|CQUI
OG0001390	LOC110183025|XP_020806871.1|DSER, LOC110183011|XP_020806857.1|DSER, LOC110185616|XP_020810223.1|DSER	LOC6043555|XP_038119180.1|CQUI
OG0001391	LOC110181410|XP_020804806.1|DSER	LOC6048704|XP_038118530.1|CQUI
OG0001392	LOC110191965|XP_020818642.1|DSER	LOC6041800|XP_001851015.2|CQUI
OG0001393	LOC110178053|XP_020800722.1|DSER, LOC110183752|XP_020807767.1|DSER	LOC119770223|XP_038120602.1|CQUI
OG0001394	LOC110183308|XP_020807207.1|DSER	LOC6046271|XP_038119136.1|CQUI, LOC119766035|XP_038106314.1|CQUI, LOC6052486|XP_038108722.1|CQUI
OG0001395	LOC110188685|XP_020814146.1|DSER, LOC110191803|XP_020818413.1|DSER	LOC119770297|XP_038120835.1|CQUI
OG0001396	LOC110175946|XP_020797792.1|DSER	LOC6039739|XP_001849290.2|CQUI
OG0001397	LOC110186482|XP_020811328.1|DSER	LOC6047980|XP_038116129.1|CQUI, LOC6037602|XP_038121622.1|CQUI
OG0001399	LOC110185364|XP_020809805.1|DSER	LOC6046189|XP_038112799.1|CQUI
OG0001400	LOC110188075|XP_020813285.1|DSER	LOC6046814|XP_001863949.2|CQUI
OG0001401	LOC110178575|XP_020801406.1|DSER	LOC6035448|XP_001845635.2|CQUI, LOC6043103|XP_001855831.2|CQUI, LOC6035463|XP_001845649.1|CQUI
OG0001402	LOC110190062|XP_020816026.1|DSER, LOC110190149|XP_020816137.1|DSER	LOC6052985|XP_001869146.2|CQUI
OG0001403	LOC110190054|XP_020816019.1|DSER, LOC110187847|XP_020812993.1|DSER	LOC6035872|XP_001845986.2|CQUI, LOC6035873|XP_001845987.2|CQUI
OG0001404	LOC110191336|XP_020817845.1|DSER	LOC6031682|XP_038114066.1|CQUI
OG0001405	LOC110177815|XP_020800363.1|DSER	LOC6037799|XP_001847675.2|CQUI
OG0001406	LOC110190619|XP_020816873.1|DSER, LOC110181774|XP_020805307.1|DSER, LOC110181886|XP_020805474.1|DSER	LOC6051904|XP_001868262.1|CQUI
OG0001407	LOC110190043|XP_020816008.1|DSER	LOC6038938|XP_001848633.1|CQUI
OG0001408	LOC110178481|XP_020801281.1|DSER	LOC6054709|XP_001870580.2|CQUI
OG0001429	LOC110190782|XP_020817082.1|DSER	LOC6048863|XP_038105219.1|CQUI, LOC6047055|XP_038104443.1|CQUI
OG0001430	LOC110185626|XP_020810239.1|DSER	LOC6044329|XP_038105537.1|CQUI
OG0001431	LOC110184409|XP_020808600.1|DSER	LOC6035151|XP_038104540.1|CQUI
OG0001432	LOC110184278|XP_020808408.1|DSER	LOC6054521|XP_038122563.1|CQUI
OG0001433	LOC110177389|XP_020799751.1|DSER	LOC6046915|XP_038104735.1|CQUI
OG0001434	LOC110184378|XP_020808538.1|DSER	LOC6045215|XP_001862605.2|CQUI
OG0001435	LOC110180755|XP_020804097.1|DSER	LOC6051492|XP_038117227.1|CQUI, LOC6045719|XP_001863028.2|CQUI
OG0001436	LOC110181808|XP_020805354.1|DSER, LOC110180462|XP_020803797.1|DSER	LOC6050198|XP_038104525.1|CQUI
OG0001437	LOC110183823|XP_020807834.1|DSER	LOC6048183|XP_001865135.1|CQUI
OG0001438	LOC110184190|XP_020808280.1|DSER	LOC6037949|XP_038122757.1|CQUI
OG0001439	LOC110177143|XP_020799378.1|DSER	LOC6049817|XP_038122655.1|CQUI, LOC6052268|XP_038106474.1|CQUI, LOC6035724|XP_038116899.1|CQUI, LOC119766585|XP_038107328.1|CQUI
OG0001440	LOC110180646|XP_020803999.1|DSER	LOC6048960|XP_038105048.1|CQUI
OG0001442	LOC110185799|XP_020810461.1|DSER	LOC6044008|XP_001861568.1|CQUI
OG0001443	LOC110186978|XP_020811988.1|DSER	LOC6047470|XP_001864524.2|CQUI, LOC6047471|XP_001864525.2|CQUI
OG0001444	LOC110191153|XP_020817569.1|DSER	LOC6044859|XP_038104624.1|CQUI
OG0001445	LOC110176425|XP_020798430.1|DSER	LOC6039932|XP_001849430.1|CQUI
OG0001446	LOC110191320|XP_020817801.1|DSER	LOC6040670|XP_038122660.1|CQUI, LOC119765526|XP_038105472.1|CQUI
OG0001447	LOC110188747|XP_020814247.1|DSER	LOC6035336|XP_038104354.1|CQUI
OG0001448	LOC110186586|XP_020811465.1|DSER	LOC6035542|XP_001845700.1|CQUI, LOC6047272|XP_001864351.2|CQUI, LOC6047705|XP_001864727.2|CQUI
OG0001449	LOC110189258|XP_020814928.1|DSER	LOC6039600|XP_001849180.2|CQUI
OG0001450	LOC110183117|XP_020806966.1|DSER	LOC6031154|XP_038116027.1|CQUI
OG0001451	LOC110189725|XP_020815575.1|DSER	LOC6038893|XP_038113599.1|CQUI, LOC119767033|XP_038110189.1|CQUI, LOC119769371|XP_038117350.1|CQUI
OG0001452	LOC110182858|XP_020806666.1|DSER, LOC110181671|XP_020805167.1|DSER	LOC6052660|XP_038115024.1|CQUI
OG0001453	LOC110189931|XP_020815874.1|DSER	LOC6049785|XP_001866492.2|CQUI, LOC6049784|XP_001866491.2|CQUI
OG0001454	LOC110191026|XP_020817404.1|DSER	LOC6032932|XP_001843452.2|CQUI
OG0001455	LOC110189837|XP_020815692.1|DSER	LOC6051546|XP_038119698.1|CQUI
OG0001456	LOC110178293|XP_020801025.1|DSER	LOC6052304|XP_038116089.1|CQUI
OG0001457	LOC110189247|XP_020814910.1|DSER	LOC6039266|XP_038118474.1|CQUI
OG0001458	LOC110189202|XP_020814831.1|DSER	LOC6041453|XP_038116471.1|CQUI, LOC6041452|XP_038117278.1|CQUI
OG0001459	LOC110184770|XP_020809064.1|DSER	LOC6052886|XP_038112076.1|CQUI, LOC6045671|XP_038117105.1|CQUI
OG0001460	LOC110191532|XP_020818062.1|DSER	LOC6043365|XP_038120741.1|CQUI
OG0001461	LOC110187641|XP_020812708.1|DSER	LOC6048746|XP_038116352.1|CQUI
OG0001464	LOC110179535|XP_020802773.1|DSER	LOC6043979|XP_038118854.1|CQUI
OG0001465	LOC110189630|XP_020815428.1|DSER	LOC6052932|XP_038120832.1|CQUI
OG0001466	LOC110183931|XP_020807954.1|DSER	LOC6036432|XP_038121604.1|CQUI
OG0001468	LOC110190555|XP_020816769.1|DSER	LOC6038227|XP_001848055.2|CQUI
OG0001469	LOC110179277|XP_020802424.1|DSER	LOC6041964|XP_038118490.1|CQUI
OG0001470	LOC110190035|XP_020815996.1|DSER	LOC6050356|XP_038121253.1|CQUI, LOC6050354|XP_038117145.1|CQUI
OG0001471	LOC110178592|XP_020801437.1|DSER	LOC6037170|XP_038117414.1|CQUI
OG0001472	LOC110183597|XP_020807570.1|DSER	LOC6035488|XP_001845669.1|CQUI
OG0001473	LOC110188672|XP_020814128.1|DSER	LOC6043807|XP_001861406.2|CQUI, LOC6043808|XP_038122295.1|CQUI
OG0001474	LOC110181936|XP_020805532.1|DSER	LOC6040681|XP_038105414.1|CQUI
OG0001475	LOC110177996|XP_020800654.1|DSER	LOC6043752|XP_038110406.1|CQUI
OG0001476	LOC110187605|XP_020812657.1|DSER, LOC110176554|XP_020798645.1|DSER	LOC6048642|XP_038110160.1|CQUI
OG0001477	LOC110189026|XP_020814648.1|DSER	LOC6032451|XP_001843047.1|CQUI
OG0001478	LOC110187548|XP_020812595.1|DSER	LOC6034120|XP_001844488.2|CQUI
OG0001480	LOC110187553|XP_020812601.1|DSER, LOC110187552|XP_020812599.1|DSER	LOC6043201|XP_001857542.2|CQUI
OG0001481	LOC110176876|XP_020799011.1|DSER	LOC6031364|XP_038107828.1|CQUI
OG0001482	LOC110181265|XP_020804634.1|DSER	LOC6031947|XP_001842625.2|CQUI
OG0001483	LOC110182816|XP_020806611.1|DSER	LOC6043303|XP_038106817.1|CQUI
OG0001484	LOC110183754|XP_020807772.1|DSER	LOC6031200|XP_001842038.2|CQUI, LOC6036994|XP_038106889.1|CQUI
OG0001485	LOC110185243|XP_020809638.1|DSER	LOC6036177|XP_038106782.1|CQUI, LOC119766360|XP_038106781.1|CQUI, LOC6036179|XP_038113696.1|CQUI
OG0001486	LOC110176805|XP_020798902.1|DSER	LOC6034896|XP_038107061.1|CQUI
OG0001487	LOC110188788|XP_020814294.1|DSER	LOC6053489|XP_038110588.1|CQUI
OG0001488	LOC110177414|XP_020799794.1|DSER	LOC6047908|XP_038114121.1|CQUI
OG0001489	LOC110181343|XP_020804721.1|DSER	LOC6032104|XP_038107020.1|CQUI, LOC6032110|XP_038112609.1|CQUI
OG0001490	LOC110185769|XP_020810431.1|DSER	LOC6032134|XP_001842788.1|CQUI
OG0001491	LOC110187309|XP_020812357.1|DSER	LOC6033331|XP_001843796.1|CQUI
OG0001492	LOC110181212|XP_020804553.1|DSER	LOC6048340|XP_038111871.1|CQUI
OG0001493	LOC110180168|XP_020803485.1|DSER	LOC6040502|XP_001849888.1|CQUI
OG0001494	LOC110178035|XP_020800710.1|DSER	LOC119770364|XP_038121011.1|CQUI, LOC6045228|XP_001862626.2|CQUI, LOC119770518|XP_038121458.1|CQUI, LOC119770266|XP_038120748.1|CQUI, LOC6054405|XP_001870323.1|CQUI
OG0001495	LOC110180734|XP_020804078.1|DSER	LOC6041805|XP_001851019.2|CQUI
OG0001496	LOC110184335|XP_020808490.1|DSER	LOC119769667|XP_038118888.1|CQUI
OG0001497	LOC110176866|XP_020799000.1|DSER	LOC6048948|XP_038120703.1|CQUI
OG0001500	LOC110184038|XP_020808072.1|DSER	LOC6050346|XP_038118495.1|CQUI
OG0001501	LOC110176661|XP_020798758.1|DSER	LOC6037771|XP_001847650.2|CQUI, LOC6037770|XP_001847649.2|CQUI
OG0001502	LOC110177834|XP_020800438.1|DSER	LOC6033994|XP_001844381.1|CQUI
OG0001503	LOC110189457|XP_020815191.1|DSER	LOC6031515|XP_038110033.1|CQUI
OG0001504	LOC110180420|XP_020803743.1|DSER	LOC6036866|XP_038107420.1|CQUI
OG0001506	LOC110182469|XP_020806170.1|DSER	LOC6043675|XP_038109186.1|CQUI
OG0001507	LOC110177671|XP_020800152.1|DSER	LOC6036616|XP_038108568.1|CQUI, LOC6049887|XP_038108917.1|CQUI
OG0001508	LOC110176894|XP_020799041.1|DSER	LOC6047098|XP_038110554.1|CQUI, LOC6051703|XP_038112138.1|CQUI
OG0001509	LOC110177772|XP_020800297.1|DSER	LOC6042455|XP_038114123.1|CQUI
OG0001510	LOC110185704|XP_020810334.1|DSER	LOC6049879|XP_001866569.2|CQUI, LOC6053362|XP_038112276.1|CQUI
OG0001511	LOC110180232|XP_020803545.1|DSER, LOC110180249|XP_020803565.1|DSER	LOC6034200|XP_001844554.2|CQUI
OG0001512	LOC110176730|XP_020798833.1|DSER	LOC6034555|XP_038113919.1|CQUI
OG0001513	LOC110190376|XP_020816448.1|DSER	LOC6034558|XP_038106054.1|CQUI
OG0001515	LOC110179484|XP_020802717.1|DSER	LOC6032502|XP_001843091.1|CQUI
OG0001534	LOC110187078|XP_020812126.1|DSER	LOC119768890|XP_038116590.1|CQUI, LOC6050116|XP_038116548.1|CQUI
OG0001535	LOC110176048|XP_020797921.1|DSER	LOC6049759|XP_001866470.2|CQUI
OG0001536	LOC110184295|XP_020808441.1|DSER	LOC6047702|XP_001864725.2|CQUI, LOC119769391|XP_038117458.1|CQUI
OG0001537	LOC110178134|XP_020800820.1|DSER	LOC6036962|XP_038104622.1|CQUI
OG0001538	LOC110184208|XP_020808314.1|DSER	LOC6051448|XP_001867887.1|CQUI
OG0001539	LOC110178507|XP_020801315.1|DSER	LOC6047629|XP_038111858.1|CQUI
OG0001540	LOC110176958|XP_020799124.1|DSER	LOC6045246|XP_038104466.1|CQUI
OG0001541	LOC110190308|XP_020816355.1|DSER	LOC6040730|XP_038108263.1|CQUI
OG0001542	LOC110190931|XP_020817256.1|DSER	LOC6040719|XP_038122365.1|CQUI
OG0001543	LOC110184346|XP_020808500.1|DSER	LOC6049648|XP_038119626.1|CQUI, LOC119766019|XP_038106279.1|CQUI
OG0001545	LOC110181720|XP_020805235.1|DSER	LOC6041845|XP_001851055.2|CQUI
OG0001546	LOC110181874|XP_020805459.1|DSER	LOC6041847|XP_038105040.1|CQUI, LOC6041843|XP_001851053.2|CQUI
OG0001548	LOC110177396|XP_020799760.1|DSER, LOC110181569|XP_020805018.1|DSER	LOC6031444|XP_038107826.1|CQUI
OG0001549	LOC110184857|XP_020809157.1|DSER	LOC119771149|XP_038122501.1|CQUI, LOC6031765|XP_038110368.1|CQUI
OG0001551	LOC110190326|XP_020816384.1|DSER	LOC6048977|XP_038105432.1|CQUI, LOC6048979|XP_038123020.1|CQUI
OG0001552	LOC110186522|XP_020811379.1|DSER	LOC6042417|XP_001851537.1|CQUI
OG0001553	LOC110184469|XP_020808668.1|DSER, LOC110184404|XP_020808589.1|DSER	LOC6049664|XP_038117806.1|CQUI
OG0001554	LOC110191002|XP_020817377.1|DSER	LOC6047921|XP_038115900.1|CQUI
OG0001555	LOC110176895|XP_020799038.1|DSER	LOC6041540|XP_038112803.1|CQUI, LOC6035547|XP_038111901.1|CQUI
OG0001556	LOC110191542|XP_020818073.1|DSER	LOC6036277|XP_001846343.1|CQUI
OG0001557	LOC110184225|XP_020808338.1|DSER	LOC6032557|XP_038117789.1|CQUI
OG0001559	LOC110176420|XP_020798422.1|DSER	LOC6032627|XP_038117581.1|CQUI
OG0001560	LOC110185398|XP_020809843.1|DSER	LOC6035520|XP_038105194.1|CQUI
OG0001561	LOC110187697|XP_020812791.1|DSER	LOC6039613|XP_001849187.2|CQUI
OG0001562	LOC110185599|XP_020810201.1|DSER	LOC6041461|XP_001850718.2|CQUI, LOC6047991|XP_001864968.2|CQUI, LOC6041457|XP_038118003.1|CQUI
OG0001563	LOC110179403|XP_020802586.1|DSER	LOC6037333|XP_038119352.1|CQUI
OG0001564	LOC110191232|XP_020817661.1|DSER	LOC6032190|XP_038114038.1|CQUI
OG0001565	LOC110185603|XP_020810208.1|DSER	LOC6049260|XP_038122779.1|CQUI, LOC6040673|XP_038108211.1|CQUI
OG0001566	LOC110188333|XP_020813700.1|DSER	LOC6045590|XP_001862931.1|CQUI
OG0001567	LOC110179297|XP_020802442.1|DSER	LOC6032066|XP_001842732.1|CQUI
OG0001568	LOC110176511|XP_020798546.1|DSER	LOC6032078|XP_038104758.1|CQUI
OG0001569	LOC110191285|XP_020817751.1|DSER	LOC6032085|XP_001842751.2|CQUI
OG0001570	LOC110184133|XP_020808204.1|DSER	LOC6033929|XP_038104685.1|CQUI
OG0001571	LOC110183341|XP_020807251.1|DSER	LOC6031781|XP_038112990.1|CQUI
OG0001572	LOC110175939|XP_020797779.1|DSER	LOC6031115|XP_001841960.1|CQUI, LOC6031114|XP_038118150.1|CQUI
OG0001573	LOC110189850|XP_020815719.1|DSER	LOC6047431|XP_038117579.1|CQUI
OG0001574	LOC110182651|XP_020806378.1|DSER	LOC6032294|XP_038113921.1|CQUI, LOC6043339|XP_001870938.1|CQUI
OG0001575	LOC110188133|XP_020813380.1|DSER	LOC6044655|XP_001862135.2|CQUI
OG0001576	LOC110190997|XP_020817369.1|DSER	LOC6036108|XP_038113191.1|CQUI
OG0001577	LOC110176408|XP_020798407.1|DSER	LOC6052635|XP_001868870.2|CQUI
OG0001578	LOC110189352|XP_020815053.1|DSER	LOC6043960|XP_001861544.2|CQUI
OG0001580	LOC110189292|XP_020814982.1|DSER	LOC6044030|XP_038120827.1|CQUI
OG0001581	LOC110179377|XP_020802550.1|DSER	LOC6033567|XP_038117164.1|CQUI
OG0001582	LOC110180013|XP_020803265.1|DSER	LOC6040624|XP_038117190.1|CQUI
OG0001583	LOC110182941|XP_020806780.1|DSER	LOC6033584|XP_038119265.1|CQUI
OG0001584	LOC110178634|XP_020801480.1|DSER	LOC6037160|XP_001847097.2|CQUI
OG0001586	LOC110176704|XP_020798801.1|DSER, LOC110182108|XP_020805774.1|DSER	LOC6033454|XP_038119090.1|CQUI
OG0001587	LOC110176671|XP_020798765.1|DSER	LOC119768753|XP_038115649.1|CQUI
OG0001588	LOC110191903|XP_020818551.1|DSER	LOC6044356|XP_038107986.1|CQUI
OG0001589	LOC110188771|XP_020814263.1|DSER	LOC6039992|XP_038107604.1|CQUI
OG0001590	LOC110179414|XP_020802604.1|DSER	LOC6041414|XP_038114421.1|CQUI
OG0001591	LOC110186457|XP_020811300.1|DSER	LOC6041386|XP_038110439.1|CQUI
OG0001593	LOC110184822|XP_020809124.1|DSER	LOC6037875|XP_038113769.1|CQUI
OG0001594	LOC110179174|XP_020802234.1|DSER	LOC6048482|XP_038113910.1|CQUI
OG0001595	LOC110179333|XP_020802486.1|DSER	LOC6048886|XP_038109078.1|CQUI
OG0001596	LOC110185795|XP_020810458.1|DSER	LOC6045156|XP_001862557.2|CQUI
OG0001597	LOC110184514|XP_020808741.1|DSER, LOC110184512|XP_020808733.1|DSER	LOC6046049|XP_001863305.1|CQUI
OG0001598	LOC110185984|XP_020810666.1|DSER	LOC6036156|XP_038107213.1|CQUI
OG0001599	LOC110185981|XP_020810664.1|DSER	LOC6038712|XP_001848456.2|CQUI
OG0001600	LOC110185546|XP_020810121.1|DSER	LOC6045655|XP_038110464.1|CQUI
OG0001601	LOC110185872|XP_020810542.1|DSER	LOC6043313|XP_001870928.1|CQUI
OG0001602	LOC110183735|XP_020807740.1|DSER	LOC6043309|XP_038108452.1|CQUI
OG0001603	LOC110177883|XP_020800506.1|DSER	LOC6038292|XP_038111276.1|CQUI, LOC6038293|XP_038114208.1|CQUI
OG0001604	LOC110188612|XP_020814040.1|DSER, LOC110184676|XP_020808943.1|DSER, LOC110179581|XP_020802833.1|DSER	LOC6050057|XP_001866724.1|CQUI
OG0001605	LOC110190889|XP_020817209.1|DSER	LOC6050058|XP_038109855.1|CQUI
OG0001606	LOC110185536|XP_020810103.1|DSER, LOC110187183|XP_020812241.1|DSER	LOC6037122|XP_001847065.1|CQUI
OG0001607	LOC110184865|XP_020809169.1|DSER	LOC6031810|XP_001842517.1|CQUI
OG0001608	LOC110185092|XP_020809442.1|DSER	LOC6044446|XP_038112177.1|CQUI
OG0001609	LOC110177790|XP_020800318.1|DSER	LOC6051399|XP_038111691.1|CQUI
OG0001610	LOC110185752|XP_020810410.1|DSER	LOC6042259|XP_001851397.2|CQUI
OG0001611	LOC110184973|XP_020809283.1|DSER	LOC6036366|XP_001846424.1|CQUI
OG0001612	LOC110177030|XP_020799206.1|DSER	LOC6031731|XP_038111935.1|CQUI, LOC6031732|XP_038113681.1|CQUI
OG0001613	LOC110183325|XP_020807231.1|DSER	LOC6048990|XP_001865824.1|CQUI, LOC6048992|XP_038113614.1|CQUI
OG0001614	LOC110188952|XP_020814551.1|DSER	LOC6043183|XP_038111683.1|CQUI
OG0001615	LOC110185059|XP_020809394.1|DSER, LOC110185017|XP_020809328.1|DSER, LOC110185014|XP_020809326.1|DSER	LOC6043231|XP_038112460.1|CQUI
OG0001616	LOC110180777|XP_020804116.1|DSER, LOC110184944|XP_020809249.1|DSER	LOC6034894|XP_038112470.1|CQUI
OG0001617	LOC110181353|XP_020804732.1|DSER	LOC6045785|XP_038113684.1|CQUI
OG0001618	LOC110183368|XP_020807289.1|DSER	LOC119768964|XP_038116737.1|CQUI, LOC6046678|XP_038116735.1|CQUI
OG0001619	LOC110179866|XP_020803125.1|DSER, LOC110181417|XP_020804817.1|DSER	LOC6044501|XP_038117207.1|CQUI, LOC6043468|XP_038108133.1|CQUI
OG0001620	LOC110180997|XP_020804335.1|DSER	LOC6053699|XP_038111510.1|CQUI
OG0001621	LOC110188940|XP_020814538.1|DSER	LOC6047973|XP_038111062.1|CQUI
OG0001622	LOC110179079|XP_020802118.1|DSER	LOC6052415|XP_038108162.1|CQUI, LOC6033089|XP_038116420.1|CQUI
OG0001623	LOC110178195|XP_020800888.1|DSER	LOC6033347|XP_001843810.2|CQUI
OG0001624	LOC110180584|XP_020803935.1|DSER	LOC6032136|XP_001842790.2|CQUI
OG0001625	LOC110185136|XP_020809495.1|DSER	LOC6032148|XP_038113764.1|CQUI
OG0001626	LOC110176832|XP_020798943.1|DSER	LOC6042208|XP_001851349.1|CQUI
OG0001627	LOC110188305|XP_020813671.1|DSER	LOC6045488|XP_038122368.1|CQUI, LOC6038139|XP_001847974.1|CQUI
OG0001628	LOC110186154|XP_020810863.1|DSER	LOC6033095|XP_038111732.1|CQUI
OG0001630	LOC110188658|XP_020814103.1|DSER	LOC6039823|XP_038117663.1|CQUI
OG0001631	LOC110187837|XP_020812975.1|DSER	LOC6046005|XP_038120722.1|CQUI
OG0001632	LOC110183479|XP_020807418.1|DSER	LOC6043429|XP_038116389.1|CQUI
OG0001633	LOC110186992|XP_020812008.1|DSER	LOC6053368|XP_001869468.1|CQUI
OG0001635	LOC110176436|XP_020798445.1|DSER	LOC6037793|XP_038115973.1|CQUI, LOC6037794|XP_038119882.1|CQUI
OG0001636	LOC110183894|XP_020807899.1|DSER, LOC110188003|XP_020813184.1|DSER	LOC6040818|XP_038121776.1|CQUI, LOC6037782|XP_038121472.1|CQUI
OG0001637	LOC110188002|XP_020813187.1|DSER	LOC6043581|XP_001860242.2|CQUI
OG0001638	LOC110183246|XP_020807126.1|DSER, LOC110183253|XP_020807137.1|DSER	LOC6033998|XP_001844385.2|CQUI
OG0001639	LOC110189588|XP_020815379.1|DSER	LOC6041876|XP_001851074.2|CQUI
OG0001640	LOC110177161|XP_020799405.1|DSER	LOC6046196|XP_001863427.1|CQUI
OG0001641	LOC110188231|XP_020813543.1|DSER	LOC119767400|XP_038111848.1|CQUI, LOC6039957|XP_001849450.1|CQUI
OG0001642	LOC110179721|XP_020802999.1|DSER, LOC110185296|XP_020809703.1|DSER	LOC119768029|XP_038114244.1|CQUI
OG0001643	LOC110176906|XP_020799054.1|DSER	LOC6047363|XP_038112326.1|CQUI
OG0001644	LOC110190968|XP_020817317.1|DSER	LOC6053964|XP_038112903.1|CQUI
OG0001645	LOC110177791|XP_020800319.1|DSER	LOC6038116|XP_038112719.1|CQUI
OG0001646	LOC110182597|XP_020806315.1|DSER	LOC6037723|XP_038106396.1|CQUI
OG0001647	LOC110189703|XP_020815538.1|DSER	LOC6037737|XP_038109785.1|CQUI
OG0001648	LOC110185328|XP_020809759.1|DSER	LOC6040102|XP_038112402.1|CQUI
OG0001649	LOC110176775|XP_020798872.1|DSER, LOC110189607|XP_020815401.1|DSER	LOC6048211|XP_038112527.1|CQUI
OG0001650	LOC110177865|XP_020800470.1|DSER	LOC6031714|XP_038108789.1|CQUI
OG0001651	LOC110177581|XP_020800026.1|DSER	LOC6041652|XP_038107260.1|CQUI, LOC6043155|XP_038107430.1|CQUI
OG0001652	LOC110178956|XP_020801917.1|DSER	LOC6038348|XP_001848163.2|CQUI
OG0001653	LOC110179817|XP_020803082.1|DSER	LOC6040184|XP_038112148.1|CQUI
OG0001654	LOC110184242|XP_020808394.1|DSER	LOC6043055|XP_001855187.2|CQUI
OG0001655	LOC110191811|XP_020818427.1|DSER	LOC6040170|XP_038118838.1|CQUI, LOC6049138|XP_001865945.2|CQUI
OG0001656	LOC110185925|XP_020810596.1|DSER	LOC6051216|XP_038107612.1|CQUI
OG0001657	LOC110176149|XP_020798045.1|DSER	LOC6052468|XP_038112062.1|CQUI
OG0001658	LOC110179017|XP_020802018.1|DSER	LOC6047164|XP_038111356.1|CQUI
OG0001659	LOC110189966|XP_020815914.1|DSER	LOC6037205|XP_038111675.1|CQUI
OG0001660	LOC110191317|XP_020817797.1|DSER	LOC6034452|XP_038110838.1|CQUI
OG0001661	LOC110191057|XP_020817445.1|DSER	LOC6035035|XP_001845278.1|CQUI
OG0001666	LOC110183749|XP_020807764.1|DSER	LOC6041378|XP_001850642.2|CQUI
OG0001678	LOC110184410|XP_020808603.1|DSER	LOC6040414|XP_038104840.1|CQUI
OG0001680	LOC110184253|XP_020808373.1|DSER	LOC6045214|XP_001862604.2|CQUI
OG0001681	LOC110175960|XP_020797808.1|DSER	LOC6052447|XP_038121734.1|CQUI
OG0001682	LOC110187775|XP_020812898.1|DSER	LOC6041755|XP_038105185.1|CQUI
OG0001683	LOC110183824|XP_020807835.1|DSER	LOC6038194|XP_001848024.2|CQUI, LOC6034883|XP_038108971.1|CQUI
OG0001684	LOC110185402|XP_020809861.1|DSER	LOC6047707|XP_038112375.1|CQUI
OG0001685	LOC110181199|XP_020804539.1|DSER	LOC6032441|XP_001843038.1|CQUI, LOC6031862|XP_001842563.2|CQUI
OG0001686	LOC110182030|XP_020805619.1|DSER	LOC6045350|XP_001862738.2|CQUI
OG0001687	LOC110185531|XP_020810098.1|DSER	LOC6052845|XP_001869041.1|CQUI, LOC6040466|XP_038122912.1|CQUI
OG0001688	LOC110181533|XP_020804972.1|DSER	LOC6048190|XP_001865144.2|CQUI
