Orthogroup	DSER.longest_only	HILL.longest_only
OG0000468	LOC110186259|XP_020811025.1|DSER	LOC119660125|XP_037924447.1|HILL
OG0000468	LOC110178299|XP_020801046.1|DSER	LOC119661743|XP_037927136.1|HILL
OG0000469	LOC110183004|XP_020806853.1|DSER, LOC110180597|XP_020803943.1|DSER, LOC110184005|XP_020808021.1|DSER, LOC110183959|XP_020807973.1|DSER	LOC119647237|XP_037904027.1|HILL
OG0000469	LOC110183003|XP_020806852.1|DSER	LOC119656080|XP_037918298.1|HILL
OG0000470	LOC110177527|XP_020799945.1|DSER	LOC119650356|XP_037908966.1|HILL
OG0000470	LOC110179694|XP_020802963.1|DSER	LOC119649541|XP_037907656.1|HILL
OG0000471	LOC110177592|XP_020800035.1|DSER, LOC110184959|XP_020809266.1|DSER, LOC110180495|XP_020803835.1|DSER	LOC119646402|XP_037902775.1|HILL, LOC119647055|XP_037903740.1|HILL
OG0000473	LOC110180139|XP_020803444.1|DSER, LOC110180138|XP_020803443.1|DSER	LOC119657995|XP_037921141.1|HILL
OG0000474	LOC110177012|XP_020799184.1|DSER, LOC110191202|XP_020817628.1|DSER, LOC110181260|XP_020804626.1|DSER	LOC119657943|XP_037921063.1|HILL
OG0000475	LOC110187715|XP_020812811.1|DSER, LOC110188027|XP_020813224.1|DSER	LOC119650677|XP_037909555.1|HILL
OG0000476	LOC110188422|XP_020813805.1|DSER, LOC110191003|XP_020817380.1|DSER	LOC119652617|XP_037912785.1|HILL
OG0000476	LOC110190847|XP_020817154.1|DSER	LOC119650856|XP_037909934.1|HILL
OG0000477	LOC110184237|XP_020808356.1|DSER, LOC110184661|XP_020808928.1|DSER	LOC119650705|XP_037909632.1|HILL, LOC119651325|XP_037910788.1|HILL
OG0000478	LOC110184166|XP_020808236.1|DSER, LOC110186160|XP_020810870.1|DSER	LOC119661441|XP_037926715.1|HILL
OG0000479	LOC110191129|XP_020817541.1|DSER, LOC110191372|XP_020817883.1|DSER, LOC110190998|XP_020817370.1|DSER	LOC119649774|XP_037908003.1|HILL, LOC119648325|XP_037905946.1|HILL
OG0000480	LOC110182342|XP_020806042.1|DSER, LOC110182344|XP_020806043.1|DSER	LOC119656137|XP_037918398.1|HILL
OG0000482	LOC110188404|XP_020813788.1|DSER	LOC119659577|XP_037923662.1|HILL
OG0000483	LOC110186151|XP_020810861.1|DSER, LOC110186225|XP_020810947.1|DSER	LOC119659859|XP_037924096.1|HILL
OG0000484	LOC110188615|XP_020814041.1|DSER, LOC110188616|XP_020814042.1|DSER	LOC119658954|XP_037922754.1|HILL, LOC119658953|XP_037922753.1|HILL
OG0000485	LOC110178952|XP_020801912.1|DSER, LOC110178935|XP_020801891.1|DSER	LOC119648226|XP_037905772.1|HILL
OG0000486	LOC110181098|XP_020804426.1|DSER, LOC110181097|XP_020804425.1|DSER	LOC119653660|XP_037914412.1|HILL
OG0000489	LOC110176502|XP_020798535.1|DSER, LOC110176097|XP_020797995.1|DSER	LOC119658089|XP_037921281.1|HILL
OG0000490	LOC110176103|XP_020798001.1|DSER	LOC119657695|XP_037920656.1|HILL
OG0000490	LOC110181845|XP_020805411.1|DSER	LOC119658436|XP_037921765.1|HILL
OG0000491	LOC110185453|XP_020809953.1|DSER, LOC110178525|XP_020801340.1|DSER	LOC119648261|XP_037905837.1|HILL
OG0000492	LOC110177090|XP_020799277.1|DSER	LOC119659843|XP_037924069.1|HILL
OG0000492	LOC110186030|XP_020810725.1|DSER	LOC119659794|XP_037923991.1|HILL
OG0000493	LOC110176446|XP_020798454.1|DSER, LOC110176465|XP_020798483.1|DSER	LOC119654907|XP_037916463.1|HILL, LOC119651623|XP_037911213.1|HILL, LOC119654945|XP_037916531.1|HILL, LOC119649021|XP_037906904.1|HILL, LOC119649081|XP_037907006.1|HILL, LOC119657347|XP_037920148.1|HILL, LOC119655031|XP_037916636.1|HILL
OG0000494	LOC110186083|XP_020810779.1|DSER	LOC119660730|XP_037925321.1|HILL
OG0000495	LOC110182569|XP_020806277.1|DSER, LOC110178319|XP_020801088.1|DSER	LOC119647993|XP_037905310.1|HILL
OG0000496	LOC110183129|XP_020806976.1|DSER	LOC119650970|XP_037910158.1|HILL
OG0000496	LOC110183927|XP_020807949.1|DSER	LOC119651936|XP_037911713.1|HILL
OG0000497	LOC110181200|XP_020804540.1|DSER	LOC119661602|XP_037926930.1|HILL
OG0000497	LOC110179068|XP_020802094.1|DSER, LOC110181213|XP_020804554.1|DSER, LOC110182683|XP_020806434.1|DSER	LOC119661786|XP_037927197.1|HILL
OG0000498	LOC110186148|XP_020810858.1|DSER, LOC110186146|XP_020810856.1|DSER	LOC119656972|XP_037919630.1|HILL, LOC119648555|XP_037906280.1|HILL, LOC119646198|XP_037902509.1|HILL, LOC119647192|XP_037903932.1|HILL
OG0000499	LOC110182915|XP_020806776.1|DSER	LOC119655299|XP_037917052.1|HILL
OG0000499	LOC110179499|XP_020802733.1|DSER	LOC119659001|XP_037922814.1|HILL
OG0000500	LOC110190890|XP_020817207.1|DSER, LOC110178950|XP_020801910.1|DSER	LOC119649406|XP_037907469.1|HILL
OG0000504	LOC110183558|XP_020807518.1|DSER	LOC119649782|XP_037908015.1|HILL
OG0000505	LOC110179747|XP_020803021.1|DSER, LOC110179751|XP_020803026.1|DSER	LOC119657570|XP_037920458.1|HILL
OG0000506	LOC110189034|XP_020814662.1|DSER, LOC110189038|XP_020814666.1|DSER, LOC110189014|XP_020814631.1|DSER	LOC119651603|XP_037911184.1|HILL
OG0000507	LOC110182054|XP_020805669.1|DSER	LOC119648339|XP_037905962.1|HILL
OG0000507	LOC110182092|XP_020805732.1|DSER	LOC119652182|XP_037912056.1|HILL
OG0000508	LOC110178795|XP_020801706.1|DSER, LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER	LOC119648498|XP_037906193.1|HILL
OG0000509	LOC110177555|XP_020799989.1|DSER	LOC119658193|XP_037921390.1|HILL
OG0000509	LOC110181469|XP_020804882.1|DSER	LOC119646503|XP_037902887.1|HILL
OG0000510	LOC110179275|XP_020802421.1|DSER, LOC110179276|XP_020802422.1|DSER	LOC119660366|XP_037924803.1|HILL, LOC119660008|XP_037924313.1|HILL
OG0000511	LOC110184918|XP_020809222.1|DSER, LOC110184891|XP_020809196.1|DSER	LOC119652776|XP_037913012.1|HILL, LOC119652931|XP_037913249.1|HILL, LOC119652289|XP_037912214.1|HILL
OG0000512	LOC110183165|XP_020807016.1|DSER, LOC110178868|XP_020801801.1|DSER	LOC119653845|XP_037914818.1|HILL, LOC119655068|XP_037916690.1|HILL
OG0000513	LOC110189268|XP_020814942.1|DSER	LOC119652870|XP_037913157.1|HILL, LOC119651212|XP_037910591.1|HILL, LOC119651501|XP_037911047.1|HILL
OG0000513	LOC110183775|XP_020807791.1|DSER	LOC119651635|XP_037911227.1|HILL
OG0000514	LOC110183926|XP_020807947.1|DSER, LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER	LOC119646131|XP_037902408.1|HILL
OG0000514	LOC110183911|XP_020807915.1|DSER	LOC119661601|XP_037926929.1|HILL
OG0000515	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER	LOC119648428|XP_037906110.1|HILL
OG0000516	LOC110187129|XP_020812199.1|DSER, LOC110187149|XP_020812221.1|DSER	LOC119655902|XP_037917986.1|HILL, LOC119655903|XP_037917987.1|HILL
OG0000517	LOC110189862|XP_020815740.1|DSER, LOC110189860|XP_020815738.1|DSER	LOC119647446|XP_037904299.1|HILL
OG0000521	LOC110182031|XP_020805620.1|DSER, LOC110182032|XP_020805621.1|DSER	LOC119658404|XP_037921721.1|HILL
OG0000522	LOC110188505|XP_020813898.1|DSER, LOC110184251|XP_020808371.1|DSER	LOC119656723|XP_037919178.1|HILL
OG0000523	LOC110191312|XP_020817790.1|DSER	LOC119650710|XP_037909643.1|HILL
OG0000523	LOC110176082|XP_020797983.1|DSER	LOC119656872|XP_037919458.1|HILL
OG0000524	LOC110177426|XP_020799807.1|DSER, LOC110191360|XP_020817867.1|DSER, LOC110189030|XP_020814659.1|DSER	LOC119651168|XP_037910515.1|HILL
OG0000525	LOC110188987|XP_020814595.1|DSER, LOC110188986|XP_020814594.1|DSER	LOC119659179|XP_037923064.1|HILL, LOC119659178|XP_037923063.1|HILL, LOC119659013|XP_037922825.1|HILL
OG0000526	LOC110177188|XP_020799442.1|DSER, LOC110177140|XP_020799377.1|DSER	LOC119651156|XP_037910492.1|HILL
OG0000527	LOC110187498|XP_020812550.1|DSER, LOC110187536|XP_020812589.1|DSER	LOC119649636|XP_037907814.1|HILL
OG0000528	LOC110183785|XP_020807801.1|DSER	LOC119656123|XP_037918378.1|HILL, LOC119655675|XP_037917593.1|HILL, LOC119654042|XP_037915133.1|HILL, LOC119654043|XP_037915134.1|HILL
OG0000529	LOC110184964|XP_020809271.1|DSER, LOC110187374|XP_020812423.1|DSER	LOC119661253|XP_037926429.1|HILL
OG0000530	LOC110178608|XP_020801452.1|DSER, LOC110188887|XP_020814463.1|DSER	LOC119649071|XP_037906991.1|HILL, LOC119648770|XP_037906525.1|HILL
OG0000531	LOC110185061|XP_020809397.1|DSER, LOC110178108|XP_020800782.1|DSER	LOC119651247|XP_037910655.1|HILL
OG0000532	LOC110188006|XP_020813188.1|DSER, LOC110188005|XP_020813186.1|DSER	LOC119659773|XP_037923962.1|HILL, LOC119659624|XP_037923752.1|HILL, LOC119658879|XP_037922578.1|HILL, LOC119658880|XP_037922579.1|HILL, LOC119660520|XP_037925069.1|HILL
OG0000533	LOC110176029|XP_020797898.1|DSER	LOC119657802|XP_037920826.1|HILL
OG0000533	LOC110187943|XP_020813116.1|DSER	LOC119659208|XP_037923104.1|HILL
OG0000535	LOC110180040|XP_020803311.1|DSER, LOC110176886|XP_020799029.1|DSER	LOC119654975|XP_037916563.1|HILL
OG0000537	LOC110189300|XP_020814989.1|DSER	LOC119656131|XP_037918391.1|HILL
OG0000538	LOC110191630|XP_020818182.1|DSER, LOC110178407|XP_020801207.1|DSER	LOC119653804|XP_037914750.1|HILL
OG0000539	LOC110186215|XP_020810937.1|DSER	LOC119659391|XP_037923380.1|HILL
OG0000539	LOC110186190|XP_020810907.1|DSER	LOC119660385|XP_037924838.1|HILL, LOC119659605|XP_037923704.1|HILL, LOC119660298|XP_037924699.1|HILL
OG0000540	LOC110187273|XP_020812320.1|DSER, LOC110187269|XP_020812315.1|DSER	LOC119655990|XP_037918159.1|HILL
OG0000542	LOC110186788|XP_020811725.1|DSER	LOC119658932|XP_037922694.1|HILL
OG0000542	LOC110185410|XP_020809876.1|DSER	LOC119659583|XP_037923667.1|HILL
OG0000543	LOC110184670|XP_020808940.1|DSER, LOC110182885|XP_020806688.1|DSER	LOC119650586|XP_037909350.1|HILL
OG0000544	LOC110178724|XP_020801589.1|DSER, LOC110184507|XP_020808731.1|DSER	LOC119656656|XP_037919055.1|HILL
OG0000545	LOC110187823|XP_020812958.1|DSER, LOC110187739|XP_020812855.1|DSER	LOC119651800|XP_037911512.1|HILL, LOC119658244|XP_037921449.1|HILL
OG0000546	LOC110188731|XP_020814204.1|DSER, LOC110179470|XP_020802700.1|DSER	LOC119657382|XP_037920195.1|HILL
OG0000547	LOC110181593|XP_020805045.1|DSER, LOC110187897|XP_020813051.1|DSER	LOC119647208|XP_037903959.1|HILL
OG0000548	LOC110190295|XP_020816338.1|DSER, LOC110190296|XP_020816339.1|DSER	LOC119648167|XP_037905674.1|HILL
OG0000549	LOC110177056|XP_020799233.1|DSER	LOC119660128|XP_037924458.1|HILL
OG0000550	LOC110178745|XP_020801635.1|DSER, LOC110178791|XP_020801703.1|DSER	LOC119650203|XP_037908697.1|HILL
OG0000551	LOC110178527|XP_020801342.1|DSER	LOC119661503|XP_037926798.1|HILL
OG0000552	LOC110186838|XP_020811787.1|DSER, LOC110186668|XP_020811592.1|DSER	LOC119657020|XP_037919696.1|HILL, LOC119657023|XP_037919700.1|HILL, LOC119657073|XP_037919758.1|HILL, LOC119656915|XP_037919535.1|HILL
OG0000553	LOC110177872|XP_020800488.1|DSER	LOC119652353|XP_037912361.1|HILL, LOC119651107|XP_037910399.1|HILL, LOC119652197|XP_037912068.1|HILL, LOC119652782|XP_037913025.1|HILL, LOC119652904|XP_037913208.1|HILL, LOC119652988|XP_037913340.1|HILL, LOC119653119|XP_037913572.1|HILL, LOC119652708|XP_037912917.1|HILL, LOC119652693|XP_037912898.1|HILL, LOC119651106|XP_037910398.1|HILL
OG0000554	LOC110185315|XP_020809743.1|DSER, LOC110185264|XP_020809666.1|DSER	LOC119651856|XP_037911586.1|HILL, LOC119652805|XP_037913057.1|HILL
OG0000555	LOC110179417|XP_020802605.1|DSER, LOC110181233|XP_020804594.1|DSER, LOC110180473|XP_020803815.1|DSER	LOC119648055|XP_037905444.1|HILL
OG0000556	LOC110179726|XP_020803004.1|DSER, LOC110191833|XP_020818457.1|DSER	LOC119659049|XP_037922885.1|HILL
OG0000557	LOC110176580|XP_020798653.1|DSER, LOC110176610|XP_020798692.1|DSER	LOC119659626|XP_037923754.1|HILL
OG0000558	LOC110191842|XP_020818469.1|DSER, LOC110184573|XP_020808806.1|DSER	LOC119659239|XP_037923147.1|HILL
OG0000559	LOC110186176|XP_020810888.1|DSER	LOC119647433|XP_037904272.1|HILL
OG0000560	LOC110189432|XP_020815161.1|DSER, LOC110189431|XP_020815160.1|DSER	LOC119654637|XP_037916040.1|HILL
OG0000561	LOC110190641|XP_020816898.1|DSER, LOC110190559|XP_020816778.1|DSER	LOC119650153|XP_037908622.1|HILL
OG0000562	LOC110181239|XP_020804603.1|DSER, LOC110181232|XP_020804593.1|DSER	LOC119649585|XP_037907718.1|HILL
OG0000564	LOC110190320|XP_020816374.1|DSER, LOC110190071|XP_020816035.1|DSER	LOC119649867|XP_037908166.1|HILL, LOC119648690|XP_037906417.1|HILL, LOC119650426|XP_037909168.1|HILL, LOC119648337|XP_037905960.1|HILL, LOC119648889|XP_037906714.1|HILL, LOC119649866|XP_037908165.1|HILL
OG0000566	LOC110190849|XP_020817157.1|DSER, LOC110185332|XP_020809767.1|DSER	LOC119660791|XP_037925522.1|HILL
OG0000567	LOC110181567|XP_020805016.1|DSER	LOC119657916|XP_037921030.1|HILL
OG0000567	LOC110181566|XP_020805015.1|DSER	LOC119658459|XP_037921792.1|HILL
OG0000568	LOC110184417|XP_020808611.1|DSER, LOC110180560|XP_020803913.1|DSER, LOC110176469|XP_020798487.1|DSER	LOC119651423|XP_037910946.1|HILL
OG0000569	LOC110180710|XP_020804050.1|DSER	LOC119652715|XP_037912930.1|HILL
OG0000570	LOC110176422|XP_020798426.1|DSER, LOC110176424|XP_020798429.1|DSER	LOC119651757|XP_037911423.1|HILL, LOC119651789|XP_037911477.1|HILL
OG0000571	LOC110176399|XP_020798393.1|DSER, LOC110176397|XP_020798388.1|DSER	LOC119650737|XP_037909726.1|HILL
OG0000572	LOC110187812|XP_020812947.1|DSER, LOC110187757|XP_020812877.1|DSER	LOC119656874|XP_037919466.1|HILL
OG0000573	LOC110188824|XP_020814373.1|DSER, LOC110176936|XP_020799095.1|DSER	LOC119647662|XP_037904661.1|HILL
OG0000574	LOC110190321|XP_020816375.1|DSER, LOC110188049|XP_020813257.1|DSER	LOC119648800|XP_037906577.1|HILL
OG0000575	LOC110190569|XP_020816803.1|DSER, LOC110190593|XP_020816844.1|DSER	LOC119649338|XP_037907372.1|HILL
OG0000576	LOC110188526|XP_020813928.1|DSER, LOC110188412|XP_020813795.1|DSER	LOC119654044|XP_037915135.1|HILL, LOC119656149|XP_037918413.1|HILL
OG0000577	LOC110176873|XP_020799007.1|DSER	LOC119647125|XP_037903840.1|HILL
OG0000578	LOC110183305|XP_020807203.1|DSER, LOC110179138|XP_020802190.1|DSER	LOC119653922|XP_037915010.1|HILL
OG0000579	LOC110191052|XP_020817437.1|DSER, LOC110177486|XP_020799897.1|DSER	LOC119649997|XP_037908386.1|HILL
OG0000580	LOC110187872|XP_020813015.1|DSER, LOC110188083|XP_020813295.1|DSER	LOC119659551|XP_037923629.1|HILL
OG0000581	LOC110190173|XP_020816182.1|DSER	LOC119660219|XP_037924581.1|HILL
OG0000581	LOC110181771|XP_020805302.1|DSER	LOC119656791|XP_037919319.1|HILL
OG0000582	LOC110176253|XP_020798223.1|DSER	LOC119655822|XP_037917856.1|HILL
OG0000583	LOC110178512|XP_020801322.1|DSER, LOC110178511|XP_020801321.1|DSER	LOC119652023|XP_037911888.1|HILL
OG0000590	LOC110183551|XP_020807510.1|DSER	LOC119657678|XP_037920635.1|HILL
OG0000592	LOC110191585|XP_020818129.1|DSER, LOC110189203|XP_020814832.1|DSER	LOC119659301|XP_037923242.1|HILL
OG0000593	LOC110186802|XP_020811743.1|DSER, LOC110181831|XP_020805393.1|DSER	LOC119657963|XP_037921095.1|HILL
OG0000594	LOC110186598|XP_020811485.1|DSER, LOC110176626|XP_020798710.1|DSER	LOC119650603|XP_037909390.1|HILL
OG0000595	LOC110188373|XP_020813746.1|DSER	LOC119656301|XP_037918671.1|HILL
OG0000596	LOC110179486|XP_020802719.1|DSER, LOC110176451|XP_020798462.1|DSER	LOC119660452|XP_037924939.1|HILL
OG0000597	LOC110187848|XP_020812991.1|DSER, LOC110191370|XP_020817881.1|DSER	LOC119649414|XP_037907516.1|HILL
OG0000598	LOC110188127|XP_020813374.1|DSER	LOC119658412|XP_037921737.1|HILL, LOC119658411|XP_037921736.1|HILL
OG0000599	LOC110178641|XP_020801492.1|DSER	LOC119648545|XP_037906242.1|HILL
OG0000599	LOC110178633|XP_020801479.1|DSER	LOC119649853|XP_037908137.1|HILL
OG0000600	LOC110189482|XP_020815228.1|DSER, LOC110189256|XP_020814925.1|DSER	LOC119649439|XP_037907520.1|HILL
OG0000601	LOC110185680|XP_020810306.1|DSER, LOC110177565|XP_020800001.1|DSER, LOC110188792|XP_020814306.1|DSER	LOC119651174|XP_037910521.1|HILL
OG0000602	LOC110185847|XP_020810513.1|DSER, LOC110185754|XP_020810412.1|DSER	LOC119652820|XP_037913075.1|HILL
OG0000603	LOC110176878|XP_020799013.1|DSER	LOC119648835|XP_037906632.1|HILL
OG0000604	LOC110182327|XP_020806018.1|DSER, LOC110182326|XP_020806017.1|DSER	LOC119646162|XP_037902463.1|HILL
OG0000605	LOC110179891|XP_020803150.1|DSER, LOC110187456|XP_020812503.1|DSER	LOC119648165|XP_037905672.1|HILL, LOC119648166|XP_037905673.1|HILL, LOC119646796|XP_037903313.1|HILL, LOC119646425|XP_037902800.1|HILL
OG0000606	LOC110177352|XP_020799703.1|DSER	LOC119654719|XP_037916167.1|HILL
OG0000607	LOC110190852|XP_020817160.1|DSER, LOC110187682|XP_020812772.1|DSER	LOC119658756|XP_037922377.1|HILL
OG0000608	LOC110186172|XP_020810885.1|DSER	LOC119660519|XP_037925068.1|HILL
OG0000609	LOC110185774|XP_020810436.1|DSER, LOC110176930|XP_020799085.1|DSER, LOC110180528|XP_020803855.1|DSER	LOC119656119|XP_037918372.1|HILL
OG0000610	LOC110185216|XP_020809604.1|DSER, LOC110177774|XP_020800299.1|DSER	LOC119649121|XP_037907051.1|HILL, LOC119649122|XP_037907055.1|HILL
OG0000611	LOC110179244|XP_020802359.1|DSER, LOC110181452|XP_020804861.1|DSER	LOC119653447|XP_037913970.1|HILL
OG0000614	LOC110191140|XP_020817553.1|DSER	LOC119656554|XP_037918852.1|HILL
OG0000615	LOC110182641|XP_020806369.1|DSER, LOC110188748|XP_020814248.1|DSER	LOC119660425|XP_037924901.1|HILL
OG0000616	LOC110182634|XP_020806359.1|DSER, LOC110182633|XP_020806356.1|DSER, LOC110182632|XP_020806353.1|DSER	LOC119658084|XP_037921275.1|HILL
OG0000617	LOC110177319|XP_020799652.1|DSER, LOC110190963|XP_020817312.1|DSER	LOC119657838|XP_037920889.1|HILL
OG0000618	LOC110191053|XP_020817438.1|DSER	LOC119661044|XP_037926164.1|HILL
OG0000619	LOC110178445|XP_020801238.1|DSER	LOC119651694|XP_037911332.1|HILL, LOC119651645|XP_037911248.1|HILL, LOC119651681|XP_037911308.1|HILL, LOC119661509|XP_037926807.1|HILL, LOC119660050|XP_037924358.1|HILL, LOC119651560|XP_037911121.1|HILL, LOC119652374|XP_037912399.1|HILL, LOC119651320|XP_037910781.1|HILL, LOC119652003|XP_037911861.1|HILL
OG0000620	LOC110184175|XP_020808245.1|DSER, LOC110190629|XP_020816881.1|DSER	LOC119648679|XP_037906400.1|HILL
OG0000621	LOC110188201|XP_020813457.1|DSER, LOC110179492|XP_020802725.1|DSER	LOC119657646|XP_037920585.1|HILL
OG0000622	LOC110178749|XP_020801640.1|DSER, LOC110190510|XP_020816691.1|DSER	LOC119648724|XP_037906463.1|HILL
OG0000623	LOC110186983|XP_020812001.1|DSER	LOC119660837|XP_037925637.1|HILL
OG0000624	LOC110189665|XP_020815469.1|DSER, LOC110189664|XP_020815468.1|DSER	LOC119661506|XP_037926802.1|HILL
OG0000625	LOC110190464|XP_020816632.1|DSER, LOC110190571|XP_020816805.1|DSER	LOC119647703|XP_037904716.1|HILL
OG0000626	LOC110178151|XP_020800842.1|DSER, LOC110181093|XP_020804421.1|DSER	LOC119659286|XP_037923227.1|HILL
OG0000627	LOC110185256|XP_020809651.1|DSER, LOC110180617|XP_020803960.1|DSER	LOC119659638|XP_037923770.1|HILL
OG0000628	LOC110182378|XP_020806079.1|DSER, LOC110183345|XP_020807258.1|DSER	LOC119651049|XP_037910302.1|HILL
OG0000629	LOC110187758|XP_020812881.1|DSER, LOC110187447|XP_020812494.1|DSER	LOC119648529|XP_037906227.1|HILL
OG0000630	LOC110181379|XP_020804767.1|DSER, LOC110181363|XP_020804746.1|DSER	LOC119651180|XP_037910537.1|HILL
OG0000631	LOC110187312|XP_020812360.1|DSER, LOC110177653|XP_020800123.1|DSER, LOC110182406|XP_020806104.1|DSER, LOC110185944|XP_020810619.1|DSER	LOC119652812|XP_037913063.1|HILL
OG0000632	LOC110179178|XP_020802238.1|DSER, LOC110186043|XP_020810741.1|DSER	LOC119646777|XP_037903288.1|HILL
OG0000635	LOC110183000|XP_020806882.1|DSER, LOC110177595|XP_020800048.1|DSER	LOC119654737|XP_037916196.1|HILL
OG0000636	LOC110181388|XP_020804778.1|DSER, LOC110181389|XP_020804779.1|DSER	LOC119655022|XP_037916625.1|HILL
OG0000637	LOC110187038|XP_020812061.1|DSER, LOC110187034|XP_020812056.1|DSER	LOC119654896|XP_037916444.1|HILL
OG0000638	LOC110191344|XP_020817850.1|DSER, LOC110181512|XP_020804945.1|DSER	LOC119655413|XP_037917226.1|HILL
OG0000639	LOC110189840|XP_020815704.1|DSER	LOC119650418|XP_037909141.1|HILL
OG0000642	LOC110178221|XP_020800922.1|DSER, LOC110185905|XP_020810578.1|DSER	LOC119660062|XP_037924369.1|HILL
OG0000644	LOC110181269|XP_020804637.1|DSER, LOC110181278|XP_020804652.1|DSER, LOC110181277|XP_020804651.1|DSER	LOC119661516|XP_037926820.1|HILL
OG0000645	LOC110185735|XP_020810384.1|DSER, LOC110185976|XP_020810658.1|DSER	LOC119655188|XP_037916881.1|HILL, LOC119654809|XP_037916292.1|HILL, LOC119653941|XP_037915029.1|HILL, LOC119656165|XP_037918438.1|HILL, LOC119656265|XP_037918614.1|HILL
OG0000646	LOC110189449|XP_020815185.1|DSER, LOC110184027|XP_020808054.1|DSER	LOC119652293|XP_037912218.1|HILL
OG0000647	LOC110176668|XP_020798762.1|DSER, LOC110191092|XP_020817495.1|DSER, LOC110184420|XP_020808614.1|DSER	LOC119657425|XP_037920255.1|HILL
OG0000648	LOC110184364|XP_020808516.1|DSER	LOC119657729|XP_037920700.1|HILL
OG0000649	LOC110175956|XP_020797803.1|DSER, LOC110176001|XP_020797861.1|DSER	LOC119656729|XP_037919190.1|HILL
OG0000650	LOC110191073|XP_020817465.1|DSER	LOC119656608|XP_037918973.1|HILL
OG0000650	LOC110185456|XP_020809958.1|DSER	LOC119660809|XP_037925577.1|HILL
OG0000651	LOC110189963|XP_020815911.1|DSER, LOC110178651|XP_020801502.1|DSER	LOC119651087|XP_037910365.1|HILL
OG0000652	LOC110182934|XP_020806772.1|DSER, LOC110183534|XP_020807493.1|DSER	LOC119647563|XP_037904526.1|HILL
OG0000653	LOC110190581|XP_020816833.1|DSER, LOC110178713|XP_020801575.1|DSER	LOC119652971|XP_037913303.1|HILL
OG0000654	LOC110190379|XP_020816468.1|DSER	LOC119648654|XP_037906354.1|HILL
OG0000655	LOC110182239|XP_020805920.1|DSER, LOC110179530|XP_020802769.1|DSER, LOC110179523|XP_020802759.1|DSER	LOC119661453|XP_037926732.1|HILL
OG0000656	LOC110176652|XP_020798742.1|DSER, LOC110176653|XP_020798745.1|DSER	LOC119659574|XP_037923659.1|HILL
OG0000657	LOC110184492|XP_020808705.1|DSER	LOC119647275|XP_037904095.1|HILL
OG0000657	LOC110177050|XP_020799225.1|DSER	LOC119661159|XP_037926303.1|HILL, LOC119651892|XP_037911641.1|HILL
OG0000658	LOC110179734|XP_020803010.1|DSER, LOC110187869|XP_020813012.1|DSER	LOC119653510|XP_037914098.1|HILL
OG0000660	LOC110183976|XP_020807990.1|DSER	LOC119646862|XP_037903412.1|HILL
OG0000661	LOC110188715|XP_020814183.1|DSER, LOC110179184|XP_020802254.1|DSER	LOC119658210|XP_037921405.1|HILL
OG0000662	LOC110183716|XP_020807724.1|DSER, LOC110182446|XP_020806141.1|DSER	LOC119649469|XP_037907554.1|HILL
OG0000664	LOC110183251|XP_020807135.1|DSER	LOC119653762|XP_037914671.1|HILL
OG0000665	LOC110186677|XP_020811603.1|DSER, LOC110186663|XP_020811587.1|DSER	LOC119660145|XP_037924473.1|HILL
OG0000666	LOC110182066|XP_020805695.1|DSER, LOC110181908|XP_020805501.1|DSER	LOC119659675|XP_037923827.1|HILL
OG0000667	LOC110182591|XP_020806302.1|DSER, LOC110188085|XP_020813297.1|DSER	LOC119659459|XP_037923471.1|HILL
