Orthogroup	DSIM.longest_only	CCAP.longest_only
OG0000561	LOC6737818|XP_002084646.1|DSIM	CCAP1982_LOCUS14409|CAD7006074.1|CCAP
OG0000562	LOC6737667|XP_002084499.1|DSIM	CCAP1982_LOCUS13630|CAD7005273.1|CCAP
OG0000562	LOC6737647|XP_002084479.2|DSIM	CCAP1982_LOCUS13660|CAD7005303.1|CCAP
OG0000564	LOC6738979|XP_002085774.1|DSIM	CCAP1982_LOCUS10820|CAD7002332.1|CCAP
OG0000564	LOC6738981|XP_002085776.1|DSIM	CCAP1982_LOCUS10822|CAD7002334.1|CCAP
OG0000565	LOC27208129|XP_016038558.1|DSIM, LOC120285374|XP_039153881.1|DSIM, LOC120285373|XP_039153880.1|DSIM, LOC6726258|XP_039153879.1|DSIM	CCAP1982_LOCUS11648|CAD7003186.1|CCAP
OG0000566	LOC6727770|XP_016034346.1|DSIM	CCAP1982_LOCUS3532|CAD6994801.1|CCAP
OG0000566	LOC6736525|XP_016030112.1|DSIM	CCAP1982_LOCUS14944|CAD7006638.1|CCAP
OG0000568	LOC6725021|XP_016037973.1|DSIM, LOC6726684|XP_016033176.1|DSIM	CCAP1982_LOCUS1992|CAD6993168.1|CCAP
OG0000569	LOC27209076|XP_016035400.1|DSIM	CCAP1982_LOCUS3605|CAD6994870.1|CCAP, CCAP1982_LOCUS3641|CAD6994906.1|CCAP
OG0000569	LOC27207615|XP_039150133.1|DSIM	CCAP1982_LOCUS4158|CAD6995441.1|CCAP
OG0000570	LOC6729379|XP_002104694.2|DSIM	CCAP1982_LOCUS1165|CAD6992297.1|CCAP
OG0000570	LOC27206481|XP_016036022.1|DSIM	CCAP1982_LOCUS1164|CAD6992296.1|CCAP
OG0000571	LOC6729914|XP_016036675.2|DSIM	CCAP1982_LOCUS3952|CAD6995233.1|CCAP, CCAP1982_LOCUS3937|CAD6995218.1|CCAP
OG0000571	LOC6729912|XP_016036669.1|DSIM	CCAP1982_LOCUS3940|CAD6995221.1|CCAP
OG0000572	LOC6728301|XP_002103650.1|DSIM	CCAP1982_LOCUS1969|CAD6993143.1|CCAP
OG0000572	LOC6728303|XP_016034939.1|DSIM	CCAP1982_LOCUS1961|CAD6993135.1|CCAP
OG0000573	LOC6736499|XP_002083369.1|DSIM, LOC6735923|XP_002082833.1|DSIM	CCAP1982_LOCUS13105|CAD7004712.1|CCAP, CCAP1982_LOCUS13106|CAD7004713.1|CCAP
OG0000574	LOC6738393|XP_002085202.1|DSIM	CCAP1982_LOCUS11934|CAD7003483.1|CCAP
OG0000574	LOC6727371|XP_002102756.2|DSIM	CCAP1982_LOCUS11936|CAD7003485.1|CCAP
OG0000575	LOC6737849|XP_002084677.1|DSIM	CCAP1982_LOCUS10756|CAD7002260.1|CCAP
OG0000575	LOC6737848|XP_039149267.1|DSIM	CCAP1982_LOCUS10749|CAD7002253.1|CCAP, CCAP1982_LOCUS10759|CAD7002263.1|CCAP
OG0000577	LOC6732722|XP_039147006.1|DSIM, LOC6732723|XP_039147004.1|DSIM	CCAP1982_LOCUS7692|CAD6999153.1|CCAP
OG0000578	LOC6731846|XP_016024528.1|DSIM	CCAP1982_LOCUS5470|CAD6996797.1|CCAP
OG0000578	LOC6735803|XP_016029187.1|DSIM	CCAP1982_LOCUS12117|CAD7003680.1|CCAP, CCAP1982_LOCUS12116|CAD7003679.1|CCAP, CCAP1982_LOCUS7835|CAD6999307.1|CCAP
OG0000579	LOC27206467|XP_016034754.1|DSIM	CCAP1982_LOCUS7710|CAD6999173.1|CCAP
OG0000579	LOC6737900|XP_002084728.1|DSIM	CCAP1982_LOCUS14550|CAD7006224.1|CCAP
OG0000580	LOC6728593|XP_002103934.1|DSIM, LOC6728592|XP_039150433.1|DSIM	CCAP1982_LOCUS596|CAD6991683.1|CCAP
OG0000581	LOC6727246|XP_016033748.1|DSIM	CCAP1982_LOCUS4884|CAD6996193.1|CCAP
OG0000582	LOC6737738|XP_016031517.1|DSIM	CCAP1982_LOCUS20143|CAD7012040.1|CCAP
OG0000582	LOC6735252|XP_016028577.1|DSIM	CCAP1982_LOCUS20144|CAD7012042.1|CCAP
OG0000583	LOC6735863|XP_016029228.1|DSIM	CCAP1982_LOCUS22237|CAD7014234.1|CCAP
OG0000585	LOC6737235|XP_002084075.3|DSIM, LOC120284843|XP_039150294.1|DSIM, LOC6737239|XP_039150295.1|DSIM	CCAP1982_LOCUS11849|CAD7003391.1|CCAP
OG0000592	LOC6733436|XP_002080493.2|DSIM, LOC6734479|XP_016027606.1|DSIM	CCAP1982_LOCUS7094|CAD6998505.1|CCAP
OG0000593	LOC6730057|XP_002105350.1|DSIM, LOC6726097|XP_016039566.1|DSIM	CCAP1982_LOCUS290|CAD6991360.1|CCAP
OG0000594	LOC27209439|XP_016036787.1|DSIM, LOC6728405|XP_002103752.2|DSIM	CCAP1982_LOCUS7730|CAD6999194.1|CCAP, CCAP1982_LOCUS2388|CAD6993576.1|CCAP
OG0000595	LOC6728196|XP_016034835.2|DSIM	CCAP1982_LOCUS1188|CAD6992320.1|CCAP
OG0000595	LOC27208518|XP_039151611.1|DSIM	CCAP1982_LOCUS1912|CAD6993084.1|CCAP
OG0000596	LOC6728617|XP_016035255.1|DSIM	CCAP1982_LOCUS4258|CAD6995547.1|CCAP
OG0000597	LOC6730328|XP_039151359.1|DSIM	CCAP1982_LOCUS2271|CAD6993458.1|CCAP
OG0000598	LOC6728292|XP_002103641.1|DSIM	CCAP1982_LOCUS1620|CAD6992780.1|CCAP, CCAP1982_LOCUS1619|CAD6992779.1|CCAP
OG0000600	LOC6734249|XP_002081278.1|DSIM	CCAP1982_LOCUS23106|CAD7015156.1|CCAP
OG0000601	LOC6731309|XP_002078465.1|DSIM, LOC6730768|XP_002077936.2|DSIM	CCAP1982_LOCUS5577|CAD6996904.1|CCAP
OG0000602	LOC6732174|XP_002079305.1|DSIM	CCAP1982_LOCUS6527|CAD6997909.1|CCAP
OG0000602	LOC6732175|XP_002079306.1|DSIM	CCAP1982_LOCUS6526|CAD6997908.1|CCAP
OG0000603	LOC6727726|XP_016034303.1|DSIM, LOC6730661|XP_039154427.1|DSIM, LOC6731453|XP_016024107.1|DSIM	CCAP1982_LOCUS8475|CAD6999970.1|CCAP
OG0000604	LOC6730767|XP_002077935.1|DSIM	CCAP1982_LOCUS8179|CAD6999649.1|CCAP
OG0000604	LOC6730766|XP_002077934.1|DSIM	CCAP1982_LOCUS8178|CAD6999648.1|CCAP
OG0000605	LOC6733033|XP_002080112.1|DSIM	CCAP1982_LOCUS7962|CAD6999438.1|CCAP
OG0000607	LOC6727755|XP_002103117.1|DSIM, LOC27207966|XP_016033737.1|DSIM	CCAP1982_LOCUS588|CAD6991675.1|CCAP
OG0000608	LOC6729735|XP_016036395.1|DSIM	CCAP1982_LOCUS21399|CAD7013330.1|CCAP
OG0000610	LOC6738612|XP_016032454.1|DSIM, LOC6735620|XP_002082540.1|DSIM	CCAP1982_LOCUS11659|CAD7003197.1|CCAP
OG0000611	LOC6735484|XP_016028822.1|DSIM, LOC6734765|XP_002081768.1|DSIM	CCAP1982_LOCUS20406|CAD7012311.1|CCAP
OG0000615	LOC6726360|XP_039152975.1|DSIM, LOC27209315|XP_039150606.1|DSIM	CCAP1982_LOCUS1729|CAD6992894.1|CCAP
OG0000617	LOC6729864|XP_039151242.1|DSIM	CCAP1982_LOCUS1174|CAD6992306.1|CCAP
OG0000617	LOC6728352|XP_016034977.1|DSIM	CCAP1982_LOCUS1175|CAD6992307.1|CCAP
OG0000618	LOC6729022|XP_016035683.1|DSIM	CCAP1982_LOCUS3215|CAD6994470.1|CCAP
OG0000619	LOC6735167|XP_002082142.1|DSIM	CCAP1982_LOCUS22996|CAD7015039.1|CCAP
OG0000620	LOC6726489|XP_002107446.1|DSIM	CCAP1982_LOCUS22364|CAD7014367.1|CCAP
OG0000620	LOC6737420|XP_016031189.1|DSIM	CCAP1982_LOCUS11828|CAD7003369.1|CCAP, CCAP1982_LOCUS11826|CAD7003367.1|CCAP
OG0000622	LOC6737034|XP_002083881.1|DSIM, LOC6737393|XP_016031141.1|DSIM	CCAP1982_LOCUS14996|CAD7006697.1|CCAP
OG0000623	LOC27206265|XP_016029788.1|DSIM	CCAP1982_LOCUS12757|CAD7004341.1|CCAP
OG0000623	LOC27206242|XP_016030769.1|DSIM	CCAP1982_LOCUS12360|CAD7003938.1|CCAP
OG0000624	LOC6735141|XP_016028423.1|DSIM	CCAP1982_LOCUS21663|CAD7013611.1|CCAP
OG0000625	LOC6736941|XP_016030587.1|DSIM, LOC6736939|XP_002083786.1|DSIM	CCAP1982_LOCUS10908|CAD7002417.1|CCAP
OG0000626	LOC6735896|XP_016029250.1|DSIM	CCAP1982_LOCUS22251|CAD7014248.1|CCAP
OG0000627	LOC6738464|XP_002085271.1|DSIM	CCAP1982_LOCUS13245|CAD7004860.1|CCAP
OG0000628	LOC6732172|XP_002079303.2|DSIM, LOC6731753|XP_002078888.1|DSIM	CCAP1982_LOCUS6489|CAD6997870.1|CCAP
OG0000629	LOC6728572|XP_002103913.2|DSIM, LOC6733053|XP_002080131.2|DSIM	CCAP1982_LOCUS7865|CAD6999338.1|CCAP
OG0000630	LOC6732796|XP_016025504.1|DSIM	CCAP1982_LOCUS6300|CAD6997670.1|CCAP
OG0000630	LOC6732789|XP_002079902.3|DSIM	CCAP1982_LOCUS6298|CAD6997668.1|CCAP
OG0000631	LOC27208670|XP_016024744.1|DSIM	CCAP1982_LOCUS8412|CAD6999902.1|CCAP
OG0000632	LOC6730992|XP_016023455.1|DSIM, LOC6730529|XP_016022984.1|DSIM	CCAP1982_LOCUS8193|CAD6999663.1|CCAP, CCAP1982_LOCUS8194|CAD6999664.1|CCAP
OG0000635	LOC6735347|XP_002082294.1|DSIM, LOC6726071|XP_002107053.2|DSIM	CCAP1982_LOCUS19400|CAD7011293.1|CCAP
OG0000639	LOC6738948|XP_016032771.1|DSIM	CCAP1982_LOCUS14414|CAD7006080.1|CCAP
OG0000642	LOC6734145|XP_016027156.1|DSIM, LOC6732352|XP_016025004.1|DSIM	CCAP1982_LOCUS12421|CAD7003999.1|CCAP, CCAP1982_LOCUS13725|CAD7005365.1|CCAP
OG0000643	LOC27207387|XP_016036588.1|DSIM, LOC6729854|XP_002105157.1|DSIM, LOC6729853|XP_002105156.2|DSIM	CCAP1982_LOCUS2696|CAD6993903.1|CCAP
OG0000644	LOC6737677|XP_002084509.1|DSIM, LOC6737674|XP_002084506.1|DSIM, LOC6737673|XP_002084505.2|DSIM	CCAP1982_LOCUS7601|CAD6999054.1|CCAP
OG0000646	LOC6729358|XP_002104674.1|DSIM, LOC6729963|XP_039150494.1|DSIM	CCAP1982_LOCUS1477|CAD6992629.1|CCAP
OG0000650	LOC6724700|XP_016037268.1|DSIM	CCAP1982_LOCUS11792|CAD7003332.1|CCAP
OG0000651	LOC6738417|XP_002085226.2|DSIM, LOC6736720|XP_016030335.1|DSIM	CCAP1982_LOCUS13304|CAD7004921.1|CCAP
OG0000652	LOC6739305|XP_002076214.1|DSIM	CCAP1982_LOCUS22325|CAD7014328.1|CCAP
OG0000653	LOC6728366|XP_002103714.1|DSIM, LOC6726771|XP_016033255.1|DSIM	CCAP1982_LOCUS3695|CAD6994963.1|CCAP
OG0000654	LOC6738408|XP_016032244.1|DSIM	CCAP1982_LOCUS12923|CAD7004526.1|CCAP
OG0000655	LOC6734221|XP_016027265.1|DSIM, LOC6730521|XP_016022976.1|DSIM	CCAP1982_LOCUS22605|CAD7014614.1|CCAP
OG0000656	LOC6728447|XP_016035061.1|DSIM	CCAP1982_LOCUS381|CAD6991456.1|CCAP
OG0000657	LOC6730879|XP_002078043.1|DSIM	CCAP1982_LOCUS6719|CAD6998105.1|CCAP
OG0000660	LOC6739184|XP_016023229.1|DSIM	CCAP1982_LOCUS20910|CAD7012810.1|CCAP
OG0000661	LOC27206244|XP_016030737.1|DSIM, LOC6731004|XP_016023467.1|DSIM	CCAP1982_LOCUS8780|CAD7000290.1|CCAP
OG0000662	LOC6736668|XP_002083524.1|DSIM	CCAP1982_LOCUS11314|CAD7002845.1|CCAP
OG0000662	LOC27208006|XP_016034047.1|DSIM	CCAP1982_LOCUS11155|CAD7002672.1|CCAP
OG0000665	LOC6729566|XP_016036230.1|DSIM	CCAP1982_LOCUS658|CAD6991747.1|CCAP, CCAP1982_LOCUS657|CAD6991746.1|CCAP, CCAP1982_LOCUS656|CAD6991745.1|CCAP, CCAP1982_LOCUS659|CAD6991748.1|CCAP, CCAP1982_LOCUS655|CAD6991744.1|CCAP
OG0000665	LOC6729567|XP_002104875.1|DSIM	CCAP1982_LOCUS654|CAD6991743.1|CCAP
OG0000666	LOC6735358|XP_002082305.1|DSIM	CCAP1982_LOCUS19703|CAD7011614.1|CCAP
OG0000667	LOC6739958|XP_002076843.1|DSIM, LOC6728590|XP_002103931.1|DSIM	CCAP1982_LOCUS601|CAD6991688.1|CCAP
OG0000668	LOC6739822|XP_002076714.1|DSIM	CCAP1982_LOCUS4197|CAD6995481.1|CCAP
OG0000671	LOC27208816|XP_016025871.1|DSIM	CCAP1982_LOCUS4225|CAD6995512.1|CCAP
OG0000671	LOC6729923|XP_016036681.1|DSIM	CCAP1982_LOCUS3971|CAD6995250.1|CCAP
OG0000672	LOC6740238|XP_002077119.2|DSIM	CCAP1982_LOCUS13691|CAD7005331.1|CCAP
OG0000675	LOC27206867|XP_016024210.1|DSIM	CCAP1982_LOCUS8664|CAD7000172.1|CCAP, CCAP1982_LOCUS8654|CAD7000162.1|CCAP, CCAP1982_LOCUS8655|CAD7000163.1|CCAP, CCAP1982_LOCUS8653|CAD7000161.1|CCAP
OG0000678	LOC6727764|XP_016034341.1|DSIM, LOC6730493|XP_002077674.1|DSIM	CCAP1982_LOCUS4210|CAD6995497.1|CCAP
OG0000683	LOC6729354|XP_016035990.1|DSIM	CCAP1982_LOCUS2676|CAD6993882.1|CCAP
OG0000684	LOC6728418|XP_002103764.1|DSIM, LOC6729256|XP_002104576.1|DSIM	CCAP1982_LOCUS1800|CAD6992968.1|CCAP
OG0000685	LOC6727215|XP_002102607.1|DSIM	CCAP1982_LOCUS2796|CAD6994019.1|CCAP
OG0000686	LOC6733272|XP_002080335.1|DSIM	CCAP1982_LOCUS22639|CAD7014650.1|CCAP
OG0000687	LOC6735306|XP_002082266.1|DSIM, LOC6736483|XP_002083353.1|DSIM	CCAP1982_LOCUS13133|CAD7004740.1|CCAP
OG0000688	LOC6735017|XP_002081998.1|DSIM	CCAP1982_LOCUS22352|CAD7014355.1|CCAP
OG0000689	LOC6733810|XP_016026779.1|DSIM, LOC27209189|XP_016026781.1|DSIM	CCAP1982_LOCUS22767|CAD7014799.1|CCAP
OG0000691	LOC6731556|XP_002078697.1|DSIM, LOC6738604|XP_002085408.1|DSIM	CCAP1982_LOCUS11669|CAD7003209.1|CCAP
OG0000692	LOC6738316|XP_016032164.1|DSIM	CCAP1982_LOCUS12234|CAD7003801.1|CCAP
OG0000692	LOC6738317|XP_002085127.1|DSIM	CCAP1982_LOCUS12235|CAD7003802.1|CCAP
OG0000693	LOC6726290|XP_016039783.1|DSIM	CCAP1982_LOCUS23258|CAD7015313.1|CCAP
OG0000693	LOC6727375|XP_016033914.1|DSIM	CCAP1982_LOCUS633|CAD6991720.1|CCAP
OG0000695	LOC6731185|XP_039148020.1|DSIM	CCAP1982_LOCUS8997|CAD7000519.1|CCAP
OG0000695	LOC6731190|XP_016023734.1|DSIM	CCAP1982_LOCUS8984|CAD7000506.1|CCAP
OG0000696	LOC6731427|XP_002078579.1|DSIM	CCAP1982_LOCUS8834|CAD7000352.1|CCAP
OG0000697	LOC6731164|XP_002078322.1|DSIM	CCAP1982_LOCUS6273|CAD6997638.1|CCAP
OG0000698	LOC27208493|XP_039152058.1|DSIM	CCAP1982_LOCUS8717|CAD7000225.1|CCAP
OG0000699	LOC6731322|XP_016023898.1|DSIM, LOC27208327|XP_016035823.1|DSIM	CCAP1982_LOCUS6551|CAD6997933.1|CCAP
OG0000700	LOC6730516|XP_039148418.1|DSIM, LOC6730750|XP_016023167.1|DSIM	CCAP1982_LOCUS7365|CAD6998816.1|CCAP
OG0000701	LOC6734308|XP_002081336.1|DSIM	CCAP1982_LOCUS22532|CAD7014531.1|CCAP
OG0000702	LOC6729656|XP_039151625.1|DSIM, LOC6729655|XP_016036306.1|DSIM	CCAP1982_LOCUS883|CAD6991997.1|CCAP
OG0000703	LOC6734665|XP_016027854.1|DSIM	CCAP1982_LOCUS7246|CAD6998688.1|CCAP
OG0000705	LOC6736357|XP_002083233.1|DSIM, LOC6736356|XP_016029846.1|DSIM	CCAP1982_LOCUS12768|CAD7004352.1|CCAP
OG0000710	LOC6727098|XP_002102491.1|DSIM, LOC6726569|XP_016040235.1|DSIM, LOC27206610|XP_016028282.1|DSIM	CCAP1982_LOCUS23336|CAD7015392.1|CCAP
OG0000712	LOC6727380|XP_016033917.1|DSIM, LOC6727379|XP_002102764.2|DSIM	CCAP1982_LOCUS637|CAD6991724.1|CCAP
OG0000713	LOC6734643|XP_002081650.1|DSIM	CCAP1982_LOCUS23194|CAD7015244.1|CCAP
OG0000715	LOC6738578|XP_002085383.2|DSIM	CCAP1982_LOCUS14124|CAD7005776.1|CCAP
OG0000716	LOC6725213|XP_002106236.2|DSIM, LOC6738094|XP_002084908.1|DSIM	CCAP1982_LOCUS14228|CAD7005886.1|CCAP
OG0000717	LOC6739130|XP_002085923.2|DSIM	CCAP1982_LOCUS13750|CAD7005390.1|CCAP
OG0000719	LOC6737483|XP_002084319.2|DSIM, LOC6737533|XP_002084368.1|DSIM	CCAP1982_LOCUS12110|CAD7003673.1|CCAP
OG0000720	LOC6729906|XP_016036661.1|DSIM, LOC6728749|XP_002104084.1|DSIM	CCAP1982_LOCUS3915|CAD6995196.1|CCAP
OG0000721	LOC6731136|XP_002078294.2|DSIM, LOC6731137|XP_002078295.1|DSIM	CCAP1982_LOCUS8756|CAD7000266.1|CCAP, CCAP1982_LOCUS8755|CAD7000265.1|CCAP
OG0000722	LOC6736077|XP_016029470.1|DSIM, LOC27208623|XP_016029469.2|DSIM, LOC27207286|XP_016029468.1|DSIM, LOC6736076|XP_002082977.2|DSIM	CCAP1982_LOCUS21839|CAD7013819.1|CCAP
OG0000723	LOC6734254|XP_002081283.1|DSIM, LOC6734255|XP_002081284.1|DSIM	CCAP1982_LOCUS23002|CAD7015045.1|CCAP, CCAP1982_LOCUS23011|CAD7015054.1|CCAP, CCAP1982_LOCUS22997|CAD7015040.1|CCAP, CCAP1982_LOCUS22989|CAD7015032.1|CCAP
OG0000726	LOC6727812|XP_016034399.1|DSIM, LOC6727813|XP_016034400.1|DSIM	CCAP1982_LOCUS4572|CAD6995871.1|CCAP
OG0000728	LOC6728806|XP_016035495.1|DSIM	CCAP1982_LOCUS2587|CAD6993789.1|CCAP
OG0000729	LOC27208835|XP_016036538.1|DSIM, LOC6729836|XP_002105139.2|DSIM	CCAP1982_LOCUS3800|CAD6995077.1|CCAP
OG0000730	LOC6726139|XP_002107115.1|DSIM, LOC6730625|XP_002077802.2|DSIM	CCAP1982_LOCUS11317|CAD7002848.1|CCAP
OG0000731	LOC6736796|XP_016030440.1|DSIM, LOC6734627|XP_016027788.1|DSIM	CCAP1982_LOCUS21712|CAD7013669.1|CCAP
OG0000732	LOC27206300|XP_016032224.1|DSIM	CCAP1982_LOCUS11935|CAD7003484.1|CCAP
OG0000733	LOC6730026|XP_016036795.1|DSIM, LOC6736870|XP_002083723.1|DSIM	CCAP1982_LOCUS11956|CAD7003506.1|CCAP, CCAP1982_LOCUS11588|CAD7003126.1|CCAP
OG0000734	LOC6740069|XP_016038851.2|DSIM	CCAP1982_LOCUS11176|CAD7002699.1|CCAP
OG0000734	LOC6736719|XP_016030333.1|DSIM	CCAP1982_LOCUS11177|CAD7002700.1|CCAP
OG0000735	LOC6731652|XP_002078792.1|DSIM	CCAP1982_LOCUS5622|CAD6996955.1|CCAP
OG0000736	LOC6730816|XP_016023240.1|DSIM, LOC6730817|XP_016023242.1|DSIM	CCAP1982_LOCUS7876|CAD6999349.1|CCAP
OG0000737	LOC6733245|XP_016026121.2|DSIM	CCAP1982_LOCUS21802|CAD7013779.1|CCAP
OG0000739	LOC6728040|XP_002103392.2|DSIM, LOC6728038|XP_016034655.1|DSIM	CCAP1982_LOCUS4635|CAD6995933.1|CCAP
OG0000740	LOC6728751|XP_016035423.1|DSIM	CCAP1982_LOCUS851|CAD6991963.1|CCAP
OG0000743	LOC6736315|XP_016029790.1|DSIM, LOC6735829|XP_016029204.1|DSIM	CCAP1982_LOCUS12884|CAD7004479.1|CCAP
OG0000744	LOC6733923|XP_016026971.1|DSIM	CCAP1982_LOCUS20285|CAD7012184.1|CCAP
OG0000746	LOC27207080|XP_016026429.1|DSIM, LOC6739315|XP_002076223.1|DSIM	CCAP1982_LOCUS7111|CAD6998524.1|CCAP
OG0000747	LOC6739166|XP_016033023.1|DSIM	CCAP1982_LOCUS14652|CAD7006330.1|CCAP
OG0000747	LOC6739165|XP_016033017.1|DSIM	CCAP1982_LOCUS14644|CAD7006322.1|CCAP
OG0000750	LOC6734144|XP_002081173.1|DSIM, LOC6728801|XP_016035487.1|DSIM	CCAP1982_LOCUS5975|CAD6997343.1|CCAP
OG0000753	LOC6728365|XP_002103713.1|DSIM	CCAP1982_LOCUS3763|CAD6995033.1|CCAP
OG0000755	LOC6728236|XP_039150937.1|DSIM, LOC6728235|XP_016034877.1|DSIM	CCAP1982_LOCUS2374|CAD6993561.1|CCAP
OG0000756	LOC6740495|XP_002077330.2|DSIM	CCAP1982_LOCUS3474|CAD6994741.1|CCAP
OG0000757	LOC6736609|XP_016030198.1|DSIM	CCAP1982_LOCUS12322|CAD7003892.1|CCAP
OG0000758	LOC6738324|XP_016032168.1|DSIM, LOC6738325|XP_016032170.1|DSIM	CCAP1982_LOCUS10824|CAD7002337.1|CCAP, CCAP1982_LOCUS10825|CAD7002339.1|CCAP
OG0000759	LOC6736481|XP_016030016.2|DSIM, LOC6736479|XP_039149263.1|DSIM	CCAP1982_LOCUS11488|CAD7003025.1|CCAP
OG0000760	LOC6735763|XP_016029140.1|DSIM	CCAP1982_LOCUS23060|CAD7015107.1|CCAP
OG0000762	LOC6731494|XP_002078643.1|DSIM	CCAP1982_LOCUS5527|CAD6996851.1|CCAP
OG0000763	LOC6733030|XP_002080109.2|DSIM	CCAP1982_LOCUS7967|CAD6999443.1|CCAP
OG0000763	LOC6733031|XP_016025720.2|DSIM	CCAP1982_LOCUS7966|CAD6999442.1|CCAP
OG0000764	LOC6729060|XP_016035713.1|DSIM, LOC6740388|XP_039154093.1|DSIM	CCAP1982_LOCUS9835|CAD7001338.1|CCAP, CCAP1982_LOCUS9837|CAD7001340.1|CCAP
OG0000767	LOC6726823|XP_002102230.2|DSIM, LOC6738708|XP_002085509.1|DSIM, LOC120284814|XP_039150081.1|DSIM	CCAP1982_LOCUS13379|CAD7005004.1|CCAP
OG0000768	LOC6738827|XP_039149768.1|DSIM	CCAP1982_LOCUS13967|CAD7005608.1|CCAP
OG0000770	LOC6733812|XP_002080856.1|DSIM	CCAP1982_LOCUS23234|CAD7015287.1|CCAP, CCAP1982_LOCUS23236|CAD7015289.1|CCAP, CCAP1982_LOCUS23235|CAD7015288.1|CCAP, CCAP1982_LOCUS23208|CAD7015260.1|CCAP, CCAP1982_LOCUS23233|CAD7015286.1|CCAP
OG0000771	LOC6736667|XP_002083523.2|DSIM, LOC6736666|XP_002083522.2|DSIM	CCAP1982_LOCUS11323|CAD7002853.1|CCAP
OG0000772	LOC6736161|XP_039147474.1|DSIM, LOC6734663|XP_016027853.1|DSIM	CCAP1982_LOCUS7245|CAD6998687.1|CCAP
OG0000773	LOC6739317|XP_016026437.2|DSIM, LOC27208822|XP_016033534.1|DSIM	CCAP1982_LOCUS2181|CAD6993363.1|CCAP, CCAP1982_LOCUS2182|CAD6993364.1|CCAP
OG0000774	LOC6739517|XP_039147593.1|DSIM, LOC27206830|XP_016029407.1|DSIM, LOC27207622|XP_016029409.1|DSIM	CCAP1982_LOCUS7034|CAD6998434.1|CCAP, CCAP1982_LOCUS7765|CAD6999233.1|CCAP
OG0000775	LOC27207670|XP_002081302.1|DSIM, LOC6733835|XP_002080879.1|DSIM	CCAP1982_LOCUS23219|CAD7015271.1|CCAP
OG0000778	LOC27206247|XP_016030540.1|DSIM	CCAP1982_LOCUS4113|CAD6995395.1|CCAP
OG0000785	LOC6729992|XP_002105286.1|DSIM, LOC27207137|XP_016036574.1|DSIM	CCAP1982_LOCUS2663|CAD6993869.1|CCAP
OG0000786	LOC6726662|XP_002102073.1|DSIM	CCAP1982_LOCUS1450|CAD6992600.1|CCAP
OG0000786	LOC6727259|XP_016033785.1|DSIM	CCAP1982_LOCUS1451|CAD6992602.1|CCAP
OG0000787	LOC6737435|XP_002084272.1|DSIM, LOC6725756|XP_016039070.1|DSIM	CCAP1982_LOCUS11438|CAD7002975.1|CCAP
OG0000788	LOC27208661|XP_016025339.1|DSIM, LOC6737128|XP_016030759.1|DSIM	CCAP1982_LOCUS11851|CAD7003393.1|CCAP
OG0000789	LOC6731106|XP_002078263.1|DSIM, LOC6731105|XP_002078262.2|DSIM	CCAP1982_LOCUS7762|CAD6999230.1|CCAP
OG0000790	LOC6730409|XP_002077590.1|DSIM, LOC6730410|XP_002077591.1|DSIM	CCAP1982_LOCUS7014|CAD6998414.1|CCAP
OG0000791	LOC6729733|XP_016036394.1|DSIM, LOC6730063|XP_016036835.1|DSIM	CCAP1982_LOCUS2495|CAD6993689.1|CCAP
OG0000792	LOC6730572|XP_002077751.3|DSIM	CCAP1982_LOCUS22816|CAD7014849.1|CCAP, CCAP1982_LOCUS8894|CAD7000418.1|CCAP, CCAP1982_LOCUS8893|CAD7000417.1|CCAP, CCAP1982_LOCUS8892|CAD7000416.1|CCAP
OG0000793	LOC6727408|XP_002102793.1|DSIM, LOC27206354|XP_016038689.1|DSIM	CCAP1982_LOCUS1000|CAD6992116.1|CCAP
OG0000797	LOC6728766|XP_002104101.1|DSIM, LOC6728767|XP_016035446.1|DSIM	CCAP1982_LOCUS4428|CAD6995722.1|CCAP
OG0000798	LOC6734339|XP_039147291.1|DSIM, LOC6734336|XP_016027413.1|DSIM	CCAP1982_LOCUS20568|CAD7012491.1|CCAP
OG0000799	LOC6728428|XP_016035030.1|DSIM	CCAP1982_LOCUS23391|CAD7015450.1|CCAP
OG0000800	LOC6737021|XP_016030645.1|DSIM	CCAP1982_LOCUS12705|CAD7004285.1|CCAP
OG0000801	LOC6735838|XP_002082748.1|DSIM, LOC6735596|XP_002082516.2|DSIM	CCAP1982_LOCUS20234|CAD7012137.1|CCAP
OG0000802	LOC6725260|XP_002106282.2|DSIM, LOC6725259|XP_002106281.1|DSIM	CCAP1982_LOCUS12829|CAD7004420.1|CCAP
OG0000803	LOC6731875|XP_002079010.1|DSIM, LOC6736710|XP_016030323.1|DSIM	CCAP1982_LOCUS7929|CAD6999403.1|CCAP
OG0000804	LOC6734107|XP_002081140.1|DSIM, LOC27208324|XP_016033486.1|DSIM	CCAP1982_LOCUS21024|CAD7012927.1|CCAP
OG0000805	LOC6734293|XP_002081322.1|DSIM, LOC6734292|XP_016027355.1|DSIM	CCAP1982_LOCUS22507|CAD7014506.1|CCAP, CCAP1982_LOCUS22504|CAD7014503.1|CCAP, CCAP1982_LOCUS22503|CAD7014502.1|CCAP
OG0000806	LOC6730580|XP_016023020.1|DSIM	CCAP1982_LOCUS8652|CAD7000159.1|CCAP
OG0000807	LOC6737442|XP_039150305.1|DSIM, LOC6730590|XP_002077769.1|DSIM	CCAP1982_LOCUS14477|CAD7006149.1|CCAP
