Orthogroup	DSIM.longest_only	BCOP.longest_only
OG0000893	LOC6727085|XP_002102482.2|DSIM	LOC119075563|XP_037037925.1|BCOP, LOC119075564|XP_037037927.1|BCOP, LOC119077985|XP_037041261.1|BCOP, LOC119084453|XP_037050329.1|BCOP, LOC119067881|XP_037027052.1|BCOP, LOC119074918|XP_037037203.1|BCOP
OG0000894	LOC6727036|XP_016033527.1|DSIM	LOC119068826|XP_037028494.1|BCOP
OG0000896	LOC6734763|XP_039148134.1|DSIM, LOC27206586|XP_016038294.1|DSIM	LOC119071864|XP_037032821.1|BCOP
OG0000907	LOC6735978|XP_002082887.2|DSIM	LOC119069087|XP_037028864.1|BCOP
OG0000909	LOC6739900|XP_002076788.1|DSIM, LOC6729298|XP_002104615.1|DSIM	LOC119067056|XP_037025697.1|BCOP
OG0000910	LOC6728610|XP_002103951.1|DSIM, LOC27208762|XP_039153820.1|DSIM	LOC119075482|XP_037037828.1|BCOP
OG0000911	LOC6734994|XP_002081976.1|DSIM	LOC119072888|XP_037034106.1|BCOP
OG0000912	LOC6738206|XP_016032034.1|DSIM, LOC6738205|XP_016032033.1|DSIM	LOC119075043|XP_037037336.1|BCOP
OG0000913	LOC6737846|XP_039149235.1|DSIM	LOC119080701|XP_037045051.1|BCOP
OG0000914	LOC6734149|XP_002081178.1|DSIM	LOC119081480|XP_037046373.1|BCOP
OG0000915	LOC6734736|XP_002081739.1|DSIM, LOC6725108|XP_002106134.1|DSIM	LOC119084701|XP_037050673.1|BCOP
OG0000916	LOC6731463|XP_016024123.1|DSIM	LOC119085310|XP_037051561.1|BCOP, LOC119083725|XP_037049418.1|BCOP, LOC119083824|XP_037049514.1|BCOP, LOC119083729|XP_037049422.1|BCOP
OG0000917	LOC6731448|XP_039147575.1|DSIM	LOC119082593|XP_037048030.1|BCOP
OG0000918	LOC6733156|XP_002080232.1|DSIM, LOC6730824|XP_002077991.2|DSIM	LOC119076314|XP_037038876.1|BCOP
OG0000920	LOC6725448|XP_016038540.1|DSIM	LOC119083049|XP_037048568.1|BCOP
OG0000921	LOC6739946|XP_039152515.1|DSIM, LOC120285277|XP_039152678.1|DSIM	LOC119078052|XP_037041367.1|BCOP
OG0000922	LOC6736729|XP_016030353.1|DSIM	LOC119068338|XP_037027793.1|BCOP, LOC119082934|XP_037048485.1|BCOP
OG0000923	LOC6738557|XP_002085362.1|DSIM, LOC6728900|XP_016035594.1|DSIM	LOC119075006|XP_037037304.1|BCOP
OG0000924	LOC27208565|XP_016039114.1|DSIM	LOC119076113|XP_037038669.1|BCOP
OG0000925	LOC27206388|XP_016037036.1|DSIM, LOC6730266|XP_002105549.1|DSIM	LOC119066547|XP_037024978.1|BCOP
OG0000935	LOC6729974|XP_016036743.1|DSIM	LOC119085662|XP_037052005.1|BCOP
OG0000936	LOC27206346|XP_016039272.2|DSIM	LOC119068158|XP_037027530.1|BCOP
OG0000937	LOC6729817|XP_016036509.1|DSIM	LOC119069164|XP_037028965.1|BCOP, LOC119069166|XP_037028969.1|BCOP, LOC119071087|XP_037031624.1|BCOP
OG0000938	LOC27208010|XP_016029200.1|DSIM, LOC27207752|XP_016039363.1|DSIM	LOC119069567|XP_037029542.1|BCOP
OG0000939	LOC6731396|XP_002078549.1|DSIM, LOC6731402|XP_039152883.1|DSIM	LOC119069209|XP_037029080.1|BCOP
OG0000940	LOC27209233|XP_016038416.1|DSIM, LOC6736353|XP_002083229.1|DSIM	LOC119067541|XP_037026493.1|BCOP
OG0000941	LOC27207754|XP_016036922.1|DSIM, LOC6725559|XP_016038685.1|DSIM	LOC119069063|XP_037028834.1|BCOP
OG0000942	LOC6738961|XP_039149586.1|DSIM	LOC119080805|XP_037045271.1|BCOP
OG0000943	LOC6734028|XP_016027047.1|DSIM, LOC6734029|XP_002081065.1|DSIM	LOC119075876|XP_037038336.1|BCOP
OG0000944	LOC27206397|XP_016039270.1|DSIM, LOC6732338|XP_002079461.1|DSIM	LOC119081864|XP_037046988.1|BCOP
OG0000945	LOC6736294|XP_002083178.2|DSIM, LOC6736293|XP_002083177.2|DSIM	LOC119083903|XP_037049611.1|BCOP
OG0000947	LOC6736003|XP_016029366.1|DSIM	LOC119081502|XP_037046404.1|BCOP
OG0000948	LOC6736646|XP_016030241.1|DSIM	LOC119071154|XP_037031801.1|BCOP
OG0000949	LOC6725850|XP_039154020.1|DSIM	LOC119076037|XP_037038552.1|BCOP, LOC119076075|XP_037038619.1|BCOP
OG0000950	LOC6727112|XP_002102505.1|DSIM	LOC119081508|XP_037046414.1|BCOP
OG0000951	LOC6728354|XP_002103702.1|DSIM	LOC119084350|XP_037050187.1|BCOP
OG0000954	LOC6733211|XP_002080275.1|DSIM	LOC119081383|XP_037046166.1|BCOP, LOC119080804|XP_037045270.1|BCOP, LOC119074225|XP_037036139.1|BCOP
OG0000964	LOC27207376|XP_016039945.2|DSIM, LOC6739455|XP_016027945.1|DSIM	LOC119085822|XP_037052212.1|BCOP
OG0000965	LOC6725521|XP_002106534.1|DSIM	LOC119083829|XP_037049526.1|BCOP
OG0000966	LOC6734379|XP_002081400.1|DSIM, LOC6730271|XP_002105554.2|DSIM	LOC119073645|XP_037035139.1|BCOP, LOC119073195|XP_037034398.1|BCOP
OG0000968	LOC6738344|XP_016032189.1|DSIM	LOC119066471|XP_037024872.1|BCOP, LOC119068517|XP_037028018.1|BCOP, LOC119080041|XP_037044138.1|BCOP, LOC119067361|XP_037026171.1|BCOP, LOC119080036|XP_037044121.1|BCOP
OG0000969	LOC6735468|XP_002082407.1|DSIM, LOC6730304|XP_002105587.1|DSIM	LOC119074494|XP_037036541.1|BCOP
OG0000970	LOC6729890|XP_002105193.1|DSIM	LOC119073002|XP_037034221.1|BCOP, LOC119072601|XP_037033750.1|BCOP, LOC119077095|XP_037040152.1|BCOP, LOC119077140|XP_037040218.1|BCOP
OG0000971	LOC6732569|XP_002079688.2|DSIM, LOC27208901|XP_016025251.1|DSIM	LOC119072932|XP_037034147.1|BCOP
OG0000972	LOC6736964|XP_002083811.2|DSIM, LOC6724953|XP_016037815.1|DSIM	LOC119066215|XP_037024433.1|BCOP
OG0000975	LOC6728509|XP_016035150.1|DSIM	LOC119075022|XP_037037326.1|BCOP
OG0000977	LOC120285000|XP_039151007.1|DSIM, LOC6728002|XP_016034602.2|DSIM	LOC119077973|XP_037041250.1|BCOP
OG0000978	LOC120284337|XP_039147314.1|DSIM, LOC27206158|XP_016026886.1|DSIM, LOC6728538|XP_002103883.1|DSIM	LOC119079549|XP_037043432.1|BCOP
OG0000980	LOC6729802|XP_002105105.2|DSIM, LOC6729187|XP_002104508.1|DSIM	LOC119085810|XP_037052186.1|BCOP, LOC119078875|XP_037042486.1|BCOP
OG0000981	LOC6726404|XP_016039974.2|DSIM, LOC6731790|XP_002078925.1|DSIM	LOC119077440|XP_037040551.1|BCOP
OG0000988	LOC6732033|XP_002079165.1|DSIM	LOC119068079|XP_037027381.1|BCOP, LOC119080941|XP_037045463.1|BCOP
OG0000990	LOC27208045|XP_016036616.1|DSIM, LOC6726462|XP_016040044.1|DSIM	LOC119070368|XP_037030562.1|BCOP
OG0000991	LOC6725458|XP_002106474.2|DSIM	LOC119066633|XP_037025092.1|BCOP, LOC119081459|XP_037046325.1|BCOP
OG0000992	LOC27206622|XP_016026887.1|DSIM, LOC120284336|XP_039147313.1|DSIM, LOC6729214|XP_016035867.2|DSIM	LOC119074967|XP_037037258.1|BCOP
OG0000994	LOC6725249|XP_016038259.1|DSIM	LOC119081336|XP_037046032.1|BCOP
OG0000995	LOC6738468|XP_016032298.1|DSIM, LOC6726029|XP_039153760.1|DSIM, LOC120284216|XP_039153761.1|DSIM	LOC119081827|XP_037046960.1|BCOP
OG0000996	LOC6734065|XP_016027068.1|DSIM	LOC119081619|XP_037046563.1|BCOP, LOC119081223|XP_037045842.1|BCOP, LOC119070962|XP_037031421.1|BCOP
OG0000997	LOC6734257|XP_039147519.1|DSIM	LOC119076354|XP_037038949.1|BCOP
OG0000998	LOC6740503|XP_016029702.1|DSIM	LOC119074775|XP_037036948.1|BCOP, LOC119073498|XP_037034908.1|BCOP, LOC119074718|XP_037036896.1|BCOP
OG0000999	LOC6735837|XP_016029207.1|DSIM, LOC27206864|XP_039153050.1|DSIM	LOC119084413|XP_037050276.1|BCOP
OG0001000	LOC6739798|XP_016025982.1|DSIM	LOC119073777|XP_037035340.1|BCOP
OG0001001	LOC6734608|XP_016027762.1|DSIM	LOC119075735|XP_037038174.1|BCOP
OG0001002	LOC6739249|XP_016025403.1|DSIM	LOC119074361|XP_037036358.1|BCOP, LOC119070352|XP_037030564.1|BCOP
OG0001003	LOC27208286|XP_016025863.1|DSIM, LOC27208315|XP_016026534.1|DSIM	LOC119066211|XP_037024432.1|BCOP
OG0001004	LOC6727224|XP_016033718.1|DSIM, LOC6728745|XP_002104080.1|DSIM	LOC119084063|XP_037049796.1|BCOP
OG0001005	LOC6732771|XP_002079884.1|DSIM, LOC27206578|XP_016037765.1|DSIM	LOC119074410|XP_037036429.1|BCOP
OG0001006	LOC27207437|XP_016034653.1|DSIM, LOC6737722|XP_002084552.1|DSIM	LOC119071631|XP_037032484.1|BCOP
OG0001007	LOC6736007|XP_016029382.1|DSIM	LOC119072482|XP_037033606.1|BCOP
OG0001008	LOC6729919|XP_002105221.1|DSIM, LOC6726116|XP_002107094.1|DSIM	LOC119086069|XP_037052540.1|BCOP
OG0001009	LOC6728799|XP_016035484.1|DSIM, LOC6729717|XP_016036371.1|DSIM	LOC119075361|XP_037037690.1|BCOP
OG0001019	LOC6729814|XP_016036496.1|DSIM	LOC119069347|XP_037029316.1|BCOP
OG0001020	LOC6726527|XP_016040172.1|DSIM	LOC119078481|XP_037041936.1|BCOP, LOC119078471|XP_037041924.1|BCOP, LOC119069995|XP_037030138.1|BCOP
OG0001022	LOC6728676|XP_016035347.1|DSIM, LOC6739835|XP_002076729.1|DSIM	LOC119081328|XP_037046015.1|BCOP
OG0001024	LOC6729805|XP_016036493.1|DSIM	LOC119082402|XP_037047828.1|BCOP, LOC119069342|XP_037029308.1|BCOP, LOC119069345|XP_037029310.1|BCOP, LOC119085058|XP_037051170.1|BCOP, LOC119085254|XP_037051486.1|BCOP
OG0001025	LOC6737785|XP_002084613.1|DSIM	LOC119081450|XP_037046283.1|BCOP, LOC119083125|XP_037048657.1|BCOP, LOC119083124|XP_037048656.1|BCOP, LOC119073089|XP_037034296.1|BCOP
OG0001026	LOC6733466|XP_016026418.1|DSIM	LOC119065982|XP_037024085.1|BCOP, LOC119075085|XP_037037371.1|BCOP, LOC119074505|XP_037036557.1|BCOP
OG0001027	LOC6738605|XP_016032449.1|DSIM	LOC119076434|XP_037039078.1|BCOP
OG0001028	LOC6732408|XP_002079529.1|DSIM	LOC119080337|XP_037044529.1|BCOP, LOC119082899|XP_037048456.1|BCOP, LOC119077960|XP_037041235.1|BCOP, LOC119077717|XP_037040893.1|BCOP, LOC119077716|XP_037040890.1|BCOP
OG0001031	LOC6733122|XP_039154575.1|DSIM	LOC119071712|XP_037032601.1|BCOP
OG0001032	LOC120285686|XP_039154277.1|DSIM, LOC6739262|XP_039154274.1|DSIM	LOC119081634|XP_037046580.1|BCOP, LOC119081743|XP_037046809.1|BCOP, LOC119075007|XP_037037305.1|BCOP
OG0001033	LOC6739164|XP_002085954.2|DSIM	LOC119068730|XP_037028321.1|BCOP, LOC119066556|XP_037024997.1|BCOP
OG0001034	LOC6737979|XP_016031768.1|DSIM	LOC119076343|XP_037038934.1|BCOP
OG0001042	LOC6730281|XP_002105564.1|DSIM	LOC119084984|XP_037051038.1|BCOP
OG0001043	LOC6739856|XP_002076747.1|DSIM	LOC119085900|XP_037052342.1|BCOP, LOC119069916|XP_037030028.1|BCOP
OG0001044	LOC6733419|XP_016026362.1|DSIM	LOC119073827|XP_037035519.1|BCOP, LOC119085590|XP_037051902.1|BCOP
OG0001045	LOC6734564|XP_016027675.1|DSIM	LOC119069797|XP_037029846.1|BCOP
OG0001046	LOC6734962|XP_002081956.1|DSIM, LOC6734963|XP_002081957.1|DSIM	LOC119085214|XP_037051420.1|BCOP
OG0001047	LOC6734326|XP_002081349.1|DSIM	LOC119066651|XP_037025117.1|BCOP, LOC119073202|XP_037034406.1|BCOP
OG0001048	LOC6735629|XP_016028996.1|DSIM	LOC119085139|XP_037051310.1|BCOP
OG0001049	LOC6736798|XP_016030444.1|DSIM	LOC119080206|XP_037044340.1|BCOP
OG0001050	LOC6738355|XP_039149609.1|DSIM	LOC119081569|XP_037046495.1|BCOP
OG0001051	LOC6731674|XP_002078814.1|DSIM	LOC119076391|XP_037039010.1|BCOP
OG0001052	LOC6731493|XP_016024173.1|DSIM	LOC119075377|XP_037037706.1|BCOP
OG0001053	LOC27208251|XP_039153337.1|DSIM	LOC119072009|XP_037033024.1|BCOP, LOC119071048|XP_037031555.1|BCOP
OG0001054	LOC6729162|XP_002104483.1|DSIM, LOC6729161|XP_002104482.1|DSIM	LOC119077890|XP_037041149.1|BCOP
OG0001056	LOC6732650|XP_002079767.1|DSIM, LOC6726096|XP_002107078.1|DSIM	LOC119075793|XP_037038255.1|BCOP
OG0001057	LOC6731624|XP_016024306.1|DSIM	LOC119081015|XP_037045593.1|BCOP
OG0001058	LOC6725785|XP_016039091.1|DSIM	LOC119067766|XP_037026805.1|BCOP
OG0001059	LOC6738752|XP_039150322.1|DSIM, LOC6738679|XP_002085481.1|DSIM	LOC119082553|XP_037047962.1|BCOP
OG0001060	LOC27208184|XP_016034361.1|DSIM	LOC119067032|XP_037025663.1|BCOP
OG0001072	LOC6737720|XP_002084550.1|DSIM	LOC119076224|XP_037038774.1|BCOP
OG0001073	LOC6729781|XP_016036462.2|DSIM	LOC119068180|XP_037027566.1|BCOP
OG0001074	LOC6734291|XP_002081320.1|DSIM	LOC119083179|XP_037048734.1|BCOP
OG0001075	LOC6737269|XP_002084109.2|DSIM	LOC119073761|XP_037035323.1|BCOP
OG0001077	LOC6738198|XP_002085011.1|DSIM	LOC119070585|XP_037030891.1|BCOP
OG0001078	LOC6740205|XP_002077087.1|DSIM	LOC119083630|XP_037049263.1|BCOP, LOC119083310|XP_037048891.1|BCOP, LOC119085253|XP_037051484.1|BCOP, LOC119083868|XP_037049572.1|BCOP, LOC119066619|XP_037025072.1|BCOP, LOC119074776|XP_037036944.1|BCOP, LOC119073855|XP_037035613.1|BCOP
OG0001079	LOC6736750|XP_016030374.1|DSIM	LOC119080836|XP_037045291.1|BCOP
OG0001080	LOC6736301|XP_016029781.1|DSIM	LOC119076015|XP_037038502.1|BCOP
OG0001081	LOC6727409|XP_016033955.1|DSIM	LOC119077092|XP_037040147.1|BCOP, LOC119076408|XP_037039035.1|BCOP, LOC119073269|XP_037034544.1|BCOP
OG0001082	LOC6735429|XP_016028737.1|DSIM	LOC119076850|XP_037039752.1|BCOP
OG0001083	LOC27207993|XP_039149426.1|DSIM, LOC6740665|XP_039153230.1|DSIM	LOC119082042|XP_037047264.1|BCOP, LOC119066221|XP_037024443.1|BCOP, LOC119074746|XP_037036908.1|BCOP
OG0001084	LOC6733257|XP_016026131.1|DSIM	LOC119076818|XP_037039701.1|BCOP, LOC119073995|XP_037035817.1|BCOP
OG0001085	LOC6733171|XP_002080247.2|DSIM	LOC119073430|XP_037034797.1|BCOP
OG0001086	LOC27206474|XP_002104016.2|DSIM, LOC6736000|XP_002082909.1|DSIM	LOC119071574|XP_037032409.1|BCOP
OG0001087	LOC6731965|XP_039154402.1|DSIM, LOC6731967|XP_016024647.1|DSIM	LOC119074448|XP_037036474.1|BCOP
OG0001088	LOC6737360|XP_002084198.1|DSIM	LOC119076941|XP_037039884.1|BCOP
OG0001089	LOC6736761|XP_016030382.1|DSIM	LOC119080047|XP_037044149.1|BCOP
OG0001090	LOC6736673|XP_016030293.1|DSIM	LOC119081801|XP_037046915.1|BCOP
OG0001092	LOC6732393|XP_002079514.2|DSIM	LOC119076984|XP_037039983.1|BCOP
OG0001093	LOC6732318|XP_016024981.1|DSIM	LOC119076993|XP_037039996.1|BCOP, LOC119076994|XP_037039998.1|BCOP
OG0001094	LOC6732310|XP_039154418.1|DSIM	LOC119078595|XP_037042077.1|BCOP
OG0001095	LOC6735239|XP_039148110.1|DSIM	LOC119085955|XP_037052407.1|BCOP
OG0001096	LOC6732711|XP_002079825.1|DSIM	LOC119078915|XP_037042541.1|BCOP, LOC119078916|XP_037042544.1|BCOP
OG0001097	LOC27208727|XP_039148767.1|DSIM, LOC27207459|XP_016022729.2|DSIM	LOC119066245|XP_037024464.1|BCOP
OG0001099	LOC6738954|XP_002085749.1|DSIM	LOC119071399|XP_037032180.1|BCOP
OG0001100	LOC27206437|XP_039151289.1|DSIM, LOC6740369|XP_016025924.1|DSIM	LOC119083187|XP_037048744.1|BCOP
OG0001101	LOC6734863|XP_039148206.1|DSIM	LOC119066925|XP_037025528.1|BCOP
OG0001102	LOC6738031|XP_016031844.2|DSIM	LOC119083309|XP_037048890.1|BCOP
OG0001103	LOC6727807|XP_016034395.1|DSIM	LOC119069160|XP_037028962.1|BCOP, LOC119069161|XP_037028963.1|BCOP
OG0001104	LOC6734127|XP_016027140.1|DSIM	LOC119078780|XP_037042387.1|BCOP, LOC119070322|XP_037030485.1|BCOP
OG0001105	LOC27207322|XP_016040064.1|DSIM, LOC6739406|XP_002076308.1|DSIM	LOC119084069|XP_037049806.1|BCOP
OG0001106	LOC6724686|XP_039152089.1|DSIM	LOC119079471|XP_037043296.1|BCOP
OG0001108	LOC6729408|XP_002104723.1|DSIM, LOC6729402|XP_039151505.1|DSIM	LOC119066919|XP_037025557.1|BCOP
OG0001109	LOC6734474|XP_002081493.1|DSIM, LOC6734473|XP_016027598.1|DSIM	LOC119066649|XP_037025115.1|BCOP
OG0001110	LOC6725835|XP_016039155.1|DSIM, LOC27206205|XP_016032938.1|DSIM	LOC119081651|XP_037046628.1|BCOP
OG0001118	LOC6726087|XP_002107069.1|DSIM, LOC6726036|XP_016039415.1|DSIM	LOC119084904|XP_037050954.1|BCOP
OG0001119	LOC27208688|XP_039154232.1|DSIM	LOC119068250|XP_037027677.1|BCOP
OG0001120	LOC6729186|XP_002104507.1|DSIM	LOC119068668|XP_037028247.1|BCOP, LOC119075141|XP_037037422.1|BCOP
OG0001122	LOC27209387|XP_016029772.1|DSIM	LOC119083683|XP_037049363.1|BCOP
OG0001124	LOC6727766|XP_039151619.1|DSIM, LOC6727768|XP_002103130.1|DSIM	LOC119067257|XP_037026028.1|BCOP
OG0001125	LOC6727337|XP_016033872.1|DSIM	LOC119076572|XP_037039262.1|BCOP, LOC119083869|XP_037049573.1|BCOP, LOC119075720|XP_037038146.1|BCOP, LOC119081761|XP_037046847.1|BCOP, LOC119081370|XP_037046142.1|BCOP
OG0001127	LOC6737746|XP_002084574.2|DSIM	LOC119083838|XP_037049535.1|BCOP, LOC119080648|XP_037044957.1|BCOP
OG0001128	LOC6735029|XP_016028307.1|DSIM	LOC119084880|XP_037050919.1|BCOP
OG0001129	LOC6731132|XP_016023686.1|DSIM	LOC119066268|XP_037024516.1|BCOP
OG0001130	LOC6731700|XP_002078836.2|DSIM	LOC119075759|XP_037038195.1|BCOP
OG0001131	LOC6724718|XP_039152032.1|DSIM	LOC119081050|XP_037045650.1|BCOP
OG0001133	LOC6732915|XP_039154556.1|DSIM	LOC119080676|XP_037045003.1|BCOP
OG0001134	LOC6735296|XP_016028651.1|DSIM	LOC119071186|XP_037031854.1|BCOP
OG0001135	LOC6728151|XP_016034762.1|DSIM	LOC119075541|XP_037037907.1|BCOP, LOC119075800|XP_037038262.1|BCOP, LOC119084470|XP_037050350.1|BCOP
OG0001136	LOC6728830|XP_039151271.1|DSIM	LOC119074562|XP_037036667.1|BCOP
OG0001138	LOC6736299|XP_016029780.1|DSIM	LOC119069810|XP_037029867.1|BCOP
OG0001139	LOC6737896|XP_016031677.1|DSIM	LOC119072089|XP_037033143.1|BCOP
OG0001153	LOC6735951|XP_016029304.1|DSIM, LOC27206222|XP_016031971.1|DSIM	LOC119083126|XP_037048661.1|BCOP, LOC119083102|XP_037048628.1|BCOP
OG0001154	LOC6731720|XP_016024395.1|DSIM	LOC119066290|XP_037024558.1|BCOP
OG0001155	LOC6725294|XP_016038331.1|DSIM	LOC119069788|XP_037029824.1|BCOP
OG0001157	LOC6728249|XP_016034890.1|DSIM	LOC119080403|XP_037044631.1|BCOP
OG0001158	LOC6731082|XP_039154375.1|DSIM	LOC119076925|XP_037039845.1|BCOP
OG0001159	LOC6730048|XP_039150464.1|DSIM	LOC119069139|XP_037028940.1|BCOP
OG0001160	LOC6727156|XP_002102549.1|DSIM	LOC119067229|XP_037025978.1|BCOP
OG0001162	LOC6728777|XP_016035455.1|DSIM	LOC119067561|XP_037026522.1|BCOP
OG0001163	LOC6728195|XP_016034832.1|DSIM	LOC119067765|XP_037026793.1|BCOP, LOC119069849|XP_037029917.1|BCOP
OG0001165	LOC6735864|XP_002082774.1|DSIM	LOC119067345|XP_037026149.1|BCOP, LOC119072182|XP_037033240.1|BCOP
OG0001166	LOC6736492|XP_039149651.1|DSIM	LOC119069403|XP_037029344.1|BCOP
OG0001167	LOC6733839|XP_016026857.1|DSIM	LOC119083692|XP_037049371.1|BCOP
OG0001168	LOC6735066|XP_002082043.2|DSIM	LOC119077995|XP_037041270.1|BCOP
OG0001169	LOC6726252|XP_016039762.1|DSIM	LOC119072301|XP_037033380.1|BCOP, LOC119067534|XP_037026483.1|BCOP, LOC119067537|XP_037026487.1|BCOP, LOC119067536|XP_037026486.1|BCOP
OG0001171	LOC6737337|XP_016031067.1|DSIM	LOC119076805|XP_037039665.1|BCOP
OG0001172	LOC6735589|XP_002082509.1|DSIM	LOC119068932|XP_037028692.1|BCOP, LOC119078004|XP_037041278.1|BCOP
OG0001173	LOC6730359|XP_002105641.1|DSIM	LOC119068107|XP_037027443.1|BCOP, LOC119075232|XP_037037519.1|BCOP, LOC119075233|XP_037037520.1|BCOP
OG0001174	LOC6737001|XP_016030627.1|DSIM, LOC27208657|XP_016030626.1|DSIM	LOC119081275|XP_037045926.1|BCOP
OG0001176	LOC6734462|XP_016027584.1|DSIM	LOC119082251|XP_037047610.1|BCOP, LOC119083690|XP_037049369.1|BCOP
OG0001177	LOC6732609|XP_016025315.1|DSIM	LOC119075291|XP_037037586.1|BCOP
OG0001178	LOC6735451|XP_016028757.2|DSIM	LOC119078444|XP_037041862.1|BCOP
OG0001179	LOC6734007|XP_016027035.1|DSIM	LOC119079282|XP_037042963.1|BCOP, LOC119079285|XP_037042970.1|BCOP
OG0001180	LOC6740647|XP_016037220.1|DSIM	LOC119073882|XP_037035657.1|BCOP
OG0001181	LOC6738122|XP_016031959.1|DSIM	LOC119074458|XP_037036490.1|BCOP
OG0001182	LOC6729238|XP_016035890.1|DSIM	LOC119084440|XP_037050310.1|BCOP
OG0001183	LOC6728503|XP_039151214.1|DSIM	LOC119076536|XP_037039219.1|BCOP
OG0001185	LOC6727992|XP_039150991.1|DSIM	LOC119074306|XP_037036224.1|BCOP
OG0001186	LOC6727140|XP_016033621.1|DSIM	LOC119075891|XP_037038358.1|BCOP
OG0001187	LOC6734533|XP_016027649.1|DSIM	LOC119082640|XP_037048102.1|BCOP
OG0001188	LOC6734199|XP_016027231.1|DSIM	LOC119082080|XP_037047332.1|BCOP
OG0001189	LOC6735796|XP_016029183.1|DSIM	LOC119072520|XP_037033662.1|BCOP
OG0001190	LOC6740289|XP_016026105.1|DSIM	LOC119077611|XP_037040722.1|BCOP, LOC119075878|XP_037038337.1|BCOP, LOC119079782|XP_037043748.1|BCOP, LOC119077323|XP_037040399.1|BCOP
OG0001191	LOC6731612|XP_016024291.1|DSIM	LOC119084385|XP_037050242.1|BCOP
OG0001193	LOC6727284|XP_002102673.1|DSIM	LOC119085455|XP_037051773.1|BCOP, LOC119085454|XP_037051772.1|BCOP, LOC119085453|XP_037051771.1|BCOP
OG0001200	LOC6732581|XP_016025265.1|DSIM	LOC119074580|XP_037036705.1|BCOP
OG0001201	LOC6729611|XP_002104919.1|DSIM	LOC119078460|XP_037041892.1|BCOP, LOC119085192|XP_037051398.1|BCOP, LOC119078825|XP_037042428.1|BCOP, LOC119078965|XP_037042609.1|BCOP
OG0001203	LOC6724734|XP_016037398.1|DSIM	LOC119083571|XP_037049212.1|BCOP, LOC119079488|XP_037043326.1|BCOP
OG0001204	LOC6732263|XP_016024933.1|DSIM	LOC119080679|XP_037045012.1|BCOP
OG0001205	LOC6726825|XP_002102232.2|DSIM	LOC119079043|XP_037042725.1|BCOP
OG0001206	LOC6727335|XP_016033865.1|DSIM	LOC119078341|XP_037041739.1|BCOP, LOC119078340|XP_037041738.1|BCOP, LOC119069337|XP_037029299.1|BCOP, LOC119084775|XP_037050734.1|BCOP
OG0001207	LOC27206892|XP_016038534.2|DSIM	LOC119084185|XP_037049953.1|BCOP
OG0001210	LOC6725952|XP_016039304.1|DSIM	LOC119068077|XP_037027378.1|BCOP
OG0001212	LOC6725889|XP_002106884.1|DSIM	LOC119068310|XP_037027746.1|BCOP
OG0001213	LOC6727653|XP_002103030.1|DSIM	LOC119068313|XP_037027752.1|BCOP
OG0001214	LOC6729145|XP_016035792.1|DSIM	LOC119066168|XP_037024358.1|BCOP, LOC119068969|XP_037028729.1|BCOP
OG0001215	LOC6726895|XP_016033405.1|DSIM	LOC119067338|XP_037026138.1|BCOP
OG0001216	LOC6728067|XP_039151491.1|DSIM	LOC119067343|XP_037026146.1|BCOP, LOC119067344|XP_037026147.1|BCOP
OG0001217	LOC6733132|XP_016025841.1|DSIM	LOC119085676|XP_037052019.1|BCOP
OG0001220	LOC27206322|XP_016026252.1|DSIM	LOC119080143|XP_037044254.1|BCOP, LOC119080142|XP_037044252.1|BCOP, LOC119080141|XP_037044251.1|BCOP
OG0001221	LOC6735423|XP_002082365.1|DSIM	LOC119072814|XP_037034004.1|BCOP, LOC119078069|XP_037041414.1|BCOP, LOC119073652|XP_037035146.1|BCOP
OG0001222	LOC6729987|XP_016036754.1|DSIM	LOC119078371|XP_037041771.1|BCOP
OG0001223	LOC6725078|XP_016025996.1|DSIM	LOC119079449|XP_037043258.1|BCOP, LOC119071545|XP_037032339.1|BCOP
OG0001224	LOC6734814|XP_016028042.1|DSIM	LOC119071511|XP_037032275.1|BCOP
OG0001225	LOC6733377|XP_039147411.1|DSIM	LOC119079331|XP_037043024.1|BCOP
OG0001226	LOC6733980|XP_016027013.1|DSIM	LOC119079509|XP_037043359.1|BCOP
OG0001227	LOC6731358|XP_016023949.1|DSIM	LOC119072561|XP_037033694.1|BCOP, LOC119072562|XP_037033697.1|BCOP
OG0001229	LOC6739559|XP_039147332.1|DSIM	LOC119080001|XP_037044068.1|BCOP
OG0001230	LOC6734755|XP_039148129.1|DSIM	LOC119075518|XP_037037885.1|BCOP
OG0001231	LOC6733129|XP_016025845.1|DSIM	LOC119069408|XP_037029352.1|BCOP, LOC119085250|XP_037051481.1|BCOP
OG0001233	LOC6731387|XP_039149505.1|DSIM	LOC119077143|XP_037040222.1|BCOP
OG0001234	LOC6740783|XP_016027889.1|DSIM	LOC119080165|XP_037044281.1|BCOP
OG0001235	LOC6730471|XP_016022931.1|DSIM	LOC119066204|XP_037024418.1|BCOP
OG0001236	LOC6738829|XP_002085629.1|DSIM	LOC119076423|XP_037039060.1|BCOP
OG0001237	LOC6738010|XP_002084825.1|DSIM, LOC6727401|XP_016033949.1|DSIM	LOC119066412|XP_037024783.1|BCOP
OG0001238	LOC6729709|XP_016036366.1|DSIM	LOC119067592|XP_037026588.1|BCOP
OG0001239	LOC6728315|XP_016034949.1|DSIM	LOC119080900|XP_037045379.1|BCOP, LOC119071778|XP_037032732.1|BCOP
