Orthogroup	DSIM.longest_only	BTRY.longest_only
OG0002720	LOC27206282|XP_016030497.2|DSIM	LOC120778025|XP_039965632.1|BTRY
OG0002721	LOC6732782|XP_002079895.1|DSIM	LOC120768429|XP_039951047.1|BTRY
OG0002722	LOC6733685|XP_002080732.1|DSIM	LOC120771184|XP_039955009.1|BTRY
OG0002723	LOC6736113|XP_016029499.1|DSIM	LOC120771457|XP_039955403.1|BTRY
OG0002724	LOC6729435|XP_002104746.1|DSIM	LOC120766932|XP_039948613.1|BTRY
OG0002725	LOC6738713|XP_002085514.1|DSIM	LOC120778283|XP_039966004.1|BTRY
OG0002726	LOC6736462|XP_016030012.1|DSIM	LOC120777133|XP_039964212.1|BTRY, LOC120779421|XP_039967552.1|BTRY
OG0002727	LOC6736626|XP_002083482.2|DSIM	LOC120777265|XP_039964402.1|BTRY
OG0002728	LOC6734182|XP_016027191.1|DSIM	LOC120770081|XP_039953157.1|BTRY
OG0002729	LOC6737610|XP_016031389.1|DSIM	LOC120777197|XP_039964299.1|BTRY
OG0002730	LOC6734358|XP_039148653.1|DSIM	LOC120776626|XP_039963362.1|BTRY
OG0002731	LOC6736222|XP_002083117.1|DSIM	LOC120776952|XP_039963975.1|BTRY
OG0002732	LOC27206325|XP_016027092.1|DSIM	LOC120770181|XP_039953340.1|BTRY
OG0002733	LOC6734997|XP_039147533.1|DSIM	LOC120771199|XP_039955033.1|BTRY
OG0002734	LOC6733139|XP_016026014.2|DSIM	LOC120780042|XP_039968249.1|BTRY
OG0002735	LOC6733807|XP_016026774.1|DSIM	LOC120772339|XP_039956820.1|BTRY
OG0002736	LOC6733804|XP_016026765.1|DSIM	LOC120772340|XP_039956824.1|BTRY
OG0002737	LOC6737403|XP_039149407.1|DSIM	LOC120776412|XP_039962974.1|BTRY
OG0002738	LOC6736695|XP_002083551.1|DSIM	LOC120777639|XP_039965026.1|BTRY
OG0002739	LOC6738773|XP_039149332.1|DSIM	LOC120778688|XP_039966566.1|BTRY
OG0002740	LOC6738774|XP_016032594.1|DSIM	LOC120778687|XP_039966557.1|BTRY
OG0002741	LOC6735477|XP_002082416.2|DSIM	LOC120781227|XP_039969294.1|BTRY
OG0002742	LOC6735955|XP_002082864.2|DSIM	LOC120772452|XP_039957009.1|BTRY
OG0002743	LOC6736508|XP_016030084.1|DSIM	LOC120778253|XP_039965955.1|BTRY
OG0002744	LOC6739667|XP_016032790.1|DSIM	LOC120776513|XP_039963161.1|BTRY
OG0002745	LOC6736412|XP_002083284.2|DSIM	LOC120776764|XP_039963661.1|BTRY
OG0002746	LOC6734695|XP_002081702.1|DSIM	LOC120772098|XP_039956439.1|BTRY
OG0002747	LOC6727695|XP_016034268.1|DSIM	LOC120766230|XP_039947542.1|BTRY, LOC120782547|XP_039970811.1|BTRY
OG0002748	LOC6736017|XP_002082926.1|DSIM	LOC120771160|XP_039954973.1|BTRY
OG0002749	LOC6736120|XP_039148880.1|DSIM	LOC120771965|XP_039956235.1|BTRY
OG0002750	LOC6734458|XP_016027580.1|DSIM	LOC120770961|XP_039954624.1|BTRY
OG0002751	LOC27208840|XP_016026431.1|DSIM	LOC120770347|XP_039953681.1|BTRY
OG0002752	LOC6733697|XP_016026668.1|DSIM	LOC120771076|XP_039954829.1|BTRY
OG0002753	LOC6735683|XP_039147419.1|DSIM	LOC120772288|XP_039956732.1|BTRY
OG0002754	LOC6737042|XP_039150275.1|DSIM	LOC120778443|XP_039966166.1|BTRY
OG0002755	LOC6735147|XP_016028426.1|DSIM	LOC120772026|XP_039956327.1|BTRY
OG0002756	LOC6738824|XP_002085624.1|DSIM	LOC120777679|XP_039965079.1|BTRY
OG0002757	LOC6737466|XP_016031234.1|DSIM	LOC120778467|XP_039966208.1|BTRY
OG0002758	LOC6735011|XP_039148118.1|DSIM	LOC120772031|XP_039956335.1|BTRY
OG0002759	LOC6734988|XP_039147761.1|DSIM	LOC120770454|XP_039953881.1|BTRY
OG0002760	LOC27207071|XP_016029570.1|DSIM	LOC120770918|XP_039954548.1|BTRY
OG0002761	LOC6735182|XP_016028471.1|DSIM	LOC120772877|XP_039957653.1|BTRY
OG0002762	LOC6735116|XP_016028379.1|DSIM	LOC120770282|XP_039953542.1|BTRY
OG0002763	LOC6737354|XP_016031089.1|DSIM	LOC120777642|XP_039965028.1|BTRY
OG0002764	LOC6738488|XP_016032331.1|DSIM	LOC120778722|XP_039966618.1|BTRY
OG0002765	LOC6735043|XP_016028331.1|DSIM	LOC120771264|XP_039955115.1|BTRY
OG0002766	LOC6735042|XP_016028329.1|DSIM	LOC120772724|XP_039957420.1|BTRY
OG0002767	LOC6734983|XP_039147757.1|DSIM	LOC120770150|XP_039953277.1|BTRY
OG0002768	LOC6739502|XP_016029326.1|DSIM	LOC120770133|XP_039953249.1|BTRY
OG0002769	LOC6734180|XP_002081209.2|DSIM	LOC120770044|XP_039953095.1|BTRY
OG0002770	LOC6731348|XP_002078504.1|DSIM	LOC120771384|XP_039955285.1|BTRY
OG0002771	LOC6737512|XP_016031307.1|DSIM	LOC120776903|XP_039963907.1|BTRY
OG0002772	LOC6737504|XP_016031299.1|DSIM	LOC120778652|XP_039966503.1|BTRY
OG0002773	LOC6734224|XP_016027266.1|DSIM	LOC120773006|XP_039957861.1|BTRY
OG0002774	LOC6735582|XP_016028943.1|DSIM	LOC120772161|XP_039956532.1|BTRY
OG0002775	LOC6738449|XP_039149159.1|DSIM	LOC120777896|XP_039965401.1|BTRY
OG0002776	LOC6737404|XP_016031165.1|DSIM	LOC120776582|XP_039963284.1|BTRY
OG0002777	LOC6738383|XP_016032208.1|DSIM	LOC120778562|XP_039966359.1|BTRY
OG0002778	LOC6738380|XP_016032207.1|DSIM	LOC120777337|XP_039964515.1|BTRY
OG0002779	LOC6737123|XP_039148936.1|DSIM	LOC120777968|XP_039965524.1|BTRY
OG0002780	LOC6727034|XP_039150516.1|DSIM	LOC120775431|XP_039961553.1|BTRY
OG0002781	LOC6734551|XP_002081560.1|DSIM	LOC120770402|XP_039953770.1|BTRY, LOC120780679|XP_039968881.1|BTRY
OG0002782	LOC6738699|XP_016032517.1|DSIM	LOC120776471|XP_039963078.1|BTRY
OG0002783	LOC6736645|XP_016030240.1|DSIM	LOC120779192|XP_039967390.1|BTRY
OG0002784	LOC27206191|XP_016029224.1|DSIM	LOC120769994|XP_039953015.1|BTRY
OG0002785	LOC6739670|XP_002076563.1|DSIM	LOC120777717|XP_039965140.1|BTRY
OG0002786	LOC6738363|XP_016032198.1|DSIM	LOC120777448|XP_039964698.1|BTRY
OG0002787	LOC6737062|XP_002083909.1|DSIM	LOC120777644|XP_039965029.1|BTRY
OG0002788	LOC6737061|XP_016030684.1|DSIM	LOC120777645|XP_039965030.1|BTRY
OG0002789	LOC6738976|XP_016032801.1|DSIM	LOC120778438|XP_039966153.1|BTRY
OG0002790	LOC6737603|XP_002084435.1|DSIM	LOC120778317|XP_039966046.1|BTRY, LOC120778957|XP_039966964.1|BTRY, LOC120778363|XP_039966083.1|BTRY
OG0002791	LOC6738624|XP_002085426.2|DSIM	LOC120777686|XP_039965094.1|BTRY
OG0002792	LOC27207878|XP_016027296.1|DSIM	LOC120770298|XP_039953595.1|BTRY
OG0002793	LOC6737437|XP_016031210.1|DSIM	LOC120777691|XP_039965098.1|BTRY
OG0002794	LOC6736907|XP_016030555.1|DSIM	LOC120776358|XP_039962864.1|BTRY
OG0002795	LOC6737007|XP_016030632.1|DSIM	LOC120777787|XP_039965242.1|BTRY
OG0002796	LOC6736932|XP_002083779.1|DSIM	LOC120777982|XP_039965556.1|BTRY
OG0002797	LOC6737605|XP_002084437.1|DSIM	LOC120777321|XP_039964496.1|BTRY
OG0002798	LOC6732708|XP_002079822.1|DSIM	LOC120779916|XP_039968194.1|BTRY
OG0002799	LOC6736271|XP_016029757.2|DSIM	LOC120777104|XP_039964174.1|BTRY, LOC120777656|XP_039965041.1|BTRY
OG0002800	LOC6738362|XP_039149601.1|DSIM	LOC120776340|XP_039962816.1|BTRY
OG0002801	LOC6736117|XP_039148889.1|DSIM	LOC120771969|XP_039956249.1|BTRY
OG0002802	LOC6736105|XP_016029497.1|DSIM	LOC120772113|XP_039956458.1|BTRY
OG0002803	LOC6732740|XP_002079854.1|DSIM	LOC120767246|XP_039949030.1|BTRY
OG0002804	LOC6735699|XP_002082615.1|DSIM	LOC120771459|XP_039955405.1|BTRY
OG0002805	LOC6733508|XP_002080564.2|DSIM	LOC120772758|XP_039957460.1|BTRY
OG0002806	LOC6738623|XP_016032463.1|DSIM	LOC120777426|XP_039964665.1|BTRY
OG0002807	LOC6736122|XP_002083022.1|DSIM	LOC120773033|XP_039957898.1|BTRY
OG0002808	LOC27206630|XP_016029413.1|DSIM	LOC120770544|XP_039954036.1|BTRY
OG0002809	LOC6737808|XP_002084636.1|DSIM	LOC120777730|XP_039965154.1|BTRY
OG0002810	LOC6736280|XP_016029764.1|DSIM	LOC120778240|XP_039965934.1|BTRY
OG0002811	LOC6737769|XP_039149074.1|DSIM	LOC120778606|XP_039966413.1|BTRY
OG0002812	LOC6734264|XP_016027311.1|DSIM	LOC120772006|XP_039956300.1|BTRY
OG0002813	LOC6735170|XP_039148340.1|DSIM	LOC120772930|XP_039957764.1|BTRY
OG0002814	LOC6735537|XP_039147337.1|DSIM	LOC120770475|XP_039953911.1|BTRY
OG0002815	LOC6734168|XP_002081197.1|DSIM	LOC120773009|XP_039957865.1|BTRY
OG0002816	LOC6735155|XP_016028435.1|DSIM	LOC120781224|XP_039969289.1|BTRY
OG0002817	LOC6739532|XP_002076431.1|DSIM	LOC120772067|XP_039956387.1|BTRY
OG0002818	LOC6739371|XP_016026790.1|DSIM	LOC120771691|XP_039955759.1|BTRY
OG0002819	LOC6737246|XP_016030953.1|DSIM	LOC120776992|XP_039964026.1|BTRY
OG0002820	LOC6737250|XP_002084090.1|DSIM	LOC120778628|XP_039966447.1|BTRY
OG0002821	LOC6737860|XP_016031627.1|DSIM	LOC120777872|XP_039965361.1|BTRY
OG0002822	LOC6735588|XP_002082508.1|DSIM	LOC120772310|XP_039956758.1|BTRY
OG0002823	LOC6733439|XP_016026391.1|DSIM	LOC120771557|XP_039955553.1|BTRY
OG0002824	LOC6733710|XP_016026677.1|DSIM	LOC120770068|XP_039953126.1|BTRY
OG0002825	LOC27206408|XP_039149084.1|DSIM	LOC120778223|XP_039965915.1|BTRY
OG0002826	LOC6735590|XP_002082510.1|DSIM	LOC120773116|XP_039958042.1|BTRY
OG0002827	LOC6724685|XP_039152081.1|DSIM	LOC120779686|XP_039967978.1|BTRY
OG0002828	LOC6735516|XP_016028860.2|DSIM	LOC120771034|XP_039954756.1|BTRY
OG0002829	LOC6734169|XP_016027170.1|DSIM	LOC120781208|XP_039969261.1|BTRY
OG0002830	LOC6733889|XP_039147811.1|DSIM	LOC120771736|XP_039955833.1|BTRY
OG0002831	LOC6733060|XP_016025749.1|DSIM	LOC120781135|XP_039969202.1|BTRY
OG0002832	LOC6731557|XP_016024224.1|DSIM	LOC120767893|XP_039950156.1|BTRY
OG0002833	LOC6736155|XP_016029557.1|DSIM	LOC120771198|XP_039955031.1|BTRY
OG0002834	LOC6735948|XP_016029299.1|DSIM	LOC120771084|XP_039954843.1|BTRY
OG0002835	LOC6734162|XP_002081191.1|DSIM	LOC120770525|XP_039954006.1|BTRY
OG0002836	LOC6733665|XP_039148239.1|DSIM	LOC120772823|XP_039957556.1|BTRY
OG0002837	LOC6735083|XP_039148037.1|DSIM	LOC120770201|XP_039953377.1|BTRY
OG0002838	LOC6735745|XP_002082658.1|DSIM	LOC120771091|XP_039954851.1|BTRY
OG0002839	LOC6739514|XP_016029415.1|DSIM	LOC120771833|XP_039956005.1|BTRY
OG0002840	LOC6731236|XP_016023774.1|DSIM	LOC120769455|XP_039952393.1|BTRY
OG0002841	LOC6730878|XP_016023302.1|DSIM	LOC120768028|XP_039950436.1|BTRY
OG0002842	LOC6732235|XP_039152899.1|DSIM	LOC120767941|XP_039950245.1|BTRY
OG0002843	LOC6733435|XP_016026385.1|DSIM	LOC120772913|XP_039957744.1|BTRY
OG0002844	LOC6738169|XP_016032002.1|DSIM	LOC120777440|XP_039964686.1|BTRY
OG0002845	LOC6731025|XP_002078186.1|DSIM	LOC120768114|XP_039950595.1|BTRY
OG0002846	LOC6733444|XP_016026394.1|DSIM	LOC120773087|XP_039957985.1|BTRY
OG0002847	LOC6731026|XP_002078187.1|DSIM	LOC120767318|XP_039949185.1|BTRY
OG0002848	LOC6732672|XP_002079789.1|DSIM	LOC120767879|XP_039950139.1|BTRY
OG0002849	LOC6731165|XP_002078323.1|DSIM	LOC120781421|XP_039969575.1|BTRY
OG0002850	LOC6732242|XP_016024922.1|DSIM	LOC120781627|XP_039969793.1|BTRY
OG0002851	LOC6731839|XP_016024523.1|DSIM	LOC120767467|XP_039949489.1|BTRY
OG0002852	LOC6734006|XP_016027034.1|DSIM	LOC120771606|XP_039955618.1|BTRY
OG0002853	LOC6732488|XP_039154415.1|DSIM	LOC120767741|XP_039949886.1|BTRY
OG0002854	LOC6732732|XP_002079846.1|DSIM	LOC120767460|XP_039949478.1|BTRY
OG0002855	LOC6731284|XP_016023849.1|DSIM	LOC120767470|XP_039949494.1|BTRY
OG0002856	LOC6731267|XP_016023822.1|DSIM	LOC120767787|XP_039949974.1|BTRY
OG0002857	LOC27206568|XP_016025806.1|DSIM	LOC120769457|XP_039952398.1|BTRY
OG0002858	LOC6731067|XP_039146985.1|DSIM	LOC120769060|XP_039951847.1|BTRY
OG0002859	LOC6730754|XP_002077922.1|DSIM	LOC120768599|XP_039951293.1|BTRY
OG0002860	LOC6731133|XP_016023687.1|DSIM	LOC120768460|XP_039951095.1|BTRY
OG0002861	LOC6731896|XP_016024565.1|DSIM	LOC120768367|XP_039950963.1|BTRY
OG0002862	LOC6730541|XP_016022994.1|DSIM	LOC120768578|XP_039951266.1|BTRY, LOC120767404|XP_039949375.1|BTRY
OG0002863	LOC6730870|XP_002078034.1|DSIM	LOC120768494|XP_039951145.1|BTRY
OG0002864	LOC6730869|XP_016023293.1|DSIM	LOC120768495|XP_039951146.1|BTRY
OG0002865	LOC6733347|XP_016026251.1|DSIM	LOC120772048|XP_039956354.1|BTRY, LOC120769990|XP_039953006.1|BTRY
OG0002866	LOC6737218|XP_002084058.1|DSIM	LOC120777217|XP_039964328.1|BTRY
OG0002867	LOC6732179|XP_016024862.1|DSIM	LOC120768547|XP_039951223.1|BTRY
OG0002868	LOC6730672|XP_016023115.2|DSIM	LOC120767863|XP_039950111.1|BTRY
OG0002869	LOC6730671|XP_016023114.1|DSIM	LOC120768541|XP_039951213.1|BTRY
OG0002871	LOC6731697|XP_016024378.1|DSIM	LOC120767549|XP_039949609.1|BTRY
OG0002873	LOC6732861|XP_002079971.1|DSIM	LOC120769537|XP_039952515.1|BTRY
OG0002874	LOC6731156|XP_002078314.1|DSIM	LOC120766531|XP_039948035.1|BTRY
OG0002875	LOC6730774|XP_016023191.1|DSIM	LOC120768212|XP_039950716.1|BTRY
OG0002876	LOC6726277|XP_002107238.1|DSIM	LOC120773700|XP_039958667.1|BTRY
OG0002877	LOC6732694|XP_016025428.1|DSIM	LOC120767738|XP_039949882.1|BTRY
OG0002878	LOC6732683|XP_016025415.1|DSIM	LOC120768317|XP_039950891.1|BTRY
OG0002879	LOC6736727|XP_002083583.1|DSIM	LOC120778444|XP_039966168.1|BTRY
OG0002880	LOC6724826|XP_002105867.1|DSIM	LOC120772717|XP_039957400.1|BTRY
OG0002881	LOC6730470|XP_016022928.1|DSIM	LOC120769093|XP_039951885.1|BTRY
OG0002882	LOC27206182|XP_016028621.1|DSIM	LOC120769414|XP_039952327.1|BTRY
OG0002883	LOC6730416|XP_016022881.1|DSIM	LOC120767762|XP_039949931.1|BTRY
OG0002884	LOC6730765|XP_002077933.1|DSIM	LOC120768042|XP_039950485.1|BTRY
OG0002885	LOC6737497|XP_002084333.1|DSIM	LOC120777301|XP_039964453.1|BTRY
OG0002886	LOC6730627|XP_016023071.1|DSIM	LOC120768931|XP_039951647.1|BTRY
OG0002887	LOC6730628|XP_016023072.1|DSIM	LOC120768929|XP_039951643.1|BTRY, LOC120768930|XP_039951645.1|BTRY
OG0002888	LOC27206785|XP_016025783.1|DSIM	LOC120768037|XP_039950470.1|BTRY
OG0002889	LOC6737195|XP_002084041.1|DSIM	LOC120776696|XP_039963515.1|BTRY
OG0002890	LOC6732862|XP_002079972.2|DSIM	LOC120769314|XP_039952194.1|BTRY
OG0002891	LOC6731730|XP_016024401.1|DSIM	LOC120769001|XP_039951775.1|BTRY
OG0002892	LOC6732011|XP_039154387.1|DSIM	LOC120767652|XP_039949756.1|BTRY
OG0002893	LOC6730592|XP_039151303.1|DSIM	LOC120768448|XP_039951079.1|BTRY
OG0002894	LOC6737509|XP_016031305.1|DSIM	LOC120777335|XP_039964511.1|BTRY
OG0002895	LOC6736163|XP_016029572.1|DSIM	LOC120771426|XP_039955349.1|BTRY
OG0002896	LOC6732204|XP_016024878.1|DSIM	LOC120768608|XP_039951308.1|BTRY
OG0002897	LOC6731228|XP_002078387.1|DSIM	LOC120769496|XP_039952460.1|BTRY, LOC120769784|XP_039952903.1|BTRY
OG0002898	LOC6730947|XP_016023407.2|DSIM	LOC120768022|XP_039950421.1|BTRY
OG0002899	LOC6730396|XP_016022858.1|DSIM	LOC120769663|XP_039952705.1|BTRY
OG0002900	LOC6730395|XP_039147112.1|DSIM	LOC120768353|XP_039950942.1|BTRY
OG0002901	LOC6731394|XP_016024012.1|DSIM	LOC120769425|XP_039952341.1|BTRY
OG0002902	LOC6731395|XP_039151787.1|DSIM	LOC120767216|XP_039948962.1|BTRY
OG0002903	LOC6731306|XP_002078462.1|DSIM	LOC120769741|XP_039952832.1|BTRY
OG0002904	LOC6737863|XP_016031634.1|DSIM	LOC120778974|XP_039966997.1|BTRY
OG0002905	LOC6732261|XP_016024931.1|DSIM	LOC120769251|XP_039952087.1|BTRY
OG0002906	LOC6733072|XP_016025777.1|DSIM	LOC120768983|XP_039951735.1|BTRY
OG0002907	LOC6733070|XP_016025776.1|DSIM	LOC120768981|XP_039951726.1|BTRY
OG0002908	LOC6735466|XP_016028772.1|DSIM	LOC120772885|XP_039957671.1|BTRY
OG0002909	LOC6739472|XP_016028468.1|DSIM	LOC120772163|XP_039956535.1|BTRY
OG0002911	LOC27208699|XP_016029560.1|DSIM	LOC120770365|XP_039953712.1|BTRY, LOC120770363|XP_039953709.1|BTRY
OG0002912	LOC6739993|XP_016038295.1|DSIM	LOC120775240|XP_039961254.1|BTRY
OG0002913	LOC6735773|XP_016029143.1|DSIM	LOC120771113|XP_039954896.1|BTRY
OG0002914	LOC6730545|XP_002077724.1|DSIM	LOC120767440|XP_039949437.1|BTRY
OG0002915	LOC6733020|XP_002080099.1|DSIM	LOC120767767|XP_039949939.1|BTRY
OG0002916	LOC6731009|XP_016023481.1|DSIM	LOC120767625|XP_039949715.1|BTRY
OG0002917	LOC6734762|XP_002081765.1|DSIM	LOC120771563|XP_039955560.1|BTRY
OG0002918	LOC6734739|XP_002081742.1|DSIM	LOC120772079|XP_039956409.1|BTRY
OG0002919	LOC6735145|XP_002082122.1|DSIM	LOC120770904|XP_039954514.1|BTRY
OG0002920	LOC6732504|XP_016025161.1|DSIM	LOC120768055|XP_039950506.1|BTRY
OG0002921	LOC6739216|XP_016023565.1|DSIM	LOC120767272|XP_039949078.1|BTRY
OG0002922	LOC6732988|XP_002080067.1|DSIM	LOC120767859|XP_039950101.1|BTRY
OG0002923	LOC6739257|XP_016025668.1|DSIM	LOC120781758|XP_039969926.1|BTRY
OG0002924	LOC6732987|XP_016025666.1|DSIM	LOC120781817|XP_039969971.1|BTRY
OG0002925	LOC6736123|XP_016029512.1|DSIM	LOC120772795|XP_039957512.1|BTRY
OG0002926	LOC6739213|XP_002076125.1|DSIM	LOC120768437|XP_039951057.1|BTRY
OG0002927	LOC27208693|XP_016023532.1|DSIM	LOC120769416|XP_039952330.1|BTRY
OG0002928	LOC27209467|XP_016025169.1|DSIM	LOC120767335|XP_039949213.1|BTRY
OG0002929	LOC6730450|XP_016022914.1|DSIM	LOC120769622|XP_039952661.1|BTRY
OG0002930	LOC6731434|XP_002078585.1|DSIM	LOC120768181|XP_039950683.1|BTRY
OG0002931	LOC6731288|XP_016023856.1|DSIM	LOC120768734|XP_039951441.1|BTRY, LOC120768786|XP_039951478.1|BTRY
OG0002932	LOC6733834|XP_016026842.1|DSIM	LOC120770452|XP_039953871.1|BTRY
OG0002933	LOC6733638|XP_016026598.1|DSIM	LOC120770263|XP_039953506.1|BTRY
OG0002934	LOC6733630|XP_016026591.1|DSIM	LOC120770266|XP_039953510.1|BTRY
OG0002935	LOC6732407|XP_016025073.1|DSIM	LOC120767724|XP_039949867.1|BTRY
OG0002936	LOC6739468|XP_002076368.1|DSIM	LOC120770409|XP_039953777.1|BTRY, LOC120780680|XP_039968882.1|BTRY
OG0002937	LOC6733164|XP_016026039.1|DSIM	LOC120772041|XP_039956346.1|BTRY
OG0002938	LOC6732632|XP_002079749.2|DSIM	LOC120768154|XP_039950649.1|BTRY
OG0002939	LOC27206986|XP_016027001.1|DSIM	LOC120772862|XP_039957623.1|BTRY
OG0002940	LOC6727877|XP_016034479.1|DSIM	LOC120770355|XP_039953697.1|BTRY
OG0002941	LOC6733160|XP_002080236.1|DSIM	LOC120768622|XP_039951323.1|BTRY
OG0002942	LOC6732947|XP_002080032.1|DSIM	LOC120767868|XP_039950115.1|BTRY
OG0002943	LOC6732802|XP_016025512.1|DSIM	LOC120768447|XP_039951078.1|BTRY
OG0002944	LOC6732801|XP_016025506.1|DSIM	LOC120768657|XP_039951366.1|BTRY
OG0002945	LOC6732008|XP_039146995.1|DSIM	LOC120767212|XP_039948955.1|BTRY
OG0002946	LOC6734716|XP_016027923.1|DSIM	LOC120771544|XP_039955534.1|BTRY
OG0002947	LOC6732401|XP_016025058.1|DSIM	LOC120769228|XP_039952059.1|BTRY
OG0002948	LOC6737862|XP_002084690.1|DSIM	LOC120781533|XP_039969688.1|BTRY
OG0002949	LOC6739006|XP_016032833.1|DSIM	LOC120776975|XP_039964004.1|BTRY
OG0002950	LOC6731240|XP_002078399.1|DSIM	LOC120767280|XP_039949091.1|BTRY
OG0002951	LOC6731779|XP_016024473.1|DSIM	LOC120781387|XP_039969529.1|BTRY
OG0002952	LOC6731033|XP_016023515.1|DSIM	LOC120767542|XP_039949582.1|BTRY
OG0002953	LOC6732482|XP_016025126.1|DSIM	LOC120768368|XP_039950964.1|BTRY
OG0002954	LOC6733161|XP_016026033.1|DSIM	LOC120767698|XP_039949824.1|BTRY
OG0002955	LOC6734897|XP_016028172.1|DSIM	LOC120772706|XP_039957384.1|BTRY
OG0002956	LOC6734660|XP_002081667.1|DSIM	LOC120771307|XP_039955176.1|BTRY
OG0002957	LOC6735581|XP_002082501.2|DSIM	LOC120770417|XP_039953794.1|BTRY
OG0002958	LOC6732946|XP_016025648.1|DSIM	LOC120769071|XP_039951863.1|BTRY
OG0002959	LOC6732921|XP_016025642.1|DSIM	LOC120768130|XP_039950618.1|BTRY
OG0002960	LOC6736690|XP_016030307.1|DSIM	LOC120777700|XP_039965113.1|BTRY
OG0002961	LOC6734460|XP_016027582.1|DSIM	LOC120772450|XP_039957004.1|BTRY
OG0002962	LOC6732810|XP_002079923.2|DSIM	LOC120769013|XP_039951791.1|BTRY
OG0002963	LOC6731752|XP_016024425.1|DSIM	LOC120767380|XP_039949303.1|BTRY
OG0002964	LOC6733667|XP_016026637.1|DSIM	LOC120770239|XP_039953467.1|BTRY
OG0002965	LOC27206550|XP_039146916.1|DSIM	LOC120780010|XP_039968227.1|BTRY
OG0002966	LOC6731195|XP_016023739.1|DSIM	LOC120767723|XP_039949863.1|BTRY
OG0002967	LOC6736238|XP_002083132.1|DSIM	LOC120767452|XP_039949452.1|BTRY
OG0002968	LOC6736237|XP_002083131.1|DSIM	LOC120767453|XP_039949453.1|BTRY
OG0002969	LOC6731059|XP_016023578.1|DSIM	LOC120767228|XP_039948987.1|BTRY
OG0002970	LOC27208442|XP_016023932.1|DSIM	LOC120773796|XP_039958832.1|BTRY
OG0002971	LOC6731520|XP_002078668.1|DSIM	LOC120781459|XP_039969609.1|BTRY
OG0002972	LOC6728473|XP_002103818.1|DSIM	LOC120768329|XP_039950906.1|BTRY
OG0002973	LOC6733849|XP_016026863.1|DSIM	LOC120772148|XP_039956515.1|BTRY
OG0002974	LOC6739593|XP_002076489.2|DSIM	LOC120771500|XP_039955487.1|BTRY
OG0002975	LOC6730621|XP_002077799.3|DSIM	LOC120769588|XP_039952581.1|BTRY
OG0002976	LOC6740009|XP_016038407.1|DSIM	LOC120774308|XP_039959773.1|BTRY
OG0002977	LOC6734016|XP_039147375.1|DSIM	LOC120773097|XP_039958001.1|BTRY
OG0002978	LOC6735994|XP_002082903.3|DSIM	LOC120772627|XP_039957277.1|BTRY
OG0002979	LOC6733664|XP_002080711.3|DSIM	LOC120771886|XP_039956079.1|BTRY
OG0002980	LOC6730428|XP_016022898.1|DSIM	LOC120769821|XP_039952963.1|BTRY
OG0002981	LOC6731237|XP_002078396.1|DSIM	LOC120769092|XP_039951884.1|BTRY
OG0002982	LOC6732300|XP_016024959.1|DSIM	LOC120768364|XP_039950961.1|BTRY
OG0002983	LOC6736193|XP_039149706.1|DSIM	LOC120776946|XP_039963963.1|BTRY
OG0002984	LOC6734428|XP_016029722.1|DSIM	LOC120777716|XP_039965133.1|BTRY
OG0002985	LOC27208282|XP_016037301.1|DSIM	LOC120779857|XP_039968147.1|BTRY
OG0002986	LOC6731806|XP_016024492.1|DSIM	LOC120777658|XP_039965045.1|BTRY
OG0002987	LOC6732431|XP_002079552.1|DSIM	LOC120768248|XP_039950773.1|BTRY
OG0002988	LOC6730487|XP_039154428.1|DSIM	LOC120767778|XP_039949956.1|BTRY
OG0002989	LOC6737635|XP_002084467.1|DSIM	LOC120778242|XP_039965937.1|BTRY
OG0002990	LOC6730641|XP_002077812.2|DSIM	LOC120769714|XP_039952786.1|BTRY
OG0002991	LOC6734188|XP_016027198.1|DSIM	LOC120771434|XP_039955365.1|BTRY
OG0002992	LOC6732522|XP_016025176.1|DSIM	LOC120767328|XP_039949203.1|BTRY
OG0002993	LOC6736773|XP_002083629.1|DSIM	LOC120768491|XP_039951141.1|BTRY
OG0002994	LOC6739208|XP_016023388.1|DSIM	LOC120767191|XP_039948925.1|BTRY
OG0002995	LOC6730417|XP_002077598.1|DSIM	LOC120767349|XP_039949248.1|BTRY
OG0002996	LOC6727587|XP_002102966.1|DSIM	LOC120767990|XP_039950343.1|BTRY
OG0002997	LOC6724779|XP_016037536.2|DSIM	LOC120774881|XP_039960672.1|BTRY, LOC120779446|XP_039967632.1|BTRY
OG0002998	LOC6725598|XP_016038793.2|DSIM	LOC120774947|XP_039960761.1|BTRY
OG0002999	LOC6739093|XP_016032933.1|DSIM	LOC120777854|XP_039965330.1|BTRY, LOC120766665|XP_039948236.1|BTRY
OG0003000	LOC6740328|XP_016033519.1|DSIM	LOC120781749|XP_039969918.1|BTRY
OG0003001	LOC6735919|XP_016029274.1|DSIM	LOC120771031|XP_039954745.1|BTRY, LOC120770196|XP_039953370.1|BTRY
OG0003002	LOC6737365|XP_016031103.1|DSIM	LOC120776698|XP_039963516.1|BTRY
OG0003003	LOC6735709|XP_016029082.1|DSIM	LOC120773012|XP_039957868.1|BTRY
OG0003004	LOC6724851|XP_016037634.1|DSIM	LOC120772099|XP_039956440.1|BTRY
OG0003005	LOC6725066|XP_016038043.1|DSIM	LOC120775220|XP_039961221.1|BTRY
OG0003006	LOC6727825|XP_002103186.1|DSIM	LOC120766351|XP_039947714.1|BTRY
