Orthogroup	DSIM.longest_only	ASTE.longest_only
OG0001859	LOC120285321|XP_039153174.1|DSIM, LOC6726614|XP_039153175.1|DSIM	LOC118515902|XP_035917969.1|ASTE
OG0001860	LOC6738547|XP_016032396.1|DSIM	LOC118510558|XP_035908434.1|ASTE
OG0001861	LOC6725914|XP_016039276.1|DSIM, LOC6729784|XP_002105089.2|DSIM	LOC118506584|XP_035899832.1|ASTE
OG0001862	LOC6726557|XP_016040227.1|DSIM	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE
OG0001863	LOC6725886|XP_002106881.1|DSIM	LOC118502521|XP_035890675.1|ASTE
OG0001864	LOC6728060|XP_016034672.1|DSIM	LOC118502696|XP_035891112.1|ASTE
OG0001865	LOC6726200|XP_039152449.1|DSIM	LOC118510313|XP_035907844.1|ASTE
OG0001866	LOC6728263|XP_039150828.1|DSIM	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE
OG0001867	LOC6738476|XP_016032320.1|DSIM	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE
OG0001868	LOC6733059|XP_016025744.1|DSIM	LOC118517415|XP_035919411.1|ASTE
OG0001869	LOC6727262|XP_039150747.1|DSIM	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE
OG0001870	LOC6725226|XP_002106248.1|DSIM	LOC118505043|XP_035896191.1|ASTE
OG0001871	LOC6725683|XP_002106687.1|DSIM	LOC118511316|XP_035910126.1|ASTE
OG0001872	LOC6730224|XP_016036976.1|DSIM	LOC118517586|XP_035919758.1|ASTE
OG0001873	LOC6726643|XP_016033131.1|DSIM	LOC118502801|XP_035891314.1|ASTE
OG0001874	LOC6729519|XP_002104827.1|DSIM	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE
OG0001875	LOC6730277|XP_016037043.1|DSIM	LOC118505059|XP_035896232.1|ASTE
OG0001876	LOC27209364|XP_016039447.1|DSIM	LOC118505620|XP_035897575.1|ASTE
OG0001877	LOC6724969|XP_016037913.1|DSIM	LOC118511185|XP_035909840.1|ASTE
OG0001878	LOC6728224|XP_016034863.1|DSIM	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE
OG0001879	LOC6729526|XP_016036204.1|DSIM	LOC118504755|XP_035895569.1|ASTE
OG0001880	LOC6727499|XP_002102879.2|DSIM	LOC118508454|XP_035904149.1|ASTE
OG0001881	LOC6727184|XP_002102576.1|DSIM	LOC118507542|XP_035902014.1|ASTE
OG0001882	LOC27207590|XP_016036528.1|DSIM	LOC118507538|XP_035902008.1|ASTE
OG0001883	LOC6729190|XP_016035841.1|DSIM	LOC118506779|XP_035900279.1|ASTE
OG0001884	LOC6727281|XP_039150422.1|DSIM	LOC118506780|XP_035900285.1|ASTE
OG0001885	LOC27206507|XP_016024731.1|DSIM	LOC118512936|XP_035914012.1|ASTE
OG0001886	LOC6728797|XP_002104132.1|DSIM	LOC118502907|XP_035891521.1|ASTE
OG0001887	LOC6739378|XP_002076286.1|DSIM	LOC118502569|XP_035890784.1|ASTE
OG0001888	LOC6726779|XP_002102187.1|DSIM	LOC118502568|XP_035890783.1|ASTE
OG0001889	LOC6725500|XP_002106514.2|DSIM	LOC118502846|XP_035891435.1|ASTE
OG0001890	LOC6738852|XP_016032670.1|DSIM	LOC118505228|XP_035896649.1|ASTE
OG0001891	LOC6727349|XP_016033876.1|DSIM	LOC118505829|XP_035898072.1|ASTE
OG0001892	LOC6740360|XP_016033113.1|DSIM	LOC118507471|XP_035901866.1|ASTE
OG0001893	LOC6739775|XP_002076668.2|DSIM	LOC118517612|XP_035919801.1|ASTE
OG0001894	LOC6733438|XP_016026387.1|DSIM	LOC118502737|XP_035891194.1|ASTE
OG0001895	LOC6724730|XP_039152122.1|DSIM	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE
OG0001896	LOC27208341|XP_039148281.1|DSIM	LOC118504211|XP_035894295.1|ASTE
OG0001897	LOC6728674|XP_016035340.1|DSIM	LOC118503289|XP_035892271.1|ASTE
OG0001898	LOC27209153|XP_039153571.1|DSIM, LOC120284223|XP_039153575.1|DSIM	LOC118506902|XP_035900578.1|ASTE
OG0001899	LOC6727528|XP_016034104.1|DSIM	LOC118505189|XP_035896537.1|ASTE
OG0001900	LOC6738710|XP_002085511.1|DSIM	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE
OG0001901	LOC6731241|XP_016023781.1|DSIM	LOC118506440|XP_035899461.1|ASTE
OG0001902	LOC120285683|XP_039154265.1|DSIM, LOC27206887|XP_039154264.1|DSIM, LOC27208787|XP_039154212.1|DSIM	LOC118502669|XP_035891033.1|ASTE
OG0001903	LOC6726673|XP_016033166.1|DSIM	LOC118507507|XP_035901939.1|ASTE
OG0001904	LOC6729900|XP_016036654.2|DSIM	LOC118507779|XP_035902707.1|ASTE
OG0001905	LOC6725660|XP_002106667.1|DSIM	LOC118508456|XP_035904151.1|ASTE
OG0001906	LOC6727257|XP_016033763.1|DSIM	LOC118504404|XP_035894725.1|ASTE
OG0001907	LOC6726118|XP_039152921.1|DSIM	LOC118505220|XP_035896630.1|ASTE
OG0001908	LOC6729875|XP_016036637.1|DSIM	LOC118503469|XP_035892656.1|ASTE
OG0001909	LOC6725475|XP_016038583.1|DSIM	LOC118507734|XP_035902596.1|ASTE
OG0001910	LOC6728694|XP_002104030.1|DSIM	LOC118511959|XP_035911574.1|ASTE
OG0001911	LOC6727805|XP_039151898.1|DSIM	LOC118502984|XP_035891662.1|ASTE
OG0001912	LOC6734590|XP_002081598.1|DSIM	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE
OG0001914	LOC6729375|XP_039151825.1|DSIM	LOC118503589|XP_035892926.1|ASTE
OG0001915	LOC6736468|XP_016030007.1|DSIM	LOC118512060|XP_035911813.1|ASTE
OG0001916	LOC6735204|XP_016028483.1|DSIM	LOC118511475|XP_035910503.1|ASTE
OG0001917	LOC27206240|XP_016030858.1|DSIM	LOC118513127|XP_035914437.1|ASTE
OG0001918	LOC6736769|XP_002083625.2|DSIM	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE
OG0001919	LOC6734628|XP_016027789.2|DSIM	LOC118512184|XP_035912168.1|ASTE
OG0001920	LOC6734412|XP_016029686.1|DSIM	LOC118512170|XP_035912147.1|ASTE
OG0001921	LOC6734325|XP_002081348.1|DSIM	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE
OG0001922	LOC6735782|XP_016029158.1|DSIM	LOC118512105|XP_035911969.1|ASTE
OG0001924	LOC6739824|XP_039147404.1|DSIM	LOC118512164|XP_035912136.1|ASTE
OG0001926	LOC6739625|XP_016030984.1|DSIM	LOC118510487|XP_035908262.1|ASTE
OG0001927	LOC6734161|XP_002081190.1|DSIM	LOC118510530|XP_035908368.1|ASTE
OG0001928	LOC27207739|XP_016031351.1|DSIM	LOC118510560|XP_035908437.1|ASTE
OG0001929	LOC6737554|XP_039149718.1|DSIM	LOC118510461|XP_035908189.1|ASTE
OG0001930	LOC6735135|XP_016028418.1|DSIM	LOC118508898|XP_035904629.1|ASTE
OG0001932	LOC6737614|XP_039149895.1|DSIM	LOC118510460|XP_035908185.1|ASTE
OG0001933	LOC6734927|XP_002081924.1|DSIM	LOC118509537|XP_035906156.1|ASTE
OG0001934	LOC6737550|XP_016031335.2|DSIM	LOC118509431|XP_035905913.1|ASTE
OG0001935	LOC6738265|XP_002085076.1|DSIM	LOC118513097|XP_035914391.1|ASTE
OG0001937	LOC6734595|XP_016027719.1|DSIM	LOC118509494|XP_035906042.1|ASTE
OG0001938	LOC6733971|XP_002081015.1|DSIM	LOC118509934|XP_035907157.1|ASTE
OG0001939	LOC6735463|XP_002082402.2|DSIM	LOC118509773|XP_035906805.1|ASTE
OG0001940	LOC6733426|XP_016026374.1|DSIM	LOC118509670|XP_035906552.1|ASTE
OG0001941	LOC120284757|XP_039149394.1|DSIM, LOC6734415|XP_039149386.1|DSIM	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE
OG0001942	LOC6733281|XP_016026178.1|DSIM	LOC118511431|XP_035910415.1|ASTE
OG0001943	LOC27206219|XP_016032140.1|DSIM	LOC118511442|XP_035910434.1|ASTE
OG0001944	LOC6736203|XP_016029644.1|DSIM	LOC118514250|XP_035916857.1|ASTE
OG0001945	LOC6733441|XP_039147236.1|DSIM	LOC118511792|XP_035911212.1|ASTE
OG0001946	LOC6733389|XP_002080446.1|DSIM	LOC118511383|XP_035910283.1|ASTE
OG0001947	LOC6734999|XP_002081981.1|DSIM	LOC118511381|XP_035910279.1|ASTE
OG0001948	LOC6726341|XP_016039915.1|DSIM	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE
OG0001949	LOC6738968|XP_039149067.1|DSIM	LOC118514380|XP_035917147.1|ASTE
OG0001950	LOC6726821|XP_016033322.1|DSIM	LOC118509618|XP_035906343.1|ASTE
OG0001951	LOC6735756|XP_016029121.2|DSIM	LOC118510328|XP_035907866.1|ASTE
OG0001952	LOC6725076|XP_002106104.1|DSIM	LOC118511327|XP_035910146.1|ASTE
OG0001953	LOC6739488|XP_039147535.1|DSIM	LOC118514332|XP_035917032.1|ASTE
OG0001954	LOC6733830|XP_016026824.1|DSIM	LOC118509514|XP_035906101.1|ASTE
OG0001955	LOC6733876|XP_002080920.1|DSIM	LOC118509453|XP_035905966.1|ASTE
OG0001956	LOC6737197|XP_002084043.1|DSIM	LOC118510369|XP_035907982.1|ASTE
OG0001957	LOC6735527|XP_016028871.1|DSIM	LOC118514359|XP_035917074.1|ASTE
OG0001958	LOC6735125|XP_039147429.1|DSIM	LOC118512020|XP_035911693.1|ASTE
OG0001959	LOC6738838|XP_002085638.2|DSIM	LOC118510433|XP_035908103.1|ASTE
OG0001960	LOC6736351|XP_016029825.1|DSIM	LOC118513135|XP_035914454.1|ASTE
OG0001961	LOC6736140|XP_016029530.1|DSIM	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE
OG0001962	LOC6733437|XP_002080494.3|DSIM	LOC118509688|XP_035906633.1|ASTE
OG0001963	LOC6738384|XP_016032210.1|DSIM	LOC118514231|XP_035916827.1|ASTE
OG0001964	LOC6737131|XP_016030763.1|DSIM	LOC118511307|XP_035910111.1|ASTE
OG0001966	LOC6727694|XP_002103056.2|DSIM	LOC118509748|XP_035906772.1|ASTE
OG0001967	LOC6735510|XP_016028841.1|DSIM	LOC118509246|XP_035905461.1|ASTE
OG0001968	LOC6737572|XP_002084405.1|DSIM	LOC118514627|XP_035917518.1|ASTE
OG0001969	LOC6733386|XP_039148675.1|DSIM	LOC118511846|XP_035911283.1|ASTE
OG0001970	LOC6735761|XP_016029131.1|DSIM	LOC118511519|XP_035910600.1|ASTE
OG0001971	LOC6735335|XP_016028677.1|DSIM	LOC118511337|XP_035910163.1|ASTE
OG0001972	LOC6733146|XP_002080222.1|DSIM	LOC118511336|XP_035910162.1|ASTE
OG0001973	LOC6735883|XP_016029240.1|DSIM	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE
OG0001974	LOC6733699|XP_002080746.1|DSIM	LOC118512000|XP_035911635.1|ASTE
OG0001975	LOC6736472|XP_002083343.1|DSIM	LOC118512279|XP_035912384.1|ASTE
OG0001976	LOC6739401|XP_002076307.1|DSIM	LOC118503366|XP_035892456.1|ASTE
OG0001977	LOC6731249|XP_016023787.1|DSIM	LOC118511744|XP_035911094.1|ASTE
OG0001978	LOC6732646|XP_002079763.1|DSIM	LOC118511110|XP_035909728.1|ASTE
OG0001979	LOC6731400|XP_002078553.1|DSIM	LOC118511116|XP_035909734.1|ASTE
OG0001980	LOC6730397|XP_002077579.1|DSIM	LOC118513565|XP_035915386.1|ASTE
OG0001982	LOC27207519|XP_016022786.1|DSIM	LOC118509169|XP_035905321.1|ASTE
OG0001983	LOC27208878|XP_039149301.1|DSIM	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE
OG0001984	LOC6731169|XP_002078327.1|DSIM	LOC118511044|XP_035909534.1|ASTE
OG0001985	LOC6731655|XP_016024337.1|DSIM	LOC118509326|XP_035905680.1|ASTE
OG0001986	LOC27207907|XP_016023821.1|DSIM	LOC118512643|XP_035913247.1|ASTE
OG0001987	LOC27207378|XP_016037575.1|DSIM	LOC118507975|XP_035903207.1|ASTE
OG0001988	LOC6734903|XP_016028176.1|DSIM	LOC118513408|XP_035915005.1|ASTE
OG0001989	LOC6730492|XP_002077673.2|DSIM	LOC118513235|XP_035914679.1|ASTE
OG0001990	LOC6731831|XP_016024513.1|DSIM	LOC118512435|XP_035912789.1|ASTE
OG0001991	LOC27206899|XP_039154520.1|DSIM	LOC118512974|XP_035914095.1|ASTE
OG0001992	LOC6732072|XP_016024742.2|DSIM	LOC118511266|XP_035910029.1|ASTE
OG0001993	LOC6731218|XP_002078377.1|DSIM	LOC118512545|XP_035913013.1|ASTE
OG0001994	LOC6727328|XP_016033856.1|DSIM	LOC118511659|XP_035910900.1|ASTE
OG0001995	LOC6732820|XP_002079933.1|DSIM	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE
OG0001996	LOC6731072|XP_039149693.1|DSIM	LOC118512512|XP_035912922.1|ASTE
OG0001997	LOC6736125|XP_002083025.1|DSIM	LOC118513345|XP_035914866.1|ASTE
OG0001998	LOC6736127|XP_002083027.1|DSIM	LOC118512548|XP_035913021.1|ASTE
OG0001999	LOC6733832|XP_039148756.1|DSIM	LOC118508967|XP_035904805.1|ASTE
OG0002000	LOC6731482|XP_002078631.1|DSIM	LOC118513738|XP_035915788.1|ASTE
OG0002001	LOC6732654|XP_016025368.2|DSIM	LOC118514686|XP_035917625.1|ASTE
OG0002002	LOC6734159|XP_002081188.1|DSIM	LOC118514563|XP_035917455.1|ASTE
OG0002003	LOC27207690|XP_016024252.1|DSIM	LOC118511610|XP_035910791.1|ASTE
OG0002004	LOC6732619|XP_016025327.1|DSIM	LOC118512585|XP_035913108.1|ASTE
OG0002005	LOC6732489|XP_039154416.1|DSIM	LOC118511777|XP_035911165.1|ASTE
OG0002006	LOC6731360|XP_039147199.1|DSIM	LOC118514508|XP_035917337.1|ASTE
OG0002008	LOC27207557|XP_016037384.1|DSIM	LOC118512608|XP_035913173.1|ASTE
OG0002009	LOC6735777|XP_002082690.1|DSIM	LOC118513696|XP_035915713.1|ASTE
OG0002010	LOC6731578|XP_002078719.2|DSIM	LOC118517126|XP_035918881.1|ASTE, LOC118513710|XP_035915736.1|ASTE
OG0002011	LOC6732900|XP_016025622.1|DSIM	LOC118513808|XP_035915910.1|ASTE
OG0002012	LOC6731058|XP_002078217.3|DSIM	LOC118510849|XP_035909072.1|ASTE
OG0002013	LOC6732772|XP_039147050.1|DSIM	LOC118513328|XP_035914829.1|ASTE
OG0002014	LOC6735483|XP_016028818.1|DSIM	LOC118509890|XP_035907029.1|ASTE, LOC118509889|XP_035907028.1|ASTE, LOC118509884|XP_035907017.1|ASTE
OG0002015	LOC6731390|XP_002078543.1|DSIM	LOC118513006|XP_035914160.1|ASTE
OG0002016	LOC6733629|XP_016026590.1|DSIM	LOC118513208|XP_035914607.1|ASTE
OG0002017	LOC6731889|XP_039154308.1|DSIM	LOC118512972|XP_035914092.1|ASTE
OG0002018	LOC6731219|XP_016023760.1|DSIM	LOC118510770|XP_035908923.1|ASTE
OG0002019	LOC6732086|XP_002079218.2|DSIM	LOC118510741|XP_035908861.1|ASTE
OG0002020	LOC6739250|XP_016025539.1|DSIM	LOC118509949|XP_035907173.1|ASTE
OG0002021	LOC6735508|XP_016028840.1|DSIM	LOC118509945|XP_035907170.1|ASTE
OG0002022	LOC6733034|XP_016025721.1|DSIM	LOC118506403|XP_035899361.1|ASTE
OG0002023	LOC6728274|XP_039150914.1|DSIM	LOC118514075|XP_035916494.1|ASTE, LOC118514074|XP_035916493.1|ASTE
OG0002024	LOC6731778|XP_002078913.1|DSIM	LOC118510711|XP_035908803.1|ASTE
OG0002025	LOC6731976|XP_039148436.1|DSIM	LOC118510667|XP_035908700.1|ASTE
OG0002026	LOC6739094|XP_039149850.1|DSIM, LOC120284800|XP_039149851.1|DSIM	LOC118505323|XP_035896859.1|ASTE
OG0002027	LOC6735712|XP_016029086.1|DSIM	LOC118505612|XP_035897545.1|ASTE
OG0002028	LOC6735947|XP_016029298.1|DSIM	LOC118505621|XP_035897576.1|ASTE
OG0002029	LOC6736901|XP_002083754.1|DSIM	LOC118505201|XP_035896575.1|ASTE
OG0002030	LOC6736095|XP_016029490.1|DSIM	LOC118511575|XP_035910713.1|ASTE
OG0002031	LOC6734383|XP_016027504.1|DSIM	LOC118512378|XP_035912638.1|ASTE
OG0002032	LOC6727228|XP_002102620.3|DSIM	LOC118517050|XP_035918791.1|ASTE, LOC118508330|XP_035903892.1|ASTE
OG0002033	LOC6725630|XP_039153548.1|DSIM	LOC118506726|XP_035900150.1|ASTE
OG0002034	LOC27207764|XP_016037637.2|DSIM	LOC118502758|XP_035891223.1|ASTE
OG0002035	LOC6728909|XP_002104239.2|DSIM	LOC118505534|XP_035897342.1|ASTE
OG0002036	LOC6728706|XP_016035373.2|DSIM	LOC118506749|XP_035900224.1|ASTE
OG0002037	LOC27207182|XP_016030378.1|DSIM	LOC118504715|XP_035895445.1|ASTE
OG0002038	LOC6727373|XP_002102758.1|DSIM	LOC118504932|XP_035895918.1|ASTE
OG0002039	LOC27208877|XP_016025917.2|DSIM, LOC27208205|XP_016025878.1|DSIM	LOC118504935|XP_035895925.1|ASTE
OG0002040	LOC120284217|XP_039154244.1|DSIM, LOC27206198|XP_039154242.1|DSIM	LOC118505123|XP_035896330.1|ASTE
OG0002041	LOC6733574|XP_016026524.1|DSIM	LOC118507060|XP_035900921.1|ASTE
OG0002042	LOC6727069|XP_002102466.1|DSIM	LOC118515263|XP_035917841.1|ASTE, LOC118508265|XP_035903789.1|ASTE
OG0002043	LOC6726871|XP_002102273.1|DSIM	LOC118504219|XP_035894318.1|ASTE
OG0002044	LOC6739760|XP_039151026.1|DSIM	LOC118506888|XP_035900545.1|ASTE
OG0002045	LOC6739699|XP_016035602.2|DSIM	LOC118506722|XP_035900142.1|ASTE
OG0002046	LOC6724736|XP_002105779.1|DSIM	LOC118507696|XP_035902443.1|ASTE
OG0002047	LOC6740235|XP_039153822.1|DSIM	LOC118506552|XP_035899749.1|ASTE
OG0002048	LOC6728392|XP_002103740.2|DSIM	LOC118507584|XP_035902138.1|ASTE
OG0002049	LOC6728517|XP_016035172.2|DSIM	LOC118507942|XP_035903153.1|ASTE
OG0002050	LOC6727915|XP_039150663.1|DSIM	LOC118502660|XP_035891005.1|ASTE
OG0002051	LOC27208216|XP_016027029.1|DSIM	LOC118502580|XP_035890812.1|ASTE
OG0002053	LOC6739701|XP_039151298.1|DSIM	LOC118505802|XP_035898030.1|ASTE
OG0002054	LOC6726853|XP_002102255.2|DSIM	LOC118503254|XP_035892186.1|ASTE
OG0002055	LOC6728446|XP_016035057.1|DSIM	LOC118506162|XP_035898827.1|ASTE
OG0002056	LOC6737838|XP_002084666.2|DSIM	LOC118506167|XP_035898831.1|ASTE
OG0002057	LOC6731841|XP_002078976.1|DSIM	LOC118516392|XP_035918148.1|ASTE, LOC118502524|XP_035890681.1|ASTE
OG0002058	LOC6736210|XP_002083105.1|DSIM	LOC118516398|XP_035918156.1|ASTE, LOC118502527|XP_035890684.1|ASTE
OG0002059	LOC6729620|XP_002104928.1|DSIM	LOC118502526|XP_035890683.1|ASTE, LOC118516397|XP_035918155.1|ASTE, LOC118510222|XP_035907684.1|ASTE
OG0002060	LOC6734527|XP_016027644.1|DSIM	LOC118504319|XP_035894538.1|ASTE
OG0002061	LOC6736012|XP_016029388.1|DSIM	LOC118504320|XP_035894539.1|ASTE
OG0002062	LOC6726599|XP_016040272.1|DSIM	LOC118515204|XP_035917793.1|ASTE, LOC118515205|XP_035917794.1|ASTE, LOC118515211|XP_035917799.1|ASTE, LOC118515203|XP_035917792.1|ASTE, LOC118502555|XP_035890751.1|ASTE, LOC118515212|XP_035917800.1|ASTE, LOC118515129|XP_035917704.1|ASTE, LOC118515185|XP_035917777.1|ASTE
OG0002063	LOC6725296|XP_002106315.2|DSIM	LOC118502562|XP_035890777.1|ASTE
OG0002064	LOC27206253|XP_039149593.1|DSIM	LOC118506846|XP_035900463.1|ASTE
OG0002065	LOC6736522|XP_016030107.1|DSIM	LOC118505157|XP_035896444.1|ASTE
OG0002066	LOC6727872|XP_016034465.1|DSIM	LOC118503644|XP_035893041.1|ASTE
OG0002067	LOC6735946|XP_002082855.1|DSIM	LOC118505857|XP_035898130.1|ASTE
OG0002068	LOC6735143|XP_002082120.2|DSIM	LOC118510936|XP_035909263.1|ASTE
OG0002069	LOC27208881|XP_016025964.1|DSIM	LOC118506005|XP_035898483.1|ASTE
OG0002070	LOC6728589|XP_002103930.1|DSIM	LOC118506014|XP_035898493.1|ASTE
OG0002071	LOC6729504|XP_016036177.1|DSIM	LOC118507225|XP_035901278.1|ASTE
OG0002072	LOC6734692|XP_016027890.1|DSIM	LOC118507929|XP_035903125.1|ASTE
OG0002073	LOC6738107|XP_016031936.1|DSIM	LOC118503423|XP_035892555.1|ASTE
OG0002074	LOC6734586|XP_002081594.1|DSIM	LOC118507274|XP_035901471.1|ASTE
OG0002075	LOC27208875|XP_016024027.1|DSIM	LOC118508102|XP_035903478.1|ASTE
OG0002076	LOC6735790|XP_016029164.1|DSIM	LOC118504187|XP_035894253.1|ASTE
OG0002077	LOC6736295|XP_016029774.1|DSIM	LOC118512370|XP_035912613.1|ASTE
OG0002078	LOC6734373|XP_016027451.1|DSIM	LOC118507408|XP_035901762.1|ASTE
OG0002079	LOC6738801|XP_016032612.1|DSIM	LOC118505316|XP_035896853.1|ASTE
OG0002080	LOC6734867|XP_016028129.1|DSIM	LOC118506143|XP_035898783.1|ASTE
OG0002081	LOC6736031|XP_016029425.1|DSIM	LOC118503442|XP_035892599.1|ASTE
OG0002082	LOC6734812|XP_016028030.1|DSIM	LOC118506034|XP_035898546.1|ASTE
OG0002083	LOC6739950|XP_039152513.1|DSIM	LOC118509900|XP_035907048.1|ASTE
OG0002084	LOC6735856|XP_002082766.2|DSIM	LOC118507329|XP_035901611.1|ASTE
OG0002086	LOC27208273|XP_016028957.1|DSIM	LOC118507183|XP_035901148.1|ASTE
OG0002087	LOC6738754|XP_016032565.1|DSIM	LOC118512331|XP_035912499.1|ASTE
OG0002088	LOC6738878|XP_016032698.1|DSIM	LOC118505278|XP_035896740.1|ASTE
OG0002089	LOC6733593|XP_016026553.1|DSIM	LOC118505914|XP_035898267.1|ASTE
OG0002090	LOC6737913|XP_016031685.1|DSIM	LOC118505956|XP_035898382.1|ASTE
OG0002091	LOC6736037|XP_002082939.1|DSIM	LOC118507396|XP_035901742.1|ASTE
OG0002092	LOC6738330|XP_016032176.1|DSIM	LOC118504180|XP_035894225.1|ASTE
OG0002093	LOC6735668|XP_016029033.1|DSIM	LOC118504179|XP_035894224.1|ASTE
OG0002094	LOC6735957|XP_002082866.1|DSIM	LOC118503055|XP_035891813.1|ASTE
OG0002095	LOC6731597|XP_002078738.1|DSIM, LOC27207716|XP_016040062.1|DSIM	LOC118503944|XP_035893714.1|ASTE
OG0002096	LOC6734491|XP_039148502.1|DSIM	LOC118503857|XP_035893462.1|ASTE
OG0002097	LOC6733737|XP_016026703.1|DSIM	LOC118507103|XP_035900999.1|ASTE
OG0002098	LOC6739032|XP_016032871.1|DSIM	LOC118508223|XP_035903705.1|ASTE, LOC118508221|XP_035903702.1|ASTE
OG0002099	LOC6728944|XP_002104272.1|DSIM	LOC118504082|XP_035894043.1|ASTE
OG0002100	LOC6738151|XP_016031982.2|DSIM	LOC118503359|XP_035892444.1|ASTE, LOC118503358|XP_035892443.1|ASTE
OG0002101	LOC6733526|XP_039148618.1|DSIM	LOC118507399|XP_035901746.1|ASTE
OG0002102	LOC6735372|XP_016028701.1|DSIM	LOC118503731|XP_035893238.1|ASTE
OG0002103	LOC6739698|XP_016035627.2|DSIM	LOC118503304|XP_035892315.1|ASTE
OG0002117	LOC6735264|XP_002082234.1|DSIM	LOC118505507|XP_035897285.1|ASTE
OG0002118	LOC6739812|XP_039150279.1|DSIM	LOC118502971|XP_035891638.1|ASTE
OG0002119	LOC6729516|XP_016036189.1|DSIM	LOC118503759|XP_035893315.1|ASTE
OG0002120	LOC6724743|XP_016037431.1|DSIM	LOC118509540|XP_035906173.1|ASTE
OG0002121	LOC6730033|XP_016036798.1|DSIM	LOC118503831|XP_035893435.1|ASTE
OG0002123	LOC6731397|XP_016024014.1|DSIM	LOC118505667|XP_035897689.1|ASTE
OG0002124	LOC6726348|XP_002107308.1|DSIM	LOC118510740|XP_035908865.1|ASTE
OG0002125	LOC6734570|XP_039148662.1|DSIM	LOC118517608|XP_035919800.1|ASTE
OG0002126	LOC6738909|XP_002085704.1|DSIM	LOC118506343|XP_035899224.1|ASTE
OG0002127	LOC27208333|XP_039154086.1|DSIM	LOC118503477|XP_035892669.1|ASTE
OG0002128	LOC6726361|XP_016039940.1|DSIM	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE
OG0002129	LOC6727529|XP_016034108.1|DSIM	LOC118508956|XP_035904776.1|ASTE
OG0002130	LOC6739914|XP_002076802.2|DSIM	LOC118508139|XP_035903554.1|ASTE
OG0002131	LOC6727580|XP_002102959.1|DSIM	LOC118511581|XP_035910724.1|ASTE
OG0002132	LOC6731746|XP_016024420.1|DSIM	LOC118513214|XP_035914621.1|ASTE
OG0002133	LOC6732098|XP_002079230.2|DSIM, LOC6725796|XP_002106793.1|DSIM	LOC118513258|XP_035914750.1|ASTE
OG0002134	LOC6726267|XP_002107229.2|DSIM	LOC118502713|XP_035891161.1|ASTE
OG0002135	LOC6725410|XP_016038484.1|DSIM	LOC118504575|XP_035895115.1|ASTE
OG0002136	LOC6730133|XP_016036900.1|DSIM	LOC118517379|XP_035919295.1|ASTE
OG0002137	LOC27206480|XP_016035953.1|DSIM	LOC118517358|XP_035919259.1|ASTE
OG0002138	LOC6726314|XP_016039864.1|DSIM	LOC118508588|XP_035904388.1|ASTE
OG0002139	LOC6725055|XP_039152241.1|DSIM	LOC118508612|XP_035904390.1|ASTE
OG0002140	LOC6740037|XP_016038646.1|DSIM	LOC118513209|XP_035914618.1|ASTE
OG0002141	LOC6739171|XP_016033041.1|DSIM	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE
OG0002142	LOC6726685|XP_002102096.1|DSIM	LOC118505402|XP_035897035.1|ASTE
OG0002143	LOC6730540|XP_016022991.1|DSIM	LOC118510683|XP_035908745.1|ASTE
OG0002144	LOC6724710|XP_039152013.1|DSIM	LOC118517416|XP_035919416.1|ASTE
OG0002145	LOC6727367|XP_016033907.1|DSIM	LOC118517448|XP_035919487.1|ASTE
OG0002146	LOC6726687|XP_002102098.1|DSIM	LOC118502808|XP_035891343.1|ASTE
OG0002147	LOC6740064|XP_039153929.1|DSIM	LOC118517475|XP_035919553.1|ASTE
OG0002148	LOC27209428|XP_016030222.1|DSIM	LOC118504345|XP_035894605.1|ASTE
OG0002149	LOC6724732|XP_039152114.1|DSIM	LOC118517464|XP_035919525.1|ASTE
OG0002150	LOC6740135|XP_016039362.1|DSIM	LOC118506059|XP_035898599.1|ASTE
OG0002151	LOC6731830|XP_016024512.1|DSIM	LOC118511205|XP_035909879.1|ASTE
