Orthogroup	DSIM.longest_only	HILL.longest_only
OG0001856	LOC27206345|XP_016038609.1|DSIM	LOC119656794|XP_037919330.1|HILL
OG0001857	LOC6740541|XP_016040168.1|DSIM	LOC119658348|XP_037921631.1|HILL
OG0001858	LOC6740206|XP_016022758.1|DSIM	LOC119658315|XP_037921567.1|HILL
OG0001859	LOC120285321|XP_039153174.1|DSIM, LOC6726614|XP_039153175.1|DSIM	LOC119656734|XP_037919204.1|HILL
OG0001860	LOC6738547|XP_016032396.1|DSIM	LOC119648757|XP_037906511.1|HILL
OG0001861	LOC6725914|XP_016039276.1|DSIM, LOC6729784|XP_002105089.2|DSIM	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL
OG0001862	LOC6726557|XP_016040227.1|DSIM	LOC119656726|XP_037919181.1|HILL, LOC119656727|XP_037919183.1|HILL
OG0001863	LOC6725886|XP_002106881.1|DSIM	LOC119657322|XP_037920111.1|HILL
OG0001864	LOC6728060|XP_016034672.1|DSIM	LOC119661721|XP_037927106.1|HILL
OG0001865	LOC6726200|XP_039152449.1|DSIM	LOC119657944|XP_037921064.1|HILL
OG0001866	LOC6728263|XP_039150828.1|DSIM	LOC119659495|XP_037923540.1|HILL
OG0001867	LOC6738476|XP_016032320.1|DSIM	LOC119647424|XP_037904251.1|HILL
OG0001868	LOC6733059|XP_016025744.1|DSIM	LOC119652674|XP_037912867.1|HILL
OG0001869	LOC6727262|XP_039150747.1|DSIM	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL
OG0001870	LOC6725226|XP_002106248.1|DSIM	LOC119646980|XP_037903618.1|HILL
OG0001871	LOC6725683|XP_002106687.1|DSIM	LOC119657333|XP_037920130.1|HILL, LOC119657197|XP_037919930.1|HILL, LOC119657102|XP_037919785.1|HILL, LOC119657440|XP_037920276.1|HILL, LOC119657585|XP_037920492.1|HILL, LOC119657304|XP_037920092.1|HILL
OG0001872	LOC6730224|XP_016036976.1|DSIM	LOC119657360|XP_037920160.1|HILL
OG0001873	LOC6726643|XP_016033131.1|DSIM	LOC119652394|XP_037912429.1|HILL
OG0001874	LOC6729519|XP_002104827.1|DSIM	LOC119657327|XP_037920118.1|HILL
OG0001875	LOC6730277|XP_016037043.1|DSIM	LOC119646791|XP_037903303.1|HILL
OG0001876	LOC27209364|XP_016039447.1|DSIM	LOC119658387|XP_037921683.1|HILL
OG0001877	LOC6724969|XP_016037913.1|DSIM	LOC119657237|XP_037919979.1|HILL
OG0001878	LOC6728224|XP_016034863.1|DSIM	LOC119656553|XP_037918847.1|HILL
OG0001879	LOC6729526|XP_016036204.1|DSIM	LOC119658469|XP_037921815.1|HILL
OG0001880	LOC6727499|XP_002102879.2|DSIM	LOC119653041|XP_037913425.1|HILL, LOC119651221|XP_037910605.1|HILL
OG0001881	LOC6727184|XP_002102576.1|DSIM	LOC119658476|XP_037921841.1|HILL
OG0001882	LOC27207590|XP_016036528.1|DSIM	LOC119657673|XP_037920627.1|HILL
OG0001883	LOC6729190|XP_016035841.1|DSIM	LOC119651092|XP_037910374.1|HILL
OG0001884	LOC6727281|XP_039150422.1|DSIM	LOC119650850|XP_037909924.1|HILL
OG0001885	LOC27206507|XP_016024731.1|DSIM	LOC119657133|XP_037919832.1|HILL
OG0001886	LOC6728797|XP_002104132.1|DSIM	LOC119651262|XP_037910690.1|HILL
OG0001887	LOC6739378|XP_002076286.1|DSIM	LOC119654633|XP_037916033.1|HILL
OG0001888	LOC6726779|XP_002102187.1|DSIM	LOC119646671|XP_037903129.1|HILL
OG0001889	LOC6725500|XP_002106514.2|DSIM	LOC119656485|XP_037918737.1|HILL
OG0001890	LOC6738852|XP_016032670.1|DSIM	LOC119651162|XP_037910508.1|HILL
OG0001891	LOC6727349|XP_016033876.1|DSIM	LOC119652430|XP_037912482.1|HILL
OG0001892	LOC6740360|XP_016033113.1|DSIM	LOC119650670|XP_037909548.1|HILL
OG0001893	LOC6739775|XP_002076668.2|DSIM	LOC119652824|XP_037913081.1|HILL
OG0001894	LOC6733438|XP_016026387.1|DSIM	LOC119652620|XP_037912792.1|HILL
OG0001895	LOC6724730|XP_039152122.1|DSIM	LOC119658873|XP_037922570.1|HILL
OG0001897	LOC6728674|XP_016035340.1|DSIM	LOC119656602|XP_037918959.1|HILL
OG0001898	LOC27209153|XP_039153571.1|DSIM, LOC120284223|XP_039153575.1|DSIM	LOC119658001|XP_037921149.1|HILL
OG0001899	LOC6727528|XP_016034104.1|DSIM	LOC119651575|XP_037911139.1|HILL
OG0001900	LOC6738710|XP_002085511.1|DSIM	LOC119648331|XP_037905953.1|HILL
OG0001901	LOC6731241|XP_016023781.1|DSIM	LOC119651068|XP_037910333.1|HILL
OG0001902	LOC120285683|XP_039154265.1|DSIM, LOC27206887|XP_039154264.1|DSIM, LOC27208787|XP_039154212.1|DSIM	LOC119652347|XP_037912302.1|HILL
OG0001903	LOC6726673|XP_016033166.1|DSIM	LOC119652506|XP_037912622.1|HILL
OG0001904	LOC6729900|XP_016036654.2|DSIM	LOC119652679|XP_037912878.1|HILL
OG0001905	LOC6725660|XP_002106667.1|DSIM	LOC119651490|XP_037911032.1|HILL
OG0001906	LOC6727257|XP_016033763.1|DSIM	LOC119650954|XP_037910123.1|HILL, LOC119650953|XP_037910117.1|HILL
OG0001907	LOC6726118|XP_039152921.1|DSIM	LOC119652852|XP_037913137.1|HILL
OG0001908	LOC6729875|XP_016036637.1|DSIM	LOC119651753|XP_037911418.1|HILL
OG0001909	LOC6725475|XP_016038583.1|DSIM	LOC119657004|XP_037919671.1|HILL
OG0001910	LOC6728694|XP_002104030.1|DSIM	LOC119652713|XP_037912926.1|HILL
OG0001911	LOC6727805|XP_039151898.1|DSIM	LOC119651203|XP_037910572.1|HILL
OG0001912	LOC6734590|XP_002081598.1|DSIM	LOC119647546|XP_037904464.1|HILL, LOC119647543|XP_037904461.1|HILL, LOC119647547|XP_037904465.1|HILL, LOC119647548|XP_037904466.1|HILL
OG0001914	LOC6729375|XP_039151825.1|DSIM	LOC119650748|XP_037909758.1|HILL
OG0001915	LOC6736468|XP_016030007.1|DSIM	LOC119649037|XP_037906924.1|HILL
OG0001916	LOC6735204|XP_016028483.1|DSIM	LOC119659318|XP_037923266.1|HILL
OG0001917	LOC27206240|XP_016030858.1|DSIM	LOC119648161|XP_037905664.1|HILL
OG0001918	LOC6736769|XP_002083625.2|DSIM	LOC119648279|XP_037905861.1|HILL
OG0001919	LOC6734628|XP_016027789.2|DSIM	LOC119661109|XP_037926233.1|HILL, LOC119660811|XP_037925584.1|HILL
OG0001920	LOC6734412|XP_016029686.1|DSIM	LOC119650198|XP_037908693.1|HILL
OG0001921	LOC6734325|XP_002081348.1|DSIM	LOC119650073|XP_037908499.1|HILL
OG0001922	LOC6735782|XP_016029158.1|DSIM	LOC119650082|XP_037908513.1|HILL
OG0001923	LOC6737075|XP_039150258.1|DSIM	LOC119650384|XP_037909052.1|HILL
OG0001924	LOC6739824|XP_039147404.1|DSIM	LOC119647996|XP_037905309.1|HILL
OG0001925	LOC27208441|XP_016030499.1|DSIM	LOC119649855|XP_037908139.1|HILL, LOC119650048|XP_037908461.1|HILL
OG0001926	LOC6739625|XP_016030984.1|DSIM	LOC119649480|XP_037907577.1|HILL
OG0001927	LOC6734161|XP_002081190.1|DSIM	LOC119646736|XP_037903241.1|HILL
OG0001928	LOC27207739|XP_016031351.1|DSIM	LOC119647619|XP_037904589.1|HILL
OG0001929	LOC6737554|XP_039149718.1|DSIM	LOC119656183|XP_037918461.1|HILL, LOC119647768|XP_037904830.1|HILL
OG0001930	LOC6735135|XP_016028418.1|DSIM	LOC119651261|XP_037910688.1|HILL
OG0001931	LOC6737615|XP_016031392.1|DSIM	LOC119648402|XP_037906072.1|HILL
OG0001932	LOC6737614|XP_039149895.1|DSIM	LOC119648398|XP_037906067.1|HILL
OG0001933	LOC6734927|XP_002081924.1|DSIM	LOC119648765|XP_037906522.1|HILL
OG0001934	LOC6737550|XP_016031335.2|DSIM	LOC119649388|XP_037907437.1|HILL
OG0001935	LOC6738265|XP_002085076.1|DSIM	LOC119648672|XP_037906388.1|HILL, LOC119649360|XP_037907401.1|HILL
OG0001937	LOC6734595|XP_016027719.1|DSIM	LOC119661170|XP_037926313.1|HILL
OG0001938	LOC6733971|XP_002081015.1|DSIM	LOC119661149|XP_037926289.1|HILL
OG0001939	LOC6735463|XP_002082402.2|DSIM	LOC119659184|XP_037923072.1|HILL
OG0001940	LOC6733426|XP_016026374.1|DSIM	LOC119647200|XP_037903942.1|HILL
OG0001941	LOC120284757|XP_039149394.1|DSIM, LOC6734415|XP_039149386.1|DSIM	LOC119648112|XP_037905558.1|HILL
OG0001943	LOC27206219|XP_016032140.1|DSIM	LOC119649455|XP_037907537.1|HILL, LOC119649625|XP_037907788.1|HILL, LOC119649112|XP_037907039.1|HILL
OG0001944	LOC6736203|XP_016029644.1|DSIM	LOC119649745|XP_037907962.1|HILL
OG0001945	LOC6733441|XP_039147236.1|DSIM	LOC119661393|XP_037926646.1|HILL
OG0001946	LOC6733389|XP_002080446.1|DSIM	LOC119653908|XP_037914985.1|HILL
OG0001947	LOC6734999|XP_002081981.1|DSIM	LOC119661314|XP_037926534.1|HILL
OG0001948	LOC6726341|XP_016039915.1|DSIM	LOC119648154|XP_037905653.1|HILL
OG0001949	LOC6738968|XP_039149067.1|DSIM	LOC119649181|XP_037907136.1|HILL
OG0001950	LOC6726821|XP_016033322.1|DSIM	LOC119661016|XP_037926092.1|HILL
OG0001951	LOC6735756|XP_016029121.2|DSIM	LOC119647100|XP_037903799.1|HILL
OG0001952	LOC6725076|XP_002106104.1|DSIM	LOC119659888|XP_037924136.1|HILL
OG0001953	LOC6739488|XP_039147535.1|DSIM	LOC119661457|XP_037926741.1|HILL
OG0001954	LOC6733830|XP_016026824.1|DSIM	LOC119647112|XP_037903819.1|HILL
OG0001955	LOC6733876|XP_002080920.1|DSIM	LOC119647118|XP_037903833.1|HILL
OG0001956	LOC6737197|XP_002084043.1|DSIM	LOC119647496|XP_037904382.1|HILL
OG0001957	LOC6735527|XP_016028871.1|DSIM	LOC119659267|XP_037923194.1|HILL
OG0001958	LOC6735125|XP_039147429.1|DSIM	LOC119661584|XP_037926911.1|HILL
OG0001959	LOC6738838|XP_002085638.2|DSIM	LOC119648719|XP_037906455.1|HILL
OG0001960	LOC6736351|XP_016029825.1|DSIM	LOC119647828|XP_037904996.1|HILL
OG0001961	LOC6736140|XP_016029530.1|DSIM	LOC119661384|XP_037926630.1|HILL
OG0001962	LOC6733437|XP_002080494.3|DSIM	LOC119653650|XP_037914398.1|HILL
OG0001963	LOC6738384|XP_016032210.1|DSIM	LOC119648319|XP_037905928.1|HILL
OG0001964	LOC6737131|XP_016030763.1|DSIM	LOC119648632|XP_037906330.1|HILL, LOC119648643|XP_037906341.1|HILL
OG0001965	LOC6737020|XP_016030643.1|DSIM	LOC119649847|XP_037908129.1|HILL
OG0001966	LOC6727694|XP_002103056.2|DSIM	LOC119646800|XP_037903318.1|HILL
OG0001967	LOC6735510|XP_016028841.1|DSIM	LOC119659887|XP_037924171.1|HILL
OG0001968	LOC6737572|XP_002084405.1|DSIM	LOC119649424|XP_037907499.1|HILL
OG0001969	LOC6733386|XP_039148675.1|DSIM	LOC119661195|XP_037926345.1|HILL
OG0001970	LOC6735761|XP_016029131.1|DSIM	LOC119648481|XP_037906174.1|HILL
OG0001971	LOC6735335|XP_016028677.1|DSIM	LOC119655219|XP_037916926.1|HILL
OG0001972	LOC6733146|XP_002080222.1|DSIM	LOC119659168|XP_037923047.1|HILL
OG0001973	LOC6735883|XP_016029240.1|DSIM	LOC119646351|XP_037902713.1|HILL
OG0001974	LOC6733699|XP_002080746.1|DSIM	LOC119646579|XP_037902999.1|HILL
OG0001975	LOC6736472|XP_002083343.1|DSIM	LOC119648358|XP_037905999.1|HILL
OG0001976	LOC6739401|XP_002076307.1|DSIM	LOC119654729|XP_037916185.1|HILL
OG0001978	LOC6732646|XP_002079763.1|DSIM	LOC119646769|XP_037903279.1|HILL
OG0001979	LOC6731400|XP_002078553.1|DSIM	LOC119661563|XP_037926885.1|HILL
OG0001980	LOC6730397|XP_002077579.1|DSIM	LOC119649846|XP_037908130.1|HILL
OG0001981	LOC6731069|XP_016023589.1|DSIM	LOC119653257|XP_037913793.1|HILL
OG0001982	LOC27207519|XP_016022786.1|DSIM	LOC119651562|XP_037911123.1|HILL
OG0001983	LOC27208878|XP_039149301.1|DSIM	LOC119660966|XP_037925954.1|HILL
OG0001984	LOC6731169|XP_002078327.1|DSIM	LOC119651214|XP_037910593.1|HILL
OG0001985	LOC6731655|XP_016024337.1|DSIM	LOC119650304|XP_037908878.1|HILL
OG0001986	LOC27207907|XP_016023821.1|DSIM	LOC119647314|XP_037904168.1|HILL
OG0001987	LOC27207378|XP_016037575.1|DSIM	LOC119660727|XP_037925308.1|HILL
OG0001988	LOC6734903|XP_016028176.1|DSIM	LOC119661433|XP_037926706.1|HILL
OG0001989	LOC6730492|XP_002077673.2|DSIM	LOC119651051|XP_037910305.1|HILL, LOC119652146|XP_037912018.1|HILL
OG0001990	LOC6731831|XP_016024513.1|DSIM	LOC119653176|XP_037913650.1|HILL, LOC119652300|XP_037912228.1|HILL
OG0001991	LOC27206899|XP_039154520.1|DSIM	LOC119646940|XP_037903558.1|HILL
OG0001992	LOC6732072|XP_016024742.2|DSIM	LOC119647247|XP_037904053.1|HILL
OG0001993	LOC6731218|XP_002078377.1|DSIM	LOC119651039|XP_037910285.1|HILL
OG0001994	LOC6727328|XP_016033856.1|DSIM	LOC119661576|XP_037926903.1|HILL
OG0001995	LOC6732820|XP_002079933.1|DSIM	LOC119652957|XP_037913281.1|HILL
OG0001996	LOC6731072|XP_039149693.1|DSIM	LOC119646634|XP_037903074.1|HILL
OG0001997	LOC6736125|XP_002083025.1|DSIM	LOC119661401|XP_037926657.1|HILL
OG0001998	LOC6736127|XP_002083027.1|DSIM	LOC119646269|XP_037902604.1|HILL
OG0001999	LOC6733832|XP_039148756.1|DSIM	LOC119654824|XP_037916320.1|HILL
OG0002000	LOC6731482|XP_002078631.1|DSIM	LOC119657620|XP_037920554.1|HILL
OG0002001	LOC6732654|XP_016025368.2|DSIM	LOC119651608|XP_037911192.1|HILL
OG0002002	LOC6734159|XP_002081188.1|DSIM	LOC119646462|XP_037902838.1|HILL
OG0002003	LOC27207690|XP_016024252.1|DSIM	LOC119653100|XP_037913542.1|HILL, LOC119651921|XP_037911677.1|HILL
OG0002004	LOC6732619|XP_016025327.1|DSIM	LOC119652691|XP_037912896.1|HILL
OG0002005	LOC6732489|XP_039154416.1|DSIM	LOC119652676|XP_037912873.1|HILL
OG0002006	LOC6731360|XP_039147199.1|DSIM	LOC119652692|XP_037912901.1|HILL
OG0002007	LOC6731492|XP_016024169.1|DSIM	LOC119647145|XP_037903867.1|HILL
OG0002008	LOC27207557|XP_016037384.1|DSIM	LOC119660773|XP_037925469.1|HILL
OG0002009	LOC6735777|XP_002082690.1|DSIM	LOC119661080|XP_037926200.1|HILL
OG0002010	LOC6731578|XP_002078719.2|DSIM	LOC119652866|XP_037913151.1|HILL
OG0002011	LOC6732900|XP_016025622.1|DSIM	LOC119646725|XP_037903232.1|HILL
OG0002012	LOC6731058|XP_002078217.3|DSIM	LOC119656680|XP_037919095.1|HILL
OG0002013	LOC6732772|XP_039147050.1|DSIM	LOC119650589|XP_037909361.1|HILL
OG0002014	LOC6735483|XP_016028818.1|DSIM	LOC119650239|XP_037908753.1|HILL, LOC119650220|XP_037908725.1|HILL
OG0002015	LOC6731390|XP_002078543.1|DSIM	LOC119646430|XP_037902808.1|HILL
OG0002016	LOC6733629|XP_016026590.1|DSIM	LOC119646971|XP_037903601.1|HILL
OG0002017	LOC6731889|XP_039154308.1|DSIM	LOC119651134|XP_037910456.1|HILL
OG0002018	LOC6731219|XP_016023760.1|DSIM	LOC119651428|XP_037910953.1|HILL
OG0002019	LOC6732086|XP_002079218.2|DSIM	LOC119646570|XP_037902989.1|HILL
OG0002020	LOC6739250|XP_016025539.1|DSIM	LOC119652879|XP_037913171.1|HILL
OG0002021	LOC6735508|XP_016028840.1|DSIM	LOC119659470|XP_037923533.1|HILL
OG0002022	LOC6733034|XP_016025721.1|DSIM	LOC119646797|XP_037903314.1|HILL, LOC119650151|XP_037908617.1|HILL
OG0002023	LOC6728274|XP_039150914.1|DSIM	LOC119656328|XP_037918719.1|HILL
OG0002024	LOC6731778|XP_002078913.1|DSIM	LOC119658398|XP_037921718.1|HILL
OG0002025	LOC6731976|XP_039148436.1|DSIM	LOC119661327|XP_037926555.1|HILL
OG0002026	LOC6739094|XP_039149850.1|DSIM, LOC120284800|XP_039149851.1|DSIM	LOC119647988|XP_037905301.1|HILL
OG0002027	LOC6735712|XP_016029086.1|DSIM	LOC119655920|XP_037918014.1|HILL
OG0002028	LOC6735947|XP_016029298.1|DSIM	LOC119654882|XP_037916419.1|HILL
OG0002029	LOC6736901|XP_002083754.1|DSIM	LOC119659931|XP_037924197.1|HILL
OG0002030	LOC6736095|XP_016029490.1|DSIM	LOC119659276|XP_037923212.1|HILL
OG0002031	LOC6734383|XP_016027504.1|DSIM	LOC119655014|XP_037916612.1|HILL
OG0002032	LOC6727228|XP_002102620.3|DSIM	LOC119653873|XP_037914909.1|HILL
OG0002033	LOC6725630|XP_039153548.1|DSIM	LOC119656155|XP_037918417.1|HILL
OG0002034	LOC27207764|XP_016037637.2|DSIM	LOC119654370|XP_037915646.1|HILL
OG0002035	LOC6728909|XP_002104239.2|DSIM	LOC119660316|XP_037924719.1|HILL
OG0002036	LOC6728706|XP_016035373.2|DSIM	LOC119660612|XP_037925233.1|HILL
OG0002037	LOC27207182|XP_016030378.1|DSIM	LOC119649129|XP_037907062.1|HILL
OG0002038	LOC6727373|XP_002102758.1|DSIM	LOC119647281|XP_037904102.1|HILL
OG0002039	LOC27208877|XP_016025917.2|DSIM, LOC27208205|XP_016025878.1|DSIM	LOC119658624|XP_037922050.1|HILL
OG0002040	LOC120284217|XP_039154244.1|DSIM, LOC27206198|XP_039154242.1|DSIM	LOC119660134|XP_037924461.1|HILL
OG0002041	LOC6733574|XP_016026524.1|DSIM	LOC119653539|XP_037914144.1|HILL
OG0002042	LOC6727069|XP_002102466.1|DSIM	LOC119659806|XP_037924004.1|HILL
OG0002043	LOC6726871|XP_002102273.1|DSIM	LOC119658578|XP_037921956.1|HILL
OG0002044	LOC6739760|XP_039151026.1|DSIM	LOC119658718|XP_037922266.1|HILL
OG0002045	LOC6739699|XP_016035602.2|DSIM	LOC119659915|XP_037924168.1|HILL
OG0002046	LOC6724736|XP_002105779.1|DSIM	LOC119659215|XP_037923116.1|HILL
OG0002047	LOC6740235|XP_039153822.1|DSIM	LOC119655731|XP_037917709.1|HILL
OG0002048	LOC6728392|XP_002103740.2|DSIM	LOC119659298|XP_037923237.1|HILL
OG0002049	LOC6728517|XP_016035172.2|DSIM	LOC119658688|XP_037922201.1|HILL
OG0002050	LOC6727915|XP_039150663.1|DSIM	LOC119658589|XP_037921977.1|HILL
OG0002051	LOC27208216|XP_016027029.1|DSIM	LOC119655921|XP_037918017.1|HILL, LOC119649941|XP_037908287.1|HILL
OG0002052	LOC6738308|XP_002085119.1|DSIM	LOC119659533|XP_037923602.1|HILL
OG0002053	LOC6739701|XP_039151298.1|DSIM	LOC119659501|XP_037923555.1|HILL
OG0002054	LOC6726853|XP_002102255.2|DSIM	LOC119660002|XP_037924308.1|HILL
OG0002055	LOC6728446|XP_016035057.1|DSIM	LOC119659025|XP_037922848.1|HILL
OG0002056	LOC6737838|XP_002084666.2|DSIM	LOC119653891|XP_037914941.1|HILL
OG0002057	LOC6731841|XP_002078976.1|DSIM	LOC119655930|XP_037918040.1|HILL
OG0002058	LOC6736210|XP_002083105.1|DSIM	LOC119655360|XP_037917145.1|HILL
OG0002059	LOC6729620|XP_002104928.1|DSIM	LOC119655733|XP_037917711.1|HILL
OG0002060	LOC6734527|XP_016027644.1|DSIM	LOC119655395|XP_037917200.1|HILL
OG0002061	LOC6736012|XP_016029388.1|DSIM	LOC119653456|XP_037913993.1|HILL
OG0002062	LOC6726599|XP_016040272.1|DSIM	LOC119653676|XP_037914444.1|HILL
OG0002063	LOC6725296|XP_002106315.2|DSIM	LOC119655005|XP_037916601.1|HILL
OG0002064	LOC27206253|XP_039149593.1|DSIM	LOC119654268|XP_037915463.1|HILL, LOC119655743|XP_037917724.1|HILL
OG0002065	LOC6736522|XP_016030107.1|DSIM	LOC119648983|XP_037906831.1|HILL
OG0002066	LOC6727872|XP_016034465.1|DSIM	LOC119659689|XP_037923854.1|HILL
OG0002067	LOC6735946|XP_002082855.1|DSIM	LOC119660524|XP_037925073.1|HILL
OG0002068	LOC6735143|XP_002082120.2|DSIM	LOC119659187|XP_037923075.1|HILL
OG0002069	LOC27208881|XP_016025964.1|DSIM	LOC119653847|XP_037914822.1|HILL
OG0002070	LOC6728589|XP_002103930.1|DSIM	LOC119656700|XP_037919135.1|HILL
OG0002071	LOC6729504|XP_016036177.1|DSIM	LOC119655665|XP_037917579.1|HILL
OG0002072	LOC6734692|XP_016027890.1|DSIM	LOC119659080|XP_037922923.1|HILL
OG0002073	LOC6738107|XP_016031936.1|DSIM	LOC119650208|XP_037908702.1|HILL
OG0002074	LOC6734586|XP_002081594.1|DSIM	LOC119655850|XP_037917896.1|HILL
OG0002075	LOC27208875|XP_016024027.1|DSIM	LOC119649972|XP_037908337.1|HILL
OG0002076	LOC6735790|XP_016029164.1|DSIM	LOC119656236|XP_037918582.1|HILL
OG0002077	LOC6736295|XP_016029774.1|DSIM	LOC119654575|XP_037915958.1|HILL
OG0002078	LOC6734373|XP_016027451.1|DSIM	LOC119655664|XP_037917578.1|HILL
OG0002079	LOC6738801|XP_016032612.1|DSIM	LOC119650394|XP_037909083.1|HILL
OG0002080	LOC6734867|XP_016028129.1|DSIM	LOC119654626|XP_037916026.1|HILL
OG0002081	LOC6736031|XP_016029425.1|DSIM	LOC119654662|XP_037916081.1|HILL
OG0002082	LOC6734812|XP_016028030.1|DSIM	LOC119656303|XP_037918675.1|HILL
OG0002083	LOC6739950|XP_039152513.1|DSIM	LOC119653504|XP_037914088.1|HILL
OG0002084	LOC6735856|XP_002082766.2|DSIM	LOC119656315|XP_037918691.1|HILL
OG0002085	LOC6735694|XP_016029071.1|DSIM	LOC119656233|XP_037918577.1|HILL, LOC119655275|XP_037917019.1|HILL, LOC119655274|XP_037917014.1|HILL
OG0002086	LOC27208273|XP_016028957.1|DSIM	LOC119655635|XP_037917536.1|HILL
OG0002087	LOC6738754|XP_016032565.1|DSIM	LOC119654374|XP_037915655.1|HILL
OG0002088	LOC6738878|XP_016032698.1|DSIM	LOC119647909|XP_037905155.1|HILL
OG0002089	LOC6733593|XP_016026553.1|DSIM	LOC119654913|XP_037916475.1|HILL
OG0002090	LOC6737913|XP_016031685.1|DSIM	LOC119648685|XP_037906409.1|HILL
OG0002091	LOC6736037|XP_002082939.1|DSIM	LOC119653647|XP_037914390.1|HILL, LOC119653648|XP_037914392.1|HILL, LOC119653646|XP_037914389.1|HILL
OG0002092	LOC6738330|XP_016032176.1|DSIM	LOC119647664|XP_037904667.1|HILL
OG0002093	LOC6735668|XP_016029033.1|DSIM	LOC119653692|XP_037914490.1|HILL
OG0002094	LOC6735957|XP_002082866.1|DSIM	LOC119653481|XP_037914036.1|HILL
OG0002095	LOC6731597|XP_002078738.1|DSIM, LOC27207716|XP_016040062.1|DSIM	LOC119653426|XP_037913933.1|HILL
OG0002096	LOC6734491|XP_039148502.1|DSIM	LOC119653799|XP_037914741.1|HILL, LOC119655532|XP_037917374.1|HILL
OG0002097	LOC6733737|XP_016026703.1|DSIM	LOC119654127|XP_037915218.1|HILL
OG0002098	LOC6739032|XP_016032871.1|DSIM	LOC119649830|XP_037908100.1|HILL
OG0002099	LOC6728944|XP_002104272.1|DSIM	LOC119653875|XP_037914911.1|HILL
OG0002100	LOC6738151|XP_016031982.2|DSIM	LOC119647613|XP_037904574.1|HILL
OG0002101	LOC6733526|XP_039148618.1|DSIM	LOC119655574|XP_037917430.1|HILL
OG0002102	LOC6735372|XP_016028701.1|DSIM	LOC119653572|XP_037914228.1|HILL
OG0002103	LOC6739698|XP_016035627.2|DSIM	LOC119652473|XP_037912571.1|HILL
OG0002107	LOC6731878|XP_016024551.1|DSIM	LOC119646747|XP_037903252.1|HILL
OG0002110	LOC6738654|XP_002085456.1|DSIM, LOC6732226|XP_002079355.1|DSIM	LOC119647779|XP_037904889.1|HILL
OG0002117	LOC6735264|XP_002082234.1|DSIM	LOC119657828|XP_037920874.1|HILL
OG0002118	LOC6739812|XP_039150279.1|DSIM	LOC119656808|XP_037919354.1|HILL
OG0002119	LOC6729516|XP_016036189.1|DSIM	LOC119658634|XP_037922087.1|HILL
OG0002120	LOC6724743|XP_016037431.1|DSIM	LOC119660744|XP_037925393.1|HILL
OG0002121	LOC6730033|XP_016036798.1|DSIM	LOC119651294|XP_037910741.1|HILL
OG0002123	LOC6731397|XP_016024014.1|DSIM	LOC119648401|XP_037906075.1|HILL
OG0002124	LOC6726348|XP_002107308.1|DSIM	LOC119657220|XP_037919960.1|HILL
OG0002125	LOC6734570|XP_039148662.1|DSIM	LOC119650671|XP_037909550.1|HILL
OG0002126	LOC6738909|XP_002085704.1|DSIM	LOC119647832|XP_037905001.1|HILL
OG0002127	LOC27208333|XP_039154086.1|DSIM	LOC119657602|XP_037920529.1|HILL
OG0002128	LOC6726361|XP_016039940.1|DSIM	LOC119656607|XP_037918970.1|HILL
OG0002129	LOC6727529|XP_016034108.1|DSIM	LOC119652830|XP_037913086.1|HILL
OG0002130	LOC6739914|XP_002076802.2|DSIM	LOC119657247|XP_037919992.1|HILL
OG0002131	LOC6727580|XP_002102959.1|DSIM	LOC119651496|XP_037911040.1|HILL
OG0002132	LOC6731746|XP_016024420.1|DSIM	LOC119651555|XP_037911116.1|HILL
OG0002133	LOC6732098|XP_002079230.2|DSIM, LOC6725796|XP_002106793.1|DSIM	LOC119656658|XP_037919062.1|HILL
OG0002134	LOC6726267|XP_002107229.2|DSIM	LOC119653848|XP_037914824.1|HILL
OG0002135	LOC6725410|XP_016038484.1|DSIM	LOC119656668|XP_037919077.1|HILL
OG0002136	LOC6730133|XP_016036900.1|DSIM	LOC119659975|XP_037924269.1|HILL
OG0002137	LOC27206480|XP_016035953.1|DSIM	LOC119656530|XP_037918803.1|HILL
OG0002138	LOC6726314|XP_016039864.1|DSIM	LOC119661326|XP_037926552.1|HILL
OG0002139	LOC6725055|XP_039152241.1|DSIM	LOC119646344|XP_037902706.1|HILL
OG0002140	LOC6740037|XP_016038646.1|DSIM	LOC119658046|XP_037921217.1|HILL
OG0002141	LOC6739171|XP_016033041.1|DSIM	LOC119658647|XP_037922113.1|HILL
OG0002142	LOC6726685|XP_002102096.1|DSIM	LOC119652352|XP_037912360.1|HILL
OG0002143	LOC6730540|XP_016022991.1|DSIM	LOC119646616|XP_037903050.1|HILL
OG0002144	LOC6724710|XP_039152013.1|DSIM	LOC119660743|XP_037925386.1|HILL
OG0002145	LOC6727367|XP_016033907.1|DSIM	LOC119661362|XP_037926640.1|HILL
OG0002146	LOC6726687|XP_002102098.1|DSIM	LOC119650779|XP_037909815.1|HILL
OG0002147	LOC6740064|XP_039153929.1|DSIM	LOC119657972|XP_037921111.1|HILL
OG0002148	LOC27209428|XP_016030222.1|DSIM	LOC119656565|XP_037918877.1|HILL
OG0002149	LOC6724732|XP_039152114.1|DSIM	LOC119660866|XP_037925690.1|HILL
OG0002150	LOC6740135|XP_016039362.1|DSIM	LOC119646740|XP_037903246.1|HILL
