Orthogroup	DVIR.longest_only	DMIR.longest_only
OG0000409	LOC6625366|XP_002049062.1|DVIR	LOC108159085|XP_017147529.2|DMIR, LOC117188028|XP_033247062.1|DMIR
OG0000410	LOC6628219|XP_002052705.3|DVIR	LOC108162315|XP_033250069.1|DMIR, LOC117188939|XP_033249482.1|DMIR, LOC108162314|XP_017152483.1|DMIR, LOC108162313|XP_017152481.1|DMIR
OG0000411	LOC6629263|XP_032295172.1|DVIR	LOC108155024|XP_017141068.1|DMIR
OG0000411	LOC6634116|XP_002057884.1|DVIR	LOC108163826|XP_017154803.1|DMIR
OG0000412	LOC6626771|XP_002049835.1|DVIR	LOC117193225|XP_033253868.1|DMIR, LOC108160044|XP_017149277.1|DMIR, LOC117193217|XP_033253859.1|DMIR
OG0000412	LOC6624144|XP_002047876.1|DVIR	LOC108153098|XP_033242182.1|DMIR
OG0000413	LOC6633161|XP_002056610.1|DVIR	LOC108153917|XP_017139502.1|DMIR
OG0000413	LOC6632904|XP_032289862.1|DVIR	LOC108153886|XP_017139475.1|DMIR
OG0000414	LOC6626855|XP_002049226.1|DVIR	LOC117193227|XP_033253871.1|DMIR, LOC108159639|XP_017148593.1|DMIR
OG0000415	LOC6625903|XP_032292853.1|DVIR	LOC108159910|XP_017149030.1|DMIR, LOC117192339|XP_033252877.1|DMIR
OG0000415	LOC6625900|XP_002049712.1|DVIR	LOC117185889|XP_033253948.1|DMIR, LOC108160015|XP_017149237.1|DMIR, LOC117193778|XP_033254398.1|DMIR
OG0000416	LOC6634473|XP_002058244.1|DVIR	LOC108159601|XP_017148548.1|DMIR
OG0000416	LOC6631751|XP_002055030.1|DVIR	LOC108164922|XP_033249217.1|DMIR
OG0000417	LOC6631278|XP_002054062.1|DVIR	LOC108155690|XP_017142152.1|DMIR
OG0000418	LOC6633412|XP_002056811.2|DVIR	LOC108164708|XP_017156084.1|DMIR
OG0000418	LOC6635436|XP_002059072.2|DVIR	LOC108164943|XP_017156420.1|DMIR
OG0000419	LOC6625526|XP_032292265.1|DVIR	LOC117188173|XP_033247510.1|DMIR, LOC108159405|XP_033252973.1|DMIR
OG0000419	LOC6634623|XP_032296400.1|DVIR	LOC108161978|XP_033241968.1|DMIR
OG0000421	LOC6628515|XP_032293742.1|DVIR	LOC108162793|XP_017153182.1|DMIR
OG0000421	LOC6635620|XP_002059139.1|DVIR	LOC108162228|XP_017152338.1|DMIR
OG0000422	LOC6630926|XP_002054315.2|DVIR	LOC108154969|XP_017140972.1|DMIR
OG0000423	LOC6624795|XP_002049346.2|DVIR	LOC108160457|XP_017149962.1|DMIR
OG0000423	LOC6624794|XP_002049345.1|DVIR	LOC108160113|XP_017149394.1|DMIR
OG0000424	LOC6635364|XP_015024683.1|DVIR	LOC108160036|XP_017149265.1|DMIR
OG0000424	LOC6635365|XP_032293201.1|DVIR	LOC108160037|XP_033247441.1|DMIR
OG0000425	LOC6626769|XP_002049833.2|DVIR	LOC117193080|XP_033253699.1|DMIR, LOC108160823|XP_017150543.1|DMIR
OG0000426	LOC6625537|XP_002050539.1|DVIR	LOC108159241|XP_017147854.1|DMIR
OG0000427	LOC116651904|XP_032295234.1|DVIR, LOC116650490|XP_032290091.1|DVIR, LOC116650487|XP_032290080.1|DVIR, LOC116650990|XP_032292344.1|DVIR, LOC116649947|XP_032289116.1|DVIR, LOC116649907|XP_032289080.1|DVIR, LOC116651143|XP_032292914.1|DVIR, LOC116649983|XP_032289195.1|DVIR, LOC116650045|XP_032289253.1|DVIR	LOC117191137|XP_033251989.1|DMIR, LOC117194090|XP_033254623.1|DMIR, LOC117189551|XP_033250588.1|DMIR
OG0000427	LOC116651658|XP_032294371.1|DVIR, LOC116650088|XP_032289320.1|DVIR, LOC116650924|XP_032292012.1|DVIR, LOC116652089|XP_032295866.1|DVIR, LOC116652200|XP_032296106.1|DVIR, LOC116652106|XP_032295911.1|DVIR, LOC116652000|XP_032295526.1|DVIR, LOC116652099|XP_032295890.1|DVIR, LOC116650327|XP_032289609.1|DVIR, LOC116652103|XP_032295895.1|DVIR, LOC116652022|XP_032295567.1|DVIR, LOC116649963|XP_032289170.1|DVIR, LOC116652105|XP_032295899.1|DVIR, LOC116652220|XP_032296169.1|DVIR	LOC117193712|XP_033254329.1|DMIR, LOC117188690|XP_033248806.1|DMIR, LOC117188584|XP_033248462.1|DMIR, LOC117191259|XP_033252068.1|DMIR, LOC117193416|XP_033254058.1|DMIR, LOC117191964|XP_033252596.1|DMIR, LOC117194418|XP_033254878.1|DMIR
OG0000428	LOC6624025|XP_002046296.1|DVIR	LOC108153730|XP_017139348.1|DMIR, LOC108153417|XP_017138907.1|DMIR
OG0000428	LOC6624057|XP_002046295.2|DVIR	LOC108153416|XP_017138906.1|DMIR
OG0000429	LOC6625303|XP_032293281.1|DVIR	LOC117194079|XP_033254608.1|DMIR
OG0000429	LOC6625302|XP_032293301.1|DVIR	LOC117193585|XP_033254216.1|DMIR, LOC108158060|XP_033246562.1|DMIR
OG0000429	LOC116651269|XP_032293282.1|DVIR	LOC117193586|XP_033254217.1|DMIR
OG0000430	LOC116652119|XP_032295928.1|DVIR, LOC6629479|XP_002054074.1|DVIR, LOC6629482|XP_032295631.1|DVIR	LOC108154469|XP_017140229.1|DMIR
OG0000430	LOC6629397|XP_002053577.1|DVIR, LOC6629396|XP_002053576.2|DVIR	LOC108157558|XP_017145153.1|DMIR, LOC108157557|XP_017145150.1|DMIR
OG0000433	LOC6633599|XP_002056995.1|DVIR	LOC108156542|XP_017143542.1|DMIR
OG0000433	LOC6624694|XP_002047192.1|DVIR	LOC108153625|XP_017139217.1|DMIR
OG0000434	LOC6632297|XP_002055986.1|DVIR	LOC108156697|XP_033245001.1|DMIR
OG0000434	LOC26530473|XP_015024370.1|DVIR, LOC6635878|XP_002059351.2|DVIR	LOC117192772|XP_033253409.1|DMIR, LOC117192771|XP_033253408.1|DMIR, LOC117192773|XP_033253411.1|DMIR, LOC117192832|XP_033253484.1|DMIR, LOC117192774|XP_033253413.1|DMIR, LOC117192776|XP_033253417.1|DMIR, LOC108158710|XP_017146739.1|DMIR
OG0000435	LOC6631572|XP_032296112.1|DVIR	LOC108158891|XP_017147205.1|DMIR
OG0000437	LOC6628087|XP_002051147.1|DVIR	LOC108163191|XP_017153821.1|DMIR
OG0000437	LOC6629200|XP_002052619.1|DVIR	LOC108162928|XP_017153398.1|DMIR, LOC117188976|XP_033249646.1|DMIR
OG0000438	LOC6633075|XP_002056147.1|DVIR	LOC108165069|XP_017156606.1|DMIR, LOC108154916|XP_017140864.1|DMIR
OG0000439	LOC6633953|XP_002057840.2|DVIR	LOC108163683|XP_017154597.1|DMIR
OG0000439	LOC6622954|XP_032290936.1|DVIR	LOC108153164|XP_017138458.1|DMIR
OG0000440	LOC6626763|XP_002050917.1|DVIR	LOC117192957|XP_033253571.1|DMIR, LOC117193248|XP_033253882.1|DMIR, LOC108159858|XP_017148946.1|DMIR
OG0000440	LOC6625760|XP_002048726.2|DVIR	LOC108158153|XP_017145864.1|DMIR
OG0000441	LOC6624752|XP_032292151.1|DVIR	LOC117193709|XP_033254326.1|DMIR, LOC108158299|XP_017146028.1|DMIR
OG0000441	LOC6624751|XP_032292299.1|DVIR	LOC108158220|XP_017145937.1|DMIR
OG0000443	LOC6624489|XP_002047100.1|DVIR	LOC108152280|XP_017136987.1|DMIR
OG0000443	LOC6624442|XP_002047101.1|DVIR	LOC108152279|XP_017136986.1|DMIR
OG0000444	LOC6629079|XP_002051602.1|DVIR	LOC108161226|XP_017150939.1|DMIR
OG0000444	LOC6629198|XP_002051600.1|DVIR	LOC108163856|XP_017154860.1|DMIR
OG0000446	LOC6632972|XP_032289825.1|DVIR	LOC108163225|XP_017153874.2|DMIR
OG0000446	LOC26530992|XP_015024379.2|DVIR	LOC117190415|XP_033251383.1|DMIR, LOC108158869|XP_033247965.1|DMIR
OG0000447	LOC6622324|XP_002046392.1|DVIR	LOC117191613|XP_033252323.1|DMIR, LOC117194689|XP_033255089.1|DMIR, LOC117194802|XP_033255177.1|DMIR, LOC117190426|XP_033251397.1|DMIR, LOC117194760|XP_033255151.1|DMIR, LOC117195147|XP_033255686.1|DMIR, LOC117195146|XP_033255685.1|DMIR, LOC117194494|XP_033254940.1|DMIR, LOC117194357|XP_033254813.1|DMIR, LOC117191357|XP_033252142.1|DMIR, LOC117190424|XP_033251395.1|DMIR, LOC117190425|XP_033251396.1|DMIR, LOC117191618|XP_033252328.1|DMIR, LOC117195131|XP_033255674.1|DMIR, LOC117195112|XP_033255655.1|DMIR, LOC117191938|XP_033252576.1|DMIR, LOC117194732|XP_033255121.1|DMIR, LOC117191713|XP_033252392.1|DMIR, LOC117194800|XP_033255176.1|DMIR, LOC117194787|XP_033255171.1|DMIR, LOC117194458|XP_033254916.1|DMIR, LOC117195135|XP_033255678.1|DMIR, LOC117194495|XP_033254941.1|DMIR, LOC117194324|XP_033254785.1|DMIR, LOC117192052|XP_033252659.1|DMIR, LOC117189257|XP_033250323.1|DMIR
OG0000448	LOC6632922|XP_002055925.1|DVIR	LOC108157671|XP_017145322.1|DMIR
OG0000448	LOC6627517|XP_002051626.1|DVIR	LOC108157737|XP_017145402.1|DMIR
OG0000449	LOC6623397|XP_002046815.1|DVIR	LOC108151450|XP_017135555.1|DMIR
OG0000449	LOC6633923|XP_002057615.2|DVIR	LOC108163338|XP_017154063.1|DMIR
OG0000450	LOC6631951|XP_032295430.1|DVIR	LOC108164547|XP_017155845.1|DMIR
OG0000450	LOC6631321|XP_015026456.1|DVIR	LOC108162040|XP_017152057.1|DMIR
OG0000451	LOC6634727|XP_002058326.1|DVIR	LOC108151468|XP_017135583.1|DMIR
OG0000451	LOC6634729|XP_002058328.1|DVIR	LOC108151470|XP_017135585.1|DMIR
OG0000453	LOC6629644|XP_002054849.2|DVIR	LOC108157357|XP_017144869.1|DMIR
OG0000453	LOC6629567|XP_002054850.1|DVIR	LOC108157761|XP_017145433.1|DMIR
OG0000454	LOC6628227|XP_002051175.1|DVIR	LOC108157785|XP_017145464.1|DMIR, LOC108152177|XP_017136797.1|DMIR
OG0000456	LOC6634129|XP_032289015.1|DVIR	LOC108162817|XP_033248630.1|DMIR
OG0000457	LOC6627633|XP_002051099.1|DVIR	LOC108162974|XP_033249578.1|DMIR
OG0000457	LOC6628705|XP_002051323.2|DVIR	LOC108161358|XP_017151090.1|DMIR
OG0000458	LOC6635764|XP_015024523.1|DVIR	LOC108161569|XP_033248596.1|DMIR
OG0000460	LOC6627660|XP_002051724.1|DVIR	LOC108161537|XP_033250012.1|DMIR, LOC117187575|XP_033246170.1|DMIR, LOC117187527|XP_033246167.1|DMIR, LOC117187591|XP_033246171.1|DMIR, LOC117187647|XP_033246174.1|DMIR, LOC117187674|XP_033246235.1|DMIR, LOC117187651|XP_033246180.1|DMIR, LOC117187660|XP_033246196.1|DMIR, LOC117187675|XP_033246236.1|DMIR, LOC117187670|XP_033246212.1|DMIR, LOC117187656|XP_033246186.1|DMIR, LOC117187676|XP_033246238.1|DMIR, LOC117187671|XP_033246219.1|DMIR, LOC117187648|XP_033246175.1|DMIR, LOC117187673|XP_033246225.1|DMIR, LOC117187668|XP_033246210.1|DMIR, LOC117187638|XP_033246173.1|DMIR, LOC117187649|XP_033246176.1|DMIR, LOC117187650|XP_033246177.1|DMIR, LOC117187559|XP_033246169.1|DMIR, LOC117187495|XP_033246165.1|DMIR, LOC117187485|XP_033246163.1|DMIR, LOC117187511|XP_033246166.1|DMIR, LOC117187481|XP_033246158.1|DMIR, LOC117187607|XP_033246172.1|DMIR, LOC117187543|XP_033246168.1|DMIR, LOC117187484|XP_033246162.1|DMIR, LOC117186991|XP_033244410.1|DMIR, LOC117187034|XP_033244612.1|DMIR, LOC117187032|XP_033244585.1|DMIR, LOC117187031|XP_033244583.1|DMIR, LOC117187476|XP_033246143.1|DMIR, LOC117187030|XP_033244577.1|DMIR, LOC117187035|XP_033244616.1|DMIR, LOC117186982|XP_033244349.1|DMIR, LOC117187009|XP_033244462.1|DMIR, LOC117188905|XP_033249369.1|DMIR, LOC117189115|XP_033250013.1|DMIR
OG0000462	LOC26530806|XP_015027827.1|DVIR	LOC108155317|XP_017141525.1|DMIR
OG0000463	LOC6630610|XP_002054485.2|DVIR	LOC108154035|XP_017139617.2|DMIR
OG0000463	LOC6629547|XP_032292309.1|DVIR	LOC108154681|XP_017140511.1|DMIR
OG0000464	LOC6635763|XP_002059229.2|DVIR	LOC108161563|XP_033248614.1|DMIR
OG0000464	LOC6635762|XP_015024407.1|DVIR	LOC108161564|XP_017151340.1|DMIR
OG0000464	LOC6628869|XP_002052335.2|DVIR	LOC108161269|XP_033249227.1|DMIR
OG0000465	LOC6630641|XP_032288927.1|DVIR	LOC108155755|XP_017142284.1|DMIR
OG0000465	LOC6630604|XP_002053023.1|DVIR	LOC108155754|XP_017142281.1|DMIR
OG0000466	LOC6635471|XP_015024613.1|DVIR	LOC108164726|XP_017156105.1|DMIR
OG0000466	LOC6635652|XP_002059120.1|DVIR	LOC108161847|XP_017151701.1|DMIR
OG0000467	LOC6636513|XP_032292686.1|DVIR	LOC117185952|XP_033250508.1|DMIR, LOC108159885|XP_033246248.1|DMIR
OG0000467	LOC6636427|XP_032291673.1|DVIR	LOC117187682|XP_033246249.1|DMIR, LOC108160385|XP_033251770.1|DMIR
OG0000468	LOC6629331|XP_002053872.1|DVIR	LOC108154638|XP_017140455.1|DMIR
OG0000468	LOC6635965|XP_002059330.1|DVIR	LOC117188161|XP_033247486.1|DMIR, LOC108159013|XP_017147376.2|DMIR
OG0000469	LOC26531633|XP_032293899.1|DVIR	LOC108162976|XP_017153464.1|DMIR
OG0000469	LOC6628977|XP_002052729.2|DVIR	LOC108162166|XP_033249183.1|DMIR
OG0000470	LOC6624115|XP_002048640.1|DVIR	LOC108165539|XP_017157102.1|DMIR
OG0000470	LOC6623584|XP_032290408.1|DVIR	LOC108153053|XP_017138313.1|DMIR
OG0000471	LOC6636857|XP_002060287.1|DVIR	LOC108153727|XP_017139343.1|DMIR
OG0000471	LOC6627352|XP_002051963.2|DVIR	LOC108163720|XP_033249195.1|DMIR
OG0000473	LOC6632052|XP_002055249.1|DVIR	LOC108153102|XP_017138378.1|DMIR
OG0000474	LOC6631703|XP_002055351.1|DVIR	LOC108153271|XP_017138629.1|DMIR
OG0000474	LOC6624562|XP_002048563.2|DVIR	LOC108154321|XP_017140069.1|DMIR
OG0000475	LOC6629941|XP_002054369.2|DVIR	LOC108155200|XP_017141360.1|DMIR
OG0000475	LOC26531120|XP_015030288.1|DVIR, LOC26531386|XP_032295277.1|DVIR	LOC108155199|XP_017141359.1|DMIR
OG0000476	LOC6629949|XP_002053007.2|DVIR	LOC108157736|XP_017145400.1|DMIR
OG0000476	LOC6629950|XP_015027269.1|DVIR	LOC108157579|XP_017145188.1|DMIR
OG0000477	LOC6630953|XP_002053943.1|DVIR	LOC108157708|XP_017145366.1|DMIR
OG0000477	LOC6630954|XP_002053944.1|DVIR	LOC117187459|XP_033246065.1|DMIR, LOC117187458|XP_033246064.1|DMIR, LOC108157136|XP_017144526.2|DMIR
OG0000478	LOC6630997|XP_002053499.1|DVIR	LOC108156600|XP_017143632.1|DMIR
OG0000479	LOC6629776|XP_002052990.1|DVIR	LOC108157062|XP_017144382.1|DMIR
OG0000480	LOC6629122|XP_002052114.1|DVIR	LOC108161725|XP_017151537.2|DMIR
OG0000480	LOC6629120|XP_002052112.1|DVIR	LOC108161161|XP_033249520.1|DMIR
OG0000482	LOC6632349|XP_002056711.1|DVIR	LOC108157787|XP_017145466.1|DMIR
OG0000482	LOC6632502|XP_002056520.1|DVIR	LOC108155181|XP_017141341.1|DMIR
OG0000483	LOC6630656|XP_002053312.1|DVIR	LOC108156859|XP_017144075.1|DMIR
OG0000483	LOC6630657|XP_002053313.2|DVIR	LOC108154472|XP_017140233.1|DMIR
OG0000484	LOC6630348|XP_002054597.1|DVIR	LOC108155313|XP_017141520.1|DMIR
OG0000484	LOC6630349|XP_002054598.1|DVIR	LOC108155314|XP_017141521.1|DMIR
OG0000485	LOC6622212|XP_015030467.1|DVIR	LOC108153031|XP_017138276.1|DMIR
OG0000485	LOC6624170|XP_002048365.1|DVIR	LOC108153030|XP_017138275.1|DMIR
OG0000486	LOC116650930|XP_032292028.1|DVIR	LOC117185830|XP_033253988.1|DMIR, LOC108160598|XP_017150186.1|DMIR
OG0000487	LOC26531076|XP_015030278.1|DVIR	LOC117188178|XP_033247537.1|DMIR, LOC108158281|XP_017146005.2|DMIR
OG0000487	LOC26531897|XP_015030376.2|DVIR	LOC108160802|XP_017150512.1|DMIR, LOC117191332|XP_033252125.1|DMIR
OG0000488	LOC6628858|XP_002052077.2|DVIR, LOC6628833|XP_002052074.2|DVIR, LOC6628835|XP_015028350.2|DVIR, LOC6628834|XP_002052075.2|DVIR	LOC108162560|XP_017152846.2|DMIR, LOC108162558|XP_017152843.1|DMIR
OG0000489	LOC6629365|XP_002054443.1|DVIR	LOC108155344|XP_017141591.1|DMIR
OG0000489	LOC6631808|XP_032295745.1|DVIR	LOC108152566|XP_033251958.1|DMIR
OG0000490	LOC6635583|XP_002058996.3|DVIR	LOC108164876|XP_017156310.1|DMIR
OG0000490	LOC6634698|XP_032296379.1|DVIR	LOC108164978|XP_017156485.1|DMIR
OG0000491	LOC6635812|XP_002059321.1|DVIR	LOC108153970|XP_017139555.1|DMIR, LOC117188055|XP_033247184.1|DMIR, LOC108158497|XP_033253176.1|DMIR
OG0000492	LOC6626120|XP_032292939.1|DVIR	LOC108159280|XP_017147930.1|DMIR
OG0000492	LOC6634260|XP_002057542.1|DVIR	LOC108161556|XP_017151329.1|DMIR
OG0000493	LOC6636766|XP_002060230.1|DVIR, LOC6625196|XP_002048749.1|DVIR	LOC108157656|XP_017145296.1|DMIR, LOC108157655|XP_017145295.2|DMIR
OG0000494	LOC6630857|XP_015027275.1|DVIR	LOC108156664|XP_017143769.1|DMIR
OG0000494	LOC6628513|XP_002051499.1|DVIR	LOC108162538|XP_017152810.1|DMIR
OG0000495	LOC6633236|XP_032288949.1|DVIR	LOC108158075|XP_017145716.1|DMIR
OG0000495	LOC6635917|XP_002059286.1|DVIR	LOC108158885|XP_017147149.1|DMIR
OG0000496	LOC6634241|XP_002057792.1|DVIR	LOC108163209|XP_017153848.1|DMIR
OG0000496	LOC6628882|XP_002051662.1|DVIR	LOC108161457|XP_017151209.2|DMIR
OG0000497	LOC6635648|XP_002059194.2|DVIR	LOC108162624|XP_017152935.1|DMIR
OG0000497	LOC6635649|XP_002059195.2|DVIR	LOC108162619|XP_017152929.1|DMIR
OG0000498	LOC6629340|XP_002053317.2|DVIR	LOC108153904|XP_017139490.1|DMIR
OG0000498	LOC6629342|XP_002053319.3|DVIR	LOC108154464|XP_017140223.1|DMIR
OG0000499	LOC6625342|XP_002050424.2|DVIR	LOC108159743|XP_017148770.1|DMIR, LOC117187909|XP_033246745.1|DMIR
OG0000499	LOC6633407|XP_032288799.1|DVIR	LOC108153702|XP_017139318.1|DMIR
OG0000500	LOC6624707|XP_002048373.1|DVIR	LOC108153168|XP_017138462.1|DMIR
OG0000500	LOC6623877|XP_002048370.2|DVIR	LOC108153167|XP_033242747.1|DMIR
OG0000502	LOC6626559|XP_002049809.1|DVIR	LOC117194165|XP_033254712.1|DMIR, LOC117193115|XP_033253735.1|DMIR, LOC108160811|XP_033253756.1|DMIR, LOC117193119|XP_033253741.1|DMIR, LOC117193121|XP_033253744.1|DMIR, LOC117194170|XP_033254720.1|DMIR, LOC117193667|XP_033254294.1|DMIR, LOC117194091|XP_033254624.1|DMIR, LOC117193117|XP_033253739.1|DMIR, LOC117193432|XP_033254072.1|DMIR, LOC117193120|XP_033253743.1|DMIR, LOC117193122|XP_033253745.1|DMIR, LOC117193701|XP_033254318.1|DMIR, LOC117193668|XP_033254296.1|DMIR, LOC117194169|XP_033254719.1|DMIR, LOC117194167|XP_033254717.1|DMIR, LOC117193433|XP_033254073.1|DMIR, LOC117193200|XP_033253842.1|DMIR, LOC117193199|XP_033253841.1|DMIR, LOC117194030|XP_033254548.1|DMIR, LOC117193998|XP_033254526.1|DMIR, LOC117193700|XP_033254317.1|DMIR, LOC117192843|XP_033253491.1|DMIR, LOC117194174|XP_033254725.1|DMIR, LOC117193125|XP_033253748.1|DMIR, LOC117193129|XP_033253752.1|DMIR, LOC117193124|XP_033253747.1|DMIR, LOC117194172|XP_033254722.1|DMIR, LOC117194171|XP_033254721.1|DMIR, LOC117193126|XP_033253749.1|DMIR, LOC117193116|XP_033253738.1|DMIR, LOC117193123|XP_033253746.1|DMIR, LOC117193127|XP_033253750.1|DMIR, LOC117192227|XP_033252789.1|DMIR, LOC117194166|XP_033254715.1|DMIR, LOC117194177|XP_033254727.1|DMIR, LOC117194175|XP_033254726.1|DMIR, LOC117193819|XP_033254421.1|DMIR, LOC117194168|XP_033254718.1|DMIR, LOC117193431|XP_033254071.1|DMIR, LOC117193130|XP_033253753.1|DMIR, LOC117193128|XP_033253751.1|DMIR, LOC117193132|XP_033253755.1|DMIR, LOC117193118|XP_033253740.1|DMIR, LOC117193131|XP_033253754.1|DMIR, LOC117192842|XP_033253490.1|DMIR, LOC117194173|XP_033254724.1|DMIR
OG0000503	LOC6625668|XP_002049368.1|DVIR, LOC6624935|XP_032293300.1|DVIR	LOC117187750|XP_033246449.1|DMIR, LOC108157969|XP_017145603.1|DMIR, LOC108159383|XP_017148103.1|DMIR, LOC117191557|XP_033252277.1|DMIR, LOC117191558|XP_033252278.1|DMIR
OG0000504	LOC6622641|XP_002047019.1|DVIR	LOC108153455|XP_017138964.1|DMIR
OG0000505	LOC6635516|XP_015024619.1|DVIR	LOC108155705|XP_033249187.1|DMIR
OG0000505	LOC6635573|XP_002058928.1|DVIR	LOC108163800|XP_017154782.1|DMIR
OG0000506	LOC6633108|XP_002055791.2|DVIR	LOC108156667|XP_017143778.1|DMIR
OG0000507	LOC6634405|XP_032289263.1|DVIR	LOC108156353|XP_017143246.1|DMIR
OG0000507	LOC6634406|XP_002057927.1|DVIR	LOC108156361|XP_017143257.1|DMIR
OG0000508	LOC6622632|XP_032291372.1|DVIR	LOC108165448|XP_033243944.1|DMIR
OG0000508	LOC6624655|XP_032291375.1|DVIR	LOC117194877|XP_033255230.1|DMIR, LOC117194673|XP_033255077.1|DMIR
OG0000509	LOC6624850|XP_032292418.1|DVIR	LOC108159392|XP_017148115.1|DMIR
OG0000509	LOC6627103|XP_032292417.1|DVIR	LOC108160258|XP_017149613.1|DMIR
OG0000510	LOC6626757|XP_002050708.1|DVIR	LOC108160715|XP_017150379.1|DMIR, LOC117193699|XP_033254316.1|DMIR
OG0000511	LOC6627928|XP_002051994.1|DVIR	LOC108163269|XP_017153959.1|DMIR
OG0000511	LOC6627929|XP_002051995.1|DVIR	LOC108163268|XP_017153957.1|DMIR
OG0000512	LOC6627910|XP_002051760.1|DVIR	LOC108161640|XP_017151431.1|DMIR
OG0000513	LOC6626707|XP_002050469.1|DVIR	LOC108158755|XP_017146856.1|DMIR
OG0000513	LOC6628067|XP_002051536.1|DVIR	LOC108163751|XP_017154708.1|DMIR
OG0000514	LOC6635747|XP_002059218.3|DVIR	LOC108163445|XP_017154218.1|DMIR
OG0000514	LOC6635746|XP_032294678.1|DVIR	LOC108163504|XP_017154318.1|DMIR
OG0000515	LOC6636204|XP_002059694.1|DVIR	LOC108164490|XP_017155745.1|DMIR
OG0000515	LOC6622056|XP_032290853.1|DVIR	LOC108153649|XP_017139244.1|DMIR
OG0000516	LOC6633766|XP_032296526.1|DVIR, LOC6633765|XP_002056951.3|DVIR	LOC108155841|XP_017142450.1|DMIR
OG0000517	LOC6622665|XP_002047694.1|DVIR	LOC108151882|XP_017136268.1|DMIR
OG0000521	LOC6631329|XP_032295927.1|DVIR	LOC108165106|XP_017156652.1|DMIR
OG0000521	LOC6631324|XP_032295977.1|DVIR	LOC108158966|XP_033252803.1|DMIR
OG0000522	LOC6628112|XP_002052017.3|DVIR	LOC108161150|XP_033248879.1|DMIR
OG0000522	LOC6636666|XP_002060144.1|DVIR	LOC108164766|XP_017156166.1|DMIR
OG0000523	LOC6629702|XP_002052960.1|DVIR	LOC108156712|XP_017143849.1|DMIR
OG0000523	LOC6631562|XP_002055439.1|DVIR	LOC108162479|XP_017152720.1|DMIR
OG0000524	LOC6629407|XP_002053064.1|DVIR	LOC108156446|XP_017143394.2|DMIR, LOC108156969|XP_017144245.1|DMIR
OG0000525	LOC116650891|XP_032291760.1|DVIR, LOC6635978|XP_002059407.1|DVIR	LOC108159599|XP_017148542.1|DMIR, LOC108159598|XP_017148541.1|DMIR
OG0000526	LOC6628331|XP_002051203.2|DVIR	LOC108161341|XP_017151067.1|DMIR
OG0000526	LOC6625070|XP_032293348.1|DVIR	LOC108160012|XP_017149233.2|DMIR, LOC117193688|XP_033254309.1|DMIR, LOC117193689|XP_033254310.1|DMIR, LOC108160006|XP_017149226.1|DMIR
OG0000527	LOC6629171|XP_032294634.1|DVIR	LOC108162104|XP_017152155.1|DMIR
OG0000527	LOC6627405|XP_032294080.1|DVIR	LOC108162660|XP_017152985.1|DMIR
OG0000528	LOC6628001|XP_002051790.2|DVIR	LOC108164165|XP_017155265.1|DMIR
OG0000529	LOC6627522|XP_002051969.1|DVIR	LOC108163947|XP_017154976.2|DMIR
OG0000530	LOC26531513|XP_015031752.2|DVIR	LOC108152120|XP_017136693.1|DMIR
OG0000530	LOC6624333|XP_002047446.1|DVIR	LOC108153760|XP_017139387.1|DMIR
OG0000531	LOC6627748|XP_002051302.1|DVIR	LOC108163034|XP_017153570.1|DMIR
OG0000531	LOC6627505|XP_002052788.1|DVIR	LOC108163229|XP_017153875.1|DMIR
OG0000532	LOC6631259|XP_002053247.1|DVIR	LOC108154526|XP_017140318.1|DMIR
OG0000532	LOC6631258|XP_002053246.2|DVIR	LOC108157228|XP_017144674.1|DMIR
OG0000533	LOC6631740|XP_032295653.1|DVIR	LOC108163050|XP_017153613.1|DMIR
OG0000533	LOC6633158|XP_002056607.1|DVIR	LOC108155868|XP_017142476.1|DMIR
OG0000534	LOC6633330|XP_032296545.1|DVIR	LOC108158419|XP_017146187.1|DMIR
OG0000534	LOC6635455|XP_032295852.1|DVIR, LOC6622765|XP_002046472.1|DVIR	LOC108163603|XP_017154481.1|DMIR
OG0000535	LOC6625541|XP_002050543.2|DVIR	LOC117188058|XP_033247202.1|DMIR, LOC108158515|XP_017146381.2|DMIR
OG0000535	LOC6627010|XP_015029414.1|DVIR	LOC108160010|XP_017149229.1|DMIR, LOC117191773|XP_033252434.1|DMIR
OG0000536	LOC6623961|XP_032290753.1|DVIR	LOC108150905|XP_017134708.1|DMIR
OG0000537	LOC6624865|XP_002048884.1|DVIR	LOC117187954|XP_033246853.1|DMIR, LOC117188098|XP_033247319.1|DMIR, LOC108157955|XP_033247353.1|DMIR, LOC108160241|XP_033248168.1|DMIR, LOC117190072|XP_033251043.1|DMIR, LOC117189479|XP_033250504.1|DMIR, LOC117189823|XP_033250777.1|DMIR, LOC117190488|XP_033251446.1|DMIR, LOC117190216|XP_033251159.1|DMIR
OG0000538	LOC6627243|XP_032293171.1|DVIR	LOC117187732|XP_033246408.1|DMIR, LOC117191819|XP_033252473.1|DMIR, LOC108158398|XP_033252442.1|DMIR
OG0000538	LOC6626442|XP_002048910.1|DVIR	LOC117194200|XP_033254746.1|DMIR, LOC108158958|XP_017147275.1|DMIR
OG0000539	LOC6630431|XP_002053472.1|DVIR	LOC108157614|XP_017145234.1|DMIR
OG0000539	LOC6630432|XP_002053473.1|DVIR	LOC108157546|XP_017145140.1|DMIR
OG0000540	LOC6628813|XP_002052063.2|DVIR	LOC108164149|XP_017155243.1|DMIR
