Orthogroup	DVIR.longest_only	ASTE.longest_only
OG0001719	LOC6630924|XP_002054313.2|DVIR	LOC118507821|XP_035902795.1|ASTE
OG0001720	LOC26531126|XP_032288916.1|DVIR	LOC118508567|XP_035904359.1|ASTE
OG0001721	LOC26531576|XP_015026293.1|DVIR	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE
OG0001722	LOC6624468|XP_032290389.1|DVIR	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE
OG0001723	LOC6636375|XP_002059904.3|DVIR	LOC118512085|XP_035911941.1|ASTE
OG0001724	LOC6624772|XP_032291921.1|DVIR	LOC118508883|XP_035904591.1|ASTE
OG0001725	LOC6626499|XP_015030158.2|DVIR	LOC118508866|XP_035904519.1|ASTE
OG0001726	LOC6623914|XP_002046289.1|DVIR	LOC118509604|XP_035906293.1|ASTE
OG0001727	LOC6631214|XP_002053957.1|DVIR	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE
OG0001728	LOC6635967|XP_002059331.1|DVIR	LOC118512957|XP_035914073.1|ASTE
OG0001729	LOC6625208|XP_032292042.1|DVIR	LOC118512169|XP_035912142.1|ASTE
OG0001730	LOC6627881|XP_015028332.1|DVIR	LOC118510465|XP_035908214.1|ASTE
OG0001731	LOC116650166|XP_032289361.1|DVIR, LOC116650167|XP_032289362.1|DVIR	LOC118513610|XP_035915554.1|ASTE
OG0001732	LOC6628972|XP_015028169.1|DVIR	LOC118509125|XP_035905212.1|ASTE
OG0001733	LOC6635985|XP_002059303.2|DVIR	LOC118513033|XP_035914203.1|ASTE
OG0001734	LOC6625613|XP_032291913.1|DVIR	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE
OG0001735	LOC6624372|XP_032290677.1|DVIR	LOC118509500|XP_035906051.1|ASTE
OG0001736	LOC6627203|XP_002050275.1|DVIR	LOC118512837|XP_035913783.1|ASTE
OG0001737	LOC6625580|XP_002048841.2|DVIR	LOC118511438|XP_035910426.1|ASTE
OG0001738	LOC6623250|XP_002046718.2|DVIR	LOC118514230|XP_035916826.1|ASTE
OG0001739	LOC6629241|XP_002052617.1|DVIR	LOC118511795|XP_035911218.1|ASTE
OG0001740	LOC6626639|XP_032292025.1|DVIR	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE
OG0001741	LOC6629328|XP_002053869.3|DVIR	LOC118511400|XP_035910328.1|ASTE
OG0001742	LOC6625338|XP_015029205.1|DVIR	LOC118514205|XP_035916791.1|ASTE
OG0001743	LOC6636853|XP_002060283.1|DVIR	LOC118509515|XP_035906105.1|ASTE
OG0001744	LOC6625773|XP_002050475.2|DVIR	LOC118509613|XP_035906319.1|ASTE
OG0001745	LOC6626749|XP_032291853.1|DVIR	LOC118510343|XP_035907906.1|ASTE
OG0001746	LOC6624110|XP_002047859.1|DVIR	LOC118511871|XP_035911364.1|ASTE
OG0001747	LOC6624956|XP_032291897.1|DVIR	LOC118512853|XP_035913817.1|ASTE
OG0001748	LOC6623520|XP_015030866.1|DVIR	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE
OG0001749	LOC6626419|XP_002050363.2|DVIR	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE
OG0001750	LOC6626420|XP_015029230.1|DVIR	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE
OG0001751	LOC6622950|XP_032290643.1|DVIR	LOC118511876|XP_035911386.1|ASTE
OG0001752	LOC6624699|XP_002047193.1|DVIR	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE
OG0001753	LOC6623717|XP_015030902.1|DVIR	LOC118511557|XP_035910679.1|ASTE
OG0001754	LOC6626216|XP_002050744.1|DVIR	LOC118512260|XP_035912318.1|ASTE
OG0001755	LOC6624298|XP_032290740.1|DVIR, LOC116650008|XP_032289218.1|DVIR	LOC118513483|XP_035915187.1|ASTE
OG0001756	LOC6626720|XP_002050670.1|DVIR, LOC6626322|XP_002050699.2|DVIR	LOC118511549|XP_035910651.1|ASTE
OG0001757	LOC6625449|XP_002050985.1|DVIR, LOC116651117|XP_032292870.1|DVIR	LOC118511847|XP_035911284.1|ASTE
OG0001758	LOC6623466|XP_032290223.1|DVIR	LOC118511858|XP_035911299.1|ASTE
OG0001759	LOC6625894|XP_002050115.3|DVIR	LOC118511522|XP_035910603.1|ASTE
OG0001760	LOC6635975|XP_002059404.1|DVIR	LOC118511345|XP_035910192.1|ASTE
OG0001761	LOC6625683|XP_015029980.1|DVIR	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE
OG0001762	LOC6627905|XP_002051398.2|DVIR	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE
OG0001763	LOC6627645|XP_015028460.1|DVIR, LOC6627644|XP_032294480.1|DVIR	LOC118504332|XP_035894559.1|ASTE
OG0001764	LOC6633144|XP_002056383.1|DVIR	LOC118510973|XP_035909359.1|ASTE
OG0001765	LOC116649770|XP_032290313.1|DVIR, LOC6636456|XP_032291726.1|DVIR	LOC118510963|XP_035909322.1|ASTE
OG0001766	LOC6628144|XP_015028676.1|DVIR	LOC118512726|XP_035913475.1|ASTE
OG0001767	LOC6627511|XP_002051624.2|DVIR	LOC118511704|XP_035911013.1|ASTE
OG0001768	LOC6627599|XP_002052830.1|DVIR	LOC118513979|XP_035916298.1|ASTE
OG0001769	LOC6628975|XP_002051367.1|DVIR	LOC118510626|XP_035908556.1|ASTE
OG0001770	LOC6628766|XP_032294260.1|DVIR	LOC118513941|XP_035916217.1|ASTE
OG0001771	LOC6628684|XP_002051876.1|DVIR, LOC6628685|XP_002051877.1|DVIR	LOC118513978|XP_035916297.1|ASTE
OG0001772	LOC6636907|XP_002060363.1|DVIR	LOC118511057|XP_035909559.1|ASTE
OG0001774	LOC6626333|XP_002048863.3|DVIR	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE
OG0001776	LOC6634350|XP_002057814.1|DVIR	LOC118513424|XP_035915030.1|ASTE
OG0001777	LOC6628479|XP_002052560.1|DVIR	LOC118511584|XP_035910729.1|ASTE
OG0001778	LOC6627731|XP_032294267.1|DVIR	LOC118510842|XP_035909063.1|ASTE
OG0001779	LOC116651589|XP_032294198.1|DVIR, LOC6634228|XP_002057739.3|DVIR	LOC118513433|XP_035915055.1|ASTE
OG0001780	LOC6636377|XP_002059906.1|DVIR	LOC118508989|XP_035904880.1|ASTE
OG0001781	LOC6634353|XP_032293416.1|DVIR	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE
OG0001782	LOC6634140|XP_002057426.2|DVIR	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE
OG0001783	LOC6633985|XP_002057849.1|DVIR	LOC118510106|XP_035907465.1|ASTE
OG0001784	LOC6627837|XP_002051727.2|DVIR	LOC118514156|XP_035916665.1|ASTE
OG0001785	LOC116650870|XP_032291656.1|DVIR, LOC6636435|XP_002059824.3|DVIR	LOC118508993|XP_035904884.1|ASTE
OG0001786	LOC6628627|XP_002052583.1|DVIR	LOC118512499|XP_035912901.1|ASTE
OG0001787	LOC6628625|XP_032294223.1|DVIR, LOC116651664|XP_032294380.1|DVIR	LOC118512503|XP_035912906.1|ASTE
OG0001788	LOC6625143|XP_002049552.1|DVIR	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE
OG0001789	LOC6626595|XP_002049031.1|DVIR	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE
OG0001790	LOC6628698|XP_002052563.1|DVIR	LOC118513622|XP_035915572.1|ASTE
OG0001791	LOC6624934|XP_032292689.1|DVIR	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE
OG0001792	LOC6629252|XP_032294061.1|DVIR	LOC118513003|XP_035914153.1|ASTE
OG0001793	LOC6627236|XP_032292073.1|DVIR	LOC118513202|XP_035914586.1|ASTE
OG0001794	LOC6627730|XP_002051747.1|DVIR	LOC118514049|XP_035916437.1|ASTE
OG0001795	LOC6627568|XP_032294613.1|DVIR	LOC118510682|XP_035908738.1|ASTE
OG0001797	LOC6636265|XP_002059678.2|DVIR	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE
OG0001798	LOC6625853|XP_002050109.1|DVIR	LOC118504609|XP_035895179.1|ASTE
OG0001799	LOC6631590|XP_032295994.1|DVIR	LOC118502437|XP_035890558.1|ASTE
OG0001800	LOC6628473|XP_002052556.1|DVIR	LOC118506758|XP_035900245.1|ASTE
OG0001801	LOC6622930|XP_002047075.2|DVIR	LOC118504812|XP_035895709.1|ASTE
OG0001802	LOC6629278|XP_002054686.1|DVIR	LOC118517567|XP_035919704.1|ASTE
OG0001803	LOC6632864|XP_002056675.1|DVIR	LOC118505481|XP_035897192.1|ASTE
OG0001804	LOC6630762|XP_002054621.2|DVIR	LOC118502465|XP_035890589.1|ASTE
OG0001805	LOC6622190|XP_002046870.1|DVIR	LOC118506677|XP_035900025.1|ASTE
OG0001806	LOC6629630|XP_015027209.1|DVIR, LOC6629528|XP_032289921.1|DVIR	LOC118505362|XP_035896945.1|ASTE
OG0001808	LOC6632288|XP_015025750.1|DVIR	LOC118507956|XP_035903175.1|ASTE
OG0001809	LOC6629377|XP_002053541.2|DVIR	LOC118506690|XP_035900055.1|ASTE
OG0001810	LOC6630960|XP_032295283.1|DVIR	LOC118513263|XP_035914719.1|ASTE
OG0001811	LOC6626827|XP_032292193.1|DVIR	LOC118502528|XP_035890686.1|ASTE
OG0001812	LOC26530639|XP_015025128.1|DVIR	LOC118504326|XP_035894548.1|ASTE
OG0001814	LOC6630279|XP_015026820.1|DVIR	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE
OG0001815	LOC6632402|XP_002056619.1|DVIR	LOC118510989|XP_035909397.1|ASTE
OG0001816	LOC6635334|XP_002058883.2|DVIR, LOC6635416|XP_002058959.1|DVIR	LOC118504272|XP_035894399.1|ASTE
OG0001817	LOC6626118|XP_002049925.1|DVIR, LOC6626119|XP_015029333.2|DVIR	LOC118512394|XP_035912666.1|ASTE
OG0001818	LOC6634571|XP_002058183.3|DVIR	LOC118507139|XP_035901062.1|ASTE
OG0001819	LOC6627260|XP_002049916.1|DVIR	LOC118504802|XP_035895683.1|ASTE
OG0001820	LOC6636062|XP_002059593.1|DVIR	LOC118503962|XP_035893750.1|ASTE
OG0001821	LOC6627093|XP_002048808.2|DVIR	LOC118504871|XP_035895815.1|ASTE
OG0001822	LOC6625121|XP_002050888.1|DVIR	LOC118506228|XP_035898959.1|ASTE
OG0001823	LOC6624514|XP_002048532.1|DVIR	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE
OG0001824	LOC6627439|XP_002052240.1|DVIR	LOC118508277|XP_035903811.1|ASTE
OG0001825	LOC6626396|XP_032293313.1|DVIR	LOC118503934|XP_035893674.1|ASTE
OG0001826	LOC6626408|XP_002050049.1|DVIR	LOC118505312|XP_035896843.1|ASTE
OG0001827	LOC6626493|XP_002049318.1|DVIR	LOC118504777|XP_035895602.1|ASTE
OG0001828	LOC6631536|XP_002055060.1|DVIR, LOC6623058|XP_002047094.1|DVIR	LOC118505912|XP_035898264.1|ASTE
OG0001829	LOC6625646|XP_032292883.1|DVIR	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE
OG0001830	LOC6627140|XP_002049434.1|DVIR	LOC118505776|XP_035897940.1|ASTE
OG0001831	LOC6636801|XP_015023735.1|DVIR	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE
OG0001832	LOC6633660|XP_002056854.2|DVIR, LOC6637031|XP_032289081.1|DVIR, LOC6635054|XP_002058621.1|DVIR	LOC118503535|XP_035892814.1|ASTE
OG0001833	LOC6632988|XP_002056489.1|DVIR, LOC6625230|XP_002049967.1|DVIR	LOC118503397|XP_035892492.1|ASTE
OG0001834	LOC6632915|XP_002056260.1|DVIR	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE
OG0001837	LOC6623054|XP_002047093.2|DVIR, LOC6623448|XP_002048572.1|DVIR	LOC118509598|XP_035906281.1|ASTE
OG0001848	LOC26531103|XP_032289865.1|DVIR	LOC118513372|XP_035914900.1|ASTE
OG0001849	LOC6630912|XP_002053771.2|DVIR	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE
OG0001850	LOC6636235|XP_032290149.1|DVIR	LOC118509662|XP_035906527.1|ASTE
OG0001851	LOC6636228|XP_002059708.2|DVIR	LOC118509524|XP_035906130.1|ASTE
OG0001852	LOC6622731|XP_015030933.1|DVIR	LOC118509475|XP_035906008.1|ASTE
OG0001854	LOC6633855|XP_002057378.2|DVIR	LOC118517529|XP_035919655.1|ASTE
OG0001855	LOC6625553|XP_002049003.1|DVIR	LOC118511958|XP_035911573.1|ASTE
OG0001856	LOC116649727|XP_032295783.1|DVIR	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE
OG0001857	LOC6632127|XP_032295634.1|DVIR	LOC118517503|XP_035919611.1|ASTE
OG0001858	LOC6632170|XP_032295594.1|DVIR	LOC118515515|XP_035917926.1|ASTE
OG0001859	LOC6631306|XP_002055049.1|DVIR	LOC118515902|XP_035917969.1|ASTE
OG0001860	LOC6624578|XP_002047917.1|DVIR	LOC118510558|XP_035908434.1|ASTE
OG0001861	LOC6631111|XP_002054135.2|DVIR	LOC118506584|XP_035899832.1|ASTE
OG0001862	LOC6629574|XP_002054857.1|DVIR	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE
OG0001863	LOC6631747|XP_002055467.1|DVIR	LOC118502521|XP_035890675.1|ASTE
OG0001864	LOC6630472|XP_002054108.2|DVIR	LOC118502696|XP_035891112.1|ASTE
OG0001865	LOC6629316|XP_002053535.1|DVIR, LOC6631982|XP_002055607.1|DVIR	LOC118510313|XP_035907844.1|ASTE
OG0001866	LOC6632536|XP_032289602.1|DVIR	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE
OG0001867	LOC6623883|XP_002046829.1|DVIR	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE
OG0001868	LOC6628004|XP_002051410.2|DVIR	LOC118517415|XP_035919411.1|ASTE
OG0001869	LOC6635141|XP_002058378.2|DVIR	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE
OG0001870	LOC6636048|XP_002059575.1|DVIR	LOC118505043|XP_035896191.1|ASTE
OG0001871	LOC6634744|XP_002058192.1|DVIR	LOC118511316|XP_035910126.1|ASTE
OG0001872	LOC6629499|XP_002054519.1|DVIR	LOC118517586|XP_035919758.1|ASTE
OG0001873	LOC6634973|XP_015024816.1|DVIR	LOC118502801|XP_035891314.1|ASTE
OG0001874	LOC6636736|XP_002060211.1|DVIR	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE
OG0001875	LOC6630198|XP_032296221.1|DVIR	LOC118505059|XP_035896232.1|ASTE
OG0001876	LOC6626360|XP_032292439.1|DVIR	LOC118505620|XP_035897575.1|ASTE
OG0001877	LOC6632027|XP_002055017.1|DVIR	LOC118511185|XP_035909840.1|ASTE
OG0001878	LOC6632250|XP_002056079.1|DVIR	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE
OG0001879	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR	LOC118504755|XP_035895569.1|ASTE
OG0001880	LOC6631180|XP_002053235.1|DVIR	LOC118508454|XP_035904149.1|ASTE
OG0001881	LOC6634930|XP_002058441.1|DVIR	LOC118507542|XP_035902014.1|ASTE
OG0001882	LOC6630847|XP_002053929.1|DVIR	LOC118507538|XP_035902008.1|ASTE
OG0001883	LOC6630823|XP_015026855.1|DVIR	LOC118506779|XP_035900279.1|ASTE
OG0001884	LOC6629741|XP_002054145.1|DVIR	LOC118506780|XP_035900285.1|ASTE
OG0001885	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR	LOC118512936|XP_035914012.1|ASTE
OG0001886	LOC6629593|XP_002053000.1|DVIR	LOC118502907|XP_035891521.1|ASTE
OG0001887	LOC6626745|XP_002049308.1|DVIR	LOC118502569|XP_035890784.1|ASTE
OG0001888	LOC6632956|XP_002056573.1|DVIR	LOC118502568|XP_035890783.1|ASTE
OG0001889	LOC6631540|XP_002055064.1|DVIR	LOC118502846|XP_035891435.1|ASTE
OG0001890	LOC6624456|XP_002047611.1|DVIR	LOC118505228|XP_035896649.1|ASTE
OG0001891	LOC6630380|XP_032295643.1|DVIR	LOC118505829|XP_035898072.1|ASTE
OG0001892	LOC6628853|XP_002051239.2|DVIR	LOC118507471|XP_035901866.1|ASTE
OG0001893	LOC6633062|XP_002055951.1|DVIR	LOC118517612|XP_035919801.1|ASTE
OG0001894	LOC6635922|XP_002059362.1|DVIR	LOC118502737|XP_035891194.1|ASTE
OG0001895	LOC6636233|XP_002059747.2|DVIR	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE
OG0001896	LOC26531476|XP_032289175.1|DVIR	LOC118504211|XP_035894295.1|ASTE
OG0001897	LOC6630568|XP_002054385.1|DVIR	LOC118503289|XP_035892271.1|ASTE
OG0001898	LOC6633845|XP_002057197.1|DVIR	LOC118506902|XP_035900578.1|ASTE
OG0001899	LOC6635016|XP_032294826.1|DVIR	LOC118505189|XP_035896537.1|ASTE
OG0001900	LOC6622825|XP_002047546.1|DVIR	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE
OG0001901	LOC6627289|XP_032294122.1|DVIR	LOC118506440|XP_035899461.1|ASTE
OG0001903	LOC6634914|XP_002058674.2|DVIR	LOC118507507|XP_035901939.1|ASTE
OG0001904	LOC6632940|XP_002056127.2|DVIR	LOC118507779|XP_035902707.1|ASTE
OG0001905	LOC6631810|XP_002055744.1|DVIR, LOC6626283|XP_032293097.1|DVIR	LOC118508456|XP_035904151.1|ASTE
OG0001906	LOC6632312|XP_032289778.1|DVIR	LOC118504404|XP_035894725.1|ASTE
OG0001907	LOC6636667|XP_032295789.1|DVIR	LOC118505220|XP_035896630.1|ASTE
OG0001908	LOC6633216|XP_002055981.1|DVIR	LOC118503469|XP_035892656.1|ASTE
OG0001909	LOC6632123|XP_002055261.1|DVIR	LOC118507734|XP_035902596.1|ASTE
OG0001910	LOC6632727|XP_002056050.1|DVIR	LOC118511959|XP_035911574.1|ASTE
OG0001911	LOC6629987|XP_015027658.1|DVIR	LOC118502984|XP_035891662.1|ASTE
OG0001912	LOC6626582|XP_002049695.2|DVIR	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE
OG0001914	LOC6632225|XP_032288800.1|DVIR	LOC118503589|XP_035892926.1|ASTE
OG0001915	LOC6623134|XP_032290356.1|DVIR	LOC118512060|XP_035911813.1|ASTE
OG0001916	LOC6626949|XP_015029030.1|DVIR	LOC118511475|XP_035910503.1|ASTE
OG0001917	LOC6624259|XP_002047159.2|DVIR	LOC118513127|XP_035914437.1|ASTE
OG0001918	LOC6622066|XP_002047081.2|DVIR	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE
OG0001919	LOC6625344|XP_002050426.1|DVIR	LOC118512184|XP_035912168.1|ASTE
OG0001920	LOC6627339|XP_002052236.1|DVIR, LOC6631186|XP_002053241.1|DVIR	LOC118512170|XP_035912147.1|ASTE
OG0001921	LOC6635342|XP_002058869.1|DVIR	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE
OG0001922	LOC6636374|XP_002059903.1|DVIR	LOC118512105|XP_035911969.1|ASTE
OG0001923	LOC6624146|XP_032290475.1|DVIR	LOC118509818|XP_035906863.1|ASTE
OG0001924	LOC6629175|XP_032294253.1|DVIR	LOC118512164|XP_035912136.1|ASTE
OG0001926	LOC6624449|XP_015031116.1|DVIR, LOC26531907|XP_032290167.1|DVIR	LOC118510487|XP_035908262.1|ASTE
OG0001927	LOC6626539|XP_002050749.1|DVIR	LOC118510530|XP_035908368.1|ASTE
OG0001928	LOC6623265|XP_032290171.1|DVIR	LOC118510560|XP_035908437.1|ASTE
OG0001929	LOC6624086|XP_032291330.1|DVIR	LOC118510461|XP_035908189.1|ASTE
OG0001930	LOC6625194|XP_002048747.2|DVIR	LOC118508898|XP_035904629.1|ASTE
OG0001932	LOC6623786|XP_002047365.1|DVIR	LOC118510460|XP_035908185.1|ASTE
OG0001933	LOC6626854|XP_002050088.1|DVIR	LOC118509537|XP_035906156.1|ASTE
OG0001934	LOC6623856|XP_002047841.1|DVIR	LOC118509431|XP_035905913.1|ASTE
OG0001935	LOC6623638|XP_002046186.2|DVIR	LOC118513097|XP_035914391.1|ASTE
OG0001937	LOC6636473|XP_002059922.2|DVIR	LOC118509494|XP_035906042.1|ASTE
OG0001938	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR	LOC118509934|XP_035907157.1|ASTE
OG0001939	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR	LOC118509773|XP_035906805.1|ASTE
OG0001940	LOC26531019|XP_032292582.1|DVIR	LOC118509670|XP_035906552.1|ASTE
OG0001941	LOC6631184|XP_015027223.1|DVIR	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE
OG0001942	LOC6635955|XP_002059397.2|DVIR	LOC118511431|XP_035910415.1|ASTE
OG0001943	LOC6623341|XP_002046189.1|DVIR	LOC118511442|XP_035910434.1|ASTE
OG0001944	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR	LOC118514250|XP_035916857.1|ASTE
OG0001945	LOC6635919|XP_002059359.3|DVIR	LOC118511792|XP_035911212.1|ASTE
OG0001946	LOC6626501|XP_002050870.1|DVIR	LOC118511383|XP_035910283.1|ASTE
OG0001947	LOC6626615|XP_002050599.1|DVIR	LOC118511381|XP_035910279.1|ASTE
OG0001948	LOC6622360|XP_002047720.1|DVIR	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE
OG0001949	LOC6623797|XP_032290625.1|DVIR	LOC118514380|XP_035917147.1|ASTE
OG0001950	LOC6630671|XP_032295217.1|DVIR	LOC118509618|XP_035906343.1|ASTE
OG0001951	LOC6626511|XP_032292583.1|DVIR	LOC118510328|XP_035907866.1|ASTE
OG0001952	LOC6626111|XP_002050024.1|DVIR	LOC118511327|XP_035910146.1|ASTE
OG0001953	LOC6636370|XP_032292427.1|DVIR	LOC118514332|XP_035917032.1|ASTE
OG0001954	LOC6627056|XP_002050512.2|DVIR	LOC118509514|XP_035906101.1|ASTE
OG0001955	LOC6626572|XP_002050551.1|DVIR	LOC118509453|XP_035905966.1|ASTE
OG0001956	LOC6624021|XP_002048311.3|DVIR	LOC118510369|XP_035907982.1|ASTE
OG0001957	LOC6626358|XP_002050861.1|DVIR	LOC118514359|XP_035917074.1|ASTE
OG0001958	LOC6624884|XP_032291947.1|DVIR	LOC118512020|XP_035911693.1|ASTE
OG0001959	LOC6624711|XP_002048130.3|DVIR	LOC118510433|XP_035908103.1|ASTE
OG0001960	LOC6622927|XP_032291068.1|DVIR	LOC118513135|XP_035914454.1|ASTE
OG0001961	LOC6627254|XP_015029602.1|DVIR	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE
OG0001962	LOC6635923|XP_032292197.1|DVIR	LOC118509688|XP_035906633.1|ASTE
OG0001963	LOC6622663|XP_002047023.1|DVIR	LOC118514231|XP_035916827.1|ASTE
OG0001964	LOC6622277|XP_002046649.2|DVIR	LOC118511307|XP_035910111.1|ASTE
OG0001966	LOC6630544|XP_002054415.1|DVIR	LOC118509748|XP_035906772.1|ASTE
OG0001967	LOC6625387|XP_002050304.1|DVIR	LOC118509246|XP_035905461.1|ASTE
OG0001968	LOC6623937|XP_002046279.1|DVIR	LOC118514627|XP_035917518.1|ASTE
OG0001969	LOC6625261|XP_002050690.1|DVIR	LOC118511846|XP_035911283.1|ASTE
OG0001970	LOC6625600|XP_002050260.1|DVIR	LOC118511519|XP_035910600.1|ASTE
OG0001971	LOC6626723|XP_032293156.1|DVIR	LOC118511337|XP_035910163.1|ASTE
OG0001972	LOC6626123|XP_002050030.1|DVIR	LOC118511336|XP_035910162.1|ASTE
OG0001973	LOC6627053|XP_015030141.1|DVIR	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE
OG0001974	LOC6625696|XP_002048846.2|DVIR	LOC118512000|XP_035911635.1|ASTE
OG0001975	LOC6623862|XP_002047408.1|DVIR	LOC118512279|XP_035912384.1|ASTE
OG0001976	LOC6626906|XP_002050966.1|DVIR	LOC118503366|XP_035892456.1|ASTE
OG0001977	LOC6627449|XP_032293907.1|DVIR	LOC118511744|XP_035911094.1|ASTE
OG0001978	LOC6628402|XP_032294042.1|DVIR	LOC118511110|XP_035909728.1|ASTE
OG0001979	LOC6623792|XP_002048622.1|DVIR, LOC6628450|XP_002051653.1|DVIR	LOC118511116|XP_035909734.1|ASTE
OG0001980	LOC6635756|XP_002059113.1|DVIR	LOC118513565|XP_035915386.1|ASTE
OG0001982	LOC6629007|XP_002051276.2|DVIR	LOC118509169|XP_035905321.1|ASTE
OG0001983	LOC26531357|XP_032288987.1|DVIR	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE
OG0001984	LOC6628168|XP_002051464.2|DVIR	LOC118511044|XP_035909534.1|ASTE
OG0001985	LOC6634040|XP_032293613.1|DVIR	LOC118509326|XP_035905680.1|ASTE
OG0001986	LOC6628175|XP_002051445.1|DVIR	LOC118512643|XP_035913247.1|ASTE
OG0001987	LOC6633394|XP_032289114.1|DVIR	LOC118507975|XP_035903207.1|ASTE
OG0001988	LOC6625855|XP_002050111.1|DVIR	LOC118513408|XP_035915005.1|ASTE
OG0001989	LOC6628311|XP_002052865.1|DVIR	LOC118513235|XP_035914679.1|ASTE
OG0001990	LOC6627818|XP_002051143.2|DVIR	LOC118512435|XP_035912789.1|ASTE
OG0001991	LOC6629075|XP_032294338.1|DVIR	LOC118512974|XP_035914095.1|ASTE
OG0001992	LOC6627897|XP_032294616.1|DVIR	LOC118511266|XP_035910029.1|ASTE
OG0001993	LOC6634213|XP_002057806.1|DVIR	LOC118512545|XP_035913013.1|ASTE
OG0001994	LOC6629688|XP_015027572.1|DVIR	LOC118511659|XP_035910900.1|ASTE
OG0001995	LOC6634297|XP_002057449.1|DVIR	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE
OG0001996	LOC6628189|XP_032294003.1|DVIR	LOC118512512|XP_035912922.1|ASTE
OG0001997	LOC6626236|XP_002048860.1|DVIR	LOC118513345|XP_035914866.1|ASTE
OG0001998	LOC6626332|XP_032291752.1|DVIR	LOC118512548|XP_035913021.1|ASTE
OG0001999	LOC6627059|XP_015029165.1|DVIR	LOC118508967|XP_035904805.1|ASTE
OG0002000	LOC6627761|XP_002052650.1|DVIR	LOC118513738|XP_035915788.1|ASTE
