Orthogroup	DVIR.longest_only	CQUI.longest_only
OG0001760	LOC6635975|XP_002059404.1|DVIR	LOC6053983|XP_001869974.2|CQUI
OG0001761	LOC6625683|XP_015029980.1|DVIR	LOC6030821|XP_038116016.1|CQUI
OG0001762	LOC6627905|XP_002051398.2|DVIR	LOC6032229|XP_038120484.1|CQUI, LOC119767059|XP_038110416.1|CQUI
OG0001763	LOC6627645|XP_015028460.1|DVIR, LOC6627644|XP_032294480.1|DVIR	LOC6042603|XP_038108791.1|CQUI
OG0001764	LOC6633144|XP_002056383.1|DVIR	LOC6046458|XP_001863652.1|CQUI, LOC6047560|XP_001864605.2|CQUI
OG0001765	LOC116649770|XP_032290313.1|DVIR, LOC6636456|XP_032291726.1|DVIR	LOC6051485|XP_038107849.1|CQUI
OG0001766	LOC6628144|XP_015028676.1|DVIR	LOC6032480|XP_038113756.1|CQUI
OG0001767	LOC6627511|XP_002051624.2|DVIR	LOC6038630|XP_038111107.1|CQUI
OG0001768	LOC6627599|XP_002052830.1|DVIR	LOC6043200|XP_001857537.1|CQUI
OG0001769	LOC6628975|XP_002051367.1|DVIR	LOC6032939|XP_038112351.1|CQUI
OG0001770	LOC6628766|XP_032294260.1|DVIR	LOC6031963|XP_001842639.2|CQUI, LOC6031964|XP_001842640.2|CQUI, LOC6031965|XP_001842641.2|CQUI
OG0001771	LOC6628684|XP_002051876.1|DVIR, LOC6628685|XP_002051877.1|DVIR	LOC6036359|XP_001846418.2|CQUI
OG0001772	LOC6636907|XP_002060363.1|DVIR	LOC6037387|XP_001847305.2|CQUI
OG0001774	LOC6626333|XP_002048863.3|DVIR	LOC6050045|XP_038113995.1|CQUI
OG0001776	LOC6634350|XP_002057814.1|DVIR	LOC6031792|XP_001842500.2|CQUI
OG0001777	LOC6628479|XP_002052560.1|DVIR	LOC6038084|XP_038107632.1|CQUI
OG0001778	LOC6627731|XP_032294267.1|DVIR	LOC6048084|XP_038107441.1|CQUI
OG0001779	LOC116651589|XP_032294198.1|DVIR, LOC6634228|XP_002057739.3|DVIR	LOC6038075|XP_038113585.1|CQUI
OG0001781	LOC6634353|XP_032293416.1|DVIR	LOC6041564|XP_001850809.2|CQUI
OG0001782	LOC6634140|XP_002057426.2|DVIR	LOC6042229|XP_038107954.1|CQUI
OG0001783	LOC6633985|XP_002057849.1|DVIR	LOC6031827|XP_038111291.1|CQUI
OG0001784	LOC6627837|XP_002051727.2|DVIR	LOC6041615|XP_038107354.1|CQUI
OG0001785	LOC116650870|XP_032291656.1|DVIR, LOC6636435|XP_002059824.3|DVIR	LOC6042128|XP_038111879.1|CQUI
OG0001786	LOC6628627|XP_002052583.1|DVIR	LOC6042125|XP_038111657.1|CQUI
OG0001787	LOC6628625|XP_032294223.1|DVIR, LOC116651664|XP_032294380.1|DVIR	LOC6040864|XP_038108373.1|CQUI
OG0001789	LOC6626595|XP_002049031.1|DVIR	LOC6048506|XP_001865416.1|CQUI
OG0001790	LOC6628698|XP_002052563.1|DVIR	LOC6041779|XP_001850996.1|CQUI
OG0001791	LOC6624934|XP_032292689.1|DVIR	LOC6034040|XP_001844420.1|CQUI, LOC6043078|XP_038108346.1|CQUI
OG0001792	LOC6629252|XP_032294061.1|DVIR	LOC6045612|XP_038111898.1|CQUI
OG0001793	LOC6627236|XP_032292073.1|DVIR	LOC6046544|XP_038112495.1|CQUI
OG0001794	LOC6627730|XP_002051747.1|DVIR	LOC6036321|XP_038109201.1|CQUI
OG0001795	LOC6627568|XP_032294613.1|DVIR	LOC6047491|XP_038109664.1|CQUI
OG0001797	LOC6636265|XP_002059678.2|DVIR	LOC6047551|XP_038118672.1|CQUI, LOC6050873|XP_038122154.1|CQUI
OG0001798	LOC6625853|XP_002050109.1|DVIR	LOC6033088|XP_001843587.1|CQUI
OG0001799	LOC6631590|XP_032295994.1|DVIR	LOC6043563|XP_001859940.2|CQUI
OG0001800	LOC6628473|XP_002052556.1|DVIR	LOC6051493|XP_038117999.1|CQUI
OG0001801	LOC6622930|XP_002047075.2|DVIR	LOC6049899|XP_038119313.1|CQUI
OG0001802	LOC6629278|XP_002054686.1|DVIR	LOC119770526|XP_038121485.1|CQUI, LOC6046222|XP_001863451.2|CQUI
OG0001803	LOC6632864|XP_002056675.1|DVIR	LOC6039393|XP_001849006.2|CQUI
OG0001804	LOC6630762|XP_002054621.2|DVIR	LOC6053879|XP_038114581.1|CQUI
OG0001805	LOC6622190|XP_002046870.1|DVIR	LOC6052240|XP_001868538.2|CQUI
OG0001806	LOC6629630|XP_015027209.1|DVIR, LOC6629528|XP_032289921.1|DVIR	LOC6032501|XP_001843089.2|CQUI
OG0001808	LOC6632288|XP_015025750.1|DVIR	LOC6039490|XP_038115956.1|CQUI
OG0001809	LOC6629377|XP_002053541.2|DVIR	LOC6046894|XP_038121868.1|CQUI
OG0001810	LOC6630960|XP_032295283.1|DVIR	LOC119767837|XP_038113417.1|CQUI, LOC6048710|XP_038115683.1|CQUI, LOC6042778|XP_038119753.1|CQUI
OG0001811	LOC6626827|XP_032292193.1|DVIR	LOC6052426|XP_038121257.1|CQUI
OG0001812	LOC26530639|XP_015025128.1|DVIR	LOC6033997|XP_001844384.1|CQUI
OG0001813	LOC6629515|XP_015026896.1|DVIR	LOC6045837|XP_038108395.1|CQUI
OG0001814	LOC6630279|XP_015026820.1|DVIR	LOC6042171|XP_001851318.2|CQUI
OG0001815	LOC6632402|XP_002056619.1|DVIR	LOC6052975|XP_038122237.1|CQUI
OG0001816	LOC6635334|XP_002058883.2|DVIR, LOC6635416|XP_002058959.1|DVIR	LOC6039946|XP_001849441.1|CQUI
OG0001817	LOC6626118|XP_002049925.1|DVIR, LOC6626119|XP_015029333.2|DVIR	LOC6033778|XP_038113959.1|CQUI
OG0001818	LOC6634571|XP_002058183.3|DVIR	LOC6031465|XP_038110900.1|CQUI, LOC6031468|XP_038106439.1|CQUI
OG0001819	LOC6627260|XP_002049916.1|DVIR	LOC6052485|XP_038106063.1|CQUI
OG0001820	LOC6636062|XP_002059593.1|DVIR	LOC6031908|XP_038108785.1|CQUI
OG0001821	LOC6627093|XP_002048808.2|DVIR	LOC6045851|XP_038113040.1|CQUI
OG0001822	LOC6625121|XP_002050888.1|DVIR	LOC6051898|XP_038107802.1|CQUI
OG0001823	LOC6624514|XP_002048532.1|DVIR	LOC6049608|XP_001866335.2|CQUI
OG0001824	LOC6627439|XP_002052240.1|DVIR	LOC6043663|XP_001861292.2|CQUI, LOC6043665|XP_038111105.1|CQUI
OG0001825	LOC6626396|XP_032293313.1|DVIR	LOC6052855|XP_038109737.1|CQUI
OG0001826	LOC6626408|XP_002050049.1|DVIR	LOC6051516|XP_038113255.1|CQUI
OG0001827	LOC6626493|XP_002049318.1|DVIR	LOC6047130|XP_038111924.1|CQUI, LOC6040294|XP_038110969.1|CQUI
OG0001828	LOC6631536|XP_002055060.1|DVIR, LOC6623058|XP_002047094.1|DVIR	LOC6037826|XP_038114259.1|CQUI
OG0001829	LOC6625646|XP_032292883.1|DVIR	LOC6053615|XP_038114283.1|CQUI
OG0001830	LOC6627140|XP_002049434.1|DVIR	LOC6049875|XP_001866565.2|CQUI
OG0001831	LOC6636801|XP_015023735.1|DVIR	LOC6038352|XP_038109026.1|CQUI, LOC6038350|XP_001848165.2|CQUI
OG0001832	LOC6633660|XP_002056854.2|DVIR, LOC6637031|XP_032289081.1|DVIR, LOC6635054|XP_002058621.1|DVIR	LOC6036088|XP_001846181.1|CQUI
OG0001833	LOC6632988|XP_002056489.1|DVIR, LOC6625230|XP_002049967.1|DVIR	LOC6043113|XP_001855895.2|CQUI
OG0001848	LOC26531103|XP_032289865.1|DVIR	LOC6044339|XP_038122494.1|CQUI
OG0001849	LOC6630912|XP_002053771.2|DVIR	LOC6044345|XP_001861875.1|CQUI
OG0001850	LOC6636235|XP_032290149.1|DVIR	LOC6038326|XP_038110281.1|CQUI
OG0001851	LOC6636228|XP_002059708.2|DVIR	LOC6052786|XP_038111864.1|CQUI
OG0001852	LOC6622731|XP_015030933.1|DVIR	LOC6038309|XP_038105365.1|CQUI, LOC6038308|XP_038105255.1|CQUI
OG0001854	LOC6633855|XP_002057378.2|DVIR	LOC6041765|XP_038116879.1|CQUI
OG0001855	LOC6625553|XP_002049003.1|DVIR	LOC6035157|XP_038105344.1|CQUI
OG0001856	LOC116649727|XP_032295783.1|DVIR	LOC6046575|XP_001863756.2|CQUI
OG0001857	LOC6632127|XP_032295634.1|DVIR	LOC6042718|XP_001870735.2|CQUI, LOC6042721|XP_001870738.2|CQUI
OG0001858	LOC6632170|XP_032295594.1|DVIR	LOC6041772|XP_038104722.1|CQUI
OG0001859	LOC6631306|XP_002055049.1|DVIR	LOC119767634|XP_038112546.1|CQUI
OG0001860	LOC6624578|XP_002047917.1|DVIR	LOC6047045|XP_038104177.1|CQUI, LOC6042830|XP_001870827.1|CQUI
OG0001861	LOC6631111|XP_002054135.2|DVIR	LOC6037954|XP_038104548.1|CQUI
OG0001862	LOC6629574|XP_002054857.1|DVIR	LOC6045736|XP_038105476.1|CQUI, LOC6045737|XP_001863044.2|CQUI
OG0001863	LOC6631747|XP_002055467.1|DVIR	LOC6042593|XP_038114195.1|CQUI, LOC6045734|XP_001863041.2|CQUI
OG0001864	LOC6630472|XP_002054108.2|DVIR	LOC6053324|XP_038105480.1|CQUI
OG0001865	LOC6629316|XP_002053535.1|DVIR, LOC6631982|XP_002055607.1|DVIR	LOC6042722|XP_001870739.2|CQUI
OG0001866	LOC6632536|XP_032289602.1|DVIR	LOC6042730|XP_038104345.1|CQUI
OG0001867	LOC6623883|XP_002046829.1|DVIR	LOC6048195|XP_038116728.1|CQUI
OG0001868	LOC6628004|XP_002051410.2|DVIR	LOC6052598|XP_038104287.1|CQUI
OG0001869	LOC6635141|XP_002058378.2|DVIR	LOC6038423|XP_038105660.1|CQUI
OG0001870	LOC6636048|XP_002059575.1|DVIR	LOC6044993|XP_001862417.2|CQUI
OG0001871	LOC6634744|XP_002058192.1|DVIR	LOC6039039|XP_038104101.1|CQUI
OG0001872	LOC6629499|XP_002054519.1|DVIR	LOC6034331|XP_038122572.1|CQUI
OG0001873	LOC6634973|XP_015024816.1|DVIR	LOC6045619|XP_038104541.1|CQUI
OG0001874	LOC6636736|XP_002060211.1|DVIR	LOC6043591|XP_038105079.1|CQUI
OG0001875	LOC6630198|XP_032296221.1|DVIR	LOC6047655|XP_038112718.1|CQUI
OG0001876	LOC6626360|XP_032292439.1|DVIR	LOC6034410|XP_001844728.2|CQUI
OG0001877	LOC6632027|XP_002055017.1|DVIR	LOC6034426|XP_001844744.2|CQUI
OG0001878	LOC6632250|XP_002056079.1|DVIR	LOC6034484|XP_038114409.1|CQUI
OG0001879	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR	LOC6034762|XP_038105957.1|CQUI
OG0001880	LOC6631180|XP_002053235.1|DVIR	LOC6036518|XP_001846563.2|CQUI
OG0001881	LOC6634930|XP_002058441.1|DVIR	LOC6035632|XP_038104495.1|CQUI
OG0001882	LOC6630847|XP_002053929.1|DVIR	LOC6035646|XP_001845785.2|CQUI
OG0001883	LOC6630823|XP_015026855.1|DVIR	LOC6044618|XP_038104449.1|CQUI
OG0001884	LOC6629741|XP_002054145.1|DVIR	LOC6035062|XP_001845298.1|CQUI
OG0001885	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR	LOC119767037|XP_038110218.1|CQUI
OG0001886	LOC6629593|XP_002053000.1|DVIR	LOC6044851|XP_001862296.1|CQUI
OG0001887	LOC6626745|XP_002049308.1|DVIR	LOC6038584|XP_001848366.1|CQUI
OG0001888	LOC6632956|XP_002056573.1|DVIR	LOC6041722|XP_038122909.1|CQUI
OG0001889	LOC6631540|XP_002055064.1|DVIR	LOC6041728|XP_001850950.2|CQUI
OG0001890	LOC6624456|XP_002047611.1|DVIR	LOC119765309|XP_038104857.1|CQUI
OG0001891	LOC6630380|XP_032295643.1|DVIR	LOC6043184|XP_038105459.1|CQUI
OG0001892	LOC6628853|XP_002051239.2|DVIR	LOC6035555|XP_001845713.2|CQUI
OG0001893	LOC6633062|XP_002055951.1|DVIR	LOC6032693|XP_038105722.1|CQUI
OG0001894	LOC6635922|XP_002059362.1|DVIR	LOC6032687|XP_001843247.2|CQUI
OG0001895	LOC6636233|XP_002059747.2|DVIR	LOC6032626|XP_038117551.1|CQUI
OG0001896	LOC26531476|XP_032289175.1|DVIR	LOC6033243|XP_038122668.1|CQUI
OG0001897	LOC6630568|XP_002054385.1|DVIR	LOC6046290|XP_038104836.1|CQUI
OG0001898	LOC6633845|XP_002057197.1|DVIR	LOC6031568|XP_001842347.2|CQUI
OG0001899	LOC6635016|XP_032294826.1|DVIR	LOC6033679|XP_038122988.1|CQUI
OG0001900	LOC6622825|XP_002047546.1|DVIR	LOC6041148|XP_038110611.1|CQUI
OG0001901	LOC6627289|XP_032294122.1|DVIR	LOC6033710|XP_038105128.1|CQUI
OG0001905	LOC6631810|XP_002055744.1|DVIR, LOC6626283|XP_032293097.1|DVIR	LOC6040704|XP_001850058.2|CQUI
OG0001906	LOC6632312|XP_032289778.1|DVIR	LOC6037489|XP_038105690.1|CQUI
OG0001907	LOC6636667|XP_032295789.1|DVIR	LOC6038035|XP_038114494.1|CQUI
OG0001908	LOC6633216|XP_002055981.1|DVIR	LOC6042396|XP_038108468.1|CQUI
OG0001909	LOC6632123|XP_002055261.1|DVIR	LOC6032044|XP_038104689.1|CQUI
OG0001910	LOC6632727|XP_002056050.1|DVIR	LOC6035189|XP_038105072.1|CQUI, LOC6035190|XP_001845420.2|CQUI
OG0001912	LOC6626582|XP_002049695.2|DVIR	LOC6033909|XP_001844298.2|CQUI
OG0001913	LOC6627779|XP_002052018.1|DVIR	LOC6033916|XP_001844305.2|CQUI, LOC6033914|XP_038109497.1|CQUI, LOC6033918|XP_001844307.2|CQUI
OG0001914	LOC6632225|XP_032288800.1|DVIR	LOC6044843|XP_001862288.2|CQUI, LOC6033904|XP_001844293.2|CQUI
OG0001915	LOC6623134|XP_032290356.1|DVIR	LOC6032785|XP_038118978.1|CQUI
OG0001916	LOC6626949|XP_015029030.1|DVIR	LOC6032807|XP_038118971.1|CQUI
OG0001917	LOC6624259|XP_002047159.2|DVIR	LOC6032905|XP_038116382.1|CQUI
OG0001918	LOC6622066|XP_002047081.2|DVIR	LOC6038679|XP_001848434.2|CQUI, LOC119767328|XP_038111632.1|CQUI
OG0001919	LOC6625344|XP_002050426.1|DVIR	LOC6041034|XP_001850345.2|CQUI
OG0001920	LOC6627339|XP_002052236.1|DVIR, LOC6631186|XP_002053241.1|DVIR	LOC6053530|XP_038119323.1|CQUI
OG0001921	LOC6635342|XP_002058869.1|DVIR	LOC6031101|XP_001841948.2|CQUI
OG0001922	LOC6636374|XP_002059903.1|DVIR	LOC119770110|XP_038120318.1|CQUI, LOC6050944|XP_001867457.2|CQUI
OG0001923	LOC6624146|XP_032290475.1|DVIR	LOC6053082|XP_038116406.1|CQUI
OG0001924	LOC6629175|XP_032294253.1|DVIR	LOC6047853|XP_001864856.2|CQUI
OG0001925	LOC6624356|XP_002046938.1|DVIR	LOC6044576|XP_001862068.2|CQUI
OG0001926	LOC6624449|XP_015031116.1|DVIR, LOC26531907|XP_032290167.1|DVIR	LOC6031058|XP_038117318.1|CQUI
OG0001927	LOC6626539|XP_002050749.1|DVIR	LOC6042822|XP_038119054.1|CQUI
OG0001928	LOC6623265|XP_032290171.1|DVIR	LOC6042827|XP_001870824.2|CQUI
OG0001929	LOC6624086|XP_032291330.1|DVIR	LOC6044582|XP_038117729.1|CQUI
OG0001930	LOC6625194|XP_002048747.2|DVIR	LOC6052394|XP_038121632.1|CQUI
OG0001932	LOC6623786|XP_002047365.1|DVIR	LOC6044950|XP_038115259.1|CQUI
OG0001933	LOC6626854|XP_002050088.1|DVIR	LOC6051407|XP_001867852.2|CQUI
OG0001934	LOC6623856|XP_002047841.1|DVIR	LOC119765391|XP_038105089.1|CQUI, LOC6047375|XP_001864443.2|CQUI
OG0001935	LOC6623638|XP_002046186.2|DVIR	LOC6038818|XP_038120855.1|CQUI
OG0001937	LOC6636473|XP_002059922.2|DVIR	LOC6042011|XP_038115412.1|CQUI
OG0001938	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR	LOC6044645|XP_038115793.1|CQUI
OG0001939	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR	LOC6048509|XP_001865422.2|CQUI
OG0001940	LOC26531019|XP_032292582.1|DVIR	LOC6048947|XP_001865782.2|CQUI
OG0001941	LOC6631184|XP_015027223.1|DVIR	LOC6036592|XP_038117237.1|CQUI
OG0001942	LOC6635955|XP_002059397.2|DVIR	LOC6041098|XP_038119257.1|CQUI, LOC6037316|XP_001847243.2|CQUI, LOC6041117|XP_038121399.1|CQUI
OG0001943	LOC6623341|XP_002046189.1|DVIR	LOC119769729|XP_038119123.1|CQUI
OG0001944	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR	LOC6053439|XP_001869521.2|CQUI
OG0001945	LOC6635919|XP_002059359.3|DVIR	LOC6041342|XP_038121860.1|CQUI
OG0001946	LOC6626501|XP_002050870.1|DVIR	LOC6050479|XP_001867082.1|CQUI
OG0001947	LOC6626615|XP_002050599.1|DVIR	LOC6050483|XP_001867086.1|CQUI
OG0001948	LOC6622360|XP_002047720.1|DVIR	LOC6048050|XP_038116081.1|CQUI
OG0001949	LOC6623797|XP_032290625.1|DVIR	LOC6050155|XP_038115622.1|CQUI
OG0001950	LOC6630671|XP_032295217.1|DVIR	LOC6044944|XP_038114752.1|CQUI
OG0001951	LOC6626511|XP_032292583.1|DVIR	LOC6038589|XP_038122017.1|CQUI
OG0001952	LOC6626111|XP_002050024.1|DVIR	LOC6051573|XP_038119566.1|CQUI
OG0001953	LOC6636370|XP_032292427.1|DVIR	LOC6037139|XP_001847079.2|CQUI
OG0001954	LOC6627056|XP_002050512.2|DVIR	LOC6036398|XP_038119152.1|CQUI
OG0001955	LOC6626572|XP_002050551.1|DVIR	LOC6036401|XP_001846454.2|CQUI
OG0001956	LOC6624021|XP_002048311.3|DVIR	LOC6036547|XP_038117528.1|CQUI
OG0001957	LOC6626358|XP_002050861.1|DVIR	LOC6036275|XP_001846341.1|CQUI
OG0001958	LOC6624884|XP_032291947.1|DVIR	LOC6033549|XP_038117713.1|CQUI
OG0001959	LOC6624711|XP_002048130.3|DVIR	LOC6038392|XP_001848199.2|CQUI, LOC6037710|XP_038114451.1|CQUI
OG0001960	LOC6622927|XP_032291068.1|DVIR	LOC6040613|XP_001849983.2|CQUI
OG0001962	LOC6635923|XP_032292197.1|DVIR	LOC6035473|XP_038120793.1|CQUI
OG0001963	LOC6622663|XP_002047023.1|DVIR	LOC6033576|XP_038116392.1|CQUI
OG0001964	LOC6622277|XP_002046649.2|DVIR	LOC119770350|XP_038120975.1|CQUI
OG0001966	LOC6630544|XP_002054415.1|DVIR	LOC6045542|XP_038120964.1|CQUI
OG0001967	LOC6625387|XP_002050304.1|DVIR	LOC6037159|XP_038116491.1|CQUI
OG0001968	LOC6623937|XP_002046279.1|DVIR	LOC119769837|XP_038119461.1|CQUI
OG0001969	LOC6625261|XP_002050690.1|DVIR	LOC6043784|XP_001861388.2|CQUI
OG0001970	LOC6625600|XP_002050260.1|DVIR	LOC6033499|XP_001843940.1|CQUI
OG0001971	LOC6626723|XP_032293156.1|DVIR	LOC119770383|XP_038121065.1|CQUI
OG0001972	LOC6626123|XP_002050030.1|DVIR	LOC6050813|XP_038115650.1|CQUI
OG0001973	LOC6627053|XP_015030141.1|DVIR	LOC6030808|XP_038115981.1|CQUI
OG0001974	LOC6625696|XP_002048846.2|DVIR	LOC6040965|XP_001850286.2|CQUI
OG0001975	LOC6623862|XP_002047408.1|DVIR	LOC6047202|XP_001864288.2|CQUI
OG0001976	LOC6626906|XP_002050966.1|DVIR	LOC6037093|XP_001847040.1|CQUI
OG0001977	LOC6627449|XP_032293907.1|DVIR	LOC119767020|XP_038110184.1|CQUI, LOC6032497|XP_001843086.1|CQUI
OG0001978	LOC6628402|XP_032294042.1|DVIR	LOC6034119|XP_038111127.1|CQUI
OG0001979	LOC6623792|XP_002048622.1|DVIR, LOC6628450|XP_002051653.1|DVIR	LOC6046047|XP_001863303.1|CQUI
OG0001980	LOC6635756|XP_002059113.1|DVIR	LOC6048883|XP_001865727.2|CQUI
OG0001981	LOC6628102|XP_032294392.1|DVIR	LOC6041637|XP_038113783.1|CQUI
OG0001982	LOC6629007|XP_002051276.2|DVIR	LOC6046048|XP_001863304.2|CQUI
OG0001983	LOC26531357|XP_032288987.1|DVIR	LOC6037074|XP_038109968.1|CQUI
OG0001984	LOC6628168|XP_002051464.2|DVIR	LOC6043314|XP_038108458.1|CQUI
OG0001985	LOC6634040|XP_032293613.1|DVIR	LOC6041484|XP_038107733.1|CQUI
OG0001986	LOC6628175|XP_002051445.1|DVIR	LOC6039572|XP_038113369.1|CQUI
OG0001987	LOC6633394|XP_032289114.1|DVIR	LOC6033795|XP_038108902.1|CQUI, LOC6047193|XP_038106698.1|CQUI
OG0001988	LOC6625855|XP_002050111.1|DVIR	LOC6031811|XP_038108479.1|CQUI
OG0001989	LOC6628311|XP_002052865.1|DVIR	LOC6038274|XP_001848097.2|CQUI
OG0001990	LOC6627818|XP_002051143.2|DVIR	LOC6038269|XP_038107998.1|CQUI
OG0001991	LOC6629075|XP_032294338.1|DVIR	LOC6045657|XP_038110933.1|CQUI
OG0001992	LOC6627897|XP_032294616.1|DVIR	LOC6048798|XP_038109494.1|CQUI
OG0001993	LOC6634213|XP_002057806.1|DVIR	LOC6034237|XP_001844584.2|CQUI, LOC6040852|XP_001850184.1|CQUI
OG0001994	LOC6629688|XP_015027572.1|DVIR	LOC6031207|XP_001842041.2|CQUI
OG0001995	LOC6634297|XP_002057449.1|DVIR	LOC6033195|XP_001843675.2|CQUI
OG0001996	LOC6628189|XP_032294003.1|DVIR	LOC6031275|XP_038108642.1|CQUI
OG0001997	LOC6626236|XP_002048860.1|DVIR	LOC6042869|XP_001853641.1|CQUI
OG0001998	LOC6626332|XP_032291752.1|DVIR	LOC6052519|XP_038108714.1|CQUI
OG0001999	LOC6627059|XP_015029165.1|DVIR	LOC6049002|XP_038107788.1|CQUI
OG0002000	LOC6627761|XP_002052650.1|DVIR	LOC6054187|XP_038109989.1|CQUI
OG0002001	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR, LOC116651549|XP_032294021.1|DVIR	LOC6033119|XP_038108756.1|CQUI
OG0002002	LOC6626541|XP_002050751.2|DVIR, LOC6625666|XP_002050787.1|DVIR	LOC6042111|XP_001851261.2|CQUI
OG0002003	LOC6633984|XP_002057848.1|DVIR	LOC6044259|XP_001861798.1|CQUI
OG0002004	LOC6628214|XP_015028608.1|DVIR	LOC6036173|XP_038111988.1|CQUI
OG0002005	LOC6633901|XP_015025296.2|DVIR	LOC6033275|XP_038111843.1|CQUI
OG0002006	LOC6628358|XP_032294603.1|DVIR	LOC6033224|XP_038110957.1|CQUI
OG0002008	LOC6636271|XP_032290159.1|DVIR	LOC6036447|XP_038109172.1|CQUI
OG0002009	LOC6624883|XP_032292330.1|DVIR	LOC6036465|XP_038112709.1|CQUI
OG0002010	LOC6633986|XP_002057850.1|DVIR	LOC6036482|XP_001846532.2|CQUI
OG0002011	LOC6634004|XP_002057825.3|DVIR	LOC6034391|XP_001844709.2|CQUI
OG0002012	LOC6627349|XP_002052460.2|DVIR	LOC6036347|XP_038112714.1|CQUI
OG0002013	LOC6634155|XP_032293567.1|DVIR	LOC6046639|XP_038107918.1|CQUI
OG0002014	LOC6626383|XP_002050057.1|DVIR	LOC6035997|XP_038111448.1|CQUI
OG0002015	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR	LOC6034825|XP_001845096.2|CQUI
OG0002016	LOC6626610|XP_032292177.1|DVIR	LOC6050974|XP_038107602.1|CQUI
OG0002017	LOC6629111|XP_032293893.1|DVIR	LOC6054171|XP_038108914.1|CQUI
OG0002018	LOC6634214|XP_002057807.3|DVIR	LOC6032135|XP_001842789.2|CQUI
OG0002019	LOC116651542|XP_032293992.1|DVIR, LOC6628983|XP_032293990.1|DVIR	LOC6046126|XP_038110758.1|CQUI
OG0002020	LOC6634183|XP_002057441.2|DVIR	LOC6038005|XP_038108837.1|CQUI
OG0002021	LOC6625386|XP_002050303.2|DVIR	LOC6037998|XP_001847845.2|CQUI
OG0002022	LOC6628404|XP_032294501.1|DVIR	LOC119767624|XP_038112509.1|CQUI
OG0002023	LOC6632895|XP_002056195.1|DVIR	LOC6036020|XP_038109557.1|CQUI
OG0002024	LOC6623556|XP_032290041.1|DVIR	LOC6033634|XP_001844061.1|CQUI
OG0002025	LOC6628942|XP_032293538.1|DVIR	LOC6048337|XP_038109427.1|CQUI
OG0002026	LOC6622563|XP_002047703.2|DVIR	LOC6046087|XP_038119029.1|CQUI
OG0002027	LOC6626290|XP_015029287.1|DVIR	LOC6038993|XP_038118649.1|CQUI
OG0002028	LOC6626936|XP_032293080.1|DVIR	LOC6038987|XP_038119452.1|CQUI
OG0002029	LOC6623931|XP_002047397.2|DVIR	LOC6044744|XP_038117028.1|CQUI
OG0002030	LOC6625886|XP_002050357.1|DVIR	LOC6036738|XP_001846737.1|CQUI
OG0002031	LOC6624786|XP_015029730.1|DVIR	LOC6034192|XP_001844547.2|CQUI
OG0002032	LOC6629903|XP_002053401.1|DVIR	LOC6047494|XP_001864549.2|CQUI
OG0002033	LOC6633486|XP_002057345.1|DVIR	LOC6033021|XP_038119287.1|CQUI
OG0002034	LOC6634834|XP_002058015.3|DVIR	LOC6033038|XP_038115410.1|CQUI
OG0002036	LOC6630386|XP_015027037.2|DVIR	LOC6050995|XP_038121187.1|CQUI
OG0002037	LOC6623209|XP_002046319.1|DVIR, LOC6624342|XP_002046338.1|DVIR	LOC6046238|XP_001863465.1|CQUI
OG0002038	LOC6629346|XP_002053262.1|DVIR	LOC6048866|XP_001865713.1|CQUI
OG0002039	LOC26530948|XP_015027846.1|DVIR	LOC6041739|XP_001850959.1|CQUI
OG0002040	LOC6629308|XP_032288888.1|DVIR	LOC6049016|XP_038115728.1|CQUI
OG0002041	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR	LOC6053561|XP_038121322.1|CQUI
OG0002042	LOC6632341|XP_002056409.1|DVIR	LOC6042060|XP_001851213.1|CQUI
OG0002043	LOC6629647|XP_002053557.2|DVIR	LOC6046279|XP_001863506.2|CQUI
OG0002044	LOC6633046|XP_002056269.1|DVIR	LOC6049246|XP_038115174.1|CQUI
OG0002045	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR	LOC6046000|XP_038119279.1|CQUI
OG0002046	LOC6634693|XP_002058304.1|DVIR	LOC6044308|XP_038119321.1|CQUI
OG0002047	LOC6634675|XP_032296474.1|DVIR	LOC6050271|XP_038122220.1|CQUI
OG0002048	LOC6632363|XP_002056724.2|DVIR	LOC6042553|XP_038120962.1|CQUI
OG0002049	LOC6632287|XP_002056729.1|DVIR	LOC6039492|XP_038115951.1|CQUI
OG0002050	LOC6629856|XP_032292860.1|DVIR	LOC6043404|XP_038115088.1|CQUI
OG0002051	LOC26531904|XP_015030378.1|DVIR	LOC6051287|XP_038119820.1|CQUI
OG0002053	LOC6629605|XP_002054670.2|DVIR, LOC6629603|XP_002054668.2|DVIR	LOC6040835|XP_038116346.1|CQUI
OG0002054	LOC6632543|XP_002056186.1|DVIR	LOC6035830|XP_001845950.2|CQUI
