Orthogroup	DVIR.longest_only	DSER.longest_only
OG0001105	LOC6634545|XP_002058289.1|DVIR	LOC110175972|XP_020797825.1|DSER
OG0001106	LOC6636240|XP_032290058.1|DVIR	LOC110185475|XP_020809997.1|DSER
OG0001108	LOC6630653|XP_002053309.1|DVIR	LOC110186150|XP_020810860.1|DSER, LOC110186164|XP_020810874.1|DSER
OG0001109	LOC6627071|XP_002050190.1|DVIR	LOC110189193|XP_020814820.1|DSER
OG0001110	LOC6622058|XP_002047706.1|DVIR	LOC110185028|XP_020809339.1|DSER, LOC110185116|XP_020809467.1|DSER, LOC110179822|XP_020803086.1|DSER
OG0001111	LOC6626427|XP_002050267.1|DVIR	LOC110181137|XP_020804470.1|DSER, LOC110190928|XP_020817255.1|DSER
OG0001112	LOC6625942|XP_002049053.1|DVIR	LOC110177954|XP_020800603.1|DSER
OG0001113	LOC6634172|XP_002057539.1|DVIR	LOC110185837|XP_020810503.1|DSER
OG0001114	LOC6629108|XP_002052602.1|DVIR, LOC6628771|XP_002052600.1|DVIR, LOC6628770|XP_002052599.1|DVIR, LOC6628772|XP_002052601.1|DVIR	LOC110183424|XP_020807362.1|DSER, LOC110183423|XP_020807361.1|DSER
OG0001115	LOC6627590|XP_002052821.1|DVIR	LOC110179880|XP_020803136.1|DSER, LOC110187500|XP_020812552.1|DSER
OG0001116	LOC6625232|XP_002050534.2|DVIR	LOC110191674|XP_020818245.1|DSER
OG0001116	LOC116650897|XP_032291818.1|DVIR	LOC110191673|XP_020818243.1|DSER
OG0001117	LOC6628619|XP_032293578.1|DVIR, LOC6628285|XP_032293799.1|DVIR, LOC6628713|XP_002051331.1|DVIR, LOC6628710|XP_002051328.1|DVIR	LOC110178961|XP_020801923.1|DSER, LOC110178954|XP_020801915.1|DSER
OG0001118	LOC6635300|XP_002058809.2|DVIR	LOC110189172|XP_020814802.1|DSER
OG0001119	LOC6629705|XP_002052963.1|DVIR	LOC110183954|XP_020807971.1|DSER
OG0001120	LOC6635158|XP_002058352.2|DVIR	LOC110190896|XP_020817214.1|DSER
OG0001121	LOC6625567|XP_015029296.1|DVIR	LOC110189553|XP_020815342.1|DSER, LOC110189554|XP_020815343.1|DSER
OG0001122	LOC6623423|XP_015031044.1|DVIR	LOC110178657|XP_020801507.1|DSER
OG0001124	LOC6632234|XP_002055818.1|DVIR	LOC110191214|XP_020817639.1|DSER
OG0001125	LOC6630388|XP_002053996.1|DVIR	LOC110188383|XP_020813761.1|DSER
OG0001126	LOC6624022|XP_032291223.1|DVIR	LOC110176234|XP_020798187.1|DSER
OG0001127	LOC6624155|XP_002048332.1|DVIR	LOC110178887|XP_020801819.1|DSER
OG0001128	LOC6625028|XP_002050451.2|DVIR	LOC110177911|XP_020800541.1|DSER
OG0001129	LOC6629023|XP_015028172.1|DVIR	LOC110185865|XP_020810533.1|DSER
OG0001130	LOC6629156|XP_002052450.2|DVIR	LOC110183191|XP_020807053.1|DSER
OG0001131	LOC6636213|XP_032290165.1|DVIR	LOC110185470|XP_020809985.1|DSER
OG0001133	LOC6627314|XP_032294185.1|DVIR	LOC110182695|XP_020806449.1|DSER
OG0001134	LOC6625778|XP_002049128.3|DVIR	LOC110178469|XP_020801271.1|DSER
OG0001135	LOC6635184|XP_002058383.1|DVIR	LOC110191174|XP_020817596.1|DSER
OG0001136	LOC6632681|XP_032289553.1|DVIR	LOC110186892|XP_020811850.1|DSER
OG0001137	LOC6631276|XP_032295423.1|DVIR	LOC110186364|XP_020811172.1|DSER
OG0001138	LOC6622762|XP_032290633.1|DVIR	LOC110188494|XP_020813883.1|DSER
OG0001139	LOC116650476|XP_032290051.1|DVIR, LOC116650459|XP_032290007.1|DVIR, LOC116649859|XP_032288966.1|DVIR, LOC6622619|XP_002048444.1|DVIR	LOC110177508|XP_020799921.1|DSER
OG0001140	LOC6633041|XP_015026078.1|DVIR, LOC6633044|XP_015026081.2|DVIR	LOC110178049|XP_020800721.1|DSER
OG0001141	LOC6629737|XP_032295216.1|DVIR, LOC6629738|XP_002054142.2|DVIR	LOC110177179|XP_020799428.1|DSER
OG0001142	LOC6629963|XP_002054165.2|DVIR	LOC110177197|XP_020799452.1|DSER
OG0001143	LOC116651443|XP_032293694.1|DVIR, LOC6634390|XP_002057583.1|DVIR, LOC116651639|XP_032294324.1|DVIR, LOC6633890|XP_002057584.1|DVIR	LOC110186092|XP_020810793.1|DSER
OG0001144	LOC6625496|XP_032293046.1|DVIR	LOC110188580|XP_020814003.1|DSER, LOC110183269|XP_020807157.1|DSER, LOC110187187|XP_020812278.1|DSER
OG0001145	LOC6625412|XP_002049289.1|DVIR	LOC110181423|XP_020804827.1|DSER, LOC110189920|XP_020815894.1|DSER
OG0001146	LOC6634467|XP_002058238.1|DVIR	LOC110181380|XP_020804768.1|DSER, LOC110182200|XP_020805880.1|DSER
OG0001148	LOC6629181|XP_002051586.1|DVIR	LOC110187590|XP_020812634.1|DSER
OG0001149	LOC6622858|XP_002046669.1|DVIR	LOC110176742|XP_020798845.1|DSER
OG0001150	LOC6625361|XP_002050233.1|DVIR, LOC6625359|XP_002050231.2|DVIR	LOC110179831|XP_020803100.1|DSER
OG0001151	LOC6630217|XP_002054582.1|DVIR	LOC110188372|XP_020813744.1|DSER
OG0001152	LOC6635114|XP_002058566.2|DVIR	LOC110176595|XP_020798670.1|DSER
OG0001153	LOC6625013|XP_032292794.1|DVIR, LOC116649722|XP_032289012.1|DVIR	LOC110191482|XP_020818005.1|DSER
OG0001154	LOC6634283|XP_032293417.1|DVIR	LOC110187359|XP_020812409.1|DSER
OG0001155	LOC6633497|XP_015025565.1|DVIR	LOC110187109|XP_020812177.1|DSER
OG0001157	LOC6632468|XP_002056169.1|DVIR	LOC110184882|XP_020809190.1|DSER
OG0001158	LOC6628183|XP_002052917.1|DVIR	LOC110187418|XP_020812466.1|DSER
OG0001159	LOC6635034|XP_032295322.1|DVIR	LOC110186958|XP_020811958.1|DSER
OG0001160	LOC6634888|XP_002058507.2|DVIR, LOC6634889|XP_002058508.1|DVIR	LOC110188410|XP_020813797.1|DSER
OG0001161	LOC6628280|XP_002051473.2|DVIR, LOC6635185|XP_032295119.1|DVIR	LOC110191364|XP_020817872.1|DSER
OG0001162	LOC6633095|XP_002056278.3|DVIR	LOC110185498|XP_020810055.1|DSER
OG0001163	LOC6630587|XP_015027550.1|DVIR	LOC110184394|XP_020808570.1|DSER
OG0001164	LOC6630965|XP_002053799.2|DVIR	LOC110187971|XP_020813150.1|DSER
OG0001165	LOC6626035|XP_002050802.2|DVIR	LOC110178508|XP_020801316.1|DSER
OG0001166	LOC6636811|XP_032291485.1|DVIR	LOC110188841|XP_020814402.1|DSER, LOC110188840|XP_020814393.1|DSER
OG0001167	LOC6625750|XP_032292349.1|DVIR	LOC110178257|XP_020800970.1|DSER
OG0001168	LOC6626351|XP_032292402.1|DVIR	LOC110191628|XP_020818176.1|DSER
OG0001169	LOC6636152|XP_002059659.1|DVIR	LOC110184292|XP_020808436.1|DSER
OG0001170	LOC6631179|XP_002054309.1|DVIR	LOC110190957|XP_020817303.1|DSER
OG0001171	LOC6623527|XP_015031175.1|DVIR	LOC110190076|XP_020816041.1|DSER
OG0001172	LOC6625595|XP_032291958.1|DVIR, LOC6625596|XP_002048834.2|DVIR	LOC110178488|XP_020801292.1|DSER
OG0001173	LOC6629461|XP_002053878.1|DVIR	LOC110186390|XP_020811209.1|DSER
OG0001174	LOC6623463|XP_002047307.1|DVIR	LOC110184681|XP_020808953.1|DSER
OG0001175	LOC6625277|XP_002049862.1|DVIR	LOC110190945|XP_020817278.1|DSER
OG0001176	LOC6626930|XP_002050881.2|DVIR	LOC110189215|XP_020814846.1|DSER
OG0001177	LOC26531015|XP_015024560.1|DVIR	LOC110184819|XP_020809119.1|DSER
OG0001178	LOC6635894|XP_015024224.1|DVIR	LOC110182997|XP_020806848.1|DSER
OG0001179	LOC6625391|XP_015029276.1|DVIR	LOC110179311|XP_020802455.1|DSER
OG0001180	LOC6636188|XP_002059734.1|DVIR	LOC110185430|XP_020809909.1|DSER
OG0001181	LOC6622988|XP_002048219.1|DVIR	LOC110176209|XP_020798132.1|DSER
OG0001182	LOC6629550|XP_015027075.1|DVIR	LOC110185043|XP_020809358.1|DSER
OG0001183	LOC6634428|XP_002057940.1|DVIR, LOC6624730|XP_002047628.2|DVIR, LOC6632439|XP_032288753.1|DVIR	LOC110186583|XP_020811456.1|DSER
OG0001184	LOC6629399|XP_032292257.1|DVIR	LOC110189636|XP_020815443.1|DSER
OG0001185	LOC6630099|XP_032293859.1|DVIR	LOC110188191|XP_020813430.1|DSER
OG0001186	LOC6626013|XP_002050237.1|DVIR	LOC110184532|XP_020808771.1|DSER
OG0001187	LOC6625011|XP_002049761.1|DVIR	LOC110190345|XP_020816445.1|DSER
OG0001188	LOC6625522|XP_032293332.1|DVIR	LOC110182476|XP_020806184.1|DSER
OG0001189	LOC6626894|XP_002049428.2|DVIR	LOC110179310|XP_020802458.1|DSER
OG0001190	LOC6633349|XP_015025540.1|DVIR	LOC110180335|XP_020803653.1|DSER
OG0001191	LOC6627637|XP_002051111.2|DVIR	LOC110183786|XP_020807802.1|DSER
OG0001192	LOC6627688|XP_002052507.2|DVIR	LOC110185723|XP_020810364.1|DSER
OG0001193	LOC6629742|XP_002054146.2|DVIR	LOC110177158|XP_020799402.1|DSER
OG0001194	LOC6634400|XP_032296299.1|DVIR	LOC110182835|XP_020806627.1|DSER
OG0001195	LOC6626150|XP_002049631.1|DVIR	LOC110177613|XP_020800076.1|DSER
OG0001196	LOC6630658|XP_002053437.2|DVIR, LOC6636648|XP_002060126.1|DVIR	LOC110181821|XP_020805376.1|DSER
OG0001197	LOC6632574|XP_032289857.1|DVIR	LOC110177458|XP_020799854.1|DSER, LOC110177459|XP_020799856.1|DSER, LOC110177397|XP_020799761.1|DSER
OG0001198	LOC116651420|XP_032293619.1|DVIR	LOC110190853|XP_020817161.1|DSER
OG0001200	LOC6622503|XP_002048533.1|DVIR	LOC110182259|XP_020805935.1|DSER, LOC110184850|XP_020809149.1|DSER, LOC110179786|XP_020803058.1|DSER
OG0001201	LOC6630485|XP_002053192.1|DVIR	LOC110186280|XP_020811053.1|DSER
OG0001202	LOC6631858|XP_032295558.1|DVIR	LOC110180344|XP_020803665.1|DSER
OG0001203	LOC6636200|XP_032290093.1|DVIR	LOC110185435|XP_020809918.1|DSER
OG0001204	LOC6634342|XP_002057470.1|DVIR	LOC110185637|XP_020810253.1|DSER
OG0001205	LOC6630761|XP_002054620.1|DVIR	LOC110177265|XP_020799575.1|DSER
OG0001206	LOC6629898|XP_032292908.1|DVIR	LOC110188679|XP_020814141.1|DSER
OG0001207	LOC6628561|XP_002051958.1|DVIR, LOC6631744|XP_032296092.1|DVIR	LOC110184356|XP_020808509.1|DSER
OG0001208	LOC6631460|XP_032295580.1|DVIR	LOC110179065|XP_020802086.1|DSER
OG0001209	LOC6632604|XP_002056216.1|DVIR	LOC110187828|XP_020812966.1|DSER
OG0001210	LOC6631920|XP_002055747.1|DVIR	LOC110181932|XP_020805526.1|DSER
OG0001211	LOC6635200|XP_032295397.1|DVIR	LOC110188460|XP_020813849.1|DSER
OG0001212	LOC6632024|XP_002055239.1|DVIR	LOC110183232|XP_020807106.1|DSER
OG0001213	LOC6632942|XP_002056765.2|DVIR	LOC110188588|XP_020814009.1|DSER
OG0001214	LOC6632382|XP_002056005.1|DVIR	LOC110177301|XP_020799625.1|DSER
OG0001215	LOC6630803|XP_002054271.1|DVIR	LOC110189040|XP_020814671.1|DSER
OG0001216	LOC6630802|XP_002054270.2|DVIR	LOC110186167|XP_020810879.1|DSER
OG0001218	LOC6630922|XP_002054311.2|DVIR, LOC6630921|XP_002054310.1|DVIR	LOC110191013|XP_020817390.1|DSER
OG0001220	LOC6625556|XP_002048892.1|DVIR	LOC110189573|XP_020815362.1|DSER
OG0001221	LOC6635837|XP_002059449.1|DVIR	LOC110182910|XP_020806728.1|DSER
OG0001222	LOC6630173|XP_002054793.2|DVIR	LOC110177461|XP_020799858.1|DSER
OG0001223	LOC6626270|XP_015029300.1|DVIR, LOC6626271|XP_002050037.1|DVIR	LOC110176670|XP_020798763.1|DSER
OG0001224	LOC6625555|XP_002049005.1|DVIR	LOC110176761|XP_020798869.1|DSER
OG0001225	LOC6635790|XP_032291901.1|DVIR	LOC110180045|XP_020803317.1|DSER
OG0001226	LOC6636477|XP_002059798.1|DVIR	LOC110179328|XP_020802479.1|DSER
OG0001227	LOC6628365|XP_032294482.1|DVIR	LOC110180309|XP_020803622.1|DSER
OG0001228	LOC6634713|XP_002058270.2|DVIR	LOC110179641|XP_020802912.1|DSER
OG0001229	LOC6626404|XP_032292506.1|DVIR	LOC110185535|XP_020810101.1|DSER
OG0001230	LOC6635833|XP_002059468.1|DVIR	LOC110182355|XP_020806057.1|DSER
OG0001231	LOC6629012|XP_002051281.1|DVIR	LOC110182819|XP_020806614.1|DSER
OG0001232	LOC26531524|XP_015028947.1|DVIR, LOC6628667|XP_002051823.1|DVIR	LOC110176812|XP_020798913.1|DSER
OG0001233	LOC6635630|XP_032294722.1|DVIR	LOC110176905|XP_020799051.1|DSER
OG0001234	LOC6627060|XP_002050516.1|DVIR, LOC6626532|XP_002050656.1|DVIR	LOC110188933|XP_020814530.1|DSER, LOC110176381|XP_020798371.1|DSER, LOC110178517|XP_020801328.1|DSER
OG0001235	LOC6627851|XP_002052846.1|DVIR	LOC110178124|XP_020800804.1|DSER
OG0001236	LOC6622545|XP_002048141.1|DVIR	LOC110184617|XP_020808869.1|DSER
OG0001237	LOC6632514|XP_015025814.1|DVIR	LOC110188234|XP_020813550.1|DSER
OG0001238	LOC6630930|XP_032293104.1|DVIR	LOC110186135|XP_020810840.1|DSER
OG0001240	LOC6630994|XP_002053496.1|DVIR	LOC110186155|XP_020810864.1|DSER
OG0001241	LOC6626712|XP_002050765.2|DVIR	LOC110178227|XP_020800935.1|DSER
OG0001242	LOC6634480|XP_002058157.2|DVIR	LOC110181928|XP_020805523.1|DSER
OG0001243	LOC6622872|XP_032290930.1|DVIR	LOC110189879|XP_020815782.1|DSER
OG0001244	LOC6630399|XP_032294922.1|DVIR	LOC110176507|XP_020798539.1|DSER
OG0001245	LOC6630383|XP_002054009.1|DVIR	LOC110188646|XP_020814083.1|DSER
OG0001246	LOC6625545|XP_002049980.1|DVIR	LOC110191492|XP_020818015.1|DSER
OG0001247	LOC26531806|XP_015030372.1|DVIR	LOC110189412|XP_020815126.1|DSER
OG0001248	LOC6623670|XP_002046796.1|DVIR	LOC110190488|XP_020816663.1|DSER
OG0001249	LOC6633450|XP_032289047.1|DVIR	LOC110182831|XP_020806623.1|DSER
OG0001252	LOC6629429|XP_002054361.1|DVIR	LOC110186141|XP_020810854.1|DSER
OG0001253	LOC6625672|XP_002049371.1|DVIR	LOC110178307|XP_020801058.1|DSER
OG0001254	LOC6635817|XP_032291640.1|DVIR	LOC110182877|XP_020806679.1|DSER, LOC110182876|XP_020806678.1|DSER
OG0001255	LOC6626220|XP_002049796.1|DVIR	LOC110189302|XP_020814993.1|DSER
OG0001256	LOC6622455|XP_002046982.2|DVIR	LOC110182756|XP_020806526.1|DSER
OG0001257	LOC6636237|XP_015024077.1|DVIR	LOC110185455|XP_020809950.1|DSER
OG0001258	LOC6629881|XP_002054541.1|DVIR	LOC110186697|XP_020811628.1|DSER
OG0001259	LOC6633328|XP_002057162.3|DVIR, LOC6633326|XP_002057160.3|DVIR	LOC110178561|XP_020801392.1|DSER
OG0001260	LOC6632708|XP_002056039.2|DVIR	LOC110188355|XP_020813722.1|DSER
OG0001261	LOC6632159|XP_002055768.1|DVIR	LOC110176049|XP_020797922.1|DSER
OG0001262	LOC6622653|XP_002048535.3|DVIR	LOC110189926|XP_020815864.1|DSER
OG0001263	LOC6630711|XP_002054204.1|DVIR	LOC110188014|XP_020813197.1|DSER
OG0001264	LOC6627719|XP_032294248.1|DVIR	LOC110178214|XP_020800915.1|DSER
OG0001265	LOC6631734|XP_032295875.1|DVIR	LOC110182507|XP_020806217.1|DSER
OG0001266	LOC6636362|XP_002059891.1|DVIR	LOC110176927|XP_020799086.1|DSER
OG0001267	LOC6630727|XP_002053787.1|DVIR	LOC110188013|XP_020813196.1|DSER
OG0001268	LOC6632807|XP_002056234.1|DVIR	LOC110187996|XP_020813178.1|DSER
OG0001269	LOC6625858|XP_002049216.1|DVIR	LOC110180266|XP_020803581.1|DSER
OG0001270	LOC6633054|XP_032289794.1|DVIR	LOC110177268|XP_020799579.1|DSER
OG0001271	LOC6625913|XP_002050428.1|DVIR	LOC110178003|XP_020800662.1|DSER
OG0001272	LOC6624348|XP_002047148.2|DVIR	LOC110188883|XP_020814459.1|DSER
OG0001273	LOC6630687|XP_032295022.1|DVIR	LOC110188047|XP_020813255.1|DSER
OG0001274	LOC6624520|XP_002048497.1|DVIR	LOC110178986|XP_020801960.1|DSER
OG0001275	LOC6631754|XP_002054922.1|DVIR	LOC110191974|XP_020818654.1|DSER
OG0001276	LOC6624011|XP_002047407.1|DVIR	LOC110183641|XP_020807621.1|DSER
OG0001277	LOC6622890|XP_032290651.1|DVIR	LOC110185326|XP_020809757.1|DSER
OG0001278	LOC6623208|XP_032290554.1|DVIR	LOC110190777|XP_020817067.1|DSER
OG0001279	LOC6623217|XP_002047264.2|DVIR	LOC110190634|XP_020816889.1|DSER
OG0001280	LOC6623138|XP_002046122.2|DVIR	LOC110178813|XP_020801731.1|DSER, LOC110178814|XP_020801734.1|DSER, LOC110178718|XP_020801581.1|DSER
OG0001281	LOC6622525|XP_002046549.1|DVIR	LOC110177548|XP_020799976.1|DSER
OG0001282	LOC6634104|XP_015025191.1|DVIR	LOC110186109|XP_020810815.1|DSER
OG0001283	LOC6626719|XP_002050669.2|DVIR	LOC110188939|XP_020814537.1|DSER
OG0001285	LOC6624488|XP_015030749.1|DVIR	LOC110183656|XP_020807643.1|DSER
OG0001286	LOC6628815|XP_002052065.1|DVIR	LOC110187276|XP_020812324.1|DSER
OG0001287	LOC6629798|XP_032294256.1|DVIR	LOC110188353|XP_020813720.1|DSER
OG0001288	LOC6628367|XP_002052867.1|DVIR	LOC110178188|XP_020800882.1|DSER
OG0001289	LOC6628409|XP_002052052.2|DVIR	LOC110187458|XP_020812504.1|DSER
OG0001290	LOC6628152|XP_032294408.1|DVIR	LOC110187380|XP_020812427.1|DSER
OG0001291	LOC6625308|XP_002049972.1|DVIR	LOC110191499|XP_020818024.1|DSER
OG0001292	LOC6625660|XP_015029661.1|DVIR	LOC110183703|XP_020807741.1|DSER, LOC110183245|XP_020807129.1|DSER
OG0001293	LOC6633377|XP_002057330.1|DVIR	LOC110181963|XP_020805571.1|DSER
OG0001294	LOC6632763|XP_032289429.1|DVIR	LOC110184142|XP_020808214.1|DSER
OG0001295	LOC6636069|XP_002059600.1|DVIR	LOC110187073|XP_020812122.1|DSER
OG0001296	LOC6622540|XP_015031458.1|DVIR	LOC110189783|XP_020815671.1|DSER
OG0001297	LOC6629321|XP_002053054.1|DVIR	LOC110190384|XP_020816477.1|DSER
OG0001298	LOC6635074|XP_002058467.3|DVIR	LOC110188270|XP_020813618.1|DSER
OG0001299	LOC6636561|XP_002060065.1|DVIR	LOC110185144|XP_020809505.1|DSER
OG0001300	LOC6632619|XP_002056319.1|DVIR, LOC6625390|XP_002050135.1|DVIR	LOC110191216|XP_020817641.1|DSER
OG0001301	LOC6627652|XP_002052503.1|DVIR	LOC110185822|XP_020810488.1|DSER
OG0001302	LOC6625608|XP_032293362.1|DVIR, LOC6625607|XP_032293363.1|DVIR	LOC110191930|XP_020818604.1|DSER
OG0001303	LOC6632233|XP_002055817.1|DVIR	LOC110191212|XP_020817638.1|DSER
OG0001304	LOC6626496|XP_002049321.2|DVIR	LOC110178260|XP_020800981.1|DSER
OG0001305	LOC6625237|XP_002049483.1|DVIR, LOC6624974|XP_002049482.1|DVIR, LOC6633055|XP_032289800.1|DVIR	LOC110177242|XP_020799538.1|DSER
OG0001306	LOC6631130|XP_002053506.1|DVIR	LOC110190363|XP_020816437.1|DSER
OG0001307	LOC6624678|XP_002047188.1|DVIR	LOC110190465|XP_020816633.1|DSER
OG0001308	LOC6633429|XP_032296255.1|DVIR	LOC110183250|XP_020807132.1|DSER
OG0001309	LOC6629853|XP_015027389.1|DVIR	LOC110177283|XP_020799591.1|DSER
OG0001310	LOC6632189|XP_032295778.1|DVIR	LOC110184129|XP_020808196.1|DSER
OG0001311	LOC6635486|XP_032296157.1|DVIR	LOC110182638|XP_020806365.1|DSER
OG0001312	LOC6623655|XP_032290762.1|DVIR	LOC110185195|XP_020809579.1|DSER
OG0001313	LOC6626939|XP_002050077.1|DVIR	LOC110178474|XP_020801275.1|DSER
OG0001314	LOC6634343|XP_002057471.1|DVIR	LOC110185638|XP_020810254.1|DSER
OG0001315	LOC6633533|XP_002057361.1|DVIR	LOC110180451|XP_020803786.1|DSER
OG0001316	LOC6626394|XP_002048733.2|DVIR	LOC110191573|XP_020818114.1|DSER
OG0001317	LOC6627396|XP_002052148.2|DVIR	LOC110180306|XP_020803619.1|DSER, LOC110182706|XP_020806462.1|DSER
OG0001318	LOC6635827|XP_032292539.1|DVIR	LOC110186107|XP_020810813.1|DSER
OG0001319	LOC6634093|XP_002057513.1|DVIR	LOC110185917|XP_020810589.1|DSER, LOC110185916|XP_020810587.1|DSER
OG0001320	LOC6626069|XP_015029747.1|DVIR	LOC110176836|XP_020798948.1|DSER, LOC110178164|XP_020800857.1|DSER
OG0001321	LOC6626988|XP_002050175.1|DVIR	LOC110184089|XP_020808133.1|DSER, LOC110184088|XP_020808132.1|DSER
OG0001322	LOC6632899|XP_032289859.1|DVIR	LOC110186450|XP_020811294.1|DSER, LOC110177181|XP_020799431.1|DSER
OG0001323	LOC6627401|XP_002051912.1|DVIR, LOC26530374|XP_015028808.1|DVIR	LOC110180491|XP_020803832.1|DSER, LOC110180492|XP_020803833.1|DSER, LOC110187527|XP_020812580.1|DSER
OG0001324	LOC116652154|XP_032296007.1|DVIR, LOC6635716|XP_002059153.1|DVIR	LOC110184845|XP_020809146.1|DSER, LOC110179767|XP_020803043.1|DSER
OG0001325	LOC6631243|XP_002053644.2|DVIR	LOC110177170|XP_020799415.1|DSER, LOC110177228|XP_020799507.1|DSER
OG0001326	LOC6632801|XP_032289419.1|DVIR	LOC110186766|XP_020811687.1|DSER
OG0001328	LOC6636515|XP_002060005.2|DVIR	LOC110181715|XP_020805223.1|DSER
OG0001329	LOC6631936|XP_002055483.2|DVIR	LOC110181481|XP_020804893.1|DSER
OG0001330	LOC6630895|XP_032294540.1|DVIR, LOC6631662|XP_015026580.1|DVIR	LOC110179252|XP_020802369.1|DSER
OG0001331	LOC6634725|XP_002058324.2|DVIR	LOC110182448|XP_020806142.1|DSER
OG0001332	LOC6632105|XP_002055628.2|DVIR	LOC110179723|XP_020803001.1|DSER
OG0001333	LOC6636899|XP_002060355.3|DVIR	LOC110183753|XP_020807768.1|DSER
OG0001334	LOC6629503|XP_002054523.1|DVIR	LOC110186443|XP_020811286.1|DSER
OG0001335	LOC6629975|XP_002053084.1|DVIR	LOC110176574|XP_020798642.1|DSER
OG0001336	LOC26530661|XP_015031634.1|DVIR	LOC110187764|XP_020812886.1|DSER, LOC110185339|XP_020809780.1|DSER
OG0001337	LOC6632007|XP_032296152.1|DVIR	LOC110191969|XP_020818643.1|DSER
OG0001338	LOC6625115|XP_015029438.1|DVIR	LOC110179656|XP_020802916.1|DSER
OG0001339	LOC6636496|XP_002059802.1|DVIR	LOC110180030|XP_020803296.1|DSER
OG0001340	LOC6622511|XP_002047704.1|DVIR	LOC110185353|XP_020809791.1|DSER
OG0001341	LOC6630603|XP_002053022.1|DVIR	LOC110190867|XP_020817177.1|DSER
OG0001342	LOC6635087|XP_002058417.1|DVIR	LOC110186965|XP_020811969.1|DSER
OG0001343	LOC6634901|XP_002058553.2|DVIR	LOC110176656|XP_020798749.1|DSER
OG0001344	LOC6632883|XP_015025994.1|DVIR	LOC110186634|XP_020811552.1|DSER
OG0001345	LOC6632728|XP_002056051.1|DVIR	LOC110188450|XP_020813838.1|DSER
OG0001346	LOC6629281|XP_002054689.2|DVIR	LOC110186545|XP_020811407.1|DSER
OG0001347	LOC6631534|XP_032294977.1|DVIR	LOC110184801|XP_020809095.1|DSER
OG0001348	LOC6631411|XP_002055420.1|DVIR	LOC110186642|XP_020811561.1|DSER
OG0001349	LOC6623366|XP_002046361.2|DVIR, LOC6624450|XP_002046598.1|DVIR, LOC6624412|XP_015031121.1|DVIR	LOC110190514|XP_020816703.1|DSER
OG0001350	LOC6623335|XP_002048570.1|DVIR	LOC110181246|XP_020804609.1|DSER, LOC110181243|XP_020804607.1|DSER, LOC110181245|XP_020804608.1|DSER
OG0001351	LOC6627000|XP_002048742.1|DVIR	LOC110178004|XP_020800663.1|DSER, LOC110178011|XP_020800684.1|DSER
OG0001352	LOC6635862|XP_032291692.1|DVIR	LOC110189271|XP_020814946.1|DSER
OG0001353	LOC6623502|XP_002048239.1|DVIR	LOC110176147|XP_020798043.1|DSER
OG0001354	LOC6626668|XP_032291629.1|DVIR	LOC110181140|XP_020804469.1|DSER, LOC110181101|XP_020804431.1|DSER
OG0001355	LOC6625488|XP_002048825.1|DVIR	LOC110176356|XP_020798347.1|DSER
OG0001356	LOC6630663|XP_032290428.1|DVIR	LOC110187982|XP_020813162.1|DSER
OG0001357	LOC6637008|XP_002060435.1|DVIR	LOC110189116|XP_020814749.1|DSER
OG0001358	LOC6622903|XP_002048031.3|DVIR	LOC110176678|XP_020798774.1|DSER, LOC110185177|XP_020809554.1|DSER
OG0001359	LOC6627451|XP_002052473.2|DVIR	LOC110186033|XP_020810729.1|DSER
OG0001360	LOC6626063|XP_002048853.1|DVIR	LOC110180786|XP_020804157.1|DSER
OG0001361	LOC6623320|XP_002047272.3|DVIR	LOC110190504|XP_020816681.1|DSER
OG0001362	LOC6623255|XP_002047266.1|DVIR	LOC110190780|XP_020817077.1|DSER
OG0001363	LOC6630237|XP_002054577.1|DVIR	LOC110188349|XP_020813716.1|DSER
OG0001364	LOC6635915|XP_032291768.1|DVIR	LOC110191559|XP_020818093.1|DSER
OG0001365	LOC6624010|XP_015031190.1|DVIR	LOC110191304|XP_020817774.1|DSER
OG0001366	LOC6624452|XP_002046923.1|DVIR	LOC110189082|XP_020814712.1|DSER, LOC110189080|XP_020814710.1|DSER
OG0001367	LOC6625493|XP_032292399.1|DVIR	LOC110180165|XP_020803499.1|DSER
OG0001368	LOC6636337|XP_032292017.1|DVIR	LOC110188968|XP_020814572.1|DSER
OG0001369	LOC6631786|XP_002055713.2|DVIR	LOC110183634|XP_020807611.1|DSER
OG0001370	LOC6626898|XP_015029070.1|DVIR	LOC110178462|XP_020801260.1|DSER
OG0001372	LOC6625481|XP_032291542.1|DVIR	LOC110176859|XP_020798993.1|DSER
OG0001373	LOC6627947|XP_002051420.2|DVIR	LOC110182721|XP_020806480.1|DSER
OG0001374	LOC6626926|XP_002050877.1|DVIR	LOC110189535|XP_020815323.1|DSER, LOC110176776|XP_020798873.1|DSER
OG0001375	LOC6632389|XP_002056625.1|DVIR	LOC110187945|XP_020813118.1|DSER
OG0001376	LOC6625395|XP_002050140.1|DVIR	LOC110179351|XP_020802520.1|DSER
OG0001377	LOC6628677|XP_002051869.2|DVIR	LOC110176816|XP_020798916.1|DSER
OG0001378	LOC6628176|XP_015028017.1|DVIR	LOC110185914|XP_020810585.1|DSER
OG0001379	LOC6627960|XP_015028646.1|DVIR	LOC110182598|XP_020806311.1|DSER
OG0001380	LOC6635876|XP_032292199.1|DVIR	LOC110189757|XP_020815630.1|DSER
