Orthogroup	DVIR.longest_only	DSEC.longest_only
OG0002299	LOC6635913|XP_002059291.1|DVIR	LOC6608582|XP_002033316.1|DSEC
OG0002300	LOC6627945|XP_032293516.1|DVIR	LOC6613507|XP_032582789.1|DSEC
OG0002301	LOC6628213|XP_032293508.1|DVIR	LOC6619301|XP_002043519.1|DSEC
OG0002302	LOC6629194|XP_032293634.1|DVIR	LOC6619309|XP_032583585.1|DSEC
OG0002303	LOC6636013|XP_002059513.1|DVIR	LOC6615881|XP_032582602.1|DSEC
OG0002304	LOC6628577|XP_002051511.1|DVIR	LOC116802041|XP_032580947.1|DSEC
OG0002305	LOC6624224|XP_002047607.1|DVIR	LOC6616295|XP_002040659.2|DSEC
OG0002306	LOC6634379|XP_002057573.3|DVIR	LOC6611697|XP_002036231.2|DSEC
OG0002307	LOC6628443|XP_002052228.2|DVIR	LOC6617417|XP_032571705.1|DSEC
OG0002308	LOC6634031|XP_002057768.1|DVIR	LOC6611826|XP_002036348.1|DSEC
OG0002309	LOC6628100|XP_002052424.1|DVIR	LOC116803546|XP_032583183.1|DSEC
OG0002310	LOC6628028|XP_032293906.1|DVIR	LOC6618258|XP_032575201.1|DSEC
OG0002311	LOC6628327|XP_015028059.1|DVIR	LOC6614726|XP_032569750.1|DSEC
OG0002312	LOC6634330|XP_002057683.1|DVIR	LOC6617850|XP_032581809.1|DSEC
OG0002313	LOC6626623|XP_002049699.2|DVIR	LOC6609164|XP_032571980.1|DSEC
OG0002314	LOC6626806|XP_002050923.1|DVIR	LOC6608201|XP_002032946.2|DSEC
OG0002315	LOC6624831|XP_032292938.1|DVIR	LOC6608745|XP_002033468.1|DSEC
OG0002316	LOC6627974|XP_032294633.1|DVIR	LOC6612103|XP_002036620.2|DSEC
OG0002317	LOC6622655|XP_015031427.1|DVIR	LOC6605740|XP_032574339.1|DSEC
OG0002318	LOC6628661|XP_002051817.1|DVIR	LOC6614584|XP_002039012.1|DSEC
OG0002319	LOC6634362|XP_002057703.1|DVIR	LOC6617823|XP_002042133.2|DSEC
OG0002320	LOC6626277|XP_002050164.1|DVIR	LOC6615283|XP_002039687.1|DSEC
OG0002321	LOC6625950|XP_032292975.1|DVIR	LOC6608784|XP_032571583.1|DSEC
OG0002322	LOC6634055|XP_032293582.1|DVIR	LOC6618274|XP_032569805.1|DSEC
OG0002323	LOC6635638|XP_002059243.1|DVIR	LOC6618243|XP_002042518.1|DSEC
OG0002324	LOC6622062|XP_002047554.2|DVIR	LOC6619383|XP_032574528.1|DSEC
OG0002325	LOC6623601|XP_002047799.2|DVIR	LOC6605207|XP_032574033.1|DSEC
OG0002326	LOC6623534|XP_015031376.1|DVIR	LOC6605209|XP_002030047.1|DSEC
OG0002328	LOC6628299|XP_002051184.1|DVIR	LOC6614752|XP_032570293.1|DSEC
OG0002329	LOC6628256|XP_002052935.1|DVIR	LOC6617343|XP_002041668.1|DSEC
OG0002330	LOC116649761|XP_032294345.1|DVIR	LOC6617345|XP_002041670.1|DSEC
OG0002331	LOC6631879|XP_002054972.1|DVIR	LOC6614922|XP_002039339.1|DSEC
OG0002332	LOC6622348|XP_002047742.1|DVIR	LOC6610536|XP_002035116.1|DSEC
OG0002333	LOC6627257|XP_032291711.1|DVIR	LOC6618895|XP_002043143.1|DSEC
OG0002334	LOC6628590|XP_002051483.2|DVIR	LOC6613529|XP_032582889.1|DSEC
OG0002335	LOC6627145|XP_002048957.2|DVIR	LOC6608259|XP_032570482.1|DSEC
OG0002336	LOC6623037|XP_032291128.1|DVIR	LOC6618379|XP_002042649.1|DSEC
OG0002337	LOC6636462|XP_032291653.1|DVIR, LOC116650814|XP_032291460.1|DVIR	LOC6608368|XP_032570792.1|DSEC
OG0002338	LOC6628626|XP_015028494.1|DVIR	LOC6611505|XP_002036046.1|DSEC
OG0002339	LOC6628249|XP_015028561.1|DVIR	LOC6613210|XP_032569817.1|DSEC
OG0002340	LOC6627551|XP_002052286.2|DVIR	LOC6617683|XP_002041995.2|DSEC
OG0002341	LOC6625590|XP_002051040.2|DVIR	LOC6620880|XP_032571727.1|DSEC
OG0002342	LOC6627616|XP_015028794.1|DVIR	LOC6613446|XP_032569878.1|DSEC
OG0002343	LOC6628673|XP_002051847.2|DVIR	LOC6613428|XP_032581231.1|DSEC
OG0002344	LOC6629054|XP_015028433.1|DVIR	LOC6620522|XP_032582777.1|DSEC
OG0002345	LOC6636329|XP_002059928.3|DVIR	LOC6608081|XP_002032829.1|DSEC
OG0002346	LOC6627295|XP_032293971.1|DVIR	LOC6611476|XP_032579432.1|DSEC
OG0002347	LOC6626765|XP_002050919.1|DVIR	LOC6608772|XP_002033493.1|DSEC
OG0002348	LOC6627562|XP_002052646.1|DVIR	LOC6611657|XP_032569801.1|DSEC
OG0002349	LOC26531264|XP_015024380.1|DVIR	LOC116800484|XP_032571627.1|DSEC
OG0002350	LOC6636328|XP_002059927.1|DVIR	LOC6608080|XP_032571621.1|DSEC
OG0002351	LOC6625636|XP_002050761.1|DVIR	LOC6608832|XP_002033546.1|DSEC
OG0002352	LOC6626008|XP_032291567.1|DVIR	LOC6608915|XP_032571363.1|DSEC
OG0002353	LOC6627490|XP_002051295.2|DVIR	LOC6620700|XP_032570889.1|DSEC
OG0002354	LOC6633987|XP_002057851.2|DVIR	LOC6611761|XP_002036284.1|DSEC
OG0002355	LOC6627306|XP_015028042.1|DVIR	LOC6620680|XP_032576491.1|DSEC
OG0002356	LOC6627693|XP_002052253.1|DVIR	LOC6614384|XP_002038822.2|DSEC
OG0002357	LOC6630941|XP_032296187.1|DVIR	LOC6621048|XP_032576158.1|DSEC, LOC6621586|XP_032576152.1|DSEC
OG0002358	LOC6627420|XP_002052405.1|DVIR	LOC6611936|XP_002036453.1|DSEC
OG0002359	LOC6631726|XP_002055573.1|DVIR	LOC6612569|XP_002037074.2|DSEC
OG0002360	LOC6628896|XP_002052193.1|DVIR	LOC6618188|XP_002042463.1|DSEC
OG0002361	LOC6624508|XP_002048478.1|DVIR	LOC6619423|XP_002043638.1|DSEC
OG0002362	LOC6635621|XP_015024489.1|DVIR	LOC6611549|XP_032573720.1|DSEC
OG0002363	LOC6628624|XP_002052580.1|DVIR	LOC6611507|XP_002036048.1|DSEC
OG0002364	LOC6628622|XP_032294212.1|DVIR	LOC6611509|XP_032570699.1|DSEC
OG0002365	LOC6628634|XP_032294273.1|DVIR	LOC6611511|XP_002036052.2|DSEC
OG0002366	LOC6635663|XP_032294711.1|DVIR	LOC6613396|XP_032573932.1|DSEC
OG0002367	LOC6628503|XP_002051838.1|DVIR	LOC6620616|XP_002044819.1|DSEC
OG0002368	LOC6628239|XP_002051450.1|DVIR	LOC6613572|XP_002038040.1|DSEC
OG0002369	LOC6636135|XP_002059529.1|DVIR	LOC6615061|XP_002039478.1|DSEC
OG0002370	LOC6634025|XP_002057489.1|DVIR	LOC6611227|XP_002035783.2|DSEC
OG0002371	LOC6634024|XP_002057488.1|DVIR	LOC6611225|XP_002035781.1|DSEC
OG0002372	LOC6635660|XP_002059128.2|DVIR	LOC6613320|XP_002037796.2|DSEC
OG0002373	LOC6628446|XP_002051649.1|DVIR	LOC6614411|XP_002038844.1|DSEC
OG0002374	LOC6631124|XP_002054244.1|DVIR	LOC6607842|XP_002032599.2|DSEC
OG0002375	LOC6633148|XP_002056599.1|DVIR	LOC6614308|XP_002038748.2|DSEC
OG0002376	LOC6627540|XP_032294496.1|DVIR	LOC6611465|XP_032578353.1|DSEC
OG0002377	LOC6631052|XP_002054637.1|DVIR	LOC6613949|XP_002038413.1|DSEC
OG0002378	LOC116650461|XP_032290008.1|DVIR, LOC116650464|XP_032290020.1|DVIR, LOC116650468|XP_032290027.1|DVIR, LOC6622586|XP_002048442.1|DVIR	LOC6605522|XP_002030355.1|DSEC
OG0002379	LOC6627843|XP_002051733.1|DVIR, LOC6627700|XP_002052260.2|DVIR	LOC6613699|XP_002038169.1|DSEC
OG0002380	LOC6634815|XP_002058141.1|DVIR	LOC6612298|XP_032581622.1|DSEC
OG0002381	LOC6626323|XP_002050700.1|DVIR	LOC6609108|XP_002033811.1|DSEC
OG0002382	LOC6633950|XP_002057837.1|DVIR, LOC6632063|XP_032296162.1|DVIR	LOC6619829|XP_032580861.1|DSEC
OG0002383	LOC6636856|XP_002060286.1|DVIR	LOC6610391|XP_032574445.1|DSEC
OG0002384	LOC6633324|XP_002057158.2|DVIR	LOC6616088|XP_032582358.1|DSEC
OG0002385	LOC6636210|XP_002059700.2|DVIR	LOC6619458|XP_032579674.1|DSEC
OG0002386	LOC6632505|XP_032289573.1|DVIR	LOC6619025|XP_002043270.1|DSEC
OG0002387	LOC6630311|XP_015027526.1|DVIR	LOC6607546|XP_032576220.1|DSEC
OG0002388	LOC6630274|XP_002053703.2|DVIR	LOC6606296|XP_032576272.1|DSEC
OG0002389	LOC6631024|XP_002053829.1|DVIR	LOC6607569|XP_002032338.1|DSEC
OG0002390	LOC6627780|XP_002052019.1|DVIR	LOC6612048|XP_002036565.1|DSEC
OG0002391	LOC6626101|XP_002049518.1|DVIR	LOC6609584|XP_032570892.1|DSEC
OG0002392	LOC6636559|XP_002060063.1|DVIR	LOC6610840|XP_002035406.2|DSEC
OG0002393	LOC6623907|XP_002046260.1|DVIR	LOC6605974|XP_002030786.1|DSEC
OG0002394	LOC6632749|XP_002056472.1|DVIR	LOC6616939|XP_032577301.1|DSEC
OG0002395	LOC6630326|XP_032291226.1|DVIR	LOC6606889|XP_032577672.1|DSEC
OG0002396	LOC6636466|XP_002059915.2|DVIR	LOC6609270|XP_032570141.1|DSEC
OG0002397	LOC6626274|XP_002050040.1|DVIR	LOC6619120|XP_002043360.1|DSEC
OG0002398	LOC6636035|XP_002059640.2|DVIR	LOC6619770|XP_032582020.1|DSEC
OG0002399	LOC6624954|XP_002049178.2|DVIR	LOC6619153|XP_002043393.1|DSEC
OG0002400	LOC6625514|XP_002050096.2|DVIR	LOC6609610|XP_002034287.2|DSEC
OG0002401	LOC6636255|XP_002059724.1|DVIR	LOC6620284|XP_002044492.1|DSEC
OG0002402	LOC6630328|XP_015027203.1|DVIR	LOC6606156|XP_002030964.2|DSEC
OG0002403	LOC6630327|XP_015027204.1|DVIR	LOC6606155|XP_032577022.1|DSEC
OG0002404	LOC6630615|XP_002053744.1|DVIR	LOC6613778|XP_002038248.1|DSEC
OG0002405	LOC6633048|XP_002056756.2|DVIR	LOC6613942|XP_002038406.2|DSEC
OG0002406	LOC6623969|XP_002046248.1|DVIR	LOC6605961|XP_002030773.1|DSEC
OG0002407	LOC6629462|XP_002053879.2|DVIR	LOC6619510|XP_032576641.1|DSEC
OG0002408	LOC6630673|XP_002054631.1|DVIR	LOC6613955|XP_032578381.1|DSEC
OG0002409	LOC116650712|XP_032291061.1|DVIR, LOC6623854|XP_032294446.1|DVIR	LOC6605663|XP_032575127.1|DSEC
OG0002410	LOC6632449|XP_002056512.2|DVIR	LOC6619037|XP_032577333.1|DSEC
OG0002411	LOC6632463|XP_002056309.1|DVIR	LOC6607171|XP_002031957.1|DSEC
OG0002412	LOC26530873|XP_015027833.1|DVIR	LOC116801292|XP_032575838.1|DSEC
OG0002413	LOC6625705|XP_002050326.1|DVIR, LOC6633768|XP_002056954.1|DVIR	LOC6612220|XP_032582055.1|DSEC
OG0002414	LOC6622759|XP_002047041.1|DVIR	LOC6610296|XP_002034891.1|DSEC
OG0002415	LOC6632358|XP_032289806.1|DVIR	LOC6606704|XP_032577217.1|DSEC
OG0002416	LOC6636239|XP_002059753.1|DVIR	LOC6619453|XP_032579952.1|DSEC
OG0002417	LOC6635656|XP_002059124.1|DVIR	LOC6617207|XP_002041534.1|DSEC
OG0002418	LOC6629306|XP_032288767.1|DVIR	LOC6620474|XP_002044683.1|DSEC
OG0002419	LOC6633619|XP_002057188.1|DVIR	LOC6612510|XP_032582126.1|DSEC
OG0002420	LOC6622241|XP_015031089.1|DVIR	LOC6610624|XP_032575504.1|DSEC
OG0002421	LOC6629337|XP_002053314.2|DVIR	LOC6607743|XP_002032506.1|DSEC
OG0002422	LOC6632861|XP_002056672.1|DVIR	LOC6614327|XP_002038767.1|DSEC
OG0002423	LOC6622865|XP_002048538.1|DVIR	LOC6605235|XP_002030073.2|DSEC
OG0002424	LOC6636181|XP_002059671.1|DVIR	LOC6620278|XP_002044487.2|DSEC
OG0002425	LOC6631771|XP_002055179.1|DVIR	LOC6619938|XP_002044150.1|DSEC
OG0002426	LOC6623510|XP_032291053.1|DVIR	LOC6610245|XP_002034840.2|DSEC
OG0002427	LOC6636219|XP_002059720.1|DVIR	LOC6620285|XP_002044493.1|DSEC
OG0002428	LOC6634778|XP_032296433.1|DVIR	LOC6615032|XP_002039449.2|DSEC
OG0002429	LOC6623218|XP_032290786.1|DVIR	LOC6610512|XP_002035092.2|DSEC
OG0002430	LOC6625421|XP_032292787.1|DVIR	LOC6607982|XP_002032730.1|DSEC
OG0002431	LOC6627097|XP_002049941.1|DVIR	LOC6609942|XP_032572390.1|DSEC
OG0002432	LOC6634634|XP_002058033.3|DVIR	LOC6612482|XP_002036990.2|DSEC
OG0002433	LOC6634879|XP_032289358.1|DVIR	LOC6620519|XP_032577977.1|DSEC
OG0002434	LOC6635252|XP_002058760.3|DVIR, LOC116652372|XP_032296714.1|DVIR	LOC6607075|XP_002031863.1|DSEC
OG0002435	LOC6636008|XP_032296080.1|DVIR	LOC6617556|XP_002041869.2|DSEC
OG0002436	LOC6624962|XP_002049323.2|DVIR	LOC6609077|XP_002033780.1|DSEC
OG0002437	LOC6626920|XP_032292897.1|DVIR	LOC6609040|XP_002033743.1|DSEC
OG0002438	LOC6631555|XP_032295851.1|DVIR	LOC6616046|XP_032581935.1|DSEC
OG0002439	LOC6628179|XP_002051449.1|DVIR	LOC6613571|XP_032572291.1|DSEC
OG0002440	LOC6624642|XP_002048396.2|DVIR	LOC6606141|XP_002030949.2|DSEC
OG0002441	LOC6625414|XP_002049291.2|DVIR	LOC6608387|XP_002033123.1|DSEC
OG0002442	LOC6627246|XP_002049167.1|DVIR	LOC6609630|XP_002034307.1|DSEC
OG0002443	LOC6626684|XP_032292742.1|DVIR	LOC6608570|XP_032572699.1|DSEC
OG0002444	LOC6627272|XP_002049914.1|DVIR	LOC6615489|XP_032570846.1|DSEC
OG0002445	LOC6625142|XP_002049551.1|DVIR	LOC6609058|XP_002033761.1|DSEC
OG0002446	LOC6625012|XP_002049762.1|DVIR	LOC6609198|XP_002033889.1|DSEC
OG0002447	LOC6622696|XP_002048457.2|DVIR	LOC6605499|XP_032574557.1|DSEC
OG0002448	LOC6626251|XP_002048935.1|DVIR	LOC6615421|XP_002039803.1|DSEC
OG0002449	LOC6625377|XP_002048993.3|DVIR, LOC6625375|XP_032293333.1|DVIR	LOC6609509|XP_002034193.1|DSEC
OG0002450	LOC6629957|XP_002053615.1|DVIR	LOC6606933|XP_032578029.1|DSEC
OG0002451	LOC6626514|XP_015029625.2|DVIR	LOC6608247|XP_032570484.1|DSEC
OG0002452	LOC6626149|XP_002050904.1|DVIR	LOC6615518|XP_002039897.1|DSEC
OG0002453	LOC6626148|XP_032291746.1|DVIR	LOC6615517|XP_002039896.1|DSEC
OG0002454	LOC6622957|XP_002047083.1|DVIR	LOC6610237|XP_002034832.1|DSEC
OG0002455	LOC6622966|XP_015031237.1|DVIR	LOC6610238|XP_002034833.1|DSEC
OG0002456	LOC6627135|XP_032292976.1|DVIR	LOC6615637|XP_032571850.1|DSEC
OG0002457	LOC6626186|XP_015029983.1|DVIR	LOC6608025|XP_032572841.1|DSEC
OG0002458	LOC6628696|XP_032293495.1|DVIR	LOC6613596|XP_002038065.1|DSEC
OG0002459	LOC6635347|XP_002058874.2|DVIR	LOC6609014|XP_002033719.1|DSEC
OG0002460	LOC6627195|XP_002049440.1|DVIR	LOC6613048|XP_002037531.1|DSEC
OG0002461	LOC6625381|XP_002049491.1|DVIR	LOC6609545|XP_002034228.1|DSEC
OG0002462	LOC6635370|XP_032293054.1|DVIR	LOC6609898|XP_032570713.1|DSEC
OG0002463	LOC6625976|XP_002049991.1|DVIR	LOC6613000|XP_032572495.1|DSEC
OG0002464	LOC6627244|XP_002049165.1|DVIR	LOC6609628|XP_002034305.1|DSEC
OG0002465	LOC6625051|XP_002049172.1|DVIR	LOC6619150|XP_002043390.1|DSEC
OG0002466	LOC6636225|XP_015024116.1|DVIR	LOC6619465|XP_032579749.1|DSEC
OG0002467	LOC6623886|XP_002047380.1|DVIR	LOC6610881|XP_002035444.2|DSEC
OG0002468	LOC6624432|XP_002047474.3|DVIR	LOC6605542|XP_002030370.1|DSEC
OG0002469	LOC6634899|XP_002058487.1|DVIR, LOC116651855|XP_032294940.1|DVIR	LOC6613789|XP_032578079.1|DSEC
OG0002470	LOC116651652|XP_032294342.1|DVIR, LOC6624988|XP_002048919.1|DVIR	LOC6608255|XP_002032999.1|DSEC
OG0002471	LOC6625519|XP_002048995.1|DVIR	LOC6608351|XP_032572636.1|DSEC
OG0002472	LOC116649771|XP_032292967.1|DVIR, LOC6626226|XP_032293125.1|DVIR	LOC6608797|XP_002033516.1|DSEC
OG0002473	LOC6626281|XP_002049219.1|DVIR	LOC6608713|XP_002033437.1|DSEC
OG0002474	LOC6622527|XP_032290032.1|DVIR	LOC6605800|XP_032573308.1|DSEC
OG0002475	LOC6632621|XP_032289526.1|DVIR	LOC6612836|XP_002037337.1|DSEC
OG0002476	LOC6627046|XP_002050076.1|DVIR	LOC6615544|XP_002039923.1|DSEC
OG0002477	LOC6625326|XP_002049092.1|DVIR	LOC6621650|XP_032572210.1|DSEC
OG0002478	LOC6635355|XP_032293341.1|DVIR	LOC6620803|XP_032571514.1|DSEC
OG0002479	LOC6626954|XP_002049406.2|DVIR	LOC6609094|XP_002033797.1|DSEC
OG0002480	LOC6635312|XP_002058847.2|DVIR	LOC6620153|XP_032578044.1|DSEC
OG0002481	LOC6633495|XP_002057354.1|DVIR	LOC6616036|XP_002040402.1|DSEC
OG0002482	LOC6626319|XP_002049526.1|DVIR	LOC6609038|XP_002033741.1|DSEC
OG0002483	LOC6624975|XP_002049956.2|DVIR, LOC116649724|XP_032288816.1|DVIR	LOC6615792|XP_002040162.1|DSEC
OG0002484	LOC6626776|XP_002050089.1|DVIR	LOC6609616|XP_002034293.1|DSEC
OG0002485	LOC6635360|XP_002058906.1|DVIR	LOC6608228|XP_002032972.1|DSEC
OG0002486	LOC6622819|XP_002048016.2|DVIR	LOC6619444|XP_002043659.1|DSEC
OG0002487	LOC6627307|XP_032293529.1|DVIR	LOC6620140|XP_032569716.1|DSEC
OG0002488	LOC6626699|XP_002049899.1|DVIR	LOC6615475|XP_002039855.1|DSEC
OG0002489	LOC6622383|XP_002047495.2|DVIR	LOC6618397|XP_032573265.1|DSEC
OG0002490	LOC6625324|XP_032293089.1|DVIR	LOC6621698|XP_032573097.1|DSEC
OG0002491	LOC6624330|XP_032290019.1|DVIR, LOC6623227|XP_002048668.1|DVIR	LOC6616482|XP_002040843.1|DSEC
OG0002492	LOC6625213|XP_002049579.1|DVIR	LOC6609737|XP_032572777.1|DSEC
OG0002493	LOC6625936|XP_002048904.3|DVIR	LOC6608239|XP_002032983.1|DSEC
OG0002494	LOC6632765|XP_032289688.1|DVIR	LOC6607082|XP_032579513.1|DSEC
OG0002495	LOC6626491|XP_002049690.1|DVIR	LOC6609250|XP_002033940.1|DSEC
OG0002496	LOC6630434|XP_002053475.1|DVIR	LOC6617007|XP_002041335.1|DSEC
OG0002497	LOC6623667|XP_002046197.1|DVIR	LOC6605907|XP_002030720.2|DSEC
OG0002498	LOC6624599|XP_032291197.1|DVIR	LOC6616438|XP_032575296.1|DSEC
OG0002499	LOC6623060|XP_002047097.1|DVIR	LOC6610212|XP_032575094.1|DSEC
OG0002500	LOC6633007|XP_002056129.2|DVIR	LOC116802159|XP_032581424.1|DSEC, LOC6621235|XP_002045414.1|DSEC
OG0002501	LOC6632477|XP_002056290.1|DVIR, LOC6633230|XP_002056288.2|DVIR, LOC6635710|XP_002059259.1|DVIR	LOC6613394|XP_002037868.1|DSEC
OG0002502	LOC6625394|XP_002050139.1|DVIR	LOC6608672|XP_032570834.1|DSEC, LOC6608673|XP_002033402.1|DSEC
OG0002504	LOC6622635|XP_002048446.1|DVIR	LOC6605513|XP_032575176.1|DSEC
OG0002505	LOC6625642|XP_002050312.1|DVIR	LOC6615338|XP_002039736.1|DSEC, LOC6615339|XP_002039737.1|DSEC
OG0002508	LOC6632167|XP_015026462.1|DVIR	LOC6614888|XP_032582162.1|DSEC
OG0002509	LOC6625947|XP_002050344.1|DVIR	LOC6608035|XP_002032783.1|DSEC
OG0002510	LOC116651813|XP_032294774.1|DVIR, LOC6631778|XP_002055186.1|DVIR	LOC6620348|XP_002044556.1|DSEC
OG0002511	LOC6630584|XP_002053856.1|DVIR	LOC6606505|XP_032576461.1|DSEC
OG0002512	LOC6636244|XP_032290094.1|DVIR	LOC6619457|XP_002043672.2|DSEC
OG0002513	LOC6630047|XP_032295129.1|DVIR	LOC6607046|XP_002031834.1|DSEC
OG0002514	LOC6622802|XP_002047051.1|DVIR	LOC6610287|XP_002034882.1|DSEC
OG0002516	LOC6632985|XP_002056488.1|DVIR	LOC6616959|XP_032579164.1|DSEC
OG0002517	LOC6631993|XP_015026584.1|DVIR	LOC6618445|XP_032582256.1|DSEC
OG0002518	LOC6632911|XP_002056256.2|DVIR	LOC6616617|XP_032577014.1|DSEC
OG0002519	LOC6626381|XP_002050055.1|DVIR	LOC6615299|XP_002039703.1|DSEC
OG0002520	LOC6634752|XP_032296415.1|DVIR	LOC6612341|XP_002036851.2|DSEC
OG0002521	LOC6635427|XP_002059063.1|DVIR	LOC6614864|XP_032581378.1|DSEC
OG0002522	LOC6632851|XP_002056249.2|DVIR	LOC6613767|XP_002038236.1|DSEC
OG0002523	LOC6629771|XP_032296730.1|DVIR	LOC6612964|XP_032577166.1|DSEC
OG0002524	LOC6631436|XP_002054960.2|DVIR	LOC6612408|XP_032582007.1|DSEC
OG0002525	LOC6623603|XP_002046943.1|DVIR	LOC6610862|XP_002035428.1|DSEC
OG0002526	LOC6634883|XP_002058502.1|DVIR	LOC6606278|XP_002031083.1|DSEC
OG0002528	LOC6633576|XP_032296548.1|DVIR	LOC6612208|XP_032582381.1|DSEC
OG0002529	LOC6632842|XP_002055815.2|DVIR	LOC6616814|XP_002041151.1|DSEC
OG0002530	LOC6633928|XP_002057617.1|DVIR	LOC6614721|XP_002039145.1|DSEC
OG0002531	LOC6628243|XP_002051454.1|DVIR	LOC6613575|XP_002038043.1|DSEC
OG0002532	LOC6636757|XP_002060215.1|DVIR	LOC6620435|XP_032574781.1|DSEC
OG0002533	LOC6631944|XP_032295595.1|DVIR	LOC6620338|XP_032581599.1|DSEC
OG0002534	LOC116650963|XP_032292198.1|DVIR, LOC6627209|XP_002050127.1|DVIR	LOC6608689|XP_002033416.1|DSEC
OG0002535	LOC6623057|XP_002047571.1|DVIR	LOC6618378|XP_002042648.1|DSEC
OG0002536	LOC6632465|XP_002055851.1|DVIR	LOC6612716|XP_002037219.1|DSEC
OG0002537	LOC6625980|XP_002049995.1|DVIR	LOC6615833|XP_002040203.2|DSEC
OG0002539	LOC6626336|XP_002048866.1|DVIR	LOC6618880|XP_002043128.1|DSEC
OG0002540	LOC6633086|XP_002055964.1|DVIR	LOC6606274|XP_002031079.1|DSEC
OG0002541	LOC6631520|XP_002055317.2|DVIR	LOC6618082|XP_002042380.1|DSEC
OG0002542	LOC116652257|XP_032296378.1|DVIR, LOC116650157|XP_032289359.1|DVIR	LOC6615015|XP_002039432.1|DSEC
OG0002543	LOC6633651|XP_002056845.1|DVIR	LOC6618636|XP_032582409.1|DSEC
OG0002544	LOC6630918|XP_002053777.3|DVIR	LOC6607402|XP_002032175.1|DSEC
OG0002545	LOC116650021|XP_032289246.1|DVIR, LOC6634734|XP_002058333.1|DVIR	LOC6615999|XP_002040366.1|DSEC
OG0002547	LOC6633661|XP_002056855.1|DVIR	LOC6612302|XP_002036812.1|DSEC
OG0002548	LOC6631430|XP_015026689.1|DVIR	LOC6620307|XP_032581448.1|DSEC
OG0002549	LOC6631708|XP_002055356.2|DVIR	LOC6618019|XP_032581260.1|DSEC
OG0002550	LOC6636663|XP_032295784.1|DVIR	LOC6618466|XP_032579990.1|DSEC
OG0002551	LOC6629368|XP_002054446.1|DVIR	LOC116801681|XP_032578626.1|DSEC
OG0002552	LOC6628593|XP_002051208.1|DVIR	LOC6618222|XP_002042497.1|DSEC
OG0002553	LOC6631304|XP_002055047.2|DVIR	LOC6620339|XP_032581592.1|DSEC
OG0002554	LOC6636074|XP_002059605.1|DVIR	LOC6612285|XP_002036795.1|DSEC
OG0002555	LOC6633257|XP_002056881.1|DVIR	LOC6612367|XP_032580872.1|DSEC
OG0002556	LOC6628241|XP_002051452.1|DVIR	LOC6613574|XP_002038042.1|DSEC
OG0002557	LOC6636139|XP_002059533.1|DVIR	LOC6618672|XP_002042931.1|DSEC
OG0002558	LOC6630784|XP_002054818.1|DVIR	LOC6607619|XP_002032387.1|DSEC
OG0002559	LOC6622331|XP_002046689.1|DVIR	LOC6620232|XP_032575397.1|DSEC
OG0002560	LOC6635140|XP_002058377.1|DVIR	LOC6619196|XP_032577894.1|DSEC
OG0002561	LOC6629714|XP_015027367.1|DVIR	LOC6619103|XP_002043343.2|DSEC
OG0002562	LOC6631727|XP_002055574.1|DVIR	LOC6619872|XP_032582547.1|DSEC
OG0002563	LOC6632110|XP_002055633.2|DVIR	LOC6618037|XP_002042345.1|DSEC
OG0002564	LOC6629500|XP_002054520.1|DVIR	LOC6612866|XP_002037358.1|DSEC
OG0002565	LOC6630710|XP_015027608.1|DVIR	LOC6607150|XP_002031936.1|DSEC
OG0002566	LOC6632909|XP_032289505.1|DVIR	LOC6616622|XP_002040974.1|DSEC
OG0002567	LOC6634754|XP_002058047.1|DVIR	LOC6612340|XP_002036850.1|DSEC
OG0002568	LOC116650007|XP_032289212.1|DVIR, LOC6636925|XP_002060381.1|DVIR	LOC6607205|XP_032578783.1|DSEC
OG0002569	LOC6624697|XP_002048134.1|DVIR	LOC6616285|XP_002040649.1|DSEC
OG0002570	LOC6632585|XP_032289521.1|DVIR	LOC6613740|XP_032578950.1|DSEC
OG0002571	LOC6632587|XP_032289414.1|DVIR	LOC6613742|XP_032578958.1|DSEC
OG0002572	LOC6624918|XP_002049113.2|DVIR	LOC6610006|XP_032572301.1|DSEC
OG0002573	LOC6632812|XP_002056239.1|DVIR	LOC6613754|XP_002038223.1|DSEC
OG0002574	LOC6632906|XP_002056251.1|DVIR	LOC6613769|XP_032578026.1|DSEC
OG0002575	LOC6630886|XP_002053132.1|DVIR	LOC6606755|XP_032576955.1|DSEC
OG0002576	LOC6633341|XP_015025541.1|DVIR	LOC116800180|XP_032580891.1|DSEC, LOC6620589|XP_032581084.1|DSEC
OG0002577	LOC6623064|XP_002046706.1|DVIR	LOC6606079|XP_002030888.1|DSEC
OG0002578	LOC6628939|XP_002052754.1|DVIR	LOC6613346|XP_002037821.1|DSEC
OG0002579	LOC6628949|XP_002052352.1|DVIR	LOC116800303|XP_032570220.1|DSEC
OG0002580	LOC6636415|XP_002059871.1|DVIR	LOC6608891|XP_002033605.1|DSEC
OG0002581	LOC6629936|XP_032295268.1|DVIR	LOC6607641|XP_032579089.1|DSEC
OG0002582	LOC6635257|XP_002058740.2|DVIR	LOC6607055|XP_002031843.2|DSEC
OG0002583	LOC6631198|XP_015027260.2|DVIR	LOC6606966|XP_032576401.1|DSEC
OG0002584	LOC6622428|XP_002047498.1|DVIR	LOC6618401|XP_002042671.1|DSEC
OG0002585	LOC26531275|XP_015031718.1|DVIR	LOC6618400|XP_002042670.1|DSEC
