Orthogroup	DVIR.longest_only	CCAP.longest_only
OG0002148	LOC6636821|XP_002060303.1|DVIR	CCAP1982_LOCUS13092|CAD7004699.1|CCAP
OG0002149	LOC6636273|XP_002059686.2|DVIR	CCAP1982_LOCUS10222|CAD7001732.1|CCAP, CCAP1982_LOCUS10223|CAD7001733.1|CCAP, CCAP1982_LOCUS10221|CAD7001731.1|CCAP
OG0002152	LOC6632813|XP_015026071.2|DVIR	CCAP1982_LOCUS2091|CAD6993275.1|CCAP
OG0002153	LOC6632214|XP_002055882.1|DVIR	CCAP1982_LOCUS1613|CAD6992772.1|CCAP
OG0002154	LOC6634683|XP_015025121.1|DVIR	CCAP1982_LOCUS6308|CAD6997677.1|CCAP
OG0002155	LOC6629478|XP_002054093.1|DVIR	CCAP1982_LOCUS1752|CAD6992919.1|CCAP, CCAP1982_LOCUS1751|CAD6992918.1|CCAP, CCAP1982_LOCUS1753|CAD6992920.1|CCAP
OG0002156	LOC6622839|XP_002047681.1|DVIR	CCAP1982_LOCUS13759|CAD7005399.1|CCAP
OG0002157	LOC6632474|XP_002056175.1|DVIR	CCAP1982_LOCUS4056|CAD6995338.1|CCAP
OG0002159	LOC6626895|XP_002050817.1|DVIR	CCAP1982_LOCUS2713|CAD6993925.1|CCAP
OG0002160	LOC6630552|XP_032295302.1|DVIR	CCAP1982_LOCUS3058|CAD6994297.1|CCAP
OG0002161	LOC6631150|XP_002054253.1|DVIR	CCAP1982_LOCUS1659|CAD6992820.1|CCAP
OG0002162	LOC6631254|XP_015027358.1|DVIR	CCAP1982_LOCUS2186|CAD6993368.1|CCAP, CCAP1982_LOCUS2185|CAD6993367.1|CCAP
OG0002164	LOC6632752|XP_002056475.1|DVIR	CCAP1982_LOCUS11815|CAD7003356.1|CCAP
OG0002165	LOC6630211|XP_002053714.1|DVIR	CCAP1982_LOCUS3691|CAD6994959.1|CCAP
OG0002166	LOC6627363|XP_002051670.1|DVIR	CCAP1982_LOCUS6734|CAD6998123.1|CCAP
OG0002167	LOC6635352|XP_002058898.1|DVIR	CCAP1982_LOCUS19368|CAD7011260.1|CCAP
OG0002169	LOC6622909|XP_002047074.1|DVIR	CCAP1982_LOCUS12749|CAD7004330.1|CCAP
OG0002170	LOC6636192|XP_002059738.1|DVIR	CCAP1982_LOCUS10174|CAD7001683.1|CCAP, CCAP1982_LOCUS10177|CAD7001687.1|CCAP
OG0002171	LOC6631188|XP_002054833.1|DVIR	CCAP1982_LOCUS3355|CAD6994620.1|CCAP
OG0002172	LOC6630961|XP_002054738.1|DVIR	CCAP1982_LOCUS2672|CAD6993878.1|CCAP, CCAP1982_LOCUS2670|CAD6993876.1|CCAP
OG0002173	LOC6629109|XP_002052603.1|DVIR	CCAP1982_LOCUS7908|CAD6999382.1|CCAP
OG0002174	LOC6630756|XP_002054495.1|DVIR	CCAP1982_LOCUS2681|CAD6993887.1|CCAP
OG0002175	LOC6630755|XP_002054494.1|DVIR	CCAP1982_LOCUS2682|CAD6993889.1|CCAP
OG0002176	LOC6631181|XP_002053236.1|DVIR	CCAP1982_LOCUS1364|CAD6992515.1|CCAP
OG0002177	LOC6630372|XP_002054347.1|DVIR	CCAP1982_LOCUS3852|CAD6995130.1|CCAP
OG0002178	LOC6630849|XP_015027057.1|DVIR	CCAP1982_LOCUS1381|CAD6992532.1|CCAP
OG0002179	LOC6630295|XP_002052947.2|DVIR	CCAP1982_LOCUS3487|CAD6994754.1|CCAP
OG0002180	LOC6632798|XP_002056114.3|DVIR	CCAP1982_LOCUS1104|CAD6992234.1|CCAP, CCAP1982_LOCUS1116|CAD6992246.1|CCAP
OG0002182	LOC6634890|XP_015024853.1|DVIR	CCAP1982_LOCUS1440|CAD6992591.1|CCAP
OG0002183	LOC6635358|XP_002058904.1|DVIR	CCAP1982_LOCUS19379|CAD7011271.1|CCAP
OG0002184	LOC6630008|XP_002054770.1|DVIR	CCAP1982_LOCUS9213|CAD7000740.1|CCAP, CCAP1982_LOCUS2019|CAD6993197.1|CCAP
OG0002185	LOC6633080|XP_002055958.2|DVIR	CCAP1982_LOCUS3699|CAD6994967.1|CCAP
OG0002186	LOC6627578|XP_002051391.1|DVIR	CCAP1982_LOCUS2857|CAD6994088.1|CCAP
OG0002187	LOC6635187|XP_002058386.1|DVIR	CCAP1982_LOCUS3865|CAD6995142.1|CCAP
OG0002188	LOC6625790|XP_032292638.1|DVIR	CCAP1982_LOCUS19577|CAD7011477.1|CCAP
OG0002189	LOC26531700|XP_015027924.1|DVIR	CCAP1982_LOCUS4100|CAD6995382.1|CCAP
OG0002191	LOC6622313|XP_002048080.1|DVIR	CCAP1982_LOCUS13802|CAD7005442.1|CCAP
OG0002192	LOC6624612|XP_002048264.1|DVIR	CCAP1982_LOCUS14127|CAD7005778.1|CCAP
OG0002193	LOC6631138|XP_002053034.1|DVIR	CCAP1982_LOCUS3660|CAD6994927.1|CCAP
OG0002194	LOC6632310|XP_002055999.1|DVIR	CCAP1982_LOCUS2698|CAD6993906.1|CCAP
OG0002195	LOC6634854|XP_002058644.1|DVIR	CCAP1982_LOCUS2686|CAD6993893.1|CCAP, CCAP1982_LOCUS2687|CAD6993894.1|CCAP
OG0002197	LOC6622573|XP_002046440.3|DVIR, LOC116650597|XP_032290572.1|DVIR	CCAP1982_LOCUS3658|CAD6994925.1|CCAP
OG0002198	LOC6632743|XP_032289508.1|DVIR	CCAP1982_LOCUS4689|CAD6995982.1|CCAP
OG0002199	LOC6631217|XP_002053960.1|DVIR	CCAP1982_LOCUS2211|CAD6993395.1|CCAP
OG0002200	LOC6629698|XP_002052956.1|DVIR	CCAP1982_LOCUS3278|CAD6994535.1|CCAP, CCAP1982_LOCUS3279|CAD6994536.1|CCAP, CCAP1982_LOCUS3251|CAD6994507.1|CCAP
OG0002202	LOC6634848|XP_032295190.1|DVIR	CCAP1982_LOCUS1281|CAD6992417.1|CCAP
OG0002203	LOC6630351|XP_032295456.1|DVIR	CCAP1982_LOCUS2054|CAD6993237.1|CCAP
OG0002204	LOC6631146|XP_002054249.1|DVIR	CCAP1982_LOCUS1580|CAD6992735.1|CCAP
OG0002205	LOC6632422|XP_002056094.1|DVIR	CCAP1982_LOCUS2381|CAD6993569.1|CCAP
OG0002206	LOC6632381|XP_032289422.1|DVIR	CCAP1982_LOCUS1459|CAD6992610.1|CCAP
OG0002207	LOC6634938|XP_002058708.2|DVIR	CCAP1982_LOCUS2900|CAD6994134.1|CCAP
OG0002208	LOC6634934|XP_002058704.1|DVIR	CCAP1982_LOCUS2891|CAD6994125.1|CCAP
OG0002209	LOC6633415|XP_002056814.1|DVIR	CCAP1982_LOCUS21453|CAD7013388.1|CCAP
OG0002210	LOC6630804|XP_015026964.1|DVIR	CCAP1982_LOCUS2579|CAD6993781.1|CCAP
OG0002211	LOC6632236|XP_002056085.1|DVIR	CCAP1982_LOCUS2365|CAD6993553.1|CCAP
OG0002212	LOC6632549|XP_002055828.1|DVIR	CCAP1982_LOCUS3299|CAD6994559.1|CCAP
OG0002213	LOC6629314|XP_002053533.1|DVIR	CCAP1982_LOCUS4071|CAD6995352.1|CCAP
OG0002214	LOC6630950|XP_002053940.3|DVIR	CCAP1982_LOCUS3903|CAD6995182.1|CCAP
OG0002215	LOC6630827|XP_032296148.1|DVIR	CCAP1982_LOCUS1788|CAD6992956.1|CCAP, CCAP1982_LOCUS1791|CAD6992959.1|CCAP, CCAP1982_LOCUS1790|CAD6992958.1|CCAP
OG0002216	LOC6626204|XP_002049790.1|DVIR	CCAP1982_LOCUS20225|CAD7012126.1|CCAP
OG0002217	LOC6630403|XP_002054268.1|DVIR	CCAP1982_LOCUS1629|CAD6992790.1|CCAP, CCAP1982_LOCUS1647|CAD6992808.1|CCAP, CCAP1982_LOCUS1640|CAD6992801.1|CCAP, CCAP1982_LOCUS1630|CAD6992791.1|CCAP, CCAP1982_LOCUS1648|CAD6992809.1|CCAP
OG0002219	LOC6633129|XP_002056072.2|DVIR	CCAP1982_LOCUS3325|CAD6994586.1|CCAP, CCAP1982_LOCUS2338|CAD6993526.1|CCAP
OG0002220	LOC6633128|XP_002056071.2|DVIR	CCAP1982_LOCUS14529|CAD7006201.1|CCAP
OG0002221	LOC6623193|XP_032291353.1|DVIR	CCAP1982_LOCUS11417|CAD7002953.1|CCAP, CCAP1982_LOCUS11418|CAD7002954.1|CCAP
OG0002222	LOC6626423|XP_002050367.1|DVIR	CCAP1982_LOCUS22828|CAD7014862.1|CCAP, CCAP1982_LOCUS22827|CAD7014861.1|CCAP
OG0002223	LOC6636319|XP_032292053.1|DVIR	CCAP1982_LOCUS23412|CAD7015472.1|CCAP, CCAP1982_LOCUS23413|CAD7015473.1|CCAP
OG0002224	LOC6626188|XP_032292180.1|DVIR	CCAP1982_LOCUS22630|CAD7014640.1|CCAP, CCAP1982_LOCUS22629|CAD7014639.1|CCAP, CCAP1982_LOCUS22633|CAD7014643.1|CCAP
OG0002225	LOC6623942|XP_032290647.1|DVIR	CCAP1982_LOCUS10934|CAD7002445.1|CCAP, CCAP1982_LOCUS10935|CAD7002446.1|CCAP
OG0002226	LOC6626479|XP_002050464.1|DVIR	CCAP1982_LOCUS21808|CAD7013787.1|CCAP
OG0002227	LOC6625061|XP_032291796.1|DVIR	CCAP1982_LOCUS21604|CAD7013545.1|CCAP
OG0002228	LOC6627283|XP_002049625.1|DVIR	CCAP1982_LOCUS21006|CAD7012907.1|CCAP
OG0002229	LOC6626985|XP_015029593.1|DVIR	CCAP1982_LOCUS21232|CAD7013161.1|CCAP
OG0002230	LOC6636411|XP_015023923.1|DVIR, LOC116649746|XP_032292217.1|DVIR	CCAP1982_LOCUS21573|CAD7013513.1|CCAP
OG0002231	LOC6624866|XP_002048885.1|DVIR	CCAP1982_LOCUS21526|CAD7013461.1|CCAP
OG0002232	LOC6626278|XP_002050165.1|DVIR	CCAP1982_LOCUS21781|CAD7013750.1|CCAP, CCAP1982_LOCUS21783|CAD7013752.1|CCAP
OG0002233	LOC6624109|XP_002047132.2|DVIR	CCAP1982_LOCUS11802|CAD7003343.1|CCAP
OG0002235	LOC6625800|XP_032291862.1|DVIR	CCAP1982_LOCUS22957|CAD7015000.1|CCAP
OG0002236	LOC6625978|XP_002049993.1|DVIR	CCAP1982_LOCUS19571|CAD7011471.1|CCAP
OG0002237	LOC6635397|XP_002058840.1|DVIR	CCAP1982_LOCUS19587|CAD7011488.1|CCAP
OG0002238	LOC6625720|XP_015030021.1|DVIR	CCAP1982_LOCUS21182|CAD7013109.1|CCAP, CCAP1982_LOCUS21181|CAD7013108.1|CCAP, CCAP1982_LOCUS21185|CAD7013112.1|CCAP
OG0002240	LOC6625868|XP_002050789.1|DVIR	CCAP1982_LOCUS22572|CAD7014573.1|CCAP
OG0002242	LOC6624361|XP_032290406.1|DVIR	CCAP1982_LOCUS11880|CAD7003424.1|CCAP
OG0002243	LOC6630396|XP_002054004.1|DVIR	CCAP1982_LOCUS8857|CAD7000381.1|CCAP
OG0002244	LOC6623800|XP_002047364.1|DVIR	CCAP1982_LOCUS14732|CAD7006412.1|CCAP
OG0002245	LOC6623941|XP_002048294.1|DVIR	CCAP1982_LOCUS10938|CAD7002449.1|CCAP, CCAP1982_LOCUS10942|CAD7002453.1|CCAP
OG0002246	LOC6625722|XP_032291755.1|DVIR	CCAP1982_LOCUS21176|CAD7013102.1|CCAP, CCAP1982_LOCUS21175|CAD7013101.1|CCAP, CCAP1982_LOCUS21174|CAD7013100.1|CCAP
OG0002247	LOC116651108|XP_032292838.1|DVIR, LOC26530812|XP_015030250.2|DVIR	CCAP1982_LOCUS11613|CAD7003152.1|CCAP
OG0002248	LOC6624262|XP_002046345.1|DVIR	CCAP1982_LOCUS11531|CAD7003068.1|CCAP, CCAP1982_LOCUS11168|CAD7002690.1|CCAP
OG0002250	LOC6635890|XP_032291823.1|DVIR	CCAP1982_LOCUS22096|CAD7014090.1|CCAP, CCAP1982_LOCUS22103|CAD7014097.1|CCAP
OG0002251	LOC6635893|XP_032291831.1|DVIR	CCAP1982_LOCUS22090|CAD7014083.1|CCAP, CCAP1982_LOCUS22091|CAD7014085.1|CCAP
OG0002252	LOC6635816|XP_002059439.2|DVIR	CCAP1982_LOCUS22059|CAD7014051.1|CCAP
OG0002253	LOC26531451|XP_032291885.1|DVIR, LOC116650363|XP_032289761.1|DVIR	CCAP1982_LOCUS23400|CAD7015460.1|CCAP
OG0002254	LOC6631021|XP_002053826.1|DVIR	CCAP1982_LOCUS858|CAD6991971.1|CCAP
OG0002256	LOC6626553|XP_032292560.1|DVIR	CCAP1982_LOCUS23303|CAD7015358.1|CCAP
OG0002257	LOC6636401|XP_032292991.1|DVIR, LOC116649742|XP_032292211.1|DVIR	CCAP1982_LOCUS21457|CAD7013392.1|CCAP
OG0002258	LOC6623085|XP_002046860.1|DVIR	CCAP1982_LOCUS10808|CAD7002318.1|CCAP, CCAP1982_LOCUS10810|CAD7002320.1|CCAP
OG0002260	LOC6623074|XP_002048501.1|DVIR	CCAP1982_LOCUS14451|CAD7006119.1|CCAP
OG0002261	LOC6622893|XP_002047551.1|DVIR	CCAP1982_LOCUS14525|CAD7006197.1|CCAP
OG0002262	LOC6625927|XP_002049297.2|DVIR	CCAP1982_LOCUS20358|CAD7012262.1|CCAP
OG0002263	LOC6624228|XP_002046537.1|DVIR	CCAP1982_LOCUS10964|CAD7002475.1|CCAP
OG0002264	LOC6626422|XP_032292315.1|DVIR	CCAP1982_LOCUS22829|CAD7014863.1|CCAP
OG0002265	LOC6624019|XP_002046274.3|DVIR	CCAP1982_LOCUS11793|CAD7003333.1|CCAP
OG0002266	LOC6622661|XP_002048145.1|DVIR	CCAP1982_LOCUS14431|CAD7006099.1|CCAP
OG0002267	LOC6623557|XP_002046799.1|DVIR	CCAP1982_LOCUS12835|CAD7004426.1|CCAP
OG0002268	LOC6624415|XP_002047167.2|DVIR	CCAP1982_LOCUS13024|CAD7004629.1|CCAP, CCAP1982_LOCUS13025|CAD7004630.1|CCAP
OG0002269	LOC6635935|XP_002059374.2|DVIR	CCAP1982_LOCUS7223|CAD6998657.1|CCAP, CCAP1982_LOCUS7222|CAD6998656.1|CCAP
OG0002270	LOC6624983|XP_002050663.1|DVIR	CCAP1982_LOCUS22654|CAD7014666.1|CCAP
OG0002271	LOC6624113|XP_032291245.1|DVIR	CCAP1982_LOCUS13262|CAD7004877.1|CCAP, CCAP1982_LOCUS13264|CAD7004879.1|CCAP, CCAP1982_LOCUS13263|CAD7004878.1|CCAP, CCAP1982_LOCUS13256|CAD7004871.1|CCAP
OG0002272	LOC6622054|XP_002046380.1|DVIR	CCAP1982_LOCUS12832|CAD7004423.1|CCAP
OG0002273	LOC6624476|XP_032289890.1|DVIR	CCAP1982_LOCUS14315|CAD7005978.1|CCAP, CCAP1982_LOCUS14316|CAD7005979.1|CCAP
OG0002274	LOC6624237|XP_032290937.1|DVIR	CCAP1982_LOCUS14297|CAD7005959.1|CCAP
OG0002275	LOC6624314|XP_002046608.1|DVIR	CCAP1982_LOCUS11882|CAD7003426.1|CCAP
OG0002276	LOC6622911|XP_032290373.1|DVIR	CCAP1982_LOCUS12220|CAD7003784.1|CCAP
OG0002277	LOC6622850|XP_002046490.1|DVIR	CCAP1982_LOCUS12211|CAD7003775.1|CCAP
OG0002278	LOC6623905|XP_002047374.1|DVIR	CCAP1982_LOCUS12310|CAD7003880.1|CCAP, CCAP1982_LOCUS12309|CAD7003879.1|CCAP
OG0002279	LOC6622863|XP_002047729.1|DVIR	CCAP1982_LOCUS13194|CAD7004805.1|CCAP, CCAP1982_LOCUS13209|CAD7004820.1|CCAP
OG0002280	LOC6622432|XP_032291143.1|DVIR	CCAP1982_LOCUS11938|CAD7003487.1|CCAP, CCAP1982_LOCUS11939|CAD7003488.1|CCAP
OG0002281	LOC6622656|XP_002047021.1|DVIR	CCAP1982_LOCUS11749|CAD7003287.1|CCAP
OG0002282	LOC6622238|XP_002046364.1|DVIR	CCAP1982_LOCUS14975|CAD7006673.1|CCAP
OG0002283	LOC6636324|XP_002059884.2|DVIR	CCAP1982_LOCUS22246|CAD7014243.1|CCAP, CCAP1982_LOCUS22247|CAD7014244.1|CCAP
OG0002284	LOC6626310|XP_002050389.1|DVIR	CCAP1982_LOCUS21874|CAD7013855.1|CCAP
OG0002285	LOC6636011|XP_002059511.1|DVIR	CCAP1982_LOCUS14043|CAD7005691.1|CCAP
OG0002286	LOC6626596|XP_002049032.2|DVIR	CCAP1982_LOCUS11952|CAD7003502.1|CCAP, CCAP1982_LOCUS11953|CAD7003503.1|CCAP
OG0002287	LOC6624984|XP_032291922.1|DVIR	CCAP1982_LOCUS22653|CAD7014665.1|CCAP, CCAP1982_LOCUS22652|CAD7014664.1|CCAP
OG0002288	LOC6624139|XP_002047865.2|DVIR	CCAP1982_LOCUS13266|CAD7004882.1|CCAP, CCAP1982_LOCUS13265|CAD7004880.1|CCAP, CCAP1982_LOCUS13257|CAD7004872.1|CCAP, CCAP1982_LOCUS13267|CAD7004883.1|CCAP
OG0002289	LOC6623221|XP_002046743.2|DVIR, LOC6623251|XP_002046745.1|DVIR	CCAP1982_LOCUS11194|CAD7002719.1|CCAP
OG0002290	LOC6628971|XP_002051363.1|DVIR	CCAP1982_LOCUS9006|CAD7000528.1|CCAP
OG0002291	LOC6635939|XP_032291551.1|DVIR	CCAP1982_LOCUS21679|CAD7013631.1|CCAP
OG0002292	LOC6635956|XP_032292235.1|DVIR	CCAP1982_LOCUS22752|CAD7014781.1|CCAP
OG0002293	LOC6626122|XP_002050029.2|DVIR	CCAP1982_LOCUS23020|CAD7015064.1|CCAP
OG0002294	LOC6632783|XP_002055865.1|DVIR	CCAP1982_LOCUS22296|CAD7014294.1|CCAP
OG0002295	LOC6627602|XP_015028027.2|DVIR	CCAP1982_LOCUS5586|CAD6996915.1|CCAP
OG0002296	LOC6633964|XP_002057766.2|DVIR	CCAP1982_LOCUS5628|CAD6996961.1|CCAP, CCAP1982_LOCUS5627|CAD6996960.1|CCAP
OG0002297	LOC6630203|XP_002053706.1|DVIR	CCAP1982_LOCUS4903|CAD6996215.1|CCAP, CCAP1982_LOCUS4901|CAD6996213.1|CCAP
OG0002298	LOC6625548|XP_002049983.1|DVIR	CCAP1982_LOCUS21102|CAD7013013.1|CCAP
OG0002300	LOC6627945|XP_032293516.1|DVIR	CCAP1982_LOCUS7777|CAD6999246.1|CCAP
OG0002301	LOC6628213|XP_032293508.1|DVIR	CCAP1982_LOCUS5582|CAD6996910.1|CCAP
OG0002302	LOC116651434|XP_032293645.1|DVIR, LOC6629194|XP_032293634.1|DVIR	CCAP1982_LOCUS9095|CAD7000621.1|CCAP
OG0002304	LOC6628577|XP_002051511.1|DVIR	CCAP1982_LOCUS5687|CAD6997028.1|CCAP
OG0002305	LOC6624224|XP_002047607.1|DVIR	CCAP1982_LOCUS13684|CAD7005324.1|CCAP, CCAP1982_LOCUS13683|CAD7005323.1|CCAP
OG0002306	LOC6634379|XP_002057573.3|DVIR	CCAP1982_LOCUS7849|CAD6999322.1|CCAP
OG0002307	LOC6628443|XP_002052228.2|DVIR	CCAP1982_LOCUS8359|CAD6999847.1|CCAP, CCAP1982_LOCUS8360|CAD6999848.1|CCAP
OG0002308	LOC6634031|XP_002057768.1|DVIR	CCAP1982_LOCUS5615|CAD6996947.1|CCAP
OG0002309	LOC6628100|XP_002052424.1|DVIR	CCAP1982_LOCUS7873|CAD6999346.1|CCAP
OG0002310	LOC6628028|XP_032293906.1|DVIR	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP
OG0002311	LOC6628327|XP_015028059.1|DVIR	CCAP1982_LOCUS9051|CAD7000576.1|CCAP
OG0002312	LOC6634330|XP_002057683.1|DVIR	CCAP1982_LOCUS9023|CAD7000547.1|CCAP
OG0002313	LOC6626623|XP_002049699.2|DVIR	CCAP1982_LOCUS19978|CAD7011866.1|CCAP
OG0002314	LOC6626806|XP_002050923.1|DVIR	CCAP1982_LOCUS22129|CAD7014123.1|CCAP
OG0002315	LOC6624831|XP_032292938.1|DVIR	CCAP1982_LOCUS21029|CAD7012932.1|CCAP
OG0002316	LOC6627974|XP_032294633.1|DVIR	CCAP1982_LOCUS19358|CAD7011250.1|CCAP
OG0002317	LOC6622655|XP_015031427.1|DVIR	CCAP1982_LOCUS14698|CAD7006376.1|CCAP, CCAP1982_LOCUS14712|CAD7006392.1|CCAP
OG0002318	LOC6628661|XP_002051817.1|DVIR	CCAP1982_LOCUS8251|CAD6999725.1|CCAP
OG0002319	LOC6634362|XP_002057703.1|DVIR	CCAP1982_LOCUS6513|CAD6997894.1|CCAP
OG0002320	LOC6626277|XP_002050164.1|DVIR	CCAP1982_LOCUS22252|CAD7014249.1|CCAP
OG0002321	LOC6625950|XP_032292975.1|DVIR	CCAP1982_LOCUS7425|CAD6998878.1|CCAP
OG0002322	LOC6634055|XP_032293582.1|DVIR	CCAP1982_LOCUS5495|CAD6996822.1|CCAP, CCAP1982_LOCUS5494|CAD6996821.1|CCAP
OG0002323	LOC6635638|XP_002059243.1|DVIR	CCAP1982_LOCUS8328|CAD6999813.1|CCAP
OG0002324	LOC6622062|XP_002047554.2|DVIR	CCAP1982_LOCUS14520|CAD7006191.1|CCAP
OG0002325	LOC6623601|XP_002047799.2|DVIR	CCAP1982_LOCUS11038|CAD7002549.1|CCAP
OG0002326	LOC6623534|XP_015031376.1|DVIR	CCAP1982_LOCUS11043|CAD7002554.1|CCAP
OG0002327	LOC26531536|XP_015027913.1|DVIR	CCAP1982_LOCUS14971|CAD7006669.1|CCAP, CCAP1982_LOCUS14970|CAD7006668.1|CCAP
OG0002328	LOC6628299|XP_002051184.1|DVIR	CCAP1982_LOCUS6360|CAD6997728.1|CCAP
OG0002329	LOC6628256|XP_002052935.1|DVIR	CCAP1982_LOCUS7039|CAD6998440.1|CCAP
OG0002330	LOC116649761|XP_032294345.1|DVIR	CCAP1982_LOCUS7041|CAD6998443.1|CCAP
OG0002332	LOC6622348|XP_002047742.1|DVIR	CCAP1982_LOCUS10176|CAD7001686.1|CCAP, CCAP1982_LOCUS10179|CAD7001689.1|CCAP, CCAP1982_LOCUS10175|CAD7001684.1|CCAP
OG0002333	LOC6627257|XP_032291711.1|DVIR	CCAP1982_LOCUS21396|CAD7013327.1|CCAP
OG0002334	LOC6628590|XP_002051483.2|DVIR	CCAP1982_LOCUS5410|CAD6996730.1|CCAP
OG0002335	LOC6627145|XP_002048957.2|DVIR	CCAP1982_LOCUS21160|CAD7013083.1|CCAP
OG0002336	LOC6623037|XP_032291128.1|DVIR	CCAP1982_LOCUS14580|CAD7006255.1|CCAP, CCAP1982_LOCUS14579|CAD7006254.1|CCAP
OG0002337	LOC6636462|XP_032291653.1|DVIR, LOC116650814|XP_032291460.1|DVIR	CCAP1982_LOCUS21529|CAD7013466.1|CCAP
OG0002338	LOC6628626|XP_015028494.1|DVIR	CCAP1982_LOCUS6867|CAD6998258.1|CCAP
OG0002339	LOC6628249|XP_015028561.1|DVIR	CCAP1982_LOCUS6814|CAD6998198.1|CCAP
OG0002340	LOC6627551|XP_002052286.2|DVIR	CCAP1982_LOCUS6808|CAD6998192.1|CCAP
OG0002341	LOC6625590|XP_002051040.2|DVIR	CCAP1982_LOCUS22766|CAD7014798.1|CCAP
OG0002342	LOC6627616|XP_015028794.1|DVIR	CCAP1982_LOCUS7785|CAD6999255.1|CCAP, CCAP1982_LOCUS7783|CAD6999253.1|CCAP
OG0002343	LOC6628673|XP_002051847.2|DVIR	CCAP1982_LOCUS8470|CAD6999963.1|CCAP
OG0002344	LOC6629054|XP_015028433.1|DVIR	CCAP1982_LOCUS5714|CAD6997060.1|CCAP
OG0002345	LOC6636329|XP_002059928.3|DVIR	CCAP1982_LOCUS22692|CAD7014710.1|CCAP
OG0002346	LOC6627295|XP_032293971.1|DVIR	CCAP1982_LOCUS5760|CAD6997112.1|CCAP
OG0002347	LOC6626765|XP_002050919.1|DVIR	CCAP1982_LOCUS22133|CAD7014128.1|CCAP
OG0002348	LOC6627562|XP_002052646.1|DVIR	CCAP1982_LOCUS8828|CAD7000345.1|CCAP, CCAP1982_LOCUS8829|CAD7000346.1|CCAP
OG0002349	LOC26531264|XP_015024380.1|DVIR	CCAP1982_LOCUS22699|CAD7014720.1|CCAP
OG0002350	LOC6636328|XP_002059927.1|DVIR	CCAP1982_LOCUS22693|CAD7014711.1|CCAP
OG0002351	LOC6625636|XP_002050761.1|DVIR	CCAP1982_LOCUS21263|CAD7013192.1|CCAP
OG0002352	LOC6626008|XP_032291567.1|DVIR	CCAP1982_LOCUS23247|CAD7015302.1|CCAP, CCAP1982_LOCUS23239|CAD7015294.1|CCAP
OG0002353	LOC6627490|XP_002051295.2|DVIR	CCAP1982_LOCUS6170|CAD6997531.1|CCAP
OG0002354	LOC6633987|XP_002057851.2|DVIR	CCAP1982_LOCUS9019|CAD7000543.1|CCAP
OG0002355	LOC6627306|XP_015028042.1|DVIR	CCAP1982_LOCUS5445|CAD6996768.1|CCAP
OG0002356	LOC6627693|XP_002052253.1|DVIR	CCAP1982_LOCUS7063|CAD6998466.1|CCAP
OG0002357	LOC6630941|XP_032296187.1|DVIR	CCAP1982_LOCUS2050|CAD6993232.1|CCAP
OG0002360	LOC6628896|XP_002052193.1|DVIR	CCAP1982_LOCUS5670|CAD6997009.1|CCAP
OG0002361	LOC6624508|XP_002048478.1|DVIR	CCAP1982_LOCUS14480|CAD7006152.1|CCAP, CCAP1982_LOCUS14484|CAD7006156.1|CCAP
OG0002362	LOC6635621|XP_015024489.1|DVIR	CCAP1982_LOCUS8323|CAD6999807.1|CCAP
OG0002363	LOC6628624|XP_002052580.1|DVIR	CCAP1982_LOCUS8482|CAD6999977.1|CCAP
OG0002364	LOC6628622|XP_032294212.1|DVIR	CCAP1982_LOCUS5679|CAD6997018.1|CCAP
OG0002365	LOC6628634|XP_032294273.1|DVIR	CCAP1982_LOCUS5676|CAD6997015.1|CCAP, CCAP1982_LOCUS5677|CAD6997016.1|CCAP
OG0002366	LOC6635663|XP_032294711.1|DVIR	CCAP1982_LOCUS7834|CAD6999306.1|CCAP
OG0002367	LOC6628503|XP_002051838.1|DVIR	CCAP1982_LOCUS8059|CAD6999537.1|CCAP
OG0002368	LOC6628239|XP_002051450.1|DVIR	CCAP1982_LOCUS6261|CAD6997625.1|CCAP
OG0002369	LOC6636135|XP_002059529.1|DVIR	CCAP1982_LOCUS8307|CAD6999786.1|CCAP
OG0002370	LOC6634025|XP_002057489.1|DVIR	CCAP1982_LOCUS6037|CAD6997396.1|CCAP, CCAP1982_LOCUS6040|CAD6997399.1|CCAP
OG0002371	LOC6634024|XP_002057488.1|DVIR	CCAP1982_LOCUS6034|CAD6997393.1|CCAP
OG0002372	LOC6635660|XP_002059128.2|DVIR	CCAP1982_LOCUS6639|CAD6998022.1|CCAP
OG0002373	LOC6628446|XP_002051649.1|DVIR	CCAP1982_LOCUS7405|CAD6998856.1|CCAP
OG0002374	LOC6631124|XP_002054244.1|DVIR	CCAP1982_LOCUS2414|CAD6993603.1|CCAP, CCAP1982_LOCUS2431|CAD6993621.1|CCAP
OG0002375	LOC6633148|XP_002056599.1|DVIR	CCAP1982_LOCUS4339|CAD6995633.1|CCAP
OG0002376	LOC6627540|XP_032294496.1|DVIR	CCAP1982_LOCUS5878|CAD6997244.1|CCAP, CCAP1982_LOCUS5880|CAD6997246.1|CCAP
OG0002377	LOC6631052|XP_002054637.1|DVIR	CCAP1982_LOCUS746|CAD6991847.1|CCAP
