Orthogroup	DVIR.longest_only	HILL.longest_only
OG0001728	LOC6635967|XP_002059331.1|DVIR	LOC119653008|XP_037913368.1|HILL, LOC119652940|XP_037913258.1|HILL
OG0001729	LOC6625208|XP_032292042.1|DVIR	LOC119661747|XP_037927141.1|HILL
OG0001730	LOC6627881|XP_015028332.1|DVIR	LOC119646998|XP_037903652.1|HILL
OG0001731	LOC6626643|XP_032291605.1|DVIR	LOC119661387|XP_037926637.1|HILL
OG0001732	LOC6628972|XP_015028169.1|DVIR	LOC119648975|XP_037906825.1|HILL
OG0001733	LOC6635985|XP_002059303.2|DVIR	LOC119646388|XP_037902759.1|HILL
OG0001734	LOC6625613|XP_032291913.1|DVIR	LOC119661548|XP_037926861.1|HILL
OG0001735	LOC6624372|XP_032290677.1|DVIR	LOC119650184|XP_037908668.1|HILL
OG0001736	LOC6627203|XP_002050275.1|DVIR	LOC119661518|XP_037926821.1|HILL
OG0001737	LOC6625580|XP_002048841.2|DVIR	LOC119660090|XP_037924397.1|HILL
OG0001738	LOC6623250|XP_002046718.2|DVIR	LOC119648310|XP_037905918.1|HILL
OG0001739	LOC6629241|XP_002052617.1|DVIR	LOC119660084|XP_037924392.1|HILL
OG0001740	LOC6626639|XP_032292025.1|DVIR	LOC119661112|XP_037926235.1|HILL
OG0001741	LOC6629328|XP_002053869.3|DVIR	LOC119646911|XP_037903510.1|HILL
OG0001742	LOC6625338|XP_015029205.1|DVIR	LOC119649624|XP_037907787.1|HILL
OG0001743	LOC6636853|XP_002060283.1|DVIR	LOC119648346|XP_037905970.1|HILL
OG0001744	LOC6625773|XP_002050475.2|DVIR	LOC119649874|XP_037908212.1|HILL
OG0001745	LOC6626749|XP_032291853.1|DVIR	LOC119660852|XP_037925677.1|HILL
OG0001746	LOC6624110|XP_002047859.1|DVIR	LOC119648796|XP_037906569.1|HILL
OG0001747	LOC6624956|XP_032291897.1|DVIR	LOC119661675|XP_037927040.1|HILL
OG0001748	LOC6623520|XP_015030866.1|DVIR	LOC119648513|XP_037906210.1|HILL
OG0001749	LOC6626419|XP_002050363.2|DVIR	LOC119647052|XP_037903738.1|HILL
OG0001750	LOC6626420|XP_015029230.1|DVIR	LOC119656311|XP_037918690.1|HILL
OG0001751	LOC6622950|XP_032290643.1|DVIR	LOC119647600|XP_037904554.1|HILL
OG0001752	LOC6624699|XP_002047193.1|DVIR	LOC119648958|XP_037906804.1|HILL
OG0001753	LOC6623717|XP_015030902.1|DVIR	LOC119649117|XP_037907046.1|HILL
OG0001754	LOC6626216|XP_002050744.1|DVIR	LOC119661680|XP_037927046.1|HILL
OG0001755	LOC6624298|XP_032290740.1|DVIR, LOC116650008|XP_032289218.1|DVIR	LOC119649001|XP_037906870.1|HILL, LOC119648998|XP_037906857.1|HILL
OG0001756	LOC6626720|XP_002050670.1|DVIR, LOC6626322|XP_002050699.2|DVIR	LOC119646516|XP_037902900.1|HILL
OG0001757	LOC6625449|XP_002050985.1|DVIR, LOC116651117|XP_032292870.1|DVIR	LOC119655543|XP_037917390.1|HILL
OG0001758	LOC6623466|XP_032290223.1|DVIR	LOC119648834|XP_037906624.1|HILL
OG0001759	LOC6625894|XP_002050115.3|DVIR	LOC119646476|XP_037902858.1|HILL
OG0001760	LOC6635975|XP_002059404.1|DVIR	LOC119648400|XP_037906104.1|HILL
OG0001761	LOC6625683|XP_015029980.1|DVIR	LOC119652565|XP_037912706.1|HILL
OG0001762	LOC6627905|XP_002051398.2|DVIR	LOC119651874|XP_037911610.1|HILL
OG0001763	LOC6627645|XP_015028460.1|DVIR, LOC6627644|XP_032294480.1|DVIR	LOC119651913|XP_037911667.1|HILL
OG0001764	LOC6633144|XP_002056383.1|DVIR	LOC119659463|XP_037923478.1|HILL
OG0001765	LOC116649770|XP_032290313.1|DVIR, LOC6636456|XP_032291726.1|DVIR	LOC119661249|XP_037926416.1|HILL
OG0001766	LOC6628144|XP_015028676.1|DVIR	LOC119650699|XP_037909613.1|HILL
OG0001767	LOC6627511|XP_002051624.2|DVIR	LOC119647214|XP_037903968.1|HILL
OG0001768	LOC6627599|XP_002052830.1|DVIR	LOC119654969|XP_037916560.1|HILL
OG0001769	LOC6628975|XP_002051367.1|DVIR	LOC119652173|XP_037912046.1|HILL
OG0001770	LOC6628766|XP_032294260.1|DVIR	LOC119647062|XP_037903747.1|HILL
OG0001771	LOC6628684|XP_002051876.1|DVIR, LOC6628685|XP_002051877.1|DVIR	LOC119651116|XP_037910422.1|HILL
OG0001772	LOC6636907|XP_002060363.1|DVIR	LOC119661431|XP_037926704.1|HILL
OG0001773	LOC6634286|XP_002057753.3|DVIR	LOC119652398|XP_037912433.1|HILL
OG0001774	LOC6626333|XP_002048863.3|DVIR	LOC119647111|XP_037903818.1|HILL
OG0001776	LOC6634350|XP_002057814.1|DVIR	LOC119651493|XP_037911035.1|HILL
OG0001777	LOC6628479|XP_002052560.1|DVIR	LOC119650180|XP_037908664.1|HILL
OG0001778	LOC6627731|XP_032294267.1|DVIR	LOC119653702|XP_037914504.1|HILL
OG0001779	LOC116651589|XP_032294198.1|DVIR, LOC6634228|XP_002057739.3|DVIR	LOC119651725|XP_037911377.1|HILL
OG0001780	LOC6636377|XP_002059906.1|DVIR	LOC119646630|XP_037903066.1|HILL
OG0001781	LOC6634353|XP_032293416.1|DVIR	LOC119653022|XP_037913393.1|HILL
OG0001782	LOC6634140|XP_002057426.2|DVIR	LOC119652414|XP_037912459.1|HILL
OG0001783	LOC6633985|XP_002057849.1|DVIR	LOC119652306|XP_037912244.1|HILL
OG0001784	LOC6627837|XP_002051727.2|DVIR	LOC119646844|XP_037903394.1|HILL
OG0001785	LOC116650870|XP_032291656.1|DVIR, LOC6636435|XP_002059824.3|DVIR	LOC119646632|XP_037903070.1|HILL, LOC119646635|XP_037903076.1|HILL
OG0001786	LOC6628627|XP_002052583.1|DVIR	LOC119646394|XP_037902766.1|HILL
OG0001787	LOC6628625|XP_032294223.1|DVIR, LOC116651664|XP_032294380.1|DVIR	LOC119646256|XP_037902584.1|HILL
OG0001788	LOC6625143|XP_002049552.1|DVIR	LOC119657844|XP_037920894.1|HILL
OG0001789	LOC6626595|XP_002049031.1|DVIR	LOC119648971|XP_037906821.1|HILL
OG0001790	LOC6628698|XP_002052563.1|DVIR	LOC119646437|XP_037902816.1|HILL
OG0001791	LOC6624934|XP_032292689.1|DVIR	LOC119650337|XP_037908927.1|HILL
OG0001792	LOC6629252|XP_032294061.1|DVIR	LOC119646135|XP_037902415.1|HILL
OG0001793	LOC6627236|XP_032292073.1|DVIR	LOC119647243|XP_037904036.1|HILL
OG0001794	LOC6627730|XP_002051747.1|DVIR	LOC119647312|XP_037904158.1|HILL
OG0001796	LOC6631658|XP_002055348.2|DVIR	LOC119653945|XP_037915034.1|HILL
OG0001797	LOC6636265|XP_002059678.2|DVIR	LOC119661047|XP_037926168.1|HILL
OG0001800	LOC6628473|XP_002052556.1|DVIR	LOC119647110|XP_037903816.1|HILL
OG0001801	LOC6622930|XP_002047075.2|DVIR	LOC119649603|XP_037907747.1|HILL
OG0001802	LOC6629278|XP_002054686.1|DVIR	LOC119660149|XP_037924477.1|HILL
OG0001803	LOC6632864|XP_002056675.1|DVIR	LOC119659364|XP_037923344.1|HILL
OG0001804	LOC6630762|XP_002054621.2|DVIR	LOC119659141|XP_037923003.1|HILL
OG0001805	LOC6622190|XP_002046870.1|DVIR	LOC119648083|XP_037905500.1|HILL
OG0001806	LOC6629630|XP_015027209.1|DVIR, LOC6629528|XP_032289921.1|DVIR	LOC119658939|XP_037922721.1|HILL
OG0001807	LOC6630098|XP_002053691.2|DVIR	LOC119658706|XP_037922243.1|HILL
OG0001809	LOC6629377|XP_002053541.2|DVIR	LOC119660235|XP_037924611.1|HILL
OG0001810	LOC6630960|XP_032295283.1|DVIR	LOC119648878|XP_037906698.1|HILL
OG0001811	LOC6626827|XP_032292193.1|DVIR	LOC119656076|XP_037918285.1|HILL
OG0001812	LOC26530639|XP_015025128.1|DVIR	LOC119651076|XP_037910345.1|HILL
OG0001813	LOC6629515|XP_015026896.1|DVIR	LOC119660390|XP_037924842.1|HILL
OG0001814	LOC6630279|XP_015026820.1|DVIR	LOC119658850|XP_037922528.1|HILL
OG0001815	LOC6632402|XP_002056619.1|DVIR	LOC119660115|XP_037924432.1|HILL
OG0001816	LOC6635334|XP_002058883.2|DVIR, LOC6635416|XP_002058959.1|DVIR	LOC119655746|XP_037917728.1|HILL
OG0001817	LOC6626118|XP_002049925.1|DVIR, LOC6626119|XP_015029333.2|DVIR	LOC119653661|XP_037914419.1|HILL
OG0001818	LOC6634571|XP_002058183.3|DVIR	LOC119655406|XP_037917217.1|HILL
OG0001819	LOC6627260|XP_002049916.1|DVIR	LOC119655833|XP_037917869.1|HILL
OG0001820	LOC6636062|XP_002059593.1|DVIR	LOC119654292|XP_037915524.1|HILL
OG0001821	LOC6627093|XP_002048808.2|DVIR	LOC119654320|XP_037915574.1|HILL
OG0001822	LOC6625121|XP_002050888.1|DVIR	LOC119654392|XP_037915694.1|HILL, LOC119654840|XP_037916346.1|HILL
OG0001823	LOC6624514|XP_002048532.1|DVIR	LOC119649125|XP_037907058.1|HILL
OG0001824	LOC6627439|XP_002052240.1|DVIR	LOC119660170|XP_037924504.1|HILL
OG0001825	LOC6626396|XP_032293313.1|DVIR	LOC119655946|XP_037918065.1|HILL
OG0001826	LOC6626408|XP_002050049.1|DVIR	LOC119655762|XP_037917745.1|HILL
OG0001827	LOC6626493|XP_002049318.1|DVIR	LOC119654394|XP_037915702.1|HILL
OG0001828	LOC6631536|XP_002055060.1|DVIR, LOC6623058|XP_002047094.1|DVIR	LOC119653863|XP_037914848.1|HILL
OG0001829	LOC6625646|XP_032292883.1|DVIR	LOC119655295|XP_037917043.1|HILL
OG0001830	LOC6627140|XP_002049434.1|DVIR	LOC119655843|XP_037917883.1|HILL
OG0001831	LOC6636801|XP_015023735.1|DVIR	LOC119647884|XP_037905100.1|HILL
OG0001832	LOC6633660|XP_002056854.2|DVIR, LOC6637031|XP_032289081.1|DVIR, LOC6635054|XP_002058621.1|DVIR	LOC119660892|XP_037925751.1|HILL
OG0001833	LOC6632988|XP_002056489.1|DVIR, LOC6625230|XP_002049967.1|DVIR	LOC119654266|XP_037915461.1|HILL
OG0001834	LOC6632915|XP_002056260.1|DVIR	LOC119651393|XP_037910903.1|HILL
OG0001848	LOC26531103|XP_032289865.1|DVIR	LOC119650675|XP_037909558.1|HILL
OG0001849	LOC6630912|XP_002053771.2|DVIR	LOC119650802|XP_037909869.1|HILL
OG0001850	LOC6636235|XP_032290149.1|DVIR	LOC119660900|XP_037925766.1|HILL
OG0001851	LOC6636228|XP_002059708.2|DVIR	LOC119660999|XP_037926025.1|HILL
OG0001852	LOC6622731|XP_015030933.1|DVIR	LOC119648791|XP_037906565.1|HILL
OG0001853	LOC6634863|XP_032295228.1|DVIR	LOC119651794|XP_037911489.1|HILL
OG0001854	LOC6633855|XP_002057378.2|DVIR	LOC119657167|XP_037919880.1|HILL
OG0001855	LOC6625553|XP_002049003.1|DVIR	LOC119657085|XP_037919768.1|HILL
OG0001856	LOC116649727|XP_032295783.1|DVIR	LOC119656794|XP_037919330.1|HILL
OG0001857	LOC6632127|XP_032295634.1|DVIR	LOC119658348|XP_037921631.1|HILL
OG0001858	LOC6632170|XP_032295594.1|DVIR	LOC119658315|XP_037921567.1|HILL
OG0001859	LOC6631306|XP_002055049.1|DVIR	LOC119656734|XP_037919204.1|HILL
OG0001860	LOC6624578|XP_002047917.1|DVIR	LOC119648757|XP_037906511.1|HILL
OG0001861	LOC6631111|XP_002054135.2|DVIR	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL
OG0001862	LOC6629574|XP_002054857.1|DVIR	LOC119656726|XP_037919181.1|HILL, LOC119656727|XP_037919183.1|HILL
OG0001863	LOC6631747|XP_002055467.1|DVIR	LOC119657322|XP_037920111.1|HILL
OG0001864	LOC6630472|XP_002054108.2|DVIR	LOC119661721|XP_037927106.1|HILL
OG0001865	LOC6629316|XP_002053535.1|DVIR, LOC6631982|XP_002055607.1|DVIR	LOC119657944|XP_037921064.1|HILL
OG0001866	LOC6632536|XP_032289602.1|DVIR	LOC119659495|XP_037923540.1|HILL
OG0001867	LOC6623883|XP_002046829.1|DVIR	LOC119647424|XP_037904251.1|HILL
OG0001868	LOC6628004|XP_002051410.2|DVIR	LOC119652674|XP_037912867.1|HILL
OG0001869	LOC6635141|XP_002058378.2|DVIR	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL
OG0001870	LOC6636048|XP_002059575.1|DVIR	LOC119646980|XP_037903618.1|HILL
OG0001871	LOC6634744|XP_002058192.1|DVIR	LOC119657333|XP_037920130.1|HILL, LOC119657197|XP_037919930.1|HILL, LOC119657102|XP_037919785.1|HILL, LOC119657440|XP_037920276.1|HILL, LOC119657585|XP_037920492.1|HILL, LOC119657304|XP_037920092.1|HILL
OG0001872	LOC6629499|XP_002054519.1|DVIR	LOC119657360|XP_037920160.1|HILL
OG0001873	LOC6634973|XP_015024816.1|DVIR	LOC119652394|XP_037912429.1|HILL
OG0001874	LOC6636736|XP_002060211.1|DVIR	LOC119657327|XP_037920118.1|HILL
OG0001875	LOC6630198|XP_032296221.1|DVIR	LOC119646791|XP_037903303.1|HILL
OG0001876	LOC6626360|XP_032292439.1|DVIR	LOC119658387|XP_037921683.1|HILL
OG0001877	LOC6632027|XP_002055017.1|DVIR	LOC119657237|XP_037919979.1|HILL
OG0001878	LOC6632250|XP_002056079.1|DVIR	LOC119656553|XP_037918847.1|HILL
OG0001879	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR	LOC119658469|XP_037921815.1|HILL
OG0001880	LOC6631180|XP_002053235.1|DVIR	LOC119653041|XP_037913425.1|HILL, LOC119651221|XP_037910605.1|HILL
OG0001881	LOC6634930|XP_002058441.1|DVIR	LOC119658476|XP_037921841.1|HILL
OG0001882	LOC6630847|XP_002053929.1|DVIR	LOC119657673|XP_037920627.1|HILL
OG0001883	LOC6630823|XP_015026855.1|DVIR	LOC119651092|XP_037910374.1|HILL
OG0001884	LOC6629741|XP_002054145.1|DVIR	LOC119650850|XP_037909924.1|HILL
OG0001885	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR	LOC119657133|XP_037919832.1|HILL
OG0001886	LOC6629593|XP_002053000.1|DVIR	LOC119651262|XP_037910690.1|HILL
OG0001887	LOC6626745|XP_002049308.1|DVIR	LOC119654633|XP_037916033.1|HILL
OG0001888	LOC6632956|XP_002056573.1|DVIR	LOC119646671|XP_037903129.1|HILL
OG0001889	LOC6631540|XP_002055064.1|DVIR	LOC119656485|XP_037918737.1|HILL
OG0001890	LOC6624456|XP_002047611.1|DVIR	LOC119651162|XP_037910508.1|HILL
OG0001891	LOC6630380|XP_032295643.1|DVIR	LOC119652430|XP_037912482.1|HILL
OG0001892	LOC6628853|XP_002051239.2|DVIR	LOC119650670|XP_037909548.1|HILL
OG0001893	LOC6633062|XP_002055951.1|DVIR	LOC119652824|XP_037913081.1|HILL
OG0001894	LOC6635922|XP_002059362.1|DVIR	LOC119652620|XP_037912792.1|HILL
OG0001895	LOC6636233|XP_002059747.2|DVIR	LOC119658873|XP_037922570.1|HILL
OG0001897	LOC6630568|XP_002054385.1|DVIR	LOC119656602|XP_037918959.1|HILL
OG0001898	LOC6633845|XP_002057197.1|DVIR	LOC119658001|XP_037921149.1|HILL
OG0001899	LOC6635016|XP_032294826.1|DVIR	LOC119651575|XP_037911139.1|HILL
OG0001900	LOC6622825|XP_002047546.1|DVIR	LOC119648331|XP_037905953.1|HILL
OG0001901	LOC6627289|XP_032294122.1|DVIR	LOC119651068|XP_037910333.1|HILL
OG0001903	LOC6634914|XP_002058674.2|DVIR	LOC119652506|XP_037912622.1|HILL
OG0001904	LOC6632940|XP_002056127.2|DVIR	LOC119652679|XP_037912878.1|HILL
OG0001905	LOC6631810|XP_002055744.1|DVIR	LOC119651490|XP_037911032.1|HILL
OG0001906	LOC6632312|XP_032289778.1|DVIR	LOC119650954|XP_037910123.1|HILL, LOC119650953|XP_037910117.1|HILL
OG0001907	LOC6636667|XP_032295789.1|DVIR	LOC119652852|XP_037913137.1|HILL
OG0001908	LOC6633216|XP_002055981.1|DVIR	LOC119651753|XP_037911418.1|HILL
OG0001909	LOC6632123|XP_002055261.1|DVIR	LOC119657004|XP_037919671.1|HILL
OG0001910	LOC6632727|XP_002056050.1|DVIR	LOC119652713|XP_037912926.1|HILL
OG0001911	LOC6629987|XP_015027658.1|DVIR	LOC119651203|XP_037910572.1|HILL
OG0001912	LOC6626582|XP_002049695.2|DVIR	LOC119647546|XP_037904464.1|HILL, LOC119647543|XP_037904461.1|HILL, LOC119647547|XP_037904465.1|HILL, LOC119647548|XP_037904466.1|HILL
OG0001914	LOC6632225|XP_032288800.1|DVIR	LOC119650748|XP_037909758.1|HILL
OG0001915	LOC6623134|XP_032290356.1|DVIR	LOC119649037|XP_037906924.1|HILL
OG0001916	LOC6626949|XP_015029030.1|DVIR	LOC119659318|XP_037923266.1|HILL
OG0001917	LOC6624259|XP_002047159.2|DVIR	LOC119648161|XP_037905664.1|HILL
OG0001918	LOC6622066|XP_002047081.2|DVIR	LOC119648279|XP_037905861.1|HILL
OG0001919	LOC6625344|XP_002050426.1|DVIR	LOC119661109|XP_037926233.1|HILL, LOC119660811|XP_037925584.1|HILL
OG0001920	LOC6627339|XP_002052236.1|DVIR, LOC6631186|XP_002053241.1|DVIR	LOC119650198|XP_037908693.1|HILL
OG0001921	LOC6635342|XP_002058869.1|DVIR	LOC119650073|XP_037908499.1|HILL
OG0001922	LOC6636374|XP_002059903.1|DVIR	LOC119650082|XP_037908513.1|HILL
OG0001923	LOC6624146|XP_032290475.1|DVIR	LOC119650384|XP_037909052.1|HILL
OG0001924	LOC6629175|XP_032294253.1|DVIR	LOC119647996|XP_037905309.1|HILL
OG0001925	LOC6624356|XP_002046938.1|DVIR	LOC119649855|XP_037908139.1|HILL, LOC119650048|XP_037908461.1|HILL
OG0001926	LOC6624449|XP_015031116.1|DVIR, LOC26531907|XP_032290167.1|DVIR	LOC119649480|XP_037907577.1|HILL
OG0001927	LOC6626539|XP_002050749.1|DVIR	LOC119646736|XP_037903241.1|HILL
OG0001928	LOC6623265|XP_032290171.1|DVIR	LOC119647619|XP_037904589.1|HILL
OG0001929	LOC6624086|XP_032291330.1|DVIR	LOC119656183|XP_037918461.1|HILL, LOC119647768|XP_037904830.1|HILL
OG0001930	LOC6625194|XP_002048747.2|DVIR	LOC119651261|XP_037910688.1|HILL
OG0001931	LOC6623813|XP_032291040.1|DVIR	LOC119648402|XP_037906072.1|HILL
OG0001932	LOC6623786|XP_002047365.1|DVIR	LOC119648398|XP_037906067.1|HILL
OG0001933	LOC6626854|XP_002050088.1|DVIR	LOC119648765|XP_037906522.1|HILL
OG0001934	LOC6623856|XP_002047841.1|DVIR	LOC119649388|XP_037907437.1|HILL
OG0001935	LOC6623638|XP_002046186.2|DVIR	LOC119648672|XP_037906388.1|HILL, LOC119649360|XP_037907401.1|HILL
OG0001937	LOC6636473|XP_002059922.2|DVIR	LOC119661170|XP_037926313.1|HILL
OG0001938	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR	LOC119661149|XP_037926289.1|HILL
OG0001939	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR	LOC119659184|XP_037923072.1|HILL
OG0001940	LOC26531019|XP_032292582.1|DVIR	LOC119647200|XP_037903942.1|HILL
OG0001941	LOC6631184|XP_015027223.1|DVIR	LOC119648112|XP_037905558.1|HILL
OG0001943	LOC6623341|XP_002046189.1|DVIR	LOC119649455|XP_037907537.1|HILL, LOC119649625|XP_037907788.1|HILL, LOC119649112|XP_037907039.1|HILL
OG0001944	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR	LOC119649745|XP_037907962.1|HILL
OG0001945	LOC6635919|XP_002059359.3|DVIR	LOC119661393|XP_037926646.1|HILL
OG0001946	LOC6626501|XP_002050870.1|DVIR	LOC119653908|XP_037914985.1|HILL
OG0001947	LOC6626615|XP_002050599.1|DVIR	LOC119661314|XP_037926534.1|HILL
OG0001948	LOC6622360|XP_002047720.1|DVIR	LOC119648154|XP_037905653.1|HILL
OG0001949	LOC6623797|XP_032290625.1|DVIR	LOC119649181|XP_037907136.1|HILL
OG0001950	LOC6630671|XP_032295217.1|DVIR	LOC119661016|XP_037926092.1|HILL
OG0001951	LOC6626511|XP_032292583.1|DVIR	LOC119647100|XP_037903799.1|HILL
OG0001952	LOC6626111|XP_002050024.1|DVIR	LOC119659888|XP_037924136.1|HILL
OG0001953	LOC6636370|XP_032292427.1|DVIR	LOC119661457|XP_037926741.1|HILL
OG0001954	LOC6627056|XP_002050512.2|DVIR	LOC119647112|XP_037903819.1|HILL
OG0001955	LOC6626572|XP_002050551.1|DVIR	LOC119647118|XP_037903833.1|HILL
OG0001956	LOC6624021|XP_002048311.3|DVIR	LOC119647496|XP_037904382.1|HILL
OG0001957	LOC6626358|XP_002050861.1|DVIR	LOC119659267|XP_037923194.1|HILL
OG0001958	LOC6624884|XP_032291947.1|DVIR	LOC119661584|XP_037926911.1|HILL
OG0001959	LOC6624711|XP_002048130.3|DVIR	LOC119648719|XP_037906455.1|HILL
OG0001960	LOC6622927|XP_032291068.1|DVIR	LOC119647828|XP_037904996.1|HILL
OG0001961	LOC6627254|XP_015029602.1|DVIR	LOC119661384|XP_037926630.1|HILL
OG0001962	LOC6635923|XP_032292197.1|DVIR	LOC119653650|XP_037914398.1|HILL
OG0001963	LOC6622663|XP_002047023.1|DVIR	LOC119648319|XP_037905928.1|HILL
OG0001964	LOC6622277|XP_002046649.2|DVIR	LOC119648632|XP_037906330.1|HILL, LOC119648643|XP_037906341.1|HILL
OG0001965	LOC6623540|XP_002047328.2|DVIR	LOC119649847|XP_037908129.1|HILL
OG0001966	LOC6630544|XP_002054415.1|DVIR	LOC119646800|XP_037903318.1|HILL
OG0001967	LOC6625387|XP_002050304.1|DVIR	LOC119659887|XP_037924171.1|HILL
OG0001968	LOC6623937|XP_002046279.1|DVIR	LOC119649424|XP_037907499.1|HILL
OG0001969	LOC6625261|XP_002050690.1|DVIR	LOC119661195|XP_037926345.1|HILL
OG0001970	LOC6625600|XP_002050260.1|DVIR	LOC119648481|XP_037906174.1|HILL
OG0001971	LOC6626723|XP_032293156.1|DVIR	LOC119655219|XP_037916926.1|HILL
OG0001972	LOC6626123|XP_002050030.1|DVIR	LOC119659168|XP_037923047.1|HILL
OG0001973	LOC6627053|XP_015030141.1|DVIR	LOC119646351|XP_037902713.1|HILL
OG0001974	LOC6625696|XP_002048846.2|DVIR	LOC119646579|XP_037902999.1|HILL
OG0001975	LOC6623862|XP_002047408.1|DVIR	LOC119648358|XP_037905999.1|HILL
OG0001976	LOC6626906|XP_002050966.1|DVIR	LOC119654729|XP_037916185.1|HILL
OG0001978	LOC6628402|XP_032294042.1|DVIR	LOC119646769|XP_037903279.1|HILL
OG0001979	LOC6623792|XP_002048622.1|DVIR, LOC6628450|XP_002051653.1|DVIR	LOC119661563|XP_037926885.1|HILL
OG0001980	LOC6635756|XP_002059113.1|DVIR	LOC119649846|XP_037908130.1|HILL
OG0001981	LOC6628102|XP_032294392.1|DVIR	LOC119653257|XP_037913793.1|HILL
OG0001982	LOC6629007|XP_002051276.2|DVIR	LOC119651562|XP_037911123.1|HILL
OG0001983	LOC26531357|XP_032288987.1|DVIR	LOC119660966|XP_037925954.1|HILL
OG0001984	LOC6628168|XP_002051464.2|DVIR	LOC119651214|XP_037910593.1|HILL
OG0001985	LOC6634040|XP_032293613.1|DVIR	LOC119650304|XP_037908878.1|HILL
OG0001986	LOC6628175|XP_002051445.1|DVIR	LOC119647314|XP_037904168.1|HILL
OG0001987	LOC6633394|XP_032289114.1|DVIR	LOC119660727|XP_037925308.1|HILL
OG0001988	LOC6625855|XP_002050111.1|DVIR	LOC119661433|XP_037926706.1|HILL
OG0001989	LOC6628311|XP_002052865.1|DVIR	LOC119651051|XP_037910305.1|HILL, LOC119652146|XP_037912018.1|HILL
OG0001990	LOC6627818|XP_002051143.2|DVIR	LOC119653176|XP_037913650.1|HILL, LOC119652300|XP_037912228.1|HILL
OG0001991	LOC6629075|XP_032294338.1|DVIR	LOC119646940|XP_037903558.1|HILL
OG0001992	LOC6627897|XP_032294616.1|DVIR	LOC119647247|XP_037904053.1|HILL
OG0001993	LOC6634213|XP_002057806.1|DVIR	LOC119651039|XP_037910285.1|HILL
OG0001994	LOC6629688|XP_015027572.1|DVIR	LOC119661576|XP_037926903.1|HILL
OG0001995	LOC6634297|XP_002057449.1|DVIR	LOC119652957|XP_037913281.1|HILL
OG0001996	LOC6628189|XP_032294003.1|DVIR	LOC119646634|XP_037903074.1|HILL
OG0001997	LOC6626236|XP_002048860.1|DVIR	LOC119661401|XP_037926657.1|HILL
OG0001998	LOC6626332|XP_032291752.1|DVIR	LOC119646269|XP_037902604.1|HILL
OG0001999	LOC6627059|XP_015029165.1|DVIR	LOC119654824|XP_037916320.1|HILL
OG0002000	LOC6627761|XP_002052650.1|DVIR	LOC119657620|XP_037920554.1|HILL
OG0002001	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR, LOC116651549|XP_032294021.1|DVIR	LOC119651608|XP_037911192.1|HILL
OG0002002	LOC6626541|XP_002050751.2|DVIR, LOC6625666|XP_002050787.1|DVIR	LOC119646462|XP_037902838.1|HILL
OG0002003	LOC6633984|XP_002057848.1|DVIR	LOC119653100|XP_037913542.1|HILL, LOC119651921|XP_037911677.1|HILL
OG0002004	LOC6628214|XP_015028608.1|DVIR	LOC119652691|XP_037912896.1|HILL
OG0002005	LOC6633901|XP_015025296.2|DVIR	LOC119652676|XP_037912873.1|HILL
OG0002006	LOC6628358|XP_032294603.1|DVIR	LOC119652692|XP_037912901.1|HILL
OG0002007	LOC6628906|XP_002051550.1|DVIR	LOC119647145|XP_037903867.1|HILL
OG0002008	LOC6636271|XP_032290159.1|DVIR	LOC119660773|XP_037925469.1|HILL
OG0002009	LOC6624883|XP_032292330.1|DVIR	LOC119661080|XP_037926200.1|HILL
OG0002010	LOC6633986|XP_002057850.1|DVIR	LOC119652866|XP_037913151.1|HILL
OG0002011	LOC6634004|XP_002057825.3|DVIR	LOC119646725|XP_037903232.1|HILL
OG0002012	LOC6627349|XP_002052460.2|DVIR	LOC119656680|XP_037919095.1|HILL
OG0002013	LOC6634155|XP_032293567.1|DVIR	LOC119650589|XP_037909361.1|HILL
OG0002014	LOC6626383|XP_002050057.1|DVIR	LOC119650239|XP_037908753.1|HILL, LOC119650220|XP_037908725.1|HILL
OG0002015	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR	LOC119646430|XP_037902808.1|HILL
OG0002016	LOC6626610|XP_032292177.1|DVIR	LOC119646971|XP_037903601.1|HILL
OG0002017	LOC6629111|XP_032293893.1|DVIR	LOC119651134|XP_037910456.1|HILL
OG0002018	LOC6634214|XP_002057807.3|DVIR	LOC119651428|XP_037910953.1|HILL
OG0002019	LOC116651542|XP_032293992.1|DVIR, LOC6628983|XP_032293990.1|DVIR	LOC119646570|XP_037902989.1|HILL
OG0002020	LOC6634183|XP_002057441.2|DVIR	LOC119652879|XP_037913171.1|HILL
OG0002021	LOC6625386|XP_002050303.2|DVIR	LOC119659470|XP_037923533.1|HILL
OG0002022	LOC6628404|XP_032294501.1|DVIR	LOC119646797|XP_037903314.1|HILL, LOC119650151|XP_037908617.1|HILL
