Orthogroup	DVIR.longest_only	BTRY.longest_only
OG0001209	LOC6632604|XP_002056216.1|DVIR	LOC120782456|XP_039970680.1|BTRY
OG0001210	LOC6631920|XP_002055747.1|DVIR	LOC120773727|XP_039958717.1|BTRY, LOC120781067|XP_039969153.1|BTRY
OG0001212	LOC6632024|XP_002055239.1|DVIR	LOC120775868|XP_039962172.1|BTRY
OG0001213	LOC6632942|XP_002056765.2|DVIR	LOC120782473|XP_039970701.1|BTRY
OG0001214	LOC6632382|XP_002056005.1|DVIR	LOC120782118|XP_039970198.1|BTRY
OG0001215	LOC6630803|XP_002054271.1|DVIR	LOC120772960|XP_039957802.1|BTRY
OG0001216	LOC6630802|XP_002054270.2|DVIR	LOC120767214|XP_039948964.1|BTRY
OG0001217	LOC6627752|XP_032293530.1|DVIR	LOC120769334|XP_039952224.1|BTRY
OG0001218	LOC6630922|XP_002054311.2|DVIR, LOC6630921|XP_002054310.1|DVIR	LOC120767571|XP_039949642.1|BTRY
OG0001221	LOC6635837|XP_002059449.1|DVIR	LOC120770838|XP_039954366.1|BTRY
OG0001222	LOC6622808|XP_032290391.1|DVIR	LOC120779475|XP_039967685.1|BTRY
OG0001222	LOC6630173|XP_002054793.2|DVIR	LOC120766652|XP_039948216.1|BTRY
OG0001223	LOC6626270|XP_015029300.1|DVIR, LOC6626271|XP_002050037.1|DVIR	LOC120781215|XP_039969272.1|BTRY
OG0001224	LOC6625555|XP_002049005.1|DVIR	LOC120772443|XP_039956998.1|BTRY
OG0001225	LOC6635790|XP_032291901.1|DVIR	LOC120771642|XP_039955685.1|BTRY
OG0001226	LOC6636477|XP_002059798.1|DVIR	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY
OG0001228	LOC6634713|XP_002058270.2|DVIR	LOC120773685|XP_039958650.1|BTRY
OG0001229	LOC6626404|XP_032292506.1|DVIR	LOC120771702|XP_039955771.1|BTRY
OG0001230	LOC6635833|XP_002059468.1|DVIR	LOC120770558|XP_039954070.1|BTRY
OG0001231	LOC6629012|XP_002051281.1|DVIR	LOC120767999|XP_039950355.1|BTRY
OG0001232	LOC26531524|XP_015028947.1|DVIR, LOC6628667|XP_002051823.1|DVIR	LOC120769577|XP_039952568.1|BTRY
OG0001233	LOC6635630|XP_032294722.1|DVIR	LOC120769398|XP_039952303.1|BTRY
OG0001234	LOC6627060|XP_002050516.1|DVIR, LOC6626532|XP_002050656.1|DVIR	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY
OG0001235	LOC6627851|XP_002052846.1|DVIR	LOC120768910|XP_039951611.1|BTRY
OG0001236	LOC6622545|XP_002048141.1|DVIR	LOC120777491|XP_039964766.1|BTRY
OG0001237	LOC6632514|XP_015025814.1|DVIR	LOC120767044|XP_039948831.1|BTRY
OG0001238	LOC6630930|XP_032293104.1|DVIR	LOC120780232|XP_039968416.1|BTRY
OG0001239	LOC6630422|XP_032294222.1|DVIR	LOC120774122|XP_039959429.1|BTRY
OG0001240	LOC6630994|XP_002053496.1|DVIR	LOC120778072|XP_039965700.1|BTRY
OG0001241	LOC6626712|XP_002050765.2|DVIR, LOC26531173|XP_015024802.1|DVIR, LOC26531198|XP_015024803.1|DVIR	LOC120780978|XP_039969140.1|BTRY
OG0001242	LOC6634480|XP_002058157.2|DVIR	LOC120774951|XP_039960766.1|BTRY
OG0001243	LOC6622872|XP_032290930.1|DVIR	LOC120776941|XP_039963954.1|BTRY
OG0001244	LOC6630399|XP_032294922.1|DVIR	LOC120766430|XP_039947868.1|BTRY
OG0001245	LOC6630383|XP_002054009.1|DVIR	LOC120766544|XP_039948055.1|BTRY
OG0001247	LOC26531806|XP_015030372.1|DVIR	LOC120772950|XP_039957786.1|BTRY
OG0001248	LOC6623670|XP_002046796.1|DVIR	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY
OG0001249	LOC6633450|XP_032289047.1|DVIR	LOC120775586|XP_039961756.1|BTRY
OG0001252	LOC6629429|XP_002054361.1|DVIR	LOC120776746|XP_039963632.1|BTRY, LOC120776758|XP_039963657.1|BTRY
OG0001253	LOC6625672|XP_002049371.1|DVIR	LOC120768091|XP_039950563.1|BTRY
OG0001254	LOC6635817|XP_032291640.1|DVIR, LOC116650863|XP_032291642.1|DVIR	LOC120770106|XP_039953209.1|BTRY
OG0001255	LOC6626220|XP_002049796.1|DVIR	LOC120773004|XP_039957856.1|BTRY
OG0001256	LOC6622455|XP_002046982.2|DVIR	LOC120776401|XP_039962957.1|BTRY, LOC120776400|XP_039962956.1|BTRY
OG0001257	LOC6636237|XP_015024077.1|DVIR	LOC120779452|XP_039967641.1|BTRY
OG0001258	LOC6629881|XP_002054541.1|DVIR	LOC120766569|XP_039948094.1|BTRY, LOC120776836|XP_039963790.1|BTRY
OG0001259	LOC6633328|XP_002057162.3|DVIR, LOC6633326|XP_002057160.3|DVIR	LOC120773990|XP_039959187.1|BTRY
OG0001260	LOC6632708|XP_002056039.2|DVIR	LOC120782879|XP_039971359.1|BTRY
OG0001261	LOC6632159|XP_002055768.1|DVIR	LOC120773416|XP_039958221.1|BTRY
OG0001262	LOC6622653|XP_002048535.3|DVIR	LOC120778991|XP_039967026.1|BTRY
OG0001263	LOC6630711|XP_002054204.1|DVIR	LOC120782688|XP_039971017.1|BTRY
OG0001264	LOC6627719|XP_032294248.1|DVIR	LOC120768357|XP_039950949.1|BTRY
OG0001265	LOC6631734|XP_032295875.1|DVIR	LOC120776185|XP_039962739.1|BTRY
OG0001266	LOC6636362|XP_002059891.1|DVIR	LOC120771373|XP_039955268.1|BTRY
OG0001267	LOC6630727|XP_002053787.1|DVIR	LOC120782261|XP_039970360.1|BTRY
OG0001269	LOC6625858|XP_002049216.1|DVIR	LOC120773072|XP_039957949.1|BTRY
OG0001270	LOC6633054|XP_032289794.1|DVIR	LOC120766929|XP_039948610.1|BTRY
OG0001271	LOC6625913|XP_002050428.1|DVIR	LOC120781206|XP_039969258.1|BTRY
OG0001272	LOC6624348|XP_002047148.2|DVIR	LOC120776794|XP_039963714.1|BTRY
OG0001273	LOC6630687|XP_032295022.1|DVIR	LOC120782214|XP_039970307.1|BTRY
OG0001274	LOC6624520|XP_002048497.1|DVIR	LOC120778522|XP_039966291.1|BTRY
OG0001275	LOC6631754|XP_002054922.1|DVIR	LOC120774025|XP_039959251.1|BTRY
OG0001276	LOC6624011|XP_002047407.1|DVIR	LOC120776829|XP_039963784.1|BTRY
OG0001277	LOC6622890|XP_032290651.1|DVIR	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY
OG0001279	LOC6623217|XP_002047264.2|DVIR	LOC120778595|XP_039966400.1|BTRY
OG0001280	LOC6623138|XP_002046122.2|DVIR	LOC120779201|XP_039967405.1|BTRY
OG0001281	LOC6622525|XP_002046549.1|DVIR	LOC120777403|XP_039964636.1|BTRY
OG0001282	LOC6634104|XP_015025191.1|DVIR	LOC120768174|XP_039950672.1|BTRY, LOC120768795|XP_039951484.1|BTRY
OG0001283	LOC6626719|XP_002050669.2|DVIR	LOC120771416|XP_039955331.1|BTRY
OG0001284	LOC26530754|XP_015028852.1|DVIR	LOC120769538|XP_039952517.1|BTRY
OG0001285	LOC6624488|XP_015030749.1|DVIR	LOC120778823|XP_039966764.1|BTRY
OG0001286	LOC6628815|XP_002052065.1|DVIR	LOC120769155|XP_039951972.1|BTRY
OG0001287	LOC6629798|XP_032294256.1|DVIR	LOC120771188|XP_039955020.1|BTRY
OG0001288	LOC6628367|XP_002052867.1|DVIR	LOC120767599|XP_039949681.1|BTRY
OG0001289	LOC6628409|XP_002052052.2|DVIR	LOC120767734|XP_039949876.1|BTRY
OG0001290	LOC6628152|XP_032294408.1|DVIR	LOC120767370|XP_039949276.1|BTRY
OG0001291	LOC6625308|XP_002049972.1|DVIR	LOC120770972|XP_039954641.1|BTRY
OG0001292	LOC6625660|XP_015029661.1|DVIR	LOC120770542|XP_039954032.1|BTRY, LOC120770763|XP_039954281.1|BTRY
OG0001293	LOC6633377|XP_002057330.1|DVIR	LOC120775935|XP_039962275.1|BTRY
OG0001294	LOC6632763|XP_032289429.1|DVIR	LOC120777983|XP_039965560.1|BTRY
OG0001295	LOC6636069|XP_002059600.1|DVIR, LOC6624972|XP_002049480.1|DVIR	LOC120774030|XP_039959262.1|BTRY
OG0001296	LOC6622540|XP_015031458.1|DVIR	LOC120771396|XP_039955299.1|BTRY
OG0001297	LOC6629321|XP_002053054.1|DVIR	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY
OG0001298	LOC6635074|XP_002058467.3|DVIR	LOC120781508|XP_039969666.1|BTRY
OG0001299	LOC6636561|XP_002060065.1|DVIR	LOC120778481|XP_039966231.1|BTRY
OG0001301	LOC6627652|XP_002052503.1|DVIR	LOC120771300|XP_039955168.1|BTRY
OG0001302	LOC6625608|XP_032293362.1|DVIR, LOC6625607|XP_032293363.1|DVIR	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY
OG0001303	LOC6632233|XP_002055817.1|DVIR	LOC120780491|XP_039968699.1|BTRY
OG0001304	LOC6626496|XP_002049321.2|DVIR	LOC120770548|XP_039954046.1|BTRY
OG0001305	LOC6625237|XP_002049483.1|DVIR, LOC6624974|XP_002049482.1|DVIR, LOC6633055|XP_032289800.1|DVIR	LOC120770058|XP_039953116.1|BTRY
OG0001306	LOC6631130|XP_002053506.1|DVIR	LOC120766204|XP_039947505.1|BTRY
OG0001307	LOC6624678|XP_002047188.1|DVIR	LOC120776453|XP_039963044.1|BTRY
OG0001308	LOC6633429|XP_032296255.1|DVIR, LOC6627428|XP_002052154.2|DVIR	LOC120775577|XP_039961745.1|BTRY
OG0001309	LOC6629853|XP_015027389.1|DVIR	LOC120766342|XP_039947700.1|BTRY
OG0001310	LOC6632189|XP_032295778.1|DVIR	LOC120775440|XP_039961559.1|BTRY
OG0001311	LOC6635486|XP_032296157.1|DVIR	LOC120773803|XP_039958846.1|BTRY
OG0001312	LOC6623655|XP_032290762.1|DVIR	LOC120776907|XP_039963912.1|BTRY
OG0001313	LOC6626939|XP_002050077.1|DVIR	LOC120770353|XP_039953690.1|BTRY
OG0001314	LOC6634343|XP_002057471.1|DVIR	LOC120767878|XP_039950138.1|BTRY
OG0001315	LOC6633533|XP_002057361.1|DVIR	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY
OG0001316	LOC6626394|XP_002048733.2|DVIR	LOC120772662|XP_039957329.1|BTRY
OG0001317	LOC6627396|XP_002052148.2|DVIR	LOC120768146|XP_039950640.1|BTRY
OG0001318	LOC6635827|XP_032292539.1|DVIR	LOC120775684|XP_039961917.1|BTRY, LOC120768697|XP_039951404.1|BTRY, LOC120770639|XP_039954174.1|BTRY, LOC120780886|XP_039969056.1|BTRY, LOC120780852|XP_039969024.1|BTRY, LOC120781517|XP_039969673.1|BTRY, LOC120767826|XP_039950045.1|BTRY
OG0001319	LOC6634093|XP_002057513.1|DVIR	LOC120768591|XP_039951286.1|BTRY
OG0001320	LOC6626069|XP_015029747.1|DVIR	LOC120772672|XP_039957341.1|BTRY
OG0001321	LOC6626988|XP_002050175.1|DVIR	LOC120771223|XP_039955067.1|BTRY, LOC120771222|XP_039955063.1|BTRY, LOC120771220|XP_039955061.1|BTRY, LOC120771221|XP_039955062.1|BTRY, LOC120771224|XP_039955070.1|BTRY, LOC120772642|XP_039957300.1|BTRY
OG0001326	LOC6632801|XP_032289419.1|DVIR	LOC120782292|XP_039970429.1|BTRY
OG0001328	LOC6636515|XP_002060005.2|DVIR	LOC120775284|XP_039961330.1|BTRY
OG0001329	LOC6631936|XP_002055483.2|DVIR	LOC120773835|XP_039958891.1|BTRY
OG0001330	LOC6630895|XP_032294540.1|DVIR, LOC6631662|XP_015026580.1|DVIR	LOC120773909|XP_039959027.1|BTRY
OG0001331	LOC6634725|XP_002058324.2|DVIR	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY
OG0001332	LOC6632105|XP_002055628.2|DVIR	LOC120774956|XP_039960775.1|BTRY
OG0001333	LOC6636899|XP_002060355.3|DVIR	LOC120775756|XP_039962023.1|BTRY
OG0001334	LOC6629503|XP_002054523.1|DVIR	LOC120778828|XP_039966775.1|BTRY
OG0001335	LOC6629975|XP_002053084.1|DVIR	LOC120773615|XP_039958551.1|BTRY
OG0001336	LOC6628276|XP_015028197.1|DVIR, LOC26530661|XP_015031634.1|DVIR	LOC120780069|XP_039968278.1|BTRY, LOC120779658|XP_039967949.1|BTRY, LOC120768543|XP_039951216.1|BTRY, LOC120781346|XP_039969485.1|BTRY, LOC120768117|XP_039950600.1|BTRY, LOC120781711|XP_039969879.1|BTRY
OG0001337	LOC6632007|XP_032296152.1|DVIR	LOC120773491|XP_039958367.1|BTRY
OG0001338	LOC6625115|XP_015029438.1|DVIR	LOC120771890|XP_039956093.1|BTRY
OG0001339	LOC6636496|XP_002059802.1|DVIR	LOC120773010|XP_039957866.1|BTRY
OG0001340	LOC6622511|XP_002047704.1|DVIR	LOC120775019|XP_039960904.1|BTRY
OG0001341	LOC6630603|XP_002053022.1|DVIR	LOC120767765|XP_039949941.1|BTRY
OG0001342	LOC6635087|XP_002058417.1|DVIR	LOC120770477|XP_039953919.1|BTRY
OG0001343	LOC6634901|XP_002058553.2|DVIR	LOC120766899|XP_039948583.1|BTRY, LOC120766632|XP_039948183.1|BTRY
OG0001344	LOC6632883|XP_015025994.1|DVIR	LOC120782334|XP_039970496.1|BTRY
OG0001345	LOC6632728|XP_002056051.1|DVIR	LOC120773695|XP_039958702.1|BTRY
OG0001346	LOC6629281|XP_002054689.2|DVIR	LOC120776965|XP_039963995.1|BTRY
OG0001347	LOC6631534|XP_032294977.1|DVIR	LOC120773736|XP_039958726.1|BTRY
OG0001348	LOC6631411|XP_002055420.1|DVIR	LOC120770887|XP_039954463.1|BTRY
OG0001349	LOC6623366|XP_002046361.2|DVIR, LOC6624450|XP_002046598.1|DVIR, LOC6624412|XP_015031121.1|DVIR	LOC120776506|XP_039963135.1|BTRY
OG0001350	LOC6623335|XP_002048570.1|DVIR	LOC120775177|XP_039961165.1|BTRY
OG0001351	LOC6627000|XP_002048742.1|DVIR	LOC120772342|XP_039956839.1|BTRY
OG0001352	LOC6635862|XP_032291692.1|DVIR	LOC120770427|XP_039953812.1|BTRY
OG0001353	LOC6623502|XP_002048239.1|DVIR	LOC120775085|XP_039961016.1|BTRY
OG0001354	LOC6626668|XP_032291629.1|DVIR	LOC120771766|XP_039955884.1|BTRY
OG0001355	LOC6625488|XP_002048825.1|DVIR	LOC120781279|XP_039969408.1|BTRY
OG0001356	LOC6630663|XP_032290428.1|DVIR	LOC120766990|XP_039948727.1|BTRY
OG0001357	LOC6637008|XP_002060435.1|DVIR	LOC120777973|XP_039965545.1|BTRY
OG0001358	LOC6622903|XP_002048031.3|DVIR	LOC120778952|XP_039966955.1|BTRY
OG0001359	LOC6627451|XP_002052473.2|DVIR	LOC120768999|XP_039951773.1|BTRY, LOC120769222|XP_039952052.1|BTRY
OG0001360	LOC6626063|XP_002048853.1|DVIR	LOC120770113|XP_039953218.1|BTRY
OG0001361	LOC6623320|XP_002047272.3|DVIR	LOC120778468|XP_039966214.1|BTRY
OG0001362	LOC6623255|XP_002047266.1|DVIR	LOC120779122|XP_039967249.1|BTRY
OG0001363	LOC6630237|XP_002054577.1|DVIR	LOC120774036|XP_039959270.1|BTRY, LOC120766220|XP_039947529.1|BTRY
OG0001364	LOC6635915|XP_032291768.1|DVIR	LOC120771627|XP_039955651.1|BTRY
OG0001365	LOC6624010|XP_015031190.1|DVIR	LOC120777538|XP_039964860.1|BTRY
OG0001366	LOC6624452|XP_002046923.1|DVIR	LOC120777216|XP_039964327.1|BTRY
OG0001367	LOC6625493|XP_032292399.1|DVIR	LOC120771166|XP_039954983.1|BTRY
OG0001368	LOC6636337|XP_032292017.1|DVIR	LOC120773398|XP_039958182.1|BTRY
OG0001369	LOC6631786|XP_002055713.2|DVIR	LOC120773753|XP_039958753.1|BTRY
OG0001370	LOC6626898|XP_015029070.1|DVIR	LOC120770535|XP_039954023.1|BTRY
OG0001371	LOC6629056|XP_015028700.1|DVIR	LOC120769369|XP_039952266.1|BTRY
OG0001372	LOC6625481|XP_032291542.1|DVIR	LOC120770332|XP_039953661.1|BTRY
OG0001373	LOC6627947|XP_002051420.2|DVIR	LOC120779352|XP_039967482.1|BTRY, LOC120768582|XP_039951271.1|BTRY, LOC120781489|XP_039969647.1|BTRY, LOC120768837|XP_039951522.1|BTRY
OG0001374	LOC6626926|XP_002050877.1|DVIR	LOC120772264|XP_039956701.1|BTRY
OG0001375	LOC6632389|XP_002056625.1|DVIR	LOC120782337|XP_039970502.1|BTRY
OG0001376	LOC6625395|XP_002050140.1|DVIR	LOC120770065|XP_039953119.1|BTRY
OG0001378	LOC6628176|XP_015028017.1|DVIR	LOC120769683|XP_039952738.1|BTRY
OG0001379	LOC6627960|XP_015028646.1|DVIR	LOC120768916|XP_039951622.1|BTRY
OG0001380	LOC6635876|XP_032292199.1|DVIR	LOC120771617|XP_039955641.1|BTRY
OG0001381	LOC6627219|XP_002050216.1|DVIR	LOC120772383|XP_039956907.1|BTRY
OG0001382	LOC6628126|XP_032294542.1|DVIR, LOC26531553|XP_032294394.1|DVIR	LOC120768562|XP_039951243.1|BTRY
OG0001383	LOC6626611|XP_002048705.1|DVIR	LOC120772239|XP_039956667.1|BTRY
OG0001384	LOC6634249|XP_015025309.1|DVIR	LOC120769361|XP_039952256.1|BTRY, LOC120769193|XP_039952021.1|BTRY, LOC120768754|XP_039951460.1|BTRY
OG0001385	LOC6634186|XP_002057779.2|DVIR	LOC120781748|XP_039969914.1|BTRY
OG0001386	LOC6629077|XP_032294333.1|DVIR	LOC120767372|XP_039949284.1|BTRY
OG0001387	LOC6628475|XP_002052558.1|DVIR	LOC120769696|XP_039952757.1|BTRY
OG0001388	LOC6627383|XP_015028686.2|DVIR	LOC120769817|XP_039952959.1|BTRY
OG0001389	LOC6630174|XP_002053844.2|DVIR	LOC120782244|XP_039970345.1|BTRY
OG0001390	LOC6628936|XP_032294303.1|DVIR	LOC120767925|XP_039950220.1|BTRY, LOC120778231|XP_039965923.1|BTRY
OG0001391	LOC6634256|XP_002057642.1|DVIR	LOC120768082|XP_039950545.1|BTRY
OG0001392	LOC6635585|XP_002058998.2|DVIR	LOC120774728|XP_039960413.1|BTRY
OG0001393	LOC6636692|XP_002060170.1|DVIR	LOC120774011|XP_039959224.1|BTRY
OG0001394	LOC26530964|XP_015024157.2|DVIR	LOC120779731|XP_039968036.1|BTRY
OG0001395	LOC6630208|XP_015027115.1|DVIR	LOC120771413|XP_039955330.1|BTRY
OG0001396	LOC6624725|XP_002047179.1|DVIR, LOC6631869|XP_002055730.1|DVIR	LOC120774065|XP_039959304.1|BTRY
OG0001397	LOC6632291|XP_002056733.1|DVIR	LOC120782431|XP_039970648.1|BTRY
OG0001398	LOC6636122|XP_002059623.1|DVIR	LOC120773981|XP_039959171.1|BTRY
OG0001399	LOC6625737|XP_015029306.1|DVIR	LOC120772680|XP_039957352.1|BTRY
OG0001400	LOC6632889|XP_002056189.3|DVIR, LOC6632887|XP_002056187.3|DVIR	LOC120766299|XP_039947637.1|BTRY
OG0001401	LOC6624420|XP_032290431.1|DVIR	LOC120778432|XP_039966148.1|BTRY
OG0001402	LOC6622071|XP_002047691.1|DVIR	LOC120777918|XP_039965436.1|BTRY
OG0001403	LOC6622160|XP_002047555.1|DVIR	LOC120777950|XP_039965495.1|BTRY
OG0001404	LOC6635344|XP_015024696.1|DVIR	LOC120780098|XP_039968315.1|BTRY
OG0001405	LOC6627268|XP_002049910.1|DVIR	LOC120772539|XP_039957154.1|BTRY
OG0001406	LOC6635446|XP_002058986.1|DVIR	LOC120776087|XP_039962499.1|BTRY
OG0001407	LOC6622905|XP_002046705.1|DVIR	LOC120778664|XP_039966523.1|BTRY
OG0001408	LOC6625299|XP_032293032.1|DVIR	LOC120771189|XP_039955019.1|BTRY
OG0001411	LOC6634926|XP_002058437.1|DVIR	LOC120771347|XP_039955232.1|BTRY
OG0001412	LOC6627566|XP_032294443.1|DVIR	LOC120769326|XP_039952214.1|BTRY
OG0001413	LOC6625023|XP_032292294.1|DVIR	LOC120771740|XP_039955846.1|BTRY, LOC120772413|XP_039956946.1|BTRY, LOC120773077|XP_039957955.1|BTRY
OG0001414	LOC116651040|XP_032292557.1|DVIR, LOC6626106|XP_032292558.1|DVIR	LOC120770585|XP_039954101.1|BTRY
OG0001415	LOC6626041|XP_002049139.1|DVIR	LOC120770770|XP_039954286.1|BTRY
OG0001416	LOC6627291|XP_015028670.1|DVIR	LOC120772487|XP_039957067.1|BTRY
OG0001417	LOC6633816|XP_002057037.1|DVIR, LOC6633834|XP_002057045.1|DVIR	LOC120772071|XP_039956396.1|BTRY, LOC120772354|XP_039956852.1|BTRY, LOC120772152|XP_039956517.1|BTRY, LOC120772187|XP_039956586.1|BTRY
OG0001418	LOC6623635|XP_002046783.1|DVIR	LOC120778054|XP_039965668.1|BTRY
OG0001419	LOC6634308|XP_002057559.1|DVIR	LOC120777768|XP_039965212.1|BTRY, LOC120778044|XP_039965652.1|BTRY
OG0001429	LOC6629670|XP_002054764.2|DVIR	LOC120782830|XP_039971283.1|BTRY
OG0001430	LOC6630583|XP_032289886.1|DVIR	LOC120766978|XP_039948707.1|BTRY
OG0001431	LOC6632108|XP_002055631.2|DVIR	LOC120774499|XP_039960103.1|BTRY
OG0001432	LOC6633311|XP_032296591.1|DVIR	LOC120774090|XP_039959357.1|BTRY
OG0001433	LOC6630809|XP_002054277.1|DVIR	LOC120775203|XP_039961200.1|BTRY
OG0001434	LOC6631649|XP_002055368.2|DVIR	LOC120773915|XP_039959044.1|BTRY
OG0001435	LOC6627247|XP_002050398.2|DVIR	LOC120772309|XP_039956756.1|BTRY
OG0001436	LOC6633598|XP_002056810.2|DVIR	LOC120775484|XP_039961622.1|BTRY
OG0001437	LOC6629566|XP_002053654.1|DVIR, LOC6628904|XP_002051548.1|DVIR	LOC120766433|XP_039947871.1|BTRY
OG0001438	LOC6629695|XP_002053976.1|DVIR	LOC120782733|XP_039971099.1|BTRY
OG0001439	LOC6629735|XP_002054139.1|DVIR	LOC120773869|XP_039958960.1|BTRY
OG0001440	LOC6636102|XP_002059644.2|DVIR	LOC120773373|XP_039958135.1|BTRY
OG0001441	LOC6634423|XP_002057935.1|DVIR	LOC120774491|XP_039960096.1|BTRY
OG0001442	LOC6627447|XP_002052469.1|DVIR, LOC6636690|XP_002060168.1|DVIR	LOC120775633|XP_039961821.1|BTRY
OG0001443	LOC6632428|XP_002056100.1|DVIR	LOC120766472|XP_039947944.1|BTRY
OG0001444	LOC6630854|XP_002053936.2|DVIR	LOC120766241|XP_039947557.1|BTRY
OG0001445	LOC6634918|XP_002058678.1|DVIR	LOC120771628|XP_039955653.1|BTRY, LOC120782761|XP_039971156.1|BTRY
OG0001446	LOC6635157|XP_032289357.1|DVIR	LOC120771368|XP_039955265.1|BTRY
OG0001447	LOC6632961|XP_002056351.2|DVIR	LOC120782492|XP_039970730.1|BTRY
OG0001448	LOC6632800|XP_015025888.1|DVIR	LOC120775555|XP_039961718.1|BTRY
OG0001449	LOC6627186|XP_002049928.2|DVIR, LOC6622057|XP_002047515.2|DVIR, LOC6624254|XP_002047514.2|DVIR	LOC120777333|XP_039964509.1|BTRY
OG0001450	LOC6630067|XP_002054373.2|DVIR, LOC6627491|XP_032293600.1|DVIR, LOC6629022|XP_002051368.1|DVIR	LOC120766855|XP_039948516.1|BTRY
OG0001451	LOC6636418|XP_032292154.1|DVIR	LOC120771731|XP_039955824.1|BTRY
OG0001452	LOC6625664|XP_032292281.1|DVIR	LOC120771041|XP_039954770.1|BTRY
OG0001453	LOC6623388|XP_002046152.1|DVIR	LOC120777772|XP_039965220.1|BTRY
OG0001454	LOC6632733|XP_002055808.1|DVIR	LOC120780351|XP_039968577.1|BTRY
OG0001455	LOC6622658|XP_032290460.1|DVIR	LOC120776551|XP_039963234.1|BTRY
OG0001457	LOC6626642|XP_002048778.1|DVIR	LOC120770960|XP_039954623.1|BTRY
OG0001458	LOC6624799|XP_032292295.1|DVIR	LOC120771956|XP_039956201.1|BTRY
OG0001459	LOC6623855|XP_032290329.1|DVIR	LOC120778806|XP_039966744.1|BTRY
OG0001460	LOC6625478|XP_002050334.1|DVIR	LOC120773018|XP_039957880.1|BTRY
OG0001461	LOC6634669|XP_002057985.1|DVIR	LOC120774970|XP_039960794.1|BTRY
OG0001462	LOC6622415|XP_002046978.1|DVIR	LOC120776832|XP_039963787.1|BTRY
OG0001463	LOC6632755|XP_002056477.2|DVIR	LOC120781706|XP_039969880.1|BTRY
OG0001464	LOC6633517|XP_002057235.1|DVIR	LOC120776193|XP_039962753.1|BTRY
OG0001465	LOC6626800|XP_032292567.1|DVIR	LOC120771390|XP_039955291.1|BTRY
OG0001466	LOC6635759|XP_002059225.3|DVIR	LOC120767954|XP_039950275.1|BTRY
OG0001467	LOC6629226|XP_002051252.1|DVIR	LOC120767261|XP_039949063.1|BTRY
OG0001468	LOC6623123|XP_015031289.1|DVIR	LOC120777662|XP_039965050.1|BTRY
OG0001469	LOC6626756|XP_002050707.1|DVIR	LOC120771471|XP_039955432.1|BTRY
OG0001470	LOC6622971|XP_032290604.1|DVIR	LOC120778470|XP_039966215.1|BTRY
OG0001471	LOC6623201|XP_032291106.1|DVIR	LOC120779131|XP_039967269.1|BTRY
OG0001472	LOC6622973|XP_002046502.1|DVIR	LOC120778778|XP_039966696.1|BTRY
OG0001473	LOC6634992|XP_002058494.2|DVIR	LOC120766625|XP_039948173.1|BTRY
OG0001474	LOC6634511|XP_032296365.1|DVIR, LOC6626275|XP_002050041.1|DVIR	LOC120772046|XP_039956353.1|BTRY
OG0001475	LOC6625986|XP_002050064.1|DVIR	LOC120772157|XP_039956527.1|BTRY
OG0001476	LOC6625997|XP_032291595.1|DVIR	LOC120770240|XP_039953472.1|BTRY
OG0001477	LOC6632261|XP_002055896.1|DVIR	LOC120775537|XP_039961693.1|BTRY
OG0001478	LOC6627773|XP_002052835.1|DVIR	LOC120767348|XP_039949242.1|BTRY
OG0001479	LOC6634407|XP_002057928.1|DVIR	LOC120775463|XP_039961584.1|BTRY
OG0001480	LOC6627597|XP_002052828.2|DVIR	LOC120767608|XP_039949695.1|BTRY, LOC120767609|XP_039949696.1|BTRY
OG0001481	LOC6628319|XP_032293983.1|DVIR	LOC120768586|XP_039951279.1|BTRY, LOC120768585|XP_039951278.1|BTRY
OG0001482	LOC6627216|XP_032292693.1|DVIR	LOC120770049|XP_039953101.1|BTRY, LOC120770087|XP_039953169.1|BTRY
OG0001483	LOC6627304|XP_002051285.2|DVIR	LOC120768403|XP_039951012.1|BTRY
OG0001484	LOC6628237|XP_002051807.1|DVIR	LOC120779760|XP_039968077.1|BTRY
OG0001485	LOC6623646|XP_032291095.1|DVIR	LOC120778497|XP_039966256.1|BTRY
