Orthogroup	DVIR.longest_only	DHYD.longest_only
OG0000642	LOC26531711|XP_032288797.1|DVIR	LOC111595701|XP_023165313.2|DHYD
OG0000642	LOC6634282|XP_002057749.1|DVIR	LOC111603854|XP_023177419.2|DHYD
OG0000643	LOC6629665|XP_002054759.1|DVIR	LOC111593276|XP_023161714.2|DHYD
OG0000644	LOC6623455|XP_002048587.1|DVIR	LOC111592765|XP_023160934.2|DHYD, LOC115483771|XP_030081873.1|DHYD
OG0000645	LOC6629018|XP_002052760.2|DVIR	LOC111599079|XP_023170379.1|DHYD
OG0000645	LOC6629017|XP_002052759.2|DVIR	LOC111599077|XP_023170377.2|DHYD
OG0000645	LOC6629016|XP_002052758.1|DVIR	LOC111599130|XP_023170461.1|DHYD
OG0000646	LOC6635146|XP_002058630.1|DVIR	LOC111598901|XP_023170138.2|DHYD
OG0000646	LOC6629691|XP_002053972.2|DVIR	LOC111595918|XP_023165637.2|DHYD
OG0000647	LOC6635117|XP_032294996.1|DVIR	LOC111594585|XP_023163711.2|DHYD
OG0000647	LOC6631833|XP_002055475.3|DVIR	LOC111598212|XP_023169134.2|DHYD
OG0000648	LOC6631502|XP_032295964.1|DVIR	LOC111596578|XP_023166620.1|DHYD
OG0000648	LOC6631521|XP_002055318.2|DVIR	LOC111596551|XP_030079918.1|DHYD
OG0000649	LOC6631834|XP_032295924.1|DVIR	LOC111593012|XP_023161315.1|DHYD
OG0000649	LOC6631836|XP_032295918.1|DVIR	LOC111593067|XP_023161411.1|DHYD
OG0000650	LOC6636238|XP_002059752.1|DVIR	LOC111593709|XP_023162440.1|DHYD
OG0000651	LOC6622724|XP_002047243.1|DVIR	LOC111603676|XP_023177123.1|DHYD
OG0000651	LOC6623116|XP_002047761.1|DVIR	LOC111597501|XP_023168033.1|DHYD
OG0000652	LOC6627088|XP_002048792.2|DVIR	LOC111595319|XP_023164744.1|DHYD
OG0000652	LOC6636055|XP_002059519.1|DVIR	LOC111593505|XP_023162057.1|DHYD
OG0000653	LOC6629841|XP_002054462.1|DVIR	LOC111601387|XP_023173695.1|DHYD
OG0000654	LOC6624668|XP_002046639.1|DVIR	LOC111602885|XP_023175985.2|DHYD
OG0000654	LOC6622753|XP_032290463.1|DVIR	LOC111603693|XP_023177150.1|DHYD
OG0000655	LOC6635982|XP_002059300.1|DVIR	LOC111593174|XP_023161548.1|DHYD, LOC115483070|XP_030079788.1|DHYD
OG0000655	LOC6635685|XP_002059280.2|DVIR	LOC111599045|XP_023170329.2|DHYD
OG0000656	LOC6630900|XP_015027250.1|DVIR	LOC111592027|XP_023159790.1|DHYD
OG0000657	LOC6622084|XP_002046450.1|DVIR	LOC111595742|XP_023165364.2|DHYD
OG0000657	LOC6628261|XP_002052541.1|DVIR	LOC115483217|XP_030080388.1|DHYD, LOC111602319|XP_023175091.1|DHYD
OG0000658	LOC6632073|XP_002055634.1|DVIR	LOC111598305|XP_023169261.1|DHYD
OG0000658	LOC6629810|XP_002054884.1|DVIR	LOC111599566|XP_023171003.1|DHYD, LOC115483783|XP_030081897.1|DHYD
OG0000659	LOC6634105|XP_015025190.1|DVIR	LOC111603964|XP_023177569.1|DHYD
OG0000659	LOC6633913|XP_002057647.1|DVIR	LOC111600442|XP_023172305.1|DHYD
OG0000660	LOC6627856|XP_032294028.1|DVIR	LOC115483235|XP_030080440.1|DHYD, LOC111603754|XP_023177245.1|DHYD
OG0000660	LOC6627857|XP_002052276.1|DVIR, LOC6627858|XP_002052277.1|DVIR	LOC111603769|XP_023177271.1|DHYD
OG0000661	LOC6624575|XP_002046398.1|DVIR, LOC116650124|XP_032289338.1|DVIR	LOC111592855|XP_023161063.1|DHYD
OG0000661	LOC6635679|XP_032294652.1|DVIR	LOC111605558|XP_023179894.1|DHYD
OG0000662	LOC6624548|XP_002046562.1|DVIR	LOC111601559|XP_023173969.1|DHYD
OG0000662	LOC6635590|XP_002059015.1|DVIR	LOC111601892|XP_023174503.2|DHYD
OG0000663	LOC6635856|XP_032291956.1|DVIR	LOC111604609|XP_023178491.2|DHYD
OG0000664	LOC6629188|XP_032293524.1|DVIR	LOC111603773|XP_023177276.2|DHYD
OG0000664	LOC6633562|XP_002057367.3|DVIR	LOC111604049|XP_023177674.1|DHYD
OG0000665	LOC6629678|XP_002053661.1|DVIR, LOC6629679|XP_032291365.1|DVIR	LOC111598581|XP_023169654.2|DHYD
OG0000665	LOC6629680|XP_002053663.1|DVIR	LOC111598579|XP_023169652.2|DHYD
OG0000666	LOC6626484|XP_002049078.1|DVIR	LOC111593572|XP_023162205.2|DHYD
OG0000666	LOC26531342|XP_015026801.1|DVIR	LOC111602846|XP_023175926.2|DHYD
OG0000667	LOC6631496|XP_002055130.1|DVIR	LOC111598417|XP_023169427.1|DHYD
OG0000667	LOC6630131|XP_002053683.3|DVIR	LOC111602966|XP_023176114.1|DHYD
OG0000668	LOC6635250|XP_002058758.1|DVIR	LOC111598601|XP_023169685.1|DHYD
OG0000668	LOC6634841|XP_002058521.2|DVIR	LOC111594606|XP_023163749.1|DHYD
OG0000669	LOC6633764|XP_002056950.3|DVIR	LOC111591900|XP_023159576.1|DHYD
OG0000669	LOC6633763|XP_002056949.1|DVIR	LOC111591886|XP_023159558.2|DHYD
OG0000670	LOC6634401|XP_002058154.1|DVIR	LOC111593648|XP_023162296.2|DHYD
OG0000670	LOC6633297|XP_002057396.1|DVIR	LOC111604066|XP_023177700.1|DHYD
OG0000671	LOC6630872|XP_032295008.1|DVIR	LOC111598756|XP_023169935.2|DHYD
OG0000671	LOC6630906|XP_002054500.1|DVIR	LOC111601493|XP_023173848.2|DHYD
OG0000672	LOC6631428|XP_002055536.1|DVIR	LOC111592356|XP_023160280.1|DHYD
OG0000672	LOC6634580|XP_002058081.3|DVIR	LOC111596738|XP_023166837.1|DHYD
OG0000673	LOC6634553|XP_002057970.1|DVIR	LOC111597231|XP_023167631.1|DHYD
OG0000673	LOC6622139|XP_002047503.1|DVIR	LOC111604509|XP_023178372.1|DHYD
OG0000675	LOC6634594|XP_002058249.2|DVIR	LOC111591977|XP_023159695.2|DHYD
OG0000675	LOC6634477|XP_002058248.1|DVIR	LOC111591969|XP_023159683.1|DHYD
OG0000675	LOC6634476|XP_002058247.1|DVIR	LOC111591968|XP_023159682.1|DHYD
OG0000677	LOC6624369|XP_002047903.1|DVIR	LOC111599803|XP_023171352.1|DHYD
OG0000677	LOC6631871|XP_002055732.2|DVIR	LOC111600224|XP_023172018.1|DHYD
OG0000678	LOC6632487|XP_002055816.1|DVIR	LOC111602520|XP_023175375.2|DHYD
OG0000679	LOC6636723|XP_015023790.1|DVIR	LOC111595374|XP_023164838.2|DHYD
OG0000680	LOC6631973|XP_032295609.1|DVIR	LOC111595942|XP_023165676.1|DHYD
OG0000680	LOC6631974|XP_002055602.1|DVIR	LOC111595941|XP_023165673.2|DHYD
OG0000681	LOC6634946|XP_002058534.1|DVIR	LOC111594580|XP_023163705.1|DHYD
OG0000681	LOC6634750|XP_002058043.1|DVIR	LOC111598183|XP_023169049.1|DHYD
OG0000683	LOC6635150|XP_002058634.1|DVIR	LOC111596499|XP_023166528.2|DHYD
OG0000684	LOC6632344|XP_002056706.1|DVIR	LOC111604568|XP_023178437.1|DHYD
OG0000684	LOC6630608|XP_002054483.1|DVIR	LOC111601528|XP_023173925.1|DHYD
OG0000685	LOC6635198|XP_002058473.1|DVIR	LOC111602608|XP_023175536.1|DHYD
OG0000686	LOC6625717|XP_002050487.1|DVIR	LOC111601542|XP_023173984.2|DHYD
OG0000686	LOC6635611|XP_002058954.1|DVIR	LOC111600187|XP_023171963.2|DHYD
OG0000687	LOC6624896|XP_002049114.2|DVIR	LOC111593265|XP_023161704.1|DHYD
OG0000687	LOC6624055|XP_002047417.1|DVIR	LOC111599286|XP_023170653.1|DHYD
OG0000688	LOC6624959|XP_002050614.2|DVIR	LOC111605369|XP_023179617.1|DHYD
OG0000689	LOC6625592|XP_002051042.1|DVIR	LOC111597704|XP_023168310.1|DHYD
OG0000689	LOC6625591|XP_002051041.2|DVIR	LOC111597687|XP_023168287.1|DHYD
OG0000690	LOC6634484|XP_002058161.2|DVIR	LOC111593629|XP_023162267.2|DHYD
OG0000691	LOC6633947|XP_002057834.1|DVIR	LOC111600350|XP_023172189.1|DHYD, LOC115483408|XP_030081060.1|DHYD
OG0000691	LOC6622887|XP_002048029.1|DVIR	LOC111592340|XP_023160236.1|DHYD
OG0000692	LOC6623904|XP_002046236.2|DVIR	LOC111604703|XP_023178644.2|DHYD
OG0000693	LOC6631519|XP_002055316.1|DVIR	LOC111596581|XP_023166623.1|DHYD
OG0000693	LOC6632647|XP_002056546.1|DVIR	LOC111602074|XP_023174767.1|DHYD
OG0000694	LOC6636119|XP_032295507.1|DVIR	LOC111604055|XP_023177683.2|DHYD
OG0000694	LOC6624566|XP_002048620.2|DVIR	LOC111592784|XP_023160955.1|DHYD
OG0000695	LOC6628693|XP_002051357.2|DVIR	LOC111602263|XP_023175026.1|DHYD
OG0000695	LOC6628286|XP_002051343.2|DVIR	LOC111602370|XP_023175153.2|DHYD
OG0000696	LOC6627790|XP_002052678.1|DVIR	LOC111595766|XP_023165416.1|DHYD
OG0000697	LOC6631964|XP_002055227.1|DVIR	LOC111593002|XP_023161295.1|DHYD
OG0000697	LOC6628247|XP_002051458.1|DVIR	LOC111596362|XP_023166327.1|DHYD
OG0000698	LOC6635714|XP_002059263.1|DVIR	LOC111605526|XP_023179855.2|DHYD
OG0000698	LOC6635692|XP_002059265.1|DVIR	LOC111605545|XP_023179875.2|DHYD
OG0000699	LOC6628820|XP_015028641.1|DVIR	LOC111600984|XP_023173147.1|DHYD
OG0000699	LOC6635163|XP_002058365.1|DVIR	LOC111600074|XP_023171782.2|DHYD
OG0000700	LOC6629052|XP_032294077.1|DVIR	LOC111599175|XP_023170526.2|DHYD
OG0000700	LOC6629117|XP_032294110.1|DVIR	LOC111596079|XP_023165904.2|DHYD
OG0000701	LOC6626970|XP_002048713.1|DVIR	LOC111595753|XP_023165383.1|DHYD
OG0000701	LOC6631921|XP_002055748.1|DVIR	LOC111600219|XP_023172009.2|DHYD
OG0000702	LOC116649748|XP_032296095.1|DVIR, LOC6632990|XP_002056491.2|DVIR	LOC111604979|XP_023179045.2|DHYD
OG0000702	LOC6632989|XP_015025826.2|DVIR	LOC111604983|XP_030078632.1|DHYD
OG0000703	LOC6634020|XP_002057863.1|DVIR	LOC111600361|XP_023172203.2|DHYD
OG0000703	LOC6625053|XP_002050587.1|DVIR	LOC111595619|XP_023165193.2|DHYD
OG0000704	LOC6632206|XP_032295827.1|DVIR	LOC111594254|XP_030081774.1|DHYD
OG0000704	LOC6631043|XP_002054217.1|DVIR	LOC111597912|XP_023168621.2|DHYD
OG0000705	LOC6622935|XP_015030722.1|DVIR	LOC111603688|XP_023177138.1|DHYD
OG0000706	LOC6627919|XP_002052794.3|DVIR	LOC111600594|XP_023172555.2|DHYD
OG0000706	LOC6633548|XP_032296218.1|DVIR	LOC111597324|XP_030080082.1|DHYD
OG0000707	LOC6625623|XP_002049047.1|DVIR	LOC111593471|XP_023162004.1|DHYD
OG0000707	LOC6631487|XP_002055432.2|DVIR	LOC111594052|XP_023162935.1|DHYD
OG0000708	LOC6634402|XP_032289295.1|DVIR	LOC111594167|XP_023163121.2|DHYD
OG0000708	LOC116652285|XP_032296482.1|DVIR, LOC6634795|XP_032296417.1|DVIR	LOC111605158|XP_030079396.1|DHYD
OG0000709	LOC6629487|XP_032295630.1|DVIR	LOC111601979|XP_023174628.2|DHYD
OG0000709	LOC6631800|XP_015026515.2|DVIR	LOC111596813|XP_023166947.1|DHYD
OG0000710	LOC6632532|XP_002056430.1|DVIR	LOC111602767|XP_023175798.1|DHYD
OG0000710	LOC6624812|XP_002050608.1|DVIR	LOC111605361|XP_023179608.1|DHYD
OG0000711	LOC6623429|XP_032290174.1|DVIR	LOC111597480|XP_023167999.1|DHYD
OG0000711	LOC6633784|XP_032296524.1|DVIR	LOC111602032|XP_023174699.1|DHYD
OG0000712	LOC6632644|XP_002056543.1|DVIR	LOC111602079|XP_023174779.1|DHYD
OG0000712	LOC6632645|XP_002056544.1|DVIR	LOC111602078|XP_023174777.1|DHYD
OG0000713	LOC6636756|XP_002060213.1|DVIR, LOC6632328|XP_002056388.1|DVIR	LOC111598556|XP_023169618.1|DHYD
OG0000714	LOC6636110|XP_002059652.2|DVIR	LOC111603141|XP_023176384.2|DHYD
OG0000714	LOC6636605|XP_002060042.1|DVIR	LOC111599537|XP_023170964.2|DHYD
OG0000715	LOC6623996|XP_002048378.2|DVIR	LOC111603330|XP_023176632.2|DHYD
OG0000716	LOC6633610|XP_032288989.1|DVIR	LOC111591885|XP_023159557.1|DHYD
OG0000716	LOC6622113|XP_002047989.1|DVIR	LOC111604303|XP_023178102.1|DHYD
OG0000717	LOC6622375|XP_002047929.1|DVIR	LOC111597527|XP_023168071.2|DHYD
OG0000718	LOC6636184|XP_032289065.1|DVIR	LOC111597716|XP_023168327.1|DHYD
OG0000718	LOC6627382|XP_002052402.2|DVIR	LOC111594402|XP_023163442.1|DHYD
OG0000719	LOC6622044|XP_002047071.1|DVIR	LOC111598676|XP_023169803.2|DHYD
OG0000719	LOC6623835|XP_002047830.1|DVIR	LOC111597606|XP_023168175.2|DHYD
OG0000720	LOC6632935|XP_002056122.2|DVIR	LOC111603291|XP_023176579.2|DHYD
OG0000721	LOC6629028|XP_002051375.1|DVIR, LOC6629029|XP_002051376.3|DVIR	LOC111602251|XP_023175010.2|DHYD, LOC111602250|XP_023175009.2|DHYD
OG0000722	LOC6625240|XP_032293004.1|DVIR	LOC111594330|XP_023163343.2|DHYD
OG0000723	LOC6626260|XP_002048773.1|DVIR	LOC111595726|XP_023165345.1|DHYD
OG0000724	LOC6631738|XP_002055458.1|DVIR	LOC111598361|XP_023169342.1|DHYD
OG0000724	LOC6631277|XP_002054061.3|DVIR	LOC111597395|XP_023167839.1|DHYD
OG0000726	LOC6632324|XP_015025845.1|DVIR	LOC111603439|XP_023176791.2|DHYD
OG0000726	LOC6632326|XP_002056386.1|DVIR	LOC111603423|XP_023176776.2|DHYD
OG0000727	LOC6630343|XP_002054592.2|DVIR	LOC111596208|XP_023166089.2|DHYD
OG0000727	LOC6630344|XP_002054593.2|DVIR	LOC111596201|XP_030080823.1|DHYD
OG0000728	LOC6632114|XP_032295753.1|DVIR	LOC111603192|XP_023176446.1|DHYD
OG0000729	LOC6630476|XP_002053752.1|DVIR	LOC111598295|XP_023169251.1|DHYD
OG0000729	LOC6630622|XP_002053751.1|DVIR	LOC111598296|XP_023169252.1|DHYD
OG0000730	LOC6624347|XP_002048381.1|DVIR	LOC111603318|XP_030079654.1|DHYD
OG0000730	LOC26531570|XP_015028956.1|DVIR	LOC111596307|XP_030080540.1|DHYD
OG0000731	LOC6636595|XP_032291412.1|DVIR	LOC111599468|XP_023170909.2|DHYD
OG0000731	LOC6625586|XP_015030190.1|DVIR	LOC111597709|XP_023168317.2|DHYD
OG0000732	LOC6622314|XP_002046688.1|DVIR	LOC111594874|XP_023164122.1|DHYD
OG0000732	LOC6622187|XP_002046687.1|DVIR	LOC111594873|XP_023164119.1|DHYD
OG0000733	LOC6634868|XP_002058598.2|DVIR	LOC111595239|XP_023164645.2|DHYD
OG0000733	LOC6624543|XP_002046949.1|DVIR	LOC111601687|XP_023174161.1|DHYD
OG0000734	LOC6623231|XP_032290681.1|DVIR	LOC111597535|XP_023168081.2|DHYD
OG0000735	LOC6633737|XP_002057022.1|DVIR	LOC111593485|XP_023162014.1|DHYD
OG0000735	LOC6634038|XP_002057775.1|DVIR	LOC111603872|XP_023177447.2|DHYD
OG0000736	LOC6628141|XP_032294001.1|DVIR	LOC111603989|XP_030079038.1|DHYD
OG0000736	LOC6628103|XP_002052427.1|DVIR	LOC111604008|XP_023177632.2|DHYD
OG0000737	LOC6626474|XP_032292095.1|DVIR	LOC111597693|XP_023168296.1|DHYD
OG0000738	LOC6628454|XP_002051826.1|DVIR	LOC111599329|XP_023170718.1|DHYD
OG0000738	LOC6633895|XP_002057588.2|DVIR	LOC111603947|XP_023177545.2|DHYD
OG0000739	LOC6629811|XP_032295101.1|DVIR	LOC111599568|XP_023171008.1|DHYD
OG0000739	LOC6629809|XP_002054883.1|DVIR	LOC111599567|XP_023171005.1|DHYD
OG0000740	LOC26530795|XP_032289207.1|DVIR	LOC111602803|XP_030080183.1|DHYD
OG0000740	LOC6632840|XP_032289472.1|DVIR	LOC111592038|XP_030081565.1|DHYD
OG0000741	LOC6628418|XP_002052331.2|DVIR	LOC111595576|XP_030080375.1|DHYD
OG0000741	LOC6631485|XP_002055430.1|DVIR	LOC111594076|XP_030080042.1|DHYD
OG0000742	LOC6632131|XP_002055104.2|DVIR	LOC111593044|XP_023161381.2|DHYD
OG0000742	LOC6632133|XP_002055106.2|DVIR	LOC111593026|XP_023161346.2|DHYD
OG0000743	LOC6624440|XP_002047039.1|DVIR	LOC111595385|XP_023164852.2|DHYD
OG0000743	LOC6625621|XP_032293188.1|DVIR	LOC111594398|XP_023163437.2|DHYD
OG0000744	LOC6625983|XP_002050061.3|DVIR	LOC111600028|XP_023171711.2|DHYD
OG0000744	LOC6625538|XP_032292325.1|DVIR	LOC115483369|XP_030080936.1|DHYD
OG0000744	LOC6626788|XP_002049827.1|DVIR	LOC111596984|XP_023167236.2|DHYD
OG0000745	LOC6635891|XP_002059416.1|DVIR	LOC111602121|XP_023174838.2|DHYD
OG0000745	LOC6626524|XP_002050567.3|DVIR	LOC111593300|XP_023161750.2|DHYD
OG0000746	LOC6626823|XP_002050382.1|DVIR	LOC111604126|XP_023177811.1|DHYD
OG0000747	LOC6636902|XP_032289205.1|DVIR, LOC6624696|XP_002047658.1|DVIR	LOC111592869|XP_023161084.2|DHYD
OG0000747	LOC6624721|XP_032290829.1|DVIR	LOC111592871|XP_023161088.2|DHYD
OG0000748	LOC6628893|XP_002052094.1|DVIR	LOC111596108|XP_023165938.2|DHYD
OG0000748	LOC6634732|XP_032289211.1|DVIR	LOC111602043|XP_023174760.1|DHYD
OG0000750	LOC6629590|XP_002052997.1|DVIR	LOC111595704|XP_023165317.2|DHYD
OG0000751	LOC6636369|XP_002059898.2|DVIR	LOC111605228|XP_023179423.2|DHYD
OG0000751	LOC6636366|XP_002059895.1|DVIR	LOC111605245|XP_023179449.2|DHYD
OG0000751	LOC6636367|XP_002059896.1|DVIR	LOC111605225|XP_023179421.2|DHYD
OG0000753	LOC6629842|XP_002054463.1|DVIR	LOC111601406|XP_023173732.2|DHYD
OG0000754	LOC6631659|XP_015026666.1|DVIR	LOC111598326|XP_023169292.2|DHYD
OG0000754	LOC6635610|XP_002058953.2|DVIR	LOC111600192|XP_023171969.2|DHYD
OG0000755	LOC6632240|XP_032289636.1|DVIR	LOC111605480|XP_023179783.2|DHYD
OG0000755	LOC6632239|XP_002056087.1|DVIR	LOC111605577|XP_023179949.2|DHYD
OG0000756	LOC6629700|XP_002052958.1|DVIR	LOC111600842|XP_023172915.1|DHYD
OG0000757	LOC6628400|XP_002052718.1|DVIR	LOC111594214|XP_023163181.1|DHYD
OG0000757	LOC6636574|XP_002060077.1|DVIR	LOC111604493|XP_023178352.1|DHYD
OG0000758	LOC6623946|XP_032290916.1|DVIR	LOC111604669|XP_023178599.2|DHYD
OG0000758	LOC6623865|XP_015031003.1|DVIR	LOC111604667|XP_023178596.1|DHYD
OG0000759	LOC6623675|XP_002047415.1|DVIR	LOC111596610|XP_023166657.2|DHYD
OG0000759	LOC6623913|XP_015031310.1|DVIR	LOC111596613|XP_023166664.1|DHYD
OG0000760	LOC6625604|XP_032292351.1|DVIR	LOC111604005|XP_023177633.2|DHYD
OG0000760	LOC6625603|XP_032292254.1|DVIR	LOC111603999|XP_023177620.2|DHYD
OG0000761	LOC6627826|XP_032293825.1|DVIR	LOC111592650|XP_023160762.2|DHYD
OG0000761	LOC6627815|XP_002051140.2|DVIR	LOC111592651|XP_023160767.2|DHYD
OG0000762	LOC6628908|XP_002051552.1|DVIR	LOC111598979|XP_023170247.1|DHYD
OG0000762	LOC6627611|XP_002051978.2|DVIR	LOC111599345|XP_023170743.2|DHYD
OG0000763	LOC6628408|XP_002052051.1|DVIR	LOC111601599|XP_023174035.2|DHYD
OG0000763	LOC6628407|XP_002052050.1|DVIR	LOC111601574|XP_023173998.2|DHYD
OG0000764	LOC6633445|XP_032288818.1|DVIR	LOC111605326|XP_030080107.1|DHYD
OG0000765	LOC6624580|XP_002046489.1|DVIR	LOC111592450|XP_023160403.1|DHYD
OG0000765	LOC6631765|XP_002055173.1|DVIR	LOC111601888|XP_023174498.2|DHYD
OG0000766	LOC6627631|XP_002051097.1|DVIR	LOC111593770|XP_023162558.2|DHYD
OG0000766	LOC6631511|XP_015026573.1|DVIR	LOC111598124|XP_023168951.1|DHYD
OG0000767	LOC6630760|XP_015027742.1|DVIR	LOC111603555|XP_023176956.2|DHYD
OG0000767	LOC6622830|XP_002047544.1|DVIR	LOC111605085|XP_023179189.2|DHYD
OG0000768	LOC6622842|XP_002048022.1|DVIR	LOC111592326|XP_023160219.1|DHYD
OG0000769	LOC6632663|XP_002056469.2|DVIR	LOC111602937|XP_030080831.1|DHYD
OG0000769	LOC6631593|XP_002055445.1|DVIR	LOC111596866|XP_023167077.1|DHYD
OG0000770	LOC6625675|XP_002048793.1|DVIR	LOC111595314|XP_023164737.2|DHYD
OG0000771	LOC6624693|XP_002046564.1|DVIR	LOC111601570|XP_023173987.1|DHYD
OG0000772	LOC6625054|XP_015029135.2|DVIR	LOC111595620|XP_023165195.2|DHYD
OG0000772	LOC26531345|XP_015027889.1|DVIR	LOC111601518|XP_023173892.1|DHYD
OG0000773	LOC6627666|XP_032293451.1|DVIR	LOC111593167|XP_023161540.2|DHYD
OG0000773	LOC6623131|XP_002047747.2|DVIR	LOC111597518|XP_023168058.1|DHYD
OG0000774	LOC6625335|XP_002050417.2|DVIR	LOC111600768|XP_023172815.2|DHYD, LOC111600749|XP_023172796.2|DHYD
OG0000775	LOC6626860|XP_002049231.1|DVIR	LOC111592126|XP_023159929.1|DHYD
OG0000775	LOC6627231|XP_032291837.1|DVIR	LOC111604797|XP_023178785.1|DHYD, LOC115483368|XP_030080935.1|DHYD
OG0000778	LOC6630911|XP_032292062.1|DVIR	LOC111598269|XP_023169214.2|DHYD
OG0000778	LOC26531130|XP_015024801.1|DVIR	LOC111598537|XP_023169593.2|DHYD
OG0000779	LOC6632011|XP_002055384.1|DVIR	LOC111603369|XP_023176688.1|DHYD
OG0000780	LOC6627263|XP_002049919.2|DVIR	LOC115483424|XP_030081224.1|DHYD, LOC111600027|XP_030081223.1|DHYD
OG0000781	LOC6633312|XP_002056889.2|DVIR	LOC111605606|XP_023179989.1|DHYD
OG0000781	LOC6622381|XP_002047939.1|DVIR	LOC111597617|XP_023168184.2|DHYD
OG0000782	LOC6622281|XP_002047909.2|DVIR	LOC111599810|XP_023171364.1|DHYD
OG0000782	LOC6636141|XP_002059535.1|DVIR	LOC111596880|XP_023167097.1|DHYD
OG0000783	LOC6630577|XP_002053926.1|DVIR	LOC111597765|XP_023168390.1|DHYD
OG0000783	LOC6634533|XP_002057962.1|DVIR	LOC111603539|XP_023176981.1|DHYD
OG0000784	LOC6623091|XP_002046722.1|DVIR	LOC111605186|XP_023179351.2|DHYD
OG0000784	LOC6635465|XP_032295860.1|DVIR	LOC111601828|XP_023174422.1|DHYD
OG0000785	LOC6629780|XP_002054742.1|DVIR	LOC111599617|XP_023171077.2|DHYD
OG0000786	LOC6632311|XP_015026019.1|DVIR	LOC111603492|XP_023176864.1|DHYD
OG0000787	LOC6622513|XP_002046994.2|DVIR	LOC111605676|XP_023180110.2|DHYD
OG0000788	LOC6624637|XP_002046647.1|DVIR	LOC111602901|XP_023176006.1|DHYD
OG0000789	LOC6627989|XP_002051426.1|DVIR	LOC111602289|XP_023175057.2|DHYD
OG0000790	LOC6635654|XP_032294677.1|DVIR	LOC111595996|XP_023165763.1|DHYD
OG0000790	LOC6635655|XP_002059123.1|DVIR	LOC111595995|XP_023165760.1|DHYD
OG0000791	LOC6632559|XP_032288733.1|DVIR	LOC111604253|XP_023178009.1|DHYD
OG0000792	LOC6627625|XP_002051716.3|DVIR	LOC111595832|XP_023165507.2|DHYD
OG0000793	LOC6632500|XP_002056518.1|DVIR	LOC111596696|XP_023166780.1|DHYD
OG0000794	LOC6634590|XP_002058091.1|DVIR	LOC111593988|XP_023162847.2|DHYD
OG0000795	LOC6636118|XP_002059619.1|DVIR	LOC111604041|XP_023177664.1|DHYD
OG0000795	LOC6632943|XP_002056766.2|DVIR	LOC111598502|XP_023169536.2|DHYD
OG0000796	LOC6629888|XP_002054548.2|DVIR	LOC111602793|XP_023175834.1|DHYD
OG0000796	LOC6634547|XP_002058291.1|DVIR	LOC111598156|XP_023169009.1|DHYD
OG0000797	LOC6632762|XP_002056367.1|DVIR	LOC111603429|XP_023176782.1|DHYD
OG0000798	LOC6635331|XP_015024688.1|DVIR	LOC111599668|XP_023171141.2|DHYD
OG0000799	LOC6633238|XP_015025714.1|DVIR	LOC111602034|XP_023174701.1|DHYD
OG0000800	LOC6623684|XP_002047329.2|DVIR	LOC111592310|XP_023160185.1|DHYD
OG0000800	LOC6623663|XP_002047332.1|DVIR	LOC111592307|XP_023160183.1|DHYD
OG0000800	LOC6623441|XP_002047331.2|DVIR	LOC111592306|XP_023160181.2|DHYD
OG0000801	LOC6626481|XP_002049075.1|DVIR	LOC111593229|XP_023161653.1|DHYD
OG0000802	LOC6633657|XP_032288959.1|DVIR	LOC111605690|XP_030079411.1|DHYD, LOC111602509|XP_023175400.2|DHYD, LOC111603624|XP_023177102.2|DHYD
OG0000803	LOC6629240|XP_002052616.1|DVIR	LOC111601618|XP_023174056.2|DHYD
OG0000803	LOC6623371|XP_002047771.1|DVIR	LOC111597531|XP_023168076.1|DHYD
OG0000804	LOC6626230|XP_002049383.1|DVIR	LOC111597973|XP_023168715.1|DHYD
OG0000804	LOC6633205|XP_002056692.1|DVIR	LOC111592397|XP_023160341.1|DHYD
OG0000804	LOC6633204|XP_002056691.1|DVIR	LOC111592396|XP_023160340.2|DHYD
OG0000805	LOC6625755|XP_002048721.1|DVIR	LOC111593850|XP_023162664.1|DHYD, LOC111593851|XP_023162665.1|DHYD
OG0000805	LOC6627354|XP_002051965.1|DVIR	LOC111599324|XP_023170709.1|DHYD
OG0000806	LOC6627659|XP_032294330.1|DVIR	LOC115482948|XP_030079241.1|DHYD
OG0000807	LOC26531054|XP_015027852.1|DVIR	LOC111596264|XP_023166168.1|DHYD, LOC111601765|XP_023174273.2|DHYD
OG0000808	LOC6629433|XP_002054068.1|DVIR	LOC111597397|XP_023167842.2|DHYD
OG0000810	LOC6636428|XP_002059979.1|DVIR	LOC111593812|XP_023162609.2|DHYD, LOC115483386|XP_030080990.1|DHYD
OG0000811	LOC6630874|XP_015027648.1|DVIR	LOC111598739|XP_023169906.2|DHYD
OG0000811	LOC6636321|XP_032292056.1|DVIR	LOC111605280|XP_023179492.2|DHYD
OG0000812	LOC6632156|XP_032295603.1|DVIR	LOC111600182|XP_023171953.1|DHYD
OG0000813	LOC6625973|XP_002050504.1|DVIR	LOC111605203|XP_023179383.1|DHYD
OG0000813	LOC6628191|XP_032294235.1|DVIR	LOC111599215|XP_030080392.1|DHYD
OG0000814	LOC6627699|XP_002052259.1|DVIR	LOC111594183|XP_023163134.1|DHYD
OG0000815	LOC6628125|XP_002052925.1|DVIR	LOC111599074|XP_023170372.2|DHYD
OG0000816	LOC6632530|XP_002056428.1|DVIR	LOC111602802|XP_023175862.2|DHYD
OG0000817	LOC6630257|XP_002053416.1|DVIR	LOC111600289|XP_023172109.1|DHYD
