Orthogroup	DVIR.longest_only	DBIA.longest_only
OG0002361	LOC6624508|XP_002048478.1|DVIR	LOC108028831|XP_016956308.1|DBIA
OG0002362	LOC6635621|XP_015024489.1|DVIR	LOC108033640|XP_016963548.1|DBIA
OG0002363	LOC6628624|XP_002052580.1|DVIR	LOC108034169|XP_016964465.1|DBIA
OG0002364	LOC6628622|XP_032294212.1|DVIR	LOC108033687|XP_016963645.1|DBIA
OG0002365	LOC6628634|XP_032294273.1|DVIR	LOC108034221|XP_016964552.1|DBIA
OG0002366	LOC6635663|XP_032294711.1|DVIR	LOC108027829|XP_016954902.1|DBIA
OG0002367	LOC6628503|XP_002051838.1|DVIR	LOC108036111|XP_016967576.1|DBIA
OG0002368	LOC6628239|XP_002051450.1|DVIR	LOC108024075|XP_016949335.1|DBIA
OG0002369	LOC6636135|XP_002059529.1|DVIR	LOC108024006|XP_016949237.1|DBIA
OG0002370	LOC6634025|XP_002057489.1|DVIR	LOC108033398|XP_016963206.1|DBIA
OG0002371	LOC6634024|XP_002057488.1|DVIR	LOC108033800|XP_016963898.1|DBIA
OG0002372	LOC6635660|XP_002059128.2|DVIR	LOC108029074|XP_016956643.1|DBIA
OG0002373	LOC6628446|XP_002051649.1|DVIR	LOC108034343|XP_016964719.1|DBIA
OG0002374	LOC6631124|XP_002054244.1|DVIR	LOC108026467|XP_016952897.1|DBIA
OG0002375	LOC6633148|XP_002056599.1|DVIR	LOC108027223|XP_016954040.1|DBIA
OG0002376	LOC6627540|XP_032294496.1|DVIR	LOC108033775|XP_016963862.1|DBIA
OG0002377	LOC6631052|XP_002054637.1|DVIR	LOC108023822|XP_016948959.1|DBIA
OG0002378	LOC116650461|XP_032290008.1|DVIR, LOC116650464|XP_032290020.1|DVIR, LOC116650468|XP_032290027.1|DVIR, LOC6622586|XP_002048442.1|DVIR	LOC108028825|XP_016956300.1|DBIA
OG0002379	LOC6627843|XP_002051733.1|DVIR, LOC6627700|XP_002052260.2|DVIR	LOC108035062|XP_016965943.1|DBIA
OG0002380	LOC6634815|XP_002058141.1|DVIR	LOC108033001|XP_016962615.1|DBIA
OG0002381	LOC6626323|XP_002050700.1|DVIR	LOC108036227|XP_016967727.1|DBIA
OG0002382	LOC6633950|XP_002057837.1|DVIR, LOC6632063|XP_032296162.1|DVIR	LOC108024186|XP_016949515.1|DBIA
OG0002383	LOC6636856|XP_002060286.1|DVIR	LOC108035447|XP_016966571.1|DBIA
OG0002384	LOC6633324|XP_002057158.2|DVIR	LOC108023494|XP_016948511.1|DBIA
OG0002385	LOC6636210|XP_002059700.2|DVIR	LOC108035997|XP_016967365.1|DBIA
OG0002386	LOC6632505|XP_032289573.1|DVIR	LOC108031348|XP_016960100.1|DBIA
OG0002387	LOC6630311|XP_015027526.1|DVIR	LOC108031206|XP_016959922.1|DBIA
OG0002388	LOC6630274|XP_002053703.2|DVIR	LOC108031687|XP_016960821.1|DBIA
OG0002389	LOC6631024|XP_002053829.1|DVIR	LOC108024679|XP_016950238.1|DBIA
OG0002390	LOC6627780|XP_002052019.1|DVIR	LOC108034263|XP_016964610.1|DBIA
OG0002391	LOC6626101|XP_002049518.1|DVIR	LOC108022651|XP_016947197.1|DBIA
OG0002392	LOC6636559|XP_002060063.1|DVIR	LOC108035513|XP_016966665.1|DBIA
OG0002393	LOC6623907|XP_002046260.1|DVIR	LOC108035426|XP_016966546.1|DBIA
OG0002394	LOC6632749|XP_002056472.1|DVIR	LOC108026138|XP_016952351.1|DBIA
OG0002395	LOC6630326|XP_032291226.1|DVIR	LOC108024715|XP_016950296.1|DBIA
OG0002396	LOC6636466|XP_002059915.2|DVIR	LOC108026683|XP_016953259.1|DBIA
OG0002397	LOC6626274|XP_002050040.1|DVIR	LOC108036813|XP_016968652.1|DBIA
OG0002398	LOC6636035|XP_002059640.2|DVIR	LOC108023191|XP_016947929.1|DBIA
OG0002399	LOC6624954|XP_002049178.2|DVIR	LOC108035480|XP_016966623.1|DBIA
OG0002400	LOC6625514|XP_002050096.2|DVIR	LOC108023098|XP_016947848.1|DBIA
OG0002401	LOC6636255|XP_002059724.1|DVIR	LOC108024896|XP_016950529.1|DBIA
OG0002402	LOC6630328|XP_015027203.1|DVIR	LOC108024732|XP_016950318.1|DBIA
OG0002403	LOC6630327|XP_015027204.1|DVIR	LOC108024850|XP_016950479.1|DBIA
OG0002404	LOC6630615|XP_002053744.1|DVIR	LOC108024955|XP_016950677.1|DBIA
OG0002405	LOC6633048|XP_002056756.2|DVIR	LOC108023820|XP_016948956.1|DBIA
OG0002406	LOC6623969|XP_002046248.1|DVIR	LOC108035469|XP_016966606.1|DBIA
OG0002407	LOC6629462|XP_002053879.2|DVIR	LOC108023878|XP_016949050.1|DBIA
OG0002408	LOC6630673|XP_002054631.1|DVIR	LOC108023811|XP_016948944.1|DBIA
OG0002409	LOC116650712|XP_032291061.1|DVIR, LOC6623854|XP_032294446.1|DVIR	LOC108034579|XP_016965001.1|DBIA
OG0002410	LOC6632449|XP_002056512.2|DVIR	LOC108031914|XP_016961171.1|DBIA
OG0002411	LOC6632463|XP_002056309.1|DVIR	LOC108032115|XP_016961436.1|DBIA
OG0002412	LOC26530873|XP_015027833.1|DVIR	LOC108032028|XP_016961330.1|DBIA
OG0002413	LOC6625705|XP_002050326.1|DVIR, LOC6633768|XP_002056954.1|DVIR	LOC108023713|XP_016948832.1|DBIA
OG0002414	LOC6622759|XP_002047041.1|DVIR	LOC108029619|XP_016957498.1|DBIA
OG0002415	LOC6632358|XP_032289806.1|DVIR	LOC108031654|XP_016960777.1|DBIA
OG0002416	LOC6636239|XP_002059753.1|DVIR	LOC108036009|XP_016967405.1|DBIA
OG0002417	LOC6635656|XP_002059124.1|DVIR	LOC108036857|XP_016968719.1|DBIA
OG0002418	LOC6629306|XP_032288767.1|DVIR	LOC108026830|XP_016953494.1|DBIA
OG0002419	LOC6633619|XP_002057188.1|DVIR	LOC108021967|XP_016946292.1|DBIA
OG0002420	LOC6622241|XP_015031089.1|DVIR	LOC108035182|XP_016966142.1|DBIA
OG0002421	LOC6629337|XP_002053314.2|DVIR	LOC108026073|XP_016952261.1|DBIA
OG0002422	LOC6632861|XP_002056672.1|DVIR	LOC108031718|XP_016960876.1|DBIA
OG0002423	LOC6622865|XP_002048538.1|DVIR	LOC108028589|XP_016955991.1|DBIA
OG0002424	LOC6636181|XP_002059671.1|DVIR	LOC108032880|XP_016962392.1|DBIA, LOC108024916|XP_016950604.1|DBIA
OG0002425	LOC6631771|XP_002055179.1|DVIR	LOC108033107|XP_016962796.1|DBIA
OG0002426	LOC6623510|XP_032291053.1|DVIR	LOC108028950|XP_016956469.1|DBIA
OG0002427	LOC6636219|XP_002059720.1|DVIR	LOC108024905|XP_016950565.1|DBIA
OG0002428	LOC6634778|XP_032296433.1|DVIR	LOC108024157|XP_016949458.1|DBIA
OG0002429	LOC6623218|XP_032290786.1|DVIR	LOC108034847|XP_016965468.1|DBIA
OG0002430	LOC6625421|XP_032292787.1|DVIR	LOC108030331|XP_016958680.1|DBIA
OG0002431	LOC6627097|XP_002049941.1|DVIR	LOC108026869|XP_016953543.1|DBIA
OG0002432	LOC6634634|XP_002058033.3|DVIR	LOC108021979|XP_016946308.1|DBIA
OG0002433	LOC6634879|XP_032289358.1|DVIR	LOC108032219|XP_016961570.1|DBIA
OG0002434	LOC6635252|XP_002058760.3|DVIR, LOC116652372|XP_032296714.1|DVIR	LOC108024675|XP_016950234.1|DBIA
OG0002435	LOC6636008|XP_032296080.1|DVIR	LOC108025723|XP_016951776.1|DBIA
OG0002436	LOC6624962|XP_002049323.2|DVIR	LOC108030193|XP_016958437.1|DBIA
OG0002437	LOC6626920|XP_032292897.1|DVIR	LOC108029617|XP_016957491.1|DBIA
OG0002438	LOC6631555|XP_032295851.1|DVIR	LOC108023435|XP_016948413.1|DBIA
OG0002439	LOC6628179|XP_002051449.1|DVIR	LOC108024072|XP_016949331.1|DBIA
OG0002440	LOC6624642|XP_002048396.2|DVIR	LOC108028556|XP_016955949.1|DBIA
OG0002441	LOC6625414|XP_002049291.2|DVIR	LOC108036517|XP_016968212.1|DBIA
OG0002442	LOC6627246|XP_002049167.1|DVIR	LOC108022512|XP_016946970.1|DBIA
OG0002443	LOC6626684|XP_032292742.1|DVIR	LOC108036423|XP_016968039.1|DBIA
OG0002444	LOC6627272|XP_002049914.1|DVIR	LOC108036460|XP_016968117.1|DBIA
OG0002445	LOC6625142|XP_002049551.1|DVIR	LOC108029741|XP_016957720.1|DBIA
OG0002446	LOC6625012|XP_002049762.1|DVIR	LOC108022869|XP_016947536.1|DBIA
OG0002447	LOC6622696|XP_002048457.2|DVIR	LOC108035946|XP_016967232.1|DBIA
OG0002448	LOC6626251|XP_002048935.1|DVIR	LOC108023008|XP_016947730.1|DBIA
OG0002449	LOC6625377|XP_002048993.3|DVIR, LOC6625375|XP_032293333.1|DVIR	LOC108036392|XP_016967990.1|DBIA
OG0002450	LOC6629957|XP_002053615.1|DVIR	LOC108031421|XP_016960310.1|DBIA
OG0002451	LOC6626514|XP_015029625.2|DVIR	LOC108029535|XP_016957333.1|DBIA
OG0002452	LOC6626149|XP_002050904.1|DVIR	LOC108026535|XP_016952971.1|DBIA
OG0002453	LOC6626148|XP_032291746.1|DVIR	LOC108026839|XP_016953504.1|DBIA
OG0002454	LOC6622957|XP_002047083.1|DVIR	LOC108030880|XP_016959529.1|DBIA
OG0002455	LOC6622966|XP_015031237.1|DVIR	LOC108030867|XP_016959507.1|DBIA
OG0002456	LOC6627135|XP_032292976.1|DVIR	LOC108023127|XP_016947885.1|DBIA
OG0002457	LOC6626186|XP_015029983.1|DVIR	LOC108030152|XP_016958364.1|DBIA
OG0002458	LOC6628696|XP_032293495.1|DVIR	LOC108021919|XP_016946235.1|DBIA, LOC108035851|XP_016967084.1|DBIA
OG0002459	LOC6635347|XP_002058874.2|DVIR	LOC108029466|XP_016957205.1|DBIA
OG0002460	LOC6627195|XP_002049440.1|DVIR	LOC108026558|XP_016952998.1|DBIA
OG0002461	LOC6625381|XP_002049491.1|DVIR	LOC108023074|XP_016947814.1|DBIA
OG0002462	LOC6635370|XP_032293054.1|DVIR	LOC108030165|XP_016958386.1|DBIA
OG0002463	LOC6625976|XP_002049991.1|DVIR	LOC108026651|XP_016953178.1|DBIA
OG0002464	LOC6627244|XP_002049165.1|DVIR	LOC108022693|XP_016947255.1|DBIA
OG0002465	LOC6625051|XP_002049172.1|DVIR	LOC108035491|XP_016966635.1|DBIA
OG0002466	LOC6636225|XP_015024116.1|DVIR	LOC108035841|XP_016967079.1|DBIA
OG0002467	LOC6623886|XP_002047380.1|DVIR	LOC108034484|XP_016964878.1|DBIA
OG0002468	LOC6624432|XP_002047474.3|DVIR	LOC108028728|XP_016956179.1|DBIA
OG0002469	LOC6634899|XP_002058487.1|DVIR, LOC116651855|XP_032294940.1|DVIR	LOC108024979|XP_016950714.1|DBIA
OG0002470	LOC116651652|XP_032294342.1|DVIR, LOC6624988|XP_002048919.1|DVIR	LOC108029613|XP_016957487.1|DBIA
OG0002471	LOC6625519|XP_002048995.1|DVIR	LOC108036645|XP_016968410.1|DBIA
OG0002472	LOC116649771|XP_032292967.1|DVIR, LOC6626226|XP_032293125.1|DVIR	LOC108022789|XP_016947404.1|DBIA
OG0002473	LOC6626281|XP_002049219.1|DVIR	LOC108030400|XP_016958773.1|DBIA
OG0002474	LOC6622527|XP_032290032.1|DVIR	LOC108030581|XP_016959032.1|DBIA
OG0002475	LOC6632621|XP_032289526.1|DVIR	LOC108025430|XP_016951407.1|DBIA
OG0002476	LOC6627046|XP_002050076.1|DVIR	LOC108026750|XP_016953365.1|DBIA
OG0002477	LOC6625326|XP_002049092.1|DVIR	LOC108029806|XP_016957813.1|DBIA
OG0002478	LOC6635355|XP_032293341.1|DVIR	LOC108030215|XP_016958471.1|DBIA
OG0002479	LOC6626954|XP_002049406.2|DVIR	LOC108036916|XP_016968816.1|DBIA
OG0002480	LOC6635312|XP_002058847.2|DVIR	LOC108032800|XP_016962299.1|DBIA
OG0002481	LOC6633495|XP_002057354.1|DVIR	LOC108023427|XP_016948404.1|DBIA
OG0002482	LOC6626319|XP_002049526.1|DVIR	LOC108029449|XP_016957188.1|DBIA
OG0002483	LOC6624975|XP_002049956.2|DVIR, LOC116649724|XP_032288816.1|DVIR	LOC108026862|XP_016953537.1|DBIA
OG0002484	LOC6626776|XP_002050089.1|DVIR	LOC108022468|XP_016946907.1|DBIA
OG0002485	LOC6635360|XP_002058906.1|DVIR	LOC108029606|XP_016957469.1|DBIA
OG0002486	LOC6622819|XP_002048016.2|DVIR	LOC108028279|XP_016955473.1|DBIA
OG0002487	LOC6627307|XP_032293529.1|DVIR	LOC108033042|XP_016962661.1|DBIA
OG0002488	LOC6626699|XP_002049899.1|DVIR	LOC108022969|XP_016947683.1|DBIA
OG0002489	LOC6622383|XP_002047495.2|DVIR	LOC108035956|XP_016967250.1|DBIA
OG0002490	LOC6625324|XP_032293089.1|DVIR	LOC108029725|XP_016957692.1|DBIA
OG0002491	LOC6624330|XP_032290019.1|DVIR, LOC6623227|XP_002048668.1|DVIR	LOC108030826|XP_016959432.1|DBIA
OG0002492	LOC6625213|XP_002049579.1|DVIR	LOC108022502|XP_016946952.1|DBIA
OG0002493	LOC6625936|XP_002048904.3|DVIR	LOC108029479|XP_016957232.1|DBIA
OG0002494	LOC6632765|XP_032289688.1|DVIR	LOC108024535|XP_016949992.1|DBIA
OG0002495	LOC6626491|XP_002049690.1|DVIR	LOC108026879|XP_016953560.1|DBIA
OG0002496	LOC6630434|XP_002053475.1|DVIR	LOC108025104|XP_016950857.1|DBIA
OG0002497	LOC6623667|XP_002046197.1|DVIR	LOC108035011|XP_016965844.1|DBIA
OG0002498	LOC6624599|XP_032291197.1|DVIR	LOC108028812|XP_016956286.1|DBIA
OG0002499	LOC6623060|XP_002047097.1|DVIR	LOC108031162|XP_016959874.1|DBIA
OG0002500	LOC6633007|XP_002056129.2|DVIR	LOC108024566|XP_016950050.1|DBIA
OG0002501	LOC6632477|XP_002056290.1|DVIR, LOC6633230|XP_002056288.2|DVIR, LOC6635710|XP_002059259.1|DVIR	LOC108027701|XP_016954740.1|DBIA
OG0002502	LOC6625394|XP_002050139.1|DVIR	LOC108022076|XP_016946410.1|DBIA, LOC108022077|XP_016946411.1|DBIA
OG0002504	LOC6622635|XP_002048446.1|DVIR	LOC108027987|XP_016955102.1|DBIA, LOC108027988|XP_016955103.1|DBIA, LOC108028133|XP_016955277.1|DBIA
OG0002505	LOC6625642|XP_002050312.1|DVIR	LOC108026798|XP_016953447.1|DBIA, LOC108026799|XP_016953448.1|DBIA
OG0002508	LOC6632167|XP_015026462.1|DVIR	LOC108035780|XP_016966982.1|DBIA
OG0002509	LOC6625947|XP_002050344.1|DVIR	LOC108030345|XP_016958699.1|DBIA
OG0002510	LOC116651813|XP_032294774.1|DVIR, LOC6631778|XP_002055186.1|DVIR	LOC108028906|XP_016956416.1|DBIA
OG0002511	LOC6630584|XP_002053856.1|DVIR	LOC108031660|XP_016960785.1|DBIA
OG0002512	LOC6636244|XP_032290094.1|DVIR	LOC108035799|XP_016967032.1|DBIA
OG0002513	LOC6630047|XP_032295129.1|DVIR	LOC108031531|XP_016960555.1|DBIA
OG0002514	LOC6622802|XP_002047051.1|DVIR	LOC108029104|XP_016956695.1|DBIA
OG0002516	LOC6632985|XP_002056488.1|DVIR	LOC108026014|XP_016952194.1|DBIA
OG0002517	LOC6631993|XP_015026584.1|DVIR	LOC108023963|XP_016949166.1|DBIA
OG0002518	LOC6632911|XP_002056256.2|DVIR	LOC108023078|XP_016947821.1|DBIA
OG0002519	LOC6626381|XP_002050055.1|DVIR	LOC108022582|XP_016947094.1|DBIA
OG0002520	LOC6634752|XP_032296415.1|DVIR	LOC108036399|XP_016968010.1|DBIA
OG0002521	LOC6635427|XP_002059063.1|DVIR	LOC108035795|XP_016967024.1|DBIA
OG0002522	LOC6632851|XP_002056249.2|DVIR	LOC108025311|XP_016951205.1|DBIA
OG0002523	LOC6629771|XP_032296730.1|DVIR	LOC108025381|XP_016951343.1|DBIA
OG0002524	LOC6631436|XP_002054960.2|DVIR	LOC108024128|XP_016949399.1|DBIA
OG0002525	LOC6623603|XP_002046943.1|DVIR	LOC108035553|XP_016966711.1|DBIA
OG0002526	LOC6634883|XP_002058502.1|DVIR	LOC108026421|XP_016952839.1|DBIA
OG0002528	LOC6633576|XP_032296548.1|DVIR	LOC108023420|XP_016948383.1|DBIA
OG0002529	LOC6632842|XP_002055815.2|DVIR	LOC108024960|XP_016950688.1|DBIA
OG0002530	LOC6633928|XP_002057617.1|DVIR	LOC108032749|XP_016962226.1|DBIA
OG0002531	LOC6628243|XP_002051454.1|DVIR	LOC108035787|XP_016967008.1|DBIA
OG0002532	LOC6636757|XP_002060215.1|DVIR	LOC108028707|XP_016956146.1|DBIA, LOC108032767|XP_016962256.1|DBIA
OG0002533	LOC6631944|XP_032295595.1|DVIR	LOC108028885|XP_016956389.1|DBIA
OG0002534	LOC116650963|XP_032292198.1|DVIR, LOC6627209|XP_002050127.1|DVIR	LOC108030396|XP_016958769.1|DBIA
OG0002535	LOC6623057|XP_002047571.1|DVIR	LOC108035974|XP_016967285.1|DBIA
OG0002536	LOC6632465|XP_002055851.1|DVIR	LOC108026417|XP_016952834.1|DBIA
OG0002537	LOC6625980|XP_002049995.1|DVIR	LOC108026836|XP_016953500.1|DBIA
OG0002539	LOC6626336|XP_002048866.1|DVIR	LOC108023043|XP_016947772.1|DBIA
OG0002540	LOC6633086|XP_002055964.1|DVIR	LOC108026192|XP_016952471.1|DBIA
OG0002541	LOC6631520|XP_002055317.2|DVIR	LOC108023638|XP_016948743.1|DBIA
OG0002542	LOC116652257|XP_032296378.1|DVIR, LOC116650157|XP_032289359.1|DVIR	LOC108024097|XP_016949360.1|DBIA
OG0002543	LOC6633651|XP_002056845.1|DVIR	LOC108033199|XP_016962934.1|DBIA
OG0002544	LOC6630918|XP_002053777.3|DVIR	LOC108031816|XP_016961032.1|DBIA
OG0002545	LOC116650021|XP_032289246.1|DVIR, LOC6634734|XP_002058333.1|DVIR	LOC108023548|XP_016948615.1|DBIA
OG0002547	LOC6633661|XP_002056855.1|DVIR	LOC108033211|XP_016962952.1|DBIA
OG0002548	LOC6631430|XP_015026689.1|DVIR	LOC108025941|XP_016952128.1|DBIA
OG0002549	LOC6631708|XP_002055356.2|DVIR	LOC108033122|XP_016962824.1|DBIA
OG0002550	LOC6636663|XP_032295784.1|DVIR	LOC108023990|XP_016949210.1|DBIA
OG0002551	LOC6629368|XP_002054446.1|DVIR	LOC108023887|XP_016949061.1|DBIA
OG0002552	LOC6628593|XP_002051208.1|DVIR	LOC108033387|XP_016963196.1|DBIA
OG0002553	LOC6631304|XP_002055047.2|DVIR	LOC108028891|XP_016956398.1|DBIA
OG0002554	LOC6636074|XP_002059605.1|DVIR	LOC108023247|XP_016948016.1|DBIA
OG0002555	LOC6633257|XP_002056881.1|DVIR	LOC108036468|XP_016968137.1|DBIA
OG0002556	LOC6628241|XP_002051452.1|DVIR	LOC108026474|XP_016952914.1|DBIA
OG0002557	LOC6636139|XP_002059533.1|DVIR	LOC108036554|XP_016968282.1|DBIA
OG0002558	LOC6630784|XP_002054818.1|DVIR	LOC108024530|XP_016949986.1|DBIA
OG0002559	LOC6622331|XP_002046689.1|DVIR	LOC108026995|XP_016953683.1|DBIA, LOC108022354|XP_016946762.1|DBIA
OG0002560	LOC6635140|XP_002058377.1|DVIR	LOC108031965|XP_016961244.1|DBIA
OG0002561	LOC6629714|XP_015027367.1|DVIR	LOC108031549|XP_016960576.1|DBIA
OG0002562	LOC6631727|XP_002055574.1|DVIR	LOC108023745|XP_016948872.1|DBIA
OG0002563	LOC6632110|XP_002055633.2|DVIR	LOC108032959|XP_016962519.1|DBIA
OG0002564	LOC6629500|XP_002054520.1|DVIR	LOC108025009|XP_016950754.1|DBIA
OG0002565	LOC6630710|XP_015027608.1|DVIR	LOC108031708|XP_016960862.1|DBIA
OG0002566	LOC6632909|XP_032289505.1|DVIR	LOC108025055|XP_016950804.1|DBIA
OG0002567	LOC6634754|XP_002058047.1|DVIR	LOC108036283|XP_016967787.1|DBIA
OG0002568	LOC116650007|XP_032289212.1|DVIR, LOC6636925|XP_002060381.1|DVIR	LOC108031193|XP_016959903.1|DBIA
OG0002569	LOC6624697|XP_002048134.1|DVIR	LOC108028709|XP_016956148.1|DBIA
OG0002570	LOC6632585|XP_032289521.1|DVIR	LOC108024159|XP_016949464.1|DBIA
OG0002571	LOC6632587|XP_032289414.1|DVIR	LOC108024727|XP_016950313.1|DBIA
OG0002572	LOC6624918|XP_002049113.2|DVIR	LOC108029465|XP_016957204.1|DBIA
OG0002573	LOC6632812|XP_002056239.1|DVIR	LOC108025140|XP_016950905.1|DBIA
OG0002574	LOC6632906|XP_002056251.1|DVIR	LOC108025502|XP_016951515.1|DBIA
OG0002575	LOC6630886|XP_002053132.1|DVIR	LOC108024662|XP_016950219.1|DBIA
OG0002576	LOC6633341|XP_015025541.1|DVIR	LOC108033342|XP_016963122.1|DBIA
OG0002577	LOC6623064|XP_002046706.1|DVIR	LOC108034566|XP_016964986.1|DBIA
OG0002578	LOC6628939|XP_002052754.1|DVIR	LOC108027903|XP_016955010.1|DBIA
OG0002579	LOC6628949|XP_002052352.1|DVIR	LOC108033975|XP_016964182.1|DBIA
OG0002580	LOC6636415|XP_002059871.1|DVIR	LOC108029773|XP_016957771.1|DBIA
OG0002581	LOC6629936|XP_032295268.1|DVIR	LOC108024630|XP_016950160.1|DBIA
OG0002582	LOC6635257|XP_002058740.2|DVIR	LOC108031078|XP_016959773.1|DBIA
OG0002583	LOC6631198|XP_015027260.2|DVIR	LOC108031408|XP_016960294.1|DBIA
OG0002584	LOC6622428|XP_002047498.1|DVIR	LOC108035928|XP_016967206.1|DBIA
OG0002585	LOC26531275|XP_015031718.1|DVIR	LOC108035930|XP_016967209.1|DBIA
OG0002586	LOC6631195|XP_015026832.1|DVIR	LOC108031803|XP_016961012.1|DBIA
OG0002587	LOC6631010|XP_002053954.2|DVIR	LOC108032021|XP_016961320.1|DBIA
OG0002588	LOC6630043|XP_002054562.1|DVIR	LOC108031534|XP_016960558.1|DBIA
OG0002589	LOC116650263|XP_032289392.1|DVIR, LOC6631036|XP_002054127.1|DVIR	LOC108025324|XP_016951238.1|DBIA
OG0002590	LOC6631877|XP_002054950.3|DVIR	LOC108033170|XP_016962892.1|DBIA
OG0002591	LOC6629475|XP_002054090.2|DVIR	LOC108025320|XP_016951220.1|DBIA
OG0002592	LOC6633217|XP_032289571.1|DVIR	LOC108024863|XP_016950494.1|DBIA
OG0002593	LOC6632299|XP_032289426.1|DVIR	LOC108024641|XP_016950178.1|DBIA
OG0002594	LOC6635144|XP_032294877.1|DVIR	LOC108031578|XP_016960630.1|DBIA
OG0002595	LOC6631149|XP_032294836.1|DVIR	LOC108031435|XP_016960336.1|DBIA
OG0002596	LOC6633125|XP_032289559.1|DVIR	LOC108031894|XP_016961151.1|DBIA
OG0002597	LOC6633090|XP_002056273.1|DVIR	LOC108024685|XP_016950251.1|DBIA
OG0002598	LOC6635161|XP_032289352.1|DVIR	LOC108031698|XP_016960846.1|DBIA
OG0002599	LOC6635268|XP_032289863.1|DVIR	LOC108032135|XP_016961459.1|DBIA
OG0002600	LOC6625917|XP_032292514.1|DVIR	LOC108036582|XP_016968326.1|DBIA
OG0002601	LOC6635018|XP_032295288.1|DVIR	LOC108027060|XP_016953758.1|DBIA
OG0002602	LOC6629687|XP_002053985.1|DVIR	LOC108024681|XP_016950239.1|DBIA
OG0002603	LOC6633172|XP_002056154.2|DVIR	LOC108025187|XP_016950984.1|DBIA
OG0002604	LOC6633169|XP_002056151.1|DVIR	LOC108025361|XP_016951310.1|DBIA
OG0002605	LOC6635076|XP_002058722.2|DVIR	LOC108031998|XP_016961280.1|DBIA
OG0002606	LOC6634999|XP_032294889.1|DVIR	LOC108031504|XP_016960497.1|DBIA
OG0002607	LOC6634997|XP_002058510.1|DVIR	LOC108031136|XP_016959840.1|DBIA
OG0002608	LOC6629862|XP_002053339.2|DVIR	LOC108024571|XP_016950057.1|DBIA
OG0002609	LOC6635811|XP_002059320.1|DVIR	LOC108030417|XP_016958793.1|DBIA
OG0002610	LOC6634891|XP_002058479.1|DVIR	LOC108027252|XP_016954095.1|DBIA
OG0002611	LOC6629943|XP_002053001.1|DVIR	LOC108032043|XP_016961344.1|DBIA
OG0002612	LOC6630384|XP_002054010.3|DVIR	LOC108032169|XP_016961512.1|DBIA
OG0002613	LOC6634856|XP_032295367.1|DVIR	LOC108025965|XP_016952147.1|DBIA
OG0002614	LOC6630904|XP_032295023.1|DVIR	LOC108025263|XP_016951112.1|DBIA
OG0002615	LOC6636754|XP_015023757.1|DVIR	LOC108035180|XP_016966139.1|DBIA
OG0002616	LOC6629666|XP_002054760.1|DVIR	LOC108024682|XP_016950247.1|DBIA
OG0002617	LOC6636758|XP_002060216.2|DVIR	LOC108024711|XP_016950293.1|DBIA
OG0002618	LOC6633030|XP_002056057.1|DVIR	LOC108024951|XP_016950674.1|DBIA
OG0002619	LOC6632599|XP_015025908.1|DVIR	LOC108024499|XP_016949925.1|DBIA
OG0002620	LOC6630337|XP_032296716.1|DVIR	LOC108031669|XP_016960798.1|DBIA
OG0002621	LOC6632383|XP_002056006.1|DVIR	LOC108032089|XP_016961404.1|DBIA
OG0002622	LOC6623661|XP_002046182.1|DVIR	LOC108034422|XP_016964796.1|DBIA
OG0002623	LOC6631265|XP_002053817.1|DVIR	LOC108032168|XP_016961511.1|DBIA
OG0002624	LOC6631089|XP_015027546.1|DVIR	LOC108032241|XP_016961594.1|DBIA
OG0002625	LOC6631086|XP_032293614.1|DVIR	LOC108031465|XP_016960393.1|DBIA
OG0002626	LOC6634576|XP_015025027.1|DVIR	LOC108023795|XP_016948924.1|DBIA
OG0002627	LOC6635190|XP_032295110.1|DVIR	LOC108031471|XP_016960412.1|DBIA
OG0002628	LOC6629424|XP_002054356.1|DVIR	LOC108027336|XP_016954236.1|DBIA
OG0002629	LOC6630593|XP_032289968.1|DVIR	LOC108024488|XP_016949897.1|DBIA
OG0002630	LOC116649744|XP_032296074.1|DVIR, LOC6633139|XP_002056378.1|DVIR	LOC108026196|XP_016952476.1|DBIA
OG0002631	LOC6632593|XP_002056020.1|DVIR	LOC108024829|XP_016950449.1|DBIA
OG0002632	LOC6630007|XP_002054769.1|DVIR	LOC108032138|XP_016961463.1|DBIA
OG0002633	LOC6632845|XP_002056243.1|DVIR	LOC108024432|XP_016949842.1|DBIA
OG0002634	LOC6634924|XP_015024863.1|DVIR	LOC108031889|XP_016961146.1|DBIA
OG0002635	LOC6630829|XP_002054115.1|DVIR, LOC116650260|XP_032289390.1|DVIR	LOC108031685|XP_016960819.1|DBIA
OG0002636	LOC6634970|XP_002058717.1|DVIR	LOC108024957|XP_016950682.1|DBIA
OG0002637	LOC6627882|XP_002052006.1|DVIR	LOC108034019|XP_016964243.1|DBIA
OG0002638	LOC6635219|XP_002058407.1|DVIR	LOC108025280|XP_016951142.1|DBIA
OG0002639	LOC6632841|XP_032289476.1|DVIR	LOC108025410|XP_016951379.1|DBIA
OG0002640	LOC6634847|XP_032295195.1|DVIR	LOC108032128|XP_016961450.1|DBIA
OG0002641	LOC6634941|XP_002058530.1|DVIR	LOC108031091|XP_016959787.1|DBIA
OG0002642	LOC6634942|XP_002058531.2|DVIR	LOC108031148|XP_016959852.1|DBIA
OG0002643	LOC6634943|XP_032295196.1|DVIR	LOC108032078|XP_016961388.1|DBIA
OG0002644	LOC6634907|XP_002058559.2|DVIR	LOC108027459|XP_016954403.1|DBIA
