Orthogroup	DVIR.longest_only	DBUS.longest_only
OG0001703	LOC6635096|XP_002058358.2|DVIR	LOC108601834|XP_017845265.1|DBUS
OG0001704	LOC6635095|XP_032289349.1|DVIR	LOC108602492|XP_017846109.1|DBUS
OG0001705	LOC6626145|XP_015030170.1|DVIR	LOC108601706|XP_017845109.1|DBUS
OG0001706	LOC6633908|XP_002057601.1|DVIR	LOC108594344|XP_017834987.1|DBUS
OG0001707	LOC6631175|XP_002054305.2|DVIR	LOC108604223|XP_017849076.1|DBUS
OG0001708	LOC6634839|XP_002058519.1|DVIR	LOC108604664|XP_017849704.1|DBUS
OG0001709	LOC6622167|XP_002047079.1|DVIR	LOC108600543|XP_017843688.1|DBUS
OG0001710	LOC6630410|XP_002054198.1|DVIR	LOC108604447|XP_017849416.1|DBUS
OG0001711	LOC6630563|XP_015027683.1|DVIR	LOC108603056|XP_017846979.1|DBUS
OG0001712	LOC6630773|XP_002054831.1|DVIR	LOC108601636|XP_017845023.1|DBUS
OG0001713	LOC6630414|XP_002053289.1|DVIR	LOC108603453|XP_017847773.1|DBUS
OG0001714	LOC6633102|XP_002056582.1|DVIR	LOC108602696|XP_017846323.1|DBUS
OG0001715	LOC6632005|XP_032295440.1|DVIR	LOC108606271|XP_017851737.1|DBUS
OG0001716	LOC6633711|XP_002057115.2|DVIR, LOC6632032|XP_002055498.1|DVIR	LOC108607220|XP_017853381.1|DBUS
OG0001717	LOC6635214|XP_002058402.3|DVIR	LOC108603506|XP_017847868.1|DBUS
OG0001718	LOC6632386|XP_032289423.1|DVIR	LOC108604320|XP_017849232.1|DBUS
OG0001719	LOC6630924|XP_002054313.2|DVIR	LOC108604181|XP_017849012.1|DBUS
OG0001720	LOC26531126|XP_032288916.1|DVIR	LOC108603970|XP_017848668.1|DBUS
OG0001721	LOC26531576|XP_015026293.1|DVIR	LOC108604470|XP_017849444.1|DBUS
OG0001722	LOC6624468|XP_032290389.1|DVIR	LOC108600510|XP_017843635.1|DBUS
OG0001723	LOC6636375|XP_002059904.3|DVIR	LOC108596370|XP_017837526.1|DBUS
OG0001724	LOC6624772|XP_032291921.1|DVIR	LOC108596442|XP_033149174.1|DBUS
OG0001725	LOC6626499|XP_015030158.2|DVIR	LOC108596936|XP_017838653.1|DBUS
OG0001726	LOC6623914|XP_002046289.1|DVIR	LOC108600169|XP_017843063.1|DBUS
OG0001727	LOC6631214|XP_002053957.1|DVIR	LOC108604621|XP_017849657.1|DBUS
OG0001728	LOC6635967|XP_002059331.1|DVIR	LOC108596065|XP_017836949.1|DBUS
OG0001729	LOC6625208|XP_032292042.1|DVIR	LOC108596502|XP_017837822.2|DBUS
OG0001730	LOC6627881|XP_015028332.1|DVIR	LOC108608476|XP_017855357.2|DBUS
OG0001731	LOC6626643|XP_032291605.1|DVIR	LOC108596083|XP_017836989.1|DBUS
OG0001732	LOC6628972|XP_015028169.1|DVIR	LOC108594426|XP_017835089.1|DBUS
OG0001733	LOC6635985|XP_002059303.2|DVIR	LOC108596102|XP_017837011.1|DBUS
OG0001734	LOC6625613|XP_032291913.1|DVIR	LOC108595096|XP_017835736.1|DBUS
OG0001735	LOC6624372|XP_032290677.1|DVIR	LOC108598802|XP_017841034.1|DBUS
OG0001736	LOC6627203|XP_002050275.1|DVIR	LOC108597215|XP_017839146.1|DBUS
OG0001737	LOC6625580|XP_002048841.2|DVIR	LOC108596962|XP_017838698.1|DBUS
OG0001738	LOC6623250|XP_002046718.2|DVIR	LOC108598792|XP_017841025.1|DBUS
OG0001739	LOC6629241|XP_002052617.1|DVIR	LOC108594238|XP_017834838.1|DBUS
OG0001740	LOC6626639|XP_032292025.1|DVIR	LOC108596149|XP_017837132.1|DBUS
OG0001741	LOC6629328|XP_002053869.3|DVIR	LOC108601693|XP_017845092.2|DBUS
OG0001742	LOC6625338|XP_015029205.1|DVIR	LOC108595326|XP_017836035.1|DBUS
OG0001743	LOC6636853|XP_002060283.1|DVIR	LOC108599854|XP_017842470.2|DBUS
OG0001744	LOC6625773|XP_002050475.2|DVIR	LOC108596411|XP_017837594.1|DBUS
OG0001745	LOC6626749|XP_032291853.1|DVIR	LOC108596303|XP_017837387.1|DBUS
OG0001746	LOC6624110|XP_002047859.1|DVIR	LOC108600750|XP_017843991.1|DBUS
OG0001747	LOC6624956|XP_032291897.1|DVIR	LOC108596693|XP_017838202.1|DBUS
OG0001748	LOC6623520|XP_015030866.1|DVIR	LOC108601106|XP_033149587.1|DBUS
OG0001749	LOC6626419|XP_002050363.2|DVIR	LOC108596282|XP_017837343.2|DBUS
OG0001750	LOC6626420|XP_015029230.1|DVIR	LOC108596274|XP_017837332.1|DBUS
OG0001751	LOC6622950|XP_032290643.1|DVIR	LOC108599586|XP_017842018.2|DBUS
OG0001752	LOC6624699|XP_002047193.1|DVIR	LOC108599601|XP_017842043.1|DBUS
OG0001753	LOC6623717|XP_015030902.1|DVIR	LOC108600769|XP_033149515.1|DBUS
OG0001754	LOC6626216|XP_002050744.1|DVIR	LOC108596900|XP_017838579.1|DBUS
OG0001755	LOC6624298|XP_032290740.1|DVIR, LOC116650008|XP_032289218.1|DVIR	LOC108599926|XP_017842624.1|DBUS
OG0001756	LOC6626720|XP_002050670.1|DVIR	LOC108596914|XP_017838610.1|DBUS
OG0001756	LOC6626322|XP_002050699.2|DVIR	LOC108594992|XP_017835614.1|DBUS
OG0001757	LOC6625449|XP_002050985.1|DVIR, LOC116651117|XP_032292870.1|DVIR	LOC108596659|XP_017838135.1|DBUS
OG0001758	LOC6623466|XP_032290223.1|DVIR	LOC108598627|XP_033149518.1|DBUS
OG0001759	LOC6625894|XP_002050115.3|DVIR	LOC108596301|XP_017837385.1|DBUS
OG0001760	LOC6635975|XP_002059404.1|DVIR	LOC108595483|XP_017836223.2|DBUS
OG0001761	LOC6625683|XP_015029980.1|DVIR	LOC108596989|XP_017838744.1|DBUS
OG0001762	LOC6627905|XP_002051398.2|DVIR	LOC108594257|XP_017834870.1|DBUS
OG0001763	LOC6627645|XP_015028460.1|DVIR	LOC108601021|XP_017844388.1|DBUS
OG0001763	LOC6627644|XP_032294480.1|DVIR	LOC108594471|XP_017835142.1|DBUS
OG0001764	LOC6633144|XP_002056383.1|DVIR	LOC117134658|XP_033148931.1|DBUS, LOC108606832|XP_017852806.1|DBUS
OG0001765	LOC116649770|XP_032290313.1|DVIR, LOC6636456|XP_032291726.1|DVIR	LOC108596070|XP_017836972.1|DBUS
OG0001766	LOC6628144|XP_015028676.1|DVIR	LOC108608318|XP_017855135.1|DBUS
OG0001767	LOC6627511|XP_002051624.2|DVIR	LOC108602236|XP_017845777.2|DBUS
OG0001768	LOC6627599|XP_002052830.1|DVIR	LOC108598724|XP_017840945.1|DBUS
OG0001769	LOC6628975|XP_002051367.1|DVIR	LOC108604602|XP_033150730.1|DBUS
OG0001770	LOC6628766|XP_032294260.1|DVIR	LOC108607585|XP_017853974.1|DBUS
OG0001771	LOC6628684|XP_002051876.1|DVIR, LOC6628685|XP_002051877.1|DVIR	LOC108602688|XP_017846319.1|DBUS, LOC108602711|XP_017846358.1|DBUS
OG0001773	LOC6634286|XP_002057753.3|DVIR	LOC108598823|XP_017841066.2|DBUS
OG0001774	LOC6626333|XP_002048863.3|DVIR	LOC108597601|XP_017839713.1|DBUS
OG0001775	LOC6634742|XP_002058190.1|DVIR	LOC108606572|XP_017852280.1|DBUS
OG0001776	LOC6634350|XP_002057814.1|DVIR	LOC108594285|XP_017834912.1|DBUS
OG0001777	LOC6628479|XP_002052560.1|DVIR	LOC108594473|XP_017835143.1|DBUS
OG0001778	LOC6627731|XP_032294267.1|DVIR	LOC108607808|XP_017854341.2|DBUS
OG0001779	LOC116651589|XP_032294198.1|DVIR, LOC6634228|XP_002057739.3|DVIR	LOC108607780|XP_033150089.1|DBUS
OG0001780	LOC6636377|XP_002059906.1|DVIR	LOC108596371|XP_017837527.1|DBUS
OG0001781	LOC6634353|XP_032293416.1|DVIR	LOC108598441|XP_017840566.2|DBUS
OG0001782	LOC6634140|XP_002057426.2|DVIR	LOC108608514|XP_033150736.1|DBUS
OG0001783	LOC6633985|XP_002057849.1|DVIR	LOC108607570|XP_033150812.1|DBUS
OG0001784	LOC6627837|XP_002051727.2|DVIR	LOC108607640|XP_017854057.1|DBUS
OG0001785	LOC116650870|XP_032291656.1|DVIR, LOC6636435|XP_002059824.3|DVIR	LOC108594763|XP_017835391.1|DBUS, LOC108595232|XP_017835919.1|DBUS
OG0001786	LOC6628627|XP_002052583.1|DVIR	LOC108598072|XP_017840178.2|DBUS
OG0001787	LOC6628625|XP_032294223.1|DVIR	LOC108607436|XP_017853756.1|DBUS
OG0001788	LOC6625143|XP_002049552.1|DVIR	LOC108596425|XP_017837637.1|DBUS
OG0001789	LOC6626595|XP_002049031.1|DVIR	LOC108597607|XP_017839733.1|DBUS
OG0001790	LOC6628698|XP_002052563.1|DVIR	LOC108602039|XP_017845539.1|DBUS
OG0001791	LOC6624934|XP_032292689.1|DVIR	LOC108596745|XP_017838307.1|DBUS
OG0001792	LOC6629252|XP_032294061.1|DVIR	LOC108594422|XP_017835083.2|DBUS
OG0001793	LOC6627236|XP_032292073.1|DVIR	LOC108596217|XP_017837233.1|DBUS
OG0001794	LOC6627730|XP_002051747.1|DVIR	LOC108607806|XP_017854339.1|DBUS
OG0001795	LOC6627568|XP_032294613.1|DVIR	LOC108607486|XP_033150637.1|DBUS
OG0001796	LOC6631658|XP_002055348.2|DVIR	LOC108605080|XP_017850135.1|DBUS
OG0001797	LOC6636265|XP_002059678.2|DVIR	LOC108607428|XP_017853727.1|DBUS
OG0001798	LOC6625853|XP_002050109.1|DVIR	LOC108595820|XP_017836600.1|DBUS
OG0001799	LOC6631590|XP_032295994.1|DVIR	LOC108605000|XP_033150403.1|DBUS
OG0001800	LOC6628473|XP_002052556.1|DVIR	LOC108594476|XP_017835152.1|DBUS
OG0001801	LOC6622930|XP_002047075.2|DVIR	LOC108599382|XP_017841676.1|DBUS
OG0001802	LOC6629278|XP_002054686.1|DVIR	LOC108604568|XP_017849587.1|DBUS
OG0001803	LOC6632864|XP_002056675.1|DVIR	LOC108601514|XP_017844902.1|DBUS
OG0001804	LOC6630762|XP_002054621.2|DVIR	LOC108603445|XP_017847761.1|DBUS
OG0001805	LOC6622190|XP_002046870.1|DVIR	LOC108598969|XP_017841231.1|DBUS
OG0001806	LOC6629630|XP_015027209.1|DVIR	LOC108604040|XP_017848791.2|DBUS
OG0001806	LOC6629528|XP_032289921.1|DVIR	LOC108604167|XP_017848989.2|DBUS
OG0001807	LOC6630098|XP_002053691.2|DVIR	LOC108603786|XP_017848370.1|DBUS
OG0001808	LOC6632288|XP_015025750.1|DVIR	LOC108603239|XP_017847353.1|DBUS
OG0001809	LOC6629377|XP_002053541.2|DVIR	LOC108604697|XP_017849745.1|DBUS
OG0001810	LOC6630960|XP_032295283.1|DVIR	LOC108602392|XP_017845993.1|DBUS
OG0001811	LOC6626827|XP_032292193.1|DVIR	LOC108595251|XP_017835944.1|DBUS
OG0001812	LOC26530639|XP_015025128.1|DVIR	LOC108606311|XP_017851801.1|DBUS
OG0001813	LOC6629515|XP_015026896.1|DVIR	LOC108602772|XP_017846433.1|DBUS
OG0001814	LOC6630279|XP_015026820.1|DVIR	LOC108603620|XP_017848064.1|DBUS
OG0001815	LOC6632402|XP_002056619.1|DVIR	LOC108603931|XP_017848615.1|DBUS
OG0001816	LOC6635334|XP_002058883.2|DVIR	LOC108595524|XP_017836268.1|DBUS
OG0001817	LOC6626118|XP_002049925.1|DVIR	LOC108595976|XP_017836752.2|DBUS
OG0001817	LOC6626119|XP_015029333.2|DVIR	LOC108595975|XP_017836751.2|DBUS
OG0001818	LOC6634571|XP_002058183.3|DVIR	LOC108606955|XP_017853001.1|DBUS
OG0001819	LOC6627260|XP_002049916.1|DVIR	LOC108597727|XP_017839911.2|DBUS
OG0001820	LOC6636062|XP_002059593.1|DVIR	LOC108605710|XP_017850990.1|DBUS
OG0001821	LOC6627093|XP_002048808.2|DVIR	LOC108595349|XP_017836062.1|DBUS
OG0001822	LOC6625121|XP_002050888.1|DVIR	LOC108595507|XP_017836249.1|DBUS
OG0001823	LOC6624514|XP_002048532.1|DVIR	LOC108600286|XP_017843246.1|DBUS
OG0001824	LOC6627439|XP_002052240.1|DVIR	LOC108600863|XP_017844162.1|DBUS
OG0001825	LOC6626396|XP_032293313.1|DVIR	LOC108596109|XP_033149156.1|DBUS
OG0001826	LOC6626408|XP_002050049.1|DVIR	LOC108596156|XP_017837150.1|DBUS
OG0001827	LOC6626493|XP_002049318.1|DVIR	LOC108595377|XP_017836093.1|DBUS
OG0001828	LOC6631536|XP_002055060.1|DVIR, LOC6623058|XP_002047094.1|DVIR	LOC108606296|XP_017851771.1|DBUS
OG0001829	LOC6625646|XP_032292883.1|DVIR	LOC108595316|XP_017836025.1|DBUS
OG0001830	LOC6627140|XP_002049434.1|DVIR	LOC108596767|XP_017838348.1|DBUS
OG0001831	LOC6636801|XP_015023735.1|DVIR	LOC108598360|XP_017840469.2|DBUS
OG0001832	LOC6633660|XP_002056854.2|DVIR, LOC6637031|XP_032289081.1|DVIR, LOC6635054|XP_002058621.1|DVIR	LOC108605033|XP_033150473.1|DBUS, LOC108606662|XP_017852476.1|DBUS
OG0001833	LOC6632988|XP_002056489.1|DVIR, LOC6625230|XP_002049967.1|DVIR	LOC108596424|XP_017837636.1|DBUS
OG0001834	LOC6632915|XP_002056260.1|DVIR	LOC108603104|XP_017847097.1|DBUS
OG0001837	LOC6623448|XP_002048572.1|DVIR	LOC108599309|XP_017841600.1|DBUS
OG0001838	LOC6626967|XP_032292174.1|DVIR	LOC108594683|XP_033149076.1|DBUS
OG0001839	LOC6626504|XP_002050203.1|DVIR	LOC108595839|XP_017836619.1|DBUS
OG0001841	LOC6623464|XP_002047784.1|DVIR	LOC108598368|XP_017840478.1|DBUS
OG0001842	LOC6636814|XP_002060296.1|DVIR	LOC108599431|XP_017841741.1|DBUS
OG0001843	LOC6622087|XP_002047529.1|DVIR	LOC108599615|XP_017842060.2|DBUS
OG0001844	LOC6622681|XP_002047997.1|DVIR	LOC108598085|XP_017840187.1|DBUS
OG0001845	LOC6625330|XP_002049057.1|DVIR	LOC108595576|XP_017836326.1|DBUS
OG0001846	LOC6630499|XP_002054393.1|DVIR	LOC108604828|XP_017849930.2|DBUS
OG0001848	LOC26531103|XP_032289865.1|DVIR	LOC108602743|XP_017846387.1|DBUS
OG0001849	LOC6630912|XP_002053771.2|DVIR	LOC108603882|XP_017848543.1|DBUS
OG0001850	LOC6636235|XP_032290149.1|DVIR	LOC108607408|XP_033150520.1|DBUS
OG0001851	LOC6636228|XP_002059708.2|DVIR	LOC108607384|XP_017853611.1|DBUS
OG0001852	LOC6622731|XP_015030933.1|DVIR	LOC108600797|XP_017844061.1|DBUS
OG0001853	LOC6634863|XP_032295228.1|DVIR	LOC108602776|XP_017846452.1|DBUS
OG0001854	LOC6633855|XP_002057378.2|DVIR	LOC108606835|XP_017852809.1|DBUS
OG0001855	LOC6625553|XP_002049003.1|DVIR	LOC108594869|XP_017835497.1|DBUS
OG0001856	LOC116649727|XP_032295783.1|DVIR	LOC108605828|XP_017851123.1|DBUS
OG0001857	LOC6632127|XP_032295634.1|DVIR	LOC108606654|XP_017852460.1|DBUS
OG0001858	LOC6632170|XP_032295594.1|DVIR	LOC108605020|XP_017850075.1|DBUS
OG0001859	LOC6631306|XP_002055049.1|DVIR	LOC108605920|XP_017851227.1|DBUS
OG0001860	LOC6624578|XP_002047917.1|DVIR	LOC108598663|XP_017840864.1|DBUS
OG0001861	LOC6631111|XP_002054135.2|DVIR	LOC108605904|XP_017851207.1|DBUS, LOC108601991|XP_017845477.1|DBUS
OG0001862	LOC6629574|XP_002054857.1|DVIR	LOC108601895|XP_017845358.1|DBUS
OG0001863	LOC6631747|XP_002055467.1|DVIR	LOC108607034|XP_017853114.1|DBUS, LOC108603287|XP_017847446.1|DBUS
OG0001864	LOC6630472|XP_002054108.2|DVIR	LOC108603026|XP_017846925.1|DBUS
OG0001865	LOC6629316|XP_002053535.1|DVIR	LOC108603371|XP_017847623.1|DBUS
OG0001865	LOC6631982|XP_002055607.1|DVIR	LOC108606713|XP_017852580.1|DBUS
OG0001866	LOC6632536|XP_032289602.1|DVIR	LOC108601564|XP_017844952.1|DBUS
OG0001867	LOC6623883|XP_002046829.1|DVIR	LOC108599679|XP_017842159.1|DBUS
OG0001868	LOC6628004|XP_002051410.2|DVIR	LOC108596975|XP_017838720.1|DBUS
OG0001869	LOC6635141|XP_002058378.2|DVIR	LOC108604619|XP_017849651.1|DBUS
OG0001870	LOC6636048|XP_002059575.1|DVIR	LOC108605750|XP_017851039.1|DBUS
OG0001871	LOC6634744|XP_002058192.1|DVIR	LOC108605815|XP_017851110.1|DBUS
OG0001872	LOC6629499|XP_002054519.1|DVIR	LOC108604394|XP_017849341.1|DBUS
OG0001873	LOC6634973|XP_015024816.1|DVIR	LOC108604572|XP_017849592.1|DBUS
OG0001874	LOC6636736|XP_002060211.1|DVIR	LOC108603186|XP_017847236.1|DBUS
OG0001875	LOC6630198|XP_032296221.1|DVIR	LOC108603543|XP_033150101.1|DBUS
OG0001876	LOC6626360|XP_032292439.1|DVIR	LOC108596667|XP_017838162.1|DBUS
OG0001877	LOC6632027|XP_002055017.1|DVIR	LOC108602454|XP_017846066.1|DBUS, LOC108605460|XP_017850635.1|DBUS
OG0001878	LOC6632250|XP_002056079.1|DVIR	LOC108603204|XP_017847278.1|DBUS
OG0001879	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR	LOC108603183|XP_017847232.1|DBUS
OG0001880	LOC6631180|XP_002053235.1|DVIR	LOC108604047|XP_017848798.1|DBUS
OG0001881	LOC6634930|XP_002058441.1|DVIR	LOC108602310|XP_017845882.1|DBUS
OG0001882	LOC6630847|XP_002053929.1|DVIR	LOC108604512|XP_017849505.1|DBUS
OG0001883	LOC6630823|XP_015026855.1|DVIR	LOC108603611|XP_017848048.1|DBUS
OG0001884	LOC6629741|XP_002054145.1|DVIR	LOC108603197|XP_017847264.1|DBUS
OG0001885	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR	LOC108601119|XP_017844532.1|DBUS
OG0001886	LOC6629593|XP_002053000.1|DVIR	LOC108601718|XP_017845125.1|DBUS
OG0001887	LOC6626745|XP_002049308.1|DVIR	LOC108595038|XP_017835666.1|DBUS
OG0001888	LOC6632956|XP_002056573.1|DVIR	LOC108601938|XP_017845404.1|DBUS
OG0001889	LOC6631540|XP_002055064.1|DVIR	LOC108606297|XP_017851772.1|DBUS
OG0001890	LOC6624456|XP_002047611.1|DVIR	LOC108600519|XP_017843653.2|DBUS
OG0001891	LOC6630380|XP_032295643.1|DVIR	LOC108603298|XP_017847462.1|DBUS
OG0001892	LOC6628853|XP_002051239.2|DVIR	LOC108594468|XP_017835138.1|DBUS
OG0001893	LOC6633062|XP_002055951.1|DVIR	LOC108603698|XP_017848215.1|DBUS
OG0001894	LOC6635922|XP_002059362.1|DVIR	LOC108597397|XP_017839423.1|DBUS
OG0001895	LOC6636233|XP_002059747.2|DVIR	LOC108607394|XP_033150523.1|DBUS
OG0001896	LOC26531476|XP_032289175.1|DVIR	LOC108608269|XP_017855055.1|DBUS
OG0001897	LOC6630568|XP_002054385.1|DVIR	LOC108604068|XP_017848821.1|DBUS
OG0001898	LOC6633845|XP_002057197.1|DVIR	LOC108606959|XP_017853007.1|DBUS
OG0001899	LOC6635016|XP_032294826.1|DVIR	LOC108604045|XP_017848795.1|DBUS
OG0001900	LOC6622825|XP_002047546.1|DVIR	LOC108599726|XP_017842215.1|DBUS
OG0001901	LOC6627289|XP_032294122.1|DVIR	LOC108607862|XP_033150886.1|DBUS
OG0001903	LOC6634914|XP_002058674.2|DVIR	LOC108602361|XP_017845950.1|DBUS
OG0001904	LOC6632940|XP_002056127.2|DVIR	LOC108603433|XP_017847742.1|DBUS
OG0001905	LOC6631810|XP_002055744.1|DVIR	LOC108606821|XP_017852793.1|DBUS
OG0001906	LOC6632312|XP_032289778.1|DVIR	LOC108603515|XP_017847893.1|DBUS
OG0001907	LOC6636667|XP_032295789.1|DVIR	LOC108605161|XP_017850232.1|DBUS
OG0001908	LOC6633216|XP_002055981.1|DVIR	LOC108602383|XP_017845983.1|DBUS
OG0001909	LOC6632123|XP_002055261.1|DVIR	LOC108605262|XP_017850378.1|DBUS
OG0001910	LOC6632727|XP_002056050.1|DVIR	LOC108604289|XP_017849189.1|DBUS
OG0001911	LOC6629987|XP_015027658.1|DVIR	LOC108603813|XP_017848409.1|DBUS
OG0001912	LOC6626582|XP_002049695.2|DVIR	LOC108595323|XP_017836031.1|DBUS
OG0001913	LOC6627779|XP_002052018.1|DVIR	LOC108607914|XP_017854519.2|DBUS
OG0001914	LOC6632225|XP_032288800.1|DVIR	LOC117134861|XP_033150020.1|DBUS
OG0001915	LOC6623134|XP_032290356.1|DVIR	LOC108599747|XP_017842246.1|DBUS
OG0001916	LOC6626949|XP_015029030.1|DVIR	LOC108594944|XP_017835566.1|DBUS
OG0001917	LOC6624259|XP_002047159.2|DVIR	LOC108600808|XP_017844081.1|DBUS
OG0001918	LOC6622066|XP_002047081.2|DVIR	LOC108598033|XP_017840137.1|DBUS
OG0001919	LOC6625344|XP_002050426.1|DVIR	LOC108597417|XP_017839457.1|DBUS
OG0001920	LOC6631186|XP_002053241.1|DVIR	LOC108600025|XP_017842832.1|DBUS
OG0001921	LOC6635342|XP_002058869.1|DVIR	LOC108596387|XP_017837548.1|DBUS
OG0001922	LOC6636374|XP_002059903.1|DVIR	LOC108596372|XP_017837529.1|DBUS
OG0001923	LOC6624146|XP_032290475.1|DVIR	LOC108600006|XP_017842785.1|DBUS
OG0001924	LOC6629175|XP_032294253.1|DVIR	LOC108601155|XP_017844579.1|DBUS
OG0001925	LOC6624356|XP_002046938.1|DVIR	LOC108598587|XP_017840770.1|DBUS
OG0001926	LOC6624449|XP_015031116.1|DVIR, LOC26531907|XP_032290167.1|DVIR	LOC108600779|XP_017844037.1|DBUS
OG0001927	LOC6626539|XP_002050749.1|DVIR	LOC108596943|XP_017838670.1|DBUS
OG0001928	LOC6623265|XP_032290171.1|DVIR	LOC108598923|XP_017841176.1|DBUS
OG0001929	LOC6624086|XP_032291330.1|DVIR	LOC108599566|XP_017841951.1|DBUS
OG0001930	LOC6625194|XP_002048747.2|DVIR	LOC108596824|XP_017838429.1|DBUS
OG0001931	LOC6623813|XP_032291040.1|DVIR	LOC108600720|XP_033149479.1|DBUS
OG0001932	LOC6623786|XP_002047365.1|DVIR	LOC108600571|XP_017843729.1|DBUS
OG0001933	LOC6626854|XP_002050088.1|DVIR	LOC108595521|XP_017836264.1|DBUS
OG0001934	LOC6623856|XP_002047841.1|DVIR	LOC108598532|XP_017840703.1|DBUS
OG0001935	LOC6623638|XP_002046186.2|DVIR	LOC108598430|XP_017840549.1|DBUS
OG0001937	LOC6636473|XP_002059922.2|DVIR	LOC108597721|XP_017839902.2|DBUS
OG0001938	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR	LOC108597735|XP_017839919.1|DBUS
OG0001939	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR	LOC108595767|XP_017836546.1|DBUS
OG0001940	LOC26531019|XP_032292582.1|DVIR	LOC108596203|XP_033148994.1|DBUS
OG0001941	LOC6631184|XP_015027223.1|DVIR	LOC108598787|XP_017841019.1|DBUS
OG0001942	LOC6635955|XP_002059397.2|DVIR	LOC108595569|XP_017836319.1|DBUS
OG0001943	LOC6623341|XP_002046189.1|DVIR	LOC108599350|XP_017841642.2|DBUS
OG0001944	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR	LOC108598539|XP_017840711.1|DBUS
OG0001945	LOC6635919|XP_002059359.3|DVIR	LOC108597694|XP_017839859.1|DBUS
OG0001946	LOC6626501|XP_002050870.1|DVIR	LOC108597503|XP_017839577.1|DBUS
OG0001947	LOC6626615|XP_002050599.1|DVIR	LOC108595456|XP_017836185.1|DBUS
OG0001948	LOC6622360|XP_002047720.1|DVIR	LOC108599043|XP_017841312.2|DBUS
OG0001949	LOC6623797|XP_032290625.1|DVIR	LOC108600442|XP_033149321.1|DBUS
OG0001950	LOC6630671|XP_032295217.1|DVIR	LOC108603307|XP_017847478.1|DBUS
OG0001951	LOC6626511|XP_032292583.1|DVIR	LOC108596122|XP_017837071.1|DBUS
OG0001952	LOC6626111|XP_002050024.1|DVIR	LOC117135084|XP_033150906.1|DBUS
OG0001953	LOC6636370|XP_032292427.1|DVIR	LOC108596176|XP_033148929.1|DBUS
OG0001954	LOC6627056|XP_002050512.2|DVIR	LOC108596413|XP_033149184.1|DBUS
OG0001955	LOC6626572|XP_002050551.1|DVIR	LOC108595351|XP_017836064.1|DBUS
OG0001956	LOC6624021|XP_002048311.3|DVIR	LOC108599910|XP_017842596.1|DBUS
OG0001957	LOC6626358|XP_002050861.1|DVIR	LOC108595648|XP_017836412.1|DBUS
OG0001958	LOC6624884|XP_032291947.1|DVIR	LOC108596805|XP_017838401.1|DBUS
OG0001959	LOC6624711|XP_002048130.3|DVIR	LOC108599071|XP_017841342.2|DBUS
OG0001960	LOC6622927|XP_032291068.1|DVIR	LOC108599842|XP_017842453.1|DBUS
OG0001961	LOC6627254|XP_015029602.1|DVIR	LOC108597167|XP_017839070.1|DBUS
OG0001962	LOC6635923|XP_032292197.1|DVIR	LOC108597395|XP_017839421.1|DBUS
OG0001963	LOC6622663|XP_002047023.1|DVIR	LOC108600022|XP_017842829.1|DBUS
OG0001964	LOC6622277|XP_002046649.2|DVIR	LOC108599941|XP_017842654.1|DBUS
OG0001965	LOC6623540|XP_002047328.2|DVIR	LOC108598690|XP_017840900.2|DBUS
OG0001966	LOC6630544|XP_002054415.1|DVIR	LOC108604013|XP_017848744.1|DBUS
OG0001967	LOC6625387|XP_002050304.1|DVIR	LOC108595423|XP_017836141.1|DBUS
OG0001968	LOC6623937|XP_002046279.1|DVIR	LOC108600735|XP_017843966.1|DBUS
OG0001969	LOC6625261|XP_002050690.1|DVIR	LOC108597386|XP_017839408.1|DBUS
OG0001970	LOC6625600|XP_002050260.1|DVIR	LOC108597369|XP_017839384.1|DBUS
OG0001971	LOC6626723|XP_032293156.1|DVIR	LOC108595834|XP_017836613.1|DBUS
OG0001972	LOC6626123|XP_002050030.1|DVIR	LOC108596517|XP_017837848.1|DBUS
OG0001973	LOC6627053|XP_015030141.1|DVIR	LOC108597560|XP_017839658.1|DBUS
OG0001974	LOC6625696|XP_002048846.2|DVIR	LOC108597651|XP_017839795.1|DBUS
OG0001975	LOC6623862|XP_002047408.1|DVIR	LOC108599334|XP_017841627.2|DBUS
OG0001976	LOC6626906|XP_002050966.1|DVIR	LOC108596922|XP_017838629.1|DBUS
OG0001977	LOC6627449|XP_032293907.1|DVIR	LOC108607830|XP_017854378.1|DBUS
OG0001978	LOC6628402|XP_032294042.1|DVIR	LOC108608371|XP_017855208.1|DBUS
OG0001979	LOC6623792|XP_002048622.1|DVIR	LOC108600980|XP_017844331.1|DBUS
OG0001979	LOC6628450|XP_002051653.1|DVIR	LOC108608216|XP_017854981.1|DBUS
OG0001980	LOC6635756|XP_002059113.1|DVIR	LOC108596325|XP_017837440.1|DBUS
OG0001981	LOC6628102|XP_032294392.1|DVIR	LOC108594239|XP_033150588.1|DBUS
OG0001982	LOC6629007|XP_002051276.2|DVIR	LOC108608223|XP_017854989.2|DBUS
OG0001983	LOC26531357|XP_032288987.1|DVIR	LOC108596145|XP_017837130.1|DBUS
