Orthogroup	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
OG0027064							CCAP1982_LOCUS1456|CAD6992607.1|CCAP																														
OG0027065							CCAP1982_LOCUS1467|CAD6992619.1|CCAP																														
OG0027066							CCAP1982_LOCUS1468|CAD6992620.1|CCAP																														
OG0027067							CCAP1982_LOCUS1471|CAD6992623.1|CCAP																														
OG0027068							CCAP1982_LOCUS1472|CAD6992624.1|CCAP																														
OG0027069							CCAP1982_LOCUS1473|CAD6992625.1|CCAP																														
OG0027070							CCAP1982_LOCUS1474|CAD6992626.1|CCAP																														
OG0027071							CCAP1982_LOCUS1481|CAD6992633.1|CCAP																														
OG0027072							CCAP1982_LOCUS1482|CAD6992634.1|CCAP																														
OG0027073							CCAP1982_LOCUS1487|CAD6992642.1|CCAP																														
OG0027074							CCAP1982_LOCUS1488|CAD6992643.1|CCAP																														
OG0027075							CCAP1982_LOCUS1489|CAD6992644.1|CCAP																														
OG0027076							CCAP1982_LOCUS1490|CAD6992645.1|CCAP																														
OG0027077							CCAP1982_LOCUS1491|CAD6992646.1|CCAP																														
OG0027078							CCAP1982_LOCUS1492|CAD6992647.1|CCAP																														
OG0027079							CCAP1982_LOCUS1493|CAD6992648.1|CCAP																														
OG0027080							CCAP1982_LOCUS1494|CAD6992649.1|CCAP																														
OG0027081							CCAP1982_LOCUS1495|CAD6992650.1|CCAP																														
OG0027082							CCAP1982_LOCUS1496|CAD6992651.1|CCAP																														
OG0027083							CCAP1982_LOCUS1497|CAD6992652.1|CCAP																														
OG0027084							CCAP1982_LOCUS1498|CAD6992653.1|CCAP																														
OG0027085							CCAP1982_LOCUS1499|CAD6992654.1|CCAP																														
OG0027086							CCAP1982_LOCUS1500|CAD6992655.1|CCAP																														
OG0027087							CCAP1982_LOCUS1501|CAD6992656.1|CCAP																														
OG0027088							CCAP1982_LOCUS1502|CAD6992657.1|CCAP																														
OG0027089							CCAP1982_LOCUS1510|CAD6992665.1|CCAP																														
OG0027090							CCAP1982_LOCUS1513|CAD6992668.1|CCAP																														
OG0027091							CCAP1982_LOCUS1515|CAD6992670.1|CCAP																														
OG0027092							CCAP1982_LOCUS1521|CAD6992676.1|CCAP																														
OG0027093							CCAP1982_LOCUS1522|CAD6992677.1|CCAP																														
OG0027094							CCAP1982_LOCUS1524|CAD6992679.1|CCAP																														
OG0027095							CCAP1982_LOCUS1528|CAD6992683.1|CCAP																														
OG0027096							CCAP1982_LOCUS1529|CAD6992684.1|CCAP																														
OG0027097							CCAP1982_LOCUS1534|CAD6992689.1|CCAP																														
OG0027098							CCAP1982_LOCUS1536|CAD6992691.1|CCAP																														
OG0027099							CCAP1982_LOCUS1547|CAD6992702.1|CCAP																														
OG0027100							CCAP1982_LOCUS1556|CAD6992711.1|CCAP																														
OG0027101							CCAP1982_LOCUS1560|CAD6992715.1|CCAP																														
OG0027102							CCAP1982_LOCUS1562|CAD6992717.1|CCAP																														
OG0027103							CCAP1982_LOCUS1566|CAD6992721.1|CCAP																														
OG0027104							CCAP1982_LOCUS1567|CAD6992722.1|CCAP																														
OG0027105							CCAP1982_LOCUS1569|CAD6992724.1|CCAP																														
OG0027106							CCAP1982_LOCUS1570|CAD6992725.1|CCAP																														
OG0027107							CCAP1982_LOCUS1571|CAD6992726.1|CCAP																														
OG0027108							CCAP1982_LOCUS1572|CAD6992727.1|CCAP																														
OG0027109							CCAP1982_LOCUS1573|CAD6992728.1|CCAP																														
OG0027110							CCAP1982_LOCUS1575|CAD6992730.1|CCAP																														
OG0027111							CCAP1982_LOCUS1576|CAD6992731.1|CCAP																														
OG0027112							CCAP1982_LOCUS1577|CAD6992732.1|CCAP																														
OG0027113							CCAP1982_LOCUS1583|CAD6992738.1|CCAP																														
OG0027114							CCAP1982_LOCUS1586|CAD6992741.1|CCAP																														
OG0027115							CCAP1982_LOCUS1587|CAD6992742.1|CCAP																														
OG0027116							CCAP1982_LOCUS1666|CAD6992829.1|CCAP																														
OG0027117							CCAP1982_LOCUS1672|CAD6992835.1|CCAP																														
OG0027118							CCAP1982_LOCUS1673|CAD6992836.1|CCAP																														
OG0027119							CCAP1982_LOCUS1674|CAD6992837.1|CCAP																														
OG0027120							CCAP1982_LOCUS1679|CAD6992844.1|CCAP																														
OG0027121							CCAP1982_LOCUS1680|CAD6992845.1|CCAP																														
OG0027122							CCAP1982_LOCUS1681|CAD6992846.1|CCAP																														
OG0027123							CCAP1982_LOCUS1682|CAD6992847.1|CCAP																														
OG0027124							CCAP1982_LOCUS1683|CAD6992848.1|CCAP																														
OG0027125							CCAP1982_LOCUS1684|CAD6992849.1|CCAP																														
OG0027126							CCAP1982_LOCUS1685|CAD6992850.1|CCAP																														
OG0027127							CCAP1982_LOCUS1686|CAD6992851.1|CCAP																														
OG0027128							CCAP1982_LOCUS1687|CAD6992852.1|CCAP																														
OG0027129							CCAP1982_LOCUS1688|CAD6992853.1|CCAP																														
OG0027130							CCAP1982_LOCUS1689|CAD6992854.1|CCAP																														
OG0027131							CCAP1982_LOCUS1690|CAD6992855.1|CCAP																														
OG0027132							CCAP1982_LOCUS1692|CAD6992857.1|CCAP																														
OG0027133							CCAP1982_LOCUS1693|CAD6992858.1|CCAP																														
OG0027134							CCAP1982_LOCUS1694|CAD6992859.1|CCAP																														
OG0027135							CCAP1982_LOCUS1695|CAD6992860.1|CCAP																														
OG0027136							CCAP1982_LOCUS1696|CAD6992861.1|CCAP																														
OG0027137							CCAP1982_LOCUS1697|CAD6992862.1|CCAP																														
OG0027138							CCAP1982_LOCUS1698|CAD6992863.1|CCAP																														
OG0027139							CCAP1982_LOCUS1699|CAD6992864.1|CCAP																														
OG0027140							CCAP1982_LOCUS1700|CAD6992865.1|CCAP																														
OG0027141							CCAP1982_LOCUS1702|CAD6992866.1|CCAP																														
OG0027142							CCAP1982_LOCUS1701|CAD6992867.1|CCAP																														
OG0027143							CCAP1982_LOCUS1703|CAD6992868.1|CCAP																														
OG0027144							CCAP1982_LOCUS1704|CAD6992869.1|CCAP																														
OG0027145							CCAP1982_LOCUS1705|CAD6992870.1|CCAP																														
OG0027146							CCAP1982_LOCUS1707|CAD6992872.1|CCAP																														
OG0027147							CCAP1982_LOCUS1709|CAD6992874.1|CCAP																														
OG0027148							CCAP1982_LOCUS1710|CAD6992875.1|CCAP																														
OG0027149							CCAP1982_LOCUS1711|CAD6992876.1|CCAP																														
OG0027150							CCAP1982_LOCUS1712|CAD6992877.1|CCAP																														
OG0027151							CCAP1982_LOCUS1713|CAD6992878.1|CCAP																														
OG0027152							CCAP1982_LOCUS1714|CAD6992879.1|CCAP																														
OG0027153							CCAP1982_LOCUS1715|CAD6992880.1|CCAP																														
OG0027154							CCAP1982_LOCUS1716|CAD6992881.1|CCAP																														
OG0027155							CCAP1982_LOCUS1717|CAD6992882.1|CCAP																														
OG0027156							CCAP1982_LOCUS1718|CAD6992883.1|CCAP																														
OG0027157							CCAP1982_LOCUS1719|CAD6992884.1|CCAP																														
OG0027158							CCAP1982_LOCUS1720|CAD6992885.1|CCAP																														
OG0027159							CCAP1982_LOCUS1721|CAD6992886.1|CCAP																														
OG0027160							CCAP1982_LOCUS1722|CAD6992887.1|CCAP																														
OG0027161							CCAP1982_LOCUS1724|CAD6992889.1|CCAP																														
OG0027162							CCAP1982_LOCUS1725|CAD6992890.1|CCAP																														
OG0027163							CCAP1982_LOCUS1727|CAD6992892.1|CCAP																														
OG0027164							CCAP1982_LOCUS1736|CAD6992903.1|CCAP																														
OG0027165							CCAP1982_LOCUS1737|CAD6992904.1|CCAP																														
OG0027166							CCAP1982_LOCUS1743|CAD6992910.1|CCAP																														
OG0027167							CCAP1982_LOCUS1746|CAD6992913.1|CCAP																														
OG0027168							CCAP1982_LOCUS1749|CAD6992916.1|CCAP																														
OG0027169							CCAP1982_LOCUS1750|CAD6992917.1|CCAP																														
OG0027170							CCAP1982_LOCUS1754|CAD6992921.1|CCAP																														
OG0027171							CCAP1982_LOCUS1757|CAD6992924.1|CCAP																														
OG0027172							CCAP1982_LOCUS1762|CAD6992929.1|CCAP																														
OG0027173							CCAP1982_LOCUS1763|CAD6992930.1|CCAP																														
OG0027174							CCAP1982_LOCUS1765|CAD6992932.1|CCAP																														
OG0027175							CCAP1982_LOCUS1766|CAD6992933.1|CCAP																														
OG0027176							CCAP1982_LOCUS1767|CAD6992934.1|CCAP																														
OG0027177							CCAP1982_LOCUS1768|CAD6992935.1|CCAP																														
OG0027178							CCAP1982_LOCUS1769|CAD6992936.1|CCAP																														
OG0027179							CCAP1982_LOCUS1770|CAD6992937.1|CCAP																														
OG0027180							CCAP1982_LOCUS1772|CAD6992939.1|CCAP																														
OG0027181							CCAP1982_LOCUS1773|CAD6992940.1|CCAP																														
OG0027182							CCAP1982_LOCUS1774|CAD6992941.1|CCAP																														
OG0027183							CCAP1982_LOCUS1776|CAD6992943.1|CCAP																														
OG0027184							CCAP1982_LOCUS1777|CAD6992944.1|CCAP																														
OG0027185							CCAP1982_LOCUS1780|CAD6992947.1|CCAP																														
OG0027186							CCAP1982_LOCUS1781|CAD6992948.1|CCAP																														
OG0027187							CCAP1982_LOCUS1782|CAD6992949.1|CCAP																														
OG0027188							CCAP1982_LOCUS1783|CAD6992950.1|CCAP																														
OG0027189							CCAP1982_LOCUS1786|CAD6992954.1|CCAP																														
OG0027190							CCAP1982_LOCUS1787|CAD6992955.1|CCAP																														
OG0027191							CCAP1982_LOCUS1789|CAD6992957.1|CCAP																														
OG0027192							CCAP1982_LOCUS1793|CAD6992961.1|CCAP																														
OG0027193							CCAP1982_LOCUS1794|CAD6992962.1|CCAP																														
OG0027194							CCAP1982_LOCUS1796|CAD6992964.1|CCAP																														
OG0027195							CCAP1982_LOCUS1807|CAD6992976.1|CCAP																														
OG0027196							CCAP1982_LOCUS1812|CAD6992981.1|CCAP																														
OG0027197							CCAP1982_LOCUS1814|CAD6992983.1|CCAP																														
OG0027198							CCAP1982_LOCUS1815|CAD6992984.1|CCAP																														
OG0027199							CCAP1982_LOCUS1816|CAD6992985.1|CCAP																														
OG0027200							CCAP1982_LOCUS1822|CAD6992991.1|CCAP																														
OG0027201							CCAP1982_LOCUS1829|CAD6992997.1|CCAP																														
OG0027202							CCAP1982_LOCUS1833|CAD6992998.1|CCAP																														
OG0027203							CCAP1982_LOCUS1834|CAD6992999.1|CCAP																														
OG0027204							CCAP1982_LOCUS1839|CAD6993004.1|CCAP																														
OG0027205							CCAP1982_LOCUS1841|CAD6993006.1|CCAP																														
OG0027206							CCAP1982_LOCUS1842|CAD6993007.1|CCAP																														
OG0027207							CCAP1982_LOCUS1844|CAD6993009.1|CCAP																														
OG0027208							CCAP1982_LOCUS1850|CAD6993015.1|CCAP																														
OG0027209							CCAP1982_LOCUS1851|CAD6993016.1|CCAP																														
OG0027210							CCAP1982_LOCUS1852|CAD6993017.1|CCAP																														
OG0027211							CCAP1982_LOCUS1855|CAD6993019.1|CCAP																														
OG0027212							CCAP1982_LOCUS1856|CAD6993020.1|CCAP																														
OG0027213							CCAP1982_LOCUS1857|CAD6993021.1|CCAP																														
OG0027214							CCAP1982_LOCUS1865|CAD6993030.1|CCAP																														
OG0027215							CCAP1982_LOCUS1866|CAD6993031.1|CCAP																														
OG0027216							CCAP1982_LOCUS1867|CAD6993032.1|CCAP																														
OG0027217							CCAP1982_LOCUS1878|CAD6993046.1|CCAP																														
OG0027218							CCAP1982_LOCUS1879|CAD6993047.1|CCAP																														
OG0027219							CCAP1982_LOCUS1881|CAD6993049.1|CCAP																														
OG0027220							CCAP1982_LOCUS1893|CAD6993063.1|CCAP																														
OG0027221							CCAP1982_LOCUS1894|CAD6993065.1|CCAP																														
OG0027222							CCAP1982_LOCUS1895|CAD6993066.1|CCAP																														
OG0027223							CCAP1982_LOCUS1896|CAD6993067.1|CCAP																														
OG0027224							CCAP1982_LOCUS1898|CAD6993069.1|CCAP																														
OG0027225							CCAP1982_LOCUS1901|CAD6993071.1|CCAP																														
OG0027226							CCAP1982_LOCUS1902|CAD6993072.1|CCAP																														
OG0027227							CCAP1982_LOCUS1904|CAD6993074.1|CCAP																														
OG0027228							CCAP1982_LOCUS1905|CAD6993075.1|CCAP																														
OG0027229							CCAP1982_LOCUS1906|CAD6993076.1|CCAP																														
OG0027230							CCAP1982_LOCUS1908|CAD6993078.1|CCAP																														
OG0027231							CCAP1982_LOCUS1917|CAD6993091.1|CCAP																														
OG0027232							CCAP1982_LOCUS1918|CAD6993092.1|CCAP																														
OG0027233							CCAP1982_LOCUS1930|CAD6993105.1|CCAP																														
OG0027234							CCAP1982_LOCUS1931|CAD6993106.1|CCAP																														
