Orthogroup	DMAU.longest_only	CQUI.longest_only
OG0002618	LOC117143042|XP_033163376.1|DMAU	LOC119765448|XP_038105233.1|CQUI, LOC6033979|XP_038106052.1|CQUI
OG0002619	LOC117145057|XP_033166458.1|DMAU	LOC6032657|XP_038105617.1|CQUI
OG0002620	LOC117142282|XP_033162056.1|DMAU	LOC6040887|XP_038116857.1|CQUI
OG0002621	LOC117144431|XP_033165468.1|DMAU	LOC6046150|XP_001863389.2|CQUI
OG0002622	LOC117140519|XP_033159388.1|DMAU	LOC6042829|XP_038121167.1|CQUI
OG0002623	LOC117144577|XP_033165727.1|DMAU	LOC6046297|XP_038104081.1|CQUI
OG0002624	LOC117144265|XP_033165258.1|DMAU	LOC6046298|XP_001863523.1|CQUI
OG0002625	LOC117142742|XP_033162804.1|DMAU	LOC6046300|XP_038106082.1|CQUI
OG0002626	LOC117146415|XP_033168506.1|DMAU	LOC6031552|XP_038107347.1|CQUI, LOC6031551|XP_001842335.1|CQUI
OG0002627	LOC117143254|XP_033163705.1|DMAU	LOC6046532|XP_038104300.1|CQUI
OG0002628	LOC117143023|XP_033163294.1|DMAU	LOC6039938|XP_038104080.1|CQUI
OG0002629	LOC117145954|XP_033167730.1|DMAU	LOC6035513|XP_038105534.1|CQUI
OG0002630	LOC117145226|XP_033166690.1|DMAU	LOC6034954|XP_038121386.1|CQUI
OG0002631	LOC117143743|XP_033164445.1|DMAU	LOC6037418|XP_038111833.1|CQUI
OG0002632	LOC117144621|XP_033165806.1|DMAU	LOC6033709|XP_001844131.2|CQUI
OG0002633	LOC117146074|XP_033167908.1|DMAU	LOC6039200|XP_038122760.1|CQUI
OG0002634	LOC117143339|XP_033163893.1|DMAU	LOC6039199|XP_001848842.2|CQUI
OG0002635	LOC117142585|XP_033162546.1|DMAU	LOC6039610|XP_038122868.1|CQUI
OG0002636	LOC117144064|XP_033164964.1|DMAU	LOC6040685|XP_038112848.1|CQUI
OG0002637	LOC117150671|XP_033173562.1|DMAU	LOC6031662|XP_038122543.1|CQUI
OG0002638	LOC117142543|XP_033162482.1|DMAU	LOC6035387|XP_038104455.1|CQUI, LOC6035388|XP_038104698.1|CQUI
OG0002639	LOC117142795|XP_033162885.1|DMAU	LOC6035337|XP_001845549.1|CQUI
OG0002640	LOC117144793|XP_033166060.1|DMAU	LOC6046141|XP_038105323.1|CQUI
OG0002641	LOC117145088|XP_033166497.1|DMAU	LOC119765005|XP_038105425.1|CQUI
OG0002642	LOC117143731|XP_033164432.1|DMAU	LOC6046149|XP_001863388.1|CQUI
OG0002643	LOC117143730|XP_033164429.1|DMAU	LOC6042426|XP_038116514.1|CQUI
OG0002644	LOC117145251|XP_033166723.1|DMAU	LOC6040262|XP_001849697.1|CQUI
OG0002645	LOC117145442|XP_033166990.1|DMAU	LOC6039075|XP_038105065.1|CQUI
OG0002646	LOC117144881|XP_033166184.1|DMAU	LOC6049257|XP_038122895.1|CQUI
OG0002647	LOC117143952|XP_033164777.1|DMAU	LOC6049258|XP_001866049.2|CQUI
OG0002648	LOC117144569|XP_033165714.1|DMAU	LOC6047062|XP_038122743.1|CQUI
OG0002649	LOC117143909|XP_033164714.1|DMAU	LOC6040877|XP_038105238.1|CQUI
OG0002650	LOC117143951|XP_033164775.1|DMAU	LOC6037336|XP_001847260.2|CQUI
OG0002651	LOC117142913|XP_033163089.1|DMAU	LOC6042016|XP_001851181.1|CQUI
OG0002652	LOC117143728|XP_033164423.1|DMAU	LOC6037488|XP_001847398.2|CQUI
OG0002653	LOC117142662|XP_033162681.1|DMAU	LOC6032991|XP_038104414.1|CQUI
OG0002654	LOC117142661|XP_033162680.1|DMAU	LOC6032986|XP_038113027.1|CQUI
OG0002655	LOC117145984|XP_033167784.1|DMAU	LOC6052791|XP_038105458.1|CQUI
OG0002656	LOC117143847|XP_033164595.1|DMAU	LOC119771232|XP_038122957.1|CQUI
OG0002657	LOC117142583|XP_033162545.1|DMAU	LOC6039894|XP_038104649.1|CQUI
OG0002658	LOC117145806|XP_033167498.1|DMAU	LOC6038048|XP_038117054.1|CQUI
OG0002659	LOC117143988|XP_033164822.1|DMAU	LOC6033898|XP_038105411.1|CQUI
OG0002660	LOC117147587|XP_033170424.1|DMAU	LOC6032091|XP_001842757.2|CQUI
OG0002661	LOC117145492|XP_033167060.1|DMAU	LOC6032100|XP_038104113.1|CQUI
OG0002663	LOC117142682|XP_033162717.1|DMAU	LOC6033908|XP_001844297.2|CQUI
OG0002664	LOC117135814|XP_033152215.1|DMAU	LOC119767149|XP_038110904.1|CQUI, LOC6033976|XP_038114274.1|CQUI
OG0002665	LOC117137503|XP_033154875.1|DMAU	LOC6032788|XP_001843327.2|CQUI
OG0002666	LOC117138649|XP_033156759.1|DMAU	LOC6032789|XP_001843328.2|CQUI
OG0002667	LOC117137484|XP_033154854.1|DMAU	LOC6032791|XP_001843330.1|CQUI
OG0002668	LOC117140460|XP_033159291.1|DMAU	LOC6032864|XP_038115563.1|CQUI
OG0002669	LOC117147397|XP_033170162.1|DMAU	LOC6032866|XP_001843391.2|CQUI
OG0002670	LOC117140545|XP_033159429.1|DMAU	LOC6032891|XP_038115756.1|CQUI
OG0002671	LOC117140955|XP_033160065.1|DMAU	LOC6032904|XP_038116383.1|CQUI
OG0002672	LOC117135480|XP_033151587.1|DMAU	LOC6047073|XP_038114497.1|CQUI
OG0002673	LOC117136237|XP_033152913.1|DMAU	LOC6047866|XP_001864865.1|CQUI
OG0002674	LOC117135828|XP_033152229.1|DMAU	LOC119770814|XP_038122269.1|CQUI
OG0002675	LOC117141073|XP_033160261.1|DMAU	LOC6031130|XP_001841974.2|CQUI
OG0002676	LOC117135721|XP_033152049.1|DMAU	LOC6031163|XP_001842006.2|CQUI
OG0002677	LOC117136268|XP_033152981.1|DMAU	LOC6050946|XP_038119493.1|CQUI
OG0002678	LOC117138325|XP_033156254.1|DMAU	LOC6046856|XP_038115031.1|CQUI
OG0002679	LOC117136146|XP_033152745.1|DMAU	LOC6047868|XP_038117286.1|CQUI
OG0002680	LOC117148884|XP_033172477.1|DMAU	LOC6050667|XP_038119955.1|CQUI, LOC119770006|XP_038119956.1|CQUI
OG0002681	LOC117135681|XP_033151970.1|DMAU	LOC6048454|XP_038117937.1|CQUI
OG0002682	LOC117139003|XP_033156987.1|DMAU	LOC6039110|XP_001848775.1|CQUI
OG0002684	LOC117147190|XP_033169883.1|DMAU	LOC6053386|XP_038119031.1|CQUI
OG0002685	LOC117140004|XP_033158606.1|DMAU	LOC6044058|XP_038122059.1|CQUI
OG0002686	LOC117141995|XP_033161734.1|DMAU	LOC6035322|XP_038120359.1|CQUI
OG0002687	LOC117140450|XP_033159268.1|DMAU	LOC6031027|XP_038121233.1|CQUI
OG0002688	LOC117141419|XP_033160738.1|DMAU	LOC6034066|XP_038117958.1|CQUI
OG0002689	LOC117147520|XP_033170327.1|DMAU	LOC6031022|XP_001841874.2|CQUI
OG0002690	LOC117141147|XP_033160371.1|DMAU	LOC6031016|XP_001841868.2|CQUI
OG0002691	LOC117136056|XP_033152594.1|DMAU	LOC6031013|XP_001841865.2|CQUI
OG0002692	LOC117138454|XP_033156471.1|DMAU	LOC6031012|XP_038115949.1|CQUI
OG0002693	LOC117142119|XP_033161905.1|DMAU	LOC6031004|XP_038117375.1|CQUI
OG0002694	LOC117137787|XP_033155332.1|DMAU	LOC6054363|XP_038118286.1|CQUI
OG0002695	LOC117140929|XP_033160015.1|DMAU	LOC119770439|XP_038121280.1|CQUI
OG0002696	LOC117139791|XP_033158295.1|DMAU	LOC6044663|XP_001862142.1|CQUI
OG0002697	LOC117140262|XP_033158974.1|DMAU	LOC6051143|XP_038115267.1|CQUI
OG0002698	LOC117139213|XP_033157281.1|DMAU	LOC6038835|XP_038114817.1|CQUI, LOC119769237|XP_038117099.1|CQUI
OG0002699	LOC117141079|XP_033160268.1|DMAU	LOC6038829|XP_038119273.1|CQUI
OG0002700	LOC117141957|XP_033161607.1|DMAU	LOC6038814|XP_038120485.1|CQUI
OG0002701	LOC117138555|XP_033156605.1|DMAU	LOC6038802|XP_001848520.2|CQUI
OG0002702	LOC117136181|XP_033152816.1|DMAU	LOC6038667|XP_038114844.1|CQUI
OG0002704	LOC117138655|XP_033156776.1|DMAU	LOC6042006|XP_038119824.1|CQUI
OG0002705	LOC117141971|XP_033161661.1|DMAU	LOC6040591|XP_038122096.1|CQUI
OG0002706	LOC117138327|XP_033156255.1|DMAU	LOC119768774|XP_038115792.1|CQUI
OG0002707	LOC117141188|XP_033160417.1|DMAU	LOC6030979|XP_038117370.1|CQUI
OG0002708	LOC117141427|XP_033160756.1|DMAU	LOC119769719|XP_038119108.1|CQUI
OG0002709	LOC117137829|XP_033155407.1|DMAU	LOC6048523|XP_038120838.1|CQUI
OG0002710	LOC117137233|XP_033154483.1|DMAU	LOC6048515|XP_001865425.1|CQUI
OG0002711	LOC117137729|XP_033155196.1|DMAU	LOC6048518|XP_038118479.1|CQUI
OG0002712	LOC117136508|XP_033153343.1|DMAU	LOC6040648|XP_038117478.1|CQUI
OG0002713	LOC117136529|XP_033153364.1|DMAU	LOC6043373|XP_038115205.1|CQUI
OG0002714	LOC117136045|XP_033152575.1|DMAU	LOC6037623|XP_038122371.1|CQUI
OG0002715	LOC117146751|XP_033169122.1|DMAU	LOC6052418|XP_001868697.2|CQUI
OG0002716	LOC117137677|XP_033155137.1|DMAU	LOC6036601|XP_038117821.1|CQUI
OG0002717	LOC117144356|XP_033165363.1|DMAU	LOC6041125|XP_001850429.2|CQUI
OG0002718	LOC117139981|XP_033158575.1|DMAU	LOC6050250|XP_038121890.1|CQUI
OG0002719	LOC117143156|XP_033163553.1|DMAU	LOC6051587|XP_001868006.2|CQUI
OG0002720	LOC117139244|XP_033157346.1|DMAU	LOC6051591|XP_001868004.2|CQUI
OG0002721	LOC117135196|XP_033151162.1|DMAU	LOC6052012|XP_001868352.2|CQUI
OG0002722	LOC117136734|XP_033153655.1|DMAU	LOC6044401|XP_038117819.1|CQUI
OG0002723	LOC117136315|XP_033153054.1|DMAU	LOC6048587|XP_001865488.1|CQUI
OG0002725	LOC117139399|XP_033157557.1|DMAU	LOC6044415|XP_038121721.1|CQUI
OG0002727	LOC117141406|XP_033160720.1|DMAU	LOC6052709|XP_038121810.1|CQUI
OG0002728	LOC117138306|XP_033156200.1|DMAU	LOC6041329|XP_038118169.1|CQUI
OG0002730	LOC117135624|XP_033151877.1|DMAU	LOC6037287|XP_038116853.1|CQUI
OG0002731	LOC117139257|XP_033157364.1|DMAU	LOC6053172|XP_038116398.1|CQUI
OG0002732	LOC117137225|XP_033154473.1|DMAU	LOC6036295|XP_038116516.1|CQUI
OG0002733	LOC117137353|XP_033154642.1|DMAU	LOC6050482|XP_001867085.2|CQUI
OG0002734	LOC117135818|XP_033152216.1|DMAU	LOC6036270|XP_038117541.1|CQUI
OG0002735	LOC117138312|XP_033156211.1|DMAU	LOC6036250|XP_001846318.2|CQUI
OG0002736	LOC117138314|XP_033156218.1|DMAU	LOC6036247|XP_038117228.1|CQUI
OG0002737	LOC117139559|XP_033157845.1|DMAU	LOC6036241|XP_038117390.1|CQUI
OG0002738	LOC117139908|XP_033158480.1|DMAU	LOC6051351|XP_038117754.1|CQUI
OG0002739	LOC117140583|XP_033159478.1|DMAU	LOC6040115|XP_038114705.1|CQUI
OG0002740	LOC117140581|XP_033159477.1|DMAU	LOC6040112|XP_038114717.1|CQUI
OG0002741	LOC117135443|XP_033151511.1|DMAU	LOC6043972|XP_038114556.1|CQUI
OG0002742	LOC117137163|XP_033154366.1|DMAU	LOC6043968|XP_038119764.1|CQUI
OG0002743	LOC117139789|XP_033158294.1|DMAU	LOC6050310|XP_001866941.1|CQUI, LOC6050309|XP_001866940.2|CQUI
OG0002744	LOC117140513|XP_033159381.1|DMAU	LOC6050300|XP_038115637.1|CQUI
OG0002745	LOC117141827|XP_033161371.1|DMAU	LOC6053027|XP_001869189.2|CQUI
OG0002747	LOC117145558|XP_033167152.1|DMAU	LOC6041247|XP_001850537.2|CQUI
OG0002748	LOC117137357|XP_033154648.1|DMAU	LOC6048976|XP_038121614.1|CQUI
OG0002749	LOC117135722|XP_033152051.1|DMAU	LOC6044165|XP_038114512.1|CQUI
OG0002750	LOC117138167|XP_033155939.1|DMAU	LOC6045464|XP_038119864.1|CQUI
OG0002751	LOC117137367|XP_033154660.1|DMAU	LOC6051571|XP_038115201.1|CQUI
OG0002753	LOC117136817|XP_033153777.1|DMAU	LOC6037143|XP_038117874.1|CQUI
OG0002754	LOC117141778|XP_033161301.1|DMAU	LOC6050637|XP_038120750.1|CQUI
OG0002755	LOC117136803|XP_033153758.1|DMAU	LOC6036540|XP_038119862.1|CQUI
OG0002756	LOC117141754|XP_033161267.1|DMAU	LOC6036559|XP_038118862.1|CQUI
OG0002757	LOC117141019|XP_033160173.1|DMAU	LOC6036112|XP_038114623.1|CQUI
OG0002758	LOC117137192|XP_033154409.1|DMAU	LOC6036190|XP_038115149.1|CQUI
OG0002759	LOC117135771|XP_033152129.1|DMAU	LOC6036189|XP_038117130.1|CQUI
OG0002760	LOC117137811|XP_033155381.1|DMAU	LOC6046408|XP_038117526.1|CQUI
OG0002761	LOC117137493|XP_033154863.1|DMAU	LOC119769826|XP_038119445.1|CQUI
OG0002762	LOC117136956|XP_033153999.1|DMAU	LOC6047503|XP_038120654.1|CQUI
OG0002763	LOC117141139|XP_033160361.1|DMAU	LOC6033565|XP_038115251.1|CQUI
OG0002764	LOC117141564|XP_033160962.1|DMAU	LOC6033561|XP_038116723.1|CQUI
OG0002765	LOC117135861|XP_033152278.1|DMAU	LOC6033560|XP_038117601.1|CQUI
OG0002766	LOC117137542|XP_033154930.1|DMAU	LOC6033559|XP_001843989.2|CQUI
OG0002767	LOC117135850|XP_033152258.1|DMAU	LOC6033547|XP_038115907.1|CQUI
OG0002768	LOC117137663|XP_033155113.1|DMAU	LOC6038399|XP_038115466.1|CQUI
OG0002769	LOC117136159|XP_033152773.1|DMAU	LOC6038236|XP_001848062.2|CQUI
OG0002770	LOC117150842|XP_033173805.1|DMAU	LOC6038233|XP_038118236.1|CQUI
OG0002771	LOC117140410|XP_033159175.1|DMAU	LOC6038221|XP_038118198.1|CQUI
OG0002772	LOC117139594|XP_033157900.1|DMAU	LOC6040602|XP_038118664.1|CQUI
OG0002773	LOC117136318|XP_033153059.1|DMAU	LOC6045820|XP_038117688.1|CQUI
OG0002774	LOC117136542|XP_033153385.1|DMAU	LOC6047203|XP_038117947.1|CQUI
OG0002775	LOC117139427|XP_033157612.1|DMAU	LOC6042844|XP_001853595.2|CQUI
OG0002776	LOC117141891|XP_033161478.1|DMAU	LOC6041995|XP_038118467.1|CQUI
OG0002777	LOC117139440|XP_033157631.1|DMAU	LOC6041009|XP_038118719.1|CQUI
OG0002778	LOC117139188|XP_033157247.1|DMAU	LOC6041007|XP_038118349.1|CQUI
OG0002779	LOC117141668|XP_033161153.1|DMAU	LOC6040991|XP_001850306.2|CQUI
OG0002780	LOC117143212|XP_033163651.1|DMAU	LOC6040022|XP_001849498.1|CQUI
OG0002781	LOC117137155|XP_033154356.1|DMAU	LOC6035585|XP_001845737.2|CQUI
OG0002782	LOC117142053|XP_033161819.1|DMAU	LOC6035587|XP_038115806.1|CQUI
OG0002783	LOC117139994|XP_033158595.1|DMAU	LOC119768799|XP_038115959.1|CQUI
OG0002784	LOC117135751|XP_033152098.1|DMAU	LOC6033585|XP_038119200.1|CQUI
OG0002785	LOC117139301|XP_033157432.1|DMAU	LOC6034609|XP_038117406.1|CQUI
OG0002786	LOC117140323|XP_033159062.1|DMAU	LOC6034605|XP_038117864.1|CQUI
OG0002787	LOC117141315|XP_033160592.1|DMAU	LOC6034590|XP_038120149.1|CQUI
OG0002788	LOC117141317|XP_033160602.1|DMAU	LOC6034589|XP_038120152.1|CQUI
OG0002789	LOC117139882|XP_033158441.1|DMAU	LOC6034587|XP_038120138.1|CQUI
OG0002790	LOC117139871|XP_033158419.1|DMAU	LOC6034573|XP_038120151.1|CQUI
OG0002791	LOC117139942|XP_033158519.1|DMAU	LOC6050362|XP_001866982.1|CQUI
OG0002792	LOC117136032|XP_033152540.1|DMAU	LOC6050367|XP_038120202.1|CQUI
OG0002793	LOC117141577|XP_033160980.1|DMAU	LOC6051815|XP_001868184.2|CQUI
OG0002794	LOC117141933|XP_033161562.1|DMAU	LOC6054096|XP_038115729.1|CQUI
OG0002795	LOC117140452|XP_033159272.1|DMAU	LOC6047930|XP_038119834.1|CQUI
OG0002796	LOC117140834|XP_033159834.1|DMAU	LOC6040229|XP_001849672.2|CQUI
OG0002797	LOC117139873|XP_033158421.1|DMAU	LOC6044890|XP_001862333.2|CQUI
OG0002798	LOC117148332|XP_033171560.1|DMAU	LOC6044893|XP_001862330.2|CQUI
OG0002799	LOC117140522|XP_033159392.1|DMAU	LOC6037165|XP_038119727.1|CQUI
OG0002800	LOC117141490|XP_033160860.1|DMAU	LOC6035483|XP_038114945.1|CQUI, LOC6042558|XP_038116768.1|CQUI
OG0002801	LOC117135560|XP_033151755.1|DMAU	LOC6050892|XP_038118549.1|CQUI
OG0002802	LOC117135534|XP_033151696.1|DMAU	LOC6043806|XP_038122283.1|CQUI
OG0002803	LOC117141126|XP_033160345.1|DMAU	LOC6043804|XP_038120562.1|CQUI
OG0002804	LOC117136003|XP_033152509.1|DMAU	LOC6043798|XP_001861397.2|CQUI
OG0002805	LOC117136853|XP_033153843.1|DMAU	LOC6043797|XP_001861396.2|CQUI
OG0002806	LOC117139072|XP_033157073.1|DMAU	LOC6043787|XP_038118733.1|CQUI
OG0002807	LOC117135724|XP_033152058.1|DMAU	LOC6033510|XP_038121922.1|CQUI
OG0002808	LOC117135945|XP_033152422.1|DMAU	LOC6054711|XP_038117944.1|CQUI
OG0002809	LOC117140681|XP_033159628.1|DMAU	LOC119769743|XP_038119196.1|CQUI
OG0002810	LOC117141611|XP_033161019.1|DMAU	LOC6033474|XP_038121302.1|CQUI
OG0002811	LOC117139895|XP_033158465.1|DMAU	LOC6033473|XP_038118324.1|CQUI
OG0002812	LOC117135760|XP_033152109.1|DMAU	LOC6033469|XP_001843914.2|CQUI
OG0002813	LOC117136883|XP_033153880.1|DMAU	LOC6050815|XP_038120005.1|CQUI
OG0002814	LOC117135486|XP_033151597.1|DMAU	LOC6054635|XP_038118809.1|CQUI
OG0002815	LOC117138675|XP_033156817.1|DMAU	LOC6030787|XP_038115986.1|CQUI
OG0002816	LOC117137261|XP_033154514.1|DMAU	LOC6030871|XP_001841750.2|CQUI
OG0002817	LOC117137958|XP_033155612.1|DMAU	LOC6030874|XP_001841753.1|CQUI
OG0002818	LOC117138449|XP_033156454.1|DMAU	LOC6030875|XP_001841754.2|CQUI
OG0002819	LOC117139613|XP_033157948.1|DMAU	LOC6030880|XP_038114610.1|CQUI
OG0002820	LOC117139525|XP_033157778.1|DMAU	LOC6030889|XP_001841765.2|CQUI
OG0002821	LOC117139385|XP_033157538.1|DMAU	LOC6049478|XP_001866231.2|CQUI
OG0002822	LOC117136590|XP_033153454.1|DMAU	LOC6052800|XP_001869000.1|CQUI
OG0002823	LOC117136039|XP_033152565.1|DMAU	LOC6030945|XP_038115391.1|CQUI
OG0002824	LOC117136460|XP_033153278.1|DMAU	LOC6045242|XP_001862633.1|CQUI, LOC6030944|XP_001841804.1|CQUI
OG0002825	LOC117142062|XP_033161831.1|DMAU	LOC6032896|XP_001843421.2|CQUI
OG0002826	LOC117138424|XP_033156420.1|DMAU	LOC119770640|XP_038121831.1|CQUI, LOC119770764|XP_038122170.1|CQUI
OG0002827	LOC117146290|XP_033168193.1|DMAU	LOC119770555|XP_038121573.1|CQUI
OG0002828	LOC117138335|XP_033156263.1|DMAU	LOC6045760|XP_001863064.2|CQUI
OG0002829	LOC117136757|XP_033153684.1|DMAU	LOC6043104|XP_001855854.2|CQUI
OG0002830	LOC117137436|XP_033154760.1|DMAU	LOC6047472|XP_001864526.2|CQUI, LOC6046107|XP_038115963.1|CQUI
OG0002832	LOC117137678|XP_033155136.1|DMAU	LOC6042607|XP_038112999.1|CQUI
OG0002833	LOC117137041|XP_033154138.1|DMAU	LOC6042605|XP_038111677.1|CQUI
OG0002834	LOC117136583|XP_033153447.1|DMAU	LOC6041410|XP_038110282.1|CQUI
OG0002835	LOC117136415|XP_033153214.1|DMAU	LOC6041396|XP_038110954.1|CQUI
OG0002836	LOC117135659|XP_033151934.1|DMAU	LOC6041385|XP_038112949.1|CQUI
OG0002837	LOC117138467|XP_033156485.1|DMAU	LOC6041421|XP_038112935.1|CQUI
OG0002838	LOC117136007|XP_033152514.1|DMAU	LOC6039951|XP_038113343.1|CQUI
OG0002839	LOC117137360|XP_033154652.1|DMAU	LOC6048635|XP_038109064.1|CQUI
OG0002840	LOC117146097|XP_033167969.1|DMAU	LOC119767768|XP_038113150.1|CQUI
OG0002841	LOC117135294|XP_033151359.1|DMAU	LOC6041312|XP_001850592.2|CQUI
OG0002842	LOC117146328|XP_033168304.1|DMAU	LOC6041313|XP_038113621.1|CQUI
OG0002843	LOC117138481|XP_033156501.1|DMAU	LOC6041323|XP_038113627.1|CQUI
OG0002844	LOC117141862|XP_033161433.1|DMAU	LOC6032459|XP_001843054.1|CQUI
OG0002845	LOC117135213|XP_033151193.1|DMAU	LOC6034102|XP_001844475.1|CQUI
OG0002846	LOC117138266|XP_033156120.1|DMAU	LOC6034107|XP_038109167.1|CQUI
OG0002847	LOC117135210|XP_033151189.1|DMAU	LOC6034150|XP_001844509.2|CQUI
OG0002848	LOC117141061|XP_033160244.1|DMAU	LOC6036169|XP_001846253.2|CQUI
OG0002849	LOC117135152|XP_033151103.1|DMAU	LOC6037876|XP_038113772.1|CQUI
OG0002850	LOC117139886|XP_033158452.1|DMAU	LOC6037892|XP_001847755.1|CQUI
OG0002851	LOC117145993|XP_033167838.1|DMAU	LOC119767791|XP_038113207.1|CQUI, LOC119767790|XP_038113206.1|CQUI, LOC6043203|XP_001857531.2|CQUI
OG0002852	LOC117137471|XP_033154810.1|DMAU	LOC6048892|XP_038109950.1|CQUI
OG0002853	LOC117148675|XP_033172108.1|DMAU	LOC6032948|XP_038110144.1|CQUI
OG0002854	LOC117150270|XP_033172971.1|DMAU	LOC6041617|XP_038108924.1|CQUI
OG0002855	LOC117140836|XP_033159840.1|DMAU	LOC6046050|XP_001863306.2|CQUI
OG0002856	LOC117144513|XP_033165626.1|DMAU	LOC6038707|XP_038107288.1|CQUI
OG0002857	LOC117135339|XP_033151434.1|DMAU	LOC6038718|XP_038114203.1|CQUI
OG0002858	LOC117135246|XP_033151281.1|DMAU	LOC6031329|XP_038107135.1|CQUI
OG0002859	LOC117136011|XP_033152521.1|DMAU	LOC6032500|XP_038111325.1|CQUI
OG0002860	LOC117137368|XP_033154703.1|DMAU	LOC6053637|XP_001869684.1|CQUI
OG0002861	LOC117144474|XP_033165542.1|DMAU	LOC6031961|XP_001842637.1|CQUI
OG0002862	LOC117145338|XP_033166844.1|DMAU	LOC6031967|XP_038112142.1|CQUI
OG0002863	LOC117150338|XP_033173077.1|DMAU	LOC6036362|XP_001846421.2|CQUI
OG0002864	LOC117150343|XP_033173081.1|DMAU	LOC6036361|XP_001846420.1|CQUI
OG0002865	LOC117137610|XP_033155027.1|DMAU	LOC6031368|XP_001842179.1|CQUI
OG0002866	LOC117140590|XP_033159488.1|DMAU	LOC6040136|XP_001849594.2|CQUI
OG0002867	LOC117145385|XP_033166913.1|DMAU	LOC6038511|XP_001848303.2|CQUI
OG0002868	LOC117150276|XP_033172983.1|DMAU	LOC6041495|XP_038109772.1|CQUI
OG0002869	LOC117150314|XP_033173040.1|DMAU	LOC6041492|XP_001850743.2|CQUI
OG0002871	LOC117148603|XP_033171978.1|DMAU	LOC6046735|XP_001863894.2|CQUI, LOC6046738|XP_001863897.2|CQUI
OG0002872	LOC117136274|XP_033152999.1|DMAU	LOC6044546|XP_038109139.1|CQUI
OG0002873	LOC117140224|XP_033158916.1|DMAU	LOC6044554|XP_001862053.2|CQUI
OG0002874	LOC117147675|XP_033170547.1|DMAU	LOC6044128|XP_038113278.1|CQUI
OG0002875	LOC117150581|XP_033173426.1|DMAU	LOC6050046|XP_038113996.1|CQUI
OG0002876	LOC117146895|XP_033169391.1|DMAU	LOC6054251|XP_038114216.1|CQUI
OG0002877	LOC117150717|XP_033173622.1|DMAU	LOC6041071|XP_038111590.1|CQUI
OG0002878	LOC117144506|XP_033165611.1|DMAU	LOC6031951|XP_001842628.2|CQUI
OG0002879	LOC117139032|XP_033157024.1|DMAU	LOC6031784|XP_001842492.1|CQUI
OG0002880	LOC117146469|XP_033168596.1|DMAU	LOC6031786|XP_038110276.1|CQUI
OG0002881	LOC117150323|XP_033173052.1|DMAU	LOC6031787|XP_001842495.1|CQUI
OG0002882	LOC117137675|XP_033155125.1|DMAU	LOC6031788|XP_038112641.1|CQUI, LOC119767661|XP_038112640.1|CQUI
OG0002884	LOC117138166|XP_033155942.1|DMAU	LOC6031806|XP_001842513.1|CQUI
OG0002885	LOC117140905|XP_033159966.1|DMAU	LOC6031807|XP_038111311.1|CQUI
OG0002886	LOC117136096|XP_033152673.1|DMAU	LOC6038266|XP_038111730.1|CQUI
OG0002887	LOC117136101|XP_033152688.1|DMAU	LOC6038264|XP_001848088.2|CQUI
OG0002888	LOC117150524|XP_033173336.1|DMAU	LOC6044449|XP_038111742.1|CQUI
OG0002889	LOC117140807|XP_033159799.1|DMAU	LOC6043295|XP_001858327.2|CQUI
OG0002890	LOC117140219|XP_033158905.1|DMAU	LOC6043307|XP_001870922.2|CQUI
OG0002891	LOC117143269|XP_033163742.1|DMAU	LOC6038080|XP_038111717.1|CQUI
OG0002892	LOC117150874|XP_033173888.1|DMAU	LOC6051146|XP_038113738.1|CQUI
OG0002893	LOC117138498|XP_033156522.1|DMAU	LOC6041960|XP_038114358.1|CQUI
OG0002894	LOC117141870|XP_033161446.1|DMAU	LOC6050869|XP_038111895.1|CQUI
OG0002895	LOC117137812|XP_033155382.1|DMAU	LOC6051404|XP_001867849.2|CQUI
OG0002896	LOC117150954|XP_033174020.1|DMAU	LOC6036388|XP_001846442.2|CQUI, LOC119765365|XP_038105023.1|CQUI
OG0002897	LOC117138956|XP_033156890.1|DMAU	LOC6036379|XP_038108550.1|CQUI
OG0002898	LOC117150393|XP_033173147.1|DMAU	LOC6036374|XP_038110902.1|CQUI
OG0002899	LOC117135238|XP_033151267.1|DMAU	LOC6031194|XP_038111951.1|CQUI
OG0002900	LOC117135236|XP_033151249.1|DMAU	LOC6052100|XP_038114261.1|CQUI
OG0002901	LOC117151023|XP_033174123.1|DMAU	LOC6031256|XP_001842086.1|CQUI
OG0002902	LOC117151024|XP_033174124.1|DMAU	LOC6031257|XP_038107856.1|CQUI
OG0002903	LOC117135282|XP_033151341.1|DMAU	LOC6041560|XP_038109930.1|CQUI
OG0002904	LOC117141733|XP_033161241.1|DMAU	LOC6042258|XP_038113298.1|CQUI
OG0002905	LOC117139767|XP_033158259.1|DMAU	LOC6042250|XP_038112845.1|CQUI
OG0002906	LOC117137012|XP_033154097.1|DMAU	LOC6042246|XP_038112758.1|CQUI
OG0002907	LOC117136986|XP_033154055.1|DMAU	LOC6042242|XP_038106018.1|CQUI
OG0002908	LOC117136480|XP_033153307.1|DMAU	LOC6032000|XP_038111497.1|CQUI
OG0002909	LOC117136445|XP_033153254.1|DMAU	LOC6031978|XP_038110288.1|CQUI
OG0002910	LOC117143111|XP_033163489.1|DMAU	LOC6037015|XP_001846978.2|CQUI
OG0002911	LOC117137189|XP_033154403.1|DMAU	LOC6037006|XP_001846970.2|CQUI
OG0002912	LOC117147474|XP_033170258.1|DMAU	LOC6031828|XP_038111489.1|CQUI
