Orthogroup	DMAU.longest_only	AEAL.longest_only
OG0002333	LOC117138652|XP_033156771.1|DMAU	LOC115253426|XP_029720647.1|AEAL, LOC109420918|XP_019550936.2|AEAL, LOC109412675|XP_019541850.1|AEAL
OG0002334	LOC117148490|XP_033171764.1|DMAU	LOC109420994|XP_019551015.2|AEAL
OG0002335	LOC117138199|XP_033156018.1|DMAU	LOC109420949|XP_029724682.1|AEAL, LOC115254014|XP_029714634.1|AEAL, LOC109428960|XP_019560353.2|AEAL
OG0002336	LOC117141775|XP_033161296.1|DMAU	LOC115267405|XP_029730246.1|AEAL, LOC115258521|XP_029714506.1|AEAL, LOC109405699|XP_029714581.1|AEAL
OG0002337	LOC117136453|XP_033153263.1|DMAU	LOC115263025|XP_029721815.1|AEAL, LOC109410219|XP_029729289.1|AEAL
OG0002338	LOC117148187|XP_033171351.1|DMAU	LOC115256185|XP_029710304.1|AEAL, LOC109410233|XP_029729145.1|AEAL, LOC109410232|XP_029729298.1|AEAL
OG0002339	LOC117139204|XP_033157271.1|DMAU	LOC109622776|XP_029709355.1|AEAL, LOC109417651|XP_029709343.1|AEAL
OG0002340	LOC117139907|XP_033158514.1|DMAU	LOC109417661|XP_029709354.1|AEAL, LOC115255403|XP_029709332.1|AEAL, LOC109622154|XP_029728045.1|AEAL
OG0002341	LOC117137433|XP_033154755.1|DMAU	LOC109417669|XP_019547265.2|AEAL, LOC115255400|XP_029709328.1|AEAL
OG0002342	LOC117137768|XP_033155659.1|DMAU	LOC109417673|XP_029709304.1|AEAL, LOC115255391|XP_029709313.1|AEAL
OG0002343	LOC117151013|XP_033174114.1|DMAU	LOC109417704|XP_029709215.1|AEAL, LOC115255506|XP_029709496.1|AEAL, LOC109418207|XP_029709489.1|AEAL, LOC115255343|XP_029709221.1|AEAL, LOC115255505|XP_029709495.1|AEAL
OG0002344	LOC117135601|XP_033151839.1|DMAU	LOC109417712|XP_029709187.1|AEAL
OG0002345	LOC117138268|XP_033156124.1|DMAU	LOC115255294|XP_029709138.1|AEAL, LOC109417751|XP_029709133.1|AEAL
OG0002346	LOC117150598|XP_033173446.1|DMAU	LOC109420014|XP_019549856.2|AEAL, LOC109417754|XP_029709093.1|AEAL, LOC115253845|XP_029709132.1|AEAL
OG0002347	LOC117136705|XP_033153615.1|DMAU	LOC109420002|XP_019549835.2|AEAL, LOC109417770|XP_019547457.2|AEAL
OG0002348	LOC117136916|XP_033153945.1|DMAU	LOC109407168|XP_029709020.1|AEAL, LOC109417512|XP_029709029.1|AEAL
OG0002349	LOC117138275|XP_033156133.1|DMAU	LOC109419955|XP_019549788.2|AEAL
OG0002350	LOC117138264|XP_033156119.1|DMAU	LOC109417569|XP_019547188.2|AEAL
OG0002351	LOC117137955|XP_033155608.1|DMAU	LOC109420605|XP_029708854.1|AEAL, LOC115255123|XP_029708849.1|AEAL, LOC109420718|XP_029708850.1|AEAL, LOC109419838|XP_029709440.1|AEAL
OG0002352	LOC117137886|XP_033155507.1|DMAU	LOC115253937|XP_029708842.1|AEAL, LOC109419875|XP_029708857.1|AEAL, LOC109420559|XP_029736336.1|AEAL
OG0002353	LOC117137326|XP_033154604.1|DMAU	LOC109417181|XP_019546847.2|AEAL
OG0002354	LOC117145910|XP_033167659.1|DMAU	LOC109419734|XP_019549552.2|AEAL, LOC115255547|XP_029709529.1|AEAL
OG0002355	LOC117138171|XP_033155944.1|DMAU	LOC109427703|XP_019558838.1|AEAL, LOC115268764|XP_029732785.1|AEAL
OG0002356	LOC117140066|XP_033158706.1|DMAU	LOC109427854|XP_019558977.2|AEAL
OG0002358	LOC117136165|XP_033152801.1|DMAU	LOC109433584|XP_029729226.1|AEAL, LOC109430123|XP_019561697.1|AEAL
OG0002359	LOC117147754|XP_033170656.1|DMAU, LOC117147700|XP_033170579.1|DMAU	LOC109433559|XP_019565545.2|AEAL, LOC109430137|XP_019561715.2|AEAL
OG0002360	LOC117143165|XP_033163572.1|DMAU	LOC109430174|XP_019561771.2|AEAL
OG0002361	LOC117139541|XP_033157807.1|DMAU	LOC115265866|XP_029727671.1|AEAL, LOC109432762|XP_029727673.1|AEAL, LOC115265873|XP_029727676.1|AEAL
OG0002362	LOC117140434|XP_033159247.1|DMAU	LOC109404817|XP_029727261.1|AEAL, LOC109423925|XP_029727301.1|AEAL
OG0002363	LOC117148381|XP_033171633.1|DMAU	LOC109404794|XP_019533288.2|AEAL, LOC109423879|XP_019554478.2|AEAL
OG0002364	LOC117137822|XP_033155401.1|DMAU	LOC109404783|XP_029727265.1|AEAL, LOC109423877|XP_029727225.1|AEAL
OG0002365	LOC117143796|XP_033164534.1|DMAU	LOC109423876|XP_019554464.1|AEAL, LOC115265602|XP_029727205.1|AEAL, LOC115265603|XP_029727206.1|AEAL
OG0002366	LOC117139700|XP_033158106.1|DMAU	LOC115265578|XP_029727093.1|AEAL, LOC109409135|XP_019538094.2|AEAL
OG0002367	LOC117141606|XP_033161016.1|DMAU	LOC109432550|XP_029727013.1|AEAL, LOC109421441|XP_019551474.2|AEAL
OG0002368	LOC117135162|XP_033151114.1|DMAU	LOC109421419|XP_029727044.1|AEAL, LOC109432534|XP_019564409.2|AEAL
OG0002369	LOC117147568|XP_033170402.1|DMAU	LOC109421325|XP_029726939.1|AEAL, LOC109427814|XP_029727058.1|AEAL
OG0002370	LOC117150525|XP_033173339.1|DMAU	LOC109622939|XP_029710382.1|AEAL, LOC115265551|XP_029727003.1|AEAL
OG0002371	LOC117146264|XP_033168134.1|DMAU	LOC115256246|XP_029710372.1|AEAL, LOC115264550|XP_029724208.1|AEAL
OG0002372	LOC117150697|XP_033173600.1|DMAU	LOC115262175|XP_029720315.1|AEAL, LOC109411674|XP_029720264.1|AEAL
OG0002373	LOC117135205|XP_033151181.1|DMAU	LOC109423381|XP_019553916.1|AEAL, LOC109411733|XP_019540867.1|AEAL
OG0002374	LOC117142274|XP_033162043.1|DMAU	LOC109411739|XP_019540885.2|AEAL
OG0002375	LOC117142777|XP_033162856.1|DMAU	LOC115268060|XP_029731845.1|AEAL, LOC109425998|XP_019556969.2|AEAL
OG0002376	LOC117140820|XP_033159821.1|DMAU	LOC109426368|XP_029712496.1|AEAL, LOC115253927|XP_029707873.1|AEAL
OG0002377	LOC117144383|XP_033165407.1|DMAU	LOC109426328|XP_019557329.2|AEAL, LOC109406728|XP_029707824.1|AEAL, LOC115268887|XP_029732937.1|AEAL
OG0002378	LOC117142104|XP_033161880.1|DMAU	LOC115258089|XP_029713964.1|AEAL, LOC109421689|XP_029707778.1|AEAL
OG0002379	LOC117141491|XP_033160871.1|DMAU	LOC109425452|XP_029707809.1|AEAL, LOC109421727|XP_019551799.2|AEAL
OG0002380	LOC117147062|XP_033169712.1|DMAU	LOC109428058|XP_019559272.1|AEAL
OG0002381	LOC117138445|XP_033156449.1|DMAU	LOC109418291|XP_019548000.1|AEAL, LOC109428069|XP_019559289.1|AEAL
OG0002382	LOC117146594|XP_033168807.1|DMAU	LOC109428085|XP_029719956.1|AEAL, LOC109418308|XP_029720239.1|AEAL
OG0002383	LOC117140391|XP_033159149.1|DMAU	LOC115262160|XP_029720221.1|AEAL, LOC109418310|XP_029719966.1|AEAL, LOC109428086|XP_029733164.1|AEAL
OG0002384	LOC117146766|XP_033169158.1|DMAU	LOC109418403|XP_029721478.1|AEAL, LOC115253626|XP_029721792.1|AEAL
OG0002386	LOC117145512|XP_033167092.1|DMAU	LOC109418457|XP_029722276.1|AEAL, LOC109426187|XP_029722404.1|AEAL
OG0002387	LOC117144477|XP_033165544.1|DMAU	LOC115264942|XP_029724974.1|AEAL, LOC115265121|XP_029725218.1|AEAL, LOC109401449|XP_029725016.1|AEAL
OG0002388	LOC117142705|XP_033162755.1|DMAU	LOC109401480|XP_029725758.1|AEAL, LOC109410452|XP_029710426.1|AEAL
OG0002389	LOC117145535|XP_033167120.1|DMAU	LOC109405848|XP_019534454.1|AEAL
OG0002390	LOC117150414|XP_033173172.1|DMAU	LOC115261854|XP_029719634.1|AEAL, LOC109427059|XP_019558157.2|AEAL, LOC115265558|XP_029727010.1|AEAL
OG0002391	LOC117137438|XP_033154764.1|DMAU	LOC109412676|XP_029724256.1|AEAL, LOC109416234|XP_029727083.1|AEAL
OG0002392	LOC117141322|XP_033160607.1|DMAU	LOC109425047|XP_019555801.2|AEAL, LOC115260173|XP_029716943.1|AEAL, LOC109415684|XP_029727734.1|AEAL
OG0002393	LOC117139630|XP_033157979.1|DMAU	LOC109400194|XP_029728105.1|AEAL, LOC109427121|XP_019558233.2|AEAL
OG0002394	LOC117142308|XP_033162091.1|DMAU	LOC109400185|XP_019528200.2|AEAL, LOC109427099|XP_029728199.1|AEAL
OG0002395	LOC117144465|XP_033165518.1|DMAU	LOC109399785|XP_029736337.1|AEAL
OG0002396	LOC117138417|XP_033156405.1|DMAU	LOC109410898|XP_029715336.1|AEAL
OG0002397	LOC117137696|XP_033155156.1|DMAU	LOC109415339|XP_019544771.1|AEAL, LOC109423677|XP_019554220.1|AEAL
OG0002398	LOC117146953|XP_033169505.1|DMAU	LOC109425601|XP_019556392.2|AEAL
OG0002399	LOC117137773|XP_033155286.1|DMAU	LOC115267640|XP_029730644.1|AEAL, LOC109411809|XP_029729954.1|AEAL
OG0002400	LOC117136047|XP_033152581.1|DMAU	LOC109411141|XP_029730623.1|AEAL, LOC109410907|XP_029729981.1|AEAL
OG0002401	LOC117146322|XP_033168276.1|DMAU	LOC109400885|XP_029730870.1|AEAL, LOC109415489|XP_019544917.2|AEAL
OG0002402	LOC117144737|XP_033165976.1|DMAU	LOC115253790|XP_029732418.1|AEAL, LOC115268477|XP_029732351.1|AEAL, LOC109409579|XP_029732261.1|AEAL
OG0002403	LOC117145260|XP_033166734.1|DMAU	LOC109409580|XP_029729178.1|AEAL, LOC115268451|XP_029732267.1|AEAL, LOC115268504|XP_029732438.1|AEAL, LOC109430479|XP_029732348.1|AEAL
OG0002404	LOC117145996|XP_033167801.1|DMAU	LOC115268711|XP_029732679.1|AEAL, LOC115261450|XP_029718981.1|AEAL
OG0002405	LOC117144879|XP_033166181.1|DMAU	LOC115268976|XP_029733115.1|AEAL, LOC109433389|XP_029733114.1|AEAL, LOC109399318|XP_029733054.1|AEAL, LOC115253555|XP_029732899.1|AEAL
OG0002406	LOC117140489|XP_033159339.1|DMAU	LOC115268809|XP_029732843.1|AEAL, LOC109433361|XP_019565330.2|AEAL, LOC109399344|XP_029716623.1|AEAL
OG0002407	LOC117142537|XP_033162474.1|DMAU	LOC109621306|XP_029734277.1|AEAL, LOC109405048|XP_019533582.2|AEAL
OG0002408	LOC117143065|XP_033163413.1|DMAU	LOC109430359|XP_029733786.1|AEAL, LOC109430358|XP_029733780.1|AEAL
OG0002409	LOC117139550|XP_033157832.1|DMAU	LOC109622392|XP_029717047.1|AEAL, LOC109406682|XP_029714426.1|AEAL
OG0002410	LOC117144167|XP_033165093.1|DMAU	LOC115271061|XP_029736358.1|AEAL, LOC115271075|XP_029736373.1|AEAL, LOC109423984|XP_029707561.1|AEAL
OG0002411	LOC117143397|XP_033163977.1|DMAU	LOC109424033|XP_019554634.1|AEAL
OG0002412	LOC117141953|XP_033161600.1|DMAU	LOC109424031|XP_019554630.2|AEAL
OG0002413	LOC117146537|XP_033168703.1|DMAU	LOC109416411|XP_019546021.2|AEAL, LOC109424016|XP_019554616.1|AEAL
OG0002414	LOC117141932|XP_033161561.1|DMAU	LOC109426727|XP_029727791.1|AEAL, LOC115253562|XP_029727767.1|AEAL, LOC109416406|XP_029727752.1|AEAL
OG0002415	LOC117143530|XP_033164152.1|DMAU	LOC109404407|XP_029727780.1|AEAL, LOC109431916|XP_029727815.1|AEAL
OG0002416	LOC117146247|XP_033168072.1|DMAU	LOC109427191|XP_019558248.1|AEAL, LOC115261166|XP_029718383.1|AEAL, LOC115269128|XP_029733396.1|AEAL, LOC115266171|XP_029727999.1|AEAL
OG0002417	LOC117135176|XP_033151132.1|DMAU	LOC109422611|XP_019552963.2|AEAL
OG0002418	LOC117139388|XP_033157541.1|DMAU	LOC109402803|XP_029712262.1|AEAL, LOC109422593|XP_019552942.2|AEAL
OG0002419	LOC117147567|XP_033170401.1|DMAU	LOC109406137|XP_019534740.2|AEAL
OG0002420	LOC117141967|XP_033161655.1|DMAU	LOC115255981|XP_029710060.1|AEAL, LOC109401781|XP_019529940.1|AEAL
OG0002421	LOC117145765|XP_033167422.1|DMAU	LOC109403301|XP_029718355.1|AEAL, LOC109433402|XP_019565378.2|AEAL
OG0002422	LOC117143695|XP_033164381.1|DMAU	LOC109403279|XP_029718646.1|AEAL, LOC109415066|XP_029718641.1|AEAL
OG0002423	LOC117141946|XP_033161594.1|DMAU	LOC109429232|XP_029716815.1|AEAL, LOC109398795|XP_019526745.1|AEAL
OG0002424	LOC117146288|XP_033168185.1|DMAU	LOC109429186|XP_019560614.1|AEAL, LOC109398833|XP_019526811.1|AEAL
OG0002425	LOC117146905|XP_033169406.1|DMAU	LOC115261381|XP_029718815.1|AEAL, LOC109398799|XP_019526754.2|AEAL
OG0002426	LOC117140523|XP_033159393.1|DMAU	LOC115261414|XP_029718899.1|AEAL, LOC109411624|XP_029717161.1|AEAL, LOC109427260|XP_029718894.1|AEAL, LOC115261436|XP_029718952.1|AEAL
OG0002427	LOC117146304|XP_033168234.1|DMAU	LOC115253574|XP_029718948.1|AEAL, LOC109427264|XP_029717173.1|AEAL, LOC109411630|XP_019540736.2|AEAL
OG0002428	LOC117148820|XP_033172358.1|DMAU	LOC109406316|XP_029719038.1|AEAL, LOC115261490|XP_029719070.1|AEAL
OG0002429	LOC117139709|XP_033158116.1|DMAU	LOC115261550|XP_029719264.1|AEAL, LOC109416636|XP_029719270.1|AEAL, LOC109432845|XP_029719217.1|AEAL
OG0002430	LOC117138383|XP_033156343.1|DMAU	LOC109424554|XP_029734038.1|AEAL, LOC109411981|XP_019541183.1|AEAL
OG0002431	LOC117138527|XP_033156556.1|DMAU	LOC109428755|XP_029734060.1|AEAL, LOC115254230|XP_029734017.1|AEAL, LOC109424538|XP_029709899.1|AEAL, LOC115255855|XP_029709903.1|AEAL
OG0002432	LOC117148848|XP_033172398.1|DMAU	LOC109428768|XP_029734006.1|AEAL, LOC109424525|XP_029734072.1|AEAL, LOC115269440|XP_029734063.1|AEAL, LOC115257284|XP_029712596.1|AEAL, LOC115257285|XP_029712598.1|AEAL
OG0002433	LOC117146109|XP_033167985.1|DMAU	LOC115269424|XP_029734004.1|AEAL, LOC109424522|XP_019555235.1|AEAL, LOC109428773|XP_019560158.2|AEAL
OG0002434	LOC117143056|XP_033163395.1|DMAU	LOC109397748|XP_029733992.1|AEAL, LOC109428785|XP_019560175.1|AEAL
OG0002436	LOC117135825|XP_033152224.1|DMAU	LOC109398921|XP_029724218.1|AEAL, LOC115254125|XP_029724251.1|AEAL
OG0002437	LOC117136420|XP_033153222.1|DMAU	LOC115254183|XP_029730051.1|AEAL, LOC109402904|XP_029724129.1|AEAL, LOC109422198|XP_029724559.1|AEAL
OG0002438	LOC117146990|XP_033169552.1|DMAU	LOC115257717|XP_029713462.1|AEAL, LOC109415957|XP_029713717.1|AEAL
OG0002439	LOC117135150|XP_033151099.1|DMAU	LOC109418751|XP_029713697.1|AEAL, LOC109415959|XP_029713593.1|AEAL
OG0002440	LOC117140022|XP_033158643.1|DMAU	LOC109418811|XP_019548584.2|AEAL, LOC109417077|XP_019546747.2|AEAL, LOC115257498|XP_029713009.1|AEAL
OG0002441	LOC117137564|XP_033154960.1|DMAU, LOC117137563|XP_033154958.1|DMAU	LOC115257471|XP_029712943.1|AEAL, LOC109420297|XP_029713032.1|AEAL, LOC109401669|XP_029712999.1|AEAL
OG0002442	LOC117137180|XP_033154393.1|DMAU	LOC109420344|XP_029712749.1|AEAL, LOC109401673|XP_029712757.1|AEAL
OG0002443	LOC117135552|XP_033151742.1|DMAU	LOC109401648|XP_029713083.1|AEAL, LOC109401649|XP_029712787.1|AEAL, LOC109420366|XP_029730471.1|AEAL
OG0002444	LOC117135452|XP_033151527.1|DMAU	LOC109401662|XP_029730473.1|AEAL, LOC115257911|XP_029713784.1|AEAL, LOC115257403|XP_029712825.1|AEAL
OG0002445	LOC117135496|XP_033151609.1|DMAU	LOC115257878|XP_029713705.1|AEAL, LOC109402267|XP_019530461.1|AEAL, LOC109433172|XP_019565114.1|AEAL
OG0002446	LOC117137944|XP_033155597.1|DMAU	LOC115260074|XP_029716805.1|AEAL, LOC109433192|XP_029729345.1|AEAL, LOC115257588|XP_029713230.1|AEAL
OG0002447	LOC117139419|XP_033157589.1|DMAU	LOC115257472|XP_029712944.1|AEAL, LOC109403396|XP_019531766.1|AEAL
OG0002448	LOC117136219|XP_033152885.1|DMAU	LOC115257584|XP_029713224.1|AEAL, LOC109400007|XP_019528018.1|AEAL, LOC109621796|XP_019931470.1|AEAL
OG0002449	LOC117137906|XP_033155542.1|DMAU	LOC109422379|XP_029716839.1|AEAL
OG0002450	LOC117144611|XP_033165794.1|DMAU	LOC109424414|XP_019555060.2|AEAL
OG0002451	LOC117137394|XP_033154705.1|DMAU	LOC109422328|XP_019552560.2|AEAL
OG0002452	LOC117135980|XP_033152485.1|DMAU	LOC115254693|XP_029708222.1|AEAL, LOC115254685|XP_029708199.1|AEAL, LOC109424446|XP_029708201.1|AEAL
OG0002453	LOC117135969|XP_033152466.1|DMAU	LOC109420175|XP_019550048.2|AEAL, LOC109422353|XP_029708227.1|AEAL, LOC109424451|XP_029708131.1|AEAL, LOC115253931|XP_029708203.1|AEAL
OG0002454	LOC117139638|XP_033157989.1|DMAU	LOC109418694|XP_029713033.1|AEAL, LOC115253822|XP_029712843.1|AEAL, LOC109412925|XP_029713078.1|AEAL
OG0002455	LOC117139637|XP_033157988.1|DMAU	LOC109412923|XP_029713312.1|AEAL, LOC115257489|XP_029712989.1|AEAL, LOC109418692|XP_029716787.1|AEAL
OG0002456	LOC117136876|XP_033153870.1|DMAU	LOC115267663|XP_029730674.1|AEAL, LOC109418656|XP_029719579.1|AEAL
OG0002457	LOC117136650|XP_033153536.1|DMAU	LOC109413106|XP_019542359.2|AEAL, LOC109418541|XP_029712779.1|AEAL
OG0002458	LOC117150446|XP_033173223.1|DMAU	LOC115267656|XP_029730655.1|AEAL, LOC115257893|XP_029713733.1|AEAL
OG0002459	LOC117135942|XP_033152413.1|DMAU	LOC109431046|XP_019562724.2|AEAL
OG0002460	LOC117137521|XP_033154896.1|DMAU	LOC115262752|XP_029721412.1|AEAL, LOC109425678|XP_029721418.1|AEAL, LOC109433256|XP_029721446.1|AEAL
OG0002461	LOC117138571|XP_033156634.1|DMAU	LOC109401285|XP_019529322.2|AEAL, LOC109413584|XP_019542822.2|AEAL, LOC115262748|XP_029721395.1|AEAL
OG0002462	LOC117136162|XP_033152775.1|DMAU	LOC109623319|XP_019933398.2|AEAL, LOC109401268|XP_029712575.1|AEAL, LOC115253542|XP_029721265.1|AEAL
OG0002463	LOC117136232|XP_033152905.1|DMAU	LOC109401266|XP_019931340.2|AEAL, LOC109623304|XP_019933369.1|AEAL, LOC115253667|XP_029721228.1|AEAL, LOC115254011|XP_029714401.1|AEAL
OG0002464	LOC117137182|XP_033154395.1|DMAU	LOC115262703|XP_029721234.1|AEAL, LOC109623298|XP_019933357.1|AEAL, LOC109401193|XP_029712119.1|AEAL
OG0002465	LOC117137215|XP_033154462.1|DMAU	LOC115262711|XP_029721254.1|AEAL, LOC109623297|XP_019933356.2|AEAL, LOC109401269|XP_029712102.1|AEAL
OG0002466	LOC117146344|XP_033168372.1|DMAU	LOC109623254|XP_029712140.1|AEAL
OG0002467	LOC117141462|XP_033160810.1|DMAU	LOC109623393|XP_029721162.1|AEAL, LOC115263532|XP_029722626.1|AEAL
OG0002468	LOC117140006|XP_033158611.1|DMAU	LOC109410089|XP_029721138.1|AEAL
OG0002469	LOC117144065|XP_033164965.1|DMAU	LOC109401592|XP_019529711.2|AEAL
OG0002470	LOC117138201|XP_033156022.1|DMAU	LOC109401601|XP_019529721.2|AEAL, LOC109397423|XP_019525288.2|AEAL
OG0002471	LOC117137386|XP_033154691.1|DMAU	LOC115262639|XP_029720999.1|AEAL, LOC109421921|XP_019552046.2|AEAL
OG0002472	LOC117137522|XP_033154897.1|DMAU	LOC109421914|XP_029721006.1|AEAL, LOC115262617|XP_029720873.1|AEAL
OG0002473	LOC117137044|XP_033154144.1|DMAU	LOC109421912|XP_019552036.2|AEAL
OG0002474	LOC117141904|XP_033161501.1|DMAU	LOC115253675|XP_029712630.1|AEAL, LOC109408748|XP_029730746.1|AEAL, LOC109428958|XP_029730784.1|AEAL
OG0002475	LOC117142295|XP_033162073.1|DMAU	LOC109399102|XP_029731130.1|AEAL
OG0002476	LOC117136008|XP_033152515.1|DMAU	LOC109399666|XP_029731229.1|AEAL, LOC109401366|XP_019529467.1|AEAL
OG0002477	LOC117138100|XP_033155848.1|DMAU	LOC109410568|XP_029731265.1|AEAL, LOC109421166|XP_019551208.1|AEAL
OG0002478	LOC117136687|XP_033153591.1|DMAU	LOC109410556|XP_029731269.1|AEAL, LOC109421148|XP_029731276.1|AEAL
OG0002479	LOC117136375|XP_033153156.1|DMAU	LOC115255995|XP_029710077.1|AEAL, LOC109426484|XP_029710082.1|AEAL, LOC109408983|XP_029732053.1|AEAL
OG0002480	LOC117138285|XP_033156147.1|DMAU	LOC109426380|XP_029731461.1|AEAL
OG0002481	LOC117146626|XP_033168850.1|DMAU	LOC109622288|XP_029731527.1|AEAL, LOC109403155|XP_019531441.1|AEAL
OG0002482	LOC117137010|XP_033154090.1|DMAU	LOC109403343|XP_019531695.2|AEAL
OG0002483	LOC117137162|XP_033154364.1|DMAU	LOC109410616|XP_019539683.2|AEAL, LOC109410719|XP_019539782.2|AEAL
OG0002484	LOC117137474|XP_033154839.1|DMAU	LOC109410624|XP_019539691.1|AEAL, LOC109433521|XP_019565507.2|AEAL
OG0002485	LOC117135898|XP_033152335.1|DMAU	LOC109410649|XP_019539726.2|AEAL, LOC115256130|XP_029710244.1|AEAL
OG0002486	LOC117140703|XP_033159659.1|DMAU	LOC109407646|XP_019536343.2|AEAL
OG0002487	LOC117136694|XP_033153605.1|DMAU	LOC109621445|XP_019931024.2|AEAL, LOC115259979|XP_029716639.1|AEAL
OG0002488	LOC117135675|XP_033151963.1|DMAU	LOC109426032|XP_019557015.1|AEAL
OG0002489	LOC117140763|XP_033159735.1|DMAU	LOC109425913|XP_019556831.2|AEAL
OG0002490	LOC117136682|XP_033153583.1|DMAU	LOC109407551|XP_019536164.2|AEAL, LOC115270973|XP_029736210.1|AEAL, LOC115262215|XP_029720425.1|AEAL
OG0002491	LOC117139150|XP_033157199.1|DMAU	LOC109407544|XP_019536154.2|AEAL
OG0002492	LOC117135667|XP_033151950.1|DMAU	LOC109407505|XP_029720465.1|AEAL, LOC109425762|XP_029720466.1|AEAL
OG0002493	LOC117138544|XP_033156593.1|DMAU	LOC109425769|XP_019556634.2|AEAL, LOC115262224|XP_029720470.1|AEAL, LOC109407508|XP_019536105.2|AEAL
OG0002495	LOC117137702|XP_033155162.1|DMAU	LOC109418565|XP_019548318.2|AEAL
OG0002508	LOC117148800|XP_033172304.1|DMAU	LOC115255628|XP_029709578.1|AEAL, LOC109397812|XP_029709596.1|AEAL, LOC115255662|XP_029709626.1|AEAL, LOC109405359|XP_029715575.1|AEAL
OG0002509	LOC117137082|XP_033154201.1|DMAU	LOC109397813|XP_019525683.2|AEAL, LOC109405355|XP_019533956.2|AEAL, LOC115255638|XP_029709594.1|AEAL
OG0002510	LOC117147785|XP_033170719.1|DMAU	LOC109424962|XP_029718276.1|AEAL, LOC109431083|XP_029718282.1|AEAL, LOC115256524|XP_029711072.1|AEAL
OG0002511	LOC117142906|XP_033163079.1|DMAU	LOC109431106|XP_029711263.1|AEAL, LOC109424968|XP_029718293.1|AEAL
OG0002512	LOC117146258|XP_033168103.1|DMAU	LOC109424989|XP_029711820.1|AEAL, LOC109431130|XP_029710759.1|AEAL
OG0002513	LOC117143813|XP_033164550.1|DMAU	LOC109431143|XP_019562884.2|AEAL, LOC115256574|XP_029711207.1|AEAL
OG0002514	LOC117140149|XP_033158809.1|DMAU	LOC109415652|XP_019545109.2|AEAL, LOC109431134|XP_019562871.1|AEAL, LOC115256861|XP_029711784.1|AEAL, LOC115253976|XP_029711783.1|AEAL
OG0002516	LOC117145119|XP_033166530.1|DMAU	LOC115269334|XP_029733837.1|AEAL, LOC109403482|XP_029711076.1|AEAL, LOC115268707|XP_029732665.1|AEAL, LOC109433655|XP_019565657.2|AEAL
OG0002517	LOC117148730|XP_033172178.1|DMAU	LOC109433641|XP_029733391.1|AEAL, LOC115256852|XP_029711756.1|AEAL, LOC115256816|XP_029711645.1|AEAL
OG0002518	LOC117145681|XP_033167314.1|DMAU	LOC115260183|XP_029716960.1|AEAL, LOC115256446|XP_029710919.1|AEAL, LOC109408964|XP_029716961.1|AEAL
OG0002519	LOC117138618|XP_033156718.1|DMAU	LOC109433632|XP_029716975.1|AEAL, LOC109408925|XP_029710640.1|AEAL, LOC115260197|XP_029716983.1|AEAL
OG0002520	LOC117148192|XP_033171353.1|DMAU	LOC109408926|XP_019537862.2|AEAL, LOC115256620|XP_029711302.1|AEAL
OG0002521	LOC117148320|XP_033171543.1|DMAU	LOC109433600|XP_029716995.1|AEAL, LOC109433599|XP_029711606.1|AEAL, LOC115254585|XP_029708054.1|AEAL, LOC115257618|XP_029713291.1|AEAL
OG0002522	LOC117143356|XP_033163920.1|DMAU	LOC109415224|XP_019544657.1|AEAL, LOC109428365|XP_019559631.2|AEAL, LOC115257081|XP_029712284.1|AEAL
OG0002523	LOC117142923|XP_033163111.1|DMAU	LOC109415190|XP_029710962.1|AEAL
OG0002524	LOC117146915|XP_033169431.1|DMAU	LOC109422157|XP_029710418.1|AEAL, LOC109428449|XP_019559760.2|AEAL
OG0002525	LOC117140716|XP_033159673.1|DMAU	LOC115255765|XP_029709747.1|AEAL, LOC109428472|XP_019559785.1|AEAL, LOC109422184|XP_019552373.1|AEAL
OG0002526	LOC117143274|XP_033163744.1|DMAU	LOC109422185|XP_019552375.2|AEAL, LOC109428473|XP_029710496.1|AEAL
OG0002527	LOC117144950|XP_033166296.1|DMAU	LOC109412976|XP_029711846.1|AEAL, LOC109412977|XP_029721803.1|AEAL, LOC109428530|XP_019559869.2|AEAL
OG0002528	LOC117147925|XP_033170938.1|DMAU	LOC109428492|XP_029711638.1|AEAL, LOC109428493|XP_029711426.1|AEAL, LOC109415177|XP_029721802.1|AEAL
OG0002529	LOC117143292|XP_033163778.1|DMAU	LOC109430085|XP_029711856.1|AEAL, LOC109428506|XP_029711698.1|AEAL
OG0002530	LOC117147264|XP_033169983.1|DMAU	LOC109430088|XP_019561666.2|AEAL, LOC115256457|XP_029710943.1|AEAL
OG0002531	LOC117135154|XP_033151105.1|DMAU	LOC115256602|XP_029711271.1|AEAL, LOC109428509|XP_029710785.1|AEAL
OG0002532	LOC117141097|XP_033160304.1|DMAU	LOC109416823|XP_019546446.1|AEAL
OG0002533	LOC117146493|XP_033168628.1|DMAU	LOC109428574|XP_029712652.1|AEAL
OG0002534	LOC117138362|XP_033156320.1|DMAU	LOC109416909|XP_019546574.2|AEAL, LOC109428578|XP_029712643.1|AEAL
OG0002535	LOC117139978|XP_033158572.1|DMAU	LOC109397833|XP_029710885.1|AEAL
OG0002536	LOC117144812|XP_033166079.1|DMAU	LOC109397902|XP_019525785.1|AEAL, LOC115256557|XP_029711146.1|AEAL
OG0002537	LOC117136230|XP_033152901.1|DMAU	LOC109397922|XP_019525808.2|AEAL, LOC109416136|XP_029711561.1|AEAL
OG0002539	LOC117138058|XP_033155771.1|DMAU	LOC109398742|XP_019526678.2|AEAL
