Orthogroup	DMAU.longest_only	ASTE.longest_only
OG0000995	LOC117139753|XP_033158209.1|DMAU, LOC117148390|XP_033171643.1|DMAU, LOC117147602|XP_033170443.1|DMAU	LOC118512963|XP_035914082.1|ASTE
OG0000996	LOC117136605|XP_033153480.1|DMAU	LOC118512440|XP_035912794.1|ASTE
OG0000997	LOC117137479|XP_033154847.1|DMAU	LOC118509566|XP_035906219.1|ASTE, LOC118516428|XP_035918192.1|ASTE
OG0000998	LOC117140883|XP_033159924.1|DMAU	LOC118511296|XP_035910096.1|ASTE
OG0000999	LOC117137803|XP_033155368.1|DMAU, LOC117146891|XP_033169380.1|DMAU	LOC118509774|XP_035906806.1|ASTE
OG0001000	LOC117138000|XP_033155677.1|DMAU	LOC118511145|XP_035909767.1|ASTE, LOC118509974|XP_035907247.1|ASTE, LOC118512285|XP_035912401.1|ASTE, LOC118509969|XP_035907241.1|ASTE, LOC118509975|XP_035907248.1|ASTE, LOC118509966|XP_035907237.1|ASTE, LOC118509968|XP_035907240.1|ASTE, LOC118509967|XP_035907239.1|ASTE, LOC118509971|XP_035907243.1|ASTE, LOC118509965|XP_035907236.1|ASTE, LOC118509973|XP_035907245.1|ASTE, LOC118509116|XP_035905180.1|ASTE, LOC118512274|XP_035912356.1|ASTE, LOC118509970|XP_035907242.1|ASTE, LOC118509972|XP_035907244.1|ASTE, LOC118513578|XP_035915419.1|ASTE
OG0001001	LOC117135434|XP_033151487.1|DMAU	LOC118514530|XP_035917404.1|ASTE, LOC118514517|XP_035917374.1|ASTE, LOC118514520|XP_035917383.1|ASTE, LOC118513457|XP_035915118.1|ASTE
OG0001002	LOC117150537|XP_033173354.1|DMAU	LOC118514655|XP_035917581.1|ASTE
OG0001003	LOC117141381|XP_033160683.1|DMAU, LOC117135700|XP_033152000.1|DMAU	LOC118506710|XP_035900094.1|ASTE
OG0001004	LOC117144222|XP_033165170.1|DMAU, LOC117143801|XP_033164536.1|DMAU	LOC118503620|XP_035892998.1|ASTE
OG0001005	LOC117145569|XP_033167169.1|DMAU, LOC117146731|XP_033169064.1|DMAU	LOC118502561|XP_035890772.1|ASTE
OG0001006	LOC117143775|XP_033164494.1|DMAU, LOC117139132|XP_033157173.1|DMAU	LOC118517610|XP_035919799.1|ASTE
OG0001007	LOC117135451|XP_033151526.1|DMAU	LOC118505393|XP_035896998.1|ASTE
OG0001008	LOC117144446|XP_033165491.1|DMAU, LOC117147629|XP_033170485.1|DMAU	LOC118504118|XP_035894102.1|ASTE
OG0001009	LOC117144589|XP_033165758.1|DMAU, LOC117142760|XP_033162833.1|DMAU	LOC118510858|XP_035909084.1|ASTE
OG0001019	LOC117143230|XP_033163671.1|DMAU	LOC118517381|XP_035919300.1|ASTE, LOC118505301|XP_035896815.1|ASTE
OG0001020	LOC117148384|XP_033171636.1|DMAU	LOC118517494|XP_035919584.1|ASTE, LOC118503895|XP_035893572.1|ASTE
OG0001022	LOC117144581|XP_033165747.1|DMAU, LOC117147683|XP_033170554.1|DMAU	LOC118510698|XP_035908784.1|ASTE, LOC118510644|XP_035908633.1|ASTE
OG0001024	LOC117143889|XP_033164681.1|DMAU	LOC118504718|XP_035895454.1|ASTE, LOC118512037|XP_035911727.1|ASTE
OG0001025	LOC117141213|XP_033160462.1|DMAU	LOC118512141|XP_035912055.1|ASTE
OG0001026	LOC117138590|XP_033156662.1|DMAU	LOC118511256|XP_035910013.1|ASTE, LOC118512733|XP_035913488.1|ASTE
OG0001027	LOC117139527|XP_033157780.1|DMAU	LOC118514172|XP_035916730.1|ASTE, LOC118514174|XP_035916735.1|ASTE
OG0001028	LOC117139617|XP_033157965.1|DMAU	LOC118509366|XP_035905783.1|ASTE
OG0001029	LOC117138373|XP_033156333.1|DMAU	LOC118506615|XP_035899873.1|ASTE
OG0001031	LOC117135175|XP_033151135.1|DMAU	LOC118513594|XP_035915474.1|ASTE
OG0001032	LOC117137815|XP_033155388.1|DMAU, LOC117150749|XP_033173674.1|DMAU, LOC117145543|XP_033167132.1|DMAU	LOC118502553|XP_035890742.1|ASTE
OG0001033	LOC117141072|XP_033160260.1|DMAU	LOC118507110|XP_035901005.1|ASTE
OG0001042	LOC117145224|XP_033166687.1|DMAU	LOC118512102|XP_035911999.1|ASTE, LOC118512341|XP_035912566.1|ASTE, LOC118507381|XP_035901719.1|ASTE, LOC118512064|XP_035911870.1|ASTE
OG0001043	LOC117147867|XP_033170835.1|DMAU	LOC118505866|XP_035898174.1|ASTE
OG0001044	LOC117137282|XP_033154544.1|DMAU	LOC118513170|XP_035914510.1|ASTE
OG0001045	LOC117137462|XP_033154799.1|DMAU	LOC118507906|XP_035903057.1|ASTE
OG0001046	LOC117136290|XP_033153017.1|DMAU, LOC117136289|XP_033153016.1|DMAU	LOC118506997|XP_035900775.1|ASTE
OG0001047	LOC117135630|XP_033151896.1|DMAU	LOC118513825|XP_035915954.1|ASTE
OG0001048	LOC117137600|XP_033155008.1|DMAU	LOC118508135|XP_035903535.1|ASTE, LOC118513731|XP_035915777.1|ASTE
OG0001049	LOC117139765|XP_033158252.1|DMAU	LOC118510290|XP_035907799.1|ASTE
OG0001050	LOC117141344|XP_033160638.1|DMAU	LOC118514219|XP_035916809.1|ASTE
OG0001051	LOC117151072|XP_033174205.1|DMAU	LOC118510039|XP_035907319.1|ASTE
OG0001052	LOC117139580|XP_033157924.1|DMAU	LOC118513249|XP_035914703.1|ASTE
OG0001053	LOC117147209|XP_033169913.1|DMAU	LOC118506573|XP_035899808.1|ASTE
OG0001054	LOC117144668|XP_033165877.1|DMAU, LOC117144669|XP_033165878.1|DMAU	LOC118508364|XP_035903978.1|ASTE
OG0001055	LOC117144141|XP_033165058.1|DMAU, LOC117145345|XP_033166852.1|DMAU	LOC118502413|XP_035890530.1|ASTE
OG0001056	LOC117150848|XP_033173809.1|DMAU, LOC117147691|XP_033170569.1|DMAU	LOC118505006|XP_035896088.1|ASTE
OG0001057	LOC117143767|XP_033164484.1|DMAU	LOC118507569|XP_035902085.1|ASTE
OG0001058	LOC117147900|XP_033170898.1|DMAU	LOC118505311|XP_035896842.1|ASTE
OG0001059	LOC117140865|XP_033159894.1|DMAU	LOC118503881|XP_035893529.1|ASTE
OG0001073	LOC117145592|XP_033167189.1|DMAU	LOC118504199|XP_035894705.1|ASTE
OG0001074	LOC117137602|XP_033155011.1|DMAU	LOC118503056|XP_035891814.1|ASTE
OG0001077	LOC117139669|XP_033158037.1|DMAU, LOC117141255|XP_033160514.1|DMAU	LOC118507855|XP_035902882.1|ASTE
OG0001078	LOC117147392|XP_033170152.1|DMAU	LOC118516377|XP_035918121.1|ASTE, LOC118512764|XP_035913554.1|ASTE
OG0001079	LOC117140380|XP_033159136.1|DMAU	LOC118517005|XP_035918738.1|ASTE, LOC118508917|XP_035904672.1|ASTE
OG0001080	LOC117139716|XP_033158122.1|DMAU	LOC118512188|XP_035912172.1|ASTE
OG0001081	LOC117145921|XP_033167670.1|DMAU	LOC118512185|XP_035912169.1|ASTE, LOC118510555|XP_035908430.1|ASTE
OG0001082	LOC117137630|XP_033155053.1|DMAU	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE
OG0001083	LOC117147646|XP_033170507.1|DMAU, LOC117140875|XP_033159909.1|DMAU, LOC117148593|XP_033171962.1|DMAU, LOC117147840|XP_033170789.1|DMAU	LOC118514263|XP_035916872.1|ASTE
OG0001084	LOC117136168|XP_033152800.1|DMAU	LOC118507701|XP_035902459.1|ASTE, LOC118509434|XP_035905916.1|ASTE
OG0001085	LOC117138186|XP_033155976.1|DMAU	LOC118509491|XP_035906039.1|ASTE
OG0001086	LOC117143507|XP_033164119.1|DMAU, LOC117135450|XP_033151523.1|DMAU	LOC118512796|XP_035913612.1|ASTE
OG0001087	LOC117140923|XP_033160009.1|DMAU, LOC117137371|XP_033154668.1|DMAU	LOC118509622|XP_035906371.1|ASTE
OG0001088	LOC117139743|XP_033158195.1|DMAU	LOC118509035|XP_035904967.1|ASTE
OG0001089	LOC117139009|XP_033156993.1|DMAU	LOC118512918|XP_035913960.1|ASTE
OG0001090	LOC117141127|XP_033160341.1|DMAU	LOC118510579|XP_035908464.1|ASTE, LOC118514620|XP_035917510.1|ASTE, LOC118514621|XP_035917512.1|ASTE
OG0001092	LOC117149947|XP_033172740.1|DMAU	LOC118514559|XP_035917442.1|ASTE
OG0001093	LOC117150686|XP_033173589.1|DMAU	LOC118513542|XP_035915309.1|ASTE
OG0001094	LOC117148773|XP_033172264.1|DMAU	LOC118513664|XP_035915652.1|ASTE
OG0001095	LOC117136201|XP_033152841.1|DMAU	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE, LOC118511711|XP_035911025.1|ASTE, LOC118511710|XP_035911024.1|ASTE
OG0001096	LOC117146591|XP_033168805.1|DMAU	LOC118514009|XP_035916369.1|ASTE, LOC118510061|XP_035907344.1|ASTE
OG0001097	LOC117138506|XP_033156529.1|DMAU	LOC118513278|XP_035914737.1|ASTE
OG0001099	LOC117141294|XP_033160564.1|DMAU	LOC118504634|XP_035895252.1|ASTE
OG0001100	LOC117139977|XP_033158570.1|DMAU	LOC118503634|XP_035893024.1|ASTE
OG0001101	LOC117138569|XP_033156630.1|DMAU	LOC118507368|XP_035901679.1|ASTE
OG0001102	LOC117138978|XP_033156936.1|DMAU	LOC118504079|XP_035894038.1|ASTE
OG0001103	LOC117143515|XP_033164129.1|DMAU	LOC118516558|XP_035918409.1|ASTE, LOC118503233|XP_035892133.1|ASTE, LOC118516551|XP_035918390.1|ASTE, LOC118503234|XP_035892134.1|ASTE, LOC118511884|XP_035911404.1|ASTE, LOC118511885|XP_035911405.1|ASTE
OG0001104	LOC117136429|XP_033153234.1|DMAU	LOC118504208|XP_035894289.1|ASTE
OG0001105	LOC117147234|XP_033169937.1|DMAU, LOC117137695|XP_033155155.1|DMAU	LOC118504854|XP_035895762.1|ASTE
OG0001106	LOC117146335|XP_033168337.1|DMAU, LOC117146336|XP_033168344.1|DMAU	LOC118503338|XP_035892396.1|ASTE, LOC118503340|XP_035892398.1|ASTE
OG0001118	LOC117146542|XP_033168722.1|DMAU, LOC117147662|XP_033170529.1|DMAU	LOC118511364|XP_035910219.1|ASTE, LOC118516339|XP_035918043.1|ASTE
OG0001119	LOC117140618|XP_033159525.1|DMAU	LOC118508166|XP_035903605.1|ASTE, LOC118502857|XP_035891459.1|ASTE
OG0001120	LOC117142265|XP_033162022.1|DMAU	LOC118502829|XP_035891396.1|ASTE, LOC118502865|XP_035891466.1|ASTE
OG0001121	LOC117135704|XP_033152011.1|DMAU	LOC118517291|XP_035919169.1|ASTE
OG0001122	LOC117139749|XP_033158201.1|DMAU	LOC118510077|XP_035907374.1|ASTE
OG0001124	LOC117144496|XP_033165574.1|DMAU, LOC117143886|XP_033164675.1|DMAU	LOC118512134|XP_035912037.1|ASTE
OG0001125	LOC117145250|XP_033166722.1|DMAU	LOC118514381|XP_035917148.1|ASTE, LOC118514384|XP_035917155.1|ASTE
OG0001127	LOC117139129|XP_033157170.1|DMAU	LOC118509592|XP_035906265.1|ASTE, LOC118504020|XP_035893881.1|ASTE, LOC118507319|XP_035901600.1|ASTE, LOC118507314|XP_035901590.1|ASTE
OG0001128	LOC117137883|XP_033155504.1|DMAU	LOC118509705|XP_035906679.1|ASTE, LOC118512546|XP_035913014.1|ASTE
OG0001129	LOC117137095|XP_033154311.1|DMAU	LOC118511039|XP_035909525.1|ASTE
OG0001130	LOC117148663|XP_033172071.1|DMAU, LOC117150150|XP_033172843.1|DMAU, LOC117150147|XP_033172841.1|DMAU	LOC118511149|XP_035909769.1|ASTE
OG0001131	LOC117146307|XP_033168237.1|DMAU	LOC118513997|XP_035916323.1|ASTE, LOC118513994|XP_035916315.1|ASTE, LOC118513993|XP_035916314.1|ASTE
OG0001133	LOC117146590|XP_033168841.1|DMAU	LOC118513755|XP_035915813.1|ASTE
OG0001134	LOC117136270|XP_033152990.1|DMAU	LOC118502438|XP_035890559.1|ASTE
OG0001135	LOC117144238|XP_033165198.1|DMAU	LOC118517104|XP_035918855.1|ASTE, LOC118503680|XP_035893115.1|ASTE, LOC118506668|XP_035899997.1|ASTE
OG0001136	LOC117146122|XP_033168010.1|DMAU	LOC118502679|XP_035891077.1|ASTE
OG0001137	LOC117145541|XP_033167127.1|DMAU	LOC118507713|XP_035902501.1|ASTE
OG0001138	LOC117139717|XP_033158123.1|DMAU	LOC118509208|XP_035905374.1|ASTE
OG0001139	LOC117142102|XP_033161878.1|DMAU	LOC118512386|XP_035912651.1|ASTE
OG0001153	LOC117136781|XP_033153723.1|DMAU, LOC117140045|XP_033158669.1|DMAU	LOC118508003|XP_035903270.1|ASTE
OG0001154	LOC117141760|XP_033161279.1|DMAU	LOC118512659|XP_035913299.1|ASTE
OG0001157	LOC117142764|XP_033162836.1|DMAU	LOC118504721|XP_035895504.1|ASTE
OG0001158	LOC117140202|XP_033158882.1|DMAU	LOC118509830|XP_035906897.1|ASTE
OG0001160	LOC117145793|XP_033167469.1|DMAU	LOC118506788|XP_035900298.1|ASTE
OG0001162	LOC117142422|XP_033162273.1|DMAU	LOC118505144|XP_035896396.1|ASTE
OG0001163	LOC117142675|XP_033162701.1|DMAU	LOC118507505|XP_035901931.1|ASTE
OG0001164	LOC117145632|XP_033167243.1|DMAU	LOC118504965|XP_035895980.1|ASTE, LOC118505092|XP_035896283.1|ASTE, LOC118504966|XP_035895982.1|ASTE
OG0001165	LOC117138556|XP_033156607.1|DMAU	LOC118507467|XP_035901855.1|ASTE
OG0001167	LOC117137870|XP_033155479.1|DMAU	LOC118517289|XP_035919161.1|ASTE, LOC118513604|XP_035915534.1|ASTE
OG0001168	LOC117135764|XP_033152120.1|DMAU	LOC118509897|XP_035907038.1|ASTE
OG0001169	LOC117148354|XP_033171603.1|DMAU	LOC118509719|XP_035906701.1|ASTE
OG0001170	LOC117143475|XP_033164080.1|DMAU	LOC118507819|XP_035902790.1|ASTE
OG0001171	LOC117138994|XP_033156955.1|DMAU	LOC118512251|XP_035912287.1|ASTE, LOC118517164|XP_035918942.1|ASTE
OG0001172	LOC117136589|XP_033153453.1|DMAU	LOC118514628|XP_035917519.1|ASTE, LOC118509860|XP_035906961.1|ASTE
OG0001173	LOC117142538|XP_033162477.1|DMAU	LOC118503022|XP_035891739.1|ASTE, LOC118512345|XP_035912525.1|ASTE
OG0001174	LOC117139876|XP_033158424.1|DMAU	LOC118510344|XP_035907928.1|ASTE
OG0001175	LOC117136286|XP_033153012.1|DMAU	LOC118506996|XP_035900774.1|ASTE
OG0001176	LOC117135787|XP_033152166.1|DMAU	LOC118513904|XP_035916123.1|ASTE, LOC118513896|XP_035916106.1|ASTE, LOC118513895|XP_035916105.1|ASTE
OG0001177	LOC117138273|XP_033156135.1|DMAU	LOC118510697|XP_035908780.1|ASTE
OG0001178	LOC117136036|XP_033152550.1|DMAU	LOC118511785|XP_035911195.1|ASTE
OG0001179	LOC117137140|XP_033154331.1|DMAU	LOC118512602|XP_035913151.1|ASTE
OG0001180	LOC117146295|XP_033168200.1|DMAU	LOC118510715|XP_035908811.1|ASTE
OG0001181	LOC117139857|XP_033158398.1|DMAU	LOC118505739|XP_035897822.1|ASTE
OG0001182	LOC117145299|XP_033166782.1|DMAU	LOC118507133|XP_035901055.1|ASTE, LOC118507129|XP_035901039.1|ASTE, LOC118507131|XP_035901049.1|ASTE
OG0001183	LOC117143015|XP_033163273.1|DMAU	LOC118506509|XP_035899620.1|ASTE, LOC118506511|XP_035899628.1|ASTE
OG0001185	LOC117144514|XP_033165622.1|DMAU, LOC117144512|XP_033165601.1|DMAU	LOC118507718|XP_035902509.1|ASTE
OG0001186	LOC117142573|XP_033162532.1|DMAU	LOC118506012|XP_035898491.1|ASTE
OG0001187	LOC117137936|XP_033155583.1|DMAU	LOC118504060|XP_035893987.1|ASTE, LOC118504073|XP_035894019.1|ASTE
OG0001188	LOC117136156|XP_033152768.1|DMAU	LOC118507751|XP_035902650.1|ASTE, LOC118503704|XP_035893160.1|ASTE
OG0001189	LOC117137352|XP_033154641.1|DMAU	LOC118506041|XP_035898563.1|ASTE, LOC118516408|XP_035918164.1|ASTE, LOC118505894|XP_035898241.1|ASTE, LOC118516472|XP_035918283.1|ASTE
OG0001190	LOC117148909|XP_033172510.1|DMAU	LOC118508563|XP_035904355.1|ASTE, LOC118508561|XP_035904352.1|ASTE
OG0001191	LOC117147354|XP_033170111.1|DMAU	LOC118508197|XP_035903654.1|ASTE, LOC118508190|XP_035903644.1|ASTE
OG0001192	LOC117150487|XP_033173281.1|DMAU	LOC118507442|XP_035901817.1|ASTE
OG0001193	LOC117143581|XP_033164220.1|DMAU	LOC118506106|XP_035898685.1|ASTE
OG0001194	LOC117148665|XP_033172069.1|DMAU, LOC117148662|XP_033172067.1|DMAU	LOC118505981|XP_035898435.1|ASTE
OG0001195	LOC117136540|XP_033153382.1|DMAU	LOC118517297|XP_035919177.1|ASTE, LOC118517296|XP_035919175.1|ASTE, LOC118503111|XP_035891943.1|ASTE
OG0001201	LOC117142848|XP_033162973.1|DMAU	LOC118507003|XP_035900789.1|ASTE
OG0001202	LOC117147733|XP_033170622.1|DMAU, LOC117147728|XP_033170619.1|DMAU	LOC118517404|XP_035919371.1|ASTE
OG0001203	LOC117146265|XP_033168130.1|DMAU	LOC118509632|XP_035906421.1|ASTE, LOC118509691|XP_035906644.1|ASTE
OG0001204	LOC117139772|XP_033158274.1|DMAU	LOC118516568|XP_035918429.1|ASTE
OG0001205	LOC117142990|XP_033163233.1|DMAU	LOC118517643|XP_035919856.1|ASTE
OG0001206	LOC117145892|XP_033167624.1|DMAU	LOC118507373|XP_035901708.1|ASTE, LOC118510114|XP_035907474.1|ASTE
OG0001207	LOC117147117|XP_033169776.1|DMAU	LOC118517362|XP_035919272.1|ASTE, LOC118512174|XP_035912154.1|ASTE
OG0001208	LOC117146812|XP_033169253.1|DMAU	LOC118505348|XP_035897352.1|ASTE
OG0001209	LOC117143553|XP_033164185.1|DMAU	LOC118503498|XP_035892723.1|ASTE, LOC118503492|XP_035892710.1|ASTE
OG0001210	LOC117148006|XP_033171056.1|DMAU	LOC118506747|XP_035900223.1|ASTE, LOC118506743|XP_035900201.1|ASTE
OG0001212	LOC117146758|XP_033169145.1|DMAU	LOC118506149|XP_035898795.1|ASTE, LOC118503033|XP_035891757.1|ASTE
OG0001213	LOC117144782|XP_033166042.1|DMAU	LOC118505302|XP_035896814.1|ASTE, LOC118505303|XP_035896816.1|ASTE
OG0001214	LOC117142676|XP_033162706.1|DMAU	LOC118507998|XP_035903262.1|ASTE
OG0001215	LOC117145244|XP_033166716.1|DMAU	LOC118508007|XP_035903285.1|ASTE, LOC118508004|XP_035903271.1|ASTE
OG0001216	LOC117142586|XP_033162547.1|DMAU	LOC118507996|XP_035903258.1|ASTE
OG0001217	LOC117138113|XP_033155907.1|DMAU	LOC118503463|XP_035892642.1|ASTE
OG0001218	LOC117142256|XP_033162009.1|DMAU	LOC118507811|XP_035902772.1|ASTE
OG0001220	LOC117137745|XP_033155220.1|DMAU	LOC118508888|XP_035904614.1|ASTE, LOC118508889|XP_035904615.1|ASTE
OG0001221	LOC117137636|XP_033155058.1|DMAU	LOC118511247|XP_035909988.1|ASTE, LOC118516930|XP_035918670.1|ASTE, LOC118516931|XP_035918671.1|ASTE, LOC118511246|XP_035909985.1|ASTE, LOC118510589|XP_035908483.1|ASTE
OG0001223	LOC117138446|XP_033156450.1|DMAU	LOC118514347|XP_035917058.1|ASTE
OG0001224	LOC117137597|XP_033154999.1|DMAU	LOC118506033|XP_035898545.1|ASTE
OG0001225	LOC117135503|XP_033151618.1|DMAU	LOC118509675|XP_035906574.1|ASTE
OG0001226	LOC117135732|XP_033152067.1|DMAU	LOC118511394|XP_035910317.1|ASTE
OG0001227	LOC117144657|XP_033165851.1|DMAU	LOC118511067|XP_035909568.1|ASTE
OG0001228	LOC117147312|XP_033170050.1|DMAU	LOC118512395|XP_035912669.1|ASTE
OG0001229	LOC117136207|XP_033152853.1|DMAU	LOC118514527|XP_035917400.1|ASTE
OG0001230	LOC117135745|XP_033152086.1|DMAU	LOC118509042|XP_035905008.1|ASTE
OG0001231	LOC117145595|XP_033167204.1|DMAU	LOC118511796|XP_035911219.1|ASTE
OG0001233	LOC117150670|XP_033173561.1|DMAU	LOC118508945|XP_035904747.1|ASTE
OG0001234	LOC117137741|XP_033155215.1|DMAU	LOC118511242|XP_035909975.1|ASTE
OG0001235	LOC117150322|XP_033173051.1|DMAU	LOC118510723|XP_035908825.1|ASTE
OG0001236	LOC117140025|XP_033158647.1|DMAU	LOC118505735|XP_035897816.1|ASTE
OG0001237	LOC117140868|XP_033159898.1|DMAU, LOC117145515|XP_033167095.1|DMAU	LOC118505306|XP_035896830.1|ASTE
OG0001238	LOC117142360|XP_033162175.1|DMAU	LOC118504642|XP_035895262.1|ASTE
OG0001239	LOC117143288|XP_033163760.1|DMAU	LOC118508095|XP_035903470.1|ASTE, LOC118503658|XP_035893074.1|ASTE
OG0001240	LOC117145127|XP_033166538.1|DMAU	LOC118508254|XP_035903765.1|ASTE, LOC118515267|XP_035917851.1|ASTE, LOC118503513|XP_035892757.1|ASTE
OG0001241	LOC117138021|XP_033155719.1|DMAU	LOC118506705|XP_035900090.1|ASTE
OG0001242	LOC117146832|XP_033169277.1|DMAU	LOC118502640|XP_035890980.1|ASTE
OG0001244	LOC117142718|XP_033162771.1|DMAU	LOC118509322|XP_035905679.1|ASTE
OG0001246	LOC117138120|XP_033155872.1|DMAU	LOC118504887|XP_035895838.1|ASTE, LOC118504885|XP_035895835.1|ASTE, LOC118504884|XP_035895834.1|ASTE
OG0001247	LOC117138439|XP_033156440.1|DMAU	LOC118508155|XP_035903585.1|ASTE
OG0001249	LOC117148190|XP_033171350.1|DMAU	LOC118508107|XP_035903494.1|ASTE
OG0001257	LOC117146323|XP_033168280.1|DMAU	LOC118509652|XP_035906493.1|ASTE
OG0001258	LOC117144508|XP_033165589.1|DMAU	LOC118505200|XP_035896573.1|ASTE
OG0001259	LOC117147027|XP_033169611.1|DMAU	LOC118517449|XP_035919488.1|ASTE, LOC118506304|XP_035899145.1|ASTE
OG0001260	LOC117144726|XP_033165960.1|DMAU	LOC118512715|XP_035913451.1|ASTE
OG0001261	LOC117146601|XP_033168816.1|DMAU	LOC118509960|XP_035907260.1|ASTE, LOC118514207|XP_035916793.1|ASTE
OG0001263	LOC117142271|XP_033162038.1|DMAU	LOC118508293|XP_035903835.1|ASTE
OG0001264	LOC117151015|XP_033174112.1|DMAU	LOC118509213|XP_035905380.1|ASTE, LOC118517408|XP_035919375.1|ASTE
OG0001266	LOC117135964|XP_033152457.1|DMAU	LOC118507536|XP_035902006.1|ASTE
OG0001267	LOC117145054|XP_033166454.1|DMAU	LOC118502916|XP_035891542.1|ASTE, LOC118502906|XP_035891520.1|ASTE
OG0001269	LOC117136556|XP_033153400.1|DMAU	LOC118507188|XP_035901153.1|ASTE
OG0001270	LOC117145234|XP_033166699.1|DMAU	LOC118503699|XP_035893154.1|ASTE, LOC118508000|XP_035903266.1|ASTE
OG0001271	LOC117136325|XP_033153070.1|DMAU	LOC118511452|XP_035910445.1|ASTE, LOC118511451|XP_035910444.1|ASTE, LOC118508844|XP_035904487.1|ASTE
OG0001272	LOC117139445|XP_033157641.1|DMAU	LOC118509409|XP_035905868.1|ASTE
OG0001273	LOC117144074|XP_033164975.1|DMAU	LOC118507925|XP_035903121.1|ASTE
OG0001274	LOC117139532|XP_033157793.1|DMAU	LOC118516387|XP_035918144.1|ASTE, LOC118512763|XP_035913553.1|ASTE, LOC118512772|XP_035913569.1|ASTE, LOC118516384|XP_035918138.1|ASTE, LOC118516383|XP_035918137.1|ASTE, LOC118512771|XP_035913568.1|ASTE
OG0001276	LOC117140779|XP_033159755.1|DMAU	LOC118513068|XP_035914309.1|ASTE
OG0001277	LOC117140824|XP_033159822.1|DMAU	LOC118512920|XP_035913964.1|ASTE
OG0001278	LOC117141025|XP_033160192.1|DMAU	LOC118512294|XP_035912414.1|ASTE
OG0001279	LOC117139579|XP_033157879.1|DMAU	LOC118512298|XP_035912422.1|ASTE
OG0001280	LOC117141774|XP_033161295.1|DMAU	LOC118514238|XP_035916834.1|ASTE
OG0001281	LOC117141245|XP_033160502.1|DMAU	LOC118512634|XP_035913223.1|ASTE
OG0001282	LOC117136399|XP_033153189.1|DMAU	LOC118514262|XP_035916871.1|ASTE
OG0001283	LOC117138593|XP_033156665.1|DMAU	LOC118511551|XP_035910663.1|ASTE
OG0001284	LOC117137290|XP_033154555.1|DMAU	LOC118513903|XP_035916119.1|ASTE
OG0001285	LOC117139924|XP_033158499.1|DMAU	LOC118503095|XP_035891886.1|ASTE, LOC118512716|XP_035913448.1|ASTE
OG0001286	LOC117144084|XP_033164993.1|DMAU	LOC118512447|XP_035912804.1|ASTE
OG0001287	LOC117146100|XP_033167971.1|DMAU	LOC118512730|XP_035913483.1|ASTE
OG0001288	LOC117150199|XP_033172880.1|DMAU	LOC118512489|XP_035912886.1|ASTE
OG0001289	LOC117150534|XP_033173349.1|DMAU	LOC118514047|XP_035916431.1|ASTE
OG0001290	LOC117150514|XP_033173321.1|DMAU	LOC118510651|XP_035908659.1|ASTE
OG0001291	LOC117135519|XP_033151670.1|DMAU	LOC118506591|XP_035899841.1|ASTE
OG0001292	LOC117138561|XP_033156611.1|DMAU	LOC118503098|XP_035891890.1|ASTE, LOC118503104|XP_035891929.1|ASTE
OG0001293	LOC117147210|XP_033169914.1|DMAU	LOC118506581|XP_035899830.1|ASTE
OG0001294	LOC117144437|XP_033165475.1|DMAU	LOC118504858|XP_035895786.1|ASTE
OG0001295	LOC117148713|XP_033172153.1|DMAU	LOC118505807|XP_035898040.1|ASTE
OG0001296	LOC117136188|XP_033152825.1|DMAU	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE
OG0001297	LOC117143113|XP_033163487.1|DMAU	LOC118505340|XP_035896889.1|ASTE
OG0001298	LOC117145398|XP_033166926.1|DMAU	LOC118502576|XP_035890795.1|ASTE, LOC118506506|XP_035899615.1|ASTE
OG0001299	LOC117140247|XP_033158940.1|DMAU	LOC118505511|XP_035897300.1|ASTE, LOC118505510|XP_035897296.1|ASTE
OG0001300	LOC117145814|XP_033167506.1|DMAU	LOC118505015|XP_035896097.1|ASTE
OG0001301	LOC117150485|XP_033173275.1|DMAU	LOC118517591|XP_035919764.1|ASTE, LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE
OG0001302	LOC117137477|XP_033154841.1|DMAU	LOC118506830|XP_035900433.1|ASTE
OG0001303	LOC117144495|XP_033165573.1|DMAU, LOC117143885|XP_033164674.1|DMAU	LOC118517568|XP_035919706.1|ASTE
OG0001304	LOC117135821|XP_033152220.1|DMAU	LOC118502579|XP_035890806.1|ASTE
OG0001305	LOC117145235|XP_033166701.1|DMAU	LOC118508529|XP_035904296.1|ASTE
OG0001306	LOC117144423|XP_033165456.1|DMAU	LOC118507719|XP_035902560.1|ASTE
OG0001307	LOC117139434|XP_033157621.1|DMAU	LOC118502798|XP_035891298.1|ASTE
OG0001308	LOC117147216|XP_033169921.1|DMAU, LOC117148458|XP_033171720.1|DMAU	LOC118506555|XP_035899757.1|ASTE
OG0001309	LOC117146052|XP_033167882.1|DMAU	LOC118507709|XP_035902497.1|ASTE, LOC118507710|XP_035902498.1|ASTE
OG0001311	LOC117148484|XP_033171755.1|DMAU	LOC118503317|XP_035892341.1|ASTE, LOC118517427|XP_035919433.1|ASTE
OG0001312	LOC117140140|XP_033158799.1|DMAU, LOC117140142|XP_033158800.1|DMAU	LOC118503305|XP_035892318.1|ASTE
