Orthogroup	DMAU.longest_only	BCOP.longest_only
OG0000875	LOC117140284|XP_033159006.1|DMAU	LOC119085447|XP_037051763.1|BCOP
OG0000877	LOC117139467|XP_033157670.1|DMAU, LOC117147712|XP_033170600.1|DMAU	LOC119080405|XP_037044630.1|BCOP
OG0000882	LOC117147726|XP_033170617.1|DMAU, LOC117143446|XP_033164049.1|DMAU, LOC117150892|XP_033173920.1|DMAU, LOC117145413|XP_033166949.1|DMAU	LOC119067316|XP_037026121.1|BCOP
OG0000883	LOC117146801|XP_033169234.1|DMAU	LOC119068362|XP_037027826.1|BCOP, LOC119068300|XP_037027736.1|BCOP, LOC119080995|XP_037045546.1|BCOP, LOC119080818|XP_037045280.1|BCOP, LOC119085737|XP_037052100.1|BCOP, LOC119080377|XP_037044580.1|BCOP, LOC119085741|XP_037052103.1|BCOP, LOC119073230|XP_037034437.1|BCOP, LOC119078909|XP_037042534.1|BCOP
OG0000884	LOC117145448|XP_033167007.1|DMAU, LOC117146543|XP_033168723.1|DMAU	LOC119068721|XP_037028308.1|BCOP
OG0000885	LOC117143302|XP_033163799.1|DMAU	LOC119068824|XP_037028491.1|BCOP
OG0000886	LOC117143095|XP_033163463.1|DMAU	LOC119083322|XP_037048902.1|BCOP, LOC119083347|XP_037048934.1|BCOP
OG0000887	LOC117147170|XP_033169847.1|DMAU	LOC119070304|XP_037030468.1|BCOP
OG0000888	LOC117141630|XP_033161056.1|DMAU	LOC119080382|XP_037044584.1|BCOP
OG0000889	LOC117141535|XP_033160916.1|DMAU	LOC119080079|XP_037044194.1|BCOP
OG0000890	LOC117136586|XP_033153449.1|DMAU	LOC119074495|XP_037036542.1|BCOP
OG0000891	LOC117150911|XP_033173954.1|DMAU, LOC117150506|XP_033173307.1|DMAU	LOC119071905|XP_037032913.1|BCOP
OG0000892	LOC117140120|XP_033158774.1|DMAU, LOC117138990|XP_033156952.1|DMAU	LOC119078708|XP_037042273.1|BCOP
OG0000893	LOC117144433|XP_033165471.1|DMAU	LOC119075563|XP_037037925.1|BCOP, LOC119075564|XP_037037927.1|BCOP, LOC119077985|XP_037041261.1|BCOP, LOC119084453|XP_037050329.1|BCOP, LOC119067881|XP_037027052.1|BCOP, LOC119074918|XP_037037203.1|BCOP
OG0000894	LOC117144040|XP_033164899.1|DMAU	LOC119068826|XP_037028494.1|BCOP
OG0000896	LOC117136098|XP_033152670.1|DMAU, LOC117147473|XP_033170257.1|DMAU	LOC119071864|XP_037032821.1|BCOP
OG0000907	LOC117136943|XP_033153981.1|DMAU	LOC119069087|XP_037028864.1|BCOP
OG0000909	LOC117146488|XP_033168619.1|DMAU, LOC117145347|XP_033166853.1|DMAU	LOC119067056|XP_037025697.1|BCOP
OG0000910	LOC117146065|XP_033167895.1|DMAU, LOC117148952|XP_033172587.1|DMAU	LOC119075482|XP_037037828.1|BCOP
OG0000911	LOC117135648|XP_033151923.1|DMAU	LOC119072888|XP_037034106.1|BCOP
OG0000912	LOC117141364|XP_033160661.1|DMAU, LOC117140832|XP_033159831.1|DMAU	LOC119075043|XP_037037336.1|BCOP
OG0000913	LOC117139694|XP_033158091.1|DMAU	LOC119080701|XP_037045051.1|BCOP
OG0000914	LOC117136763|XP_033153689.1|DMAU	LOC119081480|XP_037046373.1|BCOP
OG0000915	LOC117137288|XP_033154553.1|DMAU, LOC117147464|XP_033170246.1|DMAU	LOC119084701|XP_037050673.1|BCOP
OG0000916	LOC117150551|XP_033173377.1|DMAU	LOC119085310|XP_037051561.1|BCOP, LOC119083725|XP_037049418.1|BCOP, LOC119083824|XP_037049514.1|BCOP, LOC119083729|XP_037049422.1|BCOP
OG0000917	LOC117140481|XP_033159846.1|DMAU	LOC119082593|XP_037048030.1|BCOP
OG0000918	LOC117137078|XP_033154197.1|DMAU, LOC117135322|XP_033151411.1|DMAU	LOC119076314|XP_037038876.1|BCOP
OG0000920	LOC117148873|XP_033172435.1|DMAU	LOC119083049|XP_037048568.1|BCOP
OG0000921	LOC117146764|XP_033169156.1|DMAU, LOC117146765|XP_033169157.1|DMAU	LOC119078052|XP_037041367.1|BCOP
OG0000922	LOC117139029|XP_033157018.1|DMAU, LOC117139027|XP_033157016.1|DMAU	LOC119068338|XP_037027793.1|BCOP, LOC119082934|XP_037048485.1|BCOP
OG0000923	LOC117141567|XP_033160969.1|DMAU, LOC117143945|XP_033164770.1|DMAU	LOC119075006|XP_037037304.1|BCOP
OG0000924	LOC117146721|XP_033169050.1|DMAU	LOC119076113|XP_037038669.1|BCOP
OG0000925	LOC117145095|XP_033166504.1|DMAU, LOC117145094|XP_033166503.1|DMAU	LOC119066547|XP_037024978.1|BCOP
OG0000935	LOC117144531|XP_033165653.1|DMAU	LOC119085662|XP_037052005.1|BCOP
OG0000936	LOC117144628|XP_033165814.1|DMAU, LOC117147763|XP_033170679.1|DMAU	LOC119068158|XP_037027530.1|BCOP
OG0000937	LOC117144664|XP_033165856.1|DMAU	LOC119069164|XP_037028965.1|BCOP, LOC119069166|XP_037028969.1|BCOP, LOC119071087|XP_037031624.1|BCOP
OG0000938	LOC117136677|XP_033153575.1|DMAU, LOC117147676|XP_033170543.1|DMAU	LOC119069567|XP_037029542.1|BCOP
OG0000939	LOC117151025|XP_033174125.1|DMAU, LOC117137072|XP_033154193.1|DMAU	LOC119069209|XP_037029080.1|BCOP
OG0000940	LOC117146969|XP_033169528.1|DMAU, LOC117140908|XP_033159971.1|DMAU	LOC119067541|XP_037026493.1|BCOP
OG0000941	LOC117145841|XP_033167538.1|DMAU, LOC117146876|XP_033169356.1|DMAU	LOC119069063|XP_037028834.1|BCOP
OG0000942	LOC117140515|XP_033159384.1|DMAU	LOC119080805|XP_037045271.1|BCOP
OG0000943	LOC117135554|XP_033151743.1|DMAU, LOC117135555|XP_033151746.1|DMAU	LOC119075876|XP_037038336.1|BCOP
OG0000944	LOC117147668|XP_033170534.1|DMAU, LOC117146835|XP_033169713.1|DMAU	LOC119081864|XP_037046988.1|BCOP
OG0000945	LOC117139195|XP_033157258.1|DMAU, LOC117139196|XP_033157260.1|DMAU	LOC119083903|XP_037049611.1|BCOP
OG0000947	LOC117136239|XP_033152915.1|DMAU	LOC119081502|XP_037046404.1|BCOP
OG0000948	LOC117140564|XP_033159452.1|DMAU	LOC119071154|XP_037031801.1|BCOP
OG0000949	LOC117146770|XP_033169175.1|DMAU	LOC119076037|XP_037038552.1|BCOP, LOC119076075|XP_037038619.1|BCOP
OG0000950	LOC117143634|XP_033164301.1|DMAU	LOC119081508|XP_037046414.1|BCOP
OG0000951	LOC117142512|XP_033162441.1|DMAU	LOC119084350|XP_037050187.1|BCOP
OG0000954	LOC117136729|XP_033153651.1|DMAU	LOC119081383|XP_037046166.1|BCOP, LOC119080804|XP_037045270.1|BCOP, LOC119074225|XP_037036139.1|BCOP
OG0000964	LOC117148485|XP_033171756.1|DMAU, LOC117148416|XP_033171675.1|DMAU, LOC117137287|XP_033154552.1|DMAU	LOC119085822|XP_037052212.1|BCOP
OG0000965	LOC117148285|XP_033171489.1|DMAU	LOC119083829|XP_037049526.1|BCOP
OG0000966	LOC117136072|XP_033152617.1|DMAU, LOC117142670|XP_033162694.1|DMAU	LOC119073645|XP_037035139.1|BCOP, LOC119073195|XP_037034398.1|BCOP
OG0000968	LOC117141114|XP_033160328.1|DMAU	LOC119066471|XP_037024872.1|BCOP, LOC119068517|XP_037028018.1|BCOP, LOC119080041|XP_037044138.1|BCOP, LOC119067361|XP_037026171.1|BCOP, LOC119080036|XP_037044121.1|BCOP
OG0000969	LOC117138177|XP_033155958.1|DMAU, LOC117143933|XP_033164741.1|DMAU	LOC119074494|XP_037036541.1|BCOP
OG0000970	LOC117142955|XP_033163171.1|DMAU	LOC119073002|XP_037034221.1|BCOP, LOC119072601|XP_037033750.1|BCOP, LOC119077095|XP_037040152.1|BCOP, LOC119077140|XP_037040218.1|BCOP
OG0000971	LOC117140377|XP_033159137.1|DMAU, LOC117149475|XP_033172674.1|DMAU, LOC117149457|XP_033172669.1|DMAU	LOC119072932|XP_037034147.1|BCOP
OG0000972	LOC117142065|XP_033161833.1|DMAU, LOC117147478|XP_033170265.1|DMAU	LOC119066215|XP_037024433.1|BCOP
OG0000975	LOC117142852|XP_033162983.1|DMAU	LOC119075022|XP_037037326.1|BCOP
OG0000977	LOC117142709|XP_033162759.1|DMAU, LOC117142703|XP_033162750.1|DMAU	LOC119077973|XP_037041250.1|BCOP
OG0000978	LOC117136500|XP_033153335.1|DMAU, LOC117136501|XP_033153336.1|DMAU, LOC117145408|XP_033166939.1|DMAU	LOC119079549|XP_037043432.1|BCOP
OG0000980	LOC117144616|XP_033165801.1|DMAU, LOC117142262|XP_033162016.1|DMAU	LOC119085810|XP_037052186.1|BCOP, LOC119078875|XP_037042486.1|BCOP
OG0000981	LOC117147756|XP_033170658.1|DMAU, LOC117144934|XP_033166282.1|DMAU	LOC119077440|XP_037040551.1|BCOP
OG0000988	LOC117140076|XP_033158757.1|DMAU	LOC119068079|XP_037027381.1|BCOP, LOC119080941|XP_037045463.1|BCOP
OG0000990	LOC117142690|XP_033162738.1|DMAU, LOC117147400|XP_033170163.1|DMAU	LOC119070368|XP_037030562.1|BCOP
OG0000991	LOC117146545|XP_033168727.1|DMAU	LOC119066633|XP_037025092.1|BCOP, LOC119081459|XP_037046325.1|BCOP
OG0000992	LOC117136497|XP_033153331.1|DMAU, LOC117136495|XP_033153330.1|DMAU, LOC117145677|XP_033167303.1|DMAU	LOC119074967|XP_037037258.1|BCOP
OG0000994	LOC117148155|XP_033171279.1|DMAU	LOC119081336|XP_037046032.1|BCOP
OG0000995	LOC117139753|XP_033158209.1|DMAU, LOC117148390|XP_033171643.1|DMAU, LOC117147602|XP_033170443.1|DMAU	LOC119081827|XP_037046960.1|BCOP
OG0000996	LOC117136605|XP_033153480.1|DMAU	LOC119081619|XP_037046563.1|BCOP, LOC119081223|XP_037045842.1|BCOP, LOC119070962|XP_037031421.1|BCOP
OG0000997	LOC117137479|XP_033154847.1|DMAU	LOC119076354|XP_037038949.1|BCOP
OG0000998	LOC117140883|XP_033159924.1|DMAU	LOC119074775|XP_037036948.1|BCOP, LOC119073498|XP_037034908.1|BCOP, LOC119074718|XP_037036896.1|BCOP
OG0000999	LOC117137803|XP_033155368.1|DMAU, LOC117146891|XP_033169380.1|DMAU	LOC119084413|XP_037050276.1|BCOP
OG0001000	LOC117138000|XP_033155677.1|DMAU	LOC119073777|XP_037035340.1|BCOP
OG0001001	LOC117135434|XP_033151487.1|DMAU	LOC119075735|XP_037038174.1|BCOP
OG0001002	LOC117150537|XP_033173354.1|DMAU	LOC119074361|XP_037036358.1|BCOP, LOC119070352|XP_037030564.1|BCOP
OG0001003	LOC117141381|XP_033160683.1|DMAU, LOC117135700|XP_033152000.1|DMAU	LOC119066211|XP_037024432.1|BCOP
OG0001004	LOC117144222|XP_033165170.1|DMAU, LOC117143801|XP_033164536.1|DMAU	LOC119084063|XP_037049796.1|BCOP
OG0001005	LOC117145569|XP_033167169.1|DMAU, LOC117146731|XP_033169064.1|DMAU	LOC119074410|XP_037036429.1|BCOP
OG0001006	LOC117143775|XP_033164494.1|DMAU, LOC117139132|XP_033157173.1|DMAU	LOC119071631|XP_037032484.1|BCOP
OG0001007	LOC117135451|XP_033151526.1|DMAU	LOC119072482|XP_037033606.1|BCOP
OG0001008	LOC117144446|XP_033165491.1|DMAU, LOC117147629|XP_033170485.1|DMAU	LOC119086069|XP_037052540.1|BCOP
OG0001009	LOC117144589|XP_033165758.1|DMAU, LOC117142760|XP_033162833.1|DMAU	LOC119075361|XP_037037690.1|BCOP
OG0001019	LOC117143230|XP_033163671.1|DMAU	LOC119069347|XP_037029316.1|BCOP
OG0001020	LOC117148384|XP_033171636.1|DMAU	LOC119078481|XP_037041936.1|BCOP, LOC119078471|XP_037041924.1|BCOP, LOC119069995|XP_037030138.1|BCOP
OG0001022	LOC117144581|XP_033165747.1|DMAU, LOC117147683|XP_033170554.1|DMAU	LOC119081328|XP_037046015.1|BCOP
OG0001024	LOC117143889|XP_033164681.1|DMAU	LOC119082402|XP_037047828.1|BCOP, LOC119069342|XP_037029308.1|BCOP, LOC119069345|XP_037029310.1|BCOP, LOC119085058|XP_037051170.1|BCOP, LOC119085254|XP_037051486.1|BCOP
OG0001025	LOC117141213|XP_033160462.1|DMAU	LOC119081450|XP_037046283.1|BCOP, LOC119083125|XP_037048657.1|BCOP, LOC119083124|XP_037048656.1|BCOP, LOC119073089|XP_037034296.1|BCOP
OG0001026	LOC117138590|XP_033156662.1|DMAU	LOC119065982|XP_037024085.1|BCOP, LOC119075085|XP_037037371.1|BCOP, LOC119074505|XP_037036557.1|BCOP
OG0001027	LOC117139527|XP_033157780.1|DMAU	LOC119076434|XP_037039078.1|BCOP
OG0001028	LOC117139617|XP_033157965.1|DMAU	LOC119080337|XP_037044529.1|BCOP, LOC119082899|XP_037048456.1|BCOP, LOC119077960|XP_037041235.1|BCOP, LOC119077717|XP_037040893.1|BCOP, LOC119077716|XP_037040890.1|BCOP
OG0001031	LOC117135175|XP_033151135.1|DMAU	LOC119071712|XP_037032601.1|BCOP
OG0001032	LOC117137815|XP_033155388.1|DMAU, LOC117150749|XP_033173674.1|DMAU, LOC117145543|XP_033167132.1|DMAU	LOC119081634|XP_037046580.1|BCOP, LOC119081743|XP_037046809.1|BCOP, LOC119075007|XP_037037305.1|BCOP
OG0001033	LOC117141072|XP_033160260.1|DMAU	LOC119068730|XP_037028321.1|BCOP, LOC119066556|XP_037024997.1|BCOP
OG0001034	LOC117139496|XP_033157714.1|DMAU	LOC119076343|XP_037038934.1|BCOP
OG0001042	LOC117145224|XP_033166687.1|DMAU	LOC119084984|XP_037051038.1|BCOP
OG0001043	LOC117147867|XP_033170835.1|DMAU	LOC119085900|XP_037052342.1|BCOP, LOC119069916|XP_037030028.1|BCOP
OG0001044	LOC117137282|XP_033154544.1|DMAU	LOC119073827|XP_037035519.1|BCOP, LOC119085590|XP_037051902.1|BCOP
OG0001045	LOC117137462|XP_033154799.1|DMAU	LOC119069797|XP_037029846.1|BCOP
OG0001046	LOC117136290|XP_033153017.1|DMAU, LOC117136289|XP_033153016.1|DMAU	LOC119085214|XP_037051420.1|BCOP
OG0001047	LOC117135630|XP_033151896.1|DMAU	LOC119066651|XP_037025117.1|BCOP, LOC119073202|XP_037034406.1|BCOP
OG0001048	LOC117137600|XP_033155008.1|DMAU	LOC119085139|XP_037051310.1|BCOP
OG0001049	LOC117139765|XP_033158252.1|DMAU	LOC119080206|XP_037044340.1|BCOP
OG0001050	LOC117141344|XP_033160638.1|DMAU	LOC119081569|XP_037046495.1|BCOP
OG0001051	LOC117151072|XP_033174205.1|DMAU	LOC119076391|XP_037039010.1|BCOP
OG0001052	LOC117139580|XP_033157924.1|DMAU	LOC119075377|XP_037037706.1|BCOP
OG0001053	LOC117147209|XP_033169913.1|DMAU	LOC119072009|XP_037033024.1|BCOP, LOC119071048|XP_037031555.1|BCOP
OG0001054	LOC117144668|XP_033165877.1|DMAU, LOC117144669|XP_033165878.1|DMAU	LOC119077890|XP_037041149.1|BCOP
OG0001056	LOC117150848|XP_033173809.1|DMAU, LOC117147691|XP_033170569.1|DMAU	LOC119075793|XP_037038255.1|BCOP
OG0001057	LOC117143767|XP_033164484.1|DMAU	LOC119081015|XP_037045593.1|BCOP
OG0001058	LOC117147900|XP_033170898.1|DMAU	LOC119067766|XP_037026805.1|BCOP
OG0001059	LOC117140672|XP_033159613.1|DMAU, LOC117140865|XP_033159894.1|DMAU	LOC119082553|XP_037047962.1|BCOP
OG0001060	LOC117144130|XP_033165045.1|DMAU	LOC119067032|XP_037025663.1|BCOP
OG0001072	LOC117139131|XP_033157172.1|DMAU, LOC117139275|XP_033157392.1|DMAU	LOC119076224|XP_037038774.1|BCOP
OG0001073	LOC117145592|XP_033167189.1|DMAU	LOC119068180|XP_037027566.1|BCOP
OG0001074	LOC117137602|XP_033155011.1|DMAU	LOC119083179|XP_037048734.1|BCOP
OG0001075	LOC117141868|XP_033161442.1|DMAU	LOC119073761|XP_037035323.1|BCOP
OG0001077	LOC117141255|XP_033160514.1|DMAU	LOC119070585|XP_037030891.1|BCOP
OG0001078	LOC117147392|XP_033170152.1|DMAU	LOC119083630|XP_037049263.1|BCOP, LOC119083310|XP_037048891.1|BCOP, LOC119085253|XP_037051484.1|BCOP, LOC119083868|XP_037049572.1|BCOP, LOC119066619|XP_037025072.1|BCOP, LOC119074776|XP_037036944.1|BCOP, LOC119073855|XP_037035613.1|BCOP
OG0001079	LOC117140380|XP_033159136.1|DMAU	LOC119080836|XP_037045291.1|BCOP
OG0001080	LOC117139716|XP_033158122.1|DMAU	LOC119076015|XP_037038502.1|BCOP
OG0001081	LOC117145921|XP_033167670.1|DMAU	LOC119077092|XP_037040147.1|BCOP, LOC119076408|XP_037039035.1|BCOP, LOC119073269|XP_037034544.1|BCOP
OG0001082	LOC117137630|XP_033155053.1|DMAU	LOC119076850|XP_037039752.1|BCOP
OG0001083	LOC117147646|XP_033170507.1|DMAU, LOC117140875|XP_033159909.1|DMAU, LOC117148593|XP_033171962.1|DMAU, LOC117147840|XP_033170789.1|DMAU	LOC119082042|XP_037047264.1|BCOP, LOC119066221|XP_037024443.1|BCOP, LOC119074746|XP_037036908.1|BCOP
OG0001084	LOC117136168|XP_033152800.1|DMAU	LOC119076818|XP_037039701.1|BCOP, LOC119073995|XP_037035817.1|BCOP
OG0001085	LOC117138186|XP_033155976.1|DMAU	LOC119073430|XP_037034797.1|BCOP
OG0001086	LOC117143507|XP_033164119.1|DMAU, LOC117135450|XP_033151523.1|DMAU	LOC119071574|XP_037032409.1|BCOP
OG0001087	LOC117140923|XP_033160009.1|DMAU, LOC117137371|XP_033154668.1|DMAU	LOC119074448|XP_037036474.1|BCOP
OG0001088	LOC117139743|XP_033158195.1|DMAU	LOC119076941|XP_037039884.1|BCOP
OG0001089	LOC117139009|XP_033156993.1|DMAU	LOC119080047|XP_037044149.1|BCOP
OG0001090	LOC117141127|XP_033160341.1|DMAU	LOC119081801|XP_037046915.1|BCOP
OG0001092	LOC117149947|XP_033172740.1|DMAU	LOC119076984|XP_037039983.1|BCOP
OG0001093	LOC117150686|XP_033173589.1|DMAU	LOC119076993|XP_037039996.1|BCOP, LOC119076994|XP_037039998.1|BCOP
OG0001094	LOC117148773|XP_033172264.1|DMAU	LOC119078595|XP_037042077.1|BCOP
OG0001095	LOC117136201|XP_033152841.1|DMAU	LOC119085955|XP_037052407.1|BCOP
OG0001096	LOC117146591|XP_033168805.1|DMAU	LOC119078915|XP_037042541.1|BCOP, LOC119078916|XP_037042544.1|BCOP
OG0001097	LOC117138506|XP_033156529.1|DMAU	LOC119066245|XP_037024464.1|BCOP
OG0001099	LOC117141294|XP_033160564.1|DMAU	LOC119071399|XP_037032180.1|BCOP
OG0001100	LOC117139977|XP_033158570.1|DMAU	LOC119083187|XP_037048744.1|BCOP
OG0001101	LOC117138569|XP_033156630.1|DMAU	LOC119066925|XP_037025528.1|BCOP
OG0001102	LOC117138978|XP_033156936.1|DMAU	LOC119083309|XP_037048890.1|BCOP
OG0001103	LOC117143515|XP_033164129.1|DMAU	LOC119069160|XP_037028962.1|BCOP, LOC119069161|XP_037028963.1|BCOP
OG0001104	LOC117136429|XP_033153234.1|DMAU	LOC119078780|XP_037042387.1|BCOP, LOC119070322|XP_037030485.1|BCOP
OG0001105	LOC117147234|XP_033169937.1|DMAU, LOC117137695|XP_033155155.1|DMAU	LOC119084069|XP_037049806.1|BCOP
OG0001106	LOC117146335|XP_033168337.1|DMAU, LOC117146336|XP_033168344.1|DMAU	LOC119079471|XP_037043296.1|BCOP
OG0001108	LOC117145683|XP_033167316.1|DMAU, LOC117145488|XP_033167055.1|DMAU	LOC119066919|XP_037025557.1|BCOP
OG0001109	LOC117137932|XP_033155576.1|DMAU, LOC117136600|XP_033153474.1|DMAU	LOC119066649|XP_037025115.1|BCOP
OG0001110	LOC117148132|XP_033171248.1|DMAU, LOC117141708|XP_033161213.1|DMAU	LOC119081651|XP_037046628.1|BCOP
OG0001118	LOC117146542|XP_033168722.1|DMAU, LOC117147662|XP_033170529.1|DMAU	LOC119084904|XP_037050954.1|BCOP
OG0001119	LOC117140618|XP_033159525.1|DMAU	LOC119068250|XP_037027677.1|BCOP
OG0001120	LOC117142265|XP_033162022.1|DMAU	LOC119068668|XP_037028247.1|BCOP, LOC119075141|XP_037037422.1|BCOP
OG0001122	LOC117139749|XP_033158201.1|DMAU	LOC119083683|XP_037049363.1|BCOP
OG0001124	LOC117144496|XP_033165574.1|DMAU, LOC117143886|XP_033164675.1|DMAU	LOC119067257|XP_037026028.1|BCOP
OG0001125	LOC117145250|XP_033166722.1|DMAU	LOC119076572|XP_037039262.1|BCOP, LOC119083869|XP_037049573.1|BCOP, LOC119075720|XP_037038146.1|BCOP, LOC119081761|XP_037046847.1|BCOP, LOC119081370|XP_037046142.1|BCOP
OG0001127	LOC117139129|XP_033157170.1|DMAU	LOC119083838|XP_037049535.1|BCOP, LOC119080648|XP_037044957.1|BCOP
OG0001128	LOC117137883|XP_033155504.1|DMAU	LOC119084880|XP_037050919.1|BCOP
OG0001129	LOC117137095|XP_033154311.1|DMAU	LOC119066268|XP_037024516.1|BCOP
OG0001130	LOC117148663|XP_033172071.1|DMAU, LOC117150150|XP_033172843.1|DMAU, LOC117150147|XP_033172841.1|DMAU	LOC119075759|XP_037038195.1|BCOP
OG0001131	LOC117146307|XP_033168237.1|DMAU	LOC119081050|XP_037045650.1|BCOP
OG0001133	LOC117146590|XP_033168841.1|DMAU	LOC119080676|XP_037045003.1|BCOP
OG0001134	LOC117136270|XP_033152990.1|DMAU	LOC119071186|XP_037031854.1|BCOP
OG0001135	LOC117144238|XP_033165198.1|DMAU	LOC119075541|XP_037037907.1|BCOP, LOC119075800|XP_037038262.1|BCOP, LOC119084470|XP_037050350.1|BCOP
OG0001136	LOC117146122|XP_033168010.1|DMAU	LOC119074562|XP_037036667.1|BCOP
OG0001138	LOC117139717|XP_033158123.1|DMAU	LOC119069810|XP_037029867.1|BCOP
OG0001139	LOC117142102|XP_033161878.1|DMAU	LOC119072089|XP_037033143.1|BCOP
OG0001153	LOC117136781|XP_033153723.1|DMAU, LOC117140045|XP_033158669.1|DMAU	LOC119083126|XP_037048661.1|BCOP, LOC119083102|XP_037048628.1|BCOP
OG0001154	LOC117141760|XP_033161279.1|DMAU	LOC119066290|XP_037024558.1|BCOP
OG0001155	LOC117147133|XP_033169802.1|DMAU	LOC119069788|XP_037029824.1|BCOP
OG0001157	LOC117142764|XP_033162836.1|DMAU	LOC119080403|XP_037044631.1|BCOP
OG0001158	LOC117140202|XP_033158882.1|DMAU	LOC119076925|XP_037039845.1|BCOP
OG0001159	LOC117145378|XP_033166894.1|DMAU	LOC119069139|XP_037028940.1|BCOP
OG0001160	LOC117145793|XP_033167469.1|DMAU	LOC119067229|XP_037025978.1|BCOP
OG0001162	LOC117142422|XP_033162273.1|DMAU	LOC119067561|XP_037026522.1|BCOP
OG0001163	LOC117142675|XP_033162701.1|DMAU	LOC119067765|XP_037026793.1|BCOP, LOC119069849|XP_037029917.1|BCOP
OG0001165	LOC117138556|XP_033156607.1|DMAU	LOC119067345|XP_037026149.1|BCOP, LOC119072182|XP_037033240.1|BCOP
OG0001166	LOC117141986|XP_033161691.1|DMAU	LOC119069403|XP_037029344.1|BCOP
OG0001167	LOC117137870|XP_033155479.1|DMAU	LOC119083692|XP_037049371.1|BCOP
OG0001168	LOC117135764|XP_033152120.1|DMAU	LOC119077995|XP_037041270.1|BCOP
OG0001169	LOC117148354|XP_033171603.1|DMAU	LOC119072301|XP_037033380.1|BCOP, LOC119067534|XP_037026483.1|BCOP, LOC119067537|XP_037026487.1|BCOP, LOC119067536|XP_037026486.1|BCOP
OG0001171	LOC117138994|XP_033156955.1|DMAU	LOC119076805|XP_037039665.1|BCOP
OG0001172	LOC117136589|XP_033153453.1|DMAU	LOC119068932|XP_037028692.1|BCOP, LOC119078004|XP_037041278.1|BCOP
OG0001173	LOC117142538|XP_033162477.1|DMAU	LOC119068107|XP_037027443.1|BCOP, LOC119075232|XP_037037519.1|BCOP, LOC119075233|XP_037037520.1|BCOP
OG0001174	LOC117139876|XP_033158424.1|DMAU	LOC119081275|XP_037045926.1|BCOP
OG0001176	LOC117135787|XP_033152166.1|DMAU	LOC119082251|XP_037047610.1|BCOP, LOC119083690|XP_037049369.1|BCOP
OG0001177	LOC117138273|XP_033156135.1|DMAU	LOC119075291|XP_037037586.1|BCOP
OG0001178	LOC117136036|XP_033152550.1|DMAU	LOC119078444|XP_037041862.1|BCOP
OG0001179	LOC117137140|XP_033154331.1|DMAU	LOC119079282|XP_037042963.1|BCOP, LOC119079285|XP_037042970.1|BCOP
OG0001180	LOC117146295|XP_033168200.1|DMAU	LOC119073882|XP_037035657.1|BCOP
OG0001181	LOC117139857|XP_033158398.1|DMAU	LOC119074458|XP_037036490.1|BCOP
OG0001182	LOC117145299|XP_033166782.1|DMAU	LOC119084440|XP_037050310.1|BCOP
OG0001183	LOC117143015|XP_033163273.1|DMAU	LOC119076536|XP_037039219.1|BCOP
OG0001185	LOC117144514|XP_033165622.1|DMAU, LOC117144512|XP_033165601.1|DMAU	LOC119074306|XP_037036224.1|BCOP
OG0001186	LOC117142573|XP_033162532.1|DMAU	LOC119075891|XP_037038358.1|BCOP
OG0001187	LOC117137936|XP_033155583.1|DMAU	LOC119082640|XP_037048102.1|BCOP
OG0001188	LOC117136156|XP_033152768.1|DMAU	LOC119082080|XP_037047332.1|BCOP
OG0001189	LOC117137352|XP_033154641.1|DMAU	LOC119072520|XP_037033662.1|BCOP
OG0001190	LOC117148909|XP_033172510.1|DMAU	LOC119077611|XP_037040722.1|BCOP, LOC119075878|XP_037038337.1|BCOP, LOC119079782|XP_037043748.1|BCOP, LOC119077323|XP_037040399.1|BCOP
OG0001191	LOC117147354|XP_033170111.1|DMAU	LOC119084385|XP_037050242.1|BCOP
OG0001193	LOC117143581|XP_033164220.1|DMAU	LOC119085455|XP_037051773.1|BCOP, LOC119085454|XP_037051772.1|BCOP, LOC119085453|XP_037051771.1|BCOP
OG0001200	LOC117136880|XP_033153879.1|DMAU	LOC119074580|XP_037036705.1|BCOP
OG0001201	LOC117142848|XP_033162973.1|DMAU	LOC119078460|XP_037041892.1|BCOP, LOC119085192|XP_037051398.1|BCOP, LOC119078825|XP_037042428.1|BCOP, LOC119078965|XP_037042609.1|BCOP
OG0001202	LOC117147733|XP_033170622.1|DMAU, LOC117147728|XP_033170619.1|DMAU	LOC119074986|XP_037037283.1|BCOP, LOC119074987|XP_037037284.1|BCOP, LOC119074985|XP_037037282.1|BCOP, LOC119066078|XP_037024245.1|BCOP, LOC119084725|XP_037050694.1|BCOP
OG0001203	LOC117146265|XP_033168130.1|DMAU	LOC119083571|XP_037049212.1|BCOP, LOC119079488|XP_037043326.1|BCOP
OG0001204	LOC117139772|XP_033158274.1|DMAU	LOC119080679|XP_037045012.1|BCOP
OG0001205	LOC117142990|XP_033163233.1|DMAU	LOC119079043|XP_037042725.1|BCOP
OG0001206	LOC117145892|XP_033167624.1|DMAU	LOC119078341|XP_037041739.1|BCOP, LOC119078340|XP_037041738.1|BCOP, LOC119069337|XP_037029299.1|BCOP, LOC119084775|XP_037050734.1|BCOP
OG0001207	LOC117147117|XP_033169776.1|DMAU	LOC119084185|XP_037049953.1|BCOP
OG0001210	LOC117148006|XP_033171056.1|DMAU	LOC119068077|XP_037027378.1|BCOP
OG0001212	LOC117146758|XP_033169145.1|DMAU	LOC119068310|XP_037027746.1|BCOP
OG0001213	LOC117144782|XP_033166042.1|DMAU	LOC119068313|XP_037027752.1|BCOP
