Orthogroup	DMAU.longest_only	CCAP.longest_only
OG0002206	LOC117142678|XP_033162707.1|DMAU	CCAP1982_LOCUS1459|CAD6992610.1|CCAP
OG0002207	LOC117144525|XP_033165638.1|DMAU	CCAP1982_LOCUS2900|CAD6994134.1|CCAP
OG0002208	LOC117144919|XP_033166257.1|DMAU	CCAP1982_LOCUS2891|CAD6994125.1|CCAP
OG0002209	LOC117147137|XP_033169807.1|DMAU	CCAP1982_LOCUS21453|CAD7013388.1|CCAP
OG0002210	LOC117145123|XP_033166532.1|DMAU	CCAP1982_LOCUS2579|CAD6993781.1|CCAP
OG0002211	LOC117143846|XP_033164593.1|DMAU	CCAP1982_LOCUS2365|CAD6993553.1|CCAP
OG0002212	LOC117143106|XP_033163479.1|DMAU	CCAP1982_LOCUS3299|CAD6994559.1|CCAP
OG0002213	LOC117145724|XP_033167364.1|DMAU	CCAP1982_LOCUS4071|CAD6995352.1|CCAP
OG0002214	LOC117143713|XP_033164403.1|DMAU	CCAP1982_LOCUS3903|CAD6995182.1|CCAP
OG0002215	LOC117143000|XP_033163250.1|DMAU	CCAP1982_LOCUS1788|CAD6992956.1|CCAP, CCAP1982_LOCUS1791|CAD6992959.1|CCAP, CCAP1982_LOCUS1790|CAD6992958.1|CCAP
OG0002216	LOC117142485|XP_033162400.1|DMAU	CCAP1982_LOCUS20225|CAD7012126.1|CCAP
OG0002217	LOC117143383|XP_033163954.1|DMAU	CCAP1982_LOCUS1629|CAD6992790.1|CCAP, CCAP1982_LOCUS1647|CAD6992808.1|CCAP, CCAP1982_LOCUS1640|CAD6992801.1|CCAP, CCAP1982_LOCUS1630|CAD6992791.1|CCAP, CCAP1982_LOCUS1648|CAD6992809.1|CCAP
OG0002219	LOC117145144|XP_033166575.1|DMAU	CCAP1982_LOCUS3325|CAD6994586.1|CCAP, CCAP1982_LOCUS2338|CAD6993526.1|CCAP
OG0002220	LOC117145441|XP_033166989.1|DMAU	CCAP1982_LOCUS14529|CAD7006201.1|CCAP
OG0002221	LOC117140700|XP_033159654.1|DMAU	CCAP1982_LOCUS11417|CAD7002953.1|CCAP, CCAP1982_LOCUS11418|CAD7002954.1|CCAP
OG0002222	LOC117136329|XP_033153074.1|DMAU	CCAP1982_LOCUS22828|CAD7014862.1|CCAP, CCAP1982_LOCUS22827|CAD7014861.1|CCAP
OG0002223	LOC117136091|XP_033152655.1|DMAU	CCAP1982_LOCUS23412|CAD7015472.1|CCAP, CCAP1982_LOCUS23413|CAD7015473.1|CCAP
OG0002224	LOC117136078|XP_033152637.1|DMAU	CCAP1982_LOCUS22630|CAD7014640.1|CCAP, CCAP1982_LOCUS22629|CAD7014639.1|CCAP, CCAP1982_LOCUS22633|CAD7014643.1|CCAP
OG0002225	LOC117140967|XP_033160083.1|DMAU	CCAP1982_LOCUS10934|CAD7002445.1|CCAP, CCAP1982_LOCUS10935|CAD7002446.1|CCAP
OG0002226	LOC117136178|XP_033152811.1|DMAU	CCAP1982_LOCUS21808|CAD7013787.1|CCAP
OG0002227	LOC117136100|XP_033152685.1|DMAU	CCAP1982_LOCUS21604|CAD7013545.1|CCAP
OG0002228	LOC117136665|XP_033153556.1|DMAU	CCAP1982_LOCUS21006|CAD7012907.1|CCAP
OG0002229	LOC117135533|XP_033151695.1|DMAU	CCAP1982_LOCUS21232|CAD7013161.1|CCAP
OG0002230	LOC117137764|XP_033155274.1|DMAU	CCAP1982_LOCUS21573|CAD7013513.1|CCAP
OG0002231	LOC117136271|XP_033152991.1|DMAU	CCAP1982_LOCUS21526|CAD7013461.1|CCAP
OG0002232	LOC117135755|XP_033152102.1|DMAU	CCAP1982_LOCUS21781|CAD7013750.1|CCAP, CCAP1982_LOCUS21783|CAD7013752.1|CCAP
OG0002233	LOC117139820|XP_033158343.1|DMAU	CCAP1982_LOCUS11802|CAD7003343.1|CCAP
OG0002234	LOC117137667|XP_033155117.1|DMAU	CCAP1982_LOCUS21280|CAD7013209.1|CCAP
OG0002235	LOC117135967|XP_033152460.1|DMAU	CCAP1982_LOCUS22957|CAD7015000.1|CCAP
OG0002236	LOC117138523|XP_033156552.1|DMAU	CCAP1982_LOCUS19571|CAD7011471.1|CCAP
OG0002237	LOC117136231|XP_033152902.1|DMAU	CCAP1982_LOCUS19587|CAD7011488.1|CCAP
OG0002238	LOC117135940|XP_033152411.1|DMAU	CCAP1982_LOCUS21182|CAD7013109.1|CCAP, CCAP1982_LOCUS21181|CAD7013108.1|CCAP, CCAP1982_LOCUS21185|CAD7013112.1|CCAP
OG0002240	LOC117135866|XP_033152286.1|DMAU	CCAP1982_LOCUS22572|CAD7014573.1|CCAP
OG0002242	LOC117141226|XP_033160475.1|DMAU	CCAP1982_LOCUS11880|CAD7003424.1|CCAP
OG0002243	LOC117144170|XP_033165103.1|DMAU	CCAP1982_LOCUS8857|CAD7000381.1|CCAP
OG0002244	LOC117139964|XP_033158554.1|DMAU	CCAP1982_LOCUS14732|CAD7006412.1|CCAP
OG0002245	LOC117139865|XP_033158413.1|DMAU	CCAP1982_LOCUS10938|CAD7002449.1|CCAP, CCAP1982_LOCUS10942|CAD7002453.1|CCAP
OG0002246	LOC117137110|XP_033154288.1|DMAU	CCAP1982_LOCUS21176|CAD7013102.1|CCAP, CCAP1982_LOCUS21175|CAD7013101.1|CCAP, CCAP1982_LOCUS21174|CAD7013100.1|CCAP
OG0002247	LOC117136438|XP_033153244.1|DMAU	CCAP1982_LOCUS11613|CAD7003152.1|CCAP
OG0002248	LOC117139501|XP_033157723.1|DMAU	CCAP1982_LOCUS11531|CAD7003068.1|CCAP, CCAP1982_LOCUS11168|CAD7002690.1|CCAP
OG0002250	LOC117137931|XP_033155575.1|DMAU	CCAP1982_LOCUS22096|CAD7014090.1|CCAP, CCAP1982_LOCUS22103|CAD7014097.1|CCAP
OG0002251	LOC117137656|XP_033155084.1|DMAU	CCAP1982_LOCUS22090|CAD7014083.1|CCAP, CCAP1982_LOCUS22091|CAD7014085.1|CCAP
OG0002252	LOC117137419|XP_033154739.1|DMAU	CCAP1982_LOCUS22059|CAD7014051.1|CCAP
OG0002253	LOC117138302|XP_033156193.1|DMAU	CCAP1982_LOCUS23400|CAD7015460.1|CCAP
OG0002254	LOC117143114|XP_033163490.1|DMAU	CCAP1982_LOCUS858|CAD6991971.1|CCAP
OG0002256	LOC117135421|XP_033151465.1|DMAU	CCAP1982_LOCUS23303|CAD7015358.1|CCAP
OG0002257	LOC117138324|XP_033156251.1|DMAU	CCAP1982_LOCUS21457|CAD7013392.1|CCAP
OG0002258	LOC117140748|XP_033159720.1|DMAU	CCAP1982_LOCUS10808|CAD7002318.1|CCAP, CCAP1982_LOCUS10810|CAD7002320.1|CCAP
OG0002260	LOC117139535|XP_033157799.1|DMAU	CCAP1982_LOCUS14451|CAD7006119.1|CCAP
OG0002261	LOC117139398|XP_033157556.1|DMAU	CCAP1982_LOCUS14525|CAD7006197.1|CCAP
OG0002262	LOC117136164|XP_033152797.1|DMAU	CCAP1982_LOCUS20358|CAD7012262.1|CCAP
OG0002263	LOC117139338|XP_033157476.1|DMAU	CCAP1982_LOCUS10964|CAD7002475.1|CCAP
OG0002264	LOC117136327|XP_033153073.1|DMAU	CCAP1982_LOCUS22829|CAD7014863.1|CCAP
OG0002265	LOC117139851|XP_033158389.1|DMAU	CCAP1982_LOCUS11793|CAD7003333.1|CCAP
OG0002266	LOC117140229|XP_033158919.1|DMAU	CCAP1982_LOCUS14431|CAD7006099.1|CCAP
OG0002267	LOC117139740|XP_033158188.1|DMAU	CCAP1982_LOCUS12835|CAD7004426.1|CCAP
OG0002268	LOC117139324|XP_033157460.1|DMAU	CCAP1982_LOCUS13024|CAD7004629.1|CCAP, CCAP1982_LOCUS13025|CAD7004630.1|CCAP
OG0002269	LOC117136099|XP_033152671.1|DMAU	CCAP1982_LOCUS7222|CAD6998656.1|CCAP
OG0002270	LOC117136449|XP_033153257.1|DMAU	CCAP1982_LOCUS22654|CAD7014666.1|CCAP
OG0002271	LOC117141543|XP_033160937.1|DMAU	CCAP1982_LOCUS13262|CAD7004877.1|CCAP, CCAP1982_LOCUS13264|CAD7004879.1|CCAP, CCAP1982_LOCUS13263|CAD7004878.1|CCAP, CCAP1982_LOCUS13256|CAD7004871.1|CCAP
OG0002272	LOC117142116|XP_033161903.1|DMAU	CCAP1982_LOCUS12832|CAD7004423.1|CCAP
OG0002273	LOC117140423|XP_033159199.1|DMAU	CCAP1982_LOCUS14315|CAD7005978.1|CCAP, CCAP1982_LOCUS14316|CAD7005979.1|CCAP
OG0002274	LOC117140838|XP_033159837.1|DMAU	CCAP1982_LOCUS14297|CAD7005959.1|CCAP
OG0002275	LOC117140282|XP_033159001.1|DMAU	CCAP1982_LOCUS11882|CAD7003426.1|CCAP
OG0002276	LOC117140015|XP_033158626.1|DMAU	CCAP1982_LOCUS12220|CAD7003784.1|CCAP
OG0002277	LOC117140594|XP_033159493.1|DMAU	CCAP1982_LOCUS12211|CAD7003775.1|CCAP
OG0002278	LOC117140077|XP_033158720.1|DMAU	CCAP1982_LOCUS12310|CAD7003880.1|CCAP, CCAP1982_LOCUS12309|CAD7003879.1|CCAP
OG0002279	LOC117139560|XP_033157846.1|DMAU	CCAP1982_LOCUS13194|CAD7004805.1|CCAP, CCAP1982_LOCUS13209|CAD7004820.1|CCAP
OG0002280	LOC117140990|XP_033160132.1|DMAU	CCAP1982_LOCUS11938|CAD7003487.1|CCAP, CCAP1982_LOCUS11939|CAD7003488.1|CCAP
OG0002281	LOC117139189|XP_033157249.1|DMAU	CCAP1982_LOCUS11749|CAD7003287.1|CCAP
OG0002282	LOC117141966|XP_033161654.1|DMAU	CCAP1982_LOCUS14975|CAD7006673.1|CCAP
OG0002283	LOC117138076|XP_033155790.1|DMAU	CCAP1982_LOCUS22246|CAD7014243.1|CCAP, CCAP1982_LOCUS22247|CAD7014244.1|CCAP
OG0002284	LOC117138421|XP_033156418.1|DMAU	CCAP1982_LOCUS21874|CAD7013855.1|CCAP
OG0002285	LOC117147380|XP_033170141.1|DMAU	CCAP1982_LOCUS14043|CAD7005691.1|CCAP
OG0002286	LOC117136949|XP_033153989.1|DMAU	CCAP1982_LOCUS11952|CAD7003502.1|CCAP, CCAP1982_LOCUS11953|CAD7003503.1|CCAP
OG0002287	LOC117136310|XP_033153048.1|DMAU	CCAP1982_LOCUS22653|CAD7014665.1|CCAP, CCAP1982_LOCUS22652|CAD7014664.1|CCAP
OG0002288	LOC117141542|XP_033160932.1|DMAU	CCAP1982_LOCUS13266|CAD7004882.1|CCAP, CCAP1982_LOCUS13265|CAD7004880.1|CCAP, CCAP1982_LOCUS13257|CAD7004872.1|CCAP, CCAP1982_LOCUS13267|CAD7004883.1|CCAP
OG0002289	LOC117141424|XP_033160747.1|DMAU	CCAP1982_LOCUS11194|CAD7002719.1|CCAP
OG0002290	LOC117143128|XP_033163513.1|DMAU	CCAP1982_LOCUS9006|CAD7000528.1|CCAP
OG0002291	LOC117137345|XP_033154630.1|DMAU	CCAP1982_LOCUS21679|CAD7013631.1|CCAP
OG0002292	LOC117137065|XP_033154170.1|DMAU	CCAP1982_LOCUS22752|CAD7014781.1|CCAP
OG0002293	LOC117137532|XP_033154909.1|DMAU	CCAP1982_LOCUS23020|CAD7015064.1|CCAP
OG0002294	LOC117143864|XP_033164621.1|DMAU	CCAP1982_LOCUS22296|CAD7014294.1|CCAP
OG0002295	LOC117149886|XP_033172721.1|DMAU	CCAP1982_LOCUS5586|CAD6996915.1|CCAP
OG0002296	LOC117144011|XP_033164860.1|DMAU	CCAP1982_LOCUS5628|CAD6996961.1|CCAP, CCAP1982_LOCUS5627|CAD6996960.1|CCAP
OG0002297	LOC117142435|XP_033162287.1|DMAU	CCAP1982_LOCUS4903|CAD6996215.1|CCAP, CCAP1982_LOCUS4901|CAD6996213.1|CCAP
OG0002298	LOC117138456|XP_033156474.1|DMAU	CCAP1982_LOCUS21102|CAD7013013.1|CCAP
OG0002300	LOC117150662|XP_033173542.1|DMAU	CCAP1982_LOCUS7777|CAD6999246.1|CCAP
OG0002301	LOC117147318|XP_033170098.1|DMAU	CCAP1982_LOCUS5582|CAD6996910.1|CCAP
OG0002302	LOC117135264|XP_033151305.1|DMAU	CCAP1982_LOCUS9095|CAD7000621.1|CCAP
OG0002305	LOC117140177|XP_033158843.1|DMAU	CCAP1982_LOCUS13684|CAD7005324.1|CCAP, CCAP1982_LOCUS13683|CAD7005323.1|CCAP
OG0002306	LOC117150885|XP_033173913.1|DMAU	CCAP1982_LOCUS7849|CAD6999322.1|CCAP
OG0002307	LOC117150512|XP_033173310.1|DMAU	CCAP1982_LOCUS8359|CAD6999847.1|CCAP, CCAP1982_LOCUS8360|CAD6999848.1|CCAP
OG0002308	LOC117136654|XP_033153548.1|DMAU	CCAP1982_LOCUS5615|CAD6996947.1|CCAP
OG0002309	LOC117150704|XP_033173607.1|DMAU	CCAP1982_LOCUS7873|CAD6999346.1|CCAP
OG0002310	LOC117138580|XP_033156651.1|DMAU	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP
OG0002311	LOC117140604|XP_033159509.1|DMAU	CCAP1982_LOCUS9051|CAD7000576.1|CCAP
OG0002312	LOC117150436|XP_033173209.1|DMAU	CCAP1982_LOCUS9023|CAD7000547.1|CCAP
OG0002313	LOC117137603|XP_033155012.1|DMAU	CCAP1982_LOCUS19978|CAD7011866.1|CCAP
OG0002314	LOC117135894|XP_033152332.1|DMAU	CCAP1982_LOCUS22129|CAD7014123.1|CCAP
OG0002315	LOC117136771|XP_033153709.1|DMAU	CCAP1982_LOCUS21029|CAD7012932.1|CCAP
OG0002316	LOC117150773|XP_033173705.1|DMAU	CCAP1982_LOCUS19358|CAD7011250.1|CCAP
OG0002317	LOC117142017|XP_033161770.1|DMAU	CCAP1982_LOCUS14698|CAD7006376.1|CCAP, CCAP1982_LOCUS14712|CAD7006392.1|CCAP
OG0002318	LOC117146583|XP_033168792.1|DMAU	CCAP1982_LOCUS8251|CAD6999725.1|CCAP
OG0002319	LOC117149997|XP_033172778.1|DMAU	CCAP1982_LOCUS6513|CAD6997894.1|CCAP
OG0002320	LOC117138176|XP_033155956.1|DMAU	CCAP1982_LOCUS22252|CAD7014249.1|CCAP
OG0002321	LOC117137428|XP_033154749.1|DMAU	CCAP1982_LOCUS7425|CAD6998878.1|CCAP
OG0002322	LOC117150522|XP_033173333.1|DMAU	CCAP1982_LOCUS5495|CAD6996822.1|CCAP, CCAP1982_LOCUS5494|CAD6996821.1|CCAP
OG0002323	LOC117136596|XP_033153473.1|DMAU	CCAP1982_LOCUS8328|CAD6999813.1|CCAP
OG0002324	LOC117140132|XP_033158787.1|DMAU	CCAP1982_LOCUS14520|CAD7006191.1|CCAP
OG0002325	LOC117140965|XP_033160082.1|DMAU	CCAP1982_LOCUS11038|CAD7002549.1|CCAP
OG0002326	LOC117139870|XP_033158418.1|DMAU	CCAP1982_LOCUS11043|CAD7002554.1|CCAP
OG0002327	LOC117145809|XP_033167501.1|DMAU, LOC117145811|XP_033167504.1|DMAU	CCAP1982_LOCUS14971|CAD7006669.1|CCAP, CCAP1982_LOCUS14970|CAD7006668.1|CCAP
OG0002328	LOC117146661|XP_033168897.1|DMAU	CCAP1982_LOCUS6360|CAD6997728.1|CCAP
OG0002329	LOC117135233|XP_033151246.1|DMAU	CCAP1982_LOCUS7039|CAD6998440.1|CCAP
OG0002330	LOC117135234|XP_033151247.1|DMAU	CCAP1982_LOCUS7041|CAD6998443.1|CCAP
OG0002332	LOC117140844|XP_033159859.1|DMAU	CCAP1982_LOCUS10176|CAD7001686.1|CCAP, CCAP1982_LOCUS10179|CAD7001689.1|CCAP, CCAP1982_LOCUS10175|CAD7001684.1|CCAP
OG0002333	LOC117138652|XP_033156771.1|DMAU	CCAP1982_LOCUS21396|CAD7013327.1|CCAP
OG0002334	LOC117148490|XP_033171764.1|DMAU	CCAP1982_LOCUS5410|CAD6996730.1|CCAP
OG0002335	LOC117138199|XP_033156018.1|DMAU	CCAP1982_LOCUS21160|CAD7013083.1|CCAP
OG0002336	LOC117141775|XP_033161296.1|DMAU	CCAP1982_LOCUS14580|CAD7006255.1|CCAP, CCAP1982_LOCUS14579|CAD7006254.1|CCAP
OG0002337	LOC117136453|XP_033153263.1|DMAU	CCAP1982_LOCUS21529|CAD7013466.1|CCAP
OG0002338	LOC117148187|XP_033171351.1|DMAU	CCAP1982_LOCUS6867|CAD6998258.1|CCAP
OG0002339	LOC117139204|XP_033157271.1|DMAU	CCAP1982_LOCUS6814|CAD6998198.1|CCAP
OG0002340	LOC117139907|XP_033158514.1|DMAU	CCAP1982_LOCUS6808|CAD6998192.1|CCAP
OG0002341	LOC117137433|XP_033154755.1|DMAU	CCAP1982_LOCUS22766|CAD7014798.1|CCAP
OG0002342	LOC117137768|XP_033155659.1|DMAU	CCAP1982_LOCUS7785|CAD6999255.1|CCAP, CCAP1982_LOCUS7783|CAD6999253.1|CCAP
OG0002343	LOC117151013|XP_033174114.1|DMAU	CCAP1982_LOCUS8470|CAD6999963.1|CCAP
OG0002344	LOC117135601|XP_033151839.1|DMAU	CCAP1982_LOCUS5714|CAD6997060.1|CCAP
OG0002345	LOC117138268|XP_033156124.1|DMAU	CCAP1982_LOCUS22692|CAD7014710.1|CCAP
OG0002346	LOC117150598|XP_033173446.1|DMAU	CCAP1982_LOCUS5760|CAD6997112.1|CCAP
OG0002347	LOC117136705|XP_033153615.1|DMAU	CCAP1982_LOCUS22133|CAD7014128.1|CCAP
OG0002348	LOC117136916|XP_033153945.1|DMAU	CCAP1982_LOCUS8828|CAD7000345.1|CCAP, CCAP1982_LOCUS8829|CAD7000346.1|CCAP
OG0002349	LOC117138275|XP_033156133.1|DMAU	CCAP1982_LOCUS22699|CAD7014720.1|CCAP
OG0002350	LOC117138264|XP_033156119.1|DMAU	CCAP1982_LOCUS22693|CAD7014711.1|CCAP
OG0002351	LOC117137955|XP_033155608.1|DMAU	CCAP1982_LOCUS21263|CAD7013192.1|CCAP
OG0002352	LOC117137886|XP_033155507.1|DMAU	CCAP1982_LOCUS23247|CAD7015302.1|CCAP, CCAP1982_LOCUS23239|CAD7015294.1|CCAP
OG0002353	LOC117137326|XP_033154604.1|DMAU	CCAP1982_LOCUS6170|CAD6997531.1|CCAP
OG0002354	LOC117145910|XP_033167659.1|DMAU	CCAP1982_LOCUS9019|CAD7000543.1|CCAP
OG0002355	LOC117138171|XP_033155944.1|DMAU	CCAP1982_LOCUS5445|CAD6996768.1|CCAP
OG0002356	LOC117140066|XP_033158706.1|DMAU	CCAP1982_LOCUS7063|CAD6998466.1|CCAP
OG0002357	LOC117142500|XP_033162424.1|DMAU	CCAP1982_LOCUS2050|CAD6993232.1|CCAP
OG0002360	LOC117143165|XP_033163572.1|DMAU	CCAP1982_LOCUS5670|CAD6997009.1|CCAP
OG0002361	LOC117139541|XP_033157807.1|DMAU	CCAP1982_LOCUS14480|CAD7006152.1|CCAP, CCAP1982_LOCUS14484|CAD7006156.1|CCAP
OG0002362	LOC117140434|XP_033159247.1|DMAU	CCAP1982_LOCUS8323|CAD6999807.1|CCAP
OG0002363	LOC117148381|XP_033171633.1|DMAU	CCAP1982_LOCUS8482|CAD6999977.1|CCAP
OG0002364	LOC117137822|XP_033155401.1|DMAU	CCAP1982_LOCUS5679|CAD6997018.1|CCAP
OG0002365	LOC117143796|XP_033164534.1|DMAU	CCAP1982_LOCUS5676|CAD6997015.1|CCAP, CCAP1982_LOCUS5677|CAD6997016.1|CCAP
OG0002366	LOC117139700|XP_033158106.1|DMAU	CCAP1982_LOCUS7834|CAD6999306.1|CCAP
OG0002367	LOC117141606|XP_033161016.1|DMAU	CCAP1982_LOCUS8059|CAD6999537.1|CCAP
OG0002368	LOC117135162|XP_033151114.1|DMAU	CCAP1982_LOCUS6261|CAD6997625.1|CCAP
OG0002369	LOC117147568|XP_033170402.1|DMAU	CCAP1982_LOCUS8307|CAD6999786.1|CCAP
OG0002370	LOC117150525|XP_033173339.1|DMAU	CCAP1982_LOCUS6037|CAD6997396.1|CCAP, CCAP1982_LOCUS6040|CAD6997399.1|CCAP
OG0002371	LOC117146264|XP_033168134.1|DMAU	CCAP1982_LOCUS6034|CAD6997393.1|CCAP
OG0002372	LOC117150697|XP_033173600.1|DMAU	CCAP1982_LOCUS6639|CAD6998022.1|CCAP
OG0002373	LOC117135205|XP_033151181.1|DMAU	CCAP1982_LOCUS7405|CAD6998856.1|CCAP
OG0002374	LOC117142274|XP_033162043.1|DMAU	CCAP1982_LOCUS2414|CAD6993603.1|CCAP, CCAP1982_LOCUS2431|CAD6993621.1|CCAP
OG0002375	LOC117142777|XP_033162856.1|DMAU	CCAP1982_LOCUS4339|CAD6995633.1|CCAP
OG0002376	LOC117140820|XP_033159821.1|DMAU	CCAP1982_LOCUS5878|CAD6997244.1|CCAP, CCAP1982_LOCUS5880|CAD6997246.1|CCAP
OG0002377	LOC117144383|XP_033165407.1|DMAU	CCAP1982_LOCUS746|CAD6991847.1|CCAP
OG0002378	LOC117142104|XP_033161880.1|DMAU	CCAP1982_LOCUS14551|CAD7006225.1|CCAP
OG0002379	LOC117141491|XP_033160871.1|DMAU	CCAP1982_LOCUS190|CAD6991256.1|CCAP
OG0002381	LOC117138445|XP_033156449.1|DMAU	CCAP1982_LOCUS7135|CAD6998550.1|CCAP
OG0002383	LOC117140391|XP_033159149.1|DMAU	CCAP1982_LOCUS14927|CAD7006620.1|CCAP
OG0002385	LOC117146257|XP_033168102.1|DMAU	CCAP1982_LOCUS19558|CAD7011458.1|CCAP, CCAP1982_LOCUS19557|CAD7011457.1|CCAP
OG0002386	LOC117145512|XP_033167092.1|DMAU	CCAP1982_LOCUS95|CAD6991155.1|CCAP
OG0002387	LOC117144477|XP_033165544.1|DMAU	CCAP1982_LOCUS455|CAD6991535.1|CCAP
OG0002389	LOC117145535|XP_033167120.1|DMAU	CCAP1982_LOCUS486|CAD6991568.1|CCAP
OG0002390	LOC117150414|XP_033173172.1|DMAU	CCAP1982_LOCUS9598|CAD7001126.1|CCAP
OG0002391	LOC117137438|XP_033154764.1|DMAU	CCAP1982_LOCUS20260|CAD7012158.1|CCAP
OG0002392	LOC117141322|XP_033160607.1|DMAU	CCAP1982_LOCUS12467|CAD7004042.1|CCAP
OG0002393	LOC117139630|XP_033157979.1|DMAU	CCAP1982_LOCUS11835|CAD7003376.1|CCAP
OG0002394	LOC117142308|XP_033162091.1|DMAU	CCAP1982_LOCUS4784|CAD6996077.1|CCAP, CCAP1982_LOCUS4782|CAD6996075.1|CCAP
OG0002395	LOC117144465|XP_033165518.1|DMAU	CCAP1982_LOCUS4612|CAD6995910.1|CCAP
OG0002396	LOC117138417|XP_033156405.1|DMAU	CCAP1982_LOCUS21363|CAD7013292.1|CCAP
OG0002397	LOC117137696|XP_033155156.1|DMAU	CCAP1982_LOCUS22193|CAD7014187.1|CCAP
OG0002399	LOC117137773|XP_033155286.1|DMAU	CCAP1982_LOCUS21056|CAD7012965.1|CCAP
OG0002400	LOC117136047|XP_033152581.1|DMAU	CCAP1982_LOCUS20461|CAD7012367.1|CCAP
OG0002401	LOC117146322|XP_033168276.1|DMAU	CCAP1982_LOCUS9916|CAD7001419.1|CCAP, CCAP1982_LOCUS9922|CAD7001425.1|CCAP
OG0002402	LOC117144737|XP_033165976.1|DMAU	CCAP1982_LOCUS5082|CAD6996408.1|CCAP
OG0002403	LOC117145260|XP_033166734.1|DMAU	CCAP1982_LOCUS5084|CAD6996411.1|CCAP
OG0002404	LOC117145996|XP_033167801.1|DMAU	CCAP1982_LOCUS4227|CAD6995514.1|CCAP
OG0002405	LOC117144879|XP_033166181.1|DMAU	CCAP1982_LOCUS5032|CAD6996354.1|CCAP
OG0002406	LOC117140489|XP_033159339.1|DMAU	CCAP1982_LOCUS13328|CAD7004949.1|CCAP
OG0002407	LOC117142537|XP_033162474.1|DMAU	CCAP1982_LOCUS132|CAD6991194.1|CCAP
OG0002408	LOC117143065|XP_033163413.1|DMAU	CCAP1982_LOCUS4562|CAD6995861.1|CCAP
OG0002409	LOC117139550|XP_033157832.1|DMAU	CCAP1982_LOCUS14214|CAD7005872.1|CCAP, CCAP1982_LOCUS14215|CAD7005873.1|CCAP, CCAP1982_LOCUS14219|CAD7005877.1|CCAP
OG0002410	LOC117144167|XP_033165093.1|DMAU	CCAP1982_LOCUS991|CAD6992107.1|CCAP, CCAP1982_LOCUS983|CAD6992100.1|CCAP
OG0002411	LOC117143397|XP_033163977.1|DMAU	CCAP1982_LOCUS243|CAD6991314.1|CCAP
OG0002412	LOC117141953|XP_033161600.1|DMAU	CCAP1982_LOCUS4146|CAD6995429.1|CCAP
OG0002414	LOC117141932|XP_033161561.1|DMAU	CCAP1982_LOCUS12880|CAD7004475.1|CCAP
OG0002415	LOC117143530|XP_033164152.1|DMAU	CCAP1982_LOCUS816|CAD6991926.1|CCAP
OG0002416	LOC117146247|XP_033168072.1|DMAU	CCAP1982_LOCUS10185|CAD7001695.1|CCAP
OG0002417	LOC117135176|XP_033151132.1|DMAU	CCAP1982_LOCUS6629|CAD6998012.1|CCAP
OG0002418	LOC117139388|XP_033157541.1|DMAU	CCAP1982_LOCUS4198|CAD6995482.1|CCAP
OG0002420	LOC117141967|XP_033161655.1|DMAU	CCAP1982_LOCUS14977|CAD7006675.1|CCAP
OG0002421	LOC117145765|XP_033167422.1|DMAU	CCAP1982_LOCUS409|CAD6991484.1|CCAP
OG0002422	LOC117143695|XP_033164381.1|DMAU	CCAP1982_LOCUS875|CAD6991988.1|CCAP
OG0002423	LOC117141946|XP_033161594.1|DMAU	CCAP1982_LOCUS13370|CAD7004994.1|CCAP
OG0002424	LOC117146288|XP_033168185.1|DMAU	CCAP1982_LOCUS13321|CAD7004942.1|CCAP
OG0002426	LOC117140523|XP_033159393.1|DMAU	CCAP1982_LOCUS10970|CAD7002481.1|CCAP
OG0002427	LOC117146304|XP_033168234.1|DMAU	CCAP1982_LOCUS9720|CAD7001222.1|CCAP
OG0002429	LOC117139709|XP_033158116.1|DMAU	CCAP1982_LOCUS10885|CAD7002393.1|CCAP
OG0002431	LOC117138527|XP_033156556.1|DMAU	CCAP1982_LOCUS20518|CAD7012435.1|CCAP
OG0002433	LOC117146109|XP_033167985.1|DMAU	CCAP1982_LOCUS2410|CAD6993600.1|CCAP, CCAP1982_LOCUS1379|CAD6992530.1|CCAP
OG0002434	LOC117143056|XP_033163395.1|DMAU	CCAP1982_LOCUS4179|CAD6995464.1|CCAP
OG0002436	LOC117135825|XP_033152224.1|DMAU	CCAP1982_LOCUS20154|CAD7012052.1|CCAP
OG0002438	LOC117146990|XP_033169552.1|DMAU	CCAP1982_LOCUS21115|CAD7013030.1|CCAP, CCAP1982_LOCUS21116|CAD7013031.1|CCAP
OG0002439	LOC117135150|XP_033151099.1|DMAU	CCAP1982_LOCUS6259|CAD6997623.1|CCAP
OG0002440	LOC117140022|XP_033158643.1|DMAU	CCAP1982_LOCUS14196|CAD7005853.1|CCAP
OG0002441	LOC117137564|XP_033154960.1|DMAU, LOC117137563|XP_033154958.1|DMAU	CCAP1982_LOCUS19643|CAD7011555.1|CCAP
OG0002442	LOC117137180|XP_033154393.1|DMAU	CCAP1982_LOCUS19410|CAD7011304.1|CCAP
OG0002444	LOC117135452|XP_033151527.1|DMAU	CCAP1982_LOCUS20887|CAD7012785.1|CCAP
OG0002445	LOC117135496|XP_033151609.1|DMAU	CCAP1982_LOCUS19776|CAD7011692.1|CCAP
OG0002446	LOC117137944|XP_033155597.1|DMAU	CCAP1982_LOCUS9930|CAD7001433.1|CCAP, CCAP1982_LOCUS20647|CAD7012562.1|CCAP
