Orthogroup	DMAU.longest_only	AALB.longest_only
OG0002404	LOC117145996|XP_033167801.1|DMAU	LOC118457979|XP_035775919.1|AALB
OG0002405	LOC117144879|XP_033166181.1|DMAU	LOC118457615|XP_035775219.1|AALB
OG0002406	LOC117140489|XP_033159339.1|DMAU	LOC118468618|XP_035795521.1|AALB
OG0002408	LOC117143065|XP_033163413.1|DMAU	LOC118461594|XP_035782991.1|AALB
OG0002410	LOC117144167|XP_033165093.1|DMAU	LOC118457203|XP_035774446.1|AALB
OG0002411	LOC117143397|XP_033163977.1|DMAU	LOC118461853|XP_035783539.1|AALB
OG0002412	LOC117141953|XP_033161600.1|DMAU	LOC118461405|XP_035782574.1|AALB
OG0002413	LOC117146537|XP_033168703.1|DMAU	LOC118461318|XP_035782411.1|AALB
OG0002414	LOC117141932|XP_033161561.1|DMAU	LOC118461716|XP_035783267.1|AALB
OG0002415	LOC117143530|XP_033164152.1|DMAU	LOC118468461|XP_035795147.1|AALB
OG0002416	LOC117146247|XP_033168072.1|DMAU	LOC118461510|XP_035782832.1|AALB, LOC118463829|XP_035786610.1|AALB
OG0002417	LOC117135176|XP_033151132.1|DMAU	LOC118459010|XP_035777908.1|AALB
OG0002418	LOC117139388|XP_033157541.1|DMAU	LOC118458867|XP_035777710.1|AALB
OG0002419	LOC117147567|XP_033170401.1|DMAU	LOC118460727|XP_035781172.1|AALB, LOC118464927|XP_035788593.1|AALB
OG0002420	LOC117141967|XP_033161655.1|DMAU	LOC118460161|XP_035780154.1|AALB
OG0002421	LOC117145765|XP_033167422.1|DMAU	LOC118456354|XP_035772908.1|AALB
OG0002422	LOC117143695|XP_033164381.1|DMAU	LOC118457412|XP_035774876.1|AALB
OG0002423	LOC117141946|XP_033161594.1|DMAU	LOC118460151|XP_035780140.1|AALB
OG0002424	LOC117146288|XP_033168185.1|DMAU	LOC118460491|XP_035780737.1|AALB
OG0002425	LOC117146905|XP_033169406.1|DMAU	LOC118459182|XP_035778230.1|AALB
OG0002426	LOC117140523|XP_033159393.1|DMAU	LOC118468863|XP_035796021.1|AALB
OG0002427	LOC117146304|XP_033168234.1|DMAU	LOC118461260|XP_035782273.1|AALB
OG0002428	LOC117148820|XP_033172358.1|DMAU	LOC118466759|XP_035792367.1|AALB
OG0002429	LOC117139709|XP_033158116.1|DMAU	LOC118458589|XP_035777145.1|AALB
OG0002430	LOC117138383|XP_033156343.1|DMAU	LOC118466378|XP_035791496.1|AALB
OG0002431	LOC117138527|XP_033156556.1|DMAU	LOC118464630|XP_035787969.1|AALB
OG0002432	LOC117148848|XP_033172398.1|DMAU	LOC118456443|XP_035773097.1|AALB
OG0002433	LOC117146109|XP_033167985.1|DMAU	LOC118464298|XP_035787476.1|AALB
OG0002434	LOC117143056|XP_033163395.1|DMAU	LOC118464154|XP_035787174.1|AALB
OG0002436	LOC117135825|XP_033152224.1|DMAU	LOC118463302|XP_035785681.1|AALB
OG0002437	LOC117136420|XP_033153222.1|DMAU	LOC118464260|XP_035787392.1|AALB, LOC118464363|XP_035787581.1|AALB
OG0002438	LOC117146990|XP_033169552.1|DMAU	LOC118467021|XP_035792862.1|AALB
OG0002439	LOC117135150|XP_033151099.1|DMAU	LOC118458026|XP_035776025.1|AALB
OG0002440	LOC117140022|XP_033158643.1|DMAU	LOC118463730|XP_035786417.1|AALB
OG0002441	LOC117137564|XP_033154960.1|DMAU, LOC117137563|XP_033154958.1|DMAU	LOC118465670|XP_035789990.1|AALB
OG0002442	LOC117137180|XP_033154393.1|DMAU	LOC118465730|XP_035790085.1|AALB
OG0002443	LOC117135552|XP_033151742.1|DMAU	LOC118466936|XP_035792720.1|AALB
OG0002444	LOC117135452|XP_033151527.1|DMAU	LOC118462872|XP_035784824.1|AALB
OG0002445	LOC117135496|XP_033151609.1|DMAU	LOC118466744|XP_035792322.1|AALB
OG0002446	LOC117137944|XP_033155597.1|DMAU	LOC118465220|XP_035789105.1|AALB
OG0002447	LOC117139419|XP_033157589.1|DMAU	LOC118463947|XP_035786817.1|AALB
OG0002448	LOC117136219|XP_033152885.1|DMAU	LOC118464420|XP_035787671.1|AALB
OG0002449	LOC117137906|XP_033155542.1|DMAU	LOC118464230|XP_035787305.1|AALB
OG0002450	LOC117144611|XP_033165794.1|DMAU	LOC118458328|XP_035776572.1|AALB
OG0002451	LOC117137394|XP_033154705.1|DMAU	LOC118464169|XP_035787201.1|AALB
OG0002452	LOC117135980|XP_033152485.1|DMAU	LOC118463813|XP_035786583.1|AALB
OG0002453	LOC117135969|XP_033152466.1|DMAU	LOC118463812|XP_035786582.1|AALB
OG0002454	LOC117139638|XP_033157989.1|DMAU	LOC118463825|XP_035786601.1|AALB
OG0002455	LOC117139637|XP_033157988.1|DMAU	LOC118466013|XP_035790716.1|AALB
OG0002456	LOC117136876|XP_033153870.1|DMAU	LOC118466060|XP_035790802.1|AALB
OG0002457	LOC117136650|XP_033153536.1|DMAU	LOC118464737|XP_035788235.1|AALB
OG0002458	LOC117150446|XP_033173223.1|DMAU	LOC118457749|XP_035775454.1|AALB
OG0002459	LOC117135942|XP_033152413.1|DMAU	LOC118467100|XP_035793042.1|AALB
OG0002460	LOC117137521|XP_033154896.1|DMAU	LOC118464694|XP_035788107.1|AALB
OG0002461	LOC117138571|XP_033156634.1|DMAU	LOC118465162|XP_035789013.1|AALB
OG0002462	LOC117136162|XP_033152775.1|DMAU	LOC118465021|XP_035788776.1|AALB
OG0002463	LOC117136232|XP_033152905.1|DMAU	LOC118467226|XP_035793370.1|AALB
OG0002464	LOC117137182|XP_033154395.1|DMAU	LOC118467034|XP_035792910.1|AALB
OG0002465	LOC117137215|XP_033154462.1|DMAU	LOC118467032|XP_035792907.1|AALB
OG0002466	LOC117146344|XP_033168372.1|DMAU	LOC118467618|XP_035794215.1|AALB
OG0002467	LOC117141462|XP_033160810.1|DMAU	LOC118464769|XP_035788285.1|AALB
OG0002468	LOC117140006|XP_033158611.1|DMAU	LOC118465937|XP_035790540.1|AALB
OG0002469	LOC117144065|XP_033164965.1|DMAU	LOC118464168|XP_035787199.1|AALB
OG0002470	LOC117138201|XP_033156022.1|DMAU	LOC118464183|XP_035787227.1|AALB
OG0002471	LOC117137386|XP_033154691.1|DMAU	LOC118463363|XP_035785774.1|AALB
OG0002472	LOC117137522|XP_033154897.1|DMAU	LOC118464351|XP_035787565.1|AALB
OG0002473	LOC117137044|XP_033154144.1|DMAU	LOC118464361|XP_035787579.1|AALB
OG0002474	LOC117141904|XP_033161501.1|DMAU	LOC118462552|XP_035784212.1|AALB
OG0002475	LOC117142295|XP_033162073.1|DMAU	LOC118463881|XP_035786694.1|AALB
OG0002476	LOC117136008|XP_033152515.1|DMAU	LOC118464221|XP_035787286.1|AALB
OG0002477	LOC117138100|XP_033155848.1|DMAU	LOC118467251|XP_035793426.1|AALB
OG0002478	LOC117136687|XP_033153591.1|DMAU	LOC118467250|XP_035793421.1|AALB
OG0002479	LOC117136375|XP_033153156.1|DMAU	LOC118466774|XP_035792392.1|AALB
OG0002480	LOC117138285|XP_033156147.1|DMAU	LOC118464983|XP_035788708.1|AALB
OG0002481	LOC117146626|XP_033168850.1|DMAU	LOC118464500|XP_035787828.1|AALB
OG0002482	LOC117137010|XP_033154090.1|DMAU	LOC118463880|XP_035786692.1|AALB
OG0002483	LOC117137162|XP_033154364.1|DMAU	LOC118464941|XP_035788621.1|AALB
OG0002484	LOC117137474|XP_033154839.1|DMAU	LOC118464946|XP_035788628.1|AALB
OG0002485	LOC117135898|XP_033152335.1|DMAU	LOC118463977|XP_035786880.1|AALB
OG0002486	LOC117140703|XP_033159659.1|DMAU	LOC118467959|XP_035794835.1|AALB
OG0002487	LOC117136694|XP_033153605.1|DMAU	LOC118466257|XP_035791204.1|AALB
OG0002488	LOC117135675|XP_033151963.1|DMAU	LOC118464802|XP_035788358.1|AALB
OG0002489	LOC117140763|XP_033159735.1|DMAU	LOC118462685|XP_035784492.1|AALB
OG0002490	LOC117136682|XP_033153583.1|DMAU	LOC118463761|XP_035786468.1|AALB
OG0002491	LOC117139150|XP_033157199.1|DMAU	LOC118466923|XP_035792701.1|AALB
OG0002492	LOC117135667|XP_033151950.1|DMAU	LOC118465987|XP_035790668.1|AALB, LOC118465993|XP_035790678.1|AALB
OG0002493	LOC117138544|XP_033156593.1|DMAU	LOC118465985|XP_035790658.1|AALB
OG0002495	LOC117137702|XP_033155162.1|DMAU	LOC118462829|XP_035784753.1|AALB
OG0002496	LOC117144039|XP_033164898.1|DMAU	LOC118464803|XP_035788359.1|AALB
OG0002497	LOC117141109|XP_033160322.1|DMAU	LOC118464813|XP_035788373.1|AALB
OG0002498	LOC117141619|XP_033161030.1|DMAU	LOC118463201|XP_035785529.1|AALB
OG0002508	LOC117148800|XP_033172304.1|DMAU	LOC118459048|XP_035777969.1|AALB
OG0002509	LOC117137082|XP_033154201.1|DMAU	LOC118467981|XP_035794863.1|AALB
OG0002510	LOC117147785|XP_033170719.1|DMAU	LOC118458351|XP_035776599.1|AALB
OG0002511	LOC117142906|XP_033163079.1|DMAU	LOC118467147|XP_035793224.1|AALB
OG0002512	LOC117146258|XP_033168103.1|DMAU	LOC118458417|XP_035776738.1|AALB
OG0002513	LOC117143813|XP_033164550.1|DMAU	LOC118457877|XP_035775697.1|AALB
OG0002514	LOC117140149|XP_033158809.1|DMAU	LOC118467621|XP_035794223.1|AALB, LOC118460209|XP_035780217.1|AALB
OG0002516	LOC117145119|XP_033166530.1|DMAU	LOC118460637|XP_035780987.1|AALB
OG0002517	LOC117148730|XP_033172178.1|DMAU	LOC118456694|XP_035773592.1|AALB
OG0002518	LOC117145681|XP_033167314.1|DMAU	LOC118461771|XP_035783397.1|AALB
OG0002519	LOC117138618|XP_033156718.1|DMAU	LOC118462310|XP_035784009.1|AALB
OG0002520	LOC117148192|XP_033171353.1|DMAU	LOC118462336|XP_035784011.1|AALB
OG0002522	LOC117143356|XP_033163920.1|DMAU	LOC118463360|XP_035785770.1|AALB
OG0002523	LOC117142923|XP_033163111.1|DMAU	LOC118464696|XP_035788156.1|AALB
OG0002524	LOC117146915|XP_033169431.1|DMAU	LOC118460475|XP_035780702.1|AALB, LOC118462538|XP_035784200.1|AALB, LOC118465983|XP_035790659.1|AALB
OG0002525	LOC117140716|XP_033159673.1|DMAU	LOC118461653|XP_035783124.1|AALB
OG0002526	LOC117143274|XP_033163744.1|DMAU	LOC118458396|XP_035776699.1|AALB
OG0002528	LOC117147925|XP_033170938.1|DMAU	LOC118456509|XP_035773275.1|AALB
OG0002529	LOC117143292|XP_033163778.1|DMAU	LOC118464640|XP_035787995.1|AALB
OG0002530	LOC117147264|XP_033169983.1|DMAU	LOC118465697|XP_035790021.1|AALB
OG0002531	LOC117135154|XP_033151105.1|DMAU	LOC118468526|XP_035795287.1|AALB
OG0002532	LOC117141097|XP_033160304.1|DMAU	LOC118464240|XP_035787323.1|AALB
OG0002533	LOC117146493|XP_033168628.1|DMAU	LOC118465442|XP_035789589.1|AALB
OG0002534	LOC117138362|XP_033156320.1|DMAU	LOC118457279|XP_035774588.1|AALB
OG0002535	LOC117139978|XP_033158572.1|DMAU	LOC118466074|XP_035790839.1|AALB
OG0002536	LOC117144812|XP_033166079.1|DMAU	LOC118464376|XP_035787615.1|AALB, LOC118466675|XP_035792176.1|AALB
OG0002537	LOC117136230|XP_033152901.1|DMAU	LOC118467244|XP_035793409.1|AALB
OG0002539	LOC117138058|XP_033155771.1|DMAU	LOC118465434|XP_035789579.1|AALB
OG0002540	LOC117143276|XP_033163746.1|DMAU	LOC118456270|XP_035772778.1|AALB
OG0002541	LOC117147259|XP_033169971.1|DMAU	LOC118458974|XP_035777860.1|AALB
OG0002542	LOC117147399|XP_033170161.1|DMAU	LOC118461245|XP_035782255.1|AALB
OG0002543	LOC117148128|XP_033171244.1|DMAU	LOC118463118|XP_035785343.1|AALB, LOC118465289|XP_035789224.1|AALB
OG0002544	LOC117143836|XP_033164578.1|DMAU	LOC118458190|XP_035776330.1|AALB
OG0002545	LOC117146517|XP_033168675.1|DMAU	LOC118463572|XP_035786106.1|AALB
OG0002547	LOC117148546|XP_033171871.1|DMAU	LOC118468754|XP_035795808.1|AALB
OG0002548	LOC117147594|XP_033170434.1|DMAU	LOC118463908|XP_035786782.1|AALB
OG0002549	LOC117146650|XP_033168874.1|DMAU	LOC118463719|XP_035786443.1|AALB
OG0002550	LOC117146752|XP_033169123.1|DMAU	LOC118459714|XP_035779271.1|AALB
OG0002551	LOC117145784|XP_033167454.1|DMAU	LOC118463635|XP_035786260.1|AALB
OG0002552	LOC117135706|XP_033152019.1|DMAU	LOC118458898|XP_035777750.1|AALB
OG0002553	LOC117146492|XP_033168621.1|DMAU	LOC118458325|XP_035776567.1|AALB
OG0002554	LOC117148646|XP_033172038.1|DMAU	LOC118459206|XP_035778279.1|AALB
OG0002555	LOC117148950|XP_033172582.1|DMAU	LOC118458461|XP_035776874.1|AALB
OG0002556	LOC117135158|XP_033151109.1|DMAU	LOC118468415|XP_035795111.1|AALB
OG0002557	LOC117147485|XP_033170274.1|DMAU	LOC118459862|XP_035779530.1|AALB
OG0002558	LOC117145076|XP_033166484.1|DMAU	LOC118467729|XP_035794426.1|AALB, LOC118464952|XP_035788638.1|AALB
OG0002559	LOC117139092|XP_033157103.1|DMAU	LOC118460503|XP_035780794.1|AALB
OG0002560	LOC117145238|XP_033166705.1|DMAU	LOC118462752|XP_035784612.1|AALB
OG0002561	LOC117142391|XP_033162224.1|DMAU	LOC118457115|XP_035774310.1|AALB
OG0002562	LOC117148202|XP_033171376.1|DMAU	LOC118459194|XP_035778292.1|AALB
OG0002565	LOC117143906|XP_033164705.1|DMAU	LOC118458607|XP_035777178.1|AALB
OG0002566	LOC117143443|XP_033164042.1|DMAU	LOC118457951|XP_035775867.1|AALB
OG0002567	LOC117148193|XP_033171354.1|DMAU	LOC118458470|XP_035776896.1|AALB
OG0002568	LOC117145113|XP_033166524.1|DMAU	LOC118463556|XP_035786073.1|AALB, LOC118468644|XP_035795564.1|AALB
OG0002569	LOC117140318|XP_033159057.1|DMAU	LOC118466808|XP_035792487.1|AALB
OG0002570	LOC117143089|XP_033163457.1|DMAU	LOC118463264|XP_035785630.1|AALB
OG0002571	LOC117143097|XP_033163467.1|DMAU	LOC118459191|XP_035778243.1|AALB
OG0002572	LOC117137131|XP_033154321.1|DMAU	LOC118465676|XP_035790000.1|AALB
OG0002573	LOC117143176|XP_033163581.1|DMAU	LOC118465039|XP_035788802.1|AALB
OG0002574	LOC117143354|XP_033163918.1|DMAU	LOC118459213|XP_035778286.1|AALB
OG0002575	LOC117143304|XP_033163802.1|DMAU	LOC118460978|XP_035781689.1|AALB
OG0002576	LOC117148907|XP_033172508.1|DMAU, LOC117148908|XP_033172509.1|DMAU	LOC118457903|XP_035775787.1|AALB
OG0002577	LOC117141446|XP_033160791.1|DMAU	LOC118462760|XP_035784619.1|AALB
OG0002578	LOC117142691|XP_033162742.1|DMAU	LOC118463146|XP_035785416.1|AALB
OG0002579	LOC117146520|XP_033168680.1|DMAU	LOC118468470|XP_035795183.1|AALB
OG0002580	LOC117137559|XP_033154953.1|DMAU	LOC118456955|XP_035774025.1|AALB
OG0002581	LOC117142211|XP_033161933.1|DMAU	LOC118463781|XP_035786495.1|AALB
OG0002582	LOC117145775|XP_033167442.1|DMAU	LOC118460196|XP_035780195.1|AALB
OG0002583	LOC117145928|XP_033167682.1|DMAU	LOC118460362|XP_035780502.1|AALB
OG0002584	LOC117139783|XP_033158288.1|DMAU	LOC118459487|XP_035778797.1|AALB
OG0002585	LOC117139785|XP_033158290.1|DMAU	LOC118459494|XP_035778809.1|AALB
OG0002586	LOC117143300|XP_033163796.1|DMAU	LOC118461083|XP_035781869.1|AALB
OG0002587	LOC117142868|XP_033163027.1|DMAU	LOC118461082|XP_035781867.1|AALB
OG0002588	LOC117142480|XP_033162389.1|DMAU	LOC118458842|XP_035777638.1|AALB
OG0002589	LOC117143057|XP_033163397.1|DMAU	LOC118456825|XP_035773813.1|AALB
OG0002590	LOC117147015|XP_033169590.1|DMAU	LOC118458640|XP_035777222.1|AALB, LOC118464593|XP_035787933.1|AALB, LOC118458673|XP_035777281.1|AALB
OG0002591	LOC117142669|XP_033162693.1|DMAU	LOC118458027|XP_035776026.1|AALB
OG0002592	LOC117144121|XP_033165034.1|DMAU	LOC118456419|XP_035773045.1|AALB
OG0002593	LOC117144704|XP_033165924.1|DMAU	LOC118460083|XP_035779991.1|AALB
OG0002594	LOC117143338|XP_033163891.1|DMAU	LOC118461262|XP_035782277.1|AALB
OG0002595	LOC117143102|XP_033163473.1|DMAU	LOC118461076|XP_035781862.1|AALB
OG0002596	LOC117143494|XP_033164099.1|DMAU	LOC118457696|XP_035775362.1|AALB
OG0002597	LOC117143019|XP_033163288.1|DMAU	LOC118457495|XP_035775023.1|AALB
OG0002598	LOC117144462|XP_033165513.1|DMAU	LOC118468263|XP_035794906.1|AALB
OG0002599	LOC117144927|XP_033166270.1|DMAU	LOC118468881|XP_035796065.1|AALB
OG0002600	LOC117137375|XP_033154677.1|DMAU	LOC118459383|XP_035778578.1|AALB
OG0002601	LOC117143425|XP_033164022.1|DMAU	LOC118456247|XP_035772737.1|AALB
OG0002602	LOC117143623|XP_033164280.1|DMAU	LOC118460924|XP_035781573.1|AALB
OG0002603	LOC117143554|XP_033164187.1|DMAU	LOC118457541|XP_035775087.1|AALB
OG0002604	LOC117143555|XP_033164188.1|DMAU	LOC118458877|XP_035777720.1|AALB
OG0002605	LOC117145288|XP_033166768.1|DMAU	LOC118457185|XP_035774425.1|AALB
OG0002606	LOC117142745|XP_033162806.1|DMAU	LOC118457815|XP_035775569.1|AALB
OG0002607	LOC117145794|XP_033167471.1|DMAU	LOC118457828|XP_035775595.1|AALB
OG0002608	LOC117145974|XP_033167770.1|DMAU	LOC118460311|XP_035780411.1|AALB
OG0002609	LOC117135768|XP_033152125.1|DMAU	LOC118464878|XP_035788513.1|AALB
OG0002610	LOC117145699|XP_033167331.1|DMAU	LOC118460663|XP_035781023.1|AALB
OG0002611	LOC117142438|XP_033162292.1|DMAU	LOC118461384|XP_035782538.1|AALB
OG0002612	LOC117144722|XP_033165953.1|DMAU	LOC118457549|XP_035775108.1|AALB
OG0002613	LOC117142346|XP_033162153.1|DMAU	LOC118460241|XP_035780290.1|AALB
OG0002614	LOC117145960|XP_033167747.1|DMAU	LOC118460234|XP_035780269.1|AALB
OG0002615	LOC117139161|XP_033157210.1|DMAU	LOC118457714|XP_035775393.1|AALB
OG0002616	LOC117142533|XP_033162470.1|DMAU, LOC117142536|XP_033162473.1|DMAU	LOC118456417|XP_035773037.1|AALB
OG0002617	LOC117143492|XP_033164096.1|DMAU	LOC118461561|XP_035782915.1|AALB
OG0002618	LOC117143042|XP_033163376.1|DMAU	LOC118468547|XP_035795335.1|AALB
OG0002619	LOC117145057|XP_033166458.1|DMAU	LOC118461725|XP_035783285.1|AALB
OG0002620	LOC117142282|XP_033162056.1|DMAU	LOC118461756|XP_035783376.1|AALB
OG0002621	LOC117144431|XP_033165468.1|DMAU	LOC118468562|XP_035795367.1|AALB
OG0002622	LOC117140519|XP_033159388.1|DMAU	LOC118466776|XP_035792395.1|AALB
OG0002623	LOC117144577|XP_033165727.1|DMAU	LOC118457847|XP_035775627.1|AALB
OG0002624	LOC117144265|XP_033165258.1|DMAU	LOC118457850|XP_035775629.1|AALB
OG0002625	LOC117142742|XP_033162804.1|DMAU	LOC118457583|XP_035775156.1|AALB
OG0002626	LOC117146415|XP_033168506.1|DMAU	LOC118468557|XP_035795351.1|AALB
OG0002627	LOC117143254|XP_033163705.1|DMAU	LOC118459268|XP_035778384.1|AALB
OG0002628	LOC117143023|XP_033163294.1|DMAU	LOC118460455|XP_035780668.1|AALB
OG0002629	LOC117145954|XP_033167730.1|DMAU	LOC118456962|XP_035774036.1|AALB
OG0002630	LOC117145226|XP_033166690.1|DMAU	LOC118462009|XP_035783838.1|AALB, LOC118462008|XP_035783836.1|AALB
OG0002631	LOC117143743|XP_033164445.1|DMAU	LOC118461689|XP_035783199.1|AALB
OG0002632	LOC117144621|XP_033165806.1|DMAU	LOC118459624|XP_035779094.1|AALB
OG0002633	LOC117146074|XP_033167908.1|DMAU	LOC118457289|XP_035774644.1|AALB
OG0002634	LOC117143339|XP_033163893.1|DMAU	LOC118457287|XP_035774640.1|AALB
OG0002635	LOC117142585|XP_033162546.1|DMAU	LOC118460150|XP_035780139.1|AALB
OG0002636	LOC117144064|XP_033164964.1|DMAU	LOC118459954|XP_035779733.1|AALB
OG0002637	LOC117150671|XP_033173562.1|DMAU	LOC118458014|XP_035776005.1|AALB
OG0002638	LOC117142543|XP_033162482.1|DMAU	LOC118457956|XP_035775873.1|AALB
OG0002639	LOC117142795|XP_033162885.1|DMAU	LOC118460137|XP_035780115.1|AALB
OG0002640	LOC117144793|XP_033166060.1|DMAU	LOC118460635|XP_035780981.1|AALB
OG0002641	LOC117145088|XP_033166497.1|DMAU	LOC118461491|XP_035782766.1|AALB
OG0002642	LOC117143731|XP_033164432.1|DMAU	LOC118468448|XP_035795117.1|AALB
OG0002643	LOC117143730|XP_033164429.1|DMAU	LOC118468447|XP_035795110.1|AALB
OG0002644	LOC117145251|XP_033166723.1|DMAU	LOC118456236|XP_035772714.1|AALB
OG0002645	LOC117145442|XP_033166990.1|DMAU	LOC118458635|XP_035777217.1|AALB
OG0002646	LOC117144881|XP_033166184.1|DMAU	LOC118457346|XP_035774737.1|AALB
OG0002647	LOC117143952|XP_033164777.1|DMAU	LOC118457347|XP_035774738.1|AALB
OG0002648	LOC117144569|XP_033165714.1|DMAU	LOC118459579|XP_035779000.1|AALB
OG0002649	LOC117143909|XP_033164714.1|DMAU	LOC118458841|XP_035777637.1|AALB
OG0002650	LOC117143951|XP_033164775.1|DMAU	LOC118461478|XP_035782728.1|AALB
OG0002651	LOC117142913|XP_033163089.1|DMAU	LOC118456795|XP_035773775.1|AALB
OG0002652	LOC117143728|XP_033164423.1|DMAU	LOC118457013|XP_035774134.1|AALB
OG0002653	LOC117142662|XP_033162681.1|DMAU	LOC118461567|XP_035782936.1|AALB, LOC118468614|XP_035795508.1|AALB
OG0002654	LOC117142661|XP_033162680.1|DMAU	LOC118457913|XP_035775806.1|AALB
OG0002655	LOC117145984|XP_033167784.1|DMAU	LOC118460059|XP_035779935.1|AALB
OG0002656	LOC117143847|XP_033164595.1|DMAU	LOC118457885|XP_035775707.1|AALB
OG0002657	LOC117142583|XP_033162545.1|DMAU	LOC118456355|XP_035772909.1|AALB
OG0002658	LOC117145806|XP_033167498.1|DMAU	LOC118468310|XP_035794941.1|AALB
OG0002659	LOC117143988|XP_033164822.1|DMAU	LOC118467283|XP_035793482.1|AALB, LOC118461339|XP_035782442.1|AALB
OG0002660	LOC117147587|XP_033170424.1|DMAU	LOC118462569|XP_035784263.1|AALB
OG0002661	LOC117145492|XP_033167060.1|DMAU	LOC118466149|XP_035791008.1|AALB
OG0002662	LOC117138060|XP_033155773.1|DMAU	LOC118467474|XP_035793906.1|AALB
OG0002663	LOC117142682|XP_033162717.1|DMAU	LOC118458578|XP_035777129.1|AALB
OG0002664	LOC117135814|XP_033152215.1|DMAU	LOC118468303|XP_035794932.1|AALB
OG0002665	LOC117137503|XP_033154875.1|DMAU	LOC118465312|XP_035789321.1|AALB
OG0002666	LOC117138649|XP_033156759.1|DMAU	LOC118465298|XP_035789271.1|AALB
OG0002667	LOC117137484|XP_033154854.1|DMAU	LOC118464790|XP_035788314.1|AALB
OG0002668	LOC117140460|XP_033159291.1|DMAU	LOC118462525|XP_035784165.1|AALB
OG0002669	LOC117147397|XP_033170162.1|DMAU	LOC118462528|XP_035784174.1|AALB
OG0002670	LOC117140545|XP_033159429.1|DMAU	LOC118466458|XP_035791703.1|AALB
OG0002671	LOC117140955|XP_033160065.1|DMAU	LOC118465718|XP_035790047.1|AALB
OG0002672	LOC117135480|XP_033151587.1|DMAU	LOC118465097|XP_035788923.1|AALB
OG0002673	LOC117136237|XP_033152913.1|DMAU	LOC118462748|XP_035784605.1|AALB
OG0002674	LOC117135828|XP_033152229.1|DMAU	LOC118463832|XP_035786614.1|AALB
OG0002675	LOC117141073|XP_033160261.1|DMAU	LOC118463149|XP_035785418.1|AALB
OG0002676	LOC117135721|XP_033152049.1|DMAU	LOC118466652|XP_035792131.1|AALB
OG0002677	LOC117136268|XP_033152981.1|DMAU	LOC118465941|XP_035790556.1|AALB
OG0002678	LOC117138325|XP_033156254.1|DMAU	LOC118462973|XP_035785034.1|AALB
OG0002679	LOC117136146|XP_033152745.1|DMAU	LOC118464655|XP_035788019.1|AALB
OG0002680	LOC117148884|XP_033172477.1|DMAU	LOC118460185|XP_035780183.1|AALB, LOC118459797|XP_035779425.1|AALB
OG0002681	LOC117135681|XP_033151970.1|DMAU	LOC118464206|XP_035787269.1|AALB
OG0002682	LOC117139003|XP_033156987.1|DMAU	LOC118462589|XP_035784295.1|AALB
OG0002684	LOC117147190|XP_033169883.1|DMAU	LOC118466302|XP_035791299.1|AALB
OG0002685	LOC117140004|XP_033158606.1|DMAU	LOC118467203|XP_035793310.1|AALB
OG0002686	LOC117141995|XP_033161734.1|DMAU	LOC118467739|XP_035794438.1|AALB
OG0002687	LOC117140450|XP_033159268.1|DMAU	LOC118462807|XP_035784712.1|AALB
OG0002688	LOC117141419|XP_033160738.1|DMAU	LOC118465094|XP_035788897.1|AALB
OG0002689	LOC117147520|XP_033170327.1|DMAU	LOC118467769|XP_035794491.1|AALB
OG0002690	LOC117141147|XP_033160371.1|DMAU	LOC118462812|XP_035784722.1|AALB
OG0002691	LOC117136056|XP_033152594.1|DMAU	LOC118462805|XP_035784701.1|AALB
OG0002692	LOC117138454|XP_033156471.1|DMAU	LOC118462811|XP_035784716.1|AALB
OG0002693	LOC117142119|XP_033161905.1|DMAU	LOC118463509|XP_035786002.1|AALB
OG0002694	LOC117137787|XP_033155332.1|DMAU	LOC118465307|XP_035789300.1|AALB
OG0002695	LOC117140929|XP_033160015.1|DMAU	LOC118464783|XP_035788307.1|AALB
OG0002696	LOC117139791|XP_033158295.1|DMAU	LOC118465340|XP_035789389.1|AALB
OG0002697	LOC117140262|XP_033158974.1|DMAU	LOC118466520|XP_035791905.1|AALB
OG0002698	LOC117139213|XP_033157281.1|DMAU	LOC118462922|XP_035784922.1|AALB
OG0002699	LOC117141079|XP_033160268.1|DMAU	LOC118462926|XP_035784928.1|AALB
OG0002700	LOC117141957|XP_033161607.1|DMAU	LOC118467466|XP_035793872.1|AALB
OG0002701	LOC117138555|XP_033156605.1|DMAU	LOC118467470|XP_035793897.1|AALB
OG0002702	LOC117136181|XP_033152816.1|DMAU	LOC118466956|XP_035792749.1|AALB
OG0002704	LOC117138655|XP_033156776.1|DMAU	LOC118465252|XP_035789166.1|AALB
OG0002705	LOC117141971|XP_033161661.1|DMAU	LOC118466433|XP_035791624.1|AALB
OG0002706	LOC117138327|XP_033156255.1|DMAU	LOC118463030|XP_035785165.1|AALB
OG0002707	LOC117141188|XP_033160417.1|DMAU	LOC118463023|XP_035785154.1|AALB
OG0002708	LOC117141427|XP_033160756.1|DMAU	LOC118465063|XP_035788839.1|AALB, LOC118460263|XP_035780329.1|AALB
OG0002709	LOC117137829|XP_033155407.1|DMAU	LOC118467119|XP_035793081.1|AALB
OG0002710	LOC117137233|XP_033154483.1|DMAU	LOC118467121|XP_035793083.1|AALB
OG0002711	LOC117137729|XP_033155196.1|DMAU	LOC118464249|XP_035787344.1|AALB
