Orthogroup	DMAU.longest_only	AAEG.longest_only
OG0001360	LOC117136868|XP_033153860.1|DMAU	LOC5576042|XP_001662374.1|AAEG
OG0001361	LOC117141023|XP_033160187.1|DMAU	LOC5564239|XP_021698328.1|AAEG, LOC110676099|XP_021698327.1|AAEG
OG0001362	LOC117140656|XP_033159588.1|DMAU	LOC5564232|XP_001648569.1|AAEG
OG0001363	LOC117145131|XP_033166542.1|DMAU	LOC5576835|XP_001662942.1|AAEG, LOC5568880|XP_001652605.1|AAEG
OG0001364	LOC117138487|XP_033156508.1|DMAU	LOC5572908|XP_021698679.1|AAEG, LOC5568166|XP_021703889.1|AAEG
OG0001365	LOC117141158|XP_033160388.1|DMAU	LOC5572285|XP_001653970.1|AAEG
OG0001367	LOC117135976|XP_033152480.1|DMAU	LOC5569059|XP_021698895.1|AAEG
OG0001368	LOC117137825|XP_033155399.1|DMAU	LOC5579484|XP_021698925.1|AAEG
OG0001369	LOC117146403|XP_033168478.1|DMAU	LOC5574546|XP_021699090.1|AAEG
OG0001370	LOC117138553|XP_033156602.1|DMAU	LOC5577000|XP_001663103.2|AAEG
OG0001371	LOC117137015|XP_033154098.1|DMAU	LOC5569579|XP_021699731.1|AAEG
OG0001372	LOC117136225|XP_033152894.1|DMAU	LOC5567708|XP_021699760.1|AAEG
OG0001373	LOC117150511|XP_033173309.1|DMAU	LOC5567451|XP_021700199.1|AAEG
OG0001374	LOC117138169|XP_033155941.1|DMAU	LOC5571153|XP_001653469.1|AAEG
OG0001375	LOC117145183|XP_033166629.1|DMAU	LOC5567653|XP_021700355.1|AAEG, LOC5565021|XP_001649362.2|AAEG, LOC5577084|XP_001663173.2|AAEG
OG0001376	LOC117137716|XP_033155180.1|DMAU	LOC5578359|XP_001656930.2|AAEG, LOC5578358|XP_001656929.2|AAEG
OG0001377	LOC117150687|XP_033173624.1|DMAU	LOC5572648|XP_021700811.1|AAEG, LOC110674014|XP_021695263.1|AAEG
OG0001378	LOC117150432|XP_033173201.1|DMAU	LOC5564328|XP_001648655.2|AAEG
OG0001379	LOC117142663|XP_033162691.1|DMAU	LOC5564506|XP_021701067.1|AAEG
OG0001380	LOC117138187|XP_033155977.1|DMAU	LOC5574619|XP_021701493.1|AAEG
OG0001381	LOC117138516|XP_033156540.1|DMAU	LOC5569383|XP_001658462.1|AAEG, LOC110680820|XP_021712291.1|AAEG
OG0001382	LOC117135307|XP_033151386.1|DMAU	LOC5575208|XP_021701904.1|AAEG
OG0001383	LOC117135473|XP_033151580.1|DMAU	LOC5572173|XP_001660268.1|AAEG
OG0001384	LOC117150607|XP_033173457.1|DMAU	LOC5573809|XP_001661057.2|AAEG
OG0001385	LOC117150851|XP_033173819.1|DMAU	LOC5573184|XP_001660801.2|AAEG, LOC5569015|XP_001652671.1|AAEG
OG0001387	LOC117141892|XP_033161484.1|DMAU	LOC5569816|XP_001653035.1|AAEG, LOC5569815|XP_021703690.1|AAEG
OG0001388	LOC117138729|XP_033156854.1|DMAU	LOC5570857|XP_021703776.1|AAEG, LOC5570856|XP_001653366.2|AAEG
OG0001389	LOC117145081|XP_033166489.1|DMAU	LOC5573307|XP_021707322.1|AAEG, LOC5564316|XP_021706875.1|AAEG
OG0001390	LOC117142744|XP_033162820.1|DMAU	LOC5580280|XP_021709147.1|AAEG
OG0001391	LOC117142477|XP_033162388.1|DMAU	LOC5568150|XP_001652096.1|AAEG
OG0001392	LOC117148757|XP_033172242.1|DMAU	LOC5578018|XP_001656757.2|AAEG
OG0001393	LOC117139843|XP_033158384.1|DMAU	LOC5565962|XP_021706834.1|AAEG
OG0001394	LOC117137259|XP_033154515.1|DMAU	LOC5566906|XP_021705325.1|AAEG, LOC5565212|XP_021706728.1|AAEG
OG0001395	LOC117143497|XP_033164105.1|DMAU	LOC5572564|XP_001654079.1|AAEG
OG0001396	LOC117147284|XP_033170019.1|DMAU	LOC5569944|XP_021708097.1|AAEG
OG0001397	LOC117145099|XP_033166509.1|DMAU	LOC5566745|XP_021706420.1|AAEG, LOC5566742|XP_021706887.1|AAEG
OG0001399	LOC117137959|XP_033155613.1|DMAU	LOC5577036|XP_021711031.1|AAEG
OG0001400	LOC117143334|XP_033163886.1|DMAU	LOC5572994|XP_001654322.2|AAEG
OG0001401	LOC117140082|XP_033158726.1|DMAU	LOC5575307|XP_001655681.2|AAEG
OG0001402	LOC117141036|XP_033160210.1|DMAU	LOC5575317|XP_021708110.1|AAEG
OG0001403	LOC117141310|XP_033160587.1|DMAU	LOC5566322|XP_021704181.1|AAEG
OG0001404	LOC117135629|XP_033151893.1|DMAU	LOC5564361|XP_021707780.1|AAEG
OG0001405	LOC117137727|XP_033155193.1|DMAU	LOC5565743|XP_001650083.2|AAEG
OG0001406	LOC117148322|XP_033171545.1|DMAU	LOC5567494|XP_001657489.1|AAEG
OG0001407	LOC117141445|XP_033160790.1|DMAU	LOC5571615|XP_001659808.1|AAEG
OG0001429	LOC117144830|XP_033166106.1|DMAU	LOC23687468|XP_021694460.1|AAEG, LOC5576812|XP_021694461.1|AAEG
OG0001430	LOC117142909|XP_033163083.1|DMAU	LOC5565963|XP_001650293.2|AAEG, LOC5579810|XP_021694535.1|AAEG
OG0001431	LOC117148150|XP_033171272.1|DMAU	LOC5569476|XP_001658562.1|AAEG
OG0001432	LOC117146362|XP_033168404.1|DMAU	LOC5576501|XP_001662693.2|AAEG
OG0001433	LOC117143605|XP_033164247.1|DMAU	LOC5571723|XP_021695080.1|AAEG
OG0001434	LOC117147034|XP_033169618.1|DMAU	LOC5565190|XP_021695110.1|AAEG
OG0001435	LOC117137989|XP_033155664.1|DMAU	LOC5566771|XP_021700932.1|AAEG
OG0001436	LOC117142713|XP_033162763.1|DMAU	LOC5573409|XP_021712979.1|AAEG
OG0001437	LOC117139720|XP_033158181.1|DMAU	LOC5578625|XP_001657049.1|AAEG
OG0001438	LOC117142579|XP_033162539.1|DMAU	LOC5578886|XP_021695312.1|AAEG
OG0001439	LOC117143432|XP_033164029.1|DMAU	LOC5580030|XP_001653914.1|AAEG
OG0001440	LOC117146806|XP_033169241.1|DMAU	LOC5576685|XP_001662826.2|AAEG, LOC110674453|XP_021694361.1|AAEG
OG0001442	LOC117150471|XP_033173258.1|DMAU	LOC5566079|XP_001650445.1|AAEG
OG0001443	LOC117142292|XP_033162069.1|DMAU	LOC5565058|XP_021711166.1|AAEG, LOC5578680|XP_001657078.2|AAEG
OG0001444	LOC117145257|XP_033166731.1|DMAU	LOC5566780|XP_021712940.1|AAEG, LOC5567084|XP_021712899.1|AAEG
OG0001445	LOC117142599|XP_033162569.1|DMAU	LOC5564606|XP_021713380.1|AAEG
OG0001446	LOC117142264|XP_033162017.1|DMAU	LOC5567506|XP_021693409.1|AAEG, LOC5580163|XP_021692930.1|AAEG
OG0001447	LOC117144578|XP_033165728.1|DMAU	LOC5567294|XP_021693331.1|AAEG
OG0001448	LOC117143152|XP_033163542.1|DMAU	LOC5573303|XP_021706630.1|AAEG, LOC5569124|XP_021693346.1|AAEG
OG0001449	LOC117137234|XP_033154484.1|DMAU	LOC5576532|XP_001662725.1|AAEG
OG0001450	LOC117137220|XP_033154504.1|DMAU	LOC5571293|XP_021695848.1|AAEG
OG0001451	LOC117137378|XP_033154681.1|DMAU	LOC5571861|XP_001653785.1|AAEG, LOC5576847|XP_001662956.1|AAEG
OG0001452	LOC117136147|XP_033152754.1|DMAU	LOC5577804|XP_021696038.1|AAEG
OG0001453	LOC117140609|XP_033159511.1|DMAU	LOC5579987|XP_001660253.2|AAEG, LOC5579988|XP_021696270.1|AAEG
OG0001454	LOC117143413|XP_033163999.1|DMAU	LOC5566419|XP_001650812.2|AAEG, LOC5570492|XP_021701567.1|AAEG
OG0001455	LOC117138998|XP_033156965.1|DMAU	LOC5570478|XP_021696470.1|AAEG, LOC110680369|XP_021711867.1|AAEG
OG0001456	LOC117137785|XP_033155330.1|DMAU	LOC5576943|XP_021696682.1|AAEG
OG0001457	LOC117135759|XP_033152108.1|DMAU	LOC5574288|XP_001661330.2|AAEG
OG0001458	LOC117136426|XP_033153227.1|DMAU	LOC5570395|XP_021696799.1|AAEG, LOC5567138|XP_021696796.1|AAEG
OG0001459	LOC117140456|XP_033159278.1|DMAU	LOC5572773|XP_021703095.1|AAEG, LOC5565665|XP_021696884.1|AAEG
OG0001460	LOC117136647|XP_033153533.1|DMAU	LOC5573464|XP_021697200.1|AAEG
OG0001461	LOC117148120|XP_033171233.1|DMAU	LOC5578902|XP_001664106.1|AAEG
OG0001462	LOC117139476|XP_033157687.1|DMAU	LOC5575238|XP_001655641.2|AAEG, LOC5565405|XP_001649752.1|AAEG
OG0001464	LOC117146624|XP_033168847.1|DMAU	LOC5577049|XP_021697863.1|AAEG
OG0001465	LOC117137624|XP_033155046.1|DMAU	LOC5569164|XP_021698173.1|AAEG
OG0001466	LOC117135138|XP_033151089.1|DMAU	LOC110681310|XP_021712758.1|AAEG, LOC5575816|XP_021698283.1|AAEG
OG0001467	LOC117141750|XP_033161266.1|DMAU	LOC5565523|XP_001649876.2|AAEG, LOC5565461|XP_001649823.1|AAEG
OG0001468	LOC117139887|XP_033158454.1|DMAU	LOC5576181|XP_001655982.2|AAEG, LOC110674008|XP_021698617.1|AAEG
OG0001469	LOC117138320|XP_033156242.1|DMAU, LOC117144179|XP_033165115.1|DMAU	LOC5572193|XP_021698818.1|AAEG
OG0001470	LOC117139416|XP_033157584.1|DMAU	LOC5573283|XP_001654487.2|AAEG
OG0001471	LOC117141247|XP_033160504.1|DMAU	LOC5575494|XP_021699308.1|AAEG
OG0001472	LOC117141346|XP_033160641.1|DMAU	LOC5571045|XP_001659482.1|AAEG
OG0001473	LOC117145356|XP_033166866.1|DMAU	LOC5577473|XP_001663400.2|AAEG
OG0001474	LOC117147064|XP_033169714.1|DMAU	LOC5572037|XP_021699911.1|AAEG
OG0001475	LOC117135827|XP_033152228.1|DMAU	LOC5569975|XP_001658859.2|AAEG
OG0001476	LOC117148448|XP_033171713.1|DMAU	LOC5579522|XP_021700182.1|AAEG
OG0001477	LOC117142305|XP_033162084.1|DMAU	LOC5571150|XP_001653466.1|AAEG
OG0001478	LOC117150656|XP_033173534.1|DMAU	LOC5571940|XP_001660042.3|AAEG, LOC5571944|XP_021700410.1|AAEG
OG0001479	LOC117136269|XP_033152987.1|DMAU, LOC117148890|XP_033172485.1|DMAU	LOC23687710|XP_011493391.1|AAEG
OG0001480	LOC117145932|XP_033167700.1|DMAU	LOC5578369|XP_001656940.1|AAEG
OG0001481	LOC117150569|XP_033173411.1|DMAU	LOC5572669|XP_021700841.1|AAEG
OG0001482	LOC117136671|XP_033153564.1|DMAU	LOC5571657|XP_021695284.1|AAEG
OG0001483	LOC117135189|XP_033151147.1|DMAU	LOC5568842|XP_021695290.1|AAEG
OG0001484	LOC117136792|XP_033153742.1|DMAU	LOC5577726|XP_001663502.2|AAEG, LOC5577731|XP_001663504.2|AAEG
OG0001485	LOC117139075|XP_033157077.1|DMAU	LOC5575153|XP_001655530.2|AAEG, LOC5575155|XP_021702299.1|AAEG
OG0001486	LOC117150206|XP_033172891.1|DMAU	LOC5568609|XP_021702758.1|AAEG
OG0001487	LOC117135602|XP_033151842.1|DMAU	LOC5573245|XP_021702910.1|AAEG
OG0001488	LOC117136831|XP_033153801.1|DMAU	LOC5573697|XP_001661016.1|AAEG
OG0001489	LOC117147746|XP_033170645.1|DMAU	LOC5564933|XP_021703739.1|AAEG
OG0001490	LOC117144902|XP_033166229.1|DMAU	LOC110677685|XP_021704430.1|AAEG, LOC110677182|XP_021703749.1|AAEG, LOC5564931|XP_001649272.1|AAEG, LOC5563686|XP_001647949.1|AAEG
OG0001491	LOC117151049|XP_033174155.1|DMAU	LOC5569700|XP_021703856.1|AAEG
OG0001492	LOC117136191|XP_033152828.1|DMAU, LOC117149970|XP_033172756.1|DMAU	LOC5569760|XP_021704079.1|AAEG
OG0001493	LOC117148041|XP_033171110.1|DMAU	LOC5571897|XP_001653814.1|AAEG
OG0001494	LOC117146976|XP_033169536.1|DMAU	LOC5568043|XP_001651976.1|AAEG, LOC5568042|XP_001651975.1|AAEG
OG0001495	LOC117137994|XP_033155672.1|DMAU	LOC5578020|XP_001656760.1|AAEG
OG0001496	LOC117147816|XP_033170761.1|DMAU	LOC5563590|XP_001647931.1|AAEG
OG0001497	LOC117137298|XP_033154566.1|DMAU	LOC5569632|XP_001658652.1|AAEG
OG0001500	LOC117138547|XP_033156594.1|DMAU	LOC5578446|XP_001656967.1|AAEG
OG0001501	LOC117143328|XP_033163875.1|DMAU	LOC5570890|XP_001659401.2|AAEG
OG0001502	LOC117135887|XP_033152325.1|DMAU	LOC110678058|XP_021706269.1|AAEG, LOC5577361|XP_021711960.1|AAEG
OG0001503	LOC117138384|XP_033156344.1|DMAU	LOC5570009|XP_021708552.1|AAEG
OG0001504	LOC117148877|XP_033172440.1|DMAU	LOC5565730|XP_021708073.1|AAEG
OG0001506	LOC117136155|XP_033152766.1|DMAU	LOC5579656|XP_001648130.1|AAEG
OG0001507	LOC117136144|XP_033152740.1|DMAU	LOC5577138|XP_001663226.2|AAEG, LOC5577136|XP_021711247.1|AAEG
OG0001508	LOC117138395|XP_033156359.1|DMAU	LOC5572364|XP_021707113.1|AAEG, LOC5572361|XP_021706133.1|AAEG
OG0001509	LOC117137599|XP_033155001.1|DMAU	LOC5574008|XP_001661094.2|AAEG, LOC5577412|XP_021707793.1|AAEG
OG0001510	LOC117147177|XP_033169867.1|DMAU, LOC117139884|XP_033158443.1|DMAU	LOC5577178|XP_001663266.1|AAEG
OG0001511	LOC117138689|XP_033156837.1|DMAU	LOC5574953|XP_001655423.2|AAEG
OG0001512	LOC117139046|XP_033157040.1|DMAU	LOC5564136|XP_021711114.1|AAEG
OG0001513	LOC117139000|XP_033156969.1|DMAU	LOC5564135|XP_021711115.1|AAEG
OG0001534	LOC117147129|XP_033169786.1|DMAU	LOC5576274|XP_021698681.1|AAEG
OG0001535	LOC117146600|XP_033168815.1|DMAU	LOC5573526|XP_001660924.2|AAEG
OG0001536	LOC117148108|XP_033171217.1|DMAU	LOC5571801|XP_001659936.2|AAEG, LOC5571804|XP_001659938.2|AAEG
OG0001537	LOC117150461|XP_033173246.1|DMAU	LOC5569210|XP_021712922.1|AAEG, LOC5572386|XP_001654033.1|AAEG
OG0001538	LOC117148951|XP_033172583.1|DMAU	LOC5572541|XP_001660472.2|AAEG, LOC5572547|XP_001660470.2|AAEG
OG0001539	LOC117135750|XP_033152096.1|DMAU	LOC5572544|XP_001660468.2|AAEG
OG0001540	LOC117150337|XP_033173076.1|DMAU	LOC23687674|XP_021698454.1|AAEG
OG0001541	LOC117140752|XP_033159725.1|DMAU	LOC5570420|XP_021698756.1|AAEG
OG0001542	LOC117142454|XP_033162320.1|DMAU	LOC5570412|XP_021698827.1|AAEG
OG0001545	LOC117146705|XP_033169009.1|DMAU, LOC117148355|XP_033171604.1|DMAU	LOC110677176|XP_021703744.1|AAEG
OG0001546	LOC117147241|XP_033169946.1|DMAU	LOC110677186|XP_021703764.1|AAEG, LOC5573557|XP_021703756.1|AAEG
OG0001547	LOC117148073|XP_033171162.1|DMAU	LOC5571510|XP_021704100.1|AAEG
OG0001548	LOC117147159|XP_033169833.1|DMAU	LOC5575287|XP_021706174.1|AAEG
OG0001549	LOC117135128|XP_033151068.1|DMAU	LOC5566809|XP_021702575.1|AAEG, LOC110678344|XP_021706791.1|AAEG, LOC5566990|XP_021701099.1|AAEG
OG0001551	LOC117144746|XP_033165991.1|DMAU	LOC5567762|XP_021709084.1|AAEG
OG0001552	LOC117144314|XP_033165316.1|DMAU	LOC5574592|XP_001655215.2|AAEG
OG0001553	LOC117148350|XP_033171579.1|DMAU	LOC5567406|XP_001657401.2|AAEG, LOC5568864|XP_001652590.1|AAEG
OG0001554	LOC117144605|XP_033165787.1|DMAU	LOC5567768|XP_001657668.2|AAEG
OG0001555	LOC117135262|XP_033151303.1|DMAU	LOC5565322|XP_021702534.1|AAEG, LOC5571781|XP_021712616.1|AAEG, LOC110681298|XP_021712752.1|AAEG
OG0001556	LOC117135766|XP_033152122.1|DMAU	LOC5578988|XP_021712982.1|AAEG, LOC5565133|XP_001649476.1|AAEG
OG0001557	LOC117148228|XP_033171408.1|DMAU	LOC5568719|XP_021713154.1|AAEG, LOC5567579|XP_021707137.1|AAEG
OG0001558	LOC117147287|XP_033170022.1|DMAU	LOC110680582|XP_021712070.1|AAEG, LOC5568723|XP_021713166.1|AAEG, LOC110680882|XP_021712364.1|AAEG
OG0001559	LOC117144645|XP_033165832.1|DMAU	LOC5576290|XP_021713171.1|AAEG
OG0001560	LOC117142779|XP_033162859.1|DMAU	LOC5571521|XP_021692958.1|AAEG
OG0001561	LOC117144186|XP_033165124.1|DMAU	LOC5566484|XP_001650872.2|AAEG
OG0001562	LOC117146461|XP_033168587.1|DMAU	LOC5575241|XP_001655653.2|AAEG, LOC5578936|XP_001657224.1|AAEG
OG0001563	LOC117141678|XP_033161165.1|DMAU	LOC110680825|XP_021712300.1|AAEG, LOC5578929|XP_021693198.1|AAEG
OG0001564	LOC117146012|XP_033167822.1|DMAU	LOC5563715|XP_021693227.1|AAEG
OG0001565	LOC117144825|XP_033166100.1|DMAU	LOC5568915|XP_021693421.1|AAEG, LOC5567502|XP_021693419.1|AAEG
OG0001566	LOC117144763|XP_033166012.1|DMAU	LOC5573433|XP_021693607.1|AAEG
OG0001567	LOC117137470|XP_033154808.1|DMAU	LOC110674687|XP_021694425.1|AAEG
OG0001568	LOC117145575|XP_033167172.1|DMAU	LOC5577645|XP_021693829.1|AAEG
OG0001569	LOC117142749|XP_033162821.1|DMAU	LOC5577638|XP_001656636.2|AAEG
OG0001570	LOC117143537|XP_033164161.1|DMAU	LOC110674220|XP_021694063.1|AAEG
OG0001571	LOC117150331|XP_033173066.1|DMAU	LOC5567760|XP_021701214.1|AAEG, LOC110681398|XP_021712833.1|AAEG
OG0001572	LOC117146644|XP_033168869.1|DMAU	LOC5570664|XP_001659257.1|AAEG, LOC5570661|XP_001659256.2|AAEG
OG0001573	LOC117138952|XP_033156883.1|DMAU	LOC5565109|XP_021696153.1|AAEG
OG0001574	LOC117147709|XP_033170592.1|DMAU	LOC5577758|XP_021704696.1|AAEG, LOC5572893|XP_001654247.1|AAEG
OG0001575	LOC117142946|XP_033163153.1|DMAU	LOC5566212|XP_021696849.1|AAEG
OG0001576	LOC117143450|XP_033164050.1|DMAU	LOC5578812|XP_001657176.1|AAEG, LOC5572040|XP_001660148.2|AAEG
OG0001577	LOC117143344|XP_033163899.1|DMAU	LOC5565563|XP_021697730.1|AAEG
OG0001578	LOC117137458|XP_033154793.1|DMAU	LOC5574933|XP_001661731.2|AAEG
OG0001579	LOC117147572|XP_033170408.1|DMAU	LOC5571186|XP_001653502.2|AAEG
OG0001580	LOC117136051|XP_033152585.1|DMAU	LOC5569161|XP_021698161.1|AAEG
OG0001581	LOC117148699|XP_033172133.1|DMAU	LOC5564093|XP_021698438.1|AAEG
OG0001582	LOC117136937|XP_033153972.1|DMAU, LOC117136938|XP_033153977.1|DMAU	LOC5571407|XP_001653659.2|AAEG
OG0001583	LOC117136342|XP_033153096.1|DMAU	LOC5566023|XP_021698931.1|AAEG
OG0001584	LOC117141130|XP_033160347.1|DMAU	LOC5578855|XP_001664062.1|AAEG
OG0001586	LOC117140350|XP_033159092.1|DMAU	LOC5570327|XP_021699512.1|AAEG
OG0001587	LOC117137487|XP_033154858.1|DMAU	LOC23687759|XP_021699543.1|AAEG
OG0001588	LOC117138208|XP_033156033.1|DMAU	LOC5572049|XP_001660155.1|AAEG
OG0001589	LOC117136090|XP_033152654.1|DMAU	LOC5569987|XP_021700011.1|AAEG
OG0001590	LOC117136764|XP_033153690.1|DMAU	LOC110681105|XP_021712562.1|AAEG, LOC5574388|XP_001661416.2|AAEG
OG0001591	LOC117146523|XP_033168679.1|DMAU, LOC117148736|XP_033172197.1|DMAU, LOC117145380|XP_033166903.1|DMAU	LOC5579514|XP_021700145.1|AAEG
OG0001593	LOC117150632|XP_033173495.1|DMAU	LOC5569501|XP_021700473.1|AAEG
OG0001594	LOC117150272|XP_033172968.1|DMAU	LOC5576948|XP_021700494.1|AAEG
OG0001595	LOC117137055|XP_033154156.1|DMAU	LOC5578360|XP_021700530.1|AAEG
OG0001596	LOC117151034|XP_033174139.1|DMAU	LOC5570924|XP_021700598.1|AAEG
OG0001597	LOC117149328|XP_033172657.1|DMAU	LOC110676562|XP_021700652.1|AAEG
OG0001598	LOC117135169|XP_033151119.1|DMAU	LOC5570897|XP_021700673.1|AAEG
OG0001599	LOC117141141|XP_033160368.1|DMAU	LOC5572929|XP_001654264.1|AAEG, LOC5572930|XP_001654265.1|AAEG
OG0001600	LOC117145130|XP_033166545.1|DMAU	LOC110680217|XP_021711724.1|AAEG, LOC5571423|XP_021700753.1|AAEG
OG0001601	LOC117135165|XP_033151117.1|DMAU	LOC5572640|XP_001654136.1|AAEG
OG0001602	LOC117140893|XP_033159942.1|DMAU	LOC5572642|XP_001654141.2|AAEG
OG0001603	LOC117150475|XP_033173265.1|DMAU	LOC5564850|XP_021695270.1|AAEG, LOC5564834|XP_001649171.2|AAEG
OG0001604	LOC117146888|XP_033169378.1|DMAU	LOC5564487|XP_001648846.1|AAEG
OG0001605	LOC117135893|XP_033152331.1|DMAU	LOC5564503|XP_021701082.1|AAEG
OG0001606	LOC117135420|XP_033151464.1|DMAU	LOC5566522|XP_001650915.1|AAEG
OG0001607	LOC117135203|XP_033151179.1|DMAU	LOC5574484|XP_001655145.1|AAEG
OG0001608	LOC117151028|XP_033174132.1|DMAU	LOC5573863|XP_001654894.1|AAEG
OG0001609	LOC117137214|XP_033154461.1|DMAU	LOC5568884|XP_021701480.1|AAEG
OG0001610	LOC117142175|XP_033161931.1|DMAU	LOC5569343|XP_001658432.1|AAEG
OG0001611	LOC117143255|XP_033163716.1|DMAU	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG
OG0001612	LOC117150833|XP_033173791.1|DMAU	LOC5563775|XP_001648054.1|AAEG, LOC5563773|XP_001648053.1|AAEG
OG0001613	LOC117142352|XP_033162169.1|DMAU	LOC5570616|XP_021702082.1|AAEG, LOC5567253|XP_001651695.1|AAEG
OG0001614	LOC117136293|XP_033153021.1|DMAU	LOC5572013|XP_001660121.2|AAEG, LOC5576817|XP_021702116.1|AAEG
OG0001615	LOC117135714|XP_033152034.1|DMAU	LOC5572431|XP_021702419.1|AAEG
OG0001616	LOC117147230|XP_033169936.1|DMAU	LOC5573821|XP_021702976.1|AAEG
OG0001617	LOC117135206|XP_033151182.1|DMAU	LOC5568922|XP_021703195.1|AAEG
OG0001618	LOC117145308|XP_033166796.1|DMAU	LOC5573901|XP_021703341.1|AAEG, LOC5571476|XP_021706414.1|AAEG
OG0001619	LOC117145000|XP_033166379.1|DMAU	LOC5566978|XP_001651398.1|AAEG
OG0001620	LOC117136487|XP_033153317.1|DMAU	LOC5572053|XP_001653822.1|AAEG
OG0001621	LOC117137744|XP_033155218.1|DMAU	LOC5572062|XP_001653826.2|AAEG
OG0001622	LOC117146684|XP_033168943.1|DMAU	LOC5572078|XP_021703583.1|AAEG, LOC5566371|XP_021709853.1|AAEG
OG0001623	LOC117150459|XP_033173243.1|DMAU	LOC5565851|XP_021703618.1|AAEG
OG0001624	LOC117150860|XP_033173848.1|DMAU	LOC5564939|XP_001649275.2|AAEG
OG0001625	LOC117144752|XP_033166003.1|DMAU	LOC5564921|XP_001649284.1|AAEG
OG0001626	LOC117137081|XP_033154205.1|DMAU	LOC5563786|XP_001648064.1|AAEG
OG0001627	LOC117142706|XP_033162756.1|DMAU	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG, LOC5578569|XP_021705473.1|AAEG
OG0001628	LOC117145682|XP_033167315.1|DMAU	LOC5567669|XP_001657611.1|AAEG
OG0001630	LOC117142944|XP_033163150.1|DMAU	LOC5575302|XP_021709547.1|AAEG
OG0001631	LOC117144870|XP_033166169.1|DMAU	LOC23687582|XP_021705609.1|AAEG
OG0001632	LOC117150228|XP_033172918.1|DMAU	LOC5572968|XP_001654299.1|AAEG
OG0001633	LOC117142853|XP_033162984.1|DMAU	LOC5567329|XP_001657349.1|AAEG, LOC110681114|XP_021712573.1|AAEG
OG0001635	LOC117144305|XP_033165307.1|DMAU	LOC5570884|XP_021711607.1|AAEG, LOC5570885|XP_021706429.1|AAEG
OG0001636	LOC117145025|XP_033166417.1|DMAU	LOC5570879|XP_001659394.1|AAEG
OG0001637	LOC117142418|XP_033162267.1|DMAU	LOC5578555|XP_021707594.1|AAEG, LOC5578556|XP_001663948.2|AAEG
OG0001638	LOC117147529|XP_033170349.1|DMAU, LOC117147214|XP_033169919.1|DMAU	LOC5577363|XP_001656443.1|AAEG
OG0001639	LOC117136386|XP_033153169.1|DMAU	LOC5575051|XP_021708404.1|AAEG
OG0001640	LOC117143213|XP_033163652.1|DMAU	LOC5571752|XP_001653779.1|AAEG
OG0001641	LOC117142797|XP_033162894.1|DMAU	LOC5574761|XP_001661645.1|AAEG, LOC5565701|XP_001650058.1|AAEG
OG0001642	LOC117148328|XP_033171553.1|DMAU	LOC5577033|XP_021711258.1|AAEG
OG0001643	LOC117145502|XP_033167077.1|DMAU	LOC5574553|XP_021707189.1|AAEG
OG0001644	LOC117141151|XP_033160380.1|DMAU	LOC5577243|XP_021706769.1|AAEG
OG0001645	LOC117136667|XP_033153558.1|DMAU	LOC5571017|XP_021706817.1|AAEG
OG0001646	LOC117138578|XP_033156642.1|DMAU	LOC5575278|XP_021711349.1|AAEG
OG0001647	LOC117137085|XP_033154206.1|DMAU	LOC5573626|XP_021705548.1|AAEG
OG0001648	LOC117139547|XP_033157826.1|DMAU	LOC110681024|XP_021712484.1|AAEG, LOC5572713|XP_021706136.1|AAEG, LOC110677878|XP_021705310.1|AAEG
OG0001649	LOC117138168|XP_033155940.1|DMAU	LOC5575690|XP_021707280.1|AAEG
OG0001650	LOC117135852|XP_033152260.1|DMAU	LOC110678810|XP_021707903.1|AAEG
OG0001651	LOC117138197|XP_033156016.1|DMAU	LOC5565802|XP_021709626.1|AAEG, LOC5565810|XP_021710986.1|AAEG
OG0001652	LOC117140684|XP_033159631.1|DMAU	LOC5572084|XP_001660159.2|AAEG, LOC110678816|XP_021707935.1|AAEG
OG0001653	LOC117139867|XP_033158414.1|DMAU	LOC5578118|XP_001656816.2|AAEG
OG0001654	LOC117137179|XP_033154392.1|DMAU	LOC5579924|XP_021705915.1|AAEG
OG0001655	LOC117137566|XP_033154962.1|DMAU	LOC5571922|XP_021708628.1|AAEG
OG0001656	LOC117135559|XP_033151757.1|DMAU	LOC5571621|XP_001659816.2|AAEG
OG0001657	LOC117139956|XP_033158540.1|DMAU	LOC5565452|XP_001649800.1|AAEG
OG0001658	LOC117139118|XP_033157152.1|DMAU	LOC5565458|XP_001649769.1|AAEG
OG0001659	LOC117139666|XP_033158030.1|DMAU	LOC5568591|XP_021711611.1|AAEG
OG0001678	LOC117148148|XP_033171270.1|DMAU	LOC5576541|XP_021694779.1|AAEG
OG0001679	LOC117148122|XP_033171235.1|DMAU	LOC5574426|XP_001661441.2|AAEG, LOC5564668|XP_021694874.1|AAEG, LOC5564669|XP_021694873.1|AAEG
OG0001680	LOC117146942|XP_033169483.1|DMAU	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG
OG0001681	LOC117148489|XP_033171760.1|DMAU	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG, LOC5566677|XP_021707319.1|AAEG
OG0001682	LOC117147193|XP_033169885.1|DMAU	LOC5569201|XP_021694213.1|AAEG
