Orthogroup	DMAU.longest_only	BTRY.longest_only
OG0001172	LOC117136589|XP_033153453.1|DMAU	LOC120773117|XP_039958046.1|BTRY
OG0001173	LOC117142538|XP_033162477.1|DMAU	LOC120766670|XP_039948242.1|BTRY
OG0001174	LOC117139876|XP_033158424.1|DMAU	LOC120777713|XP_039965125.1|BTRY
OG0001175	LOC117136286|XP_033153012.1|DMAU	LOC120772062|XP_039956384.1|BTRY
OG0001176	LOC117135787|XP_033152166.1|DMAU	LOC120772104|XP_039956448.1|BTRY
OG0001177	LOC117138273|XP_033156135.1|DMAU	LOC120769598|XP_039952593.1|BTRY
OG0001178	LOC117136036|XP_033152550.1|DMAU	LOC120771797|XP_039955933.1|BTRY
OG0001179	LOC117137140|XP_033154331.1|DMAU	LOC120771152|XP_039954957.1|BTRY
OG0001180	LOC117146295|XP_033168200.1|DMAU	LOC120779513|XP_039967776.1|BTRY
OG0001181	LOC117139857|XP_033158398.1|DMAU	LOC120778258|XP_039965962.1|BTRY
OG0001182	LOC117145299|XP_033166782.1|DMAU	LOC120777935|XP_039965467.1|BTRY
OG0001183	LOC117143015|XP_033163273.1|DMAU	LOC120766464|XP_039947935.1|BTRY
OG0001184	LOC117142230|XP_033161972.1|DMAU	LOC120766701|XP_039948283.1|BTRY
OG0001185	LOC117144514|XP_033165622.1|DMAU, LOC117144512|XP_033165601.1|DMAU	LOC120767450|XP_039949474.1|BTRY
OG0001186	LOC117142573|XP_033162532.1|DMAU	LOC120782820|XP_039971268.1|BTRY
OG0001187	LOC117137936|XP_033155583.1|DMAU	LOC120772434|XP_039956981.1|BTRY
OG0001188	LOC117136156|XP_033152768.1|DMAU	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY
OG0001189	LOC117137352|XP_033154641.1|DMAU	LOC120771475|XP_039955439.1|BTRY
OG0001190	LOC117148909|XP_033172510.1|DMAU	LOC120773997|XP_039959203.1|BTRY
OG0001191	LOC117147354|XP_033170111.1|DMAU	LOC120772908|XP_039957729.1|BTRY
OG0001193	LOC117143581|XP_033164220.1|DMAU	LOC120766165|XP_039947446.1|BTRY
OG0001194	LOC117148665|XP_033172069.1|DMAU, LOC117148662|XP_033172067.1|DMAU	LOC120774215|XP_039959603.1|BTRY
OG0001195	LOC117136540|XP_033153382.1|DMAU	LOC120772607|XP_039957256.1|BTRY
OG0001200	LOC117136880|XP_033153879.1|DMAU	LOC120780272|XP_039968470.1|BTRY
OG0001201	LOC117142848|XP_033162973.1|DMAU	LOC120772524|XP_039957125.1|BTRY
OG0001202	LOC117147733|XP_033170622.1|DMAU, LOC117147728|XP_033170619.1|DMAU	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY
OG0001203	LOC117146265|XP_033168130.1|DMAU	LOC120779583|XP_039967860.1|BTRY, LOC120779582|XP_039967859.1|BTRY
OG0001204	LOC117139772|XP_033158274.1|DMAU	LOC120767875|XP_039950134.1|BTRY
OG0001205	LOC117142990|XP_033163233.1|DMAU	LOC120782324|XP_039970483.1|BTRY
OG0001206	LOC117145892|XP_033167624.1|DMAU	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY
OG0001207	LOC117147117|XP_033169776.1|DMAU	LOC120773763|XP_039958772.1|BTRY
OG0001208	LOC117146812|XP_033169253.1|DMAU	LOC120774799|XP_039960525.1|BTRY
OG0001209	LOC117143553|XP_033164185.1|DMAU	LOC120782456|XP_039970680.1|BTRY
OG0001210	LOC117148006|XP_033171056.1|DMAU	LOC120773727|XP_039958717.1|BTRY, LOC120781067|XP_039969153.1|BTRY
OG0001212	LOC117146758|XP_033169145.1|DMAU	LOC120775868|XP_039962172.1|BTRY
OG0001213	LOC117144782|XP_033166042.1|DMAU	LOC120782473|XP_039970701.1|BTRY
OG0001214	LOC117142676|XP_033162706.1|DMAU	LOC120782118|XP_039970198.1|BTRY
OG0001215	LOC117145244|XP_033166716.1|DMAU	LOC120772960|XP_039957802.1|BTRY
OG0001216	LOC117142586|XP_033162547.1|DMAU	LOC120767214|XP_039948964.1|BTRY
OG0001217	LOC117138113|XP_033155907.1|DMAU	LOC120769334|XP_039952224.1|BTRY
OG0001218	LOC117142256|XP_033162009.1|DMAU	LOC120767571|XP_039949642.1|BTRY
OG0001221	LOC117137636|XP_033155058.1|DMAU	LOC120770838|XP_039954366.1|BTRY
OG0001222	LOC117146033|XP_033167855.1|DMAU	LOC120766652|XP_039948216.1|BTRY
OG0001223	LOC117138446|XP_033156450.1|DMAU	LOC120781215|XP_039969272.1|BTRY
OG0001224	LOC117137597|XP_033154999.1|DMAU	LOC120772443|XP_039956998.1|BTRY
OG0001225	LOC117135503|XP_033151618.1|DMAU	LOC120771642|XP_039955685.1|BTRY
OG0001226	LOC117135732|XP_033152067.1|DMAU	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY
OG0001228	LOC117147312|XP_033170050.1|DMAU	LOC120773685|XP_039958650.1|BTRY
OG0001229	LOC117136207|XP_033152853.1|DMAU	LOC120771702|XP_039955771.1|BTRY
OG0001230	LOC117135745|XP_033152086.1|DMAU	LOC120770558|XP_039954070.1|BTRY
OG0001231	LOC117145595|XP_033167204.1|DMAU	LOC120767999|XP_039950355.1|BTRY
OG0001232	LOC117150641|XP_033173507.1|DMAU	LOC120769577|XP_039952568.1|BTRY
OG0001233	LOC117150670|XP_033173561.1|DMAU	LOC120769398|XP_039952303.1|BTRY
OG0001234	LOC117137741|XP_033155215.1|DMAU	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY
OG0001235	LOC117150322|XP_033173051.1|DMAU	LOC120768910|XP_039951611.1|BTRY
OG0001236	LOC117140025|XP_033158647.1|DMAU	LOC120777491|XP_039964766.1|BTRY
OG0001237	LOC117140868|XP_033159898.1|DMAU, LOC117145515|XP_033167095.1|DMAU	LOC120767044|XP_039948831.1|BTRY
OG0001238	LOC117142360|XP_033162175.1|DMAU	LOC120780232|XP_039968416.1|BTRY
OG0001239	LOC117143288|XP_033163760.1|DMAU	LOC120774122|XP_039959429.1|BTRY
OG0001240	LOC117145127|XP_033166538.1|DMAU	LOC120778072|XP_039965700.1|BTRY
OG0001241	LOC117138021|XP_033155719.1|DMAU	LOC120780978|XP_039969140.1|BTRY
OG0001242	LOC117146832|XP_033169277.1|DMAU	LOC120774951|XP_039960766.1|BTRY
OG0001243	LOC117139852|XP_033158390.1|DMAU	LOC120776941|XP_039963954.1|BTRY
OG0001244	LOC117142718|XP_033162771.1|DMAU	LOC120766430|XP_039947868.1|BTRY
OG0001245	LOC117145201|XP_033166654.1|DMAU	LOC120766544|XP_039948055.1|BTRY
OG0001247	LOC117138439|XP_033156440.1|DMAU	LOC120772950|XP_039957786.1|BTRY
OG0001248	LOC117141138|XP_033160360.1|DMAU	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY
OG0001249	LOC117148190|XP_033171350.1|DMAU	LOC120775586|XP_039961756.1|BTRY
OG0001251	LOC117144286|XP_033165281.1|DMAU, LOC117144285|XP_033165279.1|DMAU	LOC120782408|XP_039970589.1|BTRY, LOC120770315|XP_039953629.1|BTRY, LOC120766724|XP_039948305.1|BTRY, LOC120781699|XP_039969861.1|BTRY, LOC120781238|XP_039969315.1|BTRY
OG0001252	LOC117144536|XP_033165658.1|DMAU, LOC117144532|XP_033165654.1|DMAU	LOC120776746|XP_039963632.1|BTRY, LOC120776758|XP_039963657.1|BTRY
OG0001253	LOC117147936|XP_033170972.1|DMAU, LOC117147836|XP_033170788.1|DMAU, LOC117147835|XP_033170787.1|DMAU, LOC117147830|XP_033170779.1|DMAU, LOC117137859|XP_033155464.1|DMAU	LOC120768091|XP_039950563.1|BTRY
OG0001254	LOC117138338|XP_033156267.1|DMAU	LOC120770106|XP_039953209.1|BTRY
OG0001255	LOC117137333|XP_033154615.1|DMAU	LOC120773004|XP_039957856.1|BTRY
OG0001256	LOC117141277|XP_033160537.1|DMAU, LOC117138334|XP_033156262.1|DMAU	LOC120776401|XP_039962957.1|BTRY, LOC120776400|XP_039962956.1|BTRY
OG0001257	LOC117146323|XP_033168280.1|DMAU	LOC120779452|XP_039967641.1|BTRY
OG0001258	LOC117144508|XP_033165589.1|DMAU	LOC120766569|XP_039948094.1|BTRY, LOC120776836|XP_039963790.1|BTRY
OG0001259	LOC117147027|XP_033169611.1|DMAU	LOC120773990|XP_039959187.1|BTRY
OG0001260	LOC117144726|XP_033165960.1|DMAU	LOC120782879|XP_039971359.1|BTRY
OG0001261	LOC117146601|XP_033168816.1|DMAU	LOC120773416|XP_039958221.1|BTRY
OG0001262	LOC117141945|XP_033161589.1|DMAU	LOC120778991|XP_039967026.1|BTRY
OG0001263	LOC117142271|XP_033162038.1|DMAU	LOC120782688|XP_039971017.1|BTRY
OG0001264	LOC117151015|XP_033174112.1|DMAU	LOC120768357|XP_039950949.1|BTRY
OG0001265	LOC117146840|XP_033169286.1|DMAU	LOC120776185|XP_039962739.1|BTRY
OG0001266	LOC117135964|XP_033152457.1|DMAU	LOC120771373|XP_039955268.1|BTRY
OG0001267	LOC117145054|XP_033166454.1|DMAU	LOC120782261|XP_039970360.1|BTRY
OG0001269	LOC117136556|XP_033153400.1|DMAU	LOC120773072|XP_039957949.1|BTRY
OG0001270	LOC117145234|XP_033166699.1|DMAU	LOC120766929|XP_039948610.1|BTRY
OG0001271	LOC117136325|XP_033153070.1|DMAU	LOC120781206|XP_039969258.1|BTRY
OG0001272	LOC117139445|XP_033157641.1|DMAU	LOC120776794|XP_039963714.1|BTRY
OG0001273	LOC117144074|XP_033164975.1|DMAU	LOC120782214|XP_039970307.1|BTRY
OG0001274	LOC117139532|XP_033157793.1|DMAU	LOC120778522|XP_039966291.1|BTRY
OG0001275	LOC117147685|XP_033170556.1|DMAU	LOC120774025|XP_039959251.1|BTRY
OG0001276	LOC117140779|XP_033159755.1|DMAU	LOC120776829|XP_039963784.1|BTRY
OG0001277	LOC117140824|XP_033159822.1|DMAU	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY
OG0001279	LOC117139579|XP_033157879.1|DMAU	LOC120778595|XP_039966400.1|BTRY
OG0001280	LOC117141774|XP_033161295.1|DMAU	LOC120779201|XP_039967405.1|BTRY
OG0001281	LOC117141245|XP_033160502.1|DMAU	LOC120777403|XP_039964636.1|BTRY
OG0001282	LOC117136399|XP_033153189.1|DMAU	LOC120768174|XP_039950672.1|BTRY, LOC120768795|XP_039951484.1|BTRY
OG0001283	LOC117138593|XP_033156665.1|DMAU	LOC120771416|XP_039955331.1|BTRY
OG0001284	LOC117137290|XP_033154555.1|DMAU	LOC120769538|XP_039952517.1|BTRY
OG0001285	LOC117139924|XP_033158499.1|DMAU	LOC120778823|XP_039966764.1|BTRY
OG0001286	LOC117144084|XP_033164993.1|DMAU	LOC120769155|XP_039951972.1|BTRY
OG0001287	LOC117146100|XP_033167971.1|DMAU	LOC120771188|XP_039955020.1|BTRY
OG0001288	LOC117150199|XP_033172880.1|DMAU	LOC120767599|XP_039949681.1|BTRY
OG0001289	LOC117150534|XP_033173349.1|DMAU	LOC120767734|XP_039949876.1|BTRY
OG0001290	LOC117150514|XP_033173321.1|DMAU	LOC120767370|XP_039949276.1|BTRY
OG0001291	LOC117135519|XP_033151670.1|DMAU	LOC120770972|XP_039954641.1|BTRY
OG0001292	LOC117138561|XP_033156611.1|DMAU	LOC120770542|XP_039954032.1|BTRY, LOC120770763|XP_039954281.1|BTRY
OG0001293	LOC117147210|XP_033169914.1|DMAU	LOC120775935|XP_039962275.1|BTRY
OG0001294	LOC117144437|XP_033165475.1|DMAU	LOC120777983|XP_039965560.1|BTRY
OG0001295	LOC117148713|XP_033172153.1|DMAU	LOC120774030|XP_039959262.1|BTRY
OG0001296	LOC117136188|XP_033152825.1|DMAU	LOC120771396|XP_039955299.1|BTRY
OG0001297	LOC117143113|XP_033163487.1|DMAU	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY
OG0001298	LOC117145398|XP_033166926.1|DMAU	LOC120781508|XP_039969666.1|BTRY
OG0001299	LOC117140247|XP_033158940.1|DMAU	LOC120778481|XP_039966231.1|BTRY
OG0001300	LOC117145814|XP_033167506.1|DMAU	LOC120774833|XP_039960584.1|BTRY
OG0001301	LOC117150485|XP_033173275.1|DMAU	LOC120771300|XP_039955168.1|BTRY
OG0001302	LOC117137477|XP_033154841.1|DMAU	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY
OG0001303	LOC117144495|XP_033165573.1|DMAU, LOC117143885|XP_033164674.1|DMAU	LOC120780491|XP_039968699.1|BTRY
OG0001304	LOC117135821|XP_033152220.1|DMAU	LOC120770548|XP_039954046.1|BTRY
OG0001305	LOC117145235|XP_033166701.1|DMAU	LOC120770058|XP_039953116.1|BTRY
OG0001306	LOC117144423|XP_033165456.1|DMAU	LOC120766204|XP_039947505.1|BTRY
OG0001307	LOC117139434|XP_033157621.1|DMAU	LOC120776453|XP_039963044.1|BTRY
OG0001308	LOC117147216|XP_033169921.1|DMAU, LOC117148458|XP_033171720.1|DMAU	LOC120775577|XP_039961745.1|BTRY
OG0001309	LOC117146052|XP_033167882.1|DMAU	LOC120766342|XP_039947700.1|BTRY
OG0001310	LOC117148031|XP_033171096.1|DMAU	LOC120775440|XP_039961559.1|BTRY
OG0001311	LOC117148484|XP_033171755.1|DMAU	LOC120773803|XP_039958846.1|BTRY
OG0001312	LOC117140140|XP_033158799.1|DMAU, LOC117140142|XP_033158800.1|DMAU	LOC120776907|XP_039963912.1|BTRY
OG0001313	LOC117136606|XP_033153482.1|DMAU	LOC120770353|XP_039953690.1|BTRY
OG0001314	LOC117139781|XP_033158287.1|DMAU	LOC120767878|XP_039950138.1|BTRY
OG0001315	LOC117146738|XP_033169078.1|DMAU	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY
OG0001316	LOC117137824|XP_033155398.1|DMAU	LOC120772662|XP_039957329.1|BTRY
OG0001317	LOC117141527|XP_033160910.1|DMAU	LOC120768146|XP_039950640.1|BTRY
OG0001318	LOC117136371|XP_033153149.1|DMAU	LOC120778561|XP_039966357.1|BTRY, LOC120778560|XP_039966356.1|BTRY, LOC120775908|XP_039962233.1|BTRY, LOC120775684|XP_039961917.1|BTRY, LOC120768697|XP_039951404.1|BTRY, LOC120770639|XP_039954174.1|BTRY, LOC120780886|XP_039969056.1|BTRY, LOC120780852|XP_039969024.1|BTRY, LOC120781517|XP_039969673.1|BTRY, LOC120767826|XP_039950045.1|BTRY
OG0001319	LOC117148796|XP_033172303.1|DMAU, LOC117148787|XP_033172292.1|DMAU	LOC120768591|XP_039951286.1|BTRY
OG0001320	LOC117137791|XP_033155338.1|DMAU	LOC120772672|XP_039957341.1|BTRY
OG0001326	LOC117143150|XP_033163539.1|DMAU	LOC120782292|XP_039970429.1|BTRY
OG0001328	LOC117147759|XP_033170669.1|DMAU	LOC120775284|XP_039961330.1|BTRY
OG0001329	LOC117147856|XP_033170822.1|DMAU	LOC120773835|XP_039958891.1|BTRY
OG0001330	LOC117146784|XP_033169202.1|DMAU	LOC120773909|XP_039959027.1|BTRY
OG0001331	LOC117148048|XP_033171124.1|DMAU	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY
OG0001332	LOC117147795|XP_033170735.1|DMAU	LOC120774956|XP_039960775.1|BTRY
OG0001333	LOC117150795|XP_033173740.1|DMAU	LOC120775756|XP_039962023.1|BTRY
OG0001334	LOC117144636|XP_033165822.1|DMAU	LOC120778828|XP_039966775.1|BTRY
OG0001335	LOC117144751|XP_033165998.1|DMAU	LOC120773615|XP_039958551.1|BTRY
OG0001337	LOC117146432|XP_033168530.1|DMAU	LOC120773491|XP_039958367.1|BTRY
OG0001338	LOC117138576|XP_033156639.1|DMAU	LOC120771890|XP_039956093.1|BTRY
OG0001339	LOC117138676|XP_033156818.1|DMAU	LOC120773010|XP_039957866.1|BTRY
OG0001340	LOC117141377|XP_033160676.1|DMAU	LOC120775019|XP_039960904.1|BTRY
OG0001341	LOC117146020|XP_033167842.1|DMAU	LOC120767765|XP_039949941.1|BTRY
OG0001342	LOC117145838|XP_033167533.1|DMAU	LOC120770477|XP_039953919.1|BTRY
OG0001343	LOC117144524|XP_033165637.1|DMAU	LOC120766632|XP_039948183.1|BTRY
OG0001344	LOC117142321|XP_033162119.1|DMAU	LOC120782334|XP_039970496.1|BTRY
OG0001345	LOC117143223|XP_033163663.1|DMAU	LOC120773695|XP_039958702.1|BTRY
OG0001346	LOC117144484|XP_033165555.1|DMAU	LOC120776965|XP_039963995.1|BTRY
OG0001347	LOC117147918|XP_033170926.1|DMAU	LOC120773736|XP_039958726.1|BTRY
OG0001348	LOC117146570|XP_033168761.1|DMAU	LOC120770887|XP_039954463.1|BTRY
OG0001349	LOC117140871|XP_033159900.1|DMAU	LOC120776506|XP_039963135.1|BTRY
OG0001350	LOC117140188|XP_033158854.1|DMAU	LOC120775177|XP_039961165.1|BTRY
OG0001351	LOC117135564|XP_033151762.1|DMAU	LOC120772342|XP_039956839.1|BTRY
OG0001352	LOC117138579|XP_033156643.1|DMAU	LOC120770427|XP_039953812.1|BTRY
OG0001353	LOC117140837|XP_033159836.1|DMAU	LOC120775085|XP_039961016.1|BTRY
OG0001354	LOC117135867|XP_033152289.1|DMAU	LOC120771766|XP_039955884.1|BTRY
OG0001355	LOC117136014|XP_033152522.1|DMAU	LOC120781279|XP_039969408.1|BTRY
OG0001356	LOC117144134|XP_033165050.1|DMAU	LOC120766990|XP_039948727.1|BTRY
OG0001357	LOC117140957|XP_033160069.1|DMAU	LOC120777973|XP_039965545.1|BTRY
OG0001358	LOC117139186|XP_033157244.1|DMAU	LOC120778952|XP_039966955.1|BTRY
OG0001359	LOC117146447|XP_033168562.1|DMAU	LOC120768999|XP_039951773.1|BTRY, LOC120769222|XP_039952052.1|BTRY
OG0001360	LOC117136868|XP_033153860.1|DMAU	LOC120770113|XP_039953218.1|BTRY
OG0001361	LOC117141023|XP_033160187.1|DMAU	LOC120778468|XP_039966214.1|BTRY
OG0001362	LOC117140656|XP_033159588.1|DMAU	LOC120779122|XP_039967249.1|BTRY
OG0001363	LOC117145131|XP_033166542.1|DMAU	LOC120774036|XP_039959270.1|BTRY, LOC120766220|XP_039947529.1|BTRY
OG0001364	LOC117138487|XP_033156508.1|DMAU	LOC120771627|XP_039955651.1|BTRY
OG0001365	LOC117141158|XP_033160388.1|DMAU	LOC120777538|XP_039964860.1|BTRY
OG0001366	LOC117140586|XP_033159483.1|DMAU	LOC120777216|XP_039964327.1|BTRY
OG0001367	LOC117135976|XP_033152480.1|DMAU	LOC120771166|XP_039954983.1|BTRY
OG0001368	LOC117137825|XP_033155399.1|DMAU	LOC120773398|XP_039958182.1|BTRY
OG0001369	LOC117146403|XP_033168478.1|DMAU	LOC120773753|XP_039958753.1|BTRY
OG0001370	LOC117138553|XP_033156602.1|DMAU	LOC120770535|XP_039954023.1|BTRY
OG0001371	LOC117137015|XP_033154098.1|DMAU	LOC120769369|XP_039952266.1|BTRY
OG0001372	LOC117136225|XP_033152894.1|DMAU	LOC120770332|XP_039953661.1|BTRY
OG0001373	LOC117150511|XP_033173309.1|DMAU	LOC120779352|XP_039967482.1|BTRY, LOC120768582|XP_039951271.1|BTRY, LOC120781489|XP_039969647.1|BTRY, LOC120768837|XP_039951522.1|BTRY
OG0001374	LOC117138169|XP_033155941.1|DMAU	LOC120772264|XP_039956701.1|BTRY
OG0001375	LOC117145183|XP_033166629.1|DMAU	LOC120782337|XP_039970502.1|BTRY
OG0001376	LOC117137716|XP_033155180.1|DMAU	LOC120770065|XP_039953119.1|BTRY
OG0001378	LOC117150432|XP_033173201.1|DMAU	LOC120769683|XP_039952738.1|BTRY
OG0001379	LOC117142663|XP_033162691.1|DMAU	LOC120768916|XP_039951622.1|BTRY
OG0001380	LOC117138187|XP_033155977.1|DMAU	LOC120771617|XP_039955641.1|BTRY
OG0001381	LOC117138516|XP_033156540.1|DMAU	LOC120772383|XP_039956907.1|BTRY
OG0001382	LOC117135307|XP_033151386.1|DMAU	LOC120768562|XP_039951243.1|BTRY
OG0001383	LOC117135473|XP_033151580.1|DMAU	LOC120772239|XP_039956667.1|BTRY
OG0001384	LOC117150607|XP_033173457.1|DMAU	LOC120769361|XP_039952256.1|BTRY, LOC120769193|XP_039952021.1|BTRY, LOC120768754|XP_039951460.1|BTRY
OG0001385	LOC117150851|XP_033173819.1|DMAU	LOC120781748|XP_039969914.1|BTRY
OG0001387	LOC117141892|XP_033161484.1|DMAU	LOC120769696|XP_039952757.1|BTRY
OG0001388	LOC117138729|XP_033156854.1|DMAU	LOC120769817|XP_039952959.1|BTRY
OG0001389	LOC117145081|XP_033166489.1|DMAU	LOC120782244|XP_039970345.1|BTRY
OG0001390	LOC117142744|XP_033162820.1|DMAU	LOC120767925|XP_039950220.1|BTRY, LOC120778231|XP_039965923.1|BTRY
OG0001391	LOC117142477|XP_033162388.1|DMAU	LOC120768082|XP_039950545.1|BTRY
OG0001392	LOC117148757|XP_033172242.1|DMAU	LOC120774728|XP_039960413.1|BTRY
OG0001393	LOC117139843|XP_033158384.1|DMAU	LOC120774011|XP_039959224.1|BTRY
OG0001394	LOC117137259|XP_033154515.1|DMAU	LOC120779731|XP_039968036.1|BTRY
OG0001395	LOC117143497|XP_033164105.1|DMAU	LOC120771413|XP_039955330.1|BTRY
OG0001396	LOC117147284|XP_033170019.1|DMAU	LOC120774065|XP_039959304.1|BTRY
OG0001397	LOC117145099|XP_033166509.1|DMAU	LOC120782431|XP_039970648.1|BTRY
OG0001398	LOC117147906|XP_033170906.1|DMAU	LOC120773981|XP_039959171.1|BTRY
OG0001399	LOC117137959|XP_033155613.1|DMAU	LOC120772680|XP_039957352.1|BTRY
OG0001400	LOC117143334|XP_033163886.1|DMAU	LOC120766299|XP_039947637.1|BTRY
OG0001401	LOC117140082|XP_033158726.1|DMAU	LOC120778432|XP_039966148.1|BTRY
OG0001402	LOC117141036|XP_033160210.1|DMAU	LOC120777918|XP_039965436.1|BTRY
OG0001403	LOC117141310|XP_033160587.1|DMAU	LOC120777950|XP_039965495.1|BTRY
OG0001404	LOC117135629|XP_033151893.1|DMAU	LOC120780098|XP_039968315.1|BTRY
OG0001405	LOC117137727|XP_033155193.1|DMAU	LOC120772539|XP_039957154.1|BTRY
OG0001406	LOC117148322|XP_033171545.1|DMAU	LOC120776087|XP_039962499.1|BTRY
OG0001407	LOC117141445|XP_033160790.1|DMAU	LOC120778664|XP_039966523.1|BTRY
OG0001408	LOC117135587|XP_033151812.1|DMAU	LOC120771189|XP_039955019.1|BTRY
OG0001411	LOC117144749|XP_033165995.1|DMAU	LOC120771347|XP_039955232.1|BTRY
OG0001412	LOC117141864|XP_033161479.1|DMAU, LOC117151093|XP_033174232.1|DMAU	LOC120769326|XP_039952214.1|BTRY
OG0001413	LOC117136789|XP_033153736.1|DMAU, LOC117136980|XP_033154047.1|DMAU	LOC120771740|XP_039955846.1|BTRY, LOC120772413|XP_039956946.1|BTRY, LOC120773077|XP_039957955.1|BTRY
OG0001414	LOC117137873|XP_033155490.1|DMAU, LOC117137877|XP_033155495.1|DMAU	LOC120770585|XP_039954101.1|BTRY
OG0001415	LOC117137429|XP_033154751.1|DMAU, LOC117135885|XP_033152323.1|DMAU	LOC120770770|XP_039954286.1|BTRY
OG0001416	LOC117150803|XP_033173752.1|DMAU, LOC117140999|XP_033160141.1|DMAU	LOC120772487|XP_039957067.1|BTRY
OG0001417	LOC117148170|XP_033171327.1|DMAU	LOC120772071|XP_039956396.1|BTRY, LOC120772354|XP_039956852.1|BTRY, LOC120772152|XP_039956517.1|BTRY, LOC120772187|XP_039956586.1|BTRY
OG0001418	LOC117140888|XP_033159931.1|DMAU, LOC117140047|XP_033158675.1|DMAU	LOC120778054|XP_039965668.1|BTRY
OG0001419	LOC117148521|XP_033171822.1|DMAU, LOC117147721|XP_033170615.1|DMAU	LOC120777768|XP_039965212.1|BTRY, LOC120778044|XP_039965652.1|BTRY
OG0001429	LOC117144830|XP_033166106.1|DMAU	LOC120782830|XP_039971283.1|BTRY
OG0001430	LOC117142909|XP_033163083.1|DMAU	LOC120766978|XP_039948707.1|BTRY
OG0001431	LOC117148150|XP_033171272.1|DMAU	LOC120774499|XP_039960103.1|BTRY
OG0001432	LOC117146362|XP_033168404.1|DMAU	LOC120774090|XP_039959357.1|BTRY
OG0001433	LOC117143605|XP_033164247.1|DMAU	LOC120775203|XP_039961200.1|BTRY
OG0001434	LOC117147034|XP_033169618.1|DMAU	LOC120773915|XP_039959044.1|BTRY
OG0001435	LOC117137989|XP_033155664.1|DMAU	LOC120772309|XP_039956756.1|BTRY
OG0001436	LOC117142713|XP_033162763.1|DMAU	LOC120775484|XP_039961622.1|BTRY
OG0001437	LOC117139720|XP_033158181.1|DMAU	LOC120766433|XP_039947871.1|BTRY
OG0001438	LOC117142579|XP_033162539.1|DMAU	LOC120782733|XP_039971099.1|BTRY
OG0001439	LOC117143432|XP_033164029.1|DMAU	LOC120773869|XP_039958960.1|BTRY
OG0001440	LOC117146806|XP_033169241.1|DMAU	LOC120773373|XP_039958135.1|BTRY
OG0001441	LOC117148575|XP_033171931.1|DMAU	LOC120774491|XP_039960096.1|BTRY
OG0001442	LOC117150471|XP_033173258.1|DMAU	LOC120775633|XP_039961821.1|BTRY
OG0001443	LOC117142292|XP_033162069.1|DMAU	LOC120766472|XP_039947944.1|BTRY
OG0001444	LOC117145257|XP_033166731.1|DMAU	LOC120766241|XP_039947557.1|BTRY
OG0001445	LOC117142599|XP_033162569.1|DMAU	LOC120771628|XP_039955653.1|BTRY, LOC120782761|XP_039971156.1|BTRY
OG0001446	LOC117142264|XP_033162017.1|DMAU	LOC120771368|XP_039955265.1|BTRY
OG0001447	LOC117144578|XP_033165728.1|DMAU	LOC120782492|XP_039970730.1|BTRY
OG0001448	LOC117143152|XP_033163542.1|DMAU	LOC120775555|XP_039961718.1|BTRY
OG0001449	LOC117137234|XP_033154484.1|DMAU	LOC120777333|XP_039964509.1|BTRY
OG0001450	LOC117137220|XP_033154504.1|DMAU	LOC120766855|XP_039948516.1|BTRY
OG0001451	LOC117137378|XP_033154681.1|DMAU	LOC120771731|XP_039955824.1|BTRY
OG0001452	LOC117136147|XP_033152754.1|DMAU	LOC120771041|XP_039954770.1|BTRY
OG0001453	LOC117140609|XP_033159511.1|DMAU	LOC120777772|XP_039965220.1|BTRY
OG0001454	LOC117143413|XP_033163999.1|DMAU	LOC120780351|XP_039968577.1|BTRY
OG0001455	LOC117138998|XP_033156965.1|DMAU	LOC120776551|XP_039963234.1|BTRY
OG0001456	LOC117137785|XP_033155330.1|DMAU	LOC120770451|XP_039953870.1|BTRY
OG0001457	LOC117135759|XP_033152108.1|DMAU	LOC120770960|XP_039954623.1|BTRY
