Orthogroup	SLEB.longest_only	BCOP.longest_only
OG0000435	LOC115627968|XP_030379722.1|SLEB	LOC119069656|XP_037029670.1|BCOP
OG0000437	LOC115629368|XP_030381686.1|SLEB, LOC115628646|XP_030380674.1|SLEB	LOC119082280|XP_037047651.1|BCOP
OG0000437	LOC115630407|XP_030382798.1|SLEB	LOC119084491|XP_037050396.1|BCOP
OG0000438	LOC115621779|XP_030371394.1|SLEB	LOC119081686|XP_037046672.1|BCOP
OG0000439	LOC115626416|XP_030377644.1|SLEB	LOC119072864|XP_037034066.1|BCOP
OG0000439	LOC115622178|XP_030371926.1|SLEB	LOC119066792|XP_037025350.1|BCOP
OG0000440	LOC115632822|XP_030385936.1|SLEB, LOC115621641|XP_030371204.1|SLEB	LOC119081700|XP_037046700.1|BCOP
OG0000441	LOC115625376|XP_030376310.1|SLEB, LOC115625478|XP_030376426.1|SLEB	LOC119068102|XP_037027421.1|BCOP
OG0000442	LOC115628380|XP_030380321.1|SLEB	LOC119082151|XP_037047447.1|BCOP, LOC119077460|XP_037040561.1|BCOP
OG0000444	LOC115628613|XP_030380657.1|SLEB, LOC115626051|XP_030377163.1|SLEB	LOC119066750|XP_037025276.1|BCOP, LOC119082651|XP_037048128.1|BCOP
OG0000448	LOC115621335|XP_030370816.1|SLEB, LOC115620305|XP_030369349.1|SLEB	LOC119068228|XP_037027631.1|BCOP, LOC119078003|XP_037041277.1|BCOP, LOC119085502|XP_037051813.1|BCOP, LOC119073203|XP_037034408.1|BCOP
OG0000449	LOC115632130|XP_030384997.1|SLEB	LOC119074382|XP_037036392.1|BCOP
OG0000450	LOC115629485|XP_030381816.1|SLEB	LOC119067806|XP_037026850.1|BCOP
OG0000450	LOC115628723|XP_030380780.1|SLEB	LOC119069185|XP_037029014.1|BCOP
OG0000451	LOC115627137|XP_030378572.1|SLEB	LOC119083054|XP_037048572.1|BCOP
OG0000451	LOC115627136|XP_030378568.1|SLEB	LOC119083043|XP_037048564.1|BCOP
OG0000453	LOC115621529|XP_030371055.1|SLEB, LOC115620982|XP_030370362.1|SLEB	LOC119069044|XP_037028809.1|BCOP
OG0000454	LOC115633980|XP_030387361.1|SLEB, LOC115632098|XP_030384944.1|SLEB	LOC119081428|XP_037046244.1|BCOP
OG0000455	LOC115622166|XP_030371933.1|SLEB	LOC119085270|XP_037051517.1|BCOP, LOC119072565|XP_037033699.1|BCOP, LOC119077189|XP_037040266.1|BCOP
OG0000456	LOC115627769|XP_030379427.1|SLEB	LOC119081862|XP_037046991.1|BCOP
OG0000456	LOC115625920|XP_030377014.1|SLEB	LOC119081940|XP_037047096.1|BCOP
OG0000457	LOC115626588|XP_030377830.1|SLEB	LOC119078469|XP_037041917.1|BCOP
OG0000457	LOC115626095|XP_030377207.1|SLEB	LOC119078454|XP_037041880.1|BCOP
OG0000458	LOC115620069|XP_030369087.1|SLEB, LOC115620409|XP_030369493.1|SLEB, LOC115634573|XP_030388257.1|SLEB, LOC115631161|XP_030383698.1|SLEB	LOC119083128|XP_037048658.1|BCOP, LOC119075186|XP_037037472.1|BCOP, LOC119079595|XP_037043484.1|BCOP, LOC119079594|XP_037043483.1|BCOP, LOC119084802|XP_037050764.1|BCOP, LOC119066719|XP_037025227.1|BCOP, LOC119076661|XP_037039440.1|BCOP
OG0000460	LOC115631631|XP_030384300.1|SLEB	LOC119078530|XP_037041991.1|BCOP
OG0000465	LOC115625456|XP_030376364.1|SLEB, LOC115625275|XP_030376137.1|SLEB	LOC119067946|XP_037027159.1|BCOP, LOC119081205|XP_037045819.1|BCOP
OG0000466	LOC115628771|XP_030380846.1|SLEB	LOC119068775|XP_037028429.1|BCOP
OG0000466	LOC115628623|XP_030380671.1|SLEB	LOC119066267|XP_037024515.1|BCOP
OG0000467	LOC115633767|XP_030387102.1|SLEB, LOC115624417|XP_030375028.1|SLEB	LOC119074151|XP_037036046.1|BCOP, LOC119083429|XP_037049047.1|BCOP
OG0000468	LOC115620412|XP_030369494.1|SLEB	LOC119075149|XP_037037437.1|BCOP
OG0000468	LOC115622529|XP_030372750.1|SLEB	LOC119081771|XP_037046868.1|BCOP
OG0000469	LOC115632024|XP_030384829.1|SLEB	LOC119079053|XP_037042746.1|BCOP
OG0000470	LOC115624838|XP_030375544.1|SLEB	LOC119078216|XP_037041569.1|BCOP
OG0000470	LOC115633902|XP_030387266.1|SLEB	LOC119078221|XP_037041577.1|BCOP
OG0000471	LOC115625554|XP_030376545.1|SLEB, LOC115631733|XP_030384432.1|SLEB	LOC119085140|XP_037051312.1|BCOP
OG0000473	LOC115630196|XP_030382623.1|SLEB, LOC115627938|XP_030379690.1|SLEB, LOC115627821|XP_030379515.1|SLEB	LOC119080264|XP_037044408.1|BCOP, LOC119069800|XP_037029850.1|BCOP
OG0000474	LOC115627241|XP_030378724.1|SLEB, LOC115623087|XP_030373152.1|SLEB	LOC119081379|XP_037046155.1|BCOP
OG0000475	LOC115620839|XP_030370131.1|SLEB, LOC115620793|XP_030370073.1|SLEB	LOC119070442|XP_037030687.1|BCOP
OG0000476	LOC115625076|XP_030375824.1|SLEB	LOC119067456|XP_037026334.1|BCOP
OG0000477	LOC115620781|XP_030370050.1|SLEB, LOC115620952|XP_030370328.1|SLEB	LOC119081215|XP_037045836.1|BCOP
OG0000478	LOC115627237|XP_030378720.1|SLEB	LOC119071207|XP_037031898.1|BCOP, LOC119080802|XP_037045267.1|BCOP, LOC119072042|XP_037033061.1|BCOP
OG0000479	LOC115625158|XP_030375946.1|SLEB	LOC119080776|XP_037045239.1|BCOP, LOC119069458|XP_037029404.1|BCOP
OG0000480	LOC115630445|XP_030382867.1|SLEB, LOC115630429|XP_030382845.1|SLEB, LOC115630764|XP_030383280.1|SLEB	LOC119085939|XP_037052387.1|BCOP
OG0000482	LOC115624007|XP_030374439.1|SLEB	LOC119081966|XP_037047171.1|BCOP
OG0000482	LOC115623707|XP_030374046.1|SLEB	LOC119068376|XP_037027843.1|BCOP
OG0000483	LOC115625416|XP_030376316.1|SLEB, LOC115625422|XP_030376322.1|SLEB	LOC119079738|XP_037043739.1|BCOP
OG0000484	LOC115624356|XP_030374874.1|SLEB, LOC115624354|XP_030374872.1|SLEB	LOC119083522|XP_037049136.1|BCOP, LOC119069580|XP_037029560.1|BCOP, LOC119077684|XP_037040840.1|BCOP, LOC119080355|XP_037044551.1|BCOP
OG0000485	LOC115622735|XP_030372635.1|SLEB, LOC115622734|XP_030372634.1|SLEB	LOC119076451|XP_037039113.1|BCOP, LOC119084291|XP_037050113.1|BCOP, LOC119084458|XP_037050335.1|BCOP
OG0000486	LOC115622380|XP_030372201.1|SLEB, LOC115622284|XP_030372084.1|SLEB	LOC119080487|XP_037044773.1|BCOP, LOC119066531|XP_037024947.1|BCOP, LOC119082804|XP_037048345.1|BCOP
OG0000487	LOC115633973|XP_030387353.1|SLEB, LOC115625551|XP_030376502.1|SLEB	LOC119067927|XP_037027134.1|BCOP
OG0000489	LOC115621523|XP_030371049.1|SLEB, LOC115627675|XP_030379277.1|SLEB	LOC119070021|XP_037030197.1|BCOP
OG0000490	LOC115628761|XP_030380837.1|SLEB	LOC119068825|XP_037028492.1|BCOP
OG0000491	LOC115634774|XP_030388530.1|SLEB	LOC119073534|XP_037034970.1|BCOP
OG0000492	LOC115634517|XP_030388144.1|SLEB	LOC119070141|XP_037030362.1|BCOP
OG0000492	LOC115624481|XP_030375044.1|SLEB	LOC119066042|XP_037024161.1|BCOP
OG0000494	LOC115626394|XP_030377615.1|SLEB	LOC119079908|XP_037043894.1|BCOP
OG0000495	LOC115623768|XP_030374167.1|SLEB, LOC115623777|XP_030374179.1|SLEB	LOC119083767|XP_037049445.1|BCOP, LOC119083917|XP_037049624.1|BCOP, LOC119072727|XP_037033896.1|BCOP
OG0000496	LOC115628991|XP_030381133.1|SLEB	LOC119066241|XP_037024453.1|BCOP
OG0000497	LOC115631277|XP_030383851.1|SLEB	LOC119078655|XP_037042147.1|BCOP
OG0000497	LOC115631501|XP_030384121.1|SLEB	LOC119079153|XP_037042864.1|BCOP
OG0000498	LOC115625411|XP_030376311.1|SLEB, LOC115625406|XP_030376305.1|SLEB	LOC119074352|XP_037036389.1|BCOP, LOC119074439|XP_037036505.1|BCOP, LOC119077710|XP_037040884.1|BCOP
OG0000499	LOC115626780|XP_030378109.1|SLEB	LOC119081984|XP_037047200.1|BCOP
OG0000499	LOC115626831|XP_030378172.1|SLEB	LOC119077427|XP_037040535.1|BCOP, LOC119068488|XP_037027994.1|BCOP
OG0000500	LOC115622311|XP_030372077.1|SLEB, LOC115622310|XP_030372075.1|SLEB	LOC119071040|XP_037031535.1|BCOP, LOC119071045|XP_037031542.1|BCOP
OG0000504	LOC115633045|XP_030386249.1|SLEB	LOC119077990|XP_037041265.1|BCOP
OG0000505	LOC115633292|XP_030386564.1|SLEB, LOC115633257|XP_030386521.1|SLEB	LOC119067672|XP_037026673.1|BCOP
OG0000507	LOC115627058|XP_030378464.1|SLEB	LOC119081653|XP_037046630.1|BCOP
OG0000507	LOC115627426|XP_030378959.1|SLEB	LOC119068763|XP_037028394.1|BCOP
OG0000508	LOC115624934|XP_030375645.1|SLEB, LOC115624935|XP_030375646.1|SLEB	LOC119081073|XP_037045709.1|BCOP
OG0000509	LOC115620075|XP_030369098.1|SLEB, LOC115633699|XP_030387022.1|SLEB	LOC119073953|XP_037035734.1|BCOP
OG0000510	LOC115630820|XP_030383345.1|SLEB, LOC115630586|XP_030383068.1|SLEB, LOC115634284|XP_030387793.1|SLEB	LOC119081474|XP_037046366.1|BCOP
OG0000511	LOC115631969|XP_030384727.1|SLEB, LOC115631594|XP_030384255.1|SLEB	LOC119078667|XP_037042216.1|BCOP
OG0000513	LOC115621232|XP_030370686.1|SLEB, LOC115625905|XP_030376995.1|SLEB	LOC119071560|XP_037032382.1|BCOP
OG0000514	LOC115628526|XP_030380546.1|SLEB, LOC115628516|XP_030380527.1|SLEB	LOC119066747|XP_037025267.1|BCOP
OG0000515	LOC115627805|XP_030379495.1|SLEB	LOC119080178|XP_037044299.1|BCOP
OG0000516	LOC115626944|XP_030378319.1|SLEB, LOC115626938|XP_030378313.1|SLEB	LOC119074878|XP_037037111.1|BCOP
OG0000517	LOC115633963|XP_030387343.1|SLEB, LOC115633966|XP_030387347.1|SLEB, LOC115633965|XP_030387346.1|SLEB	LOC119078309|XP_037041708.1|BCOP
OG0000521	LOC115629576|XP_030381928.1|SLEB, LOC115629574|XP_030381925.1|SLEB	LOC119084098|XP_037049844.1|BCOP, LOC119067405|XP_037026246.1|BCOP
OG0000522	LOC115627854|XP_030379575.1|SLEB	LOC119067459|XP_037026337.1|BCOP
OG0000523	LOC115628128|XP_030379968.1|SLEB	LOC119067260|XP_037026032.1|BCOP
OG0000523	LOC115633249|XP_030386507.1|SLEB	LOC119068976|XP_037028740.1|BCOP
OG0000524	LOC115621872|XP_030371557.1|SLEB	LOC119067974|XP_037027215.1|BCOP
OG0000525	LOC115632582|XP_030385667.1|SLEB	LOC119081070|XP_037045687.1|BCOP
OG0000526	LOC115625930|XP_030377026.1|SLEB, LOC115634755|XP_030388507.1|SLEB	LOC119078975|XP_037042621.1|BCOP
OG0000527	LOC115632044|XP_030384874.1|SLEB, LOC115631125|XP_030383652.1|SLEB	LOC119082764|XP_037048246.1|BCOP
OG0000528	LOC115631996|XP_030384785.1|SLEB	LOC119076750|XP_037039592.1|BCOP, LOC119071645|XP_037032503.1|BCOP, LOC119066646|XP_037025109.1|BCOP, LOC119066205|XP_037024419.1|BCOP, LOC119085327|XP_037051604.1|BCOP, LOC119072892|XP_037034110.1|BCOP, LOC119077328|XP_037040406.1|BCOP, LOC119076340|XP_037038928.1|BCOP, LOC119078619|XP_037042110.1|BCOP, LOC119078521|XP_037041980.1|BCOP, LOC119071755|XP_037032689.1|BCOP, LOC119072785|XP_037033974.1|BCOP, LOC119076244|XP_037038802.1|BCOP
OG0000529	LOC115631155|XP_030383692.1|SLEB, LOC115631625|XP_030384292.1|SLEB, LOC115631377|XP_030383958.1|SLEB, LOC115631156|XP_030383693.1|SLEB, LOC115630789|XP_030383304.1|SLEB	LOC119073005|XP_037034225.1|BCOP
OG0000530	LOC115623076|XP_030373137.1|SLEB, LOC115623065|XP_030373118.1|SLEB	LOC119073760|XP_037035317.1|BCOP, LOC119073759|XP_037035316.1|BCOP
OG0000531	LOC115622018|XP_030371734.1|SLEB, LOC115631103|XP_030383618.1|SLEB	LOC119085223|XP_037051430.1|BCOP
OG0000532	LOC115623782|XP_030374183.1|SLEB	LOC119077975|XP_037041252.1|BCOP
OG0000534	LOC115627157|XP_030378600.1|SLEB, LOC115626532|XP_030377772.1|SLEB	LOC119077103|XP_037040157.1|BCOP
OG0000535	LOC115625013|XP_030375736.1|SLEB, LOC115633870|XP_030387227.1|SLEB	LOC119071812|XP_037032775.1|BCOP
OG0000536	LOC115622558|XP_030372387.1|SLEB	LOC119069281|XP_037029238.1|BCOP
OG0000537	LOC115627460|XP_030378995.1|SLEB	LOC119079032|XP_037042711.1|BCOP
OG0000538	LOC115624785|XP_030375476.1|SLEB, LOC115634404|XP_030387957.1|SLEB	LOC119085377|XP_037051658.1|BCOP
OG0000539	LOC115625371|XP_030376267.1|SLEB, LOC115625298|XP_030376173.1|SLEB	LOC119071307|XP_037032080.1|BCOP
OG0000542	LOC115625535|XP_030376474.1|SLEB, LOC115627777|XP_030379446.1|SLEB	LOC119074089|XP_037035944.1|BCOP
OG0000543	LOC115621143|XP_030370560.1|SLEB, LOC115623333|XP_030373463.1|SLEB	LOC119068098|XP_037027417.1|BCOP
OG0000544	LOC115623316|XP_030373436.1|SLEB, LOC115622707|XP_030372596.1|SLEB, LOC115624019|XP_030374454.1|SLEB	LOC119068980|XP_037028746.1|BCOP
OG0000545	LOC115621211|XP_030370653.1|SLEB, LOC115621286|XP_030370749.1|SLEB	LOC119068518|XP_037028019.1|BCOP, LOC119069506|XP_037029478.1|BCOP
OG0000546	LOC115623697|XP_030374032.1|SLEB, LOC115627177|XP_030378637.1|SLEB	LOC119068569|XP_037028107.1|BCOP
OG0000547	LOC115630037|XP_030382529.1|SLEB, LOC115633068|XP_030386299.1|SLEB	LOC119074047|XP_037035888.1|BCOP
OG0000548	LOC115632986|XP_030386163.1|SLEB, LOC115622433|XP_030372234.1|SLEB, LOC115622434|XP_030372235.1|SLEB	LOC119083707|XP_037049391.1|BCOP
OG0000549	LOC115633990|XP_030387373.1|SLEB	LOC119067694|XP_037026713.1|BCOP
OG0000550	LOC115632900|XP_030386051.1|SLEB	LOC119073291|XP_037034572.1|BCOP
OG0000552	LOC115621198|XP_030370637.1|SLEB, LOC115620920|XP_030370279.1|SLEB	LOC119083277|XP_037048860.1|BCOP, LOC119083171|XP_037048726.1|BCOP
OG0000553	LOC115625739|XP_030376752.1|SLEB, LOC115625738|XP_030376751.1|SLEB	LOC119082066|XP_037047300.1|BCOP
OG0000554	LOC115621598|XP_030371150.1|SLEB, LOC115621473|XP_030370992.1|SLEB, LOC115621559|XP_030371092.1|SLEB	LOC119070470|XP_037030721.1|BCOP
OG0000555	LOC115628310|XP_030380224.1|SLEB, LOC115628303|XP_030380210.1|SLEB	LOC119085881|XP_037052292.1|BCOP
OG0000556	LOC115623458|XP_030373674.1|SLEB	LOC119077410|XP_037040553.1|BCOP
OG0000557	LOC115624100|XP_030374550.1|SLEB, LOC115624200|XP_030374663.1|SLEB, LOC115623910|XP_030374325.1|SLEB, LOC115624180|XP_030374635.1|SLEB, LOC115624158|XP_030374614.1|SLEB	LOC119076133|XP_037038702.1|BCOP
OG0000558	LOC115623799|XP_030374201.1|SLEB, LOC115627610|XP_030379199.1|SLEB	LOC119082201|XP_037047530.1|BCOP
OG0000559	LOC115621713|XP_030371282.1|SLEB, LOC115633935|XP_030387313.1|SLEB	LOC119066909|XP_037025495.1|BCOP
OG0000560	LOC115624641|XP_030375269.1|SLEB, LOC115624640|XP_030375268.1|SLEB	LOC119069268|XP_037029220.1|BCOP
OG0000561	LOC115632645|XP_030385734.1|SLEB, LOC115632520|XP_030385575.1|SLEB	LOC119074217|XP_037036113.1|BCOP
OG0000562	LOC115622396|XP_030372181.1|SLEB, LOC115622789|XP_030372709.1|SLEB	LOC119066879|XP_037025459.1|BCOP
OG0000563	LOC115624876|XP_030375581.1|SLEB, LOC115629763|XP_030382174.1|SLEB, LOC115629628|XP_030381989.1|SLEB, LOC115632144|XP_030385022.1|SLEB, LOC115632112|XP_030384965.1|SLEB, LOC115626468|XP_030377711.1|SLEB, LOC115622959|XP_030372960.1|SLEB, LOC115623145|XP_030373214.1|SLEB, LOC115626470|XP_030377713.1|SLEB, LOC115625860|XP_030376928.1|SLEB	LOC119066025|XP_037024138.1|BCOP
OG0000564	LOC115623105|XP_030373171.1|SLEB, LOC115622510|XP_030372323.1|SLEB	LOC119080545|XP_037044855.1|BCOP
OG0000566	LOC115625079|XP_030375829.1|SLEB, LOC115622614|XP_030372474.1|SLEB	LOC119081012|XP_037045588.1|BCOP
OG0000567	LOC115628899|XP_030381018.1|SLEB	LOC119068523|XP_037028027.1|BCOP
OG0000568	LOC115620709|XP_030369944.1|SLEB	LOC119068289|XP_037027721.1|BCOP, LOC119080071|XP_037044182.1|BCOP
OG0000569	LOC115620436|XP_030369524.1|SLEB	LOC119084660|XP_037050628.1|BCOP
OG0000569	LOC115628654|XP_030380682.1|SLEB	LOC119084581|XP_037050535.1|BCOP
OG0000570	LOC115625135|XP_030375914.1|SLEB, LOC115625181|XP_030376006.1|SLEB	LOC119069556|XP_037029532.1|BCOP
OG0000571	LOC115620833|XP_030370125.1|SLEB, LOC115621121|XP_030370525.1|SLEB	LOC119069735|XP_037029761.1|BCOP
OG0000572	LOC115621322|XP_030370800.1|SLEB, LOC115620609|XP_030369783.1|SLEB	LOC119084086|XP_037049819.1|BCOP, LOC119071786|XP_037032742.1|BCOP, LOC119084895|XP_037050940.1|BCOP
OG0000573	LOC115632462|XP_030385479.1|SLEB, LOC115625591|XP_030376570.1|SLEB	LOC119075079|XP_037037366.1|BCOP, LOC119071850|XP_037032806.1|BCOP
OG0000574	LOC115632504|XP_030385552.1|SLEB	LOC119081453|XP_037046287.1|BCOP
OG0000575	LOC115624630|XP_030375246.1|SLEB, LOC115624639|XP_030375267.1|SLEB	LOC119080687|XP_037045018.1|BCOP
OG0000576	LOC115623717|XP_030374058.1|SLEB, LOC115623855|XP_030374259.1|SLEB	LOC119076338|XP_037038925.1|BCOP
OG0000577	LOC115631048|XP_030383541.1|SLEB	LOC119084662|XP_037050634.1|BCOP
OG0000577	LOC115630934|XP_030383361.1|SLEB	LOC119082768|XP_037048257.1|BCOP
OG0000578	LOC115630624|XP_030383119.1|SLEB, LOC115624580|XP_030375178.1|SLEB	LOC119072065|XP_037033095.1|BCOP
OG0000579	LOC115621378|XP_030370867.1|SLEB, LOC115622675|XP_030372549.1|SLEB	LOC119084174|XP_037049928.1|BCOP
OG0000580	LOC115624313|XP_030374798.1|SLEB, LOC115623669|XP_030373995.1|SLEB	LOC119076778|XP_037039633.1|BCOP, LOC119074749|XP_037036909.1|BCOP
OG0000581	LOC115624401|XP_030374991.1|SLEB	LOC119079094|XP_037042806.1|BCOP, LOC119083987|XP_037049730.1|BCOP
OG0000581	LOC115627719|XP_030379324.1|SLEB	LOC119067460|XP_037026339.1|BCOP
OG0000582	LOC115623225|XP_030373327.1|SLEB, LOC115629425|XP_030381740.1|SLEB	LOC119071172|XP_037031830.1|BCOP
OG0000589	LOC115629184|XP_030381427.1|SLEB	LOC119068864|XP_037028596.1|BCOP
OG0000590	LOC115628967|XP_030381105.1|SLEB	LOC119071848|XP_037032802.1|BCOP
OG0000592	LOC115620051|XP_030369040.1|SLEB, LOC115626440|XP_030377714.1|SLEB, LOC115634746|XP_030388498.1|SLEB	LOC119084008|XP_037049716.1|BCOP
OG0000593	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB	LOC119083155|XP_037048698.1|BCOP, LOC119083147|XP_037048689.1|BCOP
OG0000594	LOC115620678|XP_030369902.1|SLEB, LOC115623706|XP_030374044.1|SLEB	LOC119067943|XP_037027155.1|BCOP
OG0000595	LOC115625556|XP_030376508.1|SLEB, LOC115620820|XP_030370108.1|SLEB	LOC119070400|XP_037030619.1|BCOP
OG0000596	LOC115626832|XP_030378173.1|SLEB, LOC115634602|XP_030388312.1|SLEB, LOC115625220|XP_030376063.1|SLEB	LOC119069672|XP_037029687.1|BCOP
OG0000597	LOC115621662|XP_030371229.1|SLEB, LOC115621009|XP_030370388.1|SLEB	LOC119067936|XP_037027146.1|BCOP, LOC119071640|XP_037032500.1|BCOP
OG0000598	LOC115621982|XP_030371694.1|SLEB	LOC119072158|XP_037033214.1|BCOP, LOC119080438|XP_037044695.1|BCOP
OG0000599	LOC115622412|XP_030372206.1|SLEB	LOC119066037|XP_037024150.1|BCOP, LOC119073532|XP_037034972.1|BCOP
OG0000600	LOC115632442|XP_030385460.1|SLEB, LOC115633704|XP_030387024.1|SLEB	LOC119077332|XP_037040413.1|BCOP
OG0000601	LOC115633839|XP_030387190.1|SLEB, LOC115626624|XP_030377888.1|SLEB	LOC119066781|XP_037025335.1|BCOP, LOC119073283|XP_037034566.1|BCOP, LOC119067385|XP_037026205.1|BCOP
OG0000602	LOC115626085|XP_030377198.1|SLEB	LOC119072724|XP_037033894.1|BCOP
OG0000603	LOC115628477|XP_030380458.1|SLEB	LOC119076325|XP_037038897.1|BCOP
OG0000604	LOC115630657|XP_030383158.1|SLEB, LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB	LOC119078486|XP_037041938.1|BCOP
OG0000605	LOC115630512|XP_030382973.1|SLEB	LOC119078625|XP_037042117.1|BCOP
OG0000606	LOC115620195|XP_030369188.1|SLEB	LOC119068548|XP_037028075.1|BCOP
OG0000607	LOC115620885|XP_030370225.1|SLEB, LOC115624393|XP_030374965.1|SLEB	LOC119083705|XP_037049388.1|BCOP
OG0000608	LOC115625074|XP_030375822.1|SLEB, LOC115625574|XP_030376535.1|SLEB	LOC119066266|XP_037024518.1|BCOP
OG0000609	LOC115631251|XP_030383821.1|SLEB, LOC115627917|XP_030379671.1|SLEB	LOC119082211|XP_037047555.1|BCOP
OG0000610	LOC115623312|XP_030373437.1|SLEB	LOC119070949|XP_037031396.1|BCOP, LOC119083489|XP_037049112.1|BCOP
OG0000611	LOC115629627|XP_030381991.1|SLEB, LOC115626533|XP_030377776.1|SLEB	LOC119083546|XP_037049160.1|BCOP, LOC119072190|XP_037033244.1|BCOP
OG0000614	LOC115626391|XP_030377611.1|SLEB, LOC115629316|XP_030381621.1|SLEB	LOC119077296|XP_037040353.1|BCOP
OG0000615	LOC115627692|XP_030379295.1|SLEB, LOC115620406|XP_030369485.1|SLEB	LOC119069401|XP_037029342.1|BCOP, LOC119070642|XP_037030966.1|BCOP, LOC119068755|XP_037028378.1|BCOP
OG0000616	LOC115627474|XP_030379011.1|SLEB	LOC119069996|XP_037030135.1|BCOP
OG0000617	LOC115621815|XP_030371461.1|SLEB, LOC115620342|XP_030369403.1|SLEB	LOC119081325|XP_037046008.1|BCOP
OG0000618	LOC115622043|XP_030371775.1|SLEB	LOC119070536|XP_037030804.1|BCOP
OG0000618	LOC115621508|XP_030371040.1|SLEB	LOC119076049|XP_037038574.1|BCOP, LOC119076050|XP_037038577.1|BCOP
OG0000619	LOC115631389|XP_030383974.1|SLEB	LOC119074250|XP_037036169.1|BCOP
OG0000620	LOC115627320|XP_030378822.1|SLEB, LOC115633030|XP_030386227.1|SLEB	LOC119082516|XP_037047926.1|BCOP, LOC119082181|XP_037047490.1|BCOP
OG0000621	LOC115620478|XP_030369572.1|SLEB, LOC115627100|XP_030378516.1|SLEB	LOC119082160|XP_037047463.1|BCOP
OG0000622	LOC115622549|XP_030372376.1|SLEB, LOC115632202|XP_030385111.1|SLEB	LOC119069597|XP_037029587.1|BCOP
OG0000623	LOC115624552|XP_030375137.1|SLEB, LOC115628260|XP_030380139.1|SLEB	LOC119066479|XP_037024879.1|BCOP
OG0000624	LOC115633640|XP_030386940.1|SLEB, LOC115634104|XP_030387520.1|SLEB, LOC115633424|XP_030386743.1|SLEB	LOC119079882|XP_037043859.1|BCOP
OG0000625	LOC115622157|XP_030371885.1|SLEB, LOC115622847|XP_030372788.1|SLEB	LOC119083676|XP_037049354.1|BCOP
OG0000626	LOC115634382|XP_030387926.1|SLEB, LOC115634725|XP_030388467.1|SLEB	LOC119082188|XP_037047507.1|BCOP
OG0000627	LOC115633005|XP_030386190.1|SLEB, LOC115628860|XP_030380971.1|SLEB	LOC119082760|XP_037048241.1|BCOP
OG0000628	LOC115630700|XP_030383212.1|SLEB, LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB	LOC119085988|XP_037052448.1|BCOP
OG0000629	LOC115628582|XP_030380626.1|SLEB	LOC119066341|XP_037024648.1|BCOP
OG0000630	LOC115626220|XP_030377378.1|SLEB, LOC115625733|XP_030376744.1|SLEB	LOC119084654|XP_037050617.1|BCOP
OG0000631	LOC115631173|XP_030383722.1|SLEB, LOC115626352|XP_030377562.1|SLEB	LOC119071768|XP_037032710.1|BCOP
OG0000632	LOC115630690|XP_030383200.1|SLEB, LOC115630409|XP_030382802.1|SLEB	LOC119077150|XP_037040230.1|BCOP
OG0000633	LOC115623010|XP_030373041.1|SLEB, LOC115623003|XP_030373028.1|SLEB	LOC119071731|XP_037032650.1|BCOP
OG0000634	LOC115629613|XP_030381969.1|SLEB, LOC115624560|XP_030375149.1|SLEB, LOC115627391|XP_030378905.1|SLEB	LOC119071953|XP_037032978.1|BCOP
OG0000635	LOC115620742|XP_030369999.1|SLEB, LOC115629274|XP_030381560.1|SLEB	LOC119066896|XP_037025480.1|BCOP
OG0000636	LOC115626223|XP_030377382.1|SLEB, LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB	LOC119073578|XP_037035042.1|BCOP
OG0000637	LOC115627962|XP_030379716.1|SLEB, LOC115627960|XP_030379713.1|SLEB	LOC119084264|XP_037050067.1|BCOP
OG0000638	LOC115627144|XP_030378581.1|SLEB	LOC119067567|XP_037026543.1|BCOP
OG0000639	LOC115633115|XP_030386361.1|SLEB	LOC119071882|XP_037032869.1|BCOP
OG0000641	LOC115623783|XP_030374184.1|SLEB, LOC115623786|XP_030374188.1|SLEB	LOC119070465|XP_037030715.1|BCOP, LOC119084774|XP_037050733.1|BCOP
OG0000642	LOC115632622|XP_030385714.1|SLEB, LOC115626067|XP_030377180.1|SLEB, LOC115626065|XP_030377178.1|SLEB, LOC115626066|XP_030377179.1|SLEB, LOC115625957|XP_030377055.1|SLEB, LOC115625960|XP_030377061.1|SLEB	LOC119074558|XP_037036652.1|BCOP
OG0000646	LOC115620235|XP_030369240.1|SLEB, LOC115621842|XP_030371513.1|SLEB	LOC119069169|XP_037028974.1|BCOP
OG0000647	LOC115621967|XP_030371674.1|SLEB, LOC115629630|XP_030381990.1|SLEB	LOC119068465|XP_037027953.1|BCOP
OG0000648	LOC115627944|XP_030379697.1|SLEB	LOC119067168|XP_037025865.1|BCOP
OG0000648	LOC115627942|XP_030379695.1|SLEB	LOC119067154|XP_037025842.1|BCOP
OG0000649	LOC115627568|XP_030379152.1|SLEB, LOC115627550|XP_030379125.1|SLEB	LOC119067054|XP_037025695.1|BCOP
OG0000650	LOC115627753|XP_030379398.1|SLEB	LOC119081019|XP_037045596.1|BCOP
OG0000651	LOC115632259|XP_030385191.1|SLEB, LOC115622859|XP_030372803.1|SLEB	LOC119068676|XP_037028252.1|BCOP
